ERR1913308.242__1.242	28117__B0MUR5__BHV66_03900
ERR1913308.2461024__1.2461024	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913308.2461089__1.2461089	820__E5VA63__DXC80_01025
ERR1913308.2461091__1.2461091	820__A7V859__ERS852462_00341
ERR1913308.2461286__1.2461286	166486__D4KVY5__ERS852572_03136
ERR1913308.2461314__1.2461314	39491__A0A395ZEN3__DXD95_12655
ERR1913308.2461465__1.2461465	820__A0A139K4W5__HMPREF2141_02394
ERR1913308.2461578__1.2461578	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913308.2461594__1.2461594	39491__A0A395ZEI6__ERE_07950
ERR1913308.2461637__1.2461637	28052__A0A174MLS2__ERS852451_02445
ERR1913308.2461678__1.2461678	820__A0A3E4XM43__DXC91_13960
ERR1913308.2461723__1.2461723	823__A0A355XLH0__fepA_1
ERR1913308.2461786__1.2461786	820__A0A174RFI5__SAMN05444418_12240
ERR1913308.2461900__1.2461900	39491__A0A396FEW6__T1815_18721
ERR1913308.2462009__1.2462009	246787__A0A0P0GG22__BACCELL_01899
ERR1913308.2462037__1.2462037	358743__A0A0F0CCL1__DWZ14_16570
ERR1913308.2462043__1.2462043	39485__A0A174ZNW9__luxQ_1
ERR1913308.2462155__1.2462155	820__A0A174CG08__DXB62_13215
ERR1913308.2462192__1.2462192	166486__D4L2C5__ERS852572_01688
ERR1913308.2462277__1.2462277	39491__A0A395ZIT8__EUR_13460
ERR1913308.2462319__1.2462319	572010__infC
ERR1913308.2462390__1.2462390	626929__R6L5A2__SAMN05444376_1245
ERR1913308.2462419__1.2462419	39491__A0A396FJJ9__DXB76_11995
ERR1913308.2462436__1.2462436	39491__A0A395ZDC6__addB
ERR1913308.2462455__1.2462455	46228__V8BTB9__RUMLAC_01945
ERR1913308.2462470__1.2462470	853__A0A174UDE9__C4N25_12775
ERR1913308.2462666__1.2462666	166486__D4KXJ6__ERS852572_00336
ERR1913308.2463149__1.2463149	820__A0A174F0C1__nreB
ERR1913308.2463239__1.2463239	820__A0A374QGD2__ERS852421_02382
ERR1913308.2463313__1.2463313	649756__B0P4Q3__ERS852425_01640
ERR1913308.2463353__1.2463353	853__A0A174C5M1__CGS58_04460
ERR1913308.2463401__1.2463401	39491__C4Z9K0__DXD95_07445
ERR1913308.2463486__1.2463486	1796613__A0A1C7H6N8__ADH74_01350
ERR1913308.2463607__1.2463607	626940__E8LDM4__mreC
ERR1913308.2463611__1.2463611	649756__A0A173SZT1__ftsW_3
ERR1913308.2463742__1.2463742	166486__C7GCP5__ROSINTL182_07683
ERR1913308.2463736__1.2463736	39491__A0A395ZDC6__addB
ERR1913308.2463777__1.2463777	39485__A0A174ZLH6__EUBELI_01564
ERR1913308.2463865__1.2463865	1262777__R5W767__BN512_00041
ERR1913308.2463883__1.2463883	820__A0A174B4N2__M093_2531
ERR1913308.2464060__1.2464060	39485__C4Z6U7__EUBELI_20545
ERR1913308.2464269__1.2464269	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913308.2464298__1.2464298	39491__A0A395ZGU6__ERS852417_01456
ERR1913308.2464588__1.2464588	166486__D4L334__mcp3_1
ERR1913308.2464755__1.2464755	166486__D4KPQ7__ROSINTL182_09065
ERR1913308.2464833__1.2464833	821__A0A396F1N0__M099_1553
ERR1913308.2464792__1.2464792	1262739__R6MVZ8__BN659_00759
ERR1913308.2464847__1.2464847	1262777__R5WCP3__BN512_01073
ERR1913308.2464885__1.2464885	820__A0A173WUD7__DXB48_08055
ERR1913308.2464950__1.2464950	1262777__R5WCP3__BN512_01073
ERR1913308.2465055__1.2465055	39491__A0A173U0X0__DXB72_05865
ERR1913308.2465058__1.2465058	1262753__R5B7Q8__BN813_00846
ERR1913308.2465087__1.2465087	1150298__A0A174B7I7__ERS852535_01258
ERR1913308.2465152__1.2465152	1262753__R5B890__BN813_02145
ERR1913308.2465117__1.2465117	820__A0A174CG08__DXB62_13215
ERR1913308.2465317__1.2465317	821__A0A395UNT8__DXD64_15275
ERR1913308.2465291__1.2465291	39486__R6SAM5__DXD50_06550
ERR1913308.2465460__1.2465460	39491__A0A395UZL1__DXB76_05950
ERR1913308.2465507__1.2465507	820__A0A139K5A6__DXB48_12175
ERR1913308.2465579__1.2465579	1262753__R5B189__BN813_02086
ERR1913308.2465815__1.2465815	410072__A0A3E4GRE0__DXD67_07105
ERR1913308.2465779__1.2465779	820__A0A173YYG4__evgS_3
ERR1913308.2465780__1.2465780	410072__C0BBR9__yqeC
ERR1913308.2466035__1.2466035	1262753__R5B7Q8__BN813_00846
ERR1913308.2466040__1.2466040	820__A0A139JUD3__DXC91_19380
ERR1913308.2466172__1.2466172	1262753__R5B0D1__BN813_02073
ERR1913308.2466298__1.2466298	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913308.2466369__1.2466369	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.2466400__1.2466400	214856__I3YPN3__ERS852447_01395
ERR1913308.2466515__1.2466515	626929__F3PF37__B5F24_16820
ERR1913308.2466530__1.2466530	626929__F3PF37__B5F24_16820
ERR1913308.2466546__1.2466546	291644__I9HRU8__ERS852428_03635
ERR1913308.2466547__1.2466547	820__A0A174DZ97__SAMN05444418_101240
ERR1913308.2466608__1.2466608	28117__R7JN92__BHV66_00550
ERR1913308.2466626__1.2466626	291644__R5JNC3__HMPREF1071_03576
ERR1913308.2466646__1.2466646	820__A0A174QLF0__SAMN05444418_109151
ERR1913308.2466684__1.2466684	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913308.2466817__1.2466817	818__A0A139KCA0__SAMN05216253_102371
ERR1913308.2466956__1.2466956	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913308.2467028__1.2467028	1263107__GCA_000436995.1_00067
ERR1913308.2467002__1.2467002	626940__E8LFQ7__BN587_01244
ERR1913308.2467074__1.2467074	39485__A0A174YVL0__xynZ_2
ERR1913308.2467089__1.2467089	1262753__R5B694__BN813_01605
ERR1913308.2467169__1.2467169	40518__A0A2N0UUY0__DXD83_02620
ERR1913308.2467307__1.2467307	74426__rpoB
ERR1913308.2467315__1.2467315	39485__A0A174Z2K9__ERS852490_02052
ERR1913308.2467384__1.2467384	1262743__R5C054__BN727_01980
ERR1913308.2467445__1.2467445	239935__A0A2N8I1R3__CXU05_06075
ERR1913308.2467426__1.2467426	626940__E8LGB7__BN587_02010
ERR1913308.2467588__1.2467588	626929__F3PEI8__SAMN05444376_2571
ERR1913308.2467622__1.2467622	418240__A0A173XCL4__ERS852523_02725
ERR1913308.2467735__1.2467735	74426__asnS
ERR1913308.2467763__1.2467763	820__A0A139KA34__B5G17_05520
ERR1913308.2467764__1.2467764	820__A0A174A6K0__M093_0079
ERR1913308.2467976__1.2467976	246787__R6KK25__HMPREF1062_01860
ERR1913308.2468003__1.2468003	88431__A0A3D0EXT6__ERS852423_01007
ERR1913308.2468027__1.2468027	166486__D4L1D8__ROSINTL182_06455
ERR1913308.2468095__1.2468095	626929__F3PJ33__HMPREF9445_02027
ERR1913308.2468107__1.2468107	1262753__R5BCD8__BN813_02149
ERR1913308.2468252__1.2468252	246787__A0A3D6AQP8__AA416_04153
ERR1913308.2468350__1.2468350	39491__A0A396FNY7__LD38_16155
ERR1913308.2468360__1.2468360	39491__C4Z9D4__DXD95_00055
ERR1913308.2468372__1.2468372	40518__R5DYM0__DXD86_08165
ERR1913308.2468513__1.2468513	40518__R5DLU0__fmt
ERR1913308.2468598__1.2468598	818__D7IK38__ERS852430_03017
ERR1913308.2468626__1.2468626	626929__F3PLK4__B5F97_09735
ERR1913308.2468681__1.2468681	626940__E8LGH2__DCQ00_03540
ERR1913308.2468771__1.2468771	823__D0T9E4__DHW69_09115
ERR1913308.2468782__1.2468782	214856__I3YPP0__ERS852447_01388
ERR1913308.2468883__1.2468883	626929__R6MDM3__B5F24_06470
ERR1913308.2468963__1.2468963	214856__I3YPQ3__Alfi_2711
ERR1913308.2469240__1.2469240	116085__D4J4T6__DW747_02705
ERR1913308.2469292__1.2469292	1262753__R5B890__BN813_02145
ERR1913308.2469193__1.2469193	88431__A0A174EMW0__thiD_1
ERR1913308.2469445__1.2469445	1262753__R5B6W0__BN813_00695
ERR1913308.2469587__1.2469587	626940__E8LB62__BHW43_02905
ERR1913308.2469593__1.2469593	39491__C4Z9K0__DXD95_07445
ERR1913308.2469683__1.2469683	39491__A0A0M6WWT1__dus_2
ERR1913308.2469888__1.2469888	28052__R7NDF6__ERS852499_01807
ERR1913308.2469894__1.2469894	1150298__A0A174SLE6__mlc_1
ERR1913308.2469972__1.2469972	626929__R6MD51__SAMN05444376_2492
ERR1913308.2470083__1.2470083	821__A0A396FEL8__C5Z04_06030
ERR1913308.2470113__1.2470113	166486__D4KNM9__ERS852572_00072
ERR1913308.2470333__1.2470333	40518__R5DY98__mepA_5
ERR1913308.2470358__1.2470358	39491__A0A0M6WNS5__DXC13_02015
ERR1913308.2470670__1.2470670	820__R9I3Q7__HMPREF1072_01668
ERR1913308.2470714__1.2470714	166486__D4L1P3__ERS852572_00760
ERR1913308.2470799__1.2470799	821__A0A3E4XY72__NCTC10583_01067
ERR1913308.2471003__1.2471003	28117__B0MYI9__BHV66_05415
ERR1913308.2471040__1.2471040	820__A0A3E4RU03__M093_0563
ERR1913308.2471114__1.2471114	39491__A0A395UWZ1__DXC13_02175
ERR1913308.2471186__1.2471186	820__A0A3E4W4Y7__B5G17_02055
ERR1913308.2471289__1.2471289	166486__D4L2C3__ERS852572_01686
ERR1913308.2471290__1.2471290	626929__F3PGX9__HMPREF9445_01323
ERR1913308.2471414__1.2471414	40518__R5DME2__DXD86_07315
ERR1913308.2471459__1.2471459	33039__A0A173U4W1__ERS852502_00464
ERR1913308.2471634__1.2471634	821__A0A395US34__C5Z04_18975
ERR1913308.2471672__1.2471672	166486__D4KZ27__ROSINTL182_05762
ERR1913308.2471658__1.2471658	1262753__R5AZK1__BN813_01611
ERR1913308.2471709__1.2471709	166486__D4KVZ2__cbiT
ERR1913308.2471841__1.2471841	147206__GCF_000156215.1_01774
ERR1913308.2471993__1.2471993	39491__A0A396FP46__cobD_2
ERR1913308.2472008__1.2472008	39491__A0A396FGM9__fliU_1
ERR1913308.2472345__1.2472345	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913308.2472359__1.2472359	853__A0A173XRA8__CGS56_09290
ERR1913308.2472388__1.2472388	853__R6QDR1__C4N27_08170
ERR1913308.2472450__1.2472450	40518__R5DU52__RB5AMG_02245
ERR1913308.2472451__1.2472451	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913308.2472552__1.2472552	39491__A0A173QT73__alaS_2
ERR1913308.2472597__1.2472597	39485__A0A174Z8V5__fliU_2
ERR1913308.2472838__1.2472838	1262753__R5BCD8__BN813_02149
ERR1913308.2473078__1.2473078	820__A0A174QLF0__SAMN05444418_109151
ERR1913308.2473311__1.2473311	1262753__R5B4N0__BN813_02222
ERR1913308.2473338__1.2473338	820__A0A139K4W5__HMPREF2141_02394
ERR1913308.2473384__1.2473384	820__A0A174DZ97__SAMN05444418_101240
ERR1913308.2473428__1.2473428	1262753__R5B3S8__BN813_00925
ERR1913308.2473445__1.2473445	1262753__R5B1R0__BN813_00151
ERR1913308.2473462__1.2473462	166486__D4L2C3__ERS852572_01686
ERR1913308.2473525__1.2473525	39491__R6UMS6__DXD13_07035
ERR1913308.2473632__1.2473632	1262945__R6YT88__BN600_00074
ERR1913308.2473715__1.2473715	39486__G1WPD7__DORFOR_00931
ERR1913308.2473769__1.2473769	820__A0A174LJB2__HMPREF1072_04112
ERR1913308.2473824__1.2473824	820__A0A174Q0F0__DXB48_08080
ERR1913308.2473900__1.2473900	820__A0A3E4PYB0__yejM
ERR1913308.2473913__1.2473913	204516__U6R7W5__HMPREF1534_03766
ERR1913308.2473951__1.2473951	39491__A0A174G6M3__DXD13_14470
ERR1913308.2474043__1.2474043	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913308.2474261__1.2474261	821__D4V4X2__DXC16_18525
ERR1913308.2474270__1.2474270	626940__E8LCL7__BN587_01653
ERR1913308.2474383__1.2474383	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913308.2474348__1.2474348	39491__C4ZCV7__ERE_23110
ERR1913308.2474356__1.2474356	1262777__R5VJS3__BN512_00127
ERR1913308.2474415__1.2474415	1262753__R5BAL6__BN813_01624
ERR1913308.2474574__1.2474574	166486__D4L457__ROSINTL182_07087
ERR1913308.2474607__1.2474607	1262753__R5BCJ3__BN813_02219
ERR1913308.2474765__1.2474765	1262753__R5BCD8__BN813_02149
ERR1913308.2474831__1.2474831	39491__A0A396FNY7__LD38_16155
ERR1913308.2474972__1.2474972	39488__C0EWC5__EHLA_2843
ERR1913308.2475031__1.2475031	820__A0A139JRS5__HMPREF1073_04025
ERR1913308.2475059__1.2475059	823__A0A355XJ56__DDY96_07685
ERR1913308.2475122__1.2475122	40518__R5DLM5__RB5AMG_00422
ERR1913308.2475078__1.2475078	357276__I8WPR6__EL88_06675
ERR1913308.2475174__1.2475174	246787__R6LGA6__tmoS_11
ERR1913308.2475273__1.2475273	246787__A0A0P0GNB7__xyl4
ERR1913308.2475367__1.2475367	820__A0A396EXA7__DXB37_15530
ERR1913308.2475538__1.2475538	204516__U6RAM4__HMPREF1534_03439
ERR1913308.2475732__1.2475732	820__A0A139K8N1__ERS852554_00951
ERR1913308.2475745__1.2475745	820__A0A139KIL9__DXC68_05945
ERR1913308.2475849__1.2475849	39491__A0A395V5R3__EUBREC_1883
ERR1913308.2475862__1.2475862	853__A0A2A7B9I6__DW855_13690
ERR1913308.2475888__1.2475888	239935__A0A2N8HX65__CXU17_02540
ERR1913308.2476084__1.2476084	46228__B5CPT7__HMPREF1202_00616
ERR1913308.2476281__1.2476281	626929__F3PF45__B5F24_16795
ERR1913308.2476290__1.2476290	853__A0A174C5M1__CGS58_04460
ERR1913308.2476400__1.2476400	88431__A0A3D0F0E5__ERS852526_03216
ERR1913308.2476406__1.2476406	246787__I8V2S2__BACCELL_02524
ERR1913308.2476455__1.2476455	39491__R6TQ09__DXC13_03010
ERR1913308.2476828__1.2476828	1262753__R5B890__BN813_02145
ERR1913308.2476994__1.2476994	39485__A0A175A403__EUBELI_20577
ERR1913308.2477008__1.2477008	239935__A0A2N8IMD6__CXU03_05585
ERR1913308.2477047__1.2477047	1203556__S3AD37__HMPREF1478_00070
ERR1913308.2477123__1.2477123	818__R7KVH8__SAMN02910322_00597
ERR1913308.2477233__1.2477233	853__C7H1R8__DW905_06675
ERR1913308.2477433__1.2477433	820__A7V9F9__B5G17_14640
ERR1913308.2477621__1.2477621	328812__S0GEV6__HMPREF1535_04989
ERR1913308.2477686__1.2477686	214856__I3YPN9__ERS852447_01389
ERR1913308.2477694__1.2477694	626940__E8LD43__DCQ00_06340
ERR1913308.2477761__1.2477761	626929__F3PF45__B5F24_16795
ERR1913308.2477774__1.2477774	74426__nifJ
ERR1913308.2477807__1.2477807	246787__R6KIG0__BcellWH2_02358
ERR1913308.2477894__1.2477894	116085__D4J3V8__DW747_12340
ERR1913308.2477938__1.2477938	291644__I9HP97__HMPREF1532_00061
ERR1913308.2477982__1.2477982	626929__R6LJ78__B5F97_01745
ERR1913308.2477996__1.2477996	39491__D4JMW8__ERS852497_01971
ERR1913308.2478125__1.2478125	820__R9I3Q7__HMPREF1072_01668
ERR1913308.2478173__1.2478173	626940__R6WRD5__BN587_01498
ERR1913308.2478251__1.2478251	821__A0A174NVL6__NCTC10583_01782
ERR1913308.2478219__1.2478219	39485__C4Z0G6__spoIVB
ERR1913308.2478267__1.2478267	1262753__R5B9Q6__BN813_01353
ERR1913308.2478366__1.2478366	410072__C0BBT6__DXD67_02315
ERR1913308.2478520__1.2478520	39491__C4Z872__LD38_07250
ERR1913308.2478529__1.2478529	39491__A0A395UWA3__DXB69_11805
ERR1913308.2478491__1.2478491	39485__R6AJT3__EUBELI_01178
ERR1913308.2478624__1.2478624	46228__B5CMW7__DXD17_11810
ERR1913308.2478660__1.2478660	1299998__GCA_001494635.1_01530
ERR1913308.2478852__1.2478852	1897011__A0A1Q6RBV8__BHW41_06760
ERR1913308.2478873__1.2478873	2049043__A0A316MU06__DBY37_06635
ERR1913308.2478926__1.2478926	216816__D6DBD5__DXC32_04335
ERR1913308.2478974__1.2478974	821__A0A3E4WAR6__DXD64_10735
ERR1913308.2479065__1.2479065	706562__GCA_900112995.1_01638
ERR1913308.2479090__1.2479090	1262753__R5AZB4__BN813_00782
ERR1913308.2479201__1.2479201	28118__R6F6C0__Odosp_0731
ERR1913308.2479559__1.2479559	626929__F3PF36__B5F24_16825
ERR1913308.2479561__1.2479561	166486__D4KV38__ROSINTL182_06841
ERR1913308.2479585__1.2479585	626940__R6XX39__DCQ00_06610
ERR1913308.2479671__1.2479671	626929__F3PGX4__B5F97_10765
ERR1913308.2480037__1.2480037	821__A0A0P0M2J4__DXD46_10295
ERR1913308.2480134__1.2480134	820__A0A139KEW8__DXB64_06405
ERR1913308.2480150__1.2480150	166486__D4L458__ROSINTL182_07088
ERR1913308.2480287__1.2480287	853__A0A173SUU8__CGS54_06840
ERR1913308.2480434__1.2480434	40518__R5DYT8__mscS
ERR1913308.2480469__1.2480469	820__A0A396EUV1__B5G17_06465
ERR1913308.2480493__1.2480493	39485__A0A174YTF8__EUBELI_20448
ERR1913308.2480512__1.2480512	820__A7V9F9__B5G17_14640
ERR1913308.2480531__1.2480531	820__A0A174VD39__DXD90_12235
ERR1913308.2480534__1.2480534	116085__D4JA02__DW747_02945
ERR1913308.2480652__1.2480652	820__A0A3E4WA06__ERS852554_03404
ERR1913308.2480659__1.2480659	820__A0A374Q351__DXD40_05850
ERR1913308.2480639__1.2480639	214851__D1PSM7__SUBVAR_07410
ERR1913308.2480782__1.2480782	820__A0A396EUV1__B5G17_06465
ERR1913308.2481003__1.2481003	46228__V8CE73__DXD17_11635
ERR1913308.2481079__1.2481079	328814__GCA_004558275.1_00007
ERR1913308.2481276__1.2481276	166486__D4KRN9__ERS852572_01822
ERR1913308.2481383__1.2481383	821__A0A174NM17__lacZ_6
ERR1913308.2481386__1.2481386	820__A7V049__DXB48_04755
ERR1913308.2481423__1.2481423	28118__F9Z408__NCTC10826_01194
ERR1913308.2481470__1.2481470	820__A0A3E4RUC4__DHU98_02635
ERR1913308.2481548__1.2481548	357276__A0A076IRX4__ABI39_13585
ERR1913308.2481783__1.2481783	39491__A0A173RA59__EUR_24800
ERR1913308.2481786__1.2481786	823__E1YT73__NCTC11152_02675
ERR1913308.2481794__1.2481794	166486__C7GFB3__ERS852572_03826
ERR1913308.2481845__1.2481845	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913308.2481996__1.2481996	1262753__R5B3Z6__BN813_02007
ERR1913308.2482024__1.2482024	39491__A0A396FEV5__EUR_24750
ERR1913308.2482074__1.2482074	820__A0A139K024__B5G17_02060
ERR1913308.2482083__1.2482083	820__A7VAR9__ERS852421_00197
ERR1913308.2482062__1.2482062	214856__I3YPP0__ERS852447_01388
ERR1913308.2482064__1.2482064	820__A0A3E4PYB0__yejM
ERR1913308.2482204__1.2482204	166486__D4KWP5__ROSINTL182_06014
ERR1913308.2482274__1.2482274	39491__A0A395ZHW9__DXC13_02590
ERR1913308.2482285__1.2482285	1150298__A0A174S4G4__dacB_1
ERR1913308.2482388__1.2482388	166486__D4KZI1__ERS852572_00422
ERR1913308.2482466__1.2482466	821__A0A0P0LH09__ERS852457_03390
ERR1913308.2482480__1.2482480	820__A0A139K5A6__DXB48_12175
ERR1913308.2482572__1.2482572	823__A6LB63__M095_1847
ERR1913308.2482692__1.2482692	1262753__R5AYZ5__BN813_01435
ERR1913308.2482869__1.2482869	39485__C4Z0B2__EUBELI_01024
ERR1913308.2482984__1.2482984	47678__R5U878__ERS852494_03300
ERR1913308.2483090__1.2483090	39491__A0A173TFQ1__rsmF
ERR1913308.2483114__1.2483114	626929__R6M5B4__B5F97_02215
ERR1913308.2483159__1.2483159	1262753__R5BCD8__BN813_02149
ERR1913308.2483250__1.2483250	821__A0A396ER29__ERS852457_02298
ERR1913308.2483265__1.2483265	853__A0A173YYY4__DWZ04_09420
ERR1913308.2483473__1.2483473	853__A0A173XRA8__CGS56_09290
ERR1913308.2483479__1.2483479	246787__A0A3D6AWM8__BACCELL_01963
ERR1913308.2483549__1.2483549	821__A0A173WG51__BVU_2549
ERR1913308.2483668__1.2483668	39491__A0A396FSK3__ERS852417_00383
ERR1913308.2483672__1.2483672	1235835__R9LCU2__C814_02677
ERR1913308.2483972__1.2483972	39491__A0A395ZBQ4__cph2_2
ERR1913308.2483993__1.2483993	28052__A0A174MLS2__ERS852451_02445
ERR1913308.2484020__1.2484020	204516__U6RFU0__HMPREF1534_02545
ERR1913308.2484028__1.2484028	39491__A0A395ZHV7__ykvU
ERR1913308.2484066__1.2484066	46228__V8C6B2__DXD17_09805
ERR1913308.2484141__1.2484141	649756__D4MW50__HMPREF0369_01323
ERR1913308.2484161__1.2484161	1262753__R5B890__BN813_02145
ERR1913308.2484263__1.2484263	28117__R7JQW0__ALIPUT_01453
ERR1913308.2484275__1.2484275	357276__A0A076IS26__EL88_15950
ERR1913308.2484485__1.2484485	166486__D4KZI1__ERS852572_00422
ERR1913308.2484553__1.2484553	1263044__GCA_000433375.1_03429
ERR1913308.2484582__1.2484582	39485__A0A174YMM2__ERS852490_01019
ERR1913308.2484586__1.2484586	1262753__R5B3H1__BN813_01908
ERR1913308.2484669__1.2484669	853__A0A173TAZ8__DWZ46_14590
ERR1913308.2484940__1.2484940	821__R7P1Q7__M099_2990
ERR1913308.2485243__1.2485243	1262743__R5C054__BN727_01980
ERR1913308.2485323__1.2485323	1262753__R5B890__BN813_02145
ERR1913308.2485328__1.2485328	216816__C5E9N8__DD678_02795
ERR1913308.2485350__1.2485350	166486__D4L273__ERS852572_01638
ERR1913308.2485465__1.2485465	214856__I3YPP0__ERS852447_01388
ERR1913308.2485573__1.2485573	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913308.2485635__1.2485635	216816__D6DCR3__APC1464_1142
ERR1913308.2485626__1.2485626	853__E2ZJT1__C4N23_03535
ERR1913308.2485698__1.2485698	820__I9J701__ERS852510_01809
ERR1913308.2485780__1.2485780	626929__F3PME8__HMPREF9445_03046
ERR1913308.2485891__1.2485891	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913308.2485914__1.2485914	1262963__R6CBY4__BN718_00134
ERR1913308.2486121__1.2486121	166486__D4KXK8__xynB_1
ERR1913308.2486251__1.2486251	35833__E5Y6S3__HMPREF0179_01886
ERR1913308.2486394__1.2486394	40518__R5DP61__DXD86_06345
ERR1913308.2486463__1.2486463	46228__V8CDQ4__RUMLAC_02769
ERR1913308.2486552__1.2486552	46228__V8BSH8__HMPREF1202_02173
ERR1913308.2486648__1.2486648	214856__I3YPR6__Alfi_2724
ERR1913308.2486839__1.2486839	39491__A0A173QT73__alaS_2
ERR1913308.2486963__1.2486963	1263044__GCA_000433375.1_02420
ERR1913308.2487078__1.2487078	1262777__R5VJI8__BN512_01576
ERR1913308.2487283__1.2487283	820__R9I2U8__DXC68_09590
ERR1913308.2487312__1.2487312	552398__F4XHU2__HMPREF0866_03196
ERR1913308.2487400__1.2487400	204516__U6RPN2__HMPREF1534_00368
ERR1913308.2487442__1.2487442	626929__F3PL44__SAMN05444376_0934
ERR1913308.2487473__1.2487473	166486__R6B4E4__sinR_2
ERR1913308.2487570__1.2487570	446660__GCA_003428235.1_00881
ERR1913308.2487625__1.2487625	1262753__R5AYZ5__BN813_01435
ERR1913308.2487922__1.2487922	33039__R6P9A7__ERS852424_01559
ERR1913308.2488050__1.2488050	820__A0A139K5A6__DXB48_12175
ERR1913308.2488064__1.2488064	239935__A0A2N8IUQ8__CXU09_01665
ERR1913308.2488084__1.2488084	39491__A0A174EQV2__DXB69_10230
ERR1913308.2488092__1.2488092	39485__C4Z0I4__ERS852492_00258
ERR1913308.2488110__1.2488110	166486__A0A173RAP7__ROSINTL182_07969
ERR1913308.2488210__1.2488210	626940__R6X4D9__HMPREF9443_00471
ERR1913308.2488260__1.2488260	626940__R6X4V5__DCQ00_10410
ERR1913308.2488291__1.2488291	39491__C4Z9J5__DXB69_02495
ERR1913308.2488404__1.2488404	820__A0A139K5E7__DXC68_09550
ERR1913308.2488490__1.2488490	649756__D4MY23__ERS852571_00200
ERR1913308.2488530__1.2488530	820__A0A139KG60__M094_2679
ERR1913308.2488709__1.2488709	626929__R6LKK1__B5F24_07400
ERR1913308.2488761__1.2488761	1150298__A0A174N5I7__ERS852498_01953
ERR1913308.2488799__1.2488799	1263044__GCA_000433375.1_03426
ERR1913308.2488873__1.2488873	820__A0A3E4G3J9__ERS852459_02265
ERR1913308.2488955__1.2488955	1262930__R6AG49__BN693_00195
ERR1913308.2489056__1.2489056	39491__A0A395ZHW3__ERS852417_01359
ERR1913308.2489220__1.2489220	820__A0A3E4PYB0__yejM
ERR1913308.2489264__1.2489264	853__A0A174BA00__DW905_01145
ERR1913308.2489392__1.2489392	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913308.2489360__1.2489360	853__A0A173T6P2__DWZ46_14595
ERR1913308.2489508__1.2489508	166486__D4KVY5__ERS852572_03136
ERR1913308.2489545__1.2489545	301302__R5VBR7__phoR_11
ERR1913308.2489626__1.2489626	216816__D6DCQ7__HMPREF1312_1623
ERR1913308.2489853__1.2489853	40518__R5E6X5__sbcD
ERR1913308.2489901__1.2489901	28052__A0A174MI15__pleD
ERR1913308.2490110__1.2490110	166486__D4KVZ2__cbiT
ERR1913308.2490082__1.2490082	46228__B5CPF2__RUMLAC_01345
ERR1913308.2490152__1.2490152	47678__R5UHH8__HMPREF1061_02584
ERR1913308.2490336__1.2490336	820__A0A1T4IY71__HMPREF2141_02402
ERR1913308.2490525__1.2490525	1160721__R6TIT8__BHW50_03275
ERR1913308.2490610__1.2490610	820__A0A174F696__macB_13
ERR1913308.2490673__1.2490673	820__A0A396EUU8__luxQ_3
ERR1913308.2490691__1.2490691	28118__F9Z4Q2__Odosp_2759
ERR1913308.2490761__1.2490761	820__A0A3E4VZY4__ERS852554_01211
ERR1913308.2490807__1.2490807	626940__E8LDM4__mreC
ERR1913308.2490840__1.2490840	166486__D4L3D1__ERS852572_03371
ERR1913308.2490871__1.2490871	39486__R6TCA8__DXB36_11850
