ERR1913290.39__1.39	28118__F9Z5N6__SAMEA44545918_01718
ERR1913290.584637__1.584637	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913290.584598__1.584598	1262911__R6GHG8__BN557_01301
ERR1913290.584605__1.584605	820__R9HVB9__DXC68_17285
ERR1913290.584948__1.584948	821__R7P1Q7__M099_2990
ERR1913290.585068__1.585068	28116__A0A1G6G9R4__CUY_0131
ERR1913290.584981__1.584981	821__A0A3E4HP25__SAMN04487923_102450
ERR1913290.585088__1.585088	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913290.585123__1.585123	820__A0A374MMF0__HMPREF1073_03811
ERR1913290.585264__1.585264	1150298__R7JSM7__ERS852535_02465
ERR1913290.585424__1.585424	821__A0A396F1N0__M099_1553
ERR1913290.585436__1.585436	1261__D3MR67__SAMN05660467_01650
ERR1913290.585497__1.585497	1262743__R5C054__BN727_01980
ERR1913290.585531__1.585531	556259__E5C9G2__BSGG_2011
ERR1913290.585581__1.585581	823__A0A174VHT1__DHP27_04775
ERR1913290.585627__1.585627	817__A0A2M9UV73__HMPREF1018_04087
ERR1913290.585639__1.585639	817__Q64SR1__NCTC9343_04329
ERR1913290.585730__1.585730	817__Q64Q09__DXB79_11395
ERR1913290.585679__1.585679	290053__E6SVC1__Bache_2525
ERR1913290.585965__1.585965	216816__A0A374SVM3__BLSL_0492
ERR1913290.586040__1.586040	39488__A0A285PT25__EUBHAL_01908
ERR1913290.586271__1.586271	28116__E5CHV5__B5F02_08530
ERR1913290.586545__1.586545	28116__D6D0T8__DXA80_14760
ERR1913290.586711__1.586711	821__R6F3Y1__SAMN04487923_104318
ERR1913290.586816__1.586816	246787__A0A108T429__BACCELL_00192
ERR1913290.586817__1.586817	28116__A7M019__HMPREF1070_01109
ERR1913290.586868__1.586868	239935__A0A2N8IL82__CXU02_11740
ERR1913290.586987__1.586987	39486__R6TJN8__DXB36_14170
ERR1913290.587010__1.587010	821__A0A0P0M405__DXC02_15075
ERR1913290.587337__1.587337	39485__C4Z0G6__spoIVB
ERR1913290.587427__1.587427	371601__F7LA63__HMPREF1074_04288
ERR1913290.587459__1.587459	28116__A0A395VUS9__DXD69_03560
ERR1913290.587557__1.587557	39492__D4JTJ1__EUBSIR_01453
ERR1913290.587578__1.587578	28116__C3QSX8__SAMN05444282_101331
ERR1913290.587579__1.587579	1262911__R6GUQ4__BN557_01581
ERR1913290.587607__1.587607	28116__A0A3D2LPA1__CUY_3388
ERR1913290.587627__1.587627	1262882__R5N0Q5__BN519_00642
ERR1913290.587734__1.587734	214856__R6YD52__ERS852447_02171
ERR1913290.587850__1.587850	28116__A0A0J9IIV5__M089_5519
ERR1913290.587894__1.587894	357276__I8VN30__HMPREF1065_03051
ERR1913290.587922__1.587922	1262911__R6H1A6__BN557_01286
ERR1913290.587926__1.587926	1262911__R6GPC5__BN557_00852
ERR1913290.587978__1.587978	39488__C0EZ49__ERS852578_00234
ERR1913290.588178__1.588178	214856__A0A173Z1B0__ERS852447_00765
ERR1913290.588259__1.588259	28116__A0A139LF77__HMPREF2532_01174
ERR1913290.588345__1.588345	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913290.588443__1.588443	28116__R6DIL2__DXD69_10970
ERR1913290.588444__1.588444	28116__R6DIL2__DXD69_10970
ERR1913290.588607__1.588607	360807__A0A173YJ94__ERS852444_03492
ERR1913290.588628__1.588628	39492__D4JV86__spoIIE
ERR1913290.588701__1.588701	28116__I9SW74__BACOVA_04237
ERR1913290.588848__1.588848	28116__A0A1G6G5G9__SAMN05192581_101892
ERR1913290.588856__1.588856	821__A0A0P0L952__M097_4235
ERR1913290.588888__1.588888	1550024__A0A0D8IYB1__TQ39_12130
ERR1913290.588906__1.588906	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913290.588924__1.588924	820__A0A396EXA7__DXB37_15530
ERR1913290.588993__1.588993	487174__K0X665__DIT83_12000
ERR1913290.589059__1.589059	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913290.589130__1.589130	1897011__A0A1Q6RH85__BHW41_01750
ERR1913290.589247__1.589247	821__A0A0P0M5Z6__BVU_0429
ERR1913290.589277__1.589277	214856__I3YPP3__Alfi_2701
ERR1913290.589439__1.589439	1263044__GCA_000433375.1_02948
ERR1913290.589464__1.589464	820__A0A139JRS5__HMPREF1073_04025
ERR1913290.589476__1.589476	371601__F7LHU5__B5E52_04280
ERR1913290.589478__1.589478	418240__A0A173ZFY9__ERS852478_00591
ERR1913290.589499__1.589499	28116__A7LXU0__HMPREF1070_00358
ERR1913290.589557__1.589557	28116__D4WLZ3__C5Z02_24105
ERR1913290.589576__1.589576	1099853__G9S6U1__NSB1T_01770
ERR1913290.589725__1.589725	28116__I9ST00__M088_5588
ERR1913290.589726__1.589726	1262743__R5C054__BN727_01980
ERR1913290.589821__1.589821	28116__C3R0H4__DXD69_00155
ERR1913290.589879__1.589879	820__A0A139K2N9__DXB62_12420
ERR1913290.589885__1.589885	371601__F7LYR1__DXD03_13150
ERR1913290.589934__1.589934	28116__E5C3L0__B5F02_21065
ERR1913290.590100__1.590100	823__A0A173W8N5__ERS852513_00780
ERR1913290.590232__1.590232	820__A0A3E4G826__C801_01612
ERR1913290.590329__1.590329	28117__B0MTV3__BHV66_06405
ERR1913290.590348__1.590348	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913290.590514__1.590514	28116__A0A395VSP8__ERS852555_02642
ERR1913290.590622__1.590622	28116__A0A1Y4PWE4__M089_4352
ERR1913290.590634__1.590634	239935__A0A139TPD8__CXU12_11015
ERR1913290.590678__1.590678	1262882__R5MQ68__BN519_01178
ERR1913290.591030__1.591030	418240__A0A174FWP2__ERS852478_02093
ERR1913290.591042__1.591042	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913290.591096__1.591096	487174__K0WX10__DIT83_10030
ERR1913290.591377__1.591377	487174__K0WR72__HMPREF9448_02610
ERR1913290.591400__1.591400	28117__B0MVL5__BHV66_01660
ERR1913290.591451__1.591451	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913290.591568__1.591568	1099853__G9S2L5__NSB1T_08545
ERR1913290.591593__1.591593	39492__D4JTG7__EUBSIR_00572
ERR1913290.591642__1.591642	820__A0A139K1Y6__DXB48_02610
ERR1913290.591679__1.591679	820__A0A3E4G3J9__ERS852459_02265
ERR1913290.591851__1.591851	1150298__A0A174J629__ERS852498_00833
ERR1913290.591987__1.591987	28116__C3QMW5__M089_4133
ERR1913290.592028__1.592028	28117__B0MXL6__ALIPUT_01851
ERR1913290.592130__1.592130	28116__A0A1Y4Q112__evgS_13
ERR1913290.592140__1.592140	214856__R6XKW1__ERS852559_01141
ERR1913290.592271__1.592271	820__A0A174CG08__DXB62_13215
ERR1913290.592279__1.592279	821__A0A3E4KIM1__M097_3660
ERR1913290.592311__1.592311	556259__E5C445__BSGG_0931
ERR1913290.592335__1.592335	556259__E5C9G2__BSGG_2011
ERR1913290.592480__1.592480	820__A0A174FUG6__DXC91_11265
ERR1913290.592532__1.592532	28117__B0MSS1__ALIPUT_00273
ERR1913290.592594__1.592594	214856__R6YBX3__msbA_2
ERR1913290.592762__1.592762	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913290.592964__1.592964	39492__D4JRV7__EUBSIR_01513
ERR1913290.593104__1.593104	28117__B0MXU0__BHV66_07550
ERR1913290.593084__1.593084	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913290.593091__1.593091	39492__D4JUL3__nreC_2
ERR1913290.593197__1.593197	387090__S0F7Y3__BACCOPRO_02028
ERR1913290.593216__1.593216	820__A0A139KHX1__HMPREF2141_00289
ERR1913290.593298__1.593298	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913290.593318__1.593318	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913290.593483__1.593483	28116__E5C687__DXA80_21890
ERR1913290.593693__1.593693	28116__A0A395VZB9__Bovatus_03205
ERR1913290.593875__1.593875	371601__G1UK36__HMPREF1074_03496
ERR1913290.593930__1.593930	1897011__A0A1Q6RC92__BHW41_06320
ERR1913290.593969__1.593969	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913290.593902__1.593902	310298__B3JQJ5__BACCOP_04231
ERR1913290.594158__1.594158	556259__I0PYM3__BSGG_5385
ERR1913290.594231__1.594231	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913290.594289__1.594289	28117__B0MVL5__BHV66_01660
ERR1913290.594310__1.594310	39492__D4JU81__xseA
ERR1913290.594448__1.594448	39492__D4JSB6__ERS852540_00627
ERR1913290.594482__1.594482	214856__R6Z5D0__resA_4
ERR1913290.594579__1.594579	28116__A0A3A9HTT7__BACOVA_05446
ERR1913290.594599__1.594599	387090__S0F7Y3__BACCOPRO_02028
ERR1913290.594751__1.594751	28116__F7LEX0__CUY_5042
ERR1913290.594795__1.594795	821__A0A395US34__C5Z04_18975
ERR1913290.594951__1.594951	817__A0A0E2TD90__BWP07_06930
ERR1913290.594956__1.594956	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.595092__1.595092	1262743__R5C054__BN727_01980
ERR1913290.595327__1.595327	28116__A7LS02__DXF98_24100
ERR1913290.595363__1.595363	28116__A0A395VUS9__DXD69_03560
ERR1913290.595415__1.595415	360807__A0A0M6X184__ERS852392_03203
ERR1913290.595374__1.595374	28116__A7M019__HMPREF1070_01109
ERR1913290.595494__1.595494	820__A7V092__hldE
ERR1913290.595702__1.595702	818__R9HBA6__HMPREF2534_04317
ERR1913290.595711__1.595711	28116__A7M344__BACOV975_04644
ERR1913290.595766__1.595766	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913290.596162__1.596162	246787__E2N7G0__resA_6
ERR1913290.596176__1.596176	821__A0A0P0M2J4__DXD46_10295
ERR1913290.596317__1.596317	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.596231__1.596231	1262743__R5C054__BN727_01980
ERR1913290.596347__1.596347	821__A0A395UNT8__DXD64_15275
ERR1913290.596426__1.596426	28117__R7JIJ8__BHV66_01635
ERR1913290.596918__1.596918	820__A0A3E4G826__C801_01612
ERR1913290.597036__1.597036	46503__R6WWC9__PARMER_03215
ERR1913290.597044__1.597044	821__A0A395VIK7__BVU_1225
ERR1913290.597152__1.597152	410072__A0A174AQ98__COPCOM_03377
ERR1913290.597208__1.597208	821__R7P1Q7__M099_2990
ERR1913290.597333__1.597333	487174__K0XLC3__HMPREF9448_01065
ERR1913290.597302__1.597302	33025__A0A395J8P0__C8D73_1144
ERR1913290.597418__1.597418	360807__C0FVL6__ERS852444_00333
ERR1913290.597433__1.597433	28117__B0MXG8__ALIPUT_01814
ERR1913290.597589__1.597589	28116__A0A1Y4PEX5__DXF98_25295
ERR1913290.597611__1.597611	371601__F7LYR1__DXD03_13150
ERR1913290.597626__1.597626	371601__F7LA63__HMPREF1074_04288
ERR1913290.597627__1.597627	301301__G2T5V7__RHOM_15795
ERR1913290.597653__1.597653	818__A0A1H7TGM1__BJP75_010615
ERR1913290.597670__1.597670	820__A0A3E4HWJ4__DXD40_05945
ERR1913290.597765__1.597765	28116__A0A139LL51__B5F02_01570
ERR1913290.597814__1.597814	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913290.597892__1.597892	820__A7V092__hldE
ERR1913290.597908__1.597908	28116__A0A395VSP8__ERS852555_02642
ERR1913290.598071__1.598071	410072__R6LKC9__ERS852525_01807
ERR1913290.598072__1.598072	410072__R6LKC9__ERS852525_01807
ERR1913290.598186__1.598186	821__D4VD59__BHV80_04260
ERR1913290.598340__1.598340	371601__A0A1H4AKU1__BXY_45200
ERR1913290.598478__1.598478	1897011__A0A1Q6RG59__BHW41_02475
ERR1913290.598504__1.598504	821__A0A396F9T7__M097_3427
ERR1913290.598545__1.598545	116085__D4J6R4__DW747_08190
ERR1913290.598585__1.598585	357276__A0A0M1W9N4__GV66_05135
ERR1913290.598750__1.598750	394340__yebC
ERR1913290.598847__1.598847	28116__F7L4N5__BACOVA_00137
ERR1913290.598841__1.598841	28116__A7LXT7__HMPREF1070_00356
ERR1913290.598926__1.598926	674529__A0A174I6X2__DXB21_05420
ERR1913290.598967__1.598967	674529__A0A174EXC1__DXB21_01255
ERR1913290.598998__1.598998	39491__A0A395ZBQ4__cph2_2
ERR1913290.599021__1.599021	821__E5UY21__C800_02204
ERR1913290.599082__1.599082	371601__I9JE01__BN891_22780
ERR1913290.599263__1.599263	28116__R6DIL2__DXD69_10970
ERR1913290.599359__1.599359	28116__A0A3D2LPA1__CUY_3388
ERR1913290.599509__1.599509	820__A0A173WZS4__DXD90_10250
ERR1913290.599591__1.599591	820__A0A078STJ8__DXC68_04690
ERR1913290.599631__1.599631	1897011__A0A1Q6RD70__BHW41_05845
ERR1913290.599840__1.599840	28116__A7LS02__DXF98_24100
ERR1913290.599856__1.599856	28116__E5C687__DXA80_21890
ERR1913290.599983__1.599983	39491__A0A395UZZ5__htpG_1
ERR1913290.600260__1.600260	820__A0A174TRB5__DXD40_11305
ERR1913290.600275__1.600275	820__A0A3E4PYB0__yejM
ERR1913290.600303__1.600303	853__E2ZJT1__C4N23_03535
ERR1913290.600305__1.600305	1897011__A0A1Q6RFC7__BHW41_03540
ERR1913290.600337__1.600337	1263107__GCA_000436995.1_00240
ERR1913290.600432__1.600432	28116__E5CHV3__DHW41_06155
ERR1913290.600571__1.600571	28116__A0A1Y4Q367__ERS852555_04706
ERR1913290.600591__1.600591	818__A0A0P0F7K1__ERS852461_02719
ERR1913290.600743__1.600743	853__D4JY61__C4N21_10560
ERR1913290.600699__1.600699	246787__A0A0P0G372__BcellWH2_03657
ERR1913290.600901__1.600901	28116__C3R1N5__SAMN05444282_12443
ERR1913290.601108__1.601108	387090__S0F8B2__BACCOPRO_02129
ERR1913290.601057__1.601057	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913290.601208__1.601208	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913290.601359__1.601359	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913290.601427__1.601427	28117__B0MY40__BHV66_05170
ERR1913290.601498__1.601498	39492__D4JUR4__ERS852540_01427
ERR1913290.601613__1.601613	28116__A7LS02__DXF98_24100
ERR1913290.601671__1.601671	820__A0A139K1Y6__DXB48_02610
ERR1913290.601746__1.601746	28116__A0A1G8P076__AA414_01051
ERR1913290.601795__1.601795	1262743__R5C054__BN727_01980
ERR1913290.601706__1.601706	246787__A0A0P0GCR8__xynD_3
ERR1913290.601854__1.601854	817__A0A395WNA4__HMPREF1067_03282
ERR1913290.601869__1.601869	357276__A0A0M1W9N4__GV66_05135
ERR1913290.602058__1.602058	204516__U6R8I1__HMPREF1534_03341
ERR1913290.602195__1.602195	39492__D4JT90__coaE
ERR1913290.602256__1.602256	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913290.602273__1.602273	28116__A0A3E5HUC8__DHW41_21025
ERR1913290.602431__1.602431	28116__A0A395VSP8__ERS852555_02642
ERR1913290.602493__1.602493	28116__A0A3E5HUC8__DHW41_21025
ERR1913290.602554__1.602554	821__A0A395UNT8__DXD64_15275
ERR1913290.602640__1.602640	818__R6VB25__BSIG_5053
ERR1913290.602742__1.602742	823__A0A173W404__DHP27_04905
ERR1913290.602709__1.602709	371601__A0A1H4AKU1__BXY_45200
ERR1913290.602789__1.602789	216816__E8MVM4__APC1480_1562
ERR1913290.602843__1.602843	674529__A0A174K9D7__SAMN05444400_1164
ERR1913290.602929__1.602929	820__A0A3E4W980__M093_3873
ERR1913290.603033__1.603033	671267__R9IL60__C802_00379
ERR1913290.603103__1.603103	487174__K0WTV8__DIT83_04385
ERR1913290.603176__1.603176	821__A0A395UNT8__DXD64_15275
ERR1913290.603180__1.603180	28116__I8Y7V6__HMPREF1017_02728
ERR1913290.603140__1.603140	28116__A0A0J9IIV5__M089_5519
ERR1913290.603193__1.603193	821__A0A174NVL6__NCTC10583_01782
ERR1913290.603233__1.603233	1550024__G9RWG1__ASJ35_03770
ERR1913290.603289__1.603289	301301__A0A395VCJ3__cbiT
ERR1913290.603951__1.603951	28116__A7M4E1__NCTC11153_01558
ERR1913290.603926__1.603926	28116__D7J6B1__B5F02_07870
ERR1913290.604002__1.604002	1535__A7VTP8__CH238_00380
ERR1913290.604053__1.604053	1262911__R6H174__BN557_01246
ERR1913290.604088__1.604088	1263044__GCA_000433375.1_02948
ERR1913290.604116__1.604116	28116__A0A395VUS9__DXD69_03560
ERR1913290.604268__1.604268	387090__S0F8B2__BACCOPRO_02129
ERR1913290.604256__1.604256	821__A0A0P0L952__M097_4235
ERR1913290.604325__1.604325	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913290.604606__1.604606	28116__C3QMW5__M089_4133
ERR1913290.604852__1.604852	853__A0A173YYY4__DWZ04_09420
ERR1913290.604951__1.604951	357276__B6W1J2__BACDOR_03380
ERR1913290.605205__1.605205	821__E5UY21__C800_02204
ERR1913290.605227__1.605227	28116__R6DIL2__DXD69_10970
ERR1913290.605296__1.605296	214856__I3YMN6__Alfi_1938
ERR1913290.605583__1.605583	39491__A0A173TAZ5__DXB99_09520
ERR1913290.605739__1.605739	1262911__R6H2J2__BN557_01228
ERR1913290.605764__1.605764	1262882__R5MEN2__BN519_00200
ERR1913290.605839__1.605839	28116__A7LS06__HMPREF2532_04668
ERR1913290.605840__1.605840	28116__A0A1Y4PNX5__DXF98_26515
ERR1913290.605956__1.605956	821__A0A0P0L8F8__ERS852509_03705
ERR1913290.605922__1.605922	28116__A7LS06__HMPREF2532_04668
ERR1913290.605933__1.605933	28116__A0A1Y4Q112__evgS_13
ERR1913290.606042__1.606042	823__D7ILK2__ERS852380_00031
ERR1913290.606098__1.606098	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913290.606389__1.606389	28116__A7M4E1__NCTC11153_01558
ERR1913290.606484__1.606484	39492__D4JSU6__dacB_3
ERR1913290.606615__1.606615	674529__A0A174PUY5__SAMN05444400_103201
ERR1913290.606682__1.606682	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913290.606717__1.606717	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913290.606736__1.606736	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913290.606833__1.606833	28116__I9T1P7__BACOV975_02228
ERR1913290.606838__1.606838	28116__I9ST00__M088_5588
ERR1913290.606960__1.606960	1262882__R5MFA5__BN519_00331
ERR1913290.607035__1.607035	820__A0A3E4W9D9__B5G17_12400
ERR1913290.607251__1.607251	817__A0A139T481__M114_3532
ERR1913290.607277__1.607277	821__A6L0C7__ERS852556_03520
ERR1913290.607306__1.607306	1262743__R5C054__BN727_01980
ERR1913290.607387__1.607387	823__A0A355XJT5__ERS852429_03504
ERR1913290.607450__1.607450	818__A0A3E5GY47__SAMN02910322_02002
ERR1913290.607478__1.607478	39488__C0EY05__EUBHAL_02306
ERR1913290.607554__1.607554	39488__C0EYJ6__ERS852578_01971
ERR1913290.607678__1.607678	39491__A0A3E4YFT8__DXB69_10940
ERR1913290.607691__1.607691	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913290.607851__1.607851	28116__R6DIL2__DXD69_10970
ERR1913290.607856__1.607856	28116__I9TDA4__BACOV975_03134
ERR1913290.607950__1.607950	28116__A0A1G8P076__AA414_01051
ERR1913290.608049__1.608049	39492__D4JSS2__EUBSIR_00553
ERR1913290.608060__1.608060	1262911__R6HI44__BN557_01691
ERR1913290.608166__1.608166	28116__E5C3L8__DXF98_06270
ERR1913290.608504__1.608504	820__A0A174F696__macB_13
ERR1913290.608561__1.608561	28116__R6JIR4__DXA80_14190
ERR1913290.608602__1.608602	823__A0A174XJM9__CEQ22_007230
ERR1913290.608770__1.608770	39491__C4ZF05__vpr
ERR1913290.608828__1.608828	871325__A0A1M5CAW7__SAMN05444349_12350
ERR1913290.608935__1.608935	28116__A0A1Y4PZ83__DHW41_02625
ERR1913290.609007__1.609007	214856__R6Y2Y4__ERS852447_01086
ERR1913290.609087__1.609087	821__A0A174JYD3__ERS852457_02610
ERR1913290.609187__1.609187	39492__D4JWY1__rnfA_1
ERR1913290.609690__1.609690	357276__B6W1J2__BACDOR_03380
ERR1913290.610199__1.610199	33025__A0A395JE11__C8D73_101318
ERR1913290.610264__1.610264	28116__E5C3L0__B5F02_21065
ERR1913290.610413__1.610413	821__A6L0C7__ERS852556_03520
ERR1913290.610630__1.610630	39491__A0A395UZ82__EUR_31520
ERR1913290.610656__1.610656	28116__A0A1G6G9R4__CUY_0131
ERR1913290.610706__1.610706	2108523__A0A2P2F828__LAWASA_2158
ERR1913290.610674__1.610674	28116__A0A1Y4Q114__DXF98_00470
ERR1913290.610731__1.610731	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913290.610822__1.610822	28116__F7M1Q5__CUY_1584
ERR1913290.610925__1.610925	39492__D4JQL8__ywpJ
ERR1913290.611093__1.611093	821__A6L0C7__ERS852556_03520
ERR1913290.611240__1.611240	823__C7XA51__BDI_0499
ERR1913290.611347__1.611347	28116__A7LXT7__HMPREF1070_00356
ERR1913290.611372__1.611372	328814__GCA_004558275.1_00025
ERR1913290.611401__1.611401	28116__A0A1Y4Q112__evgS_13
ERR1913290.611490__1.611490	39492__D4JS87__EUBSIR_02328
ERR1913290.611566__1.611566	28116__A0A1Y4Q119__DXD69_10975
ERR1913290.611779__1.611779	28116__I9SW74__BACOVA_04237
ERR1913290.611991__1.611991	487174__K0XKD7__HMPREF9448_01550
ERR1913290.612191__1.612191	1262882__R5N1L4__BN519_00757
ERR1913290.612163__1.612163	820__A0A139KHX1__HMPREF2141_00289
ERR1913290.612215__1.612215	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913290.612307__1.612307	556259__I0PXW0__BSGG_5187
ERR1913290.612268__1.612268	360807__C0FSM3__ROSEINA2194_01739
ERR1913290.612363__1.612363	853__A0A173YYY4__DWZ04_09420
ERR1913290.612416__1.612416	28116__D4WPD7__HMPREF1069_02183
ERR1913290.612669__1.612669	817__A0A2M9UXF4__M141_1081
ERR1913290.612682__1.612682	1262743__R5C054__BN727_01980
ERR1913290.612720__1.612720	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913290.612811__1.612811	853__A0A2A7A4A9__C4N21_14870
ERR1913290.612823__1.612823	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913290.612871__1.612871	1263044__GCA_000433375.1_02948
ERR1913290.612988__1.612988	28116__A7M4E1__NCTC11153_01558
ERR1913290.613020__1.613020	28116__C3QVY2__SAMN05444282_12234
ERR1913290.613039__1.613039	106588__A6NUL8__BACCAP_01900
ERR1913290.613143__1.613143	328814__GCA_004558275.1_01846
ERR1913290.613165__1.613165	28116__F7L4X5__M089_2857
ERR1913290.613233__1.613233	28116__A0A1Y4PH15__DXA80_17985
ERR1913290.613380__1.613380	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913290.613390__1.613390	28116__A0A3E5HUC8__DHW41_21025
ERR1913290.613434__1.613434	28116__R6JLW4__DHW41_14880
ERR1913290.613622__1.613622	360807__A0A0M6X0S9__RIL183_10591
ERR1913290.613695__1.613695	821__A0A173WG51__BVU_2549
ERR1913290.613811__1.613811	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913290.613822__1.613822	338188__R6RT73__HMPREF1057_02828
ERR1913290.613919__1.613919	292800__A0A1C7FI34__B5F52_14540
ERR1913290.614028__1.614028	246787__A0A0P0GNB7__xyl4
ERR1913290.614043__1.614043	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913290.614297__1.614297	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913290.614301__1.614301	166486__D4KZA5__ERS852572_03317
ERR1913290.614394__1.614394	821__A0A396F9T7__M097_3427
ERR1913290.614459__1.614459	821__A0A0P0L8F8__ERS852509_03705
ERR1913290.614461__1.614461	820__A0A174CG08__DXB62_13215
ERR1913290.614669__1.614669	1262743__R5C054__BN727_01980
ERR1913290.614719__1.614719	821__A0A3E4WAR6__DXD64_10735
ERR1913290.614791__1.614791	821__A0A174NM17__lacZ_6
ERR1913290.615135__1.615135	1150298__A0A174AP40__ERS852535_01165
ERR1913290.615215__1.615215	818__A0A139JW76__BJP75_002555
ERR1913290.615339__1.615339	823__A6LB63__M095_1847
ERR1913290.615348__1.615348	821__A0A395UNT8__DXD64_15275
ERR1913290.615527__1.615527	817__Q64RY5__M122_2555
ERR1913290.615562__1.615562	246787__R6KIG0__BcellWH2_02358
ERR1913290.615638__1.615638	28116__I9ST00__M088_5588
ERR1913290.615726__1.615726	357276__A0A0M1W9N4__GV66_05135
ERR1913290.615798__1.615798	821__A0A395UNT8__DXD64_15275
ERR1913290.615932__1.615932	674529__R6V187__DXB21_21665
ERR1913290.615941__1.615941	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913290.616027__1.616027	28116__F7M1Q5__CUY_1584
ERR1913290.616043__1.616043	1150298__A0A174HYM9__ERS852406_01664
ERR1913290.616057__1.616057	817__A0A1C0WW19__macB_12
ERR1913290.616073__1.616073	28116__A7LXT7__HMPREF1070_00356
ERR1913290.616109__1.616109	28117__B0MUL5__ALIPUT_00722
ERR1913290.616163__1.616163	487174__K0X7X4__DIT83_09125
ERR1913290.616261__1.616261	820__A0A139KJ23__celCCA
ERR1913290.616272__1.616272	820__A0A174CG08__DXB62_13215
ERR1913290.616221__1.616221	820__A0A174F0C1__nreB
ERR1913290.616407__1.616407	821__A0A174T998__DXB82_10860
ERR1913290.616577__1.616577	821__E5UY21__C800_02204
ERR1913290.616803__1.616803	821__A0A0P0LJ37__DXB82_14270
ERR1913290.616845__1.616845	39491__A0A396FS17__envC
ERR1913290.616850__1.616850	821__R6F3Y1__SAMN04487923_104318
