ERR1913176.458__1.458	818__A0A0P0F391__BJP75_009470
ERR1913176.1577612__1.1577612	820__A7UYG6__M094_0070
ERR1913176.1577646__1.1577646	28052__R7NAP6__ERS852499_01969
ERR1913176.1577778__1.1577778	216816__C2GTV6__AS143_01355
ERR1913176.1577794__1.1577794	820__R9I2U8__DXC68_09590
ERR1913176.1578089__1.1578089	47678__R5UHH8__HMPREF1061_02584
ERR1913176.1578131__1.1578131	357276__I9RAC4__BSEG_00561
ERR1913176.1578208__1.1578208	46506__A0A108TBL0__BACSTE_01998
ERR1913176.1578324__1.1578324	246787__A0A0P0GK12__BcellWH2_04154
ERR1913176.1578402__1.1578402	46506__A0A108TCV1__AA415_00106
ERR1913176.1578407__1.1578407	820__R9I2U8__DXC68_09590
ERR1913176.1578528__1.1578528	1304__A0A0Y1UXU5__NX99_02180
ERR1913176.1578580__1.1578580	818__C6IJ08__BJP75_000645
ERR1913176.1578636__1.1578636	853__A0A3E2U7E6__ERS852582_01640
ERR1913176.1578776__1.1578776	246787__A0A0P0G684__cirA_10
ERR1913176.1578794__1.1578794	246787__I8V2S2__BACCELL_02524
ERR1913176.1578870__1.1578870	446660__GCA_003428235.1_00970
ERR1913176.1579100__1.1579100	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913176.1579179__1.1579179	394340__gyrA
ERR1913176.1579232__1.1579232	1263006__R6LVS1__BN515_01927
ERR1913176.1579299__1.1579299	46506__B0NPF6__BACSTE_01357
ERR1913176.1579304__1.1579304	820__A0A3E4VZT7__DXB48_16145
ERR1913176.1579410__1.1579410	28117__B0MVL5__BHV66_01660
ERR1913176.1579488__1.1579488	74426__rpoB
ERR1913176.1579759__1.1579759	1263006__R6LN84__BN515_01543
ERR1913176.1579897__1.1579897	1263006__R6LYR2__BN515_01475
ERR1913176.1580075__1.1580075	1262992__R5DDW9__BN795_00572
ERR1913176.1580190__1.1580190	572010__dnaK2
ERR1913176.1580234__1.1580234	820__A0A139K5E7__DXC68_09550
ERR1913176.1580415__1.1580415	820__A0A139JRS5__HMPREF1073_04025
ERR1913176.1580432__1.1580432	820__A0A3E5BMG9__DXD40_05130
ERR1913176.1580569__1.1580569	46506__R6LDN0__HMPREF1181_03103
ERR1913176.1580550__1.1580550	357276__C3R5A0__B5F00_02960
ERR1913176.1580598__1.1580598	46503__R6WQ76__HMPREF1078_02467
ERR1913176.1580609__1.1580609	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1580656__1.1580656	246787__A0A3D6AXG0__BACCELL_01743
ERR1913176.1581032__1.1581032	1550024__A0A0D8J0K7__TQ39_06245
ERR1913176.1581043__1.1581043	820__A0A139KIL9__DXC68_05945
ERR1913176.1581086__1.1581086	1263006__R6MQA3__BN515_02104
ERR1913176.1581058__1.1581058	1263109__GCA_000438135.1_01188
ERR1913176.1581213__1.1581213	820__A0A139JUD3__DXC91_19380
ERR1913176.1581332__1.1581332	820__A0A139JUD3__DXC91_19380
ERR1913176.1581568__1.1581568	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913176.1581709__1.1581709	820__A0A173YYG4__evgS_3
ERR1913176.1581790__1.1581790	1304__F8LL13__SSALIVM18_08411
ERR1913176.1581953__1.1581953	853__E2ZGD9__C7J97_11715
ERR1913176.1581989__1.1581989	28117__R7JN92__BHV66_00550
ERR1913176.1582204__1.1582204	410072__A0A3E4GN60__truA
ERR1913176.1582214__1.1582214	1628085__A0A374VR48__C7386_10754
ERR1913176.1582551__1.1582551	28117__B0MXG8__ALIPUT_01814
ERR1913176.1582566__1.1582566	1262886__R6Q9D7__BN563_00573
ERR1913176.1582601__1.1582601	33025__A0A395J910__C8D73_11128
ERR1913176.1582692__1.1582692	46506__B0NT08__BACSTE_02624
ERR1913176.1582675__1.1582675	823__C7X996__DD466_12595
ERR1913176.1582678__1.1582678	1262927__R7EXD0__BN677_01416
ERR1913176.1582733__1.1582733	1262743__R5C054__BN727_01980
ERR1913176.1583148__1.1583148	310297__R5VRF5__DXD04_01865
ERR1913176.1583241__1.1583241	1263000__R5EUM2__BN466_01747
ERR1913176.1583379__1.1583379	10678__GeneID:2777403
ERR1913176.1583419__1.1583419	357276__A0A076IR37__DXD47_07890
ERR1913176.1583567__1.1583567	301301__A0A173Z4D5__RHOM_00975
ERR1913176.1583642__1.1583642	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913176.1583714__1.1583714	310298__B3JFI7__BACCOP_00636
ERR1913176.1583836__1.1583836	371601__A0A174KGU6__CW3_4554
ERR1913176.1583865__1.1583865	239935__A0A2N8I9P4__CXT85_05050
ERR1913176.1583866__1.1583866	1263107__GCA_000436995.1_00021
ERR1913176.1583881__1.1583881	1304__F8HDB1__CYK22_03350
ERR1913176.1583920__1.1583920	310297__B5CUF3__DXB87_07245
ERR1913176.1583922__1.1583922	823__D7IT19__DHP27_03495
ERR1913176.1584133__1.1584133	818__A0A3E5HGN6__Btheta7330_00798
ERR1913176.1584136__1.1584136	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913176.1584140__1.1584140	357276__B6VW91__BACDOR_01584
ERR1913176.1584255__1.1584255	1262536__GeneID:16385454
ERR1913176.1584258__1.1584258	1796613__C6Z8X0__ADH74_11325
ERR1913176.1584696__1.1584696	39491__A0A395ZEI6__ERE_07950
ERR1913176.1584861__1.1584861	310297__B5CTT3__DXC17_00385
ERR1913176.1585146__1.1585146	214856__E4MF20__Alfi_0697
ERR1913176.1585174__1.1585174	1263006__R6LU28__BN515_01365
ERR1913176.1585378__1.1585378	1262761__R6QSF1__BN606_01341
ERR1913176.1585447__1.1585447	394340__uvrA_2
ERR1913176.1585576__1.1585576	1262992__R5DA07__BN795_01576
ERR1913176.1585680__1.1585680	1263107__GCA_000436995.1_00080
ERR1913176.1585707__1.1585707	28117__B0MYW7__ALIPUT_02336
ERR1913176.1585803__1.1585803	1262911__R6GPB5__BN557_00842
ERR1913176.1586223__1.1586223	818__A0A3E5HNR9__BSIG_1712
ERR1913176.1586265__1.1586265	328814__GCA_004558275.1_01005
ERR1913176.1586292__1.1586292	820__A0A139K4W5__HMPREF2141_02394
ERR1913176.1586374__1.1586374	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913176.1586508__1.1586508	328814__GCA_004558275.1_00035
ERR1913176.1586760__1.1586760	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913176.1586771__1.1586771	357276__D1K526__GV66_17250
ERR1913176.1586898__1.1586898	246787__A0A0P0GK12__BcellWH2_04154
ERR1913176.1587111__1.1587111	46506__R5JSP7__AA415_01143
ERR1913176.1587116__1.1587116	239935__R7DVL7__CXT93_01180
ERR1913176.1587117__1.1587117	1263006__R6LWP7__BN515_00823
ERR1913176.1587152__1.1587152	328814__GCA_004558275.1_00078
ERR1913176.1587383__1.1587383	1262927__R7F1F9__BN677_00241
ERR1913176.1587395__1.1587395	28117__B0MXG8__ALIPUT_01814
ERR1913176.1587413__1.1587413	1304__J7THB8__A6J87_02295
ERR1913176.1587440__1.1587440	239935__A0A2N8I5A2__DEF40_08455
ERR1913176.1587486__1.1587486	357276__I9QBT7__BSEG_03340
ERR1913176.1587493__1.1587493	310297__R5VXY5__DXB87_12985
ERR1913176.1587725__1.1587725	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913176.1587759__1.1587759	310297__B5D2V1__DXC17_04215
ERR1913176.1587796__1.1587796	1263000__R5EEQ7__BN466_00549
ERR1913176.1587868__1.1587868	28117__R7JQW0__ALIPUT_01453
ERR1913176.1587936__1.1587936	246787__R6LCL3__AA416_03522
ERR1913176.1588048__1.1588048	820__A0A3E4PYB0__yejM
ERR1913176.1588131__1.1588131	820__A0A3E4WCC2__lptB_1
ERR1913176.1588153__1.1588153	46506__A0A108TAK3__fepA_3
ERR1913176.1588175__1.1588175	39492__D4JVC7__yfgF
ERR1913176.1588260__1.1588260	46506__A0A108TAK3__fepA_3
ERR1913176.1588285__1.1588285	820__A0A174I980__gldH
ERR1913176.1588335__1.1588335	1262761__R6R2P8__BN606_01616
ERR1913176.1588350__1.1588350	39491__A0A396FPV7__ERS852580_01177
ERR1913176.1588354__1.1588354	310297__R5VXY5__DXB87_12985
ERR1913176.1588440__1.1588440	46228__V8BMA2__DXD17_11785
ERR1913176.1588441__1.1588441	820__A7V092__hldE
ERR1913176.1588516__1.1588516	28117__B0MTW8__ALIPUT_00502
ERR1913176.1588628__1.1588628	310297__R5VXL9__DXB87_05355
ERR1913176.1588634__1.1588634	1262911__R6GHG8__BN557_01301
ERR1913176.1588913__1.1588913	301301__A0A395VD41__RHOM_11540
ERR1913176.1588968__1.1588968	301301__A0A395VAV8__ERS852391_02437
ERR1913176.1589084__1.1589084	823__A0A073I9P2__CF162_18000
ERR1913176.1589088__1.1589088	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913176.1589302__1.1589302	246787__R6KCH8__csbC
ERR1913176.1589656__1.1589656	28117__R7JH62__BHV66_05735
ERR1913176.1589701__1.1589701	310297__R5VA64__DXD04_05100
ERR1913176.1589733__1.1589733	1263006__R6LZ17__BN515_01569
ERR1913176.1590127__1.1590127	28117__B0MY40__BHV66_05170
ERR1913176.1590314__1.1590314	1160721__W0U4W5__BHW50_05260
ERR1913176.1590345__1.1590345	46228__B5CPV4__DXD17_07415
ERR1913176.1590374__1.1590374	47678__A5ZG68__ERS852494_02968
ERR1913176.1590441__1.1590441	487174__K0WYG0__DDY40_00295
ERR1913176.1590510__1.1590510	239935__A0A2N8HT44__CXT84_11035
ERR1913176.1590640__1.1590640	1262886__R6QHT6__BN563_00625
ERR1913176.1590715__1.1590715	246787__A0A3D6AWJ7__AA416_00506
ERR1913176.1590736__1.1590736	1160721__W0U4Y3__sipW2
ERR1913176.1590862__1.1590862	820__R7E9Z4__DXC68_06065
ERR1913176.1591170__1.1591170	328814__GCA_004558275.1_00995
ERR1913176.1591184__1.1591184	853__A0A2A7A4A9__C4N21_14870
ERR1913176.1591227__1.1591227	1262927__R7F281__BN677_00353
ERR1913176.1591369__1.1591369	239935__R6JD78__CXU05_09250
ERR1913176.1591474__1.1591474	357276__A0A076J726__IY41_15030
ERR1913176.1591514__1.1591514	310297__R5VEI4__BHV76_02420
ERR1913176.1591704__1.1591704	246787__R6LGB3__BcellWH2_02361
ERR1913176.1591768__1.1591768	328814__GCA_004558275.1_00999
ERR1913176.1591869__1.1591869	166486__D4KUC4__arcB_1
ERR1913176.1591942__1.1591942	1263000__R5EWT9__BN466_02076
ERR1913176.1591989__1.1591989	820__A0A3E4VXP2__yesR
ERR1913176.1592048__1.1592048	46506__A0A108TAK3__fepA_3
ERR1913176.1592053__1.1592053	823__D7IUM6__M091_1082
ERR1913176.1592054__1.1592054	301301__R6NZ24__dapF_2
ERR1913176.1592093__1.1592093	39491__A0A395ZDC6__addB
ERR1913176.1592316__1.1592316	357276__A0A0K2HHN3__GV66_08845
ERR1913176.1592347__1.1592347	820__A0A174NUS8__DXC80_12885
ERR1913176.1592417__1.1592417	301301__A0A395V9V0__RHOM_01245
ERR1913176.1592452__1.1592452	46228__B5CLE1__HMPREF1202_01861
ERR1913176.1592570__1.1592570	649756__A0A174FRG0__blaR1_3
ERR1913176.1592654__1.1592654	853__A0A3E2V168__FAEPRAM212_00929
ERR1913176.1592694__1.1592694	246787__R6KBH9__HMPREF1062_04676
ERR1913176.1592751__1.1592751	1263000__R5EHB0__BN466_01647
ERR1913176.1592815__1.1592815	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913176.1592872__1.1592872	1262886__R6Q887__BN563_00996
ERR1913176.1592903__1.1592903	853__A0A3E2V168__FAEPRAM212_00929
ERR1913176.1593001__1.1593001	310297__B5CZ49__BACPLE_02006
ERR1913176.1593273__1.1593273	46506__S3YT03__AA415_01895
ERR1913176.1593283__1.1593283	853__R6QDR1__C4N27_08170
ERR1913176.1593464__1.1593464	1897011__A0A1Q6REX8__BHW41_04475
ERR1913176.1593501__1.1593501	36343__GeneID:1261150
ERR1913176.1593479__1.1593479	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913176.1593484__1.1593484	446660__GCA_003428235.1_00225
ERR1913176.1593643__1.1593643	301301__G2SZ66__RHOM_00485
ERR1913176.1593621__1.1593621	357276__A0A076IS26__EL88_15950
ERR1913176.1593747__1.1593747	310297__B5CUD7__BHV76_11070
ERR1913176.1593838__1.1593838	853__A0A2A7B9I6__DW855_13690
ERR1913176.1593951__1.1593951	487174__K0X694__DIT83_09060
ERR1913176.1593975__1.1593975	310297__B5D2R6__DXB87_15610
ERR1913176.1594057__1.1594057	239935__A0A2N8HB50__CXU17_02615
ERR1913176.1594091__1.1594091	552398__F4XCR9__HMPREF0866_01636
ERR1913176.1594186__1.1594186	446660__GCA_003428235.1_00225
ERR1913176.1594280__1.1594280	1304__A0A1V0GKP1__fatB_1
ERR1913176.1594287__1.1594287	301301__A0A395V6H4__ydfH_3
ERR1913176.1594381__1.1594381	28117__R7JMT0__BHV66_05875
ERR1913176.1594461__1.1594461	853__C7H7F8__yccM_1
ERR1913176.1594763__1.1594763	28117__B0MZ50__ALIPUT_02424
ERR1913176.1594801__1.1594801	1150298__A0A174HEB6__ypdC_2
ERR1913176.1594818__1.1594818	357276__I9QBT7__BSEG_03340
ERR1913176.1594877__1.1594877	823__A0A174VHT1__DHP27_04775
ERR1913176.1595076__1.1595076	28117__B0MXW9__ALIPUT_01981
ERR1913176.1595072__1.1595072	1897011__A0A1Q6RG93__BHW41_02645
ERR1913176.1595177__1.1595177	301301__A0A395V957__RHOM_14115
ERR1913176.1595185__1.1595185	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913176.1595231__1.1595231	328814__GCA_004558275.1_00987
ERR1913176.1595362__1.1595362	1262886__R6QN23__BN563_00445
ERR1913176.1595605__1.1595605	246787__A0A108T429__BACCELL_00192
ERR1913176.1595686__1.1595686	310297__B5CUD7__BHV76_11070
ERR1913176.1595870__1.1595870	820__A0A396EUU8__luxQ_3
ERR1913176.1595892__1.1595892	1262777__R5VJS3__BN512_00127
ERR1913176.1595958__1.1595958	46506__R6AEP1__HMPREF1181_01415
ERR1913176.1596118__1.1596118	1263109__GCA_000438135.1_00320
ERR1913176.1596090__1.1596090	46506__B0NUC3__SAMN05444283_1019
ERR1913176.1596130__1.1596130	820__A0A139K1Y6__DXB48_02610
ERR1913176.1596215__1.1596215	28117__B0MWP2__ALIPUT_01468
ERR1913176.1596358__1.1596358	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913176.1596381__1.1596381	823__A6LFW2__M095_1860
ERR1913176.1596453__1.1596453	301301__A0A173Z460__sunS_1
ERR1913176.1596569__1.1596569	310297__B5D009__DXB87_08940
ERR1913176.1596618__1.1596618	46506__S3YBS6__AA415_01011
ERR1913176.1596598__1.1596598	2173__A0A1D2WU59__Msm_1444
ERR1913176.1596770__1.1596770	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913176.1596839__1.1596839	239935__A0A3F3KBB8__CXU16_06755
ERR1913176.1597003__1.1597003	2292352__A0A374URH1__DXC23_03540
ERR1913176.1597099__1.1597099	239935__A0A2N8IUK0__CXU01_07370
ERR1913176.1597055__1.1597055	357276__A0A076J8D4__HMPREF1064_00553
ERR1913176.1597423__1.1597423	820__A7VAS1__HMPREF2141_03259
ERR1913176.1597635__1.1597635	47678__A5ZI88__BACCAC_02617
ERR1913176.1597717__1.1597717	1263107__GCA_000436995.1_00201
ERR1913176.1597899__1.1597899	357276__A0A0K2HI25__DXD47_04465
ERR1913176.1597913__1.1597913	1160721__W0U3Z9__RBI_I00543
ERR1913176.1598045__1.1598045	1150298__A0A174MDL5__ERS852406_00648
ERR1913176.1598145__1.1598145	2108523__A0A2P2F586__LAWASA_1166
ERR1913176.1598163__1.1598163	552398__F4X9R8__HMPREF0866_00028
ERR1913176.1598177__1.1598177	1262927__R7F6Z2__BN677_00644
ERR1913176.1598196__1.1598196	28117__B0MY40__BHV66_05170
ERR1913176.1598255__1.1598255	1262777__R5VMT6__BN512_00611
ERR1913176.1598608__1.1598608	46228__B5CQD2__HMPREF1202_00579
ERR1913176.1598702__1.1598702	46506__S3YBS6__AA415_01011
ERR1913176.1598725__1.1598725	328814__GCA_004558275.1_01005
ERR1913176.1598735__1.1598735	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913176.1598866__1.1598866	487174__K0XRA9__HMPREF9448_00572
ERR1913176.1598925__1.1598925	820__A0A3E4W984__pssA
ERR1913176.1598956__1.1598956	310297__B5CUX2__DXB87_15440
ERR1913176.1599001__1.1599001	1150298__A0A174MSM0__toxA_2
ERR1913176.1599046__1.1599046	28117__B0MWZ9__ALIPUT_01735
ERR1913176.1599104__1.1599104	1263000__R5EMZ8__BN466_00707
ERR1913176.1599129__1.1599129	821__A0A174NSU0__BVU_3144
ERR1913176.1599203__1.1599203	1262927__R7EZ87__BN677_01227
ERR1913176.1599215__1.1599215	218538__C9LQG5__GCWU000321_01796
ERR1913176.1599296__1.1599296	310297__B5D1L5__BACPLE_02859
ERR1913176.1599305__1.1599305	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1599334__1.1599334	338188__C9L0Q9__HMPREF1057_02408
ERR1913176.1599342__1.1599342	301301__A0A395V9V2__nplT_1
ERR1913176.1599368__1.1599368	2292352__A0A374UKE7__DXC23_09500
ERR1913176.1599454__1.1599454	28118__R6F7E0__SAMEA44545918_02355
ERR1913176.1599685__1.1599685	820__A0A173XIP7__B5G17_16050
ERR1913176.1599712__1.1599712	29466__A0A100YNN3__HMPREF9323_1889
ERR1913176.1599766__1.1599766	28117__B0MTW8__ALIPUT_00502
ERR1913176.1600070__1.1600070	39491__A0A0M6WLC7__ERS852497_00640
ERR1913176.1600178__1.1600178	166486__C7GCP5__ROSINTL182_07683
ERR1913176.1600537__1.1600537	246787__A0A0P0GM17__BACCELL_03224
ERR1913176.1600634__1.1600634	28118__F9Z750__Odosp_3044
ERR1913176.1600881__1.1600881	28117__B0MWP2__ALIPUT_01468
ERR1913176.1600904__1.1600904	820__A0A139K5A6__DXB48_12175
ERR1913176.1601003__1.1601003	310297__B5CZ21__DXB87_00235
ERR1913176.1601056__1.1601056	46506__S3YBS6__AA415_01011
ERR1913176.1601060__1.1601060	1262886__R6QH06__BN563_00448
ERR1913176.1601361__1.1601361	1263109__GCA_000438135.1_00333
ERR1913176.1601603__1.1601603	40520__A0A3E5EGR0__DXC87_08980
ERR1913176.1601563__1.1601563	853__C7H1R8__DW905_06675
ERR1913176.1601572__1.1601572	301301__A0A395V683__RHOM_00495
ERR1913176.1601835__1.1601835	823__D7ILK2__ERS852380_00031
ERR1913176.1601911__1.1601911	46506__S3YBS6__AA415_01011
ERR1913176.1601844__1.1601844	239935__A0A2N8IMC3__CXT96_03840
ERR1913176.1601986__1.1601986	360807__C0FPV8__RIL183_29891
ERR1913176.1602169__1.1602169	46228__V8CE24__thiD
ERR1913176.1602234__1.1602234	410072__A0A173Y4Y6__ERS852389_02300
ERR1913176.1602290__1.1602290	1160721__R6U5L6__RBI_I01802
ERR1913176.1602435__1.1602435	552398__F4XHU2__HMPREF0866_03196
ERR1913176.1602481__1.1602481	487174__K0X694__DIT83_09060
ERR1913176.1602489__1.1602489	820__A0A3E4VZY4__ERS852554_01211
ERR1913176.1602566__1.1602566	246787__A0A3D6AS39__ina
ERR1913176.1602568__1.1602568	328814__GCA_004558275.1_01001
ERR1913176.1602580__1.1602580	46506__A0A108TBL0__BACSTE_01998
ERR1913176.1602631__1.1602631	28117__B0MTV3__BHV66_06405
ERR1913176.1602754__1.1602754	46506__S3YS03__DXC34_03445
ERR1913176.1602688__1.1602688	357276__D1JZM4__HMPREF1065_01278
ERR1913176.1602818__1.1602818	1263006__R6LPZ5__BN515_02090
ERR1913176.1602985__1.1602985	114416__GeneID:951206
ERR1913176.1603030__1.1603030	246787__A0A0P0GM17__BACCELL_03224
ERR1913176.1603035__1.1603035	1262761__R6QND7__BN606_00927
ERR1913176.1603084__1.1603084	1262927__R7F4H4__BN677_00575
ERR1913176.1603190__1.1603190	46503__R6WX12__DXB85_11560
ERR1913176.1603141__1.1603141	820__A0A3E4VXP2__yesR
ERR1913176.1603148__1.1603148	39491__A0A173U130__ERE_16110
ERR1913176.1603254__1.1603254	28118__R6FH70__NCTC10826_02742
ERR1913176.1603325__1.1603325	28117__B0MXR4__BHV66_08025
ERR1913176.1603341__1.1603341	820__A0A139JY23__B5G17_06330
ERR1913176.1603372__1.1603372	216816__E8MVM4__APC1480_1562
ERR1913176.1603678__1.1603678	357276__D1K3K9__EL88_23995
ERR1913176.1603812__1.1603812	28117__B0MTH2__ALIPUT_00061
ERR1913176.1603773__1.1603773	310297__B5CUZ5__BACPLE_00521
ERR1913176.1604247__1.1604247	820__A0A1T4IYF4__mprA_1
ERR1913176.1604403__1.1604403	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913176.1604405__1.1604405	246787__A0A3D6AXG0__BACCELL_01743
ERR1913176.1604716__1.1604716	28117__B0MU76__ALIPUT_00202
ERR1913176.1604767__1.1604767	1965604__A0A1Y4EXQ1__B5F54_01105
ERR1913176.1604840__1.1604840	1308__G6ERK6__X841_11600
ERR1913176.1604872__1.1604872	106588__A6NUL8__BACCAP_01900
ERR1913176.1605077__1.1605077	328814__GCA_004558275.1_00035
ERR1913176.1605119__1.1605119	338188__R6RT73__HMPREF1057_02828
ERR1913176.1605196__1.1605196	357276__A0A076IYG1__B5F95_22465
ERR1913176.1605210__1.1605210	820__A7V092__hldE
ERR1913176.1605222__1.1605222	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913176.1605481__1.1605481	1263000__R5EAR3__BN466_00465
ERR1913176.1605511__1.1605511	28116__C3QZB5__M088_3811
ERR1913176.1605589__1.1605589	301301__A0A395V8X2__RHOM_00490
ERR1913176.1605692__1.1605692	310297__R5VA64__DXD04_05100
ERR1913176.1605759__1.1605759	1262986__R5ZUP0__BN492_01284
ERR1913176.1605926__1.1605926	357276__I9FGI3__EL88_12385
ERR1913176.1606103__1.1606103	46506__B0NU72__DXC41_00075
ERR1913176.1606167__1.1606167	818__A0A3E5HGN6__Btheta7330_00798
ERR1913176.1606374__1.1606374	46506__A0A108TDB0__DXC34_12240
ERR1913176.1606463__1.1606463	46503__R6X5W5__HMPREF1078_03156
ERR1913176.1606605__1.1606605	246787__A0A0P0GCR8__xynD_3
ERR1913176.1606615__1.1606615	46506__B0NLK0__AA415_02543
ERR1913176.1606686__1.1606686	544645__A0A3E4T937__DXC42_08175
ERR1913176.1606825__1.1606825	28116__C3QXZ9__DXA80_15295
ERR1913176.1606903__1.1606903	46503__K5ZAK9__NCTC13052_03308
ERR1913176.1607030__1.1607030	1160721__R6U7V4__BHW50_02190
ERR1913176.1607003__1.1607003	47678__R5U9Z0__HMPREF1061_03210
ERR1913176.1607014__1.1607014	1262886__R6RDI4__BN563_00643
ERR1913176.1607297__1.1607297	823__D0TDY6__DHP27_09090
ERR1913176.1607397__1.1607397	1262963__R6CBY4__BN718_00134
ERR1913176.1607371__1.1607371	46506__S3YBS6__AA415_01011
ERR1913176.1607475__1.1607475	823__K6A718__CEQ22_003390
ERR1913176.1607518__1.1607518	46228__B5CSA1__HMPREF1202_00678
ERR1913176.1607635__1.1607635	357276__I9FRW5__B5F95_21685
ERR1913176.1607628__1.1607628	1263000__R5EET9__BN466_01245
ERR1913176.1607714__1.1607714	1262886__R6QI91__BN563_00800
ERR1913176.1607888__1.1607888	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913176.1607973__1.1607973	28117__B0MVL2__BHV66_01645
ERR1913176.1608048__1.1608048	47678__R5U9X5__BACCAC_01339
ERR1913176.1608160__1.1608160	1099853__G9S433__NSB1T_07535
ERR1913176.1608318__1.1608318	552398__F4XCR9__HMPREF0866_01636
ERR1913176.1608329__1.1608329	46503__A0A3E4ZW69__DXB85_02690
ERR1913176.1608658__1.1608658	246787__R6K756__HMPREF1062_01819
ERR1913176.1608647__1.1608647	40520__R7DEU2__ERS852394_00085
ERR1913176.1608942__1.1608942	853__A0A173RZ39__C4N22_01650
ERR1913176.1609022__1.1609022	1263006__R6LLP6__BN515_01041
ERR1913176.1608955__1.1608955	1263107__GCA_000436995.1_00126
ERR1913176.1609123__1.1609123	1262761__R6QXE4__BN606_02110
ERR1913176.1609130__1.1609130	1262927__R7EWI3__BN677_01423
ERR1913176.1609191__1.1609191	1263000__R5EKG2__BN466_02040
ERR1913176.1609096__1.1609096	310297__B5D009__DXB87_08940
ERR1913176.1609343__1.1609343	74426__rpoB
ERR1913176.1609434__1.1609434	1263000__R5EGP9__BN466_01419
ERR1913176.1609442__1.1609442	239935__A0A2N8IMC9__CXU09_02095
ERR1913176.1609534__1.1609534	246787__A0A0P0GG22__BACCELL_01899
ERR1913176.1609450__1.1609450	46506__R6AA48__SAMN05444283_105100
ERR1913176.1609713__1.1609713	46506__A0A108T991__AA415_01433
ERR1913176.1609763__1.1609763	239935__A0A2N8IVR0__CXT87_07115
ERR1913176.1609928__1.1609928	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913176.1610184__1.1610184	820__A0A3E4G3J9__ERS852459_02265
ERR1913176.1610275__1.1610275	1263006__R6LPZ5__BN515_02090
ERR1913176.1610328__1.1610328	1308__A0A2X3V4X8__Y016_09410
ERR1913176.1610375__1.1610375	1381__group_451
ERR1913176.1610401__1.1610401	823__E1YRQ7__M095_0737
ERR1913176.1610501__1.1610501	1262761__R6QTF1__BN606_01445
ERR1913176.1610706__1.1610706	246787__R6KIG0__BcellWH2_02358
ERR1913176.1610680__1.1610680	40520__D4LUV4__DXB81_08455
ERR1913176.1610750__1.1610750	1897011__A0A1Q6RI11__BHW41_00845
ERR1913176.1610801__1.1610801	487174__K0X3L3__DDY40_11345
ERR1913176.1610827__1.1610827	446660__GCA_003428235.1_01822
ERR1913176.1610891__1.1610891	46506__B0NRL7__arlS
ERR1913176.1610915__1.1610915	39492__D4JQY4__EUBSIR_01325
ERR1913176.1610906__1.1610906	39491__A0A396FKI6__mltF
ERR1913176.1611278__1.1611278	239935__A0A139TT05__CXU09_03335
ERR1913176.1611305__1.1611305	46503__R6WY21__DXB85_01605
ERR1913176.1611504__1.1611504	310297__B5CTT3__DXC17_00385
ERR1913176.1611624__1.1611624	487174__K0X1V7__DIT83_03020
ERR1913176.1611695__1.1611695	1897011__A0A1Q6RDU0__BHW41_05265
ERR1913176.1611680__1.1611680	246787__A0A3D6AWM8__BACCELL_01963
