ERR1913207.106__1.106	39492__D4JSU6__dacB_3
ERR1913207.1776386__1.1776386	28117__B0MTI4__ALIPUT_00084
ERR1913207.1776406__1.1776406	246787__R6KM92__AA416_01456
ERR1913207.1776497__1.1776497	239935__A0A139TVG9__CXU13_01700
ERR1913207.1776512__1.1776512	28117__B0MY82__BHV66_04755
ERR1913207.1776614__1.1776614	1501391__GCA_000786575.1_00087
ERR1913207.1776622__1.1776622	28117__B0MY40__BHV66_05170
ERR1913207.1776735__1.1776735	821__A0A174ALF2__BvMPK_3016
ERR1913207.1776747__1.1776747	328814__GCA_004558275.1_00133
ERR1913207.1776845__1.1776845	1777878__A0A139NGZ4__STRDD10_00481
ERR1913207.1776916__1.1776916	1547__H1AJ61__DW242_00630
ERR1913207.1777067__1.1777067	817__A0A015NVK9__HMPREF1204_01972
ERR1913207.1777107__1.1777107	820__A0A3E4VXP2__yesR
ERR1913207.1777151__1.1777151	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1777207__1.1777207	246787__A0A0P0G254__axeA1_2
ERR1913207.1777246__1.1777246	1262700__R5XWP0__BN695_01552
ERR1913207.1777337__1.1777337	853__A0A173XRA8__CGS56_09290
ERR1913207.1777416__1.1777416	47678__R5USS6__C5Z00_03300
ERR1913207.1777451__1.1777451	292800__A0A174VWN6__HMPREF9460_03556
ERR1913207.1777553__1.1777553	1099853__G9S1Y4__NSB1T_08325
ERR1913207.1777746__1.1777746	818__E5C5U7__SAMN05216253_101163
ERR1913207.1777766__1.1777766	357276__A0A0K2HJA6__DXD47_07320
ERR1913207.1777845__1.1777845	1262743__R5C054__BN727_01980
ERR1913207.1777858__1.1777858	820__A0A174CK74__DXB48_07060
ERR1913207.1777898__1.1777898	823__A0A174U5E4__BDI_3390
ERR1913207.1777915__1.1777915	820__A0A173YYG4__evgS_3
ERR1913207.1778047__1.1778047	820__A0A173YYG4__evgS_3
ERR1913207.1778391__1.1778391	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913207.1778573__1.1778573	820__A0A174GK47__ERS852421_00200
ERR1913207.1778578__1.1778578	1262989__R6YC95__BN815_00996
ERR1913207.1778967__1.1778967	239935__A0A139TMZ5__CXU00_03150
ERR1913207.1779040__1.1779040	239935__R6IZT7__CXU18_11710
ERR1913207.1779140__1.1779140	204516__U6RAM4__HMPREF1534_03439
ERR1913207.1779181__1.1779181	820__A0A174A6K0__M093_0079
ERR1913207.1779283__1.1779283	821__A0A174NVL6__NCTC10583_01782
ERR1913207.1779409__1.1779409	818__Q8A112__BT_3859
ERR1913207.1779449__1.1779449	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913207.1779767__1.1779767	239935__R6J4Y4__CXU17_09810
ERR1913207.1779769__1.1779769	821__C3RB94__DXC03_15585
ERR1913207.1779839__1.1779839	1780376__A0A143XEY2__BN3659_00222
ERR1913207.1779913__1.1779913	821__A0A174WBC9__ERS852556_03145
ERR1913207.1780043__1.1780043	33025__A0A395J910__C8D73_11128
ERR1913207.1780161__1.1780161	818__A0A3E5HXH0__NCTC13706_02166
ERR1913207.1780220__1.1780220	820__R9HP61__DXC91_01090
ERR1913207.1780319__1.1780319	1262989__R6Y5W1__BN815_00268
ERR1913207.1780374__1.1780374	818__A0A0N7IAV7__ERS852557_04536
ERR1913207.1780387__1.1780387	169435__A0A174NGJ3__DXC40_00700
ERR1913207.1780470__1.1780470	820__A0A139K4T0__ERS852510_03146
ERR1913207.1780679__1.1780679	818__A0A1H7L4U6__BSIG_3287
ERR1913207.1780749__1.1780749	239935__A0A2N8HWS3__CXU19_10285
ERR1913207.1780764__1.1780764	821__A0A174T998__DXB82_10860
ERR1913207.1780789__1.1780789	47678__R5U7P3__DXB67_08985
ERR1913207.1780980__1.1780980	823__A0A174EFT7__luxQ_5
ERR1913207.1781021__1.1781021	292800__A0A174NR23__ADH75_11365
ERR1913207.1781166__1.1781166	820__A0A174TRB5__DXD40_11305
ERR1913207.1781240__1.1781240	818__A0A0P0F7K1__ERS852461_02719
ERR1913207.1781325__1.1781325	471189__GCA_003340385.1_00060
ERR1913207.1781343__1.1781343	292800__A0A174S8Y1__A4U99_06200
ERR1913207.1781518__1.1781518	239935__R6IZT7__CXU18_11710
ERR1913207.1781770__1.1781770	28117__R7JLL3__ALIPUT_02219
ERR1913207.1781753__1.1781753	820__A0A139K024__B5G17_02060
ERR1913207.1781780__1.1781780	28117__R7JLL3__ALIPUT_02219
ERR1913207.1781837__1.1781837	328814__GCA_004558275.1_00034
ERR1913207.1781853__1.1781853	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.1781983__1.1781983	33025__A0A395JEP7__C8D73_10844
ERR1913207.1782190__1.1782190	1796613__A0A1C7H300__A4V03_17350
ERR1913207.1782175__1.1782175	820__A0A174FUF0__HMPREF1073_03308
ERR1913207.1782248__1.1782248	239935__B2UQP8__CXU15_01110
ERR1913207.1782401__1.1782401	239935__A0A2N8J2P6__ADH72_06730
ERR1913207.1782432__1.1782432	1099853__G9S297__NSB1T_13915
ERR1913207.1782667__1.1782667	821__E5UY21__C800_02204
ERR1913207.1782720__1.1782720	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.1782773__1.1782773	821__A0A396EVC9__DXB90_03525
ERR1913207.1782800__1.1782800	154046__A0A3E3DSZ8__rihA_6
ERR1913207.1782904__1.1782904	821__A0A3E4WAR6__DXD64_10735
ERR1913207.1782917__1.1782917	818__R6VB25__BSIG_5053
ERR1913207.1782944__1.1782944	1262700__R5XJU2__BN695_00943
ERR1913207.1782949__1.1782949	820__A0A3E4PYB0__yejM
ERR1913207.1783246__1.1783246	100884__E7GER5__HMPREF9488_03207
ERR1913207.1783319__1.1783319	246787__I9QX02__HMPREF1062_01641
ERR1913207.1783553__1.1783553	47678__R5UMP1__CGC64_03365
ERR1913207.1783579__1.1783579	239935__A0A139TPU7__CXT91_06575
ERR1913207.1783665__1.1783665	820__A0A139K024__B5G17_02060
ERR1913207.1783637__1.1783637	28118__F9Z9Z6__DHW44_15190
ERR1913207.1783650__1.1783650	333367__C0CYL4__CLOSTASPAR_02091
ERR1913207.1784104__1.1784104	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913207.1784116__1.1784116	671267__R9IEN1__C802_02405
ERR1913207.1784158__1.1784158	239935__A0A139TPG3__CXT86_08810
ERR1913207.1784276__1.1784276	821__C6ZAA5__ERS852556_00403
ERR1913207.1784239__1.1784239	1263005__R6F3Q9__BN497_01095
ERR1913207.1784445__1.1784445	853__A0A174C5M1__CGS58_04460
ERR1913207.1784503__1.1784503	1547__H1AHY8__DW242_13390
ERR1913207.1784590__1.1784590	39492__B0MM84__lgt
ERR1913207.1784660__1.1784660	39492__D4JUD7__EUBSIR_01877
ERR1913207.1784681__1.1784681	28117__B0N007__BHV66_10275
ERR1913207.1784820__1.1784820	2108523__A0A2P2FEL1__LAWASA_4526
ERR1913207.1784803__1.1784803	818__A0A139KW19__nedA_1
ERR1913207.1784884__1.1784884	1262700__R5X902__BN695_00437
ERR1913207.1784920__1.1784920	28117__B0MUL5__ALIPUT_00722
ERR1913207.1784929__1.1784929	818__E5C5U7__SAMN05216253_101163
ERR1913207.1784931__1.1784931	47678__R5UU99__C5Z00_11925
ERR1913207.1784945__1.1784945	39492__D4JR58__EUBSIR_02090
ERR1913207.1785086__1.1785086	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1785139__1.1785139	820__A0A1T4IYF4__mprA_1
ERR1913207.1785253__1.1785253	818__A0A3E5HEV0__BT_3682
ERR1913207.1785432__1.1785432	820__A0A3E4PYB0__yejM
ERR1913207.1785483__1.1785483	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1785486__1.1785486	33025__A0A395JHB7__C8D73_101754
ERR1913207.1785493__1.1785493	292800__A0A174VL30__A4U99_16555
ERR1913207.1785526__1.1785526	28117__B0MYA9__BHV66_07790
ERR1913207.1785581__1.1785581	820__A0A139JRH8__HMPREF2141_04326
ERR1913207.1785656__1.1785656	818__R6VB25__BSIG_5053
ERR1913207.1786042__1.1786042	1965604__A0A1Y4ETL4__B5F54_06395
ERR1913207.1786087__1.1786087	820__A0A139KH21__DXC80_01780
ERR1913207.1786220__1.1786220	820__A0A173YYG4__evgS_3
ERR1913207.1786331__1.1786331	820__A7V092__hldE
ERR1913207.1786358__1.1786358	239935__A0A139TVJ4__CXT86_02020
ERR1913207.1786421__1.1786421	1262700__R5Y691__BN695_00466
ERR1913207.1786456__1.1786456	239935__A0A2N8J2P6__ADH72_06730
ERR1913207.1786507__1.1786507	823__A0A173W8N5__ERS852513_00780
ERR1913207.1786597__1.1786597	1263064__GCA_000431175.1_00360
ERR1913207.1786738__1.1786738	47678__A5ZHJ2__DXB67_12405
ERR1913207.1786899__1.1786899	820__R9HP61__DXC91_01090
ERR1913207.1786945__1.1786945	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1786922__1.1786922	820__R9I2U8__DXC68_09590
ERR1913207.1787057__1.1787057	204516__U6RGK1__HMPREF1534_01924
ERR1913207.1787019__1.1787019	818__A0A0N7I9M6__Btheta7330_00939
ERR1913207.1787143__1.1787143	821__D4V4X2__DXC16_18525
ERR1913207.1787324__1.1787324	246787__A0A3D6AXI0__AA416_04256
ERR1913207.1787504__1.1787504	1262989__R6Y8C1__BN815_01420
ERR1913207.1787542__1.1787542	239935__A0A2N8I390__CXU16_10675
ERR1913207.1787742__1.1787742	1965604__A0A1Y4EMH2__B5F54_14485
ERR1913207.1787901__1.1787901	33025__A0A395JAF6__C8D73_10758
ERR1913207.1787981__1.1787981	820__A0A139K024__B5G17_02060
ERR1913207.1788161__1.1788161	1263005__R6EPW2__BN497_01384
ERR1913207.1788231__1.1788231	1099853__R7DMC8__NSB1T_00120
ERR1913207.1788287__1.1788287	821__A0A174T998__DXB82_10860
ERR1913207.1788302__1.1788302	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1788346__1.1788346	39492__D4MJF3__EUBSIR_02248
ERR1913207.1788387__1.1788387	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.1788501__1.1788501	820__A0A173YYG4__evgS_3
ERR1913207.1788546__1.1788546	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1788615__1.1788615	1262700__R5XEX6__BN695_01651
ERR1913207.1788752__1.1788752	818__A0A0P0F004__SAMN02910322_02925
ERR1913207.1788764__1.1788764	28118__R6FAT1__DHW44_00720
ERR1913207.1788866__1.1788866	1547__G9R3B6__DW242_02595
ERR1913207.1788878__1.1788878	1262911__R6HN81__BN557_00921
ERR1913207.1788852__1.1788852	487174__K0X068__DDY40_07105
ERR1913207.1788915__1.1788915	239935__A0A2N8IQU3__CXU22_05890
ERR1913207.1788917__1.1788917	154046__A0A174I9C6__punA_3
ERR1913207.1788934__1.1788934	1965661__A0A1Y3S3X8__B5G37_13860
ERR1913207.1788953__1.1788953	821__E5UY21__C800_02204
ERR1913207.1789059__1.1789059	820__R9I2U8__DXC68_09590
ERR1913207.1789196__1.1789196	1352__A0A1X4JAP7__B1150_00325
ERR1913207.1789274__1.1789274	820__A0A3E4G8F8__ERS852421_01645
ERR1913207.1789302__1.1789302	821__A0A0P0M2J4__DXD46_10295
ERR1913207.1789347__1.1789347	820__R9I2U8__DXC68_09590
ERR1913207.1789358__1.1789358	1262700__R5XVU6__BN695_01237
ERR1913207.1789446__1.1789446	853__A0A174AML0__FPR_08640
ERR1913207.1789464__1.1789464	2049039__A0A316SG69__DBY32_08730
ERR1913207.1789588__1.1789588	821__A0A0P0M2J4__DXD46_10295
ERR1913207.1789720__1.1789720	28117__B0MXQ6__ALIPUT_01917
ERR1913207.1789792__1.1789792	338188__A0A174ETX3__ERS852397_01955
ERR1913207.1789897__1.1789897	823__A0A355XLS2__ERS852380_02644
ERR1913207.1789865__1.1789865	460384__A0A2T3F6Q8__SAMN05216313_15219
ERR1913207.1790038__1.1790038	818__A0A174LFW3__C5Z03_04710
ERR1913207.1790147__1.1790147	820__R9I324__HMPREF2141_02414
ERR1913207.1790211__1.1790211	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1790540__1.1790540	39492__D4JSS2__EUBSIR_00553
ERR1913207.1790550__1.1790550	39492__D4JSS2__EUBSIR_00553
ERR1913207.1790606__1.1790606	820__R9I2U8__DXC68_09590
ERR1913207.1790726__1.1790726	818__Q8A5L6__BT_2223
ERR1913207.1790773__1.1790773	823__A0A173V751__DXD05_02690
ERR1913207.1790838__1.1790838	1099853__G9S0L1__NSB1T_05095
ERR1913207.1791031__1.1791031	1099853__U5CGG1__NSB1T_14385
ERR1913207.1791079__1.1791079	487175__F3QIG5__HMPREF9439_00712
ERR1913207.1791088__1.1791088	239935__R7E4Y3__CXU15_13135
ERR1913207.1791117__1.1791117	1262700__R5XLQ9__BN695_01655
ERR1913207.1791237__1.1791237	1263005__R6ENA8__BN497_01487
ERR1913207.1791260__1.1791260	1512__E7GIZ6__mepA_21
ERR1913207.1791403__1.1791403	214856__A0A174ZB00__ERS852559_00631
ERR1913207.1791583__1.1791583	1262700__R5XLQ9__BN695_01655
ERR1913207.1791619__1.1791619	239935__A0A139TPD8__CXU12_11015
ERR1913207.1791968__1.1791968	544644__GCA_001915615.1_00036
ERR1913207.1792005__1.1792005	28117__B0MT84__ALIPUT_00402
ERR1913207.1792084__1.1792084	40518__R5DYM0__DXD86_08165
ERR1913207.1792169__1.1792169	821__E5UY21__C800_02204
ERR1913207.1792225__1.1792225	821__A0A395UNT8__DXD64_15275
ERR1913207.1792302__1.1792302	239935__A0A2N8IXN0__CXT95_01765
ERR1913207.1792410__1.1792410	40518__R5DTP7__DXD83_02415
ERR1913207.1792458__1.1792458	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913207.1792506__1.1792506	154046__A0A3E4UF62__DWX31_00950
ERR1913207.1792647__1.1792647	820__E5VA63__DXC80_01025
ERR1913207.1792729__1.1792729	820__A0A139K8X8__DXC80_17665
ERR1913207.1793026__1.1793026	1262700__R5XKK5__BN695_01205
ERR1913207.1793075__1.1793075	821__R7P1Q7__M099_2990
ERR1913207.1793128__1.1793128	823__D7IT19__DHP27_03495
ERR1913207.1793206__1.1793206	1547__H1AIB4__DW242_15915
ERR1913207.1793282__1.1793282	820__R9I2U8__DXC68_09590
ERR1913207.1793366__1.1793366	239935__A0A2N8INK7__Amuc_0521
ERR1913207.1793483__1.1793483	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.1793409__1.1793409	239935__B2UNF6__CXU17_03450
ERR1913207.1793417__1.1793417	239935__R6IZT7__CXU18_11710
ERR1913207.1793551__1.1793551	820__A7VAR9__ERS852421_00197
ERR1913207.1793682__1.1793682	820__A0A139KIL9__DXC68_05945
ERR1913207.1793820__1.1793820	47678__R5U7P3__DXB67_08985
ERR1913207.1793984__1.1793984	39488__A0A174IFL3__DXD91_00270
ERR1913207.1794030__1.1794030	239935__A0A2N8I9I3__CXU19_12035
ERR1913207.1794003__1.1794003	820__A7V470__HMPREF1072_02076
ERR1913207.1794135__1.1794135	487174__R5FMM3__DDY40_00820
ERR1913207.1794341__1.1794341	333367__C0D2L2__CLOSTASPAR_03501
ERR1913207.1794390__1.1794390	1487__A0A1E7RWU6__tee6_3
ERR1913207.1794456__1.1794456	1099853__G9S750__NSB1T_10615
ERR1913207.1794544__1.1794544	818__C6IEU8__BSIG_0269
ERR1913207.1794560__1.1794560	39492__D4JRZ7__smc
ERR1913207.1794741__1.1794741	821__A0A0P0M2J4__DXD46_10295
ERR1913207.1794831__1.1794831	47678__R5UZM4__DW706_15680
ERR1913207.1794931__1.1794931	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913207.1794936__1.1794936	208479__A8S5V7__HMPREF1095_01852
ERR1913207.1794955__1.1794955	820__A0A139KG60__M094_2679
ERR1913207.1794985__1.1794985	246787__A0A0P0GCR8__xynD_3
ERR1913207.1795020__1.1795020	821__A0A0P0M405__DXC02_15075
ERR1913207.1795046__1.1795046	1547__H1ALW2__DW242_05585
ERR1913207.1795068__1.1795068	357276__A0A076ITU4__EL88_22160
ERR1913207.1795194__1.1795194	1262700__R5XLR5__BN695_01665
ERR1913207.1795281__1.1795281	208479__A8RIT5__C5Z06_05095
ERR1913207.1795174__1.1795174	820__A0A3E5E0T0__ERS852554_00312
ERR1913207.1795396__1.1795396	239935__R6JCH3__CXT95_08205
ERR1913207.1795466__1.1795466	239935__A0A2N8IAZ5__xseA
ERR1913207.1795480__1.1795480	28117__B0MUT8__ALIPUT_00879
ERR1913207.1795546__1.1795546	328814__GCA_004558275.1_00090
ERR1913207.1795587__1.1795587	818__Q8A3A6__Btheta7330_00071
ERR1913207.1795595__1.1795595	239935__A0A2N8I3G2__CXT89_00720
ERR1913207.1795746__1.1795746	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913207.1795676__1.1795676	246787__A0A3D6B0E4__BACCELL_02533
ERR1913207.1795697__1.1795697	818__Q8A3A6__Btheta7330_00071
ERR1913207.1795715__1.1795715	487174__K0X4Y9__DDY40_09115
ERR1913207.1795776__1.1795776	1547__H1ARQ5__DW242_08115
ERR1913207.1795885__1.1795885	239935__R6IZT7__CXU18_11710
ERR1913207.1795888__1.1795888	239935__A0A139TVJ4__CXT86_02020
ERR1913207.1795903__1.1795903	1550024__G9RPI3__ASJ35_09180
ERR1913207.1796161__1.1796161	1099853__U5CE08__NSB1T_14190
ERR1913207.1796228__1.1796228	1501391__GCA_000786575.1_00108
ERR1913207.1796267__1.1796267	40518__R5DRG6__ylbJ
ERR1913207.1796334__1.1796334	818__A0A0P0EV21__NCTC13706_01181
ERR1913207.1796518__1.1796518	818__A0A174N1L6__ERS852511_02039
ERR1913207.1796544__1.1796544	818__A0A0P0EV21__NCTC13706_01181
ERR1913207.1796631__1.1796631	47678__A5ZEA3__ERS852558_00257
ERR1913207.1796679__1.1796679	239935__A0A2N8I390__CXU16_10675
ERR1913207.1796722__1.1796722	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913207.1796692__1.1796692	1099853__U5CHQ9__NSB1T_13285
ERR1913207.1796829__1.1796829	239935__A0A2N8I1R3__CXU05_06075
ERR1913207.1796884__1.1796884	487174__R5FN40__HMPREF9448_01366
ERR1913207.1796903__1.1796903	165179__A0A3E5ED28__PREVCOP_06655
ERR1913207.1797002__1.1797002	818__R7KLE6__BJP75_004275
ERR1913207.1797022__1.1797022	239935__A0A2N8HWQ2__CXU13_01775
ERR1913207.1797067__1.1797067	239935__A0A2N8IVT6__CXU13_08520
ERR1913207.1797081__1.1797081	47678__R5U978__ERS852558_01076
ERR1913207.1797159__1.1797159	246787__A0A0P0FVC6__BACCELL_03671
ERR1913207.1797222__1.1797222	820__A0A173YYG4__evgS_3
ERR1913207.1797274__1.1797274	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1797338__1.1797338	820__A0A3E4VXP2__yesR
ERR1913207.1797344__1.1797344	853__A0A173XRA8__CGS56_09290
ERR1913207.1797299__1.1797299	246787__A0A3D6AZF8__BACCELL_02529
ERR1913207.1797399__1.1797399	357276__A0A076ITU4__EL88_22160
ERR1913207.1797498__1.1797498	1547__H1AIS7__DXB93_11010
ERR1913207.1797633__1.1797633	47678__A5ZHJ2__DXB67_12405
ERR1913207.1797644__1.1797644	1262989__R6YIL4__BN815_02393
ERR1913207.1797609__1.1797609	239935__A0A2N8HWS3__CXU19_10285
ERR1913207.1797879__1.1797879	35833__E5Y8N1__HMPREF0179_02549
ERR1913207.1797951__1.1797951	1262989__R6ZIJ7__BN815_01511
ERR1913207.1797974__1.1797974	1262989__R6ZIJ7__BN815_01511
ERR1913207.1798080__1.1798080	239935__R6JWM7__CXU14_12295
ERR1913207.1798155__1.1798155	292800__G9YWS6__ADH75_07570
ERR1913207.1798207__1.1798207	820__A0A396EWL3__ERS417307_03868
ERR1913207.1798222__1.1798222	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.1798298__1.1798298	239935__A0A2N8HHN7__folK
ERR1913207.1798351__1.1798351	818__D7I7V5__BJP75_001030
ERR1913207.1798422__1.1798422	820__A0A174FUF0__HMPREF1073_03308
ERR1913207.1798559__1.1798559	47678__A5ZG68__ERS852494_02968
ERR1913207.1798669__1.1798669	821__A0A173XDD3__DXB82_17180
ERR1913207.1798617__1.1798617	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1798650__1.1798650	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913207.1798865__1.1798865	47678__R5U325__HMPREF1061_03209
ERR1913207.1798816__1.1798816	39492__R6RYB8__ERS852540_00322
ERR1913207.1798824__1.1798824	39492__D4JQP0__ypeB
ERR1913207.1798960__1.1798960	214856__A0A174AYS4__ERS852447_01192
ERR1913207.1799058__1.1799058	40519__U2KYL3__RUMCAL_00170
ERR1913207.1799167__1.1799167	239935__A0A2N8IKW7__pstA
ERR1913207.1799273__1.1799273	820__A0A139KH21__DXC80_01780
ERR1913207.1799794__1.1799794	821__A0A0P0LFP6__C5Z04_13890
ERR1913207.1799831__1.1799831	1262700__R5X9G7__BN695_00632
ERR1913207.1799914__1.1799914	820__A0A374Q854__HMPREF1073_03281
ERR1913207.1800134__1.1800134	820__A0A374Q351__DXD40_05850
ERR1913207.1800071__1.1800071	39492__D4JX87__EUBSIR_00361
ERR1913207.1800182__1.1800182	28117__B0MUL5__ALIPUT_00722
ERR1913207.1800154__1.1800154	820__A0A374Q8T2__DXB64_16190
ERR1913207.1800165__1.1800165	820__A0A3E4QZJ7__C801_01798
ERR1913207.1800294__1.1800294	39492__D4JWY7__EUBSIR_01655
ERR1913207.1800410__1.1800410	39492__D4JVT0__EUBSIR_00059
ERR1913207.1800998__1.1800998	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913207.1800941__1.1800941	28117__B0MTH2__ALIPUT_00061
ERR1913207.1801122__1.1801122	154046__A0A174CVD5__DXC88_10960
ERR1913207.1801236__1.1801236	821__A0A174AYT0__DXC02_03530
ERR1913207.1801172__1.1801172	820__A0A139KJ23__celCCA
ERR1913207.1801304__1.1801304	487174__R5F4K8__HMPREF9448_01532
ERR1913207.1801350__1.1801350	239935__A0A2N8IAZ5__xseA
ERR1913207.1801430__1.1801430	1262989__R6Y585__BN815_02251
ERR1913207.1801470__1.1801470	820__A0A139KJ23__celCCA
ERR1913207.1801536__1.1801536	820__A0A174G065__DXB62_08975
ERR1913207.1801580__1.1801580	239935__A0A2N8IUU3__CXU18_08060
ERR1913207.1801628__1.1801628	239935__A0A2N8I368__CXT95_04550
ERR1913207.1801666__1.1801666	239935__A0A139TLF5__CXU18_06685
ERR1913207.1801708__1.1801708	818__Q8A3A6__Btheta7330_00071
ERR1913207.1801821__1.1801821	820__A7V470__HMPREF1072_02076
ERR1913207.1801836__1.1801836	28117__B0MVL5__BHV66_01660
ERR1913207.1801865__1.1801865	357276__B6VXX7__HMPREF1063_02683
ERR1913207.1801940__1.1801940	820__A0A174I980__gldH
ERR1913207.1801983__1.1801983	820__A0A396EUV1__B5G17_06465
ERR1913207.1801997__1.1801997	1262700__R5XUF1__BN695_00765
ERR1913207.1802025__1.1802025	853__A8S882__C4N23_07600
ERR1913207.1802028__1.1802028	820__A0A374Q1D8__SAMN05444418_112114
ERR1913207.1802057__1.1802057	823__A0A395YY84__DXC05_19515
ERR1913207.1802138__1.1802138	821__A0A396F9T7__M097_3427
ERR1913207.1802198__1.1802198	818__A0A139KQP8__BJP75_006755
ERR1913207.1802260__1.1802260	214856__A0A173YXX1__ERS852559_01651
ERR1913207.1802302__1.1802302	853__A8SB03__C4Q21_07960
ERR1913207.1802417__1.1802417	47678__R5U7T0__CGC64_00755
ERR1913207.1802468__1.1802468	239935__A0A2N8HCF5__CXU15_05660
ERR1913207.1802480__1.1802480	820__A0A374QGD2__ERS852421_02382
ERR1913207.1802523__1.1802523	1099853__U5C8K4__NSB1T_11515
ERR1913207.1802594__1.1802594	818__A0A139K2A0__SAMN02910322_00898
ERR1913207.1802640__1.1802640	84112__C8WID8__Elen_1914
ERR1913207.1802863__1.1802863	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.1802866__1.1802866	820__A0A3E5BMG9__DXD40_05130
ERR1913207.1803386__1.1803386	239935__B2UPP2__CXU20_12035
ERR1913207.1803387__1.1803387	821__A0A395UNT8__DXD64_15275
ERR1913207.1803441__1.1803441	310298__B3JII2__BACCOP_01694
ERR1913207.1803517__1.1803517	1262746__R5SS80__BN750_02125
ERR1913207.1803576__1.1803576	239935__A0A139TTZ7__CXU14_07900
ERR1913207.1803607__1.1803607	2049039__A0A316SG69__DBY32_08730
ERR1913207.1803638__1.1803638	1262911__R6GPB5__BN557_00842
ERR1913207.1803713__1.1803713	820__A7V092__hldE
ERR1913207.1803775__1.1803775	239935__A0A139TPD8__CXU12_11015
ERR1913207.1803738__1.1803738	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913207.1803852__1.1803852	246787__I9QX02__HMPREF1062_01641
ERR1913207.1804182__1.1804182	821__E5UY21__C800_02204
ERR1913207.1804224__1.1804224	239935__B2UQP8__CXU15_01110
ERR1913207.1804441__1.1804441	820__A0A174F0C1__nreB
ERR1913207.1804475__1.1804475	246787__A0A3D6AWM8__BACCELL_01963
ERR1913207.1804514__1.1804514	820__A0A174A6K0__M093_0079
ERR1913207.1804734__1.1804734	821__C3RB94__DXC03_15585
ERR1913207.1804798__1.1804798	821__D4V4X2__DXC16_18525
ERR1913207.1804859__1.1804859	33025__A0A395JB30__C8D73_1034
ERR1913207.1805111__1.1805111	626933__H1DGX0__HMPREF9449_01506
ERR1913207.1805216__1.1805216	821__A0A078R9Y9__M097_2119
ERR1913207.1805242__1.1805242	820__A0A173WZS4__DXD90_10250
ERR1913207.1805339__1.1805339	357276__I9FRW5__B5F95_21685
ERR1913207.1805483__1.1805483	820__A0A139K8N1__ERS852554_00951
ERR1913207.1805599__1.1805599	47678__R5UAG4__DW706_17045
ERR1913207.1805667__1.1805667	1262989__R6Y778__BN815_00522
ERR1913207.1805699__1.1805699	818__A0A3E5HEU1__NCTC10582_02468
ERR1913207.1805706__1.1805706	1099853__G9S2B8__NSB1T_09105
ERR1913207.1805754__1.1805754	239935__A0A139TQT9__Amuc_1197
ERR1913207.1805756__1.1805756	821__A0A174T998__DXB82_10860
ERR1913207.1805763__1.1805763	818__A0A139K9H8__C5Z03_23905
ERR1913207.1805765__1.1805765	818__A0A139K9H8__C5Z03_23905
ERR1913207.1805773__1.1805773	1262756__R5WZY1__BN568_02020
ERR1913207.1805783__1.1805783	47678__R5UA58__ERS852558_01431
ERR1913207.1805927__1.1805927	246787__A0A0P0GM17__BACCELL_03224
ERR1913207.1805900__1.1805900	820__R9HXK9__DXB62_08265
ERR1913207.1805909__1.1805909	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1806015__1.1806015	239935__A0A2N8IAY7__CXU13_02935
ERR1913207.1806092__1.1806092	818__A0A3E5HGB5__ERS852511_02145
