ERR1912996.488__1.488	45851__D4RY81__BUTYVIB_00786
ERR1912996.4501547__1.4501547	1680__R5GRA4__ERS852382_01548
ERR1912996.4501725__1.4501725	1262959__R5XYX0__BN680_00040
ERR1912996.4501743__1.4501743	147206__GCF_000156215.1_01773
ERR1912996.4502065__1.4502065	147206__GCF_000156215.1_01776
ERR1912996.4502218__1.4502218	39485__C4Z6V7__walK
ERR1912996.4502762__1.4502762	1680__A7A7Z9__AAX71_05385
ERR1912996.4502955__1.4502955	901__B6WVE0__DESPIG_02056
ERR1912996.4502980__1.4502980	74426__purL
ERR1912996.4503029__1.4503029	28111__E5WYC8__BACEGG_00347
ERR1912996.4503130__1.4503130	147206__GCF_000156215.1_01776
ERR1912996.4503411__1.4503411	1680__A0A087DLC6__C8077_00815
ERR1912996.4503447__1.4503447	1628085__A0A2U1BGQ7__C7386_101108
ERR1912996.4503884__1.4503884	1262936__R7IZZ2__BN799_01307
ERR1912996.4504022__1.4504022	216816__D6DD25__APC1482_1109
ERR1912996.4504147__1.4504147	45851__D4RXA6__flgK
ERR1912996.4504365__1.4504365	1262936__R7J360__BN799_00345
ERR1912996.4504372__1.4504372	40518__R5DTH7__DXD83_02405
ERR1912996.4504469__1.4504469	1897011__A0A1Q6RF20__BHW41_02930
ERR1912996.4504595__1.4504595	2022527__A0A264Y5J5__CHL74_11035
ERR1912996.4505122__1.4505122	301302__A0A0M6WWE7__ERS852420_01309
ERR1912996.4505247__1.4505247	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4505201__1.4505201	1262882__R5N1T9__BN519_00804
ERR1912996.4505402__1.4505402	508460__GCF_000585335.1_00091
ERR1912996.4505421__1.4505421	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1912996.4505550__1.4505550	45851__D4S1P9__BUTYVIB_02021
ERR1912996.4505644__1.4505644	45851__D4S0P6__BUTYVIB_01665
ERR1912996.4505755__1.4505755	1262936__R7J1T7__BN799_01864
ERR1912996.4505764__1.4505764	2022527__A0A264Y9X6__CHL74_02935
ERR1912996.4505932__1.4505932	301302__R5VE75__M72_12161
ERR1912996.4506217__1.4506217	1262936__R7J169__BN799_00083
ERR1912996.4506337__1.4506337	301302__R5V7K8__M72_11711
ERR1912996.4506614__1.4506614	1680__R5GRA4__ERS852382_01548
ERR1912996.4506756__1.4506756	28052__R7NAF5__ERS852499_00597
ERR1912996.4507087__1.4507087	1262882__R5MDR8__BN519_00124
ERR1912996.4507360__1.4507360	74426__purL
ERR1912996.4507418__1.4507418	45851__D4S283__BUTYVIB_02205
ERR1912996.4507790__1.4507790	1680__A1A1R1__BIFADO_00076
ERR1912996.4508202__1.4508202	1897011__A0A1Q6RDN9__BHW41_05070
ERR1912996.4508181__1.4508181	1680__A0A173YLK6__BAD_0868
ERR1912996.4508332__1.4508332	572010__dnaK2
ERR1912996.4508333__1.4508333	572010__dnaK2
ERR1912996.4508374__1.4508374	1262936__R7J1X7__BN799_01807
ERR1912996.4508463__1.4508463	74426__rpoB
ERR1912996.4508733__1.4508733	1160721__R6T2A6__RBI_I00395
ERR1912996.4509195__1.4509195	487174__K0WZN5__HMPREF9448_01108
ERR1912996.4509708__1.4509708	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4509887__1.4509887	901__B6WYA8__DESPIGER_1386
ERR1912996.4509926__1.4509926	901__B6WVS1__DESPIG_02189
ERR1912996.4509983__1.4509983	1897011__A0A1Q6RES7__BHW41_04275
ERR1912996.4510178__1.4510178	1735__B7CDA5__EUBIFOR_02186
ERR1912996.4510610__1.4510610	1680__A0A174BEE7__BSTER_1311
ERR1912996.4510802__1.4510802	328814__GCA_004558275.1_00296
ERR1912996.4510845__1.4510845	544644__GCA_001915615.1_02238
ERR1912996.4510893__1.4510893	1262936__R7IY18__BN799_00607
ERR1912996.4510914__1.4510914	74426__rpoB
ERR1912996.4511268__1.4511268	901__B6WVR4__DESPIGER_2125
ERR1912996.4511271__1.4511271	853__A0A173XRA8__CGS56_09290
ERR1912996.4511338__1.4511338	901__A0A1K1LG50__DESPIG_01817
ERR1912996.4511804__1.4511804	40518__R5DRG6__ylbJ
ERR1912996.4511892__1.4511892	1680__A0A173W5Z2__DXC53_01290
ERR1912996.4511909__1.4511909	1262936__R7IYH4__BN799_00795
ERR1912996.4512436__1.4512436	116085__D4JBB3__DW747_02145
ERR1912996.4512614__1.4512614	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.4512730__1.4512730	301302__R5UMN4__M72_24341
ERR1912996.4512907__1.4512907	45851__D4RWC6__BHV86_07010
ERR1912996.4513045__1.4513045	1628085__A0A1C5ZCR8__C7386_10447
ERR1912996.4513328__1.4513328	901__B6WUW8__DESPIGER_1921
ERR1912996.4513531__1.4513531	74426__purL
ERR1912996.4513580__1.4513580	301302__A0A0M6W9I4__M72_19871
ERR1912996.4513643__1.4513643	2081702__A0A2S0LQ02__C3V41_09745
ERR1912996.4513706__1.4513706	239935__A0A2N8IVR0__CXT87_07115
ERR1912996.4513892__1.4513892	853__A0A173XRA8__CGS56_09290
ERR1912996.4513945__1.4513945	165179__D1PGD2__DXC61_10875
ERR1912996.4513953__1.4513953	28116__A0A3A9HTT7__BACOVA_05446
ERR1912996.4514029__1.4514029	1262936__R7J169__BN799_00083
ERR1912996.4514349__1.4514349	74426__nifJ
ERR1912996.4514473__1.4514473	544580__A0A1Q8WFW6__BKH21_06100
ERR1912996.4514520__1.4514520	1150298__R7JXH6__mecR1
ERR1912996.4514656__1.4514656	239935__A0A2N8I8X8__B5G29_00185
ERR1912996.4514979__1.4514979	901__B6WVN3__DHV46_02690
ERR1912996.4515219__1.4515219	1680__A0A0B5BKZ3__DXD60_01450
ERR1912996.4515396__1.4515396	1680__A0A3E4SB79__BAD_1517
ERR1912996.4515578__1.4515578	1262919__R5PH08__BN465_02507
ERR1912996.4515766__1.4515766	74426__gap
ERR1912996.4516012__1.4516012	301302__R5V7D6__tagA
ERR1912996.4516094__1.4516094	1680__A0A076JNH5__DXC60_03835
ERR1912996.4516162__1.4516162	292800__A0A174UQD2__B5F52_18205
ERR1912996.4516207__1.4516207	165179__A0A174WRI9__DXB80_04870
ERR1912996.4516228__1.4516228	39491__A0A396FVC0__ERE_15900
ERR1912996.4516349__1.4516349	1262911__R6GI18__BN557_01377
ERR1912996.4516316__1.4516316	901__B6WVX9__DESPIG_02247
ERR1912996.4516361__1.4516361	165179__A0A3E4SID1__DXB80_01945
ERR1912996.4516397__1.4516397	1680__A0A174BEE7__BSTER_1311
ERR1912996.4516481__1.4516481	239935__A0A2N8I9P4__CXT85_05050
ERR1912996.4516506__1.4516506	1262936__R7J3B1__BN799_00034
ERR1912996.4516747__1.4516747	1680__A0A076JM61__DXD63_05245
ERR1912996.4516945__1.4516945	384639__GCA_003096855.1_00972
ERR1912996.4516924__1.4516924	1628085__A0A2U1BHQ4__C7386_101458
ERR1912996.4517345__1.4517345	45851__D4RZ82__BHV86_03550
ERR1912996.4517457__1.4517457	1680__A7A4N3__ERS852382_00779
ERR1912996.4517509__1.4517509	1262911__R6H2B5__BN557_01151
ERR1912996.4517669__1.4517669	45851__D4RY81__BUTYVIB_00786
ERR1912996.4517749__1.4517749	1680__A0A087DHN0__AL0462_1532
ERR1912996.4517958__1.4517958	61171__B9Y5T8__HOLDEFILI_01170
ERR1912996.4518177__1.4518177	901__B6WX14__mviN
ERR1912996.4518234__1.4518234	1262882__R5MJM8__BN519_01064
ERR1912996.4518248__1.4518248	1262911__R6H1D2__BN557_00855
ERR1912996.4518311__1.4518311	357276__I9QBT7__BSEG_03340
ERR1912996.4518340__1.4518340	1897011__A0A1Q6RH29__BHW41_01570
ERR1912996.4518552__1.4518552	45851__D4RYC4__BHV86_01935
ERR1912996.4518651__1.4518651	820__A0A374Q854__HMPREF1073_03281
ERR1912996.4518849__1.4518849	74426__group_1871
ERR1912996.4519059__1.4519059	1897011__A0A1Q6RIP3__BHW41_00615
ERR1912996.4519610__1.4519610	39485__A0A174Z9M2__yhbU_1
ERR1912996.4519615__1.4519615	1262936__R7J1S4__BN799_01918
ERR1912996.4520078__1.4520078	74426__infB
ERR1912996.4520267__1.4520267	28111__R5JSC9__HMPREF1016_01677
ERR1912996.4520252__1.4520252	1262882__R5MMY3__BN519_00724
ERR1912996.4520330__1.4520330	384639__GCA_003096855.1_00975
ERR1912996.4520400__1.4520400	28111__R5JSC9__HMPREF1016_01677
ERR1912996.4520450__1.4520450	853__A0A3E2V168__FAEPRAM212_00929
ERR1912996.4520543__1.4520543	74426__pdxS
ERR1912996.4520878__1.4520878	1262959__R5XW19__BN680_01841
ERR1912996.4521084__1.4521084	901__B6WPV2__DHV46_04070
ERR1912996.4521126__1.4521126	1150298__R7JNU0__nagK
ERR1912996.4521210__1.4521210	1160721__W0U3Z9__RBI_I00543
ERR1912996.4521235__1.4521235	1262936__R7J169__BN799_00083
ERR1912996.4521648__1.4521648	45851__D4RZK8__BUTYVIB_01274
ERR1912996.4521656__1.4521656	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.4521581__1.4521581	74426__pta
ERR1912996.4521872__1.4521872	147206__GCF_000156215.1_01777
ERR1912996.4522032__1.4522032	147206__GCF_000156215.1_01777
ERR1912996.4522214__1.4522214	1262911__R6HJS5__BN557_00288
ERR1912996.4522331__1.4522331	239935__R7DVL7__CXT93_01180
ERR1912996.4522432__1.4522432	901__B6WPV2__DHV46_04070
ERR1912996.4522605__1.4522605	45851__D4RX09__BUTYVIB_00360
ERR1912996.4522878__1.4522878	853__A0A2A7A4A9__C4N21_14870
ERR1912996.4522941__1.4522941	147206__GCF_000156215.1_01777
ERR1912996.4522978__1.4522978	74426__group_1871
ERR1912996.4523540__1.4523540	1262936__R7J281__BN799_01079
ERR1912996.4523626__1.4523626	216816__A0A2U0BLP0__tsaB
ERR1912996.4523718__1.4523718	1680__R5GZF2__DXC60_01925
ERR1912996.4523955__1.4523955	357276__C3RA36__HMPREF1065_03270
ERR1912996.4523958__1.4523958	74426__sugC
ERR1912996.4523969__1.4523969	1262936__R7J281__BN799_01079
ERR1912996.4524320__1.4524320	45851__D4S1R7__BUTYVIB_02039
ERR1912996.4524349__1.4524349	39491__A0A2U2EK03__ERE_28780
ERR1912996.4524400__1.4524400	1680__R5GKP2__DXD60_06200
ERR1912996.4524517__1.4524517	572010__aspS
ERR1912996.4524545__1.4524545	820__A7V049__DXB48_04755
ERR1912996.4524677__1.4524677	901__A0A1K1LGQ2__DESPIG_02072
ERR1912996.4524855__1.4524855	853__A0A3E2U7E6__ERS852582_01640
ERR1912996.4524952__1.4524952	1680__R5GR82__AD0028_0014
ERR1912996.4525150__1.4525150	239935__R7E524__CXT91_06180
ERR1912996.4525166__1.4525166	820__A0A174CK74__DXB48_07060
ERR1912996.4525579__1.4525579	901__B6WUV2__DESPIGER_1904
ERR1912996.4525609__1.4525609	1262882__R5N1L4__BN519_00757
ERR1912996.4525679__1.4525679	147206__GCF_000156215.1_01776
ERR1912996.4525942__1.4525942	1897011__A0A1Q6RE67__BHW41_04635
ERR1912996.4526524__1.4526524	1262924__R7HRJ9__BN585_00557
ERR1912996.4526572__1.4526572	820__A0A3E4G826__C801_01612
ERR1912996.4527032__1.4527032	74426__sigA
ERR1912996.4527130__1.4527130	901__A0A1K1LGQ2__DESPIG_02072
ERR1912996.4527266__1.4527266	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1912996.4527351__1.4527351	901__B6WVE0__DESPIG_02056
ERR1912996.4527474__1.4527474	552398__F4XCR9__HMPREF0866_01636
ERR1912996.4527621__1.4527621	45851__D4RZC9__BUTYVIB_01195
ERR1912996.4527755__1.4527755	39491__A0A395UZZ5__htpG_1
ERR1912996.4527902__1.4527902	2022527__A0A264YCK3__CHL74_00095
ERR1912996.4528328__1.4528328	1262936__R7IZZ2__BN799_01307
ERR1912996.4528558__1.4528558	1263011__R6E0W5__BN553_01321
ERR1912996.4528780__1.4528780	74426__pflB_2
ERR1912996.4528814__1.4528814	1262911__R6GW73__BN557_00128
ERR1912996.4528840__1.4528840	1628085__A0A3E2Y1H6__C7386_104158
ERR1912996.4529108__1.4529108	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1912996.4529505__1.4529505	28052__A0A174PF05__ERS852451_02043
ERR1912996.4529829__1.4529829	74426__purL
ERR1912996.4530055__1.4530055	1262911__R6H2B5__BN557_01151
ERR1912996.4530131__1.4530131	1262911__R6HG37__BN557_01341
ERR1912996.4530277__1.4530277	147206__GCF_000156215.1_01774
ERR1912996.4530699__1.4530699	1263030__R5CZV8__BN705_01159
ERR1912996.4530790__1.4530790	40519__U2MCQ8__RUMCAL_00556
ERR1912996.4530795__1.4530795	301302__R5VC75__ERS852420_02858
ERR1912996.4530760__1.4530760	572010__hgdC_1
ERR1912996.4530880__1.4530880	45851__D4RXC9__BUTYVIB_00480
ERR1912996.4531176__1.4531176	1262936__R7J3N4__BN799_00434
ERR1912996.4531274__1.4531274	1680__A0A174BH90__B0487_1759
ERR1912996.4531605__1.4531605	1262936__R7J429__BN799_00416
ERR1912996.4531882__1.4531882	853__A0A3E2U7E6__ERS852582_01640
ERR1912996.4531904__1.4531904	35833__E5YAY4__HMPREF0179_03355
ERR1912996.4532120__1.4532120	649756__L1PU84__ERS852571_01295
ERR1912996.4532316__1.4532316	40520__R7D610__ERS852533_02951
ERR1912996.4532626__1.4532626	1262700__R5XKX7__BN695_01333
ERR1912996.4532658__1.4532658	74426__rpoB
ERR1912996.4532884__1.4532884	1680__A0A087DHN0__AL0462_1532
ERR1912996.4532999__1.4532999	45851__D4RXA4__BUTYVIB_00455
ERR1912996.4533003__1.4533003	1262924__R7HUG0__BN585_00790
ERR1912996.4532947__1.4532947	45851__D4RYZ4__BHV86_03155
ERR1912996.4533294__1.4533294	40518__R5DT16__ysdC_2
ERR1912996.4533374__1.4533374	39491__C4ZHS4__EUR_24420
ERR1912996.4533922__1.4533922	39491__A0A174M1X5__DXB99_18695
ERR1912996.4533942__1.4533942	301302__A0A173UAS4__M72_15061
ERR1912996.4533950__1.4533950	1628085__A0A3E2Y1H6__C7386_104158
ERR1912996.4534225__1.4534225	820__A0A3E4IGB2__HMPREF1073_03893
ERR1912996.4534234__1.4534234	901__B6WVR4__DESPIGER_2125
ERR1912996.4534238__1.4534238	301302__A0A0M6WTN6__ERS852420_01659
ERR1912996.4534348__1.4534348	301302__R5UK77__M72_08681
ERR1912996.4534756__1.4534756	1680__A0A174BEE7__BSTER_1311
ERR1912996.4534758__1.4534758	45851__D4RYD2__BUTYVIB_00837
ERR1912996.4535205__1.4535205	28052__A0A174M9U3__ERS852451_02548
ERR1912996.4535316__1.4535316	1628085__A0A2U1BFT1__C7386_102103
ERR1912996.4535415__1.4535415	901__B6WXG9__DESPIG_02795
ERR1912996.4535450__1.4535450	901__B6WUL1__DESPIG_01755
ERR1912996.4535591__1.4535591	301302__R5VCU3__cbiK_2
ERR1912996.4535576__1.4535576	820__A0A174QT76__B5G17_18060
ERR1912996.4535828__1.4535828	1680__R5GRA4__ERS852382_01548
ERR1912996.4535850__1.4535850	1262911__R6H2J2__BN557_01228
ERR1912996.4535912__1.4535912	45851__R5LTQ3__BHV86_02315
ERR1912996.4536103__1.4536103	33039__A0A174Z8F8__ERS852530_05419
ERR1912996.4536133__1.4536133	28111__R5K5Y0__NCTC11155_03071
ERR1912996.4536463__1.4536463	901__B6WR27__lnt
ERR1912996.4536724__1.4536724	1628085__A0A3E2XY31__C7386_10449
ERR1912996.4536752__1.4536752	39485__A0A1Q6PHD7__ERS852492_01801
ERR1912996.4537002__1.4537002	1262911__R6GY78__BN557_00532
ERR1912996.4537010__1.4537010	1262911__R6GYW1__BN557_00629
ERR1912996.4537470__1.4537470	147206__GCF_000156215.1_01776
ERR1912996.4537959__1.4537959	1680__A0A173XYA2__B0703_0121
ERR1912996.4537967__1.4537967	45851__D4RYQ1__BHV86_00310
ERR1912996.4538163__1.4538163	216816__A0A396FRQ5__DD678_01245
ERR1912996.4538192__1.4538192	1262936__R7J0N1__BN799_01252
ERR1912996.4538548__1.4538548	28052__R7NB47__msbA_2
ERR1912996.4538629__1.4538629	301301__A0A395VB45__ERS852391_02575
ERR1912996.4538729__1.4538729	39491__A0A173TM76__DXB72_10535
ERR1912996.4539202__1.4539202	239935__A0A2N8HZW2__A4V05_11120
ERR1912996.4539180__1.4539180	239935__A0A2N8HBM4__CXT85_06270
ERR1912996.4539325__1.4539325	1262936__R7IZ99__BN799_01076
ERR1912996.4539406__1.4539406	1150298__A0A174P5A3__ERS852406_00830
ERR1912996.4539608__1.4539608	1897011__A0A1Q6RE83__BHW41_04925
ERR1912996.4539966__1.4539966	1262936__R7J144__BN799_01386
ERR1912996.4540214__1.4540214	1262936__R7J354__BN799_00281
ERR1912996.4540328__1.4540328	74426__asnS
ERR1912996.4540471__1.4540471	28052__A0A174M9U3__ERS852451_02548
ERR1912996.4540712__1.4540712	39491__A0A173QT73__alaS_2
ERR1912996.4540717__1.4540717	147206__GCF_000156215.1_01775
ERR1912996.4541052__1.4541052	1262924__R7HRJ9__BN585_00557
ERR1912996.4541094__1.4541094	1262924__R7HP98__BN585_02065
ERR1912996.4541257__1.4541257	147206__GCF_000156215.1_00014
ERR1912996.4541400__1.4541400	1262911__R6GTZ0__BN557_01437
ERR1912996.4541908__1.4541908	410072__A0A173XQG6__ERS852574_01620
ERR1912996.4541910__1.4541910	39491__A0A396FF66__DXD95_01810
ERR1912996.4542012__1.4542012	1262936__R7IY41__BN799_00608
ERR1912996.4542139__1.4542139	853__C7H7F8__yccM_1
ERR1912996.4542159__1.4542159	853__C7H7F8__yccM_1
ERR1912996.4542194__1.4542194	901__B6WXZ7__BHW59_00765
ERR1912996.4542251__1.4542251	301302__R5UMP3__lytC_3
ERR1912996.4542339__1.4542339	901__B6WXG9__DESPIG_02795
ERR1912996.4542386__1.4542386	216816__B3DNW2__BL171B_07980
ERR1912996.4542394__1.4542394	116085__D4JAV7__DW747_09940
ERR1912996.4542527__1.4542527	39485__C4Z434__tilS
ERR1912996.4542550__1.4542550	901__B6WY04__BHW59_00740
ERR1912996.4542690__1.4542690	301302__A0A173RZU9__M72_23561
ERR1912996.4542854__1.4542854	301302__A0A173UN64__manA_2
ERR1912996.4542907__1.4542907	1739406__A0A1S1ED65__HMPREF2902_04060
ERR1912996.4542983__1.4542983	165179__A0A3E5A554__DXB80_13805
ERR1912996.4543145__1.4543145	1262911__R6H2B5__BN557_01151
ERR1912996.4543400__1.4543400	40518__R5E2F3__artQ
ERR1912996.4543564__1.4543564	853__A0A3E2V168__FAEPRAM212_00929
ERR1912996.4543693__1.4543693	301302__A0A173T1J1__M72_18951
ERR1912996.4543905__1.4543905	74426__rpoB
ERR1912996.4544071__1.4544071	1897011__A0A1Q6RC34__BHW41_06455
ERR1912996.4544098__1.4544098	1550024__A0A0D8J0L2__ASJ35_04680
ERR1912996.4544162__1.4544162	147206__GCF_000156215.1_01777
ERR1912996.4544427__1.4544427	901__B6WRB3__DESPIGER_0300
ERR1912996.4544444__1.4544444	116085__D4J6K8__DW747_07970
ERR1912996.4544838__1.4544838	1262936__R7J0S3__BN799_01459
ERR1912996.4545447__1.4545447	1262936__R7J2T4__BN799_01966
ERR1912996.4545545__1.4545545	1897011__A0A1Q6REX7__BHW41_04490
ERR1912996.4545731__1.4545731	1262936__R7J2T4__BN799_01966
ERR1912996.4545770__1.4545770	818__A0A2J6AAA9__NCTC10582_00162
ERR1912996.4545776__1.4545776	301302__R5UQW7__ERS852420_02102
ERR1912996.4546058__1.4546058	1262882__R5MM25__BN519_00600
ERR1912996.4546209__1.4546209	28052__A0A174GZE8__ERS852451_00311
ERR1912996.4546222__1.4546222	1628085__A0A2U1B3Y8__C7386_12130
ERR1912996.4546569__1.4546569	239935__A0A2N8IMC9__CXU09_02095
ERR1912996.4546612__1.4546612	1262911__R6H0S8__BN557_01079
ERR1912996.4546830__1.4546830	901__B6WSL6__DESPIG_01006
ERR1912996.4546835__1.4546835	1262936__R7J276__BN799_01074
ERR1912996.4547035__1.4547035	1628085__A0A374VSS7__C7386_101299
ERR1912996.4547116__1.4547116	572010__hgdC_1
ERR1912996.4547206__1.4547206	301302__R5UP16__M72_22551
ERR1912996.4547269__1.4547269	74426__rpoB
ERR1912996.4547347__1.4547347	1393034__GCA_001552785.1_00503
ERR1912996.4547408__1.4547408	1897011__A0A1Q6RCX0__BHW41_05880
ERR1912996.4547695__1.4547695	1262882__R5MEK3__BN519_00296
ERR1912996.4547778__1.4547778	1680__A0A0C2YNK5__BADO_0780
ERR1912996.4547840__1.4547840	165179__A0A3E5EBY9__CFT61_01220
ERR1912996.4547817__1.4547817	1263000__R5EXT3__BN466_02213
ERR1912996.4548117__1.4548117	116085__D4J6V9__DW747_08450
ERR1912996.4548246__1.4548246	1680__A0A174BEE7__BSTER_1311
ERR1912996.4548423__1.4548423	165179__A0A3E5AER8__DXB80_07075
ERR1912996.4548662__1.4548662	1262936__R7J1E6__BN799_01664
ERR1912996.4548865__1.4548865	853__A8SCP3__C4N26_07960
ERR1912996.4548977__1.4548977	901__B6WVR4__DESPIGER_2125
ERR1912996.4548948__1.4548948	116085__D4J4J2__DW747_14050
ERR1912996.4549158__1.4549158	853__A0A2A7B9I6__DW855_13690
ERR1912996.4549257__1.4549257	33043__A0A174H1Y6__ERS852575_02698
ERR1912996.4549452__1.4549452	147206__GCF_000156215.1_01775
ERR1912996.4549475__1.4549475	1680__A0A0C2YNK5__BADO_0780
ERR1912996.4549490__1.4549490	853__A0A173RZ39__C4N22_01650
ERR1912996.4549600__1.4549600	301301__A0A395V736__ERS852391_01566
ERR1912996.4549984__1.4549984	901__B6WTX7__DESPIGER_1193
ERR1912996.4549954__1.4549954	901__A0A1K1LG50__DESPIG_01817
ERR1912996.4550158__1.4550158	165179__A0A3E5DX15__DXC61_00345
ERR1912996.4550283__1.4550283	2022527__A0A264YA09__CHL74_03035
ERR1912996.4550367__1.4550367	216816__B3DPC3__CE169_06855
ERR1912996.4550336__1.4550336	301302__R5UQK8__M72_11501
ERR1912996.4550595__1.4550595	1262911__R6H1D2__BN557_00855
ERR1912996.4550753__1.4550753	239935__A0A139TPD4__CXT86_06450
ERR1912996.4550937__1.4550937	1628085__A0A374VUI1__C7386_11920
ERR1912996.4550969__1.4550969	1262936__R7J5M6__BN799_00272
ERR1912996.4551100__1.4551100	1262911__R6GS70__BN557_00854
ERR1912996.4551114__1.4551114	216816__V6XY04__APK78_02285
ERR1912996.4551115__1.4551115	384638__B7AN60__BACPEC_00112
ERR1912996.4551124__1.4551124	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4551244__1.4551244	45851__D4RY62__BHV86_05035
ERR1912996.4551459__1.4551459	45851__D4S031__BHV86_10500
ERR1912996.4551757__1.4551757	40518__R5E1J7__RBL236_02062
ERR1912996.4551763__1.4551763	1680__A0A174BEE7__BSTER_1311
ERR1912996.4551950__1.4551950	1262936__R7J1R1__BN799_00897
ERR1912996.4552065__1.4552065	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.4552116__1.4552116	2022527__A0A264Y8G4__CHL74_05770
ERR1912996.4552175__1.4552175	1680__A0A1X3A951__AL0462_1583
ERR1912996.4552452__1.4552452	45851__D4RWS3__BUTYVIB_00110
ERR1912996.4552762__1.4552762	901__B6WY11__DESPIGER_1484
ERR1912996.4552785__1.4552785	45851__D4S184__BUTYVIB_01854
ERR1912996.4553118__1.4553118	165179__A0A3E5AER8__DXB80_07075
ERR1912996.4553243__1.4553243	1689__W2VGL2__BBDE_2013
ERR1912996.4553343__1.4553343	1680__A0A3E4SB79__BAD_1517
ERR1912996.4553379__1.4553379	1263027__R7AXU1__BN699_01239
ERR1912996.4553430__1.4553430	1262936__R7J3N4__BN799_00434
ERR1912996.4553662__1.4553662	1897011__A0A1Q6RFH2__BHW41_03500
ERR1912996.4553752__1.4553752	901__A0A1K1LG50__DESPIG_01817
ERR1912996.4553801__1.4553801	216816__E8MW20__DD674_07905
ERR1912996.4553979__1.4553979	1262936__R7J5J9__BN799_00247
ERR1912996.4554060__1.4554060	1262936__R7J358__BN799_01390
ERR1912996.4554875__1.4554875	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4555427__1.4555427	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4555398__1.4555398	1299998__GCA_001494635.1_00302
ERR1912996.4555607__1.4555607	74426__rpoC
ERR1912996.4555944__1.4555944	1897011__A0A1Q6RIA0__BHW41_01275
ERR1912996.4555970__1.4555970	165179__A0A3E5EDS1__DXC61_03115
ERR1912996.4556181__1.4556181	1680__A0A0B5BL52__ERS852382_00480
ERR1912996.4556149__1.4556149	1262936__R7J360__BN799_00345
ERR1912996.4556217__1.4556217	147206__GCF_000156215.1_01776
ERR1912996.4556416__1.4556416	626940__E8LFE6__DCQ00_00370
ERR1912996.4556494__1.4556494	901__B6WVX9__DESPIG_02247
ERR1912996.4556542__1.4556542	40518__R5DW64__RBL236_01394
ERR1912996.4556858__1.4556858	45851__D4S0P6__BUTYVIB_01665
ERR1912996.4557089__1.4557089	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1912996.4557421__1.4557421	165179__A0A229I1J2__DXB80_03950
ERR1912996.4557436__1.4557436	1262959__R5Y093__BN680_01301
ERR1912996.4557514__1.4557514	301302__A0A173T010__M72_26571
ERR1912996.4557588__1.4557588	239935__A0A2N8I390__CXU16_10675
ERR1912996.4557671__1.4557671	1680__A0A087DHN0__AL0462_1532
ERR1912996.4557737__1.4557737	147206__GCF_000156215.1_01777
ERR1912996.4557851__1.4557851	1262936__R7J3D8__BN799_00213
ERR1912996.4558107__1.4558107	1680__R5GSL8__DXD60_03315
ERR1912996.4558074__1.4558074	1263000__R5EXT3__BN466_02213
ERR1912996.4558134__1.4558134	1263000__R5EXT3__BN466_02213
ERR1912996.4558213__1.4558213	1262911__R6GKS1__BN557_00184
ERR1912996.4558287__1.4558287	1262936__R7J1I2__BN799_01776
ERR1912996.4558381__1.4558381	74426__rpoC
ERR1912996.4558627__1.4558627	1262936__R7J1V8__BN799_00957
ERR1912996.4558594__1.4558594	820__A0A173YYG4__evgS_3
ERR1912996.4558955__1.4558955	301302__R5UKP4__cbiT
ERR1912996.4559072__1.4559072	1263000__R5EKR4__BN466_01609
ERR1912996.4559170__1.4559170	216816__C5E9N8__DD678_02795
ERR1912996.4559268__1.4559268	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.4559849__1.4559849	45851__D4RW73__BHV86_06745
