ERR1913161.22__1.22	1550024__A0A0D8J179__ASJ35_09245
ERR1913161.845281__1.845281	745368__A0A1T4XIY7__SAMN02745178_01914
ERR1913161.845315__1.845315	239935__A0A2N8IZ16__CXT84_05850
ERR1913161.845337__1.845337	47678__R5UXJ2__DW706_08325
ERR1913161.845907__1.845907	328814__GCA_004558275.1_02022
ERR1913161.845916__1.845916	410072__A0A174CHL0__ERS852574_02022
ERR1913161.846047__1.846047	410072__C0BEV2__ERS852525_03010
ERR1913161.846188__1.846188	556259__E5C690__BSGG_1431
ERR1913161.846378__1.846378	1262924__R7HNZ2__BN585_02017
ERR1913161.846635__1.846635	357276__B6VXX7__HMPREF1063_02683
ERR1913161.846746__1.846746	39488__C0ET99__ERS852578_00102
ERR1913161.846931__1.846931	820__A0A374Q854__HMPREF1073_03281
ERR1913161.846961__1.846961	410072__C0B9G1__ERS852525_01203
ERR1913161.846963__1.846963	28118__F9Z920__B5F99_04535
ERR1913161.847053__1.847053	1262882__R5N1V0__BN519_00816
ERR1913161.847070__1.847070	1262882__R5MIW5__BN519_00945
ERR1913161.847293__1.847293	100886__A0A174JLG1__ybbH_2
ERR1913161.847391__1.847391	239935__A0A2N8HT18__CXT93_06135
ERR1913161.847543__1.847543	1235835__R9LCU2__C814_02677
ERR1913161.847705__1.847705	292800__A0A174T130__HMPREF9460_00060
ERR1913161.847816__1.847816	239935__A0A139TVJ4__CXT86_02020
ERR1913161.847831__1.847831	1262882__R5MZ41__BN519_00356
ERR1913161.847912__1.847912	239935__A0A2N8I3G2__CXT89_00720
ERR1913161.848011__1.848011	216816__A0A133LD41__NL89_06245
ERR1913161.848036__1.848036	1550024__G9RWW8__TQ39_12140
ERR1913161.848107__1.848107	821__A0A174NM17__lacZ_6
ERR1913161.848364__1.848364	1235835__R9LCU2__C814_02677
ERR1913161.848435__1.848435	1262882__R5N1T9__BN519_00804
ERR1913161.848954__1.848954	239935__A0A2N8I3G2__CXT89_00720
ERR1913161.849149__1.849149	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913161.849469__1.849469	239935__A0A2N8IVR0__CXT87_07115
ERR1913161.849736__1.849736	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913161.850189__1.850189	214856__I3YPI7__pepD_1
ERR1913161.850263__1.850263	823__E1YQ32__DXC05_04185
ERR1913161.850284__1.850284	239935__A0A139TPD4__CXT86_06450
ERR1913161.850420__1.850420	239935__A0A2N8HT68__ADH72_00510
ERR1913161.850468__1.850468	2173__A0A1D2WSN7__Msm_1465
ERR1913161.850525__1.850525	239935__A0A2N8HH03__CXU09_08875
ERR1913161.850587__1.850587	371601__A0A174FDF7__CW1_1994
ERR1913161.850597__1.850597	1550024__A0A0D8J0K7__TQ39_06245
ERR1913161.850815__1.850815	820__R9HUV5__HMPREF2141_02582
ERR1913161.850984__1.850984	357276__B6W5Q7__DXD47_13945
ERR1913161.851147__1.851147	239935__A0A2N8J1K0__CXT97_05765
ERR1913161.851184__1.851184	1262869__R7CQA4__BN625_01547
ERR1913161.851205__1.851205	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913161.851637__1.851637	28117__R7JN92__BHV66_00550
ERR1913161.851793__1.851793	820__A0A173WZS4__DXD90_10250
ERR1913161.852046__1.852046	239935__A0A2N8ITX2__CXT86_11265
ERR1913161.852193__1.852193	1262882__R5N0M6__BN519_00794
ERR1913161.852196__1.852196	47678__R5U558__ERS852558_02232
ERR1913161.852250__1.852250	1262882__R5N2A9__BN519_00921
ERR1913161.852431__1.852431	818__A0A174RFL1__ERS852511_03380
ERR1913161.852532__1.852532	544645__A0A3E4T917__DXC42_08350
ERR1913161.852587__1.852587	823__D7IT19__DHP27_03495
ERR1913161.852672__1.852672	1262882__R5N1T9__BN519_00804
ERR1913161.852836__1.852836	239935__A0A2N8IRH4__CXT92_05605
ERR1913161.852843__1.852843	1262882__R5MJ49__BN519_01124
ERR1913161.852913__1.852913	239935__A0A2N8I791__CXT99_09415
ERR1913161.852966__1.852966	1262882__R5MT08__BN519_01706
ERR1913161.853042__1.853042	410072__A0A174A5E2__dtpT
ERR1913161.853097__1.853097	239935__R7DVW2__CXU02_03915
ERR1913161.853147__1.853147	28117__B0MYI9__BHV66_05415
ERR1913161.853158__1.853158	1262992__R5D749__BN795_01063
ERR1913161.853422__1.853422	821__A0A0P0LQT3__DXC03_05050
ERR1913161.853626__1.853626	1262882__R5MGK3__BN519_00655
ERR1913161.853705__1.853705	1897011__A0A1Q6RBR9__BHW41_06830
ERR1913161.854048__1.854048	1235835__R9LCU2__C814_02677
ERR1913161.854164__1.854164	239935__A0A2N8HJX0__CXU19_08380
ERR1913161.854166__1.854166	2173__A5ULL1__Msm_0884
ERR1913161.854118__1.854118	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913161.854201__1.854201	39491__C4ZHS4__EUR_24420
ERR1913161.854204__1.854204	28117__B0MSS1__ALIPUT_00273
ERR1913161.854364__1.854364	147206__GCF_000156215.1_01775
ERR1913161.854458__1.854458	131111__K0YNQ6__CYJ25_03920
ERR1913161.854405__1.854405	1262882__R5MS31__BN519_01529
ERR1913161.854488__1.854488	371601__D6D5Q9__BN890_35020
ERR1913161.854592__1.854592	239935__A0A2N8IVR0__CXT87_07115
ERR1913161.854683__1.854683	1263000__R5EKG2__BN466_02040
ERR1913161.854885__1.854885	239935__A0A2N8HUU6__CXT90_06150
ERR1913161.854957__1.854957	239935__R6JFR5__CXT84_04850
ERR1913161.855160__1.855160	821__A0A173XDD3__DXB82_17180
ERR1913161.855302__1.855302	410072__A0A173YGR9__ERS852389_00952
ERR1913161.855347__1.855347	371601__C3QXN6__ERS852396_01055
ERR1913161.855352__1.855352	823__A0A395YZ10__NCTC11152_02955
ERR1913161.855648__1.855648	823__A0A395YS82__M091_1569
ERR1913161.855727__1.855727	1262882__R5N3T7__BN519_01188
ERR1913161.855850__1.855850	1262882__R5N048__BN519_00502
ERR1913161.855928__1.855928	487175__R5E4R8__HMPREF9439_00088
ERR1913161.856189__1.856189	39496__A5Z5I2__EUBVEN_00963
ERR1913161.856202__1.856202	1262911__R6GTG0__BN557_01247
ERR1913161.856317__1.856317	1262869__R7CTE2__BN625_00321
ERR1913161.856291__1.856291	638849__D1Y708__HMPREF7215_2793
ERR1913161.856335__1.856335	1550024__A0A0D8IZ65__TQ39_09425
ERR1913161.856352__1.856352	239935__A0A2N8HT44__CXT84_11035
ERR1913161.856357__1.856357	239935__A0A2N8HB50__CXU17_02615
ERR1913161.856452__1.856452	239935__R6J5N6__CXT99_10770
ERR1913161.856485__1.856485	823__A0A355XKQ8__DHP27_04010
ERR1913161.856597__1.856597	29361__B6FKH5__CLONEX_00621
ERR1913161.856788__1.856788	2293125__A0A374BIB7__DW917_16550
ERR1913161.856792__1.856792	2049039__A0A316SG69__DBY32_08730
ERR1913161.856981__1.856981	1262869__R7CN64__BN625_01154
ERR1913161.857004__1.857004	1262869__R7CT01__BN625_00786
ERR1913161.857144__1.857144	1262882__R5MXW0__BN519_00317
ERR1913161.857244__1.857244	214856__A0A174FWM7__ERS852559_00590
ERR1913161.857342__1.857342	371601__A0A1Y4V1T2__DXD80_18495
ERR1913161.857388__1.857388	28117__R7JIJ8__BHV66_01635
ERR1913161.857450__1.857450	28116__E5CCI3__NCTC11153_04275
ERR1913161.857533__1.857533	823__A6LHJ7__ERS852380_00253
ERR1913161.857597__1.857597	47678__A5ZEX0__DW706_08045
ERR1913161.857630__1.857630	821__A6L0C7__ERS852556_03520
ERR1913161.857740__1.857740	28117__B0MY45__ALIPUT_02164
ERR1913161.857986__1.857986	1393034__GCA_001552785.1_00728
ERR1913161.858074__1.858074	1160721__W0U3Q4__BHW50_08110
ERR1913161.858138__1.858138	1262882__R5MND9__BN519_00831
ERR1913161.858172__1.858172	360807__A0A173XR05__RIL183_10401
ERR1913161.858299__1.858299	47678__R5U206__C5Z00_07065
ERR1913161.858324__1.858324	2292352__A0A374UNZ9__DXC23_01520
ERR1913161.858434__1.858434	1262882__R5MF51__BN519_00287
ERR1913161.858467__1.858467	818__A0A0P0FC49__C799_02008
ERR1913161.858797__1.858797	214856__A0A174EQR4__rsmA
ERR1913161.858804__1.858804	2173__A5UL11__BK798_00645
ERR1913161.858875__1.858875	239935__R6JWJ7__CXT94_02580
ERR1913161.858972__1.858972	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913161.858946__1.858946	28117__B0MXX3__BHV66_07695
ERR1913161.859182__1.859182	823__A0A395YRW4__DD466_15895
ERR1913161.859280__1.859280	1262882__R5MZZ3__BN519_00482
ERR1913161.859289__1.859289	239935__A0A2N8HT18__CXT93_06135
ERR1913161.859421__1.859421	239935__R6K0V8__CXT94_02055
ERR1913161.859491__1.859491	239935__A0A2N8IUK0__CXU01_07370
ERR1913161.859715__1.859715	239935__A0A2N8IFA0__CXT92_02050
ERR1913161.859875__1.859875	239935__A0A2N8INZ4__CXU08_03560
ERR1913161.859969__1.859969	1262869__R7CSM2__BN625_00375
ERR1913161.860186__1.860186	239935__A0A2N8IMC3__CXT96_03840
ERR1913161.860249__1.860249	47678__R5U7P3__DXB67_08985
ERR1913161.860290__1.860290	1263000__R5EKG2__BN466_02040
ERR1913161.860716__1.860716	165179__A0A3E5DWZ6__DXC61_10880
ERR1913161.860935__1.860935	1262869__R7CUK0__BN625_00521
ERR1913161.860944__1.860944	823__A0A395Z0N9__DHW69_05890
ERR1913161.861006__1.861006	410072__C0BBK3__ERS852389_00541
ERR1913161.861046__1.861046	239935__A0A2N8I8X8__B5G29_00185
ERR1913161.861089__1.861089	2108523__A0A2P2FC94__LAWASA_3667
ERR1913161.861316__1.861316	239935__A0A2N8IHY1__CXU06_00035
ERR1913161.861400__1.861400	1262882__R5MF51__BN519_00287
ERR1913161.861552__1.861552	1262882__R5N708__BN519_00095
ERR1913161.861724__1.861724	552398__F4XHU2__HMPREF0866_03196
ERR1913161.861791__1.861791	544644__GCA_001915615.1_01910
ERR1913161.861940__1.861940	357276__I9QXD4__IY41_00345
ERR1913161.862055__1.862055	1262992__R5DDC9__BN795_00492
ERR1913161.862082__1.862082	2173__A0A1D2WT96__BK798_08100
ERR1913161.862087__1.862087	1263000__R5F0H4__BN466_00249
ERR1913161.862096__1.862096	1034346__A0A318KBZ2__DBX92_02930
ERR1913161.862106__1.862106	246787__A0A0P0GUU5__BACCELL_02894
ERR1913161.862115__1.862115	28117__B0MY40__BHV66_05170
ERR1913161.862190__1.862190	820__A0A139KHX1__HMPREF2141_00289
ERR1913161.862485__1.862485	239935__A0A2N8IHY1__CXU06_00035
ERR1913161.862614__1.862614	46503__R6Y901__HMPREF1060_01754
ERR1913161.862830__1.862830	1262992__R5D733__BN795_00375
ERR1913161.862989__1.862989	1262882__R5N5C3__BN519_01664
ERR1913161.863006__1.863006	410072__C0B8D2__DXD67_01675
ERR1913161.863016__1.863016	28117__B0MY41__BHV66_05165
ERR1913161.863066__1.863066	1550024__A0A3B9WGS9__ASJ35_05050
ERR1913161.863190__1.863190	2049039__A0A316S5S8__DBY32_08720
ERR1913161.863407__1.863407	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913161.863527__1.863527	1263030__R5CUH1__BN705_00716
ERR1913161.863547__1.863547	823__A0A395YSW8__CF162_05645
ERR1913161.863660__1.863660	1262882__R5N2A9__BN519_00921
ERR1913161.863718__1.863718	239935__A0A2N8HQY4__CXT99_03170
ERR1913161.863941__1.863941	301302__A0A173RJJ7__ERS852420_00620
ERR1913161.864045__1.864045	823__A0A355XIK0__CEQ22_011965
ERR1913161.864189__1.864189	1262882__R5MGX3__BN519_00046
ERR1913161.864369__1.864369	410072__A0A174M202__COPCOM_00641
ERR1913161.864332__1.864332	823__A0A073I5R7__cloSI
ERR1913161.864462__1.864462	410072__C0BBP9__ERS852525_00825
ERR1913161.864723__1.864723	28116__E5C3L8__DXF98_06270
ERR1913161.864924__1.864924	301302__A0A173T3P5__ERS852420_01836
ERR1913161.865211__1.865211	1262882__R5MLE6__BN519_01423
ERR1913161.865297__1.865297	357276__A0A076INK2__BSEG_04225
ERR1913161.865381__1.865381	1262929__R6F638__BN691_01259
ERR1913161.865615__1.865615	821__A0A174T998__DXB82_10860
ERR1913161.865642__1.865642	1262882__R5MRS7__BN519_01490
ERR1913161.865823__1.865823	357276__A0A0K2HHN3__GV66_08845
ERR1913161.866066__1.866066	410072__A0A173R660__ERS852389_00536
ERR1913161.866234__1.866234	47678__A5ZB44__C5Z00_17730
ERR1913161.866785__1.866785	328814__GCA_004558275.1_02023
ERR1913161.866930__1.866930	214856__A0A173YE57__ERS852559_00126
ERR1913161.867028__1.867028	239935__A0A139TPG3__CXT86_08810
ERR1913161.867065__1.867065	410072__A0A173XU61__ykvU
ERR1913161.867392__1.867392	357276__A0A0P0M2G3__BACDOR_03913
ERR1913161.867427__1.867427	239935__A0A2N8IKW7__pstA
ERR1913161.867572__1.867572	1262882__R5MFK5__BN519_00378
ERR1913161.867715__1.867715	291645__I9SGK8__HMPREF1068_00004
ERR1913161.868383__1.868383	630129__B6XT54__AH68_07860
ERR1913161.868457__1.868457	1034346__A0A318KEA4__DBX92_03675
ERR1913161.868593__1.868593	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913161.868624__1.868624	1262911__R6GHG8__BN557_01301
ERR1913161.868669__1.868669	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913161.868909__1.868909	301301__A0A395V7N0__ERS852391_02330
ERR1913161.869127__1.869127	154046__A0A3E3DP97__DXC39_02820
ERR1913161.869169__1.869169	1262882__R5MZZ3__BN519_00482
ERR1913161.869152__1.869152	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913161.869183__1.869183	28118__F9ZCA9__NCTC10826_03259
ERR1913161.869207__1.869207	1262869__R7CVG8__BN625_00795
ERR1913161.869261__1.869261	1262882__R5MJ49__BN519_01124
ERR1913161.869333__1.869333	239935__A0A2N8I7W6__CXT90_04245
ERR1913161.869410__1.869410	818__C6IJ08__BJP75_000645
ERR1913161.869681__1.869681	328814__GCA_004558275.1_01620
ERR1913161.869761__1.869761	97478__A0A1G9YXL3__BV56_1053
ERR1913161.869766__1.869766	1262882__R5N5W2__BN519_00074
ERR1913161.870045__1.870045	626930__F3PVE3__HMPREF9446_02721
ERR1913161.870091__1.870091	28117__B0MTV5__BHV66_06415
ERR1913161.870186__1.870186	1262882__R5MHZ2__BN519_00742
ERR1913161.870724__1.870724	239935__R6JAS2__CXU02_10725
ERR1913161.870918__1.870918	28117__B0MTV0__BHV66_06395
ERR1913161.871030__1.871030	823__A0A395YZG9__M092_4358
ERR1913161.871331__1.871331	239935__A0A2N8IG27__CXT85_07805
ERR1913161.872307__1.872307	239935__A0A2N8I368__CXT95_04550
ERR1913161.872407__1.872407	53442__A0A1E7S3R5__SAMN04515649_10324
ERR1913161.872564__1.872564	357276__I8VLL2__HMPREF1065_03395
ERR1913161.872712__1.872712	1262882__R5MF51__BN519_00287
ERR1913161.872746__1.872746	239935__A0A2N8IRW0__A4V05_11620
ERR1913161.872832__1.872832	1262911__R6H1D2__BN557_00855
ERR1913161.872968__1.872968	1262882__R5MIC9__BN519_00834
ERR1913161.872991__1.872991	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913161.873188__1.873188	106588__A6NWG1__BACCAP_02555
ERR1913161.873297__1.873297	1262882__R5MLK3__BN519_00491
ERR1913161.873380__1.873380	47678__R5UER2__CGC64_00710
ERR1913161.873657__1.873657	39488__A0A173UK14__araC_3
ERR1913161.873715__1.873715	239935__A0A2N8I8X8__B5G29_00185
ERR1913161.873753__1.873753	818__A0A139KKJ5__Btheta7330_00072
ERR1913161.874111__1.874111	28118__A0A1Y3Y204__NCTC10826_02015
ERR1913161.874183__1.874183	1235835__R9LCU2__C814_02677
ERR1913161.874187__1.874187	2173__A0A1D2WS51__METSMIALI_00230
ERR1913161.874212__1.874212	239935__A0A2N8HB50__CXU17_02615
ERR1913161.874440__1.874440	10678__GeneID:2777395
ERR1913161.874656__1.874656	1160721__W0U3C6__BHW50_11080
ERR1913161.874710__1.874710	239935__A0A2N8I6R6__CXU04_04335
ERR1913161.874785__1.874785	239935__A0A2N8IEP3__CXT84_03735
ERR1913161.874876__1.874876	1262882__R5MIW5__BN519_00945
ERR1913161.875077__1.875077	1550024__A0A0D8IY45__ASJ35_05575
ERR1913161.875367__1.875367	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913161.875451__1.875451	1981510__A0A2K9P4C2__B9O19_01966
ERR1913161.875414__1.875414	457421__C5ERC0__CBFG_04276
ERR1913161.875631__1.875631	1262911__R6H2J2__BN557_01228
ERR1913161.875658__1.875658	39488__C0EVP9__ERS852450_03163
ERR1913161.875723__1.875723	357276__A0A076IYG1__B5F95_22465
ERR1913161.875753__1.875753	301301__A0A395V948__rsgA_2
ERR1913161.876081__1.876081	823__A6LEF1__CF162_12695
ERR1913161.876214__1.876214	1262869__R7CSS2__BN625_00473
ERR1913161.876261__1.876261	1235835__R9LCU2__C814_02677
ERR1913161.876624__1.876624	853__A0A173RZ39__C4N22_01650
ERR1913161.876698__1.876698	1262882__R5MEN2__BN519_00200
ERR1913161.876699__1.876699	239935__A0A2N8HZW2__A4V05_11120
ERR1913161.876791__1.876791	309806__C1DWV9__SULAZ_1635
ERR1913161.876870__1.876870	1263005__R6ERA6__BN497_00705
ERR1913161.877127__1.877127	821__A0A3E4HP25__SAMN04487923_102450
ERR1913161.877186__1.877186	823__A0A173TMY6__M096_4753
ERR1913161.877341__1.877341	1262882__R5MHZ2__BN519_00742
ERR1913161.877805__1.877805	1262777__R5VLR4__BN512_00267
ERR1913161.877814__1.877814	1262882__R5MND9__BN519_00831
ERR1913161.877869__1.877869	28116__A7M617__SAMN05192582_105025
ERR1913161.877903__1.877903	40518__R5DVH6__DXD86_08955
ERR1913161.877955__1.877955	1262869__R7CPH9__BN625_01415
ERR1913161.878080__1.878080	47678__R5UWN2__BACCAC_01649
ERR1913161.878556__1.878556	1262882__R5N587__BN519_01643
ERR1913161.878611__1.878611	28118__R6F7E0__SAMEA44545918_02355
ERR1913161.878586__1.878586	1683__C4FGI7__BIANG_0957
ERR1913161.878589__1.878589	239935__A0A2N8IVR0__CXT87_07115
ERR1913161.878838__1.878838	2173__A5ULD0__BK798_05990
ERR1913161.878989__1.878989	1897011__A0A1Q6RI94__BHW41_01260
ERR1913161.879035__1.879035	216816__C5EC66__tcrA
ERR1913161.879242__1.879242	1965569__A0A1Y4NK94__B5F07_19320
ERR1913161.879479__1.879479	47678__R5UXJ2__DW706_08325
ERR1913161.879875__1.879875	820__A0A174TRB5__DXD40_11305
ERR1913161.880026__1.880026	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1913161.880027__1.880027	1297617__A0A2U1C164__BIV19_07970
ERR1913161.880303__1.880303	458033__GCA_001482755.1_02203
ERR1913161.880400__1.880400	1262882__R5ML49__BN519_01361
ERR1913161.880495__1.880495	216816__A0A061M1M5__HMPREF0177_01046
ERR1913161.880498__1.880498	1262882__R5MEK3__BN519_00296
ERR1913161.880504__1.880504	821__A0A174NM17__lacZ_6
ERR1913161.880566__1.880566	138595__GCF_000468755.1_01268
ERR1913161.880605__1.880605	823__A0A355XKQ8__DHP27_04010
ERR1913161.880612__1.880612	328814__GCA_004558275.1_01620
ERR1913161.880999__1.880999	1262924__R7HQD9__BN585_00129
ERR1913161.881120__1.881120	239935__A0A2N8HB50__CXU17_02615
ERR1913161.881267__1.881267	1262869__R7CL54__BN625_00830
ERR1913161.881535__1.881535	343516__GeneID:3952998
ERR1913161.881871__1.881871	239935__A0A2N8IVR0__CXT87_07115
ERR1913161.881945__1.881945	823__A0A173W8N5__ERS852513_00780
ERR1913161.882191__1.882191	239935__A0A2N8HEH9__CXU07_11710
ERR1913161.882204__1.882204	290053__E6SQG9__Bache_3088
ERR1913161.882236__1.882236	239935__A0A2N8HHY4__DEF40_10850
ERR1913161.882331__1.882331	1262882__R5MGX3__BN519_00046
ERR1913161.882450__1.882450	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913161.882485__1.882485	301301__A0A395V948__rsgA_2
ERR1913161.882493__1.882493	1897011__A0A1Q6REX0__BHW41_04225
ERR1913161.882495__1.882495	1472761__GCA_002159295.1_00731
ERR1913161.882557__1.882557	1550024__G9RWR2__TQ39_04385
ERR1913161.882694__1.882694	357276__A0A076IN30__DXD47_09350
ERR1913161.882890__1.882890	214856__I3YPP0__ERS852447_01388
ERR1913161.883164__1.883164	821__A0A3E4XY72__NCTC10583_01067
ERR1913161.883262__1.883262	371601__A0A174AP70__SAMN05216250_110105
ERR1913161.883370__1.883370	1550024__A0A0D8IZ65__TQ39_09425
ERR1913161.883436__1.883436	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913161.883644__1.883644	410072__A0A174L0Z1__ERS852525_00863
ERR1913161.884087__1.884087	820__A0A1T4IYF4__mprA_1
ERR1913161.884061__1.884061	74426__nifJ
ERR1913161.884318__1.884318	328814__GCA_004558275.1_02025
ERR1913161.884481__1.884481	1263005__R6F067__BN497_00409
ERR1913161.884780__1.884780	1262882__R5MIW5__BN519_00945
ERR1913161.884802__1.884802	301301__A0A395V736__ERS852391_01566
ERR1913161.884916__1.884916	1262869__R7CUK0__BN625_00521
ERR1913161.884982__1.884982	28117__B0MUX7__ALIPUT_00918
ERR1913161.885292__1.885292	1262882__R5MFT7__BN519_00494
ERR1913161.885423__1.885423	1262924__R7HRJ9__BN585_00557
ERR1913161.885488__1.885488	239935__A0A2N8I3G2__CXT89_00720
ERR1913161.885652__1.885652	371601__A0A1Y4V1T2__DXD80_18495
ERR1913161.885877__1.885877	1262992__R5DCM8__BN795_01561
ERR1913161.885990__1.885990	357276__A0A0M1W657__HMPREF1064_04629
ERR1913161.886045__1.886045	28116__E5CCI3__NCTC11153_04275
ERR1913161.886465__1.886465	328814__GCA_004558275.1_01205
ERR1913161.886510__1.886510	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913161.886848__1.886848	1683__C4FCW5__BIFANG_02141
ERR1913161.886909__1.886909	1124654__GeneID:14005781
ERR1913161.886892__1.886892	239935__A0A2N8HSC0__CXU06_05505
ERR1913161.887084__1.887084	357276__D1JY58__BACDOR_04277
ERR1913161.887134__1.887134	1550024__G9RWR2__TQ39_04385
ERR1913161.887140__1.887140	1262882__R5MND9__BN519_00831
ERR1913161.887551__1.887551	39492__D4JUJ6__ssuB_2
ERR1913161.887608__1.887608	1262869__R7CKK9__BN625_00850
ERR1913161.887613__1.887613	239935__A0A2N8I791__CXT99_09415
ERR1913161.887647__1.887647	187327__G4Q682__Acin_1672
ERR1913161.887689__1.887689	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913161.887972__1.887972	823__A0A174VHT1__DHP27_04775
ERR1913161.888123__1.888123	1262869__R7CPN9__BN625_01440
ERR1913161.888841__1.888841	246787__I9QX02__HMPREF1062_01641
ERR1913161.888825__1.888825	47678__R5U9X5__BACCAC_01339
ERR1913161.888891__1.888891	1550024__G9RXA8__TQ39_17870
ERR1913161.888944__1.888944	47678__R5U8Y1__BACCAC_02615
ERR1913161.888987__1.888987	2108523__A0A2P2F5G5__LAWASA_1244
ERR1913161.888994__1.888994	239935__A0A139TMD2__CXU18_02250
ERR1913161.889296__1.889296	239935__R6JFR5__CXT84_04850
ERR1913161.889585__1.889585	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913161.889848__1.889848	1550024__A0A0D8IYB1__TQ39_12130
ERR1913161.889851__1.889851	301301__A0A395VG30__RHOM_05975
ERR1913161.890139__1.890139	823__A0A355XEX9__ERS852560_03521
ERR1913161.890367__1.890367	1604__E4SIL2__LA20531_10470
ERR1913161.890551__1.890551	239935__A0A2N8IJI1__B5G29_04615
ERR1913161.890602__1.890602	1262882__R5N526__BN519_01603
ERR1913161.890777__1.890777	239935__A0A2N8IRW0__A4V05_11620
ERR1913161.890895__1.890895	214856__A0A174ZED5__ERS852559_00591
ERR1913161.890995__1.890995	1262882__R5MYS9__BN519_00290
ERR1913161.891164__1.891164	1262992__R5DCV6__BN795_00412
ERR1913161.891237__1.891237	1160721__R6U983__RBI_I00047
ERR1913161.891462__1.891462	28117__R7JIJ8__BHV66_01635
ERR1913161.891505__1.891505	28118__R6FET8__DHW44_06635
ERR1913161.891672__1.891672	1683__C4FH23__BBAG_0228
ERR1913161.891681__1.891681	2173__A0A1D2WVA1__Msm_0411
ERR1913161.891883__1.891883	610243__A0A060QJF7__ASAP_2763
ERR1913161.891972__1.891972	820__R9I2U8__DXC68_09590
ERR1913161.891986__1.891986	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913161.892039__1.892039	1550024__G9RPC6__TQ39_05630
ERR1913161.892040__1.892040	239935__A0A2N8IMD6__CXU03_05585
ERR1913161.892057__1.892057	239935__A0A2N8HAQ1__DEF40_05290
ERR1913161.892072__1.892072	487175__F3QN25__HMPREF9439_02355
ERR1913161.892185__1.892185	823__A0A355XEX9__ERS852560_03521
ERR1913161.892355__1.892355	28117__B0MZ14__ALIPUT_02383
ERR1913161.892415__1.892415	1263005__R6EZK9__BN497_01649
ERR1913161.892626__1.892626	1683__A0A126SUT4__BIANG_1321
ERR1913161.892785__1.892785	291645__I8XPK0__HMPREF1068_01554
