ERR1913209.41__1.41	39492__D4JTU4__ykfG
ERR1913209.859631__1.859631	28052__R7NFQ5__ERS852499_01906
ERR1913209.859738__1.859738	172901__A0A2U1AQF8__C8D82_12586
ERR1913209.859763__1.859763	39485__A0A174ZJ13__ssuB
ERR1913209.859793__1.859793	39490__U2Q312__ERS852448_03061
ERR1913209.859798__1.859798	1262882__R5MGX3__BN519_00046
ERR1913209.860336__1.860336	1262744__R6FG43__BN744_02322
ERR1913209.860722__1.860722	10678__GeneID:2777481
ERR1913209.860728__1.860728	39491__A0A2U2EKL1__ERS852580_00911
ERR1913209.860748__1.860748	28117__R7JIJ8__BHV66_01635
ERR1913209.860824__1.860824	1262882__R5N0H9__BN519_00764
ERR1913209.860865__1.860865	823__A6LHU5__M092_0203
ERR1913209.860889__1.860889	28117__B0MVL2__BHV66_01645
ERR1913209.861058__1.861058	39491__A0A173VYV1__DXC13_02710
ERR1913209.861291__1.861291	28026__A0A072MUU6__DXD87_08375
ERR1913209.861450__1.861450	820__A7V470__HMPREF1072_02076
ERR1913209.861511__1.861511	310298__B3JED9__BACCOP_00230
ERR1913209.861532__1.861532	28117__B0MT73__ALIPUT_00412
ERR1913209.861568__1.861568	823__A0A395YS82__M091_1569
ERR1913209.861702__1.861702	239935__A0A2N8I3G2__CXT89_00720
ERR1913209.861715__1.861715	1262921__R5M951__BN473_02141
ERR1913209.861813__1.861813	28052__R7NAP6__ERS852499_01969
ERR1913209.861992__1.861992	1262921__R5M951__BN473_02141
ERR1913209.862154__1.862154	1897011__A0A1Q6RET2__BHW41_04000
ERR1913209.862219__1.862219	172901__A0A2U1B057__C8D82_11267
ERR1913209.862167__1.862167	1262882__R5MM90__BN519_01721
ERR1913209.862376__1.862376	39491__C4Z9D4__DXD95_00055
ERR1913209.862467__1.862467	46228__V8BSH8__HMPREF1202_02173
ERR1913209.862599__1.862599	338188__R6S5J0__HMPREF1057_01983
ERR1913209.862613__1.862613	823__A0A173W8N5__ERS852513_00780
ERR1913209.862984__1.862984	1262882__R5MHQ8__BN519_00707
ERR1913209.863277__1.863277	28117__B0MUL5__ALIPUT_00722
ERR1913209.863365__1.863365	1262958__R7GZI3__BN645_01811
ERR1913209.863423__1.863423	39485__C4Z0T2__ykvU
ERR1913209.863432__1.863432	1262911__R6GUE9__BN557_01306
ERR1913209.863518__1.863518	357276__B6W1Y5__IY41_11405
ERR1913209.863618__1.863618	301302__R5VFU2__xynA1
ERR1913209.863862__1.863862	28026__C0BV24__DXC75_08705
ERR1913209.863831__1.863831	357276__E5UTL1__HMPREF1065_03551
ERR1913209.864293__1.864293	246787__R6LGA6__tmoS_11
ERR1913209.864311__1.864311	1262882__R5MH82__BN519_00752
ERR1913209.864376__1.864376	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913209.864394__1.864394	823__A0A173V751__DXD05_02690
ERR1913209.864450__1.864450	218538__C9LPF0__GCWU000321_01429
ERR1913209.864831__1.864831	39491__C4ZAT2__ERE_28440
ERR1913209.864882__1.864882	1262882__R5N3T7__BN519_01188
ERR1913209.864905__1.864905	39492__D4JS87__EUBSIR_02328
ERR1913209.864980__1.864980	33039__A0A174ZIS2__RTO_10090
ERR1913209.865107__1.865107	1099853__U5CMG7__NSB1T_07970
ERR1913209.865236__1.865236	74426__rplS
ERR1913209.865237__1.865237	1352__A0A242BI37__tetA
ERR1913209.865198__1.865198	10678__GeneID:2777431
ERR1913209.865205__1.865205	853__A0A173T751__C4N24_10280
ERR1913209.865160__1.865160	458033__GCA_001482755.1_02203
ERR1913209.865164__1.865164	1262882__R5N526__BN519_01603
ERR1913209.865540__1.865540	1150298__A0A174E950__ERS852498_02096
ERR1913209.865584__1.865584	28026__C0BRH8__DXA79_08795
ERR1913209.865615__1.865615	46228__V8CG89__RUMLAC_00663
ERR1913209.865881__1.865881	820__A0A174CG08__DXB62_13215
ERR1913209.866038__1.866038	39492__D4JR58__EUBSIR_02090
ERR1913209.866066__1.866066	562__P0AF07__motB_2
ERR1913209.866404__1.866404	166486__D4L2T9__lytM
ERR1913209.866450__1.866450	1262882__R5MJ49__BN519_01124
ERR1913209.866452__1.866452	39488__R5GAY8__EUBHAL_01199
ERR1913209.866463__1.866463	357276__I9RAC4__BSEG_00561
ERR1913209.866728__1.866728	239935__A0A139TMG9__CXU07_10650
ERR1913209.866847__1.866847	246787__R6K756__HMPREF1062_01819
ERR1913209.866977__1.866977	1262700__R5XLR7__BN695_01670
ERR1913209.866964__1.866964	1262921__R5M3E4__BN473_00712
ERR1913209.867038__1.867038	357276__B6VVS0__HMPREF1064_03951
ERR1913209.867082__1.867082	357276__A0A076IIL0__EL88_03065
ERR1913209.867090__1.867090	310298__B3JGL4__BACCOP_01016
ERR1913209.867076__1.867076	28116__F7LC60__AA414_00422
ERR1913209.867139__1.867139	239935__A0A2N8HSC0__CXU06_05505
ERR1913209.867224__1.867224	40520__R7D610__ERS852533_02951
ERR1913209.867451__1.867451	1150298__A0A174QNY9__ERS852498_01028
ERR1913209.867495__1.867495	39491__A0A173TAZ5__DXB99_09520
ERR1913209.867538__1.867538	1262824__R6S4J6__BN719_00365
ERR1913209.867902__1.867902	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913209.867941__1.867941	39491__A0A395ZHW3__ERS852417_01359
ERR1913209.868118__1.868118	821__A0A3E4XY72__NCTC10583_01067
ERR1913209.868179__1.868179	1150298__R7JXH6__mecR1
ERR1913209.868437__1.868437	823__D0TAX5__HMPREF1075_01064
ERR1913209.868476__1.868476	10678__GeneID:2777379
ERR1913209.868477__1.868477	28026__A0A072MUU6__DXD87_08375
ERR1913209.868630__1.868630	823__C7XA51__BDI_0499
ERR1913209.868935__1.868935	1262882__R5MGI7__BN519_00643
ERR1913209.869066__1.869066	1262882__R5MQ63__BN519_01173
ERR1913209.869084__1.869084	562__P0ADK7__yibA
ERR1913209.869154__1.869154	1304__J7TYF2__hk13_3
ERR1913209.869292__1.869292	454155__F3QTG9__HMPREF9442_01487
ERR1913209.869311__1.869311	239935__A0A139TPD4__CXT86_06450
ERR1913209.869336__1.869336	418240__C6JEJ0__ERS852478_00752
ERR1913209.869370__1.869370	39486__B0G3R8__DXB12_09875
ERR1913209.869426__1.869426	853__A0A2A7B1Y7__C7K05_11930
ERR1913209.869505__1.869505	357276__I8WC65__EL88_00520
ERR1913209.869700__1.869700	204516__U6R8I1__HMPREF1534_03341
ERR1913209.869717__1.869717	1099853__U5CA60__NSB1T_01535
ERR1913209.869776__1.869776	1262744__R6F7Y4__BN744_00645
ERR1913209.869784__1.869784	1262882__R5MGX3__BN519_00046
ERR1913209.869830__1.869830	357276__A0A076IN30__DXD47_09350
ERR1913209.869847__1.869847	1262882__R5N532__BN519_01420
ERR1913209.869934__1.869934	357276__A0A076J4B1__DXD47_03445
ERR1913209.869976__1.869976	821__A0A395VIK7__BVU_1225
ERR1913209.870087__1.870087	562__P77789__fimF_3
ERR1913209.870319__1.870319	1262882__R5N3H1__BN519_01121
ERR1913209.870373__1.870373	1262882__R5N3H1__BN519_01121
ERR1913209.870432__1.870432	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913209.870501__1.870501	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913209.870560__1.870560	562__Q8XBR9__G770_00628
ERR1913209.870564__1.870564	1263000__R5EHI3__BN466_01684
ERR1913209.870619__1.870619	39491__C4Z8S1__DXB76_06750
ERR1913209.870666__1.870666	239935__A0A2N8IMC9__CXU09_02095
ERR1913209.870678__1.870678	214856__A0A173W3Y5__ERS852559_02032
ERR1913209.870739__1.870739	239935__A0A139TQT9__Amuc_1197
ERR1913209.870750__1.870750	28026__A0A0A7I510__DXD87_07495
ERR1913209.871107__1.871107	674529__R6UXP9__SAMN05444400_11577
ERR1913209.871262__1.871262	1262882__R5MIC9__BN519_00834
ERR1913209.871277__1.871277	823__A0A174U5E4__BDI_3390
ERR1913209.871379__1.871379	1150298__A0A174LYE0__ERS852535_00529
ERR1913209.871352__1.871352	357276__A0A0K2HDP3__IY41_00705
ERR1913209.871687__1.871687	239935__A0A2N8HUU6__CXT90_06150
ERR1913209.871737__1.871737	310298__B3JQJ5__BACCOP_04231
ERR1913209.871693__1.871693	39492__D4JTB5__EUBSIR_01720
ERR1913209.871851__1.871851	1263000__R5ESM1__BN466_01440
ERR1913209.871902__1.871902	1042156__F7V3A8__HipB
ERR1913209.871930__1.871930	1262743__R5C054__BN727_01980
ERR1913209.872092__1.872092	1150298__A0A174U7I9__ERS852406_02991
ERR1913209.872118__1.872118	239935__A0A2N8HDT1__CXT94_05270
ERR1913209.872126__1.872126	39491__A0A395UWA3__DXB69_11805
ERR1913209.872130__1.872130	39492__D4JSU6__dacB_3
ERR1913209.872163__1.872163	46228__V8BSH8__HMPREF1202_02173
ERR1913209.872268__1.872268	28117__B0MWP2__ALIPUT_01468
ERR1913209.872296__1.872296	1262882__R5N3T7__BN519_01188
ERR1913209.872467__1.872467	106588__A6NUL8__BACCAP_01900
ERR1913209.872540__1.872540	357276__B6W1Y1__BSEG_03960
ERR1913209.872507__1.872507	1262882__R5MM90__BN519_01721
ERR1913209.872736__1.872736	1262882__R5MMD8__BN519_01576
ERR1913209.872787__1.872787	204516__U6RFU0__HMPREF1534_02545
ERR1913209.872847__1.872847	214856__R6YD52__ERS852447_02171
ERR1913209.872967__1.872967	1262882__R5MKV8__BN519_01281
ERR1913209.872969__1.872969	823__A0A078SLK0__ERS852513_02755
ERR1913209.873105__1.873105	1262882__R5MKL9__BN519_00353
ERR1913209.873417__1.873417	1262911__R6HN72__BN557_00911
ERR1913209.873456__1.873456	1150298__A0A174S911__ERS852406_01972
ERR1913209.873678__1.873678	39492__D4JX87__EUBSIR_00361
ERR1913209.873910__1.873910	1262744__R6FNM4__BN744_02259
ERR1913209.874056__1.874056	214856__R6XUN2__rcsC_1
ERR1913209.874077__1.874077	310298__B3JPY4__BACCOP_04016
ERR1913209.874099__1.874099	1262918__R5CBG7__BN458_01203
ERR1913209.874396__1.874396	1897011__A0A1Q6REX8__BHW41_04475
ERR1913209.874463__1.874463	301302__A0A0M6WIX9__ERS852420_01972
ERR1913209.874761__1.874761	820__A0A374MMF0__HMPREF1073_03811
ERR1913209.874938__1.874938	39492__D4JRM9__bglB_2
ERR1913209.874949__1.874949	1262882__R5MSX6__BN519_01697
ERR1913209.875042__1.875042	446660__GCA_003428235.1_00299
ERR1913209.875084__1.875084	820__A0A3E4G493__ERS417307_00253
ERR1913209.875307__1.875307	239935__A0A2N8HEH9__CXU07_11710
ERR1913209.875312__1.875312	10678__GeneID:2777431
ERR1913209.875318__1.875318	853__A0A2A7B1Y7__C7K05_11930
ERR1913209.875460__1.875460	562__P26458__cydB
ERR1913209.875735__1.875735	39492__D4JSS9__btuF
ERR1913209.875764__1.875764	399742__A0A2A3WWQ3__Ent638_1356
ERR1913209.876023__1.876023	39492__D4JU31__ERS852540_00198
ERR1913209.876184__1.876184	823__A0A174VHT1__DHP27_04775
ERR1913209.876436__1.876436	239935__A0A2N8IV82__CXT99_06735
ERR1913209.876454__1.876454	39486__B0G8E4__HMPREF9457_00475
ERR1913209.876513__1.876513	239935__A0A2N8ITG2__Amuc_0335
ERR1913209.876761__1.876761	551989__A0A1I7C7L3__SAMN05192562_103316
ERR1913209.876969__1.876969	823__A0A355XJ56__DDY96_07685
ERR1913209.877141__1.877141	1124654__GeneID:14005780
ERR1913209.877439__1.877439	823__A6LEF3__ERS852560_01356
ERR1913209.877518__1.877518	1262882__R5MLA4__BN519_01536
ERR1913209.877738__1.877738	626930__F3PVE2__HMPREF9446_02720
ERR1913209.877749__1.877749	562__P0AF07__motB_2
ERR1913209.877804__1.877804	360807__A0A1Q6T7T2__artP
ERR1913209.877939__1.877939	564886__GeneID:6973115
ERR1913209.877975__1.877975	823__A0A355XKQ8__DHP27_04010
ERR1913209.878055__1.878055	239935__A0A2N8HT44__CXT84_11035
ERR1913209.878183__1.878183	246787__R6LCC2__BACCELL_00607
ERR1913209.878193__1.878193	39492__D4JWB3__EUBSIR_00040
ERR1913209.878437__1.878437	1262743__R5C054__BN727_01980
ERR1913209.878475__1.878475	357276__A0A0K2HDP3__IY41_00705
ERR1913209.878608__1.878608	649756__D4MY98__cutC
ERR1913209.878527__1.878527	204516__U6R8I1__HMPREF1534_03341
ERR1913209.878728__1.878728	357276__B6W5Q9__HMPREF1063_03125
ERR1913209.878790__1.878790	471189__GCA_003340385.1_00247
ERR1913209.878925__1.878925	820__A0A3E4G8F8__ERS852421_01645
ERR1913209.879273__1.879273	563769__GeneID:6972918
ERR1913209.879477__1.879477	28117__B0MSS1__ALIPUT_00273
ERR1913209.879495__1.879495	39492__D4JUD7__EUBSIR_01877
ERR1913209.879507__1.879507	1160721__R6U5L6__RBI_I01802
ERR1913209.879521__1.879521	626931__K9E990__DXB65_17365
ERR1913209.879595__1.879595	246787__I8V2S2__BACCELL_02524
ERR1913209.879700__1.879700	246787__A0A0P0FSC9__BACCELL_02534
ERR1913209.879716__1.879716	1262921__R5M9E5__BN473_02191
ERR1913209.879753__1.879753	10678__GeneID:2777432
ERR1913209.879809__1.879809	74426__infB
ERR1913209.879867__1.879867	40518__R5E0F2__RBATCC27255_01890
ERR1913209.879988__1.879988	218538__C9LPE5__GCWU000321_01424
ERR1913209.880016__1.880016	10678__GeneID:2777432
ERR1913209.880116__1.880116	1262882__R5MLP5__BN519_01602
ERR1913209.880187__1.880187	1147151__GeneID:14182066
ERR1913209.880255__1.880255	357276__A0A0K2HDP3__IY41_00705
ERR1913209.880296__1.880296	820__A0A3E4RUC4__DHU98_02635
ERR1913209.880428__1.880428	46228__B5CPX5__RUMLAC_01520
ERR1913209.880694__1.880694	1262992__R5DDC9__BN795_00492
ERR1913209.880818__1.880818	357276__I9QBT7__BSEG_03340
ERR1913209.881171__1.881171	357276__D1K3K9__EL88_23995
ERR1913209.881271__1.881271	39492__D4JT87__clpC
ERR1913209.881596__1.881596	39492__D4JU81__xseA
ERR1913209.881740__1.881740	28117__B0MZ14__ALIPUT_02383
ERR1913209.881998__1.881998	1235798__R9NB29__C817_01776
ERR1913209.882515__1.882515	820__A0A139KEW8__DXB64_06405
ERR1913209.882542__1.882542	204516__U6REI9__HMPREF1534_02357
ERR1913209.882718__1.882718	1262882__R5N526__BN519_01603
ERR1913209.882769__1.882769	301302__A0A0M6WWC3__M72_11371
ERR1913209.883116__1.883116	1378168__V2YA11__N510_02528
ERR1913209.883023__1.883023	1472761__GCA_002159295.1_00744
ERR1913209.883184__1.883184	1150298__A0A174S911__ERS852406_01972
ERR1913209.883334__1.883334	1147144__GeneID:14182120
ERR1913209.883346__1.883346	562__P52045__CW278_17595
ERR1913209.883385__1.883385	1262921__R5M9E5__BN473_02191
ERR1913209.883416__1.883416	823__D0T9E4__DHW69_09115
ERR1913209.884108__1.884108	46228__V8CBX9__HMPREF1202_00568
ERR1913209.884429__1.884429	28117__B0MY40__BHV66_05170
ERR1913209.884635__1.884635	28117__B0MY41__BHV66_05165
ERR1913209.884671__1.884671	166486__D4KUL4__pemA
ERR1913209.884803__1.884803	418240__A0A173WVP8__acm
ERR1913209.884814__1.884814	823__C7XA51__BDI_0499
ERR1913209.884892__1.884892	88431__A0A174L1Y3__cat
ERR1913209.885104__1.885104	246787__R6KBH9__HMPREF1062_04676
ERR1913209.885182__1.885182	46503__K5ZBF7__DD461_15285
ERR1913209.885254__1.885254	239935__A0A2N8HB50__CXU17_02615
ERR1913209.885638__1.885638	820__A7VAR9__ERS852421_00197
ERR1913209.885774__1.885774	28117__B0MU58__BHV66_05630
ERR1913209.885880__1.885880	817__A0A016CCS1__CQW33_01259
ERR1913209.885936__1.885936	46503__R6X0R5__DXB85_12380
ERR1913209.886023__1.886023	1262911__R6GT12__BN557_01070
ERR1913209.886118__1.886118	239935__A0A2N8IRH4__CXT92_05605
ERR1913209.886350__1.886350	563769__GeneID:6973158
ERR1913209.886353__1.886353	823__A6LBY1__ERS852380_00510
ERR1913209.886562__1.886562	1262921__R5M3E4__BN473_00712
ERR1913209.886628__1.886628	1150298__A0A174MFD0__degA_1
ERR1913209.886606__1.886606	1150298__A0A174CCD5__ERS852406_01310
ERR1913209.887260__1.887260	357276__A0A076IN21__BSEG_03078
ERR1913209.887355__1.887355	1150298__A0A174N5I7__ERS852498_01953
ERR1913209.887626__1.887626	46503__A7AG59__ERS852463_00349
ERR1913209.887576__1.887576	1262882__R5MIC9__BN519_00834
ERR1913209.887923__1.887923	820__A0A3E4VZT7__DXB48_16145
ERR1913209.888009__1.888009	39492__R6SA81__EUBSIR_00402
ERR1913209.888171__1.888171	28026__A0A395ZJF9__DXC45_08695
ERR1913209.888239__1.888239	1150298__A0A174J629__ERS852498_00833
ERR1913209.888500__1.888500	1262882__R5MKV8__BN519_01281
ERR1913209.888507__1.888507	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913209.889000__1.889000	823__K6AS99__ERS852429_01856
ERR1913209.889346__1.889346	39491__A0A395ZM93__DXD13_03490
ERR1913209.889510__1.889510	626930__F3PVE2__HMPREF9446_02720
ERR1913209.889528__1.889528	820__A0A139JRH8__HMPREF2141_04326
ERR1913209.889654__1.889654	1263000__R5EXT3__BN466_02213
ERR1913209.889659__1.889659	1262921__R5M7E3__BN473_01889
ERR1913209.889682__1.889682	1262882__R5MM69__BN519_00075
ERR1913209.889689__1.889689	820__A0A396EXA7__DXB37_15530
ERR1913209.889862__1.889862	564__B7LVH7__VL22_0208320
ERR1913209.889922__1.889922	214856__A0A173XSY7__ERS852447_00494
ERR1913209.890010__1.890010	239935__B2URG6__CXU02_00030
ERR1913209.890081__1.890081	1099853__U5CL59__NSB1T_06140
ERR1913209.890159__1.890159	1150298__R7JRC8__ERS852535_02456
ERR1913209.890296__1.890296	1099853__U5CDR1__NSB1T_05400
ERR1913209.890306__1.890306	310298__B3JQR0__BACCOP_04272
ERR1913209.890308__1.890308	562__P77616__CSC08_0123
ERR1913209.890476__1.890476	562__P0AF07__motB_2
ERR1913209.890576__1.890576	1262882__R5N5D7__BN519_01676
ERR1913209.890577__1.890577	1099853__U5CGG1__NSB1T_14385
ERR1913209.890687__1.890687	1262882__R5MNC1__BN519_00818
ERR1913209.890694__1.890694	239935__A0A2N8HT44__CXT84_11035
ERR1913209.890777__1.890777	28052__A0A174KNE1__ptsI_2
ERR1913209.890829__1.890829	1262882__R5N532__BN519_01420
ERR1913209.890905__1.890905	563769__GeneID:6973158
ERR1913209.890883__1.890883	310297__A0A174A833__DXB87_09380
ERR1913209.891133__1.891133	823__A0A355XEX9__ERS852560_03521
ERR1913209.891445__1.891445	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913209.891392__1.891392	214856__R6XUN2__rcsC_1
ERR1913209.891416__1.891416	454155__F3QXY1__HMPREF9442_03071
ERR1913209.891993__1.891993	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913209.892005__1.892005	1262744__R6FIA3__BN744_00247
ERR1913209.892350__1.892350	1262744__R6GCB6__BN744_00344
ERR1913209.892323__1.892323	1463165__A6TC48__DP204_07400
ERR1913209.892424__1.892424	239935__A0A2N8IRL2__CXU06_01170
ERR1913209.892493__1.892493	820__A0A3E4G8F8__ERS852421_01645
ERR1913209.892522__1.892522	1262882__R5MSS9__BN519_01662
ERR1913209.892624__1.892624	823__K6A253__DHP27_13535
ERR1913209.892658__1.892658	1262911__R6HG37__BN557_01341
ERR1913209.892724__1.892724	40518__R5DZC6__mreC
ERR1913209.892857__1.892857	1150298__A0A174LKY6__ERS852535_00447
ERR1913209.893086__1.893086	218538__C9LQ77__GCWU000321_01709
ERR1913209.893328__1.893328	33039__A0A174ZHW3__ERS852424_00452
ERR1913209.893497__1.893497	1099853__R7DGD2__NSB1T_01240
ERR1913209.893539__1.893539	214856__R5UN64__ERS852447_02669
ERR1913209.893740__1.893740	246787__I9QX02__HMPREF1062_01641
ERR1913209.893842__1.893842	562__P76296__yecT
ERR1913209.893891__1.893891	10678__GeneID:2777439
ERR1913209.894028__1.894028	218538__C9LQG6__GCWU000321_01798
ERR1913209.894123__1.894123	239935__A0A2N8IRL2__CXU06_01170
ERR1913209.894181__1.894181	649756__D4MVE0__HMPREF0369_02014
ERR1913209.894215__1.894215	1124654__GeneID:14005780
ERR1913209.894773__1.894773	563769__GeneID:6973157
ERR1913209.894924__1.894924	1263000__R5EKR4__BN466_01609
ERR1913209.894951__1.894951	239935__A0A2N8IVR0__CXT87_07115
ERR1913209.895074__1.895074	39492__D4JVC7__yfgF
ERR1913209.895481__1.895481	28026__A0A396BA17__DXC83_09095
ERR1913209.895445__1.895445	1262882__R5MYP8__BN519_00439
ERR1913209.895634__1.895634	1262882__R5N3T7__BN519_01188
ERR1913209.895644__1.895644	1262882__R5N5S3__BN519_00085
ERR1913209.895870__1.895870	1262921__R5LSI3__BN473_01312
ERR1913209.895890__1.895890	28026__A0A173ZZ36__DXC75_05690
ERR1913209.896541__1.896541	39492__D4JSS2__EUBSIR_00553
ERR1913209.896887__1.896887	246787__A0A3D6B0E4__BACCELL_02533
ERR1913209.896918__1.896918	39491__C4Z9Y3__ERS852417_01808
ERR1913209.897412__1.897412	418240__A0A174D0Q2__ERS852478_02068
ERR1913209.897386__1.897386	410072__C0B4V0__ERS852481_02420
ERR1913209.897407__1.897407	39492__D4JRR5__ERS852540_02089
ERR1913209.897603__1.897603	1262921__R5LSI3__BN473_01312
ERR1913209.897827__1.897827	10678__GeneID:2777484
ERR1913209.897839__1.897839	310298__B3JII2__BACCOP_01694
ERR1913209.897881__1.897881	820__A0A139KJ23__celCCA
ERR1913209.898149__1.898149	820__A0A174Q0F0__DXB48_08080
ERR1913209.898328__1.898328	1262911__R6H2J2__BN557_01228
ERR1913209.898419__1.898419	39492__D4JT68__spoIIIE
ERR1913209.898433__1.898433	820__R9I3N4__M093_0061
ERR1913209.898703__1.898703	1262921__R5LTJ9__BN473_02529
ERR1913209.898706__1.898706	1150298__A0A174I056__ERS852535_01387
ERR1913209.899078__1.899078	1262921__R5MBU7__BN473_02531
ERR1913209.899090__1.899090	820__R9I2U8__DXC68_09590
ERR1913209.899208__1.899208	74426__group_1871
ERR1913209.899340__1.899340	33039__R6PAH6__ERS852577_01830
ERR1913209.899548__1.899548	39491__A0A395ZKJ0__DXD13_11010
ERR1913209.899583__1.899583	1262882__R5N511__BN519_01592
ERR1913209.899670__1.899670	823__A0A069SAX6__ERS852380_00710
ERR1913209.899735__1.899735	189722__E0NQU7__HMPREF0658_0548
ERR1913209.899739__1.899739	166486__D4L082__yicI_5
ERR1913209.899935__1.899935	817__D1JR15__M117_0303
ERR1913209.899955__1.899955	46503__K5ZKR1__dnaB
ERR1913209.900014__1.900014	28026__C0BRQ1__BPS1E_0883
ERR1913209.900158__1.900158	28026__A0A267WLP7__DXD35_07115
ERR1913209.900563__1.900563	291645__I8XPK0__HMPREF1068_01554
ERR1913209.900593__1.900593	39492__D4JT87__clpC
ERR1913209.900684__1.900684	1262882__R5N0Q5__BN519_00642
ERR1913209.900747__1.900747	218538__C9LQ92__GCWU000321_01724
ERR1913209.900778__1.900778	820__A0A396EUU8__luxQ_3
ERR1913209.900988__1.900988	39492__D4JU57__EUBSIR_00802
ERR1913209.901077__1.901077	357276__I8VN30__HMPREF1065_03051
ERR1913209.901099__1.901099	820__A0A174B4N2__M093_2531
ERR1913209.901081__1.901081	239935__A0A2N8I3G2__CXT89_00720
ERR1913209.901344__1.901344	28026__C0BR32__DXC48_06585
ERR1913209.901591__1.901591	10678__GeneID:2777397
ERR1913209.901604__1.901604	10678__GeneID:2777481
ERR1913209.901642__1.901642	820__A0A3E4IBC1__M094_0628
ERR1913209.901741__1.901741	1262921__R5LMN0__BN473_01328
ERR1913209.902076__1.902076	1263000__R5F0Q6__BN466_00318
ERR1913209.902396__1.902396	39492__D4JWI6__EUBSIR_01073
ERR1913209.902377__1.902377	818__A0A0N7I9H8__ERS852461_00040
ERR1913209.902469__1.902469	1262882__R5MT42__BN519_01729
ERR1913209.902597__1.902597	562__P0A9K7__AUQ29_19530
ERR1913209.902649__1.902649	357276__B6VXX7__HMPREF1063_02683
ERR1913209.902728__1.902728	40518__R5DUU0__DXD93_03985
ERR1913209.902815__1.902815	1262744__R6FNH9__BN744_01775
ERR1913209.902879__1.902879	1262700__R5XLR7__BN695_01670
ERR1913209.902884__1.902884	246787__I8V2S2__BACCELL_02524
ERR1913209.902849__1.902849	1099853__G9S7X5__NSB1T_02600
ERR1913209.902961__1.902961	28117__B0MUR5__BHV66_03900
ERR1913209.903082__1.903082	1147151__GeneID:14182070
ERR1913209.903123__1.903123	28026__A0A267WNN6__menA
ERR1913209.903560__1.903560	384639__GCA_003096855.1_01996
ERR1913209.903596__1.903596	10678__GeneID:2777483
ERR1913209.903720__1.903720	1147144__GeneID:14182120
