ERR1913186.42__1.42	1262882__R5N5S3__BN519_00085
ERR1913186.1728940__1.1728940	1262882__R5N3H1__BN519_01121
ERR1913186.1728959__1.1728959	45851__D4S1J8__BUTYVIB_01969
ERR1913186.1729155__1.1729155	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913186.1729521__1.1729521	1262936__R7J5M9__BN799_00277
ERR1913186.1729716__1.1729716	1628085__A0A1C5ZVV6__C7386_11323
ERR1913186.1729950__1.1729950	45851__D4S200__BHV86_07815
ERR1913186.1730313__1.1730313	301302__R5V5D7__ERS852420_02185
ERR1913186.1730458__1.1730458	901__B6WUL1__DESPIG_01755
ERR1913186.1730600__1.1730600	1680__A7A7Z9__AAX71_05385
ERR1913186.1730866__1.1730866	1680__A0A0B5BKZ3__DXD60_01450
ERR1913186.1730993__1.1730993	74426__infB
ERR1913186.1731198__1.1731198	165179__A0A3E5A5E5__DXC61_13965
ERR1913186.1731234__1.1731234	552398__T5S086__HMPREF0866_01580
ERR1913186.1731246__1.1731246	1150298__A0A174EM68__ERS852406_01867
ERR1913186.1731331__1.1731331	1262936__R7IY41__BN799_00608
ERR1913186.1731364__1.1731364	1680__A0A173Y6N7__yhaH
ERR1913186.1731453__1.1731453	2173__A0A1D2WT01__BK798_04470
ERR1913186.1731593__1.1731593	410072__A0A174B435__COPCOM_00497
ERR1913186.1731663__1.1731663	1262924__R7HN51__BN585_01718
ERR1913186.1731696__1.1731696	1680__A0A076JNH5__DXC60_03835
ERR1913186.1731861__1.1731861	1680__A0A3E4SB79__BAD_1517
ERR1913186.1732169__1.1732169	1965632__A0A1Y4A9X1__B5F91_13450
ERR1913186.1732299__1.1732299	1262936__R7J1Q2__BN799_01767
ERR1913186.1732461__1.1732461	301302__A0A173UAS4__M72_15061
ERR1913186.1732549__1.1732549	572010__group_1550
ERR1913186.1732648__1.1732648	39496__A5Z774__EUBVEN_01557
ERR1913186.1732847__1.1732847	544580__A0A1Q8WAV5__BKH17_07880
ERR1913186.1732868__1.1732868	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913186.1732955__1.1732955	820__A0A174GYA8__DXB64_07370
ERR1913186.1733032__1.1733032	901__B6WYD7__DESPIG_03118
ERR1913186.1733077__1.1733077	1262911__R6GPB5__BN557_00842
ERR1913186.1733397__1.1733397	1262936__R7J0S3__BN799_01459
ERR1913186.1733505__1.1733505	301302__A0A173UN64__manA_2
ERR1913186.1733688__1.1733688	28052__R7NBF2__ERS852451_02191
ERR1913186.1733909__1.1733909	1262927__R7EX56__BN677_00089
ERR1913186.1734500__1.1734500	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913186.1734504__1.1734504	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913186.1734626__1.1734626	165179__A0A3E5ED28__PREVCOP_06655
ERR1913186.1734686__1.1734686	100886__A0A174JPG5__CATMIT_00078
ERR1913186.1734893__1.1734893	1262924__R7HNA9__BN585_00137
ERR1913186.1735053__1.1735053	39485__C4Z1Y9__EUBELI_00143
ERR1913186.1735066__1.1735066	2022527__A0A264Y8G4__CHL74_05770
ERR1913186.1735176__1.1735176	301302__R5UIY5__M72_17461
ERR1913186.1735199__1.1735199	901__B6WR27__lnt
ERR1913186.1735250__1.1735250	39491__A0A396FBR6__DXC13_08575
ERR1913186.1735288__1.1735288	216816__A0A0A1GN66__APC1468_1044
ERR1913186.1735403__1.1735403	1262936__R7IY78__BN799_00717
ERR1913186.1735597__1.1735597	572010__hgdC_1
ERR1913186.1735702__1.1735702	1689__W2VGL2__BBDE_2013
ERR1913186.1735855__1.1735855	28052__A0A174K0K8__ERS852451_01224
ERR1913186.1735914__1.1735914	1262919__R5P589__BN465_00619
ERR1913186.1735969__1.1735969	301302__R5UVE7__ERS852420_01292
ERR1913186.1736105__1.1736105	45851__R5LRY3__BUTYVIB_01906
ERR1913186.1736183__1.1736183	853__A0A174C5M1__CGS58_04460
ERR1913186.1736353__1.1736353	610243__A0A060QJF7__ASAP_2763
ERR1913186.1737089__1.1737089	40518__R5DXI4__DXD86_07420
ERR1913186.1737164__1.1737164	45851__D4S317__BUTYVIB_02469
ERR1913186.1737277__1.1737277	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913186.1737237__1.1737237	45851__R5LGC3__BHV86_03695
ERR1913186.1737308__1.1737308	1735__B7CD84__EUBIFOR_02163
ERR1913186.1737419__1.1737419	901__B6WXI1__DESPIGER_1636
ERR1913186.1737777__1.1737777	1680__A0A173XYA2__B0703_0121
ERR1913186.1737823__1.1737823	1262936__R7J169__BN799_00083
ERR1913186.1737925__1.1737925	1680__A0A076JNH5__DXC60_03835
ERR1913186.1738096__1.1738096	552398__F4XCQ4__HMPREF0866_01621
ERR1913186.1738233__1.1738233	45851__D4S141__BHV86_05760
ERR1913186.1738325__1.1738325	1262936__R7J169__BN799_00083
ERR1913186.1738473__1.1738473	2022527__A0A264YAK6__CHL74_02645
ERR1913186.1738798__1.1738798	1897011__A0A1Q6RE83__BHW41_04925
ERR1913186.1738890__1.1738890	165179__D1P8K1__DXB80_06045
ERR1913186.1738964__1.1738964	1262936__R7J158__BN799_01406
ERR1913186.1739098__1.1739098	1263000__R5EQI3__BN466_00125
ERR1913186.1739162__1.1739162	74426__nifJ
ERR1913186.1739500__1.1739500	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913186.1739514__1.1739514	626933__H1DGX0__HMPREF9449_01506
ERR1913186.1739658__1.1739658	1680__A7A7Z9__AAX71_05385
ERR1913186.1739743__1.1739743	301302__R5VFU2__xynA1
ERR1913186.1739813__1.1739813	147206__GCF_000156215.1_01774
ERR1913186.1739896__1.1739896	301302__R5UMN4__M72_24341
ERR1913186.1739916__1.1739916	45851__D4RYC7__BUTYVIB_00832
ERR1913186.1740006__1.1740006	165179__D1P8Q2__trpF
ERR1913186.1740268__1.1740268	39485__C4Z028__ERS852492_00100
ERR1913186.1740325__1.1740325	216816__C5E9A6__mutT4
ERR1913186.1740345__1.1740345	165179__A0A3E5AI09__DXC61_05815
ERR1913186.1740437__1.1740437	1262936__R7J3B1__BN799_00034
ERR1913186.1740526__1.1740526	40518__R5E1J7__RBL236_02062
ERR1913186.1740554__1.1740554	301302__R5UQ61__M72_23071
ERR1913186.1740722__1.1740722	2022527__A0A264Y8R9__CHL74_05250
ERR1913186.1740810__1.1740810	1262936__R7J2D3__BN799_01784
ERR1913186.1741164__1.1741164	74426__sugC
ERR1913186.1741411__1.1741411	301302__A0A173S3L8__vpr
ERR1913186.1741488__1.1741488	45851__D4S141__BHV86_05760
ERR1913186.1741537__1.1741537	552398__F4XCQ4__HMPREF0866_01621
ERR1913186.1741887__1.1741887	165179__A0A3E5EBY9__CFT61_01220
ERR1913186.1742098__1.1742098	2022527__A0A264Y8H4__CHL74_05375
ERR1913186.1742185__1.1742185	1550024__A0A3B9WIW5__TQ39_04755
ERR1913186.1742314__1.1742314	39485__R5ZT06__EUBELI_20526
ERR1913186.1742517__1.1742517	1262936__R7J1V8__BN799_00957
ERR1913186.1742715__1.1742715	1680__A0A087DHN0__AL0462_1532
ERR1913186.1742667__1.1742667	172901__A0A2U1AZZ4__C8D82_1126
ERR1913186.1742726__1.1742726	1680__A0A087DHN0__AL0462_1532
ERR1913186.1742745__1.1742745	1262919__R5P589__BN465_00619
ERR1913186.1742778__1.1742778	1262936__R7J360__BN799_00345
ERR1913186.1743034__1.1743034	821__A0A174WBC9__ERS852556_03145
ERR1913186.1743194__1.1743194	45851__D4S069__spoIVA
ERR1913186.1743401__1.1743401	147206__GCF_000156215.1_01776
ERR1913186.1743648__1.1743648	1680__A0A087DLC6__C8077_00815
ERR1913186.1743893__1.1743893	853__A0A3E2V168__FAEPRAM212_00929
ERR1913186.1743828__1.1743828	74426__purL
ERR1913186.1744063__1.1744063	1897011__A0A1Q6RI77__BHW41_01180
ERR1913186.1744197__1.1744197	1262936__R7J0S3__BN799_01459
ERR1913186.1744212__1.1744212	901__B6WV45__DESPIGER_1962
ERR1913186.1744227__1.1744227	2173__R7PV46__BK798_00245
ERR1913186.1744256__1.1744256	853__A0A3E2V168__FAEPRAM212_00929
ERR1913186.1744320__1.1744320	1262911__R6HG22__BN557_01336
ERR1913186.1744332__1.1744332	165179__A0A3E5E6S6__DXB80_07575
ERR1913186.1744385__1.1744385	572010__rpoB
ERR1913186.1744593__1.1744593	106588__A6P303__BACCAP_04887
ERR1913186.1744876__1.1744876	1735__B7CDP2__carA
ERR1913186.1744889__1.1744889	45851__D4RY81__BUTYVIB_00786
ERR1913186.1745211__1.1745211	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.1745336__1.1745336	901__B6WWQ9__DESPIG_02528
ERR1913186.1745350__1.1745350	1263107__GCA_000436995.1_00076
ERR1913186.1745371__1.1745371	40518__R5DS23__DXD86_01715
ERR1913186.1745664__1.1745664	147206__GCF_000156215.1_01777
ERR1913186.1745728__1.1745728	301302__R5VCU3__cbiK_2
ERR1913186.1746033__1.1746033	45851__D4RYC5__BHV86_01930
ERR1913186.1746078__1.1746078	1680__A0A174BEE7__BSTER_1311
ERR1913186.1746119__1.1746119	1897011__A0A1Q6RET2__BHW41_04000
ERR1913186.1746531__1.1746531	239935__A0A2N8ITW6__CXT91_06265
ERR1913186.1746637__1.1746637	28052__R7NAP6__ERS852499_01969
ERR1913186.1746647__1.1746647	1262936__R7J1T7__BN799_01864
ERR1913186.1746698__1.1746698	45851__D4RWJ0__BHV86_05915
ERR1913186.1747272__1.1747272	1680__A0A174BEE7__BSTER_1311
ERR1913186.1747317__1.1747317	552398__F4XCQ4__HMPREF0866_01621
ERR1913186.1747445__1.1747445	1150298__A0A174KZR5__ERS852498_01375
ERR1913186.1747691__1.1747691	239935__A0A2N8J1K0__CXT97_05765
ERR1913186.1748099__1.1748099	301302__A0A0M6WB38__ERS852420_00286
ERR1913186.1748230__1.1748230	1628085__A0A2U1BAW1__C7386_11048
ERR1913186.1748380__1.1748380	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913186.1748421__1.1748421	74426__rpoC
ERR1913186.1748560__1.1748560	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913186.1748627__1.1748627	1897011__A0A1Q6REW8__BHW41_04435
ERR1913186.1748692__1.1748692	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913186.1748743__1.1748743	301302__A0A173UAS4__M72_15061
ERR1913186.1748760__1.1748760	1263027__R6ZBL3__BN699_01374
ERR1913186.1749053__1.1749053	1680__A0A174BEE7__BSTER_1311
ERR1913186.1749174__1.1749174	45851__D4RW69__BUTYVIB_00200
ERR1913186.1749498__1.1749498	239935__A0A2N8IRH4__CXT92_05605
ERR1913186.1749605__1.1749605	39485__C4Z058__ERS852492_00130
ERR1913186.1750074__1.1750074	1689__W4N8E2__HMPREF0168_1430
ERR1913186.1750133__1.1750133	1680__A0A0C2VBJ4__birA
ERR1913186.1750311__1.1750311	1262882__R5N2A9__BN519_00921
ERR1913186.1750411__1.1750411	853__A0A3E2U7E6__ERS852582_01640
ERR1913186.1750493__1.1750493	45851__D4RWD3__BHV86_07045
ERR1913186.1750547__1.1750547	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913186.1750687__1.1750687	1262936__R7J1I2__BN799_01776
ERR1913186.1750920__1.1750920	1262936__R7IZZ2__BN799_01307
ERR1913186.1750963__1.1750963	28052__A0A174P6J3__comEA
ERR1913186.1751235__1.1751235	1680__R5GRA4__ERS852382_01548
ERR1913186.1751508__1.1751508	39491__A0A396FUZ3__phoR_1
ERR1913186.1751533__1.1751533	1628085__A0A3E2XST6__C7386_11832
ERR1913186.1751573__1.1751573	45851__D4RWI9__BHV86_05910
ERR1913186.1751755__1.1751755	1262936__R7J2G9__BN799_01824
ERR1913186.1751816__1.1751816	1262924__R7HLJ9__BN585_01064
ERR1913186.1751985__1.1751985	1262936__R7IZB8__BN799_01096
ERR1913186.1752153__1.1752153	1262911__R6HGD7__BN557_00108
ERR1913186.1752309__1.1752309	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913186.1752421__1.1752421	292800__G9YXR5__ERS852504_02958
ERR1913186.1752472__1.1752472	45851__D4RWC3__BUTYVIB_00254
ERR1913186.1752576__1.1752576	74426__sugC
ERR1913186.1752594__1.1752594	901__B6WUL1__DESPIG_01755
ERR1913186.1752824__1.1752824	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.1752950__1.1752950	45851__D4RWR5__BHV86_06295
ERR1913186.1752992__1.1752992	821__A0A0P0M2J4__DXD46_10295
ERR1913186.1753118__1.1753118	1262936__R7IZZ2__BN799_01307
ERR1913186.1753122__1.1753122	74426__asnS
ERR1913186.1753172__1.1753172	40518__R5E6X5__sbcD
ERR1913186.1753158__1.1753158	1262911__R6H0J9__BN557_01024
ERR1913186.1753580__1.1753580	216816__E8MW20__DD674_07905
ERR1913186.1753674__1.1753674	74426__purL
ERR1913186.1753734__1.1753734	39491__A0A396FP46__cobD_2
ERR1913186.1754234__1.1754234	45851__R5LHP6__BUTYVIB_00994
ERR1913186.1754246__1.1754246	552398__F4XCR9__HMPREF0866_01636
ERR1913186.1754265__1.1754265	1262911__R6H1D2__BN557_00855
ERR1913186.1754367__1.1754367	1680__A0A174BEE7__BSTER_1311
ERR1913186.1754597__1.1754597	552398__F4XCR9__HMPREF0866_01636
ERR1913186.1754606__1.1754606	1262936__R7IYM0__BN799_00052
ERR1913186.1754611__1.1754611	1628085__A0A2U1BGX7__C7386_101149
ERR1913186.1754808__1.1754808	45851__R5LTQ3__BHV86_02315
ERR1913186.1755497__1.1755497	28111__R5JPF7__BACEGG_02051
ERR1913186.1755649__1.1755649	901__B6WVN9__DESPIG_02157
ERR1913186.1755680__1.1755680	239935__A0A2N8IHY1__CXU06_00035
ERR1913186.1755741__1.1755741	45851__D4S1P1__BHV86_08290
ERR1913186.1755834__1.1755834	1680__A0A173XYA2__B0703_0121
ERR1913186.1755845__1.1755845	1897011__A0A1Q6RH97__BHW41_01945
ERR1913186.1755911__1.1755911	1262753__R5AX39__BN813_01180
ERR1913186.1756063__1.1756063	1150298__R7JTQ3__rne
ERR1913186.1756261__1.1756261	45851__R5LVD9__BHV86_05140
ERR1913186.1756283__1.1756283	1262959__R5YH27__BN680_01611
ERR1913186.1756498__1.1756498	301301__A0A395VDE4__ERS852391_00518
ERR1913186.1756638__1.1756638	239935__A0A2N8HPX2__CXT90_09930
ERR1913186.1756671__1.1756671	74426__purL
ERR1913186.1756779__1.1756779	1262919__R5P8E1__BN465_01993
ERR1913186.1756783__1.1756783	1262992__R5DAK8__BN795_01248
ERR1913186.1756793__1.1756793	901__B6WUL1__DESPIG_01755
ERR1913186.1757054__1.1757054	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.1757128__1.1757128	1262882__R5N3H1__BN519_01121
ERR1913186.1757491__1.1757491	29361__B6FRT6__CLONEX_02860
ERR1913186.1757519__1.1757519	33039__D4M149__ERS852390_03118
ERR1913186.1757576__1.1757576	1262924__R7HNF7__BN585_01769
ERR1913186.1757594__1.1757594	1262936__R7J0Z2__BN799_00650
ERR1913186.1757655__1.1757655	1150298__A0A174RL88__ERS852535_00196
ERR1913186.1757876__1.1757876	40518__R5DRY6__RB5AMG_00549
ERR1913186.1758001__1.1758001	45851__D4RXM8__BHV86_03015
ERR1913186.1758116__1.1758116	2022527__A0A264Y6S5__CHL74_08455
ERR1913186.1758319__1.1758319	1262936__R7J1X7__BN799_01807
ERR1913186.1758323__1.1758323	1262936__R7J1X7__BN799_01807
ERR1913186.1758351__1.1758351	1680__A0A087DHN0__AL0462_1532
ERR1913186.1758418__1.1758418	301302__A0A173SCU7__M72_12871
ERR1913186.1758807__1.1758807	1263006__R6M0F1__BN515_00198
ERR1913186.1758809__1.1758809	301302__R5VFQ6__ERS852420_00378
ERR1913186.1758856__1.1758856	1262882__R5N048__BN519_00502
ERR1913186.1759016__1.1759016	1680__R5GRA4__ERS852382_01548
ERR1913186.1759296__1.1759296	74426__rpoC
ERR1913186.1759414__1.1759414	1262882__R5ML49__BN519_01361
ERR1913186.1759408__1.1759408	1680__A0A087DHN0__AL0462_1532
ERR1913186.1759828__1.1759828	29361__B6FLM7__CLONEX_01049
ERR1913186.1759981__1.1759981	1628085__A0A374VSS7__C7386_101299
ERR1913186.1760512__1.1760512	165179__A0A174X1C3__DXB80_12745
ERR1913186.1760832__1.1760832	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913186.1760853__1.1760853	1628085__A0A3E2XZW0__C7386_101386
ERR1913186.1760982__1.1760982	1263006__R6LKF3__BN515_02083
ERR1913186.1761266__1.1761266	301302__R5UQ61__M72_23071
ERR1913186.1761527__1.1761527	853__A0A173RZ39__C4N22_01650
ERR1913186.1762195__1.1762195	147206__GCF_000156215.1_01774
ERR1913186.1762230__1.1762230	1897011__A0A1Q6RE83__BHW41_04925
ERR1913186.1762372__1.1762372	1628085__A0A396QC65__C7386_101113
ERR1913186.1762422__1.1762422	1299998__GCA_001494635.1_00296
ERR1913186.1762563__1.1762563	28118__R6FA80__DHW44_06470
ERR1913186.1762749__1.1762749	239935__A0A2N8IRH4__CXT92_05605
ERR1913186.1762911__1.1762911	28111__E5X0X9__HMPREF1016_02597
ERR1913186.1762961__1.1762961	1262882__R5N587__BN519_01643
ERR1913186.1763611__1.1763611	1262936__R7J5M6__BN799_00272
ERR1913186.1763752__1.1763752	40518__R5DUJ5__DXD83_01635
ERR1913186.1764096__1.1764096	1897011__A0A1Q6RH58__BHW41_01950
ERR1913186.1764433__1.1764433	1897011__A0A1Q6RH97__BHW41_01945
ERR1913186.1764733__1.1764733	1262936__R7J354__BN799_00281
ERR1913186.1764797__1.1764797	1262936__R7J420__BN799_00406
ERR1913186.1764863__1.1764863	45851__D4S141__BHV86_05760
ERR1913186.1764941__1.1764941	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913186.1765116__1.1765116	1262911__R6H1A6__BN557_01286
ERR1913186.1765971__1.1765971	74426__rpoC
ERR1913186.1765974__1.1765974	39488__A0A173SXL5__DXD91_06505
ERR1913186.1766002__1.1766002	508460__GCF_000585335.1_00222
ERR1913186.1766019__1.1766019	40518__R5DUG7__sbcC
ERR1913186.1766217__1.1766217	1680__A0A087DHN0__AL0462_1532
ERR1913186.1766538__1.1766538	384638__B7APN3__BACPEC_00639
ERR1913186.1766925__1.1766925	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913186.1767048__1.1767048	1262936__R7IY33__BN799_00622
ERR1913186.1767134__1.1767134	45851__D4RWD3__BHV86_07045
ERR1913186.1767364__1.1767364	901__B6WS58__glk
ERR1913186.1767382__1.1767382	1680__A0A2R4G1K8__BBMN23_0315
ERR1913186.1767431__1.1767431	61171__B9Y5T8__HOLDEFILI_01170
ERR1913186.1767804__1.1767804	45851__D4RYI3__BHV86_01630
ERR1913186.1767824__1.1767824	1262911__R6GS70__BN557_00854
ERR1913186.1768012__1.1768012	147206__GCF_000156215.1_01920
ERR1913186.1768232__1.1768232	45851__D4S288__BHV86_04325
ERR1913186.1768267__1.1768267	165179__A0A3E5E2C8__folA
ERR1913186.1768282__1.1768282	544580__A0A120KQ43__BKH26_13310
ERR1913186.1768581__1.1768581	165179__R6C3A5__DXC61_11820
ERR1913186.1768638__1.1768638	301301__A0A395V700__RHOM_03405
ERR1913186.1768699__1.1768699	1680__A0A174BEE7__BSTER_1311
ERR1913186.1768819__1.1768819	301302__A0A173R6H4__M72_21671
ERR1913186.1769067__1.1769067	216816__C2GTH2__CE159_03580
ERR1913186.1769319__1.1769319	1263000__R5EXT3__BN466_02213
ERR1913186.1769725__1.1769725	1628085__A0A1C5ZZM0__C7386_1133
ERR1913186.1769843__1.1769843	1262882__R5MJM8__BN519_01064
ERR1913186.1769861__1.1769861	1501391__GCA_000786575.1_00055
ERR1913186.1769902__1.1769902	1628085__A0A374VP93__C7386_10150
ERR1913186.1770284__1.1770284	901__B6WUL1__DESPIG_01755
ERR1913186.1770387__1.1770387	820__A0A139KHD8__ERS417307_00569
ERR1913186.1770388__1.1770388	1262882__R5N1T9__BN519_00804
ERR1913186.1770563__1.1770563	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.1770705__1.1770705	2022527__A0A264Y8G4__CHL74_05770
ERR1913186.1770770__1.1770770	88431__A0A174EDE9__yxeP_2
ERR1913186.1770922__1.1770922	74426__purL
ERR1913186.1771428__1.1771428	1262924__R7HMN2__BN585_01573
ERR1913186.1771657__1.1771657	301302__A0A173SCU7__M72_12871
ERR1913186.1771726__1.1771726	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913186.1772140__1.1772140	74426__infB
ERR1913186.1772147__1.1772147	1628085__A0A2U1BCY4__C7386_10635
ERR1913186.1772416__1.1772416	1263011__R6DNP5__BN553_01272
ERR1913186.1772892__1.1772892	1263011__R6E3I0__BN553_00387
ERR1913186.1772936__1.1772936	216816__A0A3D8U0T6__BN57_1990
ERR1913186.1773052__1.1773052	39491__A0A395V0H3__ERS852417_01192
ERR1913186.1773107__1.1773107	165179__A0A3E5EBQ2__DXC61_01930
ERR1913186.1773147__1.1773147	116085__D4J6X1__DW747_08515
ERR1913186.1773387__1.1773387	39485__A0A174ZPH7__ERS852490_01992
ERR1913186.1773422__1.1773422	40518__R5DW64__RBL236_01394
ERR1913186.1773443__1.1773443	74426__purL
ERR1913186.1773468__1.1773468	40518__R5DQW8__sipW_2
ERR1913186.1773547__1.1773547	39485__A0A174ZPH7__ERS852490_01992
ERR1913186.1773628__1.1773628	28111__E5X237__NCTC11155_00628
ERR1913186.1773692__1.1773692	40518__R5DVL2__penA
ERR1913186.1773920__1.1773920	301302__R5V671__M72_27831
ERR1913186.1774587__1.1774587	2173__A0A1D2WXE6__Msm_0136
ERR1913186.1774639__1.1774639	74426__pta
ERR1913186.1774709__1.1774709	45851__D4RZ84__BUTYVIB_01149
ERR1913186.1774756__1.1774756	216816__B3DNW2__BL171B_07980
ERR1913186.1774757__1.1774757	216816__B3DNW2__BL171B_07980
ERR1913186.1774898__1.1774898	239935__A0A139TT05__CXU09_03335
ERR1913186.1774911__1.1774911	1680__A0A087DHN0__AL0462_1532
ERR1913186.1775002__1.1775002	1680__A0A0B5BME4__DXD63_05015
ERR1913186.1775037__1.1775037	138595__GCF_000468755.1_01122
ERR1913186.1775081__1.1775081	301302__A0A173SD94__ERS852420_01254
ERR1913186.1775597__1.1775597	1393034__GCA_001552785.1_00728
ERR1913186.1775747__1.1775747	552398__F4XCQ4__HMPREF0866_01621
ERR1913186.1775770__1.1775770	165179__D1PER3__DXB80_11525
ERR1913186.1775801__1.1775801	357276__I9R994__BACDOR_04044
ERR1913186.1776395__1.1776395	1897011__A0A1Q6RH73__BHW41_01885
ERR1913186.1776605__1.1776605	1262911__R6GS70__BN557_00854
ERR1913186.1776630__1.1776630	1262919__R5PQI6__BN465_01459
ERR1913186.1776926__1.1776926	74426__groL
ERR1913186.1777051__1.1777051	853__A0A173XRA8__CGS56_09290
ERR1913186.1777685__1.1777685	1262911__R6GY78__BN557_00532
ERR1913186.1777774__1.1777774	147206__GCF_000156215.1_01777
ERR1913186.1778013__1.1778013	1897011__A0A1Q6RH37__BHW41_01795
ERR1913186.1778074__1.1778074	1150298__R7JNU0__nagK
ERR1913186.1778476__1.1778476	45851__D4RYG8__BUTYVIB_00874
ERR1913186.1778629__1.1778629	1735__B7C9Q5__EUBIFOR_00915
ERR1913186.1778655__1.1778655	1689__D2Q6J7__BIFDEN_00801
ERR1913186.1778672__1.1778672	1262882__R5N1R4__BN519_00788
ERR1913186.1778852__1.1778852	147206__GCF_000156215.1_01775
ERR1913186.1779089__1.1779089	1262882__R5MRS7__BN519_01490
ERR1913186.1779304__1.1779304	39491__A0A395V5L2__ERE_28270
ERR1913186.1779449__1.1779449	28111__E5WZI1__BACEGG_01444
ERR1913186.1779528__1.1779528	165179__A0A3E5DR10__DXC61_03505
ERR1913186.1779584__1.1779584	901__B6WR13__DHV46_00815
ERR1913186.1780120__1.1780120	45851__R5LJL1__BHV86_09305
ERR1913186.1780287__1.1780287	147206__GCF_000156215.1_01776
ERR1913186.1780343__1.1780343	1262936__R7J2E3__BN799_00170
ERR1913186.1780404__1.1780404	901__B6WYD7__DESPIG_03118
ERR1913186.1780971__1.1780971	147206__GCF_000156215.1_01776
ERR1913186.1780999__1.1780999	45851__D4RWN6__BUTYVIB_00072
ERR1913186.1781377__1.1781377	33043__D5HEU4__ftsW_3
ERR1913186.1781378__1.1781378	1160721__R6TBX7__BHW50_00205
ERR1913186.1781596__1.1781596	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913186.1781598__1.1781598	147206__GCF_000156215.1_01776
ERR1913186.1781844__1.1781844	301302__A0A0M6WTB1__M72_11101
ERR1913186.1782168__1.1782168	1262911__R6GZW9__BN557_00833
ERR1913186.1782267__1.1782267	1262911__R6GZX7__BN557_00838
ERR1913186.1782358__1.1782358	572010__rpoB
ERR1913186.1782569__1.1782569	1680__A0A374QDL4__LMG18897_0432
ERR1913186.1782753__1.1782753	1680__A0A087DHN0__AL0462_1532
ERR1913186.1782708__1.1782708	45851__D4RWC8__BHV86_07020
ERR1913186.1782845__1.1782845	572010__rpoB
ERR1913186.1782849__1.1782849	384638__B7APN3__BACPEC_00639
ERR1913186.1782921__1.1782921	1680__A0A3E4SB79__BAD_1517
ERR1913186.1783098__1.1783098	39491__A0A395V0H6__ERS852580_02570
ERR1913186.1783333__1.1783333	1262936__R7J2G9__BN799_01824
ERR1913186.1783361__1.1783361	901__A0A1K1LF78__DESPIGER_1556
ERR1913186.1783364__1.1783364	301302__R5UPH9__M72_00521
ERR1913186.1783395__1.1783395	239935__A0A2N8HBM4__CXT85_06270
ERR1913186.1783638__1.1783638	901__B6WR17__DHV46_00835
ERR1913186.1783595__1.1783595	2173__A0A1D2WSL0__METSMIF1_03725
ERR1913186.1783897__1.1783897	1897011__A0A1Q6RD61__BHW41_05790
ERR1913186.1784021__1.1784021	1262882__R5MH82__BN519_00752
ERR1913186.1784975__1.1784975	1262882__R5ML49__BN519_01361
ERR1913186.1785273__1.1785273	1262936__R7J6F9__BN799_00540
ERR1913186.1785251__1.1785251	1681__A0A0H2PGZ6__DXD34_05075
ERR1913186.1785586__1.1785586	1680__A0A3E4SB79__BAD_1517
ERR1913186.1786548__1.1786548	1262936__R7J420__BN799_00406
ERR1913186.1786589__1.1786589	74426__pflB_2
