ERR1913260.118__1.118	39488__A0A173UQ83__mutY
ERR1913260.729762__1.729762	88431__A0A174MAX1__ERS852423_01871
ERR1913260.729716__1.729716	1150298__A0A174DQP3__rpe_2
ERR1913260.729965__1.729965	239935__A0A2N8HB50__CXU17_02615
ERR1913260.730012__1.730012	239935__A0A2N8HAQ1__DEF40_05290
ERR1913260.730081__1.730081	1262911__R6H2J2__BN557_01228
ERR1913260.730099__1.730099	820__A0A139KIL9__DXC68_05945
ERR1913260.730225__1.730225	39488__A0A174DBY3__DXD91_08835
ERR1913260.730476__1.730476	39491__A0A395ZG74__licR
ERR1913260.730496__1.730496	239935__A0A2N8IRW0__A4V05_11620
ERR1913260.730525__1.730525	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913260.730592__1.730592	1897011__A0A1Q6RG95__BHW41_02720
ERR1913260.730686__1.730686	39491__A0A174K9A3__DXB69_07785
ERR1913260.730904__1.730904	1262924__R7HRJ9__BN585_00557
ERR1913260.730914__1.730914	1680__A0A0B5BME4__DXD63_05015
ERR1913260.730920__1.730920	1379702__U6EE28__MBMB1_1515
ERR1913260.731018__1.731018	1263000__R5EXT3__BN466_02213
ERR1913260.731063__1.731063	1262848__R6U9R7__BN818_00481
ERR1913260.731046__1.731046	1681__A0A292G7V3__BBIF_1776
ERR1913260.731587__1.731587	39488__A0A173RSC6__ERS852450_01530
ERR1913260.731603__1.731603	39491__A0A0M6WLC7__ERS852497_00640
ERR1913260.731628__1.731628	40520__R7D624__DXC87_06475
ERR1913260.731653__1.731653	147206__GCF_000156215.1_01776
ERR1913260.731629__1.731629	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1913260.731639__1.731639	216816__D6DCQ7__HMPREF1312_1623
ERR1913260.731729__1.731729	1897011__A0A1Q6RE22__BHW41_04590
ERR1913260.731741__1.731741	74426__group_1871
ERR1913260.731866__1.731866	39491__A0A395UWA3__DXB69_11805
ERR1913260.732068__1.732068	1262736__R5Z0V0__BN496_00387
ERR1913260.732136__1.732136	1393034__GCA_001552785.1_00506
ERR1913260.732580__1.732580	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913260.732695__1.732695	39491__A0A396FTE5__ERS852417_01346
ERR1913260.732871__1.732871	649756__A0A173UBD8__ytpA
ERR1913260.732874__1.732874	214856__A0A175A1F5__ERS852559_01764
ERR1913260.733065__1.733065	1680__A7A7Z9__AAX71_05385
ERR1913260.733140__1.733140	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913260.733308__1.733308	1150298__A0A174PLY5__ERS852406_01056
ERR1913260.733265__1.733265	204516__U6R9E6__HMPREF1534_03149
ERR1913260.733342__1.733342	1681__K2IQE2__uvrD
ERR1913260.733632__1.733632	40518__R5DUJ5__DXD83_01635
ERR1913260.733829__1.733829	1262736__R5Y3W9__BN496_01449
ERR1913260.733855__1.733855	820__A0A139KHX1__HMPREF2141_00289
ERR1913260.734067__1.734067	1680__R5GRA4__ERS852382_01548
ERR1913260.734213__1.734213	1680__A0A0C2YPV2__AL0462_1474
ERR1913260.734337__1.734337	184870__A0A134BJS6__CJ240_04575
ERR1913260.734342__1.734342	556499__U2S7R4__HMPREF0682_2035
ERR1913260.734379__1.734379	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913260.734380__1.734380	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913260.734364__1.734364	301301__G2T5V7__RHOM_15795
ERR1913260.734630__1.734630	2173__A0A1D2WW41__BK798_07915
ERR1913260.734793__1.734793	28118__F9Z5N6__SAMEA44545918_01718
ERR1913260.734820__1.734820	39491__A0A395ZBW8__DXC13_08840
ERR1913260.734844__1.734844	1262924__R7HPU8__BN585_00010
ERR1913260.734966__1.734966	1150298__A0A174BC67__ERS852498_00837
ERR1913260.735044__1.735044	357276__A0A076J8M3__ABI39_13695
ERR1913260.735082__1.735082	1262911__R6GTZ0__BN557_01437
ERR1913260.735129__1.735129	28117__B0MVL5__BHV66_01660
ERR1913260.735154__1.735154	820__R9I2U8__DXC68_09590
ERR1913260.735258__1.735258	1262911__R6H2J2__BN557_01228
ERR1913260.735329__1.735329	239935__A0A2N8HHY4__DEF40_10850
ERR1913260.735337__1.735337	1550024__A0A3B9WG56__TQ39_01145
ERR1913260.735348__1.735348	1262992__R5CXM7__BN795_01016
ERR1913260.735441__1.735441	33043__A8SWM2__ERS852575_01910
ERR1913260.735634__1.735634	1550024__G9RNN4__ASJ35_08335
ERR1913260.735807__1.735807	649756__A0A173UQJ7__ERS852475_02472
ERR1913260.735861__1.735861	1550024__A0A0D8IWM4__TQ39_15635
ERR1913260.735977__1.735977	88431__A0A173XSN2__ERS852526_00723
ERR1913260.736062__1.736062	39491__R6TQ09__DXC13_03010
ERR1913260.736092__1.736092	1262911__R6GUQ4__BN557_01581
ERR1913260.736113__1.736113	40520__A0A396A356__DXB81_07630
ERR1913260.736339__1.736339	214856__A0A174EJT5__mnmA
ERR1913260.736473__1.736473	239935__A0A2N8IMD6__CXU03_05585
ERR1913260.736583__1.736583	39491__D4JM76__DXC13_02150
ERR1913260.736665__1.736665	39491__A0A396FKG5__DXB76_07455
ERR1913260.736675__1.736675	384638__B7APR1__BACPEC_00667
ERR1913260.736739__1.736739	246787__R6LGA6__tmoS_11
ERR1913260.736827__1.736827	239935__A0A2N8ITX2__CXT86_11265
ERR1913260.737013__1.737013	1550024__G9RPG8__TQ39_05515
ERR1913260.737022__1.737022	1263000__R5EK63__BN466_02075
ERR1913260.737041__1.737041	1262736__R5YCL2__BN496_00379
ERR1913260.737084__1.737084	40518__R5DUG7__sbcC
ERR1913260.737137__1.737137	1680__A0A087DHN0__AL0462_1532
ERR1913260.737176__1.737176	1262911__R6GS52__BN557_00834
ERR1913260.737439__1.737439	820__A0A078S4C2__ERS417307_00828
ERR1913260.737442__1.737442	821__A0A174T998__DXB82_10860
ERR1913260.737500__1.737500	33043__A0A173ZZF8__sbp_2
ERR1913260.737539__1.737539	216816__B3DNW2__BL171B_07980
ERR1913260.737549__1.737549	820__A0A3E4WA06__ERS852554_03404
ERR1913260.737571__1.737571	384639__GCA_003096855.1_00972
ERR1913260.737614__1.737614	239935__R6J9Y2__CXT85_07000
ERR1913260.737652__1.737652	39496__A5Z776__EUBVEN_01559
ERR1913260.737834__1.737834	40518__R5E5W1__RBL263_01034
ERR1913260.737852__1.737852	39485__C4Z6Z5__EUBELI_20593
ERR1913260.737979__1.737979	1262848__R6UCX1__BN818_00859
ERR1913260.738082__1.738082	821__A0A174T998__DXB82_10860
ERR1913260.738084__1.738084	39496__A5Z5I2__EUBVEN_00963
ERR1913260.738145__1.738145	2173__A0A1D2WU59__Msm_1444
ERR1913260.738196__1.738196	2173__A5UK74__pyrP
ERR1913260.738248__1.738248	1262848__R6V8P9__BN818_00594
ERR1913260.738271__1.738271	1680__A0A173W5Z2__DXC53_01290
ERR1913260.738616__1.738616	239935__A0A2N8HT44__CXT84_11035
ERR1913260.738807__1.738807	39492__D4JRV7__EUBSIR_01513
ERR1913260.738778__1.738778	28117__B0MXG7__BHV66_08620
ERR1913260.738786__1.738786	1150298__A0A174R918__ERS852535_01749
ERR1913260.738939__1.738939	28025__D3R7T8__BAAA27673_01060
ERR1913260.738976__1.738976	28117__B0MY41__BHV66_05165
ERR1913260.739037__1.739037	239935__A0A2N8IUK0__CXU01_07370
ERR1913260.739100__1.739100	216816__A0A0A1GS44__BBG7_0558
ERR1913260.739222__1.739222	1263011__R6DWR3__BN553_00805
ERR1913260.739233__1.739233	216816__D6ZSV1__CE169_00930
ERR1913260.739484__1.739484	116085__D4J8U5__DW747_04340
ERR1913260.739605__1.739605	39491__A0A173U130__ERE_16110
ERR1913260.739664__1.739664	39491__A0A395ZHW9__DXC13_02590
ERR1913260.739711__1.739711	2173__A0A1D2WST6__METSMIALI_00213
ERR1913260.739730__1.739730	394340__obg
ERR1913260.739747__1.739747	1262848__R6UAA6__BN818_01734
ERR1913260.740004__1.740004	39492__D4JR58__EUBSIR_02090
ERR1913260.740061__1.740061	1262924__R7HT26__BN585_00306
ERR1913260.740167__1.740167	301302__A0A173SCU7__M72_12871
ERR1913260.740268__1.740268	410072__A0A173Y4Y6__ERS852389_02300
ERR1913260.740280__1.740280	357276__I8WEY2__ABI39_04185
ERR1913260.740610__1.740610	39491__A0A395UVM9__DXB76_04540
ERR1913260.740639__1.740639	39491__A0A2U2EI54__DXD95_12010
ERR1913260.740703__1.740703	454155__F3QX41__HMPREF9442_02775
ERR1913260.740761__1.740761	74426__pflB_2
ERR1913260.740852__1.740852	446660__GCA_003428235.1_00653
ERR1913260.741019__1.741019	74426__purC
ERR1913260.741030__1.741030	626940__E8LFT1__BHW43_04055
ERR1913260.741308__1.741308	410072__A0A3E4GPS4__tagA
ERR1913260.741352__1.741352	1263107__GCA_000436995.1_00232
ERR1913260.741407__1.741407	1263000__R5F0H4__BN466_00249
ERR1913260.741456__1.741456	216816__C2GSX7__DD678_03555
ERR1913260.741596__1.741596	1681__E4V7T9__BJL93_02365
ERR1913260.741629__1.741629	39491__A0A396FRE7__EUR_27520
ERR1913260.741677__1.741677	28052__A0A174K6D6__ERS852451_01708
ERR1913260.741777__1.741777	1150298__A0A174LLX0__dhaD
ERR1913260.741920__1.741920	1150298__A0A174B7I7__ERS852535_01258
ERR1913260.741939__1.741939	1263107__GCA_000436995.1_00175
ERR1913260.741984__1.741984	33043__A0A173WTR4__ERS852386_00324
ERR1913260.742181__1.742181	1680__R5GKP2__DXD60_06200
ERR1913260.742286__1.742286	446660__GCA_003428235.1_00602
ERR1913260.742624__1.742624	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913260.742925__1.742925	820__A0A139K426__B5G17_09115
ERR1913260.743295__1.743295	357276__I9FTR0__HMPREF1065_02861
ERR1913260.743344__1.743344	357276__I9QBT7__BSEG_03340
ERR1913260.743473__1.743473	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913260.743522__1.743522	39491__C4Z9Y3__ERS852417_01808
ERR1913260.745084__1.745084	1550024__G9RWE3__TQ39_04170
ERR1913260.745263__1.745263	267818__A0A0R1P930__FC94_GL000384
ERR1913260.745303__1.745303	239935__A0A2N8HTZ8__CXU09_01270
ERR1913260.745347__1.745347	39491__A0A395V0H6__ERS852580_02570
ERR1913260.745523__1.745523	823__A0A355XLH0__fepA_1
ERR1913260.745602__1.745602	2173__A0A1D2WU72__BK798_05485
ERR1913260.745797__1.745797	39491__A0A395UWA3__DXB69_11805
ERR1913260.745952__1.745952	1550024__G9RXV5__TQ39_13455
ERR1913260.746247__1.746247	39488__A0A173SQY9__minC
ERR1913260.746366__1.746366	1680__A0A076JNH5__DXC60_03835
ERR1913260.746485__1.746485	40518__R5E6Y7__DXD83_08230
ERR1913260.746647__1.746647	246787__A0A0P0G372__BcellWH2_03657
ERR1913260.746795__1.746795	1550024__A0A0W7TT94__TQ39_11150
ERR1913260.746891__1.746891	39488__A0A174AJU0__EHLA_0209
ERR1913260.746944__1.746944	39492__D4JRV7__EUBSIR_01513
ERR1913260.747001__1.747001	552398__F4XHU2__HMPREF0866_03196
ERR1913260.747018__1.747018	39491__A0A174K9A3__DXB69_07785
ERR1913260.747028__1.747028	357276__I8VQA2__HMPREF1065_04183
ERR1913260.747062__1.747062	39488__A0A173RNK2__EHLA_2455
ERR1913260.747246__1.747246	907__G0VM45__JY94_02560
ERR1913260.747331__1.747331	1550024__G9RTA6__TQ39_10970
ERR1913260.747692__1.747692	239935__A0A2N8I5A2__DEF40_08455
ERR1913260.747815__1.747815	410072__C0BAQ2__ERS852574_01938
ERR1913260.747955__1.747955	33039__D4M4F8__ERS852502_02771
ERR1913260.748172__1.748172	1263107__GCA_000436995.1_00129
ERR1913260.748345__1.748345	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913260.748349__1.748349	853__A0A173RZ39__C4N22_01650
ERR1913260.748429__1.748429	418240__A0A174C465__ydaM
ERR1913260.748548__1.748548	1681__K2IQE2__uvrD
ERR1913260.748747__1.748747	1550024__G9RWP9__TQ39_04320
ERR1913260.748788__1.748788	418240__A0A174EFK2__ERS852478_02213
ERR1913260.749038__1.749038	1897011__A0A1Q6RE59__BHW41_04605
ERR1913260.749188__1.749188	39491__C4Z9Y3__ERS852417_01808
ERR1913260.749398__1.749398	820__A0A174M9V5__M093_0237
ERR1913260.749416__1.749416	40520__A5ZSL9__DXC87_07025
ERR1913260.749436__1.749436	28025__A0A315S0M1__BL03_00531
ERR1913260.749589__1.749589	1263000__R5EXT3__BN466_02213
ERR1913260.749700__1.749700	907__S7HTT9__C6362_03295
ERR1913260.749647__1.749647	1680__R5GKP2__DXD60_06200
ERR1913260.749771__1.749771	40518__R5E4Y8__RBATCC27255_01448
ERR1913260.749774__1.749774	821__A0A173XDD3__DXB82_17180
ERR1913260.749800__1.749800	818__A0A174RFL1__ERS852511_03380
ERR1913260.749947__1.749947	239935__A0A2N8IRL2__CXU06_01170
ERR1913260.749952__1.749952	301302__R5VFV9__ERS852420_01969
ERR1913260.749963__1.749963	184870__A0A134BJH7__Q618_VCMC00001G0860
ERR1913260.750074__1.750074	39491__A0A396FF66__DXD95_01810
ERR1913260.750100__1.750100	40520__A5ZTQ5__ERS852533_02495
ERR1913260.750149__1.750149	28118__F9Z856__macA_2
ERR1913260.750163__1.750163	39491__A0A174A751__DXB69_15525
ERR1913260.750185__1.750185	39491__A0A174IJH1__DXB76_01865
ERR1913260.750387__1.750387	216816__E8MVM4__APC1480_1562
ERR1913260.750376__1.750376	28052__A0A174YGN0__mcp4_2
ERR1913260.750595__1.750595	45851__D4RWC3__BUTYVIB_00254
ERR1913260.750954__1.750954	40518__R5DU38__DXD83_06770
ERR1913260.751111__1.751111	1680__R5GZJ8__BSTER_1195
ERR1913260.751169__1.751169	1550024__G9RX78__TQ39_04855
ERR1913260.751309__1.751309	1681__A0A0H2PIV6__APS66_03240
ERR1913260.751321__1.751321	1681__K2IQY4__RY70_39
ERR1913260.751380__1.751380	216816__Q8G464__BFS25_05925
ERR1913260.751480__1.751480	1550024__G9RVU1__TQ39_06560
ERR1913260.751528__1.751528	1550024__A0A0D8IVH7__TQ39_18980
ERR1913260.751874__1.751874	1262924__R7HM98__BN585_01697
ERR1913260.751909__1.751909	357276__B6W1Y5__IY41_11405
ERR1913260.752043__1.752043	823__A0A395YY84__DXC05_19515
ERR1913260.752223__1.752223	820__A0A3E4W984__pssA
ERR1913260.752228__1.752228	357276__B6W5Q9__HMPREF1063_03125
ERR1913260.752237__1.752237	116085__D4JA07__DW747_02915
ERR1913260.752270__1.752270	487174__K0XG34__HMPREF9448_02234
ERR1913260.752356__1.752356	33039__A0A173VTT4__frdB_1
ERR1913260.752527__1.752527	1263107__GCA_000436995.1_00224
ERR1913260.752574__1.752574	40518__R5DS23__DXD86_01715
ERR1913260.752599__1.752599	40520__A0A174NUP5__DXC87_01375
ERR1913260.752782__1.752782	301301__A0A173Z460__sunS_1
ERR1913260.752945__1.752945	239935__A0A2N8IUW6__Amuc_1525
ERR1913260.753159__1.753159	39491__A0A396FEV5__EUR_24750
ERR1913260.753227__1.753227	1262924__R7HRJ9__BN585_00557
ERR1913260.753448__1.753448	45851__D4S013__BHV86_10590
ERR1913260.753471__1.753471	1262924__R7HQD9__BN585_00129
ERR1913260.753629__1.753629	33043__A0A174B7D6__ERS852400_01331
ERR1913260.753632__1.753632	1680__A0A087DKM6__B0042_0664
ERR1913260.753669__1.753669	216816__A0A0A6VPB9__B624_1780
ERR1913260.753677__1.753677	39492__B0MPL6__EUBSIR_01779
ERR1913260.753748__1.753748	239935__R6IZT7__CXU18_11710
ERR1913260.753758__1.753758	45851__R5LTE7__BHV86_04805
ERR1913260.753826__1.753826	39491__C4Z9K7__EUBREC_0050
ERR1913260.753915__1.753915	267818__A0A0R1PR84__B8W86_09755
ERR1913260.754097__1.754097	2173__A5ULV3__Msm_0976
ERR1913260.754281__1.754281	820__A0A3E4PYB0__yejM
ERR1913260.754302__1.754302	1262882__R5N211__BN519_01033
ERR1913260.754611__1.754611	1099853__U5CIP9__NSB1T_14230
ERR1913260.754818__1.754818	28111__E5WZI1__BACEGG_01444
ERR1913260.754876__1.754876	39491__A0A396FFW0__ERE_10580
ERR1913260.755523__1.755523	40518__R5DZC6__mreC
ERR1913260.755619__1.755619	39491__A0A3E4YFT8__DXB69_10940
ERR1913260.755670__1.755670	2173__A0A1D2WTV4__Msm_1285
ERR1913260.755686__1.755686	1262736__R5Y5M4__BN496_00634
ERR1913260.755816__1.755816	39491__A0A174LTW7__DXD13_08720
ERR1913260.756242__1.756242	239935__A0A2N8I1R3__CXU05_06075
ERR1913260.756586__1.756586	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913260.756838__1.756838	1522__G1VQM0__CIAN88_03015
ERR1913260.756930__1.756930	2173__A0A1D2WU59__Msm_1444
ERR1913260.756965__1.756965	147206__GCF_000156215.1_00920
ERR1913260.756953__1.756953	39491__A0A395V5R3__EUBREC_1883
ERR1913260.757079__1.757079	1262848__R6U4C5__BN818_01040
ERR1913260.757090__1.757090	39491__A0A174K9A3__DXB69_07785
ERR1913260.757122__1.757122	1262848__R6TXS3__BN818_00318
ERR1913260.757245__1.757245	1680__R5GRA4__ERS852382_01548
ERR1913260.757300__1.757300	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913260.757308__1.757308	39488__A0A285PWJ2__EHLA_3023
ERR1913260.757462__1.757462	1680__R5GKP2__DXD60_06200
ERR1913260.757627__1.757627	1262848__R6V8K7__BN818_00573
ERR1913260.757674__1.757674	1681__A0A0H2PKG4__SAMN05216254_0742
ERR1913260.757884__1.757884	2173__A0A1D2WST6__METSMIALI_00213
ERR1913260.757925__1.757925	39491__A0A174K265__DXB76_05915
ERR1913260.758047__1.758047	2173__A0A1D2WRC1__Msm_0093
ERR1913260.758148__1.758148	147206__GCF_000156215.1_01777
ERR1913260.758209__1.758209	1262736__R5Z0V0__BN496_00387
ERR1913260.758334__1.758334	39491__A0A3E4E7C5__DXB69_03255
ERR1913260.758462__1.758462	239935__A0A2N8HTZ8__CXU09_01270
ERR1913260.758566__1.758566	116085__D4JC38__DW747_00355
ERR1913260.758575__1.758575	1550024__A0A0D8J112__TQ39_05560
ERR1913260.758674__1.758674	216816__C2GUV2__APC1478_0430
ERR1913260.758771__1.758771	28052__R7NA90__tcyB
ERR1913260.758785__1.758785	184870__A0A2I1Y9I8__Q618_VCMC00001G1391
ERR1913260.758922__1.758922	1680__R5GMB5__AD0028_1137
ERR1913260.759317__1.759317	74426__group_4823
ERR1913260.759323__1.759323	1262736__R5Y285__BN496_00964
ERR1913260.759451__1.759451	2173__A5ULL1__Msm_0884
ERR1913260.759413__1.759413	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913260.759469__1.759469	853__A0A173RZ39__C4N22_01650
ERR1913260.759479__1.759479	357276__A0A0K2HG61__BACDOR_02028
ERR1913260.759497__1.759497	2173__A0A1D2WW41__BK798_07915
ERR1913260.759762__1.759762	74426__sufB
ERR1913260.759938__1.759938	1262911__R6GZX7__BN557_00838
ERR1913260.759943__1.759943	1150298__A0A174MSM0__toxA_2
ERR1913260.760127__1.760127	40518__R5DLM5__RB5AMG_00422
ERR1913260.760151__1.760151	39492__B0MM84__lgt
ERR1913260.760335__1.760335	216816__D6DBD5__DXC32_04335
ERR1913260.760349__1.760349	39485__A0A174ZA72__glgB_1
ERR1913260.760465__1.760465	1262911__R6GKS1__BN557_00184
ERR1913260.760556__1.760556	1262924__R7HMB7__BN585_01717
ERR1913260.760722__1.760722	39488__A0A174AJU0__EHLA_0209
ERR1913260.760821__1.760821	147206__GCF_000156215.1_00118
ERR1913260.760963__1.760963	39491__A0A174K265__DXB76_05915
ERR1913260.761041__1.761041	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913260.761049__1.761049	28025__A0A315S196__U723_06095
ERR1913260.761108__1.761108	184870__A0A134BLU7__Q618_VCMC00002G0031
ERR1913260.761218__1.761218	1897011__A0A1Q6RH73__BHW41_01885
ERR1913260.761244__1.761244	40520__R7D6C0__RUMOBE_01488
ERR1913260.761288__1.761288	46506__R6AEP1__HMPREF1181_01415
ERR1913260.761519__1.761519	1680__R5GZJ8__BSTER_1195
ERR1913260.761523__1.761523	39488__A0A174DGL6__EUBHAL_03262
ERR1913260.761586__1.761586	239935__A0A2N8I9P4__CXT85_05050
ERR1913260.761694__1.761694	1262848__R6TXR7__BN818_00316
ERR1913260.761799__1.761799	239935__A0A2N8HH03__CXU09_08875
ERR1913260.762097__1.762097	2173__A0A1D2WRY2__Msm_1736
ERR1913260.763106__1.763106	357276__B6W1Y1__BSEG_03960
ERR1913260.763414__1.763414	2173__A5ULD0__BK798_05990
ERR1913260.763347__1.763347	39491__A0A396FUZ3__phoR_1
ERR1913260.763359__1.763359	40518__R5DU74__RBATCC27255_00707
ERR1913260.763540__1.763540	39491__A0A174K9A3__DXB69_07785
ERR1913260.763969__1.763969	820__A0A396CMY7__HMPREF1072_03009
ERR1913260.764504__1.764504	2173__A0A1D2WVA1__Msm_0411
ERR1913260.764645__1.764645	1262848__R6V922__BN818_00633
ERR1913260.764817__1.764817	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913260.764820__1.764820	1579__A0A3A9Y7R6__DBQ58_02315
ERR1913260.764985__1.764985	39491__C4Z9E9__T1815_12341
ERR1913260.764973__1.764973	1262911__R6GTZ4__BN557_01440
ERR1913260.764997__1.764997	1550024__A0A0D8IY45__ASJ35_05575
ERR1913260.765286__1.765286	39491__A0A395V5R3__EUBREC_1883
ERR1913260.765341__1.765341	1262848__R6U3I8__BN818_00546
ERR1913260.765450__1.765450	216816__B7GPE8__I118_0062
ERR1913260.765540__1.765540	216816__C2GUV2__APC1478_0430
ERR1913260.765570__1.765570	45851__D4RYA4__BHV86_02030
ERR1913260.765782__1.765782	40518__R5E1J7__RBL236_02062
ERR1913260.765836__1.765836	39491__C4Z8S1__DXB76_06750
ERR1913260.765873__1.765873	28117__B0MXL6__ALIPUT_01851
ERR1913260.765946__1.765946	40520__R7DAS6__ERS852533_00380
ERR1913260.766032__1.766032	1262848__R6U4C5__BN818_01040
ERR1913260.766049__1.766049	418240__C6J8Y5__ERS852478_01177
ERR1913260.766148__1.766148	216816__A0A395XYV2__APC1468_1887
ERR1913260.766162__1.766162	116085__D4J5D0__DW747_06710
ERR1913260.766347__1.766347	301301__A0A395VDW7__RHOM_05405
ERR1913260.766537__1.766537	820__A0A1Y3V743__M093_0235
ERR1913260.766568__1.766568	1680__R5GRA4__ERS852382_01548
ERR1913260.766608__1.766608	116085__D4J6M3__DW747_08060
ERR1913260.766733__1.766733	1263000__R5EXT3__BN466_02213
ERR1913260.766782__1.766782	820__A0A374Q854__HMPREF1073_03281
ERR1913260.767038__1.767038	823__A0A174LDE8__M096_3277
ERR1913260.767177__1.767177	39492__B0MNU1__ERS852540_02349
ERR1913260.767266__1.767266	152332__A0A0R1SNI8__B8W96_06060
ERR1913260.767327__1.767327	820__A0A3E4RUC4__DHU98_02635
ERR1913260.767425__1.767425	216816__B3DP82__DVB78_09640
ERR1913260.767454__1.767454	1680__A0A174BEE7__BSTER_1311
ERR1913260.767603__1.767603	40518__R5DVL2__penA
ERR1913260.767671__1.767671	418240__A0A174K0L7__cysA_1
ERR1913260.767706__1.767706	28117__B0MY41__BHV66_05165
ERR1913260.767830__1.767830	39491__A0A395ZG74__licR
ERR1913260.767913__1.767913	239935__A0A2N8HB50__CXU17_02615
ERR1913260.768042__1.768042	1262848__R6UMA7__BN818_01315
ERR1913260.768184__1.768184	116085__D4JAV2__DW747_16210
ERR1913260.768363__1.768363	1550024__A0A3B9WEL2__TQ39_11090
ERR1913260.768409__1.768409	28025__A0A315S0E5__BAAA27673_08175
ERR1913260.768443__1.768443	357276__A0A076IN30__DXD47_09350
ERR1913260.768486__1.768486	853__A0A173XRA8__CGS56_09290
ERR1913260.768490__1.768490	820__A0A3E4VXP2__yesR
ERR1913260.768564__1.768564	1680__A1A132__B0703_0684
ERR1913260.769098__1.769098	2173__A0A1D2WXY3__BK798_04185
ERR1913260.769219__1.769219	1680__A7A7Z9__AAX71_05385
ERR1913260.769227__1.769227	2173__A0A1D2WST6__METSMIALI_00213
ERR1913260.769285__1.769285	1680__R5GRA4__ERS852382_01548
ERR1913260.769562__1.769562	1680__A0A087DHN0__AL0462_1532
ERR1913260.769603__1.769603	1263107__GCA_000436995.1_00136
ERR1913260.769765__1.769765	820__A0A139K1Y6__DXB48_02610
ERR1913260.769833__1.769833	1550024__A0A3B9WGK5__TQ39_08450
ERR1913260.769840__1.769840	1681__I3WGI8__DD715_03705
ERR1913260.769855__1.769855	2173__A5ULL1__Msm_0884
ERR1913260.769889__1.769889	239935__A0A2N8I6R6__CXU04_04335
ERR1913260.769968__1.769968	1262848__R6U4T9__BN818_00690
ERR1913260.770071__1.770071	39491__A0A395ZHV7__ykvU
ERR1913260.770112__1.770112	239935__R6J5N6__CXT99_10770
ERR1913260.770132__1.770132	301301__G2SZJ7__RHOM_00620
ERR1913260.770220__1.770220	147206__GCF_000156215.1_01771
ERR1913260.770296__1.770296	820__A0A174QLF0__SAMN05444418_109151
ERR1913260.770432__1.770432	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913260.770607__1.770607	1680__A0A3E4SB79__BAD_1517
ERR1913260.770570__1.770570	39491__C4Z872__LD38_07250
ERR1913260.770722__1.770722	40518__R5DZ88__DXD93_06320
