ERR1913319.248__1.248	47678__R5U8S9__DW706_06260
ERR1913319.3900520__1.3900520	47678__R5UFW6__ERS852558_01575
ERR1913319.3900571__1.3900571	28117__B0MWZ9__ALIPUT_01735
ERR1913319.3900795__1.3900795	214856__A0A174ZLY7__ERS852447_02456
ERR1913319.3900949__1.3900949	853__A0A2A7A628__CGS57_13755
ERR1913319.3901249__1.3901249	823__A6LFW2__M095_1860
ERR1913319.3901452__1.3901452	28117__R7JH62__BHV66_05735
ERR1913319.3901540__1.3901540	28116__A0A1Y4PIA6__BACOV975_04529
ERR1913319.3901642__1.3901642	1897011__A0A1Q6RH12__BHW41_01505
ERR1913319.3901887__1.3901887	818__A0A3E5HHL6__C799_04659
ERR1913319.3901902__1.3901902	291644__I8Z3U9__ERS852428_00841
ERR1913319.3901943__1.3901943	291644__I8YFE9__HMPREF1071_02973
ERR1913319.3902155__1.3902155	28117__B0MXG8__ALIPUT_01814
ERR1913319.3902181__1.3902181	328814__GCA_004558275.1_00992
ERR1913319.3902290__1.3902290	39492__B0MNL5__phoR_1
ERR1913319.3902573__1.3902573	387661__K5ZAY0__HMPREF1077_01531
ERR1913319.3902628__1.3902628	338188__A0A174ETX3__ERS852397_01955
ERR1913319.3902825__1.3902825	328814__GCA_004558275.1_00075
ERR1913319.3902826__1.3902826	328814__GCA_004558275.1_00075
ERR1913319.3902907__1.3902907	820__A0A3E4GA19__SAMN05444418_10562
ERR1913319.3903040__1.3903040	820__I9J701__ERS852510_01809
ERR1913319.3903148__1.3903148	28117__R7JJM9__ALIPUT_00662
ERR1913319.3903337__1.3903337	39492__D4JTL0__EUBSIR_01428
ERR1913319.3903317__1.3903317	291644__I8Z4G9__ina_1
ERR1913319.3903423__1.3903423	28117__B0MXQ6__ALIPUT_01917
ERR1913319.3903507__1.3903507	820__A0A174TRB5__DXD40_11305
ERR1913319.3903513__1.3903513	39492__D4JUD7__EUBSIR_01877
ERR1913319.3903533__1.3903533	820__A0A174CK74__DXB48_07060
ERR1913319.3903583__1.3903583	820__A0A3E4PYB0__yejM
ERR1913319.3903899__1.3903899	291644__I9SJC4__ERS852428_02891
ERR1913319.3903920__1.3903920	820__A0A174CK74__DXB48_07060
ERR1913319.3903936__1.3903936	820__A0A374Q854__HMPREF1073_03281
ERR1913319.3903985__1.3903985	239935__A0A2N8I9P4__CXT85_05050
ERR1913319.3904131__1.3904131	28118__R6FCY1__DER54_07335
ERR1913319.3904248__1.3904248	28117__B0MYI9__BHV66_05415
ERR1913319.3904318__1.3904318	820__A0A3E4RU03__M093_0563
ERR1913319.3904297__1.3904297	820__A0A3E4PYB0__yejM
ERR1913319.3904427__1.3904427	544645__A0A1U7L8T1__DXC42_06325
ERR1913319.3904477__1.3904477	214856__A0A174G1M7__ERS852559_00594
ERR1913319.3904593__1.3904593	820__A0A174CG08__DXB62_13215
ERR1913319.3904573__1.3904573	1262915__R6HBF8__BN574_01128
ERR1913319.3904684__1.3904684	291644__I9T9G0__atsA_3
ERR1913319.3904728__1.3904728	291644__I9T9F4__HMPREF1532_02079
ERR1913319.3904780__1.3904780	358743__A0A0F0CKN6__SAMN05216568_11175
ERR1913319.3904822__1.3904822	328814__GCA_004558275.1_00074
ERR1913319.3904836__1.3904836	239935__A0A2N8HT44__CXT84_11035
ERR1913319.3905038__1.3905038	820__A0A374MMF0__HMPREF1073_03811
ERR1913319.3905119__1.3905119	820__A0A174CK74__DXB48_07060
ERR1913319.3905254__1.3905254	239935__A0A2N8HH03__CXU09_08875
ERR1913319.3905342__1.3905342	291644__R5IZM2__HMPREF1071_04522
ERR1913319.3905679__1.3905679	820__R9I2U8__DXC68_09590
ERR1913319.3905689__1.3905689	820__A0A139K4T0__ERS852510_03146
ERR1913319.3905756__1.3905756	487174__K0X7X4__DIT83_09125
ERR1913319.3905906__1.3905906	328814__GCA_004558275.1_00139
ERR1913319.3906052__1.3906052	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913319.3906187__1.3906187	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913319.3906221__1.3906221	39492__D4JSS9__btuF
ERR1913319.3906447__1.3906447	1896974__A0A1Q6H018__BHV77_13175
ERR1913319.3906579__1.3906579	820__A7V092__hldE
ERR1913319.3906553__1.3906553	46503__R6X8Q3__fepA_2
ERR1913319.3906608__1.3906608	820__A0A174GYA8__DXB64_07370
ERR1913319.3906691__1.3906691	823__D0TAX5__HMPREF1075_01064
ERR1913319.3907019__1.3907019	2292352__A0A374UKE7__DXC23_09500
ERR1913319.3907035__1.3907035	821__A0A3E4HP25__SAMN04487923_102450
ERR1913319.3907041__1.3907041	39492__D4JRZ7__smc
ERR1913319.3907175__1.3907175	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.3907237__1.3907237	820__A0A3E4GA19__SAMN05444418_10562
ERR1913319.3907270__1.3907270	214856__R6Z590__ERS852447_01059
ERR1913319.3907441__1.3907441	820__A0A139K0J1__HMPREF2141_03205
ERR1913319.3907461__1.3907461	39492__D4JX50__EUBSIR_00410
ERR1913319.3907574__1.3907574	823__D7IKW8__DXD05_10310
ERR1913319.3907593__1.3907593	820__A0A3E5BMG9__DXD40_05130
ERR1913319.3907610__1.3907610	410072__A0A173S248__ERS852525_02992
ERR1913319.3907663__1.3907663	820__A0A3E4G826__C801_01612
ERR1913319.3907682__1.3907682	820__A0A139K8N1__ERS852554_00951
ERR1913319.3907762__1.3907762	28117__R7JPX7__BHV66_00900
ERR1913319.3907893__1.3907893	214856__A0A174ZJU0__ERS852559_00619
ERR1913319.3907911__1.3907911	214856__A0A174FX52__yddM
ERR1913319.3907924__1.3907924	74426__nifJ
ERR1913319.3907925__1.3907925	1262824__R6RMS7__BN719_01294
ERR1913319.3907963__1.3907963	291644__R5JMN9__HMPREF1532_00991
ERR1913319.3908111__1.3908111	39492__D4JWM0__atpF
ERR1913319.3908082__1.3908082	39492__D4JX34__ERS852540_00411
ERR1913319.3908333__1.3908333	823__A0A174VHT1__DHP27_04775
ERR1913319.3908501__1.3908501	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.3908509__1.3908509	28117__B0MTI4__ALIPUT_00084
ERR1913319.3908709__1.3908709	39492__D4JTK2__EUBSIR_01439
ERR1913319.3908717__1.3908717	820__A0A3E4VXP2__yesR
ERR1913319.3908718__1.3908718	239935__B2UQP8__CXU15_01110
ERR1913319.3908747__1.3908747	39492__D4JUD9__EUBSIR_01875
ERR1913319.3908801__1.3908801	821__A0A174V2F3__NCTC10583_01474
ERR1913319.3908814__1.3908814	246787__R6LGA6__tmoS_11
ERR1913319.3908874__1.3908874	28116__I9ST00__M088_5588
ERR1913319.3909019__1.3909019	28117__B0MTV5__BHV66_06415
ERR1913319.3909096__1.3909096	28117__B0MTV5__BHV66_06415
ERR1913319.3909121__1.3909121	328814__GCA_004558275.1_00138
ERR1913319.3909161__1.3909161	820__A0A139K1Y6__DXB48_02610
ERR1913319.3909241__1.3909241	820__R9I3N4__M093_0061
ERR1913319.3909210__1.3909210	820__A7VAR9__ERS852421_00197
ERR1913319.3909328__1.3909328	46228__V8BL71__DXD17_11775
ERR1913319.3909312__1.3909312	820__A0A139KIL9__DXC68_05945
ERR1913319.3909466__1.3909466	820__A7V470__HMPREF1072_02076
ERR1913319.3909496__1.3909496	33025__A0A395J973__C8D73_11010
ERR1913319.3909542__1.3909542	823__A0A069SAX6__ERS852380_00710
ERR1913319.3909708__1.3909708	821__A0A174RA14__M099_1655
ERR1913319.3909846__1.3909846	820__A7V470__HMPREF1072_02076
ERR1913319.3909858__1.3909858	74426__rpoC
ERR1913319.3909882__1.3909882	626932__G5H9D2__HMPREF9450_02218
ERR1913319.3910031__1.3910031	821__A0A0P0L8F8__ERS852509_03705
ERR1913319.3910218__1.3910218	239935__A0A139TM51__CXT91_12120
ERR1913319.3910340__1.3910340	328814__GCA_004558275.1_00989
ERR1913319.3910399__1.3910399	291644__I8Z037__ERS852428_00495
ERR1913319.3910407__1.3910407	39492__D4JRX7__EUBSIR_01480
ERR1913319.3910347__1.3910347	47678__R5U9Z0__HMPREF1061_03210
ERR1913319.3910349__1.3910349	291644__I9T9Y0__HMPREF1071_01813
ERR1913319.3910488__1.3910488	820__A0A3E4IGA7__DXD40_07110
ERR1913319.3910525__1.3910525	39492__D4JVX0__udk
ERR1913319.3910662__1.3910662	820__R9I2U8__DXC68_09590
ERR1913319.3910826__1.3910826	291644__I9TER0__HMPREF1532_01526
ERR1913319.3910991__1.3910991	47678__A5ZEA3__ERS852558_00257
ERR1913319.3911008__1.3911008	47678__R5UFW6__ERS852558_01575
ERR1913319.3911140__1.3911140	28117__B0MWP2__ALIPUT_01468
ERR1913319.3911161__1.3911161	821__A0A174V2F3__NCTC10583_01474
ERR1913319.3911169__1.3911169	39492__D4JT87__clpC
ERR1913319.3911326__1.3911326	871324__A0A1M6KRZ5__SAMN05444350_14031
ERR1913319.3911398__1.3911398	820__A0A3E4RU03__M093_0563
ERR1913319.3911527__1.3911527	291644__I9SRU5__HMPREF1532_02538
ERR1913319.3911605__1.3911605	821__A0A3E4XY72__NCTC10583_01067
ERR1913319.3911664__1.3911664	291644__I9TBY1__HMPREF1532_01991
ERR1913319.3911656__1.3911656	820__A0A396EUU8__luxQ_3
ERR1913319.3911827__1.3911827	410072__A0A173WZ94__DXD67_05780
ERR1913319.3911805__1.3911805	823__K6A253__DHP27_13535
ERR1913319.3911853__1.3911853	820__A0A374Q8T2__DXB64_16190
ERR1913319.3911970__1.3911970	239935__A0A2N8IRL2__CXU06_01170
ERR1913319.3912042__1.3912042	820__A0A3E4G3J9__ERS852459_02265
ERR1913319.3912132__1.3912132	239935__A0A2N8HDT1__CXT94_05270
ERR1913319.3912218__1.3912218	28117__B0MTH2__ALIPUT_00061
ERR1913319.3912275__1.3912275	820__A0A174QLF0__SAMN05444418_109151
ERR1913319.3912285__1.3912285	214856__I3YMC8__ERS852447_02666
ERR1913319.3912544__1.3912544	291644__I8Z2C6__HMPREF1071_00595
ERR1913319.3912581__1.3912581	39492__D4JRY3__EUBSIR_01473
ERR1913319.3912727__1.3912727	821__I9R3W6__DXC16_12455
ERR1913319.3912869__1.3912869	853__A0A2A7B1Y7__C7K05_11930
ERR1913319.3912902__1.3912902	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913319.3913024__1.3913024	1318__A0A0F3H2T5__HMPREF8577_1838
ERR1913319.3913313__1.3913313	47678__A5ZF31__DXB67_11050
ERR1913319.3913357__1.3913357	39492__D4JRM9__bglB_2
ERR1913319.3913386__1.3913386	821__R7P1Q7__M099_2990
ERR1913319.3913462__1.3913462	28118__R6FAT1__DHW44_00720
ERR1913319.3913668__1.3913668	291644__I9TJP2__ERS852428_00842
ERR1913319.3913742__1.3913742	246787__R6KQ08__AA416_01934
ERR1913319.3913765__1.3913765	1262743__R5C054__BN727_01980
ERR1913319.3913817__1.3913817	47678__I8UYF7__DW706_16415
ERR1913319.3913910__1.3913910	820__A0A3E4G2R7__DXC07_00510
ERR1913319.3913999__1.3913999	853__A0A173XRA8__CGS56_09290
ERR1913319.3914149__1.3914149	820__A0A3E4G2R7__DXC07_00510
ERR1913319.3914123__1.3914123	45851__D4RWG7__BUTYVIB_00298
ERR1913319.3914272__1.3914272	28117__B0MWX3__BHV66_03010
ERR1913319.3914356__1.3914356	820__A0A139K8N1__ERS852554_00951
ERR1913319.3914436__1.3914436	821__A0A3E4HP25__SAMN04487923_102450
ERR1913319.3914508__1.3914508	1262746__R5S759__BN750_00759
ERR1913319.3914520__1.3914520	39492__D4JWY0__EUBSIR_01648
ERR1913319.3914746__1.3914746	820__A0A3E4VZT7__DXB48_16145
ERR1913319.3914867__1.3914867	39492__D4JSS9__btuF
ERR1913319.3914903__1.3914903	820__A0A374QGD2__ERS852421_02382
ERR1913319.3915006__1.3915006	291644__I9TL44__HMPREF1532_01311
ERR1913319.3915096__1.3915096	239935__A0A2N8IRW0__A4V05_11620
ERR1913319.3915121__1.3915121	821__I9R3W6__DXC16_12455
ERR1913319.3915245__1.3915245	39488__A0A174CPK1__yyaC
ERR1913319.3915336__1.3915336	214856__R5UN64__ERS852447_02669
ERR1913319.3915339__1.3915339	28117__B0MU58__BHV66_05630
ERR1913319.3915484__1.3915484	39492__D4JWJ4__EUBSIR_01090
ERR1913319.3915499__1.3915499	487174__K0XA48__DDY40_03955
ERR1913319.3915748__1.3915748	39492__D4JS88__ERS852540_00578
ERR1913319.3915921__1.3915921	820__A0A3E5BMG9__DXD40_05130
ERR1913319.3915950__1.3915950	291644__I8Y0K6__HMPREF1532_04085
ERR1913319.3916096__1.3916096	821__R7P1Q7__M099_2990
ERR1913319.3916126__1.3916126	46228__V8C3Q5__DXD17_04230
ERR1913319.3916131__1.3916131	39492__R6SPM9__pheT
ERR1913319.3916339__1.3916339	820__A0A139K4T0__ERS852510_03146
ERR1913319.3916341__1.3916341	46228__V8BRH7__RUMLAC_01261
ERR1913319.3916398__1.3916398	410072__A0A174CHL0__ERS852574_02022
ERR1913319.3916426__1.3916426	28117__B0MY34__BHV66_05195
ERR1913319.3916594__1.3916594	820__A0A3E4VZY4__ERS852554_01211
ERR1913319.3916639__1.3916639	1262824__R6RQ49__BN719_02290
ERR1913319.3916653__1.3916653	28117__B0MY45__ALIPUT_02164
ERR1913319.3916665__1.3916665	28117__B0MTS2__ALIPUT_00159
ERR1913319.3916868__1.3916868	28117__B0MWP2__ALIPUT_01468
ERR1913319.3916900__1.3916900	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913319.3916931__1.3916931	291644__I9SS05__HMPREF1532_02661
ERR1913319.3917072__1.3917072	821__A0A173XDD3__DXB82_17180
ERR1913319.3917140__1.3917140	820__A0A174TRB5__DXD40_11305
ERR1913319.3917153__1.3917153	820__A0A174F696__macB_13
ERR1913319.3917380__1.3917380	239935__R6K0V8__CXT94_02055
ERR1913319.3917492__1.3917492	821__E5UY21__C800_02204
ERR1913319.3917559__1.3917559	239935__A0A139TPD8__CXU12_11015
ERR1913319.3917598__1.3917598	820__A0A139K5A6__DXB48_12175
ERR1913319.3917638__1.3917638	820__A0A139JRH8__HMPREF2141_04326
ERR1913319.3917781__1.3917781	239935__A0A2N8IL82__CXU02_11740
ERR1913319.3917859__1.3917859	28117__B0MU58__BHV66_05630
ERR1913319.3917916__1.3917916	1501391__GCA_000786575.1_00124
ERR1913319.3917955__1.3917955	820__A0A1Y3V743__M093_0235
ERR1913319.3918202__1.3918202	820__A0A174M9V5__M093_0237
ERR1913319.3918257__1.3918257	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913319.3918287__1.3918287	328814__GCA_004558275.1_00025
ERR1913319.3918424__1.3918424	291644__R5JR56__HMPREF1532_03512
ERR1913319.3918498__1.3918498	28052__R7NEJ4__ERS852451_01746
ERR1913319.3918651__1.3918651	820__A0A3E4G3J9__ERS852459_02265
ERR1913319.3918740__1.3918740	820__A0A3E4HWJ4__DXD40_05945
ERR1913319.3918761__1.3918761	28117__B0N007__BHV66_10275
ERR1913319.3918800__1.3918800	74426__nifJ
ERR1913319.3918852__1.3918852	39492__R6RYB8__ERS852540_00322
ERR1913319.3919182__1.3919182	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913319.3919188__1.3919188	28117__B0MTS2__ALIPUT_00159
ERR1913319.3919243__1.3919243	1796613__R9HHZ9__ADH74_10095
ERR1913319.3919222__1.3919222	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913319.3919274__1.3919274	239935__A0A2N8IMC3__CXT96_03840
ERR1913319.3919354__1.3919354	328814__GCA_004558275.1_00986
ERR1913319.3919381__1.3919381	820__A0A174F0C1__nreB
ERR1913319.3919387__1.3919387	246787__R6LGB3__BcellWH2_02361
ERR1913319.3919727__1.3919727	820__A0A139KIL9__DXC68_05945
ERR1913319.3919802__1.3919802	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913319.3919959__1.3919959	418240__C6JH13__ERS852478_02750
ERR1913319.3920014__1.3920014	821__A0A396F9T7__M097_3427
ERR1913319.3920120__1.3920120	74426__group_1871
ERR1913319.3920205__1.3920205	820__A0A174CK74__DXB48_07060
ERR1913319.3920226__1.3920226	47678__R5U9Z0__HMPREF1061_03210
ERR1913319.3920392__1.3920392	246787__R6K756__HMPREF1062_01819
ERR1913319.3920716__1.3920716	239935__A0A2N8HW65__CXU09_08515
ERR1913319.3920720__1.3920720	39492__D4JSU6__dacB_3
ERR1913319.3920690__1.3920690	823__A0A073I9P2__CF162_18000
ERR1913319.3920657__1.3920657	371601__D7J175__DXD03_05675
ERR1913319.3920763__1.3920763	820__A0A3E4IGA7__DXD40_07110
ERR1913319.3920910__1.3920910	820__R9I2U8__DXC68_09590
ERR1913319.3921256__1.3921256	28117__R7JJM9__ALIPUT_00662
ERR1913319.3921375__1.3921375	820__A0A396EUU8__luxQ_3
ERR1913319.3921396__1.3921396	291644__I9I2F9__HMPREF1532_01625
ERR1913319.3921442__1.3921442	39492__A0A174ZHV5__msbA_2
ERR1913319.3921519__1.3921519	820__A0A374QGD2__ERS852421_02382
ERR1913319.3921914__1.3921914	39492__D4JV86__spoIIE
ERR1913319.3922221__1.3922221	820__A0A3E4WA06__ERS852554_03404
ERR1913319.3922337__1.3922337	28117__R7JH62__BHV66_05735
ERR1913319.3922581__1.3922581	820__A0A173WUD7__DXB48_08055
ERR1913319.3922585__1.3922585	328814__GCA_004558275.1_00099
ERR1913319.3922742__1.3922742	39492__D4MIX3__ERS852540_01230
ERR1913319.3922750__1.3922750	28117__R7JIJ8__BHV66_01635
ERR1913319.3922769__1.3922769	28117__B0MU58__BHV66_05630
ERR1913319.3922851__1.3922851	28117__B0MXL6__ALIPUT_01851
ERR1913319.3923003__1.3923003	821__I9R3W6__DXC16_12455
ERR1913319.3923071__1.3923071	820__A0A396EUU8__luxQ_3
ERR1913319.3923108__1.3923108	820__A0A3E4G3J9__ERS852459_02265
ERR1913319.3923187__1.3923187	820__A7UYX8__DXD40_11635
ERR1913319.3923258__1.3923258	28117__B0MU76__ALIPUT_00202
ERR1913319.3923440__1.3923440	820__A0A3E4WCX3__C801_02709
ERR1913319.3923490__1.3923490	820__A0A139JRS5__HMPREF1073_04025
ERR1913319.3923635__1.3923635	239935__A0A2N8I6R6__CXU04_04335
ERR1913319.3923646__1.3923646	823__A6LHK0__M090_1297
ERR1913319.3923791__1.3923791	820__A0A174TRB5__DXD40_11305
ERR1913319.3923871__1.3923871	39492__B0MP07__ERS852540_02083
ERR1913319.3923971__1.3923971	820__A0A174R952__DXB48_02570
ERR1913319.3924131__1.3924131	1501391__GCA_000786575.1_00115
ERR1913319.3924142__1.3924142	147207__adhE_1
ERR1913319.3924143__1.3924143	214856__I3YPP0__ERS852447_01388
ERR1913319.3924173__1.3924173	328814__GCA_004558275.1_00041
ERR1913319.3924201__1.3924201	820__I9A4U7__DHU98_12785
ERR1913319.3924301__1.3924301	28117__B0MTY2__BHV66_06485
ERR1913319.3924316__1.3924316	239935__B2URG9__CXU00_11290
ERR1913319.3924350__1.3924350	820__A0A3E4VXP2__yesR
ERR1913319.3924434__1.3924434	328814__GCA_004558275.1_00035
ERR1913319.3924522__1.3924522	821__A0A174WBC9__ERS852556_03145
ERR1913319.3924537__1.3924537	820__A0A078S569__gmhB
ERR1913319.3924616__1.3924616	47678__R5UXY0__CGC64_03535
ERR1913319.3924680__1.3924680	39492__D4MJF3__EUBSIR_02248
ERR1913319.3924654__1.3924654	328814__GCA_004558275.1_00007
ERR1913319.3924879__1.3924879	821__A0A0P0M6M0__M097_4734
ERR1913319.3924927__1.3924927	820__A0A173YYG4__evgS_3
ERR1913319.3924928__1.3924928	39492__D4JX40__EUBSIR_00020
ERR1913319.3924990__1.3924990	291644__R5JC88__HMPREF1532_00990
ERR1913319.3925021__1.3925021	28117__B0MY40__BHV66_05170
ERR1913319.3925024__1.3925024	1796620__A0A1C7GKS2__ADH66_06940
ERR1913319.3924995__1.3924995	28117__B0MU58__BHV66_05630
ERR1913319.3925394__1.3925394	28117__B0MWP2__ALIPUT_01468
ERR1913319.3925400__1.3925400	671267__R9IB12__C802_00696
ERR1913319.3925531__1.3925531	239935__A0A2N8I1R3__CXU05_06075
ERR1913319.3925623__1.3925623	291644__I8YYM8__HMPREF1532_01562
ERR1913319.3925717__1.3925717	487174__K0X522__DDY40_12660
ERR1913319.3925795__1.3925795	820__A0A139K2N9__DXB62_12420
ERR1913319.3925929__1.3925929	291644__I9T317__ERS852428_03619
ERR1913319.3926121__1.3926121	821__E5UY21__C800_02204
ERR1913319.3926141__1.3926141	239935__A0A2N8HSC0__CXU06_05505
ERR1913319.3926151__1.3926151	820__A0A173XIP7__B5G17_16050
ERR1913319.3926207__1.3926207	239935__A0A2N8IU45__DEF40_02365
ERR1913319.3926254__1.3926254	328814__GCA_004558275.1_01621
ERR1913319.3926295__1.3926295	39492__D4JUD9__EUBSIR_01875
ERR1913319.3926307__1.3926307	820__A0A174TRB5__DXD40_11305
ERR1913319.3926356__1.3926356	820__A0A374Q8T2__DXB64_16190
ERR1913319.3926479__1.3926479	28118__F9Z9B0__SAMEA44545918_02179
ERR1913319.3926596__1.3926596	28117__B0MY34__BHV66_05195
ERR1913319.3926694__1.3926694	291644__I9HLV6__ERS852428_02603
ERR1913319.3926878__1.3926878	28118__F9Z6F1__DER54_08365
ERR1913319.3926894__1.3926894	820__A0A139JRH8__HMPREF2141_04326
ERR1913319.3926911__1.3926911	573__A0A377XJQ7__CBL57_13755
ERR1913319.3927053__1.3927053	291644__R5JC88__HMPREF1532_00990
ERR1913319.3927086__1.3927086	820__A0A174TRB5__DXD40_11305
ERR1913319.3927200__1.3927200	39492__B0MM26__ERS852540_00640
ERR1913319.3927318__1.3927318	820__A0A3E5E0T0__ERS852554_00312
ERR1913319.3927241__1.3927241	821__A6L0C7__ERS852556_03520
ERR1913319.3927360__1.3927360	820__A0A139K1Y6__DXB48_02610
ERR1913319.3927428__1.3927428	820__A0A139KH21__DXC80_01780
ERR1913319.3927572__1.3927572	39492__D4JQX3__EUBSIR_01310
ERR1913319.3927589__1.3927589	39492__D4JU81__xseA
ERR1913319.3927674__1.3927674	820__R9I324__HMPREF2141_02414
ERR1913319.3927689__1.3927689	820__A7UYX8__DXD40_11635
ERR1913319.3927755__1.3927755	1501391__GCA_000786575.1_00104
ERR1913319.3927793__1.3927793	1501391__GCA_000786575.1_00085
ERR1913319.3927785__1.3927785	820__R9I2U8__DXC68_09590
ERR1913319.3927982__1.3927982	1262743__R5C054__BN727_01980
ERR1913319.3928084__1.3928084	1304__J7SIV6__pspA_3
ERR1913319.3928192__1.3928192	28118__F9Z8Y8__B5F99_07140
ERR1913319.3928266__1.3928266	820__A0A139KIL9__DXC68_05945
ERR1913319.3928287__1.3928287	1263005__R6EUV8__BN497_01243
ERR1913319.3928309__1.3928309	487174__R5FJY1__DDY40_07045
ERR1913319.3928364__1.3928364	239935__A0A2N8I3G2__CXT89_00720
ERR1913319.3928487__1.3928487	820__A0A374Q854__HMPREF1073_03281
ERR1913319.3928552__1.3928552	357276__I8WFU9__BACDOR_02006
ERR1913319.3928801__1.3928801	821__A0A174JYD3__ERS852457_02610
ERR1913319.3928745__1.3928745	28117__B0MT38__BHV66_05995
ERR1913319.3928852__1.3928852	820__A0A396EXA7__DXB37_15530
ERR1913319.3928899__1.3928899	39492__A0A174ZYY6__EUBSIR_02510
ERR1913319.3929046__1.3929046	28117__B0MXR1__BHV66_08035
ERR1913319.3929078__1.3929078	28116__A0A1Y4PHM7__DXA80_25130
ERR1913319.3929327__1.3929327	357276__I9QBT7__BSEG_03340
ERR1913319.3929342__1.3929342	820__A0A139KIL9__DXC68_05945
ERR1913319.3929361__1.3929361	239935__R7DVL7__CXT93_01180
ERR1913319.3929376__1.3929376	28117__B0MY41__BHV66_05165
ERR1913319.3929402__1.3929402	820__A0A374MXK3__HMPREF1072_00166
ERR1913319.3929529__1.3929529	239935__A0A2N8HT18__CXT93_06135
ERR1913319.3929560__1.3929560	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913319.3929653__1.3929653	28117__R7JG17__ALIPUT_01859
ERR1913319.3929778__1.3929778	821__A6L0C7__ERS852556_03520
ERR1913319.3929810__1.3929810	47678__R5UXJ2__DW706_08325
ERR1913319.3929931__1.3929931	328814__GCA_004558275.1_01001
ERR1913319.3930053__1.3930053	820__A0A139KIL9__DXC68_05945
ERR1913319.3930056__1.3930056	820__A0A139KEW8__DXB64_06405
ERR1913319.3930130__1.3930130	291644__I8Z4T0__ERS852428_03213
ERR1913319.3930132__1.3930132	291644__I8Y011__HMPREF1071_04228
ERR1913319.3930137__1.3930137	1262992__R5DE42__BN795_00179
ERR1913319.3930213__1.3930213	410072__A0A173SHF2__COPCOM_03201
ERR1913319.3930219__1.3930219	1501392__A0A0B2JEF2__PU94_15220
ERR1913319.3930549__1.3930549	821__A0A397WGD6__M098_0084
ERR1913319.3930463__1.3930463	33025__A0A395JBU5__C8D73_10423
ERR1913319.3930614__1.3930614	39492__D4JT67__EUBSIR_01784
ERR1913319.3930676__1.3930676	820__A0A139KG60__M094_2679
ERR1913319.3930682__1.3930682	820__A0A139JY23__B5G17_06330
ERR1913319.3930763__1.3930763	820__A0A374Q4X1__HMPREF2141_02370
ERR1913319.3931209__1.3931209	291644__R5JNC3__HMPREF1071_03576
ERR1913319.3931260__1.3931260	820__A0A139JY23__B5G17_06330
ERR1913319.3931288__1.3931288	28117__B0MZ22__BHV66_04430
ERR1913319.3931531__1.3931531	820__A0A174P0L5__glcK_3
ERR1913319.3931589__1.3931589	573__A0A1D3KHJ2__phnE
ERR1913319.3931667__1.3931667	28117__R7JH62__BHV66_05735
ERR1913319.3931812__1.3931812	820__A0A3E4PYB0__yejM
ERR1913319.3931838__1.3931838	39492__D4JUL4__ERS852540_01381
ERR1913319.3931864__1.3931864	246787__A0A3D6AS39__ina
ERR1913319.3931901__1.3931901	39492__D4JTF2__mutS2
ERR1913319.3931936__1.3931936	39492__D4MJF3__EUBSIR_02248
ERR1913319.3931937__1.3931937	291644__I9I0P6__HMPREF1532_01982
ERR1913319.3931950__1.3931950	39492__D4JWI6__EUBSIR_01073
ERR1913319.3931954__1.3931954	820__A0A3E4VZY4__ERS852554_01211
ERR1913319.3932019__1.3932019	820__A0A173WUD7__DXB48_08055
ERR1913319.3932238__1.3932238	239935__A0A2N8HB50__CXU17_02615
ERR1913319.3932259__1.3932259	820__A0A139KIL9__DXC68_05945
