ERR1913042.39__1.39	39491__A0A395ZDC6__addB
ERR1913042.1716839__1.1716839	40518__R5DX31__DXD86_09775
ERR1913042.1716861__1.1716861	1262911__R6H2J2__BN557_01228
ERR1913042.1716864__1.1716864	1681__A0A286TFH5__LMG13200_1490
ERR1913042.1716907__1.1716907	40518__R5DQD6__DXD83_09060
ERR1913042.1716914__1.1716914	936548__J1LNX5__HMPREF1136_0350
ERR1913042.1716918__1.1716918	1262924__R7HUG0__BN585_00790
ERR1913042.1716929__1.1716929	1262924__R7HLK0__BN585_01496
ERR1913042.1717113__1.1717113	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1717167__1.1717167	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1717175__1.1717175	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.1717179__1.1717179	28118__R6F6C0__Odosp_0731
ERR1913042.1717194__1.1717194	1262924__R7HLK0__BN585_01496
ERR1913042.1717326__1.1717326	310298__B3JFH4__BACCOP_00624
ERR1913042.1717469__1.1717469	820__A0A174CK74__DXB48_07060
ERR1913042.1717501__1.1717501	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1717511__1.1717511	47678__A5ZEA3__ERS852558_00257
ERR1913042.1717538__1.1717538	301302__A0A0M6W9H8__M72_19621
ERR1913042.1717679__1.1717679	418240__C6JFI6__ERS852523_01129
ERR1913042.1717732__1.1717732	204516__U6R9H3__HMPREF1534_03348
ERR1913042.1717767__1.1717767	310298__B3JH76__BACCOP_01230
ERR1913042.1717762__1.1717762	165179__A0A3E5EA43__DXC61_07775
ERR1913042.1717788__1.1717788	310298__B3JEE8__BACCOP_00239
ERR1913042.1717943__1.1717943	40518__R5E6K4__RB5AMG_02070
ERR1913042.1717955__1.1717955	39491__A0A395UUN5__EUBREC_0291
ERR1913042.1718026__1.1718026	165179__A0A3E5EA43__DXC61_07775
ERR1913042.1718049__1.1718049	204516__U6RJY4__HMPREF1534_01494
ERR1913042.1718108__1.1718108	820__A7V470__HMPREF1072_02076
ERR1913042.1718183__1.1718183	823__A0A355XEX9__ERS852560_03521
ERR1913042.1718199__1.1718199	165179__A0A3E4SB95__DXC61_13455
ERR1913042.1718293__1.1718293	853__A0A173YYY4__DWZ04_09420
ERR1913042.1718290__1.1718290	165179__D1PHC0__PREVCOP_06640
ERR1913042.1718381__1.1718381	39485__C4Z2X2__ERS852492_01808
ERR1913042.1718407__1.1718407	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1718499__1.1718499	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1718711__1.1718711	1262924__R7HMB7__BN585_01717
ERR1913042.1718743__1.1718743	261299__B0ABD3__SAMN02745147_0596
ERR1913042.1718746__1.1718746	853__A0A173YYY4__DWZ04_09420
ERR1913042.1718758__1.1718758	1262924__R7HU74__BN585_00690
ERR1913042.1718771__1.1718771	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1718831__1.1718831	143393__X8K4B6__aroK
ERR1913042.1718962__1.1718962	39485__C4Z6J9__ERS852492_02049
ERR1913042.1719064__1.1719064	39488__A0A174BSK2__ERS852450_01031
ERR1913042.1719155__1.1719155	78257__A0A087CUE0__BSAE_1156
ERR1913042.1719205__1.1719205	28116__A0A3E5HUC8__DHW41_21025
ERR1913042.1719283__1.1719283	1150298__A0A174HEB6__ypdC_2
ERR1913042.1719364__1.1719364	116085__D4J6M2__cobT
ERR1913042.1719425__1.1719425	371601__A0A1C7H1B8__BN890_22320
ERR1913042.1719506__1.1719506	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1719589__1.1719589	40520__A5ZSL9__DXC87_07025
ERR1913042.1719594__1.1719594	39491__A0A395UYA6__EUBREC_0408
ERR1913042.1719605__1.1719605	820__A0A174B4N2__M093_2531
ERR1913042.1719622__1.1719622	853__A0A2A7B1Y7__C7K05_11930
ERR1913042.1719634__1.1719634	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1719662__1.1719662	1262924__R7HRT1__BN585_00630
ERR1913042.1719728__1.1719728	39491__A0A173TFQ1__rsmF
ERR1913042.1719717__1.1719717	1160721__W0U611__BHW50_08625
ERR1913042.1719897__1.1719897	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1719906__1.1719906	39485__A0A174YYW2__benM
ERR1913042.1720035__1.1720035	165179__A0A3E5A554__DXB80_13805
ERR1913042.1720059__1.1720059	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1720086__1.1720086	1262924__R7HRT1__BN585_00630
ERR1913042.1720167__1.1720167	820__A0A139KG60__M094_2679
ERR1913042.1720228__1.1720228	165179__A0A3E5DY64__CFT61_10025
ERR1913042.1720300__1.1720300	1262743__R5C054__BN727_01980
ERR1913042.1720439__1.1720439	204516__U6R9L2__HMPREF1534_03110
ERR1913042.1720488__1.1720488	853__A0A2A7B9I6__DW855_13690
ERR1913042.1720631__1.1720631	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913042.1720913__1.1720913	28118__R6F6F1__B5F93_10805
ERR1913042.1720916__1.1720916	487174__K0XLV6__DIT83_00940
ERR1913042.1720917__1.1720917	165179__A0A3E5DV57__DXB80_11400
ERR1913042.1721090__1.1721090	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1721292__1.1721292	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1721319__1.1721319	165179__A0A3E5DN34__DXC61_07865
ERR1913042.1721326__1.1721326	165179__A0A3E5EA83__DXC61_07750
ERR1913042.1721349__1.1721349	39491__A0A395ZGE4__ERS852497_01269
ERR1913042.1721394__1.1721394	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1721483__1.1721483	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1721536__1.1721536	204516__U6R7Y8__HMPREF1534_03942
ERR1913042.1721580__1.1721580	28117__R7JR95__ALIPUT_01367
ERR1913042.1721705__1.1721705	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1721710__1.1721710	1262924__R7HPL8__BN585_01826
ERR1913042.1721723__1.1721723	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1721741__1.1721741	39485__A0A174YQX9__ERS852490_00864
ERR1913042.1721819__1.1721819	1262992__R5DE38__BN795_00174
ERR1913042.1721853__1.1721853	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913042.1721932__1.1721932	39485__A0A174ZLH6__EUBELI_01564
ERR1913042.1721999__1.1721999	821__A0A174T998__DXB82_10860
ERR1913042.1722087__1.1722087	165179__D1PHM6__DXC61_06700
ERR1913042.1722132__1.1722132	165179__A0A3E5DR10__DXC61_03505
ERR1913042.1722205__1.1722205	165179__D1PER3__DXB80_11525
ERR1913042.1722372__1.1722372	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1722423__1.1722423	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1722451__1.1722451	820__A0A139K4W5__HMPREF2141_02394
ERR1913042.1722498__1.1722498	301301__A0A395V573__RHOM_13925
ERR1913042.1722471__1.1722471	165179__D1PES9__DXB80_11585
ERR1913042.1722562__1.1722562	1262743__R5C054__BN727_01980
ERR1913042.1722578__1.1722578	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1722551__1.1722551	28117__B0MWC6__BHV66_00965
ERR1913042.1722601__1.1722601	310298__B3JQL6__BACCOP_04252
ERR1913042.1722761__1.1722761	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1722866__1.1722866	28118__R6F5T0__Odosp_2509
ERR1913042.1722926__1.1722926	39485__C4Z6R3__mcp2_1
ERR1913042.1722943__1.1722943	165179__W1I4H6__DXB80_13655
ERR1913042.1722995__1.1722995	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913042.1723147__1.1723147	418240__A0A174AQ30__ERS852478_00945
ERR1913042.1723164__1.1723164	820__I9J701__ERS852510_01809
ERR1913042.1723174__1.1723174	310298__B3JK49__BACCOP_02273
ERR1913042.1723534__1.1723534	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1723563__1.1723563	165179__A0A3E5A5E5__DXC61_13965
ERR1913042.1723608__1.1723608	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1723662__1.1723662	649756__D4MUR3__ERS852571_00481
ERR1913042.1723735__1.1723735	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1723848__1.1723848	28118__F9ZCN9__DHW44_07820
ERR1913042.1723872__1.1723872	216816__A0A0A0UDU9__BL1246
ERR1913042.1723889__1.1723889	39485__A0A174Z2N7__EUBELI_02062
ERR1913042.1723915__1.1723915	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1724080__1.1724080	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1724107__1.1724107	39485__A0A175A273__plsX_2
ERR1913042.1724277__1.1724277	165179__A0A3E5AER8__DXB80_07075
ERR1913042.1724278__1.1724278	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1724444__1.1724444	1680__A0A087DLC6__C8077_00815
ERR1913042.1724562__1.1724562	204516__U6RFU0__HMPREF1534_02545
ERR1913042.1724663__1.1724663	204516__U6R9L2__HMPREF1534_03110
ERR1913042.1724771__1.1724771	165179__D1PEQ5__PREVCOP_05711
ERR1913042.1724781__1.1724781	116085__D4J6E9__DW747_15845
ERR1913042.1724817__1.1724817	28117__B0MTH2__ALIPUT_00061
ERR1913042.1724818__1.1724818	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1724878__1.1724878	310298__B3JI31__BACCOP_01543
ERR1913042.1724958__1.1724958	39485__A0A174ZA08__EUBELI_01019
ERR1913042.1724975__1.1724975	47678__R5UUB1__DXB67_02860
ERR1913042.1725009__1.1725009	40520__A0A174HSN4__ltaS1_2
ERR1913042.1725072__1.1725072	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1725147__1.1725147	28118__F9Z5M1__NCTC10826_02946
ERR1913042.1725188__1.1725188	216816__A0A3D8U3T8__DXD41_09580
ERR1913042.1725257__1.1725257	39485__A0A175A403__EUBELI_20577
ERR1913042.1725338__1.1725338	165179__D1PEQ5__PREVCOP_05711
ERR1913042.1725393__1.1725393	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1725442__1.1725442	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1725458__1.1725458	204516__U6RFB2__HMPREF1534_01733
ERR1913042.1725534__1.1725534	216816__C2GTH2__CE159_03580
ERR1913042.1725674__1.1725674	310298__B3JK97__BACCOP_02326
ERR1913042.1725677__1.1725677	165179__A0A3E5DY64__CFT61_10025
ERR1913042.1725817__1.1725817	39485__A0A174YMP3__ERS852490_01032
ERR1913042.1725810__1.1725810	154288__A0A0X1TK78__ERS852466_01724
ERR1913042.1726224__1.1726224	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1726270__1.1726270	818__R7KLE6__BJP75_004275
ERR1913042.1726373__1.1726373	1160721__A0A1C6DCM8__RBI_I01997
ERR1913042.1726391__1.1726391	165179__A0A3E5EB26__CFT61_02800
ERR1913042.1726418__1.1726418	487173__H1D020__HMPREF9453_00958
ERR1913042.1726487__1.1726487	487173__H1D090__HMPREF9453_01028
ERR1913042.1726626__1.1726626	310298__B3JNG7__BACCOP_03480
ERR1913042.1726595__1.1726595	853__A0A2A7B9I6__DW855_13690
ERR1913042.1726656__1.1726656	820__A0A374Q854__HMPREF1073_03281
ERR1913042.1726661__1.1726661	165179__A0A3E4SB95__DXC61_13455
ERR1913042.1726706__1.1726706	154288__A0A0X1TKQ5__ERS852466_00858
ERR1913042.1726796__1.1726796	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1726799__1.1726799	487173__H1D1P5__HMPREF9453_01533
ERR1913042.1726882__1.1726882	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1726901__1.1726901	821__A0A174ALF2__BvMPK_3016
ERR1913042.1726989__1.1726989	39491__C4Z8Y4__ERS852417_00909
ERR1913042.1726995__1.1726995	165179__D1PGU8__PREVCOP_06463
ERR1913042.1727036__1.1727036	28117__B0MWH8__BHV66_01330
ERR1913042.1727196__1.1727196	151535__GeneID:920293
ERR1913042.1727204__1.1727204	821__I9R3W6__DXC16_12455
ERR1913042.1727211__1.1727211	165179__D1PGU8__PREVCOP_06463
ERR1913042.1727271__1.1727271	39491__A0A173TFQ1__rsmF
ERR1913042.1727523__1.1727523	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1727544__1.1727544	147207__adhE_1
ERR1913042.1727605__1.1727605	40518__R5DUG7__sbcC
ERR1913042.1727625__1.1727625	487173__H1D1M0__HMPREF9453_01508
ERR1913042.1727636__1.1727636	1262924__R7HPY0__BN585_01950
ERR1913042.1727713__1.1727713	39491__C4Z9K0__DXD95_07445
ERR1913042.1727716__1.1727716	39485__A0A174ZKZ4__spoIIQ_1
ERR1913042.1727773__1.1727773	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1727855__1.1727855	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1727986__1.1727986	310298__B3JNG7__BACCOP_03480
ERR1913042.1728003__1.1728003	165179__A0A174SA26__PREVCOP_05758
ERR1913042.1728005__1.1728005	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1727970__1.1727970	40519__U2MCQ8__RUMCAL_00556
ERR1913042.1728016__1.1728016	165179__A0A174IPI3__CFT61_10940
ERR1913042.1728140__1.1728140	410072__C0BAS6__ERS852481_01274
ERR1913042.1728230__1.1728230	28117__B0MU58__BHV66_05630
ERR1913042.1728247__1.1728247	1262924__R7HQB3__BN585_00435
ERR1913042.1728384__1.1728384	216816__D6D9A3__BLNIAS_01911
ERR1913042.1728422__1.1728422	28116__A7LXT4__DXF98_03755
ERR1913042.1728526__1.1728526	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1728582__1.1728582	310298__B3JK99__BACCOP_02328
ERR1913042.1728591__1.1728591	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.1728718__1.1728718	216816__A0A3D8U3T8__DXD41_09580
ERR1913042.1728731__1.1728731	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913042.1728820__1.1728820	39485__C4Z355__ERS852490_01971
ERR1913042.1728825__1.1728825	204516__U6RGN8__HMPREF1534_01465
ERR1913042.1728853__1.1728853	1262988__R7N3U0__BN816_02215
ERR1913042.1728855__1.1728855	39491__A0A396FFW0__ERE_10580
ERR1913042.1728959__1.1728959	39485__A0A174Z4K7__dosC_2
ERR1913042.1728965__1.1728965	39491__A0A396FKG5__DXB76_07455
ERR1913042.1729108__1.1729108	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1729362__1.1729362	1262924__R7HRJ9__BN585_00557
ERR1913042.1729545__1.1729545	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1729548__1.1729548	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.1729596__1.1729596	39491__A0A395V0H3__ERS852417_01192
ERR1913042.1729625__1.1729625	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1729911__1.1729911	310298__B3JEE8__BACCOP_00239
ERR1913042.1729958__1.1729958	28117__B0MXG8__ALIPUT_01814
ERR1913042.1730001__1.1730001	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1729979__1.1729979	39491__C4Z9J5__DXB69_02495
ERR1913042.1730101__1.1730101	165179__D1PEQ5__PREVCOP_05711
ERR1913042.1730177__1.1730177	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1730376__1.1730376	165179__A0A174IPI3__CFT61_10940
ERR1913042.1730467__1.1730467	39485__C4Z6I9__ERS852492_02038
ERR1913042.1730667__1.1730667	40518__R5DW64__RBL236_01394
ERR1913042.1730733__1.1730733	1796652__tenA_2
ERR1913042.1730755__1.1730755	165179__A0A229I7F5__DXB80_02650
ERR1913042.1730801__1.1730801	165179__A0A3E5EA83__DXC61_07750
ERR1913042.1730804__1.1730804	40518__R5E1J7__RBL236_02062
ERR1913042.1730806__1.1730806	40518__R5DUG7__sbcC
ERR1913042.1730807__1.1730807	40518__R5DUG7__sbcC
ERR1913042.1730940__1.1730940	853__A0A174CVG7__CGS58_09335
ERR1913042.1731097__1.1731097	47678__A5ZEP5__CGC64_03450
ERR1913042.1731104__1.1731104	1262913__R7JGS2__BN646_02152
ERR1913042.1731176__1.1731176	39485__C4Z637__ERS852490_00218
ERR1913042.1731206__1.1731206	165179__A0A229I7F5__DXB80_02650
ERR1913042.1731224__1.1731224	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1731279__1.1731279	39485__A0A174YMD0__EUBELI_01093
ERR1913042.1731342__1.1731342	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1731408__1.1731408	820__A0A174P0L5__glcK_3
ERR1913042.1731424__1.1731424	39485__A0A174ZJ84__EUBELI_00107
ERR1913042.1731436__1.1731436	310298__B3JQL6__BACCOP_04252
ERR1913042.1731524__1.1731524	39491__C4Z9E9__T1815_12341
ERR1913042.1731528__1.1731528	39485__C4Z434__tilS
ERR1913042.1731542__1.1731542	47678__A5ZGW9__HMPREF1061_01068
ERR1913042.1731601__1.1731601	310298__B3JJ24__BACCOP_01886
ERR1913042.1731623__1.1731623	39485__A0A174YTX0__mro
ERR1913042.1731698__1.1731698	820__A7VAR9__ERS852421_00197
ERR1913042.1731737__1.1731737	1262913__R7JPP6__BN646_00416
ERR1913042.1731785__1.1731785	204516__U6RFU0__HMPREF1534_02545
ERR1913042.1731876__1.1731876	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1731899__1.1731899	204516__U6RSX5__HMPREF1534_00314
ERR1913042.1731936__1.1731936	40520__R7D2W9__DXB81_15890
ERR1913042.1731980__1.1731980	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1732015__1.1732015	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1732191__1.1732191	39491__A0A396FP46__cobD_2
ERR1913042.1732271__1.1732271	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1732328__1.1732328	310298__B3JK97__BACCOP_02326
ERR1913042.1732396__1.1732396	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1732450__1.1732450	28117__B0MUX4__ALIPUT_00911
ERR1913042.1732504__1.1732504	310298__B3JJ24__BACCOP_01886
ERR1913042.1732538__1.1732538	1262924__R7HMW0__BN585_01951
ERR1913042.1732558__1.1732558	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1732564__1.1732564	487173__H1D2G6__HMPREF9453_01797
ERR1913042.1732685__1.1732685	39491__A0A395ZEI6__ERE_07950
ERR1913042.1732786__1.1732786	310298__B3JFK6__BACCOP_00656
ERR1913042.1732882__1.1732882	1262986__R6A821__BN492_01136
ERR1913042.1732977__1.1732977	28117__B0MY40__BHV66_05170
ERR1913042.1733056__1.1733056	39491__A0A396FEW6__T1815_18721
ERR1913042.1733199__1.1733199	310298__B3JMZ2__BACCOP_03297
ERR1913042.1733620__1.1733620	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913042.1733788__1.1733788	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1733794__1.1733794	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.1733839__1.1733839	28117__B0MTY2__BHV66_06485
ERR1913042.1733853__1.1733853	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1733833__1.1733833	820__A0A396EUU8__luxQ_3
ERR1913042.1733926__1.1733926	154288__A0A0X1TKQ5__ERS852466_00858
ERR1913042.1733976__1.1733976	39488__C0EX91__DXD91_05555
ERR1913042.1733963__1.1733963	204516__U6RMH5__HMPREF1534_00591
ERR1913042.1734098__1.1734098	33039__D4M1J4__ERS852390_02215
ERR1913042.1734158__1.1734158	310298__B3JQL6__BACCOP_04252
ERR1913042.1734192__1.1734192	40519__U2KYD2__RUMCAL_00526
ERR1913042.1734262__1.1734262	884684__GCA_002892425.1_01408
ERR1913042.1734385__1.1734385	35833__E5Y2U0__HMPREF0179_00454
ERR1913042.1734464__1.1734464	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1734516__1.1734516	47678__R5UAI1__BACCAC_01922
ERR1913042.1734542__1.1734542	39491__A0A395ZDC6__addB
ERR1913042.1734555__1.1734555	310298__B3JK99__BACCOP_02328
ERR1913042.1734636__1.1734636	310298__B3JNH3__BACCOP_03486
ERR1913042.1734748__1.1734748	40518__R5DRG6__ylbJ
ERR1913042.1734751__1.1734751	216816__C2GUV2__APC1478_0430
ERR1913042.1734909__1.1734909	1262924__R7HPL8__BN585_01826
ERR1913042.1734964__1.1734964	40518__R5DQW8__sipW_2
ERR1913042.1734974__1.1734974	39491__A0A395V0H3__ERS852417_01192
ERR1913042.1735003__1.1735003	28116__E5C3L0__B5F02_21065
ERR1913042.1735028__1.1735028	28117__B0MVL2__BHV66_01645
ERR1913042.1735030__1.1735030	384639__GCA_003096855.1_00972
ERR1913042.1735048__1.1735048	821__A0A173WG51__BVU_2549
ERR1913042.1735062__1.1735062	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1735109__1.1735109	39485__C4Z5L8__ERS852490_00665
ERR1913042.1735196__1.1735196	165179__A0A3E5DV57__DXB80_11400
ERR1913042.1735200__1.1735200	1150298__A0A174PC05__ERS852498_00682
ERR1913042.1735342__1.1735342	820__A0A174CG08__DXB62_13215
ERR1913042.1735403__1.1735403	310298__B3JQ37__BACCOP_04069
ERR1913042.1735482__1.1735482	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1735530__1.1735530	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1735675__1.1735675	310297__B5D370__DXC17_06570
ERR1913042.1735681__1.1735681	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.1735755__1.1735755	853__A0A2A7B1Y7__C7K05_11930
ERR1913042.1735813__1.1735813	310298__B3JKM0__BACCOP_02451
ERR1913042.1735872__1.1735872	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1735996__1.1735996	853__A0A2A7B1Y7__C7K05_11930
ERR1913042.1736000__1.1736000	1262924__R7HQD9__BN585_00129
ERR1913042.1736035__1.1736035	165179__D1PGU8__PREVCOP_06463
ERR1913042.1736080__1.1736080	165179__D1PCL6__DXB80_13435
ERR1913042.1736117__1.1736117	1308__R5ZXP1__Y016_06445
ERR1913042.1736165__1.1736165	204516__U6RM57__HMPREF1534_00757
ERR1913042.1736171__1.1736171	47678__R5V127__HMPREF1061_04334
ERR1913042.1736182__1.1736182	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913042.1736227__1.1736227	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1736363__1.1736363	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913042.1736335__1.1736335	39485__A0A174YRS0__ERS852492_00307
ERR1913042.1736452__1.1736452	301301__A0A395V683__RHOM_00495
ERR1913042.1736542__1.1736542	39491__A0A395V464__EUBREC_1509
ERR1913042.1736733__1.1736733	28118__F9ZCN9__DHW44_07820
ERR1913042.1736757__1.1736757	165179__A0A3E5DR10__DXC61_03505
ERR1913042.1736784__1.1736784	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1736858__1.1736858	40518__R5DX17__DXD86_01230
ERR1913042.1736877__1.1736877	1304__A0A1V0GKN2__CKU37_09385
ERR1913042.1736932__1.1736932	1262986__R5EHS0__BN492_00243
ERR1913042.1736963__1.1736963	1262924__R7HPG6__BN585_00099
ERR1913042.1737087__1.1737087	853__A0A173T751__C4N24_10280
ERR1913042.1737091__1.1737091	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1737184__1.1737184	39491__C4Z872__LD38_07250
ERR1913042.1737262__1.1737262	310298__B3JQD7__BACCOP_04095
ERR1913042.1737730__1.1737730	39491__A0A395V464__EUBREC_1509
ERR1913042.1737739__1.1737739	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1737798__1.1737798	39492__D4JUJ6__ssuB_2
ERR1913042.1737816__1.1737816	853__A0A173YYY4__DWZ04_09420
ERR1913042.1737906__1.1737906	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1737939__1.1737939	1432052__A0A1E3UK83__BEI61_05652
ERR1913042.1738087__1.1738087	216816__D6DAZ0__DXD28_02040
ERR1913042.1738175__1.1738175	39485__A0A174ZPJ9__tig_2
ERR1913042.1738149__1.1738149	853__E2ZJT1__C4N23_03535
ERR1913042.1738182__1.1738182	39488__A0A174CKH9__EUBHAL_00342
ERR1913042.1738332__1.1738332	853__A0A2A7B9I6__DW855_13690
ERR1913042.1738336__1.1738336	204516__U6RFY9__HMPREF1534_02069
ERR1913042.1738366__1.1738366	165179__A0A174IPI3__CFT61_10940
ERR1913042.1738414__1.1738414	40518__R5DU38__DXD83_06770
ERR1913042.1738589__1.1738589	410072__C0BDA3__DXD67_12185
ERR1913042.1738691__1.1738691	165179__A0A3E5ED28__PREVCOP_06655
ERR1913042.1738745__1.1738745	165179__A0A174SA26__PREVCOP_05758
ERR1913042.1738772__1.1738772	310298__B3JM32__BACCOP_00571
ERR1913042.1739028__1.1739028	39496__A5Z5I2__EUBVEN_00963
ERR1913042.1739061__1.1739061	1323__A0A3E3E568__NCTC11087_02071
ERR1913042.1739156__1.1739156	165179__A0A3E4SB95__DXC61_13455
ERR1913042.1739181__1.1739181	39485__C4Z6V1__ERS852492_02640
ERR1913042.1739192__1.1739192	47678__A5ZB44__C5Z00_17730
ERR1913042.1739242__1.1739242	39491__D4JMW8__ERS852497_01971
ERR1913042.1739401__1.1739401	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1739537__1.1739537	39485__C4Z6B7__EUBELI_20364
ERR1913042.1739555__1.1739555	853__A0A2A7B9I6__DW855_13690
ERR1913042.1739615__1.1739615	39491__A0A173RA59__EUR_24800
ERR1913042.1739717__1.1739717	165179__A0A3E5AER8__DXB80_07075
ERR1913042.1739734__1.1739734	820__A0A174R952__DXB48_02570
ERR1913042.1739797__1.1739797	40518__R5DYP7__envC
ERR1913042.1739798__1.1739798	626930__F3PVE3__HMPREF9446_02721
ERR1913042.1739804__1.1739804	261299__B0AB81__CLOBAR_01631
ERR1913042.1739863__1.1739863	40518__R5DNV4__RBATCC27255_00359
ERR1913042.1739890__1.1739890	39485__A0A174Z2N7__EUBELI_02062
ERR1913042.1739915__1.1739915	39491__D4JIB6__ERS852417_01685
ERR1913042.1740008__1.1740008	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1740114__1.1740114	165179__D1PGU8__PREVCOP_06463
ERR1913042.1740137__1.1740137	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1740139__1.1740139	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1740147__1.1740147	1262924__R7HRT1__BN585_00630
ERR1913042.1740154__1.1740154	310298__B3JFK4__BACCOP_00654
ERR1913042.1740186__1.1740186	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913042.1740192__1.1740192	165179__A0A3E5DWJ4__PREVCOP_06538
