ERR1913301.129__1.129	28118__F9Z8K4__Odosp_0843
ERR1913301.1731945__1.1731945	165179__A0A3E5E3D6__DXC61_05750
ERR1913301.1731988__1.1731988	562__A0A0E1LDD5__B9N12_14240
ERR1913301.1732016__1.1732016	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913301.1732027__1.1732027	1262929__R6F4F7__BN691_01167
ERR1913301.1732108__1.1732108	1262929__R6F053__BN691_00334
ERR1913301.1732110__1.1732110	626940__E8LE41__DCQ00_06695
ERR1913301.1732131__1.1732131	410072__C0B8M3__ERS852574_02182
ERR1913301.1732373__1.1732373	626933__H1DGX0__HMPREF9449_01506
ERR1913301.1732413__1.1732413	1262929__R6EXG3__BN691_01506
ERR1913301.1732425__1.1732425	729__E1W5W5__DPV88_00375
ERR1913301.1732547__1.1732547	649756__D4MX28__ERS852520_02831
ERR1913301.1732587__1.1732587	165179__D1PGU8__PREVCOP_06463
ERR1913301.1732593__1.1732593	166486__D4L1H3__sacC
ERR1913301.1732704__1.1732704	39492__D4JTW6__ERS852540_00220
ERR1913301.1732741__1.1732741	626940__E8LC41__BN587_00878
ERR1913301.1732825__1.1732825	1262886__R6QHT9__BN563_00630
ERR1913301.1732881__1.1732881	165179__D1PAV8__DXB80_13055
ERR1913301.1732915__1.1732915	360807__A0A0M6WHH1__RIL183_16811
ERR1913301.1733001__1.1733001	1501391__GCA_000786575.1_00136
ERR1913301.1733073__1.1733073	1262929__R6F7V9__BN691_01817
ERR1913301.1733106__1.1733106	1262929__R6F8L7__BN691_00557
ERR1913301.1733121__1.1733121	165179__W1I4H6__DXB80_13655
ERR1913301.1733152__1.1733152	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913301.1733171__1.1733171	363265__R6F6E7__HMPREF0673_02119
ERR1913301.1733256__1.1733256	1262936__R7J5X5__BN799_00356
ERR1913301.1733405__1.1733405	147206__GCF_000156215.1_01920
ERR1913301.1733438__1.1733438	39492__D4JX50__EUBSIR_00410
ERR1913301.1733503__1.1733503	820__A0A3E4W084__BACUNI_04042
ERR1913301.1733526__1.1733526	165179__A0A174K816__DXB80_12000
ERR1913301.1733544__1.1733544	363265__R7H1Q3__HMPREF0673_02409
ERR1913301.1733546__1.1733546	165179__A0A174W369__PREVCOP_04548
ERR1913301.1733476__1.1733476	853__A0A173XRA8__CGS56_09290
ERR1913301.1733492__1.1733492	165179__A0A174W369__PREVCOP_04548
ERR1913301.1733883__1.1733883	301301__A0A395V8E1__RHOM_11160
ERR1913301.1733940__1.1733940	39492__D4MJF3__EUBSIR_02248
ERR1913301.1734173__1.1734173	1262929__R6FV20__BN691_00610
ERR1913301.1734369__1.1734369	1262929__R6FV28__BN691_00620
ERR1913301.1734507__1.1734507	166486__D4KUK5__thiM
ERR1913301.1734530__1.1734530	166486__A0A173VSP1__ERS852572_03465
ERR1913301.1734546__1.1734546	853__A0A173T6P2__DWZ46_14595
ERR1913301.1734572__1.1734572	853__A0A174CVG7__CGS58_09335
ERR1913301.1734610__1.1734610	166486__D4L402__ROSINTL182_05182
ERR1913301.1734746__1.1734746	820__A7VAS1__HMPREF2141_03259
ERR1913301.1734900__1.1734900	165179__A0A3E5E5H1__DXC61_07220
ERR1913301.1734872__1.1734872	1262929__R6ETB4__BN691_00101
ERR1913301.1734881__1.1734881	1262929__R6EX87__BN691_01422
ERR1913301.1735205__1.1735205	853__A0A2A7B1Y7__C7K05_11930
ERR1913301.1735207__1.1735207	821__A0A3E4HP25__SAMN04487923_102450
ERR1913301.1735257__1.1735257	166486__D4KX18__ROSINTL182_07596
ERR1913301.1735272__1.1735272	823__A0A174PDQ0__DXC05_08200
ERR1913301.1735437__1.1735437	363265__G6AY47__HMPREF0673_01556
ERR1913301.1735533__1.1735533	1262936__R7J272__BN799_00063
ERR1913301.1735619__1.1735619	1262929__R6ETI0__BN691_00865
ERR1913301.1735649__1.1735649	239935__R7DVL7__CXT93_01180
ERR1913301.1735728__1.1735728	853__A0A2A7B1Y7__C7K05_11930
ERR1913301.1735844__1.1735844	1262924__R7HSH9__BN585_00133
ERR1913301.1735850__1.1735850	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913301.1735890__1.1735890	39492__R6SPM9__pheT
ERR1913301.1735967__1.1735967	360807__C0FMY6__ROSEINA2194_00074
ERR1913301.1736026__1.1736026	1608898__E1W2J6__HMPREF3279_04665
ERR1913301.1736067__1.1736067	454155__F3QUE7__HMPREF9442_01818
ERR1913301.1736166__1.1736166	166486__D4KZ14__inlA_1
ERR1913301.1736260__1.1736260	821__C3RB94__DXC03_15585
ERR1913301.1736390__1.1736390	166486__A0A1Q6S852__ERS852572_03466
ERR1913301.1736458__1.1736458	165179__R6BPK1__DXB80_04445
ERR1913301.1736525__1.1736525	40520__A0A395XDY5__ERS852394_00913
ERR1913301.1736568__1.1736568	301302__A0A173RZU9__M72_23561
ERR1913301.1736582__1.1736582	39492__D4JTL0__EUBSIR_01428
ERR1913301.1736628__1.1736628	165179__A0A3E4S980__PREVCOP_04626
ERR1913301.1736664__1.1736664	301302__A0A173T8V6__ERS852420_01966
ERR1913301.1736774__1.1736774	165179__A0A3E5AER8__DXB80_07075
ERR1913301.1736832__1.1736832	853__A0A2A7B9I6__DW855_13690
ERR1913301.1736859__1.1736859	363265__G6AUM0__HMPREF0673_00305
ERR1913301.1736973__1.1736973	165179__A0A3E5E920__DXB80_11625
ERR1913301.1737002__1.1737002	2024224__A0A255TXW1__CIK98_00380
ERR1913301.1737013__1.1737013	1262924__R7HUJ5__BN585_00830
ERR1913301.1737295__1.1737295	626940__R6WJ89__HMPREF9443_01234
ERR1913301.1737403__1.1737403	820__A0A174DZ97__SAMN05444418_101240
ERR1913301.1737493__1.1737493	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913301.1737498__1.1737498	165179__R6BQP4__DXC61_02015
ERR1913301.1737551__1.1737551	363265__R6EW17__HMPREF0673_02095
ERR1913301.1737565__1.1737565	39485__A0A174YZZ2__ERS852492_00215
ERR1913301.1737591__1.1737591	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913301.1737595__1.1737595	1262886__R6QNM3__BN563_00033
ERR1913301.1737634__1.1737634	360807__C0FSM3__ROSEINA2194_01739
ERR1913301.1737694__1.1737694	39485__A0A174ZNW9__luxQ_1
ERR1913301.1737696__1.1737696	165179__A0A174IHQ2__PREVCOP_05478
ERR1913301.1737853__1.1737853	165179__A0A3E5E9I4__DXB80_09745
ERR1913301.1738003__1.1738003	40518__R5E1J7__RBL236_02062
ERR1913301.1738007__1.1738007	166486__D4KUE4__ROSINTL182_08606
ERR1913301.1738020__1.1738020	28118__R6FCJ1__mro_4
ERR1913301.1738104__1.1738104	1262929__R6FAR5__BN691_00788
ERR1913301.1738170__1.1738170	216816__A0A0S2ML20__B5780_2007
ERR1913301.1738308__1.1738308	1262929__R6F558__BN691_01421
ERR1913301.1738489__1.1738489	1262929__R6F7S9__BN691_01792
ERR1913301.1738558__1.1738558	1262929__R6F053__BN691_00334
ERR1913301.1738616__1.1738616	39492__D4JRR5__ERS852540_02089
ERR1913301.1738805__1.1738805	626940__E8LCB1__BHW43_07535
ERR1913301.1738902__1.1738902	1262886__R6RCF6__BN563_00371
ERR1913301.1738910__1.1738910	820__A0A173YYG4__evgS_3
ERR1913301.1738950__1.1738950	165179__D1PAJ7__PREVCOP_04222
ERR1913301.1739015__1.1739015	357276__A0A076IKP7__BACDOR_04239
ERR1913301.1739023__1.1739023	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913301.1739074__1.1739074	1262929__R6EW67__BN691_01050
ERR1913301.1739054__1.1739054	39485__C4Z434__tilS
ERR1913301.1739081__1.1739081	165179__A0A3E5EAT2__DXC61_07585
ERR1913301.1739166__1.1739166	165179__R6XIF8__DXC61_07265
ERR1913301.1739287__1.1739287	165179__R6CNX7__DXB80_02200
ERR1913301.1739318__1.1739318	165179__A0A3E5A5E5__DXC61_13965
ERR1913301.1739766__1.1739766	39485__A0A174YMC1__recN
ERR1913301.1739771__1.1739771	1262929__R6F820__BN691_00328
ERR1913301.1739848__1.1739848	1262929__R6F820__BN691_00328
ERR1913301.1739880__1.1739880	166486__D4KZ45__ROSINTL182_05738
ERR1913301.1739918__1.1739918	1150298__A0A174N5I7__ERS852498_01953
ERR1913301.1740022__1.1740022	410072__C0BAS6__ERS852481_01274
ERR1913301.1740269__1.1740269	28118__F9Z4Y7__DF785_06945
ERR1913301.1740233__1.1740233	1262936__R7IZC2__BN799_01006
ERR1913301.1740380__1.1740380	165179__A0A229I4J4__proA
ERR1913301.1740334__1.1740334	1262929__R6EUZ3__BN691_01356
ERR1913301.1740348__1.1740348	166486__D4KNM9__ERS852572_00072
ERR1913301.1740420__1.1740420	853__A0A2A7B9I6__DW855_13690
ERR1913301.1740528__1.1740528	363265__R7H1Q3__HMPREF0673_02409
ERR1913301.1740546__1.1740546	301302__A0A0M6WVS7__ERS852420_01704
ERR1913301.1740589__1.1740589	28116__C3R0H4__DXD69_00155
ERR1913301.1740599__1.1740599	39492__B0MNL5__phoR_1
ERR1913301.1740661__1.1740661	165179__D1PDJ4__DXB80_08505
ERR1913301.1740835__1.1740835	301302__R5VFU2__xynA1
ERR1913301.1740890__1.1740890	363265__R7H1G5__HMPREF0673_00879
ERR1913301.1741032__1.1741032	1262929__R6ETI0__BN691_00865
ERR1913301.1741099__1.1741099	1262929__R6F558__BN691_01421
ERR1913301.1741194__1.1741194	290052__A0A0V8QC37__ASU35_14625
ERR1913301.1741294__1.1741294	166486__D4KUL4__pemA
ERR1913301.1741336__1.1741336	1262929__R6F558__BN691_01421
ERR1913301.1741741__1.1741741	1262929__R6F4F7__BN691_01167
ERR1913301.1741769__1.1741769	338188__A0A174GJJ1__ERS852397_02405
ERR1913301.1741990__1.1741990	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913301.1742083__1.1742083	1262929__R6F1E4__BN691_00073
ERR1913301.1742133__1.1742133	1262929__R6EX87__BN691_01422
ERR1913301.1742249__1.1742249	357276__A0A076IXE0__HMPREF1064_04364
ERR1913301.1742233__1.1742233	1262929__R6F3S2__BN691_00920
ERR1913301.1742272__1.1742272	39492__D4JS46__EUBSIR_02553
ERR1913301.1742340__1.1742340	165179__R6C330__DXC61_04975
ERR1913301.1742423__1.1742423	1262929__R6F4F7__BN691_01167
ERR1913301.1742546__1.1742546	1262929__R6F7M1__BN691_00234
ERR1913301.1742551__1.1742551	166486__C7GE31__ganB_3
ERR1913301.1742609__1.1742609	363265__G6AUD5__HMPREF0673_00225
ERR1913301.1742728__1.1742728	1262929__R6F5G9__BN691_01545
ERR1913301.1742908__1.1742908	1262929__R6FAR5__BN691_00788
ERR1913301.1742981__1.1742981	1262929__R6F053__BN691_00334
ERR1913301.1743053__1.1743053	165179__A0A3E5E2S3__DXB80_03455
ERR1913301.1743195__1.1743195	1262929__R6F5I2__BN691_01051
ERR1913301.1743204__1.1743204	40518__R5DTP7__DXD83_02415
ERR1913301.1743322__1.1743322	626940__R6WR72__HMPREF9443_00288
ERR1913301.1743393__1.1743393	165179__A0A3E5DZD8__DXB80_09150
ERR1913301.1743452__1.1743452	1501391__GCA_000786575.1_00142
ERR1913301.1743533__1.1743533	39485__A0A174YU30__ERS852492_02057
ERR1913301.1743580__1.1743580	572010__rpoB
ERR1913301.1743556__1.1743556	1262924__R7HPS8__BN585_00646
ERR1913301.1743570__1.1743570	1262929__R6F053__BN691_00334
ERR1913301.1743779__1.1743779	166486__D4KPQ7__ROSINTL182_09065
ERR1913301.1743814__1.1743814	166486__D4L346__ROSINTL182_06263
ERR1913301.1743794__1.1743794	410072__C0BC02__ERS852481_00783
ERR1913301.1743865__1.1743865	1150298__A0A174SLE6__mlc_1
ERR1913301.1743922__1.1743922	1262936__R7J0W9__BN799_00634
ERR1913301.1743969__1.1743969	28118__F9ZCB1__Odosp_1317
ERR1913301.1743981__1.1743981	28052__A0A174MSU9__ERS852499_02010
ERR1913301.1744082__1.1744082	823__A0A355XKQ8__DHP27_04010
ERR1913301.1744087__1.1744087	166486__D4KUT4__ERS852572_01421
ERR1913301.1744090__1.1744090	33039__A0A174XM16__ERS852530_05348
ERR1913301.1744275__1.1744275	1501391__GCA_000786575.1_00149
ERR1913301.1744379__1.1744379	1501391__GCA_000786575.1_00024
ERR1913301.1744468__1.1744468	166486__D4KUC4__arcB_1
ERR1913301.1744521__1.1744521	39492__D4JRM9__bglB_2
ERR1913301.1744688__1.1744688	39485__C4Z6V1__ERS852492_02640
ERR1913301.1744731__1.1744731	853__A0A174CVG7__CGS58_09335
ERR1913301.1744790__1.1744790	39485__A0A174Z551__glnL
ERR1913301.1744906__1.1744906	1262929__R6F825__BN691_00333
ERR1913301.1745074__1.1745074	39492__D4MMZ8__ERS852540_01407
ERR1913301.1745219__1.1745219	1739491__J1DK07__HMPREF2987_07410
ERR1913301.1745247__1.1745247	1262929__R6FV83__BN691_00675
ERR1913301.1745352__1.1745352	165179__A0A3E5DWZ6__DXC61_10880
ERR1913301.1745375__1.1745375	165179__A0A3E5EDS1__DXC61_03115
ERR1913301.1745485__1.1745485	165179__A0A3E5DZA5__DXB80_12550
ERR1913301.1745593__1.1745593	165179__A0A3E5EBQ2__DXC61_01930
ERR1913301.1745668__1.1745668	1262929__R6EZ86__BN691_00765
ERR1913301.1745716__1.1745716	1262924__R7HQD9__BN585_00129
ERR1913301.1745728__1.1745728	33043__A0A173WXS1__ERS852445_00262
ERR1913301.1745987__1.1745987	387661__K5Z949__B5F96_17290
ERR1913301.1746053__1.1746053	1262929__R6F594__BN691_01450
ERR1913301.1746193__1.1746193	165179__A0A3E5A554__DXB80_13805
ERR1913301.1746317__1.1746317	1661745__A0A0M1GIB9__ABW51_09335
ERR1913301.1746413__1.1746413	39485__A0A174Z3B9__ERS852492_00779
ERR1913301.1746434__1.1746434	1628085__A0A2U1BH26__C7386_101229
ERR1913301.1746448__1.1746448	1263000__R5EFA7__BN466_01197
ERR1913301.1746477__1.1746477	165179__A0A3E5AE59__DXC61_12885
ERR1913301.1746549__1.1746549	853__A0A173YYY4__DWZ04_09420
ERR1913301.1746596__1.1746596	853__A0A173YYY4__DWZ04_09420
ERR1913301.1746746__1.1746746	39485__A0A174YYW2__benM
ERR1913301.1746783__1.1746783	1262929__R6F820__BN691_00328
ERR1913301.1746817__1.1746817	1262929__R6FV28__BN691_00620
ERR1913301.1746899__1.1746899	28132__D9RV83__HMPREF0660_00835
ERR1913301.1747001__1.1747001	820__A0A3E4G826__C801_01612
ERR1913301.1747111__1.1747111	165179__R6C3K4__PREVCOP_05795
ERR1913301.1747049__1.1747049	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913301.1747266__1.1747266	165179__A0A3E5A554__DXB80_13805
ERR1913301.1747490__1.1747490	166486__D4KV78__aroA
ERR1913301.1747474__1.1747474	363265__R6EXZ0__HMPREF0673_02525
ERR1913301.1747573__1.1747573	165179__A0A3E5DRF6__DXC61_00200
ERR1913301.1747630__1.1747630	363265__G6AX59__HMPREF0673_01209
ERR1913301.1748070__1.1748070	166486__D4L0L1__ROSINTL182_08075
ERR1913301.1748185__1.1748185	357276__A0A076IYE6__IY41_04275
ERR1913301.1748441__1.1748441	165179__D1PHV2__PREVCOP_06822
ERR1913301.1748703__1.1748703	165179__A0A3E5E9I4__DXB80_09745
ERR1913301.1748721__1.1748721	1501391__GCA_000786575.1_00055
ERR1913301.1748769__1.1748769	165179__A0A3E4S980__PREVCOP_04626
ERR1913301.1748803__1.1748803	328814__GCA_004558275.1_01745
ERR1913301.1748885__1.1748885	820__A0A139KG60__M094_2679
ERR1913301.1748923__1.1748923	1262886__R6Q946__BN563_00499
ERR1913301.1748956__1.1748956	40518__R5DP61__DXD86_06345
ERR1913301.1748966__1.1748966	39485__A0A174YNW2__cph2_3
ERR1913301.1749015__1.1749015	556259__I0PYM3__BSGG_5385
ERR1913301.1749020__1.1749020	28052__R7N6Q7__rafA
ERR1913301.1749101__1.1749101	1262924__R7HPG6__BN585_00099
ERR1913301.1749173__1.1749173	363265__R6F843__HMPREF0673_01819
ERR1913301.1749206__1.1749206	47678__R5USZ3__DXB67_12245
ERR1913301.1749257__1.1749257	301302__R5UNJ6__M72_26701
ERR1913301.1749346__1.1749346	39485__A0A174ZLH6__EUBELI_01564
ERR1913301.1749427__1.1749427	301302__A0A0M6WBZ5__spr
ERR1913301.1749479__1.1749479	301302__R5UQ67__M72_23121
ERR1913301.1749573__1.1749573	165179__D1PE06__DXC61_05975
ERR1913301.1749600__1.1749600	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913301.1749760__1.1749760	35241__GeneID:920906
ERR1913301.1749771__1.1749771	165179__D1PCT4__DXB80_09470
ERR1913301.1749833__1.1749833	410072__C0BF75__ERS852389_02248
ERR1913301.1749909__1.1749909	1262936__R7IZX4__BN799_00998
ERR1913301.1749928__1.1749928	39485__A0A174Z1T6__sfp
ERR1913301.1750011__1.1750011	40518__R5DYU1__DXD86_01160
ERR1913301.1750095__1.1750095	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.1750138__1.1750138	165179__D1PES9__DXB80_11585
ERR1913301.1750267__1.1750267	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913301.1750318__1.1750318	165179__A0A174SA26__PREVCOP_05758
ERR1913301.1750355__1.1750355	165179__A0A3E5A554__DXB80_13805
ERR1913301.1750366__1.1750366	1262929__R6ETI0__BN691_00865
ERR1913301.1750400__1.1750400	28116__I9TDA4__BACOV975_03134
ERR1913301.1750595__1.1750595	338188__R6D6U2__ERS852397_02840
ERR1913301.1750712__1.1750712	1262929__R6F053__BN691_00334
ERR1913301.1750847__1.1750847	39492__D4JU94__ispE
ERR1913301.1751399__1.1751399	1735__B7C8J4__EUBIFOR_00498
ERR1913301.1751453__1.1751453	165179__D1PC26__PREVCOP_04756
ERR1913301.1751459__1.1751459	39492__D4JUD7__EUBSIR_01877
ERR1913301.1751467__1.1751467	1262929__R6EW44__BN691_01010
ERR1913301.1751526__1.1751526	363265__G6AW62__HMPREF0673_00859
ERR1913301.1751565__1.1751565	165179__A0A174W369__PREVCOP_04548
ERR1913301.1752024__1.1752024	28052__R7N6Q7__rafA
ERR1913301.1752251__1.1752251	1262886__R6QP39__BN563_00737
ERR1913301.1752217__1.1752217	39488__C0F0K5__DXD91_02265
ERR1913301.1752335__1.1752335	818__A0A139KMR0__Btheta7330_03958
ERR1913301.1752384__1.1752384	1262929__R6F053__BN691_00334
ERR1913301.1752574__1.1752574	166486__D4L3D1__ERS852572_03371
ERR1913301.1752680__1.1752680	363265__G6B0I3__HMPREF0673_02401
ERR1913301.1752749__1.1752749	1262992__R5CZ75__BN795_01422
ERR1913301.1752755__1.1752755	1262929__R6F9D0__BN691_00320
ERR1913301.1752768__1.1752768	1262936__R7IZZ2__BN799_01307
ERR1913301.1752902__1.1752902	363265__G6AUM0__HMPREF0673_00305
ERR1913301.1752870__1.1752870	1262929__R6F820__BN691_00328
ERR1913301.1752967__1.1752967	165179__R6XIF8__DXC61_07265
ERR1913301.1752992__1.1752992	1262924__R7HQD9__BN585_00129
ERR1913301.1753076__1.1753076	820__A0A1T4IY71__HMPREF2141_02402
ERR1913301.1753161__1.1753161	166486__C7GCP5__ROSINTL182_07683
ERR1913301.1753217__1.1753217	1262929__R6F594__BN691_01450
ERR1913301.1753229__1.1753229	1262936__R7J354__BN799_00281
ERR1913301.1753644__1.1753644	1262924__R7HQB7__BN585_02057
ERR1913301.1753696__1.1753696	39492__D4JSB6__ERS852540_00627
ERR1913301.1753760__1.1753760	853__A0A2A7B9I6__DW855_13690
ERR1913301.1753868__1.1753868	28118__F9Z5M1__NCTC10826_02946
ERR1913301.1753904__1.1753904	1262929__R6F558__BN691_01421
ERR1913301.1753924__1.1753924	820__A0A3E4QZJ7__C801_01798
ERR1913301.1753884__1.1753884	626940__E8LG74__BN587_01686
ERR1913301.1753885__1.1753885	166486__C7G8R8__ROSINTL182_06294
ERR1913301.1753996__1.1753996	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.1754014__1.1754014	39492__D4JQM9__EUBSIR_00669
ERR1913301.1754080__1.1754080	1262929__R6F053__BN691_00334
ERR1913301.1754121__1.1754121	1628085__A0A2U1BGX7__C7386_101149
ERR1913301.1754122__1.1754122	39485__C4Z6K2__ERS852490_00407
ERR1913301.1754156__1.1754156	301302__R5USI9__prsA3
ERR1913301.1754258__1.1754258	33043__D5HHT2__ERS852445_02796
ERR1913301.1754363__1.1754363	165179__A0A229I443__DXB80_10950
ERR1913301.1754395__1.1754395	1304__A0A0A1DX26__SSAL8618_09600
ERR1913301.1754490__1.1754490	562__P23837__phoQ
ERR1913301.1754589__1.1754589	39492__A0A174Z2N0__EUBSIR_01615
ERR1913301.1754577__1.1754577	1262929__R6F5G9__BN691_01545
ERR1913301.1754744__1.1754744	33039__D4M0U9__mucD
ERR1913301.1754793__1.1754793	74426__pdxS
ERR1913301.1754868__1.1754868	39492__D4JRY3__EUBSIR_01473
ERR1913301.1754875__1.1754875	363265__G6AX59__HMPREF0673_01209
ERR1913301.1755006__1.1755006	626940__E8LGA6__BHW43_03960
ERR1913301.1755087__1.1755087	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913301.1755099__1.1755099	1262929__R6EW44__BN691_01010
ERR1913301.1755179__1.1755179	360807__A0A0M6X0S9__RIL183_10591
ERR1913301.1755209__1.1755209	166486__D4KYW5__ROSINTL182_05595
ERR1913301.1755316__1.1755316	166486__A0A173T114__ROSINTL182_05085
ERR1913301.1755366__1.1755366	39492__D4JQL8__ywpJ
ERR1913301.1755511__1.1755511	165179__D1PEW8__DXB80_13775
ERR1913301.1755536__1.1755536	165179__A0A174SA26__PREVCOP_05758
ERR1913301.1755611__1.1755611	33039__A0A173VSH9__ERS852530_05439
ERR1913301.1755613__1.1755613	820__A0A139KHD8__ERS417307_00569
ERR1913301.1755622__1.1755622	39492__D4JT87__clpC
ERR1913301.1755701__1.1755701	165179__A0A3E5A5E5__DXC61_13965
ERR1913301.1755763__1.1755763	39486__R6SFA1__DXC93_11325
ERR1913301.1755893__1.1755893	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913301.1756009__1.1756009	821__E5UY21__C800_02204
ERR1913301.1756028__1.1756028	410072__A0A3E4GT98__ERS852574_02351
ERR1913301.1756065__1.1756065	40518__R5DX31__DXD86_09775
ERR1913301.1756071__1.1756071	84024__A0A174G530__ERS852384_02635
ERR1913301.1756122__1.1756122	572010__tufA
ERR1913301.1756204__1.1756204	1262924__R7HNL2__BN585_01068
ERR1913301.1756553__1.1756553	1501391__GCA_000786575.1_00087
ERR1913301.1756557__1.1756557	165179__A0A229I443__DXB80_10950
ERR1913301.1756788__1.1756788	1262929__R6EYQ0__BN691_00631
ERR1913301.1757044__1.1757044	729__F0EVM2__HMPREF1118_1932
ERR1913301.1757142__1.1757142	1262929__R6FV83__BN691_00675
ERR1913301.1757247__1.1757247	1263000__R5ESM1__BN466_01440
ERR1913301.1757419__1.1757419	1262929__R6EUZ3__BN691_01356
ERR1913301.1757383__1.1757383	166486__C7GAX1__ERS852572_03188
ERR1913301.1757537__1.1757537	1262929__R6EZX4__BN691_00295
ERR1913301.1757647__1.1757647	1262924__R7HQX0__BN585_00307
ERR1913301.1757722__1.1757722	1262824__R6S310__BN719_02209
ERR1913301.1757766__1.1757766	165179__A0A3E5DWQ1__DXB80_06635
ERR1913301.1757941__1.1757941	418240__A0A173WVP8__acm
ERR1913301.1757979__1.1757979	1262929__R6F753__BN691_02112
ERR1913301.1758038__1.1758038	166486__C7GCP5__ROSINTL182_07683
ERR1913301.1758235__1.1758235	1262929__R6FRG9__BN691_01453
ERR1913301.1758253__1.1758253	363265__G6AYV3__HMPREF0673_01814
ERR1913301.1758561__1.1758561	165179__R6C330__DXC61_04975
ERR1913301.1758601__1.1758601	39485__A0A174YRS0__ERS852492_00307
ERR1913301.1758620__1.1758620	39492__R6SPM9__pheT
ERR1913301.1758641__1.1758641	853__E2ZGD9__C7J97_11715
ERR1913301.1758710__1.1758710	301302__R5UJW6__ERS852420_01698
ERR1913301.1758757__1.1758757	1262929__R6F0P0__BN691_00563
ERR1913301.1758804__1.1758804	165179__A0A174W369__PREVCOP_04548
ERR1913301.1759037__1.1759037	165179__A0A174SA26__PREVCOP_05758
ERR1913301.1759091__1.1759091	360807__A0A1Q6T7T2__artP
ERR1913301.1759152__1.1759152	28052__A0A174I9N3__ERS852499_00684
ERR1913301.1759303__1.1759303	301302__R5UM41__M72_15921
ERR1913301.1759516__1.1759516	1393034__GCA_001552785.1_00506
ERR1913301.1759557__1.1759557	165179__R6C3K4__PREVCOP_05795
ERR1913301.1759632__1.1759632	820__A0A173W419__DXC68_17760
ERR1913301.1759726__1.1759726	33039__D4M340__sleB_2
ERR1913301.1759764__1.1759764	165179__A0A3E5A5E5__DXC61_13965
ERR1913301.1759836__1.1759836	39492__D4JT90__coaE
ERR1913301.1759967__1.1759967	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913301.1760062__1.1760062	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.1760291__1.1760291	39492__D4JU49__ERS852540_00175
ERR1913301.1760304__1.1760304	410072__A0A173Y4Y6__ERS852389_02300
ERR1913301.1760369__1.1760369	626940__E8LD48__DCQ00_06315
ERR1913301.1760496__1.1760496	1263107__GCA_000436995.1_00223
ERR1913301.1760564__1.1760564	40518__R5DW64__RBL236_01394
ERR1913301.1760551__1.1760551	39485__C4Z6V1__ERS852492_02640
ERR1913301.1760744__1.1760744	1262929__R6F4H4__BN691_01187
ERR1913301.1760757__1.1760757	626940__E8LE49__DCQ00_07135
ERR1913301.1760899__1.1760899	165179__R6XIF8__DXC61_07265
ERR1913301.1760942__1.1760942	39485__C4Z684__ERS852492_01895
ERR1913301.1760994__1.1760994	165179__A0A229I740__DXC61_10430
ERR1913301.1761012__1.1761012	39485__C4Z5L8__ERS852490_00665
ERR1913301.1761021__1.1761021	28052__R7NB38__ERS852499_00438
ERR1913301.1761124__1.1761124	823__A6LFW2__M095_1860
