ERR1913171.1__1.1	74426__group_4823
ERR1913171.626640__1.626640	820__R9I3Q7__HMPREF1072_01668
ERR1913171.626696__1.626696	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913171.626722__1.626722	371601__I9JHG7__DXD80_12945
ERR1913171.626828__1.626828	39491__C4Z872__LD38_07250
ERR1913171.626831__1.626831	39491__A0A395ZGE4__ERS852497_01269
ERR1913171.626921__1.626921	1897011__A0A1Q6REW8__BHW41_04435
ERR1913171.627130__1.627130	626929__F3PE27__SAMN05444376_0469
ERR1913171.627257__1.627257	626929__R6M5B4__B5F97_02215
ERR1913171.627495__1.627495	39491__A0A396FKI0__DXC13_11560
ERR1913171.627581__1.627581	28117__B0MY36__BHV66_05185
ERR1913171.627613__1.627613	357276__A0A076IRX4__ABI39_13585
ERR1913171.627640__1.627640	160404__A0A1M6L7L3__SAMN02745138_00301
ERR1913171.627728__1.627728	649756__L1Q8U4__ERS852571_01677
ERR1913171.627915__1.627915	47678__R5UXY0__CGC64_03535
ERR1913171.627937__1.627937	820__A0A174KKV6__DXC07_02635
ERR1913171.627965__1.627965	626929__F3PJN9__B5F24_15155
ERR1913171.627985__1.627985	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913171.628003__1.628003	39492__D4MJF3__EUBSIR_02248
ERR1913171.628159__1.628159	818__A0A174VV39__BT_3492
ERR1913171.628313__1.628313	1262992__R5CWS7__BN795_00754
ERR1913171.628330__1.628330	39491__A0A174LTW7__DXD13_08720
ERR1913171.628283__1.628283	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913171.628336__1.628336	40518__R5E4E8__phoR_4
ERR1913171.628374__1.628374	649756__A0A173SZT1__ftsW_3
ERR1913171.628387__1.628387	239935__A0A139TPG3__CXT86_08810
ERR1913171.628645__1.628645	246787__R6KCH8__csbC
ERR1913171.628657__1.628657	823__A0A395YSW8__CF162_05645
ERR1913171.628743__1.628743	216816__C2GUV2__APC1478_0430
ERR1913171.628901__1.628901	820__A7V470__HMPREF1072_02076
ERR1913171.628794__1.628794	357276__I9FRW5__B5F95_21685
ERR1913171.628811__1.628811	246787__A0A0P0GCR8__xynD_3
ERR1913171.629139__1.629139	820__A0A139K426__B5G17_09115
ERR1913171.629162__1.629162	821__A0A174AYT0__DXC02_03530
ERR1913171.629216__1.629216	823__A6L9D3__ERS852560_03374
ERR1913171.629218__1.629218	39491__A0A0M6WPN4__DXB69_06325
ERR1913171.629237__1.629237	823__A6LER2__ERS852513_00365
ERR1913171.629272__1.629272	204516__U6RR05__HMPREF1534_00736
ERR1913171.629256__1.629256	357276__B6W1Y5__IY41_11405
ERR1913171.629270__1.629270	39491__A0A395ZJZ1__LD38_01870
ERR1913171.629299__1.629299	823__A6LH14__B5F32_11640
ERR1913171.629412__1.629412	40518__R5DW64__RBL236_01394
ERR1913171.629485__1.629485	39488__A0A173Y251__mscS
ERR1913171.629599__1.629599	818__A0A0P0EV21__NCTC13706_01181
ERR1913171.629747__1.629747	39491__A0A395ZHW3__ERS852417_01359
ERR1913171.629788__1.629788	818__A0A0P0FSA3__ERS852557_00283
ERR1913171.629858__1.629858	371601__R6DWQ9__SAMN04487924_11954
ERR1913171.629943__1.629943	371601__W6P631__B5E50_14625
ERR1913171.630116__1.630116	649756__L1Q987__ERS852520_02359
ERR1913171.630223__1.630223	357276__D1K3K9__EL88_23995
ERR1913171.630315__1.630315	39491__A0A396FUZ3__phoR_1
ERR1913171.630339__1.630339	39491__A0A395ZL98__DXB99_00620
ERR1913171.630350__1.630350	39491__D4JMW8__ERS852497_01971
ERR1913171.630381__1.630381	820__A0A139KEW8__DXB64_06405
ERR1913171.630777__1.630777	357276__A0A076IRV2__BACDOR_02822
ERR1913171.630803__1.630803	820__A0A3E4WCX3__C801_02709
ERR1913171.630841__1.630841	357276__B6W1J2__BACDOR_03380
ERR1913171.630953__1.630953	358743__G5HHR9__HMPREF9469_02109
ERR1913171.630982__1.630982	39491__A0A395ZDC6__addB
ERR1913171.630994__1.630994	357276__I8WC65__EL88_00520
ERR1913171.631100__1.631100	820__A0A139KHX1__HMPREF2141_00289
ERR1913171.631137__1.631137	39491__D6E555__DXB99_06765
ERR1913171.631304__1.631304	818__A0A139KY34__ERS852461_03898
ERR1913171.631372__1.631372	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.631434__1.631434	204516__U6REI9__HMPREF1534_02357
ERR1913171.631552__1.631552	40518__R5DVL2__penA
ERR1913171.631516__1.631516	818__A0A0N7I9M6__Btheta7330_00939
ERR1913171.631599__1.631599	31971__R7G9E4__EUBDOL_01348
ERR1913171.631617__1.631617	820__A7V9F9__B5G17_14640
ERR1913171.631939__1.631939	820__A0A139K4T0__ERS852510_03146
ERR1913171.632106__1.632106	292800__A0A174QYX4__B5F52_06705
ERR1913171.632159__1.632159	292800__A0A174SE17__dppA_5
ERR1913171.632370__1.632370	1304__A0A2I1TK21__TZ99_00611
ERR1913171.632424__1.632424	820__A0A3E4FZM1__adaA_2
ERR1913171.632754__1.632754	820__A0A3E4VZY4__ERS852554_01211
ERR1913171.632722__1.632722	357276__A0A076INK2__BSEG_04225
ERR1913171.632836__1.632836	28117__B0MTD2__ALIPUT_00428
ERR1913171.632916__1.632916	626933__H1DGX0__HMPREF9449_01506
ERR1913171.633032__1.633032	818__A0A1H7L4U6__BSIG_3287
ERR1913171.633119__1.633119	39491__C4Z9E9__T1815_12341
ERR1913171.633193__1.633193	204516__U6R9E7__HMPREF1534_03313
ERR1913171.633216__1.633216	39486__B0G8E1__HMPREF9457_00478
ERR1913171.633671__1.633671	357276__I9G0T7__BACDOR_04266
ERR1913171.634095__1.634095	239935__A0A139TPG3__CXT86_08810
ERR1913171.634249__1.634249	39491__A0A395ZHW9__DXC13_02590
ERR1913171.634305__1.634305	357276__B6VXX7__HMPREF1063_02683
ERR1913171.634331__1.634331	204516__U6RPN2__HMPREF1534_00368
ERR1913171.634261__1.634261	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.634475__1.634475	820__A0A374Q8T2__DXB64_16190
ERR1913171.634498__1.634498	28117__B0MYI9__BHV66_05415
ERR1913171.634516__1.634516	820__A0A3E4VZT7__DXB48_16145
ERR1913171.634642__1.634642	820__A0A3E5E0T0__ERS852554_00312
ERR1913171.634919__1.634919	47678__R5UG96__C5Z00_12630
ERR1913171.634976__1.634976	820__A0A139K024__B5G17_02060
ERR1913171.635021__1.635021	357276__A0A0K2HKT7__B5F95_21090
ERR1913171.635322__1.635322	820__A0A174Q0F0__DXB48_08080
ERR1913171.635411__1.635411	820__A0A3E4W9D9__B5G17_12400
ERR1913171.635418__1.635418	820__A0A1T4IY80__ERS852554_01621
ERR1913171.635426__1.635426	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913171.635603__1.635603	901__B6WXA0__aroE
ERR1913171.635809__1.635809	818__A0A1H7L4U6__BSIG_3287
ERR1913171.635829__1.635829	166486__D4KVA1__ROSINTL182_06909
ERR1913171.635854__1.635854	292800__A0A174SPT3__HMPREF0372_02343
ERR1913171.635880__1.635880	820__A7VAR9__ERS852421_00197
ERR1913171.636006__1.636006	28116__A0A3D2LWY1__ERS852555_01619
ERR1913171.636015__1.636015	357276__A0A076IP73__BACDOR_04237
ERR1913171.636074__1.636074	246787__R6K756__HMPREF1062_01819
ERR1913171.636145__1.636145	418240__A0A173XCL4__ERS852523_02725
ERR1913171.636199__1.636199	487174__K0XF08__DDY40_09050
ERR1913171.636320__1.636320	1262888__R6P8G8__BN582_00908
ERR1913171.636371__1.636371	357276__I8WEZ6__BACDOR_02323
ERR1913171.636600__1.636600	823__A0A355XN36__DXB14_02385
ERR1913171.636688__1.636688	28117__B0MXR1__BHV66_08035
ERR1913171.636717__1.636717	820__A0A139K8N1__ERS852554_00951
ERR1913171.636840__1.636840	246787__A0A3D6AV26__BcellWH2_02579
ERR1913171.636946__1.636946	357276__E5UTL1__HMPREF1065_03551
ERR1913171.637028__1.637028	820__A0A174M9V5__M093_0237
ERR1913171.637158__1.637158	360807__C0FQD4__codY
ERR1913171.637265__1.637265	818__A0A139KQP8__BJP75_006755
ERR1913171.637284__1.637284	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913171.637285__1.637285	357276__I8WPR6__EL88_06675
ERR1913171.637461__1.637461	39491__A0A2U2EK03__ERE_28780
ERR1913171.637491__1.637491	487174__K0X079__DIT83_00640
ERR1913171.637520__1.637520	39491__A0A174K9A3__DXB69_07785
ERR1913171.637532__1.637532	28117__B0MY40__BHV66_05170
ERR1913171.637559__1.637559	357276__A0A0M1VZP2__IY41_00605
ERR1913171.637562__1.637562	626929__F3PKZ6__B5F24_10665
ERR1913171.637634__1.637634	823__A6LBY1__ERS852380_00510
ERR1913171.637866__1.637866	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913171.638076__1.638076	820__R9HP61__DXC91_01090
ERR1913171.638183__1.638183	487174__K0WZU9__HMPREF9448_01159
ERR1913171.638117__1.638117	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.638241__1.638241	371601__A0A1C7H1B8__BN890_22320
ERR1913171.638532__1.638532	33039__D4M1A7__RTO_02350
ERR1913171.638834__1.638834	823__A0A174LWY0__lepB
ERR1913171.638913__1.638913	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.638928__1.638928	823__D0TBY4__M090_0431
ERR1913171.639040__1.639040	39491__A0A174G6M3__DXD13_14470
ERR1913171.639073__1.639073	74426__group_4823
ERR1913171.639189__1.639189	239935__A0A2N8HM32__CXT85_08075
ERR1913171.639283__1.639283	820__A0A3E4W4Y7__B5G17_02055
ERR1913171.639471__1.639471	823__A0A355XH29__lolE_1
ERR1913171.639518__1.639518	106588__A6NUL8__BACCAP_01900
ERR1913171.639672__1.639672	820__A0A174Q0F0__DXB48_08080
ERR1913171.639724__1.639724	28117__B0MY40__BHV66_05170
ERR1913171.639804__1.639804	820__A0A139K4T0__ERS852510_03146
ERR1913171.639915__1.639915	357276__B6W1Y5__IY41_11405
ERR1913171.639891__1.639891	1262989__R6YJH8__BN815_00928
ERR1913171.639982__1.639982	357276__A0A076IIL0__EL88_03065
ERR1913171.640227__1.640227	357276__I9QWD4__DXD47_15075
ERR1913171.640304__1.640304	40518__R5DPA7__RBATCC27255_01319
ERR1913171.640273__1.640273	33038__R5TPI2__CDL21_12595
ERR1913171.640502__1.640502	820__A0A3E4WA06__ERS852554_03404
ERR1913171.640524__1.640524	39491__C4Z872__LD38_07250
ERR1913171.640530__1.640530	28117__B0MYW7__ALIPUT_02336
ERR1913171.640635__1.640635	357276__I8WPR6__EL88_06675
ERR1913171.640654__1.640654	39491__A0A174LTW7__DXD13_08720
ERR1913171.640671__1.640671	820__A0A3E4WCX3__C801_02709
ERR1913171.640756__1.640756	487174__K0WYI1__DDY40_08675
ERR1913171.640853__1.640853	820__A0A139K0J1__HMPREF2141_03205
ERR1913171.640898__1.640898	820__A7V470__HMPREF1072_02076
ERR1913171.640952__1.640952	823__D0TJX4__M095_1560
ERR1913171.640917__1.640917	820__A7VAS1__HMPREF2141_03259
ERR1913171.640968__1.640968	357276__B6W1Y5__IY41_11405
ERR1913171.641009__1.641009	357276__A0A0K2HKT7__B5F95_21090
ERR1913171.641023__1.641023	39488__A0A374NJ86__mltG
ERR1913171.641026__1.641026	357276__A0A1Y3Z6X3__GV66_07715
ERR1913171.641122__1.641122	818__Q8A7D8__Btheta7330_01478
ERR1913171.641124__1.641124	39491__A0A0M6WWT1__dus_2
ERR1913171.641187__1.641187	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913171.641201__1.641201	357276__B6W5Q7__DXD47_13945
ERR1913171.641221__1.641221	901__B6WTQ4__DESPIGER_1255
ERR1913171.641300__1.641300	818__A0A174RX04__BJP75_008800
ERR1913171.641399__1.641399	40518__R5E282__DXD86_08940
ERR1913171.641403__1.641403	820__A0A3E4RU03__M093_0563
ERR1913171.641532__1.641532	28116__R6K4N7__ERS852555_03750
ERR1913171.641922__1.641922	357276__B6VT86__IY41_22515
ERR1913171.642042__1.642042	160404__R6QVR7__B5G26_03040
ERR1913171.642146__1.642146	292800__A0A096BAF6__HMPREF9460_01483
ERR1913171.642165__1.642165	823__A0A355XGQ3__prmC
ERR1913171.642254__1.642254	357276__B6W1Y1__BSEG_03960
ERR1913171.642339__1.642339	147207__adhE_1
ERR1913171.642830__1.642830	820__A0A3E5E9Y8__DXD90_09110
ERR1913171.642873__1.642873	418240__A0A173XCL4__ERS852523_02725
ERR1913171.643090__1.643090	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913171.643203__1.643203	821__A0A173XDD3__DXB82_17180
ERR1913171.643218__1.643218	39491__A0A396FKI0__DXC13_11560
ERR1913171.643431__1.643431	820__A0A174A6K0__M093_0079
ERR1913171.643652__1.643652	357276__I9RCD3__IY41_15070
ERR1913171.643668__1.643668	820__A0A139JRS5__HMPREF1073_04025
ERR1913171.643955__1.643955	820__A0A374MMF0__HMPREF1073_03811
ERR1913171.644439__1.644439	649756__L1Q8U4__ERS852571_01677
ERR1913171.644459__1.644459	357276__D1K3K9__EL88_23995
ERR1913171.644514__1.644514	28117__B0MTS2__ALIPUT_00159
ERR1913171.644518__1.644518	246787__A0A3D6AWJ7__AA416_00506
ERR1913171.644754__1.644754	820__R9I3Q7__HMPREF1072_01668
ERR1913171.644814__1.644814	239935__A0A3F3K9J9__DEF40_00940
ERR1913171.644854__1.644854	820__A0A174CK74__DXB48_07060
ERR1913171.644898__1.644898	357276__I8WEY2__ABI39_04185
ERR1913171.644934__1.644934	214856__I3YK34__ERS852447_02806
ERR1913171.644991__1.644991	1262743__R5C054__BN727_01980
ERR1913171.645019__1.645019	1150298__A0A174EBT8__ERS852406_01739
ERR1913171.645117__1.645117	239935__A0A2N8IVR0__CXT87_07115
ERR1913171.645230__1.645230	39491__A0A173TM76__DXB72_10535
ERR1913171.645285__1.645285	371601__D7J0R3__SAMN04487924_11751
ERR1913171.645431__1.645431	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.645434__1.645434	1550024__G9RPG8__TQ39_05515
ERR1913171.645506__1.645506	820__A0A1Y3V743__M093_0235
ERR1913171.645584__1.645584	820__A0A139KG60__M094_2679
ERR1913171.645894__1.645894	39491__C4Z8Y4__ERS852417_00909
ERR1913171.645951__1.645951	357276__I9F327__DXD47_22495
ERR1913171.646112__1.646112	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913171.646191__1.646191	39486__B0GA02__HMPREF9457_02273
ERR1913171.646671__1.646671	39486__G1WNC1__DXD50_13905
ERR1913171.646933__1.646933	487174__K0WU53__DDY40_07650
ERR1913171.647074__1.647074	357276__B6VVS0__HMPREF1064_03951
ERR1913171.647043__1.647043	853__A0A173YYY4__DWZ04_09420
ERR1913171.647057__1.647057	39491__A0A396FNY7__LD38_16155
ERR1913171.647094__1.647094	39491__A0A395V0E5__ERE_31370
ERR1913171.647109__1.647109	360807__A0A173WJE3__mcp4_4
ERR1913171.647151__1.647151	39486__B0G723__DXC93_09665
ERR1913171.647174__1.647174	823__A0A078TL61__ERS852429_00610
ERR1913171.647297__1.647297	33039__D4M6I1__nadB_2
ERR1913171.647252__1.647252	823__A0A395YRX4__ERS852513_03444
ERR1913171.647276__1.647276	28117__B0MY40__BHV66_05170
ERR1913171.647361__1.647361	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913171.647441__1.647441	357276__I8WEY2__ABI39_04185
ERR1913171.647540__1.647540	649756__A0A173QW26__ERS852571_00238
ERR1913171.647672__1.647672	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.647744__1.647744	28117__B0MXG7__BHV66_08620
ERR1913171.648035__1.648035	818__Q8A3R2__C799_03293
ERR1913171.648122__1.648122	246787__R6LGA6__tmoS_11
ERR1913171.648214__1.648214	820__A0A174LJB2__HMPREF1072_04112
ERR1913171.648241__1.648241	487174__K0X694__DIT83_09060
ERR1913171.648346__1.648346	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913171.648469__1.648469	357276__A0A0K2HG61__BACDOR_02028
ERR1913171.648479__1.648479	28117__R7JIJ8__BHV66_01635
ERR1913171.648640__1.648640	160404__A0A1M6PNS4__B5G26_00460
ERR1913171.648709__1.648709	357276__A0A076INK2__BSEG_04225
ERR1913171.648738__1.648738	818__A0A139KCA0__SAMN05216253_102371
ERR1913171.648848__1.648848	1150298__R7JUW7__ERS852406_02089
ERR1913171.649060__1.649060	820__A0A174A6K0__M093_0079
ERR1913171.649115__1.649115	28116__I9TDA4__BACOV975_03134
ERR1913171.649075__1.649075	39491__A0A173SH34__EUR_24920
ERR1913171.649137__1.649137	40518__R5DMC7__blaR1
ERR1913171.649293__1.649293	28117__B0MST8__ALIPUT_00310
ERR1913171.649310__1.649310	39491__A0A395V0X2__EUBREC_3007
ERR1913171.649401__1.649401	28117__B0MY40__BHV66_05170
ERR1913171.649586__1.649586	544645__A0A3E4TH88__DXC42_04955
ERR1913171.649696__1.649696	357276__B6W1Y5__IY41_11405
ERR1913171.649793__1.649793	28116__C3QMW5__M089_4133
ERR1913171.649803__1.649803	820__A0A1T4IY71__HMPREF2141_02402
ERR1913171.649909__1.649909	239935__A0A2N8HPS5__Amuc_0950
ERR1913171.649960__1.649960	309806__C1DWV9__SULAZ_1635
ERR1913171.650146__1.650146	820__A0A174CK74__DXB48_07060
ERR1913171.650179__1.650179	901__B6WVN9__DESPIG_02157
ERR1913171.650220__1.650220	40518__R5E2R8__nnr_2
ERR1913171.650299__1.650299	820__A0A374Q854__HMPREF1073_03281
ERR1913171.650360__1.650360	33038__R5TMH1__CDL18_12065
ERR1913171.650404__1.650404	371601__D6CXF7__BN891_50120
ERR1913171.650492__1.650492	823__A0A174PDQ0__DXC05_08200
ERR1913171.650504__1.650504	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.650529__1.650529	823__A0A355XLS2__ERS852380_02644
ERR1913171.650573__1.650573	820__A0A374QGD2__ERS852421_02382
ERR1913171.650608__1.650608	360807__A0A0M6WUG1__ERS852392_00028
ERR1913171.650643__1.650643	820__A0A174VD39__DXD90_12235
ERR1913171.651015__1.651015	28116__A0A1Y4PWN5__M088_3731
ERR1913171.651031__1.651031	47678__A5ZEA3__ERS852558_00257
ERR1913171.651036__1.651036	371601__D7J175__DXD03_05675
ERR1913171.651104__1.651104	487174__K0X068__DDY40_07105
ERR1913171.651369__1.651369	1897011__A0A1Q6REX0__BHW41_04225
ERR1913171.651446__1.651446	745368__A0A1T4WAV4__SAMN02745178_00326
ERR1913171.651785__1.651785	28117__R7JIJ8__BHV66_01635
ERR1913171.651825__1.651825	820__A0A3E4WA06__ERS852554_03404
ERR1913171.651875__1.651875	357276__I9R994__BACDOR_04044
ERR1913171.651951__1.651951	820__A0A374Q351__DXD40_05850
ERR1913171.652037__1.652037	239935__A0A2N8IF99__lpdA
ERR1913171.652047__1.652047	820__I9TWZ7__DXC80_10550
ERR1913171.652127__1.652127	357276__A0A076IN30__DXD47_09350
ERR1913171.652408__1.652408	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.652566__1.652566	39486__B0G7W4__DXD50_04530
ERR1913171.652662__1.652662	357276__A0A0M1W4C0__DXD47_07095
ERR1913171.652762__1.652762	820__A0A3E4VZS7__DXC07_14435
ERR1913171.652822__1.652822	47678__R5UZM4__DW706_15680
ERR1913171.652952__1.652952	820__R9I2U8__DXC68_09590
ERR1913171.652984__1.652984	556259__E5C690__BSGG_1431
ERR1913171.653029__1.653029	820__I9J701__ERS852510_01809
ERR1913171.653095__1.653095	820__A0A139KHD8__ERS417307_00569
ERR1913171.653108__1.653108	820__A7V470__HMPREF1072_02076
ERR1913171.653140__1.653140	47678__R5UV30__C5Z00_12615
ERR1913171.653271__1.653271	823__A0A355XF06__B5F32_11480
ERR1913171.653227__1.653227	357276__I9QXD4__IY41_00345
ERR1913171.653359__1.653359	823__A6LEP0__M091_1976
ERR1913171.653366__1.653366	884684__GCA_002892425.1_01408
ERR1913171.653473__1.653473	28116__A0A139LL51__B5F02_01570
ERR1913171.653515__1.653515	649756__D4MXW9__ERS852520_02286
ERR1913171.653646__1.653646	820__A0A139KHX1__HMPREF2141_00289
ERR1913171.653695__1.653695	823__A0A174UI22__CF162_13840
ERR1913171.653774__1.653774	818__Q8A3I3__HMPREF2534_00068
ERR1913171.653826__1.653826	357276__B6W1Y1__BSEG_03960
ERR1913171.653780__1.653780	357276__A0A0M1W1I8__ABI39_13620
ERR1913171.654176__1.654176	556259__E5C690__BSGG_1431
ERR1913171.654258__1.654258	394340__lepA
ERR1913171.654441__1.654441	820__A0A139K0J1__HMPREF2141_03205
ERR1913171.654554__1.654554	820__A0A3E4WA06__ERS852554_03404
ERR1913171.654568__1.654568	820__A0A174QT76__B5G17_18060
ERR1913171.654640__1.654640	820__A0A3E4VZT7__DXB48_16145
ERR1913171.654894__1.654894	487174__K0X3U2__DIT83_02455
ERR1913171.654911__1.654911	387090__S0F7Y3__BACCOPRO_02028
ERR1913171.655096__1.655096	357276__B6VYT9__HMPREF1063_05030
ERR1913171.655154__1.655154	357276__I8VN30__HMPREF1065_03051
ERR1913171.655183__1.655183	820__A0A174RFI5__SAMN05444418_12240
ERR1913171.655196__1.655196	47678__R5UTU5__CGC64_07175
ERR1913171.655247__1.655247	821__A0A174NVL6__NCTC10583_01782
ERR1913171.655256__1.655256	88431__A0A3D0EYE9__rafA
ERR1913171.655398__1.655398	28118__F9ZBY3__Odosp_3561
ERR1913171.655505__1.655505	39491__A0A396FGM9__fliU_1
ERR1913171.655774__1.655774	820__A0A374QGD2__ERS852421_02382
ERR1913171.655775__1.655775	39491__A0A396FUZ3__phoR_1
ERR1913171.655815__1.655815	818__A0A139KMR0__Btheta7330_03958
ERR1913171.655861__1.655861	47678__A0A3E5BQM1__DXB67_08970
ERR1913171.655911__1.655911	39486__B0G759__DXB36_00705
ERR1913171.655921__1.655921	357276__I8WPR6__EL88_06675
ERR1913171.656069__1.656069	357276__B6W1Y1__BSEG_03960
ERR1913171.656322__1.656322	204516__U6R9E7__HMPREF1534_03313
ERR1913171.656480__1.656480	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913171.656485__1.656485	820__A0A174TRB5__DXD40_11305
ERR1913171.656523__1.656523	28116__R6JI94__ERS852555_01222
ERR1913171.656697__1.656697	39491__A0A395V0H6__ERS852580_02570
ERR1913171.656788__1.656788	74426__rpoC
ERR1913171.656793__1.656793	820__A0A3E4PYB0__yejM
ERR1913171.656803__1.656803	357276__B6W5Q7__DXD47_13945
ERR1913171.656817__1.656817	28117__B0MTS2__ALIPUT_00159
ERR1913171.656891__1.656891	357276__A0A076IRV2__BACDOR_02822
ERR1913171.656957__1.656957	820__R9I3N4__M093_0061
ERR1913171.657068__1.657068	28117__B0N007__BHV66_10275
ERR1913171.657102__1.657102	823__D7IV95__DXC05_09565
ERR1913171.657187__1.657187	820__A0A173YYG4__evgS_3
ERR1913171.657193__1.657193	671267__R9IEN1__C802_02405
ERR1913171.657357__1.657357	626933__H1DGX0__HMPREF9449_01506
ERR1913171.657324__1.657324	357276__I9FRW5__B5F95_21685
ERR1913171.657425__1.657425	39491__R6TQ09__DXC13_03010
ERR1913171.657533__1.657533	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.657623__1.657623	820__A0A1T4IYF4__mprA_1
ERR1913171.657729__1.657729	820__A0A3E4W984__pssA
ERR1913171.657853__1.657853	674529__A0A174P761__SAMN05444400_106145
ERR1913171.657898__1.657898	818__A0A139L1D5__BT_2967
ERR1913171.657968__1.657968	28052__A0A174Z0G5__ERS852499_01843
ERR1913171.658042__1.658042	357276__A0A076INK2__BSEG_04225
ERR1913171.658060__1.658060	39492__D4JUR4__ERS852540_01427
ERR1913171.658071__1.658071	28117__B0MWX3__BHV66_03010
ERR1913171.658161__1.658161	160404__A0A1M6YB15__SAMN02745138_02966
ERR1913171.658200__1.658200	160404__R6PW98__SAMN02745138_02959
ERR1913171.658362__1.658362	626929__F3PJN9__B5F24_15155
ERR1913171.658373__1.658373	28117__B0MXG7__BHV66_08620
ERR1913171.658564__1.658564	357276__D1K3K9__EL88_23995
ERR1913171.658601__1.658601	820__A7V9F9__B5G17_14640
ERR1913171.658618__1.658618	28118__F9Z408__NCTC10826_01194
ERR1913171.658621__1.658621	820__A7VAS1__HMPREF2141_03259
ERR1913171.658684__1.658684	820__A0A374Q854__HMPREF1073_03281
ERR1913171.658661__1.658661	1262992__R5D4D2__BN795_00592
ERR1913171.658711__1.658711	820__A0A374Q854__HMPREF1073_03281
ERR1913171.658719__1.658719	820__A0A3E5BMG9__DXD40_05130
ERR1913171.658724__1.658724	39491__A0A395ZBQ4__cph2_2
ERR1913171.658838__1.658838	626933__H1DGX0__HMPREF9449_01506
ERR1913171.658958__1.658958	357276__A0A076IP73__BACDOR_04237
ERR1913171.658985__1.658985	649756__D4MXQ2__DO83_00240
ERR1913171.659233__1.659233	818__A0A1H7S810__BJP75_003270
ERR1913171.659309__1.659309	239935__A0A139TQT9__Amuc_1197
ERR1913171.659660__1.659660	820__A0A3E4G3J9__ERS852459_02265
ERR1913171.659886__1.659886	1739394__A0A1F1E3L8__HMPREF2890_04425
ERR1913171.659899__1.659899	820__A0A374Q854__HMPREF1073_03281
ERR1913171.659950__1.659950	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913171.660009__1.660009	39486__B0G950__DXD50_13080
ERR1913171.660024__1.660024	820__A0A3E4WCC2__lptB_1
ERR1913171.660222__1.660222	239935__R6JAS2__CXU02_10725
