ERR1913261.83__1.83	1150298__A0A174AM35__ERS852498_00645
ERR1913261.876184__1.876184	1262922__R6ECX9__BN487_01332
ERR1913261.876192__1.876192	1501391__GCA_000786575.1_00084
ERR1913261.876381__1.876381	39491__D4JMW8__ERS852497_01971
ERR1913261.876434__1.876434	39491__C4ZHS4__EUR_24420
ERR1913261.876417__1.876417	39491__C4Z9E9__T1815_12341
ERR1913261.876486__1.876486	46228__B5CKX6__RUMLAC_00090
ERR1913261.876632__1.876632	39491__A0A395UWA3__DXB69_11805
ERR1913261.876852__1.876852	39490__U2Q402__ERS852448_02488
ERR1913261.876973__1.876973	1262933__R7PAV0__BN736_01209
ERR1913261.877023__1.877023	2108523__A0A2P2F504__LAWASA_1087
ERR1913261.877254__1.877254	1550024__A0A0W7TNX6__ASJ35_13710
ERR1913261.877417__1.877417	1262922__R6E1M7__BN487_00608
ERR1913261.877683__1.877683	39491__A0A395V0E5__ERE_31370
ERR1913261.877708__1.877708	39491__A0A395ZHV7__ykvU
ERR1913261.877953__1.877953	823__D0TAX5__HMPREF1075_01064
ERR1913261.878050__1.878050	291645__I8WZT8__HMPREF1068_04327
ERR1913261.878116__1.878116	39491__A0A3E4YFT8__DXB69_10940
ERR1913261.878144__1.878144	823__A0A174VHT1__DHP27_04775
ERR1913261.878252__1.878252	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913261.878429__1.878429	1262933__R7PDJ8__BN736_00265
ERR1913261.878655__1.878655	1465754__A0A1H3WUT9__SAMN05444145_1013
ERR1913261.878826__1.878826	28117__R7JJM9__ALIPUT_00662
ERR1913261.878873__1.878873	39491__D4JMW8__ERS852497_01971
ERR1913261.878883__1.878883	328814__GCA_004558275.1_00293
ERR1913261.879154__1.879154	1550024__A0A0D8J296__ASJ35_12655
ERR1913261.879165__1.879165	1262824__R6RTN9__BN719_01242
ERR1913261.879244__1.879244	556259__I0PXW0__BSGG_5187
ERR1913261.879316__1.879316	39491__A0A395ZDC6__addB
ERR1913261.879439__1.879439	853__D4K7X0__DW905_09540
ERR1913261.879442__1.879442	2108523__A0A2P2FDA1__LAWASA_4052
ERR1913261.879645__1.879645	39491__A0A3E4YFT8__DXB69_10940
ERR1913261.879660__1.879660	1262922__R6EA90__BN487_00523
ERR1913261.879733__1.879733	39491__A0A396FFW0__ERE_10580
ERR1913261.879776__1.879776	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913261.880039__1.880039	1262922__R6E9Q9__BN487_00767
ERR1913261.880161__1.880161	1262922__R6EG11__BN487_01517
ERR1913261.880297__1.880297	1262922__R6E5H3__BN487_01250
ERR1913261.880359__1.880359	1262922__R6F2R2__BN487_01821
ERR1913261.880524__1.880524	39491__A0A2U2EKL1__ERS852580_00911
ERR1913261.880797__1.880797	46228__B5CP91__RUMLAC_01282
ERR1913261.880855__1.880855	1150298__A0A174BE63__ERS852406_01048
ERR1913261.880906__1.880906	39491__A0A395UYL9__ERS852417_00624
ERR1913261.881032__1.881032	2108523__A0A2P2FD79__LAWASA_4034
ERR1913261.881263__1.881263	39491__A0A395ZBQ4__cph2_2
ERR1913261.881317__1.881317	39491__C4ZCH3__EUR_17560
ERR1913261.881477__1.881477	574930__A0A0F5JB83__HMPREF1536_02446
ERR1913261.881584__1.881584	28117__B0MXX3__BHV66_07695
ERR1913261.881888__1.881888	292800__A0A1C7FMP9__ADH75_14350
ERR1913261.881998__1.881998	28117__R7JPX7__BHV66_00900
ERR1913261.882009__1.882009	1550024__G9RVP3__TQ39_06315
ERR1913261.882069__1.882069	160404__R7AK70__B5G26_08470
ERR1913261.882419__1.882419	39485__C4Z637__ERS852490_00218
ERR1913261.882429__1.882429	1965537__A0A1Y4WQ40__B5E42_02845
ERR1913261.882492__1.882492	1150298__A0A174LKY6__ERS852535_00447
ERR1913261.882512__1.882512	168384__C6LB97__BRYFOR_05892
ERR1913261.882549__1.882549	39491__D4JM76__DXC13_02150
ERR1913261.882663__1.882663	1262922__R6E8K7__BN487_01739
ERR1913261.882716__1.882716	821__A0A174V2F3__NCTC10583_01474
ERR1913261.882832__1.882832	39491__A0A396FP46__cobD_2
ERR1913261.882937__1.882937	1262922__R6ECP0__BN487_01268
ERR1913261.883108__1.883108	39491__A0A396FNY7__LD38_16155
ERR1913261.883258__1.883258	821__A0A0P0LFP6__C5Z04_13890
ERR1913261.883401__1.883401	823__A6L930__DDY96_14995
ERR1913261.883523__1.883523	1262792__R7ANR5__BN593_02293
ERR1913261.883538__1.883538	1262922__R6E5H3__BN487_01250
ERR1913261.883736__1.883736	39491__A0A173RJ81__DXB76_01570
ERR1913261.883739__1.883739	2108523__A0A2P2FD44__LAWASA_3973
ERR1913261.883893__1.883893	39491__A0A2U2EED4__ERS852580_01584
ERR1913261.883931__1.883931	106588__A6NUL8__BACCAP_01900
ERR1913261.884130__1.884130	33039__A0A174Y8E4__suhB
ERR1913261.884242__1.884242	39491__A0A396FE96__EUR_00280
ERR1913261.884321__1.884321	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913261.884328__1.884328	1465754__A0A1H3WW40__SAMN05444145_10110
ERR1913261.885108__1.885108	39485__A0A175A403__EUBELI_20577
ERR1913261.885109__1.885109	823__A0A355XLH0__fepA_1
ERR1913261.885212__1.885212	384639__GCA_003096855.1_01924
ERR1913261.885383__1.885383	39491__A0A395V5R3__EUBREC_1883
ERR1913261.885403__1.885403	39491__A0A395V297__EUR_01010
ERR1913261.885561__1.885561	39491__A0A395UZL1__DXB76_05950
ERR1913261.885635__1.885635	39491__A0A173U130__ERE_16110
ERR1913261.885720__1.885720	2137880__A0A316P3R2__DBY21_00215
ERR1913261.885831__1.885831	1262933__R7P7I6__BN736_01446
ERR1913261.885985__1.885985	290052__A0A0V8QJ53__ASU35_17370
ERR1913261.885996__1.885996	1262933__R7P862__BN736_01621
ERR1913261.886030__1.886030	39491__A0A395UZZ5__htpG_1
ERR1913261.886301__1.886301	29361__B6FRT6__CLONEX_02860
ERR1913261.886324__1.886324	1262922__R6E6V1__BN487_00270
ERR1913261.886399__1.886399	39491__A0A396FBR6__DXC13_08575
ERR1913261.886425__1.886425	39491__C4Z872__LD38_07250
ERR1913261.886587__1.886587	853__A0A2A7B1Y7__C7K05_11930
ERR1913261.886589__1.886589	29361__B6FKH5__CLONEX_00621
ERR1913261.886600__1.886600	39491__A0A395ZDC6__addB
ERR1913261.886601__1.886601	1965588__A0A1Y4HFA8__B5F36_01715
ERR1913261.886724__1.886724	328814__GCA_004558275.1_00133
ERR1913261.886739__1.886739	853__A0A3E2V168__FAEPRAM212_00929
ERR1913261.886831__1.886831	1262922__R6E8V3__BN487_01763
ERR1913261.887022__1.887022	46503__K5ZV67__PARMER_03859
ERR1913261.887342__1.887342	39491__A0A396FF17__EUR_31400
ERR1913261.887464__1.887464	328814__GCA_004558275.1_00059
ERR1913261.887576__1.887576	39491__A0A395V0H6__ERS852580_02570
ERR1913261.887558__1.887558	1628085__A0A374VUI1__C7386_11920
ERR1913261.887687__1.887687	39491__C4ZCH3__EUR_17560
ERR1913261.887734__1.887734	823__C7XBX3__HMPREF1059_03212
ERR1913261.887764__1.887764	853__A0A173YYY4__DWZ04_09420
ERR1913261.888502__1.888502	28117__B0MZ50__ALIPUT_02424
ERR1913261.888570__1.888570	39491__C4Z9E9__T1815_12341
ERR1913261.888525__1.888525	214856__R6XUN2__rcsC_1
ERR1913261.888896__1.888896	39491__A0A395V0H6__ERS852580_02570
ERR1913261.888826__1.888826	1262922__R6ED41__BN487_01041
ERR1913261.888833__1.888833	1262824__R6S516__BN719_00505
ERR1913261.888996__1.888996	2137880__A0A316P3S4__DBY21_00810
ERR1913261.889356__1.889356	46228__B5CP96__RUMLAC_01287
ERR1913261.889409__1.889409	28117__B0MYW7__ALIPUT_02336
ERR1913261.889544__1.889544	39485__R6AET9__EUBELI_01205
ERR1913261.889572__1.889572	39491__A0A395ZBQ4__cph2_2
ERR1913261.889688__1.889688	821__A0A3E4HP25__SAMN04487923_102450
ERR1913261.889623__1.889623	357276__C3R9Y0__HMPREF1064_01889
ERR1913261.889906__1.889906	39491__A0A395V1Y4__DXB99_08035
ERR1913261.889920__1.889920	357276__B6W1J2__BACDOR_03380
ERR1913261.890248__1.890248	39491__A0A395V397__EUR_09960
ERR1913261.890252__1.890252	1262922__R6ECW3__BN487_01323
ERR1913261.890283__1.890283	871324__A0A1M6EJB6__SAMN05444350_109130
ERR1913261.890388__1.890388	39492__D4JV70__EUBSIR_01253
ERR1913261.890499__1.890499	1262922__R6EBN7__BN487_01095
ERR1913261.890514__1.890514	1262922__R6E5N1__BN487_01313
ERR1913261.890600__1.890600	39491__A0A173TFQ1__rsmF
ERR1913261.890619__1.890619	39491__A0A396FMT0__EUBREC_3020
ERR1913261.890663__1.890663	853__C7H7F5__DWZ46_01780
ERR1913261.890803__1.890803	1262922__R6F3R3__BN487_01995
ERR1913261.890901__1.890901	1150298__A0A174CCD5__ERS852406_01310
ERR1913261.890910__1.890910	487174__K0WWY0__DIT83_10195
ERR1913261.890826__1.890826	1150298__R7JTG8__smf
ERR1913261.891031__1.891031	39491__A0A395ZBW8__DXC13_08840
ERR1913261.891263__1.891263	214856__I3YMN6__Alfi_1938
ERR1913261.891465__1.891465	458033__GCA_001482755.1_02203
ERR1913261.891773__1.891773	39491__A0A395UZL1__DXB76_05950
ERR1913261.891795__1.891795	823__A0A355XH29__lolE_1
ERR1913261.891942__1.891942	853__A0A3E2U7E6__ERS852582_01640
ERR1913261.891870__1.891870	649756__B0NYW1__DCR88_01045
ERR1913261.891974__1.891974	823__A6LEP0__M091_1976
ERR1913261.892333__1.892333	1965631__A0A1Y4A706__B5F90_10350
ERR1913261.892375__1.892375	823__D7IUM6__M091_1082
ERR1913261.892453__1.892453	39491__A0A173TAZ5__DXB99_09520
ERR1913261.892622__1.892622	818__A0A3E5HDU6__C799_04515
ERR1913261.892654__1.892654	214856__I3YMN6__Alfi_1938
ERR1913261.893183__1.893183	39491__A0A396FJJ9__DXB76_11995
ERR1913261.893225__1.893225	33039__D4M1A7__RTO_02350
ERR1913261.893244__1.893244	823__A0A174LWY0__lepB
ERR1913261.893399__1.893399	1262933__R7P9D0__BN736_00117
ERR1913261.893406__1.893406	1262933__R7PDZ9__BN736_00494
ERR1913261.893505__1.893505	1150298__R7JRC9__ERS852535_00719
ERR1913261.893872__1.893872	39491__A0A2U2EED4__ERS852580_01584
ERR1913261.894085__1.894085	39491__A0A395UZZ5__htpG_1
ERR1913261.894097__1.894097	1262922__R6E5H3__BN487_01250
ERR1913261.894068__1.894068	2108523__A0A2P2FDC5__LAWASA_4082
ERR1913261.894131__1.894131	487174__K0XA48__DDY40_03955
ERR1913261.894192__1.894192	823__A0A174PDQ0__DXC05_08200
ERR1913261.894337__1.894337	39491__C4Z9K7__EUBREC_0050
ERR1913261.894437__1.894437	823__D7IT19__DHP27_03495
ERR1913261.894483__1.894483	1262922__R6EF96__BN487_01418
ERR1913261.894568__1.894568	1262922__R6E6U3__BN487_00260
ERR1913261.894585__1.894585	823__A6LEF1__CF162_12695
ERR1913261.894600__1.894600	28117__B0MU76__ALIPUT_00202
ERR1913261.894743__1.894743	1550024__A0A0W7TR84__TQ39_05305
ERR1913261.894850__1.894850	1262922__R6DX24__BN487_00296
ERR1913261.894901__1.894901	39491__A0A174EQV2__DXB69_10230
ERR1913261.894947__1.894947	1262933__R7PCC0__BN736_01715
ERR1913261.895145__1.895145	39485__A0A174YQX9__ERS852490_00864
ERR1913261.895414__1.895414	39491__A0A3E4YFT8__DXB69_10940
ERR1913261.895441__1.895441	39491__A0A395ZEN3__DXD95_12655
ERR1913261.895467__1.895467	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913261.895647__1.895647	1150298__A0A174QS63__ERS852406_03087
ERR1913261.895854__1.895854	1262922__R6E3T8__BN487_00972
ERR1913261.895996__1.895996	40520__A5ZSL9__DXC87_07025
ERR1913261.896183__1.896183	821__A0A396ER29__ERS852457_02298
ERR1913261.896268__1.896268	28117__B0MZ50__ALIPUT_02424
ERR1913261.896350__1.896350	28117__B0MTV3__BHV66_06405
ERR1913261.896361__1.896361	1965588__A0A1Y4H4K2__B5F36_09800
ERR1913261.896463__1.896463	28117__B0MVL5__BHV66_01660
ERR1913261.896594__1.896594	821__A0A174V2F3__NCTC10583_01474
ERR1913261.896689__1.896689	39491__C4ZC33__DXC13_11585
ERR1913261.896768__1.896768	39491__A0A395UVM9__DXB76_04540
ERR1913261.896855__1.896855	28117__B0MY40__BHV66_05170
ERR1913261.896878__1.896878	823__A0A355XLQ9__DXC05_02185
ERR1913261.896916__1.896916	823__A0A355XF06__B5F32_11480
ERR1913261.896917__1.896917	823__A0A355XF06__B5F32_11480
ERR1913261.896981__1.896981	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913261.897022__1.897022	1465754__A0A1H3Y019__SAMN05444145_101402
ERR1913261.897099__1.897099	28117__B0MWP2__ALIPUT_01468
ERR1913261.897132__1.897132	1501391__GCA_000786575.1_00110
ERR1913261.897143__1.897143	823__A0A173VS36__M091_4727
ERR1913261.897167__1.897167	28116__A0A3E5HUC8__DHW41_21025
ERR1913261.897402__1.897402	1262922__R6E9Q9__BN487_00767
ERR1913261.897591__1.897591	1262933__R7PA55__BN736_01698
ERR1913261.897757__1.897757	46228__B5CPT7__HMPREF1202_00616
ERR1913261.897975__1.897975	1262922__R6EXU8__BN487_01099
ERR1913261.898052__1.898052	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913261.898063__1.898063	823__A6L9D3__ERS852560_03374
ERR1913261.898051__1.898051	1262922__R6E5H3__BN487_01250
ERR1913261.898170__1.898170	39491__C4ZF05__vpr
ERR1913261.898269__1.898269	1262933__R7PE73__BN736_00490
ERR1913261.898293__1.898293	39491__A0A395V0H3__ERS852417_01192
ERR1913261.898418__1.898418	1965588__A0A1Y4H1H0__B5F36_14445
ERR1913261.898564__1.898564	39491__A0A173QT73__alaS_2
ERR1913261.898612__1.898612	1150298__A0A174DQP3__rpe_2
ERR1913261.898866__1.898866	39491__A0A173RJ81__DXB76_01570
ERR1913261.898942__1.898942	1262922__R6EAM2__BN487_00919
ERR1913261.898947__1.898947	39485__R5ZNS8__rsmG
ERR1913261.899049__1.899049	39491__A0A396FUZ3__phoR_1
ERR1913261.899331__1.899331	39491__A0A395ZBQ4__cph2_2
ERR1913261.899584__1.899584	160404__R6QAN5__B5G26_11160
ERR1913261.899588__1.899588	39491__A0A395ZM93__DXD13_03490
ERR1913261.899637__1.899637	39485__A0A174Z1T6__sfp
ERR1913261.899871__1.899871	823__A0A395YVY3__ERS852513_03204
ERR1913261.899911__1.899911	28118__F9ZBV2__NCTC10826_00352
ERR1913261.900162__1.900162	360807__C0FVT5__RIL183_27241
ERR1913261.900334__1.900334	487174__K0XG81__HMPREF9448_02274
ERR1913261.900296__1.900296	1262922__R6E5H3__BN487_01250
ERR1913261.900315__1.900315	1703337__A0A2U0U7Q7__C7379_11089
ERR1913261.900421__1.900421	39491__A0A395V0H6__ERS852580_02570
ERR1913261.900636__1.900636	39491__A0A396FKG5__DXB76_07455
ERR1913261.900685__1.900685	821__A0A395UNT8__DXD64_15275
ERR1913261.900687__1.900687	360807__A0A0M6X003__ERS852392_02817
ERR1913261.900832__1.900832	823__A0A355XF06__B5F32_11480
ERR1913261.900930__1.900930	1262922__R6E3V4__BN487_00986
ERR1913261.901039__1.901039	39491__A0A395ZEI6__ERE_07950
ERR1913261.901047__1.901047	39491__C4ZF05__vpr
ERR1913261.901131__1.901131	39491__A0A396FSK3__ERS852417_00383
ERR1913261.901141__1.901141	39491__A0A2U2EK03__ERE_28780
ERR1913261.901161__1.901161	160404__R6PN47__B5G26_10890
ERR1913261.901307__1.901307	39491__C4Z9E9__T1815_12341
ERR1913261.901435__1.901435	28117__B0MY40__BHV66_05170
ERR1913261.901812__1.901812	853__A0A173T8T3__DW882_06555
ERR1913261.902161__1.902161	1099853__U5CDG7__NSB1T_14260
ERR1913261.902289__1.902289	1262933__R7PD10__BN736_01878
ERR1913261.902505__1.902505	39491__A0A395V1R3__T1815_08181
ERR1913261.902619__1.902619	360807__A0A173WJE3__mcp4_4
ERR1913261.902658__1.902658	821__A0A3E4WAR6__DXD64_10735
ERR1913261.902693__1.902693	1262922__R6EYJ3__BN487_01212
ERR1913261.902749__1.902749	384638__B7APR0__BACPEC_00666
ERR1913261.902832__1.902832	28117__B0MUB3__ALIPUT_00727
ERR1913261.903260__1.903260	1150298__R7JL35__ERS852498_02809
ERR1913261.903426__1.903426	39491__A0A396FBR6__DXC13_08575
ERR1913261.903555__1.903555	39491__D6E2U1__EUBREC_3278
ERR1913261.903679__1.903679	39491__A0A173VD97__DXB69_07350
ERR1913261.903712__1.903712	1150298__A0A174R918__ERS852535_01749
ERR1913261.903754__1.903754	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913261.903791__1.903791	160404__A0A1Y3TZC4__SAMN02745138_01776
ERR1913261.904084__1.904084	39491__A0A396FFW0__ERE_10580
ERR1913261.904178__1.904178	301302__R5UMB9__M72_25011
ERR1913261.904221__1.904221	2108523__A0A2P2FDC1__LAWASA_4053
ERR1913261.904363__1.904363	39491__A0A396FRK0__ERS852417_00541
ERR1913261.904662__1.904662	853__A0A3E2U7E6__ERS852582_01640
ERR1913261.904719__1.904719	1501391__GCA_000786575.1_00081
ERR1913261.904959__1.904959	39491__A0A395UUN5__EUBREC_0291
ERR1913261.905000__1.905000	39491__A0A395UXH0__EUBREC_0021
ERR1913261.905327__1.905327	1150298__A0A174R918__ERS852535_01749
ERR1913261.905614__1.905614	40518__R5E2X9__RBATCC27255_01546
ERR1913261.905679__1.905679	1262922__R6E9J4__BN487_00738
ERR1913261.905845__1.905845	1262922__R6EG11__BN487_01517
ERR1913261.905897__1.905897	2108523__A0A2P2FCF2__LAWASA_3737
ERR1913261.905991__1.905991	1965537__A0A1Y4WEK3__B5E42_15445
ERR1913261.906180__1.906180	1150298__A0A174MSM0__toxA_2
ERR1913261.906246__1.906246	39491__A0A396FUZ3__phoR_1
ERR1913261.906332__1.906332	39490__U2RLK4__HMPREF0373_00333
ERR1913261.906391__1.906391	1263000__R5EKT2__BN466_02168
ERR1913261.906537__1.906537	1262922__R6EYF8__BN487_01182
ERR1913261.906612__1.906612	1262922__R6E5W2__BN487_01361
ERR1913261.906744__1.906744	1150298__A0A174J629__ERS852498_00833
ERR1913261.906804__1.906804	46228__B5CP96__RUMLAC_01287
ERR1913261.906789__1.906789	1262933__R7PEZ3__BN736_00729
ERR1913261.906857__1.906857	39491__A0A395UZ82__EUR_31520
ERR1913261.907426__1.907426	28117__B0MVL5__BHV66_01660
ERR1913261.907567__1.907567	823__A0A173TL14__M095_0764
ERR1913261.907569__1.907569	39491__A0A395ZG74__licR
ERR1913261.907691__1.907691	823__D0TCC2__HMPREF1075_01590
ERR1913261.907703__1.907703	39491__A0A173QT73__alaS_2
ERR1913261.907865__1.907865	214856__I3YMN6__Alfi_1938
ERR1913261.907890__1.907890	39491__C4Z9K0__DXD95_07445
ERR1913261.908246__1.908246	39491__R6TQ09__DXC13_03010
ERR1913261.908368__1.908368	823__A6LBY1__ERS852380_00510
ERR1913261.908482__1.908482	39491__A0A174K1W6__DXB99_15020
ERR1913261.908424__1.908424	46503__A7AG59__ERS852463_00349
ERR1913261.908540__1.908540	1262922__R6E8Y1__BN487_01778
ERR1913261.908608__1.908608	39491__A0A396FNY7__LD38_16155
ERR1913261.908548__1.908548	1262922__R6E5H3__BN487_01250
ERR1913261.908554__1.908554	853__A0A2A7A4A9__C4N21_14870
ERR1913261.908696__1.908696	1099853__G9S6U1__NSB1T_01770
ERR1913261.908832__1.908832	853__A0A174C5M1__CGS58_04460
ERR1913261.908868__1.908868	410072__A0A3E4GPS4__tagA
ERR1913261.908853__1.908853	329854__R5MCA7__DXD57_10010
ERR1913261.909003__1.909003	36343__GeneID:1261160
ERR1913261.909082__1.909082	1150298__A0A174BP05__murAA
ERR1913261.909171__1.909171	1262922__R6EVQ0__BN487_00762
ERR1913261.909282__1.909282	418240__A0A174AQ30__ERS852478_00945
ERR1913261.909381__1.909381	1262922__R6E4S1__BN487_00090
ERR1913261.909512__1.909512	1262922__R6DXH2__BN487_00387
ERR1913261.909666__1.909666	40518__R5DU52__RB5AMG_02245
ERR1913261.909732__1.909732	1262922__R6DXH2__BN487_00387
ERR1913261.909735__1.909735	1262922__R6E290__BN487_01114
ERR1913261.909854__1.909854	328814__GCA_004558275.1_02280
ERR1913261.909946__1.909946	853__A0A173XRA8__CGS56_09290
ERR1913261.909974__1.909974	328813__A0A1Y3QRL5__B5G41_11625
ERR1913261.910023__1.910023	39491__A0A395UZL1__DXB76_05950
ERR1913261.910036__1.910036	818__A0A0P0FT56__BSIG_1453
ERR1913261.910078__1.910078	1262922__R6EYJ3__BN487_01212
ERR1913261.910162__1.910162	39491__A0A396FIU1__DXC13_07905
ERR1913261.910241__1.910241	821__A0A395VIK7__BVU_1225
ERR1913261.910799__1.910799	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913261.910998__1.910998	39491__A0A174LTW7__DXD13_08720
ERR1913261.911448__1.911448	649756__R5Z9G3__ERS852571_02234
ERR1913261.911607__1.911607	820__A0A174GYA8__DXB64_07370
ERR1913261.911608__1.911608	853__A0A2A7B9I6__DW855_13690
ERR1913261.911713__1.911713	487174__K0WZ94__HMPREF9448_00984
ERR1913261.911982__1.911982	1263000__R5EIH8__BN466_01210
ERR1913261.912316__1.912316	1150298__A0A174SLE6__mlc_1
ERR1913261.912556__1.912556	1262933__R7PC52__BN736_01649
ERR1913261.912543__1.912543	1501391__GCA_000786575.1_00019
ERR1913261.912649__1.912649	2108523__A0A2P2FDD0__LAWASA_4016
ERR1913261.912738__1.912738	1262922__R6E5Q5__BN487_01326
ERR1913261.912866__1.912866	1262933__R7P7I6__BN736_01446
ERR1913261.912983__1.912983	1262922__R6EYJ3__BN487_01212
ERR1913261.913188__1.913188	1263000__R5EKR4__BN466_01609
ERR1913261.913431__1.913431	28117__B0MU57__ALIPUT_00175
ERR1913261.913745__1.913745	1262889__R7HCE8__BN634_01718
ERR1913261.913815__1.913815	1965537__A0A1Y4WCT3__B5E42_17555
ERR1913261.913877__1.913877	1262945__R6YMK7__BN600_01337
ERR1913261.913994__1.913994	1262922__R6EG11__BN487_01517
ERR1913261.913986__1.913986	487174__K0WV96__HMPREF9448_01901
ERR1913261.914048__1.914048	39491__A0A395ZDC6__addB
ERR1913261.914104__1.914104	39491__R6UMS6__DXD13_07035
ERR1913261.914228__1.914228	1965632__A0A1Y4ASM0__B5F91_04760
ERR1913261.914393__1.914393	1501391__GCA_000786575.1_00150
ERR1913261.914570__1.914570	821__A0A3E4HP25__SAMN04487923_102450
ERR1913261.914786__1.914786	823__D7ILK2__ERS852380_00031
ERR1913261.914949__1.914949	28117__B0N007__BHV66_10275
ERR1913261.915084__1.915084	1262922__R6ECX9__BN487_01332
ERR1913261.915338__1.915338	1262824__R6RW67__BN719_02144
ERR1913261.915761__1.915761	39491__A0A174LTW7__DXD13_08720
ERR1913261.915799__1.915799	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913261.915839__1.915839	1262882__R5ML49__BN519_01361
ERR1913261.915872__1.915872	1262889__R7HBQ2__BN634_01539
ERR1913261.915976__1.915976	39491__A0A396FEV5__EUR_24750
ERR1913261.916101__1.916101	28117__B0N007__BHV66_10275
ERR1913261.916194__1.916194	821__A0A0P0LFP6__C5Z04_13890
ERR1913261.916212__1.916212	39491__A0A396FUZ3__phoR_1
ERR1913261.916221__1.916221	706562__GCA_900112995.1_00651
ERR1913261.916544__1.916544	1965586__A0A1Y4HM59__B5F34_07730
ERR1913261.916617__1.916617	1262922__R6E219__BN487_00678
ERR1913261.916744__1.916744	1262933__R7PAS1__BN736_01218
ERR1913261.917127__1.917127	1262933__R7PAB6__BN736_01773
ERR1913261.917140__1.917140	823__A0A355XJT5__ERS852429_03504
ERR1913261.917149__1.917149	39491__C4Z9D4__DXD95_00055
ERR1913261.917431__1.917431	1262922__R6EXU8__BN487_01099
ERR1913261.917507__1.917507	651822__GCA_000210715.1_00753
ERR1913261.917532__1.917532	39491__A0A395UVM9__DXB76_04540
ERR1913261.917537__1.917537	46503__R6Y2Q2__DCY29_15375
ERR1913261.917656__1.917656	460384__A0A1I0K2T3__C7256_11880
ERR1913261.917667__1.917667	208479__A8RW30__CGC65_02405
ERR1913261.917718__1.917718	1262945__R6YL13__BN600_00850
ERR1913261.917787__1.917787	214856__I3YMN6__Alfi_1938
ERR1913261.917736__1.917736	1262922__R6EBP8__BN487_00770
ERR1913261.917905__1.917905	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913261.918025__1.918025	39491__D6DXZ8__DXB72_15035
ERR1913261.918068__1.918068	28116__I9AKR7__DXA80_22960
ERR1913261.918418__1.918418	823__A0A355WYX8__CF162_07950
ERR1913261.918427__1.918427	39491__A0A396FP46__cobD_2
ERR1913261.918519__1.918519	1262933__R7P962__BN736_01206
ERR1913261.918565__1.918565	360807__A0A173V2S2__phoR_7
ERR1913261.918617__1.918617	40518__R5DXI4__DXD86_07420
ERR1913261.918619__1.918619	40518__R5DUU8__DXD86_08440
ERR1913261.918678__1.918678	357276__A0A0K2HGB7__HMPREF1064_01580
