ERR1913276.154__1.154	1262929__R6EXF7__BN691_00015
ERR1913276.765053__1.765053	363265__G6AZM6__HMPREF0673_02093
ERR1913276.765241__1.765241	39491__D4JMW8__ERS852497_01971
ERR1913276.765278__1.765278	214856__A0A174FZ29__ERS852559_00600
ERR1913276.765336__1.765336	1680__A0A173YLK6__BAD_0868
ERR1913276.765329__1.765329	626940__E8LB62__BHW43_02905
ERR1913276.765529__1.765529	1262989__R6Y778__BN815_00522
ERR1913276.765696__1.765696	301302__A0A173UPG6__ERS852420_03127
ERR1913276.765770__1.765770	28116__A0A1Y4Q112__evgS_13
ERR1913276.765791__1.765791	1262929__R6FSA0__BN691_01738
ERR1913276.765793__1.765793	820__A0A174VD39__DXD90_12235
ERR1913276.765909__1.765909	214856__I3YPN3__ERS852447_01395
ERR1913276.765983__1.765983	487174__K0X6A4__HMPREF9448_00105
ERR1913276.766023__1.766023	239935__A0A3F3K985__CXT98_05805
ERR1913276.766024__1.766024	40518__R5E5I9__yvhJ_2
ERR1913276.766131__1.766131	214856__A0A174FWM7__ERS852559_00590
ERR1913276.766277__1.766277	214856__R6Z5D0__resA_4
ERR1913276.766446__1.766446	823__C7XA51__BDI_0499
ERR1913276.766468__1.766468	1660__A0A2X0UH11__ACTODO_00410
ERR1913276.766637__1.766637	46228__B5CLE1__HMPREF1202_01861
ERR1913276.766780__1.766780	626932__G5H801__HMPREF9450_00804
ERR1913276.766802__1.766802	46228__V8CA96__RUMLAC_01531
ERR1913276.766835__1.766835	817__Q64UC5__M139_2208
ERR1913276.766966__1.766966	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.767230__1.767230	820__A7V9F9__B5G17_14640
ERR1913276.767249__1.767249	28117__B0MWZ9__ALIPUT_01735
ERR1913276.767386__1.767386	214856__A0A174C683__ERS852559_00523
ERR1913276.767478__1.767478	291645__I8WZT8__HMPREF1068_04327
ERR1913276.767505__1.767505	100886__A0A174LEG5__ERS852383_05606
ERR1913276.767631__1.767631	33039__D4M5J1__spoIIIAE_2
ERR1913276.767645__1.767645	823__C7XBX3__HMPREF1059_03212
ERR1913276.767824__1.767824	820__A0A139JRS5__HMPREF1073_04025
ERR1913276.767857__1.767857	1680__A0A1V8QAM8__BIFADO_02272
ERR1913276.767922__1.767922	357276__B6W1Y5__IY41_11405
ERR1913276.767926__1.767926	328814__GCA_004558275.1_00075
ERR1913276.767889__1.767889	1160721__W0U3Z9__RBI_I00543
ERR1913276.768122__1.768122	39491__C4ZF05__vpr
ERR1913276.768134__1.768134	214856__A0A174FX52__yddM
ERR1913276.768168__1.768168	853__A0A174BZY1__xerD_1
ERR1913276.768193__1.768193	214856__I3YMB7__Alfi_1811
ERR1913276.768408__1.768408	214856__A0A173W3Y5__ERS852559_02032
ERR1913276.768409__1.768409	820__A7V859__ERS852462_00341
ERR1913276.768435__1.768435	374840__GeneID:2546403
ERR1913276.768450__1.768450	820__A0A1T4IYF4__mprA_1
ERR1913276.768484__1.768484	853__E2ZJT1__C4N23_03535
ERR1913276.768515__1.768515	165179__A0A3E5DR10__DXC61_03505
ERR1913276.768626__1.768626	28117__B0N028__BHV66_05935
ERR1913276.768942__1.768942	28117__B0MY41__BHV66_05165
ERR1913276.769014__1.769014	817__A0A2M9UV73__HMPREF1018_04087
ERR1913276.769154__1.769154	1232426__nrdD
ERR1913276.769294__1.769294	853__A0A2A7B9I6__DW855_13690
ERR1913276.769364__1.769364	74426__purL
ERR1913276.769437__1.769437	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913276.769574__1.769574	626932__G5H9D2__HMPREF9450_02218
ERR1913276.769576__1.769576	28116__C3QVY2__SAMN05444282_12234
ERR1913276.769612__1.769612	28117__B0MXG8__ALIPUT_01814
ERR1913276.769741__1.769741	28117__B0MXX2__ALIPUT_01984
ERR1913276.769780__1.769780	823__A0A355XLT7__HMPREF1075_03402
ERR1913276.769795__1.769795	820__A0A139K9Q2__DXD40_08795
ERR1913276.769897__1.769897	239935__A0A139TPG3__CXT86_08810
ERR1913276.769953__1.769953	74426__rpoC
ERR1913276.769929__1.769929	39491__C4Z872__LD38_07250
ERR1913276.770006__1.770006	1263006__R6LWP7__BN515_00823
ERR1913276.770085__1.770085	1150298__R7JPI7__cotI
ERR1913276.770091__1.770091	1150298__R7JT16__ERS852498_00500
ERR1913276.770139__1.770139	28117__B0MWP2__ALIPUT_01468
ERR1913276.770162__1.770162	28117__B0MXJ1__BHV66_08445
ERR1913276.770189__1.770189	328814__GCA_004558275.1_00079
ERR1913276.770240__1.770240	1335__A0A1H0ZNM5__SAMN05216416_0871
ERR1913276.770585__1.770585	28117__B0MVL2__BHV66_01645
ERR1913276.770887__1.770887	817__Q64VD4__M113_1792
ERR1913276.770906__1.770906	820__A0A3E4W6P0__gmhA
ERR1913276.770966__1.770966	46503__R6WVN9__HMPREF1078_01964
ERR1913276.771043__1.771043	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.770997__1.770997	818__A0A174TT69__SAMN02910322_02680
ERR1913276.771309__1.771309	28117__B0MWP2__ALIPUT_01468
ERR1913276.771293__1.771293	214851__D1PSK8__SUBVAR_07391
ERR1913276.771365__1.771365	671232__F5U0A1__C6A26_01825
ERR1913276.771389__1.771389	33039__D4M378__cysL_1
ERR1913276.771468__1.771468	360807__C0FNY7__ERS852392_01257
ERR1913276.771550__1.771550	817__A0A149NCG3__M134_4715
ERR1913276.771654__1.771654	40518__R5DVR2__RBL236_00303
ERR1913276.771662__1.771662	47678__R5UPZ8__ERS852494_01752
ERR1913276.771945__1.771945	246787__A0A3D6AWM8__BACCELL_01963
ERR1913276.772056__1.772056	28117__R7JIJ8__BHV66_01635
ERR1913276.772167__1.772167	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913276.772169__1.772169	1680__A0A174BEE7__BSTER_1311
ERR1913276.772268__1.772268	818__A0A139K9H8__C5Z03_23905
ERR1913276.772402__1.772402	28117__B0MWP2__ALIPUT_01468
ERR1913276.772827__1.772827	2293125__A0A374CIC9__DW917_02045
ERR1913276.772841__1.772841	28117__B0MZ14__ALIPUT_02383
ERR1913276.773183__1.773183	626932__G5H6E7__HMPREF9450_00507
ERR1913276.773259__1.773259	46503__A7AG59__ERS852463_00349
ERR1913276.773454__1.773454	46228__V8BL81__DXD17_11825
ERR1913276.773462__1.773462	884684__GCA_002892425.1_01032
ERR1913276.773490__1.773490	214856__A0A174CRY5__ERS852559_01060
ERR1913276.773632__1.773632	147206__GCF_000156215.1_01776
ERR1913276.773686__1.773686	884684__GCA_002892425.1_01408
ERR1913276.773728__1.773728	328814__GCA_004558275.1_01001
ERR1913276.773751__1.773751	214856__A0A174ZEF7__mboIIM_1
ERR1913276.773857__1.773857	671232__T1ZGW2__HMPREF1126_0656
ERR1913276.773948__1.773948	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913276.773950__1.773950	28117__R7JJM9__ALIPUT_00662
ERR1913276.773971__1.773971	214856__A0A174FWM7__ERS852559_00590
ERR1913276.773983__1.773983	33039__A0A174YA68__ribU
ERR1913276.774054__1.774054	28117__B0MXG8__ALIPUT_01814
ERR1913276.774278__1.774278	214856__I3YPQ0__ERS852447_01379
ERR1913276.774257__1.774257	214856__R6Y7P0__ERS852447_00307
ERR1913276.774396__1.774396	40518__R5E6K4__RB5AMG_02070
ERR1913276.774589__1.774589	1262929__R6F9S8__BN691_00485
ERR1913276.774672__1.774672	1262989__R6YA16__BN815_01959
ERR1913276.774689__1.774689	214856__I3YMN6__Alfi_1938
ERR1913276.774810__1.774810	216816__C5E9C3__CJO32_03030
ERR1913276.774819__1.774819	1499973__A0A2B7MNK8__bioC
ERR1913276.774940__1.774940	1262924__R7HTA4__BN585_00391
ERR1913276.775163__1.775163	69974__A0A090FEL8__MPL3365_630008
ERR1913276.775675__1.775675	214856__A0A174A0R8__ERS852447_00998
ERR1913276.775753__1.775753	28116__D7J6A7__NCTC11153_02798
ERR1913276.775978__1.775978	823__A6LEF1__CF162_12695
ERR1913276.776043__1.776043	823__A0A3E4PAQ2__DDY96_18275
ERR1913276.776063__1.776063	357276__B6W1Y1__BSEG_03960
ERR1913276.776139__1.776139	820__A0A174A6K0__M093_0079
ERR1913276.776171__1.776171	46228__V8BSH8__HMPREF1202_02173
ERR1913276.776357__1.776357	458033__GCA_001482755.1_02203
ERR1913276.776421__1.776421	357276__I8WPR6__EL88_06675
ERR1913276.776535__1.776535	387661__K5ZPK6__HMPREF1077_00748
ERR1913276.776931__1.776931	28117__B0MXG8__ALIPUT_01814
ERR1913276.776831__1.776831	40518__R5E6X5__sbcD
ERR1913276.777007__1.777007	853__A0A2J4JL53__CRH10_10795
ERR1913276.777132__1.777132	39488__A0A174CH59__DXD91_12625
ERR1913276.777216__1.777216	328814__GCA_004558275.1_01000
ERR1913276.777229__1.777229	165179__A0A174IPI3__CFT61_10940
ERR1913276.777232__1.777232	1535__A7VRX7__CH238_12065
ERR1913276.777311__1.777311	1965537__A0A1Y4WKU8__B5E42_05475
ERR1913276.777400__1.777400	487174__K0X068__DDY40_07105
ERR1913276.777470__1.777470	39492__D4JT87__clpC
ERR1913276.777934__1.777934	39491__A0A174G6M3__DXD13_14470
ERR1913276.777866__1.777866	39490__U2PCP5__HMPREF0373_03001
ERR1913276.778145__1.778145	1150298__R7JU97__ERS852498_02579
ERR1913276.778327__1.778327	28117__R7JJM9__ALIPUT_00662
ERR1913276.778562__1.778562	214856__A0A174ZJU0__ERS852559_00619
ERR1913276.778464__1.778464	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913276.778757__1.778757	1550024__A0A0D8IY61__ASJ35_05690
ERR1913276.778691__1.778691	46228__V8C484__HMPREF1202_01707
ERR1913276.778647__1.778647	820__A0A174QT76__B5G17_18060
ERR1913276.778886__1.778886	1262911__R6H1B2__BN557_00840
ERR1913276.778820__1.778820	239935__A0A2N8IKW7__pstA
ERR1913276.778824__1.778824	1262929__R6EX87__BN691_01422
ERR1913276.778839__1.778839	33039__A0A174YIE5__soxS_4
ERR1913276.779064__1.779064	33039__A0A174XW11__RTO_07780
ERR1913276.779189__1.779189	630129__A0A087ATC6__BKAS_1964
ERR1913276.779421__1.779421	214856__A0A174FWM7__ERS852559_00590
ERR1913276.779515__1.779515	39492__D4JQS6__ykoD
ERR1913276.779688__1.779688	33038__A0A2N5PW99__DXD36_03540
ERR1913276.779781__1.779781	820__A0A3E4PYB0__yejM
ERR1913276.779785__1.779785	1263000__R5EXT3__BN466_02213
ERR1913276.779849__1.779849	820__A0A139KH21__DXC80_01780
ERR1913276.779982__1.779982	47678__R5U9Z0__HMPREF1061_03210
ERR1913276.779923__1.779923	1150298__A0A174DU21__toxA_3
ERR1913276.780075__1.780075	1680__A0A1X3AAI9__BADO_1163
ERR1913276.780091__1.780091	821__A0A0P0LNX8__ERS852509_03015
ERR1913276.780230__1.780230	28117__B0MTV0__BHV66_06395
ERR1913276.780237__1.780237	28117__B0MY36__BHV66_05185
ERR1913276.780295__1.780295	214856__A0A174Z2J8__ERS852447_00942
ERR1913276.780409__1.780409	357276__A0A076IXE0__HMPREF1064_04364
ERR1913276.780632__1.780632	40518__R5DX31__DXD86_09775
ERR1913276.780957__1.780957	820__A0A139K1Y6__DXB48_02610
ERR1913276.780969__1.780969	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913276.781024__1.781024	1262736__R5YCY9__BN496_00487
ERR1913276.781132__1.781132	1680__A7A7Z9__AAX71_05385
ERR1913276.781135__1.781135	820__A0A174RFI5__SAMN05444418_12240
ERR1913276.781120__1.781120	1262924__R7HRJ9__BN585_00557
ERR1913276.781414__1.781414	820__A7V8C2__ERS852554_01338
ERR1913276.781444__1.781444	374840__GeneID:2546403
ERR1913276.781485__1.781485	239935__A0A2N8ITX2__CXT86_11265
ERR1913276.781595__1.781595	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913276.781751__1.781751	39492__D4JRM9__bglB_2
ERR1913276.781762__1.781762	28117__B0MXG8__ALIPUT_01814
ERR1913276.781792__1.781792	387661__K5YL92__PRABACTJOHN_01669
ERR1913276.781799__1.781799	1897011__A0A1Q6RD61__BHW41_05790
ERR1913276.781840__1.781840	40520__R7DBX4__fnt
ERR1913276.781905__1.781905	1262741__R6CTF0__BN697_02386
ERR1913276.781916__1.781916	357276__A0A076INK2__BSEG_04225
ERR1913276.782052__1.782052	1262740__R7CT45__BN666_00886
ERR1913276.782217__1.782217	817__F7LLX6__M124_1000
ERR1913276.782391__1.782391	214856__I3YPR6__Alfi_2724
ERR1913276.782420__1.782420	28117__B0MXR4__BHV66_08025
ERR1913276.782640__1.782640	28117__B0MY34__BHV66_05195
ERR1913276.782897__1.782897	820__A0A374Q854__HMPREF1073_03281
ERR1913276.783165__1.783165	216816__A0A0A6VPB9__B624_1780
ERR1913276.783225__1.783225	39488__A0A285PUH7__ERS852450_00520
ERR1913276.783429__1.783429	246787__R6KCH8__csbC
ERR1913276.783484__1.783484	28117__B0N028__BHV66_05935
ERR1913276.783568__1.783568	239935__R6J776__CXU07_02355
ERR1913276.783872__1.783872	84030__D6DDL9__B5F06_14675
ERR1913276.784067__1.784067	1262929__R6F558__BN691_01421
ERR1913276.784227__1.784227	357276__B6VXX7__HMPREF1063_02683
ERR1913276.784271__1.784271	214856__A0A174H3U9__ERS852559_00612
ERR1913276.784343__1.784343	214856__A0A174FW22__ERS852447_02437
ERR1913276.784416__1.784416	246787__R6K7I2__BcellWH2_03256
ERR1913276.784570__1.784570	28117__B0MZ50__ALIPUT_02424
ERR1913276.784662__1.784662	39491__A0A173RA59__EUR_24800
ERR1913276.784749__1.784749	820__I9J701__ERS852510_01809
ERR1913276.785010__1.785010	1262929__R6EZP7__BN691_00230
ERR1913276.785037__1.785037	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913276.785095__1.785095	817__A0A2M9USR2__CQW36_03433
ERR1913276.785259__1.785259	40518__R5DVL2__penA
ERR1913276.785266__1.785266	28117__B0MWP2__ALIPUT_01468
ERR1913276.785668__1.785668	33039__D4M5E1__ERS852577_03873
ERR1913276.785858__1.785858	820__A0A173WUD7__DXB48_08055
ERR1913276.786200__1.786200	216816__B3DPC3__CE169_06855
ERR1913276.786274__1.786274	817__Q64ZX9__M067_0167
ERR1913276.786422__1.786422	1550024__A0A3B9WG46__ASJ35_14590
ERR1913276.786351__1.786351	820__R9I3Q7__HMPREF1072_01668
ERR1913276.786377__1.786377	820__A0A174LJB2__HMPREF1072_04112
ERR1913276.786548__1.786548	40518__R5E4E8__phoR_4
ERR1913276.786554__1.786554	1463165__A0A1D3KJ55__L390_04376
ERR1913276.786661__1.786661	301302__R5VE75__M72_12161
ERR1913276.786597__1.786597	328813__A0A1Y3QZ64__B5G41_14235
ERR1913276.786739__1.786739	820__A0A3E4G826__C801_01612
ERR1913276.786850__1.786850	1463165__A0A378C0D0__DP204_11280
ERR1913276.786931__1.786931	374840__GeneID:2546403
ERR1913276.787249__1.787249	40518__R5E426__DXD93_04485
ERR1913276.787315__1.787315	1262911__R6H0U7__BN557_01104
ERR1913276.787631__1.787631	853__A0A174UDE9__C4N25_12775
ERR1913276.787759__1.787759	28117__B0MYZ8__BHV66_04535
ERR1913276.787807__1.787807	214856__R6XKT4__ERS852559_01719
ERR1913276.787943__1.787943	214856__A0A175A6T5__ERS852447_02658
ERR1913276.788089__1.788089	28117__B0MT84__ALIPUT_00402
ERR1913276.788305__1.788305	387090__S0F7Y3__BACCOPRO_02028
ERR1913276.788306__1.788306	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913276.788307__1.788307	28117__B0MVL5__BHV66_01660
ERR1913276.788389__1.788389	39485__C4Z355__ERS852490_01971
ERR1913276.788586__1.788586	214856__A0A174FY71__ERS852559_01033
ERR1913276.788639__1.788639	820__R7E9Z4__DXC68_06065
ERR1913276.788706__1.788706	818__Q8AAE0__Btheta7330_02023
ERR1913276.788805__1.788805	214856__A0A174ZJU0__ERS852559_00619
ERR1913276.788783__1.788783	74426__argF
ERR1913276.788795__1.788795	28117__B0MXW9__ALIPUT_01981
ERR1913276.788943__1.788943	487174__K0WV13__DIT83_10890
ERR1913276.789222__1.789222	28116__E5C3L8__DXF98_06270
ERR1913276.789236__1.789236	46228__B5CNB4__RUMLAC_00950
ERR1913276.789544__1.789544	28117__B0MU57__ALIPUT_00175
ERR1913276.789573__1.789573	39492__D4JRR5__ERS852540_02089
ERR1913276.789713__1.789713	28117__B0MU76__ALIPUT_00202
ERR1913276.789978__1.789978	28117__B0MYW7__ALIPUT_02336
ERR1913276.790184__1.790184	363265__R6F9Q7__HMPREF0673_00179
ERR1913276.790198__1.790198	28117__B0MYI9__BHV66_05415
ERR1913276.790263__1.790263	1262924__R7HQB3__BN585_00435
ERR1913276.790348__1.790348	1550024__G9RX51__TQ39_04720
ERR1913276.790298__1.790298	820__I9TWZ7__DXC80_10550
ERR1913276.790382__1.790382	165179__A0A3E4S980__PREVCOP_04626
ERR1913276.790397__1.790397	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913276.790597__1.790597	387661__B7B805__HMPREF1077_03508
ERR1913276.790784__1.790784	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913276.790883__1.790883	1739309__V8BAJ5__HMPREF2805_02210
ERR1913276.790920__1.790920	544645__A0A1Y3VP90__DXC42_05845
ERR1913276.790963__1.790963	40518__R5DV58__htrA
ERR1913276.791143__1.791143	78535__E6IYG5__yidA_4
ERR1913276.791169__1.791169	165179__A0A3E5AAM8__DXB80_10240
ERR1913276.791214__1.791214	1262736__R5Y652__BN496_00300
ERR1913276.791430__1.791430	823__A0A355XEX9__ERS852560_03521
ERR1913276.791576__1.791576	214856__A0A174H3U9__ERS852559_00612
ERR1913276.791599__1.791599	1262924__R7HNL2__BN585_01068
ERR1913276.791762__1.791762	214856__A0A174FWM7__ERS852559_00590
ERR1913276.791792__1.791792	626940__R6WRD5__BN587_01498
ERR1913276.792062__1.792062	820__A0A139JUD3__DXC91_19380
ERR1913276.792157__1.792157	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913276.792242__1.792242	39492__D4JTW7__EUBSIR_00859
ERR1913276.792248__1.792248	33039__A0A3D0EY88__ERS852390_03120
ERR1913276.792257__1.792257	1550024__G9RYX6__ASJ35_10025
ERR1913276.792343__1.792343	28117__B0MXJ1__BHV66_08445
ERR1913276.792558__1.792558	239935__A0A2N8IUK0__CXU01_07370
ERR1913276.792565__1.792565	165179__A0A3E5E2B6__DXB80_02820
ERR1913276.792707__1.792707	165179__A0A3E5E4P9__DXB80_07930
ERR1913276.792782__1.792782	1262929__R6FUB1__BN691_00386
ERR1913276.793260__1.793260	1262989__R6ZEW9__BN815_01033
ERR1913276.793399__1.793399	853__A0A173YYY4__DWZ04_09420
ERR1913276.793427__1.793427	28117__R7JR95__ALIPUT_01367
ERR1913276.793429__1.793429	216816__E8MW20__DD674_07905
ERR1913276.793483__1.793483	1965537__A0A1Y4WET0__B5E42_13755
ERR1913276.793557__1.793557	387661__K5Z949__B5F96_17290
ERR1913276.793666__1.793666	39492__D4JQU6__ERS852540_02194
ERR1913276.794031__1.794031	214856__R6XYY8__ERS852447_01722
ERR1913276.794053__1.794053	1262911__R6GY22__BN557_00023
ERR1913276.794154__1.794154	820__A0A139K2N9__DXB62_12420
ERR1913276.794290__1.794290	214856__A0A174FY71__ERS852559_01033
ERR1913276.794359__1.794359	301302__A0A173TNM6__luxQ
ERR1913276.794500__1.794500	28117__B0MTI4__ALIPUT_00084
ERR1913276.794568__1.794568	818__D7IK38__ERS852430_03017
ERR1913276.794628__1.794628	301302__A0A173SUI7__M72_11091
ERR1913276.794774__1.794774	821__R6F3Y1__SAMN04487923_104318
ERR1913276.794906__1.794906	28117__B0MTY2__BHV66_06485
ERR1913276.795092__1.795092	1262989__R6YKR0__BN815_01075
ERR1913276.795363__1.795363	649756__E5VM13__CL2_26690
ERR1913276.795372__1.795372	214856__R6Y1K2__ERS852447_02306
ERR1913276.795576__1.795576	1680__A7A4N3__ERS852382_00779
ERR1913276.795688__1.795688	817__Q64VX6__M085_5191
ERR1913276.795786__1.795786	820__R9I2U8__DXC68_09590
ERR1913276.795763__1.795763	820__A0A139KHX1__HMPREF2141_00289
ERR1913276.796319__1.796319	626932__G5H6B5__HMPREF9450_00475
ERR1913276.796347__1.796347	820__A0A174M9V5__M093_0237
ERR1913276.796437__1.796437	28117__B0MTV5__BHV66_06415
ERR1913276.796442__1.796442	165179__A0A3E5E8M8__DXB80_11580
ERR1913276.797020__1.797020	116085__D4J7V4__DW747_05820
ERR1913276.797193__1.797193	387661__K5ZPK9__PRABACTJOHN_01822
ERR1913276.797203__1.797203	239935__A0A2N8I3Z7__CXU05_10555
ERR1913276.797258__1.797258	1263006__R6LPZ5__BN515_02090
ERR1913276.797271__1.797271	28117__B0MUX4__ALIPUT_00911
ERR1913276.797368__1.797368	357276__A0A0K2HJA6__DXD47_07320
ERR1913276.797420__1.797420	28117__B0MTS2__ALIPUT_00159
ERR1913276.797477__1.797477	39492__D4JSS2__EUBSIR_00553
ERR1913276.797482__1.797482	360807__A0A0M6WAX8__ROSEINA2194_01360
ERR1913276.797516__1.797516	40518__R5E6K4__RB5AMG_02070
ERR1913276.797585__1.797585	360807__A0A174EGV9__ROSEINA2194_01773
ERR1913276.797995__1.797995	165179__A0A3E5A832__DXC61_13685
ERR1913276.798162__1.798162	165179__D1PAJ7__PREVCOP_04222
ERR1913276.798376__1.798376	214856__A0A174AYS4__ERS852447_01192
ERR1913276.798597__1.798597	1628085__A0A396MR64__C7386_10983
ERR1913276.798633__1.798633	214856__I3YPN0__ERS852447_01398
ERR1913276.798648__1.798648	28117__R7JIJ8__BHV66_01635
ERR1913276.798666__1.798666	39491__C4ZCH3__EUR_17560
ERR1913276.798668__1.798668	820__A0A174VD39__DXD90_12235
ERR1913276.798770__1.798770	446660__GCA_003428235.1_01642
ERR1913276.798871__1.798871	328814__GCA_004558275.1_00025
ERR1913276.798954__1.798954	820__A0A174F696__macB_13
ERR1913276.799093__1.799093	214856__A0A175A6T5__ERS852447_02658
ERR1913276.799229__1.799229	853__A0A329UEG4__CHR60_00585
ERR1913276.799287__1.799287	363265__G6AX59__HMPREF0673_01209
ERR1913276.799368__1.799368	1965537__A0A1Y4WET0__B5E42_13755
ERR1913276.799378__1.799378	374840__GeneID:2546403
ERR1913276.799415__1.799415	820__A0A3E4RUC4__DHU98_02635
ERR1913276.799426__1.799426	820__A0A3E4VZS7__DXC07_14435
ERR1913276.799649__1.799649	1160721__R6SW95__BHW50_08895
ERR1913276.799665__1.799665	74426__nifJ
ERR1913276.799703__1.799703	165179__A0A229I9X5__CFT61_01205
ERR1913276.799768__1.799768	1550024__G9RVD5__ASJ35_04350
ERR1913276.799856__1.799856	28117__B0MXR4__BHV66_08025
ERR1913276.799931__1.799931	28117__B0MTH2__ALIPUT_00061
ERR1913276.799933__1.799933	239935__A0A2N8HT18__CXT93_06135
ERR1913276.799959__1.799959	28117__B0MY40__BHV66_05170
ERR1913276.800006__1.800006	84030__D4C8A9__B5F06_15025
ERR1913276.800069__1.800069	28117__B0MXQ6__ALIPUT_01917
ERR1913276.800108__1.800108	1735__B7CDA5__EUBIFOR_02186
ERR1913276.800303__1.800303	28117__B0MTY2__BHV66_06485
ERR1913276.800589__1.800589	33039__A0A174YIE5__soxS_4
ERR1913276.800750__1.800750	1262741__R6DGB4__BN697_00418
ERR1913276.800776__1.800776	328814__GCA_004558275.1_01002
ERR1913276.800848__1.800848	214856__A0A173ZZ16__umuC_2
ERR1913276.801071__1.801071	214856__I3YPQ6__Alfi_2714
ERR1913276.801149__1.801149	1680__A0A1X3A7D3__AD0028_1139
ERR1913276.801191__1.801191	33039__D4M6E9__ERS852390_02866
ERR1913276.801315__1.801315	74426__purL
ERR1913276.801425__1.801425	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1913276.801494__1.801494	28117__B0MXL6__ALIPUT_01851
ERR1913276.801727__1.801727	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.801813__1.801813	214856__A0A174A0R8__ERS852447_00998
ERR1913276.801857__1.801857	626940__E8LGW7__HMPREF9443_02123
ERR1913276.801891__1.801891	820__A0A139KHD8__ERS417307_00569
ERR1913276.802167__1.802167	40518__R5DU74__RBATCC27255_00707
ERR1913276.802185__1.802185	28117__B0MYI9__BHV66_05415
ERR1913276.802332__1.802332	28117__B0MZ50__ALIPUT_02424
ERR1913276.802287__1.802287	33039__A0A174ZX07__dapE_1
ERR1913276.802390__1.802390	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913276.802550__1.802550	820__A0A3E4RU03__M093_0563
ERR1913276.802587__1.802587	328814__GCA_004558275.1_00079
ERR1913276.803095__1.803095	28117__R7JN92__BHV66_00550
ERR1913276.803160__1.803160	817__D1JRG3__M076_0507
ERR1913276.803220__1.803220	239935__A0A2N8IRW0__A4V05_11620
ERR1913276.803176__1.803176	328814__GCA_004558275.1_00998
ERR1913276.803473__1.803473	28117__B0MWP2__ALIPUT_01468
ERR1913276.803684__1.803684	214856__R5UN64__ERS852447_02669
ERR1913276.803787__1.803787	1262746__R5SS80__BN750_02125
ERR1913276.803995__1.803995	39492__D4JRV7__EUBSIR_01513
ERR1913276.804003__1.804003	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913276.804268__1.804268	33039__A0A173VTT4__frdB_1
