ERR1913284.369__1.369	40519__U2KBF3__RUMCAL_01572
ERR1913284.903089__1.903089	40518__R5DUU8__DXD86_08440
ERR1913284.903213__1.903213	39491__C4ZGN3__DXB99_14175
ERR1913284.903241__1.903241	853__C7H7F5__DWZ46_01780
ERR1913284.903316__1.903316	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913284.903479__1.903479	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.903451__1.903451	33043__A0A174ADZ1__dcuS_1
ERR1913284.903628__1.903628	360807__C0FZM4__RIL183_06871
ERR1913284.903644__1.903644	2293125__A0A374BY09__DW917_11855
ERR1913284.903868__1.903868	39491__A0A396FGM9__fliU_1
ERR1913284.903883__1.903883	39491__A0A395ZG74__licR
ERR1913284.903915__1.903915	649756__A0A173TB83__HMPREF0369_01758
ERR1913284.904345__1.904345	165179__A0A3E5DV57__DXB80_11400
ERR1913284.904443__1.904443	239935__A0A2N8IMD6__CXU03_05585
ERR1913284.904382__1.904382	33043__A0A174AEP1__apr
ERR1913284.904576__1.904576	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913284.904552__1.904552	40518__R5DX93__DXD93_03055
ERR1913284.904671__1.904671	1262924__R7HPU8__BN585_00010
ERR1913284.905356__1.905356	328814__GCA_004558275.1_00035
ERR1913284.905382__1.905382	61171__B9Y5T9__HOLDEFILI_01171
ERR1913284.905511__1.905511	33043__A0A174BLU4__ERS852386_02221
ERR1913284.905629__1.905629	165179__D1P9T6__PREVCOP_04016
ERR1913284.905641__1.905641	165179__A0A3E5E5H1__DXC61_07220
ERR1913284.905717__1.905717	33043__A0A174FIJ8__ERS852445_02217
ERR1913284.905855__1.905855	853__C7H7F8__yccM_1
ERR1913284.905941__1.905941	28117__B0MUB3__ALIPUT_00727
ERR1913284.906006__1.906006	239935__A0A2N8HHB6__B5G29_11500
ERR1913284.906130__1.906130	1262803__R6PQS1__BN649_00399
ERR1913284.906167__1.906167	1262924__R7HTA4__BN585_00391
ERR1913284.906184__1.906184	357276__G5SMD3__BSEG_02959
ERR1913284.906191__1.906191	28118__R6FBE6__DHW44_11635
ERR1913284.906194__1.906194	33043__A0A174CLG4__hemA
ERR1913284.906195__1.906195	33043__D5HI05__ERS852400_02760
ERR1913284.906497__1.906497	165179__D1PAV8__DXB80_13055
ERR1913284.906675__1.906675	239935__A0A2N8HM32__CXT85_08075
ERR1913284.906799__1.906799	39491__A0A395V5R3__EUBREC_1883
ERR1913284.906840__1.906840	1263011__R6E0L4__BN553_01675
ERR1913284.906848__1.906848	1262743__R5C054__BN727_01980
ERR1913284.906911__1.906911	39491__A0A395ZHW3__ERS852417_01359
ERR1913284.907192__1.907192	239935__A0A139TPD4__CXT86_06450
ERR1913284.907210__1.907210	1628085__A0A396MGZ2__C7386_12111
ERR1913284.907234__1.907234	39485__A0A174ZTY8__ycfH
ERR1913284.907258__1.907258	39491__A0A395V2Y7__DXB72_13970
ERR1913284.907354__1.907354	338188__A0A174EU88__BACFIN_08820
ERR1913284.907408__1.907408	33043__D5HF09__ERS852575_02732
ERR1913284.907572__1.907572	165179__A0A174XZU8__DXB80_12180
ERR1913284.907600__1.907600	239935__A0A2N8I3G2__CXT89_00720
ERR1913284.907601__1.907601	328814__GCA_004558275.1_00056
ERR1913284.907676__1.907676	33043__A0A174AEP1__apr
ERR1913284.907853__1.907853	28052__R7NAP6__ERS852499_01969
ERR1913284.907991__1.907991	52226__A0A174AFF4__rbsK
ERR1913284.908230__1.908230	39491__A0A2U2EI54__DXD95_12010
ERR1913284.908328__1.908328	165179__A0A229I7F5__DXB80_02650
ERR1913284.908519__1.908519	28052__A0A174PF05__ERS852451_02043
ERR1913284.908542__1.908542	165179__R6CJG8__DXC61_09290
ERR1913284.908543__1.908543	28117__B0MZ22__BHV66_04430
ERR1913284.908703__1.908703	28052__R7NA90__tcyB
ERR1913284.908754__1.908754	33043__A0A174CPX4__ERS852386_02360
ERR1913284.908827__1.908827	165179__R6C330__DXC61_04975
ERR1913284.909146__1.909146	28052__A0A174KY36__mepA_13
ERR1913284.909221__1.909221	853__A0A173XRA8__CGS56_09290
ERR1913284.909426__1.909426	410072__A0A173YNZ0__ERS852481_00766
ERR1913284.909663__1.909663	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913284.909814__1.909814	820__A0A3E4PYB0__yejM
ERR1913284.909837__1.909837	821__A0A174T998__DXB82_10860
ERR1913284.910095__1.910095	165179__A0A3E5E643__DXB80_06030
ERR1913284.910345__1.910345	28052__R7N6Q7__rafA
ERR1913284.910499__1.910499	33043__A0A173X9G8__ERS852386_00532
ERR1913284.910825__1.910825	39491__C4ZCV5__DXB99_11855
ERR1913284.910987__1.910987	165179__D1PHD6__DXC61_03380
ERR1913284.910993__1.910993	46503__R6Y9P8__evgS_3
ERR1913284.911148__1.911148	823__A0A395YRW4__DD466_15895
ERR1913284.911122__1.911122	165179__A0A3E5E920__DXB80_11625
ERR1913284.911236__1.911236	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913284.911350__1.911350	39491__C4Z8Y4__ERS852417_00909
ERR1913284.911402__1.911402	820__A0A3E4W7J3__DXC07_00330
ERR1913284.911431__1.911431	28118__F9Z7P4__B5F99_17665
ERR1913284.911981__1.911981	33043__D5HFE5__ERS852445_00644
ERR1913284.912139__1.912139	357276__I8WEY2__ABI39_04185
ERR1913284.912168__1.912168	853__D4JY61__C4N21_10560
ERR1913284.912327__1.912327	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.912378__1.912378	33043__A0A174BZH8__ERS852575_02145
ERR1913284.912692__1.912692	46503__R6WVI6__HMPREF1060_03610
ERR1913284.912704__1.912704	820__A0A139KG04__ERS852459_01249
ERR1913284.912780__1.912780	28117__B0MXW9__ALIPUT_01981
ERR1913284.912815__1.912815	39492__D4JUS6__accD5
ERR1913284.913208__1.913208	214856__A0A174ZLY7__ERS852447_02456
ERR1913284.913239__1.913239	239935__R7E524__CXT91_06180
ERR1913284.913320__1.913320	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913284.913409__1.913409	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913284.913605__1.913605	61171__B9Y5T9__HOLDEFILI_01171
ERR1913284.913644__1.913644	165179__R6CNX7__DXB80_02200
ERR1913284.913826__1.913826	39485__C4Z058__ERS852492_00130
ERR1913284.913843__1.913843	1262924__R7HNT3__BN585_00018
ERR1913284.913819__1.913819	39492__D4JVG1__ERS852540_00951
ERR1913284.913868__1.913868	165179__A0A3E5AF88__DXC61_14960
ERR1913284.913974__1.913974	357276__A0A076IN30__DXD47_09350
ERR1913284.914067__1.914067	1150298__A0A173ZI89__ERS852498_03535
ERR1913284.914192__1.914192	1263011__R6DQB4__BN553_01080
ERR1913284.914357__1.914357	2292352__A0A374UQE7__DXC23_04185
ERR1913284.914378__1.914378	165179__A0A174NK27__PREVCOP_06433
ERR1913284.914465__1.914465	360807__A0A0M6WXW5__ROSEINA2194_00331
ERR1913284.914823__1.914823	165179__D1PES9__DXB80_11585
ERR1913284.914884__1.914884	39491__A0A395ZHW3__ERS852417_01359
ERR1913284.915026__1.915026	165179__D1P8V8__DXC61_01940
ERR1913284.915183__1.915183	1262803__R6PQS1__BN649_00399
ERR1913284.915354__1.915354	33043__D5HH34__ERS852386_00170
ERR1913284.915480__1.915480	165179__A0A3E5AF88__DXC61_14960
ERR1913284.915508__1.915508	165179__W1I4H6__DXB80_13655
ERR1913284.915819__1.915819	165179__A0A229I6N7__DXC61_06720
ERR1913284.915878__1.915878	47678__R5UG22__ERS852558_01514
ERR1913284.915921__1.915921	187979__A0A173Y1G6__ERS852385_00801
ERR1913284.916069__1.916069	39492__D4JQM9__EUBSIR_00669
ERR1913284.916240__1.916240	853__A0A173YYY4__DWZ04_09420
ERR1913284.916339__1.916339	47678__R5UT83__DW706_09750
ERR1913284.916558__1.916558	28117__B0MWC6__BHV66_00965
ERR1913284.916649__1.916649	165179__D1P8K1__DXB80_06045
ERR1913284.916637__1.916637	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.916754__1.916754	487175__D9Y712__HMPREF9439_02495
ERR1913284.916804__1.916804	165179__A0A3E5E8M8__DXB80_11580
ERR1913284.916922__1.916922	165179__D1PGU8__PREVCOP_06463
ERR1913284.916960__1.916960	360807__A0A173TV21__RIL183_14191
ERR1913284.917154__1.917154	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.917236__1.917236	33043__A0A174BBC4__ERS852575_02261
ERR1913284.917260__1.917260	853__A0A3E2V168__FAEPRAM212_00929
ERR1913284.917282__1.917282	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.917286__1.917286	165179__A0A3E4SB80__DXC61_12880
ERR1913284.917326__1.917326	28052__R6JVH3__ERS852499_00454
ERR1913284.917312__1.917312	46228__V8CDQ4__RUMLAC_02769
ERR1913284.917392__1.917392	165179__A0A3E5DZD8__DXB80_09150
ERR1913284.917359__1.917359	33043__A0A173YLD4__ERS852575_00535
ERR1913284.917485__1.917485	301301__G2SZ66__RHOM_00485
ERR1913284.917543__1.917543	28117__B0MTV5__BHV66_06415
ERR1913284.917681__1.917681	33043__D5HIE6__ERS852445_01796
ERR1913284.918002__1.918002	40518__R5DUU8__DXD86_08440
ERR1913284.918196__1.918196	39492__D4JTF2__mutS2
ERR1913284.918225__1.918225	165179__R6CJG8__DXC61_09290
ERR1913284.918342__1.918342	301302__R5VFU2__xynA1
ERR1913284.918450__1.918450	28052__A0A174M0I3__ERS852451_02171
ERR1913284.918684__1.918684	1535__A7VTE8__CH238_00020
ERR1913284.918731__1.918731	338188__R6S1A3__spsA_1
ERR1913284.918737__1.918737	28052__A0A174MSU9__ERS852499_02010
ERR1913284.918807__1.918807	165179__D1PEQ5__PREVCOP_05711
ERR1913284.918813__1.918813	28052__A0A174P635__ERS852499_02418
ERR1913284.918866__1.918866	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.919230__1.919230	1262911__R6GTG0__BN557_01247
ERR1913284.919529__1.919529	823__A0A078SYK6__DXB14_02485
ERR1913284.919536__1.919536	1262986__R5ZZY1__BN492_00394
ERR1913284.919564__1.919564	165179__A0A229I6N7__DXC61_06720
ERR1913284.919572__1.919572	33043__A0A173YSY7__tilS
ERR1913284.919696__1.919696	410072__A0A174AMX4__dacB_1
ERR1913284.919976__1.919976	360807__C0FRV5__ROSEINA2194_01466
ERR1913284.920194__1.920194	1150298__A0A174FXW8__ERS852535_01851
ERR1913284.920399__1.920399	165179__A0A3E5E643__DXB80_06030
ERR1913284.920731__1.920731	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.920795__1.920795	28052__A0A174IP79__gmr_4
ERR1913284.920979__1.920979	1262924__R7HPG6__BN585_00099
ERR1913284.921035__1.921035	39491__A0A395ZHW9__DXC13_02590
ERR1913284.921117__1.921117	1150298__A0A174DX06__ERS852498_00491
ERR1913284.921122__1.921122	39492__D4JQY4__EUBSIR_01325
ERR1913284.921124__1.921124	28117__B0MT86__BHV66_02450
ERR1913284.921496__1.921496	39491__D6E558__DXB69_00810
ERR1913284.921673__1.921673	821__A0A3E4KIM1__M097_3660
ERR1913284.921924__1.921924	165179__D1PGJ6__DXC61_07300
ERR1913284.921965__1.921965	322505__group_105
ERR1913284.921895__1.921895	28117__B0N028__BHV66_05935
ERR1913284.922038__1.922038	1262986__R5ZXP5__BN492_01451
ERR1913284.922256__1.922256	39485__A0A174YMI9__cph2_5
ERR1913284.922466__1.922466	239935__R7DVL7__CXT93_01180
ERR1913284.922580__1.922580	239935__R7E524__CXT91_06180
ERR1913284.922784__1.922784	853__A8SCP3__C4N26_07960
ERR1913284.922765__1.922765	357276__A0A0K2HI25__DXD47_04465
ERR1913284.922841__1.922841	28117__B0MY40__BHV66_05170
ERR1913284.922870__1.922870	1262743__R5C3V5__BN727_02036
ERR1913284.923083__1.923083	165179__A0A3E5ED28__PREVCOP_06655
ERR1913284.923069__1.923069	39491__A0A174G6M3__DXD13_14470
ERR1913284.923137__1.923137	39491__A0A0M6WLC7__ERS852497_00640
ERR1913284.923305__1.923305	39491__C4Z9K7__EUBREC_0050
ERR1913284.923332__1.923332	165179__A0A3E5AEF7__DXC61_05000
ERR1913284.923444__1.923444	165179__A0A3E5E3D6__DXC61_05750
ERR1913284.923522__1.923522	33043__D5HEU4__ftsW_3
ERR1913284.923494__1.923494	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.923567__1.923567	165179__A0A229I6N7__DXC61_06720
ERR1913284.923577__1.923577	165179__R6C5D6__PREVCOP_04658
ERR1913284.923623__1.923623	239935__A0A2N8I9P4__CXT85_05050
ERR1913284.923625__1.923625	165179__A0A174SA26__PREVCOP_05758
ERR1913284.923773__1.923773	1628085__A0A396QC65__C7386_101113
ERR1913284.923807__1.923807	165179__A0A229I9X5__CFT61_01205
ERR1913284.924000__1.924000	301302__A0A173RMN7__ERS852420_00721
ERR1913284.924121__1.924121	39491__A0A395ZE48__DXB76_02395
ERR1913284.924180__1.924180	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.924308__1.924308	1263109__GCA_000438135.1_00299
ERR1913284.924468__1.924468	239935__A0A2N8IXN0__CXT95_01765
ERR1913284.924433__1.924433	28116__F7L4N5__BACOVA_00137
ERR1913284.924559__1.924559	936548__J1LN54__HMPREF1136_1137
ERR1913284.924723__1.924723	40518__R5DXW3__DXD86_07900
ERR1913284.924827__1.924827	487175__R5E427__HMPREF9439_02808
ERR1913284.925009__1.925009	328814__GCA_004558275.1_00296
ERR1913284.925060__1.925060	626940__E8LFZ5__HMPREF9443_01789
ERR1913284.925014__1.925014	626940__E8LD48__DCQ00_06315
ERR1913284.925108__1.925108	46503__A7AFT6__ERS852463_00204
ERR1913284.925109__1.925109	46503__A7AFT6__ERS852463_00204
ERR1913284.925142__1.925142	39485__A0A174ZPJ9__tig_2
ERR1913284.925329__1.925329	39491__A0A396FGM9__fliU_1
ERR1913284.925406__1.925406	33043__A0A173YSY7__tilS
ERR1913284.925518__1.925518	239935__A0A2N8IJI1__B5G29_04615
ERR1913284.925702__1.925702	165179__A0A174IPI3__CFT61_10940
ERR1913284.925773__1.925773	74426__group_4808
ERR1913284.925796__1.925796	39491__D6E408__EUBREC_1466
ERR1913284.925968__1.925968	33043__D5HJ22__ERS852575_02302
ERR1913284.925991__1.925991	1680__A0A087DHN0__AL0462_1532
ERR1913284.926341__1.926341	1262945__R6YIH0__BN600_01967
ERR1913284.926387__1.926387	165179__A0A3E5E189__PREVCOP_06699
ERR1913284.926408__1.926408	1897011__A0A1Q6RH97__BHW41_01945
ERR1913284.926759__1.926759	165179__D1PDG7__DXB80_11180
ERR1913284.926793__1.926793	165179__A0A3E5E2B6__DXB80_02820
ERR1913284.926912__1.926912	39485__A0A175A403__EUBELI_20577
ERR1913284.927023__1.927023	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.927207__1.927207	33043__A0A173WXS1__ERS852445_00262
ERR1913284.927224__1.927224	165179__R6CNX7__DXB80_02200
ERR1913284.927245__1.927245	853__A0A173T8T3__DW882_06555
ERR1913284.927383__1.927383	1262924__R7HRE7__BN585_00055
ERR1913284.927498__1.927498	28052__R7NA42__ERS852451_01495
ERR1913284.927542__1.927542	28117__B0MY34__BHV66_05195
ERR1913284.927585__1.927585	39488__A0A173RSC6__ERS852450_01530
ERR1913284.927646__1.927646	28117__B0MTD2__ALIPUT_00428
ERR1913284.927651__1.927651	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913284.927674__1.927674	626940__E8LBD1__BN587_01117
ERR1913284.927678__1.927678	39491__A0A173U130__ERE_16110
ERR1913284.928037__1.928037	187979__A0A173XW42__yceD_3
ERR1913284.928115__1.928115	1262803__R6NCA1__BN649_01150
ERR1913284.928169__1.928169	165179__A0A3E5E8N5__DXC61_13460
ERR1913284.928191__1.928191	165179__D1PHV2__PREVCOP_06822
ERR1913284.928218__1.928218	820__A0A396EUU8__luxQ_3
ERR1913284.928260__1.928260	165179__A0A3E5EAT2__DXC61_07585
ERR1913284.928310__1.928310	28052__A0A174M0I3__ERS852451_02171
ERR1913284.928321__1.928321	165179__D1PE06__DXC61_05975
ERR1913284.928330__1.928330	39492__D4JRM9__bglB_2
ERR1913284.928392__1.928392	165179__A0A3E5DX33__PREVCOP_05190
ERR1913284.928547__1.928547	853__A0A174C5M1__CGS58_04460
ERR1913284.928754__1.928754	360807__A0A0M6WXP1__ROSEINA2194_03223
ERR1913284.928865__1.928865	338188__A0A174GJJ1__ERS852397_02405
ERR1913284.928951__1.928951	360807__C0FVV2__RIL183_27361
ERR1913284.929155__1.929155	360807__A0A0M6WHB7__ERS852444_00092
ERR1913284.929213__1.929213	39491__A0A396FRE7__EUR_27520
ERR1913284.929342__1.929342	1628085__A0A2U1BGZ9__C7386_101169
ERR1913284.929362__1.929362	821__A0A3E4WAR6__DXD64_10735
ERR1913284.929455__1.929455	2293125__A0A374BRU5__DW917_14365
ERR1913284.929527__1.929527	33043__A0A174AEP1__apr
ERR1913284.929531__1.929531	46503__A7AHD3__DXB85_00810
ERR1913284.929543__1.929543	1628085__A0A2U1B8P9__C7386_11441
ERR1913284.929746__1.929746	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913284.929769__1.929769	626940__E8LE36__HMPREF9443_01153
ERR1913284.929842__1.929842	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.930026__1.930026	1263000__R5ENX7__BN466_02096
ERR1913284.929938__1.929938	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913284.929988__1.929988	853__A0A173T6P2__DWZ46_14595
ERR1913284.929982__1.929982	626940__E8LED6__HMPREF9443_01217
ERR1913284.930141__1.930141	33043__A0A174DSP1__essC_2
ERR1913284.930196__1.930196	33043__A0A174B7D6__ERS852400_01331
ERR1913284.930249__1.930249	328814__GCA_004558275.1_00074
ERR1913284.930263__1.930263	1160721__W0U2W0__BHW50_02075
ERR1913284.930292__1.930292	165179__A0A3E5DV57__DXB80_11400
ERR1913284.930504__1.930504	360807__A0A173XR05__RIL183_10401
ERR1913284.930640__1.930640	39492__A0A174ZHV5__msbA_2
ERR1913284.930745__1.930745	1263011__R6DWT0__BN553_00469
ERR1913284.930824__1.930824	410072__A0A3E4GMB7__COPCOM_03357
ERR1913284.930861__1.930861	28052__A0A174JFD0__ERS852499_01102
ERR1913284.930889__1.930889	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.930942__1.930942	39491__C4ZHS4__EUR_24420
ERR1913284.931171__1.931171	239935__A0A2N8ITX2__CXT86_11265
ERR1913284.931181__1.931181	552398__F4XHJ7__HMPREF0866_03101
ERR1913284.931239__1.931239	100886__E2NR34__ERS852383_04208
ERR1913284.931259__1.931259	410072__A0A174J5N8__sbcC
ERR1913284.931261__1.931261	301302__A0A0M6WIX9__ERS852420_01972
ERR1913284.931601__1.931601	239935__A0A2N8J1K0__CXT97_05765
ERR1913284.932069__1.932069	39488__A0A285PTA0__EUBHAL_00097
ERR1913284.932130__1.932130	853__A0A173XRA8__CGS56_09290
ERR1913284.932133__1.932133	39492__D4JR08__ERS852540_02467
ERR1913284.932305__1.932305	165179__A0A3E5EDV6__DXC61_03365
ERR1913284.932388__1.932388	39491__A0A395ZHV7__ykvU
ERR1913284.932583__1.932583	357276__D1JYA3__BSEG_00395
ERR1913284.932647__1.932647	328814__GCA_004558275.1_00076
ERR1913284.932773__1.932773	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913284.932716__1.932716	357276__A0A0K2HHN3__GV66_08845
ERR1913284.932737__1.932737	39492__D4JTF2__mutS2
ERR1913284.932708__1.932708	165179__A0A174SA26__PREVCOP_05758
ERR1913284.932711__1.932711	387090__S0F7Y3__BACCOPRO_02028
ERR1913284.932807__1.932807	626940__E8LF75__HMPREF9443_01516
ERR1913284.932839__1.932839	165179__A0A174W369__PREVCOP_04548
ERR1913284.933003__1.933003	357276__A0A076J726__IY41_15030
ERR1913284.933018__1.933018	165179__R6C3K4__PREVCOP_05795
ERR1913284.932956__1.932956	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913284.933110__1.933110	39491__A0A396FMF1__EUR_28700
ERR1913284.933197__1.933197	820__A0A139JV05__B5G17_18125
ERR1913284.933314__1.933314	239935__A0A2N8IEP3__CXT84_03735
ERR1913284.933328__1.933328	39491__C4ZHS4__EUR_24420
ERR1913284.933393__1.933393	40518__R5E1J2__DXD93_04070
ERR1913284.933421__1.933421	165179__D1PDT3__PREVCOP_05375
ERR1913284.933714__1.933714	165179__D1P9T6__PREVCOP_04016
ERR1913284.933788__1.933788	100886__E2NUH9__CATMIT_02260
ERR1913284.933914__1.933914	28026__C0BQX5__DXC71_03265
ERR1913284.933907__1.933907	28118__R6F7E3__ompH_2
ERR1913284.933983__1.933983	239935__A0A2N8IKW7__pstA
ERR1913284.934002__1.934002	1262924__R7HPB3__BN585_00488
ERR1913284.934060__1.934060	357276__E5UTL1__HMPREF1065_03551
ERR1913284.934067__1.934067	820__A0A139KA34__B5G17_05520
ERR1913284.934085__1.934085	39492__D4JS87__EUBSIR_02328
ERR1913284.934091__1.934091	33043__D5HHE4__ERS852445_02332
ERR1913284.934159__1.934159	357276__I9QXD4__IY41_00345
ERR1913284.934149__1.934149	853__A0A174CVG7__CGS58_09335
ERR1913284.934356__1.934356	33043__A0A174GPT0__plsC_2
ERR1913284.934409__1.934409	33043__D5HI50__smf
ERR1913284.934719__1.934719	239935__A0A139TVJ4__CXT86_02020
ERR1913284.934748__1.934748	853__A0A173T6P2__DWZ46_14595
ERR1913284.934968__1.934968	1262777__R5W3Q6__BN512_00091
ERR1913284.935160__1.935160	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.935215__1.935215	39492__B0MPL6__EUBSIR_01779
ERR1913284.935951__1.935951	1262803__R6NV39__BN649_01654
ERR1913284.936084__1.936084	487174__K0X6Z7__DDY40_11525
ERR1913284.936099__1.936099	28052__R7NB38__ERS852499_00438
ERR1913284.936100__1.936100	165179__A0A3E5EAT2__DXC61_07585
ERR1913284.936195__1.936195	39491__A0A173TM76__DXB72_10535
ERR1913284.936202__1.936202	239935__R7E524__CXT91_06180
ERR1913284.936433__1.936433	165179__D1PEW8__DXB80_13775
ERR1913284.936625__1.936625	360807__A0A173T236__RIL183_24471
ERR1913284.936675__1.936675	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913284.936781__1.936781	165179__A0A3E5DZD8__DXB80_09150
ERR1913284.936771__1.936771	239935__A0A2N8I5H6__CXT92_05565
ERR1913284.936920__1.936920	310298__B3JLF6__BACCOP_02746
ERR1913284.937341__1.937341	40518__R5DY73__DXD86_02865
ERR1913284.937533__1.937533	1262743__R5C577__BN727_01119
ERR1913284.937702__1.937702	39492__D4JV48__ERS852540_00852
ERR1913284.937798__1.937798	39491__A0A396FSK3__ERS852417_00383
ERR1913284.938042__1.938042	165179__A0A3E5AI09__DXC61_05815
ERR1913284.938367__1.938367	360807__C0FTG2__RIL183_32211
ERR1913284.938735__1.938735	626940__E8LF89__BHW43_10640
ERR1913284.939032__1.939032	239935__A0A139TVJ4__CXT86_02020
ERR1913284.939033__1.939033	239935__A0A139TVJ4__CXT86_02020
ERR1913284.939127__1.939127	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913284.939158__1.939158	40518__R5E6X5__sbcD
ERR1913284.939241__1.939241	46228__B5CPX5__RUMLAC_01520
ERR1913284.939275__1.939275	33043__D5HGZ8__nnr
ERR1913284.939578__1.939578	33043__A0A173QUA9__ERS852400_01795
ERR1913284.939545__1.939545	39491__A0A173U0X0__DXB72_05865
ERR1913284.939637__1.939637	853__A0A174BA00__DW905_01145
ERR1913284.940013__1.940013	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.939980__1.939980	116085__D4JAV2__DW747_16210
ERR1913284.940097__1.940097	39491__A0A395V0E5__ERE_31370
ERR1913284.940587__1.940587	39485__C4Z0T2__ykvU
ERR1913284.940603__1.940603	1263011__R6DPZ5__BN553_01010
ERR1913284.940890__1.940890	28118__R6F891__NCTC10826_02656
ERR1913284.940922__1.940922	46503__A7AKE6__DCY29_01960
ERR1913284.940982__1.940982	165179__D1PE06__DXC61_05975
ERR1913284.941159__1.941159	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913284.941313__1.941313	2293125__A0A374C7P4__DW917_07690
ERR1913284.941414__1.941414	1262924__R7HQS1__BN585_00657
ERR1913284.941357__1.941357	1263109__GCA_000438135.1_01422
ERR1913284.941438__1.941438	39491__D4JMW8__ERS852497_01971
ERR1913284.941450__1.941450	853__A0A173XRA8__CGS56_09290
ERR1913284.941561__1.941561	28117__B0MXJ1__BHV66_08445
ERR1913284.941722__1.941722	39492__D4JRM9__bglB_2
ERR1913284.941673__1.941673	328814__GCA_004558275.1_00101
ERR1913284.941929__1.941929	46228__B5CPV4__DXD17_07415
ERR1913284.942046__1.942046	1262803__R6NRB9__BN649_01933
ERR1913284.942154__1.942154	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913284.942294__1.942294	165179__R6C3A5__DXC61_11820
ERR1913284.942297__1.942297	853__A0A3E2V168__FAEPRAM212_00929
ERR1913284.942448__1.942448	165179__A0A3E5DX33__PREVCOP_05190
ERR1913284.942588__1.942588	46228__B5CPX5__RUMLAC_01520
ERR1913284.942825__1.942825	165179__D1P9T6__PREVCOP_04016
ERR1913284.942833__1.942833	333367__C0CXW1__CLOSTASPAR_01836
ERR1913284.942946__1.942946	165179__A0A3E5AHK7__PREVCOP_04289
