ERR1913167.17__1.17	47678__R5U3D5__DW706_05635
ERR1913167.715087__1.715087	214856__A0A175A6T5__ERS852447_02658
ERR1913167.715289__1.715289	820__A0A139K4T0__ERS852510_03146
ERR1913167.715308__1.715308	1262882__R5MM96__BN519_01545
ERR1913167.715316__1.715316	1262535__GeneID:16385017
ERR1913167.715339__1.715339	47678__R5UME6__BACCAC_01239
ERR1913167.715381__1.715381	820__A0A3E4G8F8__ERS852421_01645
ERR1913167.715404__1.715404	820__A0A1T4IYF4__mprA_1
ERR1913167.715463__1.715463	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.715574__1.715574	204516__U6RFU0__HMPREF1534_02545
ERR1913167.715598__1.715598	820__A0A374Q854__HMPREF1073_03281
ERR1913167.715600__1.715600	820__I9J701__ERS852510_01809
ERR1913167.715603__1.715603	820__A0A374MXK3__HMPREF1072_00166
ERR1913167.715627__1.715627	556259__E5C7I5__BSGG_0461
ERR1913167.715664__1.715664	1160721__R6TF33__sig6
ERR1913167.715667__1.715667	820__A0A1T4IYF4__mprA_1
ERR1913167.715993__1.715993	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.716000__1.716000	39491__A0A396FJJ9__DXB76_11995
ERR1913167.716144__1.716144	39496__A5Z5I2__EUBVEN_00963
ERR1913167.716241__1.716241	820__A0A173WZS4__DXD90_10250
ERR1913167.716253__1.716253	239935__A0A2N8IDX4__CXU20_07380
ERR1913167.716356__1.716356	1262882__R5MIW5__BN519_00945
ERR1913167.716406__1.716406	820__A0A174A6K0__M093_0079
ERR1913167.716779__1.716779	246787__A0A3D6AXG0__BACCELL_01743
ERR1913167.716759__1.716759	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.716977__1.716977	821__A0A174WBC9__ERS852556_03145
ERR1913167.717107__1.717107	1262882__R5MSX6__BN519_01697
ERR1913167.717129__1.717129	820__R9I324__HMPREF2141_02414
ERR1913167.717146__1.717146	204516__U6R7Y8__HMPREF1534_03942
ERR1913167.717210__1.717210	821__A0A396FEL8__C5Z04_06030
ERR1913167.717361__1.717361	820__A0A374Q854__HMPREF1073_03281
ERR1913167.717420__1.717420	1262882__R5N048__BN519_00502
ERR1913167.717476__1.717476	357276__A0A076IXE0__HMPREF1064_04364
ERR1913167.717553__1.717553	1150298__A0A174DU21__toxA_3
ERR1913167.717735__1.717735	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913167.717873__1.717873	820__A0A174A6K0__M093_0079
ERR1913167.717934__1.717934	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913167.718051__1.718051	1262882__R5MHZ2__BN519_00742
ERR1913167.717990__1.717990	823__A0A174MNW4__M091_0199
ERR1913167.718178__1.718178	1262746__R5SS80__BN750_02125
ERR1913167.718242__1.718242	821__A0A174T998__DXB82_10860
ERR1913167.718301__1.718301	1150298__R7JUS5__soxS_1
ERR1913167.718400__1.718400	1262882__R5N4P6__BN519_01346
ERR1913167.718374__1.718374	820__A0A3E4VXP2__yesR
ERR1913167.718754__1.718754	821__A0A0P0L952__M097_4235
ERR1913167.718857__1.718857	47678__R5U7X5__ERS852558_01354
ERR1913167.718920__1.718920	33038__A7AYC4__CDL21_13075
ERR1913167.719009__1.719009	40518__R5DWQ2__DXD93_03810
ERR1913167.719185__1.719185	28116__R6DIL2__DXD69_10970
ERR1913167.719260__1.719260	820__A0A139K2N9__DXB62_12420
ERR1913167.719546__1.719546	820__A0A174M9V5__M093_0237
ERR1913167.719587__1.719587	28116__A0A078Q626__HMPREF1070_02735
ERR1913167.719610__1.719610	820__A0A3E4QZJ7__C801_01798
ERR1913167.719728__1.719728	28117__B0MVL5__BHV66_01660
ERR1913167.719815__1.719815	28118__F9Z8J0__DF785_14955
ERR1913167.719980__1.719980	823__A0A355XN36__DXB14_02385
ERR1913167.719997__1.719997	820__A0A174QT76__B5G17_18060
ERR1913167.720027__1.720027	820__A0A139K0K1__DXB37_05460
ERR1913167.720110__1.720110	820__A0A174CK74__DXB48_07060
ERR1913167.720060__1.720060	28111__R5JQ07__BACEGG_03203
ERR1913167.720143__1.720143	1796613__A0A1V0QDA8__A4V03_02465
ERR1913167.720315__1.720315	820__A7V9F9__B5G17_14640
ERR1913167.720335__1.720335	1262882__R5N3H1__BN519_01121
ERR1913167.720413__1.720413	820__A0A3E4FWC8__DXC91_14635
ERR1913167.720531__1.720531	239935__A0A2N8IVK9__CXU08_03750
ERR1913167.720550__1.720550	239935__A0A2N8I1R3__CXU05_06075
ERR1913167.720730__1.720730	1160721__W0U5X6__RBI_I01796
ERR1913167.720763__1.720763	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.720782__1.720782	1262882__R5MFT7__BN519_00494
ERR1913167.720796__1.720796	1262882__R5N3H1__BN519_01121
ERR1913167.720803__1.720803	820__A0A3E4VZY4__ERS852554_01211
ERR1913167.720886__1.720886	46503__R6WVI6__HMPREF1060_03610
ERR1913167.720940__1.720940	820__A7V780__adaA_3
ERR1913167.721100__1.721100	39492__D4JU36__cobC_1
ERR1913167.721149__1.721149	454155__F3QQP4__HMPREF9442_00486
ERR1913167.721308__1.721308	1262882__R5ML49__BN519_01361
ERR1913167.721344__1.721344	338188__C9L2Z0__HMPREF1057_03240
ERR1913167.721488__1.721488	1263044__GCA_000433375.1_01861
ERR1913167.721659__1.721659	820__A0A174VD39__DXD90_12235
ERR1913167.721704__1.721704	1262882__R5MDR8__BN519_00124
ERR1913167.721769__1.721769	853__E2ZGD9__C7J97_11715
ERR1913167.721854__1.721854	487173__H1D0N4__HMPREF9453_01172
ERR1913167.721968__1.721968	204516__U6R9H3__HMPREF1534_03348
ERR1913167.722035__1.722035	1262992__R5D6J2__BN795_00288
ERR1913167.722168__1.722168	28111__E5WWI4__HMPREF1016_01032
ERR1913167.722283__1.722283	820__A0A3E4W980__M093_3873
ERR1913167.722305__1.722305	544645__A0A3E4T5S7__DXC42_10355
ERR1913167.722331__1.722331	1262882__R5MHZ2__BN519_00742
ERR1913167.722358__1.722358	820__A0A173YYG4__evgS_3
ERR1913167.722492__1.722492	1262882__R5MN65__BN519_00771
ERR1913167.722501__1.722501	1262882__R5MEW7__BN519_00010
ERR1913167.722560__1.722560	820__A0A3E4PYB0__yejM
ERR1913167.722599__1.722599	1262882__R5MHQ8__BN519_00707
ERR1913167.722661__1.722661	820__A0A174TRB5__DXD40_11305
ERR1913167.722800__1.722800	1262882__R5MFA5__BN519_00331
ERR1913167.722832__1.722832	820__A0A173YYG4__evgS_3
ERR1913167.722904__1.722904	820__A0A139JY23__B5G17_06330
ERR1913167.722946__1.722946	674529__A0A174K9D7__SAMN05444400_1164
ERR1913167.723161__1.723161	40518__R5E328__DXD86_08885
ERR1913167.723207__1.723207	820__A0A3E4WCC2__lptB_1
ERR1913167.723296__1.723296	47678__A5ZF31__DXB67_11050
ERR1913167.723350__1.723350	821__A0A0P0LFP6__C5Z04_13890
ERR1913167.723440__1.723440	1262980__R5C0H7__BN814_00054
ERR1913167.723500__1.723500	1262882__R5MSS9__BN519_01662
ERR1913167.723926__1.723926	1262743__R5C054__BN727_01980
ERR1913167.723977__1.723977	820__A7V9F9__B5G17_14640
ERR1913167.724132__1.724132	820__A0A173W419__DXC68_17760
ERR1913167.724385__1.724385	28117__B0MWC6__BHV66_00965
ERR1913167.724464__1.724464	674529__R6UVG4__DXB21_01250
ERR1913167.724497__1.724497	1262882__R5MYS0__BN519_00284
ERR1913167.724535__1.724535	1262882__R5MPY4__BN519_01128
ERR1913167.724604__1.724604	1262746__R5SS80__BN750_02125
ERR1913167.724626__1.724626	823__D7IV95__DXC05_09565
ERR1913167.724933__1.724933	40518__R5DW64__RBL236_01394
ERR1913167.724944__1.724944	823__A0A355XLT7__HMPREF1075_03402
ERR1913167.724966__1.724966	371601__I9URB1__HMPREF1074_03344
ERR1913167.725031__1.725031	820__A0A3E4PYB0__yejM
ERR1913167.725086__1.725086	1263044__GCA_000433375.1_02948
ERR1913167.725103__1.725103	1262743__R5C7B5__BN727_00586
ERR1913167.725273__1.725273	820__A0A3E4VZY4__ERS852554_01211
ERR1913167.725368__1.725368	1262882__R5N678__BN519_01604
ERR1913167.725380__1.725380	1550024__G9RP65__ASJ35_11645
ERR1913167.725416__1.725416	820__A7VAR9__ERS852421_00197
ERR1913167.725679__1.725679	820__R9I3Q7__HMPREF1072_01668
ERR1913167.725785__1.725785	820__A0A174I980__gldH
ERR1913167.725789__1.725789	39492__D4JTB5__EUBSIR_01720
ERR1913167.725801__1.725801	820__A0A173YYG4__evgS_3
ERR1913167.725866__1.725866	820__A0A3E4RUC4__DHU98_02635
ERR1913167.725965__1.725965	820__A0A173YYG4__evgS_3
ERR1913167.726025__1.726025	820__A0A3E4VZT7__DXB48_16145
ERR1913167.726073__1.726073	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.726203__1.726203	820__A0A174GYA8__DXB64_07370
ERR1913167.726339__1.726339	454155__F3QX42__HMPREF9442_02776
ERR1913167.726414__1.726414	820__A0A139K4T0__ERS852510_03146
ERR1913167.726386__1.726386	39492__D4JU36__cobC_1
ERR1913167.726471__1.726471	28117__B0MXG8__ALIPUT_01814
ERR1913167.726605__1.726605	820__A0A396EUV1__B5G17_06465
ERR1913167.726769__1.726769	818__A0A3E5HNR9__BSIG_1712
ERR1913167.727075__1.727075	1262882__R5MFK5__BN519_00378
ERR1913167.727041__1.727041	820__A0A139JV05__B5G17_18125
ERR1913167.727052__1.727052	1262882__R5MZZ3__BN519_00482
ERR1913167.727122__1.727122	47678__R5UU99__C5Z00_11925
ERR1913167.727148__1.727148	47678__R5U558__ERS852558_02232
ERR1913167.727489__1.727489	821__A0A174NM17__lacZ_6
ERR1913167.727615__1.727615	1262980__R5BM32__BN814_00274
ERR1913167.727691__1.727691	1262882__R5MZZ3__BN519_00482
ERR1913167.727704__1.727704	820__A0A173WZS4__DXD90_10250
ERR1913167.727759__1.727759	820__A0A3E4VXP2__yesR
ERR1913167.728011__1.728011	1262882__R5MMP8__BN519_01654
ERR1913167.728078__1.728078	310298__B3JQJ5__BACCOP_04231
ERR1913167.728294__1.728294	239935__A0A2N8IKW7__pstA
ERR1913167.728351__1.728351	820__A0A374Q1D8__SAMN05444418_112114
ERR1913167.728501__1.728501	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.728597__1.728597	823__A0A355XLH0__fepA_1
ERR1913167.728600__1.728600	544645__A0A3E4TJL2__DXC42_00055
ERR1913167.728615__1.728615	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913167.728698__1.728698	820__A0A374MXK3__HMPREF1072_00166
ERR1913167.728618__1.728618	204516__U6RDD8__HMPREF1534_02559
ERR1913167.728790__1.728790	820__R9I2U8__DXC68_09590
ERR1913167.728870__1.728870	2108523__A0A2P2FAG7__LAWASA_3009
ERR1913167.728897__1.728897	1262882__R5N1T9__BN519_00804
ERR1913167.729029__1.729029	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913167.729059__1.729059	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.729151__1.729151	28111__R5JN40__HMPREF1016_01803
ERR1913167.729220__1.729220	820__I9J701__ERS852510_01809
ERR1913167.729162__1.729162	329854__R5MR15__BACINT_04809
ERR1913167.729186__1.729186	39492__D4JRM4__tap_5
ERR1913167.729347__1.729347	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.729394__1.729394	820__A0A173WZS4__DXD90_10250
ERR1913167.729544__1.729544	556259__E5C7I5__BSGG_0461
ERR1913167.729551__1.729551	820__A0A139KG04__ERS852459_01249
ERR1913167.729760__1.729760	204516__U6RFU0__HMPREF1534_02545
ERR1913167.729795__1.729795	820__A0A3E4WA06__ERS852554_03404
ERR1913167.729832__1.729832	47678__R5UPZ8__ERS852494_01752
ERR1913167.729802__1.729802	820__A0A3E4QZJ7__C801_01798
ERR1913167.729803__1.729803	820__A0A3E4QZJ7__C801_01798
ERR1913167.729806__1.729806	1965555__A0A1Y4SCI3__B5E77_06315
ERR1913167.729815__1.729815	29361__B6FKH5__CLONEX_00621
ERR1913167.729819__1.729819	1263044__GCA_000433375.1_01436
ERR1913167.729866__1.729866	1160721__R6U304__BHW50_05725
ERR1913167.729899__1.729899	454155__F3QQA0__HMPREF9442_00338
ERR1913167.729965__1.729965	1262882__R5MRT2__BN519_01494
ERR1913167.729922__1.729922	39492__D4JR58__EUBSIR_02090
ERR1913167.730106__1.730106	1318__A0A3E4U9G0__HMPREF8577_1391
ERR1913167.730124__1.730124	28117__R7JR95__ALIPUT_01367
ERR1913167.730139__1.730139	39492__A0A174ZYY6__EUBSIR_02510
ERR1913167.730145__1.730145	454154__G5SMP1__HMPREF9441_00617
ERR1913167.730150__1.730150	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.730169__1.730169	820__A0A396EUV1__B5G17_06465
ERR1913167.730279__1.730279	28116__R6JI94__ERS852555_01222
ERR1913167.730396__1.730396	820__A0A139K2N9__DXB62_12420
ERR1913167.730399__1.730399	216816__A0A133L1E2__ptsP
ERR1913167.730512__1.730512	1262882__R5MDR8__BN519_00124
ERR1913167.730475__1.730475	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.730625__1.730625	46503__R6X6L7__HMPREF1060_00291
ERR1913167.730646__1.730646	544644__GCA_001915615.1_01797
ERR1913167.730737__1.730737	239935__A0A2N8HPX2__CXT90_09930
ERR1913167.730817__1.730817	820__A0A374Q854__HMPREF1073_03281
ERR1913167.730905__1.730905	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.731069__1.731069	820__R9I3Q7__HMPREF1072_01668
ERR1913167.731029__1.731029	820__A0A3E4WCC2__lptB_1
ERR1913167.731109__1.731109	1262882__R5N511__BN519_01592
ERR1913167.731181__1.731181	28111__E5WUU3__HMPREF1016_00520
ERR1913167.731336__1.731336	357276__I9F327__DXD47_22495
ERR1913167.731459__1.731459	818__A0A0P0F4D0__BT_2503
ERR1913167.731692__1.731692	239935__A0A2N8IMC9__CXU09_02095
ERR1913167.731761__1.731761	820__R9I324__HMPREF2141_02414
ERR1913167.731862__1.731862	338188__A0A174GN60__BACFIN_08581
ERR1913167.731902__1.731902	823__A0A173VPM3__DHW69_17170
ERR1913167.732031__1.732031	28117__B0MXG7__BHV66_08620
ERR1913167.731999__1.731999	371601__D7J6D0__DXD03_12830
ERR1913167.732303__1.732303	1150298__A0A174U7I9__ERS852406_02991
ERR1913167.732325__1.732325	820__A0A174Q0F0__DXB48_08080
ERR1913167.732560__1.732560	1262992__R5D0M4__BN795_01613
ERR1913167.732605__1.732605	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.732729__1.732729	1262882__R5MZ41__BN519_00356
ERR1913167.732769__1.732769	820__A7V9F9__B5G17_14640
ERR1913167.732775__1.732775	820__A0A396EUU8__luxQ_3
ERR1913167.732823__1.732823	820__A0A078S569__gmhB
ERR1913167.732887__1.732887	823__A0A355XN73__DXC05_07000
ERR1913167.732894__1.732894	1262992__R5DDR5__BN795_00121
ERR1913167.733040__1.733040	39491__A0A174K9A3__DXB69_07785
ERR1913167.733096__1.733096	204516__U6RN30__HMPREF1534_00370
ERR1913167.733197__1.733197	820__A0A173WUD7__DXB48_08055
ERR1913167.733436__1.733436	821__A0A0P0M3U7__DXB90_14325
ERR1913167.733704__1.733704	820__A0A174M9V5__M093_0237
ERR1913167.733737__1.733737	820__A0A078S4C2__ERS417307_00828
ERR1913167.733775__1.733775	239935__A0A2N8IMC3__CXT96_03840
ERR1913167.734037__1.734037	820__A0A174F696__macB_13
ERR1913167.733983__1.733983	871325__A0A1M5B4I9__SAMN05444349_11762
ERR1913167.734101__1.734101	39492__D4JT75__EUBSIR_01776
ERR1913167.734231__1.734231	39492__D4JUD7__EUBSIR_01877
ERR1913167.734344__1.734344	820__R9I3Q7__HMPREF1072_01668
ERR1913167.734556__1.734556	820__A7VAS1__HMPREF2141_03259
ERR1913167.734789__1.734789	1262882__R5MGX3__BN519_00046
ERR1913167.734883__1.734883	1262992__R5D4Q0__BN795_01630
ERR1913167.734972__1.734972	47678__R5USR9__HMPREF1061_01404
ERR1913167.734996__1.734996	1262882__R5MM96__BN519_01545
ERR1913167.735006__1.735006	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.735010__1.735010	820__A0A174Q0F0__DXB48_08080
ERR1913167.735157__1.735157	820__A0A374Q351__DXD40_05850
ERR1913167.735203__1.735203	28117__B0MYW7__ALIPUT_02336
ERR1913167.735241__1.735241	1262980__R5BIJ7__BN814_02293
ERR1913167.735482__1.735482	1262980__R5BQV7__BN814_00277
ERR1913167.735491__1.735491	820__A0A374QGD2__ERS852421_02382
ERR1913167.735532__1.735532	821__A0A174WBC9__ERS852556_03145
ERR1913167.735714__1.735714	1262882__R5N1R4__BN519_00788
ERR1913167.735682__1.735682	239935__A0A2N8I3G2__CXT89_00720
ERR1913167.735926__1.735926	820__A7V470__HMPREF1072_02076
ERR1913167.735983__1.735983	239935__B2UL21__CXT98_03395
ERR1913167.736012__1.736012	371601__F7M1V2__DXD80_13245
ERR1913167.736101__1.736101	487174__K0WWT0__DIT83_10190
ERR1913167.736134__1.736134	338188__R6RT73__HMPREF1057_02828
ERR1913167.736291__1.736291	1262882__R5MM25__BN519_00600
ERR1913167.736465__1.736465	820__A0A173XIP7__B5G17_16050
ERR1913167.736528__1.736528	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.736625__1.736625	1160721__R6UAE5__BHW50_03280
ERR1913167.736944__1.736944	820__A0A174QT76__B5G17_18060
ERR1913167.737000__1.737000	820__A0A174Q0F0__DXB48_08080
ERR1913167.737060__1.737060	418240__C6JH13__ERS852478_02750
ERR1913167.737127__1.737127	357276__B6W1J2__BACDOR_03380
ERR1913167.737223__1.737223	487174__K0XIX0__DDY40_06625
ERR1913167.737481__1.737481	820__A0A078S4C2__ERS417307_00828
ERR1913167.737508__1.737508	823__A0A173V751__DXD05_02690
ERR1913167.737715__1.737715	820__A0A173YYG4__evgS_3
ERR1913167.737749__1.737749	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.737881__1.737881	820__A7V470__HMPREF1072_02076
ERR1913167.737925__1.737925	46503__R6X0P2__DD461_08655
ERR1913167.737966__1.737966	28117__B0MXX2__ALIPUT_01984
ERR1913167.737935__1.737935	39492__D4JX87__EUBSIR_00361
ERR1913167.738023__1.738023	1262882__R5MLT4__BN519_01496
ERR1913167.738130__1.738130	1262992__R5D4D2__BN795_00592
ERR1913167.738427__1.738427	1262882__R5N4D8__BN519_01497
ERR1913167.738542__1.738542	820__A0A139KIL9__DXC68_05945
ERR1913167.738635__1.738635	820__A0A173W419__DXC68_17760
ERR1913167.738754__1.738754	239935__A0A2N8IZ16__CXT84_05850
ERR1913167.738793__1.738793	1796613__A0A3A9BMY9__ADH74_00150
ERR1913167.738916__1.738916	820__A0A139KEW8__DXB64_06405
ERR1913167.738967__1.738967	239935__R6K0V8__CXT94_02055
ERR1913167.739224__1.739224	28117__R7JN92__BHV66_00550
ERR1913167.739243__1.739243	1262882__R5MLP5__BN519_01602
ERR1913167.739453__1.739453	820__A0A3E4WCX3__C801_02709
ERR1913167.739490__1.739490	1262882__R5MFM2__BN519_00460
ERR1913167.739521__1.739521	1262882__R5MEN9__BN519_00201
ERR1913167.739585__1.739585	821__A0A0P0M6M0__M097_4734
ERR1913167.739674__1.739674	820__A0A3E4XDK3__ERS852554_03650
ERR1913167.739827__1.739827	820__A0A1T4IYF4__mprA_1
ERR1913167.739831__1.739831	820__R9I2U8__DXC68_09590
ERR1913167.739904__1.739904	823__A6LBY1__ERS852380_00510
ERR1913167.739934__1.739934	820__A0A174LJB2__HMPREF1072_04112
ERR1913167.739951__1.739951	820__A0A3E5E0T0__ERS852554_00312
ERR1913167.740061__1.740061	821__A0A0P0L8F8__ERS852509_03705
ERR1913167.740098__1.740098	1262882__R5MZQ5__BN519_00648
ERR1913167.740147__1.740147	39492__D4JVC7__yfgF
ERR1913167.740277__1.740277	47678__A5ZHJ2__DXB67_12405
ERR1913167.740278__1.740278	39491__C4ZEW3__T1815_18241
ERR1913167.740471__1.740471	354276__A0A0T5XED7__AM432_20760
ERR1913167.740548__1.740548	239935__A0A2N8IVR0__CXT87_07115
ERR1913167.740802__1.740802	1262882__R5MZ06__BN519_00492
ERR1913167.740834__1.740834	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913167.740897__1.740897	823__K6AMD2__B5F32_04565
ERR1913167.740943__1.740943	46503__R6WNB1__PARMER_00135
ERR1913167.740968__1.740968	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913167.740985__1.740985	1262882__R5MIY9__BN519_01097
ERR1913167.741063__1.741063	820__A0A174VD39__DXD90_12235
ERR1913167.741272__1.741272	204516__U6RA51__HMPREF1534_03959
ERR1913167.741284__1.741284	239935__A0A2N8HUU6__CXT90_06150
ERR1913167.741505__1.741505	820__A7UYX8__DXD40_11635
ERR1913167.741688__1.741688	1262882__R5MZZ3__BN519_00482
ERR1913167.741735__1.741735	1262882__R5N532__BN519_01420
ERR1913167.741752__1.741752	1796613__A0A1C7GYD6__A4V03_03700
ERR1913167.741885__1.741885	820__A0A139KEW8__DXB64_06405
ERR1913167.741934__1.741934	1262882__R5MM10__BN519_01679
ERR1913167.742157__1.742157	239935__A0A2N8ITX2__CXT86_11265
ERR1913167.742186__1.742186	1262882__R5N3H1__BN519_01121
ERR1913167.742237__1.742237	47678__R5U8Y1__BACCAC_02615
ERR1913167.742243__1.742243	1262882__R5MND9__BN519_00831
ERR1913167.742504__1.742504	1262882__R5MF51__BN519_00287
ERR1913167.742461__1.742461	820__A0A139K426__B5G17_09115
ERR1913167.742563__1.742563	28116__E5CCI2__M089_3437
ERR1913167.742572__1.742572	1550024__G9RPH0__TQ39_05505
ERR1913167.742530__1.742530	239935__A0A139TPU7__CXT91_06575
ERR1913167.742581__1.742581	1150298__A0A174I2L4__ERS852535_01377
ERR1913167.742654__1.742654	1297617__A0A0S2W855__BIV19_10465
ERR1913167.742714__1.742714	820__A0A139KG60__M094_2679
ERR1913167.742729__1.742729	820__A0A139KEW8__DXB64_06405
ERR1913167.742735__1.742735	820__A0A3E4VZT7__DXB48_16145
ERR1913167.742770__1.742770	820__A0A3E5E0T0__ERS852554_00312
ERR1913167.742783__1.742783	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.742884__1.742884	820__A0A1Q6IDS8__chtA
ERR1913167.742987__1.742987	310298__B3JQJ5__BACCOP_04231
ERR1913167.743035__1.743035	28117__R7JN92__BHV66_00550
ERR1913167.743162__1.743162	1297617__A0A0S2W5Y2__C7373_106176
ERR1913167.743332__1.743332	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913167.743367__1.743367	1262980__R5BZ40__BN814_00028
ERR1913167.743451__1.743451	820__A0A1T4IYF4__mprA_1
ERR1913167.743413__1.743413	371601__D6D2M1__CW1_3199
ERR1913167.743539__1.743539	820__R9HXK9__DXB62_08265
ERR1913167.743642__1.743642	820__A0A374MMF0__HMPREF1073_03811
ERR1913167.743842__1.743842	820__A0A173YYG4__evgS_3
ERR1913167.743870__1.743870	820__A0A173YYG4__evgS_3
ERR1913167.743888__1.743888	1262882__R5MSX6__BN519_01697
ERR1913167.743934__1.743934	820__A0A1Y3V743__M093_0235
ERR1913167.744045__1.744045	820__A0A1Q6IDS8__chtA
ERR1913167.744084__1.744084	820__A0A3E4IGA7__DXD40_07110
ERR1913167.744141__1.744141	1262882__R5MEK3__BN519_00296
ERR1913167.744178__1.744178	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.744321__1.744321	674529__R6V187__DXB21_21665
ERR1913167.744440__1.744440	820__A0A174CK74__DXB48_07060
ERR1913167.744459__1.744459	820__A0A139K4T0__ERS852510_03146
ERR1913167.744508__1.744508	820__A0A374Q351__DXD40_05850
ERR1913167.744585__1.744585	1965537__A0A1Y4WP85__B5E42_07245
ERR1913167.744598__1.744598	239935__A0A2N8I6R6__CXU04_04335
ERR1913167.744630__1.744630	820__A0A173WZS4__DXD90_10250
ERR1913167.745028__1.745028	329854__R7DRH1__DXD27_19880
ERR1913167.745184__1.745184	674529__A0A174PUY5__SAMN05444400_103201
ERR1913167.745198__1.745198	820__A0A173WUD7__DXB48_08055
ERR1913167.745321__1.745321	329854__R5M7D4__DXD27_21610
ERR1913167.745407__1.745407	28111__E5WZI1__BACEGG_01444
ERR1913167.745851__1.745851	820__A0A3E4PYB0__yejM
ERR1913167.745999__1.745999	1150298__A0A174BP05__murAA
ERR1913167.746067__1.746067	338188__A0A174ETX3__ERS852397_01955
ERR1913167.746130__1.746130	39492__D4JW28__spoVFA
ERR1913167.746698__1.746698	487174__R5F4K8__HMPREF9448_01532
ERR1913167.746641__1.746641	1262882__R5N708__BN519_00095
ERR1913167.746646__1.746646	39492__D4JTF2__mutS2
ERR1913167.746773__1.746773	1262882__R5MDR8__BN519_00124
ERR1913167.746869__1.746869	820__A0A174CK74__DXB48_07060
ERR1913167.746921__1.746921	39488__A0A174KVU1__EUBHAL_00302
ERR1913167.746931__1.746931	820__A0A174G065__DXB62_08975
ERR1913167.746990__1.746990	28116__D7K7K3__SAMN05192581_103348
ERR1913167.747009__1.747009	820__A0A374Q854__HMPREF1073_03281
ERR1913167.747052__1.747052	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.747057__1.747057	47678__R5UU99__C5Z00_11925
