ERR1913224.352__1.352	853__A0A173RZ39__C4N22_01650
ERR1913224.758880__1.758880	820__A0A173YYG4__evgS_3
ERR1913224.758895__1.758895	2293125__A0A374C4C8__DW917_09805
ERR1913224.758997__1.758997	2293125__A0A374C9I8__DW917_06795
ERR1913224.759051__1.759051	487174__K0XF08__DDY40_09050
ERR1913224.759143__1.759143	820__A7V049__DXB48_04755
ERR1913224.759185__1.759185	1262988__R7N285__BN816_00970
ERR1913224.759584__1.759584	1501391__GCA_000786575.1_00157
ERR1913224.759630__1.759630	47678__R5UAY9__DW706_07200
ERR1913224.759654__1.759654	384638__B7ANI2__BACPEC_00236
ERR1913224.759751__1.759751	821__A0A0P0L8F8__ERS852509_03705
ERR1913224.759781__1.759781	418240__A0A174C465__ydaM
ERR1913224.759820__1.759820	39492__D4JTI1__EUBSIR_01463
ERR1913224.760003__1.760003	2293125__A0A374CHQ0__DW917_02295
ERR1913224.760371__1.760371	823__A0A078SYK6__DXB14_02485
ERR1913224.760899__1.760899	2293125__A0A374BSW4__DW917_13420
ERR1913224.760907__1.760907	2293125__A0A374BQ34__DW917_14250
ERR1913224.760949__1.760949	214856__A0A174A1J3__ERS852447_01000
ERR1913224.761203__1.761203	1262761__R6R3W1__BN606_01849
ERR1913224.761432__1.761432	820__A7V470__HMPREF1072_02076
ERR1913224.761579__1.761579	487174__K0X2Q8__DDY40_04590
ERR1913224.761598__1.761598	28116__A0A1Y4PVG3__imd
ERR1913224.761846__1.761846	1262911__R6H2J2__BN557_01228
ERR1913224.761900__1.761900	2293125__A0A374C3L4__DW917_09100
ERR1913224.761904__1.761904	820__A7V859__ERS852462_00341
ERR1913224.762149__1.762149	46228__B5CKX6__RUMLAC_00090
ERR1913224.762268__1.762268	1262743__R5C054__BN727_01980
ERR1913224.762298__1.762298	1262889__R7HAY6__BN634_02225
ERR1913224.762335__1.762335	820__A0A396EUU8__luxQ_3
ERR1913224.762424__1.762424	47678__A5ZHL2__DXB67_12495
ERR1913224.762610__1.762610	28116__I9T1P7__BACOV975_02228
ERR1913224.762739__1.762739	384638__B7AN60__BACPEC_00112
ERR1913224.762865__1.762865	218538__C9LL79__GCWU000321_00015
ERR1913224.762947__1.762947	214856__R6XS46__ERS852559_00812
ERR1913224.762946__1.762946	820__A0A174A6K0__M093_0079
ERR1913224.762977__1.762977	820__A0A374Q854__HMPREF1073_03281
ERR1913224.763101__1.763101	820__A0A3E4XM43__DXC91_13960
ERR1913224.763152__1.763152	820__A0A3E4IGA7__DXD40_07110
ERR1913224.763196__1.763196	39485__C4Z2X2__ERS852492_01808
ERR1913224.763279__1.763279	39492__D4JT75__EUBSIR_01776
ERR1913224.763232__1.763232	820__A0A174CG08__DXB62_13215
ERR1913224.763586__1.763586	1262889__R7HBS9__BN634_01225
ERR1913224.763602__1.763602	1262761__R6QN52__BN606_00884
ERR1913224.763677__1.763677	1262761__R6R840__BN606_01433
ERR1913224.763733__1.763733	1263107__GCA_000436995.1_00208
ERR1913224.763736__1.763736	2293125__A0A374CMK5__DW917_00330
ERR1913224.763737__1.763737	2293125__A0A374C4I0__DW917_08630
ERR1913224.763956__1.763956	39485__C4Z1Y9__EUBELI_00143
ERR1913224.763975__1.763975	1262988__R7N3Y4__BN816_00210
ERR1913224.764086__1.764086	817__F7LL02__M110_0756
ERR1913224.764327__1.764327	1262761__R6R4V4__BN606_00113
ERR1913224.764366__1.764366	1262911__R6GY78__BN557_00532
ERR1913224.764415__1.764415	301301__A0A395V407__ERS852391_02230
ERR1913224.764426__1.764426	821__A0A173XDD3__DXB82_17180
ERR1913224.764864__1.764864	820__A7V470__HMPREF1072_02076
ERR1913224.764924__1.764924	1262761__R6QR72__BN606_01181
ERR1913224.765033__1.765033	820__A0A3E4XM43__DXC91_13960
ERR1913224.765435__1.765435	1262761__R6R5Y6__BN606_00217
ERR1913224.765473__1.765473	1262948__R7EG87__BN671_00624
ERR1913224.765478__1.765478	1262761__R6RZF9__BN606_01803
ERR1913224.765541__1.765541	47678__R5U878__ERS852494_03300
ERR1913224.765714__1.765714	39485__A0A174YKY3__EUBELI_00877
ERR1913224.766057__1.766057	1262988__R7N7X7__BN816_00195
ERR1913224.766096__1.766096	39492__D4JRZ7__smc
ERR1913224.766134__1.766134	2293125__A0A374CMK5__DW917_00330
ERR1913224.766560__1.766560	1263107__GCA_000436995.1_00011
ERR1913224.766595__1.766595	1262761__R6RB22__BN606_01933
ERR1913224.766695__1.766695	820__A0A3E4VXP2__yesR
ERR1913224.766713__1.766713	820__A0A3E4G3J9__ERS852459_02265
ERR1913224.766784__1.766784	1150298__A0A174MSM0__toxA_2
ERR1913224.767041__1.767041	820__A0A078S4C2__ERS417307_00828
ERR1913224.767075__1.767075	28116__I9ST00__M088_5588
ERR1913224.767209__1.767209	1262761__R6QVL2__BN606_00807
ERR1913224.767329__1.767329	1160721__W0U3P2__RBI_I00640
ERR1913224.767485__1.767485	1262761__R6QT59__BN606_01822
ERR1913224.767509__1.767509	820__A0A139K1Y6__DXB48_02610
ERR1913224.767585__1.767585	2293125__A0A374CJ13__DW917_03145
ERR1913224.767671__1.767671	46228__V8CD18__DXD17_11645
ERR1913224.767695__1.767695	39491__C4Z9Y3__ERS852417_01808
ERR1913224.767717__1.767717	2293125__A0A374CFU2__DW917_03475
ERR1913224.767975__1.767975	218538__C9LNQ3__GCWU000321_01176
ERR1913224.768026__1.768026	88431__A0A3D0EYA4__atpH
ERR1913224.768075__1.768075	823__A0A395Z066__M091_0663
ERR1913224.768065__1.768065	1262988__R7N324__BN816_01933
ERR1913224.768162__1.768162	1262761__R6QSF1__BN606_01341
ERR1913224.768591__1.768591	817__Q64SR1__NCTC9343_04329
ERR1913224.768610__1.768610	817__A0A139TCW2__M137_3813
ERR1913224.768611__1.768611	817__A0A139TCW2__M137_3813
ERR1913224.768990__1.768990	1262761__R6R1H3__BN606_00786
ERR1913224.769179__1.769179	40520__A0A174HSN4__ltaS1_2
ERR1913224.769536__1.769536	166486__A0A173V5I7__ERS852572_02640
ERR1913224.769587__1.769587	820__A0A3E4G493__ERS417307_00253
ERR1913224.770118__1.770118	1262911__R6GZX7__BN557_00838
ERR1913224.770204__1.770204	2293125__A0A374CLA5__DW917_01130
ERR1913224.770259__1.770259	1262761__R6QXL2__BN606_02127
ERR1913224.770495__1.770495	1262746__R5SN04__BN750_02419
ERR1913224.770672__1.770672	820__A0A3E4W9D9__B5G17_12400
ERR1913224.770695__1.770695	820__A0A3E4RUC4__DHU98_02635
ERR1913224.770872__1.770872	39485__A0A175A273__plsX_2
ERR1913224.770953__1.770953	1262911__R6GR13__BN557_00618
ERR1913224.771075__1.771075	2293125__A0A374CJ42__DW917_03305
ERR1913224.771254__1.771254	1262761__R6RBJ5__BN606_02022
ERR1913224.771198__1.771198	1262988__R7N8H1__BN816_00011
ERR1913224.771295__1.771295	556259__I0PYM3__BSGG_5385
ERR1913224.771523__1.771523	823__A6L9D3__ERS852560_03374
ERR1913224.771456__1.771456	39491__A0A396FFW0__ERE_10580
ERR1913224.771688__1.771688	1262911__R6H054__BN557_00908
ERR1913224.771824__1.771824	384638__B7APR1__BACPEC_00667
ERR1913224.771902__1.771902	165179__A0A3E5AG99__DXB80_04390
ERR1913224.771885__1.771885	165179__A0A174SA26__PREVCOP_05758
ERR1913224.771933__1.771933	2293125__A0A374CIX5__DW917_01125
ERR1913224.772158__1.772158	853__A0A2A7AXC8__C4N21_14120
ERR1913224.772141__1.772141	1262761__R6R5Y6__BN606_00217
ERR1913224.772233__1.772233	165179__A0A3E5AHY4__CFT61_07675
ERR1913224.772338__1.772338	1150298__A0A174KW35__cbbX
ERR1913224.772375__1.772375	1150298__A0A174FT27__ERS852535_01803
ERR1913224.772595__1.772595	78257__A0A087CUE0__BSAE_1156
ERR1913224.772528__1.772528	853__A0A3E2U7E6__ERS852582_01640
ERR1913224.772629__1.772629	1262761__R6RB22__BN606_01933
ERR1913224.772813__1.772813	487174__K0X353__DIT83_07800
ERR1913224.773055__1.773055	2293125__A0A374C3L4__DW917_09100
ERR1913224.773358__1.773358	820__A0A374MXK3__HMPREF1072_00166
ERR1913224.773405__1.773405	28116__A0A1Y4PVG3__imd
ERR1913224.773758__1.773758	1262777__R5VIB8__BN512_00948
ERR1913224.773933__1.773933	1262761__R6RU22__BN606_01110
ERR1913224.773965__1.773965	1262911__R6GVD4__BN557_01470
ERR1913224.774006__1.774006	1263044__GCA_000433375.1_03426
ERR1913224.774167__1.774167	820__A7VAS1__HMPREF2141_03259
ERR1913224.774185__1.774185	823__A0A174VBJ5__M091_5021
ERR1913224.774210__1.774210	1262911__R6GQM3__BN557_01245
ERR1913224.774624__1.774624	384638__B7AUX0__BACPEC_02518
ERR1913224.774692__1.774692	39485__A0A175A403__EUBELI_20577
ERR1913224.774852__1.774852	1262889__R7HC51__BN634_01378
ERR1913224.774967__1.774967	40520__A0A395ZVL9__DXD81_13855
ERR1913224.774968__1.774968	39485__C4Z6F3__EUBELI_20400
ERR1913224.775030__1.775030	2293125__A0A374CKY3__DW917_01805
ERR1913224.775137__1.775137	820__A0A174CG08__DXB62_13215
ERR1913224.775463__1.775463	1262911__R6GR13__BN557_00618
ERR1913224.775550__1.775550	820__A0A174DZ97__SAMN05444418_101240
ERR1913224.775814__1.775814	820__A0A3E4W4W5__ERS852554_02179
ERR1913224.775793__1.775793	39485__C4Z6R3__mcp2_1
ERR1913224.775989__1.775989	820__A0A139KA34__B5G17_05520
ERR1913224.776123__1.776123	1501391__GCA_000786575.1_00002
ERR1913224.776256__1.776256	823__E1YR62__HMPREF1059_02331
ERR1913224.776530__1.776530	820__A0A174I980__gldH
ERR1913224.777121__1.777121	821__D4VD59__BHV80_04260
ERR1913224.777154__1.777154	1262944__R7ISZ3__BN596_02269
ERR1913224.777247__1.777247	2293125__A0A374CFZ2__DW917_03445
ERR1913224.777262__1.777262	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913224.777348__1.777348	820__A0A3E4WA06__ERS852554_03404
ERR1913224.777439__1.777439	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913224.777505__1.777505	39492__D4JT87__clpC
ERR1913224.777613__1.777613	2293125__A0A374CHT4__DW917_03485
ERR1913224.777792__1.777792	820__A0A139K8X8__DXC80_17665
ERR1913224.777978__1.777978	821__E5UY21__C800_02204
ERR1913224.778063__1.778063	853__A0A2A7AXC8__C4N21_14120
ERR1913224.778239__1.778239	820__A0A374Q854__HMPREF1073_03281
ERR1913224.778417__1.778417	310298__B3JQJ5__BACCOP_04231
ERR1913224.778582__1.778582	556259__I0PYM3__BSGG_5385
ERR1913224.778754__1.778754	166486__D4L1P3__ERS852572_00760
ERR1913224.779431__1.779431	820__A0A3E4WA06__ERS852554_03404
ERR1913224.779502__1.779502	1965538__A0A1Y4W2F3__B5E43_11530
ERR1913224.779575__1.779575	1262911__R6GZ01__BN557_00641
ERR1913224.779819__1.779819	1262911__R6GLA5__BN557_01456
ERR1913224.779826__1.779826	2293125__A0A374BZ50__DW917_11090
ERR1913224.779958__1.779958	28116__I9JM49__NCTC11153_01044
ERR1913224.780068__1.780068	39491__A0A395V0H3__ERS852417_01192
ERR1913224.780269__1.780269	1262761__R6QHJ4__BN606_00427
ERR1913224.780572__1.780572	820__A0A1T4IY71__HMPREF2141_02402
ERR1913224.780692__1.780692	2293125__A0A374C4I0__DW917_08630
ERR1913224.780872__1.780872	2293125__A0A374C955__DW917_08135
ERR1913224.780892__1.780892	2293125__A0A374BVX3__DW917_12740
ERR1913224.781102__1.781102	1262911__R6GKS1__BN557_00184
ERR1913224.781195__1.781195	1235835__R9LCU2__C814_02677
ERR1913224.781236__1.781236	820__A0A174TRB5__DXD40_11305
ERR1913224.781429__1.781429	556259__I0PYL9__BSGG_5205
ERR1913224.781592__1.781592	820__A0A1Q6IDS8__chtA
ERR1913224.781745__1.781745	2293125__A0A374CFW0__DW917_03450
ERR1913224.782065__1.782065	2293125__A0A374C955__DW917_08135
ERR1913224.782118__1.782118	820__A0A3E5E0T0__ERS852554_00312
ERR1913224.782244__1.782244	820__A0A139K4T0__ERS852510_03146
ERR1913224.782386__1.782386	821__A0A173XDD3__DXB82_17180
ERR1913224.782683__1.782683	853__D4JY61__C4N21_10560
ERR1913224.782695__1.782695	821__R7P1Q7__M099_2990
ERR1913224.782700__1.782700	2293125__A0A374CBD1__DW917_06995
ERR1913224.783225__1.783225	820__A0A3E4WA06__ERS852554_03404
ERR1913224.783521__1.783521	1262944__R7IU09__BN596_00146
ERR1913224.783662__1.783662	820__A0A139KG60__M094_2679
ERR1913224.783669__1.783669	853__A0A2A7ATM9__DWZ89_13645
ERR1913224.783804__1.783804	1150298__R7JT48__gsiA_6
ERR1913224.784044__1.784044	46228__V8CB66__RUMLAC_02810
ERR1913224.784046__1.784046	1262761__R6QJW9__BN606_00404
ERR1913224.784047__1.784047	1262761__R6QJW9__BN606_00404
ERR1913224.784199__1.784199	47678__A5ZL09__BACCAC_03608
ERR1913224.784370__1.784370	1262736__R5YCL7__BN496_00384
ERR1913224.784495__1.784495	1262761__R6QMJ7__BN606_00803
ERR1913224.784508__1.784508	820__A0A173YYG4__evgS_3
ERR1913224.784825__1.784825	820__A0A3E4G493__ERS417307_00253
ERR1913224.784937__1.784937	820__A0A374Q1D8__SAMN05444418_112114
ERR1913224.785043__1.785043	2293125__A0A374BSW4__DW917_13420
ERR1913224.785500__1.785500	189722__E0NQU7__HMPREF0658_0548
ERR1913224.785766__1.785766	47678__I9ECI0__HMPREF1061_03742
ERR1913224.785912__1.785912	2293125__A0A374CFW0__DW917_03450
ERR1913224.786091__1.786091	165179__A0A3E5AER8__DXB80_07075
ERR1913224.786205__1.786205	1262761__R6QYZ5__BN606_00402
ERR1913224.786300__1.786300	1501391__GCA_000786575.1_00024
ERR1913224.786331__1.786331	1501391__GCA_000786575.1_00091
ERR1913224.786368__1.786368	116085__D4J7W6__DW747_05890
ERR1913224.786610__1.786610	418240__A0A174NZX7__tagF_1
ERR1913224.786678__1.786678	1262988__R7N3G4__BN816_02057
ERR1913224.786860__1.786860	36343__GeneID:11467843
ERR1913224.786861__1.786861	39485__A0A174ZMD4__ERS852492_01969
ERR1913224.786990__1.786990	1262889__R7HBT3__BN634_01319
ERR1913224.787058__1.787058	165179__R6XLJ7__CFT61_06250
ERR1913224.787458__1.787458	2293125__A0A374CII6__DW917_03460
ERR1913224.787517__1.787517	165179__A0A3E5DV57__DXB80_11400
ERR1913224.787544__1.787544	28116__I9TDA4__BACOV975_03134
ERR1913224.787568__1.787568	821__A0A173XDD3__DXB82_17180
ERR1913224.787709__1.787709	853__A0A173YYY4__DWZ04_09420
ERR1913224.787874__1.787874	820__A7V470__HMPREF1072_02076
ERR1913224.787932__1.787932	165179__D1PGU8__PREVCOP_06463
ERR1913224.787960__1.787960	39485__C4Z2J8__ERS852490_02044
ERR1913224.788027__1.788027	817__A0A139TB74__M116_3004
ERR1913224.788432__1.788432	820__A7V049__DXB48_04755
ERR1913224.788437__1.788437	40520__A5ZN83__DXC87_06350
ERR1913224.788671__1.788671	357276__A0A076ITH2__BSEG_03273
ERR1913224.788748__1.788748	706562__GCA_900112995.1_01428
ERR1913224.789185__1.789185	820__A0A174F696__macB_13
ERR1913224.789443__1.789443	1628085__A0A2U1B224__C7386_12221
ERR1913224.789671__1.789671	239935__A0A2N8HH03__CXU09_08875
ERR1913224.789735__1.789735	165179__A0A229I9X5__CFT61_01205
ERR1913224.789754__1.789754	1628085__A0A374VUI1__C7386_11920
ERR1913224.789778__1.789778	39488__A0A285PVH6__EUBHAL_00530
ERR1913224.789798__1.789798	2293125__A0A374C955__DW917_08135
ERR1913224.789840__1.789840	39485__C4Z6F3__EUBELI_20400
ERR1913224.790009__1.790009	360807__A0A173VDL4__dosC_2
ERR1913224.790064__1.790064	394340__infB
ERR1913224.790152__1.790152	820__A0A1T4IY71__HMPREF2141_02402
ERR1913224.790204__1.790204	1262761__R6R1H3__BN606_00786
ERR1913224.790450__1.790450	820__A0A1T4IYF4__mprA_1
ERR1913224.790538__1.790538	1262761__R6QJJ2__BN606_00358
ERR1913224.790908__1.790908	166486__D4KPQ7__ROSINTL182_09065
ERR1913224.791130__1.791130	410072__A0A173XQG6__ERS852574_01620
ERR1913224.791282__1.791282	39485__R5ZVC3__ERS852490_00250
ERR1913224.791860__1.791860	2293125__A0A374BNR6__DW917_15660
ERR1913224.792154__1.792154	820__A0A3E4QZJ7__C801_01798
ERR1913224.792117__1.792117	821__A0A395UNT8__DXD64_15275
ERR1913224.792376__1.792376	1262911__R6H174__BN557_01246
ERR1913224.792804__1.792804	1262911__R6GU91__BN557_01513
ERR1913224.792995__1.792995	28116__A0A3D2LPA1__CUY_3388
ERR1913224.793121__1.793121	821__A0A0P0M405__DXC02_15075
ERR1913224.793169__1.793169	853__A0A173TAZ8__DWZ46_14590
ERR1913224.793350__1.793350	820__A0A3E4PYB0__yejM
ERR1913224.793490__1.793490	165179__D1PGJ6__DXC61_07300
ERR1913224.793898__1.793898	218538__C9LQZ7__GCWU000321_01979
ERR1913224.794078__1.794078	40520__A5ZRI6__DXC87_12175
ERR1913224.794178__1.794178	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913224.794187__1.794187	2293125__A0A374CII0__DW917_03470
ERR1913224.794260__1.794260	28118__R6F5T0__Odosp_2509
ERR1913224.794697__1.794697	2293125__A0A374CFW0__DW917_03450
ERR1913224.795036__1.795036	2293125__A0A374CFT0__DW917_03440
ERR1913224.796083__1.796083	1501391__GCA_000786575.1_00146
ERR1913224.796092__1.796092	820__A0A374Q854__HMPREF1073_03281
ERR1913224.796111__1.796111	28116__E5C458__BACOV975_02730
ERR1913224.796305__1.796305	116085__D4J8B7__DW747_09310
ERR1913224.796642__1.796642	820__A0A3E4W984__pssA
ERR1913224.796748__1.796748	1262761__R6QS33__BN606_00308
ERR1913224.797009__1.797009	820__A0A174A6K0__M093_0079
ERR1913224.797084__1.797084	2293125__A0A374CFZ2__DW917_03445
ERR1913224.797088__1.797088	821__U6RDC2__DXD46_15675
ERR1913224.797023__1.797023	562__P46855__PU39_09885
ERR1913224.797259__1.797259	853__A0A173XRA8__CGS56_09290
ERR1913224.797413__1.797413	853__A0A3E2U7E6__ERS852582_01640
ERR1913224.797555__1.797555	1262761__R6QND7__BN606_00927
ERR1913224.797563__1.797563	165179__R6C330__DXC61_04975
ERR1913224.797596__1.797596	2293125__A0A374CII0__DW917_03470
ERR1913224.797717__1.797717	820__A0A374MMF0__HMPREF1073_03811
ERR1913224.798540__1.798540	820__A0A374MMF0__HMPREF1073_03811
ERR1913224.798484__1.798484	820__A0A174CG08__DXB62_13215
ERR1913224.798628__1.798628	1262911__R6H1D2__BN557_00855
ERR1913224.798678__1.798678	1263000__R5F0H4__BN466_00249
ERR1913224.798680__1.798680	301301__A0A395V7P2__ERS852391_05080
ERR1913224.798780__1.798780	1262761__R6RZF9__BN606_01803
ERR1913224.798828__1.798828	458033__GCA_001482755.1_02203
ERR1913224.799000__1.799000	39491__A0A396FMT0__EUBREC_3020
ERR1913224.799049__1.799049	1262761__R6RMH1__BN606_00005
ERR1913224.799227__1.799227	820__A0A374Q351__DXD40_05850
ERR1913224.799509__1.799509	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913224.799458__1.799458	853__A0A173T6P2__DWZ46_14595
ERR1913224.799577__1.799577	165179__D1PGU8__PREVCOP_06463
ERR1913224.799674__1.799674	1263107__GCA_000436995.1_00232
ERR1913224.799785__1.799785	301301__A0A395VG51__RHOM_05870
ERR1913224.799859__1.799859	165179__D1PCT4__DXB80_09470
ERR1913224.799929__1.799929	2293125__A0A374CFW0__DW917_03450
ERR1913224.800022__1.800022	820__A0A374Q854__HMPREF1073_03281
ERR1913224.800112__1.800112	820__A0A374Q8T2__DXB64_16190
ERR1913224.800252__1.800252	458033__GCA_001482755.1_02203
ERR1913224.800905__1.800905	820__A0A174CG08__DXB62_13215
ERR1913224.801019__1.801019	165179__A0A229I9X5__CFT61_01205
ERR1913224.801986__1.801986	2293125__A0A374C4C8__DW917_09805
ERR1913224.802025__1.802025	1262889__R7HA49__BN634_00677
ERR1913224.802224__1.802224	1160721__W0U2E1__RBI_I00200
ERR1913224.802391__1.802391	384638__B7AUX0__BACPEC_02518
ERR1913224.802399__1.802399	39491__A0A396FSK3__ERS852417_00383
ERR1913224.802440__1.802440	165179__D1PCL6__DXB80_13435
ERR1913224.802508__1.802508	2293125__A0A374BSW4__DW917_13420
ERR1913224.802521__1.802521	853__A0A173XRA8__CGS56_09290
ERR1913224.802686__1.802686	371601__A0A139LNL6__ERS852396_04350
ERR1913224.802781__1.802781	1262761__R6R3L8__BN606_01039
ERR1913224.802723__1.802723	820__A0A174F0C1__nreB
ERR1913224.802729__1.802729	2293125__A0A374CI55__DW917_03455
ERR1913224.802807__1.802807	410072__C0BAN0__ERS852525_02648
ERR1913224.802839__1.802839	1501391__GCA_000786575.1_00006
ERR1913224.802993__1.802993	39492__D4JRP0__yetF
ERR1913224.803416__1.803416	214856__A0A174CRY5__ERS852559_01060
ERR1913224.803419__1.803419	1262911__R6GLA5__BN557_01456
ERR1913224.803545__1.803545	2293125__A0A374C4C8__DW917_09805
ERR1913224.803773__1.803773	214856__R6XTZ7__ERS852447_02314
ERR1913224.803829__1.803829	1262911__R6GQM3__BN557_01245
ERR1913224.804073__1.804073	39485__A0A174YMC1__recN
ERR1913224.804191__1.804191	1262911__R6GMD8__BN557_01647
ERR1913224.804213__1.804213	165179__A0A3E5EBY9__CFT61_01220
ERR1913224.805056__1.805056	214856__A0A174FSW2__ERS852447_02420
ERR1913224.805076__1.805076	1501391__GCA_000786575.1_00024
ERR1913224.805078__1.805078	1501391__GCA_000786575.1_00091
ERR1913224.805178__1.805178	1262911__R6GN33__BN557_00616
ERR1913224.805494__1.805494	1262911__R6GPX9__BN557_00406
ERR1913224.805537__1.805537	821__A6L0C7__ERS852556_03520
ERR1913224.805566__1.805566	1262761__R6RZ48__BN606_01724
ERR1913224.806057__1.806057	1262911__R6HG37__BN557_01341
ERR1913224.806137__1.806137	544644__GCA_001915615.1_01914
ERR1913224.806168__1.806168	165179__A0A174XZU8__DXB80_12180
ERR1913224.806312__1.806312	10680__GeneID:1261099
ERR1913224.806491__1.806491	2293125__A0A374BQ34__DW917_14250
ERR1913224.806554__1.806554	821__A0A174WBC9__ERS852556_03145
ERR1913224.806576__1.806576	39485__C4Z6K2__ERS852490_00407
ERR1913224.806734__1.806734	1501391__GCA_000786575.1_00099
ERR1913224.806768__1.806768	165179__D1PGU8__PREVCOP_06463
ERR1913224.806808__1.806808	39485__R5ZNG4__yerB
ERR1913224.807005__1.807005	1712665__A0A2G3E1H3__CSX02_08860
ERR1913224.807162__1.807162	823__D0TBY4__M090_0431
ERR1913224.807204__1.807204	823__A0A355XLQ9__DXC05_02185
ERR1913224.807385__1.807385	357276__B6W1J2__BACDOR_03380
ERR1913224.807647__1.807647	2293125__A0A374CII0__DW917_03470
ERR1913224.807797__1.807797	2293125__A0A374CFT0__DW917_03440
ERR1913224.808104__1.808104	820__R9I2U8__DXC68_09590
ERR1913224.808502__1.808502	1897011__A0A1Q6RD70__BHW41_05845
ERR1913224.808534__1.808534	10679__GeneID:1261548
ERR1913224.808649__1.808649	40518__R5DYT8__mscS
ERR1913224.808652__1.808652	33039__D4M0J9__ERS852577_03924
ERR1913224.808774__1.808774	88431__A0A174KC10__ERS852423_00293
ERR1913224.808729__1.808729	1262761__R6R840__BN606_01433
ERR1913224.808913__1.808913	1501391__GCA_000786575.1_00024
ERR1913224.808979__1.808979	1263000__R5EKR3__BN466_00099
ERR1913224.809213__1.809213	487174__K0WS78__HMPREF9448_02825
ERR1913224.809222__1.809222	487174__R5ER56__HMPREF9448_02812
ERR1913224.809345__1.809345	1501392__A0A0B2JQB9__PU94_00890
ERR1913224.809555__1.809555	820__A0A1T4IYF4__mprA_1
ERR1913224.809775__1.809775	214856__A0A174ZLX0__ERS852559_00738
ERR1913224.810260__1.810260	2293125__A0A374C8E6__DW917_07195
ERR1913224.810307__1.810307	2293125__A0A374BZ50__DW917_11090
ERR1913224.810391__1.810391	471189__GCA_003340385.1_00050
ERR1913224.810446__1.810446	626933__H1DGX0__HMPREF9449_01506
ERR1913224.810633__1.810633	2293125__A0A374CI55__DW917_03455
ERR1913224.810603__1.810603	1262942__R7QX36__BN520_01383
ERR1913224.810797__1.810797	1262761__R6QJJ2__BN606_00358
