ERR1913181.91__1.91	39492__D4MMN2__EUBSIR_00964
ERR1913181.4434582__1.4434582	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913181.4434708__1.4434708	487174__K0X250__DDY40_03675
ERR1913181.4434925__1.4434925	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913181.4435207__1.4435207	1262911__R6GN99__BN557_01784
ERR1913181.4435292__1.4435292	1262882__R5MZQ5__BN519_00648
ERR1913181.4435419__1.4435419	418240__A0A174LNX8__ERS852523_01052
ERR1913181.4435583__1.4435583	487174__K0WX28__HMPREF9448_02178
ERR1913181.4435618__1.4435618	1735__B7C934__EUBIFOR_00691
ERR1913181.4435622__1.4435622	301302__R5V631__ERS852420_03369
ERR1913181.4435643__1.4435643	649756__A0A174K9U9__HMPREF0369_00778
ERR1913181.4435782__1.4435782	1262882__R5MKX3__BN519_00395
ERR1913181.4436126__1.4436126	1262915__R6HPP4__BN574_00486
ERR1913181.4436318__1.4436318	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4436287__1.4436287	387090__S0F8B2__BACCOPRO_02129
ERR1913181.4436521__1.4436521	39492__A0A174Z2N0__EUBSIR_01615
ERR1913181.4436532__1.4436532	28117__B0MVL5__BHV66_01660
ERR1913181.4436596__1.4436596	1262882__R5MMP8__BN519_01654
ERR1913181.4436626__1.4436626	853__C7H7F5__DWZ46_01780
ERR1913181.4436548__1.4436548	147206__GCF_000156215.1_01387
ERR1913181.4436745__1.4436745	1262882__R5N3T7__BN519_01188
ERR1913181.4436646__1.4436646	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4436859__1.4436859	1150298__A0A174QRU8__ERS852498_00962
ERR1913181.4437456__1.4437456	47678__A5ZI88__BACCAC_02617
ERR1913181.4437643__1.4437643	33043__A0A174AEP1__apr
ERR1913181.4437657__1.4437657	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4437690__1.4437690	1262915__R6HQ76__BN574_01476
ERR1913181.4438221__1.4438221	823__E1YSG0__DHP27_00465
ERR1913181.4438253__1.4438253	562__P23837__phoQ
ERR1913181.4438375__1.4438375	374840__GeneID:2546403
ERR1913181.4438635__1.4438635	165179__A0A3E5A832__DXC61_13685
ERR1913181.4438713__1.4438713	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4438774__1.4438774	374840__GeneID:2546403
ERR1913181.4438826__1.4438826	40518__R5E2F3__artQ
ERR1913181.4438850__1.4438850	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913181.4438917__1.4438917	1262882__R5N526__BN519_01603
ERR1913181.4439028__1.4439028	116085__D4J6V9__DW747_08450
ERR1913181.4439100__1.4439100	1262882__R5MK82__BN519_00260
ERR1913181.4439377__1.4439377	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4439528__1.4439528	487174__K0WY34__DDY40_07435
ERR1913181.4440105__1.4440105	39492__D4JU30__EUBSIR_00838
ERR1913181.4440237__1.4440237	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4440434__1.4440434	1262882__R5MLA4__BN519_01536
ERR1913181.4440607__1.4440607	33043__A0A173WU55__ganB_2
ERR1913181.4440746__1.4440746	823__A0A3E4P9U5__ERS852380_02719
ERR1913181.4440783__1.4440783	1680__A0A0C2YPV2__AL0462_1474
ERR1913181.4441044__1.4441044	1150298__A0A174BC67__ERS852498_00837
ERR1913181.4441293__1.4441293	487174__K0WRZ5__HMPREF9448_02826
ERR1913181.4441433__1.4441433	357276__A0A1Y3Z6X3__GV66_07715
ERR1913181.4441458__1.4441458	1160721__W0U6P7__BHW50_08655
ERR1913181.4441661__1.4441661	47678__R5UAI1__BACCAC_01922
ERR1913181.4441573__1.4441573	562__P64549__K758_00320
ERR1913181.4441629__1.4441629	28116__A0A139L3C0__C5Z02_05550
ERR1913181.4441635__1.4441635	74426__asnS
ERR1913181.4441693__1.4441693	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4441707__1.4441707	47678__R5U6B9__BACCAC_01372
ERR1913181.4441770__1.4441770	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4442115__1.4442115	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4442134__1.4442134	33043__D5HIS6__ERS852575_02019
ERR1913181.4442391__1.4442391	214856__A0A175A6T5__ERS852447_02658
ERR1913181.4442890__1.4442890	820__A0A3E4QZJ7__C801_01798
ERR1913181.4442913__1.4442913	1263000__R5EUM2__BN466_01747
ERR1913181.4442853__1.4442853	552398__T5RKT4__HMPREF0866_04531
ERR1913181.4443517__1.4443517	1160721__R6T2L9__BHW50_11315
ERR1913181.4443546__1.4443546	384638__B7APR1__BACPEC_00667
ERR1913181.4443631__1.4443631	28116__A0A078Q626__HMPREF1070_02735
ERR1913181.4443781__1.4443781	357276__A0A0K2HKT7__B5F95_21090
ERR1913181.4443791__1.4443791	39492__D4JX87__EUBSIR_00361
ERR1913181.4443794__1.4443794	187327__G4Q4A5__ACDG_01070
ERR1913181.4443860__1.4443860	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4443929__1.4443929	28117__B0MXW9__ALIPUT_01981
ERR1913181.4443955__1.4443955	374840__GeneID:2546403
ERR1913181.4444163__1.4444163	1680__R5GZF2__DXC60_01925
ERR1913181.4444171__1.4444171	1262882__R5MND9__BN519_00831
ERR1913181.4444331__1.4444331	74426__purL
ERR1913181.4444342__1.4444342	1262911__R6GPQ2__BN557_00967
ERR1913181.4444302__1.4444302	28117__B0MT73__ALIPUT_00412
ERR1913181.4444412__1.4444412	39496__A5Z8D8__EUBVEN_01979
ERR1913181.4444431__1.4444431	1262911__R6GUP7__BN557_01578
ERR1913181.4444714__1.4444714	1262882__R5MIY9__BN519_01097
ERR1913181.4444912__1.4444912	1262882__R5MLP5__BN519_01602
ERR1913181.4444955__1.4444955	487174__K0X3V7__DIT83_01400
ERR1913181.4444989__1.4444989	218538__C9LQ77__GCWU000321_01709
ERR1913181.4445011__1.4445011	1262882__R5MDR8__BN519_00124
ERR1913181.4445259__1.4445259	511969__GeneID:3959334
ERR1913181.4445261__1.4445261	28132__D9RV83__HMPREF0660_00835
ERR1913181.4445310__1.4445310	1550024__A0A0W7TR16__TQ39_07995
ERR1913181.4445338__1.4445338	1262882__R5MH81__BN519_00748
ERR1913181.4445416__1.4445416	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4445749__1.4445749	216816__A0A1D7MV89__EK5BL_04715
ERR1913181.4445920__1.4445920	1262911__R6GT99__BN557_01335
ERR1913181.4445967__1.4445967	1262882__R5MNC1__BN519_00818
ERR1913181.4446123__1.4446123	487174__K0WWT0__DIT83_10190
ERR1913181.4446180__1.4446180	216816__V6XY04__APK78_02285
ERR1913181.4446221__1.4446221	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4446272__1.4446272	1263107__GCA_000436995.1_00230
ERR1913181.4446434__1.4446434	1262882__R5N5S3__BN519_00085
ERR1913181.4446419__1.4446419	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4446588__1.4446588	33043__A0A174GAW5__ydcV_2
ERR1913181.4446635__1.4446635	40518__R5DX17__DXD86_01230
ERR1913181.4446678__1.4446678	1262882__R5MFY4__BN519_00529
ERR1913181.4446739__1.4446739	1150298__R7JSE8__coaX_1
ERR1913181.4446782__1.4446782	28118__F9ZBY3__Odosp_3561
ERR1913181.4446893__1.4446893	1262882__R5N526__BN519_01603
ERR1913181.4446983__1.4446983	147206__GCF_000156215.1_01773
ERR1913181.4447154__1.4447154	1262911__R6GLA5__BN557_01456
ERR1913181.4447210__1.4447210	116085__D4J5G5__DW747_05425
ERR1913181.4447298__1.4447298	2173__A0A1D2WT83__METSMIF1_03309
ERR1913181.4447278__1.4447278	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4447505__1.4447505	33043__D5HIL8__ERS852386_02009
ERR1913181.4447497__1.4447497	821__A0A174RA14__M099_1655
ERR1913181.4447467__1.4447467	47678__R5U9M8__CGC64_07665
ERR1913181.4447550__1.4447550	1160721__R6U304__BHW50_05725
ERR1913181.4447554__1.4447554	1262882__R5MFA5__BN519_00331
ERR1913181.4447683__1.4447683	1262882__R5MIC9__BN519_00834
ERR1913181.4447687__1.4447687	1262882__R5N3T7__BN519_01188
ERR1913181.4447699__1.4447699	487174__K0X773__DIT83_07170
ERR1913181.4447763__1.4447763	28118__R6F3G8__NCTC10826_00049
ERR1913181.4447765__1.4447765	1262882__R5N2U9__BN519_01221
ERR1913181.4448003__1.4448003	649756__R5Z9G3__ERS852571_02234
ERR1913181.4448014__1.4448014	1262911__R6H2B5__BN557_01151
ERR1913181.4448068__1.4448068	1262882__R5MLE6__BN519_01423
ERR1913181.4448216__1.4448216	1150298__R7JUS2__ERS852498_02193
ERR1913181.4448293__1.4448293	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4448323__1.4448323	487174__K0WZ94__HMPREF9448_00984
ERR1913181.4448481__1.4448481	28117__B0MXU6__ALIPUT_01958
ERR1913181.4448389__1.4448389	1160721__R6T2L9__BHW50_11315
ERR1913181.4448516__1.4448516	1263109__GCA_000438135.1_01610
ERR1913181.4448677__1.4448677	244366__A0A0B7GCL1__sucC
ERR1913181.4448723__1.4448723	1262882__R5MFA5__BN519_00331
ERR1913181.4448983__1.4448983	328814__GCA_004558275.1_00239
ERR1913181.4449036__1.4449036	214856__A0A173ZUI6__ERS852447_00955
ERR1913181.4449156__1.4449156	1535__A7VYJ0__CLOLEP_03668
ERR1913181.4449192__1.4449192	820__A0A374Q854__HMPREF1073_03281
ERR1913181.4449335__1.4449335	853__A0A3E2V168__FAEPRAM212_00929
ERR1913181.4449553__1.4449553	823__A0A073I9P2__CF162_18000
ERR1913181.4449665__1.4449665	33043__A0A174AEP1__apr
ERR1913181.4449725__1.4449725	33043__D5HEQ5__gluP_2
ERR1913181.4449830__1.4449830	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4449981__1.4449981	2173__A0A1D2WU78__METSMIF1_03075
ERR1913181.4450026__1.4450026	40520__R7D2W9__DXB81_15890
ERR1913181.4450033__1.4450033	28117__B0MVL5__BHV66_01660
ERR1913181.4450109__1.4450109	823__A0A173W1W2__M095_4076
ERR1913181.4450305__1.4450305	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4450425__1.4450425	28117__R7JR95__ALIPUT_01367
ERR1913181.4450438__1.4450438	1263000__R5EGY6__BN466_00973
ERR1913181.4450819__1.4450819	1262882__R5MLT4__BN519_01496
ERR1913181.4450826__1.4450826	357276__A0A0M1W1I8__ABI39_13620
ERR1913181.4450872__1.4450872	1262882__R5MMP8__BN519_01654
ERR1913181.4451053__1.4451053	1735__B7C932__EUBIFOR_00689
ERR1913181.4451146__1.4451146	853__A0A173XRA8__CGS56_09290
ERR1913181.4451161__1.4451161	1150298__R7JRU1__degA_3
ERR1913181.4451176__1.4451176	511969__GeneID:3959334
ERR1913181.4451254__1.4451254	33043__A0A173WWJ5__ERS852386_00339
ERR1913181.4451373__1.4451373	1150298__A0A174BR70__ERS852535_01666
ERR1913181.4451640__1.4451640	46503__R5DDT4__DD461_14650
ERR1913181.4451641__1.4451641	487174__R5EP60__DIT83_09045
ERR1913181.4451577__1.4451577	2049039__A0A316S7M2__DBY32_04520
ERR1913181.4451779__1.4451779	33043__A8SWM2__ERS852575_01910
ERR1913181.4452039__1.4452039	853__A0A2A7B9I6__DW855_13690
ERR1913181.4452126__1.4452126	172901__A0A2U1ASG0__C8D82_12144
ERR1913181.4452190__1.4452190	39492__D4JWL2__ERS852540_01201
ERR1913181.4452221__1.4452221	1262882__R5MGX3__BN519_00046
ERR1913181.4452349__1.4452349	40518__R5DS38__RBL236_00785
ERR1913181.4452359__1.4452359	28117__R7JH62__BHV66_05735
ERR1913181.4452518__1.4452518	1262882__R5N3T7__BN519_01188
ERR1913181.4452542__1.4452542	172901__A0A2U1ARD1__C8D82_12318
ERR1913181.4452588__1.4452588	33043__D5HDL8__ERS852575_02529
ERR1913181.4452636__1.4452636	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4452715__1.4452715	1897011__A0A1Q6RH97__BHW41_01945
ERR1913181.4452730__1.4452730	33043__D5HI39__baeS_1
ERR1913181.4452748__1.4452748	28116__A0A139LD88__CUY_2408
ERR1913181.4453495__1.4453495	47678__R5U978__ERS852558_01076
ERR1913181.4454076__1.4454076	374840__GeneID:2546403
ERR1913181.4454088__1.4454088	374840__GeneID:2546403
ERR1913181.4454094__1.4454094	47678__R5U9Z6__HMPREF1061_03205
ERR1913181.4454259__1.4454259	1262911__R6GXH0__BN557_00389
ERR1913181.4454265__1.4454265	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4454310__1.4454310	40520__A0A395XAI7__DXB81_16005
ERR1913181.4454494__1.4454494	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913181.4454580__1.4454580	1262911__R6GN99__BN557_01784
ERR1913181.4454779__1.4454779	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4454821__1.4454821	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4454834__1.4454834	1150298__A0A174PLY5__ERS852406_01056
ERR1913181.4454849__1.4454849	28117__B0MXG7__BHV66_08620
ERR1913181.4454860__1.4454860	33043__A0A173S5P8__ERS852445_00566
ERR1913181.4455079__1.4455079	33043__A0A173S5P8__ERS852445_00566
ERR1913181.4455119__1.4455119	374840__GeneID:2546403
ERR1913181.4455289__1.4455289	40518__R5DY98__mepA_5
ERR1913181.4455363__1.4455363	847__C3X7E1__BRW84_10090
ERR1913181.4455377__1.4455377	1262911__R6HKM0__BN557_00430
ERR1913181.4455466__1.4455466	2173__A0A1D2WXE6__Msm_0136
ERR1913181.4455558__1.4455558	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4455663__1.4455663	823__A0A395YS82__M091_1569
ERR1913181.4455818__1.4455818	626929__F3PJ28__B5F24_03465
ERR1913181.4455935__1.4455935	820__A0A396EXA7__DXB37_15530
ERR1913181.4455985__1.4455985	216816__B7GPE8__I118_0062
ERR1913181.4456098__1.4456098	853__A0A173T6P2__DWZ46_14595
ERR1913181.4456203__1.4456203	410072__A0A174J5N8__sbcC
ERR1913181.4456456__1.4456456	1262882__R5N3H1__BN519_01121
ERR1913181.4456468__1.4456468	1262911__R6GK39__BN557_01755
ERR1913181.4456499__1.4456499	823__D7ILK2__ERS852380_00031
ERR1913181.4456515__1.4456515	1160721__R6U304__BHW50_05725
ERR1913181.4456583__1.4456583	384638__B7APR1__BACPEC_00667
ERR1913181.4456612__1.4456612	820__A0A3E4W4Y7__B5G17_02055
ERR1913181.4456898__1.4456898	1262911__R6GS52__BN557_00834
ERR1913181.4456838__1.4456838	28118__F9ZAS2__B5F93_06130
ERR1913181.4456931__1.4456931	1160721__W0U1Y8__BHW50_02040
ERR1913181.4456957__1.4456957	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4457136__1.4457136	39492__D4JQY4__EUBSIR_01325
ERR1913181.4457316__1.4457316	1262911__R6GTZ4__BN557_01440
ERR1913181.4457542__1.4457542	374840__GeneID:2546403
ERR1913181.4457557__1.4457557	374840__GeneID:2546403
ERR1913181.4457577__1.4457577	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4457686__1.4457686	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4457876__1.4457876	47678__R5UZM4__DW706_15680
ERR1913181.4457958__1.4457958	1262882__R5N2E1__BN519_01117
ERR1913181.4458086__1.4458086	1262882__R5N532__BN519_01420
ERR1913181.4458129__1.4458129	74426__group_4823
ERR1913181.4458149__1.4458149	40520__R7D7G7__DXC87_13365
ERR1913181.4458338__1.4458338	33043__A8SPT5__yfiN_2
ERR1913181.4458444__1.4458444	40518__R5DNY7__RBATCC27255_00367
ERR1913181.4458571__1.4458571	1262882__R5MRS7__BN519_01490
ERR1913181.4458572__1.4458572	1262882__R5N2U9__BN519_01221
ERR1913181.4458741__1.4458741	47678__R5UG22__ERS852558_01514
ERR1913181.4458838__1.4458838	1262911__R6HP91__BN557_01264
ERR1913181.4458942__1.4458942	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4459011__1.4459011	1262882__R5MND9__BN519_00831
ERR1913181.4459268__1.4459268	374840__GeneID:2546403
ERR1913181.4459567__1.4459567	40520__A0A174DSM3__ycjP_5
ERR1913181.4459617__1.4459617	29361__B6FRT6__CLONEX_02860
ERR1913181.4459695__1.4459695	1124654__GeneID:14005782
ERR1913181.4459741__1.4459741	2173__R7PYR7__BK798_01375
ERR1913181.4459793__1.4459793	47678__R5U978__ERS852558_01076
ERR1913181.4459951__1.4459951	1262882__R5MLP5__BN519_01602
ERR1913181.4460010__1.4460010	1262882__R5MSI7__BN519_01601
ERR1913181.4460066__1.4460066	1680__A1A2N8__LMG10734_1314
ERR1913181.4460123__1.4460123	374840__GeneID:2546403
ERR1913181.4460196__1.4460196	1262736__R5YL64__BN496_01965
ERR1913181.4460361__1.4460361	28117__B0MXR1__BHV66_08035
ERR1913181.4460385__1.4460385	216816__B7GN29__BL72_08765
ERR1913181.4460488__1.4460488	1262882__R5MLE6__BN519_01423
ERR1913181.4460392__1.4460392	39486__B0G950__DXD50_13080
ERR1913181.4460561__1.4460561	1262920__R5KD76__BN467_01465
ERR1913181.4460643__1.4460643	1262882__R5N4P6__BN519_01346
ERR1913181.4460682__1.4460682	1262911__R6GTA5__BN557_01337
ERR1913181.4460688__1.4460688	1735__B7CAU9__EUBIFOR_01320
ERR1913181.4460787__1.4460787	1262882__R5MND9__BN519_00831
ERR1913181.4460878__1.4460878	116085__D4J6N6__DW747_08145
ERR1913181.4460992__1.4460992	33043__A0A173SQ62__ERS852575_01610
ERR1913181.4461093__1.4461093	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913181.4461069__1.4461069	40518__R5E1J2__DXD93_04070
ERR1913181.4461412__1.4461412	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4461527__1.4461527	187327__G4Q7J0__ACDG_00809
ERR1913181.4461643__1.4461643	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4461796__1.4461796	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4461867__1.4461867	1512__A0A174AX32__CLOSYM_02651
ERR1913181.4462379__1.4462379	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4462456__1.4462456	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4462557__1.4462557	28117__B0MY82__BHV66_04755
ERR1913181.4462946__1.4462946	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4463130__1.4463130	1263011__R6DRS6__BN553_01866
ERR1913181.4463136__1.4463136	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4463368__1.4463368	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4463601__1.4463601	33043__D5HEF6__ERS852445_00180
ERR1913181.4463644__1.4463644	28117__B0MXX3__BHV66_07695
ERR1913181.4463701__1.4463701	853__A0A173XRA8__CGS56_09290
ERR1913181.4463775__1.4463775	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4463777__1.4463777	1262911__R6H174__BN557_01246
ERR1913181.4464066__1.4464066	33043__A0A173ZL29__ERS852386_01345
ERR1913181.4464077__1.4464077	1262882__R5N4P6__BN519_01346
ERR1913181.4464103__1.4464103	562__P26458__cydB
ERR1913181.4464137__1.4464137	410072__C0BC38__ERS852574_02017
ERR1913181.4464260__1.4464260	33043__A8SWL7__ERS852386_02506
ERR1913181.4464332__1.4464332	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4464385__1.4464385	33043__D5HEU4__ftsW_3
ERR1913181.4464439__1.4464439	291644__I9SPX8__ERS852428_01562
ERR1913181.4464445__1.4464445	1160721__R6THG6__RBI_I00012
ERR1913181.4464552__1.4464552	1262882__R5MYP8__BN519_00439
ERR1913181.4464558__1.4464558	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4464621__1.4464621	853__D4JY61__C4N21_10560
ERR1913181.4464907__1.4464907	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4464913__1.4464913	1262882__R5MFA5__BN519_00331
ERR1913181.4464979__1.4464979	28117__B0MXG8__ALIPUT_01814
ERR1913181.4465120__1.4465120	1262911__R6H174__BN557_01246
ERR1913181.4465122__1.4465122	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4465334__1.4465334	374840__GeneID:2546403
ERR1913181.4465498__1.4465498	511969__GeneID:3959334
ERR1913181.4465589__1.4465589	33043__A0A173QXC2__hyaD_1
ERR1913181.4465659__1.4465659	1262882__R5MYX5__BN519_00333
ERR1913181.4465685__1.4465685	33043__A0A173ZDC4__malL_1
ERR1913181.4465797__1.4465797	1735__B7CBN5__EUBIFOR_01610
ERR1913181.4465909__1.4465909	1680__A0A0B5BME4__DXD63_05015
ERR1913181.4466016__1.4466016	1160721__W0U3J7__RBI_I00948
ERR1913181.4466248__1.4466248	39496__A5Z5I2__EUBVEN_00963
ERR1913181.4466286__1.4466286	374840__GeneID:2546403
ERR1913181.4466340__1.4466340	1262882__R5N3H1__BN519_01121
ERR1913181.4466648__1.4466648	1262882__R5MND9__BN519_00831
ERR1913181.4466909__1.4466909	40518__R5E2F3__artQ
ERR1913181.4466836__1.4466836	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913181.4467090__1.4467090	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4467310__1.4467310	1735__B7C8P3__EUBIFOR_00547
ERR1913181.4467716__1.4467716	2292352__A0A374UKI4__DXC23_09350
ERR1913181.4467678__1.4467678	40518__R5DYU1__DXD86_01160
ERR1913181.4467695__1.4467695	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4467927__1.4467927	1262911__R6H1D2__BN557_00855
ERR1913181.4467896__1.4467896	384638__B7APR1__BACPEC_00667
ERR1913181.4467953__1.4467953	820__A0A139K2N9__DXB62_12420
ERR1913181.4468079__1.4468079	1262882__R5MXW0__BN519_00317
ERR1913181.4468496__1.4468496	1262911__R6GI18__BN557_01377
ERR1913181.4468499__1.4468499	853__A0A173YYY4__DWZ04_09420
ERR1913181.4468573__1.4468573	28116__I8Y7V6__HMPREF1017_02728
ERR1913181.4468697__1.4468697	821__A0A0P0L8F8__ERS852509_03705
ERR1913181.4468761__1.4468761	511969__GeneID:3959334
ERR1913181.4468888__1.4468888	1262911__R6GMZ7__BN557_01741
ERR1913181.4469057__1.4469057	374840__GeneID:2546403
ERR1913181.4469185__1.4469185	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4469398__1.4469398	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4469410__1.4469410	47678__A5ZJ14__ERS852494_02225
ERR1913181.4469413__1.4469413	1262882__R5MIY9__BN519_01097
ERR1913181.4469630__1.4469630	165179__A0A3E5EBY9__CFT61_01220
ERR1913181.4469772__1.4469772	10678__GeneID:2777380
ERR1913181.4469779__1.4469779	1262882__R5MSX6__BN519_01697
ERR1913181.4469881__1.4469881	1262882__R5MEW7__BN519_00010
ERR1913181.4469860__1.4469860	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4470002__1.4470002	39492__D4JQY4__EUBSIR_01325
ERR1913181.4470296__1.4470296	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4470418__1.4470418	374840__GeneID:2546403
ERR1913181.4470434__1.4470434	1862668__GCA_001945525.1_00025
ERR1913181.4470586__1.4470586	1160721__W0U3Q4__BHW50_08110
ERR1913181.4470684__1.4470684	40518__R5DVU7__RBL236_00839
ERR1913181.4470702__1.4470702	1262882__R5N3T7__BN519_01188
ERR1913181.4470722__1.4470722	1262882__R5N3H1__BN519_01121
ERR1913181.4470847__1.4470847	1262882__R5N511__BN519_01592
ERR1913181.4470921__1.4470921	1262882__R5MFR3__BN519_00473
ERR1913181.4471145__1.4471145	1160721__R6TGH1__BHW50_05060
ERR1913181.4471361__1.4471361	40518__R5DUU2__yvhJ_2
ERR1913181.4471384__1.4471384	33043__A0A174A113__ERS852445_00416
ERR1913181.4471435__1.4471435	33043__A0A173YPE0__thiD
ERR1913181.4471821__1.4471821	357276__D1JZM4__HMPREF1065_01278
ERR1913181.4471925__1.4471925	39492__D4JRZ7__smc
ERR1913181.4471950__1.4471950	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4471989__1.4471989	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4472047__1.4472047	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4472124__1.4472124	39488__C0EX25__DXD91_11965
ERR1913181.4472196__1.4472196	820__A0A3E4RU03__M093_0563
ERR1913181.4472220__1.4472220	626929__F3PDS3__HMPREF9445_00131
ERR1913181.4472443__1.4472443	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913181.4472526__1.4472526	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4472683__1.4472683	823__D0TBY4__M090_0431
ERR1913181.4472879__1.4472879	1262915__R6HFW1__BN574_00201
ERR1913181.4472946__1.4472946	116085__D4J7P1__DW747_15085
ERR1913181.4472996__1.4472996	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4473557__1.4473557	1262882__R5MEW7__BN519_00010
ERR1913181.4473675__1.4473675	47678__R5U9Z0__HMPREF1061_03210
ERR1913181.4473889__1.4473889	1262989__R6ZEW9__BN815_01033
ERR1913181.4473978__1.4473978	40518__R5E175__RB5AMG_00757
ERR1913181.4474227__1.4474227	1160721__R6U7U7__cheW1
ERR1913181.4474275__1.4474275	40520__R7D6X4__addA
ERR1913181.4474284__1.4474284	487174__K0WYC5__HMPREF9448_01493
ERR1913181.4474379__1.4474379	1262882__R5MK82__BN519_00260
ERR1913181.4474560__1.4474560	1262882__R5MFY4__BN519_00529
ERR1913181.4474688__1.4474688	1262911__R6GN99__BN557_01784
ERR1913181.4474767__1.4474767	487174__R5F5Z4__DIT83_00635
ERR1913181.4474771__1.4474771	40519__U2MCQ8__RUMCAL_00556
ERR1913181.4474793__1.4474793	1262911__R6H0U7__BN557_01104
ERR1913181.4474804__1.4474804	1262882__R5MGS8__BN519_00565
ERR1913181.4474880__1.4474880	39492__D4JQY4__EUBSIR_01325
ERR1913181.4474995__1.4474995	823__A0A355XFH7__ERS852513_00769
