ERR1913258.46__1.46	1550024__A0A0D8IWM4__TQ39_15635
ERR1913258.804691__1.804691	853__A0A2J4JL53__CRH10_10795
ERR1913258.804692__1.804692	116085__D4J5M8__DW747_05055
ERR1913258.804739__1.804739	40518__R5DLM5__RB5AMG_00422
ERR1913258.804892__1.804892	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913258.804948__1.804948	39488__C0EX25__DXD91_11965
ERR1913258.805257__1.805257	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913258.805291__1.805291	1897011__A0A1Q6RI93__BHW41_01175
ERR1913258.805480__1.805480	1262848__R6UFE6__BN818_00496
ERR1913258.805556__1.805556	1262848__R6V8P9__BN818_00594
ERR1913258.805589__1.805589	45851__D4S141__BHV86_05760
ERR1913258.805605__1.805605	39491__A0A174K1W6__DXB99_15020
ERR1913258.805678__1.805678	418240__A0A174AQ30__ERS852478_00945
ERR1913258.805689__1.805689	239935__A0A139TMG9__CXU07_10650
ERR1913258.805720__1.805720	116085__D4JAR2__DW747_11385
ERR1913258.805921__1.805921	239935__A0A2N8I368__CXT95_04550
ERR1913258.805995__1.805995	1550024__A0A0D8IY45__ASJ35_05575
ERR1913258.806001__1.806001	1262911__R6HKM0__BN557_00430
ERR1913258.806186__1.806186	39491__R6TQ09__DXC13_03010
ERR1913258.806229__1.806229	45851__D4S1I1__BHV86_08605
ERR1913258.806300__1.806300	572010__tufA
ERR1913258.806412__1.806412	239935__R7DVW2__CXU02_03915
ERR1913258.806555__1.806555	216816__D6DCR3__APC1464_1142
ERR1913258.806574__1.806574	823__A6LEF3__ERS852560_01356
ERR1913258.806627__1.806627	216816__E5XYF2__APC1480_0509
ERR1913258.806746__1.806746	820__A0A374MXK3__HMPREF1072_00166
ERR1913258.806791__1.806791	1263107__GCA_000436995.1_00069
ERR1913258.806922__1.806922	1680__A7A8N9__BBMN23_1271
ERR1913258.806962__1.806962	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913258.807011__1.807011	216816__B3DNW2__BL171B_07980
ERR1913258.807018__1.807018	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913258.807288__1.807288	1150298__A0A174DX06__ERS852498_00491
ERR1913258.807621__1.807621	33043__A8SV35__ERS852386_01106
ERR1913258.807693__1.807693	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913258.807837__1.807837	39491__A0A396FEV5__EUR_24750
ERR1913258.808077__1.808077	820__A0A139K4T0__ERS852510_03146
ERR1913258.808131__1.808131	239935__A0A139TVG9__CXU13_01700
ERR1913258.808222__1.808222	239935__A0A139TSG7__CXU17_09600
ERR1913258.808505__1.808505	1263000__R5F0P4__BN466_00308
ERR1913258.808538__1.808538	1263107__GCA_000436995.1_00097
ERR1913258.808588__1.808588	1150298__A0A174HHW8__yhbU_1
ERR1913258.808755__1.808755	820__A0A139K0J1__HMPREF2141_03205
ERR1913258.808803__1.808803	1263000__R5EMM7__BN466_00616
ERR1913258.808826__1.808826	39490__U2QIC3__ERS852448_00043
ERR1913258.808876__1.808876	39491__A0A396FFW0__ERE_10580
ERR1913258.808988__1.808988	39488__A0A174ALY3__ERS852450_00805
ERR1913258.809048__1.809048	2173__A0A1D2WTV4__Msm_1285
ERR1913258.809140__1.809140	1680__A0A087DHN0__AL0462_1532
ERR1913258.809152__1.809152	322505__xre_3
ERR1913258.809172__1.809172	626940__E8LE57__HMPREF9443_01128
ERR1913258.809281__1.809281	820__A0A3E4QZJ7__C801_01798
ERR1913258.809334__1.809334	1681__E4V7T9__BJL93_02365
ERR1913258.809432__1.809432	116085__D4J9Q0__DW747_03420
ERR1913258.809490__1.809490	1262736__R5Z1M1__BN496_00653
ERR1913258.809622__1.809622	418240__R7CMR9__yehU_7
ERR1913258.809584__1.809584	239935__A0A139TPU7__CXT91_06575
ERR1913258.809618__1.809618	1550024__G9RTA6__TQ39_10970
ERR1913258.809670__1.809670	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913258.809709__1.809709	357276__A0A076IS73__GV66_00410
ERR1913258.809756__1.809756	1262761__R6RU22__BN606_01110
ERR1913258.809777__1.809777	2173__A0A1D2WRY2__Msm_1736
ERR1913258.809835__1.809835	1262848__R6UEX2__BN818_00035
ERR1913258.809962__1.809962	820__A0A174CG08__DXB62_13215
ERR1913258.810080__1.810080	40518__R5DPI9__DXD83_07375
ERR1913258.810096__1.810096	1550024__G9RPS1__TQ39_05000
ERR1913258.810206__1.810206	216816__E8MW20__DD674_07905
ERR1913258.810243__1.810243	820__A0A174VD39__DXD90_12235
ERR1913258.810501__1.810501	1263107__GCA_000436995.1_00032
ERR1913258.810535__1.810535	1897011__A0A1Q6RH73__BHW41_01885
ERR1913258.810548__1.810548	216816__A0A0M0VK23__BLGT_09805
ERR1913258.810611__1.810611	40520__R7DAS6__ERS852533_00380
ERR1913258.810680__1.810680	1262848__R6V5C0__BN818_00210
ERR1913258.810700__1.810700	1393034__GCA_001552785.1_00728
ERR1913258.810760__1.810760	28117__R7JJM9__ALIPUT_00662
ERR1913258.810841__1.810841	39491__A0A395ZHH5__ERS852497_02076
ERR1913258.810823__1.810823	1262882__R5MSI7__BN519_01601
ERR1913258.810826__1.810826	216816__C2GSX7__DD678_03555
ERR1913258.810943__1.810943	1590__A0A385P0P4__FBR4_0440
ERR1913258.811130__1.811130	239935__R6JWJ7__CXT94_02580
ERR1913258.811083__1.811083	1680__A0A087DHN0__AL0462_1532
ERR1913258.811141__1.811141	116085__D4J7J8__DW747_10150
ERR1913258.811203__1.811203	1263000__R5EXT3__BN466_02213
ERR1913258.811307__1.811307	1262882__R5N5S3__BN519_00085
ERR1913258.811328__1.811328	820__A0A139KH21__DXC80_01780
ERR1913258.811643__1.811643	1262848__R6U1W9__BN818_00751
ERR1913258.811746__1.811746	1680__A0A374QDL4__LMG18897_0432
ERR1913258.811831__1.811831	410072__C0B801__mucD
ERR1913258.811853__1.811853	1776045__A0A0U5J7K7__BN3456_00132
ERR1913258.811868__1.811868	1681__E4VB35__BIFI_0413
ERR1913258.811933__1.811933	357276__C3R5C9__HMPREF1063_00213
ERR1913258.811960__1.811960	239935__A0A139TM51__CXT91_12120
ERR1913258.811999__1.811999	1263107__GCA_000436995.1_00071
ERR1913258.812312__1.812312	357276__I9QWD4__DXD47_15075
ERR1913258.812350__1.812350	626940__E8LD23__BN587_00187
ERR1913258.812475__1.812475	39491__A0A173SH34__EUR_24920
ERR1913258.812695__1.812695	45851__D4RYI3__BHV86_01630
ERR1913258.812874__1.812874	33039__A0A174YJ10__ERS852502_01829
ERR1913258.812839__1.812839	357276__I8WDF1__B5F00_02455
ERR1913258.812945__1.812945	239935__A0A2N8I368__CXT95_04550
ERR1913258.812997__1.812997	39491__A0A395ZF49__DXB69_05290
ERR1913258.813059__1.813059	39491__R6TQ09__DXC13_03010
ERR1913258.813009__1.813009	1680__A0A173W9E6__C8077_07070
ERR1913258.813081__1.813081	1680__A0A3E4SB79__BAD_1517
ERR1913258.813172__1.813172	907__G0VMN6__JY94_00320
ERR1913258.813256__1.813256	410072__C0B8P8__ERS852525_00683
ERR1913258.813322__1.813322	1262848__R6U3I8__BN818_00546
ERR1913258.813585__1.813585	28052__A0A174MKP3__ERS852451_02483
ERR1913258.813635__1.813635	216816__B3DR71__CE159_04070
ERR1913258.813647__1.813647	1262848__R6U3P5__BN818_00966
ERR1913258.813696__1.813696	1262886__R6QA41__BN563_00163
ERR1913258.813774__1.813774	649756__D4MZI8__ERS852387_00933
ERR1913258.813884__1.813884	1680__A0A0C2YNK5__BADO_0780
ERR1913258.813885__1.813885	239935__A0A2N8ITX2__CXT86_11265
ERR1913258.814158__1.814158	28117__B0MST6__BHV66_06090
ERR1913258.814144__1.814144	40520__R7D5D8__DXD81_09550
ERR1913258.814152__1.814152	1262911__R6HG37__BN557_01341
ERR1913258.814188__1.814188	1681__A0A0H3EEP4__DD698_00060
ERR1913258.814192__1.814192	301301__A0A395VA65__eutA
ERR1913258.814363__1.814363	301301__A0A395V928__RHOM_04950
ERR1913258.814541__1.814541	39491__C4Z9D4__DXD95_00055
ERR1913258.814798__1.814798	28117__B0MU57__ALIPUT_00175
ERR1913258.815064__1.815064	39491__C4Z9Y3__ERS852417_01808
ERR1913258.815075__1.815075	116085__D4J7N7__DW747_15105
ERR1913258.815122__1.815122	39491__A0A395ZG74__licR
ERR1913258.815277__1.815277	39491__A0A395ZJZ1__LD38_01870
ERR1913258.815425__1.815425	1263107__GCA_000436995.1_00168
ERR1913258.815464__1.815464	88431__A0A3D0EY52__ERS852573_01763
ERR1913258.815589__1.815589	1680__A0A174BEE7__BSTER_1311
ERR1913258.815652__1.815652	1680__A0A174BEE7__BSTER_1311
ERR1913258.815721__1.815721	239935__A0A2N8HUU6__CXT90_06150
ERR1913258.815808__1.815808	820__A0A3E4G3J9__ERS852459_02265
ERR1913258.815856__1.815856	40518__R5DW64__RBL236_01394
ERR1913258.815875__1.815875	301301__A0A395V8E1__RHOM_11160
ERR1913258.815953__1.815953	216816__C2GUV2__APC1478_0430
ERR1913258.816029__1.816029	214856__R6Y7P0__ERS852447_00307
ERR1913258.816244__1.816244	1393034__GCA_001552785.1_00728
ERR1913258.816319__1.816319	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913258.816420__1.816420	1299998__GCA_001494635.1_01530
ERR1913258.816673__1.816673	216816__A0A133L1E2__ptsP
ERR1913258.816681__1.816681	1680__A0A0C2YNK5__BADO_0780
ERR1913258.816742__1.816742	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913258.816811__1.816811	418240__C6JGM0__ERS852478_02067
ERR1913258.816813__1.816813	471189__GCA_003340385.1_00591
ERR1913258.816849__1.816849	39491__C4Z872__LD38_07250
ERR1913258.816916__1.816916	2173__A0A1D2WUJ0__Msm_1370
ERR1913258.816938__1.816938	39491__C4Z872__LD38_07250
ERR1913258.816974__1.816974	357276__I9QBT4__GV66_09000
ERR1913258.816981__1.816981	1262924__R7HM17__BN585_01318
ERR1913258.817056__1.817056	45851__D4RYU3__BUTYVIB_01007
ERR1913258.817166__1.817166	387661__B7B805__HMPREF1077_03508
ERR1913258.817223__1.817223	820__A0A3E4WCC2__lptB_1
ERR1913258.817257__1.817257	40520__A5ZY33__DXC87_11790
ERR1913258.817280__1.817280	39491__A0A396FFW0__ERE_10580
ERR1913258.817601__1.817601	1262777__R5VSE0__BN512_00126
ERR1913258.817841__1.817841	28117__B0MXG7__BHV66_08620
ERR1913258.817867__1.817867	45851__D4RZ17__BUTYVIB_01081
ERR1913258.818152__1.818152	1681__I3WKG9__BBJK_01327
ERR1913258.818106__1.818106	410072__C0BEV2__ERS852525_03010
ERR1913258.818117__1.818117	39491__A0A174LTW7__DXD13_08720
ERR1913258.818215__1.818215	1550024__A0A0D8IY61__ASJ35_05690
ERR1913258.818270__1.818270	239935__R7DVW2__CXU02_03915
ERR1913258.818318__1.818318	649756__D4MXW9__ERS852520_02286
ERR1913258.818430__1.818430	45851__D4S1I1__BHV86_08605
ERR1913258.818434__1.818434	40520__R7DE21__DXD81_02990
ERR1913258.818531__1.818531	1680__A0A1X2ZFB6__AD0028_0856
ERR1913258.818546__1.818546	39491__A0A396FRE7__EUR_27520
ERR1913258.818565__1.818565	1262924__R7HL71__BN585_01341
ERR1913258.818699__1.818699	1262942__R7QXM6__BN520_01371
ERR1913258.818836__1.818836	39486__R6SN36__HMPREF9457_00956
ERR1913258.818882__1.818882	39491__A0A174EQV2__DXB69_10230
ERR1913258.818890__1.818890	39485__A0A174YKY3__EUBELI_00877
ERR1913258.818911__1.818911	2108523__A0A2P2F6D0__LAWASA_1569
ERR1913258.818959__1.818959	39491__A0A396FFW0__ERE_10580
ERR1913258.819498__1.819498	39485__A0A175A023__yhhT
ERR1913258.819460__1.819460	187327__G4Q4A5__ACDG_01070
ERR1913258.819787__1.819787	39491__C4ZCV7__ERE_23110
ERR1913258.819816__1.819816	1550024__G9RWQ7__ASJ35_03880
ERR1913258.820000__1.820000	39491__A0A396FRE7__EUR_27520
ERR1913258.820018__1.820018	40520__R7D7W1__DXB81_08070
ERR1913258.820093__1.820093	884684__GCA_002892425.1_01408
ERR1913258.820180__1.820180	301301__A0A395VC27__adaA_5
ERR1913258.820229__1.820229	40518__R5DWP7__ansA
ERR1913258.820234__1.820234	1343__E3CNF4__comA
ERR1913258.820266__1.820266	301302__A0A173S3L8__vpr
ERR1913258.820276__1.820276	1263107__GCA_000436995.1_00140
ERR1913258.820369__1.820369	39491__A0A0M6WWT1__dus_2
ERR1913258.820442__1.820442	384638__B7APR0__BACPEC_00666
ERR1913258.820598__1.820598	820__A0A139KHX1__HMPREF2141_00289
ERR1913258.820707__1.820707	387090__S0F8B2__BACCOPRO_02129
ERR1913258.820877__1.820877	216816__A0A0A6VPB9__B624_1780
ERR1913258.820998__1.820998	1681__A0A0E2Z6S2__BBBF_0158
ERR1913258.821016__1.821016	216816__E5Y0K4__B8809_0128
ERR1913258.820979__1.820979	1263011__R6DQB4__BN553_01080
ERR1913258.821154__1.821154	1262848__R6U9X1__BN818_01687
ERR1913258.821318__1.821318	820__A0A174F696__macB_13
ERR1913258.821325__1.821325	40520__A0A3E5EGR0__DXC87_08980
ERR1913258.821328__1.821328	1550024__G9RWD3__ASJ35_03625
ERR1913258.821437__1.821437	216816__A0A2I1IYC5__BLNIAS_00571
ERR1913258.821495__1.821495	40520__R7D341__RUMOBE_03081
ERR1913258.821558__1.821558	40518__R5DU38__DXD83_06770
ERR1913258.821565__1.821565	39491__A0A173TFQ1__rsmF
ERR1913258.821633__1.821633	239935__R6K0V8__CXT94_02055
ERR1913258.821713__1.821713	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913258.821741__1.821741	301301__A0A395V7C8__RHOM_02390
ERR1913258.821800__1.821800	116085__D4JBR7__DW747_01020
ERR1913258.821836__1.821836	820__A0A374Q854__HMPREF1073_03281
ERR1913258.821871__1.821871	246787__A0A3D6AQP8__AA416_04153
ERR1913258.821931__1.821931	1262848__R6TZN4__BN818_00122
ERR1913258.821995__1.821995	418240__C6J843__ERS852478_02458
ERR1913258.822505__1.822505	216816__A0A133L1E2__ptsP
ERR1913258.822525__1.822525	39491__A0A395ZDC6__addB
ERR1913258.822667__1.822667	410072__A0A3E4GT65__ERS852574_02325
ERR1913258.822707__1.822707	2173__A0A1D2WR01__Msm_0221
ERR1913258.822778__1.822778	239935__R7E524__CXT91_06180
ERR1913258.822808__1.822808	1150298__A0A174SLE6__mlc_1
ERR1913258.822816__1.822816	74426__infB
ERR1913258.822818__1.822818	28025__A0A315RYI7__BASA_0831
ERR1913258.823248__1.823248	1550024__G9RT56__TQ39_09200
ERR1913258.823287__1.823287	39491__A0A396FI89__DXD95_01300
ERR1913258.823338__1.823338	1550024__A0A0D8J659__TQ39_00125
ERR1913258.823400__1.823400	649756__L1PTR0__ERS852425_01325
ERR1913258.823405__1.823405	28111__R5K222__bglX_7
ERR1913258.823566__1.823566	820__A7V9F9__B5G17_14640
ERR1913258.823642__1.823642	2173__A0A1D2WW38__METSMIF1_03111
ERR1913258.823813__1.823813	239935__A0A139TQT9__Amuc_1197
ERR1913258.824325__1.824325	1680__R5GZF2__DXC60_01925
ERR1913258.824465__1.824465	216816__A0A087BBV6__BFS26_06210
ERR1913258.824480__1.824480	39491__A0A174EQV2__DXB69_10230
ERR1913258.824507__1.824507	28025__A0A0L7CZ24__BL03_00239
ERR1913258.824568__1.824568	1680__R5GSL8__DXD60_03315
ERR1913258.824585__1.824585	28117__B0MST6__BHV66_06090
ERR1913258.824867__1.824867	239935__A0A2N8HB50__CXU17_02615
ERR1913258.825094__1.825094	1681__A0A0E2ZRM9__DXC70_08430
ERR1913258.825263__1.825263	1681__A0A0H3ECG3__BBBF_1813
ERR1913258.825391__1.825391	649756__A0A173RGN8__DO83_04830
ERR1913258.825598__1.825598	626940__E8LD58__BHW43_06055
ERR1913258.825760__1.825760	214856__R6XTZ7__ERS852447_02314
ERR1913258.825770__1.825770	2173__R7PYR7__BK798_01375
ERR1913258.825803__1.825803	357276__A0A076IRZ5__BACDOR_00630
ERR1913258.825786__1.825786	187327__U2VZ61__Acin_0538
ERR1913258.825926__1.825926	2049043__A0A316MMQ4__DBY37_11635
ERR1913258.826075__1.826075	1680__R5GRA4__ERS852382_01548
ERR1913258.826147__1.826147	706562__GCA_900112995.1_02127
ERR1913258.826106__1.826106	1263107__GCA_000436995.1_00164
ERR1913258.826171__1.826171	1308__A0A110ZT72__CV716_00080
ERR1913258.826294__1.826294	1680__A0A173W5Z2__DXC53_01290
ERR1913258.826360__1.826360	239935__A0A139TPU7__CXT91_06575
ERR1913258.826480__1.826480	853__A0A173T0Y8__CGS54_07215
ERR1913258.826695__1.826695	1150298__A0A174I056__ERS852535_01387
ERR1913258.826769__1.826769	1262992__R5D1Y3__BN795_00199
ERR1913258.826791__1.826791	39491__A0A395UWA3__DXB69_11805
ERR1913258.826875__1.826875	1150298__A0A174HHW8__yhbU_1
ERR1913258.826878__1.826878	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913258.826948__1.826948	1681__E4V807__BIFI_0882
ERR1913258.826974__1.826974	39491__A0A174LTW7__DXD13_08720
ERR1913258.827152__1.827152	1262924__R7HRJ9__BN585_00557
ERR1913258.827341__1.827341	116085__D4J6X4__DW747_08530
ERR1913258.827324__1.827324	216816__B7GP87__HMPREF0177_01055
ERR1913258.827365__1.827365	820__A0A3E4RU03__M093_0563
ERR1913258.827253__1.827253	33039__A0A173VTT4__frdB_1
ERR1913258.827435__1.827435	1262848__R6U3I8__BN818_00546
ERR1913258.827588__1.827588	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913258.827801__1.827801	39491__A0A396FEV5__EUR_24750
ERR1913258.827847__1.827847	1579__A0A3A9YFW2__FC29_GL000728
ERR1913258.827897__1.827897	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913258.828500__1.828500	1628085__A0A2U1B224__C7386_12221
ERR1913258.828644__1.828644	46503__R6X0P2__DD461_08655
ERR1913258.828984__1.828984	1304__Q9ZI21__SALIVA_0269
ERR1913258.829067__1.829067	40518__R5E1J2__DXD93_04070
ERR1913258.829077__1.829077	1680__A0A087DHN0__AL0462_1532
ERR1913258.829277__1.829277	88431__A6BFJ3__ERS852408_01680
ERR1913258.829240__1.829240	45851__D4RYU3__BUTYVIB_01007
ERR1913258.829291__1.829291	40518__R5E6X1__DXD83_01720
ERR1913258.829407__1.829407	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913258.829418__1.829418	216816__A0A395XZB7__DXD37_04075
ERR1913258.829495__1.829495	1262911__R6GVB3__BN557_01690
ERR1913258.829630__1.829630	216816__D6ZW33__azlC
ERR1913258.829804__1.829804	39491__A0A396FNY7__LD38_16155
ERR1913258.829905__1.829905	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913258.830102__1.830102	28025__D3R3F2__BAAA27674_05205
ERR1913258.830170__1.830170	1262848__R6UEX2__BN818_00035
ERR1913258.830395__1.830395	820__A0A139KHD8__ERS417307_00569
ERR1913258.830574__1.830574	45851__D4S0C7__BHV86_10030
ERR1913258.830624__1.830624	1520815__A0A1I3K6R0__SAMN02910435_00571
ERR1913258.830658__1.830658	39491__A0A395ZDC6__addB
ERR1913258.830798__1.830798	1262848__R6V8K7__BN818_00573
ERR1913258.830850__1.830850	39492__R6RT40__prkC_3
ERR1913258.830878__1.830878	626940__A0A3C1IMH5__HMPREF9443_00013
ERR1913258.830952__1.830952	239935__A0A2N8HSC0__CXU06_05505
ERR1913258.831005__1.831005	74426__nifJ
ERR1913258.831056__1.831056	39491__A0A174LTW7__DXD13_08720
ERR1913258.831197__1.831197	1680__A0A173Y6N7__yhaH
ERR1913258.831130__1.831130	1263107__GCA_000436995.1_00103
ERR1913258.831284__1.831284	1308__V8LV17__X841_07500
ERR1913258.831366__1.831366	239935__A0A139TPU7__CXT91_06575
ERR1913258.831377__1.831377	820__R9I2U8__DXC68_09590
ERR1913258.831495__1.831495	820__A0A3E4GA19__SAMN05444418_10562
ERR1913258.831515__1.831515	1263011__R6E0L4__BN553_01675
ERR1913258.831542__1.831542	853__A0A173XRA8__CGS56_09290
ERR1913258.831595__1.831595	1263011__R6EJE7__BN553_01237
ERR1913258.831961__1.831961	239935__B2UQP8__CXU15_01110
ERR1913258.832039__1.832039	40520__R7DA59__DXC87_14480
ERR1913258.832193__1.832193	88431__A0A174KCR9__DXB16_06030
ERR1913258.832280__1.832280	1681__A0A0H2PKG4__SAMN05216254_0742
ERR1913258.832525__1.832525	239935__R6JAS2__CXU02_10725
ERR1913258.832535__1.832535	239935__A0A139TT05__CXU09_03335
ERR1913258.832703__1.832703	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913258.832915__1.832915	40518__R5DS17__RBATCC27255_00416
ERR1913258.832919__1.832919	28117__B0MUR5__BHV66_03900
ERR1913258.832951__1.832951	40518__R5E2Z2__DXD93_09295
ERR1913258.832880__1.832880	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913258.832995__1.832995	853__C7H1R8__DW905_06675
ERR1913258.833085__1.833085	1681__A0A286TD18__DD718_00365
ERR1913258.833295__1.833295	1263107__GCA_000436995.1_00021
ERR1913258.833477__1.833477	239935__A0A2N8IVR0__CXT87_07115
ERR1913258.833679__1.833679	46503__A7AII9__ERS852463_00984
ERR1913258.833710__1.833710	418240__C6JFD7__ERS852523_02475
ERR1913258.833851__1.833851	39491__A0A396FUZ3__phoR_1
ERR1913258.833882__1.833882	649756__B0NZZ8__DO83_09740
ERR1913258.833899__1.833899	818__A0A3E5HNR9__BSIG_1712
ERR1913258.834093__1.834093	74426__purL
ERR1913258.834465__1.834465	39491__D6E4H2__DXB99_00485
ERR1913258.834658__1.834658	1680__A0A374QDL4__LMG18897_0432
ERR1913258.834800__1.834800	1262911__R6H2J2__BN557_01228
ERR1913258.834962__1.834962	216816__A0A061M1M5__HMPREF0177_01046
ERR1913258.835451__1.835451	39491__A0A173U130__ERE_16110
ERR1913258.835519__1.835519	360807__A0A0M6WEL6__RIL183_13901
ERR1913258.835567__1.835567	74426__groL
ERR1913258.835642__1.835642	454155__F3QUC1__HMPREF9442_01791
ERR1913258.835890__1.835890	626940__E8LC93__DCQ00_09725
ERR1913258.835937__1.835937	74426__group_1871
ERR1913258.835957__1.835957	1262848__R6UNE2__BN818_01447
ERR1913258.836118__1.836118	1262942__R7R1Y1__BN520_00635
ERR1913258.836225__1.836225	1550024__G9RQ35__ASJ35_06570
ERR1913258.836238__1.836238	40518__R5E6U1__yunB
ERR1913258.836535__1.836535	556259__I0PYL9__BSGG_5205
ERR1913258.836727__1.836727	1262992__R5DAK8__BN795_01248
ERR1913258.836765__1.836765	78345__A0A087BK46__SAMN02745589_0061
ERR1913258.837006__1.837006	1262848__R6VHL5__BN818_01497
ERR1913258.837146__1.837146	1550024__G9RP69__ASJ35_11625
ERR1913258.837353__1.837353	39491__C4Z875__T1815_09771
ERR1913258.837520__1.837520	40520__R7DC80__RUMOBE_00153
ERR1913258.837572__1.837572	28052__A0A174YYK2__ERS852451_01810
ERR1913258.837932__1.837932	1262963__R6C7W6__BN718_00713
ERR1913258.838067__1.838067	410072__C0BAQ2__ERS852574_01938
ERR1913258.837993__1.837993	45851__D4RZC9__BUTYVIB_01195
ERR1913258.837999__1.837999	1262736__R5YZ74__BN496_01798
ERR1913258.838002__1.838002	649756__D4MVS5__yxeP
ERR1913258.838168__1.838168	907__A0A1M6LUW6__C6Y28_11075
ERR1913258.838243__1.838243	39486__G1WN57__DORFOR_02477
ERR1913258.838410__1.838410	39488__A0A173URV1__DXD91_07100
ERR1913258.838402__1.838402	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913258.838693__1.838693	1680__A0A0C2VBJ4__birA
ERR1913258.838642__1.838642	626929__F3PKG7__SAMN05444376_0720
ERR1913258.838872__1.838872	40518__R5DVL2__penA
ERR1913258.838979__1.838979	1262848__R6TWE9__BN818_00149
ERR1913258.839181__1.839181	39491__C4ZHS4__EUR_24420
ERR1913258.839336__1.839336	39491__A0A3E4YFT8__DXB69_10940
ERR1913258.839516__1.839516	1262848__R6U3I8__BN818_00546
ERR1913258.839586__1.839586	39491__A0A395V297__EUR_01010
ERR1913258.839664__1.839664	1681__A0A0H2Q3M0__B0085_1011
ERR1913258.839763__1.839763	301301__A0A395V9V2__nplT_1
ERR1913258.840049__1.840049	1263107__GCA_000436995.1_00087
ERR1913258.840119__1.840119	1099853__U5CHQ9__NSB1T_13285
ERR1913258.840227__1.840227	239935__A0A2N8I1R3__CXU05_06075
ERR1913258.840385__1.840385	1262882__R5MGX3__BN519_00046
ERR1913258.840447__1.840447	357276__I9R994__BACDOR_04044
ERR1913258.840626__1.840626	39491__A0A395V1R3__T1815_08181
ERR1913258.840696__1.840696	39491__A0A396FJA4__DXB99_05435
ERR1913258.840905__1.840905	1262777__R5VSE0__BN512_00126
ERR1913258.841048__1.841048	2173__A0A1D2WT18__METSMIALI_00395
ERR1913258.841408__1.841408	40518__R5DWB0__DXD86_00925
ERR1913258.841919__1.841919	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913258.842446__1.842446	1680__A0A1X3A7D3__AD0028_1139
ERR1913258.842474__1.842474	820__A0A3E4VZY4__ERS852554_01211
ERR1913258.842647__1.842647	1262848__R6TXS3__BN818_00318
ERR1913258.842668__1.842668	2173__A0A1D2WTP5__BK798_02785
