ERR1913285.200__1.200	33043__A0A173YEP6__ERS852575_00888
ERR1913285.898426__1.898426	40518__R5DZB1__DXD83_08840
ERR1913285.898483__1.898483	649756__A0A174F5S4__ecfA2
ERR1913285.898604__1.898604	28052__R7N8Y9__macB_4
ERR1913285.898647__1.898647	33043__A0A173WXS1__ERS852445_00262
ERR1913285.898708__1.898708	33043__A0A174EI47__inlJ
ERR1913285.898709__1.898709	39492__D4JRV7__EUBSIR_01513
ERR1913285.898714__1.898714	47678__R5UST1__ERS852558_03505
ERR1913285.898715__1.898715	47678__R5UST1__ERS852558_03505
ERR1913285.898860__1.898860	165179__A0A3E5E9I4__DXB80_09745
ERR1913285.898881__1.898881	446660__GCA_003428235.1_00351
ERR1913285.898993__1.898993	487175__R5E5Y2__HMPREF9439_00959
ERR1913285.899092__1.899092	1262743__R5CEY1__BN727_01432
ERR1913285.899176__1.899176	338188__C9KSV8__BACFIN_05392
ERR1913285.899188__1.899188	165179__A0A174W369__PREVCOP_04548
ERR1913285.899245__1.899245	165179__D1PHV2__PREVCOP_06822
ERR1913285.899334__1.899334	1262924__R7HQS1__BN585_00657
ERR1913285.899369__1.899369	33043__A0A173YEP6__ERS852575_00888
ERR1913285.899347__1.899347	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.899416__1.899416	2047__A0A2A8D4U6__HMPREF0734_01903
ERR1913285.899549__1.899549	28052__A0A174NHE1__spoIIIE
ERR1913285.899674__1.899674	1262803__R6P3W2__BN649_00055
ERR1913285.899852__1.899852	239935__R6J5N6__CXT99_10770
ERR1913285.899858__1.899858	33043__D5HEE1__ERS852386_01671
ERR1913285.900124__1.900124	46503__R6X0P2__DD461_08655
ERR1913285.900190__1.900190	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913285.900220__1.900220	28117__B0MTI4__ALIPUT_00084
ERR1913285.900290__1.900290	28118__R6FCW4__DF785_08500
ERR1913285.900299__1.900299	357276__I9QBT7__BSEG_03340
ERR1913285.900389__1.900389	165179__D1PGD2__DXC61_10875
ERR1913285.901212__1.901212	818__A0A174TXD9__C799_03229
ERR1913285.901241__1.901241	357276__A0A076II57__GV66_07710
ERR1913285.901245__1.901245	820__A0A174DZ97__SAMN05444418_101240
ERR1913285.901290__1.901290	817__A0A380YUM5__M086_0682
ERR1913285.901293__1.901293	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913285.901405__1.901405	1680__A0A1E7XZY9__DXC60_05815
ERR1913285.901463__1.901463	301302__A0A173UN64__manA_2
ERR1913285.901659__1.901659	853__A0A2A7A628__CGS57_13755
ERR1913285.901828__1.901828	39491__A0A396FJJ9__DXB76_11995
ERR1913285.901850__1.901850	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.901982__1.901982	165179__D1PGD2__DXC61_10875
ERR1913285.902179__1.902179	39492__D4JRZ7__smc
ERR1913285.902214__1.902214	853__C7H7F5__DWZ46_01780
ERR1913285.902225__1.902225	626940__R6WLE3__BN587_00781
ERR1913285.902279__1.902279	40518__R5DS68__hcpC
ERR1913285.902365__1.902365	1262924__R7HSB4__BN585_00816
ERR1913285.902432__1.902432	39491__A0A396FMT0__EUBREC_3020
ERR1913285.902446__1.902446	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913285.902447__1.902447	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913285.902615__1.902615	100886__A0A174MX77__fruA_1
ERR1913285.902819__1.902819	1262803__R6NJG8__BN649_00067
ERR1913285.902940__1.902940	165179__A0A3E5EBV0__DXB80_01745
ERR1913285.903036__1.903036	165179__D1PAJ7__PREVCOP_04222
ERR1913285.903080__1.903080	1262945__R6YTQ4__BN600_01086
ERR1913285.903091__1.903091	1263011__R6EIF3__BN553_01079
ERR1913285.903145__1.903145	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.903176__1.903176	33043__A0A173X520__ERS852575_01617
ERR1913285.903216__1.903216	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913285.903296__1.903296	28117__B0MY40__BHV66_05170
ERR1913285.903405__1.903405	301302__A0A173RYX5__ERS852420_00973
ERR1913285.903599__1.903599	33043__A0A173WPI1__ERS852400_02100
ERR1913285.903736__1.903736	1262803__R6PQZ2__BN649_00435
ERR1913285.903707__1.903707	853__A0A174C5M1__CGS58_04460
ERR1913285.903750__1.903750	28117__B0MTV0__BHV66_06395
ERR1913285.903948__1.903948	39491__A0A395ZF49__DXB69_05290
ERR1913285.903983__1.903983	39491__A0A173VH71__ERS852497_01827
ERR1913285.904051__1.904051	853__A0A2A7A628__CGS57_13755
ERR1913285.904076__1.904076	165179__A0A174MTF2__DXC61_13200
ERR1913285.904019__1.904019	410072__A0A174DEZ0__COPCOM_01936
ERR1913285.904127__1.904127	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913285.904316__1.904316	357276__C3R9Y0__HMPREF1064_01889
ERR1913285.904370__1.904370	360807__A0A1Q6T5F1__fliF
ERR1913285.904606__1.904606	165179__A0A3E5DY64__CFT61_10025
ERR1913285.904612__1.904612	165179__D1PCT4__DXB80_09470
ERR1913285.904661__1.904661	28052__R7NFQ5__ERS852499_01906
ERR1913285.904708__1.904708	39492__D4JQS6__ykoD
ERR1913285.904717__1.904717	165179__R6C5D6__PREVCOP_04658
ERR1913285.904734__1.904734	239935__A0A139TM51__CXT91_12120
ERR1913285.904872__1.904872	33043__A0A173WU55__ganB_2
ERR1913285.904955__1.904955	239935__B2UQP8__CXU15_01110
ERR1913285.904999__1.904999	28052__A0A174MLS2__ERS852451_02445
ERR1913285.905068__1.905068	33043__A0A173ZEG7__ERS852386_01252
ERR1913285.905108__1.905108	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913285.905213__1.905213	40518__R5E2Z2__DXD93_09295
ERR1913285.905378__1.905378	387090__S0F7Y3__BACCOPRO_02028
ERR1913285.905745__1.905745	165179__A0A3E4SB95__DXC61_13455
ERR1913285.905790__1.905790	39491__A0A395V0E5__ERE_31370
ERR1913285.905931__1.905931	39488__C0EXE9__ERS852578_02128
ERR1913285.905879__1.905879	165179__D1P9T6__PREVCOP_04016
ERR1913285.905982__1.905982	165179__R6CNX7__DXB80_02200
ERR1913285.906096__1.906096	28118__F9Z408__NCTC10826_01194
ERR1913285.906120__1.906120	100886__A0A174LP17__CATMIT_00815
ERR1913285.906168__1.906168	884684__GCA_002892425.1_01408
ERR1913285.906149__1.906149	239935__B2UNC5__B5G29_07685
ERR1913285.906265__1.906265	1897011__A0A1Q6RJU7__BHW41_00015
ERR1913285.906360__1.906360	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.906431__1.906431	1262986__R5ZW05__BN492_01552
ERR1913285.906433__1.906433	165179__D1PGD2__DXC61_10875
ERR1913285.906470__1.906470	818__Q8A112__BT_3859
ERR1913285.906476__1.906476	39491__A0A173SH34__EUR_24920
ERR1913285.906505__1.906505	100886__A0A174K8B7__lolD_6
ERR1913285.906545__1.906545	487175__D9Y311__HMPREF9439_01466
ERR1913285.906622__1.906622	165179__A0A3E5A832__DXC61_13685
ERR1913285.906668__1.906668	1780376__A0A143XQT4__BN3659_01658
ERR1913285.906782__1.906782	853__A0A3E2V168__FAEPRAM212_00929
ERR1913285.906817__1.906817	28117__R7JJM9__ALIPUT_00662
ERR1913285.906795__1.906795	165179__A0A3E5DN34__DXC61_07865
ERR1913285.906902__1.906902	28052__A0A174IE05__ypdA_2
ERR1913285.906945__1.906945	649756__D4MTV5__sorC
ERR1913285.906998__1.906998	28117__R7JJM9__ALIPUT_00662
ERR1913285.907054__1.907054	165179__A0A174W369__PREVCOP_04548
ERR1913285.907148__1.907148	39491__A0A174LTW7__DXD13_08720
ERR1913285.907161__1.907161	33043__D5HFE3__lacR
ERR1913285.907190__1.907190	28117__B0MXJ1__BHV66_08445
ERR1913285.907223__1.907223	39491__A0A396FNY7__LD38_16155
ERR1913285.907257__1.907257	165179__D1PGU8__PREVCOP_06463
ERR1913285.907311__1.907311	39485__C4Z5L8__ERS852490_00665
ERR1913285.907344__1.907344	1262911__R6HP91__BN557_01264
ERR1913285.907660__1.907660	821__R6F3Y1__SAMN04487923_104318
ERR1913285.907697__1.907697	2173__A0A1D2WRC1__Msm_0093
ERR1913285.907737__1.907737	165179__R6C5D6__PREVCOP_04658
ERR1913285.907756__1.907756	239935__A0A2N8IRW0__A4V05_11620
ERR1913285.907758__1.907758	39491__A0A395ZGE4__ERS852497_01269
ERR1913285.907799__1.907799	1262803__R6PU22__BN649_00992
ERR1913285.907850__1.907850	28052__A0A174KBY5__slyD
ERR1913285.908005__1.908005	33043__D5HJB7__ERS852400_01485
ERR1913285.908101__1.908101	39492__D4JRV7__EUBSIR_01513
ERR1913285.908373__1.908373	28117__B0MXX2__ALIPUT_01984
ERR1913285.908620__1.908620	239935__A0A2N8IMC9__CXU09_02095
ERR1913285.908632__1.908632	33043__D5HIL8__ERS852386_02009
ERR1913285.908905__1.908905	165179__A0A3E5DX15__DXC61_00345
ERR1913285.909130__1.909130	1262803__R6NRY3__BN649_01980
ERR1913285.909173__1.909173	33043__A0A174B7D6__ERS852400_01331
ERR1913285.909222__1.909222	33043__A0A173ZDC4__malL_1
ERR1913285.909235__1.909235	39491__C4ZEW3__T1815_18241
ERR1913285.909239__1.909239	2293125__A0A374C7P4__DW917_07690
ERR1913285.909392__1.909392	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913285.909603__1.909603	33043__A0A174B7D6__ERS852400_01331
ERR1913285.909725__1.909725	853__A0A2A7B9I6__DW855_13690
ERR1913285.909887__1.909887	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913285.909941__1.909941	1262911__R6HN81__BN557_00921
ERR1913285.910039__1.910039	39491__A0A395V0H3__ERS852417_01192
ERR1913285.910084__1.910084	187979__A0A174CGB7__ERS852385_02181
ERR1913285.910056__1.910056	301301__A0A395VAL3__mcp2_2
ERR1913285.910171__1.910171	165179__D1PCL6__DXB80_13435
ERR1913285.910211__1.910211	626940__E8LGH2__DCQ00_03540
ERR1913285.910230__1.910230	33039__A0A173RPT9__ERS852502_02389
ERR1913285.910290__1.910290	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913285.910331__1.910331	39491__A0A173U130__ERE_16110
ERR1913285.910412__1.910412	1897011__A0A1Q6RJU7__BHW41_00015
ERR1913285.910713__1.910713	165179__A0A3E5E5L1__DXB80_05980
ERR1913285.910730__1.910730	28118__R6FDR5__B5F93_17520
ERR1913285.910817__1.910817	1262803__R6NU90__BN649_01506
ERR1913285.910915__1.910915	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.911003__1.911003	28117__B0MU53__ALIPUT_00569
ERR1913285.911075__1.911075	33043__A0A173X7L1__ERS852400_00423
ERR1913285.911262__1.911262	39492__D4JUS6__accD5
ERR1913285.911340__1.911340	165179__A0A3E5AEF7__DXC61_05000
ERR1913285.911700__1.911700	39488__A0A174IFL3__DXD91_00270
ERR1913285.912102__1.912102	33043__D5HJ22__ERS852575_02302
ERR1913285.912062__1.912062	39492__D4JWI6__EUBSIR_01073
ERR1913285.912164__1.912164	39485__A0A174ZPH7__ERS852490_01992
ERR1913285.912178__1.912178	1535__A7VRY3__CH238_12035
ERR1913285.912514__1.912514	301301__A0A395V8E1__RHOM_11160
ERR1913285.912603__1.912603	1262924__R7HQP2__BN585_01509
ERR1913285.912637__1.912637	33043__D5HIK4__ERS852400_01112
ERR1913285.912641__1.912641	165179__D1P9T6__PREVCOP_04016
ERR1913285.912823__1.912823	1262803__R6PRI7__BN649_00531
ERR1913285.912953__1.912953	39491__A0A396FRE7__EUR_27520
ERR1913285.913028__1.913028	39492__D4JUP6__ERS852540_01404
ERR1913285.913088__1.913088	33039__A0A173RPT9__ERS852502_02389
ERR1913285.913423__1.913423	1262889__R7HAY6__BN634_02225
ERR1913285.913530__1.913530	410072__A0A174HCW3__ERS852574_00529
ERR1913285.913619__1.913619	357276__C3RDQ5__HMPREF1065_03827
ERR1913285.913814__1.913814	46228__V8C6B2__DXD17_09805
ERR1913285.913908__1.913908	853__C7H7F5__DWZ46_01780
ERR1913285.913963__1.913963	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913285.914006__1.914006	28117__B0MY40__BHV66_05170
ERR1913285.914036__1.914036	28117__R7JPX7__BHV66_00900
ERR1913285.914037__1.914037	28117__R7JPX7__BHV66_00900
ERR1913285.914041__1.914041	40518__R5DXH2__DXD83_10135
ERR1913285.914508__1.914508	1160721__W0U2W0__BHW50_02075
ERR1913285.914571__1.914571	39491__C4Z9J5__DXB69_02495
ERR1913285.914680__1.914680	820__A0A174DZ97__SAMN05444418_101240
ERR1913285.914810__1.914810	147207__dnaK2
ERR1913285.914830__1.914830	143393__X8K1T1__HMPREF9092_0808
ERR1913285.915052__1.915052	384638__B7AVU0__BACPEC_02840
ERR1913285.915339__1.915339	39486__G1WM36__DXD10_02135
ERR1913285.915471__1.915471	1262736__R5Y2W2__BN496_01173
ERR1913285.915678__1.915678	239935__A0A139TPU7__CXT91_06575
ERR1913285.915718__1.915718	39491__A0A396FQ67__DXB99_07505
ERR1913285.915742__1.915742	853__A0A2A7B9I6__DW855_13690
ERR1913285.916083__1.916083	823__A0A395YSW8__CF162_05645
ERR1913285.916298__1.916298	39492__D4JWG6__EUBSIR_00253
ERR1913285.916536__1.916536	853__C7H7F8__yccM_1
ERR1913285.916597__1.916597	384639__GCA_003096855.1_01179
ERR1913285.916656__1.916656	1263006__R6LRF6__BN515_00540
ERR1913285.916677__1.916677	40518__A0A1C6H8C4__DXD93_02535
ERR1913285.916742__1.916742	165179__D1P9T6__PREVCOP_04016
ERR1913285.916750__1.916750	384639__GCA_003096855.1_01171
ERR1913285.916817__1.916817	39491__A0A395UZ89__DXB72_12805
ERR1913285.917145__1.917145	28116__A0A1Y4PHM7__DXA80_25130
ERR1913285.917156__1.917156	165179__A0A174SA26__PREVCOP_05758
ERR1913285.917418__1.917418	165179__D1PCL6__DXB80_13435
ERR1913285.917425__1.917425	165179__A0A3E5E4T9__DXB80_08030
ERR1913285.917592__1.917592	1262803__R6NN27__BN649_00619
ERR1913285.917614__1.917614	239935__A0A2N8IV82__CXT99_06735
ERR1913285.917620__1.917620	39491__D4JMW8__ERS852497_01971
ERR1913285.917668__1.917668	40518__R5E304__thiT
ERR1913285.918183__1.918183	47678__R5UA58__ERS852558_01431
ERR1913285.918364__1.918364	39491__A0A395V0H3__ERS852417_01192
ERR1913285.918451__1.918451	165179__A0A229I6N7__DXC61_06720
ERR1913285.918404__1.918404	1262911__R6GKS1__BN557_00184
ERR1913285.918514__1.918514	165179__D1PAN5__PREVCOP_04260
ERR1913285.918731__1.918731	410072__A0A174DJM1__DXD67_05275
ERR1913285.918740__1.918740	165179__D1PDJ4__DXB80_08505
ERR1913285.919168__1.919168	165179__R6C3K4__PREVCOP_05795
ERR1913285.919172__1.919172	165179__A0A229I9X5__CFT61_01205
ERR1913285.919292__1.919292	28052__A0A174KLS3__ERS852451_01864
ERR1913285.919299__1.919299	239935__R7DVL7__CXT93_01180
ERR1913285.919333__1.919333	360807__C0FVL1__ERS852392_00394
ERR1913285.919369__1.919369	165179__R6PU83__CFT61_14275
ERR1913285.919585__1.919585	39492__D4MIK7__EUBSIR_00676
ERR1913285.919647__1.919647	853__A0A174BZY1__xerD_1
ERR1913285.919649__1.919649	165179__A0A229I6N7__DXC61_06720
ERR1913285.919783__1.919783	165179__A0A3E5DRF6__DXC61_00200
ERR1913285.920148__1.920148	39491__D4JMW8__ERS852497_01971
ERR1913285.920352__1.920352	39491__D4JMW8__ERS852497_01971
ERR1913285.920541__1.920541	165179__A0A3E5AE59__DXC61_12885
ERR1913285.920635__1.920635	1262803__R6NLI1__BN649_00352
ERR1913285.920870__1.920870	823__A0A173VS36__M091_4727
ERR1913285.920960__1.920960	74426__rpoB
ERR1913285.921075__1.921075	487175__R5E9M5__HMPREF9439_01864
ERR1913285.921192__1.921192	853__A0A2A6Z8X1__FPR_03410
ERR1913285.921193__1.921193	338188__C9KTQ6__BACFIN_05559
ERR1913285.921304__1.921304	33043__D5HIS6__ERS852575_02019
ERR1913285.921454__1.921454	40518__R5DUU2__yvhJ_2
ERR1913285.921642__1.921642	410072__A0A174H348__sfp_2
ERR1913285.921738__1.921738	33043__D5HDY1__cdd
ERR1913285.921837__1.921837	28117__B0MZ50__ALIPUT_02424
ERR1913285.921971__1.921971	33043__A0A173SQ62__ERS852575_01610
ERR1913285.921913__1.921913	853__A0A2A7B1Y7__C7K05_11930
ERR1913285.921986__1.921986	1262803__R6NQK5__BN649_01826
ERR1913285.922033__1.922033	818__E5C5U7__SAMN05216253_101163
ERR1913285.922142__1.922142	1262924__R7HLJ5__BN585_01491
ERR1913285.922143__1.922143	1262924__R7HLJ5__BN585_01491
ERR1913285.922144__1.922144	28052__A0A174MKP3__ERS852451_02483
ERR1913285.922171__1.922171	165179__D1PGU8__PREVCOP_06463
ERR1913285.922204__1.922204	1262911__R6GSH8__BN557_00939
ERR1913285.922241__1.922241	821__A0A395VIK7__BVU_1225
ERR1913285.922599__1.922599	394340__hgdC
ERR1913285.922789__1.922789	823__A6LBY1__ERS852380_00510
ERR1913285.922809__1.922809	106588__A6NRH6__BACCAP_00804
ERR1913285.922830__1.922830	46503__A7AHD3__DXB85_00810
ERR1913285.922945__1.922945	1263011__R6EQB8__BN553_00541
ERR1913285.923058__1.923058	165179__A0A3E5DZA5__DXB80_12550
ERR1913285.923161__1.923161	821__A0A173XDD3__DXB82_17180
ERR1913285.923127__1.923127	165179__W1I4H6__DXB80_13655
ERR1913285.923358__1.923358	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.923511__1.923511	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.923553__1.923553	40518__R5DVL2__penA
ERR1913285.923560__1.923560	28118__F9Z920__B5F99_04535
ERR1913285.923756__1.923756	165179__A0A174MTF2__DXC61_13200
ERR1913285.923831__1.923831	165179__D1PES9__DXB80_11585
ERR1913285.923938__1.923938	165179__D1PB89__DXC61_08425
ERR1913285.924050__1.924050	1262911__R6GZW9__BN557_00833
ERR1913285.924099__1.924099	165179__R6PNJ9__PREVCOP_04730
ERR1913285.924246__1.924246	384639__GCA_003096855.1_01178
ERR1913285.924387__1.924387	239935__A0A2N8I3G2__CXT89_00720
ERR1913285.924407__1.924407	338188__C9KST5__ERS852397_01098
ERR1913285.924502__1.924502	28116__D7J6A7__NCTC11153_02798
ERR1913285.924534__1.924534	360807__A0A396AK01__RIL183_20461
ERR1913285.924691__1.924691	33043__D5HIC8__vspIM
ERR1913285.924692__1.924692	33043__D5HIC8__vspIM
ERR1913285.924667__1.924667	33043__A0A174DVD4__prkC_7
ERR1913285.924677__1.924677	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913285.924678__1.924678	357276__C3R9Y0__HMPREF1064_01889
ERR1913285.925081__1.925081	1262743__R5C534__BN727_01046
ERR1913285.925002__1.925002	46503__K5ZX50__dnaG_1
ERR1913285.925404__1.925404	28052__A0A174HF53__ERS852499_00436
ERR1913285.925421__1.925421	649756__D4MVD8__ERS852475_00940
ERR1913285.925508__1.925508	165179__D1PGJ6__DXC61_07300
ERR1913285.925583__1.925583	165179__D1PDJ4__DXB80_08505
ERR1913285.925599__1.925599	46503__R6X5W5__HMPREF1078_03156
ERR1913285.925667__1.925667	487174__K0WUM9__HMPREF9448_02608
ERR1913285.925722__1.925722	47678__R5U6J0__ERS852558_00310
ERR1913285.925783__1.925783	1263011__R6DMN6__BN553_01074
ERR1913285.925850__1.925850	166486__D4L1H3__sacC
ERR1913285.925960__1.925960	39492__D4JRV7__EUBSIR_01513
ERR1913285.926172__1.926172	165179__A0A3E5DX15__DXC61_00345
ERR1913285.926331__1.926331	40519__U2M5D2__RUMCAL_00691
ERR1913285.926413__1.926413	28052__R7NCE0__ERS852499_00449
ERR1913285.926509__1.926509	28052__R7N8Y9__macB_4
ERR1913285.926523__1.926523	39491__D4JMW8__ERS852497_01971
ERR1913285.926761__1.926761	301302__A0A0M6WVL0__celA
ERR1913285.926755__1.926755	360807__A0A0M6X184__ERS852392_03203
ERR1913285.926860__1.926860	884684__GCA_002892425.1_00913
ERR1913285.926864__1.926864	116085__D4J6R4__DW747_08190
ERR1913285.926872__1.926872	39492__D4JVG1__ERS852540_00951
ERR1913285.926991__1.926991	39491__A0A395ZKJ0__DXD13_11010
ERR1913285.927300__1.927300	40518__R5DVL2__penA
ERR1913285.927569__1.927569	47678__R5U3A7__ERS852494_02965
ERR1913285.927585__1.927585	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.927770__1.927770	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.927956__1.927956	1150298__A0A174GQV8__ERS852406_02454
ERR1913285.928016__1.928016	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913285.928166__1.928166	1263107__GCA_000436995.1_00065
ERR1913285.928373__1.928373	84030__D4CF62__B5F06_00230
ERR1913285.928474__1.928474	165179__A0A174W369__PREVCOP_04548
ERR1913285.928486__1.928486	46503__K5ZM81__DCY29_16460
ERR1913285.929144__1.929144	239935__R7DVL7__CXT93_01180
ERR1913285.929151__1.929151	820__A0A3E4RU03__M093_0563
ERR1913285.929291__1.929291	40518__R5DXI4__DXD86_07420
ERR1913285.929306__1.929306	39492__B0MPL6__EUBSIR_01779
ERR1913285.929470__1.929470	33043__D5HIK4__ERS852400_01112
ERR1913285.929536__1.929536	853__A0A173YYY4__DWZ04_09420
ERR1913285.929479__1.929479	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.929581__1.929581	165179__D1PCL6__DXB80_13435
ERR1913285.929623__1.929623	46503__R6X275__DD461_10840
ERR1913285.929739__1.929739	40520__A5ZSF0__DXC87_15965
ERR1913285.929778__1.929778	47678__R5U9Z6__HMPREF1061_03205
ERR1913285.929787__1.929787	39490__U2PBI2__ERS852448_00036
ERR1913285.929822__1.929822	33043__A0A173YUV6__ERS852386_00507
ERR1913285.929985__1.929985	239935__R7E524__CXT91_06180
ERR1913285.930026__1.930026	33043__D5HHY4__luxQ_1
ERR1913285.930283__1.930283	165179__A0A3E5E3D6__DXC61_05750
ERR1913285.930517__1.930517	301302__A0A173T3P5__ERS852420_01836
ERR1913285.930526__1.930526	39491__A0A395V1Y4__DXB99_08035
ERR1913285.930597__1.930597	165179__A0A3E5DZA5__DXB80_12550
ERR1913285.930735__1.930735	39491__A0A396FP46__cobD_2
ERR1913285.930790__1.930790	28116__A0A1G8H1M8__DXF98_11065
ERR1913285.930868__1.930868	1262746__R5SRY0__BN750_01341
ERR1913285.930966__1.930966	39491__A0A396FNY7__LD38_16155
ERR1913285.931026__1.931026	165179__R6BQP4__DXC61_02015
ERR1913285.931037__1.931037	1160721__R6SZN5__BHW50_07705
ERR1913285.931161__1.931161	328814__GCA_004558275.1_02278
ERR1913285.931447__1.931447	1262746__R5S926__BN750_01724
ERR1913285.931469__1.931469	371601__C3QXN6__ERS852396_01055
ERR1913285.931616__1.931616	239935__R6JAS2__CXU02_10725
ERR1913285.931739__1.931739	458033__GCA_001482755.1_02203
ERR1913285.931754__1.931754	33043__A0A174ADZ1__dcuS_1
ERR1913285.931982__1.931982	165179__A0A3E5E5L1__DXB80_05980
ERR1913285.932278__1.932278	46503__R6Y2Q2__DCY29_15375
ERR1913285.932286__1.932286	39491__A0A395V0X2__EUBREC_3007
ERR1913285.932539__1.932539	28052__R7NA90__tcyB
ERR1913285.932821__1.932821	39492__D4JQU6__ERS852540_02194
ERR1913285.932831__1.932831	1262911__R6GPM2__BN557_00937
ERR1913285.932879__1.932879	301302__R5V671__M72_27831
ERR1913285.932887__1.932887	165179__A0A3E5A554__DXB80_13805
ERR1913285.932928__1.932928	33043__A0A174H5E3__ERS852400_02880
ERR1913285.932953__1.932953	165179__D1P9T6__PREVCOP_04016
ERR1913285.933012__1.933012	165179__R6CNX7__DXB80_02200
ERR1913285.933055__1.933055	821__A0A0P0M2J4__DXD46_10295
ERR1913285.933170__1.933170	1262803__R6PU18__BN649_00987
ERR1913285.933223__1.933223	165179__A0A3E5ED28__PREVCOP_06655
ERR1913285.933537__1.933537	165179__A0A174W369__PREVCOP_04548
ERR1913285.933601__1.933601	40518__R5DW64__RBL236_01394
ERR1913285.933892__1.933892	46503__R6Y0Q3__DCY29_15880
ERR1913285.934020__1.934020	46503__R6Y837__PARMER_03866
ERR1913285.934148__1.934148	165179__D1PAJ7__PREVCOP_04222
ERR1913285.934161__1.934161	40518__R5DPA7__RBATCC27255_01319
ERR1913285.934197__1.934197	165179__A0A3E5A554__DXB80_13805
ERR1913285.934268__1.934268	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913285.934281__1.934281	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913285.934335__1.934335	39492__D4MMN2__EUBSIR_00964
ERR1913285.934355__1.934355	239935__A0A139TPU7__CXT91_06575
ERR1913285.934357__1.934357	33043__D5HJ22__ERS852575_02302
ERR1913285.934398__1.934398	239935__R7DVL7__CXT93_01180
ERR1913285.934527__1.934527	1262803__R6NKT8__BN649_00709
ERR1913285.934606__1.934606	820__A0A139K8N1__ERS852554_00951
ERR1913285.934884__1.934884	239935__A0A2N8IMC3__CXT96_03840
ERR1913285.934942__1.934942	165179__D1PES9__DXB80_11585
ERR1913285.935152__1.935152	47678__R5UV30__C5Z00_12615
ERR1913285.935163__1.935163	165179__D1PGJ6__DXC61_07300
