ERR1913195.27__1.27	292800__G9YWZ8__A4U99_12635
ERR1913195.761709__1.761709	165179__D1PDJ4__DXB80_08505
ERR1913195.762230__1.762230	820__A0A174VD39__DXD90_12235
ERR1913195.762244__1.762244	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.762308__1.762308	1262882__R5MRS7__BN519_01490
ERR1913195.762395__1.762395	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913195.762832__1.762832	165179__D1PES9__DXB80_11585
ERR1913195.762945__1.762945	1262882__R5MZZ3__BN519_00482
ERR1913195.763017__1.763017	1262882__R5MM96__BN519_01545
ERR1913195.763099__1.763099	1623__E7FT42__LRU_01113
ERR1913195.763227__1.763227	1262929__R6F558__BN691_01421
ERR1913195.763286__1.763286	626940__E8LEB7__DCQ00_02550
ERR1913195.763361__1.763361	165179__A0A3E5DZ45__DXC61_02820
ERR1913195.763379__1.763379	1262882__R5MYX5__BN519_00333
ERR1913195.763625__1.763625	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.763957__1.763957	165179__A0A3E5AAM8__DXB80_10240
ERR1913195.764286__1.764286	165179__A0A3E5E4P9__DXB80_07930
ERR1913195.764633__1.764633	360807__A0A1Q6SXK5__RIL183_06541
ERR1913195.764663__1.764663	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.764720__1.764720	216816__B7GTR6__BLD_0992
ERR1913195.764950__1.764950	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.765191__1.765191	1744__A0A2C8ALZ0__PFR_JS21-1_1313
ERR1913195.765301__1.765301	100886__A0A174K8B7__lolD_6
ERR1913195.765347__1.765347	1262930__R6ARC0__BN693_01458
ERR1913195.765469__1.765469	901__B6WRI8__DHV46_05150
ERR1913195.765593__1.765593	165179__A0A3E5DWZ6__DXC61_10880
ERR1913195.765613__1.765613	165179__D1PER3__DXB80_11525
ERR1913195.765677__1.765677	2293125__A0A374CJ42__DW917_03305
ERR1913195.765910__1.765910	301302__R5UMN4__M72_24341
ERR1913195.766039__1.766039	1262924__R7HRJ9__BN585_00557
ERR1913195.766065__1.766065	165179__D1P9T6__PREVCOP_04016
ERR1913195.766114__1.766114	39491__D6E2U1__EUBREC_3278
ERR1913195.766242__1.766242	410072__A0A174E1G6__phoR_6
ERR1913195.766375__1.766375	165179__A0A174W369__PREVCOP_04548
ERR1913195.766386__1.766386	821__R6F3Y1__SAMN04487923_104318
ERR1913195.766547__1.766547	853__A0A173XRA8__CGS56_09290
ERR1913195.766516__1.766516	33043__D5HGR0__rpfC_2
ERR1913195.766861__1.766861	823__A0A174KUS4__araC_7
ERR1913195.766882__1.766882	165179__A0A3E5E3D6__DXC61_05750
ERR1913195.766951__1.766951	1262911__R6H2B5__BN557_01151
ERR1913195.767003__1.767003	165179__D1P8K1__DXB80_06045
ERR1913195.767021__1.767021	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913195.767033__1.767033	1262743__R5C054__BN727_01980
ERR1913195.767153__1.767153	165179__A0A174MTF2__DXC61_13200
ERR1913195.767159__1.767159	165179__A0A3E5DRF6__DXC61_00200
ERR1913195.767164__1.767164	1262924__R7HQD9__BN585_00129
ERR1913195.767259__1.767259	165179__A0A3E4SEG4__DXC61_11235
ERR1913195.767330__1.767330	39488__R5G6A7__DXD91_05835
ERR1913195.767441__1.767441	1680__A1A1R1__BIFADO_00076
ERR1913195.767538__1.767538	1262882__R5MRS7__BN519_01490
ERR1913195.767608__1.767608	1262930__R5ZV69__BN693_01268
ERR1913195.767724__1.767724	626940__E8LGB7__BN587_02010
ERR1913195.767803__1.767803	301302__R5USI9__prsA3
ERR1913195.768036__1.768036	820__A0A139JY23__B5G17_06330
ERR1913195.768193__1.768193	301302__A0A0M6WTB1__M72_11101
ERR1913195.768271__1.768271	552398__T5S086__HMPREF0866_01580
ERR1913195.768391__1.768391	301302__R5UPH9__M72_00521
ERR1913195.768774__1.768774	1744__A0A2C7ZPE1__PFCIRM118_02875
ERR1913195.768902__1.768902	165179__A0A174IPI3__CFT61_10940
ERR1913195.768964__1.768964	28026__R6P0Q2__DXD35_08075
ERR1913195.769123__1.769123	745368__A0A1T4X705__SAMN02745178_01472
ERR1913195.769320__1.769320	2293125__A0A374BZ93__DW917_11205
ERR1913195.769365__1.769365	214856__A0A174ZLY7__ERS852447_02456
ERR1913195.769468__1.769468	165179__A0A3E5E7J5__DXC61_10360
ERR1913195.769433__1.769433	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.769572__1.769572	301302__R5UJR5__M72_06371
ERR1913195.769589__1.769589	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.769602__1.769602	39486__R6TIP5__DXD50_08735
ERR1913195.769688__1.769688	165179__A0A174NK27__PREVCOP_06433
ERR1913195.769852__1.769852	218139__GCA_002259595.1_01323
ERR1913195.769972__1.769972	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913195.769973__1.769973	33043__A0A174DAG8__dapF
ERR1913195.770034__1.770034	1262929__R6EYQ0__BN691_00631
ERR1913195.770214__1.770214	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913195.770300__1.770300	165179__A0A3E4S980__PREVCOP_04626
ERR1913195.770424__1.770424	165179__D1PFV4__PREVCOP_06112
ERR1913195.770602__1.770602	1262743__R5C054__BN727_01980
ERR1913195.770768__1.770768	165179__D1PHM6__DXC61_06700
ERR1913195.770676__1.770676	301302__R5UJW6__ERS852420_01698
ERR1913195.770687__1.770687	28132__D9RV83__HMPREF0660_00835
ERR1913195.770803__1.770803	214856__A0A174G1M7__ERS852559_00594
ERR1913195.771106__1.771106	165179__A0A3E5AHY4__CFT61_07675
ERR1913195.771179__1.771179	165179__A0A3E5EB26__CFT61_02800
ERR1913195.771281__1.771281	1262882__R5N1M9__BN519_00768
ERR1913195.771254__1.771254	1262882__R5MSX6__BN519_01697
ERR1913195.771422__1.771422	165179__D1PGD2__DXC61_10875
ERR1913195.771439__1.771439	823__D0TCC2__HMPREF1075_01590
ERR1913195.771691__1.771691	1535__A7VQ80__CH238_09920
ERR1913195.771722__1.771722	649756__D4MX28__ERS852520_02831
ERR1913195.771869__1.771869	328814__GCA_004558275.1_00999
ERR1913195.771846__1.771846	301302__A0A0M6WZT5__M72_18331
ERR1913195.772757__1.772757	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.772894__1.772894	33043__D5HF09__ERS852575_02732
ERR1913195.772868__1.772868	2022527__A0A264Y3X7__CHL74_13910
ERR1913195.772946__1.772946	301302__A0A173UT39__M72_23901
ERR1913195.772984__1.772984	165179__D1PGD2__DXC61_10875
ERR1913195.773019__1.773019	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913195.773066__1.773066	33043__D5HEU4__ftsW_3
ERR1913195.773141__1.773141	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913195.773149__1.773149	165179__A0A3E5A5E5__DXC61_13965
ERR1913195.773266__1.773266	853__A0A173XRA8__CGS56_09290
ERR1913195.773299__1.773299	33043__D5HIA8__ERS852575_01867
ERR1913195.773470__1.773470	301302__R5UV35__M72_02721
ERR1913195.773561__1.773561	165179__R6CNX7__DXB80_02200
ERR1913195.773579__1.773579	165179__R6BQP4__DXC61_02015
ERR1913195.773748__1.773748	1284775__A0A095Y637__HMPREF1640_07040
ERR1913195.773838__1.773838	165179__D1P9T6__PREVCOP_04016
ERR1913195.774179__1.774179	165179__D1PB89__DXC61_08425
ERR1913195.774245__1.774245	363265__R6EW17__HMPREF0673_02095
ERR1913195.774284__1.774284	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913195.774346__1.774346	40518__R5DUJ5__DXD83_01635
ERR1913195.774459__1.774459	1262882__R5MRT2__BN519_01494
ERR1913195.774592__1.774592	1262882__R5N3T7__BN519_01188
ERR1913195.774765__1.774765	165179__D1PCT4__DXB80_09470
ERR1913195.774795__1.774795	165179__A0A174W369__PREVCOP_04548
ERR1913195.774880__1.774880	301302__R5VFW5__M72_26781
ERR1913195.774980__1.774980	1262929__R6FRR0__BN691_00154
ERR1913195.775239__1.775239	39488__A0A174ALY3__ERS852450_00805
ERR1913195.775301__1.775301	371601__C3QR34__DXD03_22980
ERR1913195.775446__1.775446	214851__D1PSK8__SUBVAR_07391
ERR1913195.775521__1.775521	165179__A0A3E5EA43__DXC61_07775
ERR1913195.775572__1.775572	1150298__A0A174SLE6__mlc_1
ERR1913195.775627__1.775627	28052__A0A174M9U3__ERS852451_02548
ERR1913195.775739__1.775739	165179__A0A3E5E189__PREVCOP_06699
ERR1913195.775788__1.775788	626940__E8LFQ7__BN587_01244
ERR1913195.775879__1.775879	1262882__R5MJZ7__BN519_01272
ERR1913195.775930__1.775930	301302__A0A0M6WB38__ERS852420_00286
ERR1913195.776018__1.776018	626940__E8LC93__DCQ00_09725
ERR1913195.776606__1.776606	649756__A0A173RGN8__DO83_04830
ERR1913195.776768__1.776768	165179__A0A3E5EA83__DXC61_07750
ERR1913195.776907__1.776907	820__A0A3E4RTP0__C801_01067
ERR1913195.777079__1.777079	363265__R6F4I0__HMPREF0673_00778
ERR1913195.777163__1.777163	165179__A0A3E5EDS1__DXC61_03115
ERR1913195.777156__1.777156	626937__A0A136Q8T8__HMPREF3293_00009
ERR1913195.777297__1.777297	1284775__A0A095Y653__HMPREF1640_07170
ERR1913195.777300__1.777300	706562__GCA_900112995.1_01617
ERR1913195.777692__1.777692	301302__A0A173T929__M72_26841
ERR1913195.777795__1.777795	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913195.778160__1.778160	100886__A0A174HSH4__CATMIT_02717
ERR1913195.778412__1.778412	1262929__R6EYF9__BN691_01816
ERR1913195.778510__1.778510	40518__R5DYM0__DXD86_08165
ERR1913195.778550__1.778550	649756__D4MWV5__coaE
ERR1913195.778584__1.778584	165179__D1PCT4__DXB80_09470
ERR1913195.778785__1.778785	387090__S0F5W0__BACCOPRO_01138
ERR1913195.778900__1.778900	165179__A0A3E5A554__DXB80_13805
ERR1913195.778921__1.778921	165179__A0A3E5EA43__DXC61_07775
ERR1913195.778946__1.778946	165179__R6CNX7__DXB80_02200
ERR1913195.779127__1.779127	165179__A0A174SA26__PREVCOP_05758
ERR1913195.779138__1.779138	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913195.779309__1.779309	2011081__GeneID:1260710
ERR1913195.779349__1.779349	39488__A0A174D9D0__EUBHAL_02073
ERR1913195.779529__1.779529	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.779730__1.779730	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.779757__1.779757	40518__R5DZ16__DXD86_01455
ERR1913195.779766__1.779766	1393034__GCA_001552785.1_00728
ERR1913195.779910__1.779910	216816__B7GTR6__BLD_0992
ERR1913195.780020__1.780020	1262882__R5MIY9__BN519_01097
ERR1913195.780039__1.780039	1262882__R5MFA5__BN519_00331
ERR1913195.780252__1.780252	100886__E2NNK0__ERS852383_03515
ERR1913195.780388__1.780388	165179__W1I4H6__DXB80_13655
ERR1913195.780501__1.780501	1262924__R7HQB3__BN585_00435
ERR1913195.780522__1.780522	40518__R5DY73__DXD86_02865
ERR1913195.780856__1.780856	165179__A0A174SA26__PREVCOP_05758
ERR1913195.781052__1.781052	2293125__A0A374BSW4__DW917_13420
ERR1913195.781084__1.781084	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.781219__1.781219	39488__C0F0P7__ERS852578_02651
ERR1913195.781574__1.781574	165179__A0A3E5AER8__DXB80_07075
ERR1913195.781588__1.781588	301302__A0A0M6W9I4__M72_19871
ERR1913195.781653__1.781653	363265__R7H0P1__HMPREF0673_01907
ERR1913195.781833__1.781833	165179__A0A3E5E920__DXB80_11625
ERR1913195.781938__1.781938	301302__A0A173TWC1__phoR_7
ERR1913195.782069__1.782069	357276__A0A076INR8__EL88_12300
ERR1913195.782119__1.782119	328812__A0A0F5JJR6__ACM15_05600
ERR1913195.782234__1.782234	823__A0A355XIK0__CEQ22_011965
ERR1913195.782311__1.782311	33043__A0A174AEP1__apr
ERR1913195.782436__1.782436	40518__R5DRG6__ylbJ
ERR1913195.782449__1.782449	301302__A0A0M6W9I4__M72_19871
ERR1913195.782775__1.782775	40518__R5DTJ1__DXD86_03635
ERR1913195.782825__1.782825	165179__R6C3K4__PREVCOP_05795
ERR1913195.783076__1.783076	165179__D1P8Q2__trpF
ERR1913195.783166__1.783166	165179__R6B8D8__DXC61_09245
ERR1913195.783139__1.783139	165179__W1I4H6__DXB80_13655
ERR1913195.783510__1.783510	39488__A0A173REY4__ecfT_1
ERR1913195.783533__1.783533	2022527__A0A264YA42__CHL74_01870
ERR1913195.783685__1.783685	1262929__R6FUB1__BN691_00386
ERR1913195.783709__1.783709	328814__GCA_004558275.1_00296
ERR1913195.783677__1.783677	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913195.783857__1.783857	165179__A0A174K816__DXB80_12000
ERR1913195.783820__1.783820	1680__A0A173Y6N7__yhaH
ERR1913195.784346__1.784346	33043__D5HIL5__ERS852445_01761
ERR1913195.784735__1.784735	100886__E2NNS1__ywpJ_5
ERR1913195.784756__1.784756	165179__R6BPK1__DXB80_04445
ERR1913195.785310__1.785310	165179__A0A174SA26__PREVCOP_05758
ERR1913195.785488__1.785488	2293125__A0A374CJ42__DW917_03305
ERR1913195.785495__1.785495	301302__A0A173TEJ2__M72_09031
ERR1913195.785635__1.785635	745368__A0A1T4X705__SAMN02745178_01472
ERR1913195.785690__1.785690	165179__D1PGU8__PREVCOP_06463
ERR1913195.785705__1.785705	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913195.785988__1.785988	1262929__R6F5P4__BN691_01119
ERR1913195.786014__1.786014	387661__K5YKM4__B5F96_08610
ERR1913195.786237__1.786237	165179__A0A174NK27__PREVCOP_06433
ERR1913195.786486__1.786486	1262882__R5N532__BN519_01420
ERR1913195.786400__1.786400	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913195.786510__1.786510	39488__A0A374NVK2__DXD91_03585
ERR1913195.786563__1.786563	821__A0A174MBW9__SAMN04487923_10272
ERR1913195.786587__1.786587	901__B6WR00__DESPIGER_0128
ERR1913195.786617__1.786617	165179__A0A174IHQ2__PREVCOP_05478
ERR1913195.786746__1.786746	100886__E2NQY0__CATMIT_00983
ERR1913195.787281__1.787281	2024223__A0A255TFB9__CIL02_01190
ERR1913195.787589__1.787589	165179__A0A3E5EA43__DXC61_07775
ERR1913195.787605__1.787605	457421__C5ERC0__CBFG_04276
ERR1913195.787691__1.787691	39486__B0G1X6__DXD50_11780
ERR1913195.787745__1.787745	165179__A0A174W369__PREVCOP_04548
ERR1913195.788253__1.788253	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913195.788216__1.788216	1262882__R5N1T9__BN519_00804
ERR1913195.788281__1.788281	1262882__R5N3H1__BN519_01121
ERR1913195.788398__1.788398	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913195.788367__1.788367	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.788368__1.788368	33043__D5HGZ8__nnr
ERR1913195.788371__1.788371	39491__A0A395ZG74__licR
ERR1913195.788707__1.788707	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.788807__1.788807	1262929__R6F6B7__BN691_01334
ERR1913195.788822__1.788822	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913195.788876__1.788876	1262929__R6F839__BN691_00353
ERR1913195.788895__1.788895	410072__A0A174QX27__murE_2
ERR1913195.788977__1.788977	165179__A0A3E5DY64__CFT61_10025
ERR1913195.788943__1.788943	301302__A0A0M6WCT0__M72_03221
ERR1913195.789043__1.789043	165179__A0A3E5AER8__DXB80_07075
ERR1913195.789285__1.789285	2293125__A0A374BPP3__DW917_14380
ERR1913195.789414__1.789414	1299998__GCA_001494635.1_01530
ERR1913195.789579__1.789579	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.789614__1.789614	1262882__R5N4F5__BN519_01266
ERR1913195.789647__1.789647	165179__A0A174IHQ2__PREVCOP_05478
ERR1913195.789703__1.789703	410072__C0BEV2__ERS852525_03010
ERR1913195.789773__1.789773	165179__R6CJG8__DXC61_09290
ERR1913195.789798__1.789798	1262882__R5MIY9__BN519_01097
ERR1913195.790071__1.790071	29361__B6FRT6__CLONEX_02860
ERR1913195.790310__1.790310	214856__A0A174G1M7__ERS852559_00594
ERR1913195.790459__1.790459	100886__E2NQ59__ERS852383_05954
ERR1913195.790567__1.790567	301302__R5V5V1__M72_08471
ERR1913195.790633__1.790633	301302__R5V671__M72_27831
ERR1913195.790790__1.790790	40518__R5DV66__DXD83_04215
ERR1913195.791189__1.791189	363265__R6EXZ0__HMPREF0673_02525
ERR1913195.791220__1.791220	1262924__R7HM98__BN585_01697
ERR1913195.791246__1.791246	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.791541__1.791541	2024222__A0A255T0W2__CIK99_03190
ERR1913195.791631__1.791631	165179__A0A3E5EDV6__DXC61_03365
ERR1913195.791802__1.791802	1680__A0A087DSA4__B5789_0495
ERR1913195.791804__1.791804	39488__C0F0P7__ERS852578_02651
ERR1913195.791852__1.791852	1262882__R5MGI7__BN519_00643
ERR1913195.791930__1.791930	1262882__R5N0J9__BN519_00773
ERR1913195.792148__1.792148	33039__D4M6V6__yjjG
ERR1913195.792225__1.792225	1262882__R5MIQ8__BN519_01036
ERR1913195.792467__1.792467	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913195.792727__1.792727	39485__C4Z2J8__ERS852490_02044
ERR1913195.792812__1.792812	301302__A0A0M6WB38__ERS852420_00286
ERR1913195.793078__1.793078	165179__A0A3E5EBM5__DXC61_02170
ERR1913195.793114__1.793114	165179__A0A3E5E2B6__DXB80_02820
ERR1913195.793117__1.793117	165179__R6CNX7__DXB80_02200
ERR1913195.793122__1.793122	1262882__R5MM90__BN519_01721
ERR1913195.793146__1.793146	40518__R5DS23__DXD86_01715
ERR1913195.793755__1.793755	301302__R5VFU2__xynA1
ERR1913195.793805__1.793805	649756__A0A173RGN8__DO83_04830
ERR1913195.793806__1.793806	1262924__R7HRJ9__BN585_00557
ERR1913195.793927__1.793927	33043__D5HF43__ERS852445_00477
ERR1913195.794107__1.794107	552398__T5S086__HMPREF0866_01580
ERR1913195.794418__1.794418	165179__A0A3E4SID1__DXB80_01945
ERR1913195.794472__1.794472	165179__W1I4H6__DXB80_13655
ERR1913195.794565__1.794565	853__A0A3E2V168__FAEPRAM212_00929
ERR1913195.794591__1.794591	39488__C0ES56__DXD91_10565
ERR1913195.794603__1.794603	165179__A0A3E5EBQ2__DXC61_01930
ERR1913195.794695__1.794695	1262929__R6EYQ0__BN691_00631
ERR1913195.794829__1.794829	165179__D1P8Q2__trpF
ERR1913195.795012__1.795012	33043__A0A174CLG4__hemA
ERR1913195.795051__1.795051	40518__R5DVL2__penA
ERR1913195.795129__1.795129	165179__D1PGU8__PREVCOP_06463
ERR1913195.795096__1.795096	165179__R6B8D8__DXC61_09245
ERR1913195.795189__1.795189	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913195.795279__1.795279	1262924__R7HQX0__BN585_00307
ERR1913195.795290__1.795290	1160721__R6T8U0__atpF
ERR1913195.795552__1.795552	1262929__R6EXF7__BN691_00015
ERR1913195.795699__1.795699	1262929__R6FRL7__BN691_01503
ERR1913195.795779__1.795779	39491__A0A396FNY7__LD38_16155
ERR1913195.796035__1.796035	2022527__A0A264Y4Q4__CHL74_12585
ERR1913195.796325__1.796325	871324__A0A1M6BNP3__SAMN05444350_10380
ERR1913195.796380__1.796380	301302__R5UNJ6__M72_26701
ERR1913195.796804__1.796804	28117__B0N028__BHV66_05935
ERR1913195.796848__1.796848	165179__R6PU83__CFT61_14275
ERR1913195.797057__1.797057	1333651__W4N8U6__BMOU_0937
ERR1913195.797122__1.797122	301302__A0A173SUI7__M72_11091
ERR1913195.797203__1.797203	165179__R6B8D8__DXC61_09245
ERR1913195.797592__1.797592	1262929__R6EXT3__BN691_00303
ERR1913195.797784__1.797784	328814__GCA_004558275.1_00056
ERR1913195.797910__1.797910	100886__E2NTX6__macB_18
ERR1913195.797913__1.797913	1262882__R5N211__BN519_01033
ERR1913195.798006__1.798006	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.798195__1.798195	39491__C4ZC33__DXC13_11585
ERR1913195.798251__1.798251	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913195.798278__1.798278	165179__A0A3E5DN34__DXC61_07865
ERR1913195.798462__1.798462	33039__R6PZ42__mprA_2
ERR1913195.798643__1.798643	39486__R6S348__DXD50_06750
ERR1913195.798702__1.798702	165179__D1PCY7__DXB80_02765
ERR1913195.798783__1.798783	301302__A0A173SCU7__M72_12871
ERR1913195.799215__1.799215	626940__E8LGC1__HMPREF9443_01937
ERR1913195.799460__1.799460	1262882__R5MSX6__BN519_01697
ERR1913195.799476__1.799476	165179__A0A3E5E920__DXB80_11625
ERR1913195.799493__1.799493	39490__A0A173SEG7__HMPREF0373_01168
ERR1913195.799613__1.799613	165179__W1I4H6__DXB80_13655
ERR1913195.799830__1.799830	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913195.799776__1.799776	1262882__R5MEK3__BN519_00296
ERR1913195.800503__1.800503	1262924__R7HRJ9__BN585_00557
ERR1913195.800436__1.800436	165179__A0A174IYW3__DXC61_01235
ERR1913195.800753__1.800753	1262924__R7HRI6__BN585_00824
ERR1913195.800709__1.800709	165179__A0A3E5DR10__DXC61_03505
ERR1913195.800841__1.800841	301302__R5UK77__M72_08681
ERR1913195.800912__1.800912	165179__A0A3E5DX33__PREVCOP_05190
ERR1913195.801125__1.801125	165179__A0A3E5E4P9__DXB80_07930
ERR1913195.801134__1.801134	165179__R6PU83__CFT61_14275
ERR1913195.801357__1.801357	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.801384__1.801384	165179__A0A174UI01__DXB80_12165
ERR1913195.801650__1.801650	28132__D9RV83__HMPREF0660_00835
ERR1913195.801676__1.801676	88431__A0A173WD09__zntR_1
ERR1913195.801769__1.801769	626940__R6WNN9__BHW43_04575
ERR1913195.801813__1.801813	165179__D1PEW8__DXB80_13775
ERR1913195.801903__1.801903	301302__R5UMP3__lytC_3
ERR1913195.801971__1.801971	40518__R5DPI9__DXD83_07375
ERR1913195.802034__1.802034	40518__R5DUU2__yvhJ_2
ERR1913195.802150__1.802150	1284775__A0A095Y637__HMPREF1640_07040
ERR1913195.802309__1.802309	100886__E2NWE4__ERS852383_03670
ERR1913195.802372__1.802372	626940__E8LCM5__BHW43_00395
ERR1913195.802386__1.802386	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.802450__1.802450	165179__A0A174IHQ2__PREVCOP_05478
ERR1913195.802465__1.802465	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913195.802588__1.802588	301302__R5UKP4__cbiT
ERR1913195.802716__1.802716	165179__R6CNX7__DXB80_02200
ERR1913195.802754__1.802754	165179__A0A229I4J4__proA
ERR1913195.802762__1.802762	901__B6WTW8__DESPIGER_1202
ERR1913195.802887__1.802887	165179__R6B8D8__DXC61_09245
ERR1913195.803079__1.803079	39486__B0G868__DXD84_08295
ERR1913195.803218__1.803218	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913195.803328__1.803328	1262929__R6F141__BN691_00686
ERR1913195.803602__1.803602	165179__D1PAJ7__PREVCOP_04222
ERR1913195.803610__1.803610	165179__A0A3E5DWZ6__DXC61_10880
ERR1913195.803638__1.803638	165179__A0A3E5A554__DXB80_13805
ERR1913195.803674__1.803674	1623__E7FPQ0__DXD09_06645
ERR1913195.803692__1.803692	363265__R7GTF4__HMPREF0673_02453
ERR1913195.803777__1.803777	165179__A0A174K816__DXB80_12000
ERR1913195.804250__1.804250	301302__A0A0M6WIX9__ERS852420_01972
ERR1913195.804515__1.804515	165179__R6B8D8__DXC61_09245
ERR1913195.804955__1.804955	28052__A0A174MSU9__ERS852499_02010
ERR1913195.805122__1.805122	165179__A0A3E5A554__DXB80_13805
ERR1913195.805220__1.805220	821__A0A396F9T7__M097_3427
ERR1913195.805352__1.805352	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913195.805469__1.805469	165179__A0A3E5DV57__DXB80_11400
ERR1913195.805472__1.805472	387090__S0F5W0__BACCOPRO_01138
ERR1913195.805485__1.805485	301302__A0A0M6WBZ5__spr
ERR1913195.805551__1.805551	907__G0VQ84__SAMN02910401_01622
ERR1913195.805687__1.805687	165179__A0A3E5DWZ6__DXC61_10880
ERR1913195.805780__1.805780	301302__R5UJV1__ERS852420_01672
ERR1913195.806221__1.806221	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913195.806404__1.806404	165179__A0A3E5E7J5__DXC61_10360
ERR1913195.806455__1.806455	165179__A0A3E5DN34__DXC61_07865
ERR1913195.806525__1.806525	301302__A0A173RFF7__yqgN
ERR1913195.806531__1.806531	410072__A0A174K186__ERS852481_00847
ERR1913195.806602__1.806602	544644__GCA_001915615.1_00078
ERR1913195.806766__1.806766	853__A0A2A7B9I6__DW855_13690
ERR1913195.806937__1.806937	301302__R5VFU2__xynA1
ERR1913195.806963__1.806963	165179__A0A3E5E9I4__DXB80_09745
ERR1913195.807016__1.807016	2024223__A0A255TFB9__CIL02_01190
ERR1913195.807074__1.807074	1965590__A0A1Y4GLZ6__B5F38_12370
