ERR1913236.229__1.229	357276__B6W1Y1__BSEG_03960
ERR1913236.1800513__1.1800513	187327__G4Q464__Acin_0619
ERR1913236.1800629__1.1800629	820__R7E9Z4__DXC68_06065
ERR1913236.1800636__1.1800636	674529__R6UPX3__DXB21_06190
ERR1913236.1800703__1.1800703	1150298__A0A174HG99__ERS852498_00387
ERR1913236.1800710__1.1800710	88431__A0A3D0F1J0__ERS852526_00938
ERR1913236.1800821__1.1800821	823__E1YR62__HMPREF1059_02331
ERR1913236.1800885__1.1800885	39485__C4Z2X2__ERS852492_01808
ERR1913236.1800858__1.1800858	216816__A0A2N0SME6__BLIF_1881
ERR1913236.1801157__1.1801157	39491__D6E558__DXB69_00810
ERR1913236.1801128__1.1801128	821__A0A173XDD3__DXB82_17180
ERR1913236.1801184__1.1801184	39491__A0A396FKI6__mltF
ERR1913236.1801186__1.1801186	1263044__GCA_000433375.1_00545
ERR1913236.1801194__1.1801194	626929__F3PIZ9__B5F24_03600
ERR1913236.1801367__1.1801367	39491__A0A396FMT0__EUBREC_3020
ERR1913236.1801492__1.1801492	28117__R7JN92__BHV66_00550
ERR1913236.1801494__1.1801494	394340__uvrA_2
ERR1913236.1801526__1.1801526	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913236.1801724__1.1801724	552398__F4XCR9__HMPREF0866_01636
ERR1913236.1801827__1.1801827	1262746__R5SRY0__BN750_01341
ERR1913236.1801879__1.1801879	820__A0A139KH21__DXC80_01780
ERR1913236.1801946__1.1801946	28117__B0N007__BHV66_10275
ERR1913236.1802035__1.1802035	820__A0A3E4VXP2__yesR
ERR1913236.1802134__1.1802134	40518__R5DQD6__DXD83_09060
ERR1913236.1802190__1.1802190	301302__R5V671__M72_27831
ERR1913236.1802303__1.1802303	338188__R6RPM1__BACFIN_05401
ERR1913236.1802315__1.1802315	1263044__GCA_000433375.1_00650
ERR1913236.1802323__1.1802323	338188__A0A1Q6HA80__ERS852397_00522
ERR1913236.1802326__1.1802326	292800__G9YPD5__A4U99_08485
ERR1913236.1802507__1.1802507	39491__A0A3E4YFT8__DXB69_10940
ERR1913236.1802574__1.1802574	357276__A0A0P0M2G3__BACDOR_03913
ERR1913236.1802693__1.1802693	40518__R5E1J7__RBL236_02062
ERR1913236.1802707__1.1802707	357276__B6W1J2__BACDOR_03380
ERR1913236.1802831__1.1802831	853__A0A2A7ATM9__DWZ89_13645
ERR1913236.1802877__1.1802877	820__A7V049__DXB48_04755
ERR1913236.1802918__1.1802918	166486__D4L1P5__ERS852572_00758
ERR1913236.1802889__1.1802889	823__A0A395YZ10__NCTC11152_02955
ERR1913236.1802900__1.1802900	204516__U6R9E6__HMPREF1534_03149
ERR1913236.1803072__1.1803072	820__A0A173WZS4__DXD90_10250
ERR1913236.1803078__1.1803078	46503__A7AG59__ERS852463_00349
ERR1913236.1803103__1.1803103	820__A0A174CK74__DXB48_07060
ERR1913236.1803164__1.1803164	39491__A0A396FPV7__ERS852580_01177
ERR1913236.1803226__1.1803226	40518__R5DV58__htrA
ERR1913236.1803262__1.1803262	357276__B6W1J2__BACDOR_03380
ERR1913236.1803351__1.1803351	35833__E5Y477__HMPREF0179_00988
ERR1913236.1803411__1.1803411	74426__nifJ
ERR1913236.1803568__1.1803568	821__E5UY21__C800_02204
ERR1913236.1803653__1.1803653	820__A0A396EWL3__ERS417307_03868
ERR1913236.1803720__1.1803720	823__A0A174U5E4__BDI_3390
ERR1913236.1803733__1.1803733	360807__A0A0M6WUG1__ERS852392_00028
ERR1913236.1803779__1.1803779	360807__A0A0M6WUG1__ERS852392_00028
ERR1913236.1803941__1.1803941	1735__B7C9Y8__EUBIFOR_00992
ERR1913236.1803986__1.1803986	853__E2ZGD9__C7J97_11715
ERR1913236.1804060__1.1804060	820__A0A3E4GA19__SAMN05444418_10562
ERR1913236.1804113__1.1804113	823__A0A395YZG9__M092_4358
ERR1913236.1804071__1.1804071	39491__A0A395V1Y4__DXB99_08035
ERR1913236.1804081__1.1804081	820__R9I2U8__DXC68_09590
ERR1913236.1804089__1.1804089	344021__GeneID:3707741
ERR1913236.1804147__1.1804147	214856__R6Z5D0__resA_4
ERR1913236.1804197__1.1804197	338188__R6RPM1__BACFIN_05401
ERR1913236.1804263__1.1804263	1735__B7CE32__EUBIFOR_02474
ERR1913236.1804298__1.1804298	820__R9I3N4__M093_0061
ERR1913236.1804305__1.1804305	40518__R5DWP7__ansA
ERR1913236.1804469__1.1804469	39486__R6TFT5__DXB36_01825
ERR1913236.1804467__1.1804467	823__A0A355XN36__DXB14_02385
ERR1913236.1804507__1.1804507	1263044__GCA_000433375.1_01143
ERR1913236.1804594__1.1804594	674529__R6V0V1__DXB21_06395
ERR1913236.1804604__1.1804604	292800__A0A174QYX4__B5F52_06705
ERR1913236.1804726__1.1804726	820__A0A1T4IYF4__mprA_1
ERR1913236.1804811__1.1804811	28117__B0MSS1__ALIPUT_00273
ERR1913236.1804815__1.1804815	820__A0A3E4FZM1__adaA_2
ERR1913236.1804893__1.1804893	1262948__R7EA06__BN671_01316
ERR1913236.1805055__1.1805055	39491__A0A395ZG74__licR
ERR1913236.1805188__1.1805188	166486__D4KX18__ROSINTL182_07596
ERR1913236.1805218__1.1805218	820__A0A173WUD7__DXB48_08055
ERR1913236.1805222__1.1805222	28117__B0N007__BHV66_10275
ERR1913236.1805252__1.1805252	40520__A0A395ZVL9__DXD81_13855
ERR1913236.1805351__1.1805351	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913236.1805514__1.1805514	823__A0A173V751__DXD05_02690
ERR1913236.1805550__1.1805550	1262989__R6Y7N9__BN815_01311
ERR1913236.1805569__1.1805569	39491__A0A396FMF1__EUR_28700
ERR1913236.1805612__1.1805612	572010__napA
ERR1913236.1805618__1.1805618	40518__R5DX93__DXD93_03055
ERR1913236.1805654__1.1805654	214856__R6Y6H8__ERS852447_01719
ERR1913236.1805677__1.1805677	821__U6RDC2__DXD46_15675
ERR1913236.1805885__1.1805885	820__I9TWZ7__DXC80_10550
ERR1913236.1806197__1.1806197	820__A0A139KJ23__celCCA
ERR1913236.1806209__1.1806209	1262889__R7HAB3__BN634_00781
ERR1913236.1806162__1.1806162	33039__D4M398__ERS852530_00575
ERR1913236.1806310__1.1806310	166486__D4KYW5__ROSINTL182_05595
ERR1913236.1806415__1.1806415	418240__A0A173YIF6__ypdA_1
ERR1913236.1806602__1.1806602	28117__R7JR95__ALIPUT_01367
ERR1913236.1806603__1.1806603	820__R7E9Z4__DXC68_06065
ERR1913236.1806622__1.1806622	820__A0A139KHX1__HMPREF2141_00289
ERR1913236.1806707__1.1806707	626929__F3PIQ8__B5F24_04010
ERR1913236.1806791__1.1806791	214856__A0A174CRY5__ERS852559_01060
ERR1913236.1806829__1.1806829	338188__R6SAC6__ERS852397_01653
ERR1913236.1806833__1.1806833	39491__A0A174K265__DXB76_05915
ERR1913236.1806814__1.1806814	387661__K5ZFR2__B5F96_11430
ERR1913236.1806816__1.1806816	214856__A0A173ZPR4__ERS852447_00928
ERR1913236.1806902__1.1806902	33025__A0A395JIJ9__C8D73_101350
ERR1913236.1806953__1.1806953	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913236.1806966__1.1806966	214856__R6Y2Y4__ERS852447_01086
ERR1913236.1807039__1.1807039	360807__A0A0M6WXW5__ROSEINA2194_00331
ERR1913236.1807138__1.1807138	33039__A0A174ZIS2__RTO_10090
ERR1913236.1807172__1.1807172	552398__F4X9E6__HMPREF0866_01153
ERR1913236.1807179__1.1807179	821__R7P1Q7__M099_2990
ERR1913236.1807223__1.1807223	552398__F4X9E6__HMPREF0866_01153
ERR1913236.1807240__1.1807240	39491__A0A395V0E5__ERE_31370
ERR1913236.1807364__1.1807364	39491__D6E558__DXB69_00810
ERR1913236.1807389__1.1807389	28117__B0MYZ8__BHV66_04535
ERR1913236.1807390__1.1807390	338188__A0A1Q6HAT8__HMPREF1057_02069
ERR1913236.1807517__1.1807517	1262948__R7E981__BN671_01814
ERR1913236.1807545__1.1807545	246787__A0A3D6AWM8__BACCELL_01963
ERR1913236.1807656__1.1807656	40518__R5E500__RBL263_01193
ERR1913236.1807588__1.1807588	853__E2ZGD9__C7J97_11715
ERR1913236.1807767__1.1807767	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913236.1807889__1.1807889	823__D7IUM6__M091_1082
ERR1913236.1807946__1.1807946	853__A0A2A7B1Y7__C7K05_11930
ERR1913236.1807957__1.1807957	649756__D4MW63__DCR88_07570
ERR1913236.1808023__1.1808023	674529__R6V9C9__DXB21_16435
ERR1913236.1808176__1.1808176	310298__B3JQJ5__BACCOP_04231
ERR1913236.1808195__1.1808195	338188__C9L0Q9__HMPREF1057_02408
ERR1913236.1808301__1.1808301	410072__A0A3E4GNK4__COPCOM_02769
ERR1913236.1808465__1.1808465	820__A0A139KG04__ERS852459_01249
ERR1913236.1808510__1.1808510	204516__U6RFV1__HMPREF1534_02560
ERR1913236.1808522__1.1808522	820__A0A173W419__DXC68_17760
ERR1913236.1808749__1.1808749	1263107__GCA_000436995.1_00165
ERR1913236.1808830__1.1808830	1550024__G9RXI8__TQ39_11495
ERR1913236.1808837__1.1808837	1262889__R7HA79__BN634_01068
ERR1913236.1808844__1.1808844	360807__A0A1Q6T6N0__RIL183_24191
ERR1913236.1808988__1.1808988	338188__C9KTQ6__BACFIN_05559
ERR1913236.1808989__1.1808989	1263044__GCA_000433375.1_00678
ERR1913236.1809043__1.1809043	820__A0A1Q6IDS8__chtA
ERR1913236.1809153__1.1809153	46503__R6XAG6__DXB85_14995
ERR1913236.1809170__1.1809170	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913236.1809267__1.1809267	821__A0A174NM17__lacZ_6
ERR1913236.1809307__1.1809307	360807__R5HHK5__ROSEINA2194_02134
ERR1913236.1809309__1.1809309	46503__R5DM05__DD461_09230
ERR1913236.1809354__1.1809354	40518__R5E426__DXD93_04485
ERR1913236.1809414__1.1809414	418240__A0A174MZV1__ERS852523_01489
ERR1913236.1809533__1.1809533	40520__A0A174HSN4__ltaS1_2
ERR1913236.1809696__1.1809696	820__A0A139K337__ERS852459_02375
ERR1913236.1809671__1.1809671	820__A0A374Q854__HMPREF1073_03281
ERR1913236.1809773__1.1809773	820__A0A374QGD2__ERS852421_02382
ERR1913236.1809832__1.1809832	820__A0A139K8X8__DXC80_17665
ERR1913236.1809946__1.1809946	820__A7VAR9__ERS852421_00197
ERR1913236.1810102__1.1810102	214856__R6Y8K1__ERS852447_02509
ERR1913236.1810136__1.1810136	40518__R5DX31__DXD86_09775
ERR1913236.1810144__1.1810144	46503__R6WZC3__DCY29_09820
ERR1913236.1810252__1.1810252	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913236.1810341__1.1810341	853__A0A174C5M1__CGS58_04460
ERR1913236.1810304__1.1810304	820__A0A374Q351__DXD40_05850
ERR1913236.1810321__1.1810321	674529__R6UW30__SAMN05444400_107160
ERR1913236.1810368__1.1810368	214856__A0A173YE57__ERS852559_00126
ERR1913236.1810380__1.1810380	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913236.1810429__1.1810429	817__A0A0K6BWM6__IB64_13745
ERR1913236.1810455__1.1810455	338188__A0A1Q6HCN7__ptrA
ERR1913236.1810519__1.1810519	820__A0A139K1Y6__DXB48_02610
ERR1913236.1810859__1.1810859	39488__C0EUG1__DXD91_05025
ERR1913236.1810863__1.1810863	850__C3W9E6__DXB84_06680
ERR1913236.1810872__1.1810872	674529__R6V111__SAMN05444400_14521
ERR1913236.1810973__1.1810973	1262986__R6ASJ4__BN492_01739
ERR1913236.1811095__1.1811095	820__R9I3Q7__HMPREF1072_01668
ERR1913236.1811100__1.1811100	39491__A0A395V2Y7__DXB72_13970
ERR1913236.1811107__1.1811107	1308__A0A2X3V4X8__Y016_09410
ERR1913236.1811175__1.1811175	820__A0A396EXA7__DXB37_15530
ERR1913236.1811299__1.1811299	820__R9HUV5__HMPREF2141_02582
ERR1913236.1811387__1.1811387	1304__A0A0Y1UXU5__NX99_02180
ERR1913236.1811422__1.1811422	626930__F3PSA1__HMPREF9446_01635
ERR1913236.1811477__1.1811477	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913236.1811535__1.1811535	204516__U6R9H3__HMPREF1534_03348
ERR1913236.1811574__1.1811574	166486__D4L273__ERS852572_01638
ERR1913236.1811593__1.1811593	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913236.1811595__1.1811595	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913236.1811621__1.1811621	820__A0A174F0C1__nreB
ERR1913236.1811757__1.1811757	820__A0A374Q854__HMPREF1073_03281
ERR1913236.1811672__1.1811672	674529__R6UPX3__DXB21_06190
ERR1913236.1811773__1.1811773	820__E5VA63__DXC80_01025
ERR1913236.1811780__1.1811780	821__A0A3E4KIM1__M097_3660
ERR1913236.1811821__1.1811821	820__R9I3Q7__HMPREF1072_01668
ERR1913236.1811833__1.1811833	1318__W1VLP5__HMPREF1195_01494
ERR1913236.1811967__1.1811967	1263044__GCA_000433375.1_01144
ERR1913236.1812035__1.1812035	39491__A0A396FP46__cobD_2
ERR1913236.1812120__1.1812120	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913236.1812165__1.1812165	1262948__R7E8R3__BN671_00101
ERR1913236.1812259__1.1812259	151536__GeneID:920313
ERR1913236.1812251__1.1812251	39491__C4Z9K0__DXD95_07445
ERR1913236.1812282__1.1812282	1160721__W0U3Q4__BHW50_08110
ERR1913236.1812290__1.1812290	40518__R5DSI5__fieF
ERR1913236.1812365__1.1812365	626930__F3PWH5__HMPREF9446_03111
ERR1913236.1812327__1.1812327	823__A0A395YZG9__M092_4358
ERR1913236.1812445__1.1812445	338188__A0A173WNX1__ERS852397_00143
ERR1913236.1812460__1.1812460	344022__GeneID:3837332
ERR1913236.1812476__1.1812476	487175__F3QKH5__HMPREF9439_01434
ERR1913236.1812496__1.1812496	820__A0A3E4W6P0__gmhA
ERR1913236.1812531__1.1812531	344022__GeneID:3837292
ERR1913236.1812547__1.1812547	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913236.1812635__1.1812635	166486__D4KXG6__ROSINTL182_08270
ERR1913236.1812640__1.1812640	214856__A0A174CRY5__ERS852559_01060
ERR1913236.1812718__1.1812718	28109__A0A221IKG1__NCTC10691_01208
ERR1913236.1812702__1.1812702	28117__B0MTV5__BHV66_06415
ERR1913236.1812772__1.1812772	674529__R6W0I5__SAMN05444400_108102
ERR1913236.1812901__1.1812901	214856__A0A174CRY5__ERS852559_01060
ERR1913236.1813034__1.1813034	853__A0A174C5M1__CGS58_04460
ERR1913236.1813048__1.1813048	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913236.1813086__1.1813086	1262986__R5ZW93__BN492_01240
ERR1913236.1813146__1.1813146	1304__J7TNT8__AWB63_08895
ERR1913236.1813156__1.1813156	166486__D4KVX6__ROSINTL182_06735
ERR1913236.1813183__1.1813183	1263044__GCA_000433375.1_01140
ERR1913236.1813191__1.1813191	28117__B0MYW5__ALIPUT_02334
ERR1913236.1813261__1.1813261	820__A0A3E5BMG9__DXD40_05130
ERR1913236.1813459__1.1813459	821__A6L0C7__ERS852556_03520
ERR1913236.1813648__1.1813648	626929__F3PF45__B5F24_16795
ERR1913236.1813842__1.1813842	301302__A0A0M6WJW1__ERS852420_02245
ERR1913236.1813935__1.1813935	46228__V8C4T8__RUMLAC_02058
ERR1913236.1813984__1.1813984	820__A0A374Q4X1__HMPREF2141_02370
ERR1913236.1813988__1.1813988	1263044__GCA_000433375.1_00353
ERR1913236.1814051__1.1814051	823__A0A395Z066__M091_0663
ERR1913236.1814084__1.1814084	40518__R5DME2__DXD86_07315
ERR1913236.1814094__1.1814094	39496__A5Z9A6__EUBVEN_02301
ERR1913236.1814335__1.1814335	820__A0A374Q8T2__DXB64_16190
ERR1913236.1814354__1.1814354	818__D7IK38__ERS852430_03017
ERR1913236.1814560__1.1814560	820__A0A173WUD7__DXB48_08055
ERR1913236.1814567__1.1814567	214856__I3YMC8__ERS852447_02666
ERR1913236.1814861__1.1814861	166486__D4KY48__gmr_5
ERR1913236.1814913__1.1814913	1263000__R5EU91__BN466_01432
ERR1913236.1814954__1.1814954	40518__R5DPI9__DXD83_07375
ERR1913236.1814966__1.1814966	28118__R6F6F1__B5F93_10805
ERR1913236.1815072__1.1815072	338188__C9L2F6__ERS852397_02011
ERR1913236.1815108__1.1815108	291644__I9TNC0__ERS852428_03402
ERR1913236.1815156__1.1815156	820__A7VAR9__ERS852421_00197
ERR1913236.1815238__1.1815238	820__A0A139JV05__B5G17_18125
ERR1913236.1815205__1.1815205	40518__R5DUG7__sbcC
ERR1913236.1815287__1.1815287	204516__U6RH18__HMPREF1534_01847
ERR1913236.1815411__1.1815411	166486__A0A173T114__ROSINTL182_05085
ERR1913236.1815436__1.1815436	818__A0A0P0F004__SAMN02910322_02925
ERR1913236.1815445__1.1815445	39485__R5ZNS8__rsmG
ERR1913236.1815606__1.1815606	446660__GCA_003428235.1_01597
ERR1913236.1815658__1.1815658	28117__B0MWC6__BHV66_00965
ERR1913236.1815698__1.1815698	820__A0A3E5E0T0__ERS852554_00312
ERR1913236.1815684__1.1815684	626929__F3PIZ9__B5F24_03600
ERR1913236.1815834__1.1815834	39491__R6TNE2__LD38_07270
ERR1913236.1815855__1.1815855	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913236.1815898__1.1815898	853__A0A173YYY4__DWZ04_09420
ERR1913236.1816033__1.1816033	166486__R6AY46__ROSINTL182_06128
ERR1913236.1816156__1.1816156	820__A0A174F0C1__nreB
ERR1913236.1816321__1.1816321	39485__A0A174YNF6__lytR_1
ERR1913236.1816464__1.1816464	626929__R6L473__HMPREF9445_00229
ERR1913236.1816640__1.1816640	35833__E5Y2V2__HMPREF0179_00466
ERR1913236.1816641__1.1816641	1263044__GCA_000433375.1_01152
ERR1913236.1816643__1.1816643	46503__A7AG59__ERS852463_00349
ERR1913236.1816714__1.1816714	820__A0A1Y3V743__M093_0235
ERR1913236.1816755__1.1816755	33039__R6PZ42__mprA_2
ERR1913236.1816946__1.1816946	487174__K0WWY0__DIT83_10195
ERR1913236.1817000__1.1817000	39488__C0ETV2__DXD91_06795
ERR1913236.1817129__1.1817129	820__A0A078S569__gmhB
ERR1913236.1817175__1.1817175	40518__R5DYT8__mscS
ERR1913236.1817228__1.1817228	820__A0A3E4G493__ERS417307_00253
ERR1913236.1817233__1.1817233	572010__atpD
ERR1913236.1817274__1.1817274	1262889__R7HAQ6__BN634_02130
ERR1913236.1817376__1.1817376	552398__F4XHJ1__HMPREF0866_03095
ERR1913236.1817518__1.1817518	214856__A0A173ZQY0__ERS852559_00007
ERR1913236.1817622__1.1817622	39485__C4Z434__tilS
ERR1913236.1817593__1.1817593	39491__A0A395UWA3__DXB69_11805
ERR1913236.1817738__1.1817738	39491__D4JMW8__ERS852497_01971
ERR1913236.1817742__1.1817742	418240__C6JEJ0__ERS852478_00752
ERR1913236.1817830__1.1817830	820__A0A174I980__gldH
ERR1913236.1817923__1.1817923	214856__R6XKW1__ERS852559_01141
ERR1913236.1818147__1.1818147	1628085__A0A2U1B477__C7386_12136
ERR1913236.1818186__1.1818186	39491__C4ZC33__DXC13_11585
ERR1913236.1818330__1.1818330	28117__B0MXU6__ALIPUT_01958
ERR1913236.1818339__1.1818339	46503__R6WU62__PARMER_00182
ERR1913236.1818409__1.1818409	239935__A0A2N8I3G2__CXT89_00720
ERR1913236.1818487__1.1818487	1263044__GCA_000433375.1_00682
ERR1913236.1818587__1.1818587	28117__B0MUB3__ALIPUT_00727
ERR1913236.1818600__1.1818600	1150298__A0A174SLE6__mlc_1
ERR1913236.1818610__1.1818610	40518__R5DX17__DXD86_01230
ERR1913236.1818764__1.1818764	46503__R6Y4W3__DXB85_01650
ERR1913236.1818837__1.1818837	357276__A0A076IRX4__ABI39_13585
ERR1913236.1818818__1.1818818	84030__D4MPF7__B5F06_08505
ERR1913236.1818975__1.1818975	820__A0A139JRH8__HMPREF2141_04326
ERR1913236.1818992__1.1818992	820__R9I3N4__M093_0061
ERR1913236.1819049__1.1819049	360807__A0A173T236__RIL183_24471
ERR1913236.1819100__1.1819100	28117__B0MUX7__ALIPUT_00918
ERR1913236.1819119__1.1819119	33039__D4M5J1__spoIIIAE_2
ERR1913236.1819159__1.1819159	33039__D4M2F6__RTO_06900
ERR1913236.1819133__1.1819133	39491__A0A173TM76__DXB72_10535
ERR1913236.1819169__1.1819169	820__A0A3E4QZJ7__C801_01798
ERR1913236.1819173__1.1819173	166486__A0A173VSA0__ROSINTL182_06124
ERR1913236.1819431__1.1819431	674529__R6VB33__DXB21_03595
ERR1913236.1819451__1.1819451	40518__R5DVX3__RBL263_01584
ERR1913236.1819565__1.1819565	820__A0A3E4VZY4__ERS852554_01211
ERR1913236.1819815__1.1819815	246787__A0A3D6AZF8__BACCELL_02529
ERR1913236.1819834__1.1819834	850__C3WAN9__C4N19_06110
ERR1913236.1819944__1.1819944	214856__A0A173YXX1__ERS852559_01651
ERR1913236.1820176__1.1820176	1262743__R5C054__BN727_01980
ERR1913236.1820235__1.1820235	338188__C9KT46__BACFIN_05482
ERR1913236.1820285__1.1820285	357276__I9R4T1__IY41_06800
ERR1913236.1820351__1.1820351	28117__B0MY82__BHV66_04755
ERR1913236.1820400__1.1820400	40518__R5E6K4__RB5AMG_02070
ERR1913236.1820363__1.1820363	39491__A0A395UYM9__DXC13_07980
ERR1913236.1820368__1.1820368	821__A0A396F9T7__M097_3427
ERR1913236.1820592__1.1820592	204516__U6RDD8__HMPREF1534_02559
ERR1913236.1820620__1.1820620	40518__R5DUU2__yvhJ_2
ERR1913236.1820733__1.1820733	88431__A0A174L1Y3__cat
ERR1913236.1820898__1.1820898	487174__K0XRL3__HMPREF9448_00669
ERR1913236.1820951__1.1820951	850__C3WG69__FMAG_02437
ERR1913236.1820991__1.1820991	821__A0A174WBC9__ERS852556_03145
ERR1913236.1821004__1.1821004	214856__A0A173ZTG3__ERS852447_00956
ERR1913236.1821127__1.1821127	1735__B7CBP2__EUBIFOR_01617
ERR1913236.1821137__1.1821137	39491__C4Z9K0__DXD95_07445
ERR1913236.1821072__1.1821072	820__A0A173WUD7__DXB48_08055
ERR1913236.1821083__1.1821083	626929__F3PLK1__B5F97_09750
ERR1913236.1821205__1.1821205	46503__R6X0L4__DXB61_05325
ERR1913236.1821314__1.1821314	28117__B0MUR5__BHV66_03900
ERR1913236.1821324__1.1821324	216816__C2GTV6__AS143_01355
ERR1913236.1821390__1.1821390	820__A0A139KH21__DXC80_01780
ERR1913236.1821466__1.1821466	214856__A0A173W3Y5__ERS852559_02032
ERR1913236.1821501__1.1821501	360807__C0FP30__ROSEINA2194_00482
ERR1913236.1821565__1.1821565	853__A0A2A7B9I6__DW855_13690
ERR1913236.1821632__1.1821632	39488__A0A374NH47__DXD91_11555
ERR1913236.1821870__1.1821870	410072__A0A174EHQ6__ERS852481_02629
ERR1913236.1821949__1.1821949	820__I9J701__ERS852510_01809
ERR1913236.1821991__1.1821991	818__D7IK38__ERS852430_03017
ERR1913236.1822074__1.1822074	820__A0A374Q854__HMPREF1073_03281
ERR1913236.1822083__1.1822083	820__E5VA63__DXC80_01025
ERR1913236.1822209__1.1822209	28117__B0MYZ8__BHV66_04535
ERR1913236.1822325__1.1822325	821__A0A396F598__CUU_3259
ERR1913236.1822373__1.1822373	40518__R5DR39__mreB_2
ERR1913236.1822640__1.1822640	820__R9HP61__DXC91_01090
ERR1913236.1822780__1.1822780	821__C6Z087__DXB90_00750
ERR1913236.1822764__1.1822764	823__A0A173W8N5__ERS852513_00780
ERR1913236.1822838__1.1822838	310298__B3JL94__BACCOP_02749
ERR1913236.1822858__1.1822858	40518__R5E2F3__artQ
ERR1913236.1822882__1.1822882	39488__C0EX25__DXD91_11965
ERR1913236.1822955__1.1822955	33025__A0A395JD30__C8D73_101259
ERR1913236.1822974__1.1822974	39485__R5ZQJ7__yniC
ERR1913236.1823066__1.1823066	418240__A0A173Y0F1__ERS852478_01157
ERR1913236.1823116__1.1823116	1263044__GCA_000433375.1_02417
ERR1913236.1823163__1.1823163	387090__S0F8B2__BACCOPRO_02129
ERR1913236.1823228__1.1823228	820__R9I324__HMPREF2141_02414
ERR1913236.1823346__1.1823346	166486__D4KRN9__ERS852572_01822
ERR1913236.1823351__1.1823351	820__A7V9F9__B5G17_14640
ERR1913236.1823369__1.1823369	338188__A0A174GWW7__ERS852397_02491
ERR1913236.1823605__1.1823605	446660__GCA_003428235.1_01223
ERR1913236.1823749__1.1823749	649756__B0P1V3__HMPREF0369_02570
ERR1913236.1823768__1.1823768	1735__A0A395WAL9__EUBIFOR_01618
ERR1913236.1823782__1.1823782	544645__A0A3E4T3S3__DXC42_12255
ERR1913236.1823787__1.1823787	820__R7E9Z4__DXC68_06065
ERR1913236.1823862__1.1823862	674529__R6V187__DXB21_21665
ERR1913236.1823838__1.1823838	418240__A0A173YZJ8__ERS852523_03030
ERR1913236.1823912__1.1823912	818__Q8A0R7__ERS852461_00039
ERR1913236.1823931__1.1823931	820__A0A173WUD7__DXB48_08055
ERR1913236.1823940__1.1823940	881953__GeneID:10358933
ERR1913236.1824056__1.1824056	821__D4VD59__BHV80_04260
ERR1913236.1824140__1.1824140	820__A0A174CG08__DXB62_13215
ERR1913236.1824160__1.1824160	214856__R6Z288__ERS852447_00734
ERR1913236.1824261__1.1824261	204516__U6RFB2__HMPREF1534_01733
ERR1913236.1824232__1.1824232	1263044__GCA_000433375.1_02419
ERR1913236.1824365__1.1824365	674529__A0A174PUY5__SAMN05444400_103201
ERR1913236.1824404__1.1824404	821__A0A0P0M2J4__DXD46_10295
ERR1913236.1824439__1.1824439	214856__A0A173ZR84__ERS852559_00013
ERR1913236.1824523__1.1824523	821__A0A174NM17__lacZ_6
ERR1913236.1824681__1.1824681	394340__obg
ERR1913236.1824728__1.1824728	39491__A0A396FIZ8__ERE_20410
ERR1913236.1824745__1.1824745	820__A0A174QLF0__SAMN05444418_109151
ERR1913236.1824768__1.1824768	40518__R5DRG6__ylbJ
ERR1913236.1824848__1.1824848	40518__R5E4X5__RB5AMG_01438
