ERR1913287.193__1.193	39492__D4JUJ6__ssuB_2
ERR1913287.728932__1.728932	39491__A0A396FJJ9__DXB76_11995
ERR1913287.728941__1.728941	165179__A0A3E5E4P9__DXB80_07930
ERR1913287.729033__1.729033	239935__A0A139TPD4__CXT86_06450
ERR1913287.729109__1.729109	39491__A0A395UXH0__EUBREC_0021
ERR1913287.729261__1.729261	165179__A0A3E5E920__DXB80_11625
ERR1913287.729233__1.729233	33043__D5HHZ6__ERS852386_02725
ERR1913287.729197__1.729197	39491__A0A395ZDC6__addB
ERR1913287.729282__1.729282	88431__A0A174UW18__lytR_4
ERR1913287.729288__1.729288	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.729359__1.729359	165179__A0A174IYW3__DXC61_01235
ERR1913287.729446__1.729446	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913287.729480__1.729480	165179__D1PCT4__DXB80_09470
ERR1913287.729564__1.729564	360807__C0FNY7__ERS852392_01257
ERR1913287.729636__1.729636	165179__A0A174MTF2__DXC61_13200
ERR1913287.729654__1.729654	2293125__A0A374C7P4__DW917_07690
ERR1913287.729671__1.729671	1680__A0A0C2YPV2__AL0462_1474
ERR1913287.729694__1.729694	357276__I8WBQ9__HMPREF1065_03212
ERR1913287.729784__1.729784	165179__D1PGU8__PREVCOP_06463
ERR1913287.730282__1.730282	384639__GCA_003096855.1_00995
ERR1913287.730299__1.730299	823__A0A174LDE8__M096_3277
ERR1913287.730309__1.730309	39491__A0A173QT73__alaS_2
ERR1913287.730453__1.730453	853__A0A2A7A4A9__C4N21_14870
ERR1913287.730617__1.730617	33043__D5HHE4__ERS852445_02332
ERR1913287.730761__1.730761	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913287.730863__1.730863	1150298__A0A174BC67__ERS852498_00837
ERR1913287.730882__1.730882	39491__C4ZCH3__EUR_17560
ERR1913287.730915__1.730915	39491__A0A396FTE5__ERS852417_01346
ERR1913287.730930__1.730930	39491__A0A395ZBW8__DXC13_08840
ERR1913287.730989__1.730989	552398__F4XCQ4__HMPREF0866_01621
ERR1913287.731008__1.731008	39492__D4JWD3__EUBSIR_00151
ERR1913287.731013__1.731013	165179__A0A174SA26__PREVCOP_05758
ERR1913287.731026__1.731026	823__A0A078SYK6__DXB14_02485
ERR1913287.731175__1.731175	239935__A0A139TSG7__CXU17_09600
ERR1913287.731229__1.731229	28117__B0MWZ9__ALIPUT_01735
ERR1913287.731272__1.731272	39492__D4JX50__EUBSIR_00410
ERR1913287.731274__1.731274	165179__A0A229I6N7__DXC61_06720
ERR1913287.731247__1.731247	410072__A0A174DEZ0__COPCOM_01936
ERR1913287.731383__1.731383	165179__A0A3E4SB95__DXC61_13455
ERR1913287.731454__1.731454	40518__R5E1J2__DXD93_04070
ERR1913287.731511__1.731511	39492__D4JTF2__mutS2
ERR1913287.731524__1.731524	853__A0A2A7A628__CGS57_13755
ERR1913287.731530__1.731530	39492__D4JRV7__EUBSIR_01513
ERR1913287.731580__1.731580	649756__A0A174SER1__HMPREF0369_00070
ERR1913287.731637__1.731637	165179__A0A3E5ED28__PREVCOP_06655
ERR1913287.731656__1.731656	39492__D4JWD3__EUBSIR_00151
ERR1913287.731814__1.731814	357276__I8VN30__HMPREF1065_03051
ERR1913287.731838__1.731838	33043__A0A173YPE0__thiD
ERR1913287.731955__1.731955	39490__U2Q402__ERS852448_02488
ERR1913287.731947__1.731947	28117__B0MYI9__BHV66_05415
ERR1913287.732114__1.732114	39491__C4ZHS4__EUR_24420
ERR1913287.732167__1.732167	384638__B7AN60__BACPEC_00112
ERR1913287.732200__1.732200	1262869__R7CNN0__BN625_01419
ERR1913287.732479__1.732479	1150298__R7JU23__ERS852498_02342
ERR1913287.732493__1.732493	853__A0A173XRA8__CGS56_09290
ERR1913287.732546__1.732546	1299998__GCA_001494635.1_00819
ERR1913287.732669__1.732669	165179__A0A3E5E920__DXB80_11625
ERR1913287.732764__1.732764	39492__D4JWA3__ERS852540_01332
ERR1913287.732780__1.732780	820__A0A1Q6IDS8__chtA
ERR1913287.732832__1.732832	39491__C4Z8S1__DXB76_06750
ERR1913287.732795__1.732795	33043__A0A173WU55__ganB_2
ERR1913287.733028__1.733028	165179__A0A3E5E5L1__DXB80_05980
ERR1913287.733047__1.733047	39491__A0A396FKG5__DXB76_07455
ERR1913287.733129__1.733129	165179__A0A3E5E189__PREVCOP_06699
ERR1913287.733304__1.733304	165179__A0A3E5AGH1__DXB80_05820
ERR1913287.733457__1.733457	39491__A0A173SH34__EUR_24920
ERR1913287.733515__1.733515	39492__D4JT75__EUBSIR_01776
ERR1913287.733577__1.733577	1628085__A0A3E2XRQ2__C7386_10552
ERR1913287.733717__1.733717	100886__E2NR09__CATMIT_01012
ERR1913287.733851__1.733851	1150298__A0A174MDL5__ERS852406_00648
ERR1913287.733944__1.733944	47678__R5UZM4__DW706_15680
ERR1913287.734070__1.734070	46503__A7A9H8__DD461_05910
ERR1913287.734087__1.734087	28117__B0MTV3__BHV66_06405
ERR1913287.734148__1.734148	165179__D1PEW8__DXB80_13775
ERR1913287.734160__1.734160	40518__R5DLJ7__lytR_4
ERR1913287.734185__1.734185	1262889__R7HB69__BN634_01104
ERR1913287.734203__1.734203	165179__A0A174W369__PREVCOP_04548
ERR1913287.734249__1.734249	338188__C9L0H2__ERS852397_00952
ERR1913287.734334__1.734334	39491__D4JMW8__ERS852497_01971
ERR1913287.734450__1.734450	328814__GCA_004558275.1_00292
ERR1913287.734648__1.734648	165179__D1PES9__DXB80_11585
ERR1913287.734841__1.734841	39492__D4JQM9__EUBSIR_00669
ERR1913287.734883__1.734883	46503__R6Y1Q8__DXB85_01295
ERR1913287.735051__1.735051	40518__R5DVX3__RBL263_01584
ERR1913287.735093__1.735093	165179__D1PFV4__PREVCOP_06112
ERR1913287.735274__1.735274	357276__C3RA36__HMPREF1065_03270
ERR1913287.735285__1.735285	239935__A0A2N8IYM5__CXT84_05130
ERR1913287.735331__1.735331	39486__R6S2M6__DXD84_14080
ERR1913287.735408__1.735408	39485__A0A174Z501__EUBELI_00678
ERR1913287.735483__1.735483	357276__I9R002__HMPREF1064_01826
ERR1913287.735580__1.735580	328814__GCA_004558275.1_00056
ERR1913287.735650__1.735650	28117__B0MY82__BHV66_04755
ERR1913287.735598__1.735598	39491__A0A395V0H6__ERS852580_02570
ERR1913287.735610__1.735610	1263000__R5EB82__BN466_00644
ERR1913287.735659__1.735659	33043__A0A173ZDC4__malL_1
ERR1913287.735766__1.735766	384638__B7AN60__BACPEC_00112
ERR1913287.735732__1.735732	1262803__R6NYJ9__BN649_02043
ERR1913287.735891__1.735891	1262911__R6GPX9__BN557_00406
ERR1913287.735962__1.735962	165179__A0A3E5A554__DXB80_13805
ERR1913287.736132__1.736132	28052__R7NB47__msbA_2
ERR1913287.736181__1.736181	28052__A0A174IKM0__ERS852499_00833
ERR1913287.736191__1.736191	2293125__A0A374BMK9__DW917_16190
ERR1913287.736232__1.736232	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913287.736320__1.736320	33043__D5HHE4__ERS852445_02332
ERR1913287.736643__1.736643	165179__D1PEW8__DXB80_13775
ERR1913287.736781__1.736781	823__A0A395YRX4__ERS852513_03444
ERR1913287.736790__1.736790	39491__A0A395ZBW8__DXC13_08840
ERR1913287.736938__1.736938	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.736947__1.736947	40518__R5E1J7__RBL236_02062
ERR1913287.737161__1.737161	165179__D1PHV2__PREVCOP_06822
ERR1913287.737219__1.737219	1150298__A0A174S4G4__dacB_1
ERR1913287.737409__1.737409	165179__A0A174MTF2__DXC61_13200
ERR1913287.737417__1.737417	165179__A0A3E5EDS1__DXC61_03115
ERR1913287.737503__1.737503	1263000__R5EDV4__BN466_01097
ERR1913287.737699__1.737699	100884__E7GFK8__HMPREF9488_03551
ERR1913287.737726__1.737726	360807__C0FVL1__ERS852392_00394
ERR1913287.737737__1.737737	165179__A0A3E5E9I4__DXB80_09745
ERR1913287.737898__1.737898	165179__D1PEQ5__PREVCOP_05711
ERR1913287.738096__1.738096	165179__A0A3E5DRF6__DXC61_00200
ERR1913287.738289__1.738289	357276__B6VXX7__HMPREF1063_02683
ERR1913287.738367__1.738367	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.738394__1.738394	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.738500__1.738500	165179__A0A3E5AE59__DXC61_12885
ERR1913287.738569__1.738569	1263011__R6E3N4__BN553_01940
ERR1913287.738570__1.738570	1263011__R6E3N4__BN553_01940
ERR1913287.738710__1.738710	33043__A0A174CV49__ERS852386_02395
ERR1913287.738917__1.738917	292800__A0A096DG10__HMPREF9460_01046
ERR1913287.738940__1.738940	1262911__R6GKS1__BN557_00184
ERR1913287.739396__1.739396	28117__R7JG17__ALIPUT_01859
ERR1913287.739672__1.739672	1263011__R6EID3__BN553_01066
ERR1913287.739675__1.739675	165179__A0A3E4SB80__DXC61_12880
ERR1913287.739792__1.739792	1262803__R6P1C2__BN649_00451
ERR1913287.739882__1.739882	39492__D4JQM9__EUBSIR_00669
ERR1913287.739894__1.739894	214856__R6XUN2__rcsC_1
ERR1913287.740140__1.740140	165179__R6C3K4__PREVCOP_05795
ERR1913287.740185__1.740185	28052__A0A174MJI0__ERS852451_02496
ERR1913287.740406__1.740406	39491__A0A395V297__EUR_01010
ERR1913287.740505__1.740505	39491__A0A396FM36__DXB99_00820
ERR1913287.740706__1.740706	239935__A0A2N8IRL2__CXU06_01170
ERR1913287.740867__1.740867	116085__D4JAP5__DW747_11495
ERR1913287.740884__1.740884	165179__A0A3E5E2S3__DXB80_03455
ERR1913287.740917__1.740917	706562__GCA_900112995.1_02232
ERR1913287.740976__1.740976	39488__A0A173U4P2__ERS852578_02139
ERR1913287.741057__1.741057	165179__A0A174UTZ7__DXC61_06705
ERR1913287.741066__1.741066	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.741330__1.741330	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913287.741453__1.741453	40518__R5E426__DXD93_04485
ERR1913287.741596__1.741596	1262924__R7HUJ5__BN585_00830
ERR1913287.741895__1.741895	33043__A0A174EI47__inlJ
ERR1913287.741911__1.741911	1262911__R6H2J2__BN557_01228
ERR1913287.741917__1.741917	39492__D4JTF2__mutS2
ERR1913287.742014__1.742014	33043__D5HF29__eglS_1
ERR1913287.742021__1.742021	33043__A0A174GPT0__plsC_2
ERR1913287.742433__1.742433	165179__D1PE06__DXC61_05975
ERR1913287.742493__1.742493	28052__A0A174KLS3__ERS852451_01864
ERR1913287.742569__1.742569	1263000__R5EFY3__BN466_01416
ERR1913287.742580__1.742580	165179__A0A3E5DZA5__DXB80_12550
ERR1913287.742905__1.742905	239935__A0A2N8HT44__CXT84_11035
ERR1913287.742927__1.742927	33043__A0A173WPI1__ERS852400_02100
ERR1913287.742971__1.742971	853__A0A173XRA8__CGS56_09290
ERR1913287.743010__1.743010	626940__R6WJ89__HMPREF9443_01234
ERR1913287.743174__1.743174	33043__A0A174CPX4__ERS852386_02360
ERR1913287.743182__1.743182	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913287.743264__1.743264	165179__A0A3E5EDP4__DXB80_05800
ERR1913287.743398__1.743398	39491__A0A395ZBQ4__cph2_2
ERR1913287.743620__1.743620	649756__B0P1V3__HMPREF0369_02570
ERR1913287.743632__1.743632	357276__A0A076J8D4__HMPREF1064_00553
ERR1913287.743760__1.743760	165179__A0A229I6N7__DXC61_06720
ERR1913287.744014__1.744014	239935__A0A2N8IVT6__CXU13_08520
ERR1913287.744094__1.744094	74426__nifJ
ERR1913287.744159__1.744159	165179__A0A174NK27__PREVCOP_06433
ERR1913287.744203__1.744203	706562__GCA_900112995.1_01883
ERR1913287.744311__1.744311	214856__E4MF20__Alfi_0697
ERR1913287.744434__1.744434	820__A0A3E4VZT7__DXB48_16145
ERR1913287.744626__1.744626	39492__A0A174Z2N0__EUBSIR_01615
ERR1913287.744567__1.744567	239935__A0A2N8IDX4__CXU20_07380
ERR1913287.744554__1.744554	33043__A0A174BPV6__ERS852445_01773
ERR1913287.745025__1.745025	39492__D4MMZ8__ERS852540_01407
ERR1913287.745038__1.745038	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.745074__1.745074	88431__A0A174L1Y3__cat
ERR1913287.745511__1.745511	100886__E2NR34__ERS852383_04208
ERR1913287.745502__1.745502	165179__A0A174SA26__PREVCOP_05758
ERR1913287.745533__1.745533	1262777__R5VHN4__BN512_00064
ERR1913287.745534__1.745534	33043__D5HH34__ERS852386_00170
ERR1913287.745597__1.745597	1262924__R7HRA8__BN585_01680
ERR1913287.745600__1.745600	46503__R6X275__DD461_10840
ERR1913287.745607__1.745607	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913287.745664__1.745664	165179__D1P8Q2__trpF
ERR1913287.745766__1.745766	39492__B0MS79__ERS852540_01394
ERR1913287.745887__1.745887	39492__D4JUJ6__ssuB_2
ERR1913287.745903__1.745903	165179__A0A3E5E4P9__DXB80_07930
ERR1913287.745911__1.745911	1262911__R6H174__BN557_01246
ERR1913287.745949__1.745949	28052__A0A174M8X5__ERS852499_01897
ERR1913287.746104__1.746104	40518__R5DVX3__RBL263_01584
ERR1913287.746212__1.746212	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913287.746278__1.746278	1262911__R6GJ95__BN557_01617
ERR1913287.746535__1.746535	165179__D1PGJ6__DXC61_07300
ERR1913287.746540__1.746540	39491__A0A395V464__EUBREC_1509
ERR1913287.746652__1.746652	301302__R5UKP4__cbiT
ERR1913287.746969__1.746969	1262803__R6NUU3__BN649_00403
ERR1913287.747050__1.747050	360807__A0A1Q6T9R3__ERS852392_02666
ERR1913287.747184__1.747184	706562__GCA_900112995.1_02231
ERR1913287.747185__1.747185	384639__GCA_003096855.1_01191
ERR1913287.747290__1.747290	1262803__R6NRB9__BN649_01933
ERR1913287.747269__1.747269	28116__A7LS02__DXF98_24100
ERR1913287.747507__1.747507	487175__D9Y472__HMPREF9439_01993
ERR1913287.747463__1.747463	47678__A5ZEP5__CGC64_03450
ERR1913287.747678__1.747678	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913287.747679__1.747679	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913287.747706__1.747706	357276__A0A076J726__IY41_15030
ERR1913287.747783__1.747783	357276__A0A076IIL0__EL88_03065
ERR1913287.747836__1.747836	165179__D1PGU8__PREVCOP_06463
ERR1913287.747945__1.747945	165179__D1P9T6__PREVCOP_04016
ERR1913287.747986__1.747986	165179__A0A3E5E920__DXB80_11625
ERR1913287.748077__1.748077	39485__A0A174ZA72__glgB_1
ERR1913287.748098__1.748098	39488__A0A173REY4__ecfT_1
ERR1913287.748164__1.748164	39491__A0A396FM36__DXB99_00820
ERR1913287.748185__1.748185	33043__D5HEF6__ERS852445_00180
ERR1913287.748257__1.748257	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.748314__1.748314	853__E2ZGD9__C7J97_11715
ERR1913287.748627__1.748627	39492__D4JQM9__EUBSIR_00669
ERR1913287.748654__1.748654	239935__A0A2N8I368__CXT95_04550
ERR1913287.748726__1.748726	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913287.748848__1.748848	301302__R5UHX5__M72_14301
ERR1913287.748982__1.748982	165179__A0A174IPI3__CFT61_10940
ERR1913287.749073__1.749073	39491__A0A396FEV5__EUR_24750
ERR1913287.749284__1.749284	116085__D4J6H3__DW747_13755
ERR1913287.749376__1.749376	33043__A0A173X520__ERS852575_01617
ERR1913287.749574__1.749574	100884__E7GFK3__DXB26_14415
ERR1913287.749837__1.749837	165179__A0A3E5DZ45__DXC61_02820
ERR1913287.749848__1.749848	1299998__GCA_001494635.1_00464
ERR1913287.749917__1.749917	39491__A0A395ZHW9__DXC13_02590
ERR1913287.750086__1.750086	360807__C0FYV5__comEA
ERR1913287.750105__1.750105	39491__C4ZHS4__EUR_24420
ERR1913287.750116__1.750116	239935__R6JD78__CXU05_09250
ERR1913287.750259__1.750259	165179__D1P8V8__DXC61_01940
ERR1913287.750450__1.750450	165179__R6CNX7__DXB80_02200
ERR1913287.750588__1.750588	39491__C4Z9Y3__ERS852417_01808
ERR1913287.750623__1.750623	39491__A0A395V297__EUR_01010
ERR1913287.750699__1.750699	39492__R6RYB8__ERS852540_00322
ERR1913287.750936__1.750936	1160721__W0U8M9__RBI_II00386
ERR1913287.750947__1.750947	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913287.750974__1.750974	165179__D1PDJ4__DXB80_08505
ERR1913287.751271__1.751271	39491__A0A2U2EKL1__ERS852580_00911
ERR1913287.751204__1.751204	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.751211__1.751211	165179__R6CNX7__DXB80_02200
ERR1913287.751468__1.751468	360807__C0FW52__RIL183_10551
ERR1913287.751535__1.751535	28052__A0A174YME0__acm_2
ERR1913287.751546__1.751546	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.751591__1.751591	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913287.751668__1.751668	33043__A0A173ZXG0__ERS852400_00169
ERR1913287.751824__1.751824	1262992__R5CY89__BN795_01227
ERR1913287.752010__1.752010	39491__A0A173TFQ1__rsmF
ERR1913287.752070__1.752070	165179__A0A3E5E643__DXB80_06030
ERR1913287.752100__1.752100	39485__A0A174ZA72__glgB_1
ERR1913287.752122__1.752122	239935__A0A2N8IUW6__Amuc_1525
ERR1913287.752249__1.752249	410072__A0A174EHQ6__ERS852481_02629
ERR1913287.752314__1.752314	357276__D1JZM4__HMPREF1065_01278
ERR1913287.752376__1.752376	33043__D5HFE5__ERS852445_00644
ERR1913287.752498__1.752498	39492__D4JUL3__nreC_2
ERR1913287.752525__1.752525	39491__A0A174IJH1__DXB76_01865
ERR1913287.752807__1.752807	28117__B0MTW8__ALIPUT_00502
ERR1913287.752946__1.752946	39488__A0A173URV1__DXD91_07100
ERR1913287.753033__1.753033	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913287.753056__1.753056	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913287.753147__1.753147	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913287.753217__1.753217	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913287.753391__1.753391	823__A0A395YY84__DXC05_19515
ERR1913287.753397__1.753397	357276__A0A076IRV2__BACDOR_02822
ERR1913287.753512__1.753512	626940__E8LGB7__BN587_02010
ERR1913287.753535__1.753535	706562__GCA_900112995.1_02104
ERR1913287.753600__1.753600	39491__C4ZAT2__ERE_28440
ERR1913287.753677__1.753677	39492__D4MIY5__EUBSIR_00233
ERR1913287.753729__1.753729	39491__A0A396FF66__DXD95_01810
ERR1913287.753905__1.753905	39491__A0A2U2EKL1__ERS852580_00911
ERR1913287.753973__1.753973	40518__R5DU92__DXD93_03170
ERR1913287.754005__1.754005	165179__D1PHD6__DXC61_03380
ERR1913287.754205__1.754205	357276__B6VVS0__HMPREF1064_03951
ERR1913287.754511__1.754511	853__A0A2A7B9I6__DW855_13690
ERR1913287.754531__1.754531	1150298__R7JRU1__degA_3
ERR1913287.754532__1.754532	1150298__R7JRU1__degA_3
ERR1913287.754716__1.754716	1262922__R6E9C2__BN487_00401
ERR1913287.754940__1.754940	40518__R5DYU1__DXD86_01160
ERR1913287.754974__1.754974	165179__A0A3E5EAT2__DXC61_07585
ERR1913287.754998__1.754998	649756__L1PU84__ERS852571_01295
ERR1913287.755128__1.755128	823__A0A355XF06__B5F32_11480
ERR1913287.755310__1.755310	28052__R7NBQ0__ERS852499_01073
ERR1913287.755366__1.755366	1263000__R5EGP9__BN466_01419
ERR1913287.755417__1.755417	1262911__R6GSH8__BN557_00939
ERR1913287.755553__1.755553	28052__R7NB47__msbA_2
ERR1913287.755534__1.755534	165179__D1P9T6__PREVCOP_04016
ERR1913287.755588__1.755588	165179__A0A174SR12__DXB80_04410
ERR1913287.755598__1.755598	1262911__R6GHG8__BN557_01301
ERR1913287.755683__1.755683	649756__D4MXY4__CL2_04010
ERR1913287.755752__1.755752	884684__GCA_002892425.1_01408
ERR1913287.755851__1.755851	33043__D5HHY4__luxQ_1
ERR1913287.755989__1.755989	28117__B0MXU0__BHV66_07550
ERR1913287.756030__1.756030	28052__R7NBF2__ERS852451_02191
ERR1913287.756522__1.756522	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913287.756661__1.756661	39491__D4JMW8__ERS852497_01971
ERR1913287.756628__1.756628	301302__R5UNJ6__M72_26701
ERR1913287.756629__1.756629	33043__A0A173ZZ54__ERS852400_00193
ERR1913287.756812__1.756812	387090__S0F8B2__BACCOPRO_02129
ERR1913287.757017__1.757017	39492__D4JR58__EUBSIR_02090
ERR1913287.757006__1.757006	46503__A7AG59__ERS852463_00349
ERR1913287.757106__1.757106	1304__Q9ZI21__SALIVA_0269
ERR1913287.757451__1.757451	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.757466__1.757466	33043__A0A174DSP1__essC_2
ERR1913287.757583__1.757583	165179__A0A3E5EA83__DXC61_07750
ERR1913287.757564__1.757564	1262746__R5S3L1__BN750_00228
ERR1913287.757806__1.757806	46228__V8BLJ0__DXD17_08675
ERR1913287.757872__1.757872	33043__A0A174H1Y6__ERS852575_02698
ERR1913287.757895__1.757895	33043__A0A174BPN9__kfoC_2
ERR1913287.757945__1.757945	1262911__R6GSH0__BN557_00934
ERR1913287.758137__1.758137	1262743__R5C074__BN727_02042
ERR1913287.758149__1.758149	47678__R5UES3__CGC64_00760
ERR1913287.758181__1.758181	165179__D1PAN5__PREVCOP_04260
ERR1913287.758196__1.758196	1261__D3MR67__SAMN05660467_01650
ERR1913287.758364__1.758364	214851__D1PSK8__SUBVAR_07391
ERR1913287.758373__1.758373	165179__D1P8K1__DXB80_06045
ERR1913287.758467__1.758467	33043__A0A174BPV6__ERS852445_01773
ERR1913287.758468__1.758468	33043__A0A174BPV6__ERS852445_01773
ERR1913287.758477__1.758477	1262803__R6NYF7__BN649_02038
ERR1913287.758646__1.758646	46503__R6Y6S8__xynB_2
ERR1913287.758589__1.758589	28118__R6F5X8__DF785_07935
ERR1913287.758619__1.758619	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913287.758697__1.758697	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.758700__1.758700	39491__A0A395V1Y4__DXB99_08035
ERR1913287.758706__1.758706	33043__D5HIL5__ERS852445_01761
ERR1913287.758796__1.758796	823__A0A355XKQ8__DHP27_04010
ERR1913287.758935__1.758935	1796613__A0A1C7GYD6__A4V03_03700
ERR1913287.758863__1.758863	1262803__R6NKT8__BN649_00709
ERR1913287.759045__1.759045	338188__C9KRM3__ERS852397_01638
ERR1913287.759233__1.759233	39492__D4JQL8__ywpJ
ERR1913287.759366__1.759366	39485__A0A175A273__plsX_2
ERR1913287.759394__1.759394	165179__D1PGJ6__DXC61_07300
ERR1913287.759426__1.759426	28117__B0MVL2__BHV66_01645
ERR1913287.759442__1.759442	165179__D1P9T6__PREVCOP_04016
ERR1913287.759459__1.759459	626940__E8LG74__BN587_01686
ERR1913287.759538__1.759538	39492__B0MNL5__phoR_1
ERR1913287.759466__1.759466	39491__A0A395ZHW9__DXC13_02590
ERR1913287.759468__1.759468	88431__A0A3E5GJ50__DORLON_02273
ERR1913287.759471__1.759471	165179__D1PGU8__PREVCOP_06463
ERR1913287.759571__1.759571	165179__D1PE06__DXC61_05975
ERR1913287.759766__1.759766	1263000__R5EAZ0__BN466_00537
ERR1913287.759853__1.759853	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913287.760067__1.760067	39492__D4JUS6__accD5
ERR1913287.760188__1.760188	853__A0A173TAZ8__DWZ46_14590
ERR1913287.760274__1.760274	165179__D1PGU8__PREVCOP_06463
ERR1913287.760417__1.760417	338188__C9L213__ERS852397_00630
ERR1913287.760387__1.760387	165179__D1PGU8__PREVCOP_06463
ERR1913287.760500__1.760500	357276__B6W5Q9__HMPREF1063_03125
ERR1913287.760551__1.760551	239935__A0A2N8HTZ8__CXU09_01270
ERR1913287.760604__1.760604	1262924__R7HQ03__BN585_01295
ERR1913287.760879__1.760879	1263000__R5EHI3__BN466_01684
ERR1913287.760894__1.760894	239935__A0A2N8IMD6__CXU03_05585
ERR1913287.761087__1.761087	165179__D1P9T6__PREVCOP_04016
ERR1913287.761057__1.761057	39485__R5ZT20__ERS852490_00975
ERR1913287.761152__1.761152	357276__A0A0K2HJA6__DXD47_07320
ERR1913287.761270__1.761270	88431__A0A3D0EY52__ERS852573_01763
ERR1913287.761416__1.761416	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913287.761529__1.761529	40518__R5DMC7__blaR1
ERR1913287.761567__1.761567	301302__A0A173R6H4__M72_21671
ERR1913287.761615__1.761615	33043__A0A174EI47__inlJ
ERR1913287.761934__1.761934	165179__R6BPK1__DXB80_04445
ERR1913287.761942__1.761942	33043__D5HHF5__ERS852386_00025
ERR1913287.762020__1.762020	853__A0A3E2U7E6__ERS852582_01640
ERR1913287.762072__1.762072	39485__A0A174ZLN0__EUBELI_00120
ERR1913287.762035__1.762035	39492__D4JVT0__EUBSIR_00059
ERR1913287.762106__1.762106	39485__C4Z028__ERS852492_00100
ERR1913287.762366__1.762366	1262803__R6PQZ2__BN649_00435
ERR1913287.762548__1.762548	46228__B5CP91__RUMLAC_01282
