ERR1913225.225__1.225	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913225.1024823__1.1024823	820__A0A3E4VXP2__yesR
ERR1913225.1024830__1.1024830	1235835__R9LCU2__C814_02677
ERR1913225.1025078__1.1025078	1262783__R6CQW1__BN558_00305
ERR1913225.1025082__1.1025082	1262988__R7N3Z1__BN816_00044
ERR1913225.1025219__1.1025219	820__A0A3E4W984__pssA
ERR1913225.1025268__1.1025268	1262988__R7N7W1__BN816_00176
ERR1913225.1025429__1.1025429	301301__G2T3Q2__ERS852391_00522
ERR1913225.1025482__1.1025482	820__A0A139KIL9__DXC68_05945
ERR1913225.1025775__1.1025775	820__A7V859__ERS852462_00341
ERR1913225.1025834__1.1025834	562__P23837__phoQ
ERR1913225.1025855__1.1025855	1150298__R7JUS2__ERS852498_02193
ERR1913225.1026594__1.1026594	1262761__R6QJJ2__BN606_00358
ERR1913225.1026840__1.1026840	33039__A0A173VTT4__frdB_1
ERR1913225.1026995__1.1026995	40518__R5DVR2__RBL236_00303
ERR1913225.1026935__1.1026935	2293125__A0A374BVX3__DW917_12740
ERR1913225.1027090__1.1027090	820__A0A3E5E0T0__ERS852554_00312
ERR1913225.1027158__1.1027158	1262761__R6R380__BN606_01693
ERR1913225.1027143__1.1027143	1262743__R5C054__BN727_01980
ERR1913225.1027196__1.1027196	2293125__A0A374C8E6__DW917_07195
ERR1913225.1027210__1.1027210	1501391__GCA_000786575.1_00093
ERR1913225.1027267__1.1027267	78257__A0A087CUE0__BSAE_1156
ERR1913225.1027378__1.1027378	384638__B7ANH9__BACPEC_00233
ERR1913225.1027558__1.1027558	2293125__A0A374BZ93__DW917_11205
ERR1913225.1028564__1.1028564	820__I9TWZ7__DXC80_10550
ERR1913225.1028566__1.1028566	1262761__R6QU78__BN606_01972
ERR1913225.1028770__1.1028770	165179__A0A3E5AHY4__CFT61_07675
ERR1913225.1028784__1.1028784	39491__A0A395UZZ5__htpG_1
ERR1913225.1028785__1.1028785	1262988__R7N7L2__BN816_00087
ERR1913225.1029122__1.1029122	28118__R6FCY1__DER54_07335
ERR1913225.1029251__1.1029251	1262761__R6QWI4__BN606_00934
ERR1913225.1029401__1.1029401	1262761__R6QN56__BN606_00886
ERR1913225.1029463__1.1029463	39485__A0A174Z9M2__yhbU_1
ERR1913225.1029618__1.1029618	1262761__R6R3L8__BN606_01039
ERR1913225.1029628__1.1029628	39485__C4Z0T2__ykvU
ERR1913225.1029768__1.1029768	2293125__A0A374BR61__DW917_14880
ERR1913225.1029819__1.1029819	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913225.1029875__1.1029875	1099853__R7DH49__NSB1T_05240
ERR1913225.1030111__1.1030111	394340__icd
ERR1913225.1030164__1.1030164	166486__D4KXK8__xynB_1
ERR1913225.1030283__1.1030283	820__A0A1T4IY71__HMPREF2141_02402
ERR1913225.1030364__1.1030364	357276__B6W1J2__BACDOR_03380
ERR1913225.1030504__1.1030504	39485__A0A174ZBJ8__speA_2
ERR1913225.1030684__1.1030684	2293125__A0A374CFT0__DW917_03440
ERR1913225.1031044__1.1031044	820__A0A3E4VZY4__ERS852554_01211
ERR1913225.1031158__1.1031158	1262911__R6GIK0__BN557_01516
ERR1913225.1031328__1.1031328	1262761__R6R4Y1__BN606_02001
ERR1913225.1031482__1.1031482	2293125__A0A374C9M9__DW917_08170
ERR1913225.1031510__1.1031510	2293125__A0A374CHQ0__DW917_02295
ERR1913225.1031543__1.1031543	820__A0A3E5E0T0__ERS852554_00312
ERR1913225.1031753__1.1031753	820__A0A1T4IY71__HMPREF2141_02402
ERR1913225.1031696__1.1031696	371601__A0A1H4GXQ8__CW1_1432
ERR1913225.1031873__1.1031873	46228__V8BYC1__RUMLAC_00426
ERR1913225.1032029__1.1032029	552398__F4XHU2__HMPREF0866_03196
ERR1913225.1032214__1.1032214	487174__K0X3U2__DIT83_02455
ERR1913225.1032283__1.1032283	1262743__R5C054__BN727_01980
ERR1913225.1032307__1.1032307	39490__U2P932__ERS852448_00304
ERR1913225.1032477__1.1032477	649756__D4MX84__ERS852520_02352
ERR1913225.1032611__1.1032611	2293125__A0A374C8A8__DW917_07550
ERR1913225.1032711__1.1032711	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913225.1032754__1.1032754	39485__C4Z0F4__ERS852490_00945
ERR1913225.1032809__1.1032809	322505__group_105
ERR1913225.1032969__1.1032969	165179__A0A174SA26__PREVCOP_05758
ERR1913225.1033091__1.1033091	820__A0A374Q854__HMPREF1073_03281
ERR1913225.1033240__1.1033240	360807__A0A1Q6T542__RIL183_02161
ERR1913225.1033317__1.1033317	2293125__A0A374BQ34__DW917_14250
ERR1913225.1033356__1.1033356	1262889__R7H8I0__BN634_00208
ERR1913225.1033434__1.1033434	2293125__A0A374CII6__DW917_03460
ERR1913225.1033602__1.1033602	40520__A0A174FIC2__DXD81_07000
ERR1913225.1033662__1.1033662	218538__C9LL79__GCWU000321_00015
ERR1913225.1033681__1.1033681	853__A0A173XRA8__CGS56_09290
ERR1913225.1033787__1.1033787	39485__C4Z6J7__ERS852492_02047
ERR1913225.1033800__1.1033800	40520__A0A174Q8Q4__DXB81_11370
ERR1913225.1033948__1.1033948	820__R9I3Q7__HMPREF1072_01668
ERR1913225.1034180__1.1034180	88431__A0A174UTT9__clcA
ERR1913225.1034282__1.1034282	1262889__R7HCF6__BN634_01122
ERR1913225.1034659__1.1034659	820__A0A1Q6IDS8__chtA
ERR1913225.1034850__1.1034850	1262761__R6QJF1__BN606_00340
ERR1913225.1034853__1.1034853	28116__A7LS02__DXF98_24100
ERR1913225.1035014__1.1035014	1501391__GCA_000786575.1_00026
ERR1913225.1036317__1.1036317	1262761__R6R5Y6__BN606_00217
ERR1913225.1036510__1.1036510	39485__C4Z390__EUBELI_01689
ERR1913225.1036541__1.1036541	544645__A0A3E4T3K9__DXC42_11565
ERR1913225.1036622__1.1036622	1262761__R6QHZ3__BN606_00478
ERR1913225.1036720__1.1036720	1262911__R6H2B5__BN557_01151
ERR1913225.1036931__1.1036931	39485__A0A174ZPH7__ERS852490_01992
ERR1913225.1037027__1.1037027	218538__C9LM16__csm1
ERR1913225.1037166__1.1037166	1550024__A0A3B9WIW5__TQ39_04755
ERR1913225.1037331__1.1037331	39491__A0A396FNY7__LD38_16155
ERR1913225.1037350__1.1037350	820__A0A3E4VZY4__ERS852554_01211
ERR1913225.1038293__1.1038293	1262761__R6R2J2__BN606_00943
ERR1913225.1038297__1.1038297	820__A0A174M9V5__M093_0237
ERR1913225.1038521__1.1038521	1501391__GCA_000786575.1_00095
ERR1913225.1038533__1.1038533	820__A0A174TRB5__DXD40_11305
ERR1913225.1038683__1.1038683	1262761__R6QNF0__BN606_00930
ERR1913225.1038687__1.1038687	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913225.1038756__1.1038756	2293125__A0A374BZ50__DW917_11090
ERR1913225.1039017__1.1039017	2293125__A0A374CIC9__DW917_02045
ERR1913225.1039116__1.1039116	39485__A0A174YW66__ERS852490_03040
ERR1913225.1039288__1.1039288	1262911__R6H2J2__BN557_01228
ERR1913225.1039574__1.1039574	2293125__A0A374C9I8__DW917_06795
ERR1913225.1039828__1.1039828	823__A0A069S0G2__DXB14_03195
ERR1913225.1040040__1.1040040	2293125__A0A374CFZ2__DW917_03445
ERR1913225.1040180__1.1040180	2293125__A0A374CIC9__DW917_02045
ERR1913225.1040382__1.1040382	1965604__A0A1Y4EMI2__B5F54_14450
ERR1913225.1040393__1.1040393	40518__R5DS23__DXD86_01715
ERR1913225.1040440__1.1040440	1501391__GCA_000786575.1_00093
ERR1913225.1040730__1.1040730	39491__A0A395UYA6__EUBREC_0408
ERR1913225.1040828__1.1040828	2293125__A0A374CFT0__DW917_03440
ERR1913225.1041213__1.1041213	40520__A0A395XAI7__DXB81_16005
ERR1913225.1041329__1.1041329	2293125__A0A374C4C8__DW917_09805
ERR1913225.1041538__1.1041538	1150298__A0A174N5I7__ERS852498_01953
ERR1913225.1041704__1.1041704	1262736__R5Y2T3__BN496_01142
ERR1913225.1042193__1.1042193	1262761__R6QUS0__BN606_00152
ERR1913225.1042240__1.1042240	2293125__A0A374BZ93__DW917_11205
ERR1913225.1042316__1.1042316	2293125__A0A374CFZ2__DW917_03445
ERR1913225.1042282__1.1042282	39496__A5Z5I2__EUBVEN_00963
ERR1913225.1042335__1.1042335	2108523__A0A2P2F504__LAWASA_1087
ERR1913225.1042533__1.1042533	218538__C9LQW2__GCWU000321_01944
ERR1913225.1042767__1.1042767	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913225.1042855__1.1042855	1262761__R6RZF9__BN606_01803
ERR1913225.1042896__1.1042896	487174__K0WR72__HMPREF9448_02610
ERR1913225.1043128__1.1043128	1262761__R6QW09__BN606_00873
ERR1913225.1043700__1.1043700	1262736__R5YCY9__BN496_00487
ERR1913225.1043741__1.1043741	2293125__A0A374C8A8__DW917_07550
ERR1913225.1043877__1.1043877	820__A0A139K8X8__DXC80_17665
ERR1913225.1043903__1.1043903	74426__purL
ERR1913225.1043980__1.1043980	820__A0A3E4VZY4__ERS852554_01211
ERR1913225.1043957__1.1043957	820__A0A139KIL9__DXC68_05945
ERR1913225.1043959__1.1043959	39485__C4Z1Y9__EUBELI_00143
ERR1913225.1044100__1.1044100	2293125__A0A374CI55__DW917_03455
ERR1913225.1044050__1.1044050	2293125__A0A374BSV3__DW917_13360
ERR1913225.1044234__1.1044234	1262761__R6QN56__BN606_00886
ERR1913225.1044537__1.1044537	2293125__A0A374BSW4__DW917_13420
ERR1913225.1044610__1.1044610	2293125__A0A374CII6__DW917_03460
ERR1913225.1045315__1.1045315	1262761__R6R763__BN606_01311
ERR1913225.1045446__1.1045446	1232426__nifJ
ERR1913225.1045525__1.1045525	821__A0A174NM17__lacZ_6
ERR1913225.1045805__1.1045805	2293125__A0A374BRB6__DW917_13815
ERR1913225.1045837__1.1045837	239935__A0A2N8I1R3__CXU05_06075
ERR1913225.1045933__1.1045933	40518__R5DXH2__DXD83_10135
ERR1913225.1046004__1.1046004	1501391__GCA_000786575.1_00067
ERR1913225.1046103__1.1046103	39485__C4Z0B2__EUBELI_01024
ERR1913225.1046123__1.1046123	2293125__A0A374CFW0__DW917_03450
ERR1913225.1046294__1.1046294	1735__B7CDA5__EUBIFOR_02186
ERR1913225.1046301__1.1046301	820__A0A3E4W984__pssA
ERR1913225.1046611__1.1046611	394340__group_3119
ERR1913225.1046721__1.1046721	820__A0A174A6K0__M093_0079
ERR1913225.1047313__1.1047313	1262761__R6QU78__BN606_01972
ERR1913225.1047603__1.1047603	36343__GeneID:11467866
ERR1913225.1047867__1.1047867	218538__C9LL79__GCWU000321_00015
ERR1913225.1047996__1.1047996	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.1048168__1.1048168	853__A0A2A7ATM9__DWZ89_13645
ERR1913225.1048175__1.1048175	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913225.1048445__1.1048445	74426__nifJ
ERR1913225.1048727__1.1048727	820__A0A174M9V5__M093_0237
ERR1913225.1048816__1.1048816	1262761__R6QJJ2__BN606_00358
ERR1913225.1048896__1.1048896	28117__B0MY41__BHV66_05165
ERR1913225.1048852__1.1048852	820__A7V049__DXB48_04755
ERR1913225.1048860__1.1048860	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913225.1048940__1.1048940	821__A6L0C7__ERS852556_03520
ERR1913225.1049109__1.1049109	1262911__R6GT76__BN557_01150
ERR1913225.1049267__1.1049267	39488__A0A173T9I3__EHLA_2994
ERR1913225.1049326__1.1049326	2293125__A0A374CHT4__DW917_03485
ERR1913225.1049650__1.1049650	1712665__A0A2G3E1H3__CSX02_08860
ERR1913225.1049759__1.1049759	2293125__A0A374BRB6__DW917_13815
ERR1913225.1049978__1.1049978	823__A6LBY1__ERS852380_00510
ERR1913225.1050080__1.1050080	39491__A0A396FF66__DXD95_01810
ERR1913225.1050172__1.1050172	39485__A0A174YMC1__recN
ERR1913225.1050222__1.1050222	1262988__R7N521__BN816_01886
ERR1913225.1050343__1.1050343	2293125__A0A374CI55__DW917_03455
ERR1913225.1050459__1.1050459	820__A0A374MMF0__HMPREF1073_03811
ERR1913225.1050699__1.1050699	1262911__R6GMD8__BN557_01647
ERR1913225.1050756__1.1050756	39492__R6SPM9__pheT
ERR1913225.1050984__1.1050984	2293125__A0A374BSW4__DW917_13420
ERR1913225.1051323__1.1051323	2293125__A0A374BZ50__DW917_11090
ERR1913225.1051350__1.1051350	2293125__A0A374BUM7__DW917_12980
ERR1913225.1051374__1.1051374	1262761__R6QU88__BN606_01983
ERR1913225.1051403__1.1051403	544644__GCA_001915615.1_00059
ERR1913225.1051453__1.1051453	820__A0A3E4VXP2__yesR
ERR1913225.1051556__1.1051556	2293125__A0A374BSW4__DW917_13420
ERR1913225.1051933__1.1051933	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913225.1052091__1.1052091	1262911__R6GQM3__BN557_01245
ERR1913225.1052104__1.1052104	820__A0A139KJR5__M093_4469
ERR1913225.1052146__1.1052146	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.1052253__1.1052253	2293125__A0A374CFZ2__DW917_03445
ERR1913225.1052327__1.1052327	165179__A0A174SA26__PREVCOP_05758
ERR1913225.1052523__1.1052523	28116__A0A1Y4PWX5__rpoE_4
ERR1913225.1052634__1.1052634	1501391__GCA_000786575.1_00077
ERR1913225.1052647__1.1052647	2293125__A0A374C9M9__DW917_08170
ERR1913225.1052726__1.1052726	1628085__A0A2U1B8S0__C7386_11465
ERR1913225.1053140__1.1053140	1965555__A0A1Y4SCI3__B5E77_06315
ERR1913225.1053217__1.1053217	820__A0A139K4T0__ERS852510_03146
ERR1913225.1053644__1.1053644	2293125__A0A374C9I8__DW917_06795
ERR1913225.1053830__1.1053830	1739406__A0A1S1EEM3__HMPREF2902_09445
ERR1913225.1054066__1.1054066	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913225.1054234__1.1054234	820__A0A139K4T0__ERS852510_03146
ERR1913225.1054305__1.1054305	1262911__R6GN99__BN557_01784
ERR1913225.1054351__1.1054351	39485__A0A174ZTY8__ycfH
ERR1913225.1054463__1.1054463	1262761__R6RU22__BN606_01110
ERR1913225.1054498__1.1054498	487174__K0X2Q8__DDY40_04590
ERR1913225.1054593__1.1054593	2293125__A0A374CHT4__DW917_03485
ERR1913225.1054614__1.1054614	371601__A0A139LNM1__SAMN05216250_15312
ERR1913225.1054695__1.1054695	1262761__R6QS21__BN606_00301
ERR1913225.1054790__1.1054790	1262911__R6GPA3__BN557_00827
ERR1913225.1054727__1.1054727	1262988__R7N3U0__BN816_02215
ERR1913225.1055236__1.1055236	820__A0A3E4QZJ7__C801_01798
ERR1913225.1055164__1.1055164	39485__A0A175A403__EUBELI_20577
ERR1913225.1055400__1.1055400	39492__D4MMN2__EUBSIR_00964
ERR1913225.1055407__1.1055407	165179__D1PDF6__DXB80_12430
ERR1913225.1055519__1.1055519	1501391__GCA_000786575.1_00115
ERR1913225.1055717__1.1055717	322505__frlB
ERR1913225.1055816__1.1055816	820__A0A374Q1D8__SAMN05444418_112114
ERR1913225.1055941__1.1055941	2293125__A0A374BVX3__DW917_12740
ERR1913225.1056004__1.1056004	39485__A0A174YVL0__xynZ_2
ERR1913225.1056061__1.1056061	820__A0A139K4T0__ERS852510_03146
ERR1913225.1056206__1.1056206	10679__GeneID:1261548
ERR1913225.1056436__1.1056436	2293125__A0A374CFW0__DW917_03450
ERR1913225.1056539__1.1056539	820__A0A174A6K0__M093_0079
ERR1913225.1056577__1.1056577	1262700__R5XC07__BN695_01332
ERR1913225.1056602__1.1056602	1262911__R6GLF4__BN557_01493
ERR1913225.1056717__1.1056717	1501391__GCA_000786575.1_00071
ERR1913225.1056949__1.1056949	165179__R6C330__DXC61_04975
ERR1913225.1057031__1.1057031	2293125__A0A374BR61__DW917_14880
ERR1913225.1057542__1.1057542	1501391__GCA_000786575.1_00065
ERR1913225.1057643__1.1057643	1262911__R6HN81__BN557_00921
ERR1913225.1057761__1.1057761	2293125__A0A374C955__DW917_08135
ERR1913225.1057893__1.1057893	28118__F9ZCN1__B5F99_10605
ERR1913225.1058063__1.1058063	1262736__R5Y4Y4__BN496_00383
ERR1913225.1058172__1.1058172	1735__B7CDA5__EUBIFOR_02186
ERR1913225.1058232__1.1058232	1262942__R7QYC1__BN520_01792
ERR1913225.1058252__1.1058252	572010__nifJ
ERR1913225.1058440__1.1058440	1965646__A0A1Y3WAF3__B5G10_10515
ERR1913225.1058559__1.1058559	28117__B0MTV5__BHV66_06415
ERR1913225.1058594__1.1058594	1262911__R6H0U7__BN557_01104
ERR1913225.1058644__1.1058644	165179__D1PGU8__PREVCOP_06463
ERR1913225.1058727__1.1058727	1262911__R6GR13__BN557_00618
ERR1913225.1058825__1.1058825	1262988__R7N2L5__BN816_01804
ERR1913225.1059532__1.1059532	2293125__A0A374CCM7__DW917_05375
ERR1913225.1059708__1.1059708	820__A0A3E5BMG9__DXD40_05130
ERR1913225.1059903__1.1059903	1501391__GCA_000786575.1_00065
ERR1913225.1060018__1.1060018	1262911__R6GY22__BN557_00023
ERR1913225.1060548__1.1060548	357276__I9QBT7__BSEG_03340
ERR1913225.1060737__1.1060737	820__A0A139K4T0__ERS852510_03146
ERR1913225.1060865__1.1060865	1501391__GCA_000786575.1_00115
ERR1913225.1060902__1.1060902	239935__A0A139TQT9__Amuc_1197
ERR1913225.1061160__1.1061160	820__A0A174B4N2__M093_2531
ERR1913225.1061277__1.1061277	2293125__A0A374CFT0__DW917_03440
ERR1913225.1061301__1.1061301	1501391__GCA_000786575.1_00061
ERR1913225.1061345__1.1061345	1628085__A0A1C5ZMG9__C7386_104116
ERR1913225.1061474__1.1061474	820__A0A139KIL9__DXC68_05945
ERR1913225.1061519__1.1061519	820__R9I324__HMPREF2141_02414
ERR1913225.1061671__1.1061671	39492__D4JT56__lepB
ERR1913225.1061697__1.1061697	1263107__GCA_000436995.1_00112
ERR1913225.1061701__1.1061701	47678__R5UMP1__CGC64_03365
ERR1913225.1061709__1.1061709	39485__C4Z6Z5__EUBELI_20593
ERR1913225.1062261__1.1062261	853__C7H1R8__DW905_06675
ERR1913225.1062921__1.1062921	2293125__A0A374CII6__DW917_03460
ERR1913225.1063168__1.1063168	28116__A0A0J9IIV5__M089_5519
ERR1913225.1063264__1.1063264	39485__C4Z390__EUBELI_01689
ERR1913225.1063351__1.1063351	820__A0A139K4T0__ERS852510_03146
ERR1913225.1063316__1.1063316	1262743__R5C054__BN727_01980
ERR1913225.1063429__1.1063429	33043__A0A174H1B6__ERS852575_02702
ERR1913225.1063533__1.1063533	28116__A0A1G8H1M8__DXF98_11065
ERR1913225.1063945__1.1063945	418240__A0A174DPU9__ERS852523_01652
ERR1913225.1063961__1.1063961	410072__A0A173S1W0__COPCOM_00541
ERR1913225.1064394__1.1064394	1262911__R6HG37__BN557_01341
ERR1913225.1064753__1.1064753	418240__A0A173YA50__ERS852478_00137
ERR1913225.1064807__1.1064807	820__A0A374Q1D8__SAMN05444418_112114
ERR1913225.1064827__1.1064827	820__A0A139K5A6__DXB48_12175
ERR1913225.1065104__1.1065104	820__A0A174A6K0__M093_0079
ERR1913225.1065061__1.1065061	2293125__A0A374BR61__DW917_14880
ERR1913225.1065302__1.1065302	239935__A0A139TPD8__CXU12_11015
ERR1913225.1065528__1.1065528	1262761__R6QUM5__BN606_02048
ERR1913225.1065543__1.1065543	165179__A0A174SA26__PREVCOP_05758
ERR1913225.1065599__1.1065599	218538__C9LPE5__GCWU000321_01424
ERR1913225.1065650__1.1065650	2293125__A0A374BN09__DW917_16245
ERR1913225.1065830__1.1065830	33043__A8SPT5__yfiN_2
ERR1913225.1065887__1.1065887	40518__R5DU74__RBATCC27255_00707
ERR1913225.1065977__1.1065977	820__A0A374Q351__DXD40_05850
ERR1913225.1066070__1.1066070	2293125__A0A374BSW4__DW917_13420
ERR1913225.1066130__1.1066130	28118__R6FCU5__B5F99_14335
ERR1913225.1066214__1.1066214	487174__K0X3E9__DDY40_04905
ERR1913225.1066353__1.1066353	39492__D4JVC7__yfgF
ERR1913225.1066456__1.1066456	1262942__R7QWC6__BN520_00967
ERR1913225.1066932__1.1066932	1262889__R7HBL9__BN634_01190
ERR1913225.1067116__1.1067116	165179__A0A174UTZ7__DXC61_06705
ERR1913225.1067152__1.1067152	2293125__A0A374BUM7__DW917_12980
ERR1913225.1067286__1.1067286	39491__A0A395V5R3__EUBREC_1883
ERR1913225.1067460__1.1067460	1262911__R6HIJ8__BN557_01742
ERR1913225.1067648__1.1067648	1262942__R7QX64__BN520_01187
ERR1913225.1067765__1.1067765	10680__GeneID:1261100
ERR1913225.1068077__1.1068077	820__A0A3E4WCX3__C801_02709
ERR1913225.1068345__1.1068345	820__A0A174M9V5__M093_0237
ERR1913225.1068351__1.1068351	471189__GCA_003340385.1_00220
ERR1913225.1068597__1.1068597	1262777__R5WDG0__BN512_01280
ERR1913225.1068774__1.1068774	166486__D4L1L1__ROSINTL182_05277
ERR1913225.1068961__1.1068961	40520__R7D9B5__RUMOBE_02828
ERR1913225.1069727__1.1069727	36343__GeneID:1261150
ERR1913225.1069788__1.1069788	1262761__R6RZ48__BN606_01724
ERR1913225.1069952__1.1069952	2293125__A0A374BV30__DW917_13395
ERR1913225.1070126__1.1070126	1262761__R6RNL8__BN606_00387
ERR1913225.1070141__1.1070141	214856__A0A173ZQB9__ERS852559_00006
ERR1913225.1070249__1.1070249	1262761__R6RZ48__BN606_01724
ERR1913225.1070277__1.1070277	1262911__R6H0U7__BN557_01104
ERR1913225.1070313__1.1070313	2293125__A0A374BUM7__DW917_12980
ERR1913225.1070379__1.1070379	28118__F9Z7S2__DF785_12600
ERR1913225.1070410__1.1070410	2293125__A0A374C7Q4__DW917_07745
ERR1913225.1070497__1.1070497	2293125__A0A374BZ50__DW917_11090
ERR1913225.1070798__1.1070798	301301__A0A395V9P9__ERS852391_00747
ERR1913225.1070899__1.1070899	1981510__A0A2K9P4P6__B9O19_01447
ERR1913225.1070869__1.1070869	1965650__A0A1Y3VRJ7__B5G16_02180
ERR1913225.1071023__1.1071023	1262761__R6RU22__BN606_01110
ERR1913225.1071079__1.1071079	1897011__A0A1Q6RC34__BHW41_06455
ERR1913225.1071132__1.1071132	821__A0A173WG51__BVU_2549
ERR1913225.1071224__1.1071224	820__A0A174VD39__DXD90_12235
ERR1913225.1071251__1.1071251	1262761__R6QR72__BN606_01181
ERR1913225.1071252__1.1071252	2293125__A0A374CFT0__DW917_03440
ERR1913225.1071303__1.1071303	1263107__GCA_000436995.1_00232
ERR1913225.1071565__1.1071565	820__R9I2U8__DXC68_09590
ERR1913225.1071669__1.1071669	165179__A0A3E5DZ45__DXC61_02820
ERR1913225.1071699__1.1071699	2293125__A0A374BUM7__DW917_12980
ERR1913225.1071709__1.1071709	1262942__R7QVY0__BN520_00652
ERR1913225.1071899__1.1071899	28116__A0A1Y4Q114__DXF98_00470
ERR1913225.1071968__1.1071968	40518__R5DVR2__RBL236_00303
ERR1913225.1071920__1.1071920	853__A0A173TAZ8__DWZ46_14590
ERR1913225.1072110__1.1072110	820__R9I3Q7__HMPREF1072_01668
ERR1913225.1072290__1.1072290	39492__D4JQP0__ypeB
ERR1913225.1072472__1.1072472	40520__A5ZSH0__ERS852533_03692
ERR1913225.1072674__1.1072674	820__A0A174CG08__DXB62_13215
ERR1913225.1073118__1.1073118	1501391__GCA_000786575.1_00084
ERR1913225.1073294__1.1073294	820__A0A139KA34__B5G17_05520
ERR1913225.1073377__1.1073377	820__A0A374Q1D8__SAMN05444418_112114
ERR1913225.1073649__1.1073649	1897011__A0A1Q6RC54__BHW41_06555
ERR1913225.1073579__1.1073579	820__A7UYX8__DXD40_11635
ERR1913225.1073821__1.1073821	820__R9I3Q7__HMPREF1072_01668
ERR1913225.1074110__1.1074110	820__A0A3E5BMG9__DXD40_05130
ERR1913225.1074308__1.1074308	1262944__R7IR62__BN596_01328
ERR1913225.1074459__1.1074459	165179__A0A3E5A5E5__DXC61_13965
ERR1913225.1074698__1.1074698	410072__R6LKC9__ERS852525_01807
ERR1913225.1074724__1.1074724	1262889__R7HC51__BN634_01378
ERR1913225.1074730__1.1074730	823__D0TBY4__M090_0431
ERR1913225.1074876__1.1074876	556261__F0Z291__HMPREF0240_03230
ERR1913225.1074999__1.1074999	1262911__R6H212__BN557_01031
ERR1913225.1075112__1.1075112	820__A7V8C2__ERS852554_01338
ERR1913225.1075076__1.1075076	88431__A0A3D0EYA4__atpH
ERR1913225.1075739__1.1075739	418240__C6JFK4__ERS852523_01172
ERR1913225.1075805__1.1075805	166486__D4KVN3__ERS852572_03944
ERR1913225.1075863__1.1075863	1262942__R7QWC6__BN520_00967
ERR1913225.1075941__1.1075941	165179__A0A229I7F5__DXB80_02650
ERR1913225.1075952__1.1075952	820__A0A374Q8T2__DXB64_16190
ERR1913225.1076186__1.1076186	820__A0A374Q4X1__HMPREF2141_02370
ERR1913225.1076342__1.1076342	40518__R5DME2__DXD86_07315
ERR1913225.1076397__1.1076397	28116__I9ST00__M088_5588
ERR1913225.1076754__1.1076754	1262538__GeneID:16384850
ERR1913225.1076897__1.1076897	1262911__R6H2J2__BN557_01228
ERR1913225.1076942__1.1076942	39488__A0A285PT56__ERS852450_02640
ERR1913225.1076999__1.1076999	1262761__R6QJJ2__BN606_00358
ERR1913225.1077017__1.1077017	1262761__R6R5Y6__BN606_00217
ERR1913225.1077074__1.1077074	28116__E5CCI2__M089_3437
ERR1913225.1077092__1.1077092	1520810__A0A1H5XYJ5__SAMN02910276_02047
