ERR1913246.489__1.489	84030__D6DE34__B5F06_14455
ERR1913246.1795980__1.1795980	357276__A0A0K2HG61__BACDOR_02028
ERR1913246.1796170__1.1796170	563769__GeneID:6973141
ERR1913246.1796287__1.1796287	1550024__A0A0D8IY61__ASJ35_05690
ERR1913246.1796368__1.1796368	10678__GeneID:2777418
ERR1913246.1796383__1.1796383	638849__D1Y6R3__HMPREF7215_1091
ERR1913246.1796474__1.1796474	563769__GeneID:6972918
ERR1913246.1796698__1.1796698	2173__A0A1D2WVA1__Msm_0411
ERR1913246.1796727__1.1796727	214856__R6Z5D0__resA_4
ERR1913246.1796732__1.1796732	357276__A0A076J726__IY41_15030
ERR1913246.1796769__1.1796769	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913246.1796930__1.1796930	1262873__R6WJS4__BN605_00575
ERR1913246.1797014__1.1797014	40518__R5DVH6__DXD86_08955
ERR1913246.1797373__1.1797373	820__A7VAS1__HMPREF2141_03259
ERR1913246.1797380__1.1797380	328813__A0A1Y3QZ64__B5G41_14235
ERR1913246.1797440__1.1797440	28118__F9ZCH6__DHW44_07090
ERR1913246.1797421__1.1797421	562__P63202__gadW
ERR1913246.1797453__1.1797453	216816__C2GUV2__APC1478_0430
ERR1913246.1797455__1.1797455	246787__A0A108T1Y3__fepA_8
ERR1913246.1797486__1.1797486	357276__A0A0K2HKT7__B5F95_21090
ERR1913246.1797536__1.1797536	638849__D1Y6H3__HMPREF7215_1832
ERR1913246.1797539__1.1797539	1262873__R6WL07__BN605_01031
ERR1913246.1797545__1.1797545	28116__C3QXZ9__DXA80_15295
ERR1913246.1797877__1.1797877	46503__R6WPS1__lepB
ERR1913246.1797878__1.1797878	246787__A0A3D6B182__HMPREF1062_00600
ERR1913246.1797998__1.1797998	10678__GeneID:2777434
ERR1913246.1797981__1.1797981	47678__R5U9Z6__HMPREF1061_03205
ERR1913246.1798044__1.1798044	28116__A7LXU0__HMPREF1070_00358
ERR1913246.1798080__1.1798080	40518__R5E6X5__sbcD
ERR1913246.1798095__1.1798095	562__P63202__gadW
ERR1913246.1798132__1.1798132	626932__G5HAB4__HMPREF9450_01579
ERR1913246.1798147__1.1798147	28025__A0A315RYG2__BASA_0183
ERR1913246.1798160__1.1798160	1965576__A0A1Y4LSQ8__B5F19_04655
ERR1913246.1798224__1.1798224	28025__D3R7T8__BAAA27673_01060
ERR1913246.1798431__1.1798431	1262911__R6GT76__BN557_01150
ERR1913246.1798496__1.1798496	1262911__R6GPL1__BN557_00927
ERR1913246.1798505__1.1798505	1965576__A0A1Y4L5T5__B5F19_13710
ERR1913246.1798540__1.1798540	28025__D3R7N9__DD695_06270
ERR1913246.1798676__1.1798676	172901__A0A2U1AV38__C8D82_1177
ERR1913246.1798714__1.1798714	357276__I9FRW5__B5F95_21685
ERR1913246.1798750__1.1798750	1262911__R6GUQ4__BN557_01581
ERR1913246.1798869__1.1798869	214856__I3YPR5__ERS852447_01364
ERR1913246.1798933__1.1798933	28116__E5CH91__B5F02_11815
ERR1913246.1798990__1.1798990	1531__A0A174UAZ2__HMPREF1083_03143
ERR1913246.1799177__1.1799177	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913246.1799220__1.1799220	638849__D1Y4X3__HMPREF7215_0060
ERR1913246.1799229__1.1799229	357276__A0A076IXE0__HMPREF1064_04364
ERR1913246.1799304__1.1799304	10678__GeneID:2777399
ERR1913246.1799390__1.1799390	40518__R5E328__DXD86_08885
ERR1913246.1799442__1.1799442	100886__A0A174KUM0__yaaA_2
ERR1913246.1799459__1.1799459	357276__A0A076IXE0__HMPREF1064_04364
ERR1913246.1799803__1.1799803	562__P0ABR8__antA
ERR1913246.1799827__1.1799827	10678__GeneID:2777477
ERR1913246.1799906__1.1799906	214856__R5UN64__ERS852447_02669
ERR1913246.1800008__1.1800008	487174__K0WTW4__DDY40_12630
ERR1913246.1800090__1.1800090	47678__R5UG96__C5Z00_12630
ERR1913246.1800177__1.1800177	40518__R5DME2__DXD86_07315
ERR1913246.1800261__1.1800261	216816__A0A0A1GN66__APC1468_1044
ERR1913246.1800271__1.1800271	1262911__R6GKS1__BN557_00184
ERR1913246.1800302__1.1800302	28116__A0A1Y4PWE4__M089_4352
ERR1913246.1800314__1.1800314	88431__A0A3D0F1J0__ERS852526_00938
ERR1913246.1800283__1.1800283	1262911__R6H1M1__BN557_00925
ERR1913246.1800444__1.1800444	1501391__GCA_000786575.1_00120
ERR1913246.1800466__1.1800466	1232426__topA
ERR1913246.1800566__1.1800566	820__A0A3E4QZJ7__C801_01798
ERR1913246.1800628__1.1800628	1099853__U5CKR3__NSB1T_08705
ERR1913246.1800668__1.1800668	10678__GeneID:2777413
ERR1913246.1800702__1.1800702	33038__A0A396G387__HMPREF1201_01180
ERR1913246.1800804__1.1800804	487174__K0WUZ1__DIT83_10815
ERR1913246.1800806__1.1800806	562__A0A3F3QTB1__AML16_28280
ERR1913246.1801033__1.1801033	1232426__leuS
ERR1913246.1801115__1.1801115	216816__Q8G585__APC1473_0508
ERR1913246.1801153__1.1801153	214856__I3YMN6__Alfi_1938
ERR1913246.1801185__1.1801185	214856__R6Y6H8__ERS852447_01719
ERR1913246.1801349__1.1801349	1262911__R6HN81__BN557_00921
ERR1913246.1801458__1.1801458	328813__A0A1Y3QQ66__B5G41_14240
ERR1913246.1801550__1.1801550	1262911__R6H2J2__BN557_01228
ERR1913246.1801620__1.1801620	10678__GeneID:2777423
ERR1913246.1801664__1.1801664	10678__GeneID:2777425
ERR1913246.1801679__1.1801679	47678__A5ZGW9__HMPREF1061_01068
ERR1913246.1801716__1.1801716	10678__GeneID:2777403
ERR1913246.1801726__1.1801726	508460__GCF_000585335.1_00221
ERR1913246.1801810__1.1801810	562__P52045__CW278_17595
ERR1913246.1801930__1.1801930	246787__R6KM92__AA416_01456
ERR1913246.1802078__1.1802078	10678__GeneID:2777481
ERR1913246.1802259__1.1802259	214856__I3YPN0__ERS852447_01398
ERR1913246.1802359__1.1802359	487174__K0WX10__DIT83_10030
ERR1913246.1802346__1.1802346	1262989__R6ZEW9__BN815_01033
ERR1913246.1802409__1.1802409	47678__R5U8Y1__BACCAC_02615
ERR1913246.1802465__1.1802465	33039__D4M4L0__ERS852577_02891
ERR1913246.1802584__1.1802584	1262889__R7HCH8__BN634_01555
ERR1913246.1802638__1.1802638	357276__A0A076IRX4__ABI39_13585
ERR1913246.1802676__1.1802676	291645__I8XPK0__HMPREF1068_01554
ERR1913246.1802687__1.1802687	1262911__R6GPB1__BN557_00837
ERR1913246.1802742__1.1802742	1262700__R5Y6J6__BN695_00596
ERR1913246.1802772__1.1802772	1262911__R6GZW9__BN557_00833
ERR1913246.1802793__1.1802793	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913246.1802825__1.1802825	1262873__R6XKN1__BN605_00379
ERR1913246.1803124__1.1803124	1262911__R6GMD8__BN557_01647
ERR1913246.1803151__1.1803151	394340__dnaE
ERR1913246.1803301__1.1803301	564886__GeneID:6973115
ERR1913246.1803396__1.1803396	10678__GeneID:2777420
ERR1913246.1803400__1.1803400	84030__D6DDS4__B5F06_06240
ERR1913246.1803528__1.1803528	40518__R5DU52__RB5AMG_02245
ERR1913246.1803596__1.1803596	2173__A0A1D2WT01__BK798_04470
ERR1913246.1803724__1.1803724	357276__I9R4T1__IY41_06800
ERR1913246.1803846__1.1803846	216816__C2GTH2__CE159_03580
ERR1913246.1803871__1.1803871	40518__R5DUG7__sbcC
ERR1913246.1803996__1.1803996	1262873__R6XQ62__BN605_01798
ERR1913246.1803999__1.1803999	216816__D6ZXB6__BBL306_0063
ERR1913246.1804025__1.1804025	100886__E2NNS1__ywpJ_5
ERR1913246.1804267__1.1804267	1501391__GCA_000786575.1_00124
ERR1913246.1804303__1.1804303	638849__D1Y6K7__minD
ERR1913246.1804309__1.1804309	10678__GeneID:2777494
ERR1913246.1804314__1.1804314	10678__GeneID:2777468
ERR1913246.1804329__1.1804329	216816__A0A061M1M5__HMPREF0177_01046
ERR1913246.1804330__1.1804330	10678__GeneID:2777396
ERR1913246.1804384__1.1804384	1547__B0N446__DW242_02240
ERR1913246.1804462__1.1804462	823__A6LB62__B5F32_04550
ERR1913246.1804540__1.1804540	216816__A0A2N0SME6__BLIF_1881
ERR1913246.1804550__1.1804550	39492__D4JR31__EUBSIR_00106
ERR1913246.1804554__1.1804554	1262911__R6H2B5__BN557_01151
ERR1913246.1804614__1.1804614	39492__D4JSS2__EUBSIR_00553
ERR1913246.1804673__1.1804673	1262873__R6WDY4__BN605_01047
ERR1913246.1804738__1.1804738	40518__R5DLU0__fmt
ERR1913246.1804739__1.1804739	10678__GeneID:2777408
ERR1913246.1804874__1.1804874	1531__A0A2X2UX43__HMPREF1081_03407
ERR1913246.1804899__1.1804899	216816__R5MZK3__DPC6320_1630
ERR1913246.1804929__1.1804929	10678__GeneID:2777481
ERR1913246.1805034__1.1805034	1501391__GCA_000786575.1_00060
ERR1913246.1805210__1.1805210	10678__GeneID:2777395
ERR1913246.1805234__1.1805234	1262911__R6GZX7__BN557_00838
ERR1913246.1805268__1.1805268	216816__C2GSX7__DD678_03555
ERR1913246.1805271__1.1805271	246787__A0A3D6AQP8__AA416_04153
ERR1913246.1805367__1.1805367	1262911__R6H174__BN557_01246
ERR1913246.1805451__1.1805451	1147152__GeneID:14181982
ERR1913246.1805489__1.1805489	246787__A0A0P0GNB7__xyl4
ERR1913246.1805578__1.1805578	47678__A5ZHL2__DXB67_12495
ERR1913246.1805612__1.1805612	47678__A5ZHL2__DXB67_12495
ERR1913246.1805676__1.1805676	216816__C2GUV2__APC1478_0430
ERR1913246.1805710__1.1805710	1262911__R6HN87__BN557_00926
ERR1913246.1805753__1.1805753	84030__D6DEH0__B5F06_11225
ERR1913246.1805928__1.1805928	40518__R5DVH6__DXD86_08955
ERR1913246.1805937__1.1805937	216816__A0A087BBV6__BFS26_06210
ERR1913246.1805948__1.1805948	394340__caiA_2
ERR1913246.1806012__1.1806012	371601__D7J857__B5E52_13185
ERR1913246.1806141__1.1806141	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913246.1806118__1.1806118	84030__R5M9A7__B5F06_08435
ERR1913246.1806207__1.1806207	216816__U2TWA1__DD678_00805
ERR1913246.1806253__1.1806253	10678__GeneID:2777403
ERR1913246.1806269__1.1806269	214856__R6Z288__ERS852447_00734
ERR1913246.1806352__1.1806352	1262911__R6GMD8__BN557_01647
ERR1913246.1806419__1.1806419	1262873__R6WM58__BN605_01388
ERR1913246.1806427__1.1806427	10678__GeneID:2777413
ERR1913246.1806464__1.1806464	246787__A0A0P0FV02__AA416_03728
ERR1913246.1806487__1.1806487	626932__G5H6E7__HMPREF9450_00507
ERR1913246.1806525__1.1806525	246787__A0A3D6AWM8__BACCELL_01963
ERR1913246.1806557__1.1806557	823__A6LEF3__ERS852560_01356
ERR1913246.1806588__1.1806588	216816__C2GSX7__DD678_03555
ERR1913246.1806641__1.1806641	357276__A0A0P0M2G3__BACDOR_03913
ERR1913246.1806815__1.1806815	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913246.1806964__1.1806964	214856__I3YPN0__ERS852447_01398
ERR1913246.1807054__1.1807054	1965576__A0A1Y4LQE5__B5F19_01670
ERR1913246.1807109__1.1807109	1262873__R6W9X8__BN605_00063
ERR1913246.1807170__1.1807170	28116__D4WPD7__HMPREF1069_02183
ERR1913246.1807158__1.1807158	563769__GeneID:6973158
ERR1913246.1807238__1.1807238	214856__R5UN64__ERS852447_02669
ERR1913246.1807209__1.1807209	214856__R6XUN2__rcsC_1
ERR1913246.1807216__1.1807216	1262911__R6H212__BN557_01031
ERR1913246.1807307__1.1807307	626932__G5H663__HMPREF9450_00423
ERR1913246.1807355__1.1807355	246787__A0A3D6AQP8__AA416_04153
ERR1913246.1807377__1.1807377	10680__GeneID:1261092
ERR1913246.1807423__1.1807423	214856__R6XP73__ERS852447_00886
ERR1913246.1807595__1.1807595	216816__E5XYF2__APC1480_0509
ERR1913246.1807613__1.1807613	1262889__R7HDL3__BN634_01924
ERR1913246.1807680__1.1807680	10678__GeneID:2777402
ERR1913246.1807658__1.1807658	214856__R6XP73__ERS852447_00886
ERR1913246.1807739__1.1807739	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913246.1807803__1.1807803	246787__A0A0P0FV02__AA416_03728
ERR1913246.1807840__1.1807840	246787__A0A3D6AS39__ina
ERR1913246.1807998__1.1807998	10678__GeneID:2777413
ERR1913246.1808013__1.1808013	100886__E2NRQ1__ERS852383_04552
ERR1913246.1808061__1.1808061	10868__GeneID:1261859
ERR1913246.1808124__1.1808124	1501391__GCA_000786575.1_00146
ERR1913246.1808142__1.1808142	292800__A0A1C7FPN3__B5F52_12070
ERR1913246.1808184__1.1808184	33039__D4M6R8__bglB_8
ERR1913246.1808308__1.1808308	216816__B3DQ11__APC1466_1528
ERR1913246.1808364__1.1808364	357276__C3RDQ5__HMPREF1065_03827
ERR1913246.1808369__1.1808369	357276__I9R002__HMPREF1064_01826
ERR1913246.1808410__1.1808410	239935__A0A2N8HB50__CXU17_02615
ERR1913246.1808475__1.1808475	562__P63202__gadW
ERR1913246.1808502__1.1808502	214856__I3YPN9__ERS852447_01389
ERR1913246.1808562__1.1808562	357276__B6VT86__IY41_22515
ERR1913246.1808617__1.1808617	1501391__GCA_000786575.1_00131
ERR1913246.1808675__1.1808675	1501391__GCA_000786575.1_00057
ERR1913246.1808719__1.1808719	246787__R6KQ08__AA416_01934
ERR1913246.1808795__1.1808795	214856__R6XKW1__ERS852559_01141
ERR1913246.1808810__1.1808810	1147152__GeneID:14181982
ERR1913246.1808860__1.1808860	1232426__rpoB
ERR1913246.1809003__1.1809003	357276__I9QPN3__EL88_09245
ERR1913246.1809011__1.1809011	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913246.1809142__1.1809142	1262911__R6H212__BN557_01031
ERR1913246.1809155__1.1809155	214856__I3YPN0__ERS852447_01398
ERR1913246.1809218__1.1809218	357276__I9RHT4__EL88_09235
ERR1913246.1809576__1.1809576	10678__GeneID:2777481
ERR1913246.1809738__1.1809738	1432052__A0A1E3ACI5__BEI64_32415
ERR1913246.1809712__1.1809712	46503__R6WSB3__DCY29_07745
ERR1913246.1809766__1.1809766	84030__D6DK33__B5F06_00810
ERR1913246.1809863__1.1809863	1965576__A0A1Y4LTW6__B5F19_03810
ERR1913246.1809892__1.1809892	46506__A0A3E4UIV1__DXC34_17755
ERR1913246.1809947__1.1809947	106588__A6P303__BACCAP_04887
ERR1913246.1810075__1.1810075	823__A0A078SYK6__DXB14_02485
ERR1913246.1810084__1.1810084	10678__GeneID:2777413
ERR1913246.1810362__1.1810362	1262911__R6H174__BN557_01246
ERR1913246.1810568__1.1810568	1262911__R6GW73__BN557_00128
ERR1913246.1810667__1.1810667	214856__R6Z186__ERS852447_00718
ERR1913246.1810681__1.1810681	487175__R5EEQ9__HMPREF9439_02786
ERR1913246.1810696__1.1810696	1965576__A0A1Y4L1T8__B5F19_14890
ERR1913246.1810765__1.1810765	39777__E1L620__HMPREF0870_00932
ERR1913246.1811106__1.1811106	216816__C5E884__DXC74_09410
ERR1913246.1811155__1.1811155	10678__GeneID:2777454
ERR1913246.1811181__1.1811181	216816__A0A1S2VTC3__BLIC_e00847
ERR1913246.1811215__1.1811215	1544__A0A2Y9BG82__A8806_108256
ERR1913246.1811239__1.1811239	1262911__R6GPL1__BN557_00927
ERR1913246.1811285__1.1811285	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913246.1811347__1.1811347	357276__A0A076IIL0__EL88_03065
ERR1913246.1811354__1.1811354	10678__GeneID:2777415
ERR1913246.1811366__1.1811366	1262911__R6GUQ4__BN557_01581
ERR1913246.1811548__1.1811548	1262744__R6FST0__BN744_00381
ERR1913246.1811751__1.1811751	564886__GeneID:6973115
ERR1913246.1811705__1.1811705	214856__R5UN64__ERS852447_02669
ERR1913246.1811817__1.1811817	1262911__R6GZX7__BN557_00838
ERR1913246.1812055__1.1812055	214856__I3YPN0__ERS852447_01398
ERR1913246.1812099__1.1812099	563769__GeneID:6973158
ERR1913246.1812186__1.1812186	100886__A0A174KB36__sacY
ERR1913246.1812218__1.1812218	28025__D3R3B1__BAAM0483_03040
ERR1913246.1812249__1.1812249	28116__A0A395W017__HMPREF1017_03721
ERR1913246.1812235__1.1812235	1965576__A0A1Y4LNE5__B5F19_06450
ERR1913246.1812345__1.1812345	1501391__GCA_000786575.1_00032
ERR1913246.1812331__1.1812331	563769__GeneID:6973158
ERR1913246.1812308__1.1812308	214856__R6Y7P0__ERS852447_00307
ERR1913246.1812499__1.1812499	216816__A0A133L1E2__ptsP
ERR1913246.1812709__1.1812709	562__P76135__CTY41_23560
ERR1913246.1812939__1.1812939	823__A6LB63__M095_1847
ERR1913246.1813001__1.1813001	28116__A0A078Q626__HMPREF1070_02735
ERR1913246.1812970__1.1812970	1262911__R6GPI7__BN557_00907
ERR1913246.1813140__1.1813140	357276__I9R4T1__IY41_06800
ERR1913246.1813141__1.1813141	214856__I3YPR5__ERS852447_01364
ERR1913246.1813280__1.1813280	564886__GeneID:6973115
ERR1913246.1813341__1.1813341	328814__GCA_004558275.1_00296
ERR1913246.1813435__1.1813435	246787__A0A3D6B0E4__BACCELL_02533
ERR1913246.1813498__1.1813498	853__A0A174BZY1__xerD_1
ERR1913246.1813672__1.1813672	562__P77616__CSC08_0123
ERR1913246.1813698__1.1813698	562__P77393__PU31_14870
ERR1913246.1813707__1.1813707	216816__D6DBD5__DXC32_04335
ERR1913246.1813796__1.1813796	360807__C0FNM4__ERS852444_01447
ERR1913246.1813899__1.1813899	46503__R6Y0Q3__DCY29_15880
ERR1913246.1813963__1.1813963	1262873__R6WUB4__BN605_01058
ERR1913246.1814057__1.1814057	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913246.1814065__1.1814065	357276__I9F327__DXD47_22495
ERR1913246.1814074__1.1814074	1262889__R7HAY6__BN634_02225
ERR1913246.1814142__1.1814142	556259__E5C690__BSGG_1431
ERR1913246.1814297__1.1814297	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913246.1814353__1.1814353	562__P0AEK1__CR916_15790
ERR1913246.1814527__1.1814527	1262911__R6H174__BN557_01246
ERR1913246.1814586__1.1814586	1501391__GCA_000786575.1_00024
ERR1913246.1814599__1.1814599	39486__B0G2S4__DXD10_16540
ERR1913246.1814602__1.1814602	418240__A0A173YIF6__ypdA_1
ERR1913246.1814606__1.1814606	638849__D1Y501__rnhA
ERR1913246.1814625__1.1814625	40518__R5DU92__DXD93_03170
ERR1913246.1814704__1.1814704	487174__K0X429__HMPREF9448_00932
ERR1913246.1814706__1.1814706	328812__A0A0J6CPL4__C803_04359
ERR1913246.1814760__1.1814760	246787__A0A0P0GUU5__BACCELL_02894
ERR1913246.1814968__1.1814968	10678__GeneID:2777408
ERR1913246.1815007__1.1815007	216816__C5E9A6__mutT4
ERR1913246.1815080__1.1815080	1124654__GeneID:14005781
ERR1913246.1815134__1.1815134	823__A0A395YZ10__NCTC11152_02955
ERR1913246.1815179__1.1815179	10678__GeneID:2777483
ERR1913246.1815214__1.1815214	487174__K0X3H8__HMPREF9448_02822
ERR1913246.1815260__1.1815260	10678__GeneID:2777406
ERR1913246.1815362__1.1815362	40518__R5E1J7__RBL236_02062
ERR1913246.1815381__1.1815381	216816__A0A133L1E2__ptsP
ERR1913246.1815567__1.1815567	1099853__U5CFD2__NSB1T_03705
ERR1913246.1815596__1.1815596	216816__D6DCL7__BFS26_02835
ERR1913246.1815618__1.1815618	626931__K9E0G1__DXB65_02415
ERR1913246.1815713__1.1815713	638849__D1Y6Z5__HMPREF7215_1598
ERR1913246.1815880__1.1815880	1354__I6SA15__BH740_02395
ERR1913246.1815980__1.1815980	246787__A0A0P0GMR5__HMPREF1062_04678
ERR1913246.1816099__1.1816099	10678__GeneID:2777408
ERR1913246.1816105__1.1816105	1147152__GeneID:14181982
ERR1913246.1816130__1.1816130	562__P08371__RW92_04043
ERR1913246.1816140__1.1816140	246787__A0A108T429__BACCELL_00192
ERR1913246.1816260__1.1816260	823__C7XA51__BDI_0499
ERR1913246.1816268__1.1816268	562__P76135__CTY41_23560
ERR1913246.1816344__1.1816344	10678__GeneID:2777399
ERR1913246.1816491__1.1816491	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913246.1816515__1.1816515	357276__A0A076IKP7__BACDOR_04239
ERR1913246.1816519__1.1816519	33039__D4LYZ5__ERS852390_01248
ERR1913246.1816599__1.1816599	47678__R5UG30__ERS852558_03525
ERR1913246.1816618__1.1816618	10678__GeneID:2777381
ERR1913246.1816774__1.1816774	360807__A0A1Q6SXK5__RIL183_06541
ERR1913246.1816755__1.1816755	1262911__R6GT76__BN557_01150
ERR1913246.1816756__1.1816756	10678__GeneID:2777393
ERR1913246.1816783__1.1816783	10678__GeneID:2777420
ERR1913246.1816826__1.1816826	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913246.1816949__1.1816949	10678__GeneID:2777400
ERR1913246.1817067__1.1817067	216816__D6ZW33__azlC
ERR1913246.1817085__1.1817085	214856__R6XUN2__rcsC_1
ERR1913246.1817160__1.1817160	216816__A0A2N0SME6__BLIF_1881
ERR1913246.1817277__1.1817277	1432052__A0A1E3ARC7__BEI60_23370
ERR1913246.1817299__1.1817299	216816__A0A2N0SME6__BLIF_1881
ERR1913246.1817353__1.1817353	1849041__A0A3E2T362__DW086_03335
ERR1913246.1817474__1.1817474	1550024__A0A0D8J084__TQ39_06930
ERR1913246.1817572__1.1817572	214856__R6Z4Q8__ERS852447_00885
ERR1913246.1817609__1.1817609	322505__manZ_3
ERR1913246.1817813__1.1817813	1262992__R5D3T4__BN795_00483
ERR1913246.1817837__1.1817837	1656__F2UXV1__HMPREF0059_00903
ERR1913246.1817922__1.1817922	1263000__R5EKG2__BN466_02040
ERR1913246.1817927__1.1817927	357276__A0A076IYE6__IY41_04275
ERR1913246.1817959__1.1817959	823__A6LER2__ERS852513_00365
ERR1913246.1817979__1.1817979	1262911__R6GMD8__BN557_01647
ERR1913246.1818015__1.1818015	1262911__R6GZ01__BN557_00641
ERR1913246.1818084__1.1818084	1147152__GeneID:14181982
ERR1913246.1818109__1.1818109	1550024__A0A0D8IYB1__TQ39_12130
ERR1913246.1818137__1.1818137	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913246.1818181__1.1818181	562__P0AFH7__oppC
ERR1913246.1818234__1.1818234	508460__GCF_000585335.1_00021
ERR1913246.1818353__1.1818353	1432052__A0A1E3AAQ0__BLA28_02175
ERR1913246.1818539__1.1818539	291645__I8XVH1__HMPREF1068_00126
ERR1913246.1818715__1.1818715	821__A0A3E4WAR6__DXD64_10735
ERR1913246.1818777__1.1818777	106588__A6NYZ2__BACCAP_03441
ERR1913246.1818794__1.1818794	10678__GeneID:2777487
ERR1913246.1818846__1.1818846	10678__GeneID:2777435
ERR1913246.1818957__1.1818957	214856__A0A174AYS4__ERS852447_01192
ERR1913246.1818995__1.1818995	47678__R5UAF6__ERS852494_02966
ERR1913246.1819034__1.1819034	357276__A0A076IIL0__EL88_03065
ERR1913246.1819055__1.1819055	1501391__GCA_000786575.1_00146
ERR1913246.1819067__1.1819067	1232426__fusA_1
ERR1913246.1819114__1.1819114	1262911__R6GPM2__BN557_00937
ERR1913246.1819119__1.1819119	487174__K0X1V7__DIT83_03020
ERR1913246.1819140__1.1819140	357276__I8W1E1__B5F00_10785
ERR1913246.1819141__1.1819141	39492__R6RT40__prkC_3
ERR1913246.1819223__1.1819223	10678__GeneID:2777481
ERR1913246.1819524__1.1819524	214856__A0A174ZD89__ERS852559_00526
ERR1913246.1819529__1.1819529	10678__GeneID:2777447
ERR1913246.1819816__1.1819816	328814__GCA_004558275.1_00025
ERR1913246.1819773__1.1819773	508460__GCF_000585335.1_00091
ERR1913246.1819857__1.1819857	10678__GeneID:2777431
ERR1913246.1819938__1.1819938	10678__GeneID:2777482
ERR1913246.1819971__1.1819971	1147152__GeneID:14181982
ERR1913246.1820143__1.1820143	216816__D6ZW33__azlC
ERR1913246.1820177__1.1820177	357276__I9QWD4__DXD47_15075
ERR1913246.1820159__1.1820159	1262911__R6GPM2__BN557_00937
ERR1913246.1820168__1.1820168	216816__D6DC09__BLIC_a02334
ERR1913246.1820223__1.1820223	216816__A0A0S2MCH0__AYW81_04880
ERR1913246.1820270__1.1820270	10678__GeneID:2777481
ERR1913246.1820386__1.1820386	357276__D1K3K9__EL88_23995
ERR1913246.1820455__1.1820455	1262911__R6HIJ8__BN557_01742
ERR1913246.1820522__1.1820522	40518__R5E6U1__yunB
ERR1913246.1820561__1.1820561	10678__GeneID:2777481
ERR1913246.1820621__1.1820621	216816__A0A083X5W4__HMPREF0177_01593
ERR1913246.1820907__1.1820907	10678__GeneID:2777491
ERR1913246.1821036__1.1821036	563769__GeneID:6973158
ERR1913246.1821116__1.1821116	40518__A0A1C6H844__DXD93_02510
ERR1913246.1821136__1.1821136	1262889__R7HGL8__BN634_01776
ERR1913246.1821224__1.1821224	84112__C8WPI5__Elen_1102
ERR1913246.1821298__1.1821298	508460__GCF_000585335.1_00233
ERR1913246.1821299__1.1821299	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913246.1821392__1.1821392	214856__A0A173YXX1__ERS852559_01651
ERR1913246.1821431__1.1821431	10678__GeneID:2777408
ERR1913246.1821709__1.1821709	1965603__A0A1Y4ESD2__B5F53_18910
ERR1913246.1821732__1.1821732	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913246.1821739__1.1821739	216816__D6DC91__DXC72_07710
ERR1913246.1821873__1.1821873	10678__GeneID:2777408
