ERR1913280.111__1.111	1262700__R5XM04__BN695_00162
ERR1913280.737076__1.737076	216816__A0A0S2MCH0__AYW81_04880
ERR1913280.737218__1.737218	28117__B0MUL5__ALIPUT_00722
ERR1913280.737375__1.737375	1160721__W0U560__RBI_I01229
ERR1913280.737395__1.737395	823__D7IPM3__DER51_17585
ERR1913280.737497__1.737497	40518__R5DXW3__DXD86_07900
ERR1913280.737621__1.737621	1262777__R5VJ33__BN512_01225
ERR1913280.737773__1.737773	2137880__A0A316NV06__DBY21_04265
ERR1913280.737837__1.737837	820__A0A173WZS4__DXD90_10250
ERR1913280.737877__1.737877	357276__I8WDF1__B5F00_02455
ERR1913280.738018__1.738018	239935__A0A139TMG9__CXU07_10650
ERR1913280.738603__1.738603	239935__A0A2N8HL14__CXT98_09285
ERR1913280.738661__1.738661	820__R9I2U8__DXC68_09590
ERR1913280.738846__1.738846	1262911__R6GU91__BN557_01513
ERR1913280.739377__1.739377	1263000__R5EJ27__BN466_01916
ERR1913280.739424__1.739424	28117__B0MSR5__BHV66_02095
ERR1913280.739447__1.739447	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913280.739586__1.739586	1263044__GCA_000433375.1_01438
ERR1913280.739595__1.739595	338188__K5CK57__ERS852397_02236
ERR1913280.739707__1.739707	39491__A0A395UYL9__ERS852417_00624
ERR1913280.739958__1.739958	338188__A0A174GJJ1__ERS852397_02405
ERR1913280.739947__1.739947	39491__C4Z9E9__T1815_12341
ERR1913280.739951__1.739951	823__A0A355XF06__B5F32_11480
ERR1913280.740001__1.740001	39491__A0A395ZDC6__addB
ERR1913280.740004__1.740004	239935__R6JWJ7__CXT94_02580
ERR1913280.740132__1.740132	820__A0A174DZ97__SAMN05444418_101240
ERR1913280.740146__1.740146	820__A7V470__HMPREF1072_02076
ERR1913280.740152__1.740152	357276__A0A1Y3Z3W0__IY41_20500
ERR1913280.740355__1.740355	1262911__R6HN81__BN557_00921
ERR1913280.740396__1.740396	1262746__R5SS80__BN750_02125
ERR1913280.740765__1.740765	39492__D4JRZ7__smc
ERR1913280.741064__1.741064	310298__B3JQR0__BACCOP_04272
ERR1913280.741265__1.741265	853__A0A174CVG7__CGS58_09335
ERR1913280.741503__1.741503	239935__A0A2N8IV82__CXT99_06735
ERR1913280.741628__1.741628	1520815__A0A1I3I8B3__SAMN02910435_00065
ERR1913280.741655__1.741655	1262889__R7HED3__BN634_01717
ERR1913280.741778__1.741778	1262700__R5Y6W5__BN695_00716
ERR1913280.741898__1.741898	817__D1JRD2__M114_0509
ERR1913280.741934__1.741934	338188__K5CF12__HMPREF1057_00909
ERR1913280.741947__1.741947	1262700__R5XX89__BN695_00144
ERR1913280.742017__1.742017	820__R9HXK9__DXB62_08265
ERR1913280.742070__1.742070	820__A0A374Q854__HMPREF1073_03281
ERR1913280.742352__1.742352	884684__GCA_002892425.1_01032
ERR1913280.742419__1.742419	1262911__R6GT12__BN557_01070
ERR1913280.742539__1.742539	357276__I8WEZ6__BACDOR_02323
ERR1913280.742677__1.742677	147206__GCF_000156215.1_00974
ERR1913280.742913__1.742913	33025__A0A395J973__C8D73_11010
ERR1913280.743173__1.743173	626929__F3PLU7__HMPREF9445_02842
ERR1913280.743247__1.743247	39491__C4Z9Y3__ERS852417_01808
ERR1913280.743327__1.743327	33043__A0A173ZEP9__araC_1
ERR1913280.743340__1.743340	1262700__R5XBP1__BN695_00589
ERR1913280.743480__1.743480	239935__R6J9N8__CXT96_07990
ERR1913280.743714__1.743714	33025__A0A395JDV3__C8D73_101685
ERR1913280.743780__1.743780	239935__A0A2N8HL50__CXT98_09135
ERR1913280.743784__1.743784	1262889__R7HA74__BN634_01063
ERR1913280.743855__1.743855	33025__A0A395JAJ0__C8D73_107105
ERR1913280.743900__1.743900	357276__I9QBT7__BSEG_03340
ERR1913280.744015__1.744015	239935__A0A2N8HX65__CXU17_02540
ERR1913280.744039__1.744039	820__A0A3E4G2R7__DXC07_00510
ERR1913280.744097__1.744097	1262700__R5X902__BN695_00437
ERR1913280.744434__1.744434	2108523__A0A2P2F3W3__LAWASA_692
ERR1913280.744747__1.744747	823__A0A174VHT1__DHP27_04775
ERR1913280.745084__1.745084	487174__K0X3L3__DDY40_11345
ERR1913280.745151__1.745151	823__D7IUM6__M091_1082
ERR1913280.745234__1.745234	1160721__R6T4W2__RBI_I00237
ERR1913280.745276__1.745276	360807__C0FTG2__RIL183_32211
ERR1913280.745380__1.745380	1150298__A0A174DU21__toxA_3
ERR1913280.745384__1.745384	487174__K0XLH2__HMPREF9448_01152
ERR1913280.745507__1.745507	1262743__R5C054__BN727_01980
ERR1913280.745856__1.745856	1263044__GCA_000433375.1_03640
ERR1913280.746056__1.746056	1262700__R5XA62__BN695_00032
ERR1913280.746484__1.746484	1160721__W0U7A0__parB2
ERR1913280.746419__1.746419	1262911__R6GQ41__BN557_00435
ERR1913280.746498__1.746498	39492__D4JQS7__ERS852540_01645
ERR1913280.746655__1.746655	1262700__R5XHQ0__BN695_00276
ERR1913280.746929__1.746929	1262736__R5Y3W9__BN496_01449
ERR1913280.747176__1.747176	338188__A0A173XHS4__BACFIN_08438
ERR1913280.747482__1.747482	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913280.747469__1.747469	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913280.747576__1.747576	487174__K0XER9__DDY40_08885
ERR1913280.747586__1.747586	1262700__R5XLG8__BN695_01525
ERR1913280.747590__1.747590	1262992__R5D6J2__BN795_00288
ERR1913280.747707__1.747707	39485__C4Z6R3__mcp2_1
ERR1913280.748889__1.748889	338188__R6S1A3__spsA_1
ERR1913280.748957__1.748957	823__A0A355XEX9__ERS852560_03521
ERR1913280.748967__1.748967	626929__F3PIQ8__B5F24_04010
ERR1913280.749073__1.749073	1680__A0A173W5Z2__DXC53_01290
ERR1913280.749089__1.749089	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913280.749145__1.749145	28116__A0A078Q626__HMPREF1070_02735
ERR1913280.749259__1.749259	1262777__R5VLW7__BN512_00317
ERR1913280.749331__1.749331	823__A0A355XN73__DXC05_07000
ERR1913280.749333__1.749333	47678__R5U878__ERS852494_03300
ERR1913280.749372__1.749372	28117__B0MU57__ALIPUT_00175
ERR1913280.749444__1.749444	1262700__R5XHF8__BN695_00181
ERR1913280.749673__1.749673	820__A0A139K2N9__DXB62_12420
ERR1913280.749756__1.749756	487174__K0X7X4__DIT83_09125
ERR1913280.749967__1.749967	1150298__A0A174E950__ERS852498_02096
ERR1913280.749977__1.749977	39492__D4JT91__EUBSIR_01750
ERR1913280.750108__1.750108	39485__A0A1Q6PH92__cbbX
ERR1913280.750172__1.750172	1262911__R6GLF4__BN557_01493
ERR1913280.750378__1.750378	239935__A0A2N8I1R3__CXU05_06075
ERR1913280.750455__1.750455	338188__R6D6U2__ERS852397_02840
ERR1913280.750667__1.750667	1263044__GCA_000433375.1_03022
ERR1913280.750792__1.750792	821__A0A174K302__CUU_3129
ERR1913280.751070__1.751070	39492__D4JQL8__ywpJ
ERR1913280.751125__1.751125	820__A0A3E4RU03__M093_0563
ERR1913280.751140__1.751140	820__A0A139KIL9__DXC68_05945
ERR1913280.751288__1.751288	39485__A0A174YVL0__xynZ_2
ERR1913280.751310__1.751310	28117__R7JIY2__BHV66_06465
ERR1913280.751433__1.751433	1897011__A0A1Q6RCY0__BHW41_05945
ERR1913280.751629__1.751629	246787__A0A0P0GUU5__BACCELL_02894
ERR1913280.751634__1.751634	39491__C4ZHS4__EUR_24420
ERR1913280.751804__1.751804	1262700__R5XTJ6__BN695_00425
ERR1913280.751889__1.751889	338188__C9L2Z7__BACFIN_08979
ERR1913280.752142__1.752142	39491__C4Z9E9__T1815_12341
ERR1913280.752202__1.752202	1262739__R6MRD4__BN659_02013
ERR1913280.752223__1.752223	674529__R6W482__DXB21_24930
ERR1913280.752258__1.752258	47678__R5UXJ2__DW706_08325
ERR1913280.752478__1.752478	39491__C4ZCV5__DXB99_11855
ERR1913280.752559__1.752559	944036__A0A196S7E5__AV274_5349
ERR1913280.752529__1.752529	823__A0A174PLE5__DXD05_03010
ERR1913280.752675__1.752675	39491__A0A396FEV5__EUR_24750
ERR1913280.752805__1.752805	47678__A5ZJ80__BACCAC_02965
ERR1913280.752726__1.752726	820__A0A1T4IYF4__mprA_1
ERR1913280.752736__1.752736	39491__C4Z9D4__DXD95_00055
ERR1913280.752738__1.752738	1263107__GCA_000436995.1_00015
ERR1913280.752965__1.752965	820__A0A3E4VZS7__DXC07_14435
ERR1913280.753046__1.753046	338188__A0A173ZJ94__BACFIN_06122
ERR1913280.753147__1.753147	310298__B3JQJ5__BACCOP_04231
ERR1913280.753177__1.753177	1262736__R5YX38__BN496_01145
ERR1913280.753274__1.753274	487174__K0X028__DIT83_00950
ERR1913280.753246__1.753246	823__A0A073I5R7__cloSI
ERR1913280.753379__1.753379	239935__A0A2N8ITX2__CXT86_11265
ERR1913280.753476__1.753476	1262911__R6GPC5__BN557_00852
ERR1913280.753598__1.753598	301302__A0A0M6WI31__znuC_2
ERR1913280.753743__1.753743	338188__A0A174GWW7__ERS852397_02491
ERR1913280.753847__1.753847	820__A0A173WUD7__DXB48_08055
ERR1913280.753891__1.753891	371601__R6DWQ9__SAMN04487924_11954
ERR1913280.753946__1.753946	487174__K0X1V7__DIT83_03020
ERR1913280.754016__1.754016	820__R9HP61__DXC91_01090
ERR1913280.754434__1.754434	823__C7XBX3__HMPREF1059_03212
ERR1913280.754538__1.754538	47678__R5U7X8__C5Z00_18270
ERR1913280.754517__1.754517	1262889__R7HA08__BN634_00271
ERR1913280.754729__1.754729	1160721__R6T2Y3__RBI_II00189
ERR1913280.754947__1.754947	39491__A0A396FNY7__LD38_16155
ERR1913280.754883__1.754883	853__A0A2A7B1Y7__C7K05_11930
ERR1913280.755204__1.755204	46503__R6X5E7__PARMER_00245
ERR1913280.755210__1.755210	418240__C6JGG3__ERS852523_00073
ERR1913280.755529__1.755529	1262911__R6GR13__BN557_00618
ERR1913280.755829__1.755829	1263044__GCA_000433375.1_00656
ERR1913280.755933__1.755933	214851__D1PN40__SUBVAR_05755
ERR1913280.755979__1.755979	823__D7IV95__DXC05_09565
ERR1913280.756099__1.756099	1262911__R6GPI7__BN557_00907
ERR1913280.756100__1.756100	1262911__R6GPI7__BN557_00907
ERR1913280.756164__1.756164	674529__R6UW30__SAMN05444400_107160
ERR1913280.756292__1.756292	338188__A0A174GJJ1__ERS852397_02405
ERR1913280.756336__1.756336	1262700__R5XKK5__BN695_01205
ERR1913280.756491__1.756491	46503__R6WWC9__PARMER_03215
ERR1913280.756602__1.756602	1262700__R5YA16__BN695_01668
ERR1913280.756818__1.756818	820__A0A374Q854__HMPREF1073_03281
ERR1913280.756961__1.756961	1160721__W0U2P8__RBI_I00340
ERR1913280.757190__1.757190	487174__W0ES49__HMPREF9448_00709
ERR1913280.757249__1.757249	239935__R6JCH3__CXT95_08205
ERR1913280.757341__1.757341	823__A0A355XEX9__ERS852560_03521
ERR1913280.757612__1.757612	239935__R6JAS2__CXU02_10725
ERR1913280.757597__1.757597	216816__B3DNW2__BL171B_07980
ERR1913280.757741__1.757741	820__R7E9Z4__DXC68_06065
ERR1913280.758078__1.758078	239935__R7E524__CXT91_06180
ERR1913280.758460__1.758460	239935__A0A2N8HT44__CXT84_11035
ERR1913280.758461__1.758461	239935__B2UNC5__B5G29_07685
ERR1913280.758490__1.758490	40518__R5DZI2__DXD93_06940
ERR1913280.758544__1.758544	853__A0A173TAZ8__DWZ46_14590
ERR1913280.759040__1.759040	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913280.759064__1.759064	820__A0A3E4XDK3__ERS852554_03650
ERR1913280.759144__1.759144	1262700__R5XEQ4__BN695_01576
ERR1913280.759124__1.759124	1262700__R5Y7L6__BN695_00886
ERR1913280.759197__1.759197	28117__B0MXW9__ALIPUT_01981
ERR1913280.759359__1.759359	239935__A0A139TVJ4__CXT86_02020
ERR1913280.759508__1.759508	28117__B0MWP2__ALIPUT_01468
ERR1913280.759573__1.759573	820__A0A174VD39__DXD90_12235
ERR1913280.759696__1.759696	39491__A0A395V1R3__T1815_08181
ERR1913280.759817__1.759817	487174__R5F4K8__HMPREF9448_01532
ERR1913280.759912__1.759912	820__A0A3E4W9W8__C801_01069
ERR1913280.760096__1.760096	820__A0A173W419__DXC68_17760
ERR1913280.760129__1.760129	1262736__R5Y7T6__BN496_00858
ERR1913280.760205__1.760205	823__A0A355XKQ8__DHP27_04010
ERR1913280.760263__1.760263	40520__A0A396A356__DXB81_07630
ERR1913280.760375__1.760375	1262777__R5VQY2__BN512_00997
ERR1913280.760514__1.760514	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913280.760923__1.760923	40518__R5E2F3__artQ
ERR1913280.760881__1.760881	1262700__R5XWU5__BN695_01617
ERR1913280.760978__1.760978	1262911__R6GSH8__BN557_00939
ERR1913280.761052__1.761052	823__A0A395YQ63__B5F32_15335
ERR1913280.761132__1.761132	39485__C4Z355__ERS852490_01971
ERR1913280.761210__1.761210	39491__A0A174K1W6__DXB99_15020
ERR1913280.761213__1.761213	487174__K0WT60__DDY40_05170
ERR1913280.761354__1.761354	820__A0A139K024__B5G17_02060
ERR1913280.761481__1.761481	39492__D4JVG1__ERS852540_00951
ERR1913280.761482__1.761482	626931__K9E5J9__DXB65_08235
ERR1913280.761487__1.761487	39491__A0A396FRE7__EUR_27520
ERR1913280.761615__1.761615	820__A0A3E4IGA7__DXD40_07110
ERR1913280.761730__1.761730	820__A0A1Y3V743__M093_0235
ERR1913280.761790__1.761790	1262889__R7HAQ6__BN634_02130
ERR1913280.761965__1.761965	338188__A0A173YWC2__BACFIN_08645
ERR1913280.761967__1.761967	47678__R5U558__ERS852558_02232
ERR1913280.761971__1.761971	33043__D5HEK8__lytR_1
ERR1913280.762238__1.762238	310298__B3JM32__BACCOP_00571
ERR1913280.762750__1.762750	338188__C9L1F9__BACFIN_08436
ERR1913280.762719__1.762719	1796613__A0A1C7GYD6__A4V03_03700
ERR1913280.762735__1.762735	1262911__R6HN81__BN557_00921
ERR1913280.762860__1.762860	944036__A0A196SGF0__AV274_2076
ERR1913280.763136__1.763136	46503__A7AB27__DXB85_00430
ERR1913280.763184__1.763184	387090__S0F7Y3__BACCOPRO_02028
ERR1913280.763312__1.763312	33025__A0A395JHD9__C8D73_101774
ERR1913280.763288__1.763288	1262700__R5XK42__BN695_01020
ERR1913280.763342__1.763342	39491__A0A173QT73__alaS_2
ERR1913280.763364__1.763364	820__A0A374QGD2__ERS852421_02382
ERR1913280.763408__1.763408	1263030__R5CUH1__BN705_00716
ERR1913280.763421__1.763421	39492__D4JR20__trmD
ERR1913280.763762__1.763762	820__A0A3E4FWC8__DXC91_14635
ERR1913280.763978__1.763978	357276__B6VYT9__HMPREF1063_05030
ERR1913280.764033__1.764033	1263000__R5EKG2__BN466_02040
ERR1913280.764240__1.764240	357276__A0A1Y3Z3W0__IY41_20500
ERR1913280.764241__1.764241	357276__A0A1Y3Z3W0__IY41_20500
ERR1913280.764210__1.764210	338188__A0A1Q6HCN7__ptrA
ERR1913280.764469__1.764469	1160721__W0U4Y3__sipW2
ERR1913280.764541__1.764541	39491__A0A395V5R3__EUBREC_1883
ERR1913280.764664__1.764664	626929__F3PL44__SAMN05444376_0934
ERR1913280.764615__1.764615	1160721__R6SZN5__BHW50_07705
ERR1913280.764852__1.764852	40518__R5DYT8__mscS
ERR1913280.764889__1.764889	1262700__R5XDF3__BN695_01151
ERR1913280.765041__1.765041	28117__B0MU58__BHV66_05630
ERR1913280.765210__1.765210	626929__A0A1Y4JTW9__B5F97_02770
ERR1913280.765215__1.765215	544645__A0A1Y3VSJ1__DXC42_08580
ERR1913280.765376__1.765376	853__A8S882__C4N23_07600
ERR1913280.765317__1.765317	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913280.765472__1.765472	39491__C4ZGN3__DXB99_14175
ERR1913280.765512__1.765512	39491__A0A395V5R3__EUBREC_1883
ERR1913280.765856__1.765856	33025__A0A395J973__C8D73_11010
ERR1913280.765882__1.765882	29361__B6FKH5__CLONEX_00621
ERR1913280.765887__1.765887	39492__D4JU56__hemZ
ERR1913280.766288__1.766288	487174__K0X4F7__DDY40_08055
ERR1913280.766471__1.766471	1262736__R5Y4W9__BN496_00368
ERR1913280.766597__1.766597	338188__R6RR59__ERS852397_00954
ERR1913280.766648__1.766648	1262736__R5Z0V0__BN496_00387
ERR1913280.766664__1.766664	166486__D4KQG8__ERS852572_02379
ERR1913280.766848__1.766848	33043__A0A174H1Y6__ERS852575_02698
ERR1913280.766930__1.766930	239935__R6J5N6__CXT99_10770
ERR1913280.767065__1.767065	820__R9I3N4__M093_0061
ERR1913280.767221__1.767221	28117__B0MXW9__ALIPUT_01981
ERR1913280.767505__1.767505	357276__I9RCD3__IY41_15070
ERR1913280.767522__1.767522	820__A0A173WUD7__DXB48_08055
ERR1913280.767562__1.767562	1262700__R5Y8X3__BN695_01271
ERR1913280.767796__1.767796	100884__E7GCQ4__HMPREF9488_02546
ERR1913280.767819__1.767819	818__A0A1H7TGM1__BJP75_010615
ERR1913280.767839__1.767839	338188__R6SW63__BACFIN_05400
ERR1913280.767859__1.767859	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913280.767862__1.767862	821__A0A3E4WAR6__DXD64_10735
ERR1913280.768064__1.768064	338188__A0A173XHS4__BACFIN_08438
ERR1913280.768122__1.768122	166486__D4KYC3__ROSINTL182_05485
ERR1913280.768150__1.768150	820__A0A3E4W4Y7__B5G17_02055
ERR1913280.768161__1.768161	1262700__R5X902__BN695_00437
ERR1913280.768207__1.768207	28117__R7JG17__ALIPUT_01859
ERR1913280.768243__1.768243	39491__A0A395ZHV7__ykvU
ERR1913280.768267__1.768267	1262743__R5C054__BN727_01980
ERR1913280.768597__1.768597	338188__R6T1V3__BACFIN_07936
ERR1913280.769170__1.769170	39492__D4JWX2__accB
ERR1913280.769176__1.769176	823__A0A173W1W2__M095_4076
ERR1913280.769318__1.769318	823__A6L9D3__ERS852560_03374
ERR1913280.769430__1.769430	1262700__R5X902__BN695_00437
ERR1913280.769505__1.769505	33025__A0A395JEP7__C8D73_10844
ERR1913280.769563__1.769563	820__R9I3Q7__HMPREF1072_01668
ERR1913280.769595__1.769595	1262889__R7HDI0__BN634_01483
ERR1913280.769606__1.769606	1318__A0A3E4U8W0__trpD
ERR1913280.769625__1.769625	39491__A0A396FNY7__LD38_16155
ERR1913280.769703__1.769703	820__A0A139JUD3__DXC91_19380
ERR1913280.769706__1.769706	28116__A0A395VSP8__ERS852555_02642
ERR1913280.769755__1.769755	823__A0A174EFT7__luxQ_5
ERR1913280.769893__1.769893	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913280.769914__1.769914	357276__I9G0T7__BACDOR_04266
ERR1913280.770133__1.770133	487174__K0X3E9__DDY40_04905
ERR1913280.770281__1.770281	239935__A0A139TMZ5__CXU00_03150
ERR1913280.770379__1.770379	166486__D4KVX6__ROSINTL182_06735
ERR1913280.770386__1.770386	820__A0A3E4G2R7__DXC07_00510
ERR1913280.770437__1.770437	1262888__R6PM16__BN582_00268
ERR1913280.770411__1.770411	1262700__R5XCN1__BN695_01554
ERR1913280.770358__1.770358	310298__B3JMZ2__BACCOP_03297
ERR1913280.770553__1.770553	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913280.770616__1.770616	1262700__R5XT56__BN695_00308
ERR1913280.770834__1.770834	674529__A0A174P3W4__SAMN05444400_106198
ERR1913280.771011__1.771011	28117__B0MY41__BHV66_05165
ERR1913280.771038__1.771038	39492__A0A174ZYY6__EUBSIR_02510
ERR1913280.771321__1.771321	39491__A0A395UVM9__DXB76_04540
ERR1913280.771437__1.771437	820__A0A139K8N1__ERS852554_00951
ERR1913280.771459__1.771459	46503__B7B776__DXB85_00355
ERR1913280.771517__1.771517	1262911__R6H0U7__BN557_01104
ERR1913280.771553__1.771553	1262736__R5YXP7__BN496_01309
ERR1913280.771633__1.771633	360807__A0A0M6X003__ERS852392_02817
ERR1913280.771792__1.771792	28117__B0MU76__ALIPUT_00202
ERR1913280.771851__1.771851	39491__A0A396FFW0__ERE_10580
ERR1913280.772175__1.772175	338188__C9L1Z4__ERS852397_00648
ERR1913280.772255__1.772255	649756__A0A173TB83__HMPREF0369_01758
ERR1913280.772444__1.772444	328814__GCA_004558275.1_01621
ERR1913280.772473__1.772473	1520815__A0A1I3Q9U1__SAMN02910435_01736
ERR1913280.772543__1.772543	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913280.772675__1.772675	820__A0A3E4PYB0__yejM
ERR1913280.772679__1.772679	357276__A0A0P0M2G3__BACDOR_03913
ERR1913280.772651__1.772651	39491__A0A395ZL98__DXB99_00620
ERR1913280.772725__1.772725	216816__C5E8I1__yciB
ERR1913280.772869__1.772869	28117__B0MYI9__BHV66_05415
ERR1913280.772891__1.772891	1150298__A0A174R4D7__tmpC_2
ERR1913280.772917__1.772917	820__A0A139K4W1__M093_0353
ERR1913280.773069__1.773069	1160721__R6T4W2__RBI_I00237
ERR1913280.773264__1.773264	338188__C9L0Q5__HMPREF1057_02404
ERR1913280.773566__1.773566	39492__D4JSS2__EUBSIR_00553
ERR1913280.773623__1.773623	357276__I9R4T1__IY41_06800
ERR1913280.773787__1.773787	1262777__R5VLQ5__BN512_00479
ERR1913280.773906__1.773906	853__A0A2A7B9I6__DW855_13690
ERR1913280.773951__1.773951	820__A0A174G065__DXB62_08975
ERR1913280.773985__1.773985	28117__B0MSQ3__ALIPUT_00347
ERR1913280.774125__1.774125	39492__R6SPM9__pheT
ERR1913280.774183__1.774183	39491__A0A3E4YFT8__DXB69_10940
ERR1913280.774288__1.774288	166486__D4KZH8__ERS852572_00419
ERR1913280.774296__1.774296	28117__B0MTS2__ALIPUT_00159
ERR1913280.774302__1.774302	1263044__GCA_000433375.1_00023
ERR1913280.774433__1.774433	1150298__A0A174E950__ERS852498_02096
ERR1913280.774463__1.774463	820__A0A3E4RTP0__C801_01067
ERR1913280.774473__1.774473	239935__A0A2N8HTZ8__CXU09_01270
ERR1913280.774661__1.774661	820__A7V092__hldE
ERR1913280.774929__1.774929	39491__C4Z8S1__DXB76_06750
ERR1913280.774948__1.774948	1262911__R6GKS1__BN557_00184
ERR1913280.775294__1.775294	39492__D4JSG7__EUBSIR_01006
ERR1913280.775321__1.775321	1262889__R7HAQ6__BN634_02130
ERR1913280.775350__1.775350	1160721__W0U330__BHW50_08125
ERR1913280.775376__1.775376	39492__D4JX87__EUBSIR_00361
ERR1913280.775576__1.775576	28117__B0MXQ6__ALIPUT_01917
ERR1913280.775617__1.775617	28117__B0MTS2__ALIPUT_00159
ERR1913280.775708__1.775708	28118__F9ZBV2__NCTC10826_00352
ERR1913280.775936__1.775936	40518__R5DZB1__DXD83_08840
ERR1913280.775883__1.775883	218538__C9LNQ3__GCWU000321_01176
ERR1913280.775903__1.775903	28117__B0MXU0__BHV66_07550
ERR1913280.776108__1.776108	820__A0A174G065__DXB62_08975
ERR1913280.776126__1.776126	239935__A0A2N8ITG2__Amuc_0335
ERR1913280.776163__1.776163	239935__A0A2N8HT68__ADH72_00510
ERR1913280.776474__1.776474	39485__A0A1Q6PH92__cbbX
ERR1913280.776672__1.776672	1262700__R5XAC9__BN695_00822
ERR1913280.777014__1.777014	1262700__R5XX89__BN695_00144
ERR1913280.776992__1.776992	39491__A0A396FRE7__EUR_27520
ERR1913280.777222__1.777222	1262736__R5Y3T9__BN496_01881
ERR1913280.777278__1.777278	820__R9I3Q7__HMPREF1072_01668
ERR1913280.777479__1.777479	820__I9TWZ7__DXC80_10550
ERR1913280.777490__1.777490	39491__A0A396FMT0__EUBREC_3020
ERR1913280.777815__1.777815	28117__B0MXX3__BHV66_07695
ERR1913280.778024__1.778024	214856__A0A175A6T5__ERS852447_02658
ERR1913280.778093__1.778093	338188__K5CHU1__ERS852397_02431
ERR1913280.778259__1.778259	310298__B3JQJ5__BACCOP_04231
ERR1913280.778303__1.778303	1235835__R9LCU2__C814_02677
ERR1913280.778462__1.778462	1262700__R5XJI9__BN695_00813
ERR1913280.778772__1.778772	39491__A0A396FNY7__LD38_16155
ERR1913280.778936__1.778936	39492__D4JW10__pppA
ERR1913280.779095__1.779095	1262911__R6H2J2__BN557_01228
ERR1913280.779198__1.779198	239935__A0A2N8J2P6__ADH72_06730
ERR1913280.779425__1.779425	1263107__GCA_000436995.1_00223
ERR1913280.779498__1.779498	28117__B0MTS2__ALIPUT_00159
ERR1913280.779728__1.779728	239935__A0A2N8HTZ8__CXU09_01270
ERR1913280.779788__1.779788	820__I9J701__ERS852510_01809
ERR1913280.779957__1.779957	28117__B0MTV0__BHV66_06395
ERR1913280.780012__1.780012	28118__R6F390__ypdA_1
ERR1913280.780333__1.780333	820__A0A3E4WA06__ERS852554_03404
ERR1913280.780376__1.780376	39492__B0MNQ2__EUBSIR_01459
ERR1913280.780483__1.780483	338188__R6RPM1__BACFIN_05401
ERR1913280.780764__1.780764	239935__A0A2N8HDT1__CXT94_05270
ERR1913280.781093__1.781093	1262889__R7HB69__BN634_01104
ERR1913280.781332__1.781332	239935__A0A139TVJ4__CXT86_02020
