ERR1913060.366__1.366	1262930__R6ACJ7__BN693_00131
ERR1913060.5700637__1.5700637	166486__D4KZP0__ERS852572_00486
ERR1913060.5700809__1.5700809	204516__U6R7Y8__HMPREF1534_03942
ERR1913060.5700833__1.5700833	1150298__A0A173ZI89__ERS852498_03535
ERR1913060.5700860__1.5700860	310298__B3JQD7__BACCOP_04095
ERR1913060.5700914__1.5700914	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.5701057__1.5701057	1262930__R6A0L1__BN693_02245
ERR1913060.5701184__1.5701184	410072__A0A174D6E7__ERS852574_01257
ERR1913060.5701217__1.5701217	310298__B3JMG0__BACCOP_03099
ERR1913060.5701324__1.5701324	820__A0A374Q854__HMPREF1073_03281
ERR1913060.5701373__1.5701373	165179__A0A174UTZ7__DXC61_06705
ERR1913060.5701378__1.5701378	357276__G5SMD3__BSEG_02959
ERR1913060.5701566__1.5701566	166486__A0A173T114__ROSINTL182_05085
ERR1913060.5701878__1.5701878	818__A0A139K1T6__SAMN05216253_11033
ERR1913060.5702032__1.5702032	1262992__R5CXL2__BN795_00996
ERR1913060.5702063__1.5702063	823__D7ILK2__ERS852380_00031
ERR1913060.5702076__1.5702076	39488__A0A285Q0V4__paaK_1
ERR1913060.5702209__1.5702209	40520__R7D900__ERS852533_02660
ERR1913060.5702404__1.5702404	46503__R6WYJ8__DXB85_13825
ERR1913060.5702498__1.5702498	818__A0A174VV39__BT_3492
ERR1913060.5702595__1.5702595	166486__D4KW38__ERS852572_02341
ERR1913060.5702657__1.5702657	1150298__R7JT16__ERS852498_00500
ERR1913060.5702753__1.5702753	166486__A0A173V5I7__ERS852572_02640
ERR1913060.5702820__1.5702820	357276__A0A0P0M2G3__BACDOR_03913
ERR1913060.5702926__1.5702926	2293125__A0A374BSW4__DW917_13420
ERR1913060.5703283__1.5703283	35833__E5YB58__HMPREF0179_03431
ERR1913060.5703295__1.5703295	823__A0A173UDF6__CEQ22_003270
ERR1913060.5703309__1.5703309	357276__I8WHY2__HMPREF1063_00555
ERR1913060.5703430__1.5703430	410072__C0B9A6__yvhJ
ERR1913060.5703509__1.5703509	310298__B3JQJ5__BACCOP_04231
ERR1913060.5703613__1.5703613	310298__B3JED9__BACCOP_00230
ERR1913060.5703713__1.5703713	821__A0A395UNT8__DXD64_15275
ERR1913060.5703730__1.5703730	46503__A7AG59__ERS852463_00349
ERR1913060.5703820__1.5703820	1262930__R6AY75__BN693_00384
ERR1913060.5704010__1.5704010	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.5704110__1.5704110	410072__C0BBS7__ERS852525_00851
ERR1913060.5704136__1.5704136	2293125__A0A374BY09__DW917_11855
ERR1913060.5704187__1.5704187	39488__R6GBC5__DXD91_06450
ERR1913060.5704274__1.5704274	821__A0A396F9T7__M097_3427
ERR1913060.5704300__1.5704300	39488__A0A174JJ33__EHLA_1099
ERR1913060.5704308__1.5704308	28116__I8YA52__M088_0798
ERR1913060.5704482__1.5704482	371601__I9JEF3__DXD80_17785
ERR1913060.5704658__1.5704658	310298__B3JED9__BACCOP_00230
ERR1913060.5704688__1.5704688	310298__B3JQJ5__BACCOP_04231
ERR1913060.5704749__1.5704749	2293125__A0A374CJ42__DW917_03305
ERR1913060.5704850__1.5704850	166486__D4KPQ7__ROSINTL182_09065
ERR1913060.5705067__1.5705067	820__A0A173YYG4__evgS_3
ERR1913060.5705076__1.5705076	357276__D1JY58__BACDOR_04277
ERR1913060.5705143__1.5705143	853__A0A174C5M1__CGS58_04460
ERR1913060.5705169__1.5705169	371601__D6D2Q4__HMPREF1074_00826
ERR1913060.5705213__1.5705213	1263107__GCA_000436995.1_00076
ERR1913060.5705320__1.5705320	820__A0A174DZ97__SAMN05444418_101240
ERR1913060.5705423__1.5705423	487174__K0X250__DDY40_03675
ERR1913060.5705706__1.5705706	357276__A0A076IYG1__B5F95_22465
ERR1913060.5705730__1.5705730	165179__D1PGU8__PREVCOP_06463
ERR1913060.5705855__1.5705855	818__A0A139KW19__nedA_1
ERR1913060.5705899__1.5705899	1262746__R5SLM9__BN750_01953
ERR1913060.5705913__1.5705913	821__A0A174WBC9__ERS852556_03145
ERR1913060.5706078__1.5706078	821__A6KZK3__ERS852457_04265
ERR1913060.5706167__1.5706167	823__A0A078SYK6__DXB14_02485
ERR1913060.5706186__1.5706186	820__A0A3E4W084__BACUNI_04042
ERR1913060.5706200__1.5706200	357276__A0A0K2HDP3__IY41_00705
ERR1913060.5706225__1.5706225	165179__A0A229I2W6__PREVCOP_04332
ERR1913060.5706397__1.5706397	166486__D4KW03__ERS852572_03114
ERR1913060.5706463__1.5706463	2293125__A0A374BSW4__DW917_13420
ERR1913060.5706550__1.5706550	410072__C0BES0__ERS852389_01714
ERR1913060.5706646__1.5706646	823__A0A174PDQ0__DXC05_08200
ERR1913060.5706647__1.5706647	28118__F9Z4Q7__DER54_08070
ERR1913060.5706663__1.5706663	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913060.5706824__1.5706824	310298__B3JGJ2__BACCOP_00994
ERR1913060.5706929__1.5706929	821__D4VD59__BHV80_04260
ERR1913060.5707025__1.5707025	2293125__A0A374BUM7__DW917_12980
ERR1913060.5707113__1.5707113	74426__nifJ
ERR1913060.5707154__1.5707154	820__A0A3E4G2R7__DXC07_00510
ERR1913060.5707161__1.5707161	28052__R7NBF1__yycG_1
ERR1913060.5707217__1.5707217	1150298__A0A174KDB8__psd
ERR1913060.5707364__1.5707364	39486__B0G9E4__tilS
ERR1913060.5707366__1.5707366	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913060.5707453__1.5707453	2293125__A0A374BSW4__DW917_13420
ERR1913060.5707506__1.5707506	821__I9R3W6__DXC16_12455
ERR1913060.5707587__1.5707587	165179__R6B8D8__DXC61_09245
ERR1913060.5707667__1.5707667	46503__R6X0L4__DXB61_05325
ERR1913060.5707771__1.5707771	649756__A0A173SZT9__ptsG_1
ERR1913060.5707843__1.5707843	166486__D4L0Q4__ERS852572_03675
ERR1913060.5707878__1.5707878	165179__R6PU83__CFT61_14275
ERR1913060.5707936__1.5707936	2293125__A0A374BV30__DW917_13395
ERR1913060.5707930__1.5707930	2293125__A0A374BUM7__DW917_12980
ERR1913060.5707992__1.5707992	626932__G5HAQ0__HMPREF9450_01715
ERR1913060.5708010__1.5708010	46503__R6WWC9__PARMER_03215
ERR1913060.5708054__1.5708054	1262924__R7HTA4__BN585_00391
ERR1913060.5708408__1.5708408	166486__D4KWV3__ROSINTL182_07514
ERR1913060.5708697__1.5708697	820__A0A3E4VZY4__ERS852554_01211
ERR1913060.5708706__1.5708706	1262992__R5CY96__BN795_00067
ERR1913060.5708786__1.5708786	544644__GCA_001915615.1_00036
ERR1913060.5708895__1.5708895	1262930__R6A1X5__BN693_02075
ERR1913060.5708942__1.5708942	166486__A0A173T114__ROSINTL182_05085
ERR1913060.5709002__1.5709002	310298__B3JQJ5__BACCOP_04231
ERR1913060.5709027__1.5709027	74426__purL
ERR1913060.5709088__1.5709088	165179__A0A174IPI3__CFT61_10940
ERR1913060.5709307__1.5709307	310298__B3JGL4__BACCOP_01016
ERR1913060.5709351__1.5709351	310298__B3JNR4__BACCOP_03579
ERR1913060.5709418__1.5709418	2293125__A0A374BY09__DW917_11855
ERR1913060.5709437__1.5709437	310298__B3JQ37__BACCOP_04069
ERR1913060.5709457__1.5709457	1263107__GCA_000436995.1_00032
ERR1913060.5709488__1.5709488	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.5709534__1.5709534	371601__I9AAD2__B5E50_12410
ERR1913060.5709714__1.5709714	821__R9HFW2__DXD01_00365
ERR1913060.5709831__1.5709831	818__R7KZF1__C5Z03_07410
ERR1913060.5709842__1.5709842	410072__A0A173ZG02__ERS852574_01061
ERR1913060.5710029__1.5710029	821__U6RDC2__DXD46_15675
ERR1913060.5710270__1.5710270	2293125__A0A374C4C8__DW917_09805
ERR1913060.5710351__1.5710351	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913060.5710354__1.5710354	2293125__A0A374BN09__DW917_16245
ERR1913060.5710413__1.5710413	544644__GCA_001915615.1_01170
ERR1913060.5710627__1.5710627	1262992__R5D586__BN795_00723
ERR1913060.5710659__1.5710659	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.5710740__1.5710740	166486__D4L378__hcaR
ERR1913060.5710901__1.5710901	28118__F9Z6D0__DHW44_12795
ERR1913060.5711012__1.5711012	821__A0A0P0L8F8__ERS852509_03705
ERR1913060.5711015__1.5711015	1262924__R7HLK0__BN585_01496
ERR1913060.5711064__1.5711064	410072__A0A174Q9M2__DXD67_05965
ERR1913060.5711281__1.5711281	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.5711427__1.5711427	166486__D4L449__ROSINTL182_08802
ERR1913060.5711515__1.5711515	821__A0A395VIK7__BVU_1225
ERR1913060.5711528__1.5711528	165179__A0A174IPI3__CFT61_10940
ERR1913060.5711618__1.5711618	357276__A0A076IKP2__HMPREF1063_00218
ERR1913060.5711636__1.5711636	487174__K0WUJ8__DIT83_08050
ERR1913060.5711861__1.5711861	2293125__A0A374C9I8__DW917_06795
ERR1913060.5712063__1.5712063	821__A0A3E4KIM1__M097_3660
ERR1913060.5712125__1.5712125	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913060.5712146__1.5712146	166486__D4L1H3__sacC
ERR1913060.5712185__1.5712185	166486__A0A173VSA0__ROSINTL182_06124
ERR1913060.5712244__1.5712244	853__D4K7X0__DW905_09540
ERR1913060.5712561__1.5712561	823__A0A395YRW4__DD466_15895
ERR1913060.5712651__1.5712651	310298__B3JQJ5__BACCOP_04231
ERR1913060.5712677__1.5712677	552398__F4XHU2__HMPREF0866_03196
ERR1913060.5712752__1.5712752	357276__A0A076ISD9__EL88_07480
ERR1913060.5712821__1.5712821	1150298__A0A174SLJ2__ERS852498_03294
ERR1913060.5712835__1.5712835	853__A0A173T751__C4N24_10280
ERR1913060.5713079__1.5713079	328814__GCA_004558275.1_00073
ERR1913060.5713089__1.5713089	706562__GCA_900112995.1_01437
ERR1913060.5713123__1.5713123	820__A0A139K1Y6__DXB48_02610
ERR1913060.5713172__1.5713172	706562__GCA_900112995.1_01437
ERR1913060.5713223__1.5713223	310298__B3JGJ2__BACCOP_00994
ERR1913060.5713521__1.5713521	39488__A0A174DGL6__EUBHAL_03262
ERR1913060.5713567__1.5713567	2293125__A0A374CMK5__DW917_00330
ERR1913060.5713571__1.5713571	39488__A0A285PQV2__ERS852450_01290
ERR1913060.5713578__1.5713578	821__A6L0C7__ERS852556_03520
ERR1913060.5713597__1.5713597	2293125__A0A374CMK5__DW917_00330
ERR1913060.5713651__1.5713651	2293125__A0A374CJ42__DW917_03305
ERR1913060.5713655__1.5713655	28118__R6FJE6__NCTC10826_00111
ERR1913060.5713718__1.5713718	39488__C0F0P7__ERS852578_02651
ERR1913060.5713773__1.5713773	310298__B3JFK5__BACCOP_00655
ERR1913060.5713867__1.5713867	88431__A0A173XSN2__ERS852526_00723
ERR1913060.5713900__1.5713900	39488__A0A285PQ61__ERS852578_00704
ERR1913060.5713902__1.5713902	820__A0A139KJR5__M093_4469
ERR1913060.5713920__1.5713920	46506__A0A108TCU0__etk
ERR1913060.5713948__1.5713948	166486__D4L1D8__ROSINTL182_06455
ERR1913060.5714132__1.5714132	357276__I9FU68__HMPREF1063_00557
ERR1913060.5714168__1.5714168	165179__D1PHC0__PREVCOP_06640
ERR1913060.5714227__1.5714227	487174__K0XES7__HMPREF9448_00566
ERR1913060.5714455__1.5714455	166486__D4KZA5__ERS852572_03317
ERR1913060.5714479__1.5714479	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.5714491__1.5714491	357276__A0A076IS73__GV66_00410
ERR1913060.5714584__1.5714584	216816__B3DU85__APC1504_0160
ERR1913060.5714598__1.5714598	33039__D4M6E9__ERS852390_02866
ERR1913060.5714697__1.5714697	410072__A0A174K1D5__hscC
ERR1913060.5714943__1.5714943	166486__D4L402__ROSINTL182_05182
ERR1913060.5715137__1.5715137	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913060.5715151__1.5715151	360807__A0A173VD35__suhB
ERR1913060.5715261__1.5715261	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.5715231__1.5715231	1628085__A0A2U1BCR5__C7386_10796
ERR1913060.5715454__1.5715454	487174__K0WYG0__DDY40_00295
ERR1913060.5715587__1.5715587	46503__R6X5W5__HMPREF1078_03156
ERR1913060.5715543__1.5715543	2293125__A0A374BSW4__DW917_13420
ERR1913060.5715549__1.5715549	1262924__R7HQS1__BN585_00657
ERR1913060.5715569__1.5715569	1262930__R6AX81__BN693_00293
ERR1913060.5715606__1.5715606	1262992__R5D046__BN795_01532
ERR1913060.5715937__1.5715937	371601__D6D2M1__CW1_3199
ERR1913060.5715904__1.5715904	2293125__A0A374BSW4__DW917_13420
ERR1913060.5716070__1.5716070	1262930__R6A6G2__BN693_00683
ERR1913060.5716126__1.5716126	33039__D4M2F6__RTO_06900
ERR1913060.5716198__1.5716198	204516__U6RDD8__HMPREF1534_02559
ERR1913060.5716657__1.5716657	410072__C0B785__ERS852574_00808
ERR1913060.5716697__1.5716697	218538__C9LNQ3__GCWU000321_01176
ERR1913060.5716769__1.5716769	2293125__A0A374BSW4__DW917_13420
ERR1913060.5717338__1.5717338	33025__A0A395J8M7__C8D73_11411
ERR1913060.5717371__1.5717371	28111__E5WV21__NCTC11155_01580
ERR1913060.5717396__1.5717396	357276__D1K526__GV66_17250
ERR1913060.5717486__1.5717486	166486__D4L449__ROSINTL182_08802
ERR1913060.5717557__1.5717557	310298__B3JQJ5__BACCOP_04231
ERR1913060.5717604__1.5717604	310298__B3JQJ5__BACCOP_04231
ERR1913060.5717666__1.5717666	310298__B3JQJ5__BACCOP_04231
ERR1913060.5717679__1.5717679	357276__B6VXX7__HMPREF1063_02683
ERR1913060.5717732__1.5717732	46503__R6Y9P8__evgS_3
ERR1913060.5717927__1.5717927	166486__D4L0L1__ROSINTL182_08075
ERR1913060.5717952__1.5717952	1628085__A0A1C6DC32__C7386_10623
ERR1913060.5718048__1.5718048	853__A0A174BA00__DW905_01145
ERR1913060.5718137__1.5718137	33025__A0A395J947__C8D73_11315
ERR1913060.5718247__1.5718247	46503__R6Y4W3__DXB85_01650
ERR1913060.5718372__1.5718372	2293125__A0A374CJ42__DW917_03305
ERR1913060.5718411__1.5718411	360807__A0A1Q6T5F1__fliF
ERR1913060.5718489__1.5718489	46503__R6X5I4__ERS852463_01136
ERR1913060.5718541__1.5718541	820__A0A174F0C1__nreB
ERR1913060.5718515__1.5718515	853__A0A3E2V168__FAEPRAM212_00929
ERR1913060.5718710__1.5718710	544644__GCA_001915615.1_00029
ERR1913060.5719039__1.5719039	46503__R6X5E7__PARMER_00245
ERR1913060.5719286__1.5719286	310298__B3JQJ5__BACCOP_04231
ERR1913060.5719328__1.5719328	165179__D1PGU8__PREVCOP_06463
ERR1913060.5719329__1.5719329	1099853__G9S5B5__NSB1T_00810
ERR1913060.5719365__1.5719365	166486__D4KWL4__ROSINTL182_06052
ERR1913060.5719374__1.5719374	1263044__GCA_000433375.1_03400
ERR1913060.5719423__1.5719423	165179__D1PCL6__DXB80_13435
ERR1913060.5719430__1.5719430	360807__A0A0M6WHB7__ERS852444_00092
ERR1913060.5719432__1.5719432	165179__D1PGU8__PREVCOP_06463
ERR1913060.5719477__1.5719477	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.5719566__1.5719566	410072__A0A174B435__COPCOM_00497
ERR1913060.5719580__1.5719580	1262930__R6A1N0__BN693_00917
ERR1913060.5719610__1.5719610	410072__A0A173WD04__penA_2
ERR1913060.5719696__1.5719696	387661__B7B704__B5F96_16210
ERR1913060.5719782__1.5719782	33039__D4M6E9__ERS852390_02866
ERR1913060.5719876__1.5719876	166486__A0A173T114__ROSINTL182_05085
ERR1913060.5720058__1.5720058	165179__D1PGU8__PREVCOP_06463
ERR1913060.5720123__1.5720123	360807__A0A396AJN5__ERS852392_00126
ERR1913060.5720131__1.5720131	310298__B3JJ24__BACCOP_01886
ERR1913060.5720160__1.5720160	1472761__GCA_002159295.1_00731
ERR1913060.5720165__1.5720165	853__A0A174BA00__DW905_01145
ERR1913060.5720166__1.5720166	1262924__R7HQX0__BN585_00307
ERR1913060.5720205__1.5720205	853__A0A174AML0__FPR_08640
ERR1913060.5720210__1.5720210	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.5720274__1.5720274	2293125__A0A374CCM7__DW917_05375
ERR1913060.5720331__1.5720331	357276__A0A076IN30__DXD47_09350
ERR1913060.5720352__1.5720352	39486__G1WQ06__DXD84_02875
ERR1913060.5720359__1.5720359	823__A6LBY1__ERS852380_00510
ERR1913060.5720584__1.5720584	166486__D4L458__ROSINTL182_07088
ERR1913060.5721164__1.5721164	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.5721180__1.5721180	818__A0A139K9H8__C5Z03_23905
ERR1913060.5721300__1.5721300	46503__R6X275__DD461_10840
ERR1913060.5721373__1.5721373	166486__D4KUC4__arcB_1
ERR1913060.5721405__1.5721405	28118__R6FCY1__DER54_07335
ERR1913060.5721478__1.5721478	165179__A0A229I4J4__proA
ERR1913060.5721489__1.5721489	1262930__R6AYA7__BN693_00428
ERR1913060.5721559__1.5721559	820__A0A174GYA8__DXB64_07370
ERR1913060.5721561__1.5721561	818__A0A2J6AAA9__NCTC10582_00162
ERR1913060.5721642__1.5721642	2293125__A0A374C0L7__DW917_11510
ERR1913060.5721821__1.5721821	1262930__R6AAD1__BN693_01367
ERR1913060.5721930__1.5721930	39488__A0A285PQP4__DXD91_02025
ERR1913060.5721937__1.5721937	39491__A0A395ZM93__DXD13_03490
ERR1913060.5722292__1.5722292	1262746__R5S265__BN750_01952
ERR1913060.5722412__1.5722412	2108523__A0A2P2F214__LAWASA_27
ERR1913060.5722471__1.5722471	487174__K0XIX0__DDY40_06625
ERR1913060.5722506__1.5722506	853__A0A173XRA8__CGS56_09290
ERR1913060.5722613__1.5722613	820__A0A139KG04__ERS852459_01249
ERR1913060.5722798__1.5722798	671267__R9I7B5__C802_04018
ERR1913060.5722979__1.5722979	821__D4VD59__BHV80_04260
ERR1913060.5722994__1.5722994	310298__B3JQJ5__BACCOP_04231
ERR1913060.5723327__1.5723327	165179__A0A174SA26__PREVCOP_05758
ERR1913060.5723365__1.5723365	29361__B6FRT6__CLONEX_02860
ERR1913060.5723481__1.5723481	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.5723527__1.5723527	28116__C3R1N5__SAMN05444282_12443
ERR1913060.5723490__1.5723490	301301__A0A173YZL6__RHOM_00815
ERR1913060.5723799__1.5723799	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.5723843__1.5723843	39488__A0A173UQ83__mutY
ERR1913060.5723985__1.5723985	165179__D1PHC0__PREVCOP_06640
ERR1913060.5723971__1.5723971	166486__D4L378__hcaR
ERR1913060.5724002__1.5724002	1628085__A0A1C6C323__C7386_10747
ERR1913060.5724126__1.5724126	410072__A0A174Q9M2__DXD67_05965
ERR1913060.5724185__1.5724185	165179__A0A229I7F5__DXB80_02650
ERR1913060.5724269__1.5724269	1262924__R7HSB4__BN585_00816
ERR1913060.5724288__1.5724288	487174__K0WWT0__DIT83_10190
ERR1913060.5724429__1.5724429	1262930__R5ZZI5__BN693_01682
ERR1913060.5724543__1.5724543	821__A0A174NVL6__NCTC10583_01782
ERR1913060.5724703__1.5724703	820__A0A139K2N9__DXB62_12420
ERR1913060.5724730__1.5724730	544644__GCA_001915615.1_02266
ERR1913060.5724765__1.5724765	1262930__R6A468__BN693_01366
ERR1913060.5724808__1.5724808	39486__B0G1X2__DXC93_11150
ERR1913060.5724914__1.5724914	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913060.5724941__1.5724941	821__A0A174NM17__lacZ_6
ERR1913060.5724956__1.5724956	818__Q8A112__BT_3859
ERR1913060.5725046__1.5725046	357276__A0A0M1W657__HMPREF1064_04629
ERR1913060.5725088__1.5725088	544644__GCA_001915615.1_01912
ERR1913060.5725071__1.5725071	820__A0A174FUF0__HMPREF1073_03308
ERR1913060.5725273__1.5725273	218538__C9LPE5__GCWU000321_01424
ERR1913060.5725380__1.5725380	556259__I0PYL9__BSGG_5205
ERR1913060.5725386__1.5725386	1262948__R7E8Q1__BN671_02050
ERR1913060.5725444__1.5725444	556259__I0PYL9__BSGG_5205
ERR1913060.5725416__1.5725416	487174__R5G1E8__DIT83_00510
ERR1913060.5725500__1.5725500	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.5725459__1.5725459	820__A0A139KIL9__DXC68_05945
ERR1913060.5725605__1.5725605	39496__A5Z7Y8__EUBVEN_01828
ERR1913060.5725641__1.5725641	410072__A0A3E4GPS4__tagA
ERR1913060.5725681__1.5725681	821__A0A396F9T7__M097_3427
ERR1913060.5725693__1.5725693	821__A0A173WG51__BVU_2549
ERR1913060.5725875__1.5725875	821__A0A173XDD3__DXB82_17180
ERR1913060.5725987__1.5725987	1150298__R7JTH7__ERS852498_00177
ERR1913060.5726026__1.5726026	853__A0A173XRA8__CGS56_09290
ERR1913060.5726098__1.5726098	310298__B3JQJ5__BACCOP_04231
ERR1913060.5726172__1.5726172	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913060.5726202__1.5726202	2293125__A0A374C0L7__DW917_11510
ERR1913060.5726183__1.5726183	2293125__A0A374BUM7__DW917_12980
ERR1913060.5726188__1.5726188	823__A0A174XJM9__CEQ22_007230
ERR1913060.5726191__1.5726191	2108523__A0A2P2F214__LAWASA_27
ERR1913060.5726311__1.5726311	357276__D1K3K9__EL88_23995
ERR1913060.5726379__1.5726379	39496__A5Z8A3__EUBVEN_01944
ERR1913060.5726436__1.5726436	823__A0A355XKR1__DHP27_04035
ERR1913060.5726450__1.5726450	1262930__R6AY75__BN693_00384
ERR1913060.5726481__1.5726481	1099853__U5CKM5__NSB1T_03870
ERR1913060.5726656__1.5726656	1735__B7CCQ4__EUBIFOR_01982
ERR1913060.5726761__1.5726761	1796613__A0A1C7GYE7__ADH74_04570
ERR1913060.5726825__1.5726825	818__A0A3E5HDS4__BJP75_002620
ERR1913060.5726849__1.5726849	418240__A0A174EIE7__pknG
ERR1913060.5726854__1.5726854	1150298__R7JPI7__cotI
ERR1913060.5726912__1.5726912	166486__D4L337__msbA_4
ERR1913060.5726967__1.5726967	2293125__A0A374C9I8__DW917_06795
ERR1913060.5727006__1.5727006	310298__B3JQJ5__BACCOP_04231
ERR1913060.5727067__1.5727067	39496__A5Z5I2__EUBVEN_00963
ERR1913060.5727076__1.5727076	821__I9R3W6__DXC16_12455
ERR1913060.5727156__1.5727156	1262924__R7HST1__BN585_00215
ERR1913060.5727173__1.5727173	1262930__R6A6B2__BN693_00668
ERR1913060.5727447__1.5727447	1262992__R5D1Y3__BN795_00199
ERR1913060.5727496__1.5727496	1263107__GCA_000436995.1_00131
ERR1913060.5727550__1.5727550	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.5727811__1.5727811	2293125__A0A374C9I8__DW917_06795
ERR1913060.5727967__1.5727967	371601__C3QP88__BN890_39790
ERR1913060.5727997__1.5727997	39486__B0G5S8__DXC93_00210
ERR1913060.5728013__1.5728013	165179__D1PHC0__PREVCOP_06640
ERR1913060.5728050__1.5728050	357276__I9FRW5__B5F95_21685
ERR1913060.5728156__1.5728156	166486__D4KZ14__inlA_1
ERR1913060.5728169__1.5728169	820__A0A174F0C1__nreB
ERR1913060.5728327__1.5728327	820__A0A3E4G8F8__ERS852421_01645
ERR1913060.5728552__1.5728552	165179__D1PGU8__PREVCOP_06463
ERR1913060.5728646__1.5728646	853__A0A173T6P2__DWZ46_14595
ERR1913060.5728613__1.5728613	2293125__A0A374CMK5__DW917_00330
ERR1913060.5728699__1.5728699	360807__C0FRV5__ROSEINA2194_01466
ERR1913060.5728674__1.5728674	2293125__A0A374BSW4__DW917_13420
ERR1913060.5729009__1.5729009	821__A0A3E4WAR6__DXD64_10735
ERR1913060.5729155__1.5729155	853__A0A2A7A4A9__C4N21_14870
ERR1913060.5729224__1.5729224	165179__D1PCL6__DXB80_13435
ERR1913060.5729349__1.5729349	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913060.5729396__1.5729396	310298__B3JEE8__BACCOP_00239
ERR1913060.5729451__1.5729451	821__A0A0P0L8F8__ERS852509_03705
ERR1913060.5729530__1.5729530	39496__A5Z8Q7__EUBVEN_02099
ERR1913060.5729539__1.5729539	310298__B3JED9__BACCOP_00230
ERR1913060.5729639__1.5729639	33039__D4M0U9__mucD
ERR1913060.5729654__1.5729654	2293125__A0A374BMK9__DW917_16190
ERR1913060.5729834__1.5729834	310298__B3JFK5__BACCOP_00655
ERR1913060.5730038__1.5730038	2293125__A0A374BN09__DW917_16245
ERR1913060.5730085__1.5730085	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.5730364__1.5730364	2293125__A0A374BSW4__DW917_13420
ERR1913060.5730741__1.5730741	357276__A0A076IN21__BSEG_03078
ERR1913060.5730742__1.5730742	1262930__R6AX81__BN693_00293
ERR1913060.5731036__1.5731036	357276__A0A0M1W9N4__GV66_05135
ERR1913060.5731163__1.5731163	166486__D4KW38__ERS852572_02341
ERR1913060.5731501__1.5731501	818__A0A0P0F391__BJP75_009470
ERR1913060.5731525__1.5731525	487174__K0X070__HMPREF9448_01324
ERR1913060.5731673__1.5731673	2293125__A0A374BUM7__DW917_12980
ERR1913060.5731944__1.5731944	1735__A0A374QW43__EUBIFOR_01295
ERR1913060.5731945__1.5731945	1262930__R6AUX8__BN693_00160
ERR1913060.5731993__1.5731993	218538__C9LQZ7__GCWU000321_01979
ERR1913060.5732046__1.5732046	371601__C3QR34__DXD03_22980
ERR1913060.5732228__1.5732228	1262930__R6A775__BN693_00822
ERR1913060.5732427__1.5732427	544644__GCA_001915615.1_01170
ERR1913060.5732430__1.5732430	2293125__A0A374BSW4__DW917_13420
ERR1913060.5732542__1.5732542	165179__D1PGU8__PREVCOP_06463
ERR1913060.5732527__1.5732527	165179__A0A3E5DN34__DXC61_07865
ERR1913060.5732640__1.5732640	1262924__R7HP98__BN585_02065
ERR1913060.5732655__1.5732655	821__A0A174V2F3__NCTC10583_01474
ERR1913060.5732812__1.5732812	821__A0A174WBC9__ERS852556_03145
