ERR1913217.134__1.134	1624__A0A089QH34__B6U42_07040
ERR1913217.885538__1.885538	1099853__G9S127__NSB1T_01845
ERR1913217.885560__1.885560	357276__A0A076J726__IY41_15030
ERR1913217.885605__1.885605	158787__A0A087DDW0__BBSC_0075
ERR1913217.885606__1.885606	1099853__G9S6U1__NSB1T_01770
ERR1913217.885721__1.885721	357276__D1K3K9__EL88_23995
ERR1913217.885723__1.885723	1099853__G9S456__NSB1T_03840
ERR1913217.885758__1.885758	1680__A7A7Z9__AAX71_05385
ERR1913217.885886__1.885886	1624__C2EH71__B6U57_06835
ERR1913217.885899__1.885899	1624__A0A1Y0F760__A8C41_09030
ERR1913217.886042__1.886042	1262911__R6GPI7__BN557_00907
ERR1913217.886119__1.886119	1099853__R7DGQ8__NSB1T_04905
ERR1913217.886391__1.886391	1680__A0A174BEE7__BSTER_1311
ERR1913217.886446__1.886446	239935__A0A2N8HUU6__CXT90_06150
ERR1913217.886486__1.886486	1432052__A0A1E3AY78__BEI62_20790
ERR1913217.886572__1.886572	28116__A0A139LL51__B5F02_01570
ERR1913217.886642__1.886642	1160721__R6TAA3__BHW50_03385
ERR1913217.886892__1.886892	154046__D3AB36__DXD79_29515
ERR1913217.887005__1.887005	1147152__GeneID:14181982
ERR1913217.887227__1.887227	1550024__A0A3B9WJ68__TQ39_07150
ERR1913217.887308__1.887308	1262911__R6GPM2__BN557_00937
ERR1913217.887461__1.887461	1680__A0A2R4G1K8__BBMN23_0315
ERR1913217.888003__1.888003	357276__E5UTL1__HMPREF1065_03551
ERR1913217.888191__1.888191	1262911__R6GZX7__BN557_00838
ERR1913217.888242__1.888242	40518__R5DVQ2__DXD93_00365
ERR1913217.888560__1.888560	1624__A0A1V9REA4__B5G14_04645
ERR1913217.888591__1.888591	301301__A0A395V5B0__ERS852391_02078
ERR1913217.888681__1.888681	214856__I3YMN6__Alfi_1938
ERR1913217.888687__1.888687	1550024__G9RP69__ASJ35_11625
ERR1913217.888942__1.888942	40520__A0A3E5EH57__ERS852533_00253
ERR1913217.888924__1.888924	239935__A0A2N8HEH9__CXU07_11710
ERR1913217.888926__1.888926	1624__A0A0F7PSL0__CR531_04965
ERR1913217.889438__1.889438	1681__A0A0H3ECG3__BBBF_1813
ERR1913217.889575__1.889575	1262911__R6H2J2__BN557_01228
ERR1913217.889660__1.889660	40518__R5DX93__DXD93_03055
ERR1913217.889964__1.889964	1550024__A0A0D8J084__TQ39_06930
ERR1913217.890024__1.890024	357276__A0A0K2HNG3__HMPREF1064_03004
ERR1913217.890034__1.890034	1308__A0A1J0HRX1__DID82_04505
ERR1913217.890366__1.890366	1262911__R6H1J5__BN557_00905
ERR1913217.890402__1.890402	1099853__U5CJB2__NSB1T_07700
ERR1913217.890470__1.890470	1160721__R6U7V4__BHW50_02190
ERR1913217.890523__1.890523	1584__A0A1L3JYP2__IV47_GL000766
ERR1913217.890595__1.890595	40518__A0A373KL92__RBATCC27255_01378
ERR1913217.890920__1.890920	552398__T5S086__HMPREF0866_01580
ERR1913217.891128__1.891128	40518__R5DUU2__yvhJ_2
ERR1913217.891164__1.891164	820__A0A139KHD8__ERS417307_00569
ERR1913217.891229__1.891229	1624__A0A385XNP0__A8C54_05230
ERR1913217.891277__1.891277	239935__A0A2N8HT68__ADH72_00510
ERR1913217.891321__1.891321	1262911__R6H212__BN557_01031
ERR1913217.891673__1.891673	1735__B7CEC3__EUBIFOR_02567
ERR1913217.891698__1.891698	154046__D3AF04__CLOSTHATH_02188
ERR1913217.891712__1.891712	1681__D4QAP5__CJD48_05740
ERR1913217.891743__1.891743	1680__A7A7Z9__AAX71_05385
ERR1913217.891847__1.891847	1263006__R6LT73__BN515_01094
ERR1913217.891904__1.891904	1680__A7A7Z9__AAX71_05385
ERR1913217.892001__1.892001	1263006__R6LUL0__BN515_01517
ERR1913217.892171__1.892171	1263006__R6LGI4__BN515_00844
ERR1913217.892184__1.892184	239935__A0A2N8IMD6__CXU03_05585
ERR1913217.892451__1.892451	357276__C3REQ8__GV66_09740
ERR1913217.892506__1.892506	1263044__GCA_000433375.1_00023
ERR1913217.892622__1.892622	820__A0A174QT76__B5G17_18060
ERR1913217.892687__1.892687	820__A0A174KKV6__DXC07_02635
ERR1913217.892917__1.892917	1262882__R5MDR8__BN519_00124
ERR1913217.893118__1.893118	712121__L1PL44__HMPREF9061_00254
ERR1913217.893388__1.893388	1681__A0A0H2PEL3__BBTM_00625
ERR1913217.893389__1.893389	357276__I8WAB8__B5F00_08100
ERR1913217.893359__1.893359	1160721__W0U3K4__RBI_I00339
ERR1913217.893507__1.893507	820__I9J701__ERS852510_01809
ERR1913217.893671__1.893671	2107999__A0A366KHW0__LJCM5344_06880
ERR1913217.893646__1.893646	820__A0A1T4IY71__HMPREF2141_02402
ERR1913217.893653__1.893653	1681__A0A0H2PGZ6__DXD34_05075
ERR1913217.893784__1.893784	239935__A0A2N8IEP3__CXT84_03735
ERR1913217.894240__1.894240	1262882__R5MND9__BN519_00831
ERR1913217.894333__1.894333	1263006__R6MMN2__BN515_01202
ERR1913217.894382__1.894382	4932__P38809__H767_YJM682H00159
ERR1913217.894440__1.894440	1263006__R6LSL5__BN515_00102
ERR1913217.894564__1.894564	820__A0A139K5E7__DXC68_09550
ERR1913217.894777__1.894777	1735__B7CBN5__EUBIFOR_01610
ERR1913217.895017__1.895017	357276__B6W5Q7__DXD47_13945
ERR1913217.895215__1.895215	357276__A0A076IRV2__BACDOR_02822
ERR1913217.895347__1.895347	820__A0A3E4HWJ4__DXD40_05945
ERR1913217.895360__1.895360	1624__A0A385XPF6__DXC22_01600
ERR1913217.895372__1.895372	1432052__A0A1E3A4W5__BLA28_16335
ERR1913217.895427__1.895427	820__A0A174B4N2__M093_2531
ERR1913217.895485__1.895485	1624__A0A1V9SBR7__A8C51_00080
ERR1913217.895547__1.895547	1681__E4VAB6__DD699_00955
ERR1913217.895644__1.895644	820__A0A139K4W5__HMPREF2141_02394
ERR1913217.895576__1.895576	1358__D2BKV8__LLUC08_1640
ERR1913217.895688__1.895688	1628085__A0A374VUI1__C7386_11920
ERR1913217.895859__1.895859	820__A0A174Q0F0__DXB48_08080
ERR1913217.895958__1.895958	820__A0A3E4W9W8__C801_01069
ERR1913217.896064__1.896064	246787__A0A3D6AZF8__BACCELL_02529
ERR1913217.896084__1.896084	1262911__R6GY22__BN557_00023
ERR1913217.896098__1.896098	239935__A0A2N8HZW2__A4V05_11120
ERR1913217.896158__1.896158	2173__A0A1D2WS87__BK798_03170
ERR1913217.896257__1.896257	820__A0A173YYG4__evgS_3
ERR1913217.896429__1.896429	1262911__R6HN81__BN557_00921
ERR1913217.896494__1.896494	544581__U1RF04__HMPREF1549_01943
ERR1913217.896495__1.896495	2173__A0A1D2WSN7__Msm_1465
ERR1913217.897019__1.897019	1624__A0A385XM57__B6U56_08480
ERR1913217.897024__1.897024	1262882__R5N1Z9__BN519_01020
ERR1913217.897029__1.897029	820__A0A139KHX1__HMPREF2141_00289
ERR1913217.897129__1.897129	820__A0A3E4XDK3__ERS852554_03650
ERR1913217.897251__1.897251	39485__A0A174Z1A6__EUBELI_00220
ERR1913217.897374__1.897374	154046__A0A174FHX1__araP1_3
ERR1913217.897536__1.897536	78258__E6JZC0__A200_01741
ERR1913217.897614__1.897614	172901__A0A2U1ARD1__C8D82_12318
ERR1913217.897751__1.897751	1550024__G9RXV5__TQ39_13455
ERR1913217.897831__1.897831	820__A0A173YYG4__evgS_3
ERR1913217.897864__1.897864	28118__F9Z9C4__B5F93_16310
ERR1913217.898058__1.898058	301302__R5UNC5__M72_02681
ERR1913217.898283__1.898283	1262911__R6GKW2__BN557_01379
ERR1913217.898462__1.898462	31754__GeneID:921298
ERR1913217.898471__1.898471	1262911__R6GT76__BN557_01150
ERR1913217.898570__1.898570	1160721__R6TB54__RBI_I01327
ERR1913217.898624__1.898624	1680__A0A087DLC6__C8077_00815
ERR1913217.898654__1.898654	40518__A0A1Q6S5M1__DXD83_09325
ERR1913217.898674__1.898674	820__E5VEH7__ERS852459_01300
ERR1913217.898682__1.898682	820__A0A3E4XDK3__ERS852554_03650
ERR1913217.898750__1.898750	2107999__A0A1V3Y4G8__LJCM5343_02490
ERR1913217.898792__1.898792	1550024__G9RWR2__TQ39_04385
ERR1913217.898906__1.898906	301302__A0A173T010__M72_26571
ERR1913217.898924__1.898924	1318__K8MWD6__CYK20_04200
ERR1913217.898928__1.898928	820__A0A139KJR5__M093_4469
ERR1913217.899060__1.899060	40518__R5DPI9__DXD83_07375
ERR1913217.899130__1.899130	1550024__G9RNN4__ASJ35_08335
ERR1913217.899151__1.899151	1681__I3WJE2__DXC50_07465
ERR1913217.899160__1.899160	1550024__G9RUM6__TQ39_16565
ERR1913217.899343__1.899343	1624__A0A2A2WYM7__A8C35_07840
ERR1913217.899374__1.899374	1262924__R7HTA4__BN585_00391
ERR1913217.899403__1.899403	552398__F4XCR9__HMPREF0866_01636
ERR1913217.899462__1.899462	1624__A0A2A2X4D0__SMXD51_05133
ERR1913217.899485__1.899485	1550024__A0A3B9WIA4__TQ39_14495
ERR1913217.899614__1.899614	39491__C4ZF05__vpr
ERR1913217.899681__1.899681	1624__A0A1V9REA4__B5G14_04645
ERR1913217.899750__1.899750	931074__GCA_000769695.1_00742
ERR1913217.899797__1.899797	1624__A0A385XQT6__B6U46_02745
ERR1913217.899833__1.899833	1263006__R6LVB9__BN515_01765
ERR1913217.899843__1.899843	2173__A0A1D2WW26__METSMIALI_01077
ERR1913217.900163__1.900163	39491__C4ZAT2__ERE_28440
ERR1913217.900193__1.900193	821__A0A3E4WAR6__DXD64_10735
ERR1913217.900226__1.900226	1262911__R6HN81__BN557_00921
ERR1913217.900271__1.900271	301301__A0A395V6Z6__ERS852391_00966
ERR1913217.900276__1.900276	1160721__W0U330__BHW50_08125
ERR1913217.900357__1.900357	1099853__G9S2I6__NSB1T_08700
ERR1913217.900441__1.900441	1550024__A0A0D8J0K7__TQ39_06245
ERR1913217.900564__1.900564	1263006__R6LRR0__BN515_00627
ERR1913217.900571__1.900571	1309__Q8DU58__SMU107_08180
ERR1913217.900641__1.900641	40518__R5DTH7__DXD83_02405
ERR1913217.900754__1.900754	1263107__GCA_000436995.1_00130
ERR1913217.900941__1.900941	544581__U1Q8N0__HMPREF1979_01439
ERR1913217.901122__1.901122	204516__U6RAM4__HMPREF1534_03439
ERR1913217.901158__1.901158	1550024__G9RTA6__TQ39_10970
ERR1913217.901190__1.901190	301301__A0A395V4X8__ERS852391_01546
ERR1913217.901272__1.901272	40518__A0A1Q6S5M1__DXD83_09325
ERR1913217.901368__1.901368	1628085__A0A2U1B8P2__C7386_11431
ERR1913217.901380__1.901380	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913217.901402__1.901402	820__A0A173WUD7__DXB48_08055
ERR1913217.901489__1.901489	820__A0A174F696__macB_13
ERR1913217.901492__1.901492	820__A7V859__ERS852462_00341
ERR1913217.901495__1.901495	357276__A0A076J8M3__ABI39_13695
ERR1913217.901623__1.901623	40518__R5DQW8__sipW_2
ERR1913217.901629__1.901629	357276__A0A076IIL0__EL88_03065
ERR1913217.901635__1.901635	820__A0A1T4IYF4__mprA_1
ERR1913217.901896__1.901896	357276__I8WAB8__B5F00_08100
ERR1913217.902082__1.902082	40518__R5E426__DXD93_04485
ERR1913217.902096__1.902096	97478__A0A0R1NYR2__SAMN05216430_101129
ERR1913217.902105__1.902105	100886__E2NVF2__CATMIT_02583
ERR1913217.902363__1.902363	165179__A0A3E5AG99__DXB80_04390
ERR1913217.902417__1.902417	239935__A0A139TT05__CXU09_03335
ERR1913217.902526__1.902526	820__A0A173W419__DXC68_17760
ERR1913217.902641__1.902641	301301__A0A395V957__RHOM_14115
ERR1913217.902702__1.902702	1262911__R6H1P0__BN557_00940
ERR1913217.902872__1.902872	1263006__R6LQB0__BN515_02150
ERR1913217.903034__1.903034	301301__A0A174G0R7__RHOM_09270
ERR1913217.903109__1.903109	40518__R5DM08__DXD83_06415
ERR1913217.903177__1.903177	1681__E4VCD3__BIFI_0514
ERR1913217.903339__1.903339	1680__A0A087DLC6__C8077_00815
ERR1913217.903612__1.903612	820__A0A3E5BMG9__DXD40_05130
ERR1913217.903631__1.903631	1680__A0A174BH90__B0487_1759
ERR1913217.903832__1.903832	1680__A0A1E7Y0K2__DXC59_05185
ERR1913217.903837__1.903837	246787__A0A3D6AZX0__BACCELL_00122
ERR1913217.903891__1.903891	28118__F9ZAB2__SAMEA44545918_01079
ERR1913217.903892__1.903892	1680__A0A174BEE7__BSTER_1311
ERR1913217.903919__1.903919	1262911__R6H1M1__BN557_00925
ERR1913217.903988__1.903988	1550024__G9RZ38__ASJ35_12765
ERR1913217.904167__1.904167	214856__A0A173YXX1__ERS852559_01651
ERR1913217.904319__1.904319	820__A0A374Q854__HMPREF1073_03281
ERR1913217.904509__1.904509	2173__A0A1D2WT40__METSMIALI_00302
ERR1913217.904782__1.904782	239935__A0A2N8HQR1__Amuc_0287
ERR1913217.904759__1.904759	301302__A0A0M6WCT0__M72_03221
ERR1913217.904808__1.904808	1262992__R5D546__BN795_00726
ERR1913217.904886__1.904886	1624__A0A1V9T1T8__B6U64_00780
ERR1913217.904917__1.904917	1550024__A0A3B9WI04__ASJ35_06105
ERR1913217.905001__1.905001	823__D7IW29__DXD05_13365
ERR1913217.905087__1.905087	1656__F2UYI5__HMPREF0059_01140
ERR1913217.905164__1.905164	1735__B7CBP2__EUBIFOR_01617
ERR1913217.905125__1.905125	820__A0A174R952__DXB48_02570
ERR1913217.905142__1.905142	1263006__R6MRG8__BN515_00513
ERR1913217.905212__1.905212	1262992__R5D586__BN795_00723
ERR1913217.905375__1.905375	100886__A0A174K0P2__cysA_2
ERR1913217.905433__1.905433	1262882__R5MQ63__BN519_01173
ERR1913217.905485__1.905485	1262911__R6GPM2__BN557_00937
ERR1913217.905544__1.905544	1681__A0A0H3EBH6__BBNG_00468
ERR1913217.905654__1.905654	1262911__R6H1P0__BN557_00940
ERR1913217.905698__1.905698	1262911__R6GMZ7__BN557_01741
ERR1913217.905719__1.905719	820__A0A3E5E0T0__ERS852554_00312
ERR1913217.906168__1.906168	1262911__R6GMS3__BN557_00579
ERR1913217.906196__1.906196	820__A0A173YYG4__evgS_3
ERR1913217.906307__1.906307	151538__GeneID:920450
ERR1913217.906436__1.906436	1262992__R5CXV1__BN795_01088
ERR1913217.906449__1.906449	88431__A0A3D0F0E5__ERS852526_03216
ERR1913217.906462__1.906462	301301__A0A395VAD5__RHOM_06975
ERR1913217.906624__1.906624	820__A0A3E4WA06__ERS852554_03404
ERR1913217.906691__1.906691	1302__A0A0M4JSX8__CO687_04435
ERR1913217.906701__1.906701	552398__F4XCR9__HMPREF0866_01636
ERR1913217.906778__1.906778	239935__A0A2N8IZ16__CXT84_05850
ERR1913217.906747__1.906747	1262911__R6GPI7__BN557_00907
ERR1913217.906919__1.906919	239935__A0A2N8HUU6__CXT90_06150
ERR1913217.906896__1.906896	239935__R6IZU4__CXT87_08085
ERR1913217.906831__1.906831	820__A0A174VD39__DXD90_12235
ERR1913217.907072__1.907072	357276__A0A076IRZ5__BACDOR_00630
ERR1913217.907081__1.907081	1262911__R6GS52__BN557_00834
ERR1913217.907251__1.907251	239935__A0A2N8IG27__CXT85_07805
ERR1913217.907422__1.907422	820__E5VEH7__ERS852459_01300
ERR1913217.907477__1.907477	40520__A0A395X2X5__C4886_03165
ERR1913217.907574__1.907574	151538__GeneID:920427
ERR1913217.907588__1.907588	227942__H4GKK2__PS3_20410
ERR1913217.907617__1.907617	1263006__R6LJG8__BN515_01754
ERR1913217.907674__1.907674	1262882__R5MKV8__BN519_01281
ERR1913217.907738__1.907738	820__A0A1Q6IDS8__chtA
ERR1913217.907751__1.907751	1624__A0A1Y0F5M4__B6U50_07200
ERR1913217.907701__1.907701	1263006__R6LXR8__BN515_01161
ERR1913217.907791__1.907791	818__A0A0P0F2P7__BT_1771
ERR1913217.907817__1.907817	239935__A0A2N8HQY4__CXT99_03170
ERR1913217.908007__1.908007	823__A6LHK0__M090_1297
ERR1913217.908585__1.908585	1263107__GCA_000436995.1_00070
ERR1913217.908670__1.908670	28118__R6F6C0__Odosp_0731
ERR1913217.908760__1.908760	100886__E2NRI8__ERS852383_05979
ERR1913217.909012__1.909012	1263006__R6MRG8__BN515_00513
ERR1913217.909015__1.909015	1624__Q1WRR9__A8C45_02380
ERR1913217.909061__1.909061	1263107__GCA_000436995.1_00219
ERR1913217.909284__1.909284	40518__R5DSI5__fieF
ERR1913217.909268__1.909268	40518__R5E2Z2__DXD93_09295
ERR1913217.909240__1.909240	239935__A0A139TPD8__CXU12_11015
ERR1913217.909369__1.909369	823__E1YRQ7__M095_0737
ERR1913217.909587__1.909587	2173__A5UJ58__BK798_03985
ERR1913217.909762__1.909762	820__A0A3E4W4Y7__B5G17_02055
ERR1913217.909901__1.909901	357276__A0A076IS46__BACDOR_03265
ERR1913217.909944__1.909944	40518__R5DUU0__DXD93_03985
ERR1913217.910126__1.910126	216816__A0A396FVC5__BL71B_00290
ERR1913217.910240__1.910240	1680__A0A1X3A951__AL0462_1583
ERR1913217.910428__1.910428	552398__F4XCR9__HMPREF0866_01636
ERR1913217.910489__1.910489	1262911__R6H2J2__BN557_01228
ERR1913217.910936__1.910936	1624__H7G0N5__B6U38_06505
ERR1913217.911034__1.911034	1550024__G9RWR2__TQ39_04385
ERR1913217.911065__1.911065	301301__A0A395VA18__RHOM_11700
ERR1913217.911107__1.911107	239935__R7DVL7__CXT93_01180
ERR1913217.911152__1.911152	357276__A0A076J0Y3__IY41_06810
ERR1913217.911155__1.911155	1263006__R6LND6__BN515_01578
ERR1913217.911163__1.911163	357276__I8VQA2__HMPREF1065_04183
ERR1913217.911211__1.911211	1262911__R6GT12__BN557_01070
ERR1913217.911309__1.911309	563769__GeneID:6973158
ERR1913217.911321__1.911321	74426__sigA
ERR1913217.911248__1.911248	1263000__R5EU91__BN466_01432
ERR1913217.911362__1.911362	1263006__R6M176__BN515_00274
ERR1913217.911426__1.911426	820__A0A139K9Q2__DXD40_08795
ERR1913217.911479__1.911479	1624__A0A385XQT6__B6U46_02745
ERR1913217.911723__1.911723	1318__A0A359YHY5__HMPREF9626_1667
ERR1913217.911725__1.911725	1262911__R6H2J2__BN557_01228
ERR1913217.911946__1.911946	239935__B2URG6__CXU02_00030
ERR1913217.912062__1.912062	1263000__R5EMZ8__BN466_00707
ERR1913217.912103__1.912103	40518__R5DTJ1__DXD86_03635
ERR1913217.912107__1.912107	74426__nrdD
ERR1913217.912254__1.912254	40518__R5DZU5__RBL263_00458
ERR1913217.912396__1.912396	1624__A0A089QH34__B6U42_07040
ERR1913217.912398__1.912398	1263006__R6LZ65__BN515_01602
ERR1913217.912401__1.912401	40518__R5DY98__mepA_5
ERR1913217.912508__1.912508	40518__R5DYT8__mscS
ERR1913217.912696__1.912696	1628085__A0A374VPL1__C7386_10315
ERR1913217.912767__1.912767	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913217.913145__1.913145	239935__A0A2N8I3G2__CXT89_00720
ERR1913217.913252__1.913252	239935__A0A2N8HHY4__DEF40_10850
ERR1913217.913702__1.913702	820__A0A174F0C1__nreB
ERR1913217.913626__1.913626	823__A0A173RD26__B5F32_03910
ERR1913217.913802__1.913802	1262911__R6GPC5__BN557_00852
ERR1913217.913948__1.913948	1624__A0A385XNU7__DBP87_01330
ERR1913217.913986__1.913986	78258__E6K1N9__HMPREF0620_0725
ERR1913217.914130__1.914130	239935__A0A139TPU7__CXT91_06575
ERR1913217.914134__1.914134	1262882__R5N3H1__BN519_01121
ERR1913217.914254__1.914254	1550024__G9RZN9__ASJ35_05735
ERR1913217.914279__1.914279	820__A0A139KEW8__DXB64_06405
ERR1913217.914367__1.914367	1262882__R5MPL0__BN519_01038
ERR1913217.914419__1.914419	1550024__G9RXV5__TQ39_13455
ERR1913217.914539__1.914539	1263000__R5EGY6__BN466_00973
ERR1913217.914780__1.914780	1624__Q1WRR9__A8C45_02380
ERR1913217.914781__1.914781	820__A0A396EUV1__B5G17_06465
ERR1913217.914925__1.914925	28117__B0MVL2__BHV66_01645
ERR1913217.915029__1.915029	820__A0A374Q854__HMPREF1073_03281
ERR1913217.915125__1.915125	1681__A0A292G7V3__BBIF_1776
ERR1913217.915149__1.915149	1262882__R5MZ41__BN519_00356
ERR1913217.915168__1.915168	1624__A0A1Y3S7X7__DB321_01605
ERR1913217.915399__1.915399	1262882__R5MSI5__BN519_01596
ERR1913217.915418__1.915418	1263006__R6ML98__BN515_00848
ERR1913217.915626__1.915626	820__A0A174M9V5__M093_0237
ERR1913217.915638__1.915638	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913217.916015__1.916015	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913217.916111__1.916111	39492__D4MIK7__EUBSIR_00676
ERR1913217.916125__1.916125	40518__R5DV58__htrA
ERR1913217.916293__1.916293	544580__F9PJI2__BKH22_12285
ERR1913217.916378__1.916378	562__A0A376L0A6__CQA14_19985
ERR1913217.916706__1.916706	239935__A0A2N8IYM5__CXT84_05130
ERR1913217.916643__1.916643	1160721__W0U2H8__BHW50_07775
ERR1913217.916788__1.916788	1263006__R6LVS1__BN515_01927
ERR1913217.916816__1.916816	1680__A0A0B5BKZ3__DXD60_01450
ERR1913217.916724__1.916724	28117__B0MYZ8__BHV66_04535
ERR1913217.916823__1.916823	1262882__R5MMD8__BN519_01576
ERR1913217.916846__1.916846	357276__I9QWD4__DXD47_15075
ERR1913217.917079__1.917079	820__A7V092__hldE
ERR1913217.917063__1.917063	1262882__R5MGX3__BN519_00046
ERR1913217.917212__1.917212	820__A0A3E4RTP0__C801_01067
ERR1913217.917435__1.917435	357276__A0A076IRV2__BACDOR_02822
ERR1913217.917371__1.917371	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913217.917798__1.917798	40518__R5DR39__mreB_2
ERR1913217.917885__1.917885	820__A0A3E4W9W8__C801_01069
ERR1913217.917895__1.917895	1681__E4VBF7__DD684_05570
ERR1913217.917938__1.917938	158787__A0A087D3D1__BSCA_0368
ERR1913217.918048__1.918048	1262917__R5AL85__BN456_00375
ERR1913217.918049__1.918049	39488__R6GBC5__DXD91_06450
ERR1913217.918315__1.918315	1263006__R6LLQ1__BN515_01046
ERR1913217.918319__1.918319	1550024__A0A3B9WI73__ASJ35_03410
ERR1913217.918339__1.918339	40518__R5DU92__DXD93_03170
ERR1913217.918386__1.918386	357276__A0A0M1W4C0__DXD47_07095
ERR1913217.918415__1.918415	1262882__R5MZQ5__BN519_00648
ERR1913217.918536__1.918536	28116__C3QMW5__M089_4133
ERR1913217.918627__1.918627	40518__R5DUU0__DXD93_03985
ERR1913217.918969__1.918969	1263006__R6MLE8__BN515_00891
ERR1913217.918990__1.918990	301302__A0A0M6WTB1__M72_11101
ERR1913217.919000__1.919000	820__A0A174CG08__DXB62_13215
ERR1913217.919052__1.919052	820__A0A396EUV1__B5G17_06465
ERR1913217.919088__1.919088	1680__A7A8N9__BBMN23_1271
ERR1913217.919283__1.919283	1262911__R6GPL1__BN557_00927
ERR1913217.919293__1.919293	1776045__A0A0U5J7K7__BN3456_00132
ERR1913217.919397__1.919397	1550024__G9RVP3__TQ39_06315
ERR1913217.919665__1.919665	820__A0A173YYG4__evgS_3
ERR1913217.920229__1.920229	239935__A0A2N8I9P4__CXT85_05050
ERR1913217.920455__1.920455	357276__D1K3K9__EL88_23995
ERR1913217.920577__1.920577	166486__D4KZ69__ERS852572_01502
ERR1913217.920612__1.920612	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913217.920616__1.920616	823__A0A174EFT7__luxQ_5
ERR1913217.920953__1.920953	97478__A0A315ZFL6__BV56_1778
ERR1913217.920966__1.920966	1099853__U5CKV1__NSB1T_12505
ERR1913217.921015__1.921015	820__A0A3E4WA06__ERS852554_03404
ERR1913217.921221__1.921221	1263006__R6LRT3__BN515_00657
ERR1913217.921285__1.921285	1099853__U5CD68__NSB1T_05535
ERR1913217.921299__1.921299	1550024__A0A0D8J0K7__TQ39_06245
ERR1913217.921341__1.921341	139872__GeneID:2717130
ERR1913217.921503__1.921503	820__A7VAR9__ERS852421_00197
ERR1913217.921561__1.921561	216816__B3DNW2__BL171B_07980
ERR1913217.921672__1.921672	853__A0A173XRA8__CGS56_09290
ERR1913217.921852__1.921852	818__Q8A3I3__HMPREF2534_00068
ERR1913217.922114__1.922114	39492__D4JTG7__EUBSIR_00572
ERR1913217.922196__1.922196	1262882__R5MKV8__BN519_01281
ERR1913217.922304__1.922304	379329__GeneID:4397434
ERR1913217.922396__1.922396	40518__R5E7S2__RBL263_00671
ERR1913217.922471__1.922471	1680__A0A174BEE7__BSTER_1311
ERR1913217.922598__1.922598	354260__GeneID:1260676
ERR1913217.922648__1.922648	1099853__G9S7Q1__NSB1T_02290
ERR1913217.922946__1.922946	158787__A0A087DH49__BSCA_1494
ERR1913217.922965__1.922965	74426__rpoC
ERR1913217.923101__1.923101	1550024__G9RPH0__TQ39_05505
ERR1913217.923345__1.923345	39492__D4JRX7__EUBSIR_01480
ERR1913217.923359__1.923359	552398__F4XCR9__HMPREF0866_01636
ERR1913217.923474__1.923474	1550024__G9RP69__ASJ35_11625
ERR1913217.923482__1.923482	2173__A5ULV3__Msm_0976
ERR1913217.923570__1.923570	1681__K2HTL7__BBJK_03159
ERR1913217.923580__1.923580	1263006__R6M176__BN515_00274
ERR1913217.923682__1.923682	239935__A0A2N8HT18__CXT93_06135
ERR1913217.923773__1.923773	100886__A0A174HM39__CATMIT_01357
