ERR1913143.22__1.22	40518__R5DP61__DXD86_06345
ERR1913143.897778__1.897778	820__A0A1T4IYF4__mprA_1
ERR1913143.897895__1.897895	394340__guaA_1
ERR1913143.897998__1.897998	1262882__R5N1L4__BN519_00757
ERR1913143.898163__1.898163	239935__A0A2N8I6R6__CXU04_04335
ERR1913143.898434__1.898434	1262882__R5MSX6__BN519_01697
ERR1913143.898473__1.898473	47678__A5ZHL2__DXB67_12495
ERR1913143.898531__1.898531	818__A0A0P0F2P7__BT_1771
ERR1913143.898641__1.898641	1981510__A0A2K9P383__B9O19_01548
ERR1913143.898883__1.898883	1262882__R5MJJ9__BN519_01035
ERR1913143.898912__1.898912	357276__A0A076IN21__BSEG_03078
ERR1913143.898958__1.898958	47678__R5U2F6__HMPREF1061_00767
ERR1913143.899079__1.899079	239935__A0A2N8ILG3__CXT93_10135
ERR1913143.899319__1.899319	1550024__G9RYX6__ASJ35_10025
ERR1913143.899413__1.899413	239935__A0A2N8IKW7__pstA
ERR1913143.899478__1.899478	394340__dmsA_10
ERR1913143.899610__1.899610	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913143.899830__1.899830	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.899785__1.899785	1263000__R5EVY6__BN466_01709
ERR1913143.899747__1.899747	820__A7V470__HMPREF1072_02076
ERR1913143.899757__1.899757	394340__guaB
ERR1913143.899868__1.899868	239935__A0A139TMG9__CXU07_10650
ERR1913143.900078__1.900078	239935__A0A139TVJ4__CXT86_02020
ERR1913143.900329__1.900329	239935__A0A139TVJ4__CXT86_02020
ERR1913143.900335__1.900335	102148__E7MKM4__HMPREF9430_00069
ERR1913143.900462__1.900462	1780376__A0A143XWY1__BN3659_02521
ERR1913143.900464__1.900464	820__A0A139KJR5__M093_4469
ERR1913143.900470__1.900470	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.900528__1.900528	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913143.900551__1.900551	1262882__R5MFA5__BN519_00331
ERR1913143.900587__1.900587	239935__A0A2N8HPX2__CXT90_09930
ERR1913143.900758__1.900758	357276__I9R994__BACDOR_04044
ERR1913143.900883__1.900883	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913143.901548__1.901548	239935__R6JCH3__CXT95_08205
ERR1913143.901585__1.901585	239935__R6JAS2__CXU02_10725
ERR1913143.901893__1.901893	46503__R6X5W5__HMPREF1078_03156
ERR1913143.902085__1.902085	239935__B2UQP8__CXU15_01110
ERR1913143.902182__1.902182	1501391__GCA_000786575.1_00062
ERR1913143.902270__1.902270	357276__C3R9Y0__HMPREF1064_01889
ERR1913143.902319__1.902319	871325__A0A1M5B4I9__SAMN05444349_11762
ERR1913143.902326__1.902326	1897011__A0A1Q6REA0__BHW41_04660
ERR1913143.902582__1.902582	1262882__R5N4I8__BN519_01293
ERR1913143.902712__1.902712	418240__C6J8B6__ERS852523_03677
ERR1913143.902840__1.902840	1262911__R6GP42__BN557_00222
ERR1913143.902917__1.902917	39492__D4JT87__clpC
ERR1913143.902993__1.902993	214856__A0A174G9T6__ERS852447_02535
ERR1913143.903066__1.903066	239935__A0A2N8HB50__CXU17_02615
ERR1913143.903151__1.903151	239935__A0A2N8J1K0__CXT97_05765
ERR1913143.903243__1.903243	818__Q8A3A6__Btheta7330_00071
ERR1913143.903327__1.903327	820__I9A4U7__DHU98_12785
ERR1913143.903478__1.903478	1550024__A0A0D8J136__TQ39_12150
ERR1913143.903632__1.903632	46503__R6XCJ0__PARMER_01847
ERR1913143.903636__1.903636	818__A0A174SMH7__C799_03313
ERR1913143.903666__1.903666	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.903712__1.903712	1262882__R5MH55__BN519_00725
ERR1913143.903776__1.903776	1262882__R5MZZ3__BN519_00482
ERR1913143.903812__1.903812	239935__A0A2N8ILG3__CXT93_10135
ERR1913143.903997__1.903997	820__A0A174GYA8__DXB64_07370
ERR1913143.904020__1.904020	818__Q8AAE0__Btheta7330_02023
ERR1913143.904061__1.904061	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913143.904102__1.904102	204516__U6RGN8__HMPREF1534_01465
ERR1913143.904173__1.904173	239935__A0A2N8I7W6__CXT90_04245
ERR1913143.904259__1.904259	1262882__R5MHQ8__BN519_00707
ERR1913143.904228__1.904228	47678__R5UXJ2__DW706_08325
ERR1913143.904210__1.904210	1550024__G9RWE0__TQ39_04155
ERR1913143.904445__1.904445	1262882__R5MND9__BN519_00831
ERR1913143.904459__1.904459	1262911__R6GTZ4__BN557_01440
ERR1913143.904477__1.904477	1263000__R5EIH8__BN466_01210
ERR1913143.904652__1.904652	328814__GCA_004558275.1_01000
ERR1913143.904663__1.904663	239935__A0A2N8IF99__lpdA
ERR1913143.904757__1.904757	239935__A0A2N8IKW7__pstA
ERR1913143.904896__1.904896	239935__A0A2N8HBM4__CXT85_06270
ERR1913143.905078__1.905078	1501391__GCA_000786575.1_00065
ERR1913143.905127__1.905127	1262882__R5N1R4__BN519_00788
ERR1913143.905214__1.905214	301302__A0A0M6WJW1__ERS852420_02245
ERR1913143.905229__1.905229	28118__F9Z5M1__NCTC10826_02946
ERR1913143.905266__1.905266	1501391__GCA_000786575.1_00055
ERR1913143.905335__1.905335	820__A0A3E4W4Y7__B5G17_02055
ERR1913143.905415__1.905415	853__A0A2A7B1Y7__C7K05_11930
ERR1913143.905418__1.905418	239935__A0A2N8IVK9__CXU08_03750
ERR1913143.905489__1.905489	47678__A5ZB44__C5Z00_17730
ERR1913143.905630__1.905630	357276__A0A076IS26__EL88_15950
ERR1913143.905677__1.905677	47678__R5UET0__BACCAC_02656
ERR1913143.905683__1.905683	818__A0A0P0FR20__BJP75_022685
ERR1913143.905755__1.905755	820__A0A1Y3V743__M093_0235
ERR1913143.905809__1.905809	47678__R5USR9__HMPREF1061_01404
ERR1913143.905811__1.905811	218538__C9LQ92__GCWU000321_01724
ERR1913143.906116__1.906116	1501391__GCA_000786575.1_00076
ERR1913143.906188__1.906188	820__A0A139KG04__ERS852459_01249
ERR1913143.906612__1.906612	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913143.906741__1.906741	1262882__R5MKF5__BN519_00316
ERR1913143.906793__1.906793	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.906776__1.906776	1262882__R5MMZ6__BN519_00737
ERR1913143.906918__1.906918	1501391__GCA_000786575.1_00018
ERR1913143.907207__1.907207	28116__I9SW74__BACOVA_04237
ERR1913143.907390__1.907390	1501391__GCA_000786575.1_00061
ERR1913143.907535__1.907535	46503__R5DLM3__HMPREF1078_03417
ERR1913143.907544__1.907544	357276__D1JY58__BACDOR_04277
ERR1913143.907617__1.907617	239935__A0A2N8IF99__lpdA
ERR1913143.907692__1.907692	1501391__GCA_000786575.1_00056
ERR1913143.907827__1.907827	820__A7VAS1__HMPREF2141_03259
ERR1913143.907925__1.907925	820__A7V470__HMPREF1072_02076
ERR1913143.907965__1.907965	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913143.907982__1.907982	820__A0A139KA34__B5G17_05520
ERR1913143.908075__1.908075	818__A0A0P0FSA3__ERS852557_00283
ERR1913143.908247__1.908247	40518__R5DYF6__RBL263_01812
ERR1913143.908208__1.908208	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.908368__1.908368	1262882__A0A356PSJ4__BN519_01180
ERR1913143.908485__1.908485	239935__A0A2N8I694__CXU04_06245
ERR1913143.908493__1.908493	1263000__R5EI35__BN466_01649
ERR1913143.908544__1.908544	239935__A0A2N8HHY4__DEF40_10850
ERR1913143.908578__1.908578	820__A0A139K426__B5G17_09115
ERR1913143.908950__1.908950	239935__A0A2N8IHY1__CXU06_00035
ERR1913143.908869__1.908869	1501391__GCA_000786575.1_00156
ERR1913143.908994__1.908994	1263006__R6LN71__BN515_01528
ERR1913143.908970__1.908970	40520__C6JG23__ERS852533_01990
ERR1913143.909041__1.909041	823__A0A173W404__DHP27_04905
ERR1913143.909242__1.909242	239935__A0A139TMG9__CXU07_10650
ERR1913143.909162__1.909162	820__I9TWZ7__DXC80_10550
ERR1913143.909165__1.909165	360807__C0FUR6__RIL183_24171
ERR1913143.909282__1.909282	818__A0A0P0FBI1__NCTC10582_00163
ERR1913143.909300__1.909300	1262882__A0A356PSJ4__BN519_01180
ERR1913143.909359__1.909359	1262882__R5N2A9__BN519_00921
ERR1913143.909639__1.909639	40518__R5DTJ1__DXD86_03635
ERR1913143.909671__1.909671	106588__A6NXS6__BACCAP_03021
ERR1913143.909744__1.909744	39490__R5U5S2__ERS852448_00874
ERR1913143.909858__1.909858	39496__A5Z8M1__EUBVEN_02063
ERR1913143.910004__1.910004	29361__B6FLM7__CLONEX_01049
ERR1913143.910336__1.910336	47678__R5U558__ERS852558_02232
ERR1913143.910439__1.910439	1393034__GCA_001552785.1_00506
ERR1913143.910481__1.910481	820__A0A139KJR5__M093_4469
ERR1913143.910509__1.910509	39491__A0A396FKI0__DXC13_11560
ERR1913143.910584__1.910584	88431__A0A3D0EYV0__DXB16_09650
ERR1913143.910686__1.910686	820__A0A3E4VXP2__yesR
ERR1913143.911002__1.911002	239935__A0A2N8HBM4__CXT85_06270
ERR1913143.911105__1.911105	820__A0A139K4W5__HMPREF2141_02394
ERR1913143.911071__1.911071	1262882__R5MYI1__BN519_00416
ERR1913143.911579__1.911579	1262882__R5MT42__BN519_01729
ERR1913143.911581__1.911581	2108523__A0A2P2F3W3__LAWASA_692
ERR1913143.911589__1.911589	820__A0A139JRH8__HMPREF2141_04326
ERR1913143.911872__1.911872	322505__xre_3
ERR1913143.912012__1.912012	1262882__R5MKU2__BN519_01271
ERR1913143.912041__1.912041	239935__A0A2N8IG27__CXT85_07805
ERR1913143.912228__1.912228	239935__A0A2N8HEH9__CXU07_11710
ERR1913143.912364__1.912364	820__A0A3E4WA06__ERS852554_03404
ERR1913143.912568__1.912568	47678__R5UMP1__CGC64_03365
ERR1913143.912579__1.912579	820__A7V092__hldE
ERR1913143.912611__1.912611	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.912698__1.912698	818__A0A1H7L4U6__BSIG_3287
ERR1913143.912757__1.912757	239935__A0A2N8I390__CXU16_10675
ERR1913143.912900__1.912900	239935__A0A2N8IF99__lpdA
ERR1913143.913016__1.913016	820__A0A3E4PYB0__yejM
ERR1913143.913046__1.913046	239935__A0A2N8I791__CXT99_09415
ERR1913143.913138__1.913138	820__A0A3E4WCC2__lptB_1
ERR1913143.913167__1.913167	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913143.913252__1.913252	1262911__R6H2J2__BN557_01228
ERR1913143.913259__1.913259	2292284__A0A374V8M3__DXC10_12345
ERR1913143.913337__1.913337	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913143.913404__1.913404	239935__A0A2N8I3G2__CXT89_00720
ERR1913143.913454__1.913454	818__A0A174VIU7__ERS852557_03640
ERR1913143.913535__1.913535	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.913468__1.913468	1263000__R5EPJ2__BN466_00954
ERR1913143.913496__1.913496	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.913860__1.913860	357276__I8W1E1__B5F00_10785
ERR1913143.914033__1.914033	1550024__G9RPG8__TQ39_05515
ERR1913143.913993__1.913993	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.914081__1.914081	239935__A0A2N8HAQ1__DEF40_05290
ERR1913143.914093__1.914093	823__A0A078SYK6__DXB14_02485
ERR1913143.914163__1.914163	239935__A0A2N8IVK9__CXU08_03750
ERR1913143.914187__1.914187	239935__A0A2N8HT68__ADH72_00510
ERR1913143.914485__1.914485	1263000__R5EK86__BN466_02022
ERR1913143.914616__1.914616	820__A0A1T4IY71__HMPREF2141_02402
ERR1913143.914837__1.914837	47678__R5U9Z6__HMPREF1061_03205
ERR1913143.914979__1.914979	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.915061__1.915061	820__A0A3E4XDK3__ERS852554_03650
ERR1913143.915126__1.915126	1501391__GCA_000786575.1_00051
ERR1913143.915202__1.915202	28116__A0A1Y4Q112__evgS_13
ERR1913143.915236__1.915236	1262882__R5MHZ2__BN519_00742
ERR1913143.915281__1.915281	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.915348__1.915348	1262882__R5MEI8__BN519_00283
ERR1913143.915723__1.915723	1501391__GCA_000786575.1_00063
ERR1913143.915735__1.915735	357276__I9QWD4__DXD47_15075
ERR1913143.915742__1.915742	47678__R5U206__C5Z00_07065
ERR1913143.915679__1.915679	1550024__G9RP69__ASJ35_11625
ERR1913143.915824__1.915824	239935__A0A3F3K985__CXT98_05805
ERR1913143.915930__1.915930	239935__A0A2N8I5H6__CXT92_05565
ERR1913143.915981__1.915981	1262882__R5MYI1__BN519_00416
ERR1913143.916067__1.916067	820__A0A3E5E0T0__ERS852554_00312
ERR1913143.916078__1.916078	820__A0A174GYA8__DXB64_07370
ERR1913143.916387__1.916387	239935__A0A2N8I375__menA
ERR1913143.916441__1.916441	239935__A0A2N8IZ16__CXT84_05850
ERR1913143.916463__1.916463	1262911__R6GT76__BN557_01150
ERR1913143.916483__1.916483	239935__A0A2N8I3Z7__CXU05_10555
ERR1913143.916597__1.916597	1262882__R5N3T7__BN519_01188
ERR1913143.916602__1.916602	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.916670__1.916670	239935__A0A2N8I375__menA
ERR1913143.916636__1.916636	214856__A0A174FWM7__ERS852559_00590
ERR1913143.916984__1.916984	239935__A0A2N8I3G2__CXT89_00720
ERR1913143.917072__1.917072	357276__A0A0K2HG61__BACDOR_02028
ERR1913143.917284__1.917284	1550024__A0A0D8IZK1__TQ39_08190
ERR1913143.917366__1.917366	239935__A0A2N8J1K0__CXT97_05765
ERR1913143.917405__1.917405	116085__D4J6A3__cls
ERR1913143.917582__1.917582	820__A0A174LJB2__HMPREF1072_04112
ERR1913143.917888__1.917888	218538__C9LPF0__GCWU000321_01429
ERR1913143.917899__1.917899	820__A0A139K4W5__HMPREF2141_02394
ERR1913143.918014__1.918014	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.917977__1.917977	239935__A0A2N8IRW0__A4V05_11620
ERR1913143.918091__1.918091	1262882__R5MPL0__BN519_01038
ERR1913143.918290__1.918290	1263044__GCA_000433375.1_01144
ERR1913143.918219__1.918219	418240__C6J9Y8__ERS852478_00235
ERR1913143.918326__1.918326	1262882__R5MEN2__BN519_00200
ERR1913143.918403__1.918403	328814__GCA_004558275.1_01000
ERR1913143.918445__1.918445	116085__D4JAP6__DW747_11490
ERR1913143.918511__1.918511	357276__I9R994__BACDOR_04044
ERR1913143.918516__1.918516	410072__A0A174E1G6__phoR_6
ERR1913143.918519__1.918519	820__A0A3E4VXP2__yesR
ERR1913143.918615__1.918615	818__A0A396E023__ERS852430_02808
ERR1913143.918768__1.918768	1965650__A0A1Y3VA28__B5G16_11230
ERR1913143.919071__1.919071	820__A0A174LJB2__HMPREF1072_04112
ERR1913143.919079__1.919079	239935__R7E524__CXT91_06180
ERR1913143.919296__1.919296	1501391__GCA_000786575.1_00094
ERR1913143.919564__1.919564	29361__B6FRT6__CLONEX_02860
ERR1913143.919971__1.919971	357276__I9QBT7__BSEG_03340
ERR1913143.920071__1.920071	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913143.920193__1.920193	239935__R6IZT7__CXU18_11710
ERR1913143.920456__1.920456	820__A0A174Q0F0__DXB48_08080
ERR1913143.920430__1.920430	1262882__R5N5D7__BN519_01676
ERR1913143.920465__1.920465	820__A0A173XIP7__B5G17_16050
ERR1913143.920579__1.920579	1501391__GCA_000786575.1_00036
ERR1913143.920768__1.920768	384638__B7APR1__BACPEC_00667
ERR1913143.920739__1.920739	1160721__R6T3X1__BHW50_03685
ERR1913143.920863__1.920863	820__A0A3E4FWC8__DXC91_14635
ERR1913143.921071__1.921071	1263000__R5EFJ5__BN466_01372
ERR1913143.921085__1.921085	1550024__G9RWC0__ASJ35_03560
ERR1913143.921001__1.921001	47678__R5USS6__C5Z00_03300
ERR1913143.921129__1.921129	820__I9TWZ7__DXC80_10550
ERR1913143.921212__1.921212	818__A0A3E5HPU8__ERS852430_01891
ERR1913143.921241__1.921241	820__A0A3E4G3J9__ERS852459_02265
ERR1913143.921244__1.921244	239935__A0A2N8ITW6__CXT91_06265
ERR1913143.921301__1.921301	820__A0A396EUU8__luxQ_3
ERR1913143.921381__1.921381	820__A0A173W419__DXC68_17760
ERR1913143.921464__1.921464	28116__A0A1Y4PWN5__M088_3731
ERR1913143.921761__1.921761	239935__A0A2N8HW65__CXU09_08515
ERR1913143.921783__1.921783	239935__A0A2N8IRW0__A4V05_11620
ERR1913143.922007__1.922007	1550024__A0A3B9WKW6__TQ39_07780
ERR1913143.922414__1.922414	239935__A0A2N8I9N0__CXT97_09915
ERR1913143.922775__1.922775	39492__A0A174ZHV5__msbA_2
ERR1913143.922782__1.922782	1550024__A0A3B9WIB6__TQ39_08435
ERR1913143.922836__1.922836	40518__R5DNI6__RBATCC27255_00844
ERR1913143.922959__1.922959	1160721__R6T4W2__RBI_I00237
ERR1913143.922961__1.922961	818__A0A396E023__ERS852430_02808
ERR1913143.923065__1.923065	39488__A0A285PSK3__yihY
ERR1913143.923480__1.923480	40520__A5ZTQ5__ERS852533_02495
ERR1913143.923528__1.923528	239935__A0A2N8HT44__CXT84_11035
ERR1913143.923623__1.923623	239935__A0A139TPD4__CXT86_06450
ERR1913143.923814__1.923814	2137880__A0A316NPY5__DBY21_08940
ERR1913143.923849__1.923849	46506__S3YD95__AA415_02538
ERR1913143.923880__1.923880	1262911__R6GKS1__BN557_00184
ERR1913143.924113__1.924113	820__R9I3Q7__HMPREF1072_01668
ERR1913143.924602__1.924602	1262882__R5MT42__BN519_01729
ERR1913143.924643__1.924643	820__A0A3E4VXP2__yesR
ERR1913143.924689__1.924689	820__A0A3E4W6P0__gmhA
ERR1913143.924748__1.924748	239935__A0A139TQT9__Amuc_1197
ERR1913143.925027__1.925027	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.925121__1.925121	39491__A0A395ZHV7__ykvU
ERR1913143.925133__1.925133	818__Q8A3I3__HMPREF2534_00068
ERR1913143.925141__1.925141	33039__A0A173TYC0__cobB_2
ERR1913143.925174__1.925174	823__A0A395YXR9__M091_4086
ERR1913143.925412__1.925412	820__R9HXK9__DXB62_08265
ERR1913143.925568__1.925568	322505__xre_3
ERR1913143.925604__1.925604	338188__A0A1Q6HCN7__ptrA
ERR1913143.925638__1.925638	820__A0A3E4RU03__M093_0563
ERR1913143.925796__1.925796	818__Q8A3R2__C799_03293
ERR1913143.925878__1.925878	239935__A0A2N8IZ16__CXT84_05850
ERR1913143.925879__1.925879	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913143.925898__1.925898	2108523__A0A2P2F3V9__LAWASA_688
ERR1913143.925947__1.925947	47678__R5U7M7__CGC64_14730
ERR1913143.925990__1.925990	820__A0A139JRS5__HMPREF1073_04025
ERR1913143.926082__1.926082	292800__H1CA44__A4U99_06280
ERR1913143.926308__1.926308	47678__A5ZEA3__ERS852558_00257
ERR1913143.926311__1.926311	239935__A0A3F3K985__CXT98_05805
ERR1913143.926452__1.926452	818__A0A0P0F525__C799_04575
ERR1913143.926607__1.926607	39492__A0A175A133__cycB_1
ERR1913143.927103__1.927103	1501391__GCA_000786575.1_00029
ERR1913143.927547__1.927547	820__A0A139KHX1__HMPREF2141_00289
ERR1913143.927574__1.927574	820__R9HP61__DXC91_01090
ERR1913143.927611__1.927611	239935__R7E524__CXT91_06180
ERR1913143.927795__1.927795	239935__A0A2N8IUK0__CXU01_07370
ERR1913143.927967__1.927967	357276__B6W5Q7__DXD47_13945
ERR1913143.927998__1.927998	818__A0A3E5HN77__HMPREF2534_00072
ERR1913143.928081__1.928081	823__A6LHU5__M092_0203
ERR1913143.928169__1.928169	1501391__GCA_000786575.1_00119
ERR1913143.928381__1.928381	1262882__R5MIC9__BN519_00834
ERR1913143.928470__1.928470	40518__R5DP61__DXD86_06345
ERR1913143.928537__1.928537	820__A7VAR9__ERS852421_00197
ERR1913143.928538__1.928538	820__A7V092__hldE
ERR1913143.928818__1.928818	820__A7UYX8__DXD40_11635
ERR1913143.928834__1.928834	410072__A0A174BWR4__ERS852389_00309
ERR1913143.928871__1.928871	357276__A0A0K2HI42__ABI39_06975
ERR1913143.929078__1.929078	371601__I9JEF3__DXD80_17785
ERR1913143.929088__1.929088	338188__A0A174ETX3__ERS852397_01955
ERR1913143.929179__1.929179	239935__A0A2N8J2P6__ADH72_06730
ERR1913143.929320__1.929320	853__A0A174C5M1__CGS58_04460
ERR1913143.929334__1.929334	1897011__A0A1Q6RE52__BHW41_04690
ERR1913143.929492__1.929492	239935__A0A2N8HBP0__CXT94_04450
ERR1913143.929541__1.929541	239935__A0A2N8IUW6__Amuc_1525
ERR1913143.929875__1.929875	239935__A0A2N8HDT1__CXT94_05270
ERR1913143.929886__1.929886	820__A0A174CG08__DXB62_13215
ERR1913143.930154__1.930154	239935__A0A3F3K9J9__DEF40_00940
ERR1913143.930159__1.930159	239935__A0A2N8I6R6__CXU04_04335
ERR1913143.930269__1.930269	239935__A0A2N8HL50__CXT98_09135
ERR1913143.930316__1.930316	823__K6AS99__ERS852429_01856
ERR1913143.930463__1.930463	820__A0A1T4IY71__HMPREF2141_02402
ERR1913143.930557__1.930557	820__A0A374Q1D8__SAMN05444418_112114
ERR1913143.930569__1.930569	1262882__R5MPL0__BN519_01038
ERR1913143.930891__1.930891	1263044__GCA_000433375.1_01140
ERR1913143.930950__1.930950	239935__A0A2N8IMC3__CXT96_03840
ERR1913143.930980__1.930980	1263006__R6LYW4__BN515_01529
ERR1913143.930986__1.930986	357276__I9FTR0__HMPREF1065_02861
ERR1913143.931079__1.931079	1263000__R5ES99__BN466_01121
ERR1913143.931257__1.931257	1501391__GCA_000786575.1_00076
ERR1913143.931529__1.931529	214856__I3YPI7__pepD_1
ERR1913143.932141__1.932141	357276__B6VXX7__HMPREF1063_02683
ERR1913143.932191__1.932191	820__A7V092__hldE
ERR1913143.932453__1.932453	1501391__GCA_000786575.1_00069
ERR1913143.932463__1.932463	1501391__GCA_000786575.1_00113
ERR1913143.932671__1.932671	1262882__R5MEK3__BN519_00296
ERR1913143.932772__1.932772	1262911__R6GY22__BN557_00023
ERR1913143.932890__1.932890	357276__A0A076INK2__BSEG_04225
ERR1913143.933201__1.933201	820__A0A174B4N2__M093_2531
ERR1913143.933209__1.933209	46503__R6WQ01__PARMER_03826
ERR1913143.933247__1.933247	823__A0A355XF06__B5F32_11480
ERR1913143.934029__1.934029	1550024__A0A0D8J179__ASJ35_09245
ERR1913143.934391__1.934391	820__A0A3E4WCX3__C801_02709
ERR1913143.934396__1.934396	239935__A0A2N8HSC0__CXU06_05505
ERR1913143.934606__1.934606	239935__R6J776__CXU07_02355
ERR1913143.934776__1.934776	28118__F9ZAB2__SAMEA44545918_01079
ERR1913143.934908__1.934908	1262882__R5MK03__BN519_01277
ERR1913143.935027__1.935027	239935__A0A2N8HL14__CXT98_09285
ERR1913143.935060__1.935060	39492__D4JVZ6__truB
ERR1913143.935106__1.935106	1262882__R5MGI7__BN519_00643
ERR1913143.935186__1.935186	1681__A0A0H2PGZ6__DXD34_05075
ERR1913143.935384__1.935384	239935__A0A2N8J1K0__CXT97_05765
ERR1913143.935716__1.935716	116085__D4J6T4__cbiD
ERR1913143.935931__1.935931	39496__A5Z5I2__EUBVEN_00963
ERR1913143.936212__1.936212	239935__R6IYQ1__CXU15_06450
ERR1913143.936279__1.936279	239935__A0A2N8IRL2__CXU06_01170
ERR1913143.936308__1.936308	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.936503__1.936503	823__D7IUM6__M091_1082
ERR1913143.936613__1.936613	116085__D4J859__DW747_06365
ERR1913143.936647__1.936647	820__A0A139K5E7__DXC68_09550
ERR1913143.936651__1.936651	39486__R6TL37__DXD84_12405
ERR1913143.936653__1.936653	1501391__GCA_000786575.1_00012
ERR1913143.936759__1.936759	47678__R5U3A7__ERS852494_02965
ERR1913143.936834__1.936834	239935__A0A2N8IKW7__pstA
ERR1913143.936975__1.936975	46503__R6Y8M7__ERS852463_01228
ERR1913143.936987__1.936987	820__A0A174M9V5__M093_0237
ERR1913143.937240__1.937240	410072__A0A3E4GRP6__DXD67_05285
ERR1913143.937306__1.937306	820__A7VAR9__ERS852421_00197
ERR1913143.937537__1.937537	239935__A0A139TQT9__Amuc_1197
ERR1913143.937856__1.937856	357276__A0A076II57__GV66_07710
ERR1913143.937947__1.937947	820__A0A173WZS4__DXD90_10250
ERR1913143.938044__1.938044	1262882__R5MQ68__BN519_01178
ERR1913143.938081__1.938081	40518__R5DU52__RB5AMG_02245
ERR1913143.938083__1.938083	820__A0A174M9V5__M093_0237
ERR1913143.938661__1.938661	357276__A0A076J726__IY41_15030
ERR1913143.938628__1.938628	239935__A0A2N8I390__CXU16_10675
ERR1913143.938706__1.938706	338188__A0A174JDF2__BACFIN_08537
ERR1913143.938771__1.938771	1262882__R5MGX3__BN519_00046
ERR1913143.938792__1.938792	387661__B7B704__B5F96_16210
ERR1913143.938803__1.938803	239935__A0A139TPD4__CXT86_06450
ERR1913143.938891__1.938891	1263107__GCA_000436995.1_00242
