ERR1913214.431__1.431	821__A0A3E4WAR6__DXD64_10735
ERR1913214.884762__1.884762	1262889__R7HCM3__BN634_01536
ERR1913214.884828__1.884828	28117__B0MXW9__ALIPUT_01981
ERR1913214.884839__1.884839	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.884898__1.884898	46228__V8C484__HMPREF1202_01707
ERR1913214.885210__1.885210	246787__A0A3D6AVT6__BACCELL_02130
ERR1913214.885432__1.885432	357276__C3RA36__HMPREF1065_03270
ERR1913214.885475__1.885475	820__A0A3E4WCX3__C801_02709
ERR1913214.885560__1.885560	821__A0A174WBC9__ERS852556_03145
ERR1913214.885579__1.885579	46228__V8C4P0__DXD17_04270
ERR1913214.885696__1.885696	357276__A0A076INK2__BSEG_04225
ERR1913214.885786__1.885786	39492__R6SPM9__pheT
ERR1913214.885814__1.885814	1262889__R7HFT7__BN634_01537
ERR1913214.885931__1.885931	487174__K0X1D9__HMPREF9448_00919
ERR1913214.886398__1.886398	454155__F3QTM3__HMPREF9442_01541
ERR1913214.886610__1.886610	1262935__R5GF37__BN773_01715
ERR1913214.886765__1.886765	1262889__R7H960__BN634_00690
ERR1913214.887335__1.887335	418240__C6JAJ7__ERS852478_03435
ERR1913214.887286__1.887286	46506__R6LDN0__HMPREF1181_03103
ERR1913214.887351__1.887351	1262935__R5GH23__BN773_00804
ERR1913214.887356__1.887356	1262889__R7HA74__BN634_01063
ERR1913214.887463__1.887463	820__A0A3E4G3J9__ERS852459_02265
ERR1913214.887753__1.887753	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.887769__1.887769	357276__A0A076INK2__BSEG_04225
ERR1913214.887785__1.887785	1262889__R7HDN9__BN634_01543
ERR1913214.888119__1.888119	357276__A0A0M1W1I8__ABI39_13620
ERR1913214.888200__1.888200	820__A0A139KG04__ERS852459_01249
ERR1913214.888394__1.888394	166486__D4L458__ROSINTL182_07088
ERR1913214.888924__1.888924	291644__R5JR56__HMPREF1532_03512
ERR1913214.889140__1.889140	1262935__R5GQI1__BN773_00059
ERR1913214.889610__1.889610	47678__R5U2F6__HMPREF1061_00767
ERR1913214.889887__1.889887	1263000__R5EU91__BN466_01432
ERR1913214.890122__1.890122	1262935__R5GL68__BN773_00556
ERR1913214.890607__1.890607	40518__R5DR96__RBATCC27255_01185
ERR1913214.890707__1.890707	487174__K0WTV8__DIT83_04385
ERR1913214.891068__1.891068	454155__F3QYB1__HMPREF9442_03204
ERR1913214.891080__1.891080	291644__I8YWU4__HMPREF1532_01473
ERR1913214.891281__1.891281	1262935__R5GGB1__BN773_00342
ERR1913214.891328__1.891328	291644__I8Y2A3__HMPREF1532_03851
ERR1913214.891426__1.891426	821__I9R3W6__DXC16_12455
ERR1913214.891528__1.891528	820__A0A139KH21__DXC80_01780
ERR1913214.891824__1.891824	820__A7VAR9__ERS852421_00197
ERR1913214.892114__1.892114	39492__A0A174ZP27__EUBSIR_00033
ERR1913214.892176__1.892176	371601__I9UUB0__SAMN04487924_11836
ERR1913214.892207__1.892207	371601__A0A139LNM6__BN891_32770
ERR1913214.892378__1.892378	1262736__R5Y3Z8__BN496_01484
ERR1913214.892447__1.892447	28118__R6FCW4__DF785_08500
ERR1913214.893589__1.893589	821__A0A396F1N0__M099_1553
ERR1913214.893618__1.893618	214856__I3YPN3__ERS852447_01395
ERR1913214.893629__1.893629	46506__A0A108TDB0__DXC34_12240
ERR1913214.893687__1.893687	1262935__R5GG37__BN773_00249
ERR1913214.893745__1.893745	821__A0A173WG51__BVU_2549
ERR1913214.894369__1.894369	821__E5UY21__C800_02204
ERR1913214.894419__1.894419	291644__I9TJP2__ERS852428_00842
ERR1913214.894485__1.894485	39492__A0A174ZL16__EUBSIR_01269
ERR1913214.894511__1.894511	246787__A0A0P0GCR8__xynD_3
ERR1913214.894618__1.894618	1262935__R5GH23__BN773_00804
ERR1913214.895341__1.895341	853__A0A173XRA8__CGS56_09290
ERR1913214.895594__1.895594	821__A0A0P0LJ37__DXB82_14270
ERR1913214.895515__1.895515	357276__I9R1V6__DXD47_04125
ERR1913214.895529__1.895529	1897011__A0A1Q6RF49__BHW41_03110
ERR1913214.895531__1.895531	28111__E5X237__NCTC11155_00628
ERR1913214.895693__1.895693	823__A0A355XLS2__ERS852380_02644
ERR1913214.896289__1.896289	1262958__R7H8V8__BN645_00723
ERR1913214.896769__1.896769	291644__I9TJP2__ERS852428_00842
ERR1913214.896983__1.896983	28118__R6F7J8__Odosp_3206
ERR1913214.897399__1.897399	821__A0A174WBC9__ERS852556_03145
ERR1913214.897743__1.897743	1262935__R5GDB4__BN773_01091
ERR1913214.897799__1.897799	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913214.897800__1.897800	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913214.897925__1.897925	1262935__R5GT76__BN773_01902
ERR1913214.897930__1.897930	820__R9I324__HMPREF2141_02414
ERR1913214.898198__1.898198	291644__R5JSX2__HMPREF1071_01120
ERR1913214.898129__1.898129	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913214.898224__1.898224	39492__D4JR58__EUBSIR_02090
ERR1913214.898520__1.898520	1262935__R5GSZ0__BN773_01827
ERR1913214.898526__1.898526	39491__A0A396FUZ3__phoR_1
ERR1913214.898938__1.898938	357276__A0A076IRX7__HMPREF1064_00526
ERR1913214.899370__1.899370	820__A0A139JRH8__HMPREF2141_04326
ERR1913214.899479__1.899479	28111__E5X121__BACEGG_03113
ERR1913214.899735__1.899735	35833__E5YAY4__HMPREF0179_03355
ERR1913214.899924__1.899924	823__A0A174MNW4__M091_0199
ERR1913214.900062__1.900062	28117__B0MU58__BHV66_05630
ERR1913214.900616__1.900616	291644__I8Y2A3__HMPREF1532_03851
ERR1913214.900779__1.900779	487174__K0X6A4__HMPREF9448_00105
ERR1913214.900986__1.900986	1262889__R7HDL3__BN634_01924
ERR1913214.901298__1.901298	818__A0A1H7S810__BJP75_003270
ERR1913214.901381__1.901381	47678__A5ZB44__C5Z00_17730
ERR1913214.901577__1.901577	823__A0A355XF06__B5F32_11480
ERR1913214.901621__1.901621	487174__R5FJH0__DDY40_07055
ERR1913214.902077__1.902077	821__R9HFW2__DXD01_00365
ERR1913214.902146__1.902146	357276__A0A076J8D4__HMPREF1064_00553
ERR1913214.902391__1.902391	410072__A0A173S248__ERS852525_02992
ERR1913214.902588__1.902588	28111__E5X121__BACEGG_03113
ERR1913214.903259__1.903259	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913214.904092__1.904092	28111__E5WXQ8__NCTC11155_03183
ERR1913214.904059__1.904059	1262935__R5GIC8__BN773_01423
ERR1913214.904462__1.904462	1262911__R6GPC5__BN557_00852
ERR1913214.904585__1.904585	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.904610__1.904610	1262935__R5GC23__BN773_00903
ERR1913214.904743__1.904743	1796613__A0A1C7GYD6__A4V03_03700
ERR1913214.905025__1.905025	204516__U6RFV1__HMPREF1534_02560
ERR1913214.905089__1.905089	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913214.905115__1.905115	39492__B0MM84__lgt
ERR1913214.905158__1.905158	46228__V8BSG0__RUMLAC_01955
ERR1913214.905214__1.905214	821__A0A3E4KIM1__M097_3660
ERR1913214.905355__1.905355	1897011__A0A1Q6RH61__BHW41_01970
ERR1913214.905595__1.905595	46506__B0NM04__DXC41_13195
ERR1913214.905800__1.905800	818__A0A174RFL1__ERS852511_03380
ERR1913214.905908__1.905908	291644__I9TBC1__ERS852428_01240
ERR1913214.906536__1.906536	291644__I9T9Y0__HMPREF1071_01813
ERR1913214.906577__1.906577	821__A0A0P0M2J4__DXD46_10295
ERR1913214.906985__1.906985	1262886__R6RD61__BN563_00580
ERR1913214.907469__1.907469	28117__B0MSS9__BHV66_06085
ERR1913214.907629__1.907629	165179__A0A174W369__PREVCOP_04548
ERR1913214.907644__1.907644	487174__K0X2W8__HMPREF9448_02611
ERR1913214.907805__1.907805	818__Q8A3I3__HMPREF2534_00068
ERR1913214.907842__1.907842	357276__A0A076IYG1__B5F95_22465
ERR1913214.907883__1.907883	165179__A0A229I3Z6__PREVCOP_03666
ERR1913214.907939__1.907939	821__A0A396F1N0__M099_1553
ERR1913214.908313__1.908313	1262935__R5GGB5__BN773_00347
ERR1913214.908712__1.908712	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.908762__1.908762	1262935__R5GRB3__BN773_01260
ERR1913214.909010__1.909010	166486__D4L301__ROSINTL182_06234
ERR1913214.910072__1.910072	853__A0A174BA00__DW905_01145
ERR1913214.910183__1.910183	1262935__R5GL68__BN773_00556
ERR1913214.910222__1.910222	246787__A0A0P0GCR8__xynD_3
ERR1913214.910472__1.910472	357276__I8VLL2__HMPREF1065_03395
ERR1913214.910453__1.910453	823__A0A395YZ10__NCTC11152_02955
ERR1913214.910522__1.910522	1897011__A0A1Q6RH29__BHW41_01570
ERR1913214.911225__1.911225	1262911__R6H0U7__BN557_01104
ERR1913214.911957__1.911957	818__R6VB25__BSIG_5053
ERR1913214.912326__1.912326	1262889__R7HAY6__BN634_02225
ERR1913214.912370__1.912370	1263006__R6LT09__BN515_01035
ERR1913214.912526__1.912526	1262935__R5GQM6__BN773_00997
ERR1913214.912698__1.912698	28111__E5WYC3__NCTC11155_03517
ERR1913214.913383__1.913383	46228__V8CB66__RUMLAC_02810
ERR1913214.913485__1.913485	487174__K0WRP3__HMPREF9448_02660
ERR1913214.913720__1.913720	357276__I9QWD4__DXD47_15075
ERR1913214.913721__1.913721	454154__G5SME1__HMPREF9441_00516
ERR1913214.914024__1.914024	1263006__R6LMY4__BN515_01429
ERR1913214.914126__1.914126	301301__A0A395V928__RHOM_04950
ERR1913214.914265__1.914265	39492__D4JW10__pppA
ERR1913214.914582__1.914582	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913214.914592__1.914592	46228__V8BY98__RUMLAC_00452
ERR1913214.915255__1.915255	40520__A0A174M3Q7__DXD81_08640
ERR1913214.915493__1.915493	2293125__A0A374CMH5__DW917_00750
ERR1913214.915816__1.915816	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913214.915871__1.915871	1262935__R5GLD8__BN773_00587
ERR1913214.915973__1.915973	820__A0A3E4G493__ERS417307_00253
ERR1913214.916150__1.916150	1547597__A0A318NB20__DMB45_04250
ERR1913214.916167__1.916167	28118__F9Z3J9__B5F93_07500
ERR1913214.916398__1.916398	487174__K0WXI9__HMPREF9448_02340
ERR1913214.916412__1.916412	204516__U6R921__HMPREF1534_03932
ERR1913214.916756__1.916756	291644__I9TL83__HMPREF1532_00872
ERR1913214.916785__1.916785	823__A6LH14__B5F32_11640
ERR1913214.917335__1.917335	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913214.917493__1.917493	165179__A0A3E5EA43__DXC61_07775
ERR1913214.917736__1.917736	357276__I8WC65__EL88_00520
ERR1913214.917972__1.917972	1262935__R5GEM8__BN773_01536
ERR1913214.918126__1.918126	1150298__A0A174I2L4__ERS852535_01377
ERR1913214.918304__1.918304	39492__R6RKK9__EUBSIR_02022
ERR1913214.918636__1.918636	818__A0A3E5HDS4__BJP75_002620
ERR1913214.918778__1.918778	46228__B5CMZ5__HMPREF1202_01647
ERR1913214.918979__1.918979	820__A0A174M9V5__M093_0237
ERR1913214.919832__1.919832	1262888__R6P8U1__BN582_00511
ERR1913214.920058__1.920058	454155__F3QT07__HMPREF9442_01322
ERR1913214.920266__1.920266	357276__I8WPR6__EL88_06675
ERR1913214.920291__1.920291	371601__A0A1H4AUL8__BXY_43960
ERR1913214.920728__1.920728	1262935__R5GDG4__BN773_01363
ERR1913214.920957__1.920957	28117__B0MTH2__ALIPUT_00061
ERR1913214.921015__1.921015	1262889__R7H954__BN634_00680
ERR1913214.921341__1.921341	821__E5UMZ6__BVU_1450
ERR1913214.921687__1.921687	1262935__R5GHV4__BN773_00876
ERR1913214.921771__1.921771	2293125__A0A374C5Y6__DW917_09105
ERR1913214.921844__1.921844	291644__I9TDL9__HMPREF1532_01624
ERR1913214.921890__1.921890	1262935__R5GFE1__BN773_00206
ERR1913214.921953__1.921953	28111__R5JN40__HMPREF1016_01803
ERR1913214.921961__1.921961	46228__B5CQY8__RUMLAC_01887
ERR1913214.921992__1.921992	1262889__R7HGV8__BN634_01881
ERR1913214.922261__1.922261	204516__U6R898__HMPREF1534_03335
ERR1913214.922436__1.922436	371601__D0TRG1__HMPREF1074_04676
ERR1913214.922402__1.922402	357276__B6W1Y1__BSEG_03960
ERR1913214.922516__1.922516	1263044__GCA_000433375.1_03431
ERR1913214.922606__1.922606	487174__K0WYI1__DDY40_08675
ERR1913214.922996__1.922996	46503__A0A3E4ZLE8__DXB61_09555
ERR1913214.923314__1.923314	487174__R5FN40__HMPREF9448_01366
ERR1913214.924222__1.924222	357276__B6VT86__IY41_22515
ERR1913214.924462__1.924462	487174__K0XL60__DDY40_11760
ERR1913214.924647__1.924647	39492__D4JRX7__EUBSIR_01480
ERR1913214.924930__1.924930	487174__R5FN40__HMPREF9448_01366
ERR1913214.925145__1.925145	28111__E5WZR2__HMPREF1016_02168
ERR1913214.925222__1.925222	1262886__R6QJF6__BN563_01169
ERR1913214.925502__1.925502	1262935__R5GTF2__BN773_00142
ERR1913214.925647__1.925647	1262888__R6PFM4__BN582_00334
ERR1913214.925648__1.925648	853__A8S882__C4N23_07600
ERR1913214.925667__1.925667	357276__A0A076IYG1__B5F95_22465
ERR1913214.925732__1.925732	28118__F9ZAE1__DF785_04930
ERR1913214.925700__1.925700	1262935__R5GDY7__BN773_01336
ERR1913214.925758__1.925758	487174__K0WX10__DIT83_10030
ERR1913214.925889__1.925889	556259__E5C6L5__BSGG_0298
ERR1913214.926041__1.926041	357276__A0A0K2HDP3__IY41_00705
ERR1913214.926114__1.926114	1628085__A0A1C6DC32__C7386_10623
ERR1913214.926263__1.926263	28111__E5X429__BACEGG_00952
ERR1913214.927097__1.927097	28117__R7JH62__BHV66_05735
ERR1913214.927306__1.927306	291644__I8Y2A3__HMPREF1532_03851
ERR1913214.927367__1.927367	246787__R6KM92__AA416_01456
ERR1913214.927495__1.927495	1262736__R5Y7T6__BN496_00858
ERR1913214.928073__1.928073	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.928094__1.928094	487174__R5EP60__DIT83_09045
ERR1913214.928109__1.928109	40518__R5E642__RBATCC27255_00729
ERR1913214.928163__1.928163	1262743__R5C054__BN727_01980
ERR1913214.928225__1.928225	1261__D3MR67__SAMN05660467_01650
ERR1913214.928281__1.928281	371601__D6D4G5__DXD80_16235
ERR1913214.928331__1.928331	28116__D7K7K3__SAMN05192581_103348
ERR1913214.928341__1.928341	1262889__R7HCV1__BN634_01227
ERR1913214.928777__1.928777	1262935__R5GG03__BN773_00437
ERR1913214.929247__1.929247	357276__A0A0K2HKT7__B5F95_21090
ERR1913214.929941__1.929941	1680__A0A0B5BL52__ERS852382_00480
ERR1913214.929957__1.929957	28118__F9ZAE1__DF785_04930
ERR1913214.930003__1.930003	821__R6F3Y1__SAMN04487923_104318
ERR1913214.930129__1.930129	1262935__R5GGB1__BN773_00342
ERR1913214.930135__1.930135	357276__A0A0M1W1I8__ABI39_13620
ERR1913214.930136__1.930136	1262911__R6H0U7__BN557_01104
ERR1913214.930280__1.930280	35833__E5Y3G7__HMPREF0179_00728
ERR1913214.930314__1.930314	165179__A0A3E5AER8__DXB80_07075
ERR1913214.931009__1.931009	1262992__R5CXM8__BN795_01024
ERR1913214.931034__1.931034	1262889__R7HFT7__BN634_01537
ERR1913214.931111__1.931111	28117__B0MT38__BHV66_05995
ERR1913214.931304__1.931304	28111__E5WZR2__HMPREF1016_02168
ERR1913214.931532__1.931532	1501391__GCA_000786575.1_00123
ERR1913214.931630__1.931630	357276__A0A076IXE0__HMPREF1064_04364
ERR1913214.931750__1.931750	1262935__R5GT62__BN773_01738
ERR1913214.931910__1.931910	310298__B3JFI7__BACCOP_00636
ERR1913214.931796__1.931796	28118__R6FJE6__NCTC10826_00111
ERR1913214.932058__1.932058	821__A0A174RA14__M099_1655
ERR1913214.932283__1.932283	1262935__R5GU54__BN773_00232
ERR1913214.932332__1.932332	1262935__R5GK20__BN773_00159
ERR1913214.932997__1.932997	47678__R5U2F6__HMPREF1061_00767
ERR1913214.933042__1.933042	357276__I9R002__HMPREF1064_01826
ERR1913214.933139__1.933139	544645__A0A3E4T5S7__DXC42_10355
ERR1913214.933522__1.933522	1262743__R5C054__BN727_01980
ERR1913214.933659__1.933659	820__A0A174F0C1__nreB
ERR1913214.933734__1.933734	2293125__A0A374BSW4__DW917_13420
ERR1913214.933748__1.933748	1262911__R6GY22__BN557_00023
ERR1913214.933963__1.933963	1262942__R7QTU7__BN520_00095
ERR1913214.934021__1.934021	28118__R6FI57__DF785_14020
ERR1913214.934373__1.934373	39491__A0A396FNP1__DXD95_06025
ERR1913214.934439__1.934439	1262935__R5GH23__BN773_00804
ERR1913214.934493__1.934493	291644__I9T9Y0__HMPREF1071_01813
ERR1913214.935019__1.935019	357276__A0A076IYG1__B5F95_22465
ERR1913214.935671__1.935671	820__A0A139KJ23__celCCA
ERR1913214.936692__1.936692	821__U6RDC2__DXD46_15675
ERR1913214.936812__1.936812	1262825__R5E9U6__BN724_00394
ERR1913214.937504__1.937504	28117__B0MTV0__BHV66_06395
ERR1913214.937471__1.937471	823__A0A395YZG9__M092_4358
ERR1913214.937476__1.937476	357276__A0A1Y4PPG2__B5F95_02305
ERR1913214.937834__1.937834	1262825__R5DYC4__BN724_00821
ERR1913214.937895__1.937895	239935__B2UNC5__B5G29_07685
ERR1913214.937902__1.937902	357276__G5SMD3__BSEG_02959
ERR1913214.937931__1.937931	46228__V8BPL7__DXD17_00445
ERR1913214.938026__1.938026	1262935__R5GK20__BN773_00159
ERR1913214.938103__1.938103	1628085__A0A2U1BGQ7__C7386_101108
ERR1913214.938191__1.938191	818__A0A0P0FBH7__ERS852557_03343
ERR1913214.938291__1.938291	487174__K0X429__HMPREF9448_00932
ERR1913214.938397__1.938397	39488__A0A173URV1__DXD91_07100
ERR1913214.938475__1.938475	46506__R6LDN0__HMPREF1181_03103
ERR1913214.938482__1.938482	106588__A6P303__BACCAP_04887
ERR1913214.938863__1.938863	1703337__A0A2U0U7Q7__C7379_11089
ERR1913214.939040__1.939040	371601__A0A0J9FJQ6__HMPREF1074_04066
ERR1913214.939502__1.939502	1262945__R6YEB6__BN600_00661
ERR1913214.939451__1.939451	1262886__R6QNU3__BN563_00612
ERR1913214.939476__1.939476	40518__R5E2R8__nnr_2
ERR1913214.939688__1.939688	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913214.939873__1.939873	357276__I9QBT7__BSEG_03340
ERR1913214.940546__1.940546	47678__R5UAF6__ERS852494_02966
ERR1913214.940827__1.940827	46228__V8C6B2__DXD17_09805
ERR1913214.940901__1.940901	1262889__R7HF25__BN634_01246
ERR1913214.941096__1.941096	1262889__R7HB16__BN634_02255
ERR1913214.941252__1.941252	2293125__A0A374BSW4__DW917_13420
ERR1913214.941332__1.941332	1262911__R6GMD8__BN557_01647
ERR1913214.941315__1.941315	818__C6IIW4__dapH_1
ERR1913214.941560__1.941560	410072__A0A173XU61__ykvU
ERR1913214.941580__1.941580	357276__I9FRW5__B5F95_21685
ERR1913214.941761__1.941761	28111__E5X0Y0__HMPREF1016_02598
ERR1913214.942026__1.942026	1262825__R5EE92__BN724_00743
ERR1913214.942268__1.942268	820__A0A3E4PYB0__yejM
ERR1913214.942324__1.942324	39492__D4JWY0__EUBSIR_01648
ERR1913214.942672__1.942672	39492__B0MM26__ERS852540_00640
ERR1913214.943216__1.943216	46506__A0A108TCV1__AA415_00106
ERR1913214.943320__1.943320	487174__K0X694__DIT83_09060
ERR1913214.943441__1.943441	1965555__A0A1Y4S5H1__B5E77_12530
ERR1913214.943531__1.943531	291644__I9T317__ERS852428_03619
ERR1913214.943633__1.943633	1262935__R5GKU2__BN773_00436
ERR1913214.943701__1.943701	357276__A0A0K2HG61__BACDOR_02028
ERR1913214.943771__1.943771	1262935__R5GFU9__BN773_00394
ERR1913214.943852__1.943852	454154__G5SMP1__HMPREF9441_00617
ERR1913214.944019__1.944019	544644__GCA_001915615.1_00365
ERR1913214.944168__1.944168	821__A0A174WBC9__ERS852556_03145
ERR1913214.944323__1.944323	39492__D4JSG7__EUBSIR_01006
ERR1913214.944478__1.944478	28111__E5WUH3__BACEGG_02112
ERR1913214.944647__1.944647	821__A0A396F9T7__M097_3427
ERR1913214.944581__1.944581	1262889__R7HAN4__BN634_02105
ERR1913214.944609__1.944609	39492__D4JWT3__ERS852540_00301
ERR1913214.944840__1.944840	40518__R5DYT8__mscS
ERR1913214.945328__1.945328	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913214.945595__1.945595	821__U6RDC2__DXD46_15675
ERR1913214.945795__1.945795	1262935__R5GFE1__BN773_00206
ERR1913214.945780__1.945780	165179__A0A3E5AER8__DXB80_07075
ERR1913214.946060__1.946060	47678__R5U9Z0__HMPREF1061_03210
ERR1913214.946097__1.946097	39492__D4JT87__clpC
ERR1913214.946308__1.946308	2293125__A0A374CIX5__DW917_01125
ERR1913214.946325__1.946325	2293125__A0A374BSW4__DW917_13420
ERR1913214.946416__1.946416	853__C7H7F5__DWZ46_01780
ERR1913214.946401__1.946401	46228__B5CKT3__RUMLAC_00047
ERR1913214.946689__1.946689	357276__A0A1Y3Z6X3__GV66_07715
ERR1913214.947126__1.947126	1262935__R5GKU2__BN773_00436
ERR1913214.947145__1.947145	204516__U6R921__HMPREF1534_03932
ERR1913214.947430__1.947430	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913214.947513__1.947513	371601__A0A174KGU6__CW3_4554
ERR1913214.947527__1.947527	39492__D4JT87__clpC
ERR1913214.947664__1.947664	28117__R7JIJ8__BHV66_01635
ERR1913214.947860__1.947860	292800__A0A096CPP2__yfkN_3
ERR1913214.948003__1.948003	46228__B5CQB8__RUMLAC_01663
ERR1913214.947973__1.947973	291644__I9T9Y0__HMPREF1071_01813
ERR1913214.948173__1.948173	820__A0A139KIL9__DXC68_05945
ERR1913214.948291__1.948291	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913214.948778__1.948778	820__A0A3E4FZM1__adaA_2
ERR1913214.949163__1.949163	291644__I9HQ59__HMPREF1071_02479
ERR1913214.949496__1.949496	39492__D4JRZ7__smc
ERR1913214.949801__1.949801	1262945__R6Z392__BN600_01644
ERR1913214.949810__1.949810	2293125__A0A374BSW4__DW917_13420
ERR1913214.949996__1.949996	39488__A0A374NKN1__ltaS_2
ERR1913214.950091__1.950091	1897011__A0A1Q6RE52__BHW41_04690
ERR1913214.950097__1.950097	821__D4VD59__BHV80_04260
ERR1913214.950154__1.950154	823__A0A073I748__M096_3057
ERR1913214.950214__1.950214	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913214.950318__1.950318	357276__I9R2M6__BSEG_03499
ERR1913214.950804__1.950804	1262889__R7HA74__BN634_01063
ERR1913214.951576__1.951576	357276__A0A076IR37__DXD47_07890
ERR1913214.952102__1.952102	46228__B5CP50__DXD17_00075
ERR1913214.952202__1.952202	357276__A0A076IYE6__IY41_04275
ERR1913214.952297__1.952297	291644__I9TBC1__ERS852428_01240
ERR1913214.952441__1.952441	1262889__R7HAY6__BN634_02225
ERR1913214.952506__1.952506	357276__A0A174L570__GV66_05720
ERR1913214.952839__1.952839	357276__B6VYT9__HMPREF1063_05030
ERR1913214.952994__1.952994	246787__E2NH87__BcellWH2_04496
ERR1913214.953176__1.953176	291644__R5JUY5__HMPREF1071_00941
ERR1913214.953137__1.953137	1547597__A0A0C3NFW0__DMB45_13330
ERR1913214.953165__1.953165	487174__K0XER9__DDY40_08885
ERR1913214.953166__1.953166	487174__K0XER9__DDY40_08885
ERR1913214.953215__1.953215	1262825__R5EN22__BN724_00572
ERR1913214.953334__1.953334	357276__I8WML9__DXD47_10570
ERR1913214.953909__1.953909	1262935__R5GT76__BN773_01902
ERR1913214.954246__1.954246	46228__V8C7P7__HMPREF1202_01523
ERR1913214.954832__1.954832	28116__A7M617__SAMN05192582_105025
ERR1913214.954865__1.954865	46503__R6WQ01__PARMER_03826
ERR1913214.954996__1.954996	28116__A0A1Y4PHM7__DXA80_25130
ERR1913214.955053__1.955053	46228__V8BSH8__HMPREF1202_02173
ERR1913214.955067__1.955067	671267__R9ICM6__C802_00589
ERR1913214.955068__1.955068	1262889__R7HEJ5__BN634_01091
ERR1913214.955576__1.955576	28117__B0MYI9__BHV66_05415
ERR1913214.955755__1.955755	33039__A0A174ZIS2__RTO_10090
ERR1913214.956030__1.956030	291644__R5JAW4__HMPREF1071_01744
ERR1913214.956098__1.956098	357276__A0A076IRZ5__BACDOR_00630
ERR1913214.956287__1.956287	1262935__R5GHP4__BN773_01210
ERR1913214.956724__1.956724	166486__D4KRN2__ERS852572_01816
ERR1913214.956842__1.956842	487174__K0WV96__HMPREF9448_01901
ERR1913214.956896__1.956896	291644__I9HC81__HMPREF1071_04032
