ERR1913174.31__1.31	209880__A0A1G5WTG1__SAMN02910343_01605
ERR1913174.575085__1.575085	823__A6LEQ6__DXB14_05705
ERR1913174.575216__1.575216	28116__A0A395VT11__SAMN05444282_11739
ERR1913174.575409__1.575409	1262911__R6GSH8__BN557_00939
ERR1913174.575522__1.575522	821__C6Z087__DXB90_00750
ERR1913174.575463__1.575463	357276__I8VQA2__HMPREF1065_04183
ERR1913174.575479__1.575479	357276__I9QPN0__B5F95_09195
ERR1913174.575600__1.575600	239935__A0A139TMG9__CXU07_10650
ERR1913174.575608__1.575608	39491__A0A395UZ82__EUR_31520
ERR1913174.575657__1.575657	823__A0A174VBJ5__M091_5021
ERR1913174.575708__1.575708	28117__B0MVL2__BHV66_01645
ERR1913174.575725__1.575725	39486__B0G7B0__DXC93_14415
ERR1913174.575823__1.575823	357276__A0A0K2HG61__BACDOR_02028
ERR1913174.575904__1.575904	1262886__R6QGP5__BN563_00328
ERR1913174.576009__1.576009	820__I9TWZ7__DXC80_10550
ERR1913174.576202__1.576202	246787__A0A0P0GCR8__xynD_3
ERR1913174.576239__1.576239	216816__C2GUV2__APC1478_0430
ERR1913174.576243__1.576243	820__A0A3E4RU03__M093_0563
ERR1913174.576469__1.576469	626929__F3PLF5__HMPREF9445_03186
ERR1913174.576485__1.576485	40518__A0A373KL92__RBATCC27255_01378
ERR1913174.576568__1.576568	371601__A0A1C7H6N4__SAMN05216250_10764
ERR1913174.576655__1.576655	338188__R6RT73__HMPREF1057_02828
ERR1913174.576645__1.576645	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913174.576686__1.576686	1263044__GCA_000433375.1_01436
ERR1913174.576706__1.576706	820__A0A3E4G8F8__ERS852421_01645
ERR1913174.576707__1.576707	820__A0A3E4G3J9__ERS852459_02265
ERR1913174.576750__1.576750	371601__D7J0R3__SAMN04487924_11751
ERR1913174.576813__1.576813	357276__A0A0K2HI25__DXD47_04465
ERR1913174.576874__1.576874	821__A0A173XDD3__DXB82_17180
ERR1913174.576911__1.576911	357276__B6VW91__BACDOR_01584
ERR1913174.576984__1.576984	371601__C3QME2__CW1_3650
ERR1913174.577052__1.577052	214856__A0A173ZQY0__ERS852559_00007
ERR1913174.577167__1.577167	28116__A0A1Y4Q112__evgS_13
ERR1913174.577228__1.577228	39491__A0A395V5L2__ERE_28270
ERR1913174.577230__1.577230	74426__infB
ERR1913174.577255__1.577255	28116__D4WJ30__DHW41_06080
ERR1913174.577292__1.577292	853__A0A173T6P2__DWZ46_14595
ERR1913174.577398__1.577398	28117__B0MXD0__ALIPUT_01669
ERR1913174.577599__1.577599	821__R9HFW2__DXD01_00365
ERR1913174.577640__1.577640	1550024__G9RW08__ASJ35_03155
ERR1913174.577678__1.577678	28116__A7LS06__HMPREF2532_04668
ERR1913174.577998__1.577998	28037__A0A081PPI2__SMI10712_01866
ERR1913174.578051__1.578051	487174__K0X3V7__DIT83_01400
ERR1913174.578136__1.578136	39491__A0A395UUN5__EUBREC_0291
ERR1913174.578075__1.578075	487174__K0XM88__DDY40_02935
ERR1913174.578283__1.578283	357276__I9RCD3__IY41_15070
ERR1913174.578449__1.578449	239935__A0A139TQT9__Amuc_1197
ERR1913174.578486__1.578486	357276__B6W5Q7__DXD47_13945
ERR1913174.578613__1.578613	820__A0A139K1Y6__DXB48_02610
ERR1913174.578682__1.578682	371601__E5CE41__ERS852396_04351
ERR1913174.578696__1.578696	820__A0A3E4W980__M093_3873
ERR1913174.578730__1.578730	357276__I9R994__BACDOR_04044
ERR1913174.578874__1.578874	239935__A0A2N8I9P4__CXT85_05050
ERR1913174.578924__1.578924	818__A0A1H7TGM1__BJP75_010615
ERR1913174.578945__1.578945	1262911__R6H1P0__BN557_00940
ERR1913174.578965__1.578965	818__Q8A0V7__BSIG_2755
ERR1913174.579110__1.579110	357276__D1JY58__BACDOR_04277
ERR1913174.579196__1.579196	357276__I9F3U2__B5F00_20845
ERR1913174.579308__1.579308	74426__rpoC
ERR1913174.579379__1.579379	820__A0A3E4VXP2__yesR
ERR1913174.579448__1.579448	39491__A0A396FEW6__T1815_18721
ERR1913174.579515__1.579515	1150298__A0A174MSM0__toxA_2
ERR1913174.579563__1.579563	357276__I8WEZ6__BACDOR_02323
ERR1913174.579584__1.579584	820__A0A374Q351__DXD40_05850
ERR1913174.579699__1.579699	371601__C3QXN6__ERS852396_01055
ERR1913174.579709__1.579709	823__A0A174PDQ0__DXC05_08200
ERR1913174.579869__1.579869	40518__R5DS23__DXD86_01715
ERR1913174.579870__1.579870	357276__D1JY58__BACDOR_04277
ERR1913174.579883__1.579883	28116__A0A1Y4Q112__evgS_13
ERR1913174.579947__1.579947	166486__D4L457__ROSINTL182_07087
ERR1913174.580081__1.580081	28116__A7M0W7__SAMN05444282_11172
ERR1913174.580085__1.580085	853__A0A173T8T3__DW882_06555
ERR1913174.580170__1.580170	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913174.580201__1.580201	823__K6AMD2__B5F32_04565
ERR1913174.580159__1.580159	818__A0A174SMH7__C799_03313
ERR1913174.580222__1.580222	1150298__A0A173YHI7__ERS852406_00466
ERR1913174.580384__1.580384	357276__A0A076IRX7__HMPREF1064_00526
ERR1913174.580387__1.580387	47678__R5UV30__C5Z00_12615
ERR1913174.580430__1.580430	357276__A0A0K2HDP3__IY41_00705
ERR1913174.580581__1.580581	853__A0A2A7B1Y7__C7K05_11930
ERR1913174.580760__1.580760	820__A7V9F9__B5G17_14640
ERR1913174.580778__1.580778	28117__B0MY40__BHV66_05170
ERR1913174.580836__1.580836	853__A0A2J4JL53__CRH10_10795
ERR1913174.580922__1.580922	357276__I8WPR6__EL88_06675
ERR1913174.580978__1.580978	820__A0A174EV88__HMPREF1072_01427
ERR1913174.581227__1.581227	818__R9HBA6__HMPREF2534_04317
ERR1913174.581257__1.581257	1512__A0A174LWB6__php_2
ERR1913174.581317__1.581317	28052__R7NCE8__cph2_1
ERR1913174.581383__1.581383	39491__A0A395V464__EUBREC_1509
ERR1913174.581515__1.581515	820__A0A3E4PYB0__yejM
ERR1913174.581628__1.581628	357276__U6R8F9__DXD47_04035
ERR1913174.581672__1.581672	1150298__A0A174N5I7__ERS852498_01953
ERR1913174.581763__1.581763	40518__R5DV58__htrA
ERR1913174.581789__1.581789	28117__B0MYI9__BHV66_05415
ERR1913174.581829__1.581829	1512__A0A174LBR3__HMPREF9474_00979
ERR1913174.581838__1.581838	820__A0A174EV88__HMPREF1072_01427
ERR1913174.581929__1.581929	823__D7IT19__DHP27_03495
ERR1913174.582282__1.582282	853__D4JY61__C4N21_10560
ERR1913174.582347__1.582347	544645__A0A3E4TEK2__DXC42_06710
ERR1913174.582397__1.582397	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913174.582557__1.582557	820__A0A1T4IY80__ERS852554_01621
ERR1913174.582642__1.582642	239935__A0A2N8INK7__Amuc_0521
ERR1913174.582666__1.582666	28116__C3R1N5__SAMN05444282_12443
ERR1913174.582686__1.582686	28117__R7JQW0__ALIPUT_01453
ERR1913174.582835__1.582835	820__A0A173YYG4__evgS_3
ERR1913174.582862__1.582862	357276__I9RHT4__EL88_09235
ERR1913174.582877__1.582877	818__A0A0P0FKC9__Btheta7330_01050
ERR1913174.582981__1.582981	371601__I9A9L7__CW1_3649
ERR1913174.583126__1.583126	357276__I9RCD3__IY41_15070
ERR1913174.583323__1.583323	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.583399__1.583399	820__A0A174LIN6__HMPREF1072_03144
ERR1913174.583501__1.583501	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.583461__1.583461	28117__B0MY41__BHV66_05165
ERR1913174.583512__1.583512	1703337__A0A2U0U7Q7__C7379_11089
ERR1913174.583537__1.583537	357276__D1K3K9__EL88_23995
ERR1913174.583638__1.583638	357276__I8WEY2__ABI39_04185
ERR1913174.583664__1.583664	357276__A0A076INK2__BSEG_04225
ERR1913174.583706__1.583706	820__A0A3E4W4Y7__B5G17_02055
ERR1913174.583749__1.583749	357276__C3R9Y0__HMPREF1064_01889
ERR1913174.583788__1.583788	239935__A0A2N8J2P6__ADH72_06730
ERR1913174.583911__1.583911	1550024__G9RWR2__TQ39_04385
ERR1913174.583918__1.583918	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.583995__1.583995	357276__A0A1Y3Z6X3__GV66_07715
ERR1913174.584019__1.584019	820__A7UYX8__DXD40_11635
ERR1913174.584030__1.584030	360807__A0A174CZ42__RIL183_11251
ERR1913174.584339__1.584339	239935__A0A2N8IRW0__A4V05_11620
ERR1913174.584456__1.584456	823__A6LBY1__ERS852380_00510
ERR1913174.584547__1.584547	47678__R5UER2__CGC64_00710
ERR1913174.584585__1.584585	556259__E5C7H8__BSGG_0454
ERR1913174.584590__1.584590	818__A0A3E5HXH0__NCTC13706_02166
ERR1913174.584672__1.584672	204516__U6RDD8__HMPREF1534_02559
ERR1913174.584747__1.584747	820__A0A174RFI5__SAMN05444418_12240
ERR1913174.584841__1.584841	820__A0A3E4G826__C801_01612
ERR1913174.584885__1.584885	357276__A0A076IN21__BSEG_03078
ERR1913174.584922__1.584922	33043__D5HEE1__ERS852386_01671
ERR1913174.585094__1.585094	40518__R5DU92__DXD93_03170
ERR1913174.585050__1.585050	40518__R5DZU5__RBL263_00458
ERR1913174.585098__1.585098	820__A7V8C2__ERS852554_01338
ERR1913174.585119__1.585119	823__D7IKW8__DXD05_10310
ERR1913174.585212__1.585212	821__A0A3E4WAR6__DXD64_10735
ERR1913174.585220__1.585220	357276__I9F327__DXD47_22495
ERR1913174.585226__1.585226	39486__G1WPD7__DORFOR_00931
ERR1913174.585333__1.585333	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913174.585421__1.585421	487174__K0X665__DIT83_12000
ERR1913174.585539__1.585539	820__A0A374QGD2__ERS852421_02382
ERR1913174.585574__1.585574	106588__A6NXS6__BACCAP_03021
ERR1913174.585588__1.585588	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913174.585596__1.585596	33038__A0A2N5NYI5__C5Y99_09140
ERR1913174.585628__1.585628	39491__A0A396FIU1__DXC13_07905
ERR1913174.585632__1.585632	357276__A0A076IN30__DXD47_09350
ERR1913174.585728__1.585728	28116__A7M0W7__SAMN05444282_11172
ERR1913174.585802__1.585802	487174__K0WZN5__HMPREF9448_01108
ERR1913174.585972__1.585972	1150298__A0A174FT27__ERS852535_01803
ERR1913174.586131__1.586131	487174__K0WUJ8__DIT83_08050
ERR1913174.586082__1.586082	28117__B0MT86__BHV66_02450
ERR1913174.586157__1.586157	40518__R5DPA7__RBATCC27255_01319
ERR1913174.586235__1.586235	1262743__R5C054__BN727_01980
ERR1913174.586424__1.586424	357276__A0A076IN30__DXD47_09350
ERR1913174.586584__1.586584	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913174.586602__1.586602	28117__B0MT86__BHV66_02450
ERR1913174.586682__1.586682	1263044__GCA_000433375.1_01436
ERR1913174.586827__1.586827	357276__I8WPR6__EL88_06675
ERR1913174.586921__1.586921	820__A0A139JUD3__DXC91_19380
ERR1913174.586922__1.586922	357276__I8WPR6__EL88_06675
ERR1913174.586895__1.586895	239935__A0A139TSG7__CXU17_09600
ERR1913174.586905__1.586905	823__A0A073I9P2__CF162_18000
ERR1913174.586910__1.586910	1262746__R5SS80__BN750_02125
ERR1913174.586956__1.586956	40518__R5E0F2__RBATCC27255_01890
ERR1913174.586978__1.586978	357276__B6W5Q7__DXD47_13945
ERR1913174.587002__1.587002	39491__A0A395ZDC6__addB
ERR1913174.587039__1.587039	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913174.587183__1.587183	246787__A0A0P0GM08__BcellWH2_01845
ERR1913174.587171__1.587171	239935__A0A2N8IQX1__dnaA
ERR1913174.587255__1.587255	40518__R5E2R8__nnr_2
ERR1913174.587284__1.587284	820__A0A139KG60__M094_2679
ERR1913174.587307__1.587307	39488__A0A173RHK8__EUBHAL_01709
ERR1913174.587421__1.587421	1150298__R7JSE8__coaX_1
ERR1913174.587500__1.587500	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913174.587769__1.587769	1262888__R6P855__BN582_00390
ERR1913174.587781__1.587781	853__A0A173RZ39__C4N22_01650
ERR1913174.587782__1.587782	39491__A0A173U0X0__DXB72_05865
ERR1913174.588118__1.588118	357276__I9F327__DXD47_22495
ERR1913174.588195__1.588195	39486__R6SN36__HMPREF9457_00956
ERR1913174.588221__1.588221	28116__A7M0W7__SAMN05444282_11172
ERR1913174.588355__1.588355	820__A0A173YYG4__evgS_3
ERR1913174.588337__1.588337	820__A0A3E4W980__M093_3873
ERR1913174.588395__1.588395	40518__R5DTW7__phoU
ERR1913174.588432__1.588432	40518__R5DTJ1__DXD86_03635
ERR1913174.588771__1.588771	820__A0A139KG04__ERS852459_01249
ERR1913174.588819__1.588819	39491__A0A396FRK0__ERS852417_00541
ERR1913174.588863__1.588863	204516__U6RKS4__HMPREF1534_01431
ERR1913174.589131__1.589131	204516__U6R9E6__HMPREF1534_03149
ERR1913174.589147__1.589147	204516__U6R8I1__HMPREF1534_03341
ERR1913174.589152__1.589152	487174__K0X4F7__DDY40_08055
ERR1913174.589243__1.589243	1262743__R5C054__BN727_01980
ERR1913174.589454__1.589454	329854__R7E733__DXD57_00120
ERR1913174.589508__1.589508	28117__B0MU57__ALIPUT_00175
ERR1913174.589552__1.589552	454155__F3QY50__HMPREF9442_03142
ERR1913174.589671__1.589671	204516__U6RFU0__HMPREF1534_02545
ERR1913174.589703__1.589703	357276__I8WEY2__ABI39_04185
ERR1913174.589780__1.589780	39491__C4ZHS4__EUR_24420
ERR1913174.589854__1.589854	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913174.589882__1.589882	39486__B0G2A7__DXB12_08805
ERR1913174.589946__1.589946	39491__A0A396FNY7__LD38_16155
ERR1913174.589958__1.589958	818__E5C5U7__SAMN05216253_101163
ERR1913174.590217__1.590217	487174__K0WWY0__DIT83_10195
ERR1913174.590229__1.590229	28116__C3R0H4__DXD69_00155
ERR1913174.590496__1.590496	28116__A0A1Y4Q112__evgS_13
ERR1913174.590601__1.590601	820__A0A3E4G3J9__ERS852459_02265
ERR1913174.590874__1.590874	818__A0A0P0FPQ9__BT_4391
ERR1913174.590966__1.590966	1262746__R5S759__BN750_00759
ERR1913174.590933__1.590933	357276__A0A076IRX7__HMPREF1064_00526
ERR1913174.591005__1.591005	820__A0A3E4W4Y7__B5G17_02055
ERR1913174.591024__1.591024	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913174.591062__1.591062	214856__A0A173XVL4__ERS852559_00242
ERR1913174.591138__1.591138	360807__A0A173WJE3__mcp4_4
ERR1913174.591170__1.591170	820__A0A3E4VZT7__DXB48_16145
ERR1913174.591176__1.591176	39491__A0A3E4YFT8__DXB69_10940
ERR1913174.591091__1.591091	820__A0A3E4QZJ7__C801_01798
ERR1913174.591100__1.591100	357276__D1JYA3__BSEG_00395
ERR1913174.591208__1.591208	820__A0A396EUU8__luxQ_3
ERR1913174.591239__1.591239	823__C7XC05__ERS852429_02119
ERR1913174.591449__1.591449	818__A0A174LEN9__BJP75_006595
ERR1913174.591567__1.591567	820__A0A174LJB2__HMPREF1072_04112
ERR1913174.591571__1.591571	371601__D7J175__DXD03_05675
ERR1913174.591605__1.591605	239935__A0A2N8HB50__CXU17_02615
ERR1913174.591780__1.591780	820__A0A174Q0F0__DXB48_08080
ERR1913174.591887__1.591887	853__A8SGX8__C4N21_08625
ERR1913174.592093__1.592093	28117__B0MYW7__ALIPUT_02336
ERR1913174.592215__1.592215	454155__F3QX18__HMPREF9442_02752
ERR1913174.592234__1.592234	823__D7ILK2__ERS852380_00031
ERR1913174.592319__1.592319	39491__A0A173QT73__alaS_2
ERR1913174.592436__1.592436	823__A0A355XPA0__DXB14_05710
ERR1913174.592461__1.592461	357276__A0A076J8D4__HMPREF1064_00553
ERR1913174.592532__1.592532	239935__R6J4Y4__CXU17_09810
ERR1913174.592604__1.592604	371601__D7K8P3__SAMN05216250_10395
ERR1913174.592656__1.592656	290052__A0A0V8QDP3__ASU35_02330
ERR1913174.592667__1.592667	47678__R5UAY9__DW706_07200
ERR1913174.592799__1.592799	357276__B6VXX7__HMPREF1063_02683
ERR1913174.592832__1.592832	820__A0A1Y3V743__M093_0235
ERR1913174.592917__1.592917	160404__R6QH53__SAMN02745138_02121
ERR1913174.592894__1.592894	820__A7VAS1__HMPREF2141_03259
ERR1913174.592878__1.592878	39491__A0A396FSR4__ERS852580_02287
ERR1913174.592968__1.592968	823__D7IUM6__M091_1082
ERR1913174.593056__1.593056	821__A0A173XDD3__DXB82_17180
ERR1913174.593117__1.593117	820__A0A174LJB2__HMPREF1072_04112
ERR1913174.593121__1.593121	40518__R5DLM5__RB5AMG_00422
ERR1913174.593187__1.593187	823__D7IXG8__ERS852560_01232
ERR1913174.593222__1.593222	39488__A0A374NU13__mtnK_2
ERR1913174.593320__1.593320	853__D4JY61__C4N21_10560
ERR1913174.593444__1.593444	823__K6AMD2__B5F32_04565
ERR1913174.593492__1.593492	74426__sufB
ERR1913174.593528__1.593528	357276__I9F327__DXD47_22495
ERR1913174.593601__1.593601	820__A0A3E4QZJ7__C801_01798
ERR1913174.593540__1.593540	39491__A0A174EQV2__DXB69_10230
ERR1913174.593556__1.593556	487174__K0XEE4__DDY40_09500
ERR1913174.593776__1.593776	246787__A0A3D6AWV8__gltP
ERR1913174.593803__1.593803	853__A8SB03__C4Q21_07960
ERR1913174.593849__1.593849	820__A0A3E4PYB0__yejM
ERR1913174.593957__1.593957	39491__C4ZAT2__ERE_28440
ERR1913174.593974__1.593974	820__A0A078STJ8__DXC68_04690
ERR1913174.593975__1.593975	820__A0A3E4IGA7__DXD40_07110
ERR1913174.594241__1.594241	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.594354__1.594354	84112__C8WID9__Elen_1915
ERR1913174.594377__1.594377	39491__C4ZCV7__ERE_23110
ERR1913174.594476__1.594476	820__A0A374QGD2__ERS852421_02382
ERR1913174.594538__1.594538	820__A0A174M9V5__M093_0237
ERR1913174.594620__1.594620	487174__K0X7X4__DIT83_09125
ERR1913174.594756__1.594756	246787__R6LCC2__BACCELL_00607
ERR1913174.594797__1.594797	1550024__G9RZG5__TQ39_11180
ERR1913174.594837__1.594837	818__A0A174VV39__BT_3492
ERR1913174.594888__1.594888	40518__R5DU92__DXD93_03170
ERR1913174.594931__1.594931	47678__A5ZL09__BACCAC_03608
ERR1913174.595050__1.595050	39491__A0A173VYV1__DXC13_02710
ERR1913174.595159__1.595159	820__A0A173WUD7__DXB48_08055
ERR1913174.595180__1.595180	1262992__R5DDC9__BN795_00492
ERR1913174.595208__1.595208	40518__R5DVU7__RBL236_00839
ERR1913174.595242__1.595242	47678__A5ZF31__DXB67_11050
ERR1913174.595377__1.595377	357276__A0A0K2HKT7__B5F95_21090
ERR1913174.595354__1.595354	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913174.595442__1.595442	823__A0A174PDQ0__DXC05_08200
ERR1913174.595395__1.595395	671267__R9HYS1__C802_04097
ERR1913174.595402__1.595402	39491__A0A395ZG74__licR
ERR1913174.595407__1.595407	39491__A0A395V464__EUBREC_1509
ERR1913174.595588__1.595588	1150298__A0A174N5I7__ERS852498_01953
ERR1913174.595790__1.595790	28117__B0MXG8__ALIPUT_01814
ERR1913174.595880__1.595880	820__A0A173YYG4__evgS_3
ERR1913174.595896__1.595896	487174__K0WTV8__DIT83_04385
ERR1913174.595944__1.595944	33038__F7JV68__C5Y99_05575
ERR1913174.595970__1.595970	357276__C3RA36__HMPREF1065_03270
ERR1913174.596221__1.596221	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913174.596186__1.596186	818__A0A0P0F391__BJP75_009470
ERR1913174.596204__1.596204	820__A0A174F0C1__nreB
ERR1913174.596345__1.596345	39491__A0A2U2EK03__ERE_28780
ERR1913174.596395__1.596395	40518__R5DMZ0__DXD83_05610
ERR1913174.596449__1.596449	853__A0A173YYY4__DWZ04_09420
ERR1913174.596529__1.596529	40518__R5DVL2__penA
ERR1913174.596533__1.596533	820__A0A3E4G3J9__ERS852459_02265
ERR1913174.596572__1.596572	329854__R7E733__DXD57_00120
ERR1913174.596592__1.596592	39491__D4JMW8__ERS852497_01971
ERR1913174.596602__1.596602	820__A0A174A6K0__M093_0079
ERR1913174.596672__1.596672	820__A0A174QT76__B5G17_18060
ERR1913174.596824__1.596824	357276__A0A076ISD9__EL88_07480
ERR1913174.596881__1.596881	820__A0A3E4RU03__M093_0563
ERR1913174.597050__1.597050	820__A7V092__hldE
ERR1913174.597028__1.597028	239935__R6J776__CXU07_02355
ERR1913174.597272__1.597272	39491__A0A396FM36__DXB99_00820
ERR1913174.597370__1.597370	1378168__V2YA11__N510_02528
ERR1913174.597424__1.597424	820__R7E9Z4__DXC68_06065
ERR1913174.597428__1.597428	1150298__R7JMX3__ERS852498_00681
ERR1913174.597430__1.597430	823__A0A395YSW8__CF162_05645
ERR1913174.597519__1.597519	357276__I8WPR6__EL88_06675
ERR1913174.597593__1.597593	820__A0A174I980__gldH
ERR1913174.597685__1.597685	28117__B0MWP2__ALIPUT_01468
ERR1913174.597639__1.597639	39491__A0A2U2EK03__ERE_28780
ERR1913174.597618__1.597618	39491__C4Z9Y3__ERS852417_01808
ERR1913174.597723__1.597723	820__A0A174A6K0__M093_0079
ERR1913174.597742__1.597742	47678__R5U3A7__ERS852494_02965
ERR1913174.597781__1.597781	239935__A0A2N8IRL2__CXU06_01170
ERR1913174.597852__1.597852	820__A0A174Q0F0__DXB48_08080
ERR1913174.598075__1.598075	40518__R5DZE2__DXD86_07400
ERR1913174.598088__1.598088	357276__C3R9Y0__HMPREF1064_01889
ERR1913174.598300__1.598300	1263076__GCA_000437615.1_00111
ERR1913174.598462__1.598462	39496__A5Z774__EUBVEN_01557
ERR1913174.598535__1.598535	214856__R6Z288__ERS852447_00734
ERR1913174.598631__1.598631	357276__D1K3K9__EL88_23995
ERR1913174.598685__1.598685	33039__D4M6I1__nadB_2
ERR1913174.598850__1.598850	418240__C6JH13__ERS852478_02750
ERR1913174.598885__1.598885	357276__A0A0K2HDP3__IY41_00705
ERR1913174.599016__1.599016	1262743__R5C054__BN727_01980
ERR1913174.599114__1.599114	39491__A0A396FKG5__DXB76_07455
ERR1913174.599128__1.599128	40518__R5E282__DXD86_08940
ERR1913174.599213__1.599213	371601__D6D2Q4__HMPREF1074_00826
ERR1913174.599240__1.599240	39496__A5Z6L2__EUBVEN_01345
ERR1913174.599305__1.599305	820__A0A174Q0F0__DXB48_08080
ERR1913174.599427__1.599427	1262743__R5C054__BN727_01980
ERR1913174.599349__1.599349	39491__C4Z9K7__EUBREC_0050
ERR1913174.599456__1.599456	820__A0A3E4W6P0__gmhA
ERR1913174.599480__1.599480	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913174.599646__1.599646	47678__R5U7U0__DW706_12005
ERR1913174.599647__1.599647	471189__GCA_003340385.1_00366
ERR1913174.599733__1.599733	39491__A0A174M1X5__DXB99_18695
ERR1913174.599684__1.599684	40518__R5DMC7__blaR1
ERR1913174.599858__1.599858	357276__B6W1Y1__BSEG_03960
ERR1913174.599945__1.599945	84112__C8WL45__Elen_2468
ERR1913174.600047__1.600047	820__A0A3E4VZY4__ERS852554_01211
ERR1913174.600114__1.600114	1381__group_451
ERR1913174.600077__1.600077	33039__A0A173VNF2__truB
ERR1913174.600269__1.600269	820__A0A173XIP7__B5G17_16050
ERR1913174.600231__1.600231	40520__A0A395X2X5__C4886_03165
ERR1913174.600398__1.600398	28118__F9ZBL7__DER54_00840
ERR1913174.600491__1.600491	204516__U6R9E0__HMPREF1534_03742
ERR1913174.600588__1.600588	47678__R5UT83__DW706_09750
ERR1913174.600628__1.600628	820__A0A173YYG4__evgS_3
ERR1913174.600747__1.600747	2108523__A0A2P2F472__LAWASA_799
ERR1913174.600717__1.600717	823__A0A174LWY0__lepB
ERR1913174.601045__1.601045	818__Q8A3A6__Btheta7330_00071
ERR1913174.601193__1.601193	357276__I9QBT7__BSEG_03340
ERR1913174.601169__1.601169	454154__G5SRT1__HMPREF9441_02080
ERR1913174.601296__1.601296	39486__B0G4W5__DXD50_05095
ERR1913174.601378__1.601378	820__A0A3E4VXP2__yesR
ERR1913174.601548__1.601548	820__A0A3E4G826__C801_01612
ERR1913174.601586__1.601586	28116__A0A3D2LPA1__CUY_3388
ERR1913174.601588__1.601588	823__A0A174JYU9__DER51_02115
ERR1913174.601767__1.601767	821__I9R3W6__DXC16_12455
ERR1913174.601806__1.601806	820__A0A3E4G826__C801_01612
ERR1913174.601865__1.601865	216816__C5E9A6__mutT4
ERR1913174.601999__1.601999	544644__GCA_001915615.1_02043
ERR1913174.602183__1.602183	853__A0A173T751__C4N24_10280
ERR1913174.602286__1.602286	239935__A0A2N8HQR1__Amuc_0287
ERR1913174.602228__1.602228	820__A0A174Q0F0__DXB48_08080
ERR1913174.602409__1.602409	329854__R7E733__DXD57_00120
ERR1913174.602539__1.602539	823__A0A355XIK0__CEQ22_011965
ERR1913174.602664__1.602664	901__B6WS90__DHV46_08165
ERR1913174.602678__1.602678	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.602735__1.602735	40520__D4LUJ6__ERS852533_01270
ERR1913174.602761__1.602761	40518__R5DYF6__RBL263_01812
ERR1913174.602802__1.602802	47678__R5UAG4__DW706_17045
