ERR1913312.55__1.55	357276__A0A076IXE0__HMPREF1064_04364
ERR1913312.1155088__1.1155088	39492__D4JSS9__btuF
ERR1913312.1155090__1.1155090	853__A0A173RZ39__C4N22_01650
ERR1913312.1155288__1.1155288	46228__B5CSZ6__HMPREF1202_01560
ERR1913312.1155345__1.1155345	1262882__R5MEI8__BN519_00283
ERR1913312.1155468__1.1155468	818__Q8A112__BT_3859
ERR1913312.1155540__1.1155540	371601__C3R084__DXD80_12980
ERR1913312.1155810__1.1155810	1660__A0A1N1WW14__HMPREF0970_00485
ERR1913312.1155858__1.1155858	46228__V8CB83__RUMLAC_02479
ERR1913312.1156065__1.1156065	328814__GCA_004558275.1_00235
ERR1913312.1156070__1.1156070	40518__R5E6U1__yunB
ERR1913312.1156249__1.1156249	360807__A0A1Q6T5F1__fliF
ERR1913312.1156254__1.1156254	1099853__G9S8I7__NSB1T_12985
ERR1913312.1156333__1.1156333	39492__D4JT87__clpC
ERR1913312.1156352__1.1156352	39491__D6DXZ8__DXB72_15035
ERR1913312.1156460__1.1156460	39491__A0A396FUZ3__phoR_1
ERR1913312.1156551__1.1156551	166486__D4KXA6__ROSINTL182_05897
ERR1913312.1156609__1.1156609	39491__A0A395V0H3__ERS852417_01192
ERR1913312.1156633__1.1156633	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913312.1156673__1.1156673	1262986__R5EI06__BN492_00739
ERR1913312.1156712__1.1156712	1262913__R7JJ84__BN646_02214
ERR1913312.1156828__1.1156828	39492__D4JWI6__EUBSIR_01073
ERR1913312.1156924__1.1156924	626932__G5H517__HMPREF9450_00027
ERR1913312.1156937__1.1156937	357276__A0A076INK2__BSEG_04225
ERR1913312.1157035__1.1157035	74426__argF
ERR1913312.1157248__1.1157248	1262882__R5MYX5__BN519_00333
ERR1913312.1157327__1.1157327	239935__A0A2N8I5H6__CXT92_05565
ERR1913312.1157406__1.1157406	46228__B5CTE4__DXD17_12795
ERR1913312.1157379__1.1157379	39485__R5ZT06__EUBELI_20526
ERR1913312.1157441__1.1157441	357276__A0A076IRV2__BACDOR_02822
ERR1913312.1157646__1.1157646	28116__I9ST00__M088_5588
ERR1913312.1157756__1.1157756	292800__A0A174NR96__HMPREF0372_02342
ERR1913312.1157799__1.1157799	328814__GCA_004558275.1_01000
ERR1913312.1157833__1.1157833	40518__R5E6K5__speA
ERR1913312.1157902__1.1157902	1262913__R7JPE8__BN646_00316
ERR1913312.1157990__1.1157990	1262992__R5D733__BN795_00375
ERR1913312.1158029__1.1158029	1105031__J1H3W2__HMPREF1141_2783
ERR1913312.1158318__1.1158318	39492__D4JRS7__ERS852540_02076
ERR1913312.1158320__1.1158320	39491__A0A3E4E7C5__DXB69_03255
ERR1913312.1158344__1.1158344	487175__F3QMH5__HMPREF9439_02154
ERR1913312.1158889__1.1158889	47678__R5UES3__CGC64_00760
ERR1913312.1158899__1.1158899	1150298__A0A174DQT6__ERS852498_00506
ERR1913312.1158933__1.1158933	818__R6VB25__BSIG_5053
ERR1913312.1158943__1.1158943	35833__E5Y355__HMPREF0179_00616
ERR1913312.1159015__1.1159015	1262882__R5N5S3__BN519_00085
ERR1913312.1159086__1.1159086	821__I9R3W6__DXC16_12455
ERR1913312.1159161__1.1159161	39492__D4JV86__spoIIE
ERR1913312.1159222__1.1159222	39488__A0A285PT25__EUBHAL_01908
ERR1913312.1159261__1.1159261	1150298__A0A174MFX3__ERS852498_01752
ERR1913312.1159631__1.1159631	39492__A0A174Z2N0__EUBSIR_01615
ERR1913312.1159695__1.1159695	39492__D4JVC7__yfgF
ERR1913312.1159724__1.1159724	39492__D4JVC7__yfgF
ERR1913312.1159924__1.1159924	821__U6RDC2__DXD46_15675
ERR1913312.1160325__1.1160325	371601__G1UK36__HMPREF1074_03496
ERR1913312.1160344__1.1160344	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913312.1160443__1.1160443	1262824__R6RL63__BN719_02160
ERR1913312.1160670__1.1160670	28117__B0MXG8__ALIPUT_01814
ERR1913312.1160749__1.1160749	39492__D4JQU2__EUBSIR_01294
ERR1913312.1160810__1.1160810	39492__D4JUD9__EUBSIR_01875
ERR1913312.1160819__1.1160819	214856__A0A173YXX1__ERS852559_01651
ERR1913312.1160847__1.1160847	487175__R5E0S2__HMPREF9439_00834
ERR1913312.1160943__1.1160943	1965587__A0A1Y4I0C5__B5F35_09340
ERR1913312.1161003__1.1161003	47678__R5UHH8__HMPREF1061_02584
ERR1913312.1161008__1.1161008	1262882__R5MSX6__BN519_01697
ERR1913312.1161231__1.1161231	40518__A0A1Q6S5M1__DXD83_09325
ERR1913312.1161293__1.1161293	39492__D4JU31__ERS852540_00198
ERR1913312.1161311__1.1161311	39485__A0A174ZTY8__ycfH
ERR1913312.1161370__1.1161370	1262882__R5MLP0__BN519_01597
ERR1913312.1161444__1.1161444	1262777__R5VKZ4__BN512_01842
ERR1913312.1161548__1.1161548	39491__A0A396FRK0__ERS852417_00541
ERR1913312.1161600__1.1161600	1849041__A0A3E2T6C0__DW086_01760
ERR1913312.1162013__1.1162013	1262924__R7HRF6__BN585_01735
ERR1913312.1162163__1.1162163	39492__D4JVC7__yfgF
ERR1913312.1162134__1.1162134	39492__D4JRZ7__smc
ERR1913312.1162137__1.1162137	39492__D4JRV7__EUBSIR_01513
ERR1913312.1162139__1.1162139	28116__A7M018__M089_5540
ERR1913312.1162312__1.1162312	1262882__R5MH81__BN519_00748
ERR1913312.1162246__1.1162246	649756__B0P3M9__ERS852475_01934
ERR1913312.1162250__1.1162250	214856__A0A174A0R8__ERS852447_00998
ERR1913312.1162325__1.1162325	410072__A0A174J5N8__sbcC
ERR1913312.1162424__1.1162424	1262924__R7HPS8__BN585_00646
ERR1913312.1162507__1.1162507	39492__D4JU31__ERS852540_00198
ERR1913312.1162519__1.1162519	357276__A0A0K2HKT7__B5F95_21090
ERR1913312.1162538__1.1162538	46228__B5CPV4__DXD17_07415
ERR1913312.1162618__1.1162618	1150298__A0A174I6Y0__ERS852498_00576
ERR1913312.1162715__1.1162715	39492__D4JWD3__EUBSIR_00151
ERR1913312.1162758__1.1162758	46228__V8C3T3__DXD17_04075
ERR1913312.1162869__1.1162869	1262882__R5MYS0__BN519_00284
ERR1913312.1162983__1.1162983	360807__A0A0M6WIL3__ERS852444_01365
ERR1913312.1163138__1.1163138	371601__D0TKK2__BXY_21540
ERR1913312.1163214__1.1163214	818__A0A1H7TGM1__BJP75_010615
ERR1913312.1163247__1.1163247	33039__A0A174ZIS2__RTO_10090
ERR1913312.1163267__1.1163267	818__A0A1H7TGM1__BJP75_010615
ERR1913312.1163272__1.1163272	1262913__R7JG60__BN646_02159
ERR1913312.1163312__1.1163312	1262743__R5C9G8__BN727_01341
ERR1913312.1163433__1.1163433	46228__V8CC14__HMPREF1202_00614
ERR1913312.1163438__1.1163438	39491__A0A395ZBW8__DXC13_08840
ERR1913312.1163591__1.1163591	166486__R6AY46__ROSINTL182_06128
ERR1913312.1163603__1.1163603	460384__A0A1I0DJ06__SAMN05216313_104212
ERR1913312.1163649__1.1163649	39491__D4JIB6__ERS852417_01685
ERR1913312.1163777__1.1163777	28116__A0A1Y4Q112__evgS_13
ERR1913312.1163834__1.1163834	1099853__G9S433__NSB1T_07535
ERR1913312.1163862__1.1163862	1520810__A0A1H5XYJ5__SAMN02910276_02047
ERR1913312.1163966__1.1163966	246787__A0A0P0FTH5__HMPREF1062_06328
ERR1913312.1164000__1.1164000	39496__A5Z612__EUBVEN_01144
ERR1913312.1164016__1.1164016	39492__D4JVG7__ERS852540_00946
ERR1913312.1164019__1.1164019	446660__GCA_003428235.1_00097
ERR1913312.1164059__1.1164059	39492__D4JUR4__ERS852540_01427
ERR1913312.1164166__1.1164166	1703337__A0A2U0U7Q7__C7379_11089
ERR1913312.1164181__1.1164181	39492__D4JRZ7__smc
ERR1913312.1164377__1.1164377	39492__D4JUP6__ERS852540_01404
ERR1913312.1164384__1.1164384	39492__D4JS87__EUBSIR_02328
ERR1913312.1164349__1.1164349	40518__R5E4X5__RB5AMG_01438
ERR1913312.1164496__1.1164496	39485__R5ZPP8__EUBELI_20334
ERR1913312.1164553__1.1164553	214856__R6Z288__ERS852447_00734
ERR1913312.1164637__1.1164637	371601__A0A1I4R345__BN891_16250
ERR1913312.1164697__1.1164697	246787__A0A108T831__glaB_2
ERR1913312.1164835__1.1164835	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913312.1165012__1.1165012	166486__D4KZ14__inlA_1
ERR1913312.1164938__1.1164938	46228__B5CLE1__HMPREF1202_01861
ERR1913312.1164949__1.1164949	239935__A0A2N8HB50__CXU17_02615
ERR1913312.1165062__1.1165062	214856__R6Y6H8__ERS852447_01719
ERR1913312.1165079__1.1165079	246787__R6KBH9__HMPREF1062_04676
ERR1913312.1165091__1.1165091	360807__A0A174F8N1__ERS852444_00648
ERR1913312.1165102__1.1165102	820__A0A139KH21__DXC80_01780
ERR1913312.1165328__1.1165328	1262743__R5C054__BN727_01980
ERR1913312.1165431__1.1165431	823__A0A078SLK0__ERS852513_02755
ERR1913312.1165538__1.1165538	39492__D4MIY5__EUBSIR_00233
ERR1913312.1165614__1.1165614	1262882__R5MRT2__BN519_01494
ERR1913312.1165661__1.1165661	40520__R7D9N7__RUMOBE_02765
ERR1913312.1165706__1.1165706	46228__B5CR12__HMPREF1202_02400
ERR1913312.1165718__1.1165718	1262882__R5N5D7__BN519_01676
ERR1913312.1165830__1.1165830	39491__A0A396FRK0__ERS852417_00541
ERR1913312.1165858__1.1165858	1262882__R5MM96__BN519_01545
ERR1913312.1165872__1.1165872	384638__B7APR0__BACPEC_00666
ERR1913312.1165875__1.1165875	487175__F3QNB9__HMPREF9439_02450
ERR1913312.1165915__1.1165915	47678__A0A174H7W9__ERS852494_00524
ERR1913312.1165944__1.1165944	39491__R6UMS6__DXD13_07035
ERR1913312.1165895__1.1165895	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913312.1165900__1.1165900	28116__I9TDA4__BACOV975_03134
ERR1913312.1165904__1.1165904	1261__D3MR67__SAMN05660467_01650
ERR1913312.1166081__1.1166081	39492__R6SA81__EUBSIR_00402
ERR1913312.1166107__1.1166107	1262882__R5N1Z9__BN519_01020
ERR1913312.1166191__1.1166191	214856__R6Y2Y4__ERS852447_01086
ERR1913312.1166301__1.1166301	1262913__R7J944__BN646_00827
ERR1913312.1166469__1.1166469	1262913__R7JGU5__BN646_02158
ERR1913312.1166486__1.1166486	239935__A0A2N8IF99__lpdA
ERR1913312.1166615__1.1166615	216816__B3DQ11__APC1466_1528
ERR1913312.1166868__1.1166868	1262992__R5DH03__BN795_00664
ERR1913312.1166886__1.1166886	214856__A0A174ZEW0__ERS852447_00985
ERR1913312.1167010__1.1167010	328814__GCA_004558275.1_00987
ERR1913312.1167149__1.1167149	39492__D4JVG7__ERS852540_00946
ERR1913312.1167175__1.1167175	46503__R6WRM8__HMPREF1060_03046
ERR1913312.1167203__1.1167203	39492__D4JR08__ERS852540_02467
ERR1913312.1167189__1.1167189	357276__B6VUQ5__B5F00_10940
ERR1913312.1167225__1.1167225	1308__A0A2X3V4X8__Y016_09410
ERR1913312.1167229__1.1167229	1262924__R7HQV3__BN585_00017
ERR1913312.1167329__1.1167329	1550024__G9RTD6__TQ39_10825
ERR1913312.1167318__1.1167318	39492__D4JQS6__ykoD
ERR1913312.1167426__1.1167426	39492__B0MNL5__phoR_1
ERR1913312.1167582__1.1167582	46228__V8C8N0__RUMLAC_01038
ERR1913312.1167583__1.1167583	1262989__R6YRY7__BN815_00276
ERR1913312.1167601__1.1167601	1262913__R7JJ16__BN646_02185
ERR1913312.1167624__1.1167624	360807__A0A1Q6T7T2__artP
ERR1913312.1167779__1.1167779	39491__A0A396FP46__cobD_2
ERR1913312.1167857__1.1167857	1150298__A0A173ZPH3__rnhA
ERR1913312.1168033__1.1168033	39492__D4JS87__EUBSIR_02328
ERR1913312.1168040__1.1168040	1262924__R7HML0__BN585_01508
ERR1913312.1167990__1.1167990	39492__D4JTI2__ERS852540_00694
ERR1913312.1167993__1.1167993	216816__A0A061M1M5__HMPREF0177_01046
ERR1913312.1168259__1.1168259	39491__A0A395UZZ5__htpG_1
ERR1913312.1168546__1.1168546	1262882__R5MJ49__BN519_01124
ERR1913312.1168612__1.1168612	46228__V8BL81__DXD17_11825
ERR1913312.1168622__1.1168622	1262882__R5MIC9__BN519_00834
ERR1913312.1168651__1.1168651	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913312.1168761__1.1168761	291645__I8WZT8__HMPREF1068_04327
ERR1913312.1168888__1.1168888	1262882__R5MXW3__BN519_00319
ERR1913312.1168898__1.1168898	301301__G2T4K1__RHOM_14310
ERR1913312.1168906__1.1168906	487175__F3QK74__HMPREF9439_01332
ERR1913312.1169029__1.1169029	384639__GCA_003096855.1_00995
ERR1913312.1169445__1.1169445	1150298__R7JTG8__smf
ERR1913312.1169648__1.1169648	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913312.1169932__1.1169932	39491__A0A396FJJ9__DXB76_11995
ERR1913312.1169998__1.1169998	1262882__R5MGX3__BN519_00046
ERR1913312.1170033__1.1170033	39492__D4JWR6__dnaN
ERR1913312.1170110__1.1170110	39492__D4JUD9__EUBSIR_01875
ERR1913312.1170153__1.1170153	410072__C0BC02__ERS852481_00783
ERR1913312.1170282__1.1170282	1680__R5GMB5__AD0028_1137
ERR1913312.1170312__1.1170312	39492__D4JRX7__EUBSIR_01480
ERR1913312.1170551__1.1170551	35833__E5Y6S3__HMPREF0179_01886
ERR1913312.1170598__1.1170598	1262882__R5MF58__BN519_00393
ERR1913312.1170619__1.1170619	1262882__R5MJJ3__BN519_01027
ERR1913312.1170753__1.1170753	418240__C6JFI7__ERS852523_01130
ERR1913312.1170986__1.1170986	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913312.1170990__1.1170990	1308__A0A1J0HRX1__DID82_04505
ERR1913312.1171013__1.1171013	39491__A0A396FBR6__DXC13_08575
ERR1913312.1171020__1.1171020	1150298__A0A174HYM9__ERS852406_01664
ERR1913312.1171036__1.1171036	1262882__R5MKV8__BN519_01281
ERR1913312.1171190__1.1171190	360807__C0FVL6__ERS852444_00333
ERR1913312.1171306__1.1171306	39485__C4Z6V1__ERS852492_02640
ERR1913312.1171331__1.1171331	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913312.1171440__1.1171440	357276__A0A076ISJ4__B5F95_19420
ERR1913312.1171503__1.1171503	357276__A0A0K2HNG3__HMPREF1064_03004
ERR1913312.1171667__1.1171667	301301__A0A395V9A0__RHOM_08800
ERR1913312.1171754__1.1171754	39492__D4JWI6__EUBSIR_01073
ERR1913312.1171859__1.1171859	328814__GCA_004558275.1_00051
ERR1913312.1172026__1.1172026	28116__F7L4X5__M089_2857
ERR1913312.1172087__1.1172087	1550024__A0A0D8J0K7__TQ39_06245
ERR1913312.1172152__1.1172152	1263005__R6F226__BN497_00998
ERR1913312.1172307__1.1172307	1262882__R5MF58__BN519_00393
ERR1913312.1172353__1.1172353	1262924__R7HQ14__BN585_00419
ERR1913312.1172636__1.1172636	1262882__R5MHQ8__BN519_00707
ERR1913312.1173019__1.1173019	39492__D4MIY5__EUBSIR_00233
ERR1913312.1173023__1.1173023	1150298__A0A174L2G3__ERS852498_01371
ERR1913312.1173040__1.1173040	360807__C0G0A1__ERS852444_02410
ERR1913312.1172998__1.1172998	823__A0A355XN73__DXC05_07000
ERR1913312.1173124__1.1173124	39491__C4Z872__LD38_07250
ERR1913312.1173125__1.1173125	1262882__R5MIY9__BN519_01097
ERR1913312.1173172__1.1173172	410072__A0A174JCL9__tee6
ERR1913312.1173252__1.1173252	418240__D4LQH5__ERS852478_00800
ERR1913312.1173314__1.1173314	1263005__R6EPN3__BN497_01881
ERR1913312.1173408__1.1173408	487174__R5F016__DDY40_05675
ERR1913312.1173426__1.1173426	360807__A0A173XR05__RIL183_10401
ERR1913312.1173481__1.1173481	1150298__A0A174LKY6__ERS852535_00447
ERR1913312.1173452__1.1173452	1965576__A0A1Y4LQE5__B5F19_01670
ERR1913312.1173515__1.1173515	1099853__G9S0L9__NSB1T_05150
ERR1913312.1173762__1.1173762	40518__R5DWP7__ansA
ERR1913312.1173766__1.1173766	371601__I9AGU6__CW1_2721
ERR1913312.1174012__1.1174012	487175__R5E5C4__HMPREF9439_00381
ERR1913312.1174121__1.1174121	246787__A0A3D6ARC7__BACCELL_03328
ERR1913312.1174096__1.1174096	1262882__R5MQ68__BN519_01178
ERR1913312.1174214__1.1174214	28116__F7L4X5__M089_2857
ERR1913312.1174250__1.1174250	357276__D1JZM4__HMPREF1065_01278
ERR1913312.1174298__1.1174298	371601__I9AKJ4__B5E50_07535
ERR1913312.1174355__1.1174355	246787__I9EAB0__BACCELL_00131
ERR1913312.1174609__1.1174609	328814__GCA_004558275.1_00035
ERR1913312.1174698__1.1174698	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913312.1174773__1.1174773	1262882__R5N1R4__BN519_00788
ERR1913312.1174777__1.1174777	39492__D4JRZ7__smc
ERR1913312.1174969__1.1174969	357276__B6W1Y1__BSEG_03960
ERR1913312.1175026__1.1175026	39491__R6TNE7__T1815_09811
ERR1913312.1175203__1.1175203	246787__A0A3D6AZF8__BACCELL_02529
ERR1913312.1175265__1.1175265	39491__A0A173QT73__alaS_2
ERR1913312.1175403__1.1175403	360807__C0FSM3__ROSEINA2194_01739
ERR1913312.1175475__1.1175475	239935__A0A139TMD2__CXU18_02250
ERR1913312.1175548__1.1175548	1150298__A0A173ZYU8__sipT_2
ERR1913312.1175514__1.1175514	39492__D4JS46__EUBSIR_02553
ERR1913312.1175698__1.1175698	214856__A0A173YJS4__xerD_3
ERR1913312.1175797__1.1175797	360807__A0A173WJE3__mcp4_4
ERR1913312.1175836__1.1175836	166486__C7GCP5__ROSINTL182_07683
ERR1913312.1175948__1.1175948	39492__D4JUR4__ERS852540_01427
ERR1913312.1175914__1.1175914	216816__E5Y0K4__B8809_0128
ERR1913312.1175916__1.1175916	357276__E5UTL1__HMPREF1065_03551
ERR1913312.1176212__1.1176212	166486__D4L2T9__lytM
ERR1913312.1176237__1.1176237	47678__R5U9Z0__HMPREF1061_03210
ERR1913312.1176324__1.1176324	39492__D4JRV7__EUBSIR_01513
ERR1913312.1176398__1.1176398	1262924__R7HU74__BN585_00690
ERR1913312.1176434__1.1176434	39492__D4JUL4__ERS852540_01381
ERR1913312.1176450__1.1176450	40518__R5DV58__htrA
ERR1913312.1176592__1.1176592	39492__D4JV38__EUBSIR_01205
ERR1913312.1176671__1.1176671	39485__A0A175A023__yhhT
ERR1913312.1176732__1.1176732	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913312.1176757__1.1176757	214856__A0A174CRY5__ERS852559_01060
ERR1913312.1176764__1.1176764	357276__I9R002__HMPREF1064_01826
ERR1913312.1176782__1.1176782	39492__D4JS87__EUBSIR_02328
ERR1913312.1176821__1.1176821	1263005__R6FM26__BN497_00689
ERR1913312.1176868__1.1176868	1262882__R5N1N6__BN519_00968
ERR1913312.1176901__1.1176901	39491__C4ZD70__LD38_03510
ERR1913312.1177152__1.1177152	39492__D4JSB6__ERS852540_00627
ERR1913312.1177428__1.1177428	626933__H1DGX0__HMPREF9449_01506
ERR1913312.1177513__1.1177513	1262882__R5MPY4__BN519_01128
ERR1913312.1177538__1.1177538	39492__D4JV70__EUBSIR_01253
ERR1913312.1177636__1.1177636	1262882__R5N2U9__BN519_01221
ERR1913312.1177689__1.1177689	821__E5UY21__C800_02204
ERR1913312.1177914__1.1177914	39492__D4MIK7__EUBSIR_00676
ERR1913312.1177931__1.1177931	853__A0A173XRA8__CGS56_09290
ERR1913312.1178054__1.1178054	301301__G2SXB0__RHOM_09565
ERR1913312.1178055__1.1178055	47678__R5U7L8__DXB67_16595
ERR1913312.1178076__1.1178076	40518__R5E426__DXD93_04485
ERR1913312.1178100__1.1178100	1262913__R7JGU2__BN646_02213
ERR1913312.1178230__1.1178230	39492__D4JSB6__ERS852540_00627
ERR1913312.1178252__1.1178252	214856__A0A173YXX1__ERS852559_01651
ERR1913312.1178440__1.1178440	216816__A0A0A1GS44__BBG7_0558
ERR1913312.1178730__1.1178730	39492__D4JQY4__EUBSIR_01325
ERR1913312.1178766__1.1178766	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913312.1178884__1.1178884	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913312.1178928__1.1178928	556259__I0PXW0__BSGG_5187
ERR1913312.1178960__1.1178960	649756__B0P3S8__ywpJ_4
ERR1913312.1178962__1.1178962	1262882__R5MRT2__BN519_01494
ERR1913312.1178966__1.1178966	1262992__R5D3R1__BN795_01492
ERR1913312.1179029__1.1179029	39491__A0A396FJJ9__DXB76_11995
ERR1913312.1179050__1.1179050	410072__R6LKC9__ERS852525_01807
ERR1913312.1179110__1.1179110	166486__D4L255__mcp4_5
ERR1913312.1179201__1.1179201	39492__D4JR58__EUBSIR_02090
ERR1913312.1179226__1.1179226	1262882__R5MZZ3__BN519_00482
ERR1913312.1179309__1.1179309	328814__GCA_004558275.1_00236
ERR1913312.1179337__1.1179337	1262924__R7HQ14__BN585_00419
ERR1913312.1179372__1.1179372	166486__A0A173T114__ROSINTL182_05085
ERR1913312.1179429__1.1179429	418240__A0A173XAN5__ERS852523_02751
ERR1913312.1179815__1.1179815	39485__A0A174Z7G5__EUBELI_01168
ERR1913312.1180014__1.1180014	1262924__R7HM98__BN585_01697
ERR1913312.1180096__1.1180096	39491__A0A396FNY7__LD38_16155
ERR1913312.1180191__1.1180191	2108523__A0A2P2F4H9__LAWASA_905
ERR1913312.1180474__1.1180474	39492__R6RT40__prkC_3
ERR1913312.1180558__1.1180558	39492__D4JTL0__EUBSIR_01428
ERR1913312.1180633__1.1180633	39492__R6RT40__prkC_3
ERR1913312.1180647__1.1180647	28116__I8YA52__M088_0798
ERR1913312.1180856__1.1180856	1262882__R5MFM2__BN519_00460
ERR1913312.1181034__1.1181034	821__A0A173XDD3__DXB82_17180
ERR1913312.1181115__1.1181115	1262882__R5MKV8__BN519_01281
ERR1913312.1181265__1.1181265	357276__I8VN30__HMPREF1065_03051
ERR1913312.1181319__1.1181319	1262882__R5MM10__BN519_01679
ERR1913312.1181360__1.1181360	39492__D4JVG7__ERS852540_00946
ERR1913312.1181378__1.1181378	1262882__R5MT42__BN519_01729
ERR1913312.1181497__1.1181497	46228__B5CPY3__DXD17_03535
ERR1913312.1181618__1.1181618	239935__B2UQP8__CXU15_01110
ERR1913312.1181673__1.1181673	301301__A0A395VBJ2__ERS852391_02160
ERR1913312.1181862__1.1181862	1263005__R6EZI6__BN497_01629
ERR1913312.1181953__1.1181953	1262992__R5DA07__BN795_01576
ERR1913312.1181955__1.1181955	1262882__R5MSP5__BN519_01637
ERR1913312.1182081__1.1182081	460384__A0A1I0I9R0__SAMN05216313_12025
ERR1913312.1182110__1.1182110	1262989__R6ZCU5__BN815_00818
ERR1913312.1182111__1.1182111	820__A7V049__DXB48_04755
ERR1913312.1182259__1.1182259	39491__A0A173VH71__ERS852497_01827
ERR1913312.1182296__1.1182296	39491__A0A395ZG74__licR
ERR1913312.1182348__1.1182348	39491__A0A395ZG96__DXB69_15120
ERR1913312.1182547__1.1182547	214856__I3YMC8__ERS852447_02666
ERR1913312.1182668__1.1182668	1262913__R7JDS4__BN646_01864
ERR1913312.1182764__1.1182764	1262882__R5MQ63__BN519_01173
ERR1913312.1182843__1.1182843	1262882__R5MM90__BN519_01721
ERR1913312.1182792__1.1182792	1262882__R5MLA4__BN519_01536
ERR1913312.1183059__1.1183059	39492__D4JQS6__ykoD
ERR1913312.1183158__1.1183158	46503__A7AB27__DXB85_00430
ERR1913312.1183245__1.1183245	39492__D4MIK7__EUBSIR_00676
ERR1913312.1183293__1.1183293	1262913__R7J944__BN646_00827
ERR1913312.1183658__1.1183658	39491__A0A174EQV2__DXB69_10230
ERR1913312.1183651__1.1183651	39492__D4JW25__EUBSIR_02203
ERR1913312.1183739__1.1183739	1150298__A0A174LKY6__ERS852535_00447
ERR1913312.1183769__1.1183769	46228__V8CDQ4__RUMLAC_02769
ERR1913312.1183777__1.1183777	35833__E5YAA4__HMPREF0179_03124
ERR1913312.1183852__1.1183852	1150298__A0A174B7I7__ERS852535_01258
ERR1913312.1183958__1.1183958	1262889__R7HFT7__BN634_01537
ERR1913312.1184090__1.1184090	1263006__R6LL73__BN515_00292
ERR1913312.1184157__1.1184157	357276__A0A076ITU4__EL88_22160
ERR1913312.1184323__1.1184323	360807__C0FVL1__ERS852392_00394
ERR1913312.1184273__1.1184273	853__A0A3E2U7E6__ERS852582_01640
ERR1913312.1184282__1.1184282	301301__A0A395VDE4__ERS852391_00518
ERR1913312.1184448__1.1184448	39488__C0EVP9__ERS852450_03163
ERR1913312.1184747__1.1184747	818__Q8A3R2__C799_03293
ERR1913312.1184837__1.1184837	1262882__R5N1T9__BN519_00804
ERR1913312.1185109__1.1185109	1262913__R7JGP8__BN646_01880
ERR1913312.1185074__1.1185074	1262882__R5N2A9__BN519_00921
ERR1913312.1185118__1.1185118	1263005__R6END4__BN497_01517
ERR1913312.1185210__1.1185210	1262924__R7HU74__BN585_00690
ERR1913312.1185219__1.1185219	39492__D4JQS6__ykoD
ERR1913312.1185426__1.1185426	39491__A0A395V0H3__ERS852417_01192
ERR1913312.1185427__1.1185427	371601__I9ABK9__B5E50_12420
ERR1913312.1185514__1.1185514	39492__B0MS79__ERS852540_01394
ERR1913312.1185526__1.1185526	166486__D4KNM9__ERS852572_00072
ERR1913312.1185532__1.1185532	821__A0A3E4HP25__SAMN04487923_102450
ERR1913312.1185724__1.1185724	1735__B7C9V5__EUBIFOR_00959
ERR1913312.1185775__1.1185775	1262882__R5MGX3__BN519_00046
ERR1913312.1185862__1.1185862	40520__A0A3E5ENP4__DXD81_04390
ERR1913312.1185909__1.1185909	39492__D4JRP0__yetF
ERR1913312.1186041__1.1186041	1262882__R5MLA4__BN519_01536
ERR1913312.1186060__1.1186060	1262882__R5N3T7__BN519_01188
ERR1913312.1186135__1.1186135	1262882__R5MLE6__BN519_01423
ERR1913312.1186201__1.1186201	39492__D4JSU6__dacB_3
ERR1913312.1186705__1.1186705	853__A0A174C5M1__CGS58_04460
ERR1913312.1186773__1.1186773	1262992__R5D2Z2__BN795_00316
