ERR1913265.120__1.120	1150298__R7JPB1__corA
ERR1913265.1854159__1.1854159	216816__B7GNA5__BL71B_04625
ERR1913265.1854227__1.1854227	1680__A0A0B5BIU5__BSTER_0145
ERR1913265.1854369__1.1854369	626933__H1DGX0__HMPREF9449_01506
ERR1913265.1854424__1.1854424	310298__B3JQC6__BACCOP_04084
ERR1913265.1854433__1.1854433	39491__R6TNE7__T1815_09811
ERR1913265.1854481__1.1854481	214856__A0A174FWM7__ERS852559_00590
ERR1913265.1854484__1.1854484	74426__gap
ERR1913265.1854600__1.1854600	1150298__A0A174B7I7__ERS852535_01258
ERR1913265.1854607__1.1854607	1317__A0A380JC16__HMPREF9176_0866
ERR1913265.1854739__1.1854739	40518__R5DYU1__DXD86_01160
ERR1913265.1854712__1.1854712	853__A8SB03__C4Q21_07960
ERR1913265.1854864__1.1854864	310298__B3JLT9__BACCOP_02886
ERR1913265.1854871__1.1854871	1680__R5GPK0__B0487_0620
ERR1913265.1854988__1.1854988	39491__C4ZCH3__EUR_17560
ERR1913265.1855048__1.1855048	33043__A0A174AHE2__ERS852445_01187
ERR1913265.1855375__1.1855375	100886__A0A174LEG5__ERS852383_05606
ERR1913265.1855621__1.1855621	39491__C4Z9K7__EUBREC_0050
ERR1913265.1855634__1.1855634	1262992__R5D070__BN795_00072
ERR1913265.1855652__1.1855652	853__D4JY61__C4N21_10560
ERR1913265.1855744__1.1855744	39491__A0A396FQ67__DXB99_07505
ERR1913265.1855881__1.1855881	853__A0A173TAZ8__DWZ46_14590
ERR1913265.1855891__1.1855891	40518__R5DVL2__penA
ERR1913265.1856009__1.1856009	39491__A0A174K9A3__DXB69_07785
ERR1913265.1856069__1.1856069	40518__R5DP61__DXD86_06345
ERR1913265.1856051__1.1856051	166486__D4KWZ7__cph2_5
ERR1913265.1856163__1.1856163	39492__B0MLV5__EUBSIR_00804
ERR1913265.1856274__1.1856274	1150298__R7JUS5__soxS_1
ERR1913265.1856284__1.1856284	821__A0A0P0L8F8__ERS852509_03705
ERR1913265.1856486__1.1856486	39491__A0A395V1R3__T1815_08181
ERR1913265.1856557__1.1856557	853__A0A173T6P2__DWZ46_14595
ERR1913265.1856637__1.1856637	39491__A0A395ZL98__DXB99_00620
ERR1913265.1856671__1.1856671	310298__B3JEF2__BACCOP_00243
ERR1913265.1856864__1.1856864	39491__A0A173VYV1__DXC13_02710
ERR1913265.1856873__1.1856873	39491__A0A395UWA3__DXB69_11805
ERR1913265.1856985__1.1856985	853__A0A174C5M1__CGS58_04460
ERR1913265.1857001__1.1857001	1150298__A0A174SLE6__mlc_1
ERR1913265.1857197__1.1857197	1680__A0A1X3A7D3__AD0028_1139
ERR1913265.1857334__1.1857334	39492__D4JV38__EUBSIR_01205
ERR1913265.1857441__1.1857441	35833__E5YA05__HMPREF0179_03023
ERR1913265.1857667__1.1857667	39488__A0A285PP42__cobQ
ERR1913265.1857751__1.1857751	33043__A0A174CC83__ERS852575_02077
ERR1913265.1857794__1.1857794	39491__A0A395UXH0__EUBREC_0021
ERR1913265.1857969__1.1857969	39491__D6E408__EUBREC_1466
ERR1913265.1858051__1.1858051	28117__B0MXQ6__ALIPUT_01917
ERR1913265.1858125__1.1858125	1263109__GCA_000438135.1_01189
ERR1913265.1858192__1.1858192	39491__A0A395V0H3__ERS852417_01192
ERR1913265.1858201__1.1858201	33043__A0A174DAG8__dapF
ERR1913265.1858207__1.1858207	310298__B3JHU0__BACCOP_01452
ERR1913265.1858294__1.1858294	1263006__R6LRF6__BN515_00540
ERR1913265.1858316__1.1858316	40518__R5E282__DXD86_08940
ERR1913265.1858301__1.1858301	1680__A1A0V3__C8077_03025
ERR1913265.1858348__1.1858348	216816__D6DCQ7__HMPREF1312_1623
ERR1913265.1858436__1.1858436	39491__A0A395UUN5__EUBREC_0291
ERR1913265.1858449__1.1858449	40518__R5DN55__RBATCC27255_01652
ERR1913265.1858602__1.1858602	214856__A0A174FZ29__ERS852559_00600
ERR1913265.1858687__1.1858687	40518__R5DYU1__DXD86_01160
ERR1913265.1858696__1.1858696	884684__GCA_002892425.1_01416
ERR1913265.1858747__1.1858747	853__A0A173XRA8__CGS56_09290
ERR1913265.1858782__1.1858782	310298__B3JFS5__BACCOP_00726
ERR1913265.1858941__1.1858941	853__A0A3E2V168__FAEPRAM212_00929
ERR1913265.1858974__1.1858974	853__A0A174BZY1__xerD_1
ERR1913265.1859054__1.1859054	40518__R5E7S2__RBL263_00671
ERR1913265.1859122__1.1859122	310298__B3JJ24__BACCOP_01886
ERR1913265.1859226__1.1859226	40518__R5E4V5__RBL263_01242
ERR1913265.1859279__1.1859279	40518__R5E1J7__RBL236_02062
ERR1913265.1859346__1.1859346	821__A0A174NM17__lacZ_6
ERR1913265.1859365__1.1859365	39491__A0A173SH34__EUR_24920
ERR1913265.1859484__1.1859484	291644__R5IZM2__HMPREF1071_04522
ERR1913265.1859494__1.1859494	40518__R5DS23__DXD86_01715
ERR1913265.1859718__1.1859718	487174__K0WY34__DDY40_07435
ERR1913265.1859723__1.1859723	216816__D6ZWI5__B5781_1661
ERR1913265.1859735__1.1859735	88431__A0A174IEH2__DXB16_05910
ERR1913265.1859852__1.1859852	28117__B0MSS9__BHV66_06085
ERR1913265.1860152__1.1860152	853__A0A2A7B9I6__DW855_13690
ERR1913265.1860306__1.1860306	74426__sugC
ERR1913265.1860376__1.1860376	821__A6L0C7__ERS852556_03520
ERR1913265.1860404__1.1860404	40518__R5E2F3__artQ
ERR1913265.1860501__1.1860501	246787__A0A0P0FSC9__BACCELL_02534
ERR1913265.1860511__1.1860511	820__A0A174LJB2__HMPREF1072_04112
ERR1913265.1860583__1.1860583	1304__A0A074J0C2__V471_05910
ERR1913265.1860607__1.1860607	100886__E2NQ04__CATMIT_00655
ERR1913265.1860677__1.1860677	40518__R5DUG7__sbcC
ERR1913265.1860718__1.1860718	1304__F8LKP1__TZ99_00769
ERR1913265.1860928__1.1860928	1150298__A0A173ZI89__ERS852498_03535
ERR1913265.1860954__1.1860954	1681__D4QAP5__CJD48_05740
ERR1913265.1861027__1.1861027	28117__B0N007__BHV66_10275
ERR1913265.1861051__1.1861051	820__A7V092__hldE
ERR1913265.1861104__1.1861104	1262736__R5Y3F9__BN496_01794
ERR1913265.1861223__1.1861223	39491__A0A396FPV7__ERS852580_01177
ERR1913265.1861252__1.1861252	40519__U2MCQ8__RUMCAL_00556
ERR1913265.1861341__1.1861341	40518__R5DXH2__DXD83_10135
ERR1913265.1861345__1.1861345	216816__A0A133LQN7__BL15B_00780
ERR1913265.1861309__1.1861309	28117__R7JH62__BHV66_05735
ERR1913265.1861324__1.1861324	820__A0A3E4G3J9__ERS852459_02265
ERR1913265.1861373__1.1861373	40520__R7D7G7__DXC87_13365
ERR1913265.1861375__1.1861375	853__A0A173T6P2__DWZ46_14595
ERR1913265.1861386__1.1861386	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913265.1861459__1.1861459	33043__A0A173YEP6__ERS852575_00888
ERR1913265.1861498__1.1861498	853__A0A173YYY4__DWZ04_09420
ERR1913265.1861586__1.1861586	39485__A0A174Z9M2__yhbU_1
ERR1913265.1861641__1.1861641	39491__A0A395UXH0__EUBREC_0021
ERR1913265.1861721__1.1861721	1780376__A0A143XEY2__BN3659_00222
ERR1913265.1861879__1.1861879	626929__F3PL51__B5F97_10425
ERR1913265.1861918__1.1861918	291644__I9T671__HMPREF1071_02076
ERR1913265.1861932__1.1861932	28117__B0MUL5__ALIPUT_00722
ERR1913265.1862231__1.1862231	1343__E3CSS5__HMPREF9192_0252
ERR1913265.1862279__1.1862279	88431__A6BDF9__ERS852573_01553
ERR1913265.1862399__1.1862399	310298__B3JK99__BACCOP_02328
ERR1913265.1862580__1.1862580	1680__A0A3E4SB79__BAD_1517
ERR1913265.1862547__1.1862547	216816__C5E8I1__yciB
ERR1913265.1862653__1.1862653	418240__A0A174S3Z4__ypdA_6
ERR1913265.1862660__1.1862660	310298__B3JFH4__BACCOP_00624
ERR1913265.1862789__1.1862789	28117__B0MWC6__BHV66_00965
ERR1913265.1862852__1.1862852	410072__A0A3E4GRE0__DXD67_07105
ERR1913265.1862941__1.1862941	39491__D4JMW8__ERS852497_01971
ERR1913265.1863098__1.1863098	1680__A7A7Z9__AAX71_05385
ERR1913265.1863167__1.1863167	905__D2RLF8__SAMN05216495_11750
ERR1913265.1863182__1.1863182	28117__B0MTV0__BHV66_06395
ERR1913265.1863205__1.1863205	100886__E2NSF9__rpoB
ERR1913265.1863455__1.1863455	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913265.1863498__1.1863498	1150298__A0A174PA84__sigM
ERR1913265.1863520__1.1863520	39491__A0A173VD97__DXB69_07350
ERR1913265.1863702__1.1863702	487174__K0X4V9__DDY40_12220
ERR1913265.1863712__1.1863712	28118__F9ZCN1__B5F99_10605
ERR1913265.1863799__1.1863799	33043__D5HFE3__lacR
ERR1913265.1863980__1.1863980	291644__I9HC81__HMPREF1071_04032
ERR1913265.1863937__1.1863937	821__U6RDC2__DXD46_15675
ERR1913265.1864142__1.1864142	39492__A0A174ZL16__EUBSIR_01269
ERR1913265.1864208__1.1864208	28117__B0MYW7__ALIPUT_02336
ERR1913265.1864183__1.1864183	1304__J7SIV6__pspA_3
ERR1913265.1864373__1.1864373	823__A0A395YRE1__DXC05_20005
ERR1913265.1864429__1.1864429	821__A0A3E4KIM1__M097_3660
ERR1913265.1864440__1.1864440	216816__C2GSX7__DD678_03555
ERR1913265.1864442__1.1864442	39491__A0A173VYV1__DXC13_02710
ERR1913265.1864541__1.1864541	853__A0A173T751__C4N24_10280
ERR1913265.1864549__1.1864549	39491__A0A174K9A3__DXB69_07785
ERR1913265.1864717__1.1864717	40518__R5E6K4__RB5AMG_02070
ERR1913265.1864737__1.1864737	1150298__A0A174SLE6__mlc_1
ERR1913265.1864808__1.1864808	310298__B3JFK5__BACCOP_00655
ERR1913265.1864815__1.1864815	1777878__A0A139NGZ4__STRDD10_00481
ERR1913265.1864878__1.1864878	821__D4VC51__M099_1508
ERR1913265.1864893__1.1864893	1150298__A0A174MFD0__degA_1
ERR1913265.1864939__1.1864939	1680__A0A087DHN0__AL0462_1532
ERR1913265.1864944__1.1864944	28117__B0MWP2__ALIPUT_01468
ERR1913265.1864983__1.1864983	28117__B0MXG8__ALIPUT_01814
ERR1913265.1865076__1.1865076	40518__R5E6U1__yunB
ERR1913265.1865291__1.1865291	39491__A0A173SH34__EUR_24920
ERR1913265.1865324__1.1865324	823__A0A174L7J4__CF162_00380
ERR1913265.1865442__1.1865442	39491__A0A395UZZ5__htpG_1
ERR1913265.1865527__1.1865527	1304__F8LL79__CYK22_09535
ERR1913265.1865561__1.1865561	1680__A0A3E4SB79__BAD_1517
ERR1913265.1865579__1.1865579	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913265.1865589__1.1865589	328813__A0A1Y3QQ66__B5G41_14240
ERR1913265.1865688__1.1865688	28117__R7JPX7__BHV66_00900
ERR1913265.1865841__1.1865841	28116__A7LXU0__HMPREF1070_00358
ERR1913265.1865868__1.1865868	1150298__R7JU97__ERS852498_02579
ERR1913265.1865920__1.1865920	487175__R5E9C5__HMPREF9439_02457
ERR1913265.1865954__1.1865954	33043__D5HHT0__ERS852445_02798
ERR1913265.1866000__1.1866000	1628085__A0A374VUI1__C7386_11920
ERR1913265.1866043__1.1866043	1150298__R7JMX3__ERS852498_00681
ERR1913265.1866137__1.1866137	39491__A0A396FEW6__T1815_18721
ERR1913265.1866209__1.1866209	1680__A0A1X2ZKM8__B5789_0981
ERR1913265.1866306__1.1866306	853__A0A2A7ATM9__DWZ89_13645
ERR1913265.1866335__1.1866335	40518__R5DY98__mepA_5
ERR1913265.1866439__1.1866439	39491__A0A2U2EKL1__ERS852580_00911
ERR1913265.1866530__1.1866530	853__D4JY61__C4N21_10560
ERR1913265.1866569__1.1866569	39491__A0A395V5L2__ERE_28270
ERR1913265.1866619__1.1866619	39491__A0A395V464__EUBREC_1509
ERR1913265.1866692__1.1866692	853__A0A2A7A4A9__C4N21_14870
ERR1913265.1866759__1.1866759	1150298__A0A174LE54__cysA
ERR1913265.1866838__1.1866838	853__A0A2A7B9I6__DW855_13690
ERR1913265.1866858__1.1866858	649756__B0P4T3__ERS852520_01352
ERR1913265.1866860__1.1866860	487174__R5F016__DDY40_05675
ERR1913265.1866882__1.1866882	39488__C0EYJ6__ERS852578_01971
ERR1913265.1866884__1.1866884	1262992__R5DBG3__BN795_01416
ERR1913265.1867137__1.1867137	821__A0A395US34__C5Z04_18975
ERR1913265.1867219__1.1867219	39491__A0A174LTW7__DXD13_08720
ERR1913265.1867323__1.1867323	1150298__R7JRK4__ERS852406_01648
ERR1913265.1867481__1.1867481	100884__E7GDG2__HMPREF9488_02805
ERR1913265.1867505__1.1867505	39491__A0A174LTW7__DXD13_08720
ERR1913265.1867538__1.1867538	1686__B6XVJ5__BBCT_1409
ERR1913265.1867574__1.1867574	40518__R5DZI2__DXD93_06940
ERR1913265.1867595__1.1867595	40518__R5DTP7__DXD83_02415
ERR1913265.1867600__1.1867600	357276__D1JY58__BACDOR_04277
ERR1913265.1867738__1.1867738	853__D4JY61__C4N21_10560
ERR1913265.1867746__1.1867746	39491__A0A396FP46__cobD_2
ERR1913265.1867752__1.1867752	310298__B3JNG7__BACCOP_03480
ERR1913265.1867783__1.1867783	821__A0A395UNT8__DXD64_15275
ERR1913265.1867823__1.1867823	214856__A0A174G1M7__ERS852559_00594
ERR1913265.1867834__1.1867834	47678__R5UG22__ERS852558_01514
ERR1913265.1867873__1.1867873	33043__A0A174DSP1__essC_2
ERR1913265.1867941__1.1867941	165179__D1PER3__DXB80_11525
ERR1913265.1867937__1.1867937	487175__R5E1M2__HMPREF9439_00719
ERR1913265.1868047__1.1868047	40518__R5E7G3__DXD86_03405
ERR1913265.1868029__1.1868029	1150298__A0A174EBT8__ERS852406_01739
ERR1913265.1868099__1.1868099	216816__C2GUV2__APC1478_0430
ERR1913265.1868184__1.1868184	821__A0A174MBW9__SAMN04487923_10272
ERR1913265.1868284__1.1868284	821__A0A174MBW9__SAMN04487923_10272
ERR1913265.1868422__1.1868422	1304__A0A1W5ZCY0__CKU37_03270
ERR1913265.1868680__1.1868680	40518__R5DP21__RBATCC27255_00348
ERR1913265.1868724__1.1868724	214856__A0A174BE38__ERS852559_01399
ERR1913265.1868806__1.1868806	853__A0A2A7ATM9__DWZ89_13645
ERR1913265.1868894__1.1868894	39491__A0A396FP46__cobD_2
ERR1913265.1868960__1.1868960	853__A0A174AML0__FPR_08640
ERR1913265.1869081__1.1869081	1304__J7TGU8__Ssal_02017
ERR1913265.1869092__1.1869092	246787__E2NCX3__HMPREF1062_01637
ERR1913265.1869132__1.1869132	28118__F9Z4Y7__DF785_06945
ERR1913265.1869292__1.1869292	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913265.1869365__1.1869365	1150298__A0A174HB98__ERS852406_02617
ERR1913265.1869408__1.1869408	39485__A0A1Q6PGI7__pehX_3
ERR1913265.1869441__1.1869441	28117__B0N007__BHV66_10275
ERR1913265.1869475__1.1869475	820__A7V049__DXB48_04755
ERR1913265.1869597__1.1869597	39491__A0A396FMT0__EUBREC_3020
ERR1913265.1869628__1.1869628	218538__C9LNQ3__GCWU000321_01176
ERR1913265.1869648__1.1869648	853__A0A174C5M1__CGS58_04460
ERR1913265.1869722__1.1869722	40518__R5DZ16__DXD86_01455
ERR1913265.1869768__1.1869768	1150298__A0A174MDR2__ERS852498_01766
ERR1913265.1869791__1.1869791	40518__R5DS38__RBL236_00785
ERR1913265.1869816__1.1869816	214856__A0A174FWM7__ERS852559_00590
ERR1913265.1869835__1.1869835	1263107__GCA_000436995.1_00124
ERR1913265.1869879__1.1869879	39491__C4ZF05__vpr
ERR1913265.1869896__1.1869896	301301__G2SX39__ERS852391_02360
ERR1913265.1870050__1.1870050	216816__B7GPE8__I118_0062
ERR1913265.1870082__1.1870082	371601__A7LVF6__SAMN05216250_11511
ERR1913265.1870118__1.1870118	39491__A0A395UXH0__EUBREC_0021
ERR1913265.1870235__1.1870235	39491__A0A174K1W6__DXB99_15020
ERR1913265.1870309__1.1870309	39486__B0G8H8__DXD10_14350
ERR1913265.1870325__1.1870325	39491__A0A395ZDC6__addB
ERR1913265.1870333__1.1870333	1150298__A0A174E950__ERS852498_02096
ERR1913265.1870359__1.1870359	47678__R5UXY0__CGC64_03535
ERR1913265.1870408__1.1870408	1680__A0A076JM61__DXD63_05245
ERR1913265.1870664__1.1870664	1150298__A0A174IG30__ERS852535_01135
ERR1913265.1870692__1.1870692	823__A6LFW2__M095_1860
ERR1913265.1870816__1.1870816	39491__A0A174K9A3__DXB69_07785
ERR1913265.1870805__1.1870805	1680__A0A173W9E6__C8077_07070
ERR1913265.1870858__1.1870858	40520__R7D341__RUMOBE_03081
ERR1913265.1870975__1.1870975	821__A0A395US34__C5Z04_18975
ERR1913265.1871111__1.1871111	1263109__GCA_000438135.1_00186
ERR1913265.1871250__1.1871250	1304__A0A1W5ZCY0__CKU37_03270
ERR1913265.1871342__1.1871342	1686__B6XVK4__BBCT_1416
ERR1913265.1871370__1.1871370	853__A0A174C5M1__CGS58_04460
ERR1913265.1871379__1.1871379	28117__B0MWC6__BHV66_00965
ERR1913265.1871386__1.1871386	40518__R5DUG7__sbcC
ERR1913265.1871388__1.1871388	1150298__A0A174S2H3__spoIIQ
ERR1913265.1871418__1.1871418	1262948__R7EG47__BN671_01193
ERR1913265.1871493__1.1871493	47678__A5ZB44__C5Z00_17730
ERR1913265.1871684__1.1871684	28116__A0A078Q9S5__DXD69_13430
ERR1913265.1871798__1.1871798	40519__U2MCQ8__RUMCAL_00556
ERR1913265.1871784__1.1871784	28026__A0A267WLS3__DXD35_07705
ERR1913265.1871853__1.1871853	394340__clpC1
ERR1913265.1871861__1.1871861	1150298__A0A174PHI0__ERS852498_00826
ERR1913265.1871880__1.1871880	1535__A7VY32__CLOLEP_03508
ERR1913265.1871892__1.1871892	820__A0A174GK47__ERS852421_00200
ERR1913265.1871901__1.1871901	310298__B3JGK4__BACCOP_01006
ERR1913265.1871906__1.1871906	33038__A0A2N5NYI5__C5Y99_09140
ERR1913265.1871929__1.1871929	39485__R5ZNG4__yerB
ERR1913265.1872038__1.1872038	39491__A0A395ZDC6__addB
ERR1913265.1872075__1.1872075	1680__A0A087DHN0__AL0462_1532
ERR1913265.1872089__1.1872089	28117__B0MTI4__ALIPUT_00084
ERR1913265.1872105__1.1872105	39491__A0A0M6WPN4__DXB69_06325
ERR1913265.1872195__1.1872195	410072__A0A173XQG6__ERS852574_01620
ERR1913265.1872324__1.1872324	1150298__A0A174I2L4__ERS852535_01377
ERR1913265.1872360__1.1872360	216816__A0A2U0BT35__BL1206_1860
ERR1913265.1872398__1.1872398	384638__B7APR0__BACPEC_00666
ERR1913265.1872541__1.1872541	1304__T0T9N5__CQA85_09935
ERR1913265.1872727__1.1872727	1150298__A0A174DQP3__rpe_2
ERR1913265.1872756__1.1872756	33043__A0A173XX37__ERS852445_02100
ERR1913265.1872960__1.1872960	28117__R7JIJ8__BHV66_01635
ERR1913265.1872989__1.1872989	39491__A0A395ZG74__licR
ERR1913265.1872987__1.1872987	40518__R5DR96__RBATCC27255_01185
ERR1913265.1873050__1.1873050	39491__A0A395UWZ1__DXC13_02175
ERR1913265.1873094__1.1873094	1304__J7SI29__DL08_08910
ERR1913265.1873155__1.1873155	28118__F9Z8K4__Odosp_0843
ERR1913265.1873227__1.1873227	100886__E2NSF9__rpoB
ERR1913265.1873506__1.1873506	1304__A0A1W5ZD60__TZ99_01678
ERR1913265.1873469__1.1873469	40518__R5DP91__RBL236_00890
ERR1913265.1873555__1.1873555	1263109__GCA_000438135.1_00176
ERR1913265.1873583__1.1873583	1304__A0A074IX31__AWB63_04865
ERR1913265.1873633__1.1873633	216816__D6ZWI5__B5781_1661
ERR1913265.1873786__1.1873786	100886__E2NRI8__ERS852383_05979
ERR1913265.1873794__1.1873794	820__R9HP61__DXC91_01090
ERR1913265.1873874__1.1873874	1681__K2IQE2__uvrD
ERR1913265.1873809__1.1873809	40520__A0A395ZYQ3__RUMOBE_02371
ERR1913265.1873812__1.1873812	40518__R5DYP7__envC
ERR1913265.1873922__1.1873922	487175__R5DYL5__HMPREF9439_02351
ERR1913265.1874045__1.1874045	28117__B0MXL6__ALIPUT_01851
ERR1913265.1873967__1.1873967	28117__B0MWP2__ALIPUT_01468
ERR1913265.1874221__1.1874221	1655__A0A1Q8XN63__BKH25_09180
ERR1913265.1874277__1.1874277	40520__A0A3E5E983__DXC87_15505
ERR1913265.1874476__1.1874476	1262911__R6GKS1__BN557_00184
ERR1913265.1874628__1.1874628	394340__carB
ERR1913265.1874641__1.1874641	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913265.1874686__1.1874686	33043__D5HFA0__glfT2
ERR1913265.1874712__1.1874712	1150298__A0A174PZ15__lytA
ERR1913265.1874801__1.1874801	820__A0A174CK74__DXB48_07060
ERR1913265.1874819__1.1874819	28117__B0MZ50__ALIPUT_02424
ERR1913265.1874980__1.1874980	1262746__R5SS80__BN750_02125
ERR1913265.1875094__1.1875094	45634__E8JSA5__TW70_00796
ERR1913265.1875136__1.1875136	821__A0A174JYD3__ERS852457_02610
ERR1913265.1875168__1.1875168	40518__R5DXW3__DXD86_07900
ERR1913265.1875140__1.1875140	853__A0A3E2U7E6__ERS852582_01640
ERR1913265.1875310__1.1875310	1304__J7SIV6__pspA_3
ERR1913265.1875422__1.1875422	1150298__A0A174AM35__ERS852498_00645
ERR1913265.1875476__1.1875476	853__A0A3E2U7E6__ERS852582_01640
ERR1913265.1875492__1.1875492	214856__A0A174EJT5__mnmA
ERR1913265.1875584__1.1875584	1150298__R7JRK4__ERS852406_01648
ERR1913265.1875602__1.1875602	853__A0A3E2V168__FAEPRAM212_00929
ERR1913265.1875641__1.1875641	1680__A0A174BEE7__BSTER_1311
ERR1913265.1875709__1.1875709	1150298__A0A174QNY9__ERS852498_01028
ERR1913265.1875845__1.1875845	853__A0A2J4JL53__CRH10_10795
ERR1913265.1875846__1.1875846	74426__group_4823
ERR1913265.1875879__1.1875879	74426__sigA
ERR1913265.1875945__1.1875945	214856__A0A174EQR4__rsmA
ERR1913265.1876059__1.1876059	310298__B3JMG0__BACCOP_03099
ERR1913265.1876092__1.1876092	40518__R5DU92__DXD93_03170
ERR1913265.1876099__1.1876099	33039__A0A174Y5G7__ERS852530_01222
ERR1913265.1876152__1.1876152	40518__R5E550__aroK
ERR1913265.1876226__1.1876226	40518__R5DZ88__DXD93_06320
ERR1913265.1876231__1.1876231	40518__R5DRG6__ylbJ
ERR1913265.1876290__1.1876290	820__A7UYG6__M094_0070
ERR1913265.1876308__1.1876308	40518__R5DQD6__DXD83_09060
ERR1913265.1876309__1.1876309	1680__A0A2R4G1K8__BBMN23_0315
ERR1913265.1876440__1.1876440	487175__R5E1I8__HMPREF9439_00724
ERR1913265.1876449__1.1876449	28118__F9ZBL4__NCTC10826_02348
ERR1913265.1876496__1.1876496	357276__A0A076IYE6__IY41_04275
ERR1913265.1876680__1.1876680	33043__A0A173YYE7__ERS852445_00670
ERR1913265.1876759__1.1876759	853__A0A3E2U7E6__ERS852582_01640
ERR1913265.1876797__1.1876797	40518__R5DZI2__DXD93_06940
ERR1913265.1876899__1.1876899	39491__C4ZAT2__ERE_28440
ERR1913265.1876955__1.1876955	39492__D4JSB6__ERS852540_00627
ERR1913265.1877188__1.1877188	1680__A0A087DLC6__C8077_00815
ERR1913265.1877215__1.1877215	1263109__GCA_000438135.1_00047
ERR1913265.1877235__1.1877235	28117__B0MXW9__ALIPUT_01981
ERR1913265.1877332__1.1877332	40518__R5DLW4__thiN
ERR1913265.1877367__1.1877367	39491__A0A396FIZ8__ERE_20410
ERR1913265.1877376__1.1877376	310298__B3JGJ2__BACCOP_00994
ERR1913265.1877380__1.1877380	1680__R5GMB5__AD0028_1137
ERR1913265.1877412__1.1877412	1965631__A0A1Y4ADW2__B5F90_08150
ERR1913265.1877447__1.1877447	1262992__R5D6G0__BN795_00277
ERR1913265.1877451__1.1877451	1150298__A0A174SLE6__mlc_1
ERR1913265.1877472__1.1877472	39491__C4ZC33__DXC13_11585
ERR1913265.1877476__1.1877476	39491__A0A174K1W6__DXB99_15020
ERR1913265.1877554__1.1877554	853__A0A173T0Y8__CGS54_07215
ERR1913265.1877560__1.1877560	821__D4VD59__BHV80_04260
ERR1913265.1877627__1.1877627	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913265.1877730__1.1877730	310298__B3JNR4__BACCOP_03579
ERR1913265.1877677__1.1877677	1304__A0A1V0GJ48__SALIVB_1571
ERR1913265.1877749__1.1877749	28118__R6FC01__fepE
ERR1913265.1877876__1.1877876	39491__D4JIB6__ERS852417_01685
ERR1913265.1878017__1.1878017	823__A0A073I9P2__CF162_18000
ERR1913265.1877993__1.1877993	216816__B3DR71__CE159_04070
ERR1913265.1878306__1.1878306	40518__R5DXW3__DXD86_07900
ERR1913265.1878535__1.1878535	1150298__A0A174PLY5__ERS852406_01056
ERR1913265.1878585__1.1878585	1680__A0A2R4G1K8__BBMN23_0315
ERR1913265.1878633__1.1878633	1680__R5GZF2__DXC60_01925
ERR1913265.1878868__1.1878868	28117__B0MXW9__ALIPUT_01981
ERR1913265.1878955__1.1878955	28117__B0MWP2__ALIPUT_01468
ERR1913265.1878979__1.1878979	28117__B0MXG7__BHV66_08620
ERR1913265.1879016__1.1879016	821__C3RB94__DXC03_15585
ERR1913265.1879019__1.1879019	40518__R5E1J7__RBL236_02062
ERR1913265.1879023__1.1879023	1680__A0A173XYA2__B0703_0121
ERR1913265.1879101__1.1879101	1304__J7SIV6__pspA_3
ERR1913265.1879055__1.1879055	214856__A0A174A0P3__ERS852447_00994
ERR1913265.1879415__1.1879415	28117__R7JR95__ALIPUT_01367
ERR1913265.1879685__1.1879685	40518__R5E1J2__DXD93_04070
ERR1913265.1879715__1.1879715	1150298__R7JU23__ERS852498_02342
ERR1913265.1879745__1.1879745	1262911__R6HG22__BN557_01336
ERR1913265.1879774__1.1879774	1262992__R5D733__BN795_00375
ERR1913265.1879775__1.1879775	40518__R5DR72__RBL236_02110
ERR1913265.1879816__1.1879816	47678__R5U2F6__HMPREF1061_00767
ERR1913265.1879912__1.1879912	216816__A0A1D7MV89__EK5BL_04715
ERR1913265.1879990__1.1879990	821__E5UY21__C800_02204
ERR1913265.1880014__1.1880014	39491__A0A396FNY7__LD38_16155
ERR1913265.1880044__1.1880044	821__A0A174AYT0__DXC02_03530
ERR1913265.1880114__1.1880114	39491__A0A395UWA3__DXB69_11805
