ERR1913243.162__1.162	487174__K0WZN5__HMPREF9448_01108
ERR1913243.727186__1.727186	338188__A0A173XHS4__BACFIN_08438
ERR1913243.727318__1.727318	1262989__R6Y5W1__BN815_00268
ERR1913243.727330__1.727330	40518__R5E1J7__RBL236_02062
ERR1913243.727574__1.727574	216816__C2GSX7__DD678_03555
ERR1913243.727713__1.727713	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913243.727716__1.727716	39496__A5Z5I2__EUBVEN_00963
ERR1913243.727722__1.727722	239935__A0A2N8HUU6__CXT90_06150
ERR1913243.727790__1.727790	649756__D4MUR3__ERS852571_00481
ERR1913243.727798__1.727798	418240__C6J892__ERS852478_02502
ERR1913243.727829__1.727829	39492__D4JU79__EUBSIR_01975
ERR1913243.727837__1.727837	1262882__R5MKV8__BN519_01281
ERR1913243.728030__1.728030	301302__R5UVE7__ERS852420_01292
ERR1913243.728080__1.728080	46506__A0A108TCV1__AA415_00106
ERR1913243.728085__1.728085	204516__U6RDD8__HMPREF1534_02559
ERR1913243.728117__1.728117	39492__D4JWA3__ERS852540_01332
ERR1913243.728249__1.728249	40518__R5DVL2__penA
ERR1913243.728419__1.728419	239935__A0A2N8HT44__CXT84_11035
ERR1913243.728445__1.728445	39492__D4JT87__clpC
ERR1913243.728528__1.728528	1780376__A0A143XQT4__BN3659_01658
ERR1913243.728887__1.728887	46503__R6WSB3__DCY29_07745
ERR1913243.729063__1.729063	823__E1YV41__BDI_1376
ERR1913243.729115__1.729115	40518__R5DUG7__sbcC
ERR1913243.729126__1.729126	1262882__R5N2U9__BN519_01221
ERR1913243.729392__1.729392	40518__R5DW64__RBL236_01394
ERR1913243.729363__1.729363	821__D4VC51__M099_1508
ERR1913243.729591__1.729591	28026__A0A174BM23__DXD87_08160
ERR1913243.729515__1.729515	1501391__GCA_000786575.1_00074
ERR1913243.729526__1.729526	39492__D4JV86__spoIIE
ERR1913243.729607__1.729607	40518__R5DWP7__ansA
ERR1913243.729941__1.729941	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913243.730434__1.730434	40518__R5DLU0__fmt
ERR1913243.730583__1.730583	1262911__R6GZX7__BN557_00838
ERR1913243.731064__1.731064	40518__R5DR72__RBL236_02110
ERR1913243.731011__1.731011	301302__R5UJW6__ERS852420_01698
ERR1913243.731123__1.731123	437897__H3K581__HMPREF9454_00404
ERR1913243.731148__1.731148	239935__A0A2N8HAQ1__DEF40_05290
ERR1913243.731262__1.731262	487174__K0XKD7__HMPREF9448_01550
ERR1913243.731316__1.731316	338188__R6RWE8__BACFIN_08980
ERR1913243.731340__1.731340	1262886__R6QHS7__BN563_00615
ERR1913243.731398__1.731398	40518__R5DWQ2__DXD93_03810
ERR1913243.731500__1.731500	1262882__R5N0C3__BN519_00731
ERR1913243.731732__1.731732	821__A0A396FEL8__C5Z04_06030
ERR1913243.731750__1.731750	301302__A0A173UN64__manA_2
ERR1913243.731838__1.731838	39485__R5ZQJ7__yniC
ERR1913243.731796__1.731796	1262882__R5MGX3__BN519_00046
ERR1913243.731889__1.731889	106588__A6NW53__BACCAP_02446
ERR1913243.732079__1.732079	40518__R5E4X1__DXD93_05270
ERR1913243.732118__1.732118	853__A0A173XRA8__CGS56_09290
ERR1913243.732262__1.732262	471189__GCA_003340385.1_00065
ERR1913243.732626__1.732626	487174__R5F2W8__HMPREF9448_01730
ERR1913243.732723__1.732723	2033406__A0A2L2WRP4__PvtlMGM2_0430
ERR1913243.733067__1.733067	39492__D4JU81__xseA
ERR1913243.733082__1.733082	487174__K0XBH1__DIT83_01445
ERR1913243.733096__1.733096	39492__D4JW10__pppA
ERR1913243.733260__1.733260	1535__A7VPV0__CLOLEP_00577
ERR1913243.733607__1.733607	487174__R5G1E8__DIT83_00510
ERR1913243.733750__1.733750	39488__A0A285PMW6__ERS852450_00808
ERR1913243.733820__1.733820	487174__K0WZU7__HMPREF9448_01154
ERR1913243.733880__1.733880	40518__R5DZB1__DXD83_08840
ERR1913243.733848__1.733848	40518__R5DT16__ysdC_2
ERR1913243.733905__1.733905	39496__A5Z6U6__EUBVEN_01429
ERR1913243.734038__1.734038	328814__GCA_004558275.1_00056
ERR1913243.734104__1.734104	328814__GCA_004558275.1_01621
ERR1913243.734161__1.734161	1262911__R6GT99__BN557_01335
ERR1913243.734341__1.734341	204516__U6R921__HMPREF1534_03932
ERR1913243.734445__1.734445	40518__R5E1X3__clcA
ERR1913243.734598__1.734598	1263044__GCA_000433375.1_01436
ERR1913243.734716__1.734716	437897__H3K6P7__HMPREF9454_00920
ERR1913243.734689__1.734689	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913243.734815__1.734815	40520__A0A174GNL5__DXD81_10555
ERR1913243.734996__1.734996	821__A0A174JYD3__ERS852457_02610
ERR1913243.735007__1.735007	40520__A0A395XDY5__ERS852394_00913
ERR1913243.735047__1.735047	820__A0A1Q6IDS8__chtA
ERR1913243.735048__1.735048	1262882__R5N5H2__BN519_01493
ERR1913243.735081__1.735081	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913243.735280__1.735280	43675__D2NQ43__CYK05_08570
ERR1913243.735431__1.735431	1262739__R6M9P7__BN659_01903
ERR1913243.735504__1.735504	39488__A0A173SKK4__ERS852578_01024
ERR1913243.735513__1.735513	1262882__R5N3H1__BN519_01121
ERR1913243.735586__1.735586	40518__R5DVU7__RBL236_00839
ERR1913243.735724__1.735724	39492__D4JR08__ERS852540_02467
ERR1913243.735919__1.735919	40518__R5DVU7__RBL236_00839
ERR1913243.735950__1.735950	2173__A0A1D2WRY2__Msm_1736
ERR1913243.736013__1.736013	1262911__R6GPC5__BN557_00852
ERR1913243.735968__1.735968	39492__D4JUS6__accD5
ERR1913243.735970__1.735970	487174__K0WWY0__DIT83_10195
ERR1913243.736088__1.736088	1262882__R5N5J6__BN519_01504
ERR1913243.736210__1.736210	51123__C7GYP0__GCWU000322_00172
ERR1913243.736400__1.736400	1262882__R5MYP2__BN519_00435
ERR1913243.736404__1.736404	46506__A0A108TAK3__fepA_3
ERR1913243.736571__1.736571	46503__R6X6Y1__DCY29_15600
ERR1913243.737013__1.737013	40518__R5DTP7__DXD83_02415
ERR1913243.737038__1.737038	1262992__R5D0E5__BN795_01570
ERR1913243.737453__1.737453	1501391__GCA_000786575.1_00003
ERR1913243.737697__1.737697	40518__R5DRG6__ylbJ
ERR1913243.737727__1.737727	40518__R5DUG7__sbcC
ERR1913243.737832__1.737832	328814__GCA_004558275.1_00067
ERR1913243.737801__1.737801	39492__D4JRP0__yetF
ERR1913243.737914__1.737914	301302__A0A173TTX1__M72_22141
ERR1913243.738178__1.738178	166486__D4L1D0__ROSINTL182_06446
ERR1913243.738117__1.738117	1262882__R5MZ58__BN519_00525
ERR1913243.738269__1.738269	823__A0A173V751__DXD05_02690
ERR1913243.738368__1.738368	1262882__R5MEN9__BN519_00201
ERR1913243.738378__1.738378	239935__R6J9Y2__CXT85_07000
ERR1913243.738461__1.738461	301302__A0A173UN64__manA_2
ERR1913243.738532__1.738532	40518__R5DR72__RBL236_02110
ERR1913243.738859__1.738859	487174__K0X3V7__DIT83_01400
ERR1913243.739002__1.739002	1262882__R5N0F4__BN519_00593
ERR1913243.739018__1.739018	821__R9HFW2__DXD01_00365
ERR1913243.739028__1.739028	1262882__R5MSQ8__BN519_01647
ERR1913243.739357__1.739357	216816__B7GTP7__BLIC_h02039
ERR1913243.739372__1.739372	39492__D4MJF6__EUBSIR_02251
ERR1913243.739435__1.739435	214856__I3YMN6__Alfi_1938
ERR1913243.739674__1.739674	165179__A0A229I740__DXC61_10430
ERR1913243.739781__1.739781	1263006__R6LU28__BN515_01365
ERR1913243.739920__1.739920	301302__R5UQ67__M72_23121
ERR1913243.740229__1.740229	821__A0A174NM17__lacZ_6
ERR1913243.740290__1.740290	39492__D4JWJ4__EUBSIR_01090
ERR1913243.740338__1.740338	821__A0A173WG51__BVU_2549
ERR1913243.740544__1.740544	40518__R5E7S2__RBL263_00671
ERR1913243.740616__1.740616	2173__A0A1D2WT83__METSMIF1_03309
ERR1913243.740621__1.740621	1262992__R5DCV6__BN795_00412
ERR1913243.740660__1.740660	28116__A0A0J9IIV5__M089_5519
ERR1913243.740876__1.740876	40518__A0A373KL92__RBATCC27255_01378
ERR1913243.741025__1.741025	2292352__A0A374UKA6__DXC23_10805
ERR1913243.741066__1.741066	1262882__R5MND9__BN519_00831
ERR1913243.741138__1.741138	1262882__R5MEN2__BN519_00200
ERR1913243.741146__1.741146	487174__K0WZA7__DDY40_11890
ERR1913243.741212__1.741212	823__A0A078SYK6__DXB14_02485
ERR1913243.741319__1.741319	821__A0A0P0M2J4__DXD46_10295
ERR1913243.741341__1.741341	40518__R5DSI5__fieF
ERR1913243.741386__1.741386	40518__R5DU92__DXD93_03170
ERR1913243.741534__1.741534	239935__A0A139TVJ4__CXT86_02020
ERR1913243.741555__1.741555	40518__R5DVR2__RBL236_00303
ERR1913243.741604__1.741604	1262739__R6M9P7__BN659_01903
ERR1913243.741759__1.741759	820__A0A174M9V5__M093_0237
ERR1913243.741782__1.741782	40518__R5DV58__htrA
ERR1913243.741870__1.741870	626933__H1DGX0__HMPREF9449_01506
ERR1913243.742031__1.742031	214856__I3YMN6__Alfi_1938
ERR1913243.742098__1.742098	821__E5UY21__C800_02204
ERR1913243.742225__1.742225	1262882__R5MM25__BN519_00600
ERR1913243.742361__1.742361	1297617__A0A2U1C1M6__IB211_02642c
ERR1913243.742375__1.742375	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913243.742679__1.742679	487174__K0X068__DDY40_07105
ERR1913243.742755__1.742755	1263086__GCA_000431395.1_01673
ERR1913243.742805__1.742805	1262882__R5MLA4__BN519_01536
ERR1913243.742860__1.742860	1965661__A0A1Y3S7A8__B5G37_14300
ERR1913243.742877__1.742877	1262882__R5N1V0__BN519_00816
ERR1913243.743191__1.743191	40518__R5DX31__DXD86_09775
ERR1913243.743233__1.743233	28116__A0A1Y4PVC6__C5Z02_22085
ERR1913243.743352__1.743352	40518__R5DT16__ysdC_2
ERR1913243.743459__1.743459	410072__A0A173XQG6__ERS852574_01620
ERR1913243.743525__1.743525	40518__R5DY98__mepA_5
ERR1913243.743507__1.743507	40520__R7DDE2__mglA_2
ERR1913243.743555__1.743555	239935__A0A2N8I694__CXU04_06245
ERR1913243.743616__1.743616	28117__B0N028__BHV66_05935
ERR1913243.743789__1.743789	158847__H3K9L9__NCTC10571_02393
ERR1913243.743902__1.743902	1262882__R5MH62__BN519_00734
ERR1913243.743928__1.743928	40518__R5DZ88__DXD93_06320
ERR1913243.743985__1.743985	328814__GCA_004558275.1_00074
ERR1913243.744160__1.744160	40518__R5E1J7__RBL236_02062
ERR1913243.744305__1.744305	1235793__R9KS08__C809_01872
ERR1913243.744646__1.744646	246787__I8V2S2__BACCELL_02524
ERR1913243.744842__1.744842	1262882__R5N4D8__BN519_01497
ERR1913243.744740__1.744740	487174__K0WY34__DDY40_07435
ERR1913243.745072__1.745072	1262739__R6MQN9__BN659_01286
ERR1913243.745123__1.745123	357276__A0A076IXE0__HMPREF1064_04364
ERR1913243.745485__1.745485	458033__GCA_001482755.1_02203
ERR1913243.745634__1.745634	239935__A0A139TQT9__Amuc_1197
ERR1913243.745733__1.745733	39492__D4JU56__hemZ
ERR1913243.746123__1.746123	1965604__A0A1Y4ESK1__B5F54_08490
ERR1913243.746173__1.746173	1262882__R5MLE6__BN519_01423
ERR1913243.746252__1.746252	88431__A0A173UIQ4__lip2
ERR1913243.746340__1.746340	40518__R5E282__DXD86_08940
ERR1913243.746378__1.746378	40518__R5DVQ2__DXD93_00365
ERR1913243.746474__1.746474	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913243.746439__1.746439	1263000__R5EUG9__BN466_01476
ERR1913243.746446__1.746446	1262882__R5MFA5__BN519_00331
ERR1913243.746560__1.746560	1535__A7VPZ3__CH238_09615
ERR1913243.746673__1.746673	1263107__GCA_000436995.1_00208
ERR1913243.746703__1.746703	151538__GeneID:920427
ERR1913243.746738__1.746738	40518__R5DRY6__RB5AMG_00549
ERR1913243.746789__1.746789	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913243.746870__1.746870	40518__R5DR96__RBATCC27255_01185
ERR1913243.746895__1.746895	40518__R5DQW8__sipW_2
ERR1913243.746896__1.746896	745368__A0A1T4Y0J9__SAMN02745178_02604
ERR1913243.746910__1.746910	40518__R5DP21__RBATCC27255_00348
ERR1913243.747042__1.747042	40518__R5DUU2__yvhJ_2
ERR1913243.747129__1.747129	28117__B0MVL2__BHV66_01645
ERR1913243.747412__1.747412	328814__GCA_004558275.1_00997
ERR1913243.747448__1.747448	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913243.747460__1.747460	40518__R5DXW3__DXD86_07900
ERR1913243.747778__1.747778	39492__A0A175A133__cycB_1
ERR1913243.747872__1.747872	39492__D4JRV7__EUBSIR_01513
ERR1913243.748045__1.748045	1501391__GCA_000786575.1_00091
ERR1913243.748249__1.748249	39492__D4JVG7__ERS852540_00946
ERR1913243.748266__1.748266	1262882__R5N0F4__BN519_00593
ERR1913243.748268__1.748268	458033__GCA_001482755.1_02203
ERR1913243.748220__1.748220	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913243.748222__1.748222	39492__D4JWA3__ERS852540_01332
ERR1913243.748377__1.748377	853__C7H7F8__yccM_1
ERR1913243.748610__1.748610	418240__C6JGG3__ERS852523_00073
ERR1913243.748712__1.748712	39492__D4JS46__EUBSIR_02553
ERR1913243.748680__1.748680	40518__R5E1J7__RBL236_02062
ERR1913243.748748__1.748748	40518__R5DM08__DXD83_06415
ERR1913243.748899__1.748899	1262739__R6M9P7__BN659_01903
ERR1913243.749214__1.749214	1263107__GCA_000436995.1_00140
ERR1913243.749235__1.749235	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913243.749434__1.749434	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913243.749537__1.749537	46503__R6WUT7__NCTC13052_01657
ERR1913243.749568__1.749568	328814__GCA_004558275.1_00997
ERR1913243.749601__1.749601	626933__H1DGX0__HMPREF9449_01506
ERR1913243.749736__1.749736	1262882__R5MEN9__BN519_00201
ERR1913243.750022__1.750022	1262882__R5MZZ3__BN519_00482
ERR1913243.750120__1.750120	28026__R6P351__DXD71_06710
ERR1913243.750151__1.750151	84024__A0A174GZX3__ERS852470_03024
ERR1913243.750568__1.750568	214856__A0A174FWM7__ERS852559_00590
ERR1913243.750667__1.750667	1262743__R5C054__BN727_01980
ERR1913243.750669__1.750669	239935__R7E524__CXT91_06180
ERR1913243.750838__1.750838	823__A0A3E4PAQ2__DDY96_18275
ERR1913243.750962__1.750962	40518__R5DXI4__DXD86_07420
ERR1913243.751019__1.751019	1262882__R5N526__BN519_01603
ERR1913243.751114__1.751114	371601__A0A139LNM6__BN891_32770
ERR1913243.751414__1.751414	1262824__R6RY19__BN719_00373
ERR1913243.751340__1.751340	1262746__R5SVF6__BN750_00768
ERR1913243.751548__1.751548	46506__A0A108TCV1__AA415_00106
ERR1913243.751564__1.751564	39492__D4JQU6__ERS852540_02194
ERR1913243.751594__1.751594	357276__B6W1J2__BACDOR_03380
ERR1913243.751718__1.751718	40518__R5E2F3__artQ
ERR1913243.752060__1.752060	820__A0A139JUD3__DXC91_19380
ERR1913243.752193__1.752193	40518__R5DQJ0__DXD93_03790
ERR1913243.752257__1.752257	39492__D4JRV7__EUBSIR_01513
ERR1913243.752347__1.752347	46506__A0A108TBL0__BACSTE_01998
ERR1913243.752434__1.752434	1263006__R6LU28__BN515_01365
ERR1913243.752489__1.752489	239935__A0A2N8ITG2__Amuc_0335
ERR1913243.752559__1.752559	328812__A0A0F5JE04__ACM15_02775
ERR1913243.752617__1.752617	28117__R7JJM9__ALIPUT_00662
ERR1913243.752665__1.752665	820__A0A374QGD2__ERS852421_02382
ERR1913243.752794__1.752794	28117__B0MXJ1__BHV66_08445
ERR1913243.752983__1.752983	821__C6Z087__DXB90_00750
ERR1913243.753028__1.753028	1535__A7VPU9__CLOLEP_00576
ERR1913243.753072__1.753072	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913243.753102__1.753102	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913243.753195__1.753195	471189__GCA_003340385.1_00703
ERR1913243.753214__1.753214	821__A6L0C7__ERS852556_03520
ERR1913243.753371__1.753371	1535__A7VY45__CH238_13565
ERR1913243.753464__1.753464	1501391__GCA_000786575.1_00092
ERR1913243.753748__1.753748	35833__E5Y934__HMPREF0179_02702
ERR1913243.753755__1.753755	246787__A0A3D6AXI0__AA416_04256
ERR1913243.753783__1.753783	46503__R6WWC9__PARMER_03215
ERR1913243.753785__1.753785	1965604__A0A1Y4EKI1__B5F54_16420
ERR1913243.753881__1.753881	39492__D4JV86__spoIIE
ERR1913243.754056__1.754056	437897__H3K9N7__HMPREF9454_01960
ERR1913243.754429__1.754429	40518__R5E2X9__RBATCC27255_01546
ERR1913243.754481__1.754481	1262882__R5MNC1__BN519_00818
ERR1913243.754559__1.754559	1262882__R5MND9__BN519_00831
ERR1913243.754563__1.754563	239935__A0A2N8ITX2__CXT86_11265
ERR1913243.754569__1.754569	40518__R5DTG5__RBATCC27255_00890
ERR1913243.754685__1.754685	1262882__R5N0F4__BN519_00593
ERR1913243.754712__1.754712	239935__A0A2N8IL82__CXU02_11740
ERR1913243.754838__1.754838	214856__A0A174ZEW0__ERS852447_00985
ERR1913243.755034__1.755034	39492__D4MMN2__EUBSIR_00964
ERR1913243.755040__1.755040	821__A0A174NVL6__NCTC10583_01782
ERR1913243.755183__1.755183	1465754__A0A1H4AVC8__SAMN05444145_103132
ERR1913243.755261__1.755261	1262882__R5MZQ5__BN519_00648
ERR1913243.755399__1.755399	28117__B0MSR5__BHV66_02095
ERR1913243.755427__1.755427	39492__D4JTG7__EUBSIR_00572
ERR1913243.755431__1.755431	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913243.755434__1.755434	338188__A0A173XHS4__BACFIN_08438
ERR1913243.755559__1.755559	1262882__R5MHZ2__BN519_00742
ERR1913243.755598__1.755598	39492__D4JT87__clpC
ERR1913243.755651__1.755651	28026__A0A396BA17__DXC83_09095
ERR1913243.755687__1.755687	239935__A0A3F3K985__CXT98_05805
ERR1913243.755754__1.755754	40518__R5DME2__DXD86_07315
ERR1913243.755853__1.755853	821__A0A395VIK7__BVU_1225
ERR1913243.756151__1.756151	39492__D4JRM9__bglB_2
ERR1913243.756183__1.756183	2173__A0A1D2WXI2__METSMIF1_02140
ERR1913243.756184__1.756184	487174__K0XER9__DDY40_08885
ERR1913243.756281__1.756281	40518__R5E426__DXD93_04485
ERR1913243.756541__1.756541	745368__A0A1T4Y6M3__SAMN02745178_02754
ERR1913243.756560__1.756560	40518__R5DXH2__DXD83_10135
ERR1913243.756610__1.756610	487174__K0WZ94__HMPREF9448_00984
ERR1913243.756615__1.756615	39492__D4JQY4__EUBSIR_01325
ERR1913243.756829__1.756829	1099853__G9S0K9__NSB1T_05085
ERR1913243.756921__1.756921	40518__R5DUU0__DXD93_03985
ERR1913243.756968__1.756968	328814__GCA_004558275.1_00067
ERR1913243.757002__1.757002	821__A0A0P0M5Z6__BVU_0429
ERR1913243.757132__1.757132	649756__B0P2G4__HMPREF0369_01300
ERR1913243.757137__1.757137	1262882__R5MKV8__BN519_01281
ERR1913243.757194__1.757194	1897011__A0A1Q6RCY0__BHW41_05945
ERR1913243.757325__1.757325	446660__GCA_003428235.1_02154
ERR1913243.757536__1.757536	487174__K0X835__DIT83_09510
ERR1913243.757569__1.757569	1262882__R5N3H1__BN519_01121
ERR1913243.757609__1.757609	40518__R5E7S2__RBL263_00671
ERR1913243.757597__1.757597	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913243.757658__1.757658	821__A0A174T998__DXB82_10860
ERR1913243.757738__1.757738	1263000__R5ENX5__BN466_00466
ERR1913243.757745__1.757745	39488__C0F0P7__ERS852578_02651
ERR1913243.757995__1.757995	544580__A0A1Q8W4T6__BKH32_03630
ERR1913243.758082__1.758082	487174__K0X177__HMPREF9448_00818
ERR1913243.758128__1.758128	214856__A0A174ZER9__ERS852559_00614
ERR1913243.758134__1.758134	328814__GCA_004558275.1_00059
ERR1913243.758222__1.758222	28026__C0BRQ3__DXC83_08895
ERR1913243.758432__1.758432	28026__A0A072MUU6__DXD87_08375
ERR1913243.758489__1.758489	552398__F4XHU2__HMPREF0866_03196
ERR1913243.758648__1.758648	1262882__R5N004__BN519_00490
ERR1913243.758690__1.758690	28117__B0MST8__ALIPUT_00310
ERR1913243.758702__1.758702	1262911__R6H0U7__BN557_01104
ERR1913243.758751__1.758751	39492__D4MIX3__ERS852540_01230
ERR1913243.758833__1.758833	40518__R5E2Z2__DXD93_09295
ERR1913243.758899__1.758899	1550024__A0A0D8IYY8__TQ39_09180
ERR1913243.759039__1.759039	28116__D4WPD7__HMPREF1069_02183
ERR1913243.759161__1.759161	821__A0A395VLM8__BvMPK_3650
ERR1913243.759248__1.759248	246787__A0A0P0G684__cirA_10
ERR1913243.759412__1.759412	671267__R9I7B5__C802_04018
ERR1913243.759429__1.759429	40518__R5DUG7__sbcC
ERR1913243.759504__1.759504	2173__A5ULV3__Msm_0976
ERR1913243.759565__1.759565	1262911__R6HG22__BN557_01336
ERR1913243.759593__1.759593	40518__R5E2U9__RBL263_01292
ERR1913243.759661__1.759661	1099853__U5CH64__NSB1T_03100
ERR1913243.759711__1.759711	28116__A0A1Y4PWN5__M088_3731
ERR1913243.759891__1.759891	487174__K0WUM9__HMPREF9448_02608
ERR1913243.759933__1.759933	2173__A0A1D2WTT4__BK798_05110
ERR1913243.760287__1.760287	487174__K0XG81__HMPREF9448_02274
ERR1913243.760343__1.760343	357276__A0A076IS26__EL88_15950
ERR1913243.760720__1.760720	39492__D4JUP6__ERS852540_01404
ERR1913243.760700__1.760700	40518__R5DW64__RBL236_01394
ERR1913243.761135__1.761135	1262743__R5C054__BN727_01980
ERR1913243.761149__1.761149	1262882__R5N0C3__BN519_00731
ERR1913243.761153__1.761153	301302__R5VCU3__cbiK_2
ERR1913243.761268__1.761268	328814__GCA_004558275.1_00035
ERR1913243.761447__1.761447	2292352__A0A374UQ84__DXC23_03855
ERR1913243.761673__1.761673	821__A0A3E4KIM1__M097_3660
ERR1913243.761646__1.761646	166486__D4L458__ROSINTL182_07088
ERR1913243.761704__1.761704	40518__R5DUU8__DXD86_08440
ERR1913243.761772__1.761772	40520__A0A174IJ62__DXC87_06795
ERR1913243.761826__1.761826	1262882__R5MYP8__BN519_00439
ERR1913243.761861__1.761861	40518__R5E1X3__clcA
ERR1913243.761951__1.761951	410072__A0A174DJM1__DXD67_05275
ERR1913243.762045__1.762045	626932__G5H4Z9__HMPREF9450_00009
ERR1913243.762343__1.762343	214856__R5UN64__ERS852447_02669
ERR1913243.762531__1.762531	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913243.762553__1.762553	1262992__R5D1X3__BN795_00176
ERR1913243.762623__1.762623	1262882__R5MM96__BN519_01545
ERR1913243.762646__1.762646	823__A0A073I5R7__cloSI
ERR1913243.762717__1.762717	328814__GCA_004558275.1_00995
ERR1913243.762743__1.762743	39486__B0G9P9__DXC93_15995
ERR1913243.762772__1.762772	1263000__R5EKY5__BN466_02100
ERR1913243.762972__1.762972	39492__D4JWG3__EUBSIR_00308
ERR1913243.762953__1.762953	214856__R5UN64__ERS852447_02669
ERR1913243.763061__1.763061	2292352__A0A374UQ84__DXC23_03855
ERR1913243.763101__1.763101	626933__H1DGX0__HMPREF9449_01506
ERR1913243.763139__1.763139	821__D4VC51__M099_1508
ERR1913243.763385__1.763385	820__E5VEH7__ERS852459_01300
ERR1913243.763422__1.763422	1262882__R5N5S3__BN519_00085
ERR1913243.763434__1.763434	418240__A0A173WVP8__acm
ERR1913243.763452__1.763452	487174__R5F4K8__HMPREF9448_01532
ERR1913243.763492__1.763492	394340__leuS
ERR1913243.763614__1.763614	214856__A0A175A6T5__ERS852447_02658
ERR1913243.763683__1.763683	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913243.763797__1.763797	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913243.763911__1.763911	40518__R5DM08__DXD83_06415
ERR1913243.763999__1.763999	40518__R5DUJ5__DXD83_01635
ERR1913243.764081__1.764081	40518__R5DLU0__fmt
ERR1913243.764114__1.764114	40518__R5DNY7__RBATCC27255_00367
ERR1913243.764164__1.764164	1263000__R5EFJ5__BN466_01372
ERR1913243.764203__1.764203	39492__D4JWB3__EUBSIR_00040
ERR1913243.764367__1.764367	40518__R5DLW4__thiN
ERR1913243.764689__1.764689	39492__D4JTG7__EUBSIR_00572
ERR1913243.764805__1.764805	39492__B0MLV5__EUBSIR_00804
ERR1913243.764779__1.764779	1262882__R5N3T7__BN519_01188
ERR1913243.764895__1.764895	39492__D4JRM9__bglB_2
ERR1913243.765023__1.765023	821__E5UY21__C800_02204
ERR1913243.765273__1.765273	301302__R5UMB9__M72_25011
ERR1913243.765378__1.765378	418240__A0A174MZV1__ERS852523_01489
