ERR1913247.224__1.224	100886__E2NQ59__ERS852383_05954
ERR1913247.1738804__1.1738804	169435__B0PGX4__B5F55_09565
ERR1913247.1738823__1.1738823	47678__R5UBT0__CGC64_12195
ERR1913247.1739158__1.1739158	1531__A0A174PCN0__HMPREF9471_04491
ERR1913247.1739213__1.1739213	216816__C2GTH2__CE159_03580
ERR1913247.1739361__1.1739361	487174__K0X3H8__HMPREF9448_02822
ERR1913247.1739459__1.1739459	216816__C2GUV2__APC1478_0430
ERR1913247.1739432__1.1739432	487175__D9Y2J1__HMPREF9439_02540
ERR1913247.1739648__1.1739648	216816__B3DNW2__BL171B_07980
ERR1913247.1740025__1.1740025	1262992__R5D3X7__BN795_00539
ERR1913247.1740087__1.1740087	28116__R6JIR4__DXA80_14190
ERR1913247.1740092__1.1740092	10678__GeneID:2777493
ERR1913247.1740141__1.1740141	508460__GCF_000585335.1_00010
ERR1913247.1740157__1.1740157	418240__A0A173XSX9__ERS852523_01591
ERR1913247.1740180__1.1740180	562__A0A0E1LDD5__B9N12_14240
ERR1913247.1740269__1.1740269	10678__GeneID:2777477
ERR1913247.1740292__1.1740292	40518__R5DLJ7__lytR_4
ERR1913247.1740313__1.1740313	563769__GeneID:6972918
ERR1913247.1740394__1.1740394	10678__GeneID:2777421
ERR1913247.1740721__1.1740721	39491__A0A396FMT0__EUBREC_3020
ERR1913247.1740761__1.1740761	626932__G5H6M5__HMPREF9450_00585
ERR1913247.1740818__1.1740818	712622__Q8DRM0__HMPREF9184_00282
ERR1913247.1741055__1.1741055	446660__GCA_003428235.1_02143
ERR1913247.1741215__1.1741215	371601__F7LA63__HMPREF1074_04288
ERR1913247.1741250__1.1741250	10678__GeneID:2777423
ERR1913247.1741339__1.1741339	1965576__A0A1Y4LM34__B5F19_03815
ERR1913247.1741383__1.1741383	165179__A0A3E5EBQ2__DXC61_01930
ERR1913247.1741399__1.1741399	246787__A0A108T429__BACCELL_00192
ERR1913247.1741539__1.1741539	246787__R6KIG0__BcellWH2_02358
ERR1913247.1741546__1.1741546	1262911__R6GKS1__BN557_00184
ERR1913247.1741568__1.1741568	357276__I9G0T7__BACDOR_04266
ERR1913247.1741855__1.1741855	216816__C5E8I1__yciB
ERR1913247.1741964__1.1741964	1550024__G9RXA8__TQ39_17870
ERR1913247.1741977__1.1741977	214856__R6YD52__ERS852447_02171
ERR1913247.1741992__1.1741992	10678__GeneID:2777450
ERR1913247.1742007__1.1742007	1262911__R6GT76__BN557_01150
ERR1913247.1742239__1.1742239	820__A0A139K5A6__DXB48_12175
ERR1913247.1742185__1.1742185	216816__C2GSX7__DD678_03555
ERR1913247.1742357__1.1742357	371601__F7LYR1__DXD03_13150
ERR1913247.1742385__1.1742385	562__P0ABR8__antA
ERR1913247.1742628__1.1742628	1262911__R6GXH0__BN557_00389
ERR1913247.1742823__1.1742823	823__A0A173W8N5__ERS852513_00780
ERR1913247.1743193__1.1743193	823__A0A078TL61__ERS852429_00610
ERR1913247.1743212__1.1743212	216816__A0A396FRQ5__DD678_01245
ERR1913247.1743290__1.1743290	1262873__R6WGU7__BN605_01961
ERR1913247.1743404__1.1743404	216816__D6DBD5__DXC32_04335
ERR1913247.1743488__1.1743488	10678__GeneID:2777443
ERR1913247.1743749__1.1743749	246787__E2NH87__BcellWH2_04496
ERR1913247.1743769__1.1743769	40518__R5DWH8__DXD86_04530
ERR1913247.1743779__1.1743779	10678__GeneID:2777401
ERR1913247.1744273__1.1744273	40518__R5DUU2__yvhJ_2
ERR1913247.1744348__1.1744348	818__Q8A3R2__C799_03293
ERR1913247.1744299__1.1744299	357276__I8VN30__HMPREF1065_03051
ERR1913247.1744565__1.1744565	1262873__R6XN34__BN605_01173
ERR1913247.1744631__1.1744631	40520__C6JG23__ERS852533_01990
ERR1913247.1744731__1.1744731	40518__R5E670__DXD93_06195
ERR1913247.1744763__1.1744763	1262873__R6W9X8__BN605_00063
ERR1913247.1744892__1.1744892	40518__R5DNY7__RBATCC27255_00367
ERR1913247.1744982__1.1744982	47678__A5ZHJ2__DXB67_12405
ERR1913247.1745048__1.1745048	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913247.1745145__1.1745145	10678__GeneID:2777481
ERR1913247.1745202__1.1745202	10678__GeneID:2777444
ERR1913247.1745253__1.1745253	10678__GeneID:2777423
ERR1913247.1745254__1.1745254	246787__A0A0P0GCR8__xynD_3
ERR1913247.1745586__1.1745586	357276__I8VQA2__HMPREF1065_04183
ERR1913247.1745600__1.1745600	328814__GCA_004558275.1_00035
ERR1913247.1745630__1.1745630	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913247.1745648__1.1745648	1262911__R6GMD8__BN557_01647
ERR1913247.1745866__1.1745866	357276__I9FRW5__B5F95_21685
ERR1913247.1745965__1.1745965	246787__A0A0P0G254__axeA1_2
ERR1913247.1746224__1.1746224	216816__A0A0A6VPB9__B624_1780
ERR1913247.1746277__1.1746277	214856__R6XRA1__vatD_3
ERR1913247.1746525__1.1746525	246787__A0A3D6B182__HMPREF1062_00600
ERR1913247.1746618__1.1746618	214856__I3YPI7__pepD_1
ERR1913247.1746630__1.1746630	357276__I9QBT7__BSEG_03340
ERR1913247.1746793__1.1746793	1796613__A0A1C7H300__A4V03_17350
ERR1913247.1746959__1.1746959	418240__C6JH13__ERS852478_02750
ERR1913247.1746977__1.1746977	357276__D1K3K9__EL88_23995
ERR1913247.1747099__1.1747099	246787__A0A0P0GV75__HMPREF1062_00095
ERR1913247.1747123__1.1747123	216816__D6D9J4__DPC6320_0487
ERR1913247.1747125__1.1747125	10678__GeneID:2777491
ERR1913247.1747264__1.1747264	216816__D6D9J4__DPC6320_0487
ERR1913247.1747347__1.1747347	638849__D1Y728__HMPREF7215_2506
ERR1913247.1747349__1.1747349	216816__A0A3D8U3T8__DXD41_09580
ERR1913247.1747532__1.1747532	1262911__R6GUQ4__BN557_01581
ERR1913247.1747645__1.1747645	823__A0A395YZ10__NCTC11152_02955
ERR1913247.1747799__1.1747799	216816__D6DC09__BLIC_a02334
ERR1913247.1747806__1.1747806	357276__A0A076IKP7__BACDOR_04239
ERR1913247.1747826__1.1747826	216816__V6XY04__APK78_02285
ERR1913247.1747840__1.1747840	246787__A0A0P0GG22__BACCELL_01899
ERR1913247.1747865__1.1747865	246787__A0A108T429__BACCELL_00192
ERR1913247.1747903__1.1747903	357276__A0A0K2HG61__BACDOR_02028
ERR1913247.1748040__1.1748040	328814__GCA_004558275.1_00033
ERR1913247.1748058__1.1748058	564886__GeneID:6973115
ERR1913247.1748121__1.1748121	246787__A0A0P0FW66__sigW_7
ERR1913247.1748303__1.1748303	39492__D4MJF3__EUBSIR_02248
ERR1913247.1748348__1.1748348	84030__D6DMA2__B5F06_04155
ERR1913247.1748446__1.1748446	100886__E2NP55__ybbH_6
ERR1913247.1748547__1.1748547	357276__A0A076J8D4__HMPREF1064_00553
ERR1913247.1748549__1.1748549	28116__C3QMW5__M089_4133
ERR1913247.1748667__1.1748667	214856__A0A174EQR4__rsmA
ERR1913247.1748773__1.1748773	35833__E5Y1J0__HMPREF0179_00049
ERR1913247.1748775__1.1748775	357276__I9R994__BACDOR_04044
ERR1913247.1748995__1.1748995	2020965__A0A2N5IR69__Tam1G_1511
ERR1913247.1749080__1.1749080	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913247.1749082__1.1749082	39492__D4JU31__ERS852540_00198
ERR1913247.1749317__1.1749317	10678__GeneID:2777406
ERR1913247.1749873__1.1749873	1683__C4FFP8__BIFANG_03162
ERR1913247.1750247__1.1750247	1501391__GCA_000786575.1_00055
ERR1913247.1750266__1.1750266	1262911__R6GY78__BN557_00532
ERR1913247.1750281__1.1750281	1262911__R6GZX7__BN557_00838
ERR1913247.1750633__1.1750633	84112__C8WJB5__Elen_0123
ERR1913247.1750652__1.1750652	1531__A0A174FYP5__HMPREF1087_00319
ERR1913247.1750662__1.1750662	46503__A7AHD3__DXB85_00810
ERR1913247.1750725__1.1750725	906669__GeneID:11294425
ERR1913247.1750803__1.1750803	10742__GeneID:1262491
ERR1913247.1750890__1.1750890	214856__I3YPR2__Alfi_2720
ERR1913247.1750949__1.1750949	216816__D6DD25__APC1482_1109
ERR1913247.1750989__1.1750989	1262911__R6H212__BN557_01031
ERR1913247.1751024__1.1751024	216816__B7GPE8__I118_0062
ERR1913247.1751156__1.1751156	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913247.1751161__1.1751161	10678__GeneID:2777421
ERR1913247.1751450__1.1751450	432200__GeneID:14182864
ERR1913247.1751651__1.1751651	10678__GeneID:2777386
ERR1913247.1751792__1.1751792	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913247.1751940__1.1751940	216816__C2GTV2__BLIF_0674
ERR1913247.1751967__1.1751967	1262911__R6GTZ4__BN557_01440
ERR1913247.1751999__1.1751999	10678__GeneID:2777470
ERR1913247.1752276__1.1752276	823__A0A173V751__DXD05_02690
ERR1913247.1752364__1.1752364	1432052__A0A1E3A9A0__BEI64_12750
ERR1913247.1752348__1.1752348	418240__A0A173YKG4__ycjO_4
ERR1913247.1752353__1.1752353	487174__K0X3H8__HMPREF9448_02822
ERR1913247.1752621__1.1752621	823__D7IXG8__ERS852560_01232
ERR1913247.1752751__1.1752751	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913247.1752757__1.1752757	1262911__R6GUQ4__BN557_01581
ERR1913247.1752907__1.1752907	357276__B6VUQ5__B5F00_10940
ERR1913247.1752975__1.1752975	33039__A0A173VNF2__truB
ERR1913247.1753020__1.1753020	216816__D6DC09__BLIC_a02334
ERR1913247.1753078__1.1753078	40518__R5E1J7__RBL236_02062
ERR1913247.1753230__1.1753230	10678__GeneID:2777482
ERR1913247.1753292__1.1753292	1965576__A0A1Y4LNE5__B5F19_06450
ERR1913247.1753303__1.1753303	1501391__GCA_000786575.1_00158
ERR1913247.1753324__1.1753324	357276__I9QWN0__ABI39_00335
ERR1913247.1753329__1.1753329	246787__A0A3D6AQP8__AA416_04153
ERR1913247.1753264__1.1753264	40518__R5DU74__RBATCC27255_00707
ERR1913247.1753535__1.1753535	562__P63202__gadW
ERR1913247.1753678__1.1753678	214856__I3YMC8__ERS852447_02666
ERR1913247.1753652__1.1753652	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1753796__1.1753796	1550024__G9RP69__ASJ35_11625
ERR1913247.1753827__1.1753827	40518__R5DX93__DXD93_03055
ERR1913247.1753865__1.1753865	216816__A0A1V8RHV4__DXD44_06445
ERR1913247.1754044__1.1754044	2108523__A0A2P2F507__LAWASA_1081
ERR1913247.1754068__1.1754068	357276__C3R9Y0__HMPREF1064_01889
ERR1913247.1754069__1.1754069	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913247.1754165__1.1754165	1262911__R6GPI7__BN557_00907
ERR1913247.1754241__1.1754241	10678__GeneID:2777413
ERR1913247.1754255__1.1754255	10678__GeneID:2777457
ERR1913247.1754339__1.1754339	47678__R5UUD7__bga_1
ERR1913247.1754319__1.1754319	28116__D7K7K3__SAMN05192581_103348
ERR1913247.1754343__1.1754343	1262911__R6H1P0__BN557_00940
ERR1913247.1754350__1.1754350	47678__R5U2F6__HMPREF1061_00767
ERR1913247.1754358__1.1754358	1501391__GCA_000786575.1_00145
ERR1913247.1754409__1.1754409	1550024__A0A3B9WGS9__ASJ35_05050
ERR1913247.1754558__1.1754558	1432052__A0A1E3ABI2__BEI63_16840
ERR1913247.1754693__1.1754693	357276__I8WPR6__EL88_06675
ERR1913247.1754721__1.1754721	216816__C2GUV2__APC1478_0430
ERR1913247.1754825__1.1754825	544645__A0A1U7LAX8__DXC42_11245
ERR1913247.1754871__1.1754871	1147152__GeneID:14181982
ERR1913247.1754945__1.1754945	508460__GCF_000585335.1_00093
ERR1913247.1754949__1.1754949	29361__B6FKH5__CLONEX_00621
ERR1913247.1754957__1.1754957	10678__GeneID:2777481
ERR1913247.1755007__1.1755007	100886__A0A174MEI0__hyaD_7
ERR1913247.1755124__1.1755124	10678__GeneID:2777471
ERR1913247.1755245__1.1755245	1432052__A0A1E3AQ54__BEI64_02255
ERR1913247.1755299__1.1755299	246787__R6KDR9__BcellWH2_02360
ERR1913247.1755276__1.1755276	1262911__R6GY22__BN557_00023
ERR1913247.1755401__1.1755401	214856__A0A174CRY5__ERS852559_01060
ERR1913247.1755405__1.1755405	214856__A0A174ZD89__ERS852559_00526
ERR1913247.1755406__1.1755406	357276__B6W1J2__BACDOR_03380
ERR1913247.1755530__1.1755530	1262911__R6HIJ8__BN557_01742
ERR1913247.1755558__1.1755558	1544__A0A2Y9BJN8__SAMN05216536_11840
ERR1913247.1755601__1.1755601	1262911__R6GW73__BN557_00128
ERR1913247.1755866__1.1755866	821__A0A0P0LFP6__C5Z04_13890
ERR1913247.1756057__1.1756057	10678__GeneID:2777415
ERR1913247.1756084__1.1756084	10678__GeneID:2777438
ERR1913247.1756144__1.1756144	216816__A0A2U0BT35__BL1206_1860
ERR1913247.1756251__1.1756251	10678__GeneID:2777385
ERR1913247.1756259__1.1756259	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1756319__1.1756319	216816__C5EBT1__BLIF_1344
ERR1913247.1756406__1.1756406	10678__GeneID:2777386
ERR1913247.1756636__1.1756636	10678__GeneID:2777494
ERR1913247.1756720__1.1756720	432201__GeneID:14182722
ERR1913247.1756907__1.1756907	84030__D6DEP8__B5F06_01610
ERR1913247.1757239__1.1757239	40518__R5DXI4__DXD86_07420
ERR1913247.1757223__1.1757223	10678__GeneID:2777481
ERR1913247.1757271__1.1757271	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913247.1757490__1.1757490	562__Q8XBR9__G770_00628
ERR1913247.1757533__1.1757533	1262911__R6GPI7__BN557_00907
ERR1913247.1757550__1.1757550	47678__A5ZBL9__C5Z00_18710
ERR1913247.1757566__1.1757566	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913247.1757607__1.1757607	562__P0ADK7__yibA
ERR1913247.1757720__1.1757720	100886__E2NR49__ERS852383_03877
ERR1913247.1757745__1.1757745	357276__A0A0K2HI25__DXD47_04465
ERR1913247.1757852__1.1757852	216816__C2GUV2__APC1478_0430
ERR1913247.1757870__1.1757870	357276__A0A076IYG1__B5F95_22465
ERR1913247.1757982__1.1757982	357276__A0A076IYG1__B5F95_22465
ERR1913247.1758049__1.1758049	1232426__rplB
ERR1913247.1758078__1.1758078	169435__B0P8N1__B5F11_05975
ERR1913247.1758080__1.1758080	638849__D1Y8Q5__HMPREF7215_2685
ERR1913247.1758087__1.1758087	10678__GeneID:2777403
ERR1913247.1758186__1.1758186	214856__I3YPQ0__ERS852447_01379
ERR1913247.1758145__1.1758145	239935__A0A139TVG9__CXU13_01700
ERR1913247.1758229__1.1758229	246787__A0A3D6AZF8__BACCELL_02529
ERR1913247.1758271__1.1758271	823__A0A173TMY6__M096_4753
ERR1913247.1758343__1.1758343	562__P0ABQ5__COD41_16240
ERR1913247.1758393__1.1758393	357276__A0A076IRZ5__BACDOR_00630
ERR1913247.1758422__1.1758422	10678__GeneID:2777387
ERR1913247.1758872__1.1758872	10678__GeneID:2777481
ERR1913247.1758900__1.1758900	638849__D1Y501__rnhA
ERR1913247.1759008__1.1759008	246787__R6LGB3__BcellWH2_02361
ERR1913247.1759049__1.1759049	33038__F7JT04__CDL21_01120
ERR1913247.1759274__1.1759274	563769__GeneID:6973157
ERR1913247.1759516__1.1759516	10678__GeneID:2777481
ERR1913247.1759544__1.1759544	216816__C2GTV6__AS143_01355
ERR1913247.1759611__1.1759611	216816__D6D9J4__DPC6320_0487
ERR1913247.1759732__1.1759732	562__P32704__COD56_15900
ERR1913247.1759756__1.1759756	216816__D6D9H5__APC1466_0493
ERR1913247.1759837__1.1759837	1042156__F7V3A8__HipB
ERR1913247.1759860__1.1759860	1262911__R6H212__BN557_01031
ERR1913247.1759896__1.1759896	638849__D1Y4C8__HMPREF7215_1141
ERR1913247.1760076__1.1760076	1262911__R6GMH5__BN557_00511
ERR1913247.1760031__1.1760031	214856__R6YC22__ERS852447_01215
ERR1913247.1760087__1.1760087	28118__F9ZB36__B5F99_17235
ERR1913247.1760124__1.1760124	40518__R5E6U1__yunB
ERR1913247.1760146__1.1760146	10678__GeneID:2777385
ERR1913247.1760162__1.1760162	487174__K0X9T7__HMPREF9448_00996
ERR1913247.1760175__1.1760175	1263005__R6F0R5__BN497_00287
ERR1913247.1760231__1.1760231	384638__B7AT14__BACPEC_01282
ERR1913247.1760255__1.1760255	216816__D6DCL7__BFS26_02835
ERR1913247.1760262__1.1760262	216816__B3DRU6__DPC6323_0992
ERR1913247.1760454__1.1760454	216816__D6DBD5__DXC32_04335
ERR1913247.1760488__1.1760488	1354__I6SA15__BH740_02395
ERR1913247.1760531__1.1760531	40518__R5E7G3__DXD86_03405
ERR1913247.1760539__1.1760539	216816__A0A0S2MI06__pepV
ERR1913247.1760650__1.1760650	1501391__GCA_000786575.1_00101
ERR1913247.1760718__1.1760718	10678__GeneID:2777395
ERR1913247.1760765__1.1760765	562__A0A377AAV3__CDL32_10800
ERR1913247.1760899__1.1760899	487174__K0X4Y9__DDY40_09115
ERR1913247.1760925__1.1760925	10678__GeneID:2777456
ERR1913247.1760926__1.1760926	214856__R6Z288__ERS852447_00734
ERR1913247.1760993__1.1760993	820__A0A396EUV1__B5G17_06465
ERR1913247.1761133__1.1761133	35833__S2KTV4__HMPREF0179_05216
ERR1913247.1761143__1.1761143	1232426__lepA
ERR1913247.1761153__1.1761153	10678__GeneID:2777424
ERR1913247.1761211__1.1761211	357276__A0A0P0M2G3__BACDOR_03913
ERR1913247.1761215__1.1761215	357276__B6VXX7__HMPREF1063_02683
ERR1913247.1761343__1.1761343	357276__B6W1Y1__BSEG_03960
ERR1913247.1761410__1.1761410	1432052__A0A1E3AUY8__BEI61_05984
ERR1913247.1761506__1.1761506	357276__B6W1J2__BACDOR_03380
ERR1913247.1761525__1.1761525	357276__A0A0M1W657__HMPREF1064_04629
ERR1913247.1761554__1.1761554	487174__K0WV13__DIT83_10890
ERR1913247.1761608__1.1761608	216816__V6XY04__APK78_02285
ERR1913247.1761543__1.1761543	1262911__R6GXH0__BN557_00389
ERR1913247.1761649__1.1761649	1965576__A0A1Y4KTU1__B5F19_16495
ERR1913247.1761978__1.1761978	40518__R5DUJ5__DXD83_01635
ERR1913247.1762017__1.1762017	84030__D6DEP8__B5F06_01610
ERR1913247.1762022__1.1762022	1965661__A0A1Y3S0N0__B5G37_14460
ERR1913247.1762170__1.1762170	261299__W1ULJ2__nadE_2
ERR1913247.1762190__1.1762190	1147153__GeneID:14181495
ERR1913247.1762243__1.1762243	357276__D1JZM4__HMPREF1065_01278
ERR1913247.1762293__1.1762293	246787__R6LGA6__tmoS_11
ERR1913247.1762303__1.1762303	10678__GeneID:2777480
ERR1913247.1762470__1.1762470	1354__A0A2A4DUE5__I584_02006
ERR1913247.1762614__1.1762614	214856__R6Z288__ERS852447_00734
ERR1913247.1762577__1.1762577	216816__C2GSX7__DD678_03555
ERR1913247.1762633__1.1762633	1262911__R6GSH8__BN557_00939
ERR1913247.1762903__1.1762903	154046__A0A174DWV4__DXD79_02085
ERR1913247.1762942__1.1762942	1354__I6TA67__BH735_12280
ERR1913247.1762994__1.1762994	1965576__A0A1Y4LPA8__B5F19_05805
ERR1913247.1763045__1.1763045	328814__GCA_004558275.1_01620
ERR1913247.1763153__1.1763153	214856__A0A174EQR4__rsmA
ERR1913247.1763302__1.1763302	216816__B7GQM4__BLIC_f01073
ERR1913247.1763313__1.1763313	214856__R6Z288__ERS852447_00734
ERR1913247.1763418__1.1763418	10678__GeneID:2777405
ERR1913247.1763374__1.1763374	1354__I6T8W5__EB10_02349
ERR1913247.1763457__1.1763457	10678__GeneID:2777407
ERR1913247.1763593__1.1763593	216816__A0A395XZB7__DXD37_04075
ERR1913247.1763719__1.1763719	820__A0A396EWL3__ERS417307_03868
ERR1913247.1763791__1.1763791	1232426__uvrA_1
ERR1913247.1763840__1.1763840	821__A0A3E4WAR6__DXD64_10735
ERR1913247.1764014__1.1764014	418240__A0A174VMW5__ERS852478_01082
ERR1913247.1764016__1.1764016	1262911__R6HN72__BN557_00911
ERR1913247.1764080__1.1764080	626932__G5H5E0__HMPREF9450_00150
ERR1913247.1764104__1.1764104	28116__A0A3D2LPA1__CUY_3388
ERR1913247.1764318__1.1764318	40518__R5DR96__RBATCC27255_01185
ERR1913247.1764423__1.1764423	10678__GeneID:2777408
ERR1913247.1764552__1.1764552	40518__R5DTG5__RBATCC27255_00890
ERR1913247.1764561__1.1764561	47678__R5UAY9__DW706_07200
ERR1913247.1764567__1.1764567	562__C6EBU6__ESQG_00710
ERR1913247.1764586__1.1764586	10678__GeneID:2777475
ERR1913247.1764656__1.1764656	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913247.1764725__1.1764725	563769__GeneID:6972918
ERR1913247.1764956__1.1764956	47678__R5USR9__HMPREF1061_01404
ERR1913247.1765359__1.1765359	357276__B6VVS0__HMPREF1064_03951
ERR1913247.1765382__1.1765382	1262911__R6GZX7__BN557_00838
ERR1913247.1765396__1.1765396	216816__A0A2U0BT35__BL1206_1860
ERR1913247.1765693__1.1765693	10678__GeneID:2777483
ERR1913247.1765781__1.1765781	47678__R5UAI1__BACCAC_01922
ERR1913247.1765754__1.1765754	1965576__A0A1Y4LK56__B5F19_04790
ERR1913247.1766390__1.1766390	214856__R6XUN2__rcsC_1
ERR1913247.1766452__1.1766452	487174__K0WT65__HMPREF9448_02407
ERR1913247.1766519__1.1766519	1550024__G9RX51__TQ39_04720
ERR1913247.1766570__1.1766570	216816__C5E9N8__DD678_02795
ERR1913247.1766821__1.1766821	1262911__R6GPI7__BN557_00907
ERR1913247.1767204__1.1767204	1262911__R6GKS1__BN557_00184
ERR1913247.1767381__1.1767381	244366__A0A0B7GCL1__sucC
ERR1913247.1767426__1.1767426	357276__D1JYA3__BSEG_00395
ERR1913247.1767637__1.1767637	638849__D1Y4C8__HMPREF7215_1141
ERR1913247.1767630__1.1767630	216816__Q8G585__APC1473_0508
ERR1913247.1767849__1.1767849	357276__B6W5Q9__HMPREF1063_03125
ERR1913247.1768115__1.1768115	1501391__GCA_000786575.1_00144
ERR1913247.1768194__1.1768194	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913247.1768143__1.1768143	40518__R5DZE2__DXD86_07400
ERR1913247.1768156__1.1768156	1550024__A0A3B9WIA4__TQ39_14495
ERR1913247.1768336__1.1768336	39492__D4MN06__EUBSIR_02672
ERR1913247.1768457__1.1768457	40518__R5DX31__DXD86_09775
ERR1913247.1768470__1.1768470	246787__I8V2S2__BACCELL_02524
ERR1913247.1768502__1.1768502	1501391__GCA_000786575.1_00052
ERR1913247.1768503__1.1768503	214856__R6Y6H8__ERS852447_01719
ERR1913247.1768516__1.1768516	626932__G5H4Z7__HMPREF9450_00007
ERR1913247.1768656__1.1768656	2173__A0A1D2WST6__METSMIALI_00213
ERR1913247.1768670__1.1768670	1262911__R6GY78__BN557_00532
ERR1913247.1768841__1.1768841	216816__A0A395XZB7__DXD37_04075
ERR1913247.1768850__1.1768850	216816__U2TWA1__DD678_00805
ERR1913247.1769134__1.1769134	246787__A0A3D6ART2__HMPREF1062_06211
ERR1913247.1769190__1.1769190	1262911__R6GZX7__BN557_00838
ERR1913247.1769200__1.1769200	33038__A0A396G851__tig
ERR1913247.1769166__1.1769166	638849__D1Y3Q0__HMPREF7215_0665
ERR1913247.1769281__1.1769281	28025__A0A1C7FW37__CDD75_00482
ERR1913247.1769353__1.1769353	216816__A0A0S2MCH0__AYW81_04880
ERR1913247.1769330__1.1769330	84030__D4MQL6__B5F06_12840
ERR1913247.1769450__1.1769450	487174__R5F2W8__HMPREF9448_01730
ERR1913247.1769475__1.1769475	1262911__R6H174__BN557_01246
ERR1913247.1769509__1.1769509	371601__W6P7Q9__BN890_32770
ERR1913247.1769514__1.1769514	216816__D6DBD7__BL71B_09615
ERR1913247.1769784__1.1769784	40518__R5DZC6__mreC
ERR1913247.1769825__1.1769825	563769__GeneID:6973141
ERR1913247.1769877__1.1769877	360807__A0A173SE91__murR
ERR1913247.1769908__1.1769908	1776392__A0A1Y4SPY8__B5E75_12810
ERR1913247.1769987__1.1769987	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913247.1770119__1.1770119	1263076__GCA_000437615.1_00122
ERR1913247.1770120__1.1770120	40518__R5DVL2__penA
ERR1913247.1770286__1.1770286	33039__A0A173TYC0__cobB_2
ERR1913247.1770298__1.1770298	40518__R5E6N4__DXD93_01325
ERR1913247.1770392__1.1770392	216816__A0A396FVC5__BL71B_00290
ERR1913247.1770421__1.1770421	1531__A0A2X2TH81__HMPREF1081_01772
ERR1913247.1770554__1.1770554	357276__I9QBT4__GV66_09000
ERR1913247.1770566__1.1770566	214856__R6XKW1__ERS852559_01141
ERR1913247.1770705__1.1770705	216816__A0A395XYV2__APC1468_1887
ERR1913247.1770816__1.1770816	216816__B3DNW2__BL171B_07980
ERR1913247.1770817__1.1770817	100886__A0A174HSH4__CATMIT_02717
ERR1913247.1770812__1.1770812	47678__A5ZHJ2__DXB67_12405
ERR1913247.1770889__1.1770889	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913247.1770857__1.1770857	216816__E8MVM4__APC1480_1562
ERR1913247.1771036__1.1771036	1501391__GCA_000786575.1_00027
ERR1913247.1771068__1.1771068	39492__D4JV86__spoIIE
ERR1913247.1771138__1.1771138	1147152__GeneID:14181993
ERR1913247.1771233__1.1771233	487174__R5G1E8__DIT83_00510
ERR1913247.1771237__1.1771237	216816__C5E884__DXC74_09410
