ERR1913216.557__1.557	823__E1YQ32__DXC05_04185
ERR1913216.823381__1.823381	291644__R5JCI3__HMPREF1532_04074
ERR1913216.823609__1.823609	1547597__A0A0C3RGN9__DMB45_11095
ERR1913216.823675__1.823675	47678__A5ZI88__BACCAC_02617
ERR1913216.823760__1.823760	357276__I8WEZ6__BACDOR_02323
ERR1913216.823787__1.823787	821__A0A078R9Y9__M097_2119
ERR1913216.823865__1.823865	357276__D1K3K9__EL88_23995
ERR1913216.824024__1.824024	1262888__R6QDU7__BN582_00606
ERR1913216.824072__1.824072	823__A0A174VHT1__DHP27_04775
ERR1913216.824084__1.824084	454155__F3QTG9__HMPREF9442_01487
ERR1913216.824586__1.824586	821__A0A174NM17__lacZ_6
ERR1913216.824881__1.824881	291644__R5J827__HMPREF1071_00396
ERR1913216.824953__1.824953	28111__E5WUE9__NCTC11155_01729
ERR1913216.825223__1.825223	823__K6ACX1__ERS852513_00266
ERR1913216.825243__1.825243	28116__A0A1Y4PWN5__M088_3731
ERR1913216.825431__1.825431	454155__F3QT07__HMPREF9442_01322
ERR1913216.825464__1.825464	1262736__R5Y2K8__BN496_01061
ERR1913216.825719__1.825719	1628085__A0A3E2XST6__C7386_11832
ERR1913216.825785__1.825785	572010__group_1977
ERR1913216.826132__1.826132	28118__F9ZCN9__DHW44_07820
ERR1913216.826178__1.826178	853__A0A173T751__C4N24_10280
ERR1913216.826212__1.826212	40518__A0A373KL92__RBATCC27255_01378
ERR1913216.826575__1.826575	239935__A0A2N8HH03__CXU09_08875
ERR1913216.826601__1.826601	1262935__R5GT62__BN773_01738
ERR1913216.826622__1.826622	46228__V8BLL4__HMPREF1202_02582
ERR1913216.826861__1.826861	357276__I9R4T1__IY41_06800
ERR1913216.827075__1.827075	820__A0A3E4VXP2__yesR
ERR1913216.827276__1.827276	357276__A0A0K2HG61__BACDOR_02028
ERR1913216.827298__1.827298	166486__C7G7A6__ROSINTL182_05773
ERR1913216.827475__1.827475	165179__R6PU83__CFT61_14275
ERR1913216.827479__1.827479	46506__R6B8Z4__SAMN05444283_11711
ERR1913216.827674__1.827674	821__I9R3W6__DXC16_12455
ERR1913216.827694__1.827694	1263000__R5EXT3__BN466_02213
ERR1913216.827910__1.827910	357276__I8VQA2__HMPREF1065_04183
ERR1913216.827965__1.827965	357276__I9QBT4__GV66_09000
ERR1913216.828158__1.828158	1262935__R5GM63__BN773_00882
ERR1913216.828159__1.828159	821__A0A395VMG0__DXC44_18080
ERR1913216.828512__1.828512	214856__R6YD52__ERS852447_02171
ERR1913216.828534__1.828534	166486__D4KZ14__inlA_1
ERR1913216.828602__1.828602	823__A6LHU5__M092_0203
ERR1913216.828575__1.828575	28117__B0MWC6__BHV66_00965
ERR1913216.828576__1.828576	1262888__R6P7P6__BN582_00294
ERR1913216.828935__1.828935	1547597__A0A0C3R522__IE90_04575
ERR1913216.829248__1.829248	853__A0A174BA00__DW905_01145
ERR1913216.829598__1.829598	40518__R5E4X1__DXD93_05270
ERR1913216.829835__1.829835	46503__R5DM05__DD461_09230
ERR1913216.830139__1.830139	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913216.830294__1.830294	291644__I9HQ59__HMPREF1071_02479
ERR1913216.830346__1.830346	46506__A0A120A0V1__DXC41_00280
ERR1913216.830387__1.830387	487174__R5EV44__HMPREF9448_01630
ERR1913216.830532__1.830532	2293125__A0A374C671__DW917_09135
ERR1913216.830587__1.830587	28117__B0MT86__BHV66_02450
ERR1913216.830753__1.830753	823__A0A355XGQ3__prmC
ERR1913216.830634__1.830634	357276__B6VVS0__HMPREF1064_03951
ERR1913216.830852__1.830852	28117__B0N007__BHV66_10275
ERR1913216.830882__1.830882	291644__R5JA59__HMPREF1071_02804
ERR1913216.831013__1.831013	487174__K0WX28__HMPREF9448_02178
ERR1913216.831028__1.831028	1262889__R7HDJ0__BN634_01493
ERR1913216.831115__1.831115	1780376__A0A143XQT4__BN3659_01658
ERR1913216.831254__1.831254	1262736__R5YYI5__BN496_01562
ERR1913216.831261__1.831261	823__D0TCC2__HMPREF1075_01590
ERR1913216.831503__1.831503	371601__D7J857__B5E52_13185
ERR1913216.831611__1.831611	1262911__R6H2J2__BN557_01228
ERR1913216.831640__1.831640	357276__D1JY58__BACDOR_04277
ERR1913216.831723__1.831723	418240__A0A173WW09__ERS852523_00448
ERR1913216.831790__1.831790	1262935__R5GT80__BN773_01758
ERR1913216.831928__1.831928	28117__B0MVL5__BHV66_01660
ERR1913216.832048__1.832048	357276__B6W5Q7__DXD47_13945
ERR1913216.832199__1.832199	820__A0A3E4IGA7__DXD40_07110
ERR1913216.832950__1.832950	28111__E5WUX3__HMPREF1016_00550
ERR1913216.833200__1.833200	823__E1YRQ7__M095_0737
ERR1913216.833313__1.833313	291644__I8YWR0__HMPREF1071_01375
ERR1913216.833418__1.833418	820__A0A139JRH8__HMPREF2141_04326
ERR1913216.833380__1.833380	1262958__R7GWE5__BN645_01402
ERR1913216.833667__1.833667	853__A0A2A7B9I6__DW855_13690
ERR1913216.833830__1.833830	1262945__R6YP45__BN600_01845
ERR1913216.834088__1.834088	706562__GCA_900112995.1_02127
ERR1913216.834220__1.834220	246787__A0A0P0G6F2__BcellWH2_02369
ERR1913216.834510__1.834510	165179__A0A3E5EA43__DXC61_07775
ERR1913216.834663__1.834663	552398__F4XBX2__HMPREF0866_00883
ERR1913216.834802__1.834802	28117__B0MY45__ALIPUT_02164
ERR1913216.834766__1.834766	46228__V8C7P7__HMPREF1202_01523
ERR1913216.834819__1.834819	357276__A0A076J9V8__BACDOR_01395
ERR1913216.835009__1.835009	823__A6L930__DDY96_14995
ERR1913216.835013__1.835013	165179__A0A229I3Z6__PREVCOP_03666
ERR1913216.835242__1.835242	820__A0A3E4W084__BACUNI_04042
ERR1913216.835328__1.835328	1501391__GCA_000786575.1_00102
ERR1913216.835524__1.835524	291644__I8Y778__HMPREF1532_02537
ERR1913216.835612__1.835612	246787__A0A3D6B0E4__BACCELL_02533
ERR1913216.835742__1.835742	28111__E5WUX1__HMPREF1016_00548
ERR1913216.835782__1.835782	116085__D4J740__DW747_11625
ERR1913216.836325__1.836325	1263000__R5EQI3__BN466_00125
ERR1913216.836599__1.836599	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913216.836937__1.836937	1547597__A0A0C3R5D2__BA92_07350
ERR1913216.837076__1.837076	28118__R6FX99__Odosp_1660
ERR1913216.837198__1.837198	823__E1YQ32__DXC05_04185
ERR1913216.837652__1.837652	39492__D4JU67__EUBSIR_00791
ERR1913216.837821__1.837821	1262945__R6YNE4__BN600_01653
ERR1913216.837899__1.837899	674529__A0A174VGZ4__SAMN05444400_14914
ERR1913216.837947__1.837947	40518__R5DTP7__DXD83_02415
ERR1913216.838597__1.838597	28118__F9ZAE1__DF785_04930
ERR1913216.839145__1.839145	884684__GCA_002892425.1_00913
ERR1913216.839172__1.839172	39488__A0A174CJ01__DXD91_03830
ERR1913216.839647__1.839647	821__A6L0C7__ERS852556_03520
ERR1913216.840241__1.840241	357276__I9F3U2__B5F00_20845
ERR1913216.840359__1.840359	357276__D1JYA3__BSEG_00395
ERR1913216.840436__1.840436	454155__F3QTG9__HMPREF9442_01487
ERR1913216.840624__1.840624	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913216.841001__1.841001	823__A6LER2__ERS852513_00365
ERR1913216.841124__1.841124	552398__F4XC19__HMPREF0866_00930
ERR1913216.841574__1.841574	39492__D4MIY5__EUBSIR_00233
ERR1913216.841844__1.841844	821__R6F3Y1__SAMN04487923_104318
ERR1913216.841937__1.841937	487174__K0WRH0__DDY40_05725
ERR1913216.841974__1.841974	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913216.842079__1.842079	28111__R5K5V1__NCTC11155_02461
ERR1913216.842086__1.842086	820__A0A139JRH8__HMPREF2141_04326
ERR1913216.842161__1.842161	46506__R6A5T2__DXC41_10795
ERR1913216.842210__1.842210	291644__R5J6I1__HMPREF1532_01472
ERR1913216.842799__1.842799	28116__A0A395VZB9__Bovatus_03205
ERR1913216.843089__1.843089	357276__I9QWD4__DXD47_15075
ERR1913216.843063__1.843063	47678__A5ZBL9__C5Z00_18710
ERR1913216.843064__1.843064	1262886__R6QSD5__BN563_01674
ERR1913216.843340__1.843340	418240__C6JGW8__ERS852523_02296
ERR1913216.843452__1.843452	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913216.843707__1.843707	46506__B0NM94__HMPREF1181_03250
ERR1913216.843898__1.843898	310298__B3JQJ5__BACCOP_04231
ERR1913216.844415__1.844415	1262935__R5GIS0__BN773_01547
ERR1913216.844744__1.844744	454155__F3QQI4__HMPREF9442_00426
ERR1913216.844761__1.844761	291644__R5JNF9__ERS852428_01840
ERR1913216.844817__1.844817	487174__K0X3L3__DDY40_11345
ERR1913216.845254__1.845254	47678__R5UA23__C5Z00_15610
ERR1913216.845398__1.845398	821__A0A174WBC9__ERS852556_03145
ERR1913216.845591__1.845591	371601__I9UUB0__SAMN04487924_11836
ERR1913216.845668__1.845668	1262888__R6PSC8__BN582_01379
ERR1913216.846022__1.846022	291644__I9I2F9__HMPREF1532_01625
ERR1913216.846465__1.846465	33039__D4M5E1__ERS852577_03873
ERR1913216.846542__1.846542	487174__K0WXI5__DDY40_07185
ERR1913216.846662__1.846662	884684__GCA_002892425.1_00913
ERR1913216.846766__1.846766	39492__D4JT75__EUBSIR_01776
ERR1913216.846950__1.846950	1628085__A0A3E2Y0H4__C7386_101347
ERR1913216.847027__1.847027	39492__D4JVG1__ERS852540_00951
ERR1913216.847003__1.847003	39491__A0A3E4YFT8__DXB69_10940
ERR1913216.847247__1.847247	39492__B0MM84__lgt
ERR1913216.847585__1.847585	823__A0A355XPA0__DXB14_05710
ERR1913216.847689__1.847689	46228__V8CH54__RUMLAC_00903
ERR1913216.847916__1.847916	1262889__R7HBI6__BN634_00794
ERR1913216.848027__1.848027	820__I9J701__ERS852510_01809
ERR1913216.848108__1.848108	821__A0A395VIK7__BVU_1225
ERR1913216.848547__1.848547	40520__R7D9Z5__DXD81_01525
ERR1913216.848758__1.848758	1262935__R5GF26__BN773_01700
ERR1913216.848787__1.848787	1262935__R5GG00__BN773_00204
ERR1913216.849046__1.849046	1262935__R5GGB1__BN773_00342
ERR1913216.849368__1.849368	371601__A0A174FWT4__SAMN04487924_11134
ERR1913216.849436__1.849436	28118__F9Z5A4__DHW44_14035
ERR1913216.849485__1.849485	454155__F3QXB7__HMPREF9442_02852
ERR1913216.849996__1.849996	39491__C4ZGN3__DXB99_14175
ERR1913216.850063__1.850063	357276__A0A076IS73__GV66_00410
ERR1913216.850541__1.850541	28111__R5K5Y3__BACEGG_03205
ERR1913216.850686__1.850686	1262911__R6H1P0__BN557_00940
ERR1913216.850732__1.850732	46228__B5CR77__truA
ERR1913216.850853__1.850853	853__A0A173T751__C4N24_10280
ERR1913216.850983__1.850983	823__A0A174GGT1__queG
ERR1913216.851110__1.851110	291644__I9TEJ3__luxQ_1
ERR1913216.851233__1.851233	820__A0A174NUS8__DXC80_12885
ERR1913216.851522__1.851522	853__A0A2A7ATM9__DWZ89_13645
ERR1913216.851778__1.851778	39492__D4JW10__pppA
ERR1913216.851729__1.851729	1501392__A0A0B2JQF3__PU94_01250
ERR1913216.852204__1.852204	820__A0A3E4GA19__SAMN05444418_10562
ERR1913216.852261__1.852261	1263006__R6LLP6__BN515_01041
ERR1913216.852450__1.852450	39492__D4JVX0__udk
ERR1913216.852657__1.852657	28117__B0MSS1__ALIPUT_00273
ERR1913216.852670__1.852670	357276__A0A076IKP7__BACDOR_04239
ERR1913216.853488__1.853488	823__A0A355XF06__B5F32_11480
ERR1913216.853498__1.853498	39492__B0MPL6__EUBSIR_01779
ERR1913216.853553__1.853553	820__A7V049__DXB48_04755
ERR1913216.853795__1.853795	46503__R6Y2Y6__ERS852463_03103
ERR1913216.853899__1.853899	487174__K0X429__HMPREF9448_00932
ERR1913216.853981__1.853981	39492__R6RKK9__EUBSIR_02022
ERR1913216.854496__1.854496	46503__A7AB27__DXB85_00430
ERR1913216.854950__1.854950	28117__B0MVL5__BHV66_01660
ERR1913216.855090__1.855090	487174__K0X079__DIT83_00640
ERR1913216.855095__1.855095	1262889__R7HCM3__BN634_01536
ERR1913216.855184__1.855184	821__C6Z451__BHV80_04265
ERR1913216.855287__1.855287	821__E5UMZ6__BVU_1450
ERR1913216.855345__1.855345	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913216.855439__1.855439	1262935__R5GSC2__BN773_01435
ERR1913216.856509__1.856509	357276__A0A076IS26__EL88_15950
ERR1913216.856577__1.856577	291644__I8YWR0__HMPREF1071_01375
ERR1913216.856779__1.856779	1262935__R5GHS7__BN773_01245
ERR1913216.857176__1.857176	291644__I8Y011__HMPREF1071_04228
ERR1913216.857248__1.857248	28117__B0MWC6__BHV66_00965
ERR1913216.857549__1.857549	357276__I8WPR6__EL88_06675
ERR1913216.857683__1.857683	357276__I9FRW5__B5F95_21685
ERR1913216.857801__1.857801	204516__U6RAM4__HMPREF1534_03439
ERR1913216.857945__1.857945	1150298__A0A174DX06__ERS852498_00491
ERR1913216.857993__1.857993	821__A0A3E4KIM1__M097_3660
ERR1913216.858022__1.858022	39492__D4JRM9__bglB_2
ERR1913216.858539__1.858539	820__A0A3E4FZM1__adaA_2
ERR1913216.858741__1.858741	853__A0A173YYY4__DWZ04_09420
ERR1913216.858880__1.858880	291644__I9IAR0__HMPREF1071_00441
ERR1913216.859100__1.859100	28118__F9Z8Y8__B5F99_07140
ERR1913216.859166__1.859166	216816__A0A396FRQ5__DD678_01245
ERR1913216.859178__1.859178	454155__F3QTG9__HMPREF9442_01487
ERR1913216.859307__1.859307	418240__A0A174S4S6__adaA_5
ERR1913216.859813__1.859813	291644__R5JNC3__HMPREF1071_03576
ERR1913216.859951__1.859951	821__A0A173XDD3__DXB82_17180
ERR1913216.860314__1.860314	1262935__R5GIL8__BN773_01483
ERR1913216.860340__1.860340	853__A8SGX8__C4N21_08625
ERR1913216.860506__1.860506	301301__A0A395V7N0__ERS852391_02330
ERR1913216.860788__1.860788	214856__I3YPQ3__Alfi_2711
ERR1913216.860794__1.860794	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913216.861271__1.861271	821__A0A0P0M2J4__DXD46_10295
ERR1913216.861431__1.861431	1262935__R5GM63__BN773_00882
ERR1913216.861537__1.861537	291644__I9T2X5__ERS852428_03729
ERR1913216.861593__1.861593	1160721__R6SUP4__vanY3
ERR1913216.861799__1.861799	328814__GCA_004558275.1_00036
ERR1913216.861967__1.861967	291644__R5JAW4__HMPREF1071_01744
ERR1913216.861942__1.861942	706562__GCA_900112995.1_02127
ERR1913216.862400__1.862400	1262935__R5GV51__BN773_00707
ERR1913216.862403__1.862403	821__D4VD59__BHV80_04260
ERR1913216.862415__1.862415	1262886__R6QRM1__BN563_01480
ERR1913216.862502__1.862502	28117__B0MXR1__BHV66_08035
ERR1913216.862756__1.862756	823__A0A395YXR9__M091_4086
ERR1913216.862907__1.862907	1262992__R5DCV6__BN795_00412
ERR1913216.863097__1.863097	649756__B0NZY6__CL2_25770
ERR1913216.863203__1.863203	820__A0A174QT76__B5G17_18060
ERR1913216.863329__1.863329	821__E5UPR6__SAMN04487923_101768
ERR1913216.863477__1.863477	39492__D4JUN0__EUBSIR_02705
ERR1913216.863527__1.863527	46228__V8BQP5__HMPREF1202_02378
ERR1913216.863809__1.863809	165179__D1PGU8__PREVCOP_06463
ERR1913216.863849__1.863849	39486__B0G2J6__DXB12_13190
ERR1913216.864028__1.864028	39492__D4JWI6__EUBSIR_01073
ERR1913216.864248__1.864248	1897011__A0A1Q6RH35__BHW41_01705
ERR1913216.864270__1.864270	1262992__R5D559__BN795_00706
ERR1913216.864451__1.864451	357276__B6W1J2__BACDOR_03380
ERR1913216.864725__1.864725	823__A0A173RD26__B5F32_03910
ERR1913216.864781__1.864781	823__K6AMD2__B5F32_04565
ERR1913216.864822__1.864822	821__A0A0P0LH09__ERS852457_03390
ERR1913216.865161__1.865161	204516__U6R9E6__HMPREF1534_03149
ERR1913216.865239__1.865239	2293125__A0A374BSW4__DW917_13420
ERR1913216.865574__1.865574	1680__A0A087DHN0__AL0462_1532
ERR1913216.865538__1.865538	1262889__R7HA41__BN634_01028
ERR1913216.865613__1.865613	823__A6L930__DDY96_14995
ERR1913216.866091__1.866091	371601__D4WBK5__BN891_3970
ERR1913216.866142__1.866142	1262824__R6RMR2__BN719_02646
ERR1913216.866159__1.866159	1547597__A0A318N7C8__IE90_05435
ERR1913216.866234__1.866234	2293125__A0A374C3L4__DW917_09100
ERR1913216.866639__1.866639	371601__D6D6P1__DXD03_13270
ERR1913216.866715__1.866715	1262889__R7HDN9__BN634_01543
ERR1913216.866986__1.866986	487174__K0WU53__DDY40_07650
ERR1913216.867401__1.867401	1855299__A0A1I5PG87__SAMN05216343_10636
ERR1913216.867731__1.867731	357276__B6VT86__IY41_22515
ERR1913216.867756__1.867756	291644__I9TLE2__HMPREF1071_00556
ERR1913216.867895__1.867895	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913216.868338__1.868338	291644__I8Y011__HMPREF1071_04228
ERR1913216.868537__1.868537	357276__A0A0K2HDP3__IY41_00705
ERR1913216.869255__1.869255	28116__F7LBW8__C5Z02_16055
ERR1913216.869677__1.869677	410072__C0B830__ERS852525_01946
ERR1913216.869691__1.869691	1262911__R6GPC5__BN557_00852
ERR1913216.869879__1.869879	1262935__R5GGB1__BN773_00342
ERR1913216.870015__1.870015	40518__R5E2F3__artQ
ERR1913216.870024__1.870024	1735__B7CD84__EUBIFOR_02163
ERR1913216.870025__1.870025	39492__D4JUS6__accD5
ERR1913216.870061__1.870061	853__A0A2A7A4A9__C4N21_14870
ERR1913216.870284__1.870284	458033__GCA_001482755.1_02203
ERR1913216.870868__1.870868	357276__A0A0K2HHN3__GV66_08845
ERR1913216.870945__1.870945	384638__B7AT14__BACPEC_01282
ERR1913216.871159__1.871159	1262744__R6FST0__BN744_00381
ERR1913216.871183__1.871183	28117__B0N007__BHV66_10275
ERR1913216.871275__1.871275	820__A0A3E4VXP2__yesR
ERR1913216.871324__1.871324	2293125__A0A374BSW4__DW917_13420
ERR1913216.871563__1.871563	166486__R6AY46__ROSINTL182_06128
ERR1913216.871577__1.871577	1263006__R6LLQ1__BN515_01046
ERR1913216.871661__1.871661	357276__B6VXX7__HMPREF1063_02683
ERR1913216.871646__1.871646	821__A0A0P0M5Z6__BVU_0429
ERR1913216.871903__1.871903	39492__B0MM84__lgt
ERR1913216.872354__1.872354	1897011__A0A1Q6RE92__BHW41_04980
ERR1913216.872360__1.872360	487174__K0XK80__DIT83_00335
ERR1913216.872497__1.872497	165179__D1PAR0__DXB80_01190
ERR1913216.872782__1.872782	46503__A0A3E4ZLE8__DXB61_09555
ERR1913216.872893__1.872893	28111__E5WYC3__NCTC11155_03517
ERR1913216.873035__1.873035	357276__B6W1Y1__BSEG_03960
ERR1913216.873126__1.873126	384638__B7APN3__BACPEC_00639
ERR1913216.874104__1.874104	823__D0TGE9__ERS852429_03294
ERR1913216.874192__1.874192	357276__B6W1Y5__IY41_11405
ERR1913216.874196__1.874196	357276__A0A076IS26__EL88_15950
ERR1913216.874280__1.874280	1262935__R5GT62__BN773_01738
ERR1913216.874434__1.874434	46228__V8CBI3__RUMLAC_02492
ERR1913216.874476__1.874476	46228__V8C3F9__HMPREF1202_01724
ERR1913216.874538__1.874538	33039__D4M6I1__nadB_2
ERR1913216.874623__1.874623	28117__R7JIJ8__BHV66_01635
ERR1913216.874639__1.874639	357276__U6R8F9__DXD47_04035
ERR1913216.875033__1.875033	820__A0A3E4RTP0__C801_01067
ERR1913216.875317__1.875317	1262825__R5EAJ1__BN724_00766
ERR1913216.875484__1.875484	39492__A0A174ZHV5__msbA_2
ERR1913216.875696__1.875696	1262935__R5GIL8__BN773_01483
ERR1913216.875901__1.875901	291644__I9I0P6__HMPREF1532_01982
ERR1913216.876452__1.876452	487174__R5FN40__HMPREF9448_01366
ERR1913216.877280__1.877280	204516__U6R9E7__HMPREF1534_03313
ERR1913216.877514__1.877514	1262935__R5GG03__BN773_00437
ERR1913216.877516__1.877516	384639__GCA_003096855.1_00494
ERR1913216.877805__1.877805	39496__A5Z6L0__EUBVEN_01343
ERR1913216.878002__1.878002	239935__R6JD78__CXU05_09250
ERR1913216.878203__1.878203	1262945__R6YHY2__BN600_01802
ERR1913216.878779__1.878779	1965604__A0A1Y4EIR7__B5F54_16765
ERR1913216.879052__1.879052	1262935__R5GIS0__BN773_01547
ERR1913216.879631__1.879631	821__A0A174WBC9__ERS852556_03145
ERR1913216.879880__1.879880	39492__D4JQL8__ywpJ
ERR1913216.880026__1.880026	823__A0A174VBJ5__M091_5021
ERR1913216.880041__1.880041	552398__F4XE43__HMPREF0866_01362
ERR1913216.880108__1.880108	46228__B5CLV0__DXD17_01245
ERR1913216.880338__1.880338	33039__D4M379__selB
ERR1913216.880374__1.880374	1262886__R6QHF8__BN563_00567
ERR1913216.880545__1.880545	328814__GCA_004558275.1_00034
ERR1913216.880723__1.880723	239935__A0A2N8IIB9__CXU04_01970
ERR1913216.880818__1.880818	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913216.881124__1.881124	384638__B7ASI3__BACPEC_02038
ERR1913216.881217__1.881217	821__E5UY21__C800_02204
ERR1913216.881301__1.881301	35833__S2KT27__HMPREF0179_05324
ERR1913216.881492__1.881492	40518__R5DXI4__DXD86_07420
ERR1913216.881619__1.881619	204516__U6R9E6__HMPREF1534_03149
ERR1913216.881624__1.881624	39491__A0A396FNY7__LD38_16155
ERR1913216.881992__1.881992	46228__B5CSZ7__HMPREF1202_01559
ERR1913216.882126__1.882126	821__A0A395UNT8__DXD64_15275
ERR1913216.882325__1.882325	1099853__U5CER2__NSB1T_13270
ERR1913216.882387__1.882387	165179__A0A229I7F5__DXB80_02650
ERR1913216.882820__1.882820	820__A0A374MMF0__HMPREF1073_03811
ERR1913216.883446__1.883446	820__A0A173XIP7__B5G17_16050
ERR1913216.883751__1.883751	40518__R5E2F3__artQ
ERR1913216.884141__1.884141	39492__D4JRV7__EUBSIR_01513
ERR1913216.884279__1.884279	1263030__R5CVX8__BN705_01155
ERR1913216.884418__1.884418	1262889__R7H9Z3__BN634_00978
ERR1913216.884568__1.884568	487174__K0XLC3__HMPREF9448_01065
ERR1913216.884805__1.884805	204516__U6RFB2__HMPREF1534_01733
ERR1913216.884853__1.884853	410072__A0A174QX27__murE_2
ERR1913216.885028__1.885028	39488__A0A174CJ01__DXD91_03830
ERR1913216.885197__1.885197	338188__A0A174ETX3__ERS852397_01955
ERR1913216.885303__1.885303	39492__R6SPM9__pheT
ERR1913216.885314__1.885314	357276__I9QBT4__GV66_09000
ERR1913216.885344__1.885344	820__A0A174LJB2__HMPREF1072_04112
ERR1913216.885489__1.885489	487173__H1CXZ3__HMPREF9453_00231
ERR1913216.885662__1.885662	1262889__R7HAN4__BN634_02105
ERR1913216.885695__1.885695	1262911__R6GPB5__BN557_00842
ERR1913216.885729__1.885729	1262825__R5E9A9__BN724_00864
ERR1913216.885859__1.885859	544645__A0A373UZ25__DXC42_17170
ERR1913216.885930__1.885930	853__A0A2A7A4A9__C4N21_14870
ERR1913216.886142__1.886142	46503__R6XDP9__ERS852463_01752
ERR1913216.886916__1.886916	214856__A0A175A6T5__ERS852447_02658
ERR1913216.887215__1.887215	204516__U6RDD8__HMPREF1534_02559
ERR1913216.887642__1.887642	487174__K0XDI7__DIT83_12065
ERR1913216.887834__1.887834	1262889__R7HCE8__BN634_01718
ERR1913216.887940__1.887940	820__I9J701__ERS852510_01809
ERR1913216.887954__1.887954	357276__A0A076ISD9__EL88_07480
ERR1913216.888309__1.888309	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913216.888423__1.888423	371601__I9UPW7__BN890_25900
ERR1913216.888517__1.888517	39492__D4JSS2__EUBSIR_00553
ERR1913216.888600__1.888600	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913216.889112__1.889112	487173__H1CXZ3__HMPREF9453_00231
ERR1913216.889389__1.889389	853__A8S882__C4N23_07600
ERR1913216.889556__1.889556	823__A0A173VS36__M091_4727
ERR1913216.889634__1.889634	821__D4VD59__BHV80_04260
ERR1913216.889950__1.889950	820__A0A3E4W4Y7__B5G17_02055
ERR1913216.889999__1.889999	820__A0A3E5BMG9__DXD40_05130
ERR1913216.890367__1.890367	46506__R6AEP1__HMPREF1181_01415
ERR1913216.890631__1.890631	1262935__R5GT45__BN773_01713
ERR1913216.890711__1.890711	33039__D4M379__selB
ERR1913216.891019__1.891019	357276__D1JZM4__HMPREF1065_01278
ERR1913216.891153__1.891153	1262736__R5YZI4__BN496_01865
ERR1913216.891353__1.891353	820__A0A078S4C2__ERS417307_00828
ERR1913216.891437__1.891437	33039__A0A173VTT4__frdB_1
ERR1913216.891783__1.891783	821__A0A173XDD3__DXB82_17180
ERR1913216.892151__1.892151	552398__F4XCR9__HMPREF0866_01636
ERR1913216.892763__1.892763	357276__I9F3U2__B5F00_20845
