ERR1913252.674__1.674	1262924__R7HST1__BN585_00215
ERR1913252.1989171__1.1989171	166486__D4L456__rpfG_10
ERR1913252.1989205__1.1989205	310298__B3JMG0__BACCOP_03099
ERR1913252.1989271__1.1989271	1262739__R6M9P7__BN659_01903
ERR1913252.1989288__1.1989288	410072__C0B686__ERS852481_00939
ERR1913252.1989516__1.1989516	418240__A0A173XQZ4__yusO
ERR1913252.1989860__1.1989860	33025__A0A395JAF6__C8D73_10758
ERR1913252.1989960__1.1989960	1262739__R6M9P7__BN659_01903
ERR1913252.1990023__1.1990023	853__A8SB03__C4Q21_07960
ERR1913252.1990124__1.1990124	301301__A0A395VAJ9__RHOM_06125
ERR1913252.1990192__1.1990192	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913252.1990364__1.1990364	1262930__R5ZWP2__BN693_01542
ERR1913252.1990496__1.1990496	821__A0A395UNT8__DXD64_15275
ERR1913252.1990540__1.1990540	33025__A0A395J9R3__C8D73_10817
ERR1913252.1990602__1.1990602	166486__D4KUC4__arcB_1
ERR1913252.1990773__1.1990773	410072__C0BER6__DXD67_15575
ERR1913252.1990843__1.1990843	357276__I9R1V6__DXD47_04125
ERR1913252.1990965__1.1990965	1262930__R6AUX8__BN693_00160
ERR1913252.1991311__1.1991311	1262930__R5ZWP2__BN693_01542
ERR1913252.1991336__1.1991336	310298__B3JMG0__BACCOP_03099
ERR1913252.1991364__1.1991364	1262924__R7HTK4__BN585_00496
ERR1913252.1991377__1.1991377	418240__C6JHP9__ERS852478_02092
ERR1913252.1991439__1.1991439	165179__D1PCL6__DXB80_13435
ERR1913252.1991449__1.1991449	853__D4KAK8__C4N21_13380
ERR1913252.1991495__1.1991495	166486__D4L334__mcp3_1
ERR1913252.1991574__1.1991574	820__A7V9F9__B5G17_14640
ERR1913252.1991627__1.1991627	410072__A0A173XU61__ykvU
ERR1913252.1992143__1.1992143	418240__A0A174MZV1__ERS852523_01489
ERR1913252.1992479__1.1992479	166486__D4KZ04__ERS852572_01569
ERR1913252.1992844__1.1992844	28116__C3QMW4__BACOVA_04147
ERR1913252.1992971__1.1992971	39492__R6SA81__EUBSIR_00402
ERR1913252.1993171__1.1993171	2108523__A0A2P2F214__LAWASA_27
ERR1913252.1993288__1.1993288	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.1993761__1.1993761	1262948__R7E9I7__BN671_01930
ERR1913252.1993803__1.1993803	818__A0A0P0F2P7__BT_1771
ERR1913252.1993829__1.1993829	166486__D4KWL4__ROSINTL182_06052
ERR1913252.1993869__1.1993869	818__A0A174T624__HMPREF2534_01176
ERR1913252.1993910__1.1993910	1262930__R6A8N0__BN693_02179
ERR1913252.1993992__1.1993992	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913252.1994174__1.1994174	39491__D6E118__DXB69_05765
ERR1913252.1994211__1.1994211	1735__B7CDQ5__EUBIFOR_02338
ERR1913252.1994767__1.1994767	2292284__A0A374VDM7__DXC10_06065
ERR1913252.1994837__1.1994837	818__A0A0P0FKT1__C5Z03_19050
ERR1913252.1994921__1.1994921	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.1994933__1.1994933	184870__A0A2I1YD62__Q618_VCMC00001G0322
ERR1913252.1995084__1.1995084	165179__A0A174SA26__PREVCOP_05758
ERR1913252.1995119__1.1995119	821__A0A396F9T7__M097_3427
ERR1913252.1995281__1.1995281	1262930__R6AS47__BN693_01577
ERR1913252.1995299__1.1995299	884684__GCA_002892425.1_01408
ERR1913252.1995322__1.1995322	818__A0A139K7W4__ERS852511_00771
ERR1913252.1995426__1.1995426	46503__R6Y4W3__DXB85_01650
ERR1913252.1995462__1.1995462	823__A0A355XLQ9__DXC05_02185
ERR1913252.1995559__1.1995559	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913252.1995871__1.1995871	357276__I9RD92__BACDOR_04262
ERR1913252.1996131__1.1996131	1262930__R5ZXU1__BN693_01352
ERR1913252.1996203__1.1996203	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913252.1996345__1.1996345	2293125__A0A374CJ42__DW917_03305
ERR1913252.1996687__1.1996687	1262948__R7EA06__BN671_01316
ERR1913252.1996747__1.1996747	310298__B3JQL6__BACCOP_04252
ERR1913252.1996792__1.1996792	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913252.1996906__1.1996906	39486__A0A3E4M8R7__mobB
ERR1913252.1996956__1.1996956	166486__D4KMI6__ERS852572_01515
ERR1913252.1997170__1.1997170	360807__A0A173VD35__suhB
ERR1913252.1997380__1.1997380	853__A0A329UEG4__CHR60_00585
ERR1913252.1997384__1.1997384	357276__A0A076IRX4__ABI39_13585
ERR1913252.1997490__1.1997490	1150298__A0A174R4D7__tmpC_2
ERR1913252.1997546__1.1997546	410072__A0A174DIZ5__ERS852574_01258
ERR1913252.1997645__1.1997645	410072__C0B9G6__ERS852481_03113
ERR1913252.1997689__1.1997689	410072__A0A173ZG02__ERS852574_01061
ERR1913252.1997831__1.1997831	821__A0A3E4HP25__SAMN04487923_102450
ERR1913252.1997836__1.1997836	166486__C7G849__ERS852572_00697
ERR1913252.1997928__1.1997928	310298__B3JK99__BACCOP_02328
ERR1913252.1998003__1.1998003	1262924__R7HTA4__BN585_00391
ERR1913252.1998010__1.1998010	2293125__A0A374BUM7__DW917_12980
ERR1913252.1998704__1.1998704	39488__A0A174JH77__EUBHAL_03278
ERR1913252.1998747__1.1998747	33039__A0A3D0EY88__ERS852390_03120
ERR1913252.1998761__1.1998761	410072__C0B9A1__COPCOM_01727
ERR1913252.1998834__1.1998834	28118__F9Z8K4__Odosp_0843
ERR1913252.1998838__1.1998838	357276__I9FU68__HMPREF1063_00557
ERR1913252.1998872__1.1998872	301301__A0A395V714__evgS
ERR1913252.1998981__1.1998981	166486__D4KWN4__ERS852572_01865
ERR1913252.1999046__1.1999046	310298__B3JNH4__BACCOP_03487
ERR1913252.1999057__1.1999057	39486__G1WX25__DXD84_13390
ERR1913252.1999262__1.1999262	818__A0A3E5HY51__rpfC_2
ERR1913252.1999311__1.1999311	310298__B3JFK6__BACCOP_00656
ERR1913252.1999500__1.1999500	821__I9R3W6__DXC16_12455
ERR1913252.1999547__1.1999547	2293125__A0A374CBD1__DW917_06995
ERR1913252.1999729__1.1999729	166486__D4KVX6__ROSINTL182_06735
ERR1913252.1999775__1.1999775	166486__D4L0J8__ROSINTL182_08089
ERR1913252.1999795__1.1999795	216816__D6DBD5__DXC32_04335
ERR1913252.1999970__1.1999970	1550024__A0A3B9WIW5__TQ39_04755
ERR1913252.1999997__1.1999997	821__A0A395US34__C5Z04_18975
ERR1913252.2000057__1.2000057	1628085__A0A3E2XSZ1__C7386_1044
ERR1913252.2000382__1.2000382	410072__C0B4V0__ERS852481_02420
ERR1913252.2000414__1.2000414	2293125__A0A374BY09__DW917_11855
ERR1913252.2000446__1.2000446	166486__D4KX00__ROSINTL182_07577
ERR1913252.2000545__1.2000545	46503__K5ZK07__PARMER_03787
ERR1913252.2000522__1.2000522	310298__B3JGL4__BACCOP_01016
ERR1913252.2000723__1.2000723	2293125__A0A374CMK5__DW917_00330
ERR1913252.2000796__1.2000796	166486__D4KUT4__ERS852572_01421
ERR1913252.2000877__1.2000877	357276__I8WPR6__EL88_06675
ERR1913252.2001027__1.2001027	853__C7H1R8__DW905_06675
ERR1913252.2001064__1.2001064	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.2001084__1.2001084	1262924__R7HMZ0__BN585_01986
ERR1913252.2001207__1.2001207	1262930__R5ZV69__BN693_01268
ERR1913252.2001230__1.2001230	39486__G1WSX8__DXD82_08635
ERR1913252.2001323__1.2001323	1262930__R6A1N0__BN693_00917
ERR1913252.2001390__1.2001390	310298__B3JQJ5__BACCOP_04231
ERR1913252.2001482__1.2001482	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.2001492__1.2001492	166486__D4L337__msbA_4
ERR1913252.2001602__1.2001602	1550024__A0A0W7TN61__ASJ35_14460
ERR1913252.2001606__1.2001606	818__D7I7V5__BJP75_001030
ERR1913252.2001592__1.2001592	487174__K0WUJ5__HMPREF9448_02567
ERR1913252.2001685__1.2001685	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.2001743__1.2001743	166486__D4L273__ERS852572_01638
ERR1913252.2001845__1.2001845	2293125__A0A374CMK5__DW917_00330
ERR1913252.2001951__1.2001951	1262930__R6AXR1__BN693_00352
ERR1913252.2001917__1.2001917	2293125__A0A374C9I8__DW917_06795
ERR1913252.2001969__1.2001969	487174__K0WYG8__HMPREF9448_01522
ERR1913252.2002020__1.2002020	357276__I8WBQ9__HMPREF1065_03212
ERR1913252.2002108__1.2002108	487174__K0XDZ0__HMPREF9448_02863
ERR1913252.2002240__1.2002240	1034346__A0A2V2F806__DBX92_09700
ERR1913252.2002299__1.2002299	1735__B7CD84__EUBIFOR_02163
ERR1913252.2002369__1.2002369	165179__R6B8D8__DXC61_09245
ERR1913252.2002361__1.2002361	821__I9R3W6__DXC16_12455
ERR1913252.2002429__1.2002429	818__A0A139KY34__ERS852461_03898
ERR1913252.2002467__1.2002467	166486__D4KUT4__ERS852572_01421
ERR1913252.2002523__1.2002523	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.2002567__1.2002567	28118__R6FC74__DHW44_13330
ERR1913252.2002572__1.2002572	1550024__G9RZ38__ASJ35_12765
ERR1913252.2002604__1.2002604	292800__A0A174W622__ADH75_01915
ERR1913252.2002721__1.2002721	818__A0A3E5HGB5__ERS852511_02145
ERR1913252.2002927__1.2002927	820__A0A139KG60__M094_2679
ERR1913252.2002902__1.2002902	301301__A0A395VA97__RHOM_13930
ERR1913252.2003097__1.2003097	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913252.2003212__1.2003212	2293125__A0A374BSW4__DW917_13420
ERR1913252.2003449__1.2003449	28118__R6FGR0__dapF
ERR1913252.2003479__1.2003479	165179__D1PCL6__DXB80_13435
ERR1913252.2003573__1.2003573	357276__A0A0K2HI25__DXD47_04465
ERR1913252.2003905__1.2003905	28052__R5HJU0__ERS852451_00148
ERR1913252.2004105__1.2004105	820__A0A139KHX1__HMPREF2141_00289
ERR1913252.2004175__1.2004175	821__A0A174NM17__lacZ_6
ERR1913252.2004393__1.2004393	820__A0A3E4PYB0__yejM
ERR1913252.2004733__1.2004733	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.2004921__1.2004921	357276__I9QWN0__ABI39_00335
ERR1913252.2004930__1.2004930	2293125__A0A374BSW4__DW917_13420
ERR1913252.2005067__1.2005067	1262930__R5ZWP2__BN693_01542
ERR1913252.2005158__1.2005158	204516__U6RAM4__HMPREF1534_03439
ERR1913252.2005134__1.2005134	371601__A0A174AWE7__BXY_28850
ERR1913252.2005166__1.2005166	821__C3RB94__DXC03_15585
ERR1913252.2005194__1.2005194	821__A0A396EVC9__DXB90_03525
ERR1913252.2005454__1.2005454	1262992__R5CWT5__BN795_00747
ERR1913252.2005599__1.2005599	28118__R6F891__NCTC10826_02656
ERR1913252.2005607__1.2005607	853__A0A2A7A4A9__C4N21_14870
ERR1913252.2005643__1.2005643	820__A0A3E4WA06__ERS852554_03404
ERR1913252.2005813__1.2005813	853__E2ZJT1__C4N23_03535
ERR1913252.2005935__1.2005935	165179__A0A3E5AER8__DXB80_07075
ERR1913252.2005967__1.2005967	39496__A5ZAI8__EUBVEN_02735
ERR1913252.2006010__1.2006010	853__A0A174BZY1__xerD_1
ERR1913252.2006158__1.2006158	1150298__A0A174L2G3__ERS852498_01371
ERR1913252.2006253__1.2006253	1735__B7CDA5__EUBIFOR_02186
ERR1913252.2006358__1.2006358	2293125__A0A374BSW4__DW917_13420
ERR1913252.2006702__1.2006702	1628085__A0A3E2Y1L0__C7386_11254
ERR1913252.2006839__1.2006839	820__A0A174KKV6__DXC07_02635
ERR1913252.2006955__1.2006955	357276__A0A076J8M3__ABI39_13695
ERR1913252.2007026__1.2007026	2108523__A0A2P2F504__LAWASA_1087
ERR1913252.2007260__1.2007260	823__A0A174EFT7__luxQ_5
ERR1913252.2007367__1.2007367	1262930__R6A2Q0__BN693_00487
ERR1913252.2007513__1.2007513	823__A0A073I748__M096_3057
ERR1913252.2007719__1.2007719	165179__D1PCL6__DXB80_13435
ERR1913252.2007850__1.2007850	820__A0A173YYG4__evgS_3
ERR1913252.2008092__1.2008092	39496__A5Z807__EUBVEN_01847
ERR1913252.2008120__1.2008120	818__A0A0P0F989__BJP75_019080
ERR1913252.2008355__1.2008355	1262930__R5ZXR2__BN693_01728
ERR1913252.2008454__1.2008454	1262930__R5ZVH8__BN693_01324
ERR1913252.2008488__1.2008488	821__A0A3E4KIM1__M097_3660
ERR1913252.2008521__1.2008521	310298__B3JFK5__BACCOP_00655
ERR1913252.2008522__1.2008522	1262992__R5D6J2__BN795_00288
ERR1913252.2008538__1.2008538	310298__B3JK49__BACCOP_02273
ERR1913252.2008704__1.2008704	1262924__R7HKZ9__BN585_01304
ERR1913252.2008810__1.2008810	165179__A0A174SA26__PREVCOP_05758
ERR1913252.2009349__1.2009349	1262930__R6AQF3__BN693_01271
ERR1913252.2009476__1.2009476	1034346__A0A318KFK9__DES51_1172
ERR1913252.2009495__1.2009495	33025__A0A395J947__C8D73_11315
ERR1913252.2009560__1.2009560	1262930__R6A6G2__BN693_00683
ERR1913252.2009572__1.2009572	33025__A0A395J947__C8D73_11315
ERR1913252.2009674__1.2009674	1099853__G9S562__NSB1T_00535
ERR1913252.2009703__1.2009703	28052__R7NCD4__ERS852451_00170
ERR1913252.2009721__1.2009721	1150298__A0A174SLE6__mlc_1
ERR1913252.2009968__1.2009968	2293125__A0A374CJ42__DW917_03305
ERR1913252.2010064__1.2010064	301301__A0A395V948__rsgA_2
ERR1913252.2010065__1.2010065	821__I9R3W6__DXC16_12455
ERR1913252.2010212__1.2010212	853__C7H7F5__DWZ46_01780
ERR1913252.2010242__1.2010242	823__D7IXG8__ERS852560_01232
ERR1913252.2010387__1.2010387	821__A0A396F9T7__M097_3427
ERR1913252.2010403__1.2010403	820__A0A174M9V5__M093_0237
ERR1913252.2010419__1.2010419	166486__D4L402__ROSINTL182_05182
ERR1913252.2010421__1.2010421	28111__R5JPB6__NCTC11155_02514
ERR1913252.2010539__1.2010539	410072__A0A173XQG6__ERS852574_01620
ERR1913252.2010587__1.2010587	357276__D1K526__GV66_17250
ERR1913252.2010744__1.2010744	1262924__R7HSM4__BN585_00913
ERR1913252.2010852__1.2010852	28132__D9RV83__HMPREF0660_00835
ERR1913252.2010972__1.2010972	853__A0A2A7B9I6__DW855_13690
ERR1913252.2010983__1.2010983	46506__S3YU07__AA415_02597
ERR1913252.2011089__1.2011089	43675__D2NQ42__HMPREF0737_01751
ERR1913252.2011135__1.2011135	166486__D4KXA6__ROSINTL182_05897
ERR1913252.2011308__1.2011308	1262948__R7EFU6__BN671_01093
ERR1913252.2011436__1.2011436	410072__A0A174AQ98__COPCOM_03377
ERR1913252.2011456__1.2011456	218538__C9LPF0__GCWU000321_01429
ERR1913252.2011853__1.2011853	165179__A0A229I7F5__DXB80_02650
ERR1913252.2012334__1.2012334	487174__K0X177__HMPREF9448_00818
ERR1913252.2012431__1.2012431	2293125__A0A374BLR6__DW917_15555
ERR1913252.2012457__1.2012457	371601__I9UUB0__SAMN04487924_11836
ERR1913252.2012677__1.2012677	1735__B7CDA5__EUBIFOR_02186
ERR1913252.2012736__1.2012736	357276__A0A0K2HDP3__IY41_00705
ERR1913252.2012776__1.2012776	458033__GCA_001482755.1_02203
ERR1913252.2012786__1.2012786	820__R7E9Z4__DXC68_06065
ERR1913252.2012886__1.2012886	1262992__R5CX54__BN795_00843
ERR1913252.2012851__1.2012851	46503__A7ADV9__ERS852463_01504
ERR1913252.2012862__1.2012862	39488__A0A173UYZ4__EHLA_0662
ERR1913252.2012933__1.2012933	2293125__A0A374BSW4__DW917_13420
ERR1913252.2013035__1.2013035	166486__D4L0B2__ERS852572_03035
ERR1913252.2013045__1.2013045	884684__GCA_002892425.1_01408
ERR1913252.2013065__1.2013065	357276__I9QBT7__BSEG_03340
ERR1913252.2013122__1.2013122	166486__D4L457__ROSINTL182_07087
ERR1913252.2013225__1.2013225	1262930__R6AX81__BN693_00293
ERR1913252.2013352__1.2013352	1262992__R5D6J2__BN795_00288
ERR1913252.2013388__1.2013388	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913252.2013411__1.2013411	2293125__A0A374CCM7__DW917_05375
ERR1913252.2013489__1.2013489	357276__A0A076ISJ4__B5F95_19420
ERR1913252.2013524__1.2013524	33025__A0A395JBA6__C8D73_1039
ERR1913252.2013556__1.2013556	88431__A0A174UW18__lytR_4
ERR1913252.2013623__1.2013623	2293125__A0A374CJ42__DW917_03305
ERR1913252.2013646__1.2013646	1150298__R7JV71__ERS852498_00755
ERR1913252.2013731__1.2013731	823__D7IV95__DXC05_09565
ERR1913252.2013703__1.2013703	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.2013718__1.2013718	1262924__R7HSV3__BN585_00240
ERR1913252.2013681__1.2013681	1262930__R6ALR2__BN693_00077
ERR1913252.2013757__1.2013757	39488__A0A285PS10__ERS852578_00426
ERR1913252.2013821__1.2013821	165179__D1PGU8__PREVCOP_06463
ERR1913252.2013935__1.2013935	853__A0A173SUU8__CGS54_06840
ERR1913252.2014005__1.2014005	2293125__A0A374BSW4__DW917_13420
ERR1913252.2014025__1.2014025	360807__C0FVL6__ERS852444_00333
ERR1913252.2014198__1.2014198	853__A0A2A7A4A9__C4N21_14870
ERR1913252.2014268__1.2014268	821__A0A395VMG0__DXC44_18080
ERR1913252.2014317__1.2014317	357276__A6L053__ABI39_04450
ERR1913252.2014433__1.2014433	2293125__A0A374BSW4__DW917_13420
ERR1913252.2014507__1.2014507	204516__U6R7Y8__HMPREF1534_03942
ERR1913252.2014598__1.2014598	1262930__R6A2Z0__BN693_02280
ERR1913252.2014629__1.2014629	853__C7H7F5__DWZ46_01780
ERR1913252.2014736__1.2014736	310298__B3JKM0__BACCOP_02451
ERR1913252.2014997__1.2014997	165179__A0A3E5AER8__DXB80_07075
ERR1913252.2015064__1.2015064	28111__R5K5X6__NCTC11155_02508
ERR1913252.2015265__1.2015265	818__A0A3E5HPU8__ERS852430_01891
ERR1913252.2015396__1.2015396	818__D7IK38__ERS852430_03017
ERR1913252.2015506__1.2015506	88431__A0A174MYZ5__ycjP_7
ERR1913252.2015548__1.2015548	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.2015705__1.2015705	371601__I9UUB0__SAMN04487924_11836
ERR1913252.2015752__1.2015752	166486__D4KWV3__ROSINTL182_07514
ERR1913252.2015766__1.2015766	33025__A0A395JBA6__C8D73_1039
ERR1913252.2015769__1.2015769	1099853__U5CA60__NSB1T_01535
ERR1913252.2015850__1.2015850	820__A0A174A6K0__M093_0079
ERR1913252.2015922__1.2015922	2293125__A0A374BUM7__DW917_12980
ERR1913252.2016009__1.2016009	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913252.2016026__1.2016026	28116__F7L8H9__BACOVA_00587
ERR1913252.2016139__1.2016139	166486__D4L2C3__ERS852572_01686
ERR1913252.2016152__1.2016152	410072__C0B8G7__ERS852525_00626
ERR1913252.2016170__1.2016170	357276__I9QWN0__ABI39_00335
ERR1913252.2016253__1.2016253	2293125__A0A374CJ42__DW917_03305
ERR1913252.2016310__1.2016310	2293125__A0A374C0L7__DW917_11510
ERR1913252.2016395__1.2016395	39486__B0G8F8__DXD82_06370
ERR1913252.2016594__1.2016594	1262930__R6AQM8__BN693_01323
ERR1913252.2016712__1.2016712	357276__B6W5Q7__DXD47_13945
ERR1913252.2017445__1.2017445	2293125__A0A374BY09__DW917_11855
ERR1913252.2017611__1.2017611	166486__D4L2C3__ERS852572_01686
ERR1913252.2017649__1.2017649	818__Q8A3I3__HMPREF2534_00068
ERR1913252.2017721__1.2017721	310298__B3JQJ5__BACCOP_04231
ERR1913252.2017775__1.2017775	821__C6Z451__BHV80_04265
ERR1913252.2017850__1.2017850	2293125__A0A374BSW4__DW917_13420
ERR1913252.2017854__1.2017854	166486__C7GAX1__ERS852572_03188
ERR1913252.2017990__1.2017990	544644__GCA_001915615.1_02043
ERR1913252.2018207__1.2018207	166486__D4KXA6__ROSINTL182_05897
ERR1913252.2018235__1.2018235	39496__A5Z5I2__EUBVEN_00963
ERR1913252.2018251__1.2018251	1262930__R6AS47__BN693_01577
ERR1913252.2018441__1.2018441	1262930__R6AES4__BN693_02093
ERR1913252.2018414__1.2018414	410072__A0A3E4GNK4__COPCOM_02769
ERR1913252.2018391__1.2018391	165179__A0A3E5DY64__CFT61_10025
ERR1913252.2018458__1.2018458	818__A0A139KMC9__C799_02694
ERR1913252.2018464__1.2018464	821__R6F3Y1__SAMN04487923_104318
ERR1913252.2018685__1.2018685	165179__R6XLJ7__CFT61_06250
ERR1913252.2018836__1.2018836	310298__B3JQL6__BACCOP_04252
ERR1913252.2018842__1.2018842	39486__R6RY39__DXD82_07230
ERR1913252.2018903__1.2018903	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.2019026__1.2019026	556259__I0PXW0__BSGG_5187
ERR1913252.2019084__1.2019084	360807__C0FSM3__ROSEINA2194_01739
ERR1913252.2019096__1.2019096	823__E1YV41__BDI_1376
ERR1913252.2019121__1.2019121	821__E5UMZ6__BVU_1450
ERR1913252.2019159__1.2019159	310298__B3JI31__BACCOP_01543
ERR1913252.2019260__1.2019260	310298__B3JHN9__BACCOP_01401
ERR1913252.2019268__1.2019268	410072__A0A174PNM1__ERS852574_03155
ERR1913252.2019366__1.2019366	544644__GCA_001915615.1_02354
ERR1913252.2019368__1.2019368	33025__A0A395JIJ9__C8D73_101350
ERR1913252.2019395__1.2019395	820__A0A3E4GA19__SAMN05444418_10562
ERR1913252.2019756__1.2019756	39488__A0A374NJ86__mltG
ERR1913252.2019796__1.2019796	410072__A0A174DFS8__ERS852574_01251
ERR1913252.2020106__1.2020106	1262930__R6A8Q7__BN693_01064
ERR1913252.2020137__1.2020137	410072__A0A174DEZ0__COPCOM_01936
ERR1913252.2020162__1.2020162	33039__R6P284__spoIIIE
ERR1913252.2020165__1.2020165	820__A0A139KH21__DXC80_01780
ERR1913252.2020263__1.2020263	166486__D4KZY4__ERS852572_03347
ERR1913252.2020287__1.2020287	166486__D4KWZ7__cph2_5
ERR1913252.2020373__1.2020373	820__A0A1T4IY71__HMPREF2141_02402
ERR1913252.2020420__1.2020420	487174__K0WWY0__DIT83_10195
ERR1913252.2020498__1.2020498	204516__U6R7Y8__HMPREF1534_03942
ERR1913252.2020573__1.2020573	310298__B3JK49__BACCOP_02273
ERR1913252.2020635__1.2020635	218538__C9LQ92__GCWU000321_01724
ERR1913252.2020802__1.2020802	166486__C7G8R8__ROSINTL182_06294
ERR1913252.2020864__1.2020864	166486__D4L0J8__ROSINTL182_08089
ERR1913252.2020914__1.2020914	357276__I9QWN0__ABI39_00335
ERR1913252.2020933__1.2020933	166486__D4L0Q4__ERS852572_03675
ERR1913252.2021010__1.2021010	165179__D1PGU8__PREVCOP_06463
ERR1913252.2021026__1.2021026	1262930__R6A2C3__BN693_02165
ERR1913252.2021115__1.2021115	2293125__A0A374CMK5__DW917_00330
ERR1913252.2021227__1.2021227	821__A0A395UNT8__DXD64_15275
ERR1913252.2021312__1.2021312	410072__A0A3E4GRE0__DXD67_07105
ERR1913252.2021359__1.2021359	1735__B7CDA5__EUBIFOR_02186
ERR1913252.2021367__1.2021367	46503__R6WQ01__PARMER_03826
ERR1913252.2021676__1.2021676	626930__F3PYU5__HMPREF9446_03903
ERR1913252.2021712__1.2021712	818__A0A3E5HVB7__Btheta7330_02386
ERR1913252.2021720__1.2021720	884684__GCA_002892425.1_01408
ERR1913252.2021739__1.2021739	487174__K0X2Y1__lepB
ERR1913252.2021774__1.2021774	1099853__U5CN79__NSB1T_00690
ERR1913252.2021878__1.2021878	310298__B3JK97__BACCOP_02326
ERR1913252.2021970__1.2021970	165179__D1PGU8__PREVCOP_06463
ERR1913252.2022216__1.2022216	823__D7IV95__DXC05_09565
ERR1913252.2022240__1.2022240	28111__B0NT39__NCTC11155_02876
ERR1913252.2022336__1.2022336	88431__A0A3D0EY52__ERS852573_01763
ERR1913252.2022375__1.2022375	820__A0A139K337__ERS852459_02375
ERR1913252.2022617__1.2022617	821__I9R3W6__DXC16_12455
ERR1913252.2022604__1.2022604	2293125__A0A374BV30__DW917_13395
ERR1913252.2022753__1.2022753	357276__I9QBT4__GV66_09000
ERR1913252.2022855__1.2022855	301301__A0A395V7P2__ERS852391_05080
ERR1913252.2023253__1.2023253	28118__R6F5T0__Odosp_2509
ERR1913252.2023344__1.2023344	166486__A0A173V5I7__ERS852572_02640
ERR1913252.2023384__1.2023384	820__A0A3E4W7J3__DXC07_00330
ERR1913252.2023426__1.2023426	410072__A0A174EHQ6__ERS852481_02629
ERR1913252.2023592__1.2023592	487174__R5F016__DDY40_05675
ERR1913252.2023713__1.2023713	39491__C4Z9E9__T1815_12341
ERR1913252.2023714__1.2023714	39491__C4Z9E9__T1815_12341
ERR1913252.2023725__1.2023725	74426__rpoB
ERR1913252.2023914__1.2023914	46506__R6B8Z4__SAMN05444283_11711
ERR1913252.2023990__1.2023990	39488__A0A374MV67__DXD91_15895
ERR1913252.2024002__1.2024002	39488__A0A173URV1__DXD91_07100
ERR1913252.2024056__1.2024056	823__A0A395YZG9__M092_4358
ERR1913252.2024455__1.2024455	1262930__R6AA23__BN693_01312
ERR1913252.2024547__1.2024547	28116__I8Y7V6__HMPREF1017_02728
ERR1913252.2024552__1.2024552	2293125__A0A374C9I8__DW917_06795
ERR1913252.2024559__1.2024559	360807__C0FWL1__RIL183_24711
ERR1913252.2024664__1.2024664	818__A0A3E5HDU6__C799_04515
ERR1913252.2024735__1.2024735	384638__B7AN60__BACPEC_00112
ERR1913252.2024908__1.2024908	853__A0A2J4JL53__CRH10_10795
ERR1913252.2025048__1.2025048	1262924__R7HPX8__BN585_00310
ERR1913252.2025484__1.2025484	28116__A0A078QF71__HMPREF1070_01231
ERR1913252.2025567__1.2025567	46506__B0NMY5__AA415_00377
ERR1913252.2025538__1.2025538	166486__D4L3D1__ERS852572_03371
ERR1913252.2025545__1.2025545	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.2025655__1.2025655	818__A0A3E5HDU6__C799_04515
