ERR1913315.80__1.80	649756__L1Q8X1__DCR88_03995
ERR1913315.904553__1.904553	820__A0A173YYG4__evgS_3
ERR1913315.904627__1.904627	28116__C3QVY2__SAMN05444282_12234
ERR1913315.904716__1.904716	820__R9HP61__DXC91_01090
ERR1913315.904726__1.904726	487174__K0WT65__HMPREF9448_02407
ERR1913315.904778__1.904778	2108523__A0A2P2F8F2__LAWASA_2325
ERR1913315.904798__1.904798	823__A0A395YRX4__ERS852513_03444
ERR1913315.904901__1.904901	853__A0A173YYY4__DWZ04_09420
ERR1913315.904935__1.904935	820__A0A139KG04__ERS852459_01249
ERR1913315.904984__1.904984	187327__R6MAG3__plsY
ERR1913315.904963__1.904963	40518__R5DY98__mepA_5
ERR1913315.904999__1.904999	39491__R6TNE7__T1815_09811
ERR1913315.905035__1.905035	820__A0A3E4XDK3__ERS852554_03650
ERR1913315.905055__1.905055	821__A0A395UNT8__DXD64_15275
ERR1913315.905075__1.905075	74426__rpoB
ERR1913315.905095__1.905095	820__A0A139JV05__B5G17_18125
ERR1913315.905142__1.905142	39488__A0A374NKN1__ltaS_2
ERR1913315.905170__1.905170	40518__R5DQK2__DXD93_03730
ERR1913315.905264__1.905264	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913315.905309__1.905309	187327__G4Q902__Acin_0458
ERR1913315.905477__1.905477	39491__C4ZC33__DXC13_11585
ERR1913315.905486__1.905486	1304__J7SI54__NCTC7366_00129
ERR1913315.905520__1.905520	39491__A0A395V464__EUBREC_1509
ERR1913315.905594__1.905594	147206__GCF_000156215.1_00014
ERR1913315.905651__1.905651	40518__R5DVR2__RBL236_00303
ERR1913315.905664__1.905664	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.905781__1.905781	28117__B0MWP2__ALIPUT_01468
ERR1913315.905834__1.905834	187327__G4Q2J7__ACDG_01693
ERR1913315.905905__1.905905	820__A0A139KHX1__HMPREF2141_00289
ERR1913315.905943__1.905943	1965639__A0A1Y3XLA9__B5G03_07890
ERR1913315.906019__1.906019	371601__E5CE41__ERS852396_04351
ERR1913315.906031__1.906031	820__A0A174G065__DXB62_08975
ERR1913315.905971__1.905971	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913315.906060__1.906060	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.906100__1.906100	820__R9I324__HMPREF2141_02414
ERR1913315.906182__1.906182	47678__R5U7M7__CGC64_14730
ERR1913315.906264__1.906264	820__A0A3E4VXP2__yesR
ERR1913315.906272__1.906272	292800__G9YLJ8__ADH75_09915
ERR1913315.906315__1.906315	823__A0A174VHT1__DHP27_04775
ERR1913315.906354__1.906354	820__A0A3E4W984__pssA
ERR1913315.906369__1.906369	820__A0A174TRB5__DXD40_11305
ERR1913315.906399__1.906399	39491__A0A395ZGU6__ERS852417_01456
ERR1913315.906527__1.906527	1680__A0A0C2YPV2__AL0462_1474
ERR1913315.906570__1.906570	820__A0A3E4WCX3__C801_02709
ERR1913315.906579__1.906579	1550024__G9RZN9__ASJ35_05735
ERR1913315.906707__1.906707	28117__B0MTI4__ALIPUT_00084
ERR1913315.906750__1.906750	74426__groL
ERR1913315.906870__1.906870	820__A0A3E4HWJ4__DXD40_05945
ERR1913315.906878__1.906878	820__A0A374Q351__DXD40_05850
ERR1913315.906898__1.906898	820__A0A139K1Y6__DXB48_02610
ERR1913315.906900__1.906900	821__A0A174T998__DXB82_10860
ERR1913315.906904__1.906904	216816__C5E9N8__DD678_02795
ERR1913315.906979__1.906979	820__A7VAR9__ERS852421_00197
ERR1913315.907064__1.907064	626929__F3PF37__B5F24_16820
ERR1913315.907134__1.907134	216816__E5Y0K4__B8809_0128
ERR1913315.907136__1.907136	820__A0A3E4PYB0__yejM
ERR1913315.907199__1.907199	187327__R6MTJ8__Acin_0940
ERR1913315.907154__1.907154	823__A0A078SYK6__DXB14_02485
ERR1913315.907226__1.907226	39491__A0A174EQV2__DXB69_10230
ERR1913315.907258__1.907258	821__A0A395UNT8__DXD64_15275
ERR1913315.907277__1.907277	823__A0A174XJM9__CEQ22_007230
ERR1913315.907499__1.907499	572010__pnp
ERR1913315.907531__1.907531	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.907558__1.907558	39486__R6SAN5__DXB12_03855
ERR1913315.907560__1.907560	1313__A0A0U0HZA0__SAMEA1026725_01767
ERR1913315.907698__1.907698	820__A0A1T4IYF4__mprA_1
ERR1913315.907795__1.907795	649756__B0P3M8__trmK
ERR1913315.907841__1.907841	1776081__A0A1B8WVE2__A0U42_07925
ERR1913315.907871__1.907871	1680__R5GZJ8__BSTER_1195
ERR1913315.907878__1.907878	28117__B0MST8__ALIPUT_00310
ERR1913315.907910__1.907910	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913315.908069__1.908069	292800__A0A1C7FRR6__A4U99_16870
ERR1913315.908286__1.908286	39486__B0G6T5__DXD50_07965
ERR1913315.908315__1.908315	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.908347__1.908347	626929__R6LJ78__B5F97_01745
ERR1913315.908420__1.908420	820__A7VAS1__HMPREF2141_03259
ERR1913315.908460__1.908460	820__A0A139KIL9__DXC68_05945
ERR1913315.908480__1.908480	40518__R5DVU7__RBL236_00839
ERR1913315.908550__1.908550	821__A0A0P0LNX8__ERS852509_03015
ERR1913315.908576__1.908576	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913315.908583__1.908583	1550024__G9RWE3__TQ39_04170
ERR1913315.908689__1.908689	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913315.908870__1.908870	394340__regX3_2
ERR1913315.908897__1.908897	47678__R5UPG7__C5Z00_18695
ERR1913315.909007__1.909007	28052__R7N6Q7__rafA
ERR1913315.909044__1.909044	28117__B0MWP2__ALIPUT_01468
ERR1913315.909106__1.909106	239935__A0A2N8HTZ8__CXU09_01270
ERR1913315.909109__1.909109	820__A0A139KH21__DXC80_01780
ERR1913315.909167__1.909167	821__A0A396FEL8__C5Z04_06030
ERR1913315.909373__1.909373	28117__B0MU57__ALIPUT_00175
ERR1913315.909390__1.909390	28117__R7JIJ8__BHV66_01635
ERR1913315.909319__1.909319	820__A0A174LIN6__HMPREF1072_03144
ERR1913315.909598__1.909598	1680__A1A0V3__C8077_03025
ERR1913315.909623__1.909623	292800__A0A1C7FP14__ERS852518_04317
ERR1913315.909700__1.909700	820__A0A174CG08__DXB62_13215
ERR1913315.909820__1.909820	40518__R5DT16__ysdC_2
ERR1913315.909859__1.909859	821__A0A174NVL6__NCTC10583_01782
ERR1913315.909880__1.909880	820__A7VAR9__ERS852421_00197
ERR1913315.909899__1.909899	39488__A0A374NVK2__DXD91_03585
ERR1913315.909911__1.909911	187327__G4Q440__pepD
ERR1913315.909951__1.909951	187327__G4Q2R6__Acin_2204
ERR1913315.909984__1.909984	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913315.909980__1.909980	823__A6L9D3__ERS852560_03374
ERR1913315.910176__1.910176	820__A0A174CK74__DXB48_07060
ERR1913315.910280__1.910280	823__A0A173RD26__B5F32_03910
ERR1913315.910297__1.910297	39488__A0A174KVU1__EUBHAL_00302
ERR1913315.910428__1.910428	357276__A0A076IIL0__EL88_03065
ERR1913315.910560__1.910560	216816__C2GTV6__AS143_01355
ERR1913315.910643__1.910643	820__A0A374MMF0__HMPREF1073_03811
ERR1913315.910656__1.910656	820__A0A139K9Q2__DXD40_08795
ERR1913315.910731__1.910731	28116__A0A078QF71__HMPREF1070_01231
ERR1913315.910780__1.910780	626929__R6LKK1__B5F24_07400
ERR1913315.910925__1.910925	40518__R5DUU2__yvhJ_2
ERR1913315.910934__1.910934	28116__I9AKR7__DXA80_22960
ERR1913315.910987__1.910987	39496__A5Z8J4__EUBVEN_02036
ERR1913315.911002__1.911002	40518__R5E7G3__DXD86_03405
ERR1913315.911196__1.911196	820__A0A174CK74__DXB48_07060
ERR1913315.911275__1.911275	216816__D6DBD5__DXC32_04335
ERR1913315.911282__1.911282	820__A0A139KHD8__ERS417307_00569
ERR1913315.911354__1.911354	649756__R7C2R1__marR
ERR1913315.911480__1.911480	40518__R5E6Y7__DXD83_08230
ERR1913315.911493__1.911493	47678__R5UXJ2__DW706_08325
ERR1913315.911581__1.911581	328814__GCA_004558275.1_01621
ERR1913315.911554__1.911554	487174__K0X4Y9__DDY40_09115
ERR1913315.911697__1.911697	820__A0A139K4T0__ERS852510_03146
ERR1913315.911742__1.911742	626929__K9EMN2__SAMN05444376_2987
ERR1913315.911926__1.911926	28116__E5C3L0__B5F02_21065
ERR1913315.912022__1.912022	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.912162__1.912162	28117__B0MY40__BHV66_05170
ERR1913315.912292__1.912292	820__A7VAS1__HMPREF2141_03259
ERR1913315.912299__1.912299	821__A0A0P0LFP6__C5Z04_13890
ERR1913315.912431__1.912431	820__A0A139KIL9__DXC68_05945
ERR1913315.912483__1.912483	487174__K0X7X4__DIT83_09125
ERR1913315.912455__1.912455	39491__A0A395UZ82__EUR_31520
ERR1913315.912595__1.912595	28117__B0MWC6__BHV66_00965
ERR1913315.912580__1.912580	214856__I3YPP2__Alfi_2700
ERR1913315.912670__1.912670	40518__R5DZ16__DXD86_01455
ERR1913315.912740__1.912740	820__A0A174CG08__DXB62_13215
ERR1913315.912741__1.912741	28116__C3QMW5__M089_4133
ERR1913315.912870__1.912870	187327__G4Q780__ACDG_00637
ERR1913315.912845__1.912845	820__A0A3E4RUC4__DHU98_02635
ERR1913315.912848__1.912848	74426__asnS
ERR1913315.912851__1.912851	357276__A0A0K2HDP3__IY41_00705
ERR1913315.912915__1.912915	820__A0A174GK47__ERS852421_00200
ERR1913315.912916__1.912916	820__A0A174NUS8__DXC80_12885
ERR1913315.913026__1.913026	40518__R5E550__aroK
ERR1913315.913084__1.913084	28116__R6JI94__ERS852555_01222
ERR1913315.913195__1.913195	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913315.913201__1.913201	820__A0A3E4G493__ERS417307_00253
ERR1913315.913203__1.913203	47678__R5UAI1__BACCAC_01922
ERR1913315.913209__1.913209	40518__R5E6K4__RB5AMG_02070
ERR1913315.913149__1.913149	820__A0A3E4RU03__M093_0563
ERR1913315.913155__1.913155	820__A0A139K024__B5G17_02060
ERR1913315.913293__1.913293	818__A0A174VV39__BT_3492
ERR1913315.913402__1.913402	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.913536__1.913536	28116__A7LXU0__HMPREF1070_00358
ERR1913315.913631__1.913631	1304__A0A0A1DWN1__TZ99_02028
ERR1913315.913646__1.913646	187327__R6MEG4__Acin_2254
ERR1913315.913667__1.913667	556259__E5C8S0__BSGG_1769
ERR1913315.913691__1.913691	820__A0A139JV05__B5G17_18125
ERR1913315.913838__1.913838	40518__R5DT16__ysdC_2
ERR1913315.913924__1.913924	39486__R6S9I0__DXB12_08640
ERR1913315.913972__1.913972	820__A0A139K8X8__DXC80_17665
ERR1913315.913990__1.913990	28116__R6JLW4__DHW41_14880
ERR1913315.914040__1.914040	1896974__A0A1Q6H2Z3__BHV77_11085
ERR1913315.914047__1.914047	40518__R5DVR2__RBL236_00303
ERR1913315.914085__1.914085	820__A0A174CG08__DXB62_13215
ERR1913315.914194__1.914194	1680__A0A2R4G1K8__BBMN23_0315
ERR1913315.914199__1.914199	28117__B0MXL6__ALIPUT_01851
ERR1913315.914300__1.914300	820__R7E9Z4__DXC68_06065
ERR1913315.914369__1.914369	649756__B0NYW1__DCR88_01045
ERR1913315.914568__1.914568	40518__R5DR96__RBATCC27255_01185
ERR1913315.914580__1.914580	39491__A0A395ZE48__DXB76_02395
ERR1913315.914584__1.914584	40518__R5DR72__RBL236_02110
ERR1913315.914675__1.914675	1262869__R7CSQ8__BN625_00058
ERR1913315.914814__1.914814	820__A7VAS1__HMPREF2141_03259
ERR1913315.914819__1.914819	187327__G4Q3Q9__pth
ERR1913315.914835__1.914835	820__A7V859__ERS852462_00341
ERR1913315.914890__1.914890	187327__G4Q5C7__Acin_2105
ERR1913315.914914__1.914914	360807__A0A0M6WWU2__ERS852392_02262
ERR1913315.914939__1.914939	187327__G4Q6A3__ACDG_01732
ERR1913315.915021__1.915021	40518__R5DW64__RBL236_01394
ERR1913315.915023__1.915023	292800__H1C711__A4U99_09750
ERR1913315.915100__1.915100	820__A0A374Q854__HMPREF1073_03281
ERR1913315.915055__1.915055	40518__R5E7G3__DXD86_03405
ERR1913315.915077__1.915077	371601__F7LA63__HMPREF1074_04288
ERR1913315.915082__1.915082	28116__I8YA07__C5Z02_15915
ERR1913315.915176__1.915176	820__A0A139K1Y6__DXB48_02610
ERR1913315.915255__1.915255	47678__A5ZEP5__CGC64_03450
ERR1913315.915367__1.915367	74426__basR
ERR1913315.915371__1.915371	46506__B0NT08__BACSTE_02624
ERR1913315.915373__1.915373	820__R9HXK9__DXB62_08265
ERR1913315.915358__1.915358	820__A0A139KJR5__M093_4469
ERR1913315.915423__1.915423	187327__G4Q7M4__ACDG_01826
ERR1913315.915697__1.915697	820__A7VAR9__ERS852421_00197
ERR1913315.915672__1.915672	820__E5VA63__DXC80_01025
ERR1913315.915674__1.915674	40518__R5DVX3__RBL263_01584
ERR1913315.915829__1.915829	820__A0A174CG08__DXB62_13215
ERR1913315.915843__1.915843	47678__R5U8S9__DW706_06260
ERR1913315.915929__1.915929	187327__U2UK01__pheA
ERR1913315.915932__1.915932	187327__G4Q6V7__ACDG_01233
ERR1913315.915963__1.915963	1550024__A0A3B9WJX7__ASJ35_07080
ERR1913315.916028__1.916028	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.916546__1.916546	1680__A0A1X2ZKM8__B5789_0981
ERR1913315.916681__1.916681	39491__A0A396FMT0__EUBREC_3020
ERR1913315.916709__1.916709	357276__B6W1J2__BACDOR_03380
ERR1913315.916757__1.916757	46506__A0A108T991__AA415_01433
ERR1913315.916803__1.916803	169435__B0PCI0__B5F10_11650
ERR1913315.916986__1.916986	823__A0A355XN73__DXC05_07000
ERR1913315.916997__1.916997	823__A0A355XLQ9__DXC05_02185
ERR1913315.917027__1.917027	821__A0A397WGD6__M098_0084
ERR1913315.917074__1.917074	820__A0A174TRB5__DXD40_11305
ERR1913315.917123__1.917123	823__A0A395YQ63__B5F32_15335
ERR1913315.917199__1.917199	820__A0A1T4IYF4__mprA_1
ERR1913315.917180__1.917180	40518__R5DR96__RBATCC27255_01185
ERR1913315.917182__1.917182	74426__purL
ERR1913315.917299__1.917299	74426__group_4823
ERR1913315.917243__1.917243	820__A0A139KG60__M094_2679
ERR1913315.917323__1.917323	28116__A0A139LD88__CUY_2408
ERR1913315.917360__1.917360	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913315.917407__1.917407	821__A0A3E4WAR6__DXD64_10735
ERR1913315.917532__1.917532	28116__A0A1Y4Q112__evgS_13
ERR1913315.917583__1.917583	39491__A0A396FJA4__DXB99_05435
ERR1913315.917619__1.917619	28116__E5CCI1__HMPREF1070_04782
ERR1913315.917652__1.917652	820__A0A174TRB5__DXD40_11305
ERR1913315.917685__1.917685	821__E5UMZ6__BVU_1450
ERR1913315.917766__1.917766	556259__I0PYL9__BSGG_5205
ERR1913315.918048__1.918048	47678__R5UER2__CGC64_00710
ERR1913315.918287__1.918287	40518__R5E426__DXD93_04485
ERR1913315.918249__1.918249	187327__G4Q6A3__ACDG_01732
ERR1913315.918214__1.918214	187327__G4Q4M5__Acin_0703
ERR1913315.918221__1.918221	1160721__W0U3K9__BHW50_11040
ERR1913315.918223__1.918223	820__A0A139KJR5__M093_4469
ERR1913315.918339__1.918339	821__A0A3E4HP25__SAMN04487923_102450
ERR1913315.918362__1.918362	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913315.918417__1.918417	820__A0A173YYG4__evgS_3
ERR1913315.918459__1.918459	820__R7E9Z4__DXC68_06065
ERR1913315.918467__1.918467	28117__B0MXU0__BHV66_07550
ERR1913315.918479__1.918479	169435__A0A1Y4MH59__sinR_1
ERR1913315.918530__1.918530	821__A0A173XDD3__DXB82_17180
ERR1913315.918596__1.918596	28116__A0A1Y4PEX5__DXF98_25295
ERR1913315.918671__1.918671	820__A0A139KJ23__celCCA
ERR1913315.918638__1.918638	39486__B0G3L7__DXD82_04335
ERR1913315.918651__1.918651	820__A7V9F9__B5G17_14640
ERR1913315.918809__1.918809	1150298__A0A174L6T3__cobD
ERR1913315.918827__1.918827	821__A0A174WBC9__ERS852556_03145
ERR1913315.918911__1.918911	820__A0A3E4VZS7__DXC07_14435
ERR1913315.918980__1.918980	39491__A0A395ZBW8__DXC13_08840
ERR1913315.919074__1.919074	853__A0A329UEG4__CHR60_00585
ERR1913315.919125__1.919125	357276__B6VVS0__HMPREF1064_03951
ERR1913315.919160__1.919160	28117__B0MYM2__BHV66_04910
ERR1913315.919252__1.919252	39491__A0A396FMF1__EUR_28700
ERR1913315.919193__1.919193	823__D0TGE9__ERS852429_03294
ERR1913315.919304__1.919304	187327__G4Q6A3__ACDG_01732
ERR1913315.919371__1.919371	626929__F3PLK4__B5F97_09735
ERR1913315.919507__1.919507	1680__A0A076JNS9__BIFADO_02309
ERR1913315.919615__1.919615	40518__R5E1J7__RBL236_02062
ERR1913315.919634__1.919634	821__C6ZAA5__ERS852556_00403
ERR1913315.919686__1.919686	823__K6AMD2__B5F32_04565
ERR1913315.919780__1.919780	572010__rpsR
ERR1913315.919784__1.919784	246787__A0A3D6AZF8__BACCELL_02529
ERR1913315.919916__1.919916	821__A0A174T998__DXB82_10860
ERR1913315.920086__1.920086	40518__R5DP21__RBATCC27255_00348
ERR1913315.920116__1.920116	40518__R5DPE0__DXD86_06515
ERR1913315.920170__1.920170	74426__group_1871
ERR1913315.920158__1.920158	823__A6LEF1__CF162_12695
ERR1913315.920246__1.920246	818__A0A174Q773__SAMN02910322_03683
ERR1913315.920187__1.920187	28117__R7JMT0__BHV66_05875
ERR1913315.920383__1.920383	39488__A0A285PSK3__yihY
ERR1913315.920397__1.920397	187327__G4Q527__Acin_0776
ERR1913315.920471__1.920471	1776081__A0A1B8WX80__A0U42_05350
ERR1913315.920563__1.920563	821__E5UY21__C800_02204
ERR1913315.920581__1.920581	820__A0A396CMY7__HMPREF1072_03009
ERR1913315.920589__1.920589	820__A0A174F696__macB_13
ERR1913315.920605__1.920605	820__I9TWZ7__DXC80_10550
ERR1913315.920616__1.920616	820__A7V859__ERS852462_00341
ERR1913315.920762__1.920762	820__A0A1T4IYF4__mprA_1
ERR1913315.920740__1.920740	28116__D4WLZ3__C5Z02_24105
ERR1913315.920795__1.920795	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.920817__1.920817	187327__G4Q2J8__Acin_1432
ERR1913315.920872__1.920872	47678__A5ZG68__ERS852494_02968
ERR1913315.921067__1.921067	1150298__A0A174QAL8__ERS852498_02570
ERR1913315.921248__1.921248	820__A0A3E4G8F8__ERS852421_01645
ERR1913315.921475__1.921475	820__A7V9F9__B5G17_14640
ERR1913315.921523__1.921523	301302__R5ULT1__ERS852420_02174
ERR1913315.921506__1.921506	820__A0A139K2N9__DXB62_12420
ERR1913315.921657__1.921657	187327__G4Q4M3__Acin_0701
ERR1913315.921725__1.921725	1603888__A0A133SIQ7__HMPREF3201_00926
ERR1913315.921809__1.921809	28117__B0MSR5__BHV66_02095
ERR1913315.921912__1.921912	187327__G4Q2R6__Acin_2204
ERR1913315.921884__1.921884	821__A0A174JYD3__ERS852457_02610
ERR1913315.921947__1.921947	40520__R7D6X4__addA
ERR1913315.921969__1.921969	649756__R7BXP1__ERS852425_00382
ERR1913315.921979__1.921979	1550024__G9RXY7__TQ39_00100
ERR1913315.921993__1.921993	328813__A0A1Y3QZ24__B5G41_08040
ERR1913315.922171__1.922171	820__A0A174LJB2__HMPREF1072_04112
ERR1913315.922273__1.922273	28117__R7JIJ8__BHV66_01635
ERR1913315.922310__1.922310	214856__A0A173WIP5__ERS852447_00168
ERR1913315.922433__1.922433	187327__G4Q3B5__arcB
ERR1913315.922551__1.922551	39491__A0A395UWA3__DXB69_11805
ERR1913315.922617__1.922617	28117__B0MXW9__ALIPUT_01981
ERR1913315.922855__1.922855	821__A0A174MBW9__SAMN04487923_10272
ERR1913315.922983__1.922983	216816__Q8G585__APC1473_0508
ERR1913315.923116__1.923116	40518__R5DTH7__DXD83_02405
ERR1913315.923225__1.923225	28116__A0A3A9HSJ8__DXD69_15065
ERR1913315.923362__1.923362	820__A7V9F9__B5G17_14640
ERR1913315.923393__1.923393	187327__U2VKS6__Acin_2226
ERR1913315.923582__1.923582	820__A0A396EUV1__B5G17_06465
ERR1913315.923739__1.923739	28117__B0MSS1__ALIPUT_00273
ERR1913315.923889__1.923889	360807__A0A0M6WQ40__hisK_1
ERR1913315.923892__1.923892	1393034__GCA_001552785.1_00728
ERR1913315.923893__1.923893	328814__GCA_004558275.1_00079
ERR1913315.923894__1.923894	301302__A0A173T0N8__ERS852420_01792
ERR1913315.923916__1.923916	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913315.924110__1.924110	28116__A0A3E5HUC8__DHW41_21025
ERR1913315.924327__1.924327	40518__R5DYP7__envC
ERR1913315.924287__1.924287	47678__A5ZHL2__DXB67_12495
ERR1913315.924296__1.924296	216816__B3DQ11__APC1466_1528
ERR1913315.924393__1.924393	39488__A0A285PQP4__DXD91_02025
ERR1913315.924519__1.924519	74426__group_4823
ERR1913315.924673__1.924673	187327__G4Q8F0__ACDG_01813
ERR1913315.924755__1.924755	40518__R5DYT8__mscS
ERR1913315.924875__1.924875	40518__R5DU52__RB5AMG_02245
ERR1913315.924915__1.924915	818__A0A0P0F004__SAMN02910322_02925
ERR1913315.924942__1.924942	28118__R6F512__B5F99_07700
ERR1913315.925079__1.925079	821__A0A0P0M3U7__DXB90_14325
ERR1913315.925090__1.925090	40518__R5E5W1__RBL263_01034
ERR1913315.925155__1.925155	187327__G4Q2R6__Acin_2204
ERR1913315.925191__1.925191	187327__G4Q2V4__Acin_1541
ERR1913315.925223__1.925223	216816__C2GUV2__APC1478_0430
ERR1913315.925265__1.925265	28116__A0A1Y4Q114__DXF98_00470
ERR1913315.925369__1.925369	2108523__A0A2P2F705__LAWASA_1811
ERR1913315.925437__1.925437	214856__R6XUN2__rcsC_1
ERR1913315.925439__1.925439	384638__B7APR0__BACPEC_00666
ERR1913315.925443__1.925443	40518__R5DRG6__ylbJ
ERR1913315.925527__1.925527	40518__R5DVU7__RBL236_00839
ERR1913315.925589__1.925589	338188__C9L067__ERS852397_00004
ERR1913315.925912__1.925912	187327__G4Q8X7__Acin_0433
ERR1913315.925869__1.925869	1776081__A0A1B8WU38__A0U42_10095
ERR1913315.925917__1.925917	216816__C5E9C3__CJO32_03030
ERR1913315.926116__1.926116	329854__R5LZK1__DXD27_00590
ERR1913315.926233__1.926233	28117__B0MU58__BHV66_05630
ERR1913315.926362__1.926362	40518__A0A1Q6S5M1__DXD83_09325
ERR1913315.926505__1.926505	328814__GCA_004558275.1_00079
ERR1913315.926645__1.926645	292800__A0A174UQD2__B5F52_18205
ERR1913315.926790__1.926790	820__A0A374MMF0__HMPREF1073_03811
ERR1913315.926851__1.926851	40518__R5DUU0__DXD93_03985
ERR1913315.926827__1.926827	328814__GCA_004558275.1_00035
ERR1913315.926831__1.926831	820__A7V9F9__B5G17_14640
ERR1913315.926922__1.926922	40518__R5DS23__DXD86_01715
ERR1913315.926930__1.926930	214856__I3YMC8__ERS852447_02666
ERR1913315.926978__1.926978	818__D7I7V5__BJP75_001030
ERR1913315.927017__1.927017	39491__A0A396FQV7__T1815_10751
ERR1913315.927043__1.927043	1099853__U5CHR3__NSB1T_13310
ERR1913315.927055__1.927055	1680__A0A087CWH8__ERS852382_00646
ERR1913315.927079__1.927079	187327__U2TUH7__ACDG_00970
ERR1913315.927178__1.927178	187327__R6MFT6__ACDG_01930
ERR1913315.927288__1.927288	471189__GCA_003340385.1_00423
ERR1913315.927384__1.927384	1776081__A0A133SJT1__A0U42_02880
ERR1913315.927478__1.927478	28052__R7NCE0__ERS852499_00449
ERR1913315.927537__1.927537	821__A0A174NSU0__BVU_3144
ERR1913315.927606__1.927606	360807__A0A396AIC7__ERS852392_01627
ERR1913315.927608__1.927608	1522__A0A175A9N8__SAMN05216507_11521
ERR1913315.927637__1.927637	649756__L1Q497__ERS852571_03051
ERR1913315.927685__1.927685	820__A0A374Q1D8__SAMN05444418_112114
ERR1913315.927851__1.927851	1680__A0A087DHN0__AL0462_1532
ERR1913315.927919__1.927919	187327__G4Q864__plsC
ERR1913315.927874__1.927874	820__A0A174R952__DXB48_02570
ERR1913315.928122__1.928122	28116__A0A395W017__HMPREF1017_03721
ERR1913315.928222__1.928222	820__A0A3E4WCX3__C801_02709
ERR1913315.928474__1.928474	28116__I9ST00__M088_5588
ERR1913315.928609__1.928609	28117__B0MU53__ALIPUT_00569
ERR1913315.928591__1.928591	823__A0A078SYK6__DXB14_02485
ERR1913315.928648__1.928648	28116__A7LYG5__M089_5828
ERR1913315.928649__1.928649	40518__R5E6K4__RB5AMG_02070
ERR1913315.928659__1.928659	821__A0A396F598__CUU_3259
ERR1913315.928736__1.928736	1550024__A0A0D8IY45__ASJ35_05575
ERR1913315.928771__1.928771	40518__R5DU74__RBATCC27255_00707
ERR1913315.928867__1.928867	74426__rpoB
ERR1913315.928894__1.928894	1262869__R7CTE2__BN625_00321
ERR1913315.928933__1.928933	820__A0A173YYG4__evgS_3
ERR1913315.928969__1.928969	821__A0A396F1N0__M099_1553
ERR1913315.928974__1.928974	187327__G4Q903__ACDG_00440
