ERR1913048.648__1.648	166486__D4KZH8__ERS852572_00419
ERR1913048.6225388__1.6225388	1897011__A0A1Q6RE67__BHW41_04635
ERR1913048.6225450__1.6225450	214856__A0A174FWM7__ERS852559_00590
ERR1913048.6225473__1.6225473	214856__A0A174FWM7__ERS852559_00590
ERR1913048.6225580__1.6225580	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913048.6225612__1.6225612	1262886__R6QD55__BN563_01713
ERR1913048.6225727__1.6225727	1263000__R5EJ27__BN466_01916
ERR1913048.6226185__1.6226185	901__B6WXD6__DHV46_02215
ERR1913048.6226334__1.6226334	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913048.6226350__1.6226350	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913048.6226468__1.6226468	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913048.6226452__1.6226452	487174__K0X7X4__DIT83_09125
ERR1913048.6226870__1.6226870	1263000__R5ELA0__BN466_02255
ERR1913048.6226982__1.6226982	901__B6WXH1__DESPIGER_1644
ERR1913048.6226989__1.6226989	1262927__R7EX56__BN677_00089
ERR1913048.6227402__1.6227402	901__B6WXI1__DESPIGER_1636
ERR1913048.6227457__1.6227457	901__B6WXI1__DESPIGER_1636
ERR1913048.6227572__1.6227572	246787__A0A3D6AS39__ina
ERR1913048.6227665__1.6227665	1262927__R7EX56__BN677_00089
ERR1913048.6227682__1.6227682	28117__B0MWX3__BHV66_03010
ERR1913048.6227830__1.6227830	28117__B0MUY3__BHV66_00515
ERR1913048.6227949__1.6227949	1263000__R5EZ76__BN466_00319
ERR1913048.6228589__1.6228589	901__B6WWW5__DESPIGER_2454
ERR1913048.6229067__1.6229067	901__B6WXT8__DESPIGER_1543
ERR1913048.6229160__1.6229160	74426__groL
ERR1913048.6229221__1.6229221	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.6229314__1.6229314	821__A0A396F9T7__M097_3427
ERR1913048.6229550__1.6229550	46228__V8C7P7__HMPREF1202_01523
ERR1913048.6229596__1.6229596	853__A0A2A7B9I6__DW855_13690
ERR1913048.6229616__1.6229616	166486__D4L457__ROSINTL182_07087
ERR1913048.6229692__1.6229692	818__A0A0N7I9H8__ERS852461_00040
ERR1913048.6230213__1.6230213	166486__D4L456__rpfG_10
ERR1913048.6230219__1.6230219	901__B6WQQ5__DHV46_03695
ERR1913048.6230593__1.6230593	246787__A0A3D6AWM8__BACCELL_01963
ERR1913048.6230656__1.6230656	1262886__R6Q6F8__BN563_00477
ERR1913048.6230666__1.6230666	166486__D4KZ45__ROSINTL182_05738
ERR1913048.6230691__1.6230691	901__B6WPS9__DHV46_04165
ERR1913048.6231305__1.6231305	28117__B0MTY2__BHV66_06485
ERR1913048.6231432__1.6231432	1262927__R7F2S3__BN677_00413
ERR1913048.6231997__1.6231997	901__B6WUW8__DESPIGER_1921
ERR1913048.6232137__1.6232137	214856__A0A173YXX1__ERS852559_01651
ERR1913048.6232264__1.6232264	901__B6WTW8__DESPIGER_1202
ERR1913048.6232361__1.6232361	821__A0A395UNT8__DXD64_15275
ERR1913048.6232375__1.6232375	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913048.6232547__1.6232547	446660__GCA_003428235.1_01040
ERR1913048.6232992__1.6232992	1262889__R7HAC7__BN634_01118
ERR1913048.6232996__1.6232996	28117__R7JIJ8__BHV66_01635
ERR1913048.6233457__1.6233457	901__B6WXA0__aroE
ERR1913048.6233507__1.6233507	1501391__GCA_000786575.1_00072
ERR1913048.6233865__1.6233865	1263000__R5EGY6__BN466_00973
ERR1913048.6233916__1.6233916	35833__E5Y2V2__HMPREF0179_00466
ERR1913048.6233955__1.6233955	1262927__R7EX56__BN677_00089
ERR1913048.6234478__1.6234478	394340__panF
ERR1913048.6234580__1.6234580	2108523__A0A2P2F586__LAWASA_1166
ERR1913048.6234708__1.6234708	74426__purL
ERR1913048.6234951__1.6234951	106588__A6P303__BACCAP_04887
ERR1913048.6234966__1.6234966	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913048.6235252__1.6235252	1897011__A0A1Q6RC19__BHW41_06415
ERR1913048.6235267__1.6235267	820__A0A174FUF0__HMPREF1073_03308
ERR1913048.6235295__1.6235295	1262927__R7EX56__BN677_00089
ERR1913048.6235390__1.6235390	328814__GCA_004558275.1_00072
ERR1913048.6235567__1.6235567	35833__E5Y3G7__HMPREF0179_00728
ERR1913048.6235582__1.6235582	820__A0A174QT76__B5G17_18060
ERR1913048.6235721__1.6235721	216816__C5E9C3__CJO32_03030
ERR1913048.6236327__1.6236327	901__B6WUN9__DESPIGER_1850
ERR1913048.6236565__1.6236565	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.6236860__1.6236860	853__A0A173RZ39__C4N22_01650
ERR1913048.6237121__1.6237121	1263044__GCA_000433375.1_00904
ERR1913048.6237440__1.6237440	1263000__R5EGY6__BN466_00973
ERR1913048.6238204__1.6238204	820__A0A174QT76__B5G17_18060
ERR1913048.6238495__1.6238495	28117__B0MTV5__BHV66_06415
ERR1913048.6238690__1.6238690	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.6238783__1.6238783	166486__R6AZI2__ydaF
ERR1913048.6238847__1.6238847	39485__C4Z6V1__ERS852492_02640
ERR1913048.6239250__1.6239250	1262927__R7EX56__BN677_00089
ERR1913048.6239301__1.6239301	572010__napA
ERR1913048.6239386__1.6239386	853__A8SCP3__C4N26_07960
ERR1913048.6239677__1.6239677	1263000__R5ETL6__BN466_01607
ERR1913048.6239703__1.6239703	39491__A0A395ZBW8__DXC13_08840
ERR1913048.6239716__1.6239716	33039__D4M340__sleB_2
ERR1913048.6239852__1.6239852	216816__A0A0A6VPB9__B624_1780
ERR1913048.6240393__1.6240393	214856__I3YPQ4__Alfi_2712
ERR1913048.6240360__1.6240360	39491__A0A395ZBQ4__cph2_2
ERR1913048.6240445__1.6240445	821__E5UY21__C800_02204
ERR1913048.6240755__1.6240755	166486__D4L082__yicI_5
ERR1913048.6240792__1.6240792	28117__B0MTV3__BHV66_06405
ERR1913048.6241026__1.6241026	901__B6WQT6__DESPIG_00415
ERR1913048.6241037__1.6241037	1263000__R5EVY6__BN466_01709
ERR1913048.6241226__1.6241226	1263000__R5EI25__BN466_01781
ERR1913048.6241273__1.6241273	1262927__R7EX56__BN677_00089
ERR1913048.6241312__1.6241312	166486__D4KXB5__ROSINTL182_05909
ERR1913048.6241313__1.6241313	166486__D4KXB5__ROSINTL182_05909
ERR1913048.6241623__1.6241623	817__A0A1C0WW19__macB_12
ERR1913048.6241651__1.6241651	166486__D4KNM9__ERS852572_00072
ERR1913048.6241821__1.6241821	1262911__R6GII0__BN557_01496
ERR1913048.6241883__1.6241883	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913048.6241946__1.6241946	853__A0A2A6Z8X1__FPR_03410
ERR1913048.6242125__1.6242125	1262911__R6HJS5__BN557_00288
ERR1913048.6242136__1.6242136	301301__A0A395V654__RHOM_11910
ERR1913048.6242209__1.6242209	901__B6WPS9__DHV46_04165
ERR1913048.6242613__1.6242613	28117__B0MY40__BHV66_05170
ERR1913048.6243074__1.6243074	820__A0A174TRB5__DXD40_11305
ERR1913048.6243169__1.6243169	35833__E5YAA4__HMPREF0179_03124
ERR1913048.6243212__1.6243212	394340__alaS
ERR1913048.6243243__1.6243243	853__C7H7F8__yccM_1
ERR1913048.6243345__1.6243345	1262927__R7EX56__BN677_00089
ERR1913048.6243349__1.6243349	74426__rpoC
ERR1913048.6243392__1.6243392	853__C7H7F8__yccM_1
ERR1913048.6243441__1.6243441	28117__B0MTV5__BHV66_06415
ERR1913048.6244255__1.6244255	1262911__R6GKS1__BN557_00184
ERR1913048.6245196__1.6245196	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913048.6245283__1.6245283	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.6245440__1.6245440	47678__R5UER2__CGC64_00710
ERR1913048.6245481__1.6245481	28117__B0MUX4__ALIPUT_00911
ERR1913048.6245588__1.6245588	1263000__R5ESM1__BN466_01440
ERR1913048.6245772__1.6245772	901__A0A1K1LI09__BHW59_05710
ERR1913048.6246205__1.6246205	821__A0A3E4KIM1__M097_3660
ERR1913048.6246379__1.6246379	1263000__R5EMW8__BN466_00256
ERR1913048.6246783__1.6246783	360807__C0FVL1__ERS852392_00394
ERR1913048.6246814__1.6246814	39486__G1WS03__DXD50_12470
ERR1913048.6246931__1.6246931	28117__B0MTV3__BHV66_06405
ERR1913048.6247267__1.6247267	1262927__R7EX56__BN677_00089
ERR1913048.6247411__1.6247411	821__I9R3W6__DXC16_12455
ERR1913048.6247490__1.6247490	901__B6WXG1__DHV46_02130
ERR1913048.6247661__1.6247661	1262911__R6H2J2__BN557_01228
ERR1913048.6247686__1.6247686	1262992__R5D9A6__BN795_00819
ERR1913048.6248040__1.6248040	821__A0A3E4HP25__SAMN04487923_102450
ERR1913048.6248114__1.6248114	39488__C0F0P8__EUBHAL_03272
ERR1913048.6248162__1.6248162	853__A8SGX8__C4N21_08625
ERR1913048.6248165__1.6248165	901__B6WUN6__DHV46_11020
ERR1913048.6248384__1.6248384	821__A0A395UNT8__DXD64_15275
ERR1913048.6248954__1.6248954	901__A0A1K1LG50__DESPIG_01817
ERR1913048.6249012__1.6249012	821__A0A395UNT8__DXD64_15275
ERR1913048.6249081__1.6249081	1263000__R5EGY6__BN466_00973
ERR1913048.6249176__1.6249176	1796613__A0A1V0QD55__ADH74_03490
ERR1913048.6249201__1.6249201	1501391__GCA_000786575.1_00076
ERR1913048.6249324__1.6249324	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.6249340__1.6249340	1262911__R6GP42__BN557_00222
ERR1913048.6249508__1.6249508	166486__D4KVN3__ERS852572_03944
ERR1913048.6249492__1.6249492	1150298__A0A174SLE6__mlc_1
ERR1913048.6249622__1.6249622	901__B6WQH5__DESPIG_00299
ERR1913048.6249659__1.6249659	147206__GCF_000156215.1_01776
ERR1913048.6249868__1.6249868	1897011__A0A1Q6RF44__BHW41_03065
ERR1913048.6249900__1.6249900	166486__D4KZA5__ERS852572_03317
ERR1913048.6250024__1.6250024	1262911__R6H2J2__BN557_01228
ERR1913048.6250031__1.6250031	901__B6WTQ4__DESPIGER_1255
ERR1913048.6250117__1.6250117	901__B6WUI5__DESPIGER_1817
ERR1913048.6250137__1.6250137	1897011__A0A1Q6REX0__BHW41_04225
ERR1913048.6250139__1.6250139	1262911__R6GY78__BN557_00532
ERR1913048.6250220__1.6250220	1262911__R6H2J2__BN557_01228
ERR1913048.6250264__1.6250264	1262927__R7EX56__BN677_00089
ERR1913048.6250287__1.6250287	901__B6WXH2__DESPIGER_1643
ERR1913048.6250318__1.6250318	487174__K0WXI9__HMPREF9448_02340
ERR1913048.6250309__1.6250309	1262911__R6H174__BN557_01246
ERR1913048.6250388__1.6250388	901__B6WVE0__DESPIG_02056
ERR1913048.6250397__1.6250397	901__B6WVE0__DESPIG_02056
ERR1913048.6250550__1.6250550	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913048.6250838__1.6250838	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913048.6251033__1.6251033	1262911__R6GP42__BN557_00222
ERR1913048.6251109__1.6251109	328814__GCA_004558275.1_02278
ERR1913048.6251254__1.6251254	901__B6WXI1__DESPIGER_1636
ERR1913048.6251693__1.6251693	1263044__GCA_000433375.1_00352
ERR1913048.6251716__1.6251716	46228__V8C3Z1__RUMLAC_02619
ERR1913048.6251729__1.6251729	1965538__A0A1Y4W3Y5__B5E43_12125
ERR1913048.6252347__1.6252347	1262927__R7EX56__BN677_00089
ERR1913048.6252463__1.6252463	1262927__R7EX56__BN677_00089
ERR1913048.6252614__1.6252614	936548__J1LMD1__HMPREF1136_2137
ERR1913048.6252627__1.6252627	1262927__R7EX56__BN677_00089
ERR1913048.6252745__1.6252745	216816__B7GTR6__BLD_0992
ERR1913048.6252830__1.6252830	1263000__R5EQL2__BN466_00892
ERR1913048.6252865__1.6252865	33025__A0A395JEP7__C8D73_10844
ERR1913048.6253087__1.6253087	1150298__A0A174PHI0__ERS852498_00826
ERR1913048.6253185__1.6253185	901__B6WUN6__DHV46_11020
ERR1913048.6253385__1.6253385	1262927__R7EX56__BN677_00089
ERR1913048.6253538__1.6253538	1262889__R7HA49__BN634_00677
ERR1913048.6253681__1.6253681	328814__GCA_004558275.1_00294
ERR1913048.6253719__1.6253719	166486__D4KUK5__thiM
ERR1913048.6253783__1.6253783	387090__S0F8B2__BACCOPRO_02129
ERR1913048.6253920__1.6253920	328814__GCA_004558275.1_00296
ERR1913048.6253927__1.6253927	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913048.6254052__1.6254052	901__B6WY50__DESPIGER_1446
ERR1913048.6254092__1.6254092	74426__group_4823
ERR1913048.6254323__1.6254323	216816__A0A3D8U0T6__BN57_1990
ERR1913048.6254383__1.6254383	1263000__R5EXF8__BN466_01942
ERR1913048.6254682__1.6254682	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913048.6254955__1.6254955	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.6255173__1.6255173	1262927__R7EX56__BN677_00089
ERR1913048.6255200__1.6255200	821__A0A173XDD3__DXB82_17180
ERR1913048.6255252__1.6255252	901__A0A1K1LG50__DESPIG_01817
ERR1913048.6255265__1.6255265	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.6255459__1.6255459	820__A0A174QLF0__SAMN05444418_109151
ERR1913048.6255439__1.6255439	1263000__R5EUM2__BN466_01747
ERR1913048.6255497__1.6255497	853__A0A2J4JL53__CRH10_10795
ERR1913048.6255505__1.6255505	39488__A0A173UK14__araC_3
ERR1913048.6255777__1.6255777	1262927__R7EX56__BN677_00089
ERR1913048.6256526__1.6256526	901__B6WWW5__DESPIGER_2454
ERR1913048.6256581__1.6256581	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.6256802__1.6256802	39491__A0A396FF17__EUR_31400
ERR1913048.6256901__1.6256901	821__A0A0P0M2J4__DXD46_10295
ERR1913048.6256908__1.6256908	901__B6WXF1__DESPIGER_1660
ERR1913048.6257032__1.6257032	821__A0A0P0M2J4__DXD46_10295
ERR1913048.6257061__1.6257061	821__A0A173XDD3__DXB82_17180
ERR1913048.6257206__1.6257206	1262889__R7HCI3__BN634_01560
ERR1913048.6257329__1.6257329	901__B6WTQ4__DESPIGER_1255
ERR1913048.6257364__1.6257364	901__B6WXI1__DESPIGER_1636
ERR1913048.6257604__1.6257604	147206__GCF_000156215.1_01774
ERR1913048.6257634__1.6257634	901__B6WTG1__glpB
ERR1913048.6257696__1.6257696	1263044__GCA_000433375.1_00652
ERR1913048.6257888__1.6257888	1263000__R5EDV4__BN466_01097
ERR1913048.6258163__1.6258163	28117__B0MZ50__ALIPUT_02424
ERR1913048.6258462__1.6258462	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913048.6258711__1.6258711	216816__C5E9N8__DD678_02795
ERR1913048.6258805__1.6258805	1262911__R6GN99__BN557_01784
ERR1913048.6258994__1.6258994	216816__C5E9N8__DD678_02795
ERR1913048.6258995__1.6258995	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913048.6259133__1.6259133	1263000__R5ESM1__BN466_01440
ERR1913048.6259292__1.6259292	1263000__R5EET9__BN466_01245
ERR1913048.6259386__1.6259386	216816__C5E9N8__DD678_02795
ERR1913048.6259497__1.6259497	1501391__GCA_000786575.1_00018
ERR1913048.6259538__1.6259538	301301__A0A395V9V2__nplT_1
ERR1913048.6259718__1.6259718	35755__A0A0F6R1S3__UL82_09485
ERR1913048.6259809__1.6259809	39492__D4JWP8__EUBSIR_00699
ERR1913048.6260213__1.6260213	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.6260637__1.6260637	33039__A0A174Z5I4__ERS852424_00154
ERR1913048.6260702__1.6260702	572010__hgdC_1
ERR1913048.6260766__1.6260766	28117__B0MWH8__BHV66_01330
ERR1913048.6260822__1.6260822	1262927__R7EX56__BN677_00089
ERR1913048.6260837__1.6260837	28117__B0MTH2__ALIPUT_00061
ERR1913048.6261026__1.6261026	39491__A0A396FEW6__T1815_18721
ERR1913048.6261239__1.6261239	1262911__R6GT76__BN557_01150
ERR1913048.6261297__1.6261297	901__B6WUH5__DESPIGER_1779
ERR1913048.6261481__1.6261481	853__A8SB03__C4Q21_07960
ERR1913048.6262042__1.6262042	246787__A0A3D6B182__HMPREF1062_00600
ERR1913048.6262163__1.6262163	47678__R5UTU5__CGC64_07175
ERR1913048.6262459__1.6262459	166486__A0A173VSA0__ROSINTL182_06124
ERR1913048.6262771__1.6262771	1628085__A0A1C5YAJ9__C7386_10197
ERR1913048.6262809__1.6262809	1262927__R7EX56__BN677_00089
ERR1913048.6262873__1.6262873	901__B6WSK7__DESPIGER_0721
ERR1913048.6262988__1.6262988	1262927__R7EX56__BN677_00089
ERR1913048.6263097__1.6263097	1263000__R5EF36__BN466_01303
ERR1913048.6263109__1.6263109	1897011__A0A1Q6RH85__BHW41_01750
ERR1913048.6263164__1.6263164	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913048.6263396__1.6263396	33039__D4M149__ERS852390_03118
ERR1913048.6263488__1.6263488	169435__A0A174MDB5__braC_1
ERR1913048.6263602__1.6263602	901__B6WY35__DESPIGER_1461
ERR1913048.6263670__1.6263670	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.6263716__1.6263716	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913048.6263813__1.6263813	394340__aspS
ERR1913048.6263773__1.6263773	166486__D4KV38__ROSINTL182_06841
ERR1913048.6264640__1.6264640	292800__G9YPN8__A4U99_03635
ERR1913048.6264601__1.6264601	821__A0A174V2F3__NCTC10583_01474
ERR1913048.6264737__1.6264737	28116__A0A1Y4Q112__evgS_13
ERR1913048.6264913__1.6264913	901__B6WQ99__BHW59_02695
ERR1913048.6265032__1.6265032	246787__A0A108TGC9__BACCELL_01371
ERR1913048.6265562__1.6265562	328814__GCA_004558275.1_01003
ERR1913048.6265584__1.6265584	901__B6WV45__DESPIGER_1962
ERR1913048.6265919__1.6265919	74426__pdxS
ERR1913048.6266050__1.6266050	821__A0A174WBC9__ERS852556_03145
ERR1913048.6266064__1.6266064	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913048.6266083__1.6266083	1780376__A0A143XQT4__BN3659_01658
ERR1913048.6266255__1.6266255	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.6266286__1.6266286	1262886__R6Q824__BN563_00941
ERR1913048.6266265__1.6266265	246787__R6KM92__AA416_01456
ERR1913048.6266368__1.6266368	1263000__R5EKT2__BN466_02168
ERR1913048.6266651__1.6266651	1262927__R7EX56__BN677_00089
ERR1913048.6266851__1.6266851	1262927__R7EX56__BN677_00089
ERR1913048.6266875__1.6266875	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.6267020__1.6267020	901__B6WQ99__BHW59_02695
ERR1913048.6267099__1.6267099	817__R6ZRJ3__M148_1906
ERR1913048.6267139__1.6267139	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913048.6267960__1.6267960	901__B6WVN3__DHV46_02690
ERR1913048.6268111__1.6268111	901__B6WQT1__DESPIG_00410
ERR1913048.6268191__1.6268191	1262927__R7EX56__BN677_00089
ERR1913048.6268224__1.6268224	28117__B0MWX3__BHV66_03010
ERR1913048.6268469__1.6268469	328814__GCA_004558275.1_01001
ERR1913048.6268509__1.6268509	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913048.6268607__1.6268607	28117__B0MTS2__ALIPUT_00159
ERR1913048.6268677__1.6268677	853__A0A2A7A628__CGS57_13755
ERR1913048.6268776__1.6268776	376805__F0R8B1__Bacsa_3573
ERR1913048.6268912__1.6268912	166486__D4L458__ROSINTL182_07088
ERR1913048.6268980__1.6268980	901__B6WSB2__DESPIGER_0802
ERR1913048.6269156__1.6269156	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913048.6269179__1.6269179	28117__B0MWZ9__ALIPUT_01735
ERR1913048.6269188__1.6269188	853__E2ZGD9__C7J97_11715
ERR1913048.6269402__1.6269402	35833__E5Y6S3__HMPREF0179_01886
ERR1913048.6269467__1.6269467	853__E2ZGD9__C7J97_11715
ERR1913048.6269904__1.6269904	28117__B0MYI9__BHV66_05415
ERR1913048.6270116__1.6270116	1262927__R7EX56__BN677_00089
ERR1913048.6270165__1.6270165	901__B6WUI5__DESPIGER_1817
ERR1913048.6270237__1.6270237	46228__V8BLJ0__DXD17_08675
ERR1913048.6270279__1.6270279	1263000__R5EGY6__BN466_00973
ERR1913048.6270960__1.6270960	214856__I3YPI7__pepD_1
ERR1913048.6271052__1.6271052	853__C7H1R8__DW905_06675
ERR1913048.6271141__1.6271141	1263000__R5EGY6__BN466_00973
ERR1913048.6271496__1.6271496	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.6271574__1.6271574	28117__B0MU76__ALIPUT_00202
ERR1913048.6271819__1.6271819	1263044__GCA_000433375.1_01441
ERR1913048.6271868__1.6271868	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913048.6271876__1.6271876	1263044__GCA_000433375.1_01441
ERR1913048.6271965__1.6271965	292800__A0A174XBF3__ERS852504_03492
ERR1913048.6272485__1.6272485	360807__C0FNM4__ERS852444_01447
ERR1913048.6272575__1.6272575	387090__S0F7Y3__BACCOPRO_02028
ERR1913048.6272586__1.6272586	28117__B0MVL2__BHV66_01645
ERR1913048.6272981__1.6272981	1262927__R7EX56__BN677_00089
ERR1913048.6273288__1.6273288	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913048.6273567__1.6273567	1262911__R6H212__BN557_01031
ERR1913048.6273789__1.6273789	1262927__R7EX56__BN677_00089
ERR1913048.6274015__1.6274015	1262927__R7EX56__BN677_00089
ERR1913048.6274151__1.6274151	1628085__A0A3E2Y1H6__C7386_104158
ERR1913048.6274191__1.6274191	901__B6WW26__DESPIG_02294
ERR1913048.6274325__1.6274325	820__A0A3E4VXP2__yesR
ERR1913048.6274485__1.6274485	1262927__R7EX56__BN677_00089
ERR1913048.6274669__1.6274669	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913048.6275034__1.6275034	820__A0A139KJ23__celCCA
ERR1913048.6275048__1.6275048	1262927__R7EX56__BN677_00089
ERR1913048.6275113__1.6275113	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.6275390__1.6275390	39491__A0A396FQV7__T1815_10751
ERR1913048.6275702__1.6275702	901__B6WR00__DESPIGER_0128
ERR1913048.6275708__1.6275708	1262744__R6FST0__BN744_00381
ERR1913048.6275796__1.6275796	301301__A0A395VA63__sbcC
ERR1913048.6275827__1.6275827	39491__A0A396FEW6__T1815_18721
ERR1913048.6275881__1.6275881	39485__A0A174ZBJ8__speA_2
ERR1913048.6276091__1.6276091	28117__B0MU76__ALIPUT_00202
ERR1913048.6276273__1.6276273	901__B6WXG1__DHV46_02130
ERR1913048.6276390__1.6276390	214856__A0A173YXX1__ERS852559_01651
ERR1913048.6276428__1.6276428	1262927__R7EX56__BN677_00089
ERR1913048.6276615__1.6276615	39485__A0A174YZE2__spoIIE
ERR1913048.6276962__1.6276962	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913048.6277167__1.6277167	901__B6WRB3__DESPIGER_0300
ERR1913048.6277219__1.6277219	166486__D4L255__mcp4_5
ERR1913048.6277310__1.6277310	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913048.6277412__1.6277412	1262989__R6ZFQ2__BN815_01116
ERR1913048.6278078__1.6278078	28117__B0MTV5__BHV66_06415
ERR1913048.6278391__1.6278391	901__B6WTG8__DESPIG_01374
ERR1913048.6278822__1.6278822	1263000__R5EFA7__BN466_01197
ERR1913048.6278860__1.6278860	39492__D4JW10__pppA
ERR1913048.6279012__1.6279012	46228__B5CP96__RUMLAC_01287
ERR1913048.6279335__1.6279335	853__C7H7F8__yccM_1
ERR1913048.6279390__1.6279390	147206__GCF_000156215.1_01774
ERR1913048.6279469__1.6279469	166486__D4KZI1__ERS852572_00422
ERR1913048.6279775__1.6279775	1628085__A0A374VS54__C7386_101156
ERR1913048.6279812__1.6279812	1262886__R6QD45__BN563_01703
ERR1913048.6280109__1.6280109	1550024__G9RQ35__ASJ35_06570
ERR1913048.6280125__1.6280125	821__A6L0C7__ERS852556_03520
ERR1913048.6280286__1.6280286	1262927__R7EX56__BN677_00089
ERR1913048.6280377__1.6280377	901__B6WXK8__DESPIG_02835
ERR1913048.6280388__1.6280388	901__B6WY35__DESPIGER_1461
ERR1913048.6280583__1.6280583	39491__A0A396FIU1__DXC13_07905
ERR1913048.6280758__1.6280758	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913048.6280759__1.6280759	1262992__R5D1X3__BN795_00176
ERR1913048.6281109__1.6281109	394340__group_3034
ERR1913048.6281709__1.6281709	214856__R6XTZ7__ERS852447_02314
ERR1913048.6282056__1.6282056	1897011__A0A1Q6RH29__BHW41_01570
ERR1913048.6282155__1.6282155	901__B6WY50__DESPIGER_1446
ERR1913048.6282191__1.6282191	28117__R7JJM9__ALIPUT_00662
ERR1913048.6282377__1.6282377	1262992__R5D5B1__BN795_00105
ERR1913048.6282491__1.6282491	1263000__R5EFJ5__BN466_01372
ERR1913048.6282557__1.6282557	1235835__R9LCU2__C814_02677
ERR1913048.6282778__1.6282778	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913048.6282894__1.6282894	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913048.6282978__1.6282978	1262927__R7EX56__BN677_00089
ERR1913048.6283193__1.6283193	166486__D4KXA3__ROSINTL182_05894
ERR1913048.6283195__1.6283195	246787__A0A0P0GK12__BcellWH2_04154
ERR1913048.6283293__1.6283293	246787__A0A0P0GK12__BcellWH2_04154
ERR1913048.6283298__1.6283298	39485__A0A174Z9M2__yhbU_1
ERR1913048.6283279__1.6283279	1897011__A0A1Q6RC30__BHW41_06700
ERR1913048.6283368__1.6283368	820__A0A139KHX1__HMPREF2141_00289
ERR1913048.6283405__1.6283405	674529__R6UPX3__DXB21_06190
ERR1913048.6283484__1.6283484	1262927__R7EX56__BN677_00089
ERR1913048.6283490__1.6283490	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.6283616__1.6283616	216816__Q8G5T7__HMPREF0175_0394
ERR1913048.6283678__1.6283678	1263000__R5EUM2__BN466_01747
ERR1913048.6283682__1.6283682	1262744__R6FST0__BN744_00381
ERR1913048.6283713__1.6283713	1897011__A0A1Q6RDV6__BHW41_05295
