ERR1912995.212__1.212	301302__A0A173RZU9__M72_23561
ERR1912995.7094928__1.7094928	1680__A0A173XYA2__B0703_0121
ERR1912995.7095050__1.7095050	901__B6WRI8__DHV46_05150
ERR1912995.7095071__1.7095071	1628085__A0A396MGZ2__C7386_12111
ERR1912995.7095140__1.7095140	1262816__R6BYB5__BN687_01079
ERR1912995.7095280__1.7095280	116085__D4J6N6__DW747_08145
ERR1912995.7095401__1.7095401	106588__A6NUL8__BACCAP_01900
ERR1912995.7095452__1.7095452	28111__E5X121__BACEGG_03113
ERR1912995.7095655__1.7095655	100884__E7GFK8__HMPREF9488_03551
ERR1912995.7095710__1.7095710	901__B6WQ97__DHV46_07025
ERR1912995.7096083__1.7096083	1262936__R7IYW6__BN799_00686
ERR1912995.7096287__1.7096287	1628085__A0A396QC65__C7386_101113
ERR1912995.7096548__1.7096548	901__B6WSE8__DESPIG_01070
ERR1912995.7096890__1.7096890	1897011__A0A1Q6RI93__BHW41_01175
ERR1912995.7096999__1.7096999	901__B6WY11__DESPIGER_1484
ERR1912995.7097041__1.7097041	1680__A0A0C2YPV2__AL0462_1474
ERR1912995.7097125__1.7097125	147206__GCF_000156215.1_01773
ERR1912995.7097472__1.7097472	28111__E5X428__HMPREF1016_03686
ERR1912995.7097615__1.7097615	1262959__R5Y4D0__BN680_00726
ERR1912995.7097710__1.7097710	74426__infB
ERR1912995.7097787__1.7097787	1680__A0A173XYA2__B0703_0121
ERR1912995.7098621__1.7098621	301302__A0A173RYX5__ERS852420_00973
ERR1912995.7098622__1.7098622	301302__A0A0M6WJW1__ERS852420_02245
ERR1912995.7098892__1.7098892	384639__GCA_003096855.1_00973
ERR1912995.7099238__1.7099238	1263006__R6MLU5__BN515_01014
ERR1912995.7099785__1.7099785	1262936__R7IYJ1__BN799_00810
ERR1912995.7099849__1.7099849	74426__groL
ERR1912995.7099868__1.7099868	2022527__A0A264Y7D2__CHL74_07285
ERR1912995.7099873__1.7099873	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1912995.7100157__1.7100157	45851__D4S069__spoIVA
ERR1912995.7100276__1.7100276	1262911__R6GPI7__BN557_00907
ERR1912995.7100369__1.7100369	1262936__R7J3B1__BN799_00034
ERR1912995.7100430__1.7100430	1262882__R5MSI7__BN519_01601
ERR1912995.7100439__1.7100439	74426__rpoC
ERR1912995.7100510__1.7100510	901__B6WPV3__DESPIGER_1124
ERR1912995.7100515__1.7100515	1263030__R5CUH1__BN705_00716
ERR1912995.7100661__1.7100661	706562__GCA_900112995.1_01594
ERR1912995.7100720__1.7100720	1680__A0A0B5BIU5__BSTER_0145
ERR1912995.7100752__1.7100752	1262936__R7J3B1__BN799_00034
ERR1912995.7100763__1.7100763	39485__A0A174YMM2__ERS852490_01019
ERR1912995.7100825__1.7100825	1680__A0A174BEE7__BSTER_1311
ERR1912995.7100841__1.7100841	1680__A0A087DLC6__C8077_00815
ERR1912995.7101064__1.7101064	35833__E5Y3G7__HMPREF0179_00728
ERR1912995.7101092__1.7101092	35833__E5Y3G7__HMPREF0179_00728
ERR1912995.7101101__1.7101101	1262936__R7IYH4__BN799_00795
ERR1912995.7101117__1.7101117	2173__A0A1D2WWU1__METSMIALI_01068
ERR1912995.7101212__1.7101212	301302__R5UNJ6__M72_26701
ERR1912995.7101192__1.7101192	1262936__R7IYJ1__BN799_00810
ERR1912995.7101415__1.7101415	74426__purL
ERR1912995.7101522__1.7101522	40518__R5DTH7__DXD83_02405
ERR1912995.7101493__1.7101493	1262882__R5N0Q5__BN519_00642
ERR1912995.7101621__1.7101621	853__A0A173RZ39__C4N22_01650
ERR1912995.7101670__1.7101670	40518__R5E2Z2__DXD93_09295
ERR1912995.7101750__1.7101750	1262959__R5YSV6__BN680_00744
ERR1912995.7101850__1.7101850	178339__GCA_001746855.1_00018
ERR1912995.7101882__1.7101882	1680__A0A374QDL4__LMG18897_0432
ERR1912995.7101959__1.7101959	74426__nifJ
ERR1912995.7102318__1.7102318	1262936__R7J354__BN799_00281
ERR1912995.7102430__1.7102430	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.7102708__1.7102708	1897011__A0A1Q6REX0__BHW41_04225
ERR1912995.7102925__1.7102925	1680__A0A374QDL4__LMG18897_0432
ERR1912995.7103104__1.7103104	1550024__G9RPC6__TQ39_05630
ERR1912995.7103307__1.7103307	39488__A0A285PT25__EUBHAL_01908
ERR1912995.7103384__1.7103384	410072__A0A174HCW3__ERS852574_00529
ERR1912995.7103564__1.7103564	1263011__R6DPU8__BN553_00970
ERR1912995.7104175__1.7104175	147206__GCF_000156215.1_01774
ERR1912995.7104278__1.7104278	28052__A0A174MSU9__ERS852499_02010
ERR1912995.7104412__1.7104412	1897011__A0A1Q6RDI4__BHW41_05605
ERR1912995.7104466__1.7104466	165179__A0A3E5E9I4__DXB80_09745
ERR1912995.7104555__1.7104555	901__B6WPV2__DHV46_04070
ERR1912995.7104597__1.7104597	901__B6WPV2__DHV46_04070
ERR1912995.7104920__1.7104920	1262936__R7J1E6__BN799_01664
ERR1912995.7105052__1.7105052	572010__rpoB
ERR1912995.7105117__1.7105117	1262882__R5N3T7__BN519_01188
ERR1912995.7105813__1.7105813	301302__A0A0M6WSS7__ERS852420_02367
ERR1912995.7105839__1.7105839	74426__group_4823
ERR1912995.7106323__1.7106323	1262929__R6F6C8__BN691_01344
ERR1912995.7106467__1.7106467	1897011__A0A1Q6RDG0__BHW41_05600
ERR1912995.7106579__1.7106579	239935__A0A3F3K9J9__DEF40_00940
ERR1912995.7106613__1.7106613	1262882__R5MHQ8__BN519_00707
ERR1912995.7106600__1.7106600	301301__A0A395VG51__RHOM_05870
ERR1912995.7106707__1.7106707	1550024__G9RZN9__ASJ35_05735
ERR1912995.7106738__1.7106738	246787__A0A0P0GV75__HMPREF1062_00095
ERR1912995.7106804__1.7106804	40518__R5DS23__DXD86_01715
ERR1912995.7106897__1.7106897	28052__R7NCE8__cph2_1
ERR1912995.7106902__1.7106902	1262911__R6GP42__BN557_00222
ERR1912995.7106917__1.7106917	649756__D4MV98__ERS852475_00895
ERR1912995.7107266__1.7107266	45851__D4S0D7__BUTYVIB_01556
ERR1912995.7107357__1.7107357	74426__nifJ
ERR1912995.7107501__1.7107501	40518__R5DLM5__RB5AMG_00422
ERR1912995.7107663__1.7107663	1628085__A0A2U1B8P9__C7386_11441
ERR1912995.7107671__1.7107671	706562__GCA_900112995.1_00063
ERR1912995.7107791__1.7107791	901__B6WUL1__DESPIG_01755
ERR1912995.7108043__1.7108043	47678__R5UZM4__DW706_15680
ERR1912995.7108055__1.7108055	1680__A0A374QDL4__LMG18897_0432
ERR1912995.7108237__1.7108237	301302__A0A0M6WSS7__ERS852420_02367
ERR1912995.7108521__1.7108521	74426__group_4823
ERR1912995.7109167__1.7109167	1680__A0A173XYA2__B0703_0121
ERR1912995.7109335__1.7109335	74426__nifJ
ERR1912995.7109636__1.7109636	1262911__R6GTZ0__BN557_01437
ERR1912995.7109676__1.7109676	165179__A0A174W369__PREVCOP_04548
ERR1912995.7109717__1.7109717	1262882__R5MFM2__BN519_00460
ERR1912995.7109937__1.7109937	901__B6WTQ4__DESPIGER_1255
ERR1912995.7109958__1.7109958	40518__R5DU38__DXD83_06770
ERR1912995.7109956__1.7109956	1262741__R6CQY9__BN697_01105
ERR1912995.7110143__1.7110143	116085__D4J6A4__DW747_12795
ERR1912995.7110629__1.7110629	39485__R5ZVC3__ERS852490_00250
ERR1912995.7110729__1.7110729	1680__A0A1X3A951__AL0462_1583
ERR1912995.7110872__1.7110872	216816__B3DNW2__BL171B_07980
ERR1912995.7111236__1.7111236	166486__D4KWX6__slyA_1
ERR1912995.7111439__1.7111439	74426__nifJ
ERR1912995.7111526__1.7111526	1262936__R7J0V7__BN799_01561
ERR1912995.7111722__1.7111722	901__B6WR34__DHV46_00895
ERR1912995.7111836__1.7111836	1680__A0A374QDL4__LMG18897_0432
ERR1912995.7112619__1.7112619	1262936__R7IYJ1__BN799_00810
ERR1912995.7112897__1.7112897	1656__F2UYI8__HMPREF0059_01143
ERR1912995.7112915__1.7112915	1628085__A0A2U1BGN2__C7386_10147
ERR1912995.7113120__1.7113120	1262936__R7J276__BN799_01074
ERR1912995.7113288__1.7113288	45851__D4S2U9__BHV86_05685
ERR1912995.7113472__1.7113472	165179__D1PAJ7__PREVCOP_04222
ERR1912995.7113603__1.7113603	1680__A0A173XYA2__B0703_0121
ERR1912995.7113815__1.7113815	74426__group_4808
ERR1912995.7113864__1.7113864	147206__GCF_000156215.1_01777
ERR1912995.7113984__1.7113984	1680__A0A173XYA2__B0703_0121
ERR1912995.7114160__1.7114160	28111__E5WVZ4__NCTC11155_02635
ERR1912995.7114220__1.7114220	1680__A0A173Y6N7__yhaH
ERR1912995.7114226__1.7114226	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.7114277__1.7114277	2022527__A0A264Y9E2__CHL74_03740
ERR1912995.7114438__1.7114438	147206__GCF_000156215.1_01777
ERR1912995.7114683__1.7114683	1150298__A0A174SLE6__mlc_1
ERR1912995.7114721__1.7114721	216816__B3DPC3__CE169_06855
ERR1912995.7114849__1.7114849	165179__D1PFV4__PREVCOP_06112
ERR1912995.7115102__1.7115102	1262936__R7IY78__BN799_00717
ERR1912995.7115250__1.7115250	552398__F4XCR9__HMPREF0866_01636
ERR1912995.7115324__1.7115324	1262936__R7IZ52__BN799_00980
ERR1912995.7115849__1.7115849	165179__R6CNX7__DXB80_02200
ERR1912995.7115982__1.7115982	39491__D6DXZ8__DXB72_15035
ERR1912995.7116105__1.7116105	552398__F4XCR9__HMPREF0866_01636
ERR1912995.7116161__1.7116161	1680__A0A3E4SB79__BAD_1517
ERR1912995.7116769__1.7116769	40518__R5DLJ7__lytR_4
ERR1912995.7116852__1.7116852	1262936__R7J1R8__BN799_01841
ERR1912995.7116815__1.7116815	1262936__R7J1R8__BN799_01841
ERR1912995.7116819__1.7116819	901__B6WY11__DESPIGER_1484
ERR1912995.7116887__1.7116887	216816__B7GN29__BL72_08765
ERR1912995.7116975__1.7116975	572010__hgdC_1
ERR1912995.7117080__1.7117080	301302__A0A0M6WWK6__M72_13961
ERR1912995.7117141__1.7117141	901__B6WXF1__DESPIGER_1660
ERR1912995.7117217__1.7117217	2022527__A0A264Y5V9__CHL74_10280
ERR1912995.7117358__1.7117358	853__A0A173XRA8__CGS56_09290
ERR1912995.7117361__1.7117361	1550024__A0A3B9WIA4__TQ39_14495
ERR1912995.7117506__1.7117506	1262936__R7J360__BN799_00345
ERR1912995.7117490__1.7117490	45851__D4RWP4__BHV86_06190
ERR1912995.7117622__1.7117622	1628085__A0A3E2Y0H4__C7386_101347
ERR1912995.7117644__1.7117644	1262936__R7J360__BN799_00345
ERR1912995.7117782__1.7117782	216816__D6DBD5__DXC32_04335
ERR1912995.7118112__1.7118112	1680__A0A174BEE7__BSTER_1311
ERR1912995.7118202__1.7118202	116085__D4J5M3__DW747_05085
ERR1912995.7118203__1.7118203	1262936__R7IYJ1__BN799_00810
ERR1912995.7118404__1.7118404	630129__A0A087B617__BKAS_1320
ERR1912995.7118528__1.7118528	1262882__R5N1L4__BN519_00757
ERR1912995.7118686__1.7118686	39485__C4Z467__ERS852490_01684
ERR1912995.7118736__1.7118736	40518__R5DV58__htrA
ERR1912995.7118762__1.7118762	853__A0A3E2U7E6__ERS852582_01640
ERR1912995.7118780__1.7118780	1628085__A0A1C6CGB4__C7386_11411
ERR1912995.7119071__1.7119071	165179__A0A3E5E6S6__DXB80_07575
ERR1912995.7119305__1.7119305	1263000__R5EGY6__BN466_00973
ERR1912995.7119446__1.7119446	74426__pta
ERR1912995.7119459__1.7119459	39488__A0A173SMQ7__EUBHAL_00819
ERR1912995.7119569__1.7119569	45851__D4RZD5__BUTYVIB_01201
ERR1912995.7119893__1.7119893	1262911__R6GS52__BN557_00834
ERR1912995.7119986__1.7119986	901__B6WTR9__DESPIG_01476
ERR1912995.7120541__1.7120541	1680__A0A174BEE7__BSTER_1311
ERR1912995.7120726__1.7120726	853__A0A3E2U7E6__ERS852582_01640
ERR1912995.7120708__1.7120708	301302__R5VGE0__ERS852420_00121
ERR1912995.7120813__1.7120813	572010__hgdC_1
ERR1912995.7121090__1.7121090	74426__groL
ERR1912995.7121144__1.7121144	239935__A0A139TPU7__CXT91_06575
ERR1912995.7121278__1.7121278	216816__E8MW20__DD674_07905
ERR1912995.7121521__1.7121521	901__B6WUH5__DESPIGER_1779
ERR1912995.7121877__1.7121877	1897011__A0A1Q6REW8__BHW41_04435
ERR1912995.7121884__1.7121884	901__B6WUG8__DHV46_10540
ERR1912995.7122306__1.7122306	28111__R5K5Y0__NCTC11155_03071
ERR1912995.7122544__1.7122544	301302__A0A173S3L8__vpr
ERR1912995.7122660__1.7122660	45851__D4RXN5__BUTYVIB_00586
ERR1912995.7122745__1.7122745	239935__A0A2N8I3G2__CXT89_00720
ERR1912995.7122731__1.7122731	33043__A0A173WWJ5__ERS852386_00339
ERR1912995.7122834__1.7122834	1262988__R7N4G5__BN816_01692
ERR1912995.7122858__1.7122858	1686__B6XWA4__BIFCAT_01494
ERR1912995.7123032__1.7123032	301302__A0A0M6WIU8__M72_26811
ERR1912995.7123111__1.7123111	1262911__R6GZW9__BN557_00833
ERR1912995.7123186__1.7123186	301302__R5VCU3__cbiK_2
ERR1912995.7123254__1.7123254	1628085__A0A374VPP0__C7386_11442
ERR1912995.7123340__1.7123340	1262882__R5MLP5__BN519_01602
ERR1912995.7123344__1.7123344	1262936__R7J1Q2__BN799_01767
ERR1912995.7123378__1.7123378	1263000__R5ESM1__BN466_01440
ERR1912995.7123745__1.7123745	1262936__R7J5J9__BN799_00247
ERR1912995.7123982__1.7123982	1262936__R7J3L8__BN799_00414
ERR1912995.7124087__1.7124087	165179__A0A3E5DRF6__DXC61_00200
ERR1912995.7124097__1.7124097	1897011__A0A1Q6RDB1__BHW41_05850
ERR1912995.7124462__1.7124462	239935__A0A2N8IMC3__CXT96_03840
ERR1912995.7124495__1.7124495	39491__A0A396FF17__EUR_31400
ERR1912995.7124557__1.7124557	1262911__R6H212__BN557_01031
ERR1912995.7124764__1.7124764	216816__A0A395XYV2__APC1468_1887
ERR1912995.7124834__1.7124834	1680__A0A174BEE7__BSTER_1311
ERR1912995.7125050__1.7125050	1262936__R7IYY7__BN799_00701
ERR1912995.7125331__1.7125331	853__A0A173XRA8__CGS56_09290
ERR1912995.7125340__1.7125340	74426__groL
ERR1912995.7125432__1.7125432	40518__R5E6X1__DXD83_01720
ERR1912995.7125629__1.7125629	901__B6WXA0__aroE
ERR1912995.7126039__1.7126039	360807__A0A396ADY6__RIL183_17001
ERR1912995.7126228__1.7126228	1680__R5GZF2__DXC60_01925
ERR1912995.7126266__1.7126266	74426__rpoC
ERR1912995.7126393__1.7126393	74426__rpoB
ERR1912995.7126396__1.7126396	1680__A0A174BEE7__BSTER_1311
ERR1912995.7126606__1.7126606	1897011__A0A1Q6RFG0__BHW41_03665
ERR1912995.7126647__1.7126647	45851__D4RYC5__BHV86_01930
ERR1912995.7126721__1.7126721	1680__A0A087DLC6__C8077_00815
ERR1912995.7126771__1.7126771	45851__D4RYQ0__BUTYVIB_00958
ERR1912995.7127041__1.7127041	1680__R5GZF2__DXC60_01925
ERR1912995.7127195__1.7127195	74426__group_4823
ERR1912995.7127354__1.7127354	1628085__A0A3E2XTK8__C7386_10217
ERR1912995.7127355__1.7127355	147206__GCF_000156215.1_01774
ERR1912995.7127417__1.7127417	1897011__A0A1Q6RH73__BHW41_01885
ERR1912995.7127456__1.7127456	39485__R5ZRT8__gmr_6
ERR1912995.7127648__1.7127648	371601__E5CE41__ERS852396_04351
ERR1912995.7127969__1.7127969	360807__A0A396AK01__RIL183_20461
ERR1912995.7128096__1.7128096	165179__D1PDJ4__DXB80_08505
ERR1912995.7128150__1.7128150	1262936__R7IYJ1__BN799_00810
ERR1912995.7128279__1.7128279	45851__D4S1R7__BUTYVIB_02039
ERR1912995.7128342__1.7128342	301302__A0A173SJJ1__ERS852420_01411
ERR1912995.7128323__1.7128323	74426__rpoB
ERR1912995.7128491__1.7128491	1263011__R6DZ06__BN553_00907
ERR1912995.7128570__1.7128570	301302__R5UMP3__lytC_3
ERR1912995.7128835__1.7128835	1262924__R7HUR1__BN585_00057
ERR1912995.7128817__1.7128817	74426__rpoB
ERR1912995.7128873__1.7128873	28111__E5WYC1__BACEGG_00354
ERR1912995.7129056__1.7129056	301302__R5UMP3__lytC_3
ERR1912995.7129139__1.7129139	1897011__A0A1Q6RIN7__BHW41_00540
ERR1912995.7129241__1.7129241	1680__A0A174BEE7__BSTER_1311
ERR1912995.7129248__1.7129248	301302__A0A0M6WWC3__M72_11371
ERR1912995.7129254__1.7129254	216816__E5Y0K4__B8809_0128
ERR1912995.7129515__1.7129515	1262936__R7IZ99__BN799_01076
ERR1912995.7129576__1.7129576	2022527__A0A264Y8D3__CHL74_06055
ERR1912995.7129645__1.7129645	1262882__R5MM90__BN519_01721
ERR1912995.7129646__1.7129646	1680__A0A087DHN0__AL0462_1532
ERR1912995.7129842__1.7129842	1680__A0A174BEE7__BSTER_1311
ERR1912995.7130385__1.7130385	216816__B3DNW2__BL171B_07980
ERR1912995.7130830__1.7130830	74426__group_4823
ERR1912995.7130975__1.7130975	1262741__R6CDD9__BN697_01333
ERR1912995.7131197__1.7131197	1263000__R5EF36__BN466_01303
ERR1912995.7131301__1.7131301	1262936__R7IY18__BN799_00607
ERR1912995.7131435__1.7131435	901__B6WXI1__DESPIGER_1636
ERR1912995.7131492__1.7131492	821__A0A174AYT0__DXC02_03530
ERR1912995.7131642__1.7131642	552398__F4XCR9__HMPREF0866_01636
ERR1912995.7131997__1.7131997	301302__R5ULQ3__ERS852420_02626
ERR1912995.7132307__1.7132307	901__B6WVX9__DESPIG_02247
ERR1912995.7132403__1.7132403	1262959__R5YSV6__BN680_00744
ERR1912995.7132416__1.7132416	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1912995.7132645__1.7132645	1897011__A0A1Q6RDG0__BHW41_05600
ERR1912995.7132766__1.7132766	1262911__R6GTN3__BN557_01365
ERR1912995.7132956__1.7132956	40518__R5E282__DXD86_08940
ERR1912995.7133751__1.7133751	40518__R5DT93__DXD86_08730
ERR1912995.7133757__1.7133757	301302__R5V671__M72_27831
ERR1912995.7134228__1.7134228	301302__A0A0M6WU48__M72_10411
ERR1912995.7134273__1.7134273	74426__purL
ERR1912995.7134770__1.7134770	301302__R5UNJ6__M72_26701
ERR1912995.7134870__1.7134870	165179__A0A174W369__PREVCOP_04548
ERR1912995.7135183__1.7135183	239935__A0A2N8HHY4__DEF40_10850
ERR1912995.7135254__1.7135254	1262911__R6HJS5__BN557_00288
ERR1912995.7135352__1.7135352	301302__R5UTG6__M72_25801
ERR1912995.7135489__1.7135489	1262959__R5YCR5__BN680_01967
ERR1912995.7135693__1.7135693	39488__A0A285PS10__ERS852578_00426
ERR1912995.7135673__1.7135673	74426__purL
ERR1912995.7135747__1.7135747	1680__A0A0C2YPV2__AL0462_1474
ERR1912995.7135763__1.7135763	853__A0A3E2U7E6__ERS852582_01640
ERR1912995.7135841__1.7135841	2022527__A0A264YA19__CHL74_03075
ERR1912995.7135879__1.7135879	901__B6WTQ4__DESPIGER_1255
ERR1912995.7136181__1.7136181	74426__rpoC
ERR1912995.7136207__1.7136207	1262911__R6GN99__BN557_01784
ERR1912995.7136229__1.7136229	1262924__R7HMZ4__BN585_01629
ERR1912995.7136355__1.7136355	40520__R7D8F5__DXC87_14065
ERR1912995.7136383__1.7136383	1262936__R7J1S4__BN799_01918
ERR1912995.7136578__1.7136578	1680__A0A0B5BIU5__BSTER_0145
ERR1912995.7136979__1.7136979	40518__A0A2N0UK36__RBATCC27255_01376
ERR1912995.7137027__1.7137027	853__A0A2A7A4A9__C4N21_14870
ERR1912995.7137276__1.7137276	40518__R5DLJ7__lytR_4
ERR1912995.7137343__1.7137343	40518__R5DR72__RBL236_02110
ERR1912995.7137384__1.7137384	1628085__A0A3E2Y1L0__C7386_11254
ERR1912995.7137881__1.7137881	40518__R5DMC7__blaR1
ERR1912995.7138377__1.7138377	1262936__R7J5M6__BN799_00272
ERR1912995.7138493__1.7138493	572010__hgdC_1
ERR1912995.7138629__1.7138629	1897011__A0A1Q6RI11__BHW41_00845
ERR1912995.7138994__1.7138994	853__A0A173RZ39__C4N22_01650
ERR1912995.7139039__1.7139039	74426__rpoC
ERR1912995.7139624__1.7139624	1262936__R7J429__BN799_00416
ERR1912995.7139823__1.7139823	1680__A0A174BEE7__BSTER_1311
ERR1912995.7139914__1.7139914	901__B6WXD6__DHV46_02215
ERR1912995.7140593__1.7140593	1262936__R7J272__BN799_00063
ERR1912995.7140571__1.7140571	45851__D4RYC4__BHV86_01935
ERR1912995.7140573__1.7140573	28052__R7N7E0__cynR_4
ERR1912995.7140668__1.7140668	165179__A0A229I1J2__DXB80_03950
ERR1912995.7140712__1.7140712	1262929__R6F6C8__BN691_01344
ERR1912995.7140724__1.7140724	901__B6WYC9__DHV46_00060
ERR1912995.7140782__1.7140782	1263006__R6LYS1__BN515_01485
ERR1912995.7140889__1.7140889	45851__D4S1P1__BHV86_08290
ERR1912995.7140955__1.7140955	216816__A0A133L1E2__ptsP
ERR1912995.7141548__1.7141548	357276__A0A0K2HDP3__IY41_00705
ERR1912995.7141559__1.7141559	394340__alaS
ERR1912995.7142036__1.7142036	301301__A0A395V4X8__ERS852391_01546
ERR1912995.7142131__1.7142131	1262911__R6GP58__BN557_00798
ERR1912995.7142628__1.7142628	61171__B9Y5T8__HOLDEFILI_01170
ERR1912995.7142812__1.7142812	74426__nrdD
ERR1912995.7142985__1.7142985	39491__A0A174G6M3__DXD13_14470
ERR1912995.7142987__1.7142987	853__A0A173RZ39__C4N22_01650
ERR1912995.7143400__1.7143400	28052__A0A174MH21__ERS852499_01905
ERR1912995.7143517__1.7143517	239935__A0A2N8IU45__DEF40_02365
ERR1912995.7143667__1.7143667	1263000__R5EXT3__BN466_02213
ERR1912995.7143992__1.7143992	338188__C9L1Z5__ERS852397_00647
ERR1912995.7144026__1.7144026	1262882__R5MHZ2__BN519_00742
ERR1912995.7144155__1.7144155	147206__GCF_000156215.1_01773
ERR1912995.7144176__1.7144176	74426__rpoC
ERR1912995.7145059__1.7145059	33043__A0A173WWJ5__ERS852386_00339
ERR1912995.7145143__1.7145143	1897011__A0A1Q6REV3__BHW41_04080
ERR1912995.7145198__1.7145198	2022527__A0A264YA09__CHL74_03035
ERR1912995.7145253__1.7145253	1262911__R6GZX7__BN557_00838
ERR1912995.7145280__1.7145280	901__B6WRB3__DESPIGER_0300
ERR1912995.7145427__1.7145427	853__A0A3E2V168__FAEPRAM212_00929
ERR1912995.7145551__1.7145551	1263000__R5EXT3__BN466_02213
ERR1912995.7145633__1.7145633	1680__A0A076JNH5__DXC60_03835
ERR1912995.7145754__1.7145754	45851__D4RXC9__BUTYVIB_00480
ERR1912995.7145769__1.7145769	1263011__R6DR38__BN553_01238
ERR1912995.7145894__1.7145894	2022527__A0A264Y8G4__CHL74_05770
ERR1912995.7145905__1.7145905	301302__R5VEI6__cysA_2
ERR1912995.7146096__1.7146096	239935__R6J5N6__CXT99_10770
ERR1912995.7146217__1.7146217	131111__K0YV04__HMPREF9241_00320
ERR1912995.7146220__1.7146220	1262954__R7FBD9__BN611_01260
ERR1912995.7146841__1.7146841	1897011__A0A1Q6RIA0__BHW41_01275
ERR1912995.7146919__1.7146919	1263027__R6ZJK9__BN699_01859
ERR1912995.7146929__1.7146929	1680__A0A174BEE7__BSTER_1311
ERR1912995.7147049__1.7147049	1262882__R5MMY3__BN519_00724
ERR1912995.7147058__1.7147058	216816__B3DNW2__BL171B_07980
ERR1912995.7147388__1.7147388	1680__A0A173YLK6__BAD_0868
ERR1912995.7147421__1.7147421	2108523__A0A2P2FC94__LAWASA_3667
ERR1912995.7147514__1.7147514	1262936__R7IYJ1__BN799_00810
ERR1912995.7147804__1.7147804	147206__GCF_000156215.1_01776
ERR1912995.7148001__1.7148001	1897011__A0A1Q6RH29__BHW41_01570
ERR1912995.7148094__1.7148094	1680__A0A173YLK6__BAD_0868
ERR1912995.7148458__1.7148458	552398__T5S086__HMPREF0866_01580
ERR1912995.7148514__1.7148514	301302__A0A0M6WVU2__M72_13551
ERR1912995.7148708__1.7148708	45851__R5LRK0__BUTYVIB_00520
ERR1912995.7149254__1.7149254	39485__A0A175A403__EUBELI_20577
ERR1912995.7149389__1.7149389	45851__D4RYZ4__BHV86_03155
ERR1912995.7149739__1.7149739	1680__A0A374QDL4__LMG18897_0432
ERR1912995.7149926__1.7149926	1262936__R7J358__BN799_01390
ERR1912995.7150031__1.7150031	1550024__A0A0D8IZK5__TQ39_07980
ERR1912995.7150053__1.7150053	45851__D4S1P1__BHV86_08290
ERR1912995.7150486__1.7150486	1262959__R5YGY6__BN680_01546
ERR1912995.7150521__1.7150521	1680__A0A087DLC6__C8077_00815
ERR1912995.7151029__1.7151029	1262936__R7J299__BN799_01949
ERR1912995.7151072__1.7151072	1262911__R6H1D2__BN557_00855
ERR1912995.7151108__1.7151108	2108523__A0A2P2F6R3__LAWASA_1701
ERR1912995.7151115__1.7151115	1262936__R7J1I2__BN799_01776
ERR1912995.7151336__1.7151336	1262936__R7IZ38__BN799_00965
ERR1912995.7151362__1.7151362	1235835__R9LCU2__C814_02677
ERR1912995.7152330__1.7152330	1628085__A0A2U1BAW1__C7386_11048
ERR1912995.7152383__1.7152383	178339__GCA_001746855.1_00607
ERR1912995.7152438__1.7152438	1262936__R7J354__BN799_00281
ERR1912995.7152618__1.7152618	1628085__A0A374VQ80__C7386_10352
ERR1912995.7152675__1.7152675	1262936__R7IYH4__BN799_00795
ERR1912995.7153072__1.7153072	2173__A0A1D2WU59__Msm_1444
ERR1912995.7153279__1.7153279	1680__A0A1X3A951__AL0462_1583
ERR1912995.7153316__1.7153316	901__B6WTR4__DESPIGER_1248
ERR1912995.7153898__1.7153898	1262911__R6GT76__BN557_01150
ERR1912995.7153975__1.7153975	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1912995.7154117__1.7154117	901__B6WXZ7__BHW59_00765
ERR1912995.7154229__1.7154229	165179__A0A3E5A5E5__DXC61_13965
ERR1912995.7154236__1.7154236	1262936__R7IZZ2__BN799_01307
ERR1912995.7154669__1.7154669	901__B6WQD5__DESPIG_00255
