ERR1913185.233__1.233	487174__K0WYG8__HMPREF9448_01522
ERR1913185.1496329__1.1496329	291644__I9TER0__HMPREF1532_01526
ERR1913185.1496372__1.1496372	28111__E5WYC3__NCTC11155_03517
ERR1913185.1496386__1.1496386	218538__C9LPE5__GCWU000321_01424
ERR1913185.1496388__1.1496388	39483__D4JG01__B5G15_08355
ERR1913185.1496433__1.1496433	40518__R5DUU0__DXD93_03985
ERR1913185.1496622__1.1496622	1262882__R5MQ68__BN519_01178
ERR1913185.1496662__1.1496662	820__A0A139KG04__ERS852459_01249
ERR1913185.1496825__1.1496825	1262882__R5MNC1__BN519_00818
ERR1913185.1496833__1.1496833	39491__C4ZCV7__ERE_23110
ERR1913185.1496895__1.1496895	820__A0A3E4W7J3__DXC07_00330
ERR1913185.1496908__1.1496908	823__A0A355XN73__DXC05_07000
ERR1913185.1496909__1.1496909	187327__G4Q8D7__ACDG_00525
ERR1913185.1497017__1.1497017	39483__D4JEF9__HMPREF0367_00420
ERR1913185.1497042__1.1497042	39491__A0A395ZE48__DXB76_02395
ERR1913185.1497051__1.1497051	74426__group_4823
ERR1913185.1497113__1.1497113	1262882__R5N2U9__BN519_01221
ERR1913185.1497214__1.1497214	28117__B0MSR5__BHV66_02095
ERR1913185.1497229__1.1497229	39491__D4JMW8__ERS852497_01971
ERR1913185.1497384__1.1497384	1680__A7A2Y2__NCTC11814_00537
ERR1913185.1497451__1.1497451	46506__S3YVF9__BACSTE_02487
ERR1913185.1497563__1.1497563	39491__A0A395ZM93__DXD13_03490
ERR1913185.1497564__1.1497564	410072__A0A3E4GPS4__tagA
ERR1913185.1497609__1.1497609	100886__E2NNL4__yihX_2
ERR1913185.1497876__1.1497876	487174__K0WZU9__HMPREF9448_01159
ERR1913185.1497914__1.1497914	47678__R5U558__ERS852558_02232
ERR1913185.1498130__1.1498130	1680__A1A0V3__C8077_03025
ERR1913185.1498169__1.1498169	40518__R5E1J7__RBL236_02062
ERR1913185.1498212__1.1498212	820__A0A3E4W4W5__ERS852554_02179
ERR1913185.1498289__1.1498289	1680__A0A2R4G1K8__BBMN23_0315
ERR1913185.1498344__1.1498344	1160721__R6T2Y3__RBI_II00189
ERR1913185.1498408__1.1498408	165179__D1PER3__DXB80_11525
ERR1913185.1498509__1.1498509	853__A0A173XRA8__CGS56_09290
ERR1913185.1498513__1.1498513	1262954__R7FA11__BN611_00855
ERR1913185.1498592__1.1498592	1262882__R5MFY4__BN519_00529
ERR1913185.1498612__1.1498612	46506__B0NQN6__AA415_00632
ERR1913185.1498669__1.1498669	1680__R5GPK0__B0487_0620
ERR1913185.1498714__1.1498714	218538__C9LPF0__GCWU000321_01429
ERR1913185.1498893__1.1498893	907__G0VMJ4__C6Y28_08585
ERR1913185.1498922__1.1498922	214856__R6YC22__ERS852447_01215
ERR1913185.1498974__1.1498974	853__E2ZGD9__C7J97_11715
ERR1913185.1499087__1.1499087	820__A0A139JRH8__HMPREF2141_04326
ERR1913185.1499131__1.1499131	454155__F3QY50__HMPREF9442_03142
ERR1913185.1499221__1.1499221	39488__A0A174ALY3__ERS852450_00805
ERR1913185.1499223__1.1499223	39491__C4ZF05__vpr
ERR1913185.1499258__1.1499258	1262882__R5MF58__BN519_00393
ERR1913185.1499263__1.1499263	907__G0VQS4__CJO36_07695
ERR1913185.1499304__1.1499304	39485__A0A174YZE2__spoIIE
ERR1913185.1499458__1.1499458	907__G0VRM7__C6362_10735
ERR1913185.1499460__1.1499460	40518__R5DVQ2__DXD93_00365
ERR1913185.1499463__1.1499463	218538__C9LNQ3__GCWU000321_01176
ERR1913185.1499481__1.1499481	1680__A0A174BEE7__BSTER_1311
ERR1913185.1499560__1.1499560	39491__A0A0M6WNS5__DXC13_02015
ERR1913185.1499652__1.1499652	214856__R6Y9P5__ERS852559_01811
ERR1913185.1499761__1.1499761	1262882__R5MGK3__BN519_00655
ERR1913185.1499846__1.1499846	1262882__R5MIQ8__BN519_01036
ERR1913185.1499948__1.1499948	1681__A0A292G7V3__BBIF_1776
ERR1913185.1500026__1.1500026	28117__B0MTV5__BHV66_06415
ERR1913185.1500048__1.1500048	820__A0A139KJ23__celCCA
ERR1913185.1500219__1.1500219	46506__R6AEP1__HMPREF1181_01415
ERR1913185.1500275__1.1500275	47678__R5UES3__CGC64_00760
ERR1913185.1500428__1.1500428	1680__A0A174BEE7__BSTER_1311
ERR1913185.1500481__1.1500481	487174__K0XRP0__DDY40_09260
ERR1913185.1500514__1.1500514	410072__A0A173W715__cynR_4
ERR1913185.1500534__1.1500534	1262986__R5ZVD8__BN492_01099
ERR1913185.1500542__1.1500542	39491__A0A395ZDC6__addB
ERR1913185.1500571__1.1500571	1680__A1A0V3__C8077_03025
ERR1913185.1500585__1.1500585	1262882__R5MF58__BN519_00393
ERR1913185.1500609__1.1500609	820__A7V859__ERS852462_00341
ERR1913185.1500690__1.1500690	1262911__R6GPI7__BN557_00907
ERR1913185.1500838__1.1500838	39491__A0A173VYV1__DXC13_02710
ERR1913185.1500917__1.1500917	1680__A0A174BH90__B0487_1759
ERR1913185.1500969__1.1500969	1897011__A0A1Q6RF44__BHW41_03065
ERR1913185.1500974__1.1500974	384638__B7ASI3__BACPEC_02038
ERR1913185.1500997__1.1500997	410072__A0A3E4GT65__ERS852574_02325
ERR1913185.1500962__1.1500962	1262882__R5N1V0__BN519_00816
ERR1913185.1500963__1.1500963	28111__E5WZR2__HMPREF1016_02168
ERR1913185.1501006__1.1501006	1680__A1A132__B0703_0684
ERR1913185.1501078__1.1501078	1263000__R5ENX5__BN466_00466
ERR1913185.1501117__1.1501117	454155__F3QPW2__HMPREF9442_00199
ERR1913185.1501143__1.1501143	46506__S3YJA2__AA415_02195
ERR1913185.1501195__1.1501195	1262882__R5MM69__BN519_00075
ERR1913185.1501255__1.1501255	820__A0A139JY23__B5G17_06330
ERR1913185.1501412__1.1501412	39491__A0A395UZZ5__htpG_1
ERR1913185.1501583__1.1501583	46506__A0A108TCU0__etk
ERR1913185.1501585__1.1501585	47678__R5U9X5__BACCAC_01339
ERR1913185.1501808__1.1501808	1262882__R5N2E1__BN519_01117
ERR1913185.1501923__1.1501923	28116__A0A1Y4P7B7__M088_2098
ERR1913185.1502016__1.1502016	1262911__R6H1P0__BN557_00940
ERR1913185.1502063__1.1502063	1160721__W0U3Q4__BHW50_08110
ERR1913185.1502092__1.1502092	487174__R5F4K8__HMPREF9448_01532
ERR1913185.1502147__1.1502147	626929__F3PJ28__B5F24_03465
ERR1913185.1502163__1.1502163	1263000__R5EDV4__BN466_01097
ERR1913185.1502480__1.1502480	1262986__R6AR20__BN492_01540
ERR1913185.1502455__1.1502455	487174__K0XEB6__DDY40_08400
ERR1913185.1502484__1.1502484	1262882__R5N5S3__BN519_00085
ERR1913185.1502526__1.1502526	907__G0VQT5__SAMN02910401_00502
ERR1913185.1502553__1.1502553	936548__J1LLT2__HMPREF1136_0384
ERR1913185.1502635__1.1502635	1262882__R5MM96__BN519_01545
ERR1913185.1502729__1.1502729	218538__C9LR41__GCWU000321_00309
ERR1913185.1502771__1.1502771	100886__E2NWF3__CATMIT_02947
ERR1913185.1502885__1.1502885	40518__R5E4E8__phoR_4
ERR1913185.1502866__1.1502866	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913185.1502922__1.1502922	907__G0VQS4__CJO36_07695
ERR1913185.1502964__1.1502964	301302__A0A0M6WBZ5__spr
ERR1913185.1503002__1.1503002	1262911__R6H1M1__BN557_00925
ERR1913185.1502976__1.1502976	1262882__R5MIQ8__BN519_01036
ERR1913185.1503204__1.1503204	39491__A0A396FIZ8__ERE_20410
ERR1913185.1503231__1.1503231	187327__G4Q590__Acin_2065
ERR1913185.1503238__1.1503238	1262882__R5MJ49__BN519_01124
ERR1913185.1503186__1.1503186	39491__D6DXZ8__DXB72_15035
ERR1913185.1503322__1.1503322	28117__B0MTW8__ALIPUT_00502
ERR1913185.1503368__1.1503368	187327__G4Q903__ACDG_00440
ERR1913185.1503420__1.1503420	556259__I0PYM3__BSGG_5385
ERR1913185.1503493__1.1503493	39491__D6E4H2__DXB99_00485
ERR1913185.1503770__1.1503770	74426__thrZ
ERR1913185.1503721__1.1503721	1160721__W0U3C6__BHW50_11080
ERR1913185.1503725__1.1503725	1262882__R5MYI1__BN519_00416
ERR1913185.1503836__1.1503836	46506__S3YVF9__BACSTE_02487
ERR1913185.1504058__1.1504058	1680__A0A2R4G1K8__BBMN23_0315
ERR1913185.1504167__1.1504167	1262882__R5MPY4__BN519_01128
ERR1913185.1504221__1.1504221	39483__D4JCZ4__B5G15_04665
ERR1913185.1504345__1.1504345	40518__R5DP21__RBATCC27255_00348
ERR1913185.1504381__1.1504381	821__A0A3E4HP25__SAMN04487923_102450
ERR1913185.1504623__1.1504623	39491__A0A395V0E5__ERE_31370
ERR1913185.1504721__1.1504721	47678__R5U7X5__ERS852558_01354
ERR1913185.1504750__1.1504750	28117__B0MU76__ALIPUT_00202
ERR1913185.1504810__1.1504810	39491__A0A173VYV1__DXC13_02710
ERR1913185.1504820__1.1504820	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.1504843__1.1504843	39491__D6E2U1__EUBREC_3278
ERR1913185.1505052__1.1505052	820__A0A174CG08__DXB62_13215
ERR1913185.1505217__1.1505217	39491__A0A395ZHW3__ERS852417_01359
ERR1913185.1505369__1.1505369	46506__B0NRL7__arlS
ERR1913185.1505399__1.1505399	820__A0A396EUU8__luxQ_3
ERR1913185.1505407__1.1505407	907__A0A2S0M6Z1__AZ49_04265
ERR1913185.1505389__1.1505389	39491__A0A396FP46__cobD_2
ERR1913185.1505453__1.1505453	1262882__R5MSS9__BN519_01662
ERR1913185.1505528__1.1505528	187327__G4Q2T7__ACDG_01747
ERR1913185.1505640__1.1505640	1262882__R5MPY4__BN519_01128
ERR1913185.1505710__1.1505710	820__A0A3E4VXP2__yesR
ERR1913185.1505751__1.1505751	39491__C4ZF05__vpr
ERR1913185.1505880__1.1505880	46506__A0A108T991__AA415_01433
ERR1913185.1505949__1.1505949	28117__B0MXU6__ALIPUT_01958
ERR1913185.1505973__1.1505973	387661__A7AHF8__PRABACTJOHN_00803
ERR1913185.1505964__1.1505964	1262986__R5ZTC2__BN492_01087
ERR1913185.1506031__1.1506031	28117__B0MXU6__ALIPUT_01958
ERR1913185.1506041__1.1506041	1262882__R5N2E1__BN519_01117
ERR1913185.1506132__1.1506132	1262882__R5MZZ3__BN519_00482
ERR1913185.1506222__1.1506222	46503__R6X275__DD461_10840
ERR1913185.1506230__1.1506230	40518__R5E642__RBATCC27255_00729
ERR1913185.1506267__1.1506267	84030__D4CDU1__B5F06_04450
ERR1913185.1506362__1.1506362	28111__E5WYC1__BACEGG_00354
ERR1913185.1506458__1.1506458	46506__A0A120A3P8__SAMN05444283_1172
ERR1913185.1506463__1.1506463	1262882__R5N5W2__BN519_00074
ERR1913185.1506471__1.1506471	187327__G4Q902__Acin_0458
ERR1913185.1506485__1.1506485	39491__A0A395ZHW9__DXC13_02590
ERR1913185.1506615__1.1506615	884684__GCA_002892425.1_01408
ERR1913185.1506669__1.1506669	1262911__R6GPI7__BN557_00907
ERR1913185.1506673__1.1506673	1262954__R7FD35__BN611_01806
ERR1913185.1506635__1.1506635	187327__G4Q3B5__arcB
ERR1913185.1506749__1.1506749	33039__A0A174XW11__RTO_07780
ERR1913185.1506754__1.1506754	46506__B0NUC3__SAMN05444283_1019
ERR1913185.1506856__1.1506856	1472761__GCA_002159295.1_01817
ERR1913185.1507065__1.1507065	907__G0VS01__C6362_10115
ERR1913185.1507276__1.1507276	39491__A0A396FNY7__LD38_16155
ERR1913185.1507236__1.1507236	214856__A0A174FWM7__ERS852559_00590
ERR1913185.1507412__1.1507412	218538__C9LPF0__GCWU000321_01429
ERR1913185.1507446__1.1507446	820__A0A3E4RUC4__DHU98_02635
ERR1913185.1507447__1.1507447	1262882__R5MQ63__BN519_01173
ERR1913185.1507526__1.1507526	28111__E5WWI4__HMPREF1016_01032
ERR1913185.1507564__1.1507564	301302__R5UK77__M72_08681
ERR1913185.1507608__1.1507608	1262882__R5MEW7__BN519_00010
ERR1913185.1507647__1.1507647	1262882__R5N5S3__BN519_00085
ERR1913185.1507789__1.1507789	28111__E5WUX3__HMPREF1016_00550
ERR1913185.1507790__1.1507790	410072__A0A173XQG6__ERS852574_01620
ERR1913185.1507805__1.1507805	39491__A0A395V2Y7__DXB72_13970
ERR1913185.1508035__1.1508035	40518__R5DZC6__mreC
ERR1913185.1508058__1.1508058	820__A0A139K0J1__HMPREF2141_03205
ERR1913185.1508077__1.1508077	907__G0VL65__C6362_02490
ERR1913185.1508130__1.1508130	46506__B0NQN6__AA415_00632
ERR1913185.1508179__1.1508179	187327__G4Q337__ACDG_01307
ERR1913185.1508253__1.1508253	1262911__R6GIB9__BN557_01439
ERR1913185.1508388__1.1508388	46506__B0NU77__AA415_02810
ERR1913185.1508411__1.1508411	487174__R5EP60__DIT83_09045
ERR1913185.1508551__1.1508551	187327__G4Q6Y4__pstC
ERR1913185.1508580__1.1508580	39491__C4ZCV5__DXB99_11855
ERR1913185.1508768__1.1508768	39491__A0A396FQV7__T1815_10751
ERR1913185.1508788__1.1508788	1263000__R5EMU9__BN466_00667
ERR1913185.1508857__1.1508857	1263000__R5EMU9__BN466_00667
ERR1913185.1508872__1.1508872	301302__R5USZ5__dus_2
ERR1913185.1508890__1.1508890	187327__G4Q4L2__Acin_0690
ERR1913185.1508898__1.1508898	46506__R6AEZ1__BACSTE_01801
ERR1913185.1508922__1.1508922	39483__D4JFQ9__B5F14_03745
ERR1913185.1508990__1.1508990	1262911__R6GQM3__BN557_01245
ERR1913185.1508993__1.1508993	39491__A0A395ZM93__DXD13_03490
ERR1913185.1509042__1.1509042	47678__A5ZL09__BACCAC_03608
ERR1913185.1509083__1.1509083	357276__A0A076IS26__EL88_15950
ERR1913185.1509088__1.1509088	1262882__R5N3H1__BN519_01121
ERR1913185.1509050__1.1509050	1262882__R5MIW5__BN519_00945
ERR1913185.1509069__1.1509069	39491__A0A395UZ82__EUR_31520
ERR1913185.1509286__1.1509286	371601__A0A139LNL6__ERS852396_04350
ERR1913185.1509400__1.1509400	1262882__R5N5D7__BN519_01676
ERR1913185.1509446__1.1509446	39491__A0A395ZDC6__addB
ERR1913185.1509508__1.1509508	28117__B0MWC6__BHV66_00965
ERR1913185.1509473__1.1509473	214856__R6XUN2__rcsC_1
ERR1913185.1509595__1.1509595	1235835__R9LCU2__C814_02677
ERR1913185.1509636__1.1509636	39491__A0A2U2EK03__ERE_28780
ERR1913185.1509639__1.1509639	165179__D1PHV2__PREVCOP_06822
ERR1913185.1509651__1.1509651	1262882__R5N5S3__BN519_00085
ERR1913185.1509757__1.1509757	1680__A0A087DHN0__AL0462_1532
ERR1913185.1509763__1.1509763	187327__G4Q388__thiW
ERR1913185.1509791__1.1509791	1262882__R5MPY4__BN519_01128
ERR1913185.1509874__1.1509874	39491__A0A396FGM9__fliU_1
ERR1913185.1509920__1.1509920	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913185.1509921__1.1509921	1680__A7A2Y2__NCTC11814_00537
ERR1913185.1509893__1.1509893	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913185.1510033__1.1510033	46506__B0NTR7__AA415_02733
ERR1913185.1510035__1.1510035	39491__A0A395UXH0__EUBREC_0021
ERR1913185.1510036__1.1510036	39491__A0A396FP46__cobD_2
ERR1913185.1510122__1.1510122	39492__D4JUT9__ERS852540_01449
ERR1913185.1510089__1.1510089	39491__A0A395V1T9__DXD13_03310
ERR1913185.1510408__1.1510408	46503__R6Y8M7__ERS852463_01228
ERR1913185.1510380__1.1510380	1680__R5GR82__AD0028_0014
ERR1913185.1510386__1.1510386	371601__C3QEU5__ERS852396_01058
ERR1913185.1510477__1.1510477	187327__G4Q7M4__ACDG_01826
ERR1913185.1510698__1.1510698	214856__A0A174ZB00__ERS852559_00631
ERR1913185.1510835__1.1510835	820__A7VAR9__ERS852421_00197
ERR1913185.1510978__1.1510978	1262954__R7FHG0__BN611_00258
ERR1913185.1511096__1.1511096	821__A0A0P0M6M0__M097_4734
ERR1913185.1511197__1.1511197	40518__R5DMC7__blaR1
ERR1913185.1511243__1.1511243	39491__A0A395ZHH5__ERS852497_02076
ERR1913185.1511352__1.1511352	40518__R5DMZ0__DXD83_05610
ERR1913185.1511436__1.1511436	40518__R5DTH7__DXD83_02405
ERR1913185.1511475__1.1511475	28117__B0MY82__BHV66_04755
ERR1913185.1511563__1.1511563	1262882__R5N1T9__BN519_00804
ERR1913185.1511495__1.1511495	39491__A0A395V464__EUBREC_1509
ERR1913185.1511502__1.1511502	1262882__R5MSI7__BN519_01601
ERR1913185.1511590__1.1511590	1262882__R5MQ63__BN519_01173
ERR1913185.1511706__1.1511706	28117__B0MTS2__ALIPUT_00159
ERR1913185.1511768__1.1511768	39483__D4JFK7__HMPREF0367_00072
ERR1913185.1511875__1.1511875	39492__A0A174ZYY6__EUBSIR_02510
ERR1913185.1511895__1.1511895	357276__A0A076IXE0__HMPREF1064_04364
ERR1913185.1511973__1.1511973	39491__A0A396FBR6__DXC13_08575
ERR1913185.1511976__1.1511976	1262882__R5MGS8__BN519_00565
ERR1913185.1512116__1.1512116	39491__A0A395ZDC6__addB
ERR1913185.1512149__1.1512149	410072__A0A173R660__ERS852389_00536
ERR1913185.1512092__1.1512092	28111__E5WUE9__NCTC11155_01729
ERR1913185.1512095__1.1512095	820__A0A374Q8T2__DXB64_16190
ERR1913185.1512098__1.1512098	853__E2ZGD9__C7J97_11715
ERR1913185.1512265__1.1512265	39491__A0A395ZBQ4__cph2_2
ERR1913185.1512312__1.1512312	1262882__R5MYI1__BN519_00416
ERR1913185.1512515__1.1512515	1681__E4VAB6__DD699_00955
ERR1913185.1512596__1.1512596	39491__A0A395UZ82__EUR_31520
ERR1913185.1512613__1.1512613	1160721__W0U330__BHW50_08125
ERR1913185.1512567__1.1512567	1680__A0A173XYA2__B0703_0121
ERR1913185.1512667__1.1512667	46506__B0NRL5__DXC34_10445
ERR1913185.1512673__1.1512673	218538__C9LQG6__GCWU000321_01798
ERR1913185.1512734__1.1512734	39491__A0A396FJJ9__DXB76_11995
ERR1913185.1512850__1.1512850	907__S7HJ70__SAMN02910401_01794
ERR1913185.1512998__1.1512998	1262911__R6GSH0__BN557_00934
ERR1913185.1513092__1.1513092	1160721__W0U8M9__RBI_II00386
ERR1913185.1513093__1.1513093	214856__A0A173YE57__ERS852559_00126
ERR1913185.1513188__1.1513188	821__A0A397WGD6__M098_0084
ERR1913185.1513210__1.1513210	39491__A0A395ZGU6__ERS852417_01456
ERR1913185.1513325__1.1513325	39491__A0A396FBR6__DXC13_08575
ERR1913185.1513417__1.1513417	907__G0VR40__AZ49_00640
ERR1913185.1513386__1.1513386	39491__D6E408__EUBREC_1466
ERR1913185.1513435__1.1513435	39491__A0A395V2Y7__DXB72_13970
ERR1913185.1513552__1.1513552	39491__D6E118__DXB69_05765
ERR1913185.1513567__1.1513567	907__G0VL65__C6362_02490
ERR1913185.1513714__1.1513714	1262911__R6GPI7__BN557_00907
ERR1913185.1513689__1.1513689	39491__A0A395V6A3__DXB69_00505
ERR1913185.1513693__1.1513693	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913185.1513730__1.1513730	39491__C4ZHS4__EUR_24420
ERR1913185.1513808__1.1513808	820__A0A078S4C2__ERS417307_00828
ERR1913185.1513883__1.1513883	74426__pflB_2
ERR1913185.1513976__1.1513976	1262882__R5MFN3__BN519_00392
ERR1913185.1514003__1.1514003	1262882__R5N3T7__BN519_01188
ERR1913185.1514031__1.1514031	187327__G4Q394__ACDG_01705
ERR1913185.1514124__1.1514124	357276__A0A076INK2__BSEG_04225
ERR1913185.1514109__1.1514109	39491__A0A3E4YFT8__DXB69_10940
ERR1913185.1514154__1.1514154	1262911__R6HN81__BN557_00921
ERR1913185.1514407__1.1514407	1680__A0A174BEE7__BSTER_1311
ERR1913185.1514510__1.1514510	1262986__R6ANC1__BN492_01046
ERR1913185.1514603__1.1514603	1680__A0A174BEE7__BSTER_1311
ERR1913185.1514594__1.1514594	907__G0VS01__C6362_10115
ERR1913185.1514625__1.1514625	1262954__R7FDK5__BN611_00495
ERR1913185.1514736__1.1514736	1262882__R5MSX6__BN519_01697
ERR1913185.1514749__1.1514749	39491__A0A395ZEI6__ERE_07950
ERR1913185.1514784__1.1514784	1680__A0A0B5BHY4__DXD63_03525
ERR1913185.1514920__1.1514920	820__A0A174QLF0__SAMN05444418_109151
ERR1913185.1514935__1.1514935	1262882__R5N532__BN519_01420
ERR1913185.1514968__1.1514968	46506__B0NM94__HMPREF1181_03250
ERR1913185.1514970__1.1514970	1160721__W0U330__BHW50_08125
ERR1913185.1514948__1.1514948	1535__A7VXU9__CH238_14775
ERR1913185.1514954__1.1514954	820__A7V470__HMPREF1072_02076
ERR1913185.1514957__1.1514957	820__A7VAR9__ERS852421_00197
ERR1913185.1515123__1.1515123	46506__A0A3E4UIV1__DXC34_17755
ERR1913185.1515188__1.1515188	46506__B0NPF6__BACSTE_01357
ERR1913185.1515305__1.1515305	46506__A0A120A3P8__SAMN05444283_1172
ERR1913185.1515368__1.1515368	46503__K5ZKR1__dnaB
ERR1913185.1515536__1.1515536	39491__A0A395ZDC6__addB
ERR1913185.1515606__1.1515606	454155__F3QWJ8__HMPREF9442_02580
ERR1913185.1515671__1.1515671	187327__U2TT45__ACDG_00876
ERR1913185.1515685__1.1515685	39491__A0A173U0X0__DXB72_05865
ERR1913185.1515711__1.1515711	214856__I3YPQ6__Alfi_2714
ERR1913185.1515753__1.1515753	39483__D4JCZ4__B5G15_04665
ERR1913185.1515803__1.1515803	46503__R6XDP9__ERS852463_01752
ERR1913185.1515981__1.1515981	39491__A0A395V5R3__EUBREC_1883
ERR1913185.1516044__1.1516044	46506__B0NU77__AA415_02810
ERR1913185.1516218__1.1516218	1262882__R5N3T7__BN519_01188
ERR1913185.1516364__1.1516364	46506__S3YVF9__BACSTE_02487
ERR1913185.1516369__1.1516369	1680__A0A2R4G1K8__BBMN23_0315
ERR1913185.1516403__1.1516403	487174__K0WYI1__DDY40_08675
ERR1913185.1516431__1.1516431	823__A0A174LWY0__lepB
ERR1913185.1516498__1.1516498	28111__R5JSC9__HMPREF1016_01677
ERR1913185.1516617__1.1516617	820__A0A3E4GA19__SAMN05444418_10562
ERR1913185.1516652__1.1516652	46506__S3YS03__DXC34_03445
ERR1913185.1516687__1.1516687	46503__R6X0R5__DXB85_12380
ERR1913185.1516697__1.1516697	1262882__R5MZ41__BN519_00356
ERR1913185.1516668__1.1516668	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.1516729__1.1516729	1796652__group_61
ERR1913185.1516777__1.1516777	46506__S3YS03__DXC34_03445
ERR1913185.1516889__1.1516889	1262911__R6H054__BN557_00908
ERR1913185.1517065__1.1517065	1262986__R6ABV9__BN492_01718
ERR1913185.1517067__1.1517067	1262986__R6AUH5__BN492_00246
ERR1913185.1517387__1.1517387	47678__R5UT79__ERS852558_03890
ERR1913185.1517403__1.1517403	1262986__R6A878__BN492_00369
ERR1913185.1517417__1.1517417	820__A0A3E4VZY4__ERS852554_01211
ERR1913185.1517418__1.1517418	46506__A0A108TAK3__fepA_3
ERR1913185.1517452__1.1517452	1262911__R6H1P0__BN557_00940
ERR1913185.1517482__1.1517482	46503__B7BG40__ERS852463_01623
ERR1913185.1517503__1.1517503	907__G0VS95__C6362_09630
ERR1913185.1517520__1.1517520	1262882__R5MSS9__BN519_01662
ERR1913185.1517554__1.1517554	1262882__R5N511__BN519_01592
ERR1913185.1517585__1.1517585	28111__E5X120__NCTC11155_02427
ERR1913185.1517666__1.1517666	1680__A1A2N8__LMG10734_1314
ERR1913185.1517699__1.1517699	1262882__R5N349__BN519_01037
ERR1913185.1517769__1.1517769	820__A7V9F9__B5G17_14640
ERR1913185.1517877__1.1517877	410072__A0A3E4GUH0__COPCOM_01729
ERR1913185.1517911__1.1517911	78345__A0A087BK46__SAMN02745589_0061
ERR1913185.1517937__1.1517937	1262986__R6ANC1__BN492_01046
ERR1913185.1517960__1.1517960	39491__A0A395ZHW9__DXC13_02590
ERR1913185.1517970__1.1517970	454154__G5SVT0__HMPREF9441_03497
ERR1913185.1518140__1.1518140	907__R7MWA0__C6Y28_03250
ERR1913185.1518117__1.1518117	745368__A0A1T4Y6X5__SAMN02745178_02807
ERR1913185.1518127__1.1518127	39491__A0A395V1Y4__DXB99_08035
ERR1913185.1518228__1.1518228	1263000__R5EIH8__BN466_01210
ERR1913185.1518315__1.1518315	1262986__R5ZUC3__BN492_00941
ERR1913185.1518327__1.1518327	40518__R5DT93__DXD86_08730
ERR1913185.1518335__1.1518335	28118__R6F5T0__Odosp_2509
ERR1913185.1518444__1.1518444	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913185.1518458__1.1518458	1680__A0A0B5BHY4__DXD63_03525
ERR1913185.1518441__1.1518441	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913185.1518476__1.1518476	46506__S3YGB4__DXC41_06355
ERR1913185.1518501__1.1518501	1262911__R6GZX7__BN557_00838
ERR1913185.1518620__1.1518620	1262882__R5N526__BN519_01603
ERR1913185.1518652__1.1518652	39491__A0A174LTW7__DXD13_08720
ERR1913185.1518689__1.1518689	291644__I8YFE9__HMPREF1071_02973
ERR1913185.1518726__1.1518726	820__R7E9Z4__DXC68_06065
ERR1913185.1518752__1.1518752	218538__C9LQG5__GCWU000321_01796
ERR1913185.1518834__1.1518834	40518__R5DP21__RBATCC27255_00348
ERR1913185.1518852__1.1518852	1262882__R5MRS7__BN519_01490
ERR1913185.1519024__1.1519024	100886__E2NP55__ybbH_6
ERR1913185.1519129__1.1519129	418240__A0A173ZAZ4__ERS852478_00637
ERR1913185.1519208__1.1519208	39491__A0A174IJH1__DXB76_01865
ERR1913185.1519502__1.1519502	39483__D4JFI9__HMPREF0367_00044
ERR1913185.1519515__1.1519515	40518__R5DVL2__penA
ERR1913185.1519520__1.1519520	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.1519566__1.1519566	39491__A0A396FE96__EUR_00280
ERR1913185.1519611__1.1519611	454155__F3QTI7__HMPREF9442_01505
ERR1913185.1519671__1.1519671	28111__E5WUH3__BACEGG_02112
ERR1913185.1519656__1.1519656	1262911__R6HN72__BN557_00911
ERR1913185.1519697__1.1519697	649756__B0NWS2__CL2_06980
