ERR1913259.103__1.103	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913259.683094__1.683094	216816__C5E9C3__CJO32_03030
ERR1913259.683271__1.683271	1681__A0A0H2PRA3__DXC55_01735
ERR1913259.683442__1.683442	239935__R7E524__CXT91_06180
ERR1913259.683561__1.683561	40520__A0A395XAI7__DXB81_16005
ERR1913259.683655__1.683655	820__A0A374Q854__HMPREF1073_03281
ERR1913259.683815__1.683815	28111__R5K5Y0__NCTC11155_03071
ERR1913259.683848__1.683848	116085__D4J8E0__DW747_09165
ERR1913259.683999__1.683999	1308__F8LTM2__stu1831
ERR1913259.683985__1.683985	28111__R5JUK8__NCTC11155_02515
ERR1913259.684300__1.684300	630129__A0A3E5HJB5__AH68_08040
ERR1913259.684230__1.684230	40520__A0A174HHX4__RUMOBE_03561
ERR1913259.684593__1.684593	1262924__R7HRE7__BN585_00055
ERR1913259.685075__1.685075	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913259.685082__1.685082	301301__A0A395VBD1__bcrC_1
ERR1913259.685462__1.685462	239935__B2UNC5__B5G29_07685
ERR1913259.685534__1.685534	39488__R6GBC5__DXD91_06450
ERR1913259.685784__1.685784	184870__A0A134BLU7__Q618_VCMC00002G0031
ERR1913259.685937__1.685937	1262848__R6U9D6__BN818_01628
ERR1913259.685940__1.685940	46228__V8BPD3__HMPREF1202_02498
ERR1913259.686046__1.686046	1681__A0A151C793__DD715_06350
ERR1913259.686251__1.686251	1150298__R7JPI7__cotI
ERR1913259.686207__1.686207	39486__B0G5I5__DXD50_01395
ERR1913259.686444__1.686444	39491__A0A396FUZ3__phoR_1
ERR1913259.686467__1.686467	1263107__GCA_000436995.1_00242
ERR1913259.686689__1.686689	239935__A0A2N8I1R3__CXU05_06075
ERR1913259.686698__1.686698	39491__A0A173VYV1__DXC13_02710
ERR1913259.686774__1.686774	1680__A0A087DLC6__C8077_00815
ERR1913259.686783__1.686783	820__A0A139K5A6__DXB48_12175
ERR1913259.686849__1.686849	446660__GCA_003428235.1_01822
ERR1913259.687016__1.687016	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913259.687154__1.687154	1304__A0A0Y1VYX0__DL08_03795
ERR1913259.687302__1.687302	40518__R5DV58__htrA
ERR1913259.687761__1.687761	1262736__R5Y4N0__BN496_00283
ERR1913259.687774__1.687774	39488__A0A285PP42__cobQ
ERR1913259.687845__1.687845	239935__R7DVW2__CXU02_03915
ERR1913259.687925__1.687925	46503__K5ZV67__PARMER_03859
ERR1913259.688040__1.688040	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913259.688232__1.688232	1262848__R6TXS3__BN818_00318
ERR1913259.688276__1.688276	1262736__R5Y4N0__BN496_00283
ERR1913259.688261__1.688261	1262924__R7HPL8__BN585_01826
ERR1913259.688380__1.688380	39491__C4Z9D4__DXD95_00055
ERR1913259.688518__1.688518	39491__A0A395ZDC6__addB
ERR1913259.688598__1.688598	418240__A0A174QSP2__kinA_1
ERR1913259.688715__1.688715	39491__A0A395ZHW9__DXC13_02590
ERR1913259.688681__1.688681	2173__A0A1D2WQU0__METSMIALI_00792
ERR1913259.688965__1.688965	216816__A0A0A6VML2__DD678_06965
ERR1913259.689194__1.689194	252246__GCA_900156755.1_00456
ERR1913259.689374__1.689374	39491__C4ZAT2__ERE_28440
ERR1913259.689459__1.689459	1262924__R7HP98__BN585_02065
ERR1913259.689556__1.689556	39491__A0A395UVM9__DXB76_04540
ERR1913259.689597__1.689597	88431__A0A174EMW0__thiD_1
ERR1913259.689725__1.689725	239935__A0A2N8HZW2__A4V05_11120
ERR1913259.690158__1.690158	40520__R7D7W1__DXB81_08070
ERR1913259.690293__1.690293	239935__A0A2N8HT44__CXT84_11035
ERR1913259.690323__1.690323	1262848__R6UBC5__BN818_01849
ERR1913259.690474__1.690474	28052__A0A174YYK2__ERS852451_01810
ERR1913259.690519__1.690519	1150298__A0A174BP05__murAA
ERR1913259.690603__1.690603	216816__C2GTV2__BLIF_0674
ERR1913259.690648__1.690648	1393034__GCA_001552785.1_00506
ERR1913259.690578__1.690578	39488__A0A173REY4__ecfT_1
ERR1913259.690587__1.690587	39488__A0A173YJL3__EUBHAL_01681
ERR1913259.690664__1.690664	216816__D6D9H5__APC1466_0493
ERR1913259.690755__1.690755	821__R6F3Y1__SAMN04487923_104318
ERR1913259.691103__1.691103	74426__rpoC
ERR1913259.691144__1.691144	239935__R6JWJ7__CXT94_02580
ERR1913259.691223__1.691223	267818__A0A0R1P5U9__WANG_0641
ERR1913259.691200__1.691200	820__A0A3E5BMG9__DXD40_05130
ERR1913259.691335__1.691335	40518__R5DYP7__envC
ERR1913259.691419__1.691419	1262924__R7HM72__BN585_01169
ERR1913259.691631__1.691631	1262942__R7QX36__BN520_01383
ERR1913259.691921__1.691921	630129__A0A3E5HJB5__AH68_08040
ERR1913259.692015__1.692015	116085__A0A3E2TMI0__DW747_05170
ERR1913259.692080__1.692080	239935__A0A2N8INZ4__CXU08_03560
ERR1913259.692196__1.692196	39485__C4Z434__tilS
ERR1913259.692271__1.692271	1550024__G9RXV5__TQ39_13455
ERR1913259.692571__1.692571	40518__R5DVR2__RBL236_00303
ERR1913259.692718__1.692718	1897011__A0A1Q6RI11__BHW41_00845
ERR1913259.692799__1.692799	39496__A5Z5I2__EUBVEN_00963
ERR1913259.692825__1.692825	1262848__R6U4C5__BN818_01040
ERR1913259.692879__1.692879	40518__R5E1X3__clcA
ERR1913259.692919__1.692919	45851__D4RWC6__BHV86_07010
ERR1913259.692929__1.692929	357276__I8VLL2__HMPREF1065_03395
ERR1913259.693019__1.693019	216816__F9XZU5__BBL306_1935
ERR1913259.693020__1.693020	39492__D4MIY5__EUBSIR_00233
ERR1913259.693037__1.693037	626940__E8LCM1__HMPREF9443_00590
ERR1913259.693470__1.693470	1262777__R5VKZ4__BN512_01842
ERR1913259.693491__1.693491	45851__D4RWS3__BUTYVIB_00110
ERR1913259.693525__1.693525	239935__A0A2N8HTZ8__CXU09_01270
ERR1913259.693659__1.693659	1550024__A0A3B9WIB6__TQ39_08435
ERR1913259.693728__1.693728	1680__A0A1E7XZY9__DXC60_05815
ERR1913259.693759__1.693759	357276__B6VVS0__HMPREF1064_03951
ERR1913259.693917__1.693917	1680__A0A0C2YPV2__AL0462_1474
ERR1913259.694067__1.694067	40518__R5E1X3__clcA
ERR1913259.694456__1.694456	40520__A0A174HSN4__ltaS1_2
ERR1913259.694480__1.694480	239935__A0A139TPU7__CXT91_06575
ERR1913259.694534__1.694534	1150298__A0A174R918__ERS852535_01749
ERR1913259.694570__1.694570	28025__D3R7N9__DD695_06270
ERR1913259.694674__1.694674	216816__B7GPE8__I118_0062
ERR1913259.694886__1.694886	1680__A0A087DHN0__AL0462_1532
ERR1913259.694935__1.694935	1263107__GCA_000436995.1_00122
ERR1913259.695241__1.695241	1150298__A0A174I2L4__ERS852535_01377
ERR1913259.695394__1.695394	1262911__R6H1A6__BN557_01286
ERR1913259.695447__1.695447	1150298__R7JTW4__yvhJ
ERR1913259.695533__1.695533	39491__A0A396FP46__cobD_2
ERR1913259.695666__1.695666	357276__I9FRW5__B5F95_21685
ERR1913259.695760__1.695760	74426__rpoC
ERR1913259.696319__1.696319	301301__A0A174GNJ2__RHOM_05610
ERR1913259.696388__1.696388	239935__A0A2N8IHY1__CXU06_00035
ERR1913259.696443__1.696443	39491__A0A173TM76__DXB72_10535
ERR1913259.696503__1.696503	246787__A0A0P0FW66__sigW_7
ERR1913259.696575__1.696575	1262992__R5CXL4__BN795_01001
ERR1913259.696628__1.696628	1680__R5GZJ8__BSTER_1195
ERR1913259.696718__1.696718	39485__C4Z069__EUBELI_00981
ERR1913259.696775__1.696775	239935__A0A139TQT9__Amuc_1197
ERR1913259.696886__1.696886	1680__R5GZF2__DXC60_01925
ERR1913259.696928__1.696928	1147152__GeneID:14181998
ERR1913259.697036__1.697036	1550024__A0A3B9WI04__ASJ35_06105
ERR1913259.697131__1.697131	2173__A0A1D2WVA1__Msm_0411
ERR1913259.697320__1.697320	40518__R5DNI6__RBATCC27255_00844
ERR1913259.697636__1.697636	239935__A0A2N8I9P4__CXT85_05050
ERR1913259.697804__1.697804	216816__A0A061M1M5__HMPREF0177_01046
ERR1913259.698012__1.698012	1262848__R6U2B6__BN818_00428
ERR1913259.698246__1.698246	1262924__R7HM17__BN585_01318
ERR1913259.698317__1.698317	239935__A0A2N8IJI1__B5G29_04615
ERR1913259.698366__1.698366	39491__D4JMW8__ERS852497_01971
ERR1913259.698435__1.698435	45851__D4RYC7__BUTYVIB_00832
ERR1913259.698609__1.698609	1262911__R6GKX4__BN557_01388
ERR1913259.698678__1.698678	1681__I3WGI8__DD715_03705
ERR1913259.698755__1.698755	39491__A0A173TAZ5__DXB99_09520
ERR1913259.698970__1.698970	823__A0A073I1X2__DXD05_18820
ERR1913259.699330__1.699330	216816__C2GUV2__APC1478_0430
ERR1913259.699365__1.699365	1681__A0A133KP67__BBB_1587
ERR1913259.699400__1.699400	239935__A0A2N8IL82__CXU02_11740
ERR1913259.699713__1.699713	40520__R7DCV6__ERS852394_02102
ERR1913259.699727__1.699727	1262882__R5MIQ8__BN519_01036
ERR1913259.699868__1.699868	384639__GCA_003096855.1_01179
ERR1913259.699875__1.699875	39491__A0A174EQV2__DXB69_10230
ERR1913259.700002__1.700002	1262848__R6VEY9__BN818_01249
ERR1913259.700171__1.700171	1262942__R7R1Z5__BN520_00272
ERR1913259.700197__1.700197	39486__B0G2S6__DXC93_16450
ERR1913259.700369__1.700369	28025__D3R7Q6__Balac_0120
ERR1913259.700419__1.700419	418240__C6JFD7__ERS852523_02475
ERR1913259.700424__1.700424	1262942__R7R029__BN520_02116
ERR1913259.700556__1.700556	39491__A0A395UXH0__EUBREC_0021
ERR1913259.700664__1.700664	1299998__GCA_001494635.1_00302
ERR1913259.701029__1.701029	301302__A0A173V3Z4__ecfA1_3
ERR1913259.701031__1.701031	33043__D5HFA1__ERS852400_02183
ERR1913259.701035__1.701035	1897011__A0A1Q6REX7__BHW41_04490
ERR1913259.701049__1.701049	1262743__R5C054__BN727_01980
ERR1913259.701223__1.701223	39491__A0A395V2P3__DXB69_08700
ERR1913259.701284__1.701284	418240__C6JFI6__ERS852523_01129
ERR1913259.701350__1.701350	45851__D4S2J5__BUTYVIB_02317
ERR1913259.701410__1.701410	357276__A0A0K2HI25__DXD47_04465
ERR1913259.701436__1.701436	1263000__R5EJ76__BN466_01936
ERR1913259.701507__1.701507	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913259.701524__1.701524	40518__R5DS23__DXD86_01715
ERR1913259.701650__1.701650	40518__R5DV66__DXD83_04215
ERR1913259.701658__1.701658	626940__R6X0Z1__DCQ00_01035
ERR1913259.701682__1.701682	33039__D4M325__ERS852390_01663
ERR1913259.701820__1.701820	116085__D4JBR7__DW747_01020
ERR1913259.701997__1.701997	820__A7VAS1__HMPREF2141_03259
ERR1913259.702001__1.702001	40518__R5DP21__RBATCC27255_00348
ERR1913259.702036__1.702036	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913259.702135__1.702135	39491__A0A396FRE7__EUR_27520
ERR1913259.702201__1.702201	1680__A0A173W5Z2__DXC53_01290
ERR1913259.702162__1.702162	40520__A0A396G1I4__DXB81_08365
ERR1913259.702315__1.702315	1681__A0A286TED3__CJD48_07450
ERR1913259.702514__1.702514	1522__G1VUF8__SAMN04487929_11815
ERR1913259.702880__1.702880	1263006__R6LU28__BN515_01365
ERR1913259.703055__1.703055	1680__A0A0C2YNK5__BADO_0780
ERR1913259.703031__1.703031	1262911__R6GYS8__BN557_00614
ERR1913259.703117__1.703117	39491__R6UMS6__DXD13_07035
ERR1913259.703118__1.703118	40518__R5DYT8__mscS
ERR1913259.703410__1.703410	1263107__GCA_000436995.1_00102
ERR1913259.703482__1.703482	39491__A0A396FFW0__ERE_10580
ERR1913259.703567__1.703567	820__A0A174CG08__DXB62_13215
ERR1913259.703884__1.703884	418240__R7CJP2__cycB_1
ERR1913259.703907__1.703907	216816__A0A396FVC5__BL71B_00290
ERR1913259.704038__1.704038	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913259.704103__1.704103	28117__B0MYI9__BHV66_05415
ERR1913259.704151__1.704151	39491__A0A395V0X2__EUBREC_3007
ERR1913259.704310__1.704310	853__A0A173RZ39__C4N22_01650
ERR1913259.704313__1.704313	2173__A0A1D2WRI1__BK798_01230
ERR1913259.704322__1.704322	1262848__R6UEX2__BN818_00035
ERR1913259.704378__1.704378	1262924__R7HML0__BN585_01508
ERR1913259.704506__1.704506	818__A0A1H7S810__BJP75_003270
ERR1913259.704452__1.704452	239935__A0A139TMG9__CXU07_10650
ERR1913259.704571__1.704571	39491__A0A395ZG74__licR
ERR1913259.704766__1.704766	39491__A0A395V5L2__ERE_28270
ERR1913259.704883__1.704883	2173__A5ULL1__Msm_0884
ERR1913259.704982__1.704982	2173__A5ULL1__Msm_0884
ERR1913259.705059__1.705059	39491__A0A395ZEN3__DXD95_12655
ERR1913259.705065__1.705065	28025__D3R731__ADH71_006495
ERR1913259.705066__1.705066	40518__R5DU52__RB5AMG_02245
ERR1913259.705211__1.705211	357276__A0A0K2HG61__BACDOR_02028
ERR1913259.705315__1.705315	818__A0A174TXD9__C799_03229
ERR1913259.705364__1.705364	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913259.705529__1.705529	1681__A0A0E2ZAJ3__BJL93_03770
ERR1913259.705541__1.705541	116085__D4JAV0__DW747_16220
ERR1913259.705811__1.705811	33039__D4M6I1__nadB_2
ERR1913259.705884__1.705884	39491__A0A395ZG74__licR
ERR1913259.705975__1.705975	357276__I8WPR6__EL88_06675
ERR1913259.706006__1.706006	1472761__GCA_002159295.1_01419
ERR1913259.706132__1.706132	246787__A0A3D6AZF8__BACCELL_02529
ERR1913259.706173__1.706173	28025__A0A0L7CZ86__BIF_00641
ERR1913259.706454__1.706454	301302__R5VCU3__cbiK_2
ERR1913259.706489__1.706489	246787__E2N7F5__AA416_04404
ERR1913259.706555__1.706555	301301__A0A395VA18__RHOM_11700
ERR1913259.706586__1.706586	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913259.706592__1.706592	184870__W1TRR4__Q618_VCMC00003G0220
ERR1913259.706721__1.706721	74426__rpoC
ERR1913259.706914__1.706914	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913259.706979__1.706979	820__A0A139K5A6__DXB48_12175
ERR1913259.707108__1.707108	39491__A0A396FRE7__EUR_27520
ERR1913259.707146__1.707146	28117__B0MTH2__ALIPUT_00061
ERR1913259.707288__1.707288	40520__A0A396A315__DXB81_12480
ERR1913259.707429__1.707429	1150298__A0A174E950__ERS852498_02096
ERR1913259.707509__1.707509	2173__A0A1D2WT96__BK798_08100
ERR1913259.707538__1.707538	1263109__GCA_000438135.1_01189
ERR1913259.707680__1.707680	1150298__A0A174S4G4__dacB_1
ERR1913259.707907__1.707907	39491__A0A396FUZ3__phoR_1
ERR1913259.707908__1.707908	39491__A0A396FUZ3__phoR_1
ERR1913259.708125__1.708125	1263107__GCA_000436995.1_00126
ERR1913259.708424__1.708424	74426__rpoC
ERR1913259.708445__1.708445	2173__A0A1D2WU48__Msm_1454
ERR1913259.708507__1.708507	1263107__GCA_000436995.1_00032
ERR1913259.708559__1.708559	1263107__GCA_000436995.1_00033
ERR1913259.708581__1.708581	418240__A0A173X9L0__ERS852523_01318
ERR1913259.708608__1.708608	1263109__GCA_000438135.1_01185
ERR1913259.708730__1.708730	216816__A0A396FRQ5__DD678_01245
ERR1913259.708788__1.708788	40518__R5DZ16__DXD86_01455
ERR1913259.709610__1.709610	357276__I8WEZ6__BACDOR_02323
ERR1913259.709696__1.709696	218139__GCA_002259595.1_01323
ERR1913259.709790__1.709790	39491__A0A395UXH0__EUBREC_0021
ERR1913259.709859__1.709859	39491__A0A396FQ67__DXB99_07505
ERR1913259.709949__1.709949	39491__A0A396FNY7__LD38_16155
ERR1913259.709983__1.709983	357276__A0A0K2HFZ9__GV66_03405
ERR1913259.709943__1.709943	820__A0A173W419__DXC68_17760
ERR1913259.710070__1.710070	239935__R6IZU4__CXT87_08085
ERR1913259.710179__1.710179	214856__A0A175A6T5__ERS852447_02658
ERR1913259.710364__1.710364	357276__I9R994__BACDOR_04044
ERR1913259.710502__1.710502	28111__R5K222__bglX_7
ERR1913259.710631__1.710631	39491__C4ZGN3__DXB99_14175
ERR1913259.710713__1.710713	626940__E8LE18__BN587_01026
ERR1913259.710651__1.710651	74426__infB
ERR1913259.710781__1.710781	39491__A0A3E4YFT8__DXB69_10940
ERR1913259.710880__1.710880	239935__A0A2N8IVR0__CXT87_07115
ERR1913259.711033__1.711033	39488__A0A174B7Y0__ERS852450_00913
ERR1913259.711148__1.711148	1262848__R6UBZ9__BN818_00113
ERR1913259.711224__1.711224	357276__I8W1E1__B5F00_10785
ERR1913259.711239__1.711239	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913259.711331__1.711331	216816__A0A1S2VTC3__BLIC_e00847
ERR1913259.711480__1.711480	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913259.712204__1.712204	147206__GCF_000156215.1_01710
ERR1913259.712210__1.712210	1550024__A0A0D8J0M2__TQ39_06330
ERR1913259.712354__1.712354	239935__A0A2N8HUU6__CXT90_06150
ERR1913259.712313__1.712313	28117__B0MVL2__BHV66_01645
ERR1913259.712404__1.712404	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913259.712568__1.712568	239935__A0A2N8I8X8__B5G29_00185
ERR1913259.712672__1.712672	1262911__R6GR13__BN557_00618
ERR1913259.712691__1.712691	1262942__R7QWP1__BN520_01219
ERR1913259.712759__1.712759	1680__A0A174BEE7__BSTER_1311
ERR1913259.712864__1.712864	40520__A0A3E4QB73__adrA
ERR1913259.712928__1.712928	1150298__A0A174J629__ERS852498_00833
ERR1913259.713091__1.713091	301301__A0A174GNJ2__RHOM_05610
ERR1913259.713038__1.713038	1550024__G9RWR2__TQ39_04385
ERR1913259.713210__1.713210	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913259.713283__1.713283	39488__A0A173YJL3__EUBHAL_01681
ERR1913259.713347__1.713347	410072__C0BC38__ERS852574_02017
ERR1913259.713625__1.713625	40520__A0A395XDY5__ERS852394_00913
ERR1913259.713700__1.713700	1393034__GCA_001552785.1_00510
ERR1913259.713775__1.713775	116085__D4JBM5__DW747_01240
ERR1913259.714051__1.714051	39491__A0A395ZEN3__DXD95_12655
ERR1913259.714126__1.714126	301301__G2SZM1__RHOM_00740
ERR1913259.714688__1.714688	28025__A0A0L7CZ86__BIF_00641
ERR1913259.714713__1.714713	820__A0A173WUD7__DXB48_08055
ERR1913259.714714__1.714714	1680__A0A076JNH5__DXC60_03835
ERR1913259.714802__1.714802	39486__G1WPD7__DORFOR_00931
ERR1913259.714879__1.714879	239935__A0A2N8HWQ2__CXU13_01775
ERR1913259.714920__1.714920	147206__GCF_000156215.1_01776
ERR1913259.715013__1.715013	239935__A0A2N8ITX2__CXT86_11265
ERR1913259.715258__1.715258	626940__E8LG81__BHW43_02530
ERR1913259.715300__1.715300	1262924__R7HPY0__BN585_01950
ERR1913259.715494__1.715494	1263000__R5EXT3__BN466_02213
ERR1913259.715906__1.715906	39492__D4JRV7__EUBSIR_01513
ERR1913259.715918__1.715918	239935__A0A2N8I1R3__CXU05_06075
ERR1913259.715997__1.715997	239935__A0A2N8HQR1__Amuc_0287
ERR1913259.716333__1.716333	40518__R5E550__aroK
ERR1913259.716334__1.716334	267818__A0A0R1P8M9__SAMN02983011_02145
ERR1913259.716596__1.716596	239935__A0A139TQT9__Amuc_1197
ERR1913259.716871__1.716871	239935__A0A2N8J2P6__ADH72_06730
ERR1913259.716836__1.716836	1263000__R5EKG2__BN466_02040
ERR1913259.716849__1.716849	820__A0A3E4VXP2__yesR
ERR1913259.716851__1.716851	1262848__R6UQ08__BN818_01621
ERR1913259.717203__1.717203	40518__R5DZE2__DXD86_07400
ERR1913259.717310__1.717310	239935__A0A2N8IU45__DEF40_02365
ERR1913259.717714__1.717714	418240__A0A173X9L0__ERS852523_01318
ERR1913259.717752__1.717752	1262848__R6U3D3__BN818_00931
ERR1913259.717981__1.717981	28117__B0MXG8__ALIPUT_01814
ERR1913259.718034__1.718034	1262848__R6UJQ9__BN818_01594
ERR1913259.718070__1.718070	216816__A0A396FRQ5__DD678_01245
ERR1913259.718133__1.718133	820__R9HVB9__DXC68_17285
ERR1913259.718244__1.718244	301301__A0A395VEJ3__hupR1
ERR1913259.718313__1.718313	1308__Q5M640__CG712_07405
ERR1913259.718402__1.718402	1680__A0A0B5BIU5__BSTER_0145
ERR1913259.718442__1.718442	239935__A0A2N8HBM4__CXT85_06270
ERR1913259.718488__1.718488	39491__C4ZHS4__EUR_24420
ERR1913259.718693__1.718693	187327__R6M6U9__xseA
ERR1913259.718703__1.718703	1262848__R6TZN4__BN818_00122
ERR1913259.718829__1.718829	28025__A0A0L7CT43__BAA6_1040
ERR1913259.718975__1.718975	1262924__R7HTK4__BN585_00496
ERR1913259.718918__1.718918	357276__A0A076IIL0__EL88_03065
ERR1913259.719112__1.719112	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913259.719284__1.719284	1262848__R6UBZ9__BN818_00113
ERR1913259.719337__1.719337	1263011__R6DSA9__BN553_00161
ERR1913259.719356__1.719356	39491__A0A396FUZ3__phoR_1
ERR1913259.719429__1.719429	820__A0A174EV88__HMPREF1072_01427
ERR1913259.719455__1.719455	907__G0VPQ1__AZ49_11950
ERR1913259.719784__1.719784	1262992__R5CXM7__BN795_01016
ERR1913259.719863__1.719863	626932__G5H7N2__HMPREF9450_00685
ERR1913259.719986__1.719986	39485__A0A174YR79__EUBELI_20418
ERR1913259.719990__1.719990	820__A0A3E5E0T0__ERS852554_00312
ERR1913259.720125__1.720125	1150298__A0A174U8I6__ERS852535_02809
ERR1913259.720424__1.720424	1263107__GCA_000436995.1_00178
ERR1913259.720454__1.720454	39488__R6GWX1__EUBHAL_01710
ERR1913259.720607__1.720607	1262736__R5YM87__BN496_00421
ERR1913259.720860__1.720860	39491__A0A395V297__EUR_01010
ERR1913259.720915__1.720915	39492__D4MIY5__EUBSIR_00233
ERR1913259.721476__1.721476	1680__A0A173XYA2__B0703_0121
ERR1913259.721820__1.721820	239935__A0A2N8HL50__CXT98_09135
ERR1913259.721895__1.721895	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913259.721979__1.721979	1263011__R6DWT0__BN553_00469
ERR1913259.722078__1.722078	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913259.722265__1.722265	1262736__R5Y4Y8__BN496_00388
ERR1913259.722268__1.722268	239935__A0A2N8HB50__CXU17_02615
ERR1913259.722480__1.722480	1681__K2HTL7__BBJK_03159
ERR1913259.722626__1.722626	39491__C4ZAT2__ERE_28440
ERR1913259.722666__1.722666	39492__D4MJF3__EUBSIR_02248
ERR1913259.722930__1.722930	1550024__G9RWG1__ASJ35_03770
ERR1913259.723113__1.723113	204516__U6R7W5__HMPREF1534_03766
ERR1913259.723729__1.723729	239935__A0A2N8HT44__CXT84_11035
ERR1913259.723739__1.723739	39491__A0A395V5R3__EUBREC_1883
ERR1913259.723807__1.723807	1680__A0A1X3A951__AL0462_1583
ERR1913259.723775__1.723775	1262924__R7HQP2__BN585_01509
ERR1913259.723966__1.723966	39491__A0A395UZ89__DXB72_12805
ERR1913259.724149__1.724149	649756__E5VJS7__mecR1_3
ERR1913259.724185__1.724185	1262848__R6U9X1__BN818_01687
ERR1913259.724247__1.724247	1263011__R6E3N4__BN553_01940
ERR1913259.724329__1.724329	626940__E8LCL8__DCQ00_09880
ERR1913259.724391__1.724391	1262848__R6UHA0__BN818_00707
ERR1913259.724452__1.724452	45851__D4RYS8__BUTYVIB_00989
ERR1913259.724598__1.724598	246787__R6LGA6__tmoS_11
ERR1913259.724632__1.724632	1262882__R5MIQ8__BN519_01036
ERR1913259.724633__1.724633	1262882__R5MIQ8__BN519_01036
ERR1913259.724685__1.724685	39486__R6RZU9__DXD50_10445
ERR1913259.724660__1.724660	39491__A0A396FUZ3__phoR_1
ERR1913259.724728__1.724728	1550024__G9RXY7__TQ39_00100
ERR1913259.724825__1.724825	2173__A0A1D2WS87__BK798_03170
ERR1913259.724840__1.724840	1680__A0A076JNH5__DXC60_03835
ERR1913259.724866__1.724866	239935__A0A2N8IMD6__CXU03_05585
ERR1913259.725100__1.725100	1262736__R5Y4S4__BN496_00323
ERR1913259.725318__1.725318	1262777__R5VQY2__BN512_00997
ERR1913259.725346__1.725346	39491__A0A395ZHW3__ERS852417_01359
ERR1913259.725275__1.725275	1550024__G9RZ38__ASJ35_12765
ERR1913259.725675__1.725675	820__A0A3E4HWJ4__DXD40_05945
ERR1913259.725682__1.725682	1262736__R5YL64__BN496_01965
ERR1913259.725738__1.725738	357276__A0A076J8M3__ABI39_13695
ERR1913259.725921__1.725921	1262848__R6U9D6__BN818_01628
ERR1913259.726050__1.726050	820__A0A139K0J1__HMPREF2141_03205
ERR1913259.726058__1.726058	33043__D5HIL8__ERS852386_02009
ERR1913259.726062__1.726062	2173__A0A1D2WU78__METSMIF1_03075
ERR1913259.726235__1.726235	1262924__R7HP98__BN585_02065
ERR1913259.726275__1.726275	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913259.726408__1.726408	39488__A0A285PRH2__EUBHAL_01264
ERR1913259.726654__1.726654	45851__D4RXN5__BUTYVIB_00586
