ERR1913271.7__1.7	1628085__A0A396QTT4__C7386_103139
ERR1913271.697701__1.697701	487174__K0X0F6__HMPREF9448_01444
ERR1913271.697911__1.697911	28117__B0MTV3__BHV66_06405
ERR1913271.697831__1.697831	166486__D4KX00__ROSINTL182_07577
ERR1913271.698172__1.698172	166486__D4KJ39__ERS852572_02622
ERR1913271.698357__1.698357	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.698464__1.698464	817__A0A0K6BYY8__M130_4302
ERR1913271.698570__1.698570	28117__B0MTV0__BHV66_06395
ERR1913271.698577__1.698577	821__A0A0P0L8F8__ERS852509_03705
ERR1913271.698847__1.698847	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913271.698920__1.698920	357276__A0A076ISJ4__B5F95_19420
ERR1913271.698938__1.698938	292800__A0A174NIK9__rbsC_3
ERR1913271.698966__1.698966	39485__A0A174ZPH7__ERS852490_01992
ERR1913271.699002__1.699002	166486__D4L273__ERS852572_01638
ERR1913271.699075__1.699075	166486__A0A173V5I7__ERS852572_02640
ERR1913271.699107__1.699107	166486__A0A173V5I7__ERS852572_02640
ERR1913271.699272__1.699272	166486__D4KU79__ROSINTL182_06970
ERR1913271.699412__1.699412	821__A0A0P0M2J4__DXD46_10295
ERR1913271.699569__1.699569	218538__C9LQR2__GCWU000321_01894
ERR1913271.699675__1.699675	166486__D4KZ95__ERS852572_03327
ERR1913271.700185__1.700185	471189__GCA_003340385.1_00387
ERR1913271.700207__1.700207	818__A0A1H7S810__BJP75_003270
ERR1913271.700269__1.700269	74426__rpoB
ERR1913271.700593__1.700593	817__Q64W74__DXD74_13435
ERR1913271.700650__1.700650	166486__D4KZ14__inlA_1
ERR1913271.700823__1.700823	853__C7H1R8__DW905_06675
ERR1913271.700982__1.700982	166486__D4KZ45__ROSINTL182_05738
ERR1913271.701053__1.701053	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.701144__1.701144	39490__U2PCP5__HMPREF0373_03001
ERR1913271.701196__1.701196	39485__C4Z6J7__ERS852492_02047
ERR1913271.701160__1.701160	166486__C7GCP5__ROSINTL182_07683
ERR1913271.701240__1.701240	214856__A0A174FWM7__ERS852559_00590
ERR1913271.701449__1.701449	394340__hgdC
ERR1913271.701576__1.701576	28116__I9T1P7__BACOV975_02228
ERR1913271.701700__1.701700	166486__D4KX83__ERS852572_01103
ERR1913271.701773__1.701773	818__A0A174LFW3__C5Z03_04710
ERR1913271.701866__1.701866	1393034__GCA_001552785.1_00506
ERR1913271.701869__1.701869	166486__D4KYD7__ERS852572_03817
ERR1913271.701927__1.701927	28116__A0A3D2LPA1__CUY_3388
ERR1913271.701951__1.701951	166486__D4KXA6__ROSINTL182_05897
ERR1913271.702218__1.702218	821__A0A396F1N0__M099_1553
ERR1913271.702176__1.702176	817__A0A1C0W965__HMPREF1056_03052
ERR1913271.702225__1.702225	28116__A0A078Q626__HMPREF1070_02735
ERR1913271.702435__1.702435	166486__D4KUE4__ROSINTL182_08606
ERR1913271.702396__1.702396	1735__B7CB66__EUBIFOR_01441
ERR1913271.702444__1.702444	214856__A0A174ZB00__ERS852559_00631
ERR1913271.702458__1.702458	166486__D4KZ71__ERS852572_01500
ERR1913271.702360__1.702360	204516__U6RAM4__HMPREF1534_03439
ERR1913271.702591__1.702591	166486__D4KRN2__ERS852572_01816
ERR1913271.702660__1.702660	818__A0A0N7I9H8__ERS852461_00040
ERR1913271.702766__1.702766	853__A0A173RZ39__C4N22_01650
ERR1913271.702920__1.702920	818__A0A174LEN9__BJP75_006595
ERR1913271.702952__1.702952	28118__R6FX99__Odosp_1660
ERR1913271.703119__1.703119	487174__R5EXS5__HMPREF9448_02541
ERR1913271.703137__1.703137	239935__R6IZT7__CXU18_11710
ERR1913271.703140__1.703140	39496__A5Z8R4__EUBVEN_02106
ERR1913271.703284__1.703284	204516__U6RAM4__HMPREF1534_03439
ERR1913271.703366__1.703366	357276__B6VYT9__HMPREF1063_05030
ERR1913271.703352__1.703352	166486__D4L337__msbA_4
ERR1913271.703361__1.703361	214856__A0A174Z2J8__ERS852447_00942
ERR1913271.703392__1.703392	28116__A7M018__M089_5540
ERR1913271.703626__1.703626	1262992__R5D6B7__BN795_00790
ERR1913271.703646__1.703646	214856__A0A174FWM7__ERS852559_00590
ERR1913271.703682__1.703682	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913271.703763__1.703763	1303__A0A133S0N3__glyQ
ERR1913271.703890__1.703890	818__A0A0P0FT56__BSIG_1453
ERR1913271.703919__1.703919	1628085__A0A396Q6V9__C7386_102126
ERR1913271.703936__1.703936	166486__C7GCP5__ROSINTL182_07683
ERR1913271.703993__1.703993	166486__D4L458__ROSINTL182_07088
ERR1913271.704087__1.704087	166486__D4KQG8__ERS852572_02379
ERR1913271.704180__1.704180	1318__I1ZNH4__NCTC12854_01702
ERR1913271.704292__1.704292	39485__A0A174ZMD4__ERS852492_01969
ERR1913271.704427__1.704427	1262899__R7J4F1__BN657_01176
ERR1913271.704593__1.704593	239935__A0A2N8I3Z7__CXU05_10555
ERR1913271.704786__1.704786	821__A0A174V2F3__NCTC10583_01474
ERR1913271.704848__1.704848	853__A0A2A7B9I6__DW855_13690
ERR1913271.704813__1.704813	818__A0A0P0F7K1__ERS852461_02719
ERR1913271.704884__1.704884	853__A8SGX8__C4N21_08625
ERR1913271.704926__1.704926	1628085__A0A2U1B7S9__C7386_11634
ERR1913271.704990__1.704990	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.705078__1.705078	818__A0A0P0F7K1__ERS852461_02719
ERR1913271.705159__1.705159	216816__E8MW20__DD674_07905
ERR1913271.705471__1.705471	818__A0A1H7TGM1__BJP75_010615
ERR1913271.705517__1.705517	166486__D4KWT3__ROSINTL182_05973
ERR1913271.705526__1.705526	28116__D7J6A7__NCTC11153_02798
ERR1913271.705687__1.705687	218538__C9LPF0__GCWU000321_01429
ERR1913271.705962__1.705962	818__C6IIW4__dapH_1
ERR1913271.705978__1.705978	166486__D4KZ27__ROSINTL182_05762
ERR1913271.706100__1.706100	28116__A0A1Y4PWN5__M088_3731
ERR1913271.706547__1.706547	218538__C9LPS9__GCWU000321_01559
ERR1913271.706594__1.706594	818__A0A0N7I9M6__Btheta7330_00939
ERR1913271.706716__1.706716	166486__D4L337__msbA_4
ERR1913271.706735__1.706735	322505__manZ_3
ERR1913271.706745__1.706745	33038__A7B333__ERS852409_01424
ERR1913271.706947__1.706947	818__A0A0P0FKC9__Btheta7330_01050
ERR1913271.707081__1.707081	239935__R6J4Y4__CXU17_09810
ERR1913271.707114__1.707114	817__A0A396EMA4__M108_0298
ERR1913271.707291__1.707291	28117__B0MUB4__BHV66_01895
ERR1913271.707399__1.707399	166486__D4KZ04__ERS852572_01569
ERR1913271.707460__1.707460	706562__GCA_900112995.1_01617
ERR1913271.707541__1.707541	1262899__R7JBQ0__BN657_00343
ERR1913271.707519__1.707519	40520__A5ZRI6__DXC87_12175
ERR1913271.707558__1.707558	649756__E5VJS7__mecR1_3
ERR1913271.707608__1.707608	166486__D4KNM9__ERS852572_00072
ERR1913271.707737__1.707737	166486__D4KYM4__ERS852572_02981
ERR1913271.707764__1.707764	818__A0A174T624__HMPREF2534_01176
ERR1913271.707856__1.707856	39485__A0A174YMI9__cph2_5
ERR1913271.707858__1.707858	552398__F4X994__HMPREF0866_01020
ERR1913271.707952__1.707952	39485__A0A174ZBK4__ERS852490_01585
ERR1913271.707939__1.707939	166486__C7GAX1__ERS852572_03188
ERR1913271.707961__1.707961	487174__K0XH97__HMPREF9448_01909
ERR1913271.708056__1.708056	28118__R6F7E0__SAMEA44545918_02355
ERR1913271.708061__1.708061	39485__A0A174YQX9__ERS852490_00864
ERR1913271.708092__1.708092	166486__D4L456__rpfG_10
ERR1913271.708137__1.708137	214856__A0A174A257__ERS852447_01007
ERR1913271.708287__1.708287	166486__D4KZ27__ROSINTL182_05762
ERR1913271.708423__1.708423	214856__A0A174ZEF7__mboIIM_1
ERR1913271.708617__1.708617	821__D4VD59__BHV80_04260
ERR1913271.709132__1.709132	28117__B0MWZ9__ALIPUT_01735
ERR1913271.709147__1.709147	28117__R7JJM9__ALIPUT_00662
ERR1913271.709335__1.709335	818__Q8A3I3__HMPREF2534_00068
ERR1913271.709440__1.709440	166486__D4KWN4__ERS852572_01865
ERR1913271.709672__1.709672	1304__A0A1V0GKP1__fatB_1
ERR1913271.709594__1.709594	1262948__R7EGP9__BN671_01082
ERR1913271.709734__1.709734	147206__GCF_000156215.1_01777
ERR1913271.709693__1.709693	166486__D4KZI1__ERS852572_00422
ERR1913271.709863__1.709863	1318__I1ZKF4__HMPREF9962_0403
ERR1913271.710099__1.710099	166486__D4KXA3__ROSINTL182_05894
ERR1913271.710112__1.710112	166486__D4L458__ROSINTL182_07088
ERR1913271.710356__1.710356	28118__F9Z7U8__DF785_12305
ERR1913271.710368__1.710368	357276__B6W1J2__BACDOR_03380
ERR1913271.710400__1.710400	214856__A0A174ZEW0__ERS852447_00985
ERR1913271.710422__1.710422	1262992__R5D6F1__BN795_00820
ERR1913271.710436__1.710436	39485__C4Z0B2__EUBELI_01024
ERR1913271.710623__1.710623	1150298__A0A174QRU8__ERS852498_00962
ERR1913271.710649__1.710649	166486__A0A173T114__ROSINTL182_05085
ERR1913271.710760__1.710760	28116__A7LXT7__HMPREF1070_00356
ERR1913271.710871__1.710871	818__A0A0N7I9C8__BT_2965
ERR1913271.710975__1.710975	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.711083__1.711083	28117__B0MSS1__ALIPUT_00273
ERR1913271.711165__1.711165	818__R6VB25__BSIG_5053
ERR1913271.711260__1.711260	1304__A0A1W5ZEC2__SALIVA_1284
ERR1913271.711346__1.711346	649756__L1QAJ9__DCR88_07895
ERR1913271.711394__1.711394	1150298__A0A174LKY6__ERS852535_00447
ERR1913271.711634__1.711634	818__A0A139K9H8__C5Z03_23905
ERR1913271.711880__1.711880	166486__R6AZI2__ydaF
ERR1913271.711930__1.711930	1512__E7GQP1__NCTC13233_03786
ERR1913271.712254__1.712254	358742__A0A3E2WIR3__DWX59_13700
ERR1913271.712286__1.712286	818__D7I7V5__BJP75_001030
ERR1913271.712290__1.712290	649756__A0A173SUE5__HMPREF0369_00853
ERR1913271.712353__1.712353	166486__D4KZ14__inlA_1
ERR1913271.712354__1.712354	39485__C4Z355__ERS852490_01971
ERR1913271.712450__1.712450	1735__B7C7W0__EUBIFOR_00260
ERR1913271.712468__1.712468	853__A8S882__C4N23_07600
ERR1913271.712587__1.712587	166486__D4KUE4__ROSINTL182_08606
ERR1913271.712829__1.712829	1735__B7C7C6__EUBIFOR_00073
ERR1913271.712909__1.712909	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.712936__1.712936	818__A0A1H7S810__BJP75_003270
ERR1913271.713096__1.713096	487174__K0X3L3__DDY40_11345
ERR1913271.713123__1.713123	166486__A0A173RAP7__ROSINTL182_07969
ERR1913271.713170__1.713170	166486__D4KWT3__ROSINTL182_05973
ERR1913271.713183__1.713183	649756__A0A174Q8Z0__mtlD_4
ERR1913271.713397__1.713397	166486__D4L458__ROSINTL182_07088
ERR1913271.713479__1.713479	1262537__GeneID:16385341
ERR1913271.713865__1.713865	166486__D4L301__ROSINTL182_06234
ERR1913271.713893__1.713893	371601__D0TKK2__BXY_21540
ERR1913271.713982__1.713982	817__A0A0E2TIP6__M086_3982
ERR1913271.713996__1.713996	166486__D4L0E1__ypdA_4
ERR1913271.714098__1.714098	1547__H1APC3__CLORAM_00787
ERR1913271.714123__1.714123	818__A0A174VV39__BT_3492
ERR1913271.714247__1.714247	487174__K0WV13__DIT83_10890
ERR1913271.714431__1.714431	487174__K0X3V7__DIT83_01400
ERR1913271.714650__1.714650	166486__D4L1D8__ROSINTL182_06455
ERR1913271.714597__1.714597	1262948__R7E9D8__BN671_02221
ERR1913271.714720__1.714720	39485__A0A174Z7G5__EUBELI_01168
ERR1913271.714836__1.714836	166486__D4KZ24__ROSINTL182_05766
ERR1913271.714863__1.714863	166486__D4KVN3__ERS852572_03944
ERR1913271.715052__1.715052	28117__B0MYI9__BHV66_05415
ERR1913271.715066__1.715066	818__A0A174LEN9__BJP75_006595
ERR1913271.715098__1.715098	853__E2ZGD9__C7J97_11715
ERR1913271.715170__1.715170	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913271.715278__1.715278	28116__E5CCI2__M089_3437
ERR1913271.715328__1.715328	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913271.715625__1.715625	166486__D4KZ45__ROSINTL182_05738
ERR1913271.715767__1.715767	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.715824__1.715824	166486__D4KUC4__arcB_1
ERR1913271.715853__1.715853	853__A0A173T0Y8__CGS54_07215
ERR1913271.715963__1.715963	166486__D4KWT3__ROSINTL182_05973
ERR1913271.716051__1.716051	166486__D4L458__ROSINTL182_07088
ERR1913271.716102__1.716102	28116__A0A139LD88__CUY_2408
ERR1913271.716124__1.716124	818__A0A174RFL1__ERS852511_03380
ERR1913271.716257__1.716257	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913271.716272__1.716272	2108523__A0A2P2F3I3__LAWASA_548
ERR1913271.716339__1.716339	853__A0A173XRA8__CGS56_09290
ERR1913271.716491__1.716491	29361__B6FRT6__CLONEX_02860
ERR1913271.716541__1.716541	166486__D4KZ14__inlA_1
ERR1913271.716726__1.716726	818__C6IEV5__ERS852430_00644
ERR1913271.716871__1.716871	853__A0A174UDE9__C4N25_12775
ERR1913271.716967__1.716967	818__A0A0P0FI06__BJP75_017205
ERR1913271.716997__1.716997	821__A0A396F1N0__M099_1553
ERR1913271.717001__1.717001	1628085__A0A2U1B7S9__C7386_11634
ERR1913271.717416__1.717416	487174__K0X3H8__HMPREF9448_02822
ERR1913271.717503__1.717503	853__A0A173XRA8__CGS56_09290
ERR1913271.717664__1.717664	817__A0A149NCG3__M134_4715
ERR1913271.717690__1.717690	39485__A0A174YVS4__EUBELI_00620
ERR1913271.717984__1.717984	166486__C7GAX1__ERS852572_03188
ERR1913271.717988__1.717988	166486__D4KRN2__ERS852572_01816
ERR1913271.718120__1.718120	199__A0A0M3V2H4__UNSW2_1263
ERR1913271.718284__1.718284	166486__D4KZA5__ERS852572_03317
ERR1913271.718338__1.718338	166486__R6B4E4__sinR_2
ERR1913271.718445__1.718445	39485__A0A1Q6PH92__cbbX
ERR1913271.718411__1.718411	216816__B7GPH6__DXC74_08225
ERR1913271.718452__1.718452	1318__E8K6Z8__gtfB
ERR1913271.718457__1.718457	1735__B7CB66__EUBIFOR_01441
ERR1913271.718639__1.718639	166486__D4KNM9__ERS852572_00072
ERR1913271.718751__1.718751	166486__D4KVX6__ROSINTL182_06735
ERR1913271.718796__1.718796	818__A0A174VIU7__ERS852557_03640
ERR1913271.718813__1.718813	166486__D4L3K7__ERS852572_00904
ERR1913271.718852__1.718852	39485__C4Z6U7__EUBELI_20545
ERR1913271.719030__1.719030	817__Q64VX6__M085_5191
ERR1913271.719057__1.719057	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913271.719144__1.719144	216816__E8MVM4__APC1480_1562
ERR1913271.719316__1.719316	166486__D4KUE4__ROSINTL182_08606
ERR1913271.719344__1.719344	214856__A0A174FWM7__ERS852559_00590
ERR1913271.719352__1.719352	218538__C9LPS8__GCWU000321_01558
ERR1913271.719482__1.719482	28116__A0A1G8H1M8__DXF98_11065
ERR1913271.719522__1.719522	818__Q8A112__BT_3859
ERR1913271.719680__1.719680	39485__A0A174YVS4__EUBELI_00620
ERR1913271.719798__1.719798	1262992__R5DCL9__BN795_01551
ERR1913271.719828__1.719828	166486__D4KQG8__ERS852572_02379
ERR1913271.719829__1.719829	28117__B0MUL5__ALIPUT_00722
ERR1913271.719982__1.719982	818__Q89ZX6__ERS852511_03600
ERR1913271.720081__1.720081	1262992__R5D4Q1__BN795_00660
ERR1913271.720085__1.720085	218538__C9LQW2__GCWU000321_01944
ERR1913271.720216__1.720216	1735__B7C7C6__EUBIFOR_00073
ERR1913271.720356__1.720356	1262911__R6H0U7__BN557_01104
ERR1913271.720445__1.720445	556259__I0PXW0__BSGG_5187
ERR1913271.720515__1.720515	166486__A0A173V5I7__ERS852572_02640
ERR1913271.720552__1.720552	28117__R7JN92__BHV66_00550
ERR1913271.720870__1.720870	28117__B0MTW8__ALIPUT_00502
ERR1913271.721330__1.721330	166486__D4L1P5__ERS852572_00758
ERR1913271.721350__1.721350	818__A0A3E5HY51__rpfC_2
ERR1913271.721611__1.721611	166486__A0A173RAP7__ROSINTL182_07969
ERR1913271.721615__1.721615	649756__B0P2G4__HMPREF0369_01300
ERR1913271.721638__1.721638	166486__D4L082__yicI_5
ERR1913271.721693__1.721693	292800__G9YVG8__HMPREF0372_03533
ERR1913271.721884__1.721884	818__A0A139K9H8__C5Z03_23905
ERR1913271.722178__1.722178	487174__K0XLV6__DIT83_00940
ERR1913271.722198__1.722198	2108523__A0A2P2FE85__LAWASA_4404
ERR1913271.722345__1.722345	166486__D4KWP5__ROSINTL182_06014
ERR1913271.722251__1.722251	28117__B0MXQ6__ALIPUT_01917
ERR1913271.722666__1.722666	214856__A0A174FW22__ERS852447_02437
ERR1913271.722828__1.722828	487174__K0X353__DIT83_07800
ERR1913271.722882__1.722882	818__A0A1H7L4U6__BSIG_3287
ERR1913271.722890__1.722890	821__A0A3E4WAR6__DXD64_10735
ERR1913271.722893__1.722893	214856__A0A174A257__ERS852447_01007
ERR1913271.722955__1.722955	649756__A0A173TB83__HMPREF0369_01758
ERR1913271.723360__1.723360	166486__D4L398__ERS852572_03633
ERR1913271.723361__1.723361	1628085__A0A2U1BH26__C7386_101229
ERR1913271.723422__1.723422	166486__D4KVN3__ERS852572_03944
ERR1913271.723447__1.723447	1150298__A0A174S4G4__dacB_1
ERR1913271.723637__1.723637	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.723789__1.723789	28117__B0MU76__ALIPUT_00202
ERR1913271.723930__1.723930	33038__F7JTF2__CDL22_02335
ERR1913271.724096__1.724096	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913271.724144__1.724144	853__A0A174UDE9__C4N25_12775
ERR1913271.724147__1.724147	649756__D4MZI8__ERS852387_00933
ERR1913271.724298__1.724298	218538__C9LQU1__GCWU000321_01923
ERR1913271.724310__1.724310	39485__A0A174YTX0__mro
ERR1913271.724477__1.724477	166486__C7GAX1__ERS852572_03188
ERR1913271.724589__1.724589	818__A0A1H7L4U6__BSIG_3287
ERR1913271.724546__1.724546	1393034__GCA_001552785.1_00506
ERR1913271.724692__1.724692	1262783__R6CI51__BN558_01145
ERR1913271.724704__1.724704	1735__B7C7R7__EUBIFOR_00217
ERR1913271.724677__1.724677	218538__C9LPM9__GCWU000321_01509
ERR1913271.724761__1.724761	818__A0A3E5HHE1__Btheta7330_00796
ERR1913271.724866__1.724866	371601__A0A1H3XPY7__CW1_0993
ERR1913271.724965__1.724965	208479__A8S5V2__HMPREF1095_01857
ERR1913271.725012__1.725012	821__A0A3E4HP25__SAMN04487923_102450
ERR1913271.725239__1.725239	1262700__R5XBD0__BN695_00459
ERR1913271.725253__1.725253	214856__A0A174FWM7__ERS852559_00590
ERR1913271.725459__1.725459	821__A0A0P0LFP6__C5Z04_13890
ERR1913271.725697__1.725697	853__A0A173XRA8__CGS56_09290
ERR1913271.726100__1.726100	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.726236__1.726236	821__A0A174WBC9__ERS852556_03145
ERR1913271.726413__1.726413	818__A0A0N7I9C8__BT_2965
ERR1913271.726545__1.726545	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913271.726803__1.726803	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913271.727063__1.727063	817__A0A081UA45__M112_0802
ERR1913271.727086__1.727086	1318__I1ZPN1__NCTC12854_02060
ERR1913271.727110__1.727110	649756__B0P1H0__DO83_13870
ERR1913271.727112__1.727112	818__A0A3E5HWN5__BSIG_3066
ERR1913271.727231__1.727231	1512__E7GGL2__ERS852479_03210
ERR1913271.727504__1.727504	166486__D4L301__ROSINTL182_06234
ERR1913271.727465__1.727465	487174__K0X7X4__DIT83_09125
ERR1913271.727690__1.727690	166486__D4L0Q4__ERS852572_03675
ERR1913271.727803__1.727803	166486__D4KPQ7__ROSINTL182_09065
ERR1913271.728006__1.728006	649756__D4N1B6__HMPREF0369_02032
ERR1913271.728221__1.728221	817__A0A1C0WFC5__M112_2994
ERR1913271.728274__1.728274	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913271.728516__1.728516	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913271.728627__1.728627	853__A0A174BZY1__xerD_1
ERR1913271.728653__1.728653	1304__J7TGU8__Ssal_02017
ERR1913271.728853__1.728853	166486__C7G849__ERS852572_00697
ERR1913271.728862__1.728862	39485__C4Z390__EUBELI_01689
ERR1913271.728938__1.728938	218538__C9LPN1__GCWU000321_01511
ERR1913271.729087__1.729087	166486__D4KX18__ROSINTL182_07596
ERR1913271.729105__1.729105	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913271.729065__1.729065	821__D4V4X2__DXC16_18525
ERR1913271.729150__1.729150	166486__D4L3K7__ERS852572_00904
ERR1913271.729266__1.729266	166486__D4L458__ROSINTL182_07088
ERR1913271.729275__1.729275	28116__A7M019__HMPREF1070_01109
ERR1913271.729334__1.729334	1150298__A0A174M5S6__ERS852498_01656
ERR1913271.729360__1.729360	166486__D4KWL4__ROSINTL182_06052
ERR1913271.729541__1.729541	28117__B0MY45__ALIPUT_02164
ERR1913271.729596__1.729596	649756__D4MTX1__DCR88_05080
ERR1913271.729727__1.729727	818__Q8A3I3__HMPREF2534_00068
ERR1913271.729754__1.729754	818__A0A139K9H8__C5Z03_23905
ERR1913271.729767__1.729767	487174__K0WRI1__DIT83_06780
ERR1913271.729857__1.729857	649756__A0A173TB83__HMPREF0369_01758
ERR1913271.729866__1.729866	39485__C4Z434__tilS
ERR1913271.729907__1.729907	487174__R5FN40__HMPREF9448_01366
ERR1913271.729935__1.729935	39485__A0A174YMI9__cph2_5
ERR1913271.730160__1.730160	818__A0A0P0FT56__BSIG_1453
ERR1913271.730301__1.730301	818__A0A3E5HE16__C5Z03_22745
ERR1913271.730351__1.730351	487174__K0X1V7__DIT83_03020
ERR1913271.730541__1.730541	28052__A0A174JNK0__ERS852451_01116
ERR1913271.730536__1.730536	853__A0A173T0Y8__CGS54_07215
ERR1913271.730595__1.730595	821__A0A174V2F3__NCTC10583_01474
ERR1913271.730682__1.730682	818__A0A0P0FLV3__ERS852430_01650
ERR1913271.731006__1.731006	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913271.731068__1.731068	218538__C9LQG6__GCWU000321_01798
ERR1913271.731074__1.731074	818__A0A139K1T6__SAMN05216253_11033
ERR1913271.731209__1.731209	166486__C7GFD3__ERS852572_00983
ERR1913271.731235__1.731235	292800__A0A174IVH2__zraR_1
ERR1913271.731316__1.731316	357276__I9QBT7__BSEG_03340
ERR1913271.731341__1.731341	487174__K0WXI9__HMPREF9448_02340
ERR1913271.731443__1.731443	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913271.731539__1.731539	1965604__A0A1Y4EWF0__B5F54_02430
ERR1913271.731652__1.731652	166486__C7G7A6__ROSINTL182_05773
ERR1913271.731831__1.731831	1685__A0A3D8UE34__NRBB18_0294
ERR1913271.732021__1.732021	818__Q8AAE0__Btheta7330_02023
ERR1913271.732218__1.732218	649756__L1Q8U4__ERS852571_01677
ERR1913271.732402__1.732402	1262992__R5D1Y3__BN795_00199
ERR1913271.732460__1.732460	28117__R7JIJ8__BHV66_01635
ERR1913271.732478__1.732478	418240__C6JD47__ERS852523_00908
ERR1913271.732553__1.732553	853__A0A3E2U7E6__ERS852582_01640
ERR1913271.732723__1.732723	817__A0A081UA45__M112_0802
ERR1913271.732893__1.732893	166486__C7GE31__ganB_3
ERR1913271.732923__1.732923	357276__I9QBT7__BSEG_03340
ERR1913271.732983__1.732983	818__A0A0P0FLV3__ERS852430_01650
ERR1913271.733044__1.733044	1262992__R5DEQ5__BN795_00722
ERR1913271.733325__1.733325	487174__K0XER9__DDY40_08885
ERR1913271.733426__1.733426	166486__D4KXK8__xynB_1
ERR1913271.733435__1.733435	487174__K0X7X4__DIT83_09125
ERR1913271.733534__1.733534	28118__F9ZBW3__Odosp_3541
ERR1913271.733644__1.733644	1262992__R5D5Z8__BN795_00201
ERR1913271.733603__1.733603	214856__I3YMC8__ERS852447_02666
ERR1913271.733683__1.733683	39485__R5ZSI4__ERS852492_00875
ERR1913271.733708__1.733708	39485__C4Z6F3__EUBELI_20400
ERR1913271.734028__1.734028	166486__C7GCP5__ROSINTL182_07683
ERR1913271.734170__1.734170	28117__B0MSR5__BHV66_02095
ERR1913271.734313__1.734313	28116__A0A1Y4PWN5__M088_3731
ERR1913271.734323__1.734323	487174__K0WRH0__DDY40_05725
ERR1913271.734534__1.734534	1235793__R9KSF0__C809_01679
ERR1913271.734714__1.734714	28117__B0MWZ9__ALIPUT_01735
ERR1913271.735208__1.735208	166486__D4KUC8__ERS852572_00958
ERR1913271.735324__1.735324	1304__A0A074JJW4__RSSL_00707
ERR1913271.735368__1.735368	214856__A0A174G1M7__ERS852559_00594
ERR1913271.735382__1.735382	214856__A0A174A0P3__ERS852447_00994
