ERR1913199.530__1.530	544645__A0A3E4TGD2__DXC42_03440
ERR1913199.1719705__1.1719705	310298__B3JQJ5__BACCOP_04231
ERR1913199.1719844__1.1719844	47678__R5U3L4__C5Z00_12600
ERR1913199.1719928__1.1719928	357276__B6VT86__IY41_22515
ERR1913199.1719933__1.1719933	487174__K0WX10__DIT83_10030
ERR1913199.1719907__1.1719907	821__U6RDC2__DXD46_15675
ERR1913199.1720046__1.1720046	1262743__R5C054__BN727_01980
ERR1913199.1720113__1.1720113	216816__A0A061M1M5__HMPREF0177_01046
ERR1913199.1720170__1.1720170	626929__R6L6C2__B5F97_02175
ERR1913199.1720461__1.1720461	1235793__R9KSF0__C809_01679
ERR1913199.1720473__1.1720473	821__A0A174T998__DXB82_10860
ERR1913199.1720580__1.1720580	418240__C6J839__ERS852478_02454
ERR1913199.1720694__1.1720694	821__A0A0P0M2J4__DXD46_10295
ERR1913199.1720628__1.1720628	301302__R5VBR7__phoR_11
ERR1913199.1720917__1.1720917	853__A0A3E2V168__FAEPRAM212_00929
ERR1913199.1720930__1.1720930	820__A0A174F0C1__nreB
ERR1913199.1720992__1.1720992	821__A0A0P0LFP6__C5Z04_13890
ERR1913199.1721045__1.1721045	1735__B7CDQ5__EUBIFOR_02338
ERR1913199.1721153__1.1721153	821__E5UY21__C800_02204
ERR1913199.1721161__1.1721161	821__A0A396F9T7__M097_3427
ERR1913199.1721162__1.1721162	820__A0A139KJ23__celCCA
ERR1913199.1721217__1.1721217	357276__B6VVS0__HMPREF1064_03951
ERR1913199.1721316__1.1721316	357276__A0A076IS26__EL88_15950
ERR1913199.1721319__1.1721319	820__A0A174F0C1__nreB
ERR1913199.1721423__1.1721423	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913199.1721791__1.1721791	28116__I8YA52__M088_0798
ERR1913199.1721929__1.1721929	820__A0A139KIL9__DXC68_05945
ERR1913199.1722100__1.1722100	47678__R5UT83__DW706_09750
ERR1913199.1722320__1.1722320	47678__R5U9Z6__HMPREF1061_03205
ERR1913199.1722306__1.1722306	821__C6Z451__BHV80_04265
ERR1913199.1722402__1.1722402	301302__A0A0M6WH46__M72_23101
ERR1913199.1722581__1.1722581	1680__A0A374QDL4__LMG18897_0432
ERR1913199.1722586__1.1722586	33039__A0A173VNF2__truB
ERR1913199.1722592__1.1722592	1735__A0A395WAL9__EUBIFOR_01618
ERR1913199.1722663__1.1722663	821__A0A174NSU0__BVU_3144
ERR1913199.1722904__1.1722904	310298__B3JQJ5__BACCOP_04231
ERR1913199.1722966__1.1722966	28116__A0A1Y4Q112__evgS_13
ERR1913199.1723093__1.1723093	1735__B7C9Y8__EUBIFOR_00992
ERR1913199.1723205__1.1723205	216816__A0A061M1M5__HMPREF0177_01046
ERR1913199.1723217__1.1723217	853__A0A3E2V168__FAEPRAM212_00929
ERR1913199.1723510__1.1723510	357276__I9G0T7__BACDOR_04266
ERR1913199.1723447__1.1723447	821__A0A3E4WAR6__DXD64_10735
ERR1913199.1723552__1.1723552	39491__A0A174M1X5__DXB99_18695
ERR1913199.1723620__1.1723620	28116__I8Y7V6__HMPREF1017_02728
ERR1913199.1723762__1.1723762	47678__I9ECI0__HMPREF1061_03742
ERR1913199.1723975__1.1723975	1262739__R6MRD4__BN659_02013
ERR1913199.1724073__1.1724073	357276__A0A076IN30__DXD47_09350
ERR1913199.1724177__1.1724177	39492__D4JTI2__ERS852540_00694
ERR1913199.1724246__1.1724246	818__A0A174TT69__SAMN02910322_02680
ERR1913199.1724346__1.1724346	357276__B6VT86__IY41_22515
ERR1913199.1724432__1.1724432	46503__R6X0P2__DD461_08655
ERR1913199.1724460__1.1724460	33905__A0A0C2Z570__CQR47_0419
ERR1913199.1724469__1.1724469	818__A0A0P0FC49__C799_02008
ERR1913199.1724530__1.1724530	28116__A7LYG5__M089_5828
ERR1913199.1724533__1.1724533	166486__D4KUT4__ERS852572_01421
ERR1913199.1724568__1.1724568	487174__K0X773__DIT83_07170
ERR1913199.1724638__1.1724638	820__A0A174LJB2__HMPREF1072_04112
ERR1913199.1724720__1.1724720	357276__I9QBT4__GV66_09000
ERR1913199.1724805__1.1724805	418240__T5LWD7__ERS852478_00191
ERR1913199.1724806__1.1724806	39488__R6GBC5__DXD91_06450
ERR1913199.1724847__1.1724847	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.1724921__1.1724921	454155__F3QX11__HMPREF9442_02745
ERR1913199.1725078__1.1725078	821__A0A396F1N0__M099_1553
ERR1913199.1725343__1.1725343	39491__C4ZAT2__ERE_28440
ERR1913199.1725421__1.1725421	47678__R5U6J0__ERS852558_00310
ERR1913199.1725422__1.1725422	216816__A0A133LQN7__BL15B_00780
ERR1913199.1725508__1.1725508	301302__R5UTG6__M72_25801
ERR1913199.1725548__1.1725548	821__D4VD59__BHV80_04260
ERR1913199.1725513__1.1725513	47678__R5U9Z0__HMPREF1061_03210
ERR1913199.1725569__1.1725569	39491__A0A174K265__DXB76_05915
ERR1913199.1725603__1.1725603	387090__S0F541__BACCOPRO_00727
ERR1913199.1725606__1.1725606	853__A0A173TAZ8__DWZ46_14590
ERR1913199.1725667__1.1725667	1685__A0A2K9B2Z1__CDA69_00677
ERR1913199.1725698__1.1725698	1735__A0A395WAL9__EUBIFOR_01618
ERR1913199.1725701__1.1725701	821__U6RDC2__DXD46_15675
ERR1913199.1725712__1.1725712	853__A0A2J4JL53__CRH10_10795
ERR1913199.1725743__1.1725743	166486__D4KZP0__ERS852572_00486
ERR1913199.1725841__1.1725841	47678__R5U7M7__CGC64_14730
ERR1913199.1725864__1.1725864	820__A7VAS1__HMPREF2141_03259
ERR1913199.1725968__1.1725968	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913199.1726092__1.1726092	357276__A0A076J8D4__HMPREF1064_00553
ERR1913199.1726175__1.1726175	487174__K0X250__DDY40_03675
ERR1913199.1726401__1.1726401	820__A0A3E4W4W5__ERS852554_02179
ERR1913199.1726509__1.1726509	821__I9R3W6__DXC16_12455
ERR1913199.1726612__1.1726612	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.1726647__1.1726647	418240__A0A174E8U8__sigM_3
ERR1913199.1726755__1.1726755	1308__G6ER27__DV947_00285
ERR1913199.1726843__1.1726843	33039__A0A174ZHW3__ERS852424_00452
ERR1913199.1726916__1.1726916	39496__A5Z3N0__EUBVEN_00276
ERR1913199.1726979__1.1726979	47678__A5ZJ80__BACCAC_02965
ERR1913199.1727077__1.1727077	39491__C4ZHS4__EUR_24420
ERR1913199.1727146__1.1727146	39491__A0A395ZIT8__EUR_13460
ERR1913199.1727283__1.1727283	371601__D7K8P3__SAMN05216250_10395
ERR1913199.1727370__1.1727370	821__A0A174K302__CUU_3129
ERR1913199.1727468__1.1727468	357276__C3RA36__HMPREF1065_03270
ERR1913199.1727842__1.1727842	818__A0A0P0FKT1__C5Z03_19050
ERR1913199.1727970__1.1727970	301302__A0A173R1Q9__M72_20711
ERR1913199.1727974__1.1727974	371601__A0A078QBF2__HMPREF1074_01001
ERR1913199.1727998__1.1727998	357276__A0A076IKP7__BACDOR_04239
ERR1913199.1728010__1.1728010	821__I9R3W6__DXC16_12455
ERR1913199.1728111__1.1728111	357276__B6VVS0__HMPREF1064_03951
ERR1913199.1728066__1.1728066	216816__D6DC09__BLIC_a02334
ERR1913199.1728135__1.1728135	821__A0A3E4HP25__SAMN04487923_102450
ERR1913199.1728258__1.1728258	1262921__R5M6P2__BN473_01690
ERR1913199.1728467__1.1728467	360807__A0A396AK01__RIL183_20461
ERR1913199.1728533__1.1728533	329854__R5M856__DXD27_09575
ERR1913199.1728496__1.1728496	33039__R6P284__spoIIIE
ERR1913199.1728603__1.1728603	649756__A0A173WMV6__cysG
ERR1913199.1728639__1.1728639	47678__A5ZEA3__ERS852558_00257
ERR1913199.1728641__1.1728641	46503__K5ZM81__DCY29_16460
ERR1913199.1729040__1.1729040	1628085__A0A1C6CQE7__C7386_12126
ERR1913199.1729047__1.1729047	410072__A0A173U3R3__COPCOM_01404
ERR1913199.1729056__1.1729056	46503__R6Y837__PARMER_03866
ERR1913199.1729349__1.1729349	820__A0A1T4IY71__HMPREF2141_02402
ERR1913199.1729375__1.1729375	821__A0A0P0M2J4__DXD46_10295
ERR1913199.1729403__1.1729403	821__E5UY21__C800_02204
ERR1913199.1729368__1.1729368	487174__K0X429__HMPREF9448_00932
ERR1913199.1729567__1.1729567	301302__A0A0M6WWE7__ERS852420_01309
ERR1913199.1729598__1.1729598	357276__B6VT86__IY41_22515
ERR1913199.1729605__1.1729605	301302__A0A0M6WCE2__M72_20161
ERR1913199.1729657__1.1729657	821__C6ZAA5__ERS852556_00403
ERR1913199.1729673__1.1729673	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913199.1729903__1.1729903	47678__A5ZL09__BACCAC_03608
ERR1913199.1729980__1.1729980	47678__R5UET0__BACCAC_02656
ERR1913199.1730053__1.1730053	301302__A0A173SUI7__M72_11091
ERR1913199.1730180__1.1730180	116085__D4J6L8__DW747_08035
ERR1913199.1730171__1.1730171	166486__D4KZ69__ERS852572_01502
ERR1913199.1730263__1.1730263	39491__R6TQ09__DXC13_03010
ERR1913199.1730522__1.1730522	301302__A0A173UAS4__M72_15061
ERR1913199.1730576__1.1730576	166486__D4L1D8__ROSINTL182_06455
ERR1913199.1730757__1.1730757	387090__S0F8F6__BACCOPRO_01915
ERR1913199.1731058__1.1731058	818__A0A174V5M6__BT_1963
ERR1913199.1731221__1.1731221	649756__B0P2G4__HMPREF0369_01300
ERR1913199.1731223__1.1731223	454155__G5SRL5__HMPREF9442_00515
ERR1913199.1731204__1.1731204	329854__R5M2W2__DXD57_07845
ERR1913199.1731272__1.1731272	46503__R6XDP9__ERS852463_01752
ERR1913199.1731432__1.1731432	360807__C0FYZ7__ERS852444_03522
ERR1913199.1731450__1.1731450	28118__F9Z5D8__DHW44_13785
ERR1913199.1731580__1.1731580	1680__A7A2Y2__NCTC11814_00537
ERR1913199.1731677__1.1731677	216816__A0A2N0SME6__BLIF_1881
ERR1913199.1731762__1.1731762	818__A0A1H7S810__BJP75_003270
ERR1913199.1731969__1.1731969	821__A0A396F9T7__M097_3427
ERR1913199.1732048__1.1732048	47678__R5U8S9__DW706_06260
ERR1913199.1732345__1.1732345	487174__K0X7X4__DIT83_09125
ERR1913199.1732432__1.1732432	387090__S0F470__BACCOPRO_00167
ERR1913199.1732439__1.1732439	166486__A0A173VSP1__ERS852572_03465
ERR1913199.1732495__1.1732495	1628085__A0A374VRN8__C7386_10280
ERR1913199.1732525__1.1732525	74426__sugC
ERR1913199.1732562__1.1732562	357276__C3R9Y0__HMPREF1064_01889
ERR1913199.1732777__1.1732777	357276__I9FTR0__HMPREF1065_02861
ERR1913199.1733001__1.1733001	39486__B0G723__DXC93_09665
ERR1913199.1732963__1.1732963	78345__A0A087BK46__SAMN02745589_0061
ERR1913199.1733070__1.1733070	1735__B7CE32__EUBIFOR_02474
ERR1913199.1733122__1.1733122	1680__A0A0B5BKZ3__DXD60_01450
ERR1913199.1733287__1.1733287	1262743__R5C054__BN727_01980
ERR1913199.1733299__1.1733299	301302__R5UVR7__ERS852420_00118
ERR1913199.1733434__1.1733434	818__A0A0P0F525__C799_04575
ERR1913199.1733445__1.1733445	301302__A0A173SCU7__M72_12871
ERR1913199.1733446__1.1733446	821__D4V4X2__DXC16_18525
ERR1913199.1733590__1.1733590	387090__S0FCI9__BACCOPRO_03388
ERR1913199.1733696__1.1733696	821__A0A0P0M3U7__DXB90_14325
ERR1913199.1733731__1.1733731	818__A0A0P0F7K1__ERS852461_02719
ERR1913199.1733790__1.1733790	47678__R5U7M7__CGC64_14730
ERR1913199.1733930__1.1733930	630129__A0A087B2G3__BBKW_1870
ERR1913199.1734145__1.1734145	357276__A0A0K2HDV9__DXD47_02600
ERR1913199.1734173__1.1734173	216816__A0A3D8U3T8__DXD41_09580
ERR1913199.1734225__1.1734225	47678__R5UMC3__CGC64_08380
ERR1913199.1734407__1.1734407	216816__D6DC09__BLIC_a02334
ERR1913199.1734411__1.1734411	821__D4VC51__M099_1508
ERR1913199.1734534__1.1734534	39491__A0A396FMT0__EUBREC_3020
ERR1913199.1734733__1.1734733	1680__R5GKP2__DXD60_06200
ERR1913199.1734799__1.1734799	823__A0A355XKQ8__DHP27_04010
ERR1913199.1734769__1.1734769	216816__A0A1S2VTC3__BLIC_e00847
ERR1913199.1734779__1.1734779	820__A0A174DZ97__SAMN05444418_101240
ERR1913199.1734783__1.1734783	410072__C0BBL2__DXD67_02635
ERR1913199.1734894__1.1734894	216816__A0A395XYV2__APC1468_1887
ERR1913199.1734899__1.1734899	47678__R5UA23__C5Z00_15610
ERR1913199.1735007__1.1735007	371601__C3R2J2__ERS852396_04353
ERR1913199.1735057__1.1735057	821__A6L0C7__ERS852556_03520
ERR1913199.1735074__1.1735074	818__A0A174V5M6__BT_1963
ERR1913199.1735100__1.1735100	820__A0A3E5BMG9__DXD40_05130
ERR1913199.1735149__1.1735149	357276__B6W1J2__BACDOR_03380
ERR1913199.1735156__1.1735156	821__I9R3W6__DXC16_12455
ERR1913199.1735389__1.1735389	410072__C0BF38__DXD67_15395
ERR1913199.1735483__1.1735483	820__A0A3E5E0T0__ERS852554_00312
ERR1913199.1735529__1.1735529	387090__S0F8F6__BACCOPRO_01915
ERR1913199.1735719__1.1735719	1628085__A0A1C6EZ64__C7386_10588
ERR1913199.1735787__1.1735787	301302__R5VEI6__cysA_2
ERR1913199.1736047__1.1736047	820__A7V9F9__B5G17_14640
ERR1913199.1736050__1.1736050	28118__F9Z8Y8__B5F99_07140
ERR1913199.1736065__1.1736065	310298__B3JQJ5__BACCOP_04231
ERR1913199.1736164__1.1736164	360807__C0FWL1__RIL183_24711
ERR1913199.1736172__1.1736172	216816__B3DNW2__BL171B_07980
ERR1913199.1736143__1.1736143	820__A0A139K9Q2__DXD40_08795
ERR1913199.1736267__1.1736267	360807__C0FPV5__ERS852444_03160
ERR1913199.1736284__1.1736284	821__A6L0C7__ERS852556_03520
ERR1913199.1736293__1.1736293	556259__I0PXW0__BSGG_5187
ERR1913199.1736419__1.1736419	818__A0A0P0FLV3__ERS852430_01650
ERR1913199.1736511__1.1736511	47678__R5UBT0__CGC64_12195
ERR1913199.1736665__1.1736665	166486__D4KY48__gmr_5
ERR1913199.1736696__1.1736696	371601__C3R2J2__ERS852396_04353
ERR1913199.1736775__1.1736775	853__A0A174C5M1__CGS58_04460
ERR1913199.1736865__1.1736865	47678__R5UUB1__DXB67_02860
ERR1913199.1736869__1.1736869	47678__R5UST1__ERS852558_03505
ERR1913199.1736897__1.1736897	357276__C3RDQ5__HMPREF1065_03827
ERR1913199.1736916__1.1736916	821__A0A396F598__CUU_3259
ERR1913199.1736953__1.1736953	46503__A0A3E4ZLE8__DXB61_09555
ERR1913199.1737022__1.1737022	821__R9HFW2__DXD01_00365
ERR1913199.1737126__1.1737126	357276__I9QBT7__BSEG_03340
ERR1913199.1737176__1.1737176	821__A0A3E4XY72__NCTC10583_01067
ERR1913199.1737262__1.1737262	1262743__R5C054__BN727_01980
ERR1913199.1737317__1.1737317	1262756__R5X2X6__BN568_00841
ERR1913199.1737381__1.1737381	357276__I9R4T1__IY41_06800
ERR1913199.1737504__1.1737504	166486__C7GE31__ganB_3
ERR1913199.1737565__1.1737565	216816__B7GN29__BL72_08765
ERR1913199.1737728__1.1737728	384638__B7AVU0__BACPEC_02840
ERR1913199.1737739__1.1737739	33039__D4M149__ERS852390_03118
ERR1913199.1737868__1.1737868	47678__R5U8P0__DW706_15950
ERR1913199.1737945__1.1737945	418240__A0A173XT66__ERS852478_00742
ERR1913199.1738012__1.1738012	47678__R5UAF6__ERS852494_02966
ERR1913199.1738072__1.1738072	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913199.1738117__1.1738117	823__A0A173W404__DHP27_04905
ERR1913199.1738199__1.1738199	1263107__GCA_000436995.1_00097
ERR1913199.1738230__1.1738230	410072__A0A174E1G6__phoR_6
ERR1913199.1738204__1.1738204	823__A6LFW2__M095_1860
ERR1913199.1738273__1.1738273	166486__D4KZ14__inlA_1
ERR1913199.1738424__1.1738424	301302__R5UUM8__ganB_1
ERR1913199.1738521__1.1738521	821__A0A3E4XY72__NCTC10583_01067
ERR1913199.1738524__1.1738524	218538__C9LPF0__GCWU000321_01429
ERR1913199.1738701__1.1738701	820__A0A3E4GA19__SAMN05444418_10562
ERR1913199.1738719__1.1738719	820__A0A174DZ97__SAMN05444418_101240
ERR1913199.1738798__1.1738798	821__A0A174T998__DXB82_10860
ERR1913199.1738866__1.1738866	823__A0A395YRE1__DXC05_20005
ERR1913199.1738895__1.1738895	47678__A5ZHJ2__DXB67_12405
ERR1913199.1738966__1.1738966	853__A0A2A7ATM9__DWZ89_13645
ERR1913199.1738974__1.1738974	410072__A0A3E4GP91__COPCOM_03835
ERR1913199.1738992__1.1738992	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913199.1739153__1.1739153	820__A0A139KJ23__celCCA
ERR1913199.1739225__1.1739225	301302__A0A173UAS4__M72_15061
ERR1913199.1739272__1.1739272	821__A0A397WGD6__M098_0084
ERR1913199.1739429__1.1739429	487174__K0XDI7__DIT83_12065
ERR1913199.1739487__1.1739487	47678__R5UES3__CGC64_00760
ERR1913199.1739456__1.1739456	823__D7IUM6__M091_1082
ERR1913199.1739517__1.1739517	216816__A0A1S2VTC3__BLIC_e00847
ERR1913199.1739622__1.1739622	74426__rpoC
ERR1913199.1739933__1.1739933	823__A0A355XF06__B5F32_11480
ERR1913199.1740036__1.1740036	1628085__A0A2U1BHS7__C7386_101494
ERR1913199.1739989__1.1739989	853__R6QDR1__C4N27_08170
ERR1913199.1740049__1.1740049	47678__R5UZM4__DW706_15680
ERR1913199.1740071__1.1740071	821__A0A3E4HP25__SAMN04487923_102450
ERR1913199.1740139__1.1740139	39488__A0A285PQX3__folK
ERR1913199.1740158__1.1740158	1680__A0A174BH90__B0487_1759
ERR1913199.1740218__1.1740218	1735__B7CEC3__EUBIFOR_02567
ERR1913199.1740362__1.1740362	46503__R6Y9P8__evgS_3
ERR1913199.1740431__1.1740431	329854__R5M3H0__DXD57_06945
ERR1913199.1740517__1.1740517	46503__R6WUV4__DD461_04535
ERR1913199.1740583__1.1740583	1628085__A0A1C6BMM1__C7386_11221
ERR1913199.1740584__1.1740584	820__A7V470__HMPREF1072_02076
ERR1913199.1740855__1.1740855	487174__K0WT60__DDY40_05170
ERR1913199.1741294__1.1741294	216816__A0A396FVC5__BL71B_00290
ERR1913199.1741371__1.1741371	357276__C3R9Y0__HMPREF1064_01889
ERR1913199.1741404__1.1741404	357276__A0A076ISJ4__B5F95_19420
ERR1913199.1741422__1.1741422	357276__A0A076IN21__BSEG_03078
ERR1913199.1741462__1.1741462	853__A0A173YYY4__DWZ04_09420
ERR1913199.1741515__1.1741515	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.1741558__1.1741558	357276__B6VT86__IY41_22515
ERR1913199.1741564__1.1741564	166486__D4KXJ6__ERS852572_00336
ERR1913199.1741770__1.1741770	357276__A0A174L570__GV66_05720
ERR1913199.1742023__1.1742023	821__A0A173WG51__BVU_2549
ERR1913199.1742079__1.1742079	821__A0A397WGD6__M098_0084
ERR1913199.1742202__1.1742202	820__A0A396EXA7__DXB37_15530
ERR1913199.1742222__1.1742222	166486__D4KZI1__ERS852572_00422
ERR1913199.1742308__1.1742308	823__A0A355XKR1__DHP27_04035
ERR1913199.1742369__1.1742369	818__A0A0P0EV21__NCTC13706_01181
ERR1913199.1742445__1.1742445	310298__B3JQJ5__BACCOP_04231
ERR1913199.1742499__1.1742499	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913199.1742561__1.1742561	357276__A0A0K2HDP3__IY41_00705
ERR1913199.1742615__1.1742615	853__A0A174C5M1__CGS58_04460
ERR1913199.1742683__1.1742683	823__K6APS3__DDY96_02400
ERR1913199.1742733__1.1742733	74426__group_4823
ERR1913199.1743101__1.1743101	552398__F4XCQ4__HMPREF0866_01621
ERR1913199.1743149__1.1743149	301302__R5V7G4__ywtF
ERR1913199.1743265__1.1743265	820__A0A139KHD8__ERS417307_00569
ERR1913199.1743428__1.1743428	357276__I9QBT4__GV66_09000
ERR1913199.1743512__1.1743512	47678__R5UAF6__ERS852494_02966
ERR1913199.1743591__1.1743591	301302__A0A173UN64__manA_2
ERR1913199.1743666__1.1743666	821__A0A174NM17__lacZ_6
ERR1913199.1743803__1.1743803	1735__B7CEC3__EUBIFOR_02567
ERR1913199.1743884__1.1743884	166486__D4KX83__ERS852572_01103
ERR1913199.1743870__1.1743870	1680__A0A087DHN0__AL0462_1532
ERR1913199.1743871__1.1743871	39491__A0A395UYA6__EUBREC_0408
ERR1913199.1743994__1.1743994	410072__A0A173WD04__penA_2
ERR1913199.1744014__1.1744014	1235835__R9LCU2__C814_02677
ERR1913199.1744049__1.1744049	166486__D4KVA1__ROSINTL182_06909
ERR1913199.1744155__1.1744155	371601__D6D1F8__BN891_3980
ERR1913199.1744118__1.1744118	360807__A0A0M6WN30__RIL183_03801
ERR1913199.1744186__1.1744186	166486__D4KXJ6__ERS852572_00336
ERR1913199.1744202__1.1744202	33039__A0A174YA68__ribU
ERR1913199.1744537__1.1744537	33039__D4M0U9__mucD
ERR1913199.1744544__1.1744544	39486__B0G9H3__DXD18_11315
ERR1913199.1744637__1.1744637	853__A0A174C5M1__CGS58_04460
ERR1913199.1744765__1.1744765	821__A0A396F9T7__M097_3427
ERR1913199.1744864__1.1744864	821__A6L0C7__ERS852556_03520
ERR1913199.1744866__1.1744866	823__C7XA51__BDI_0499
ERR1913199.1744932__1.1744932	47678__R5U325__HMPREF1061_03209
ERR1913199.1745023__1.1745023	1150298__R7JTG8__smf
ERR1913199.1745112__1.1745112	46503__R6X3F9__DCY29_09585
ERR1913199.1745115__1.1745115	853__A0A174UDE9__C4N25_12775
ERR1913199.1745146__1.1745146	1680__A0A0C2YPV2__AL0462_1474
ERR1913199.1745182__1.1745182	418240__C6JFJ7__ERS852523_01165
ERR1913199.1745240__1.1745240	821__A0A3E4HP25__SAMN04487923_102450
ERR1913199.1745318__1.1745318	166486__C7GCP5__ROSINTL182_07683
ERR1913199.1745384__1.1745384	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913199.1745557__1.1745557	166486__D4KX18__ROSINTL182_07596
ERR1913199.1745532__1.1745532	357276__A0A174L570__GV66_05720
ERR1913199.1745600__1.1745600	418240__C6JEJ0__ERS852478_00752
ERR1913199.1745614__1.1745614	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.1745871__1.1745871	28026__C0BV24__DXC75_08705
ERR1913199.1745972__1.1745972	357276__A0A076J8M3__ABI39_13695
ERR1913199.1745991__1.1745991	329854__A0A3E4KPG4__DXD27_21195
ERR1913199.1746105__1.1746105	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913199.1746108__1.1746108	166486__D4KUC8__ERS852572_00958
ERR1913199.1746127__1.1746127	357276__I9QBT7__BSEG_03340
ERR1913199.1746282__1.1746282	357276__B6W1Y1__BSEG_03960
ERR1913199.1746302__1.1746302	47678__R5U9Z6__HMPREF1061_03205
ERR1913199.1746309__1.1746309	39488__A0A374NVK2__DXD91_03585
ERR1913199.1746266__1.1746266	360807__A0A0M6X184__ERS852392_03203
ERR1913199.1746436__1.1746436	821__A0A173XDD3__DXB82_17180
ERR1913199.1746498__1.1746498	357276__C3R5A0__B5F00_02960
ERR1913199.1746540__1.1746540	39491__A0A395UZZ5__htpG_1
ERR1913199.1746638__1.1746638	357276__A0A076IN21__BSEG_03078
ERR1913199.1746689__1.1746689	1262743__R5C054__BN727_01980
ERR1913199.1746707__1.1746707	1735__B7C9Q5__EUBIFOR_00915
ERR1913199.1746711__1.1746711	821__A0A0P0LFP6__C5Z04_13890
ERR1913199.1746923__1.1746923	147206__GCF_000156215.1_01776
ERR1913199.1747027__1.1747027	357276__A0A076ITU4__EL88_22160
ERR1913199.1747024__1.1747024	39488__A0A174BS94__DXD91_16570
ERR1913199.1747160__1.1747160	39491__A0A396FM36__DXB99_00820
ERR1913199.1747168__1.1747168	166486__D4KPQ7__ROSINTL182_09065
ERR1913199.1747194__1.1747194	1150298__A0A174DQP3__rpe_2
ERR1913199.1747410__1.1747410	46503__A7A9R2__ERS852463_01218
ERR1913199.1747578__1.1747578	853__A0A173TAZ8__DWZ46_14590
ERR1913199.1747627__1.1747627	329854__B3C9R7__DXD57_13140
ERR1913199.1747644__1.1747644	820__A0A3E4IBC1__M094_0628
ERR1913199.1747593__1.1747593	47678__A5ZEA3__ERS852558_00257
ERR1913199.1747670__1.1747670	820__A0A174VD39__DXD90_12235
ERR1913199.1747774__1.1747774	1235793__R9KSF0__C809_01679
ERR1913199.1747777__1.1747777	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913199.1747779__1.1747779	328813__A0A1Y3R1R9__B5G41_09475
ERR1913199.1747873__1.1747873	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.1748057__1.1748057	33039__D4M6V6__yjjG
ERR1913199.1748062__1.1748062	28116__A7LS06__HMPREF2532_04668
ERR1913199.1748151__1.1748151	216816__A0A2N0SME6__BLIF_1881
ERR1913199.1748225__1.1748225	1862668__GCA_001945525.1_00021
ERR1913199.1748367__1.1748367	410072__C0B8M3__ERS852574_02182
ERR1913199.1748433__1.1748433	357276__A0A076IRZ5__BACDOR_00630
ERR1913199.1748515__1.1748515	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.1748596__1.1748596	357276__A0A076IYG1__B5F95_22465
ERR1913199.1748664__1.1748664	47678__R5U2F6__HMPREF1061_00767
ERR1913199.1748725__1.1748725	47678__R5UAF6__ERS852494_02966
ERR1913199.1748895__1.1748895	821__A0A174JYD3__ERS852457_02610
ERR1913199.1748911__1.1748911	46503__R6X5E7__PARMER_00245
ERR1913199.1748979__1.1748979	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913199.1749029__1.1749029	360807__C0FPW0__ROSEINA2194_00763
ERR1913199.1749042__1.1749042	216816__C2GSX7__DD678_03555
ERR1913199.1749105__1.1749105	487174__K0WYC5__HMPREF9448_01493
ERR1913199.1749108__1.1749108	28116__A0A078Q626__HMPREF1070_02735
ERR1913199.1749198__1.1749198	301302__A0A0M6WSS7__ERS852420_02367
ERR1913199.1749200__1.1749200	47678__R5U2H9__DXB67_10685
ERR1913199.1749322__1.1749322	820__A0A3E4WCX3__C801_02709
