ERR1913196.134__1.134	301302__R5UIY5__M72_17461
ERR1913196.736256__1.736256	820__A0A374Q854__HMPREF1073_03281
ERR1913196.736257__1.736257	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913196.736286__1.736286	2293125__A0A374BSV3__DW917_13360
ERR1913196.736560__1.736560	1284775__A0A096A9F7__HMPREF1640_07000
ERR1913196.736570__1.736570	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913196.736894__1.736894	626940__E8LCM5__BHW43_00395
ERR1913196.737077__1.737077	1262929__R6F9R1__BN691_00465
ERR1913196.737101__1.737101	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913196.737108__1.737108	100886__E2NNK0__ERS852383_03515
ERR1913196.737238__1.737238	165179__A0A3E5DN34__DXC61_07865
ERR1913196.737454__1.737454	165179__A0A174IYW3__DXC61_01235
ERR1913196.737506__1.737506	1680__A0A174BEE7__BSTER_1311
ERR1913196.737534__1.737534	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.737689__1.737689	301302__A0A173S436__M72_16191
ERR1913196.737755__1.737755	165179__D1PER3__DXB80_11525
ERR1913196.737761__1.737761	1628085__A0A3E2XST6__C7386_11832
ERR1913196.737856__1.737856	301302__R5VEI6__cysA_2
ERR1913196.737888__1.737888	1318__I1ZPN1__NCTC12854_02060
ERR1913196.737896__1.737896	301302__R5V6L8__M72_16121
ERR1913196.737949__1.737949	165179__D1PES9__DXB80_11585
ERR1913196.738023__1.738023	301302__A0A0M6W9I4__M72_19871
ERR1913196.738236__1.738236	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913196.738627__1.738627	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913196.738918__1.738918	853__A0A173XRA8__CGS56_09290
ERR1913196.739195__1.739195	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.739226__1.739226	301302__A0A173UN64__manA_2
ERR1913196.739240__1.739240	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913196.739338__1.739338	165179__D1PDT3__PREVCOP_05375
ERR1913196.739523__1.739523	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913196.739606__1.739606	165179__A0A3E5EA43__DXC61_07775
ERR1913196.739587__1.739587	301302__A0A0M6W9I4__M72_19871
ERR1913196.739742__1.739742	1535__A7VNS4__CLOLEP_00200
ERR1913196.739974__1.739974	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913196.740032__1.740032	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.740101__1.740101	1686__A0A3E5ASR6__BBCT_1544
ERR1913196.740681__1.740681	823__D0TCC2__HMPREF1075_01590
ERR1913196.740817__1.740817	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913196.740911__1.740911	1262882__R5MHQ8__BN519_00707
ERR1913196.741116__1.741116	33043__A0A173WWJ5__ERS852386_00339
ERR1913196.741212__1.741212	165179__D1PCT4__DXB80_09470
ERR1913196.741192__1.741192	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913196.741297__1.741297	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.741416__1.741416	363265__R6FPM1__HMPREF0673_01826
ERR1913196.741456__1.741456	363265__G6AZB1__HMPREF0673_01975
ERR1913196.741500__1.741500	301302__R5UK77__M72_08681
ERR1913196.741681__1.741681	165179__A0A3E5AER8__DXB80_07075
ERR1913196.741700__1.741700	418240__A0A174R660__rluD_1
ERR1913196.741873__1.741873	165179__A0A3E5E4P9__DXB80_07930
ERR1913196.742007__1.742007	1262924__R7HPG6__BN585_00099
ERR1913196.741959__1.741959	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.742030__1.742030	649756__L1PTR0__ERS852425_01325
ERR1913196.742487__1.742487	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.742607__1.742607	165179__A0A3E5EAT2__DXC61_07585
ERR1913196.742702__1.742702	360807__A0A396AF38__RIL183_00781
ERR1913196.742732__1.742732	100886__E2NQY0__CATMIT_00983
ERR1913196.742793__1.742793	165179__D1PGJ6__DXC61_07300
ERR1913196.742863__1.742863	2024223__A0A255TFB9__CIL02_01190
ERR1913196.743272__1.743272	165179__D1PE06__DXC61_05975
ERR1913196.743284__1.743284	74426__nifJ
ERR1913196.743509__1.743509	165179__D1P9T6__PREVCOP_04016
ERR1913196.743586__1.743586	165179__A0A174SA26__PREVCOP_05758
ERR1913196.743762__1.743762	2049043__A0A316N1A7__cls
ERR1913196.743864__1.743864	165179__A0A174IPI3__CFT61_10940
ERR1913196.744054__1.744054	165179__A0A3E5AHY4__CFT61_07675
ERR1913196.744233__1.744233	39491__A0A395UXH0__EUBREC_0021
ERR1913196.744363__1.744363	1262882__R5MLP5__BN519_01602
ERR1913196.744435__1.744435	418240__C6JGL2__ERS852523_00030
ERR1913196.744583__1.744583	1262911__R6HMT5__BN557_00797
ERR1913196.744572__1.744572	39491__A0A395V5L2__ERE_28270
ERR1913196.744862__1.744862	165179__D1PAJ7__PREVCOP_04222
ERR1913196.745035__1.745035	301302__R5UQK8__M72_11501
ERR1913196.745127__1.745127	165179__A0A174UTZ7__DXC61_06705
ERR1913196.745307__1.745307	40518__R5DUU0__DXD93_03985
ERR1913196.745840__1.745840	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913196.745888__1.745888	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913196.745923__1.745923	68891__A0A0F2DY13__dnaK
ERR1913196.745998__1.745998	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.746058__1.746058	165179__D1PAJ7__PREVCOP_04222
ERR1913196.746199__1.746199	901__B6WVR2__DESPIGER_2124
ERR1913196.746385__1.746385	853__A0A2A7B1Y7__C7K05_11930
ERR1913196.746397__1.746397	2024222__A0A255T0W2__CIK99_03190
ERR1913196.746491__1.746491	165179__D1PEQ5__PREVCOP_05711
ERR1913196.746651__1.746651	165179__D1PEW8__DXB80_13775
ERR1913196.746903__1.746903	39491__A0A396FRK0__ERS852417_00541
ERR1913196.747001__1.747001	165179__D1PE06__DXC61_05975
ERR1913196.747329__1.747329	165179__A0A174IPI3__CFT61_10940
ERR1913196.747446__1.747446	301302__A0A173TWC1__phoR_7
ERR1913196.747394__1.747394	33043__A0A173YEP6__ERS852575_00888
ERR1913196.747664__1.747664	363265__R7H371__HMPREF0673_02761
ERR1913196.747730__1.747730	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.747695__1.747695	301302__R5VCU3__cbiK_2
ERR1913196.747803__1.747803	165179__A0A3E5EA43__DXC61_07775
ERR1913196.748129__1.748129	165179__D1PCL6__DXB80_13435
ERR1913196.748138__1.748138	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913196.748259__1.748259	387090__S0F5W0__BACCOPRO_01138
ERR1913196.748410__1.748410	28116__A0A078Q626__HMPREF1070_02735
ERR1913196.748516__1.748516	384638__B7APR1__BACPEC_00667
ERR1913196.748520__1.748520	301302__A0A173SCU7__M72_12871
ERR1913196.748528__1.748528	1262882__R5N5S3__BN519_00085
ERR1913196.748646__1.748646	1284775__A0A096A9I3__HMPREF1640_07195
ERR1913196.748687__1.748687	301302__A0A173S3L8__vpr
ERR1913196.749113__1.749113	1262882__R5N5S3__BN519_00085
ERR1913196.749358__1.749358	649756__B0P1Y8__ERS852571_00196
ERR1913196.749425__1.749425	301302__R5VBR7__phoR_11
ERR1913196.749509__1.749509	28052__A0A174GK20__ERS852451_00454
ERR1913196.749532__1.749532	1581061__A0A1F1LLX2__HMPREF3093_06575
ERR1913196.749682__1.749682	301302__R5UQK8__M72_11501
ERR1913196.749686__1.749686	292800__A0A174RE33__HMPREF0372_03363
ERR1913196.749726__1.749726	165179__D1PES9__DXB80_11585
ERR1913196.749752__1.749752	39491__A0A396FMT0__EUBREC_3020
ERR1913196.749874__1.749874	1262929__R6F558__BN691_01421
ERR1913196.749977__1.749977	552398__T5S086__HMPREF0866_01580
ERR1913196.750026__1.750026	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913196.750192__1.750192	33043__A0A174AEP1__apr
ERR1913196.750334__1.750334	418240__A0A173XAN5__ERS852523_02751
ERR1913196.750394__1.750394	216816__C5E9C3__CJO32_03030
ERR1913196.750846__1.750846	33043__A0A174B7D6__ERS852400_01331
ERR1913196.750980__1.750980	1262930__R5ZWP2__BN693_01542
ERR1913196.751061__1.751061	360807__C0FU45__ERS852392_01591
ERR1913196.751228__1.751228	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.751303__1.751303	2293125__A0A374CHN9__DW917_02240
ERR1913196.751421__1.751421	33039__A0A174Z8F8__ERS852530_05419
ERR1913196.751562__1.751562	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913196.751582__1.751582	301302__R5VCU3__cbiK_2
ERR1913196.751584__1.751584	1262882__R5N3H1__BN519_01121
ERR1913196.751614__1.751614	33043__A0A174BPN9__kfoC_2
ERR1913196.751705__1.751705	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913196.751709__1.751709	33043__D5HEY0__ERS852386_01426
ERR1913196.751840__1.751840	39486__R6SRP8__DXD84_13920
ERR1913196.751884__1.751884	301302__R5UNC5__M72_02681
ERR1913196.752035__1.752035	165179__A0A3E5DN34__DXC61_07865
ERR1913196.752272__1.752272	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.752354__1.752354	853__A0A2A7B9I6__DW855_13690
ERR1913196.752347__1.752347	301302__R5UUM8__ganB_1
ERR1913196.752520__1.752520	33039__D4M379__selB
ERR1913196.752615__1.752615	165179__A0A3E5A832__DXC61_13685
ERR1913196.752668__1.752668	552398__F4XCR9__HMPREF0866_01636
ERR1913196.752817__1.752817	1262882__R5N532__BN519_01420
ERR1913196.752838__1.752838	165179__A0A229I2W6__PREVCOP_04332
ERR1913196.753080__1.753080	40518__R5DU52__RB5AMG_02245
ERR1913196.753318__1.753318	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913196.753640__1.753640	301301__A0A395VBK1__RHOM_05255
ERR1913196.753645__1.753645	33043__A0A174B5C6__acm_3
ERR1913196.753688__1.753688	165179__A0A229I1J2__DXB80_03950
ERR1913196.753805__1.753805	239935__A0A2N8HUU6__CXT90_06150
ERR1913196.753887__1.753887	33043__A0A3A6J8T3__yvhJ
ERR1913196.753993__1.753993	33043__D5HIK4__ERS852400_01112
ERR1913196.754000__1.754000	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913196.754075__1.754075	165179__A0A174W369__PREVCOP_04548
ERR1913196.754078__1.754078	100886__A0A174IZK3__CATMIT_02888
ERR1913196.754317__1.754317	165179__R6B8D8__DXC61_09245
ERR1913196.754289__1.754289	823__D0TAX5__HMPREF1075_01064
ERR1913196.754382__1.754382	165179__A0A3E5E2C8__folA
ERR1913196.754593__1.754593	853__A0A3E2V168__FAEPRAM212_00929
ERR1913196.754700__1.754700	165179__D1PDJ4__DXB80_08505
ERR1913196.754797__1.754797	100886__A0A174K0P2__cysA_2
ERR1913196.754821__1.754821	301302__R5UK77__M72_08681
ERR1913196.754840__1.754840	301302__R5VC75__ERS852420_02858
ERR1913196.754892__1.754892	165179__A0A174SA26__PREVCOP_05758
ERR1913196.755001__1.755001	2293125__A0A374BMK9__DW917_16190
ERR1913196.755138__1.755138	901__B6WTT7__DESPIG_01494
ERR1913196.755153__1.755153	1262882__R5MHZ2__BN519_00742
ERR1913196.755199__1.755199	626940__E8LER6__HMPREF9443_01350
ERR1913196.755281__1.755281	2293125__A0A374BSW4__DW917_13420
ERR1913196.755461__1.755461	1262929__R6ETU6__BN691_00984
ERR1913196.755580__1.755580	165179__A0A3E5DX15__DXC61_00345
ERR1913196.756056__1.756056	853__A0A173YYY4__DWZ04_09420
ERR1913196.756471__1.756471	166486__D4L0J8__ROSINTL182_08089
ERR1913196.756498__1.756498	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.756540__1.756540	100886__E2NSF9__rpoB
ERR1913196.756790__1.756790	165179__A0A3E5A832__DXC61_13685
ERR1913196.757002__1.757002	40518__R5E2F3__artQ
ERR1913196.757162__1.757162	165179__A0A3E5A554__DXB80_13805
ERR1913196.757214__1.757214	301302__R5UHX5__M72_14301
ERR1913196.757720__1.757720	28118__F9ZAB2__SAMEA44545918_01079
ERR1913196.757876__1.757876	33043__A0A174GGF8__dcuS_1
ERR1913196.758042__1.758042	40518__R5DQL2__RBATCC27255_00937
ERR1913196.758116__1.758116	328814__GCA_004558275.1_01006
ERR1913196.758194__1.758194	328814__GCA_004558275.1_00993
ERR1913196.758229__1.758229	1262924__R7HRJ9__BN585_00557
ERR1913196.758314__1.758314	301302__R5UTG6__M72_25801
ERR1913196.758547__1.758547	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.758745__1.758745	28117__B0MYA9__BHV66_07790
ERR1913196.759367__1.759367	39488__A0A374NTX6__DXD91_03400
ERR1913196.759714__1.759714	165179__A0A3E5AE59__DXC61_12885
ERR1913196.759680__1.759680	1262882__R5MPL0__BN519_01038
ERR1913196.759708__1.759708	165179__A0A3E5AGH1__DXB80_05820
ERR1913196.759873__1.759873	165179__D1PES9__DXB80_11585
ERR1913196.760033__1.760033	165179__D1PES9__DXB80_11585
ERR1913196.760084__1.760084	100886__E2NQ59__ERS852383_05954
ERR1913196.760196__1.760196	301302__A0A0M6WRT7__ERS852420_02104
ERR1913196.760375__1.760375	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913196.760576__1.760576	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913196.760759__1.760759	33043__A0A174AEP1__apr
ERR1913196.760912__1.760912	360807__A0A0M6WAX8__ROSEINA2194_01360
ERR1913196.761037__1.761037	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913196.761181__1.761181	165179__A0A3E5A554__DXB80_13805
ERR1913196.761205__1.761205	165179__A0A229I740__DXC61_10430
ERR1913196.761325__1.761325	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.761441__1.761441	626940__E8LF01__HMPREF9443_01436
ERR1913196.761674__1.761674	165179__D1PAJ7__PREVCOP_04222
ERR1913196.761863__1.761863	301302__A0A173T8V6__ERS852420_01966
ERR1913196.761980__1.761980	40518__R5DS23__DXD86_01715
ERR1913196.762030__1.762030	301302__R5UNC5__M72_02681
ERR1913196.762069__1.762069	1262929__R6EV27__BN691_00137
ERR1913196.762124__1.762124	28116__A0A1Y4PWN5__M088_3731
ERR1913196.762298__1.762298	301302__A0A0M6WH46__M72_23101
ERR1913196.762328__1.762328	1262882__R5N1M9__BN519_00768
ERR1913196.762329__1.762329	33043__D5HEE1__ERS852386_01671
ERR1913196.762546__1.762546	301302__A0A173RZU9__M72_23561
ERR1913196.762618__1.762618	100886__A0A174JLG1__ybbH_2
ERR1913196.762695__1.762695	1262882__R5MKU7__BN519_01276
ERR1913196.762821__1.762821	100886__A0A174JPG5__CATMIT_00078
ERR1913196.762861__1.762861	2293125__A0A374BSW4__DW917_13420
ERR1913196.762915__1.762915	301302__A0A173TYC8__M72_00761
ERR1913196.762960__1.762960	2293125__A0A374BSW4__DW917_13420
ERR1913196.763088__1.763088	165179__D1P9T6__PREVCOP_04016
ERR1913196.763109__1.763109	301302__A0A0M6W9I4__M72_19871
ERR1913196.763193__1.763193	2024222__A0A255T0W2__CIK99_03190
ERR1913196.763216__1.763216	100886__E2NNS1__ywpJ_5
ERR1913196.763313__1.763313	301302__R5V7D6__tagA
ERR1913196.764199__1.764199	363265__R6F736__HMPREF0673_01307
ERR1913196.764418__1.764418	1262929__R6ETI0__BN691_00865
ERR1913196.764471__1.764471	165179__A0A174IHQ2__PREVCOP_05478
ERR1913196.764486__1.764486	1150298__R7JTW4__yvhJ
ERR1913196.764886__1.764886	28117__B0MXW9__ALIPUT_01981
ERR1913196.765127__1.765127	2133944__A0A328PYR1__C7Y71_03760
ERR1913196.765159__1.765159	165179__A0A174UTZ7__DXC61_06705
ERR1913196.765508__1.765508	1284775__A0A095Y653__HMPREF1640_07170
ERR1913196.765679__1.765679	165179__D1PGU8__PREVCOP_06463
ERR1913196.765841__1.765841	165179__A0A3E5E920__DXB80_11625
ERR1913196.765972__1.765972	39488__C0EXY6__ltaS1_2
ERR1913196.766012__1.766012	33043__D5HDZ9__ERS852386_00394
ERR1913196.765995__1.765995	301302__R5UJW6__ERS852420_01698
ERR1913196.766122__1.766122	301302__A0A173R048__M72_22311
ERR1913196.766300__1.766300	1318__I1ZNF4__CYK20_03530
ERR1913196.766405__1.766405	165179__D1PE06__DXC61_05975
ERR1913196.766525__1.766525	165179__D1P8K1__DXB80_06045
ERR1913196.766647__1.766647	165179__A0A3E4SID1__DXB80_01945
ERR1913196.766680__1.766680	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913196.766797__1.766797	39485__A0A174Z551__glnL
ERR1913196.766886__1.766886	165179__D1PGU8__PREVCOP_06463
ERR1913196.766900__1.766900	165179__A0A3E5EB26__CFT61_02800
ERR1913196.767104__1.767104	1262882__R5N1V0__BN519_00816
ERR1913196.767373__1.767373	301302__R5VCU3__cbiK_2
ERR1913196.767609__1.767609	106588__A6NUL8__BACCAP_01900
ERR1913196.767585__1.767585	901__A0A1K1LG50__DESPIG_01817
ERR1913196.767708__1.767708	33043__D5HDB6__sipT_2
ERR1913196.767944__1.767944	165179__R6CNX7__DXB80_02200
ERR1913196.767984__1.767984	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.768129__1.768129	328814__GCA_004558275.1_00035
ERR1913196.768142__1.768142	363265__G6AUM0__HMPREF0673_00305
ERR1913196.768232__1.768232	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913196.768197__1.768197	418240__C6J8M5__yiaD
ERR1913196.768262__1.768262	1262882__R5MPL0__BN519_01038
ERR1913196.768349__1.768349	301302__A0A0M6WBZ5__spr
ERR1913196.768875__1.768875	1262882__R5MYP8__BN519_00439
ERR1913196.768936__1.768936	820__A0A174Q0F0__DXB48_08080
ERR1913196.769140__1.769140	39491__A0A395V0X2__EUBREC_3007
ERR1913196.769273__1.769273	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.769453__1.769453	239935__A0A2N8IMD6__CXU03_05585
ERR1913196.769477__1.769477	291644__R5J8I9__ERS852428_03546
ERR1913196.769755__1.769755	43675__D2NTB7__recO
ERR1913196.770118__1.770118	100886__A0A174HWV3__CATMIT_01864
ERR1913196.770219__1.770219	301302__R5UKF2__M72_19701
ERR1913196.770327__1.770327	39491__A0A396FBR6__DXC13_08575
ERR1913196.770356__1.770356	1262882__R5MH81__BN519_00748
ERR1913196.770604__1.770604	165179__A0A3E5EB26__CFT61_02800
ERR1913196.770846__1.770846	1759399__A0A127TTZ1__ATM98_06460
ERR1913196.770939__1.770939	165179__D1PCY7__DXB80_02765
ERR1913196.771002__1.771002	1262930__R5ZWP2__BN693_01542
ERR1913196.771051__1.771051	418240__A0A174M9G4__ERS852523_01208
ERR1913196.771116__1.771116	508460__GCF_000585335.1_00218
ERR1913196.771318__1.771318	418240__A0A174C8P8__ERS852478_01803
ERR1913196.771466__1.771466	165179__D1PES9__DXB80_11585
ERR1913196.771474__1.771474	28118__F9ZB36__B5F99_17235
ERR1913196.771499__1.771499	39491__A0A395ZG74__licR
ERR1913196.771611__1.771611	410072__C0B801__mucD
ERR1913196.771947__1.771947	165179__R6CNX7__DXB80_02200
ERR1913196.772139__1.772139	1262929__R6FV28__BN691_00620
ERR1913196.772145__1.772145	1262882__R5N5J6__BN519_01504
ERR1913196.772174__1.772174	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913196.772332__1.772332	1263005__R6ES59__BN497_00143
ERR1913196.772342__1.772342	214851__D1PSM4__SUBVAR_07407
ERR1913196.772379__1.772379	39488__A0A173SMQ7__EUBHAL_00819
ERR1913196.772390__1.772390	626940__E8LCX3__HMPREF9443_00696
ERR1913196.772399__1.772399	165179__D1PEQ5__PREVCOP_05711
ERR1913196.772484__1.772484	1262882__R5MND9__BN519_00831
ERR1913196.772594__1.772594	165179__D1PCU4__PREVCOP_05029
ERR1913196.772770__1.772770	1262924__R7HPZ6__BN585_00681
ERR1913196.772782__1.772782	28117__B0MWZ9__ALIPUT_01735
ERR1913196.772820__1.772820	165179__A0A3E4SID1__DXB80_01945
ERR1913196.772880__1.772880	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913196.772985__1.772985	823__D7IV95__DXC05_09565
ERR1913196.773007__1.773007	165179__A0A3E5AAM8__DXB80_10240
ERR1913196.773015__1.773015	1262929__R6F4H4__BN691_01187
ERR1913196.773077__1.773077	1262882__R5MEN9__BN519_00201
ERR1913196.773164__1.773164	1262535__GeneID:16385027
ERR1913196.773202__1.773202	823__A0A395YRX4__ERS852513_03444
ERR1913196.773263__1.773263	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.773351__1.773351	1735__B7C904__EUBIFOR_00660
ERR1913196.773492__1.773492	165179__D1PE06__DXC61_05975
ERR1913196.773799__1.773799	165179__A0A3E5E920__DXB80_11625
ERR1913196.773821__1.773821	2022527__A0A264Y4Q4__CHL74_12585
ERR1913196.774053__1.774053	33043__D5HEE1__ERS852386_01671
ERR1913196.774334__1.774334	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.774405__1.774405	39491__C4Z9D4__DXD95_00055
ERR1913196.774638__1.774638	239935__A0A2N8IYM5__CXT84_05130
ERR1913196.774709__1.774709	1262929__R6EV27__BN691_00137
ERR1913196.774726__1.774726	1262882__R5MEK3__BN519_00296
ERR1913196.774788__1.774788	301302__R5UUM8__ganB_1
ERR1913196.774789__1.774789	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.775108__1.775108	166486__D4KX18__ROSINTL182_07596
ERR1913196.775098__1.775098	39485__R5ZVC3__ERS852490_00250
ERR1913196.775230__1.775230	301302__R5VC75__ERS852420_02858
ERR1913196.775234__1.775234	301302__R5UKP4__cbiT
ERR1913196.775629__1.775629	100886__E2NNV6__CATMIT_00217
ERR1913196.775770__1.775770	1160721__R6TGH1__BHW50_05060
ERR1913196.775864__1.775864	165179__W1I4H6__DXB80_13655
ERR1913196.775988__1.775988	1262930__R6ARC0__BN693_01458
ERR1913196.775999__1.775999	33043__D5HF53__ERS852386_02418
ERR1913196.776155__1.776155	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.776212__1.776212	33043__A0A173WPI1__ERS852400_02100
ERR1913196.776264__1.776264	363265__R7GZ37__HMPREF0673_00915
ERR1913196.776253__1.776253	301302__R5ULT1__ERS852420_02174
ERR1913196.776321__1.776321	371601__A0A139LNM6__BN891_32770
ERR1913196.776419__1.776419	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.776608__1.776608	165179__A0A3E5EA43__DXC61_07775
ERR1913196.776769__1.776769	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913196.776844__1.776844	1262924__R7HPZ6__BN585_00681
ERR1913196.776856__1.776856	165179__W1I4H6__DXB80_13655
ERR1913196.776895__1.776895	165179__D1PAJ7__PREVCOP_04222
ERR1913196.776999__1.776999	2022527__A0A264Y834__CHL74_06340
ERR1913196.777288__1.777288	1262882__R5MYX5__BN519_00333
ERR1913196.777540__1.777540	1262882__R5N1T9__BN519_00804
ERR1913196.778064__1.778064	165179__A0A174SR12__DXB80_04410
ERR1913196.778154__1.778154	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913196.778155__1.778155	165179__A0A3E5DX15__DXC61_00345
ERR1913196.778398__1.778398	1262929__R6F7V9__BN691_01817
ERR1913196.778735__1.778735	165179__D1PCT4__DXB80_09470
ERR1913196.778738__1.778738	1262929__R6F558__BN691_01421
ERR1913196.778957__1.778957	33043__A0A173WXS1__ERS852445_00262
ERR1913196.779337__1.779337	487174__K0WZU7__HMPREF9448_01154
ERR1913196.779353__1.779353	1262924__R7HT26__BN585_00306
ERR1913196.779447__1.779447	2024223__A0A255TFB9__CIL02_01190
ERR1913196.779512__1.779512	165179__R6C3K4__PREVCOP_05795
ERR1913196.779636__1.779636	39491__C4ZCH3__EUR_17560
ERR1913196.779748__1.779748	384639__GCA_003096855.1_00253
ERR1913196.779927__1.779927	1262882__R5MLA4__BN519_01536
ERR1913196.779973__1.779973	33043__D5HEE1__ERS852386_01671
ERR1913196.780071__1.780071	165179__A0A3E5AGH1__DXB80_05820
ERR1913196.780258__1.780258	165179__A0A3E5A832__DXC61_13685
ERR1913196.780336__1.780336	301302__A0A0M6WPH4__ERS852420_01173
ERR1913196.780341__1.780341	165179__D1PAJ7__PREVCOP_04222
ERR1913196.780384__1.780384	901__B6WR13__DHV46_00815
ERR1913196.780391__1.780391	1262882__R5N1N6__BN519_00968
ERR1913196.780419__1.780419	1262882__R5MZF2__BN519_00592
ERR1913196.780605__1.780605	301302__R5UJR5__M72_06371
ERR1913196.780664__1.780664	626940__R6X1L5__HMPREF9443_00059
ERR1913196.780773__1.780773	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.781071__1.781071	1262882__R5N532__BN519_01420
ERR1913196.781489__1.781489	165179__R6CNX7__DXB80_02200
ERR1913196.781560__1.781560	165179__D1PAN5__PREVCOP_04260
ERR1913196.781654__1.781654	1262882__R5N3H1__BN519_01121
ERR1913196.781642__1.781642	1284775__A0A095Y4Y3__HMPREF1640_07095
