ERR1913062.179__1.179	33039__D4M2F6__RTO_06900
ERR1913062.5593703__1.5593703	301301__G2T4K1__RHOM_14310
ERR1913062.5593806__1.5593806	2293125__A0A374BSW4__DW917_13420
ERR1913062.5593943__1.5593943	1262743__R5C054__BN727_01980
ERR1913062.5593996__1.5593996	165179__R6XLJ7__CFT61_06250
ERR1913062.5594218__1.5594218	165179__D1PHC0__PREVCOP_06640
ERR1913062.5594521__1.5594521	28117__B0MY40__BHV66_05170
ERR1913062.5594723__1.5594723	46503__B7B776__DXB85_00355
ERR1913062.5595007__1.5595007	821__A0A0P0L952__M097_4235
ERR1913062.5595332__1.5595332	2293125__A0A374CMK5__DW917_00330
ERR1913062.5595469__1.5595469	820__A0A173WZS4__DXD90_10250
ERR1913062.5595517__1.5595517	1262930__R6AHV3__BN693_00495
ERR1913062.5595632__1.5595632	357276__C3R9Y0__HMPREF1064_01889
ERR1913062.5595671__1.5595671	853__A0A173YYY4__DWZ04_09420
ERR1913062.5595674__1.5595674	310298__B3JMG0__BACCOP_03099
ERR1913062.5595820__1.5595820	820__A0A3E4RUC4__DHU98_02635
ERR1913062.5595899__1.5595899	165179__A0A3E5DN34__DXC61_07865
ERR1913062.5596010__1.5596010	357276__I9R1V6__DXD47_04125
ERR1913062.5596258__1.5596258	166486__D4KUT4__ERS852572_01421
ERR1913062.5596261__1.5596261	371601__A0A139LNL6__ERS852396_04350
ERR1913062.5596334__1.5596334	820__A7UYX8__DXD40_11635
ERR1913062.5596441__1.5596441	46506__A0A120A3P8__SAMN05444283_1172
ERR1913062.5596538__1.5596538	216816__A0A0A0UDU9__BL1246
ERR1913062.5596567__1.5596567	823__A0A3E4PAQ2__DDY96_18275
ERR1913062.5596636__1.5596636	166486__D4KVA1__ROSINTL182_06909
ERR1913062.5596721__1.5596721	165179__A0A3E5AAM8__DXB80_10240
ERR1913062.5596817__1.5596817	165179__D1PGU8__PREVCOP_06463
ERR1913062.5596870__1.5596870	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913062.5596873__1.5596873	487174__K0X177__HMPREF9448_00818
ERR1913062.5596881__1.5596881	1262948__R7EA06__BN671_01316
ERR1913062.5597057__1.5597057	310298__B3JFS5__BACCOP_00726
ERR1913062.5597117__1.5597117	165179__D1PEQ5__PREVCOP_05711
ERR1913062.5597170__1.5597170	2293125__A0A374BUM7__DW917_12980
ERR1913062.5597226__1.5597226	165179__D1PGU8__PREVCOP_06463
ERR1913062.5597296__1.5597296	487174__K0WRP3__HMPREF9448_02660
ERR1913062.5597304__1.5597304	853__A0A174C5M1__CGS58_04460
ERR1913062.5597461__1.5597461	487174__R5FN40__HMPREF9448_01366
ERR1913062.5597586__1.5597586	39488__C0EX25__DXD91_11965
ERR1913062.5597617__1.5597617	818__A0A0P0F004__SAMN02910322_02925
ERR1913062.5597694__1.5597694	2293125__A0A374BY09__DW917_11855
ERR1913062.5597736__1.5597736	818__A0A0N7I9M6__Btheta7330_00939
ERR1913062.5597764__1.5597764	853__A0A174BZY1__xerD_1
ERR1913062.5597768__1.5597768	410072__C0BES0__ERS852389_01714
ERR1913062.5597852__1.5597852	821__A0A0P0L8F8__ERS852509_03705
ERR1913062.5597826__1.5597826	165179__D1PGU8__PREVCOP_06463
ERR1913062.5598268__1.5598268	46503__R6WU62__PARMER_00182
ERR1913062.5598286__1.5598286	39488__C0F0P7__ERS852578_02651
ERR1913062.5598351__1.5598351	357276__I9QBT4__GV66_09000
ERR1913062.5598369__1.5598369	487174__K0WWT0__DIT83_10190
ERR1913062.5598415__1.5598415	357276__A0A0K2HDP3__IY41_00705
ERR1913062.5598618__1.5598618	165179__D1PGU8__PREVCOP_06463
ERR1913062.5598701__1.5598701	853__A0A173XRA8__CGS56_09290
ERR1913062.5598880__1.5598880	487174__K0WRI1__DIT83_06780
ERR1913062.5598912__1.5598912	46503__B7B776__DXB85_00355
ERR1913062.5598930__1.5598930	853__A0A329UEG4__CHR60_00585
ERR1913062.5598959__1.5598959	818__A0A3E5H650__C799_01514
ERR1913062.5599199__1.5599199	39488__A0A173ZWK0__EHLA_2903
ERR1913062.5599351__1.5599351	1262930__R6AF63__BN693_02166
ERR1913062.5599373__1.5599373	853__D4KAK8__C4N21_13380
ERR1913062.5599553__1.5599553	1262930__R6AQM8__BN693_01323
ERR1913062.5599623__1.5599623	1262924__R7HP98__BN585_02065
ERR1913062.5599657__1.5599657	310298__B3JQJ5__BACCOP_04231
ERR1913062.5599797__1.5599797	166486__D4KZA5__ERS852572_03317
ERR1913062.5599806__1.5599806	357276__I9QXD4__IY41_00345
ERR1913062.5599854__1.5599854	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913062.5599875__1.5599875	853__E2ZGD9__C7J97_11715
ERR1913062.5599922__1.5599922	544644__GCA_001915615.1_01954
ERR1913062.5599936__1.5599936	357276__A0A0M1W657__HMPREF1064_04629
ERR1913062.5599952__1.5599952	165179__R6B8D8__DXC61_09245
ERR1913062.5600001__1.5600001	820__A0A3E5E0T0__ERS852554_00312
ERR1913062.5600057__1.5600057	387661__K5ZEG7__B5F96_01000
ERR1913062.5600117__1.5600117	165179__A0A3E5A5E5__DXC61_13965
ERR1913062.5600214__1.5600214	820__A7VAR9__ERS852421_00197
ERR1913062.5600368__1.5600368	310298__B3JQJ5__BACCOP_04231
ERR1913062.5600482__1.5600482	2293125__A0A374CKY3__DW917_01805
ERR1913062.5600686__1.5600686	39491__A0A395V0E5__ERE_31370
ERR1913062.5600763__1.5600763	357276__B6W1J2__BACDOR_03380
ERR1913062.5600834__1.5600834	39491__A0A395V0E5__ERE_31370
ERR1913062.5600810__1.5600810	165179__A0A3E5DN34__DXC61_07865
ERR1913062.5600891__1.5600891	166486__D4L456__rpfG_10
ERR1913062.5601100__1.5601100	1735__B7CCF2__EUBIFOR_01879
ERR1913062.5601313__1.5601313	28116__I8YA52__M088_0798
ERR1913062.5601347__1.5601347	165179__A0A3E5AER8__DXB80_07075
ERR1913062.5601361__1.5601361	410072__C0B511__DXD67_14355
ERR1913062.5601503__1.5601503	1262889__R7HBR7__BN634_00170
ERR1913062.5601506__1.5601506	1262746__R5S265__BN750_01952
ERR1913062.5601574__1.5601574	2293125__A0A374BUM7__DW917_12980
ERR1913062.5601701__1.5601701	1262930__R6A468__BN693_01366
ERR1913062.5601683__1.5601683	1735__B7CDA5__EUBIFOR_02186
ERR1913062.5601865__1.5601865	1262930__R6A1X5__BN693_02075
ERR1913062.5601871__1.5601871	1262930__R6A8Q7__BN693_01064
ERR1913062.5601909__1.5601909	165179__R6XLJ7__CFT61_06250
ERR1913062.5601964__1.5601964	821__A0A0P0L8F8__ERS852509_03705
ERR1913062.5602018__1.5602018	310298__B3JQJ5__BACCOP_04231
ERR1913062.5602099__1.5602099	39488__A0A174B7Y0__ERS852450_00913
ERR1913062.5602109__1.5602109	418240__A0A174R2N4__ERS852523_02758
ERR1913062.5602266__1.5602266	2293125__A0A374CCM7__DW917_05375
ERR1913062.5602228__1.5602228	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913062.5602355__1.5602355	410072__C0BAJ3__ERS852574_01527
ERR1913062.5602439__1.5602439	2293125__A0A374BUM7__DW917_12980
ERR1913062.5602518__1.5602518	2293125__A0A374BUM7__DW917_12980
ERR1913062.5602525__1.5602525	39496__A5Z7X8__EUBVEN_01818
ERR1913062.5602927__1.5602927	821__I9R3W6__DXC16_12455
ERR1913062.5602972__1.5602972	166486__A0A173V5I7__ERS852572_02640
ERR1913062.5603086__1.5603086	410072__C0B4V0__ERS852481_02420
ERR1913062.5603064__1.5603064	544644__GCA_001915615.1_01047
ERR1913062.5603152__1.5603152	418240__A0A174AQ30__ERS852478_00945
ERR1913062.5603300__1.5603300	418240__A0A173XT66__ERS852478_00742
ERR1913062.5603401__1.5603401	818__A0A174T624__HMPREF2534_01176
ERR1913062.5603477__1.5603477	823__A0A355XLS2__ERS852380_02644
ERR1913062.5603483__1.5603483	853__D4KAK8__C4N21_13380
ERR1913062.5603578__1.5603578	166486__D4KJ71__ERS852572_03479
ERR1913062.5603670__1.5603670	823__A0A174VBJ5__M091_5021
ERR1913062.5603744__1.5603744	357276__B6VVS0__HMPREF1064_03951
ERR1913062.5603833__1.5603833	310298__B3JPR1__BACCOP_03861
ERR1913062.5604146__1.5604146	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.5604185__1.5604185	165179__R6PNJ9__PREVCOP_04730
ERR1913062.5604183__1.5604183	820__A0A3E4RU03__M093_0563
ERR1913062.5604580__1.5604580	1263044__GCA_000433375.1_03392
ERR1913062.5604540__1.5604540	166486__A0A173T114__ROSINTL182_05085
ERR1913062.5604683__1.5604683	28118__F9Z6D1__DER54_04565
ERR1913062.5604805__1.5604805	487174__R5EXS5__HMPREF9448_02541
ERR1913062.5604848__1.5604848	487174__K0WZP2__DDY40_04000
ERR1913062.5604922__1.5604922	166486__D4KJ71__ERS852572_03479
ERR1913062.5605177__1.5605177	1150298__A0A174PXR1__ERS852406_02747
ERR1913062.5605274__1.5605274	33039__A0A3D0EY88__ERS852390_03120
ERR1913062.5605323__1.5605323	821__A0A395UNT8__DXD64_15275
ERR1913062.5605538__1.5605538	357276__B6VVS0__HMPREF1064_03951
ERR1913062.5605583__1.5605583	821__A0A0P0M3U7__DXB90_14325
ERR1913062.5605853__1.5605853	1150298__A0A174BR70__ERS852535_01666
ERR1913062.5605855__1.5605855	1550024__A0A0W7TTP8__TQ39_06385
ERR1913062.5605931__1.5605931	357276__I9FTR0__HMPREF1065_02861
ERR1913062.5605954__1.5605954	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913062.5606065__1.5606065	820__A0A3E4GA19__SAMN05444418_10562
ERR1913062.5606436__1.5606436	487174__K0X070__HMPREF9448_01324
ERR1913062.5606524__1.5606524	1262889__R7HAN4__BN634_02105
ERR1913062.5606630__1.5606630	1099853__U5CKM5__NSB1T_03870
ERR1913062.5606962__1.5606962	46503__R6Y9P8__evgS_3
ERR1913062.5607101__1.5607101	820__A0A374Q351__DXD40_05850
ERR1913062.5607519__1.5607519	1262930__R6AXR1__BN693_00352
ERR1913062.5607652__1.5607652	1262924__R7HNA9__BN585_00137
ERR1913062.5607990__1.5607990	310298__B3JEE8__BACCOP_00239
ERR1913062.5608024__1.5608024	165179__A0A3E5AER8__DXB80_07075
ERR1913062.5607975__1.5607975	2293125__A0A374CMK5__DW917_00330
ERR1913062.5608062__1.5608062	357276__A0A076IYG1__B5F95_22465
ERR1913062.5608108__1.5608108	487174__K0X773__DIT83_07170
ERR1913062.5608147__1.5608147	1262924__R7HRE7__BN585_00055
ERR1913062.5608246__1.5608246	853__A0A173TAZ8__DWZ46_14590
ERR1913062.5608308__1.5608308	1262739__R6M9P7__BN659_01903
ERR1913062.5608346__1.5608346	1735__B7CCQ2__EUBIFOR_01980
ERR1913062.5608380__1.5608380	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913062.5608437__1.5608437	2293125__A0A374BSW4__DW917_13420
ERR1913062.5608473__1.5608473	2293125__A0A374BSW4__DW917_13420
ERR1913062.5608549__1.5608549	820__A0A396EUU8__luxQ_3
ERR1913062.5608640__1.5608640	28118__R6FGS2__DER54_04485
ERR1913062.5608683__1.5608683	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913062.5608671__1.5608671	1262930__R5ZXL8__BN693_01321
ERR1913062.5608704__1.5608704	820__A0A174QLF0__SAMN05444418_109151
ERR1913062.5608752__1.5608752	88431__A0A3D0EY52__ERS852573_01763
ERR1913062.5608846__1.5608846	76517__A7I129__fokIM_1
ERR1913062.5608857__1.5608857	544645__A0A3E4T3S3__DXC42_12255
ERR1913062.5608932__1.5608932	165179__R6PNJ9__PREVCOP_04730
ERR1913062.5609038__1.5609038	165179__D1PGU8__PREVCOP_06463
ERR1913062.5609250__1.5609250	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913062.5609327__1.5609327	820__A0A3E4GE89__DXB48_02565
ERR1913062.5609425__1.5609425	821__U6RDC2__DXD46_15675
ERR1913062.5609470__1.5609470	820__A0A174GK47__ERS852421_00200
ERR1913062.5609483__1.5609483	166486__D4L337__msbA_4
ERR1913062.5609509__1.5609509	46503__K5ZM81__DCY29_16460
ERR1913062.5609656__1.5609656	310298__B3JQJ5__BACCOP_04231
ERR1913062.5609765__1.5609765	2293125__A0A374C9I8__DW917_06795
ERR1913062.5609722__1.5609722	165179__D1PHC0__PREVCOP_06640
ERR1913062.5609735__1.5609735	1262924__R7HPX8__BN585_00310
ERR1913062.5609906__1.5609906	1262924__R7HPU8__BN585_00010
ERR1913062.5609995__1.5609995	853__A0A2J4JL53__CRH10_10795
ERR1913062.5610078__1.5610078	165179__A0A3E5DY64__CFT61_10025
ERR1913062.5610093__1.5610093	165179__D1PHC0__PREVCOP_06640
ERR1913062.5610140__1.5610140	820__A0A139KH21__DXC80_01780
ERR1913062.5610495__1.5610495	216816__A0A0M0VKE6__BL0626
ERR1913062.5610547__1.5610547	216816__A0A0M0VKE6__BL0626
ERR1913062.5610560__1.5610560	310298__B3JK97__BACCOP_02326
ERR1913062.5610604__1.5610604	39496__A5Z5G7__EUBVEN_00947
ERR1913062.5610745__1.5610745	1262948__R7EDA7__BN671_00036
ERR1913062.5610846__1.5610846	88431__A0A3D0EYV0__DXB16_09650
ERR1913062.5610886__1.5610886	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.5610949__1.5610949	823__D0TCC2__HMPREF1075_01590
ERR1913062.5611084__1.5611084	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913062.5611169__1.5611169	28118__F9Z3J9__B5F93_07500
ERR1913062.5611309__1.5611309	357276__A0A076II57__GV66_07710
ERR1913062.5611341__1.5611341	310298__B3JK97__BACCOP_02326
ERR1913062.5611448__1.5611448	1735__B7CEC3__EUBIFOR_02567
ERR1913062.5611638__1.5611638	1262930__R6AUL9__BN693_02008
ERR1913062.5611665__1.5611665	2293125__A0A374BSW4__DW917_13420
ERR1913062.5611772__1.5611772	39496__A5Z5I2__EUBVEN_00963
ERR1913062.5611969__1.5611969	1262930__R6AX76__BN693_00292
ERR1913062.5611981__1.5611981	310298__B3JFS5__BACCOP_00726
ERR1913062.5612089__1.5612089	40520__A0A174IJ62__DXC87_06795
ERR1913062.5612072__1.5612072	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.5612202__1.5612202	853__A0A174BA00__DW905_01145
ERR1913062.5612321__1.5612321	626933__H1DGX0__HMPREF9449_01506
ERR1913062.5612288__1.5612288	28118__R6F2P2__NCTC10826_02131
ERR1913062.5612338__1.5612338	2293125__A0A374BSW4__DW917_13420
ERR1913062.5612406__1.5612406	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913062.5612422__1.5612422	1262930__R6A2C3__BN693_02165
ERR1913062.5612497__1.5612497	2293125__A0A374CCM7__DW917_05375
ERR1913062.5612656__1.5612656	818__A0A174Q773__SAMN02910322_03683
ERR1913062.5612753__1.5612753	818__Q89ZX6__ERS852511_03600
ERR1913062.5612831__1.5612831	310298__B3JPR1__BACCOP_03861
ERR1913062.5612925__1.5612925	165179__A0A174SA26__PREVCOP_05758
ERR1913062.5612999__1.5612999	1262911__R6HN87__BN557_00926
ERR1913062.5613204__1.5613204	1735__B7CCF2__EUBIFOR_01879
ERR1913062.5613309__1.5613309	28116__A0A1Y4Q112__evgS_13
ERR1913062.5613358__1.5613358	1262924__R7HRI6__BN585_00824
ERR1913062.5613875__1.5613875	544644__GCA_001915615.1_01892
ERR1913062.5614043__1.5614043	33025__A0A395JF03__C8D73_101684
ERR1913062.5614065__1.5614065	1262930__R5ZWP2__BN693_01542
ERR1913062.5614016__1.5614016	1262930__R6AQF3__BN693_01271
ERR1913062.5614284__1.5614284	410072__A0A174PW62__DXD67_02115
ERR1913062.5614438__1.5614438	820__A0A3E4W084__BACUNI_04042
ERR1913062.5614447__1.5614447	821__C6Z087__DXB90_00750
ERR1913062.5614580__1.5614580	853__A0A173T751__C4N24_10280
ERR1913062.5614588__1.5614588	28116__A7LS06__HMPREF2532_04668
ERR1913062.5614631__1.5614631	853__A0A2A7B1Y7__C7K05_11930
ERR1913062.5614716__1.5614716	820__A0A374Q8T2__DXB64_16190
ERR1913062.5614778__1.5614778	820__R9I3Q7__HMPREF1072_01668
ERR1913062.5614905__1.5614905	821__A0A396F598__CUU_3259
ERR1913062.5615126__1.5615126	310298__B3JFK5__BACCOP_00655
ERR1913062.5615133__1.5615133	166486__D4L1H3__sacC
ERR1913062.5615233__1.5615233	216816__R5MZK3__DPC6320_1630
ERR1913062.5615364__1.5615364	820__A0A1T4IY71__HMPREF2141_02402
ERR1913062.5615754__1.5615754	818__Q8A335__HMPREF2534_01154
ERR1913062.5615984__1.5615984	166486__D4KW03__ERS852572_03114
ERR1913062.5615985__1.5615985	165179__A0A229I4J4__proA
ERR1913062.5615964__1.5615964	853__A0A173XRA8__CGS56_09290
ERR1913062.5616162__1.5616162	410072__C0B4V0__ERS852481_02420
ERR1913062.5616254__1.5616254	28111__E5X3P5__HMPREF1016_03553
ERR1913062.5616281__1.5616281	820__A0A078STJ8__DXC68_04690
ERR1913062.5616384__1.5616384	165179__D1PHC0__PREVCOP_06640
ERR1913062.5616452__1.5616452	410072__A0A3E4GMB7__COPCOM_03357
ERR1913062.5616484__1.5616484	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.5616702__1.5616702	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.5616972__1.5616972	1535__A7VXT4__CH238_14920
ERR1913062.5617030__1.5617030	74426__asnS
ERR1913062.5617038__1.5617038	166486__D4KW38__ERS852572_02341
ERR1913062.5617067__1.5617067	487174__K0WRH0__DDY40_05725
ERR1913062.5617100__1.5617100	357276__I9QBT7__BSEG_03340
ERR1913062.5617182__1.5617182	310298__B3JK99__BACCOP_02328
ERR1913062.5617215__1.5617215	1262930__R6ALN3__BN693_00602
ERR1913062.5617248__1.5617248	1262930__R6A6B2__BN693_00668
ERR1913062.5617260__1.5617260	165179__A0A229I2W6__PREVCOP_04332
ERR1913062.5617866__1.5617866	410072__C0BEV2__ERS852525_03010
ERR1913062.5618021__1.5618021	28118__F9Z8J0__DF785_14955
ERR1913062.5618135__1.5618135	360807__A0A0M6WVC6__ERS852444_01433
ERR1913062.5618143__1.5618143	410072__C0B9A1__COPCOM_01727
ERR1913062.5618315__1.5618315	39496__A5Z6U7__EUBVEN_01430
ERR1913062.5618329__1.5618329	39486__B0G7K1__HMPREF9457_01526
ERR1913062.5618395__1.5618395	39491__A0A395UWA3__DXB69_11805
ERR1913062.5618403__1.5618403	1262924__R7HNF7__BN585_01769
ERR1913062.5618505__1.5618505	820__A0A174DZ97__SAMN05444418_101240
ERR1913062.5618577__1.5618577	357276__A0A076INR8__EL88_12300
ERR1913062.5618621__1.5618621	2293125__A0A374BMK9__DW917_16190
ERR1913062.5618661__1.5618661	853__A0A2A7A4A9__C4N21_14870
ERR1913062.5618700__1.5618700	46503__R6X0L4__DXB61_05325
ERR1913062.5618814__1.5618814	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.5618836__1.5618836	39488__A0A374NU13__mtnK_2
ERR1913062.5618998__1.5618998	1262930__R6A1N0__BN693_00917
ERR1913062.5619117__1.5619117	820__R9HP61__DXC91_01090
ERR1913062.5619449__1.5619449	821__E5UY21__C800_02204
ERR1913062.5619552__1.5619552	853__A0A173YYY4__DWZ04_09420
ERR1913062.5619928__1.5619928	165179__A0A174SA26__PREVCOP_05758
ERR1913062.5620055__1.5620055	820__A0A3E4G826__C801_01612
ERR1913062.5620306__1.5620306	371601__A0A1H4AUL8__BXY_43960
ERR1913062.5620294__1.5620294	310298__B3JFK5__BACCOP_00655
ERR1913062.5620426__1.5620426	410072__A0A173Y4Y6__ERS852389_02300
ERR1913062.5620449__1.5620449	2293125__A0A374BUM7__DW917_12980
ERR1913062.5620495__1.5620495	820__A0A3E4FZM1__adaA_2
ERR1913062.5620560__1.5620560	1262992__R5D1H8__BN795_00995
ERR1913062.5620823__1.5620823	820__A0A1Y3V743__M093_0235
ERR1913062.5621251__1.5621251	823__A0A355XKQ8__DHP27_04010
ERR1913062.5621382__1.5621382	88431__A0A174GCS6__ERS852573_01158
ERR1913062.5621445__1.5621445	2293125__A0A374BSW4__DW917_13420
ERR1913062.5621629__1.5621629	2293125__A0A374BUM7__DW917_12980
ERR1913062.5621646__1.5621646	39496__A5Z7Y0__EUBVEN_01820
ERR1913062.5621751__1.5621751	357276__C3RA36__HMPREF1065_03270
ERR1913062.5621805__1.5621805	556259__E5CGP2__BSGG_4615
ERR1913062.5621809__1.5621809	2293125__A0A374C9I8__DW917_06795
ERR1913062.5621816__1.5621816	1351__A0A0Y7GPU1__EA94_00686
ERR1913062.5621838__1.5621838	1262992__R5DCN3__BN795_00359
ERR1913062.5621993__1.5621993	46503__R6Y8M7__ERS852463_01228
ERR1913062.5622001__1.5622001	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.5622142__1.5622142	2293125__A0A374BUM7__DW917_12980
ERR1913062.5622553__1.5622553	357276__I9R994__BACDOR_04044
ERR1913062.5622557__1.5622557	823__A0A069SAX6__ERS852380_00710
ERR1913062.5622711__1.5622711	1150298__A0A174SZP5__ERS852535_02327
ERR1913062.5622745__1.5622745	821__A0A397WGD6__M098_0084
ERR1913062.5622955__1.5622955	301301__A0A395VA99__rpfG_5
ERR1913062.5623032__1.5623032	310298__B3JGJ2__BACCOP_00994
ERR1913062.5623367__1.5623367	371601__C3R2J2__ERS852396_04353
ERR1913062.5623415__1.5623415	544644__GCA_001915615.1_00060
ERR1913062.5623539__1.5623539	165179__D1PGU8__PREVCOP_06463
ERR1913062.5623570__1.5623570	1262924__R7HKP8__BN585_01113
ERR1913062.5623617__1.5623617	394340__leuS
ERR1913062.5623730__1.5623730	2293125__A0A374BV30__DW917_13395
ERR1913062.5623736__1.5623736	487174__K0XG81__HMPREF9448_02274
ERR1913062.5623769__1.5623769	166486__D4KRN9__ERS852572_01822
ERR1913062.5623776__1.5623776	2293125__A0A374CMK5__DW917_00330
ERR1913062.5623806__1.5623806	1796613__A0A1V0QDA8__A4V03_02465
ERR1913062.5623886__1.5623886	35833__E5Y3G7__HMPREF0179_00728
ERR1913062.5623919__1.5623919	821__A0A173WG51__BVU_2549
ERR1913062.5623994__1.5623994	28118__F9Z7M2__B5F99_10065
ERR1913062.5624114__1.5624114	544645__A0A1Y3VSG8__DXC42_08680
ERR1913062.5624127__1.5624127	418240__C6J9W6__ERS852523_00370
ERR1913062.5624216__1.5624216	2293125__A0A374BUM7__DW917_12980
ERR1913062.5624231__1.5624231	301301__A0A395VG51__RHOM_05870
ERR1913062.5624348__1.5624348	1550024__G9RXY7__TQ39_00100
ERR1913062.5624270__1.5624270	544644__GCA_001915615.1_01913
ERR1913062.5624382__1.5624382	1262920__R5KD76__BN467_01465
ERR1913062.5624424__1.5624424	821__A0A0P0L8F8__ERS852509_03705
ERR1913062.5624433__1.5624433	46503__R6X8Q3__fepA_2
ERR1913062.5624453__1.5624453	33025__A0A395JDV3__C8D73_101685
ERR1913062.5624663__1.5624663	1262930__R5ZZI5__BN693_01682
ERR1913062.5624848__1.5624848	39496__A5ZAI0__EUBVEN_02727
ERR1913062.5624965__1.5624965	165179__D1PGU8__PREVCOP_06463
ERR1913062.5625004__1.5625004	818__A0A3E5GYI4__NCTC10582_00013
ERR1913062.5625135__1.5625135	357276__I8WHY2__HMPREF1063_00555
ERR1913062.5625432__1.5625432	166486__A0A173VTG0__ROSINTL182_06283
ERR1913062.5625582__1.5625582	1262873__R6W6D9__BN605_02180
ERR1913062.5625637__1.5625637	1262930__R6AYA7__BN693_00428
ERR1913062.5625702__1.5625702	46503__R6X5W5__HMPREF1078_03156
ERR1913062.5625762__1.5625762	165179__A0A174UTZ7__DXC61_06705
ERR1913062.5626083__1.5626083	821__A0A0P0LH09__ERS852457_03390
ERR1913062.5626318__1.5626318	823__A0A174VHT1__DHP27_04775
ERR1913062.5626515__1.5626515	626929__F3PER7__B5F24_11615
ERR1913062.5626651__1.5626651	1262930__R5ZRJ3__BN693_00633
ERR1913062.5626653__1.5626653	357276__B6W5Q9__HMPREF1063_03125
ERR1913062.5626753__1.5626753	357276__A0A076J9V8__BACDOR_01395
ERR1913062.5626792__1.5626792	1150298__R7JTX5__ERS852535_01291
ERR1913062.5626793__1.5626793	166486__D4KV38__ROSINTL182_06841
ERR1913062.5626991__1.5626991	820__A0A3E4RUC4__DHU98_02635
ERR1913062.5627089__1.5627089	310298__B3JHN9__BACCOP_01401
ERR1913062.5627111__1.5627111	818__D7I7V5__BJP75_001030
ERR1913062.5627147__1.5627147	820__R9HP61__DXC91_01090
ERR1913062.5627399__1.5627399	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913062.5627589__1.5627589	1263006__R6LL73__BN515_00292
ERR1913062.5627698__1.5627698	1262930__R5ZWP2__BN693_01542
ERR1913062.5627775__1.5627775	1262924__R7HUJ5__BN585_00830
ERR1913062.5627857__1.5627857	310298__B3JI31__BACCOP_01543
ERR1913062.5627951__1.5627951	357276__U6R8F9__DXD47_04035
ERR1913062.5628048__1.5628048	165179__A0A174SA26__PREVCOP_05758
ERR1913062.5628070__1.5628070	371601__I9UUB0__SAMN04487924_11836
ERR1913062.5628433__1.5628433	1262930__R6AF63__BN693_02166
ERR1913062.5628557__1.5628557	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913062.5628565__1.5628565	2293125__A0A374BUM7__DW917_12980
ERR1913062.5628573__1.5628573	74426__rpoB
ERR1913062.5628635__1.5628635	310298__B3JF96__BACCOP_00544
ERR1913062.5628731__1.5628731	357276__C3R9Y0__HMPREF1064_01889
ERR1913062.5629079__1.5629079	166486__D4KVZ2__cbiT
ERR1913062.5629278__1.5629278	166486__A0A173VSA0__ROSINTL182_06124
ERR1913062.5629421__1.5629421	39488__A0A174DBY3__DXD91_08835
ERR1913062.5629436__1.5629436	165179__R6B8D8__DXC61_09245
ERR1913062.5629453__1.5629453	292800__A0A174UHC7__A4U99_05910
ERR1913062.5629458__1.5629458	1262930__R5ZV69__BN693_01268
ERR1913062.5629582__1.5629582	1262924__R7HQV3__BN585_00017
ERR1913062.5629741__1.5629741	1150298__A0A174PXR1__ERS852406_02747
ERR1913062.5629885__1.5629885	820__A0A174GYA8__DXB64_07370
