ERR1913155.341__1.341	387661__R5DFX1__PRABACTJOHN_01199
ERR1913155.2368229__1.2368229	216816__E8MW20__DD674_07905
ERR1913155.2368283__1.2368283	40518__R5DVX3__RBL263_01584
ERR1913155.2368335__1.2368335	1262911__R6GS70__BN557_00854
ERR1913155.2368371__1.2368371	853__A0A173T6P2__DWZ46_14595
ERR1913155.2368406__1.2368406	820__A7V092__hldE
ERR1913155.2368516__1.2368516	39491__A0A395V297__EUR_01010
ERR1913155.2368535__1.2368535	40518__R5DU38__DXD83_06770
ERR1913155.2368604__1.2368604	1150298__A0A174GQV8__ERS852406_02454
ERR1913155.2368606__1.2368606	820__A0A3E4PYB0__yejM
ERR1913155.2368780__1.2368780	310297__R5VL46__BACPLE_00694
ERR1913155.2368816__1.2368816	214856__A0A175A6T5__ERS852447_02658
ERR1913155.2368890__1.2368890	40518__R5DY98__mepA_5
ERR1913155.2368993__1.2368993	216816__D6DBD5__DXC32_04335
ERR1913155.2369044__1.2369044	39485__C4Z2X2__ERS852492_01808
ERR1913155.2369091__1.2369091	360807__C0FVV2__RIL183_27361
ERR1913155.2369051__1.2369051	61171__B9Y5T9__HOLDEFILI_01171
ERR1913155.2369262__1.2369262	820__A0A139KJ23__celCCA
ERR1913155.2369287__1.2369287	820__A0A174F696__macB_13
ERR1913155.2369425__1.2369425	47678__R5UPZ8__ERS852494_01752
ERR1913155.2369510__1.2369510	1150298__A0A174QAL8__ERS852498_02570
ERR1913155.2369576__1.2369576	239935__A0A2N8I390__CXU16_10675
ERR1913155.2369664__1.2369664	46228__V8C7Q2__RUMLAC_01460
ERR1913155.2369697__1.2369697	821__A0A174AYT0__DXC02_03530
ERR1913155.2369778__1.2369778	39491__A0A173RA59__EUR_24800
ERR1913155.2369915__1.2369915	1262911__R6GMH5__BN557_00511
ERR1913155.2369923__1.2369923	29361__B6FKH5__CLONEX_00621
ERR1913155.2370097__1.2370097	820__A0A139K4W1__M093_0353
ERR1913155.2370388__1.2370388	40518__R5DV66__DXD83_04215
ERR1913155.2370389__1.2370389	820__A0A139JY23__B5G17_06330
ERR1913155.2370396__1.2370396	1262886__R6Q8T6__BN563_00369
ERR1913155.2370569__1.2370569	28111__E5WZE2__NCTC11155_00550
ERR1913155.2370535__1.2370535	46503__R6XCJ0__PARMER_01847
ERR1913155.2370681__1.2370681	823__A6LHJ7__ERS852380_00253
ERR1913155.2370896__1.2370896	376805__F0R8H8__Bacsa_0435
ERR1913155.2371052__1.2371052	1150298__A0A174L2G3__ERS852498_01371
ERR1913155.2371185__1.2371185	40518__R5E4Y8__RBATCC27255_01448
ERR1913155.2371252__1.2371252	1150298__R7JUS2__ERS852498_02193
ERR1913155.2371325__1.2371325	47678__R5U7X8__C5Z00_18270
ERR1913155.2371358__1.2371358	1150298__R7JUS5__soxS_1
ERR1913155.2371364__1.2371364	39492__A0A174Z2N0__EUBSIR_01615
ERR1913155.2371578__1.2371578	820__A0A173WZS4__DXD90_10250
ERR1913155.2371587__1.2371587	1680__A0A087DHN0__AL0462_1532
ERR1913155.2371557__1.2371557	818__A0A3E5GXM2__BJP75_025230
ERR1913155.2371593__1.2371593	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913155.2371756__1.2371756	39496__A5ZAC3__EUBVEN_02670
ERR1913155.2371779__1.2371779	853__A0A2A7B9I6__DW855_13690
ERR1913155.2371892__1.2371892	1262911__R6H2J2__BN557_01228
ERR1913155.2371874__1.2371874	39496__A5Z723__EUBVEN_01506
ERR1913155.2372191__1.2372191	820__A7V780__adaA_3
ERR1913155.2372225__1.2372225	376805__F0R8H8__Bacsa_0435
ERR1913155.2372383__1.2372383	1150298__A0A174DU21__toxA_3
ERR1913155.2372511__1.2372511	216816__A0A061M1M5__HMPREF0177_01046
ERR1913155.2372512__1.2372512	39486__B0G950__DXD50_13080
ERR1913155.2372735__1.2372735	40518__R5DW64__RBL236_01394
ERR1913155.2372804__1.2372804	821__A0A0P0M2J4__DXD46_10295
ERR1913155.2372911__1.2372911	39491__C4ZCH3__EUR_17560
ERR1913155.2372989__1.2372989	216816__D6ZW33__azlC
ERR1913155.2373005__1.2373005	216816__B7GP87__HMPREF0177_01055
ERR1913155.2373035__1.2373035	40518__R5DQD6__DXD83_09060
ERR1913155.2373115__1.2373115	820__A0A3E4VXP2__yesR
ERR1913155.2373190__1.2373190	301302__R5UNC5__M72_02681
ERR1913155.2373161__1.2373161	40518__R5DYT8__mscS
ERR1913155.2373263__1.2373263	40518__R5DYT8__mscS
ERR1913155.2373268__1.2373268	820__A0A173WUD7__DXB48_08055
ERR1913155.2373485__1.2373485	47678__R5U7L8__DXB67_16595
ERR1913155.2373541__1.2373541	853__A0A174CVG7__CGS58_09335
ERR1913155.2373612__1.2373612	821__C3RB94__DXC03_15585
ERR1913155.2373624__1.2373624	40518__R5E8B6__RB5AMG_00876
ERR1913155.2373677__1.2373677	33043__A0A173R1J6__rpfG_1
ERR1913155.2373866__1.2373866	40518__R5E5I9__yvhJ_2
ERR1913155.2374048__1.2374048	1150298__R7JRJ7__ERS852406_01438
ERR1913155.2374099__1.2374099	820__A0A3E4WA06__ERS852554_03404
ERR1913155.2374188__1.2374188	820__A0A174Q0F0__DXB48_08080
ERR1913155.2374225__1.2374225	40518__R5E550__aroK
ERR1913155.2374239__1.2374239	823__A6LHU5__M092_0203
ERR1913155.2374308__1.2374308	39485__C4Z6K2__ERS852490_00407
ERR1913155.2374370__1.2374370	1150298__A0A174MDR2__ERS852498_01766
ERR1913155.2374440__1.2374440	1150298__A0A174I6Y0__ERS852498_00576
ERR1913155.2374624__1.2374624	1262911__R6H2J2__BN557_01228
ERR1913155.2374706__1.2374706	33025__A0A395J973__C8D73_11010
ERR1913155.2374856__1.2374856	821__A0A174NVL6__NCTC10583_01782
ERR1913155.2375014__1.2375014	410072__C0BEV2__ERS852525_03010
ERR1913155.2375098__1.2375098	40518__R5DMC7__blaR1
ERR1913155.2375135__1.2375135	40518__R5E2U9__RBL263_01292
ERR1913155.2375272__1.2375272	1262911__R6GTZ0__BN557_01437
ERR1913155.2375347__1.2375347	1897011__A0A1Q6RC34__BHW41_06455
ERR1913155.2375363__1.2375363	100886__A0A174LEG5__ERS852383_05606
ERR1913155.2375365__1.2375365	1262911__R6H174__BN557_01246
ERR1913155.2375446__1.2375446	40518__R5DPI9__DXD83_07375
ERR1913155.2375499__1.2375499	46228__V8C7M2__RUMLAC_01453
ERR1913155.2375630__1.2375630	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913155.2375698__1.2375698	626933__H1DGX0__HMPREF9449_01506
ERR1913155.2375635__1.2375635	33043__D5HFA1__ERS852400_02183
ERR1913155.2375788__1.2375788	853__A0A173XRA8__CGS56_09290
ERR1913155.2375843__1.2375843	40518__R5DNY7__RBATCC27255_00367
ERR1913155.2375898__1.2375898	301302__A0A173T3P5__ERS852420_01836
ERR1913155.2376174__1.2376174	1897011__A0A1Q6RE22__BHW41_04590
ERR1913155.2376210__1.2376210	418240__R7CJP2__cycB_1
ERR1913155.2376261__1.2376261	820__A0A173WZS4__DXD90_10250
ERR1913155.2376336__1.2376336	33043__A8SPT5__yfiN_2
ERR1913155.2376307__1.2376307	1150298__A0A174AP40__ERS852535_01165
ERR1913155.2376359__1.2376359	1262924__R7HT04__BN585_00021
ERR1913155.2376407__1.2376407	1160721__W0U839__pheB
ERR1913155.2376453__1.2376453	2293125__A0A374C671__DW917_09135
ERR1913155.2376500__1.2376500	40518__R5DVL2__penA
ERR1913155.2376594__1.2376594	166486__D4L2T9__lytM
ERR1913155.2376633__1.2376633	338188__K5C9M2__BACFIN_06121
ERR1913155.2376644__1.2376644	338188__R6SW63__BACFIN_05400
ERR1913155.2376860__1.2376860	46503__R6X8Q3__fepA_2
ERR1913155.2377033__1.2377033	28118__F9Z5U0__sfp
ERR1913155.2377167__1.2377167	216816__A0A061M1M5__HMPREF0177_01046
ERR1913155.2377377__1.2377377	239935__A0A2N8HCF5__CXU15_05660
ERR1913155.2377333__1.2377333	216816__D6ZXD1__APC1461_0104
ERR1913155.2377432__1.2377432	239935__A0A2N8I375__menA
ERR1913155.2377592__1.2377592	39491__A0A395V297__EUR_01010
ERR1913155.2377599__1.2377599	39491__C4ZF05__vpr
ERR1913155.2377650__1.2377650	1628085__A0A3E2XXM5__C7386_10955
ERR1913155.2377676__1.2377676	328814__GCA_004558275.1_00995
ERR1913155.2377681__1.2377681	40518__R5DQJ0__DXD93_03790
ERR1913155.2377694__1.2377694	1262886__R6QRM1__BN563_01480
ERR1913155.2377702__1.2377702	47678__R5UPZ8__ERS852494_01752
ERR1913155.2377733__1.2377733	1262911__R6GQM3__BN557_01245
ERR1913155.2377791__1.2377791	39492__D4JR31__EUBSIR_00106
ERR1913155.2377882__1.2377882	821__A0A0P0LJ37__DXB82_14270
ERR1913155.2378006__1.2378006	1150298__R7JUS7__ytlR
ERR1913155.2378061__1.2378061	40518__R5DP91__RBL236_00890
ERR1913155.2378094__1.2378094	28052__R7NCQ8__ERS852499_02306
ERR1913155.2378141__1.2378141	1262911__R6H174__BN557_01246
ERR1913155.2378161__1.2378161	39492__D4JSS2__EUBSIR_00553
ERR1913155.2378207__1.2378207	39490__U2NW65__phoR_2
ERR1913155.2378270__1.2378270	1628085__A0A374VPA3__C7386_11438
ERR1913155.2378290__1.2378290	328814__GCA_004558275.1_00033
ERR1913155.2378308__1.2378308	626932__G5H7N2__HMPREF9450_00685
ERR1913155.2378445__1.2378445	820__A0A139K2N9__DXB62_12420
ERR1913155.2378577__1.2378577	387090__S0F8B2__BACCOPRO_02129
ERR1913155.2378656__1.2378656	820__A0A174CK74__DXB48_07060
ERR1913155.2378751__1.2378751	40518__R5DS23__DXD86_01715
ERR1913155.2378831__1.2378831	454155__F3QU38__HMPREF9442_01709
ERR1913155.2378852__1.2378852	820__A0A139K5A6__DXB48_12175
ERR1913155.2379301__1.2379301	820__A7V049__DXB48_04755
ERR1913155.2379323__1.2379323	649756__D4MY87__ERS852520_02651
ERR1913155.2379332__1.2379332	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913155.2379487__1.2379487	1262924__R7HQB3__BN585_00435
ERR1913155.2379393__1.2379393	1150298__A0A173X9I5__ERS852498_01823
ERR1913155.2379564__1.2379564	39492__D4MIK7__EUBSIR_00676
ERR1913155.2379530__1.2379530	853__A0A174AML0__FPR_08640
ERR1913155.2379759__1.2379759	454154__G5SS69__HMPREF9441_02219
ERR1913155.2379862__1.2379862	1150298__A0A174HXS4__ERS852498_00503
ERR1913155.2379893__1.2379893	40518__R5DPI9__DXD83_07375
ERR1913155.2379820__1.2379820	823__A0A1Y4I349__DXB14_09300
ERR1913155.2379945__1.2379945	821__A0A174AYT0__DXC02_03530
ERR1913155.2380166__1.2380166	40518__R5DY98__mepA_5
ERR1913155.2380133__1.2380133	204516__U6RFV1__HMPREF1534_02560
ERR1913155.2380183__1.2380183	1262886__R6Q673__BN563_00372
ERR1913155.2380283__1.2380283	1262948__R7EGL5__BN671_00676
ERR1913155.2380235__1.2380235	626932__G5H9Q7__HMPREF9450_01372
ERR1913155.2380338__1.2380338	88431__R7FUI2__ERS852423_02700
ERR1913155.2380357__1.2380357	1262753__R5B1A0__BN813_00409
ERR1913155.2380470__1.2380470	454154__G5SNM5__HMPREF9441_00956
ERR1913155.2380601__1.2380601	1262886__R6QBM7__BN563_01264
ERR1913155.2380655__1.2380655	46503__R6X6Y7__ERS852463_01453
ERR1913155.2380618__1.2380618	454154__G5SLB0__HMPREF9441_00129
ERR1913155.2380710__1.2380710	28116__A0A395VT11__SAMN05444282_11739
ERR1913155.2380722__1.2380722	820__A0A3E4W7J3__DXC07_00330
ERR1913155.2380736__1.2380736	853__A0A173TAZ8__DWZ46_14590
ERR1913155.2380922__1.2380922	39485__A0A174ZA08__EUBELI_01019
ERR1913155.2380936__1.2380936	39491__A0A395ZF49__DXB69_05290
ERR1913155.2380962__1.2380962	216816__C2GUV2__APC1478_0430
ERR1913155.2381100__1.2381100	33043__A0A173WU55__ganB_2
ERR1913155.2381170__1.2381170	100884__E7GA83__HMPREF9488_01673
ERR1913155.2381192__1.2381192	1262911__R6HHR1__BN557_01622
ERR1913155.2381274__1.2381274	1680__A0A1X2ZKM8__B5789_0981
ERR1913155.2381426__1.2381426	301302__A0A173S3L8__vpr
ERR1913155.2381460__1.2381460	410072__A0A3E4GQ67__sigV_1
ERR1913155.2381559__1.2381559	28111__E5WYP5__BACEGG_00185
ERR1913155.2381738__1.2381738	28111__E5WWI8__HMPREF1016_01036
ERR1913155.2381727__1.2381727	823__A0A355XLQ9__DXC05_02185
ERR1913155.2381796__1.2381796	301302__A0A173T3P5__ERS852420_01836
ERR1913155.2382046__1.2382046	39492__R6RYB8__ERS852540_00322
ERR1913155.2382153__1.2382153	823__A0A073I1X2__DXD05_18820
ERR1913155.2382218__1.2382218	823__A0A073I9P2__CF162_18000
ERR1913155.2382284__1.2382284	39491__D6E118__DXB69_05765
ERR1913155.2382373__1.2382373	40518__R5DS23__DXD86_01715
ERR1913155.2382656__1.2382656	39491__C4Z8S1__DXB76_06750
ERR1913155.2382675__1.2382675	39491__A0A173TAZ5__DXB99_09520
ERR1913155.2382745__1.2382745	821__A0A395VMG0__DXC44_18080
ERR1913155.2382920__1.2382920	552398__F4XCQ4__HMPREF0866_01621
ERR1913155.2382934__1.2382934	820__A0A3E4VXP2__yesR
ERR1913155.2383104__1.2383104	100886__A0A174GC97__murR_1
ERR1913155.2383302__1.2383302	39491__A0A395ZHV7__ykvU
ERR1913155.2383338__1.2383338	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913155.2383424__1.2383424	216816__C2GUV2__APC1478_0430
ERR1913155.2383522__1.2383522	820__A0A174A6K0__M093_0079
ERR1913155.2383491__1.2383491	39491__D4JMW8__ERS852497_01971
ERR1913155.2383529__1.2383529	1262886__R6QCG3__BN563_00145
ERR1913155.2383615__1.2383615	40518__R5E2F3__artQ
ERR1913155.2383793__1.2383793	46503__B7BG40__ERS852463_01623
ERR1913155.2384030__1.2384030	74426__rpoC
ERR1913155.2384216__1.2384216	46503__K6A7H7__DCY29_03460
ERR1913155.2384241__1.2384241	626933__H1DGX0__HMPREF9449_01506
ERR1913155.2384400__1.2384400	33043__D5HHE4__ERS852445_02332
ERR1913155.2384447__1.2384447	39491__A0A174IJH1__DXB76_01865
ERR1913155.2384488__1.2384488	46503__R6Y4W3__DXB85_01650
ERR1913155.2384558__1.2384558	1262911__R6GTZ0__BN557_01437
ERR1913155.2384645__1.2384645	33043__A0A174GPT0__plsC_2
ERR1913155.2384665__1.2384665	1263044__GCA_000433375.1_01143
ERR1913155.2384745__1.2384745	853__A0A2J4JL53__CRH10_10795
ERR1913155.2384793__1.2384793	820__R9HUV5__HMPREF2141_02582
ERR1913155.2384843__1.2384843	39492__D4JUR4__ERS852540_01427
ERR1913155.2384974__1.2384974	1262911__R6H0U7__BN557_01104
ERR1913155.2384947__1.2384947	47678__R5UAF6__ERS852494_02966
ERR1913155.2385080__1.2385080	40519__U2MCQ8__RUMCAL_00556
ERR1913155.2385092__1.2385092	100886__E2NRU8__recO
ERR1913155.2385095__1.2385095	40519__U2MCQ8__RUMCAL_00556
ERR1913155.2385218__1.2385218	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913155.2385467__1.2385467	820__A7V470__HMPREF1072_02076
ERR1913155.2385472__1.2385472	28118__F9Z4H5__DHW44_02810
ERR1913155.2385518__1.2385518	39491__A0A395ZGE4__ERS852497_01269
ERR1913155.2385520__1.2385520	216816__C2GTH2__CE159_03580
ERR1913155.2385526__1.2385526	40518__R5DUJ5__DXD83_01635
ERR1913155.2385561__1.2385561	40518__R5DP21__RBATCC27255_00348
ERR1913155.2385676__1.2385676	46503__R6Y9P8__evgS_3
ERR1913155.2385677__1.2385677	39491__C4ZHS4__EUR_24420
ERR1913155.2385680__1.2385680	40518__R5E6Y7__DXD83_08230
ERR1913155.2385851__1.2385851	39485__R5ZT06__EUBELI_20526
ERR1913155.2385910__1.2385910	360807__A0A1Q6TDE9__ERS852444_02009
ERR1913155.2385916__1.2385916	328814__GCA_004558275.1_00099
ERR1913155.2385936__1.2385936	47678__R5UZM4__DW706_15680
ERR1913155.2385955__1.2385955	820__A0A173W419__DXC68_17760
ERR1913155.2385987__1.2385987	39492__D4JWA3__ERS852540_01332
ERR1913155.2386050__1.2386050	33043__A0A174GGF8__dcuS_1
ERR1913155.2386140__1.2386140	84030__D6DEC1__B5F06_11815
ERR1913155.2386288__1.2386288	40518__R5DME2__DXD86_07315
ERR1913155.2386297__1.2386297	820__A0A139KHX1__HMPREF2141_00289
ERR1913155.2386305__1.2386305	40518__R5DN55__RBATCC27255_01652
ERR1913155.2386405__1.2386405	820__A0A3E4QZJ7__C801_01798
ERR1913155.2386504__1.2386504	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913155.2386485__1.2386485	820__A0A174KKV6__DXC07_02635
ERR1913155.2386491__1.2386491	28117__B0MUX4__ALIPUT_00911
ERR1913155.2386672__1.2386672	88431__A0A173XSN2__ERS852526_00723
ERR1913155.2386683__1.2386683	33043__D5HIL8__ERS852386_02009
ERR1913155.2386716__1.2386716	1262924__R7HQD4__BN585_02072
ERR1913155.2386828__1.2386828	39491__A0A395V2P3__DXB69_08700
ERR1913155.2386825__1.2386825	820__A0A173WUD7__DXB48_08055
ERR1913155.2386902__1.2386902	214856__I3YPP0__ERS852447_01388
ERR1913155.2387405__1.2387405	40518__R5DRG6__ylbJ
ERR1913155.2387912__1.2387912	820__A0A173YYG4__evgS_3
ERR1913155.2387967__1.2387967	88431__A0A3D0EY52__ERS852573_01763
ERR1913155.2388029__1.2388029	1150298__A0A174HB98__ERS852406_02617
ERR1913155.2388119__1.2388119	823__A6LEF3__ERS852560_01356
ERR1913155.2388282__1.2388282	1150298__A0A174RP87__uppP_1
ERR1913155.2388374__1.2388374	35833__S2KTV4__HMPREF0179_05216
ERR1913155.2388360__1.2388360	246787__A0A0P0GS73__HMPREF1062_06327
ERR1913155.2388525__1.2388525	410072__C0BDJ9__ERS852525_02311
ERR1913155.2388533__1.2388533	410072__A0A174E1G6__phoR_6
ERR1913155.2388583__1.2388583	40518__R5DNI6__RBATCC27255_00844
ERR1913155.2388882__1.2388882	820__A7VAR9__ERS852421_00197
ERR1913155.2389021__1.2389021	1262911__R6GNY6__BN557_00004
ERR1913155.2389210__1.2389210	1262886__R6Q824__BN563_00941
ERR1913155.2389393__1.2389393	216816__B7GQ29__APC1465_1199
ERR1913155.2389765__1.2389765	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913155.2389735__1.2389735	310298__B3JQJ5__BACCOP_04231
ERR1913155.2389743__1.2389743	823__A0A174DZM1__DDY96_10310
ERR1913155.2389766__1.2389766	1262924__R7HRE7__BN585_00055
ERR1913155.2389780__1.2389780	61171__B9YDB5__HOLDEFILI_03831
ERR1913155.2390098__1.2390098	40518__R5DU52__RB5AMG_02245
ERR1913155.2390353__1.2390353	301302__A0A0M6WZT5__M72_18331
ERR1913155.2390561__1.2390561	1150298__A0A174RJU1__gsiA_4
ERR1913155.2390618__1.2390618	823__D0TGD9__hpt
ERR1913155.2390785__1.2390785	100886__A0A174IUT3__CATMIT_01308
ERR1913155.2390817__1.2390817	216816__A0A2U0BT35__BL1206_1860
ERR1913155.2390765__1.2390765	371601__C3QPA5__B5E52_17855
ERR1913155.2390969__1.2390969	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913155.2390994__1.2390994	1150298__A0A174FT13__ERS852406_02197
ERR1913155.2391033__1.2391033	410072__A0A174IE93__DXD67_12120
ERR1913155.2391080__1.2391080	28052__R7NFJ5__ERS852499_01893
ERR1913155.2391092__1.2391092	28117__B0MTY2__BHV66_06485
ERR1913155.2391192__1.2391192	387090__S0F8B2__BACCOPRO_02129
ERR1913155.2391172__1.2391172	100886__E2NTX6__macB_18
ERR1913155.2391186__1.2391186	1262942__R7QZT1__BN520_02233
ERR1913155.2391250__1.2391250	301302__R5UQ67__M72_23121
ERR1913155.2391400__1.2391400	853__A0A2A6Z8X1__FPR_03410
ERR1913155.2391516__1.2391516	821__A6L0C7__ERS852556_03520
ERR1913155.2391599__1.2391599	1262911__R6GT76__BN557_01150
ERR1913155.2391653__1.2391653	371601__A0A1H4GP73__B5E50_17960
ERR1913155.2391667__1.2391667	418240__C6JGL2__ERS852523_00030
ERR1913155.2391697__1.2391697	33025__A0A395J947__C8D73_11315
ERR1913155.2391779__1.2391779	301302__A0A0M6WZT5__M72_18331
ERR1913155.2391910__1.2391910	116085__D4J3V0__DW747_12385
ERR1913155.2392050__1.2392050	1262886__R6QML7__BN563_00260
ERR1913155.2392196__1.2392196	40518__R5DZC6__mreC
ERR1913155.2392270__1.2392270	301302__R5UUM8__ganB_1
ERR1913155.2392332__1.2392332	216816__A0A061M1M5__HMPREF0177_01046
ERR1913155.2392339__1.2392339	820__I9A4U7__DHU98_12785
ERR1913155.2392501__1.2392501	40518__R5DTJ1__DXD86_03635
ERR1913155.2392486__1.2392486	301302__A0A173TYC8__M72_00761
ERR1913155.2392542__1.2392542	301302__A0A173SUI7__M72_11091
ERR1913155.2392576__1.2392576	33043__A0A173YUV6__ERS852386_00507
ERR1913155.2392592__1.2392592	28117__B0MUX4__ALIPUT_00911
ERR1913155.2392627__1.2392627	626930__F3PVE2__HMPREF9446_02720
ERR1913155.2392606__1.2392606	39491__A0A395V0H6__ERS852580_02570
ERR1913155.2393202__1.2393202	821__A0A3E4KIM1__M097_3660
ERR1913155.2393217__1.2393217	39491__A0A395ZKJ0__DXD13_11010
ERR1913155.2393235__1.2393235	147206__GCF_000156215.1_01776
ERR1913155.2393427__1.2393427	39491__D6E2U1__EUBREC_3278
ERR1913155.2393344__1.2393344	1897011__A0A1Q6RH85__BHW41_01750
ERR1913155.2393527__1.2393527	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913155.2393548__1.2393548	39491__D4JMW8__ERS852497_01971
ERR1913155.2393642__1.2393642	40518__R5DUG7__sbcC
ERR1913155.2393776__1.2393776	1160721__W0U3P8__RBI_I00386
ERR1913155.2393782__1.2393782	1262924__R7HSF6__BN585_00844
ERR1913155.2393786__1.2393786	301302__A0A0M6WWS5__M72_14631
ERR1913155.2393788__1.2393788	821__A0A0P0M3U7__DXB90_14325
ERR1913155.2393822__1.2393822	487174__K0X1H0__DDY40_11080
ERR1913155.2393823__1.2393823	1262886__R6QJF6__BN563_01169
ERR1913155.2393888__1.2393888	40518__R5DVR2__RBL236_00303
ERR1913155.2394282__1.2394282	216816__C5E9A6__mutT4
ERR1913155.2394533__1.2394533	204516__U6RFV1__HMPREF1534_02560
ERR1913155.2394612__1.2394612	39491__A0A173TM76__DXB72_10535
ERR1913155.2394973__1.2394973	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913155.2395045__1.2395045	1263005__R6EZK9__BN497_01649
ERR1913155.2395078__1.2395078	1262911__R6GLA5__BN557_01456
ERR1913155.2395186__1.2395186	40518__R5DVQ2__DXD93_00365
ERR1913155.2395277__1.2395277	821__D4VC51__M099_1508
ERR1913155.2395388__1.2395388	40518__R5DLW4__thiN
ERR1913155.2395648__1.2395648	40518__R5DLM5__RB5AMG_00422
ERR1913155.2395684__1.2395684	40518__R5DS23__DXD86_01715
ERR1913155.2395701__1.2395701	47678__R5U3V5__DW706_14455
ERR1913155.2395747__1.2395747	100886__A0A174HSH4__CATMIT_02717
ERR1913155.2395834__1.2395834	40518__R5DRG6__ylbJ
ERR1913155.2395862__1.2395862	820__A7V049__DXB48_04755
ERR1913155.2395847__1.2395847	46228__B5CPT9__DXD17_07345
ERR1913155.2396006__1.2396006	39492__D4JWR6__dnaN
ERR1913155.2396132__1.2396132	28117__B0MY40__BHV66_05170
ERR1913155.2396257__1.2396257	823__A0A173W1W2__M095_4076
ERR1913155.2396303__1.2396303	35833__E5Y6S3__HMPREF0179_01886
ERR1913155.2396419__1.2396419	418240__A0A174FWP2__ERS852478_02093
ERR1913155.2396538__1.2396538	1550024__A0A0D8J296__ASJ35_12655
ERR1913155.2396571__1.2396571	328814__GCA_004558275.1_00100
ERR1913155.2396734__1.2396734	39488__A0A173SKK4__ERS852578_01024
ERR1913155.2396788__1.2396788	1262886__R6Q765__BN563_00634
ERR1913155.2396863__1.2396863	1150298__R7JUS7__ytlR
ERR1913155.2397232__1.2397232	487174__K0XJ34__DDY40_06890
ERR1913155.2397301__1.2397301	1897011__A0A1Q6RI90__BHW41_01230
ERR1913155.2397448__1.2397448	1150298__A0A174DX06__ERS852498_00491
ERR1913155.2397493__1.2397493	853__A0A2A7B1Y7__C7K05_11930
ERR1913155.2397456__1.2397456	853__A0A173XRA8__CGS56_09290
ERR1913155.2397463__1.2397463	39491__C4ZHS4__EUR_24420
ERR1913155.2397846__1.2397846	40518__R5E8B6__RB5AMG_00876
ERR1913155.2397900__1.2397900	216816__A0A133LQN7__BL15B_00780
ERR1913155.2398024__1.2398024	1150298__A0A174R918__ERS852535_01749
ERR1913155.2398136__1.2398136	1897011__A0A1Q6RC92__BHW41_06320
ERR1913155.2398083__1.2398083	1262924__R7HUJ5__BN585_00830
ERR1913155.2398302__1.2398302	820__A0A139K5A6__DXB48_12175
ERR1913155.2398321__1.2398321	649756__L1QAG6__etfB_5
ERR1913155.2398324__1.2398324	216816__A0A2N0SME6__BLIF_1881
ERR1913155.2398379__1.2398379	40518__R5DTH7__DXD83_02405
ERR1913155.2398400__1.2398400	40518__R5DZU5__RBL263_00458
ERR1913155.2398438__1.2398438	820__A7V859__ERS852462_00341
ERR1913155.2398575__1.2398575	46228__B5CL89__RUMLAC_00210
ERR1913155.2398609__1.2398609	40518__R5DMZ0__DXD83_05610
ERR1913155.2398646__1.2398646	821__A0A396F9T7__M097_3427
ERR1913155.2398688__1.2398688	301302__A0A0M6WIU8__M72_26811
ERR1913155.2398695__1.2398695	418240__A0A174EIE7__pknG
ERR1913155.2398724__1.2398724	33043__A0A173XM20__ERS852445_01573
ERR1913155.2398795__1.2398795	39491__D4JMW8__ERS852497_01971
ERR1913155.2398814__1.2398814	116085__D4J8J7__DW747_08845
ERR1913155.2398866__1.2398866	40518__R5DUG7__sbcC
ERR1913155.2398983__1.2398983	39491__A0A395ZG74__licR
ERR1913155.2398941__1.2398941	1150298__A0A174L6T3__cobD
ERR1913155.2399005__1.2399005	572010__rpoB
ERR1913155.2399099__1.2399099	410072__A0A173SWT8__ERS852389_01443
ERR1913155.2399141__1.2399141	338188__A0A173XK96__BACFIN_08439
