ERR1913249.568__1.568	1680__A0A374QDL4__LMG18897_0432
ERR1913249.1332262__1.1332262	239935__A0A2N8IMC9__CXU09_02095
ERR1913249.1332373__1.1332373	239935__A0A139TQT9__Amuc_1197
ERR1913249.1332378__1.1332378	1262869__R7CUK0__BN625_00521
ERR1913249.1332402__1.1332402	39496__A5Z5I2__EUBVEN_00963
ERR1913249.1332431__1.1332431	1550024__A0A3B9WI04__ASJ35_06105
ERR1913249.1332452__1.1332452	1263000__R5EXT3__BN466_02213
ERR1913249.1332454__1.1332454	28117__B0MZ14__ALIPUT_02383
ERR1913249.1332617__1.1332617	1796613__A0A1C7GYD6__A4V03_03700
ERR1913249.1332797__1.1332797	28117__B0MUY3__BHV66_00515
ERR1913249.1333019__1.1333019	28117__B0MTW8__ALIPUT_00502
ERR1913249.1333176__1.1333176	853__A0A173YYY4__DWZ04_09420
ERR1913249.1333303__1.1333303	1150298__A0A174KMK7__rluD_3
ERR1913249.1333315__1.1333315	1150298__A0A174LTU2__recX
ERR1913249.1333356__1.1333356	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.1333441__1.1333441	1150298__R7JTG8__smf
ERR1913249.1333648__1.1333648	552398__F4XCQ4__HMPREF0866_01621
ERR1913249.1333674__1.1333674	1124654__GeneID:3952987
ERR1913249.1334094__1.1334094	328814__GCA_004558275.1_00293
ERR1913249.1334145__1.1334145	1150298__R7JVR8__ERS852498_01126
ERR1913249.1334233__1.1334233	239935__R6J9N8__CXT96_07990
ERR1913249.1334261__1.1334261	239935__A0A2N8IU45__DEF40_02365
ERR1913249.1334266__1.1334266	239935__R7E524__CXT91_06180
ERR1913249.1334303__1.1334303	572010__napA
ERR1913249.1334341__1.1334341	44742__A0A0X8JIK8__AXF13_04875
ERR1913249.1334436__1.1334436	239935__A0A2N8IF99__lpdA
ERR1913249.1334536__1.1334536	853__A8S882__C4N23_07600
ERR1913249.1334838__1.1334838	1262911__R6H174__BN557_01246
ERR1913249.1334854__1.1334854	239935__A0A139TPU7__CXT91_06575
ERR1913249.1334909__1.1334909	216816__A0A133L1E2__ptsP
ERR1913249.1334977__1.1334977	28117__R7JPX7__BHV66_00900
ERR1913249.1335175__1.1335175	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1335225__1.1335225	28052__R7N7E0__cynR_4
ERR1913249.1335497__1.1335497	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.1335529__1.1335529	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.1335562__1.1335562	239935__R6JAS2__CXU02_10725
ERR1913249.1335615__1.1335615	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.1335674__1.1335674	1262911__R6GTF7__BN557_01242
ERR1913249.1335764__1.1335764	239935__A0A2N8J2P6__ADH72_06730
ERR1913249.1335810__1.1335810	239935__A0A2N8IKW7__pstA
ERR1913249.1336361__1.1336361	1262869__R7CUK0__BN625_00521
ERR1913249.1336455__1.1336455	1262911__R6GKW2__BN557_01379
ERR1913249.1336486__1.1336486	1550024__A0A3B9WE41__ASJ35_03585
ERR1913249.1336738__1.1336738	1680__A0A0B5BKZ3__DXD60_01450
ERR1913249.1336773__1.1336773	239935__A0A139TPD4__CXT86_06450
ERR1913249.1336882__1.1336882	1262869__R7CLN4__BN625_00089
ERR1913249.1336926__1.1336926	239935__A0A2N8IEP3__CXT84_03735
ERR1913249.1336966__1.1336966	239935__A0A139TPD4__CXT86_06450
ERR1913249.1337194__1.1337194	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.1337248__1.1337248	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.1337339__1.1337339	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.1337361__1.1337361	1262911__R6GMH5__BN557_00511
ERR1913249.1337437__1.1337437	239935__A0A2N8HL50__CXT98_09135
ERR1913249.1337460__1.1337460	1680__R5GZF2__DXC60_01925
ERR1913249.1337475__1.1337475	1262911__R6H0S8__BN557_01079
ERR1913249.1337615__1.1337615	1550024__G9RPC6__TQ39_05630
ERR1913249.1337817__1.1337817	28117__B0MUX7__ALIPUT_00918
ERR1913249.1337850__1.1337850	239935__A0A2N8IF99__lpdA
ERR1913249.1337870__1.1337870	239935__A0A2N8HT18__CXT93_06135
ERR1913249.1338137__1.1338137	1550024__A0A0D8IZK5__TQ39_07980
ERR1913249.1338187__1.1338187	394340__fabF
ERR1913249.1338367__1.1338367	1262911__R6GPC5__BN557_00852
ERR1913249.1338373__1.1338373	239935__A0A2N8HAQ1__DEF40_05290
ERR1913249.1338533__1.1338533	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.1338771__1.1338771	1680__R5GZF2__DXC60_01925
ERR1913249.1338772__1.1338772	820__A0A374Q854__HMPREF1073_03281
ERR1913249.1338761__1.1338761	1680__R5GR82__AD0028_0014
ERR1913249.1338768__1.1338768	239935__A0A2N8I5A2__DEF40_08455
ERR1913249.1338860__1.1338860	328814__GCA_004558275.1_00288
ERR1913249.1338952__1.1338952	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913249.1339030__1.1339030	74426__rpoB
ERR1913249.1339053__1.1339053	1197717__A0A1B2I0Z3__BED41_00065
ERR1913249.1339073__1.1339073	1680__A0A2R4G1K8__BBMN23_0315
ERR1913249.1339177__1.1339177	216816__B3DNW2__BL171B_07980
ERR1913249.1339207__1.1339207	343516__GeneID:3953000
ERR1913249.1339217__1.1339217	1739406__A0A1S1EMX8__HMPREF2902_02260
ERR1913249.1339254__1.1339254	487174__K0WS78__HMPREF9448_02825
ERR1913249.1339414__1.1339414	35833__E5Y2V2__HMPREF0179_00466
ERR1913249.1339558__1.1339558	487174__K0WS78__HMPREF9448_02825
ERR1913249.1339633__1.1339633	853__A0A2A7B1Y7__C7K05_11930
ERR1913249.1339646__1.1339646	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1339690__1.1339690	1262911__R6GT99__BN557_01335
ERR1913249.1339744__1.1339744	216816__V6XY04__APK78_02285
ERR1913249.1339768__1.1339768	239935__A0A2N8IVK9__CXU08_03750
ERR1913249.1339791__1.1339791	1550024__G9RPI3__ASJ35_09180
ERR1913249.1339971__1.1339971	239935__A0A2N8IEP3__CXT84_03735
ERR1913249.1340428__1.1340428	1680__A7A8N9__BBMN23_1271
ERR1913249.1340544__1.1340544	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.1340547__1.1340547	823__A0A355XEX9__ERS852560_03521
ERR1913249.1340574__1.1340574	74426__purL
ERR1913249.1340590__1.1340590	1685__A0A3D8UEL2__DRBB29_0129
ERR1913249.1340662__1.1340662	1520815__A0A1I3SB61__SAMN02910435_02340
ERR1913249.1340667__1.1340667	853__A0A2A6Z8X1__FPR_03410
ERR1913249.1340770__1.1340770	328814__GCA_004558275.1_00036
ERR1913249.1340795__1.1340795	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.1340951__1.1340951	1263006__R6MQA3__BN515_02104
ERR1913249.1340989__1.1340989	239935__A0A2N8I8X8__B5G29_00185
ERR1913249.1340992__1.1340992	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1341092__1.1341092	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.1341131__1.1341131	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.1341329__1.1341329	239935__R6JCH3__CXT95_08205
ERR1913249.1341408__1.1341408	1680__A0A087DHN0__AL0462_1532
ERR1913249.1341438__1.1341438	28117__B0MT73__ALIPUT_00412
ERR1913249.1341487__1.1341487	239935__A0A2N8HZW2__A4V05_11120
ERR1913249.1341510__1.1341510	1550024__G9RWQ7__ASJ35_03880
ERR1913249.1341661__1.1341661	853__A0A173TAZ8__DWZ46_14590
ERR1913249.1341745__1.1341745	33043__D5HHT0__ERS852445_02798
ERR1913249.1341835__1.1341835	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.1341960__1.1341960	1262911__R6H2J2__BN557_01228
ERR1913249.1341996__1.1341996	239935__A0A2N8HDT1__CXT94_05270
ERR1913249.1342188__1.1342188	239935__A0A139TVJ4__CXT86_02020
ERR1913249.1342191__1.1342191	239935__A0A2N8I390__CXU16_10675
ERR1913249.1342199__1.1342199	46503__R6Y2Y6__ERS852463_03103
ERR1913249.1342316__1.1342316	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.1342333__1.1342333	28117__B0MXU6__ALIPUT_01958
ERR1913249.1342371__1.1342371	410072__A0A173YNZ0__ERS852481_00766
ERR1913249.1342529__1.1342529	820__A0A174F696__macB_13
ERR1913249.1342595__1.1342595	216816__A0A133LQN7__BL15B_00780
ERR1913249.1342644__1.1342644	239935__A0A2N8IJI1__B5G29_04615
ERR1913249.1342648__1.1342648	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.1342666__1.1342666	239935__A0A2N8HDT1__CXT94_05270
ERR1913249.1342862__1.1342862	1262911__R6H2J2__BN557_01228
ERR1913249.1342866__1.1342866	328814__GCA_004558275.1_00989
ERR1913249.1342968__1.1342968	33043__D5HFX2__ERS852445_02161
ERR1913249.1343240__1.1343240	214856__R6Z590__ERS852447_01059
ERR1913249.1343270__1.1343270	1680__R5GRA4__ERS852382_01548
ERR1913249.1343299__1.1343299	28117__B0MY41__BHV66_05165
ERR1913249.1343319__1.1343319	853__A0A173SUU8__CGS54_06840
ERR1913249.1343357__1.1343357	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.1343412__1.1343412	239935__A0A139TMY7__CXU13_02020
ERR1913249.1343686__1.1343686	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.1343789__1.1343789	214856__A0A174H3U9__ERS852559_00612
ERR1913249.1343844__1.1343844	28117__B0MYM2__BHV66_04910
ERR1913249.1343845__1.1343845	1501391__GCA_000786575.1_00135
ERR1913249.1343923__1.1343923	1197717__A0A1B2I9U8__BED41_15960
ERR1913249.1343969__1.1343969	1472761__GCA_002159295.1_00731
ERR1913249.1344049__1.1344049	1262989__R6ZAH8__BN815_00636
ERR1913249.1344400__1.1344400	446660__GCA_003428235.1_01417
ERR1913249.1344438__1.1344438	310297__B5CZI0__BACPLE_02145
ERR1913249.1344601__1.1344601	40518__R5DLU0__fmt
ERR1913249.1344695__1.1344695	74426__rpoB
ERR1913249.1344769__1.1344769	216816__R5MZK3__DPC6320_1630
ERR1913249.1345002__1.1345002	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913249.1345021__1.1345021	310297__B5CXJ7__DXB87_06645
ERR1913249.1345057__1.1345057	239935__R6J4Y4__CXU17_09810
ERR1913249.1345067__1.1345067	28117__B0MVL5__BHV66_01660
ERR1913249.1345215__1.1345215	239935__A0A2N8I8X8__B5G29_00185
ERR1913249.1345271__1.1345271	239935__A0A139TQT9__Amuc_1197
ERR1913249.1345547__1.1345547	239935__A0A2N8I6R6__CXU04_04335
ERR1913249.1345762__1.1345762	46228__B5CNQ2__HMPREF1202_00124
ERR1913249.1345853__1.1345853	216816__A0A061M1M5__HMPREF0177_01046
ERR1913249.1345932__1.1345932	239935__A0A2N8HZW2__A4V05_11120
ERR1913249.1346028__1.1346028	239935__R7DVL7__CXT93_01180
ERR1913249.1346046__1.1346046	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.1346085__1.1346085	28117__B0MU76__ALIPUT_00202
ERR1913249.1346115__1.1346115	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.1346234__1.1346234	239935__A0A139TMZ5__CXU00_03150
ERR1913249.1346348__1.1346348	28117__B0MTY2__BHV66_06485
ERR1913249.1346361__1.1346361	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.1346422__1.1346422	1550024__G9RVD5__ASJ35_04350
ERR1913249.1346594__1.1346594	239935__A0A2N8IU14__ADH72_05655
ERR1913249.1346687__1.1346687	552398__T5S086__HMPREF0866_01580
ERR1913249.1346714__1.1346714	1150298__A0A174U7I9__ERS852406_02991
ERR1913249.1346761__1.1346761	1550024__G9RTA6__TQ39_10970
ERR1913249.1346794__1.1346794	853__A0A173YYY4__DWZ04_09420
ERR1913249.1346930__1.1346930	1262911__R6GK39__BN557_01755
ERR1913249.1346933__1.1346933	239935__A0A3F3K985__CXT98_05805
ERR1913249.1347005__1.1347005	1263044__GCA_000433375.1_00023
ERR1913249.1347048__1.1347048	853__A0A2A6Z8X1__FPR_03410
ERR1913249.1347078__1.1347078	239935__A0A139TMG9__CXU07_10650
ERR1913249.1347108__1.1347108	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.1347148__1.1347148	239935__A0A2N8HHY4__DEF40_10850
ERR1913249.1347186__1.1347186	853__A0A173T0Y8__CGS54_07215
ERR1913249.1347305__1.1347305	1965604__A0A1Y4EU07__B5F54_13560
ERR1913249.1347337__1.1347337	239935__A0A139TQT9__Amuc_1197
ERR1913249.1347487__1.1347487	239935__R6J4Y4__CXU17_09810
ERR1913249.1347489__1.1347489	239935__R6IZU4__CXT87_08085
ERR1913249.1347761__1.1347761	552398__F4XHU2__HMPREF0866_03196
ERR1913249.1347902__1.1347902	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1348009__1.1348009	239935__A0A2N8IV82__CXT99_06735
ERR1913249.1348195__1.1348195	817__Q64N43__HMPREF1205_01348
ERR1913249.1348251__1.1348251	1550024__G9RW08__ASJ35_03155
ERR1913249.1348514__1.1348514	239935__A0A2N8IUU3__CXU18_08060
ERR1913249.1348535__1.1348535	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.1348543__1.1348543	562__P69229__G746_02312
ERR1913249.1348562__1.1348562	1550024__G9RVD5__ASJ35_04350
ERR1913249.1348648__1.1348648	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913249.1348656__1.1348656	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913249.1348777__1.1348777	28052__R7NAV8__ERS852451_01869
ERR1913249.1349038__1.1349038	40518__R5DVR2__RBL236_00303
ERR1913249.1349247__1.1349247	35833__E5Y5X2__HMPREF0179_01585
ERR1913249.1349582__1.1349582	239935__A0A2N8HPX2__CXT90_09930
ERR1913249.1349687__1.1349687	239935__A0A2N8IFA0__CXT92_02050
ERR1913249.1349754__1.1349754	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1349840__1.1349840	239935__A0A2N8INK7__Amuc_0521
ERR1913249.1349915__1.1349915	387090__S0F7Y3__BACCOPRO_02028
ERR1913249.1350039__1.1350039	820__A0A396CMY7__HMPREF1072_03009
ERR1913249.1350080__1.1350080	239935__A0A139TPG3__CXT86_08810
ERR1913249.1350097__1.1350097	1262911__R6H0U7__BN557_01104
ERR1913249.1350205__1.1350205	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.1350465__1.1350465	1262911__R6GX31__BN557_00315
ERR1913249.1350597__1.1350597	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.1350735__1.1350735	239935__A0A139TVJ4__CXT86_02020
ERR1913249.1351140__1.1351140	1681__K2IQE2__uvrD
ERR1913249.1351280__1.1351280	239935__A0A2N8HT68__ADH72_00510
ERR1913249.1351314__1.1351314	28117__B0MZ50__ALIPUT_02424
ERR1913249.1351547__1.1351547	239935__R6J9Y2__CXT85_07000
ERR1913249.1351686__1.1351686	552398__F4XFG7__HMPREF0866_02342
ERR1913249.1351906__1.1351906	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913249.1351957__1.1351957	239935__A0A139TPG3__CXT86_08810
ERR1913249.1352014__1.1352014	292800__A0A174VL30__A4U99_16555
ERR1913249.1352020__1.1352020	239935__A0A2N8HT18__CXT93_06135
ERR1913249.1352180__1.1352180	216816__A0A2U0BLP0__tsaB
ERR1913249.1352322__1.1352322	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913249.1352394__1.1352394	1262911__R6GX31__BN557_00315
ERR1913249.1352634__1.1352634	40518__R5DR72__RBL236_02110
ERR1913249.1352698__1.1352698	563769__GeneID:6973158
ERR1913249.1352752__1.1352752	1550024__G9RNN5__TQ39_03430
ERR1913249.1352921__1.1352921	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1353231__1.1353231	239935__B2UPZ6__CXU03_03800
ERR1913249.1353289__1.1353289	10680__GeneID:1261099
ERR1913249.1353344__1.1353344	28117__B0MWP2__ALIPUT_01468
ERR1913249.1353444__1.1353444	239935__A0A2N8I791__CXT99_09415
ERR1913249.1353676__1.1353676	1160721__W0U1Y5__BHW50_01965
ERR1913249.1353750__1.1353750	820__A0A3E4RUC4__DHU98_02635
ERR1913249.1353998__1.1353998	239935__A0A2N8IUK0__CXU01_07370
ERR1913249.1354109__1.1354109	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1354253__1.1354253	214856__A0A173YE57__ERS852559_00126
ERR1913249.1354264__1.1354264	1680__A0A076JNH5__DXC60_03835
ERR1913249.1354371__1.1354371	28117__B0MTW8__ALIPUT_00502
ERR1913249.1354571__1.1354571	239935__A0A139TT05__CXU09_03335
ERR1913249.1354581__1.1354581	28117__B0N007__BHV66_10275
ERR1913249.1354690__1.1354690	1680__A0A174BEE7__BSTER_1311
ERR1913249.1354726__1.1354726	239935__A0A2N8IJI1__B5G29_04615
ERR1913249.1354763__1.1354763	820__A0A174CG08__DXB62_13215
ERR1913249.1355014__1.1355014	28117__B0MWC6__BHV66_00965
ERR1913249.1355042__1.1355042	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.1355309__1.1355309	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.1355405__1.1355405	239935__A0A139TPG3__CXT86_08810
ERR1913249.1355417__1.1355417	239935__A0A2N8IIB9__CXU04_01970
ERR1913249.1355476__1.1355476	239935__R7DVL7__CXT93_01180
ERR1913249.1355510__1.1355510	328814__GCA_004558275.1_00076
ERR1913249.1355578__1.1355578	1263000__R5ES99__BN466_01121
ERR1913249.1355639__1.1355639	820__A0A139K4W1__M093_0353
ERR1913249.1355670__1.1355670	1263000__R5EXT3__BN466_02213
ERR1913249.1355800__1.1355800	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.1355819__1.1355819	1550024__G9RWG5__TQ39_04290
ERR1913249.1356042__1.1356042	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1356144__1.1356144	328814__GCA_004558275.1_00034
ERR1913249.1356453__1.1356453	214856__A0A174A1J3__ERS852447_01000
ERR1913249.1356410__1.1356410	239935__A0A2N8IZ16__CXT84_05850
ERR1913249.1356477__1.1356477	1262989__R6Y7N9__BN815_01311
ERR1913249.1356483__1.1356483	1262911__R6GN99__BN557_01784
ERR1913249.1356570__1.1356570	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.1356542__1.1356542	1262911__R6GR13__BN557_00618
ERR1913249.1356646__1.1356646	28117__B0MU76__ALIPUT_00202
ERR1913249.1356680__1.1356680	239935__A0A2N8I6R6__CXU04_04335
ERR1913249.1356851__1.1356851	820__A0A139KG04__ERS852459_01249
ERR1913249.1356812__1.1356812	853__A0A329UEG4__CHR60_00585
ERR1913249.1356904__1.1356904	239935__A0A2N8IL82__CXU02_11740
ERR1913249.1357006__1.1357006	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913249.1357027__1.1357027	1680__A0A3E4SB79__BAD_1517
ERR1913249.1357174__1.1357174	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.1357224__1.1357224	1550024__G9RT86__ASJ35_16935
ERR1913249.1357256__1.1357256	239935__A0A2N8I6R6__CXU04_04335
ERR1913249.1357313__1.1357313	39485__R5ZPP8__EUBELI_20334
ERR1913249.1357379__1.1357379	1297617__A0A0S2W7K0__IB211_02916
ERR1913249.1357730__1.1357730	40518__R5DLU0__fmt
ERR1913249.1357885__1.1357885	239935__A0A2N8I791__CXT99_09415
ERR1913249.1357887__1.1357887	821__A0A396F598__CUU_3259
ERR1913249.1358093__1.1358093	239935__A0A2N8I365__CXU20_11690
ERR1913249.1358138__1.1358138	239935__A0A2N8IVK9__CXU08_03750
ERR1913249.1358210__1.1358210	821__A0A0P0M2J4__DXD46_10295
ERR1913249.1358182__1.1358182	820__A0A3E4RU03__M093_0563
ERR1913249.1358258__1.1358258	239935__A0A2N8HQR1__Amuc_0287
ERR1913249.1358326__1.1358326	817__A0A395WHI5__M113_3549
ERR1913249.1358348__1.1358348	74426__nifJ
ERR1913249.1358505__1.1358505	820__R9I3N4__M093_0061
ERR1913249.1358753__1.1358753	216816__V6XY04__APK78_02285
ERR1913249.1358894__1.1358894	214856__A0A173YXX1__ERS852559_01651
ERR1913249.1359026__1.1359026	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.1359067__1.1359067	823__K6A718__CEQ22_003390
ERR1913249.1359196__1.1359196	1680__A0A1V8QAM8__BIFADO_02272
ERR1913249.1359317__1.1359317	817__A0A0E2SS13__DXA81_19780
ERR1913249.1359473__1.1359473	1550024__G9RWC0__ASJ35_03560
ERR1913249.1359509__1.1359509	820__A0A3E4VZT7__DXB48_16145
ERR1913249.1359692__1.1359692	817__A0A0E2TEJ6__DXD74_00265
ERR1913249.1359720__1.1359720	1262911__R6H2B5__BN557_01151
ERR1913249.1359724__1.1359724	414970__GeneID:5204387
ERR1913249.1359930__1.1359930	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.1359975__1.1359975	853__A0A2A7B1Y7__C7K05_11930
ERR1913249.1360085__1.1360085	1550024__G9RX51__TQ39_04720
ERR1913249.1360101__1.1360101	1262911__R6GS52__BN557_00834
ERR1913249.1360108__1.1360108	1550024__G9RWG1__ASJ35_03770
ERR1913249.1360169__1.1360169	239935__A0A2N8HB50__CXU17_02615
ERR1913249.1360177__1.1360177	239935__A0A2N8HB50__CXU17_02615
ERR1913249.1360227__1.1360227	28117__B0MT86__BHV66_02450
ERR1913249.1360233__1.1360233	387090__S0F8B2__BACCOPRO_02129
ERR1913249.1360365__1.1360365	239935__A0A139TMG9__CXU07_10650
ERR1913249.1360369__1.1360369	1150298__R7JTG8__smf
ERR1913249.1360379__1.1360379	1965604__A0A1Y4ELT7__B5F54_15250
ERR1913249.1360534__1.1360534	28117__R7JJM9__ALIPUT_00662
ERR1913249.1360781__1.1360781	1262911__R6GKX4__BN557_01388
ERR1913249.1360970__1.1360970	1262911__R6GVB3__BN557_01690
ERR1913249.1361224__1.1361224	239935__A0A2N8HAQ1__DEF40_05290
ERR1913249.1361274__1.1361274	239935__A0A2N8HMQ8__pgsA
ERR1913249.1361330__1.1361330	1297617__A0A0S2W8P7__BIV19_11120
ERR1913249.1361390__1.1361390	239935__R6JWJ7__CXT94_02580
ERR1913249.1361399__1.1361399	239935__R7DVL7__CXT93_01180
ERR1913249.1361533__1.1361533	1680__A0A087DHN0__AL0462_1532
ERR1913249.1361596__1.1361596	823__A0A355XLH0__fepA_1
ERR1913249.1361657__1.1361657	239935__A0A2N8HB50__CXU17_02615
ERR1913249.1361789__1.1361789	1262911__R6GTZ0__BN557_01437
ERR1913249.1361848__1.1361848	1263006__R6MQA3__BN515_02104
ERR1913249.1361893__1.1361893	208479__A0A3E2UX11__HMPREF1085_02425
ERR1913249.1361916__1.1361916	1262911__R6GMS3__BN557_00579
ERR1913249.1362019__1.1362019	74426__pdxS
ERR1913249.1362104__1.1362104	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.1362477__1.1362477	239935__A0A2N8I3Z7__CXU05_10555
ERR1913249.1362459__1.1362459	28117__B0MXG7__BHV66_08620
ERR1913249.1362589__1.1362589	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.1362599__1.1362599	239935__A0A2N8IUK0__CXU01_07370
ERR1913249.1362581__1.1362581	820__A0A3E4GA19__SAMN05444418_10562
ERR1913249.1362660__1.1362660	216816__C2GTV6__AS143_01355
ERR1913249.1362678__1.1362678	1262869__R7CM27__BN625_00993
ERR1913249.1362898__1.1362898	214856__A0A174A0P3__ERS852447_00994
ERR1913249.1362914__1.1362914	817__A0A015YR67__M130_0551
ERR1913249.1363007__1.1363007	1550024__A0A3B9WIA4__TQ39_14495
ERR1913249.1363057__1.1363057	239935__A0A139TPD4__CXT86_06450
ERR1913249.1363078__1.1363078	1262746__R5SS80__BN750_02125
ERR1913249.1363100__1.1363100	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913249.1363157__1.1363157	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913249.1363271__1.1363271	817__A0A015YR67__M130_0551
ERR1913249.1363330__1.1363330	328814__GCA_004558275.1_00025
ERR1913249.1363667__1.1363667	1150298__A0A174GJF6__bglX_2
ERR1913249.1364072__1.1364072	239935__A0A2N8HDT1__CXT94_05270
ERR1913249.1364177__1.1364177	28117__B0MXJ1__BHV66_08445
ERR1913249.1364279__1.1364279	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.1364640__1.1364640	239935__A0A2N8HH03__CXU09_08875
ERR1913249.1364625__1.1364625	1262911__R6H2J2__BN557_01228
ERR1913249.1364710__1.1364710	1262869__R7CM75__BN625_00831
ERR1913249.1364833__1.1364833	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.1364835__1.1364835	823__A6LBY1__ERS852380_00510
ERR1913249.1365155__1.1365155	1550024__G9RWR2__TQ39_04385
ERR1913249.1365156__1.1365156	239935__R7DVL7__CXT93_01180
ERR1913249.1365198__1.1365198	1150298__A0A174KDB8__psd
ERR1913249.1365407__1.1365407	239935__A0A2N8HB50__CXU17_02615
ERR1913249.1365482__1.1365482	239935__A0A2N8HX65__CXU17_02540
ERR1913249.1365912__1.1365912	1262911__R6GLA5__BN557_01456
ERR1913249.1365934__1.1365934	239935__A0A2N8IL82__CXU02_11740
ERR1913249.1366156__1.1366156	1263000__R5EQY7__BN466_01150
ERR1913249.1366223__1.1366223	239935__B2UPZ6__CXU03_03800
ERR1913249.1366325__1.1366325	853__A0A329UEG4__CHR60_00585
ERR1913249.1366438__1.1366438	817__A0A396EMA4__M108_0298
ERR1913249.1366719__1.1366719	1262869__R7CM27__BN625_00993
ERR1913249.1366789__1.1366789	1262869__R7CT51__BN625_00231
ERR1913249.1366989__1.1366989	1263006__R6LH13__BN515_01020
ERR1913249.1367268__1.1367268	328814__GCA_004558275.1_00293
ERR1913249.1367305__1.1367305	1262911__R6H174__BN557_01246
ERR1913249.1367501__1.1367501	239935__R7DVL7__CXT93_01180
ERR1913249.1367555__1.1367555	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1367657__1.1367657	820__R9HXK9__DXB62_08265
ERR1913249.1367768__1.1367768	1262911__R6H174__BN557_01246
ERR1913249.1367783__1.1367783	239935__A0A139TMG9__CXU07_10650
ERR1913249.1367964__1.1367964	239935__R6IZT7__CXU18_11710
ERR1913249.1368062__1.1368062	239935__R6JCH3__CXT95_08205
ERR1913249.1368217__1.1368217	1262869__R7CPL6__BN625_01439
ERR1913249.1368284__1.1368284	853__A0A2A7B9I6__DW855_13690
ERR1913249.1368465__1.1368465	1297617__A0A0S2W899__BIV19_10510
ERR1913249.1368651__1.1368651	1680__A0A087DHN0__AL0462_1532
ERR1913249.1368842__1.1368842	853__D4K7X0__DW905_09540
ERR1913249.1368939__1.1368939	39496__A5Z5I2__EUBVEN_00963
ERR1913249.1369003__1.1369003	820__A0A396EUU8__luxQ_3
