ERR1913283.120__1.120	820__A0A139K426__B5G17_09115
ERR1913283.841362__1.841362	820__A0A174FUF0__HMPREF1073_03308
ERR1913283.841497__1.841497	418240__A0A174G945__ERS852523_01868
ERR1913283.841574__1.841574	853__C7H7F8__yccM_1
ERR1913283.841587__1.841587	820__A0A3E4GA19__SAMN05444418_10562
ERR1913283.841624__1.841624	28117__B0MTW8__ALIPUT_00502
ERR1913283.841964__1.841964	338188__K5DGQ6__HMPREF1057_00968
ERR1913283.842091__1.842091	338188__R6RV06__HMPREF1057_00250
ERR1913283.842097__1.842097	1262700__R5XIA6__BN695_00438
ERR1913283.842351__1.842351	357276__I8WHY2__HMPREF1063_00555
ERR1913283.842397__1.842397	357276__A0A0M1W9N4__GV66_05135
ERR1913283.842593__1.842593	1304__F8LL84__TZ98_00083
ERR1913283.842618__1.842618	239935__B2UQP8__CXU15_01110
ERR1913283.842694__1.842694	387090__S0F8B2__BACCOPRO_02129
ERR1913283.842827__1.842827	853__A0A2A7B9I6__DW855_13690
ERR1913283.842970__1.842970	338188__R6S8N0__BACFIN_06127
ERR1913283.843020__1.843020	1262825__R5ECH5__BN724_02253
ERR1913283.843128__1.843128	239935__A0A139TMY7__CXU13_02020
ERR1913283.843208__1.843208	1160721__W0U6F9__RBI_I01687
ERR1913283.843305__1.843305	33043__D5HEE1__ERS852386_01671
ERR1913283.843320__1.843320	28117__B0MWP2__ALIPUT_01468
ERR1913283.843405__1.843405	823__A0A078TE44__DD466_14830
ERR1913283.843613__1.843613	820__R9HP61__DXC91_01090
ERR1913283.843691__1.843691	47678__A5ZF31__DXB67_11050
ERR1913283.843779__1.843779	216816__A0A395XZB7__DXD37_04075
ERR1913283.843953__1.843953	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1913283.844042__1.844042	1262700__R5Y7Q5__BN695_00931
ERR1913283.844084__1.844084	823__A6LBY1__ERS852380_00510
ERR1913283.844394__1.844394	821__A0A174NM17__lacZ_6
ERR1913283.844547__1.844547	28118__R6F7E3__ompH_2
ERR1913283.844677__1.844677	820__A0A174KKV6__DXC07_02635
ERR1913283.844745__1.844745	820__A0A139K9Q2__DXD40_08795
ERR1913283.844833__1.844833	28117__B0MXW9__ALIPUT_01981
ERR1913283.844954__1.844954	338188__R6SW63__BACFIN_05400
ERR1913283.844963__1.844963	338188__R6RXC1__ERS852397_01581
ERR1913283.845175__1.845175	216816__A0A0S2MCH0__AYW81_04880
ERR1913283.845252__1.845252	1160721__W0U7T4__BHW50_09645
ERR1913283.845253__1.845253	820__A0A139KJ23__celCCA
ERR1913283.845429__1.845429	310297__R5W0Z1__BACPLE_02183
ERR1913283.845450__1.845450	310297__B5CZ21__DXB87_00235
ERR1913283.845410__1.845410	820__R9I3Q7__HMPREF1072_01668
ERR1913283.845517__1.845517	1262911__R6GSH0__BN557_00934
ERR1913283.845756__1.845756	35833__E5Y8N1__HMPREF0179_02549
ERR1913283.845772__1.845772	487174__K0X1H0__DDY40_11080
ERR1913283.846041__1.846041	820__A0A3E4G3J9__ERS852459_02265
ERR1913283.846159__1.846159	116085__D4J9Y4__rsmB
ERR1913283.846284__1.846284	28117__B0MVL2__BHV66_01645
ERR1913283.846326__1.846326	216816__C5E8I1__yciB
ERR1913283.846383__1.846383	820__A0A174A6K0__M093_0079
ERR1913283.846482__1.846482	40518__R5DTJ1__DXD86_03635
ERR1913283.846547__1.846547	28117__B0MXL6__ALIPUT_01851
ERR1913283.846594__1.846594	1262911__R6GKS1__BN557_00184
ERR1913283.846666__1.846666	1262911__R6GZW9__BN557_00833
ERR1913283.846869__1.846869	1309__A0A0E2ER42__SMU62_01445
ERR1913283.846923__1.846923	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913283.846952__1.846952	116085__D4J6U2__DW747_08350
ERR1913283.847133__1.847133	1160721__W0U3K9__BHW50_11040
ERR1913283.847364__1.847364	820__A0A174Q0F0__DXB48_08080
ERR1913283.847767__1.847767	357276__I8VLL2__HMPREF1065_03395
ERR1913283.847891__1.847891	116085__D4JA07__DW747_02915
ERR1913283.848144__1.848144	1262736__R5Y7T6__BN496_00858
ERR1913283.848172__1.848172	47678__I8UYF7__DW706_16415
ERR1913283.848100__1.848100	338188__R6D6U2__ERS852397_02840
ERR1913283.848106__1.848106	39492__D4JWJ4__EUBSIR_01090
ERR1913283.848567__1.848567	853__A0A173XRA8__CGS56_09290
ERR1913283.848649__1.848649	39492__A0A174ZG93__EUBSIR_00254
ERR1913283.848683__1.848683	674529__R6V671__SAMN05444400_106195
ERR1913283.848716__1.848716	1262924__R7HQP2__BN585_01509
ERR1913283.848737__1.848737	2173__A0A1D2WV05__BK798_06920
ERR1913283.848810__1.848810	1150298__R7JNU0__nagK
ERR1913283.848854__1.848854	33025__A0A395JEP7__C8D73_10844
ERR1913283.848922__1.848922	360807__C0FPN7__ERS852444_02993
ERR1913283.848946__1.848946	1628085__A0A3E2XUX9__C7386_10290
ERR1913283.848970__1.848970	1262777__R5WDV0__BN512_00124
ERR1913283.848977__1.848977	820__A0A396EUU8__luxQ_3
ERR1913283.849151__1.849151	29466__D6KQC2__SAMEA4063028_01668
ERR1913283.849163__1.849163	418240__C6J8M5__yiaD
ERR1913283.849424__1.849424	1262911__R6GLI1__BN557_01518
ERR1913283.849425__1.849425	357276__I9FRW5__B5F95_21685
ERR1913283.849582__1.849582	884684__GCA_002892425.1_01032
ERR1913283.849726__1.849726	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913283.850029__1.850029	820__R7E9Z4__DXC68_06065
ERR1913283.850151__1.850151	1262889__R7H8U5__BN634_02236
ERR1913283.850252__1.850252	39492__D4MIY5__EUBSIR_00233
ERR1913283.850220__1.850220	239935__B2UL21__CXT98_03395
ERR1913283.850781__1.850781	1262777__R5VS90__BN512_01394
ERR1913283.850875__1.850875	674529__R6V5A6__SAMN05444400_12636
ERR1913283.850910__1.850910	301302__A0A173TNM6__luxQ
ERR1913283.851145__1.851145	1263107__GCA_000436995.1_00065
ERR1913283.851199__1.851199	820__A0A174TRB5__DXD40_11305
ERR1913283.851292__1.851292	1160721__R6T4W2__RBI_I00237
ERR1913283.851347__1.851347	1160721__W0U3Z9__RBI_I00543
ERR1913283.851676__1.851676	39491__A0A395V5L2__ERE_28270
ERR1913283.852010__1.852010	1262911__R6HN81__BN557_00921
ERR1913283.852132__1.852132	820__A0A139K0J1__HMPREF2141_03205
ERR1913283.852208__1.852208	1262736__R5Y285__BN496_00964
ERR1913283.852305__1.852305	74426__rpoB
ERR1913283.852418__1.852418	706562__GCA_900112995.1_00569
ERR1913283.852429__1.852429	1160721__A0A1C6DCM8__RBI_I01997
ERR1913283.852445__1.852445	338188__C9L0Q9__HMPREF1057_02408
ERR1913283.852643__1.852643	1263044__GCA_000433375.1_01145
ERR1913283.852704__1.852704	820__A7V9F9__B5G17_14640
ERR1913283.852729__1.852729	47678__A5ZEA3__ERS852558_00257
ERR1913283.852711__1.852711	1262700__R5XEQ4__BN695_01576
ERR1913283.852840__1.852840	239935__A0A3F3K985__CXT98_05805
ERR1913283.852900__1.852900	39492__D4JR08__ERS852540_02467
ERR1913283.852873__1.852873	1262700__R5Y6U0__BN695_00696
ERR1913283.853039__1.853039	821__A0A174V2F3__NCTC10583_01474
ERR1913283.853176__1.853176	239935__A0A2N8I390__CXU16_10675
ERR1913283.853192__1.853192	823__A0A395Z066__M091_0663
ERR1913283.853267__1.853267	820__A0A173WUD7__DXB48_08055
ERR1913283.853245__1.853245	820__A0A174RFI5__SAMN05444418_12240
ERR1913283.853310__1.853310	88431__A0A3D0F1X8__ERS852408_00673
ERR1913283.853510__1.853510	1262700__R5XWU5__BN695_01617
ERR1913283.853543__1.853543	821__A0A0P0M405__DXC02_15075
ERR1913283.853597__1.853597	820__A0A173YYG4__evgS_3
ERR1913283.853653__1.853653	1262888__R6PGZ9__BN582_00598
ERR1913283.853704__1.853704	487174__K0WUJ8__DIT83_08050
ERR1913283.853731__1.853731	1681__K2IQY4__RY70_39
ERR1913283.853768__1.853768	338188__A0A173WKZ0__BACFIN_07292
ERR1913283.853846__1.853846	106588__A6NPX7__BACCAP_00246
ERR1913283.853935__1.853935	1262911__R6H1K1__BN557_00910
ERR1913283.853965__1.853965	1262700__R5Y6J6__BN695_00596
ERR1913283.854052__1.854052	820__A0A139KEW8__DXB64_06405
ERR1913283.854080__1.854080	823__A0A355XLT7__HMPREF1075_03402
ERR1913283.854081__1.854081	823__A0A355XLT7__HMPREF1075_03402
ERR1913283.854083__1.854083	360807__A0A173XR05__RIL183_10401
ERR1913283.854280__1.854280	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913283.854310__1.854310	33025__A0A395J910__C8D73_11128
ERR1913283.854406__1.854406	1681__A0A286T9U4__DD698_01470
ERR1913283.854450__1.854450	371601__A0A139LNL6__ERS852396_04350
ERR1913283.854513__1.854513	1263044__GCA_000433375.1_01728
ERR1913283.854474__1.854474	1160721__R6U7U7__cheW1
ERR1913283.854611__1.854611	310298__B3JQD7__BACCOP_04095
ERR1913283.854612__1.854612	39491__A0A173SH34__EUR_24920
ERR1913283.854747__1.854747	818__A0A174P8N7__BSIG_4141
ERR1913283.854829__1.854829	820__A0A3E4FZM1__adaA_2
ERR1913283.854838__1.854838	1262889__R7HA49__BN634_00677
ERR1913283.854941__1.854941	28117__B0MXG7__BHV66_08620
ERR1913283.854994__1.854994	410072__A0A174DFS8__ERS852574_01251
ERR1913283.855269__1.855269	1262736__R5YX38__BN496_01145
ERR1913283.855324__1.855324	1150298__A0A174U7I9__ERS852406_02991
ERR1913283.855577__1.855577	310297__R5VVK0__BACPLE_02007
ERR1913283.855617__1.855617	39491__A0A395UUN5__EUBREC_0291
ERR1913283.855829__1.855829	360807__C0G083__ROSEINA2194_04432
ERR1913283.855868__1.855868	410072__C0B9G6__ERS852481_03113
ERR1913283.855988__1.855988	820__A0A396EUV1__B5G17_06465
ERR1913283.856009__1.856009	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913283.856067__1.856067	39485__A0A175A403__EUBELI_20577
ERR1913283.856082__1.856082	40518__R5E670__DXD93_06195
ERR1913283.856123__1.856123	871324__A0A1M6LYU7__SAMN05444350_15811
ERR1913283.856166__1.856166	301301__G2SZF8__ERS852391_01416
ERR1913283.856201__1.856201	39491__A0A396FRE7__EUR_27520
ERR1913283.856189__1.856189	820__A0A374Q854__HMPREF1073_03281
ERR1913283.856414__1.856414	239935__A0A139TMY7__CXU13_02020
ERR1913283.856480__1.856480	360807__A0A173YFC9__ROSEINA2194_03541
ERR1913283.856813__1.856813	487174__K0XM88__DDY40_02935
ERR1913283.856992__1.856992	556259__I0PXW0__BSGG_5187
ERR1913283.857009__1.857009	338188__R6D6U2__ERS852397_02840
ERR1913283.857068__1.857068	357276__A0A076J0Y3__IY41_06810
ERR1913283.857193__1.857193	820__A7V092__hldE
ERR1913283.857243__1.857243	338188__C9L246__HMPREF1057_00305
ERR1913283.857274__1.857274	674529__R6UPU0__SAMN05444400_108101
ERR1913283.857541__1.857541	1262888__R6QB20__BN582_00060
ERR1913283.857561__1.857561	39491__A0A395V1Y4__DXB99_08035
ERR1913283.857642__1.857642	360807__A0A173VUT6__RIL183_10071
ERR1913283.858068__1.858068	674529__A0A174FE49__DXB21_01625
ERR1913283.858148__1.858148	310298__B3JK97__BACCOP_02326
ERR1913283.858163__1.858163	1262736__R5YHJ1__BN496_00811
ERR1913283.858193__1.858193	821__A0A0P0L8F8__ERS852509_03705
ERR1913283.858268__1.858268	28117__B0MXR1__BHV66_08035
ERR1913283.858480__1.858480	39485__C4Z355__ERS852490_01971
ERR1913283.858613__1.858613	823__A0A173W8N5__ERS852513_00780
ERR1913283.858632__1.858632	46503__R6Y6S8__xynB_2
ERR1913283.858675__1.858675	1262756__R5X2S0__BN568_00766
ERR1913283.858678__1.858678	166486__D4KUK5__thiM
ERR1913283.858681__1.858681	239935__A0A2N8IYM5__CXT84_05130
ERR1913283.858690__1.858690	1262911__R6GTG0__BN557_01247
ERR1913283.858715__1.858715	357276__I9R2M6__BSEG_03499
ERR1913283.858748__1.858748	33043__A0A174H1Y6__ERS852575_02698
ERR1913283.858791__1.858791	820__A0A139K2N9__DXB62_12420
ERR1913283.858844__1.858844	39491__A0A395V0X2__EUBREC_3007
ERR1913283.858864__1.858864	1160721__W0U7T4__BHW50_09645
ERR1913283.858907__1.858907	39492__B0MPL6__EUBSIR_01779
ERR1913283.858997__1.858997	246787__A0A0P0GK12__BcellWH2_04154
ERR1913283.859006__1.859006	487174__K0WUM9__HMPREF9448_02608
ERR1913283.859118__1.859118	39491__A0A396FTE5__ERS852417_01346
ERR1913283.859269__1.859269	39491__A0A396FNY7__LD38_16155
ERR1913283.859295__1.859295	820__R9HP61__DXC91_01090
ERR1913283.859553__1.859553	360807__A0A396AF38__RIL183_00781
ERR1913283.859470__1.859470	166486__D4KZY5__ROSINTL182_07635
ERR1913283.859630__1.859630	28117__B0MXW9__ALIPUT_01981
ERR1913283.859705__1.859705	39492__D4JT75__EUBSIR_01776
ERR1913283.859771__1.859771	338188__A0A174EU88__BACFIN_08820
ERR1913283.859774__1.859774	487174__R5G1E8__DIT83_00510
ERR1913283.860061__1.860061	239935__A0A2N8ITW6__CXT91_06265
ERR1913283.860006__1.860006	820__A0A374Q8T2__DXB64_16190
ERR1913283.860271__1.860271	338188__C9L246__HMPREF1057_00305
ERR1913283.860461__1.860461	820__A0A139KHX1__HMPREF2141_00289
ERR1913283.860474__1.860474	1263044__GCA_000433375.1_02753
ERR1913283.860548__1.860548	820__A0A3E4VZF8__C801_00319
ERR1913283.860588__1.860588	39491__A0A396FBR6__DXC13_08575
ERR1913283.860601__1.860601	820__A0A3E4VXP2__yesR
ERR1913283.860756__1.860756	853__A0A174BZY1__xerD_1
ERR1913283.860837__1.860837	357276__B6W1Y5__IY41_11405
ERR1913283.860811__1.860811	239935__R7E524__CXT91_06180
ERR1913283.860864__1.860864	1304__A0A0Y1VYX0__DL08_03795
ERR1913283.861004__1.861004	28117__B0MXX2__ALIPUT_01984
ERR1913283.861055__1.861055	820__A0A396EUU8__luxQ_3
ERR1913283.861072__1.861072	39491__A0A395UWA3__DXB69_11805
ERR1913283.861254__1.861254	301301__G2T207__cph2_5
ERR1913283.861305__1.861305	39488__C0EY66__prkC_1
ERR1913283.861284__1.861284	1262700__R5XJU2__BN695_00943
ERR1913283.861360__1.861360	487174__K0WUJ5__HMPREF9448_02567
ERR1913283.861387__1.861387	820__A0A3E4G8F8__ERS852421_01645
ERR1913283.861406__1.861406	39485__C4Z5L2__ERS852490_00659
ERR1913283.861735__1.861735	820__A0A3E4GA19__SAMN05444418_10562
ERR1913283.861788__1.861788	1262911__R6GZW9__BN557_00833
ERR1913283.861869__1.861869	239935__A0A2N8I1R3__CXU05_06075
ERR1913283.862013__1.862013	1160721__W0U4D5__RBI_I01230
ERR1913283.862037__1.862037	820__A0A139K4W5__HMPREF2141_02394
ERR1913283.862046__1.862046	239935__B2UPZ6__CXU03_03800
ERR1913283.862051__1.862051	821__A0A0P0LFP6__C5Z04_13890
ERR1913283.862114__1.862114	28117__B0MUT8__ALIPUT_00879
ERR1913283.862202__1.862202	39485__C4Z069__EUBELI_00981
ERR1913283.862295__1.862295	853__D4KAK8__C4N21_13380
ERR1913283.862339__1.862339	39491__D4JMW8__ERS852497_01971
ERR1913283.862372__1.862372	246787__R6K7I2__BcellWH2_03256
ERR1913283.862463__1.862463	39492__A0A174ZP27__EUBSIR_00033
ERR1913283.862451__1.862451	674529__R6VAM2__DXB21_25115
ERR1913283.862517__1.862517	820__A0A139K9Q2__DXD40_08795
ERR1913283.862528__1.862528	820__A0A374Q854__HMPREF1073_03281
ERR1913283.862649__1.862649	1262700__R5X902__BN695_00437
ERR1913283.862845__1.862845	246787__A0A0P0FSC0__cytR_2
ERR1913283.863120__1.863120	1262700__R5Y750__BN695_00786
ERR1913283.863351__1.863351	360807__A0A1Q6SXK5__RIL183_06541
ERR1913283.863469__1.863469	239935__B2UPZ6__CXU03_03800
ERR1913283.863570__1.863570	357276__A0A0K2HJA6__DXD47_07320
ERR1913283.863597__1.863597	1262700__R5Y7L6__BN695_00886
ERR1913283.863724__1.863724	239935__A0A139TQT9__Amuc_1197
ERR1913283.864347__1.864347	820__A0A174M9V5__M093_0237
ERR1913283.864813__1.864813	853__A0A173T6P2__DWZ46_14595
ERR1913283.864841__1.864841	1263000__R5EKG2__BN466_02040
ERR1913283.865011__1.865011	1262889__R7HD84__BN634_01675
ERR1913283.865133__1.865133	39492__A0A174ZP27__EUBSIR_00033
ERR1913283.865212__1.865212	820__A0A3E4W980__M093_3873
ERR1913283.865428__1.865428	820__R7E9Z4__DXC68_06065
ERR1913283.866222__1.866222	1263044__GCA_000433375.1_01144
ERR1913283.866229__1.866229	74426__nifJ
ERR1913283.866272__1.866272	28118__R6FX99__Odosp_1660
ERR1913283.866345__1.866345	39491__C4ZAT2__ERE_28440
ERR1913283.866428__1.866428	820__A0A139JV05__B5G17_18125
ERR1913283.866516__1.866516	1262736__R5Y2T3__BN496_01142
ERR1913283.866557__1.866557	1262700__R5XK22__BN695_00076
ERR1913283.866579__1.866579	487174__K0WXI5__DDY40_07185
ERR1913283.866590__1.866590	1262911__R6GII0__BN557_01496
ERR1913283.866694__1.866694	1263000__R5EXT3__BN466_02213
ERR1913283.866746__1.866746	239935__A0A2N8IMC3__CXT96_03840
ERR1913283.866847__1.866847	35833__E5Y8N1__HMPREF0179_02549
ERR1913283.866849__1.866849	39485__A0A174YYW2__benM
ERR1913283.867013__1.867013	820__A0A1T4IY80__ERS852554_01621
ERR1913283.867240__1.867240	572010__ydhV
ERR1913283.867263__1.867263	28116__A0A395VSP8__ERS852555_02642
ERR1913283.867311__1.867311	39492__D4JWI6__EUBSIR_01073
ERR1913283.867401__1.867401	33025__A0A395JED3__C8D73_101461
ERR1913283.867504__1.867504	1683__C4FH49__BIANG_0820
ERR1913283.867564__1.867564	310297__R5V8J1__DXD04_03870
ERR1913283.867570__1.867570	1160721__R6U5L6__RBI_I01802
ERR1913283.867627__1.867627	1262700__R5Y7L6__BN695_00886
ERR1913283.867644__1.867644	239935__R6J9Y2__CXT85_07000
ERR1913283.867671__1.867671	1150298__A0A174SLJ2__ERS852498_03294
ERR1913283.867684__1.867684	28117__B0MXG8__ALIPUT_01814
ERR1913283.867865__1.867865	1263044__GCA_000433375.1_03409
ERR1913283.867901__1.867901	823__A0A355XN36__DXB14_02385
ERR1913283.867918__1.867918	39491__A0A395V6A3__DXB69_00505
ERR1913283.868053__1.868053	239935__A0A2N8HWQ2__CXU13_01775
ERR1913283.868142__1.868142	47678__R5U9M8__CGC64_07665
ERR1913283.868211__1.868211	28117__B0MSQ3__ALIPUT_00347
ERR1913283.868702__1.868702	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913283.868741__1.868741	40518__R5DVV1__RBATCC27255_00999
ERR1913283.868851__1.868851	1263044__GCA_000433375.1_03392
ERR1913283.869484__1.869484	116085__D4J6V9__DW747_08450
ERR1913283.869590__1.869590	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913283.869662__1.869662	28117__R7JQW0__ALIPUT_01453
ERR1913283.869714__1.869714	28117__B0MXG7__BHV66_08620
ERR1913283.869844__1.869844	458033__GCA_001482755.1_02203
ERR1913283.869950__1.869950	1262739__R6M9P7__BN659_01903
ERR1913283.870068__1.870068	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913283.870086__1.870086	239935__A0A2N8HPS5__Amuc_0950
ERR1913283.870333__1.870333	1160721__A0A1C6DCM8__RBI_I01997
ERR1913283.870358__1.870358	1680__A0A3E4SB79__BAD_1517
ERR1913283.870447__1.870447	674529__A0A174K7S1__DXB21_05915
ERR1913283.870532__1.870532	39491__D4JMW8__ERS852497_01971
ERR1913283.870617__1.870617	820__A0A139KEW8__DXB64_06405
ERR1913283.870586__1.870586	239935__A0A3F3K9J9__DEF40_00940
ERR1913283.870989__1.870989	338188__R6RR59__ERS852397_00954
ERR1913283.871025__1.871025	818__A0A0N7I9M6__Btheta7330_00939
ERR1913283.871088__1.871088	823__A0A355XIK0__CEQ22_011965
ERR1913283.871135__1.871135	820__A7VAR9__ERS852421_00197
ERR1913283.871389__1.871389	1262700__R5XCA0__BN695_00029
ERR1913283.871411__1.871411	239935__R6J5N6__CXT99_10770
ERR1913283.871497__1.871497	301301__A0A395V957__RHOM_14115
ERR1913283.871641__1.871641	40518__R5DZB1__DXD83_08840
ERR1913283.871720__1.871720	39491__C4ZHS4__EUR_24420
ERR1913283.871806__1.871806	1262700__R5XEQ4__BN695_01576
ERR1913283.871871__1.871871	487174__K0WR72__HMPREF9448_02610
ERR1913283.871951__1.871951	1262911__R6GPI7__BN557_00907
ERR1913283.871957__1.871957	39492__D4JRZ7__smc
ERR1913283.872046__1.872046	1262700__R5XLN1__BN695_01615
ERR1913283.872305__1.872305	28116__A0A1G6G9R4__CUY_0131
ERR1913283.872440__1.872440	39491__A0A395ZHV7__ykvU
ERR1913283.872499__1.872499	239935__A0A2N8HDT1__CXT94_05270
ERR1913283.872631__1.872631	39491__A0A396FIZ8__ERE_20410
ERR1913283.872671__1.872671	39491__C4ZAT2__ERE_28440
ERR1913283.872822__1.872822	1262743__R5C054__BN727_01980
ERR1913283.872922__1.872922	39485__C4Z0K2__ERS852490_00991
ERR1913283.872953__1.872953	338188__R6RT73__HMPREF1057_02828
ERR1913283.873250__1.873250	39491__A0A395ZHV7__ykvU
ERR1913283.873325__1.873325	357276__A0A0K2HKT7__B5F95_21090
ERR1913283.873334__1.873334	39492__D4JS06__ERS852540_02297
ERR1913283.873478__1.873478	39491__A0A395ZM93__DXD13_03490
ERR1913283.873486__1.873486	820__R9HXK9__DXB62_08265
ERR1913283.873537__1.873537	33025__A0A395JBU5__C8D73_10423
ERR1913283.873553__1.873553	338188__R6SX54__mscM_1
ERR1913283.873628__1.873628	166486__D4KZH8__ERS852572_00419
ERR1913283.873662__1.873662	1681__A0A3E4TVZ7__DD715_06415
ERR1913283.873687__1.873687	39492__D4JSS2__EUBSIR_00553
ERR1913283.873780__1.873780	360807__A0A174F8N1__ERS852444_00648
ERR1913283.873932__1.873932	239935__A0A2N8IKW7__pstA
ERR1913283.874036__1.874036	1262911__R6GI18__BN557_01377
ERR1913283.874133__1.874133	216816__Q8G4X6__DXD52_09895
ERR1913283.874533__1.874533	47678__R5UAI1__BACCAC_01922
ERR1913283.874739__1.874739	239935__A0A2N8I1R3__CXU05_06075
ERR1913283.874709__1.874709	39492__D4JUN0__EUBSIR_02705
ERR1913283.874803__1.874803	40520__A0A3E5EE58__RUMOBE_02861
ERR1913283.874806__1.874806	46503__R6Y2Q2__DCY29_15375
ERR1913283.874813__1.874813	338188__K5CJA6__ERS852397_02346
ERR1913283.874948__1.874948	166486__D4L457__ROSINTL182_07087
ERR1913283.874980__1.874980	357276__I8WEY2__ABI39_04185
ERR1913283.875537__1.875537	823__A0A355XKQ8__DHP27_04010
ERR1913283.875591__1.875591	1262700__R5XTJ6__BN695_00425
ERR1913283.875724__1.875724	28117__B0MUX7__ALIPUT_00918
ERR1913283.875730__1.875730	218538__C9LPD3__GCWU000321_01411
ERR1913283.875922__1.875922	39491__A0A395UYA6__EUBREC_0408
ERR1913283.876038__1.876038	328814__GCA_004558275.1_00035
ERR1913283.876269__1.876269	338188__A0A174JDF2__BACFIN_08537
ERR1913283.876411__1.876411	820__A0A139KJ23__celCCA
ERR1913283.876595__1.876595	818__R9HBA6__HMPREF2534_04317
ERR1913283.876596__1.876596	1263044__GCA_000433375.1_01148
ERR1913283.876610__1.876610	487174__R5EV44__HMPREF9448_01630
ERR1913283.876676__1.876676	823__D7ILK2__ERS852380_00031
ERR1913283.876694__1.876694	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913283.876868__1.876868	820__A0A174QT76__B5G17_18060
ERR1913283.876945__1.876945	357276__A0A0M1VZP2__IY41_00605
ERR1913283.877004__1.877004	166486__D4L337__msbA_4
ERR1913283.877320__1.877320	165179__A0A174NK27__PREVCOP_06433
ERR1913283.877380__1.877380	40518__R5E5W1__RBL263_01034
ERR1913283.877532__1.877532	301301__A0A395VA63__sbcC
ERR1913283.878475__1.878475	1262700__R5XIM5__BN695_00563
ERR1913283.878511__1.878511	28117__B0MU76__ALIPUT_00202
ERR1913283.878586__1.878586	552398__F4XHU2__HMPREF0866_03196
ERR1913283.878625__1.878625	817__Q64UC5__M139_2208
ERR1913283.878832__1.878832	357276__B6W1Y1__BSEG_03960
ERR1913283.879168__1.879168	1262700__R5XEQ4__BN695_01576
ERR1913283.879222__1.879222	820__A0A1T4IYF4__mprA_1
ERR1913283.879439__1.879439	338188__C9L213__ERS852397_00630
ERR1913283.879415__1.879415	1263044__GCA_000433375.1_01146
ERR1913283.879419__1.879419	823__A0A355XFH7__ERS852513_00769
ERR1913283.879504__1.879504	1262700__R5XDF3__BN695_01151
ERR1913283.879758__1.879758	39491__A0A174LTW7__DXD13_08720
ERR1913283.879711__1.879711	338188__R6RXC1__ERS852397_01581
ERR1913283.879857__1.879857	338188__R6RPM1__BACFIN_05401
ERR1913283.879963__1.879963	1263000__R5EXT3__BN466_02213
ERR1913283.880111__1.880111	28116__C3QMW5__M089_4133
