ERR1913168.436__1.436	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913168.1515480__1.1515480	301302__R5V7D6__tagA
ERR1913168.1515509__1.1515509	33038__A7B4L8__CDL26_09245
ERR1913168.1515607__1.1515607	1776045__A0A0U5J7K7__BN3456_00132
ERR1913168.1515640__1.1515640	329854__R5MLZ7__DXD27_15500
ERR1913168.1515597__1.1515597	1262986__R6A878__BN492_00369
ERR1913168.1515823__1.1515823	820__A0A3E4G826__C801_01612
ERR1913168.1515968__1.1515968	33038__A7B7G7__CDL25_12200
ERR1913168.1516002__1.1516002	821__A0A396EVC9__DXB90_03525
ERR1913168.1516148__1.1516148	818__Q8A3A6__Btheta7330_00071
ERR1913168.1516267__1.1516267	360807__C0FVV2__RIL183_27361
ERR1913168.1516286__1.1516286	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913168.1516533__1.1516533	1124654__GeneID:14005781
ERR1913168.1516691__1.1516691	39485__R6AET9__EUBELI_01205
ERR1913168.1516700__1.1516700	821__A0A3E4WAR6__DXD64_10735
ERR1913168.1516929__1.1516929	39485__C4Z355__ERS852490_01971
ERR1913168.1517127__1.1517127	2292352__A0A374UKA6__DXC23_10805
ERR1913168.1517338__1.1517338	28052__R7NEG2__yihY
ERR1913168.1517616__1.1517616	821__A0A174T998__DXB82_10860
ERR1913168.1517730__1.1517730	1262889__R7HAQ6__BN634_02130
ERR1913168.1518169__1.1518169	821__E5UY21__C800_02204
ERR1913168.1518208__1.1518208	165179__A0A3E5DY64__CFT61_10025
ERR1913168.1518328__1.1518328	649756__B0NZZ8__DO83_09740
ERR1913168.1518424__1.1518424	487174__K0XKD7__HMPREF9448_01550
ERR1913168.1518886__1.1518886	1965646__A0A1Y3WHI2__B5G10_09445
ERR1913168.1519026__1.1519026	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913168.1519053__1.1519053	360807__A0A0M6X184__ERS852392_03203
ERR1913168.1519231__1.1519231	39485__A0A174ZBJ8__speA_2
ERR1913168.1519400__1.1519400	2292352__A0A374UKA6__DXC23_10805
ERR1913168.1519403__1.1519403	165179__D1PHC0__PREVCOP_06640
ERR1913168.1519676__1.1519676	39492__D4JX87__EUBSIR_00361
ERR1913168.1519731__1.1519731	821__E5UY21__C800_02204
ERR1913168.1519807__1.1519807	329854__A0A3E4KPG4__DXD27_21195
ERR1913168.1519996__1.1519996	410072__A0A174EHQ6__ERS852481_02629
ERR1913168.1520048__1.1520048	820__A0A139KJR5__M093_4469
ERR1913168.1520287__1.1520287	1263076__GCA_000437615.1_00143
ERR1913168.1520321__1.1520321	328814__GCA_004558275.1_00391
ERR1913168.1520333__1.1520333	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913168.1520263__1.1520263	301302__R5UQW7__ERS852420_02102
ERR1913168.1520398__1.1520398	33039__A0A174YCL2__ERS852424_00029
ERR1913168.1520420__1.1520420	1263000__R5EPT1__BN466_00731
ERR1913168.1520429__1.1520429	239935__A0A2N8I7W6__CXT90_04245
ERR1913168.1520590__1.1520590	821__A0A174NM17__lacZ_6
ERR1913168.1520628__1.1520628	33038__A0A2N5P318__HMPREF1201_01171
ERR1913168.1520952__1.1520952	360807__C0FSM3__ROSEINA2194_01739
ERR1913168.1520986__1.1520986	446660__GCA_003428235.1_00097
ERR1913168.1521118__1.1521118	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1521152__1.1521152	1150298__A0A174SUI4__ERS852406_03017
ERR1913168.1521414__1.1521414	39485__C4Z1Y9__EUBELI_00143
ERR1913168.1521504__1.1521504	821__A0A174WBC9__ERS852556_03145
ERR1913168.1521617__1.1521617	487174__K0X522__DDY40_12660
ERR1913168.1521844__1.1521844	28118__F9Z3J9__B5F93_07500
ERR1913168.1522075__1.1522075	329854__R5LW55__DXD57_21020
ERR1913168.1522105__1.1522105	821__A0A396F9T7__M097_3427
ERR1913168.1522404__1.1522404	626933__H1DGX0__HMPREF9449_01506
ERR1913168.1522691__1.1522691	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913168.1522794__1.1522794	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1522831__1.1522831	487174__K0XRA9__HMPREF9448_00572
ERR1913168.1522899__1.1522899	821__A6L0C7__ERS852556_03520
ERR1913168.1523001__1.1523001	556259__E5C445__BSGG_0931
ERR1913168.1523082__1.1523082	301302__R5VBR7__phoR_11
ERR1913168.1523241__1.1523241	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913168.1523324__1.1523324	487174__K0X0F6__HMPREF9448_01444
ERR1913168.1523379__1.1523379	39485__C4Z6V1__ERS852492_02640
ERR1913168.1523525__1.1523525	820__A0A174I980__gldH
ERR1913168.1523587__1.1523587	329854__R5MCT6__BACINT_04189
ERR1913168.1523811__1.1523811	564886__GeneID:6973115
ERR1913168.1524072__1.1524072	216816__C2GUV2__APC1478_0430
ERR1913168.1524090__1.1524090	39492__D4JU56__hemZ
ERR1913168.1524153__1.1524153	821__A0A0P0L8F8__ERS852509_03705
ERR1913168.1524522__1.1524522	301302__R5UPH9__M72_00521
ERR1913168.1524715__1.1524715	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913168.1524809__1.1524809	487174__K0X551__HMPREF9448_02151
ERR1913168.1524854__1.1524854	301302__A0A173T3P5__ERS852420_01836
ERR1913168.1524976__1.1524976	2173__A0A1D2WS51__METSMIALI_00230
ERR1913168.1525189__1.1525189	33038__A0A2N5P0D0__CDL18_07990
ERR1913168.1525331__1.1525331	39485__C4Z355__ERS852490_01971
ERR1913168.1525337__1.1525337	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1525452__1.1525452	329854__A0A3E4IJ77__DXD57_12945
ERR1913168.1525479__1.1525479	28052__A0A174GZE8__ERS852451_00311
ERR1913168.1525487__1.1525487	853__A0A2A7B9I6__DW855_13690
ERR1913168.1525896__1.1525896	28117__B0MZ50__ALIPUT_02424
ERR1913168.1525978__1.1525978	1150298__A0A174N5I7__ERS852498_01953
ERR1913168.1526454__1.1526454	818__Q8A335__HMPREF2534_01154
ERR1913168.1526565__1.1526565	239935__R6J9Y2__CXT85_07000
ERR1913168.1526682__1.1526682	384639__GCA_003096855.1_01179
ERR1913168.1526737__1.1526737	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913168.1527107__1.1527107	33038__F7JV68__C5Y99_05575
ERR1913168.1527269__1.1527269	329854__R5MRQ0__BACINT_04048
ERR1913168.1527331__1.1527331	901__B6WVD2__DESPIGER_2029
ERR1913168.1527391__1.1527391	821__A0A174WBC9__ERS852556_03145
ERR1913168.1527624__1.1527624	329854__R5M2X4__DXD57_07795
ERR1913168.1527633__1.1527633	33038__A0A396G729__RUMGNA_01796
ERR1913168.1527977__1.1527977	239935__A0A2N8IMC9__CXU09_02095
ERR1913168.1528126__1.1528126	292800__A0A1C7FKU8__B5F52_03705
ERR1913168.1528288__1.1528288	329854__R5LXT8__DXD57_15625
ERR1913168.1528573__1.1528573	329854__R5M3H6__DXD27_08960
ERR1913168.1528809__1.1528809	821__E5UY21__C800_02204
ERR1913168.1528949__1.1528949	487174__K0WZP2__DDY40_04000
ERR1913168.1528989__1.1528989	28052__A0A174HXG0__galK_3
ERR1913168.1529010__1.1529010	301302__A0A0M6WTN6__ERS852420_01659
ERR1913168.1529128__1.1529128	1160721__R6SW95__BHW50_08895
ERR1913168.1529186__1.1529186	1262700__R5XLR7__BN695_01670
ERR1913168.1529302__1.1529302	821__A0A174AYT0__DXC02_03530
ERR1913168.1529527__1.1529527	1262824__R6RRF1__BN719_00389
ERR1913168.1529543__1.1529543	33038__A0A2N5NWJ7__CDL25_16350
ERR1913168.1529571__1.1529571	329854__B3C8G7__BACINT_01871
ERR1913168.1529652__1.1529652	487174__K0XDZ0__HMPREF9448_02863
ERR1913168.1529738__1.1529738	487174__K0X455__HMPREF9448_00399
ERR1913168.1529869__1.1529869	28052__A0A174MGP2__lyc_2
ERR1913168.1530139__1.1530139	817__A0A1C0WGE4__DXB09_19970
ERR1913168.1530142__1.1530142	214856__I3YMC8__ERS852447_02666
ERR1913168.1530177__1.1530177	821__R6F3Y1__SAMN04487923_104318
ERR1913168.1530227__1.1530227	40518__R5E550__aroK
ERR1913168.1530272__1.1530272	39485__A0A174YMC1__recN
ERR1913168.1530328__1.1530328	821__R9HFW2__DXD01_00365
ERR1913168.1530364__1.1530364	31971__A8R9G4__EUBDOL_00538
ERR1913168.1530468__1.1530468	820__A0A396EUU8__luxQ_3
ERR1913168.1530561__1.1530561	1263076__GCA_000437615.1_00113
ERR1913168.1530718__1.1530718	1547__H1ALZ7__DXB93_01260
ERR1913168.1530802__1.1530802	820__A0A3E4VZY4__ERS852554_01211
ERR1913168.1530856__1.1530856	360807__A0A173XR05__RIL183_10401
ERR1913168.1530857__1.1530857	487174__R5F4K8__HMPREF9448_01532
ERR1913168.1531209__1.1531209	1550024__A0A0W7TT94__TQ39_11150
ERR1913168.1531353__1.1531353	28116__C3QMW4__BACOVA_04147
ERR1913168.1531485__1.1531485	1262889__R7H801__BN634_02373
ERR1913168.1531458__1.1531458	214856__A0A174EJT5__mnmA
ERR1913168.1531545__1.1531545	1262824__R6RNJ9__BN719_00866
ERR1913168.1531764__1.1531764	2292352__A0A374UKA6__DXC23_10805
ERR1913168.1532026__1.1532026	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1532076__1.1532076	39485__A0A174ZBK4__ERS852490_01585
ERR1913168.1532217__1.1532217	821__A0A397WGD6__M098_0084
ERR1913168.1532445__1.1532445	301301__A0A395V7G5__RHOM_16755
ERR1913168.1532613__1.1532613	33038__A0A2N5NXH5__CDL27_14300
ERR1913168.1532671__1.1532671	33038__A7B7G7__CDL25_12200
ERR1913168.1532739__1.1532739	301301__A0A395V5B0__ERS852391_02078
ERR1913168.1532787__1.1532787	1150298__A0A174E950__ERS852498_02096
ERR1913168.1533983__1.1533983	1160721__R6TGH1__BHW50_05060
ERR1913168.1534076__1.1534076	563769__GeneID:6973141
ERR1913168.1534081__1.1534081	33038__F7JZ41__CCY17_00135
ERR1913168.1534091__1.1534091	1150298__A0A174QRU8__ERS852498_00962
ERR1913168.1534143__1.1534143	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1534181__1.1534181	487174__K0X694__DIT83_09060
ERR1913168.1534244__1.1534244	820__A0A3E4HWJ4__DXD40_05945
ERR1913168.1534428__1.1534428	1965538__A0A1Y4WFC0__B5E43_03160
ERR1913168.1534542__1.1534542	821__A0A174MBW9__SAMN04487923_10272
ERR1913168.1534724__1.1534724	33038__A0A396G7U5__CDL21_03845
ERR1913168.1534922__1.1534922	487174__R5FN40__HMPREF9448_01366
ERR1913168.1534953__1.1534953	821__A6L0C7__ERS852556_03520
ERR1913168.1535127__1.1535127	33038__A7AZH0__HMPREF1201_02167
ERR1913168.1535168__1.1535168	1235835__R9LCU2__C814_02677
ERR1913168.1535132__1.1535132	357276__B6VXX7__HMPREF1063_02683
ERR1913168.1535152__1.1535152	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1535386__1.1535386	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913168.1535420__1.1535420	821__A0A396F598__CUU_3259
ERR1913168.1535458__1.1535458	301301__A0A395V8C2__rhaR_3
ERR1913168.1535687__1.1535687	552398__T5S086__HMPREF0866_01580
ERR1913168.1535697__1.1535697	33038__A0A2N5NTT9__ERS852409_01418
ERR1913168.1535775__1.1535775	1262989__R6YB09__BN815_02223
ERR1913168.1535822__1.1535822	246787__R6KK25__HMPREF1062_01860
ERR1913168.1536212__1.1536212	823__D0TBY4__M090_0431
ERR1913168.1536458__1.1536458	1547__H1ANX2__DW242_02990
ERR1913168.1536619__1.1536619	214856__A0A174FX52__yddM
ERR1913168.1536579__1.1536579	39492__D4JWY1__rnfA_1
ERR1913168.1537036__1.1537036	33038__A0A2N5PPG0__CDL25_06295
ERR1913168.1537376__1.1537376	1262911__R6H1A6__BN557_01286
ERR1913168.1537820__1.1537820	39485__A0A174YTF7__ERS852490_01271
ERR1913168.1537834__1.1537834	384639__GCA_003096855.1_00973
ERR1913168.1538024__1.1538024	28118__F9ZA35__DER54_10915
ERR1913168.1538114__1.1538114	487174__K0WRZ5__HMPREF9448_02826
ERR1913168.1538158__1.1538158	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.1538349__1.1538349	671267__R9IB12__C802_00696
ERR1913168.1538764__1.1538764	329854__A0A3E4ILU6__BACINT_00653
ERR1913168.1538731__1.1538731	821__A0A395UNT8__DXD64_15275
ERR1913168.1538800__1.1538800	328814__GCA_004558275.1_01745
ERR1913168.1539060__1.1539060	329854__R5LT45__DXD57_14270
ERR1913168.1539343__1.1539343	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913168.1539371__1.1539371	487174__K0X3V7__DIT83_01400
ERR1913168.1539400__1.1539400	384639__GCA_003096855.1_01184
ERR1913168.1539543__1.1539543	329854__A0A3E4IJ77__DXD57_12945
ERR1913168.1539616__1.1539616	853__A0A174BA00__DW905_01145
ERR1913168.1539699__1.1539699	501571__R8VUQ4__B5F15_03005
ERR1913168.1539649__1.1539649	1297617__A0A0S2W032__BIV19_13100
ERR1913168.1539772__1.1539772	1262986__R6ASJ4__BN492_01739
ERR1913168.1540057__1.1540057	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1540233__1.1540233	246787__A0A0P0FV02__AA416_03728
ERR1913168.1540236__1.1540236	820__A7VAS1__HMPREF2141_03259
ERR1913168.1540446__1.1540446	33038__A0A396G729__RUMGNA_01796
ERR1913168.1540492__1.1540492	821__A0A0P0LJ37__DXB82_14270
ERR1913168.1540802__1.1540802	165179__A0A3E5E8M8__DXB80_11580
ERR1913168.1541260__1.1541260	28116__A0A395VZB9__Bovatus_03205
ERR1913168.1541375__1.1541375	821__C3RB94__DXC03_15585
ERR1913168.1541505__1.1541505	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1541753__1.1541753	1262824__R6S1A7__BN719_01944
ERR1913168.1541823__1.1541823	1263000__R5EWA6__BN466_02021
ERR1913168.1542168__1.1542168	239935__A0A2N8I694__CXU04_06245
ERR1913168.1542107__1.1542107	821__A0A173WG51__BVU_2549
ERR1913168.1542215__1.1542215	329854__R5MCT6__BACINT_04189
ERR1913168.1542233__1.1542233	33038__R5UFK6__CDL26_05445
ERR1913168.1542198__1.1542198	28052__R7N8I1__pimB_4
ERR1913168.1542201__1.1542201	2292352__A0A374UL63__DXC23_08410
ERR1913168.1542205__1.1542205	329854__B3CI76__DXD27_20370
ERR1913168.1542368__1.1542368	239935__R6J776__CXU07_02355
ERR1913168.1542510__1.1542510	2173__A5UNY6__BK798_04575
ERR1913168.1542781__1.1542781	33039__D4M244__ERS852424_01686
ERR1913168.1542813__1.1542813	301301__A0A395VA45__RHOM_02615
ERR1913168.1543158__1.1543158	384639__GCA_003096855.1_00972
ERR1913168.1543481__1.1543481	33038__A0A2N5P0V0__CDL19_10970
ERR1913168.1543488__1.1543488	46503__R6WYJ8__DXB85_13825
ERR1913168.1543490__1.1543490	33038__A0A2N5NWJ7__CDL25_16350
ERR1913168.1543646__1.1543646	1263000__R5F0H4__BN466_00249
ERR1913168.1543666__1.1543666	821__A0A174AYT0__DXC02_03530
ERR1913168.1543713__1.1543713	33038__A0A2N5PPG0__CDL25_06295
ERR1913168.1543733__1.1543733	33039__D4M379__selB
ERR1913168.1543959__1.1543959	1160721__W0U2H8__BHW50_07775
ERR1913168.1544073__1.1544073	165179__A0A3E5EA43__DXC61_07775
ERR1913168.1544230__1.1544230	357276__A0A076IIL0__EL88_03065
ERR1913168.1544370__1.1544370	33038__F7JTF2__CDL22_02335
ERR1913168.1544442__1.1544442	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.1544448__1.1544448	216816__A0A061M1M5__HMPREF0177_01046
ERR1913168.1544529__1.1544529	39492__D4JV70__EUBSIR_01253
ERR1913168.1544596__1.1544596	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913168.1544651__1.1544651	1297617__A0A0S2W1V2__IB211_00824
ERR1913168.1544863__1.1544863	853__R6QDR1__C4N27_08170
ERR1913168.1544995__1.1544995	39485__C4Z6V7__walK
ERR1913168.1544976__1.1544976	360807__C0FXX7__ERS852392_02700
ERR1913168.1545066__1.1545066	28116__C3QXZ9__DXA80_15295
ERR1913168.1545155__1.1545155	357276__A0A076ISJ4__B5F95_19420
ERR1913168.1545169__1.1545169	39492__D4JVT0__EUBSIR_00059
ERR1913168.1545331__1.1545331	39485__C4Z0K2__ERS852490_00991
ERR1913168.1545496__1.1545496	1263000__R5EAZ0__BN466_00537
ERR1913168.1545449__1.1545449	39485__A0A174ZNZ2__ERS852492_02345
ERR1913168.1545532__1.1545532	28116__A0A1G8P076__AA414_01051
ERR1913168.1545845__1.1545845	871324__A0A1M6AB95__SAMN05444350_101158
ERR1913168.1545906__1.1545906	487174__K0X393__DDY40_02525
ERR1913168.1545927__1.1545927	329854__R5MTF4__DXK01_12115
ERR1913168.1546141__1.1546141	338188__A0A174ETX3__ERS852397_01955
ERR1913168.1546829__1.1546829	487174__K0WYC5__HMPREF9448_01493
ERR1913168.1546889__1.1546889	929814__GeneID:14006948
ERR1913168.1547000__1.1547000	820__A0A139KHX1__HMPREF2141_00289
ERR1913168.1547070__1.1547070	292800__A0A174UMA8__ERS852504_03603
ERR1913168.1547304__1.1547304	39485__C4Z0S8__hisK
ERR1913168.1547347__1.1547347	2292352__A0A374UL49__DXC23_11310
ERR1913168.1547393__1.1547393	33038__A0A396G387__HMPREF1201_01180
ERR1913168.1547651__1.1547651	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.1547801__1.1547801	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1548533__1.1548533	1262921__R5LMK9__BN473_01331
ERR1913168.1548557__1.1548557	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1548667__1.1548667	301301__A0A395VAM3__yfiN_2
ERR1913168.1548810__1.1548810	1263109__GCA_000438135.1_00602
ERR1913168.1549300__1.1549300	39485__C4Z2I5__ERS852492_02214
ERR1913168.1549724__1.1549724	357276__I9QBT7__BSEG_03340
ERR1913168.1549808__1.1549808	33038__A0A2N5PRF0__CDL25_01605
ERR1913168.1549866__1.1549866	33038__A7B7J5__DXD36_03640
ERR1913168.1550358__1.1550358	501571__R8VRD8__B5F15_04070
ERR1913168.1550317__1.1550317	292800__G9YW24__A4U99_01365
ERR1913168.1550425__1.1550425	821__A0A395VIK7__BVU_1225
ERR1913168.1551123__1.1551123	33038__A0A2N5NPD5__CCY17_06280
ERR1913168.1551181__1.1551181	871324__A0A1M6JCB7__SAMN05444350_12840
ERR1913168.1551417__1.1551417	2292352__A0A374UKZ5__DXC23_11285
ERR1913168.1551533__1.1551533	28118__F9ZAB4__B5F93_06270
ERR1913168.1551549__1.1551549	33038__A0A2N5P3F0__CDL20_09435
ERR1913168.1551579__1.1551579	821__U6RDC2__DXD46_15675
ERR1913168.1551585__1.1551585	544644__GCA_001915615.1_01797
ERR1913168.1551745__1.1551745	487174__K0X7X4__DIT83_09125
ERR1913168.1552271__1.1552271	487174__K0WWY0__DIT83_10195
ERR1913168.1552256__1.1552256	871324__A0A1M6AB95__SAMN05444350_101158
ERR1913168.1552287__1.1552287	33038__A0A2N5P678__CDL25_02225
ERR1913168.1552305__1.1552305	1297617__A0A0S2W4B1__BIV19_05020
ERR1913168.1552383__1.1552383	821__A6KZK3__ERS852457_04265
ERR1913168.1552555__1.1552555	165179__D1PGU8__PREVCOP_06463
ERR1913168.1552592__1.1552592	33038__A0A396GES8__CDL19_08885
ERR1913168.1552604__1.1552604	39485__A0A174Z2N7__EUBELI_02062
ERR1913168.1552640__1.1552640	329854__R5MIY1__DXD27_18625
ERR1913168.1552733__1.1552733	246787__A0A0P0GM17__BACCELL_03224
ERR1913168.1552819__1.1552819	1263000__R5EKG2__BN466_02040
ERR1913168.1553011__1.1553011	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1553496__1.1553496	33038__A0A396G7D8__asnB
ERR1913168.1553667__1.1553667	821__A6L0C7__ERS852556_03520
ERR1913168.1553723__1.1553723	239935__A0A2N8IUW6__Amuc_1525
ERR1913168.1553763__1.1553763	28117__R7JH62__BHV66_05735
ERR1913168.1553765__1.1553765	329854__R5M3H6__DXD27_08960
ERR1913168.1553804__1.1553804	33038__A0A2N5PXI0__C5Y99_10810
ERR1913168.1553823__1.1553823	28052__A0A174MKL0__ERS852451_02503
ERR1913168.1553946__1.1553946	552398__F4XFI1__HMPREF0866_02356
ERR1913168.1554032__1.1554032	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913168.1554092__1.1554092	360807__R5HHK5__ROSEINA2194_02134
ERR1913168.1554425__1.1554425	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913168.1554688__1.1554688	33038__A0A2N5Q3U3__CDL22_04965
ERR1913168.1554776__1.1554776	239935__A0A2N8I368__CXT95_04550
ERR1913168.1554786__1.1554786	562__Q8XBR9__G770_00628
ERR1913168.1555274__1.1555274	817__A0A1C0W965__HMPREF1056_03052
ERR1913168.1555319__1.1555319	301301__A0A395VFD3__ERS852391_02492
ERR1913168.1555421__1.1555421	28052__A0A174MGP2__lyc_2
ERR1913168.1555610__1.1555610	39492__D4JUD9__EUBSIR_01875
ERR1913168.1555623__1.1555623	239935__A0A2N8IMC3__CXT96_03840
ERR1913168.1555678__1.1555678	39492__D4JUD9__EUBSIR_01875
ERR1913168.1555822__1.1555822	821__A0A0P0M2J4__DXD46_10295
ERR1913168.1555918__1.1555918	239935__A0A2N8HL50__CXT98_09135
ERR1913168.1556067__1.1556067	1263000__R5EHB0__BN466_01647
ERR1913168.1556257__1.1556257	1965604__A0A1Y4EXR0__B5F54_01160
ERR1913168.1556617__1.1556617	649756__A0A174RGG7__senX3_2
ERR1913168.1556759__1.1556759	28117__B0MVL2__BHV66_01645
ERR1913168.1556978__1.1556978	820__A0A174CG08__DXB62_13215
ERR1913168.1557175__1.1557175	820__A0A374Q1D8__SAMN05444418_112114
ERR1913168.1557461__1.1557461	487174__K0X1D9__HMPREF9448_00919
ERR1913168.1557610__1.1557610	823__D7IV95__DXC05_09565
ERR1913168.1557836__1.1557836	544644__GCA_001915615.1_00059
ERR1913168.1557920__1.1557920	33038__A0A396G729__RUMGNA_01796
ERR1913168.1558097__1.1558097	301301__G2T0A9__RHOM_03910
ERR1913168.1558093__1.1558093	88431__A0A3D0EY52__ERS852573_01763
ERR1913168.1558327__1.1558327	487174__K0X4F7__DDY40_08055
ERR1913168.1558375__1.1558375	329854__A0A3E4KYM8__DXD27_06860
ERR1913168.1558422__1.1558422	33038__A0A3E4VAW9__CDL19_05110
ERR1913168.1558435__1.1558435	820__A0A078S569__gmhB
ERR1913168.1558539__1.1558539	328814__GCA_004558275.1_00296
ERR1913168.1558609__1.1558609	28117__B0MXD0__ALIPUT_01669
ERR1913168.1558636__1.1558636	261299__W1URY6__ERS852493_01464
ERR1913168.1558936__1.1558936	1547__H1AIB4__DW242_15915
ERR1913168.1559062__1.1559062	165179__D1PEQ5__PREVCOP_05711
ERR1913168.1559376__1.1559376	544645__A0A3E4T2T3__lgt
ERR1913168.1559655__1.1559655	39485__R5ZRN3__ERS852490_00208
ERR1913168.1559661__1.1559661	328814__GCA_004558275.1_00293
ERR1913168.1560053__1.1560053	33038__A0A2N5PSD8__CDL23_06920
ERR1913168.1560085__1.1560085	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.1560140__1.1560140	39485__A0A174ZJ84__EUBELI_00107
ERR1913168.1560265__1.1560265	301301__A0A174C8W8__ERS852391_01378
ERR1913168.1560547__1.1560547	39485__C4Z434__tilS
ERR1913168.1560584__1.1560584	328814__GCA_004558275.1_01745
ERR1913168.1560801__1.1560801	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913168.1560807__1.1560807	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913168.1560814__1.1560814	33038__A0A2N5PW99__DXD36_03540
ERR1913168.1561032__1.1561032	1263006__R6MQA3__BN515_02104
ERR1913168.1561317__1.1561317	39491__C4ZAT2__ERE_28440
ERR1913168.1561461__1.1561461	1262911__R6GIB9__BN557_01439
ERR1913168.1561482__1.1561482	40518__R5DU28__DXD86_07960
ERR1913168.1561590__1.1561590	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1913168.1561680__1.1561680	39485__A0A174YVS4__EUBELI_00620
ERR1913168.1561740__1.1561740	328814__GCA_004558275.1_00018
ERR1913168.1561746__1.1561746	39492__A0A174ZG93__EUBSIR_00254
ERR1913168.1561791__1.1561791	33038__A0A2N5PU17__C5Y99_11950
ERR1913168.1561997__1.1561997	239935__A0A139TVJ4__CXT86_02020
ERR1913168.1562024__1.1562024	33038__A0A2N5PGR1__ERS852409_01332
ERR1913168.1562036__1.1562036	39485__A0A174Z851__cdaR_1
ERR1913168.1562086__1.1562086	387090__S0F7Y3__BACCOPRO_02028
ERR1913168.1562370__1.1562370	360807__A0A173UCM1__RIL183_07511
ERR1913168.1562375__1.1562375	28118__R6FFY9__DHW44_14630
ERR1913168.1562499__1.1562499	487174__K0X5B1__DDY40_01695
ERR1913168.1562632__1.1562632	39492__D4MMN2__EUBSIR_00964
ERR1913168.1562671__1.1562671	821__A0A0P0M405__DXC02_15075
ERR1913168.1562988__1.1562988	28118__R6FFC1__Odosp_2660
ERR1913168.1563006__1.1563006	2292352__A0A374UNQ1__DXC23_00970
ERR1913168.1563052__1.1563052	39485__A0A174ZNW9__luxQ_1
ERR1913168.1563098__1.1563098	33038__A7B0X0__CDL26_06830
ERR1913168.1563132__1.1563132	1160721__R6U5L6__RBI_I01802
ERR1913168.1563169__1.1563169	1262988__R7N3U0__BN816_02215
ERR1913168.1563196__1.1563196	329854__B3C787__BACINT_00778
ERR1913168.1563340__1.1563340	929814__GeneID:14006946
ERR1913168.1563425__1.1563425	1262911__R6GT76__BN557_01150
ERR1913168.1563572__1.1563572	1262989__R6YKP4__BN815_01063
ERR1913168.1563620__1.1563620	329854__R5LT64__BACINT_03703
ERR1913168.1563788__1.1563788	1263076__GCA_000437615.1_00102
ERR1913168.1563934__1.1563934	649756__A0A174SER1__HMPREF0369_00070
ERR1913168.1564084__1.1564084	150055__A0A2X3WGK9__NCTC8738_02023
ERR1913168.1564265__1.1564265	487174__K0WX10__DIT83_10030
ERR1913168.1564315__1.1564315	1897011__A0A1Q6RBV8__BHW41_06760
ERR1913168.1564325__1.1564325	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1564395__1.1564395	820__A0A374Q8T2__DXB64_16190
