ERR1913166.89__1.89	1262743__R5C7C5__BN727_00596
ERR1913166.841623__1.841623	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.841629__1.841629	39485__A0A174YQX9__ERS852490_00864
ERR1913166.841634__1.841634	820__A0A139KEW8__DXB64_06405
ERR1913166.841785__1.841785	1262882__R5MSP5__BN519_01637
ERR1913166.841958__1.841958	820__A0A139KJ23__celCCA
ERR1913166.842035__1.842035	1896974__A0A1Q6H7S4__BHV77_07555
ERR1913166.842059__1.842059	39491__A0A0M6WWT1__dus_2
ERR1913166.842118__1.842118	820__E5VEH7__ERS852459_01300
ERR1913166.842145__1.842145	820__A0A174F0C1__nreB
ERR1913166.842333__1.842333	1263044__GCA_000433375.1_01814
ERR1913166.842414__1.842414	454154__G5SVN0__HMPREF9441_03447
ERR1913166.842432__1.842432	1262882__R5N3T7__BN519_01188
ERR1913166.842555__1.842555	1150298__R7JU58__ssuC_2
ERR1913166.842715__1.842715	1262882__A0A356PSJ4__BN519_01180
ERR1913166.842812__1.842812	310298__B3JII2__BACCOP_01694
ERR1913166.842848__1.842848	820__A7VAR9__ERS852421_00197
ERR1913166.843046__1.843046	820__A0A078STJ8__DXC68_04690
ERR1913166.843014__1.843014	1297617__A0A0S2W1T2__IB211_00913
ERR1913166.843126__1.843126	39491__A0A395V464__EUBREC_1509
ERR1913166.843394__1.843394	1262882__R5MEW7__BN519_00010
ERR1913166.843479__1.843479	820__A7V8C2__ERS852554_01338
ERR1913166.843664__1.843664	28117__B0MXL6__ALIPUT_01851
ERR1913166.843666__1.843666	820__A7V470__HMPREF1072_02076
ERR1913166.843678__1.843678	820__A0A078S4C2__ERS417307_00828
ERR1913166.843866__1.843866	1262882__R5MEN9__BN519_00201
ERR1913166.843999__1.843999	371601__D6D4G5__DXD80_16235
ERR1913166.844013__1.844013	1262882__R5MRS7__BN519_01490
ERR1913166.844155__1.844155	2173__A5UND4__Msm_1507
ERR1913166.844345__1.844345	204516__U6R8I1__HMPREF1534_03341
ERR1913166.844381__1.844381	28117__B0MWC6__BHV66_00965
ERR1913166.844565__1.844565	39485__C4Z0F4__ERS852490_00945
ERR1913166.844551__1.844551	1681__E4V837__BBNG_00326
ERR1913166.844642__1.844642	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913166.844683__1.844683	820__A0A3E4WCC2__lptB_1
ERR1913166.844695__1.844695	84112__F0HRW1__Elen_2758
ERR1913166.844738__1.844738	820__A0A174CG08__DXB62_13215
ERR1913166.844745__1.844745	1550024__A0A3B9WKW6__TQ39_07780
ERR1913166.844858__1.844858	40518__R5E2Z2__DXD93_09295
ERR1913166.844990__1.844990	47678__R5UT79__ERS852558_03890
ERR1913166.845064__1.845064	1160721__R6T157__BHW50_04000
ERR1913166.845081__1.845081	820__A0A374Q854__HMPREF1073_03281
ERR1913166.845287__1.845287	39492__D4MJF3__EUBSIR_02248
ERR1913166.845307__1.845307	820__R9I3Q7__HMPREF1072_01668
ERR1913166.845311__1.845311	1796613__A0A1C7H2F0__ADH74_00145
ERR1913166.845339__1.845339	28111__E5X120__NCTC11155_02427
ERR1913166.845426__1.845426	1550024__A0A0D8IZ65__TQ39_09425
ERR1913166.845495__1.845495	674529__R6VF01__DXB21_13480
ERR1913166.845523__1.845523	47678__R5UZM4__DW706_15680
ERR1913166.845553__1.845553	1262882__R5N4I5__BN519_01288
ERR1913166.845583__1.845583	820__R9I3Q7__HMPREF1072_01668
ERR1913166.845613__1.845613	820__A0A078S4C2__ERS417307_00828
ERR1913166.845624__1.845624	820__A0A3E4G2R7__DXC07_00510
ERR1913166.845640__1.845640	1262882__R5N2A9__BN519_00921
ERR1913166.845713__1.845713	820__A0A174CK74__DXB48_07060
ERR1913166.845733__1.845733	1262924__R7HPB3__BN585_00488
ERR1913166.845797__1.845797	204516__U6RN30__HMPREF1534_00370
ERR1913166.845856__1.845856	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.845978__1.845978	1262882__R5N4D8__BN519_01497
ERR1913166.846035__1.846035	823__A6LB63__M095_1847
ERR1913166.846216__1.846216	47678__A5ZL09__BACCAC_03608
ERR1913166.846242__1.846242	820__A0A396EUU8__luxQ_3
ERR1913166.846405__1.846405	239935__R7DVL7__CXT93_01180
ERR1913166.846550__1.846550	371601__D6CXF7__BN891_50120
ERR1913166.846563__1.846563	1262882__R5N4I8__BN519_01293
ERR1913166.846633__1.846633	820__I9J701__ERS852510_01809
ERR1913166.846675__1.846675	1262882__R5MLP5__BN519_01602
ERR1913166.846696__1.846696	820__A0A174Q0F0__DXB48_08080
ERR1913166.846697__1.846697	301302__R5UNC5__M72_02681
ERR1913166.847140__1.847140	820__A0A3E4W084__BACUNI_04042
ERR1913166.847151__1.847151	204516__U6RFU0__HMPREF1534_02545
ERR1913166.847253__1.847253	820__A0A374Q854__HMPREF1073_03281
ERR1913166.847284__1.847284	1262882__R5MM10__BN519_01679
ERR1913166.847308__1.847308	821__I9R3W6__DXC16_12455
ERR1913166.847519__1.847519	1262882__R5MZQ5__BN519_00648
ERR1913166.847623__1.847623	204516__U6REI9__HMPREF1534_02357
ERR1913166.847598__1.847598	1262882__R5MM25__BN519_00600
ERR1913166.847712__1.847712	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913166.847723__1.847723	338188__C9KTR3__BACFIN_05566
ERR1913166.847789__1.847789	823__A0A174PDQ0__DXC05_08200
ERR1913166.847973__1.847973	820__A0A174GYA8__DXB64_07370
ERR1913166.847981__1.847981	204516__U6R9H3__HMPREF1534_03348
ERR1913166.848003__1.848003	1262882__R5MYS0__BN519_00284
ERR1913166.848078__1.848078	301302__A0A173QV75__M72_03601
ERR1913166.848134__1.848134	28116__A0A395VZB9__Bovatus_03205
ERR1913166.848189__1.848189	28116__A0A1Y4Q112__evgS_13
ERR1913166.848428__1.848428	818__A0A1H7L4U6__BSIG_3287
ERR1913166.848436__1.848436	1262882__R5MND9__BN519_00831
ERR1913166.848443__1.848443	28117__B0MTI4__ALIPUT_00084
ERR1913166.848490__1.848490	823__A0A355XIK0__CEQ22_011965
ERR1913166.848557__1.848557	28111__R5K5X6__NCTC11155_02508
ERR1913166.848561__1.848561	820__A0A374QGD2__ERS852421_02382
ERR1913166.848593__1.848593	820__A7UYX8__DXD40_11635
ERR1913166.848602__1.848602	487174__R5G1E8__DIT83_00510
ERR1913166.848660__1.848660	487173__H1D1S1__HMPREF9453_01559
ERR1913166.848742__1.848742	47678__R5U7X5__ERS852558_01354
ERR1913166.848814__1.848814	820__A0A3E4G2R7__DXC07_00510
ERR1913166.848969__1.848969	820__A0A374Q854__HMPREF1073_03281
ERR1913166.849052__1.849052	820__A0A3E4VXP2__yesR
ERR1913166.849038__1.849038	820__A0A139K2N9__DXB62_12420
ERR1913166.849040__1.849040	820__A0A139JRH8__HMPREF2141_04326
ERR1913166.849072__1.849072	674529__R6V0V1__DXB21_06395
ERR1913166.849077__1.849077	47678__R5U2I4__ERS852558_03712
ERR1913166.849162__1.849162	820__A7VAS1__HMPREF2141_03259
ERR1913166.849191__1.849191	40520__R7D9L9__DXC87_14715
ERR1913166.849218__1.849218	1262882__R5N3T7__BN519_01188
ERR1913166.849348__1.849348	40518__R5DPI9__DXD83_07375
ERR1913166.849411__1.849411	820__A0A139K9Q2__DXD40_08795
ERR1913166.849556__1.849556	820__A7V092__hldE
ERR1913166.849558__1.849558	239935__A0A2N8HTZ8__CXU09_01270
ERR1913166.849603__1.849603	487174__K0XLC3__HMPREF9448_01065
ERR1913166.849561__1.849561	1550024__A0A3B9WI04__ASJ35_06105
ERR1913166.849698__1.849698	1262882__R5MYS9__BN519_00290
ERR1913166.849772__1.849772	46506__R6ALX0__HMPREF1181_01042
ERR1913166.849793__1.849793	820__A7VAR9__ERS852421_00197
ERR1913166.849805__1.849805	820__A0A173XIP7__B5G17_16050
ERR1913166.849941__1.849941	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.849956__1.849956	820__A0A139KA34__B5G17_05520
ERR1913166.849986__1.849986	47678__R5UAF6__ERS852494_02966
ERR1913166.850301__1.850301	820__A0A3E4W984__pssA
ERR1913166.850387__1.850387	214856__R6Z186__ERS852447_00718
ERR1913166.850394__1.850394	820__A0A3E4VZT7__DXB48_16145
ERR1913166.850472__1.850472	820__A0A139KHD8__ERS417307_00569
ERR1913166.850639__1.850639	239935__A0A2N8IEP3__CXT84_03735
ERR1913166.850694__1.850694	820__A0A173YYG4__evgS_3
ERR1913166.850768__1.850768	1262882__R5N5S3__BN519_00085
ERR1913166.850735__1.850735	820__A0A1T4IY80__ERS852554_01621
ERR1913166.850904__1.850904	1262882__R5MF51__BN519_00287
ERR1913166.851036__1.851036	1262882__R5MHQ8__BN519_00707
ERR1913166.851053__1.851053	820__A0A173W419__DXC68_17760
ERR1913166.851079__1.851079	820__A0A3E4QZJ7__C801_01798
ERR1913166.851085__1.851085	28111__R5JVV2__BACEGG_02950
ERR1913166.851136__1.851136	820__A0A396EUU8__luxQ_3
ERR1913166.851313__1.851313	820__A0A174CG08__DXB62_13215
ERR1913166.851437__1.851437	1262882__R5MM25__BN519_00600
ERR1913166.851539__1.851539	820__A0A3E4W984__pssA
ERR1913166.851643__1.851643	47678__R5UAI1__BACCAC_01922
ERR1913166.851671__1.851671	1262882__R5N4I8__BN519_01293
ERR1913166.851753__1.851753	820__A0A139KG04__ERS852459_01249
ERR1913166.851805__1.851805	820__A0A139KA34__B5G17_05520
ERR1913166.851841__1.851841	820__A0A174A6K0__M093_0079
ERR1913166.851987__1.851987	487174__R5F5Z4__DIT83_00635
ERR1913166.852106__1.852106	674529__R6UVG4__DXB21_01250
ERR1913166.852190__1.852190	820__A0A3E4FWC8__DXC91_14635
ERR1913166.852254__1.852254	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.852211__1.852211	387661__K6AET8__HMPREF1077_00420
ERR1913166.852375__1.852375	823__E1YSG0__DHP27_00465
ERR1913166.852378__1.852378	329854__R5MB34__BACINT_03694
ERR1913166.852385__1.852385	820__A0A3E4WCX3__C801_02709
ERR1913166.852490__1.852490	47678__R5U878__ERS852494_03300
ERR1913166.852552__1.852552	2173__A0A1D2WXL3__Msm_1788
ERR1913166.852577__1.852577	1681__A0A1V8R046__AYW85_06770
ERR1913166.852680__1.852680	28117__B0MTW8__ALIPUT_00502
ERR1913166.852819__1.852819	1262992__R5DE42__BN795_00179
ERR1913166.852939__1.852939	820__A7V470__HMPREF1072_02076
ERR1913166.852979__1.852979	1263000__R5ECJ8__BN466_00781
ERR1913166.853016__1.853016	821__A0A078R9Y9__M097_2119
ERR1913166.853132__1.853132	820__R9I2U8__DXC68_09590
ERR1913166.853240__1.853240	820__A0A139JUD3__DXC91_19380
ERR1913166.853310__1.853310	1262882__R5MRT2__BN519_01494
ERR1913166.853380__1.853380	1262882__R5MIW5__BN519_00945
ERR1913166.853419__1.853419	338188__C9KTQ6__BACFIN_05559
ERR1913166.853454__1.853454	487174__K0XKD7__HMPREF9448_01550
ERR1913166.853459__1.853459	820__A0A173YYG4__evgS_3
ERR1913166.853580__1.853580	820__A0A174LJB2__HMPREF1072_04112
ERR1913166.853620__1.853620	820__R9HVB9__DXC68_17285
ERR1913166.853654__1.853654	820__A7V780__adaA_3
ERR1913166.853734__1.853734	1262882__R5MLP5__BN519_01602
ERR1913166.853800__1.853800	820__A0A139KIL9__DXC68_05945
ERR1913166.853801__1.853801	820__A0A139KIL9__DXC68_05945
ERR1913166.853982__1.853982	1262882__R5N5D7__BN519_01676
ERR1913166.854041__1.854041	1263044__GCA_000433375.1_02420
ERR1913166.854081__1.854081	820__A0A396EUV1__B5G17_06465
ERR1913166.854098__1.854098	820__A0A3E4W9W8__C801_01069
ERR1913166.854136__1.854136	301302__R5UKE6__M72_05651
ERR1913166.854187__1.854187	1262882__R5N2E1__BN519_01117
ERR1913166.854212__1.854212	820__A0A173YYG4__evgS_3
ERR1913166.854232__1.854232	820__A7VAR9__ERS852421_00197
ERR1913166.854339__1.854339	820__A0A3E4W9D9__B5G17_12400
ERR1913166.854365__1.854365	818__A0A3E5GY47__SAMN02910322_02002
ERR1913166.854367__1.854367	301302__A0A0M6WPH4__ERS852420_01173
ERR1913166.854504__1.854504	820__A7VAR9__ERS852421_00197
ERR1913166.854510__1.854510	820__A0A174GK47__ERS852421_00200
ERR1913166.854541__1.854541	1303__A0A139PPJ9__ribF
ERR1913166.854593__1.854593	1262882__R5N3H1__BN519_01121
ERR1913166.854616__1.854616	1262882__R5MIW5__BN519_00945
ERR1913166.854669__1.854669	204516__U6RFU0__HMPREF1534_02545
ERR1913166.854679__1.854679	820__A7V8C2__ERS852554_01338
ERR1913166.854617__1.854617	626929__K9EMN2__SAMN05444376_2987
ERR1913166.854877__1.854877	1262882__R5MF51__BN519_00287
ERR1913166.854866__1.854866	820__A0A174CG08__DXB62_13215
ERR1913166.854970__1.854970	39485__C4Z0I4__ERS852492_00258
ERR1913166.855184__1.855184	1262992__R5D0P4__BN795_01631
ERR1913166.855199__1.855199	39491__A0A395UVM9__DXB76_04540
ERR1913166.855262__1.855262	820__A0A3E4RU03__M093_0563
ERR1913166.855301__1.855301	821__A0A0P0M405__DXC02_15075
ERR1913166.855498__1.855498	1262882__R5MK82__BN519_00260
ERR1913166.855515__1.855515	820__A0A174F0C1__nreB
ERR1913166.855615__1.855615	487174__K0WZU9__HMPREF9448_01159
ERR1913166.855729__1.855729	1262882__R5MFA5__BN519_00331
ERR1913166.855767__1.855767	820__A0A3E4WCX3__C801_02709
ERR1913166.855784__1.855784	106588__A6P303__BACCAP_04887
ERR1913166.855796__1.855796	1262992__R5D303__BN795_01389
ERR1913166.855824__1.855824	39492__D4JT68__spoIIIE
ERR1913166.855922__1.855922	1262882__R5MM96__BN519_01545
ERR1913166.856042__1.856042	820__A0A173W419__DXC68_17760
ERR1913166.855946__1.855946	28117__B0MSL1__BHV66_06710
ERR1913166.856224__1.856224	820__A7V470__HMPREF1072_02076
ERR1913166.856309__1.856309	820__A0A173XIP7__B5G17_16050
ERR1913166.856476__1.856476	28116__A7M0E3__AA414_00536
ERR1913166.856477__1.856477	310298__B3JQJ5__BACCOP_04231
ERR1913166.856505__1.856505	544645__A0A1U7LBV3__DXC42_12245
ERR1913166.856480__1.856480	28111__R5K5Y0__NCTC11155_03071
ERR1913166.856805__1.856805	33025__A0A395J973__C8D73_11010
ERR1913166.856845__1.856845	820__A0A139KIL9__DXC68_05945
ERR1913166.857129__1.857129	47678__R5U325__HMPREF1061_03209
ERR1913166.857145__1.857145	674529__R6UY37__SAMN05444400_12650
ERR1913166.857315__1.857315	47678__R5UHH8__HMPREF1061_02584
ERR1913166.857342__1.857342	1262882__R5MZ41__BN519_00356
ERR1913166.857413__1.857413	239935__A0A2N8IRL2__CXU06_01170
ERR1913166.857487__1.857487	820__A0A3E4WA06__ERS852554_03404
ERR1913166.857504__1.857504	820__A0A174VD39__DXD90_12235
ERR1913166.857558__1.857558	820__A0A173W419__DXC68_17760
ERR1913166.857576__1.857576	674529__A0A174RBF7__SAMN05444400_1464
ERR1913166.857825__1.857825	820__R9HP61__DXC91_01090
ERR1913166.857869__1.857869	820__R9I324__HMPREF2141_02414
ERR1913166.858058__1.858058	1262882__R5MGS8__BN519_00565
ERR1913166.858059__1.858059	1262882__R5N3T7__BN519_01188
ERR1913166.858195__1.858195	820__A0A078S4C2__ERS417307_00828
ERR1913166.858197__1.858197	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.858291__1.858291	1262882__R5MM96__BN519_01545
ERR1913166.858314__1.858314	28117__R7JIJ8__BHV66_01635
ERR1913166.858315__1.858315	820__A0A396EUV1__B5G17_06465
ERR1913166.858361__1.858361	1262743__R5C7B5__BN727_00586
ERR1913166.858512__1.858512	1262882__R5MZ41__BN519_00356
ERR1913166.858534__1.858534	820__A7V470__HMPREF1072_02076
ERR1913166.858576__1.858576	1262882__R5MT08__BN519_01706
ERR1913166.858673__1.858673	1262743__R5C054__BN727_01980
ERR1913166.858737__1.858737	820__A0A173XIP7__B5G17_16050
ERR1913166.858704__1.858704	74426__purL
ERR1913166.858772__1.858772	1262882__R5MT42__BN519_01729
ERR1913166.858871__1.858871	1262882__R5MND9__BN519_00831
ERR1913166.859011__1.859011	239935__A0A139TQT9__Amuc_1197
ERR1913166.859036__1.859036	1262882__R5N5D7__BN519_01676
ERR1913166.859212__1.859212	1262882__R5MF51__BN519_00287
ERR1913166.859249__1.859249	28117__B0MY82__BHV66_04755
ERR1913166.859322__1.859322	1262882__R5MQ68__BN519_01178
ERR1913166.859413__1.859413	820__A0A139KJ23__celCCA
ERR1913166.859445__1.859445	1297617__A0A0S2W8C3__C7373_10789
ERR1913166.859652__1.859652	1262882__R5MFA5__BN519_00331
ERR1913166.859653__1.859653	1262882__R5MFA5__BN519_00331
ERR1913166.859700__1.859700	820__A7V8C2__ERS852554_01338
ERR1913166.859788__1.859788	239935__A0A139TVJ4__CXT86_02020
ERR1913166.859912__1.859912	47678__R5UBT0__CGC64_12195
ERR1913166.859958__1.859958	410072__C0B556__DXD67_15015
ERR1913166.859999__1.859999	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.860000__1.860000	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.860082__1.860082	1262882__R5MFM2__BN519_00460
ERR1913166.860171__1.860171	1150298__A0A174PZ15__lytA
ERR1913166.860219__1.860219	820__A0A139JY23__B5G17_06330
ERR1913166.860324__1.860324	820__A0A174I980__gldH
ERR1913166.860389__1.860389	820__A0A174DZ97__SAMN05444418_101240
ERR1913166.860641__1.860641	820__A0A174A6K0__M093_0079
ERR1913166.860688__1.860688	820__A0A3E4VZT7__DXB48_16145
ERR1913166.860814__1.860814	1262882__R5N511__BN519_01592
ERR1913166.860835__1.860835	39492__D4JRM4__tap_5
ERR1913166.860851__1.860851	46503__R6WQ01__PARMER_03826
ERR1913166.860890__1.860890	1550024__A0A0D8IY45__ASJ35_05575
ERR1913166.861072__1.861072	820__A0A139KIL9__DXC68_05945
ERR1913166.861118__1.861118	820__A0A139K4T0__ERS852510_03146
ERR1913166.861145__1.861145	820__A0A3E4VZT7__DXB48_16145
ERR1913166.861209__1.861209	1262882__R5MSQ8__BN519_01647
ERR1913166.861227__1.861227	454154__G5SQ56__HMPREF9441_01493
ERR1913166.861297__1.861297	329854__R7DRH1__DXD27_19880
ERR1913166.861359__1.861359	1262924__R7HKP8__BN585_01113
ERR1913166.861424__1.861424	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913166.861535__1.861535	820__A0A3E4VZT7__DXB48_16145
ERR1913166.861572__1.861572	301302__A0A173T3P5__ERS852420_01836
ERR1913166.861643__1.861643	487173__H1D0N4__HMPREF9453_01172
ERR1913166.861696__1.861696	204516__U6R8I1__HMPREF1534_03341
ERR1913166.861671__1.861671	1262882__R5MGX3__BN519_00046
ERR1913166.861855__1.861855	40518__R5E1X3__clcA
ERR1913166.861877__1.861877	1262882__R5MQ68__BN519_01178
ERR1913166.861843__1.861843	28117__R7JLL3__ALIPUT_02219
ERR1913166.861920__1.861920	39491__A0A396FPV7__ERS852580_01177
ERR1913166.862075__1.862075	239935__A0A2N8IJI1__B5G29_04615
ERR1913166.862062__1.862062	820__A0A3E4W4W5__ERS852554_02179
ERR1913166.862107__1.862107	454154__G5SS69__HMPREF9441_02219
ERR1913166.862118__1.862118	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.862189__1.862189	39492__D4JUD7__EUBSIR_01877
ERR1913166.862201__1.862201	626933__H1DGX0__HMPREF9449_01506
ERR1913166.862282__1.862282	823__A0A395YX30__M090_4590
ERR1913166.862306__1.862306	1262882__R5N3H1__BN519_01121
ERR1913166.862332__1.862332	1262992__R5D7H2__BN795_00443
ERR1913166.862404__1.862404	674529__A0A174K9D7__SAMN05444400_1164
ERR1913166.862551__1.862551	820__A0A3E4WA06__ERS852554_03404
ERR1913166.862605__1.862605	1262924__R7HQ14__BN585_00419
ERR1913166.862606__1.862606	820__A0A139K5A6__DXB48_12175
ERR1913166.862610__1.862610	329854__R5LW55__DXD57_21020
ERR1913166.862671__1.862671	387090__S0F7Y3__BACCOPRO_02028
ERR1913166.862785__1.862785	1262882__R5MHQ8__BN519_00707
ERR1913166.862971__1.862971	818__A0A1H7TGM1__BJP75_010615
ERR1913166.863049__1.863049	246787__A0A3D6AS39__ina
ERR1913166.863160__1.863160	1262882__R5MJ49__BN519_01124
ERR1913166.863277__1.863277	40518__A0A1Q6S5M1__DXD83_09325
ERR1913166.863320__1.863320	820__A0A3E4IGA7__DXD40_07110
ERR1913166.863442__1.863442	674529__R6V0V1__DXB21_06395
ERR1913166.863443__1.863443	239935__B2UQB8__CXT86_01740
ERR1913166.863508__1.863508	820__A0A174CK74__DXB48_07060
ERR1913166.863621__1.863621	239935__R7E524__CXT91_06180
ERR1913166.864312__1.864312	1262992__R5CWT5__BN795_00747
ERR1913166.864438__1.864438	454155__F3QTM3__HMPREF9442_01541
ERR1913166.864798__1.864798	160404__A0A1Y4F405__B5G26_06625
ERR1913166.864924__1.864924	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.864927__1.864927	1262882__R5MGX3__BN519_00046
ERR1913166.865168__1.865168	40518__R5DW64__RBL236_01394
ERR1913166.865230__1.865230	1262882__R5MXS6__BN519_00286
ERR1913166.865249__1.865249	301301__A0A395VD84__RHOM_09080
ERR1913166.865261__1.865261	820__A7V092__hldE
ERR1913166.865271__1.865271	1262882__R5MJ49__BN519_01124
ERR1913166.865372__1.865372	487174__K0X3L3__DDY40_11345
ERR1913166.865615__1.865615	487174__R5FN40__HMPREF9448_01366
ERR1913166.865641__1.865641	28116__A7M0E3__AA414_00536
ERR1913166.865850__1.865850	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.865861__1.865861	820__A0A3E4W084__BACUNI_04042
ERR1913166.865999__1.865999	1262882__R5N0F4__BN519_00593
ERR1913166.865989__1.865989	1263044__GCA_000433375.1_01453
ERR1913166.866191__1.866191	40518__R5E670__DXD93_06195
ERR1913166.866235__1.866235	820__A0A174NUS8__DXC80_12885
ERR1913166.866243__1.866243	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.866327__1.866327	820__A0A139K2N9__DXB62_12420
ERR1913166.866496__1.866496	28111__E5X333__NCTC11155_03016
ERR1913166.866504__1.866504	821__A0A395VLM8__BvMPK_3650
ERR1913166.866513__1.866513	820__A0A396CMY7__HMPREF1072_03009
ERR1913166.866514__1.866514	1262924__R7HMZ0__BN585_01986
ERR1913166.866522__1.866522	820__A0A374Q854__HMPREF1073_03281
ERR1913166.866864__1.866864	1262746__R5SS80__BN750_02125
ERR1913166.866943__1.866943	1262882__R5N532__BN519_01420
ERR1913166.867128__1.867128	204516__U6RR05__HMPREF1534_00736
ERR1913166.867211__1.867211	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.867232__1.867232	1297617__A0A0S2W6H4__BIV19_07935
ERR1913166.867290__1.867290	820__A7VAR9__ERS852421_00197
ERR1913166.867441__1.867441	487174__K0X068__DDY40_07105
ERR1913166.867592__1.867592	1262980__R5BQV7__BN814_00277
ERR1913166.867556__1.867556	820__A0A1T4IY80__ERS852554_01621
ERR1913166.867645__1.867645	28117__B0MZ50__ALIPUT_02424
ERR1913166.867760__1.867760	1262882__R5N1T9__BN519_00804
ERR1913166.867761__1.867761	1262882__R5N1T9__BN519_00804
ERR1913166.867994__1.867994	820__A0A139JRS5__HMPREF1073_04025
ERR1913166.868053__1.868053	820__A0A396EXA7__DXB37_15530
ERR1913166.868325__1.868325	820__A0A174Q0F0__DXB48_08080
ERR1913166.868531__1.868531	371601__A0A1C7H1B8__BN890_22320
ERR1913166.868618__1.868618	821__A0A3E4WAR6__DXD64_10735
ERR1913166.868648__1.868648	28117__R7JN92__BHV66_00550
ERR1913166.868747__1.868747	338188__A0A1Q6HAT8__HMPREF1057_02069
ERR1913166.868806__1.868806	1262882__R5N1T9__BN519_00804
ERR1913166.868862__1.868862	28117__B0MXW9__ALIPUT_01981
ERR1913166.868873__1.868873	820__A0A3E4PYB0__yejM
ERR1913166.868894__1.868894	39492__A0A174ZG93__EUBSIR_00254
ERR1913166.869091__1.869091	39492__A0A174ZL16__EUBSIR_01269
ERR1913166.869101__1.869101	39485__A0A174ZMD4__ERS852492_01969
ERR1913166.869334__1.869334	823__A0A395YQ63__B5F32_15335
ERR1913166.869483__1.869483	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.869579__1.869579	820__A0A3E4VZT7__DXB48_16145
ERR1913166.869598__1.869598	33038__A7B8N9__CDL21_10000
ERR1913166.869724__1.869724	544645__A0A1U7L710__DXC42_05105
ERR1913166.869905__1.869905	39492__D4JWI6__EUBSIR_01073
ERR1913166.870382__1.870382	820__A0A174DZ97__SAMN05444418_101240
ERR1913166.870502__1.870502	820__A0A174DZ97__SAMN05444418_101240
ERR1913166.870676__1.870676	47678__R5UBT0__CGC64_12195
ERR1913166.870724__1.870724	47678__R5U7X8__C5Z00_18270
ERR1913166.870872__1.870872	39492__D4JWY7__EUBSIR_01655
ERR1913166.871004__1.871004	820__A0A173XIP7__B5G17_16050
ERR1913166.871118__1.871118	820__A0A174CG08__DXB62_13215
ERR1913166.871250__1.871250	338188__C9KYW9__ERS852397_01315
