ERR1912964.104__1.104	1680__A0A087DKM6__B0042_0664
ERR1912964.4105470__1.4105470	1262761__R6R8K0__BN606_01521
ERR1912964.4105482__1.4105482	1680__A0A174BEE7__BSTER_1311
ERR1912964.4105605__1.4105605	410072__C0BC38__ERS852574_02017
ERR1912964.4105700__1.4105700	1680__A0A0C2YPV2__AL0462_1474
ERR1912964.4105734__1.4105734	239935__A0A2N8I791__CXT99_09415
ERR1912964.4105780__1.4105780	820__A0A3E4XDK3__ERS852554_03650
ERR1912964.4105808__1.4105808	1262761__R6R840__BN606_01433
ERR1912964.4105813__1.4105813	33043__A0A174E9K7__sigF_1
ERR1912964.4105880__1.4105880	820__R9I2U8__DXC68_09590
ERR1912964.4105982__1.4105982	1161942__celI_4
ERR1912964.4106221__1.4106221	1263011__R6DNP5__BN553_01272
ERR1912964.4106387__1.4106387	33043__A0A173ZZ54__ERS852400_00193
ERR1912964.4106452__1.4106452	853__A0A173YYY4__DWZ04_09420
ERR1912964.4106439__1.4106439	1263027__R6ZL17__BN699_01298
ERR1912964.4106677__1.4106677	1263027__R6ZR35__BN699_01038
ERR1912964.4106953__1.4106953	28117__B0MWX3__BHV66_03010
ERR1912964.4107030__1.4107030	1161942__alsT_1
ERR1912964.4107042__1.4107042	1262915__R6HEL0__BN574_00515
ERR1912964.4107223__1.4107223	116085__D4J5G5__DW747_05425
ERR1912964.4107282__1.4107282	165179__D1PES9__DXB80_11585
ERR1912964.4107426__1.4107426	33043__D5HGS9__ERS852445_02226
ERR1912964.4107512__1.4107512	33043__A0A173YSY7__tilS
ERR1912964.4107647__1.4107647	239935__A0A2N8HT18__CXT93_06135
ERR1912964.4107780__1.4107780	33043__A8SWL7__ERS852386_02506
ERR1912964.4107858__1.4107858	410072__C0BC38__ERS852574_02017
ERR1912964.4107903__1.4107903	239935__A0A2N8IRW0__A4V05_11620
ERR1912964.4108023__1.4108023	371601__C3R2J2__ERS852396_04353
ERR1912964.4108138__1.4108138	33043__A0A173YSY7__tilS
ERR1912964.4108281__1.4108281	165179__D1PGU8__PREVCOP_06463
ERR1912964.4108486__1.4108486	1263000__R5EKG2__BN466_02040
ERR1912964.4108669__1.4108669	165179__R6CNX7__DXB80_02200
ERR1912964.4108825__1.4108825	1161942__apeA
ERR1912964.4108903__1.4108903	33043__D5HHY4__luxQ_1
ERR1912964.4109027__1.4109027	39485__A0A174ZKZ4__spoIIQ_1
ERR1912964.4109292__1.4109292	239935__A0A2N8IMD6__CXU03_05585
ERR1912964.4109413__1.4109413	1161942__baeS
ERR1912964.4109842__1.4109842	172901__A0A2U1AVD7__C8D82_11740
ERR1912964.4109880__1.4109880	823__E1YSG0__DHP27_00465
ERR1912964.4110001__1.4110001	239935__A0A139TT05__CXU09_03335
ERR1912964.4110004__1.4110004	1680__A0A374QDL4__LMG18897_0432
ERR1912964.4110038__1.4110038	239935__A0A2N8HT68__ADH72_00510
ERR1912964.4110265__1.4110265	46506__R6AEZ1__BACSTE_01801
ERR1912964.4110457__1.4110457	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.4110458__1.4110458	46503__K5ZX50__dnaG_1
ERR1912964.4110483__1.4110483	1262959__R5Y4A1__BN680_00686
ERR1912964.4110521__1.4110521	820__A0A173YYG4__evgS_3
ERR1912964.4110588__1.4110588	1263000__R5EV67__BN466_01611
ERR1912964.4110606__1.4110606	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1912964.4110654__1.4110654	853__A0A173T0Y8__CGS54_07215
ERR1912964.4110859__1.4110859	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1912964.4110964__1.4110964	116085__D4J8E0__DW747_09165
ERR1912964.4111008__1.4111008	360807__A0A0M6WUG1__ERS852392_00028
ERR1912964.4111352__1.4111352	1680__A0A173W9E6__C8077_07070
ERR1912964.4111373__1.4111373	239935__A0A139TQT9__Amuc_1197
ERR1912964.4111410__1.4111410	33043__D5HHZ6__ERS852386_02725
ERR1912964.4111455__1.4111455	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912964.4111624__1.4111624	853__A0A174UDE9__C4N25_12775
ERR1912964.4111768__1.4111768	40518__R5DYP7__envC
ERR1912964.4111832__1.4111832	1262761__R6QW14__BN606_00877
ERR1912964.4112014__1.4112014	454155__F3QZ25__HMPREF9442_03471
ERR1912964.4112078__1.4112078	1262945__R6YNE4__BN600_01653
ERR1912964.4112096__1.4112096	239935__R7E524__CXT91_06180
ERR1912964.4112365__1.4112365	28117__B0MY40__BHV66_05170
ERR1912964.4112393__1.4112393	1680__A0A076JM61__DXD63_05245
ERR1912964.4112422__1.4112422	1262869__R7CV70__BN625_00699
ERR1912964.4112570__1.4112570	1262915__R6HMP0__BN574_01549
ERR1912964.4112655__1.4112655	165179__D1P9T6__PREVCOP_04016
ERR1912964.4112694__1.4112694	901__B6WUW8__DESPIGER_1921
ERR1912964.4112859__1.4112859	1161942__csd_2
ERR1912964.4112963__1.4112963	1262761__R6R4V4__BN606_00113
ERR1912964.4113112__1.4113112	239935__A0A2N8HUU6__CXT90_06150
ERR1912964.4113158__1.4113158	165179__A0A3E5E189__PREVCOP_06699
ERR1912964.4113451__1.4113451	1263000__R5EXT3__BN466_02213
ERR1912964.4113489__1.4113489	239935__A0A2N8IRW0__A4V05_11620
ERR1912964.4113469__1.4113469	1263000__R5ESM1__BN466_01440
ERR1912964.4113557__1.4113557	172901__A0A2U1B7T2__C8D82_10517
ERR1912964.4113777__1.4113777	33043__D5HF53__ERS852386_02418
ERR1912964.4114150__1.4114150	55565__G9PCS0__CJ186_04420
ERR1912964.4114281__1.4114281	239935__A0A2N8IRW0__A4V05_11620
ERR1912964.4114350__1.4114350	1161942__amt
ERR1912964.4114460__1.4114460	239935__A0A3F3K9J9__DEF40_00940
ERR1912964.4114613__1.4114613	1263027__R7AV02__BN699_02111
ERR1912964.4114830__1.4114830	239935__A0A2N8I368__CXT95_04550
ERR1912964.4114863__1.4114863	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1912964.4114988__1.4114988	46503__R6X0L4__DXB61_05325
ERR1912964.4115121__1.4115121	46228__V8C9Q0__srtB
ERR1912964.4115560__1.4115560	239935__A0A139TQT9__Amuc_1197
ERR1912964.4115570__1.4115570	1161942__corC_3
ERR1912964.4115691__1.4115691	1262911__R6H2J2__BN557_01228
ERR1912964.4115739__1.4115739	1263000__R5EMM7__BN466_00616
ERR1912964.4115981__1.4115981	1262915__R6HDY7__BN574_00301
ERR1912964.4115964__1.4115964	821__A0A395UNT8__DXD64_15275
ERR1912964.4116084__1.4116084	33043__D5HHY4__luxQ_1
ERR1912964.4116109__1.4116109	239935__A0A2N8I8X8__B5G29_00185
ERR1912964.4116166__1.4116166	33043__A0A174EI47__inlJ
ERR1912964.4116178__1.4116178	165179__A0A229I1J2__DXB80_03950
ERR1912964.4116388__1.4116388	239935__A0A2N8INK7__Amuc_0521
ERR1912964.4116346__1.4116346	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.4116783__1.4116783	1262869__R7CVG2__BN625_00790
ERR1912964.4116908__1.4116908	33043__D5HFZ0__rlmH
ERR1912964.4117074__1.4117074	239935__A0A139TVJ4__CXT86_02020
ERR1912964.4117088__1.4117088	1150298__R7JSE8__coaX_1
ERR1912964.4117128__1.4117128	1263027__R6ZDX1__BN699_02052
ERR1912964.4117175__1.4117175	239935__A0A2N8HDT1__CXT94_05270
ERR1912964.4117545__1.4117545	165179__A0A3E5AER8__DXB80_07075
ERR1912964.4117889__1.4117889	239935__A0A2N8ITX2__CXT86_11265
ERR1912964.4118071__1.4118071	239935__A0A2N8I3G2__CXT89_00720
ERR1912964.4118269__1.4118269	853__A0A174BA00__DW905_01145
ERR1912964.4118280__1.4118280	1262869__R7CRP7__BN625_01723
ERR1912964.4118547__1.4118547	33043__A0A174DAG8__dapF
ERR1912964.4118751__1.4118751	820__A0A173WZS4__DXD90_10250
ERR1912964.4118809__1.4118809	33043__A8SWM2__ERS852575_01910
ERR1912964.4118972__1.4118972	165179__A0A229I1J2__DXB80_03950
ERR1912964.4119066__1.4119066	820__A0A3E4WCC2__lptB_1
ERR1912964.4119088__1.4119088	1262761__R6RU22__BN606_01110
ERR1912964.4119069__1.4119069	1897011__A0A1Q6REW8__BHW41_04435
ERR1912964.4119529__1.4119529	563769__GeneID:6973158
ERR1912964.4119566__1.4119566	33043__D5HDY1__cdd
ERR1912964.4119824__1.4119824	1897011__A0A1Q6RH61__BHW41_01970
ERR1912964.4119831__1.4119831	39485__A0A174ZQT9__EUBELI_20278
ERR1912964.4119895__1.4119895	165179__R6C3A5__DXC61_11820
ERR1912964.4120079__1.4120079	1161942__adhR
ERR1912964.4120247__1.4120247	46503__R6XCJ0__PARMER_01847
ERR1912964.4120225__1.4120225	28117__B0MXX3__BHV66_07695
ERR1912964.4120227__1.4120227	165179__A0A3E5DZ45__DXC61_02820
ERR1912964.4120378__1.4120378	1262761__R6QXV6__BN606_00004
ERR1912964.4120391__1.4120391	216816__C2GUV2__APC1478_0430
ERR1912964.4120419__1.4120419	1262761__R6QS33__BN606_00308
ERR1912964.4120802__1.4120802	239935__A0A2N8HQR1__Amuc_0287
ERR1912964.4121069__1.4121069	901__B6WV59__feoB
ERR1912964.4121309__1.4121309	1161942__celE_3
ERR1912964.4121397__1.4121397	165179__D1PB89__DXC61_08425
ERR1912964.4121513__1.4121513	1262992__R5DBS7__BN795_00217
ERR1912964.4121646__1.4121646	821__A0A396F9T7__M097_3427
ERR1912964.4121772__1.4121772	239935__B2UPZ6__CXU03_03800
ERR1912964.4121795__1.4121795	165179__A0A3E5E2B6__DXB80_02820
ERR1912964.4121841__1.4121841	239935__A0A139TM51__CXT91_12120
ERR1912964.4122034__1.4122034	1262986__R6AVK5__BN492_00034
ERR1912964.4122280__1.4122280	1263027__R6ZPV4__BN699_00818
ERR1912964.4122371__1.4122371	1161942__araC_2
ERR1912964.4122443__1.4122443	1262761__R6QVL2__BN606_00807
ERR1912964.4122525__1.4122525	214856__R5UN64__ERS852447_02669
ERR1912964.4122585__1.4122585	552398__F4XCQ4__HMPREF0866_01621
ERR1912964.4122812__1.4122812	901__B6WUY7__DHV46_11425
ERR1912964.4122972__1.4122972	39485__A0A174ZPJ9__tig_2
ERR1912964.4123022__1.4123022	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912964.4123187__1.4123187	239935__R6IZU4__CXT87_08085
ERR1912964.4123220__1.4123220	1262761__R6QR72__BN606_01181
ERR1912964.4123395__1.4123395	39486__B0G973__atpH
ERR1912964.4123588__1.4123588	33043__A0A173WTR4__ERS852386_00324
ERR1912964.4123626__1.4123626	78346__A0A087D3Y1__BRUM_1576
ERR1912964.4123684__1.4123684	165179__A0A3E5EBQ2__DXC61_01930
ERR1912964.4123757__1.4123757	28117__B0MZ50__ALIPUT_02424
ERR1912964.4123822__1.4123822	1262869__R7CNH9__BN625_01092
ERR1912964.4124252__1.4124252	39485__C4Z6J7__ERS852492_02047
ERR1912964.4124437__1.4124437	901__B6WS90__DHV46_08165
ERR1912964.4124438__1.4124438	853__A0A3E2V168__FAEPRAM212_00929
ERR1912964.4124471__1.4124471	28117__B0MWZ9__ALIPUT_01735
ERR1912964.4124851__1.4124851	310297__R5VA64__DXD04_05100
ERR1912964.4124924__1.4124924	33043__D5HFD3__ybbD
ERR1912964.4124955__1.4124955	1262761__R6RZF9__BN606_01803
ERR1912964.4125138__1.4125138	239935__A0A2N8HDT1__CXT94_05270
ERR1912964.4125290__1.4125290	165179__A0A3E5AI09__DXC61_05815
ERR1912964.4125348__1.4125348	106588__A6NUL8__BACCAP_01900
ERR1912964.4125722__1.4125722	239935__A0A2N8HB50__CXU17_02615
ERR1912964.4125780__1.4125780	165179__A0A3E5DX15__DXC61_00345
ERR1912964.4125967__1.4125967	1550024__G9RQ59__TQ39_14360
ERR1912964.4125978__1.4125978	46503__K5ZAK9__NCTC13052_03308
ERR1912964.4126138__1.4126138	384638__B7ARA6__BACPEC_01216
ERR1912964.4126195__1.4126195	1262915__R6HPQ8__BN574_00511
ERR1912964.4126215__1.4126215	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912964.4126293__1.4126293	239935__A0A2N8IRH4__CXT92_05605
ERR1912964.4126527__1.4126527	1262915__R6IAV2__BN574_01227
ERR1912964.4126560__1.4126560	239935__A0A2N8IUW6__Amuc_1525
ERR1912964.4126562__1.4126562	853__A8S882__C4N23_07600
ERR1912964.4126707__1.4126707	216816__A0A0S2MI06__pepV
ERR1912964.4126741__1.4126741	239935__A0A2N8I8X8__B5G29_00185
ERR1912964.4126751__1.4126751	239935__A0A2N8I1R3__CXU05_06075
ERR1912964.4126766__1.4126766	33043__D5HDL8__ERS852575_02529
ERR1912964.4126966__1.4126966	1262961__R6EK01__BN710_00862
ERR1912964.4127085__1.4127085	216816__A0A395XYV2__APC1468_1887
ERR1912964.4127107__1.4127107	1262961__R6EGH1__BN710_00315
ERR1912964.4127121__1.4127121	853__A0A174BZY1__xerD_1
ERR1912964.4127302__1.4127302	853__A8SCP3__C4N26_07960
ERR1912964.4127331__1.4127331	410072__A0A173S248__ERS852525_02992
ERR1912964.4127334__1.4127334	1235835__R9LCU2__C814_02677
ERR1912964.4127730__1.4127730	216816__D6DC91__DXC72_07710
ERR1912964.4127854__1.4127854	39485__R5ZNG4__yerB
ERR1912964.4127924__1.4127924	901__B6WXT8__DESPIGER_1543
ERR1912964.4128114__1.4128114	40518__R5DW64__RBL236_01394
ERR1912964.4128135__1.4128135	853__D4JY61__C4N21_10560
ERR1912964.4128262__1.4128262	454155__F3QPW2__HMPREF9442_00199
ERR1912964.4128292__1.4128292	28117__R7JPX7__BHV66_00900
ERR1912964.4128298__1.4128298	1262986__R6A8Q9__BN492_00460
ERR1912964.4128364__1.4128364	216816__D6DCR3__APC1464_1142
ERR1912964.4128416__1.4128416	165179__A0A3E5AER8__DXB80_07075
ERR1912964.4128507__1.4128507	1263000__R5EVY6__BN466_01709
ERR1912964.4128585__1.4128585	1262761__R6QWS5__BN606_02019
ERR1912964.4128815__1.4128815	1393034__GCA_001552785.1_00503
ERR1912964.4128996__1.4128996	165179__D1PGD2__DXC61_10875
ERR1912964.4129053__1.4129053	1262761__R6RZ48__BN606_01724
ERR1912964.4129076__1.4129076	1262700__R5XC07__BN695_01332
ERR1912964.4129106__1.4129106	33043__A0A173YPE0__thiD
ERR1912964.4129158__1.4129158	39485__A0A174ZNZ2__ERS852492_02345
ERR1912964.4129180__1.4129180	39485__A0A174ZNZ2__ERS852492_02345
ERR1912964.4129352__1.4129352	33043__A0A173YYE7__ERS852445_00670
ERR1912964.4129557__1.4129557	74426__rpoB
ERR1912964.4129577__1.4129577	239935__A0A2N8IMC9__CXU09_02095
ERR1912964.4129583__1.4129583	1262761__R6RBJ5__BN606_02022
ERR1912964.4129584__1.4129584	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1912964.4129670__1.4129670	1161942__addB
ERR1912964.4129991__1.4129991	487175__F3QK24__HMPREF9439_01281
ERR1912964.4130144__1.4130144	239935__A0A3F3K9J9__DEF40_00940
ERR1912964.4130145__1.4130145	301302__A0A173T0N8__ERS852420_01792
ERR1912964.4130319__1.4130319	1263027__R6ZJI2__BN699_01834
ERR1912964.4130367__1.4130367	1161942__clpC_3
ERR1912964.4130779__1.4130779	239935__A0A2N8HHY4__DEF40_10850
ERR1912964.4130816__1.4130816	33043__A0A174AEP1__apr
ERR1912964.4131188__1.4131188	1262915__R6IDW0__BN574_00534
ERR1912964.4131489__1.4131489	78346__A0A087D3Y1__BRUM_1576
ERR1912964.4131619__1.4131619	33043__D5HEF6__ERS852445_00180
ERR1912964.4131657__1.4131657	1263027__R6ZRD0__BN699_01105
ERR1912964.4131862__1.4131862	116085__D4J7J1__DW747_10195
ERR1912964.4132018__1.4132018	410072__C0BER6__DXD67_15575
ERR1912964.4132037__1.4132037	338188__C9L0Q9__HMPREF1057_02408
ERR1912964.4132366__1.4132366	384638__B7AVU0__BACPEC_02840
ERR1912964.4132393__1.4132393	820__A0A174CK74__DXB48_07060
ERR1912964.4132376__1.4132376	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912964.4132382__1.4132382	1161942__clpP
ERR1912964.4132662__1.4132662	1262869__R7CU17__BN625_00773
ERR1912964.4132757__1.4132757	1262927__R7F051__BN677_01539
ERR1912964.4132759__1.4132759	239935__A0A3F3K985__CXT98_05805
ERR1912964.4132900__1.4132900	239935__A0A2N8I694__CXU04_06245
ERR1912964.4132924__1.4132924	1161942__celE_2
ERR1912964.4132977__1.4132977	165179__D1PB89__DXC61_08425
ERR1912964.4133036__1.4133036	649756__B0P3M9__ERS852475_01934
ERR1912964.4133058__1.4133058	820__A0A3E4PYB0__yejM
ERR1912964.4133238__1.4133238	165179__D1PAN5__PREVCOP_04260
ERR1912964.4133250__1.4133250	165179__D1PDF6__DXB80_12430
ERR1912964.4133368__1.4133368	1262761__R6R3W1__BN606_01849
ERR1912964.4133374__1.4133374	33043__A0A173YLD4__ERS852575_00535
ERR1912964.4133401__1.4133401	1262761__R6QJJ2__BN606_00358
ERR1912964.4133409__1.4133409	552398__F4XCR9__HMPREF0866_01636
ERR1912964.4133567__1.4133567	410072__A0A174CHL0__ERS852574_02022
ERR1912964.4133655__1.4133655	239935__A0A2N8HAQ1__DEF40_05290
ERR1912964.4133776__1.4133776	33043__D5HGZ8__nnr
ERR1912964.4133918__1.4133918	818__A0A396E023__ERS852430_02808
ERR1912964.4133931__1.4133931	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1912964.4134033__1.4134033	33043__D5HIS6__ERS852575_02019
ERR1912964.4134044__1.4134044	1897011__A0A1Q6RGB4__BHW41_02795
ERR1912964.4134092__1.4134092	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912964.4134111__1.4134111	328814__GCA_004558275.1_00069
ERR1912964.4134181__1.4134181	853__D4K7X0__DW905_09540
ERR1912964.4134247__1.4134247	1262743__R5C054__BN727_01980
ERR1912964.4134397__1.4134397	239935__A0A2N8IV82__CXT99_06735
ERR1912964.4134668__1.4134668	1263027__R6ZKK0__BN699_02169
ERR1912964.4134790__1.4134790	1263027__R7A006__BN699_02145
ERR1912964.4135039__1.4135039	1262961__R6DW08__BN710_00228
ERR1912964.4135089__1.4135089	216816__V6XY04__APK78_02285
ERR1912964.4135419__1.4135419	1897011__A0A1Q6RFK0__BHW41_03420
ERR1912964.4135500__1.4135500	33043__A0A173WPI1__ERS852400_02100
ERR1912964.4135577__1.4135577	1263027__R7A011__BN699_02150
ERR1912964.4135571__1.4135571	39496__A5Z5I2__EUBVEN_00963
ERR1912964.4135844__1.4135844	1262915__R6IAV2__BN574_01227
ERR1912964.4136156__1.4136156	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1912964.4136195__1.4136195	508460__GCF_000585335.1_00234
ERR1912964.4136180__1.4136180	823__D7IT19__DHP27_03495
ERR1912964.4136668__1.4136668	820__A0A3E4XM43__DXC91_13960
ERR1912964.4136709__1.4136709	1680__A0A1X3A951__AL0462_1583
ERR1912964.4136781__1.4136781	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.4136797__1.4136797	239935__A0A2N8IHY1__CXU06_00035
ERR1912964.4136766__1.4136766	1262761__R6QUM5__BN606_02048
ERR1912964.4136807__1.4136807	239935__A0A2N8I3Z7__CXU05_10555
ERR1912964.4136837__1.4136837	165179__R6CNX7__DXB80_02200
ERR1912964.4136843__1.4136843	1262761__R6R1G2__BN606_01397
ERR1912964.4136945__1.4136945	823__D0TAX5__HMPREF1075_01064
ERR1912964.4137026__1.4137026	292800__A0A1C7FMP9__ADH75_14350
ERR1912964.4137216__1.4137216	1262825__R5ECH5__BN724_02253
ERR1912964.4137224__1.4137224	74426__pflB_2
ERR1912964.4137335__1.4137335	1680__A7A7Z9__AAX71_05385
ERR1912964.4137400__1.4137400	1262761__R6QUM5__BN606_02048
ERR1912964.4137685__1.4137685	649756__D4MW63__DCR88_07570
ERR1912964.4137764__1.4137764	1262761__R6QJJ2__BN606_00358
ERR1912964.4137788__1.4137788	239935__A0A139TVJ4__CXT86_02020
ERR1912964.4137982__1.4137982	165179__A0A3E5AER8__DXB80_07075
ERR1912964.4138374__1.4138374	1262761__R6QN56__BN606_00886
ERR1912964.4138495__1.4138495	552398__F4XCQ4__HMPREF0866_01621
ERR1912964.4138713__1.4138713	33043__A0A173YSY7__tilS
ERR1912964.4138737__1.4138737	106588__A6NUL8__BACCAP_01900
ERR1912964.4138877__1.4138877	328814__GCA_004558275.1_01000
ERR1912964.4138896__1.4138896	901__B6WXH2__DESPIGER_1643
ERR1912964.4138990__1.4138990	1680__A0A076JNS9__BIFADO_02309
ERR1912964.4139052__1.4139052	853__D4JY61__C4N21_10560
ERR1912964.4139106__1.4139106	39496__A5Z5I2__EUBVEN_00963
ERR1912964.4139175__1.4139175	33043__D5HGS9__ERS852445_02226
ERR1912964.4139231__1.4139231	74426__rpoC
ERR1912964.4139246__1.4139246	28117__B0MT38__BHV66_05995
ERR1912964.4139252__1.4139252	33043__D5HIL8__ERS852386_02009
ERR1912964.4139286__1.4139286	165179__A0A3E5E2B6__DXB80_02820
ERR1912964.4139288__1.4139288	1263027__R6ZFP7__BN699_00330
ERR1912964.4139427__1.4139427	1161942__bglY
ERR1912964.4140124__1.4140124	1262961__R6E3R5__BN710_01440
ERR1912964.4140158__1.4140158	239935__R6JAS2__CXU02_10725
ERR1912964.4140160__1.4140160	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1912964.4140186__1.4140186	28117__B0MY40__BHV66_05170
ERR1912964.4140177__1.4140177	40518__A0A373KL92__RBATCC27255_01378
ERR1912964.4140285__1.4140285	239935__A0A2N8HUU6__CXT90_06150
ERR1912964.4140304__1.4140304	1235835__R9LCU2__C814_02677
ERR1912964.4140367__1.4140367	1262761__R6QZS1__BN606_01236
ERR1912964.4140371__1.4140371	820__R9I3Q7__HMPREF1072_01668
ERR1912964.4140392__1.4140392	1262700__R5XKX7__BN695_01333
ERR1912964.4140588__1.4140588	1161942__bglY
ERR1912964.4140647__1.4140647	165179__A0A3E5E2S3__DXB80_03455
ERR1912964.4140904__1.4140904	239935__R6K0V8__CXT94_02055
ERR1912964.4140924__1.4140924	33043__D5HGR0__rpfC_2
ERR1912964.4140927__1.4140927	1297617__A0A0S2W5G6__C7373_10958
ERR1912964.4141096__1.4141096	29361__B6FKH5__CLONEX_00621
ERR1912964.4141615__1.4141615	165179__A0A3E5AF88__DXC61_14960
ERR1912964.4141670__1.4141670	1262915__R6HQV2__BN574_01665
ERR1912964.4141733__1.4141733	572010__group_1977
ERR1912964.4141739__1.4141739	165179__A0A3E5EAM8__PREVCOP_03872
ERR1912964.4141834__1.4141834	33043__D5HI50__smf
ERR1912964.4141889__1.4141889	823__A0A355XKQ8__DHP27_04010
ERR1912964.4141893__1.4141893	239935__A0A2N8HPX2__CXT90_09930
ERR1912964.4142326__1.4142326	216816__B3DRY8__DPC6320_0936
ERR1912964.4142450__1.4142450	853__A0A2A7B9I6__DW855_13690
ERR1912964.4142567__1.4142567	360807__A0A173V2S2__phoR_7
ERR1912964.4142670__1.4142670	239935__A0A139TMG9__CXU07_10650
ERR1912964.4142735__1.4142735	944036__A0A196SC33__AV274_4765
ERR1912964.4142886__1.4142886	1262761__R6QND7__BN606_00927
ERR1912964.4142934__1.4142934	1262761__R6QZS1__BN606_01236
ERR1912964.4143005__1.4143005	39485__A0A174Z768__ERS852492_00306
ERR1912964.4143065__1.4143065	1897011__A0A1Q6RGA5__BHW41_02775
ERR1912964.4143256__1.4143256	1262761__R6RY17__BN606_01538
ERR1912964.4143494__1.4143494	1263000__R5EKG2__BN466_02040
ERR1912964.4143498__1.4143498	1262803__R6PIJ8__BN649_00084
ERR1912964.4144211__1.4144211	1262761__R6QZS1__BN606_01236
ERR1912964.4144308__1.4144308	33043__D5HEU4__ftsW_3
ERR1912964.4144357__1.4144357	216816__A0A061M1M5__HMPREF0177_01046
ERR1912964.4144598__1.4144598	33043__A0A173YEP6__ERS852575_00888
ERR1912964.4144617__1.4144617	1263000__R5EXT3__BN466_02213
ERR1912964.4144736__1.4144736	239935__A0A2N8IVR0__CXT87_07115
ERR1912964.4144789__1.4144789	33043__A0A173WCG7__ERS852575_01602
ERR1912964.4144873__1.4144873	239935__A0A139TVJ4__CXT86_02020
ERR1912964.4144982__1.4144982	1897011__A0A1Q6REU3__BHW41_04025
ERR1912964.4145113__1.4145113	1262761__R6RTQ9__BN606_01087
ERR1912964.4145208__1.4145208	1262761__R6QJJ2__BN606_00358
ERR1912964.4145563__1.4145563	820__A0A139KG04__ERS852459_01249
ERR1912964.4145591__1.4145591	33043__A0A173YLD4__ERS852575_00535
ERR1912964.4145639__1.4145639	572010__sigA
ERR1912964.4145681__1.4145681	853__A0A174BZY1__xerD_1
ERR1912964.4145733__1.4145733	1262761__R6RP35__BN606_00461
ERR1912964.4145745__1.4145745	1897011__A0A1Q6RI93__BHW41_01175
ERR1912964.4145848__1.4145848	165179__R6BQP4__DXC61_02015
ERR1912964.4145847__1.4145847	1263027__R7AVU4__BN699_00498
ERR1912964.4146016__1.4146016	33043__A0A173YUV6__ERS852386_00507
ERR1912964.4146166__1.4146166	33043__D5HF29__eglS_1
ERR1912964.4146177__1.4146177	1680__A0A087DHN0__AL0462_1532
ERR1912964.4146304__1.4146304	1235835__R9LCU2__C814_02677
ERR1912964.4146314__1.4146314	239935__A0A139TLF5__CXU18_06685
ERR1912964.4146413__1.4146413	1263027__R7AUM6__BN699_01826
ERR1912964.4146523__1.4146523	1680__A0A087DLC6__C8077_00815
ERR1912964.4146506__1.4146506	165179__A0A3E5E8N5__DXC61_13460
ERR1912964.4146600__1.4146600	552398__F4XCR9__HMPREF0866_01636
ERR1912964.4146622__1.4146622	39485__C4Z6F3__EUBELI_20400
ERR1912964.4146858__1.4146858	39492__D4JTF2__mutS2
ERR1912964.4146932__1.4146932	301302__R5UNJ6__M72_26701
ERR1912964.4147016__1.4147016	1262986__R6A8Q9__BN492_00460
ERR1912964.4147087__1.4147087	1897011__A0A1Q6RG59__BHW41_02475
ERR1912964.4147201__1.4147201	239935__A0A2N8I8X8__B5G29_00185
ERR1912964.4147250__1.4147250	33043__D5HFA1__ERS852400_02183
ERR1912964.4147517__1.4147517	165179__D1PE06__DXC61_05975
ERR1912964.4147633__1.4147633	33043__D5HIS6__ERS852575_02019
ERR1912964.4147610__1.4147610	239935__A0A139TMG9__CXU07_10650
ERR1912964.4147766__1.4147766	28118__F9Z8K4__Odosp_0843
ERR1912964.4147858__1.4147858	239935__A0A139TVJ4__CXT86_02020
