ERR1913306.253__1.253	821__A0A396F9T7__M097_3427
ERR1913306.759446__1.759446	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913306.759765__1.759765	28117__B0MWC6__BHV66_00965
ERR1913306.759771__1.759771	165179__A0A229I1J2__DXB80_03950
ERR1913306.759837__1.759837	33039__A0A173VTT4__frdB_1
ERR1913306.760694__1.760694	357276__I9QBT7__BSEG_03340
ERR1913306.760665__1.760665	46228__V8CAV6__addA
ERR1913306.760760__1.760760	165179__A0A3E5E8N5__DXC61_13460
ERR1913306.760998__1.760998	165179__D1PDJ4__DXB80_08505
ERR1913306.761028__1.761028	823__D0TC25__B5F32_04575
ERR1913306.761038__1.761038	165179__A0A3E5E6S6__DXB80_07575
ERR1913306.761249__1.761249	33043__D5HEF6__ERS852445_00180
ERR1913306.761268__1.761268	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913306.761374__1.761374	360807__C0FVL1__ERS852392_00394
ERR1913306.761392__1.761392	28118__R6FBE6__DHW44_11635
ERR1913306.761354__1.761354	204516__U6RFU0__HMPREF1534_02545
ERR1913306.761411__1.761411	487175__R5EJE4__HMPREF9439_01295
ERR1913306.761803__1.761803	818__A0A174RFL1__ERS852511_03380
ERR1913306.762081__1.762081	165179__A0A174UTZ7__DXC61_06705
ERR1913306.762084__1.762084	626940__E8LF81__HMPREF9443_01521
ERR1913306.762396__1.762396	1501391__GCA_000786575.1_00150
ERR1913306.762420__1.762420	28117__B0MU53__ALIPUT_00569
ERR1913306.762672__1.762672	357276__A0A076IS26__EL88_15950
ERR1913306.762774__1.762774	1262886__R6QC93__BN563_01464
ERR1913306.763081__1.763081	28117__B0MT86__BHV66_02450
ERR1913306.763089__1.763089	39488__A0A285PNU6__ERS852578_01621
ERR1913306.763262__1.763262	1628085__A0A396MGZ2__C7386_12111
ERR1913306.763242__1.763242	1501391__GCA_000786575.1_00042
ERR1913306.763386__1.763386	165179__D1P9T6__PREVCOP_04016
ERR1913306.763464__1.763464	291644__I9TLT3__inlJ_2
ERR1913306.763634__1.763634	2049043__A0A316MIJ2__DBY37_16175
ERR1913306.763878__1.763878	28117__B0N007__BHV66_10275
ERR1913306.763903__1.763903	1897011__A0A1Q6RF20__BHW41_02930
ERR1913306.763913__1.763913	40518__R5DRY6__RB5AMG_00549
ERR1913306.763921__1.763921	1262886__R6QP39__BN563_00737
ERR1913306.764013__1.764013	165179__A0A3E5EBM5__DXC61_02170
ERR1913306.764107__1.764107	1150298__A0A174PC05__ERS852498_00682
ERR1913306.764255__1.764255	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913306.764379__1.764379	116085__D4J8I1__DW747_08935
ERR1913306.764485__1.764485	626940__E8LCM5__BHW43_00395
ERR1913306.764710__1.764710	165179__D1PDJ4__DXB80_08505
ERR1913306.765085__1.765085	544645__A0A3E4SZ70__DXC42_14810
ERR1913306.765134__1.765134	626940__E8LE59__HMPREF9443_01130
ERR1913306.765183__1.765183	40518__R5DVR2__RBL236_00303
ERR1913306.765231__1.765231	165179__A0A174WGF6__PREVCOP_04095
ERR1913306.765261__1.765261	165179__D1PCL6__DXB80_13435
ERR1913306.765529__1.765529	820__A0A173YYG4__evgS_3
ERR1913306.765653__1.765653	33043__A0A174B7D6__ERS852400_01331
ERR1913306.765810__1.765810	301302__R5V671__M72_27831
ERR1913306.765916__1.765916	821__A0A3E4WAR6__DXD64_10735
ERR1913306.765919__1.765919	165179__R6C3K4__PREVCOP_05795
ERR1913306.766092__1.766092	853__C7H1R8__DW905_06675
ERR1913306.766500__1.766500	165179__A0A3E5EDP4__DXB80_05800
ERR1913306.766826__1.766826	165179__D1PGU8__PREVCOP_06463
ERR1913306.766950__1.766950	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.767201__1.767201	626940__A0A1Q6R4K8__BN587_01573
ERR1913306.767340__1.767340	165179__A0A174W369__PREVCOP_04548
ERR1913306.767695__1.767695	28118__R6F707__B5F99_15665
ERR1913306.767718__1.767718	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.767927__1.767927	165179__D1PCT4__DXB80_09470
ERR1913306.767934__1.767934	1263000__R5EXT3__BN466_02213
ERR1913306.768329__1.768329	1501391__GCA_000786575.1_00018
ERR1913306.768495__1.768495	33043__A0A174H1B6__ERS852575_02702
ERR1913306.768538__1.768538	33043__A0A173WWJ5__ERS852386_00339
ERR1913306.768558__1.768558	1263030__R5CUH1__BN705_00716
ERR1913306.768655__1.768655	33043__A0A174B7D6__ERS852400_01331
ERR1913306.768903__1.768903	1501391__GCA_000786575.1_00022
ERR1913306.768973__1.768973	1501391__GCA_000786575.1_00129
ERR1913306.769076__1.769076	820__R9HUV5__HMPREF2141_02582
ERR1913306.769396__1.769396	33043__A0A173QUA9__ERS852400_01795
ERR1913306.769545__1.769545	39485__C4Z355__ERS852490_01971
ERR1913306.769553__1.769553	246787__A0A108T429__BACCELL_00192
ERR1913306.769635__1.769635	1262886__R6QP39__BN563_00737
ERR1913306.769816__1.769816	165179__A0A3E5AGH1__DXB80_05820
ERR1913306.770082__1.770082	46228__B5CL07__DXD17_04190
ERR1913306.770144__1.770144	853__A0A173XRA8__CGS56_09290
ERR1913306.770415__1.770415	28117__B0MXW9__ALIPUT_01981
ERR1913306.770644__1.770644	165179__A0A3E5A554__DXB80_13805
ERR1913306.770651__1.770651	33043__A0A173X520__ERS852575_01617
ERR1913306.770795__1.770795	28117__B0MY40__BHV66_05170
ERR1913306.770928__1.770928	172901__A0A2U1B6L4__C8D82_10781
ERR1913306.771199__1.771199	165179__A0A229I6N7__DXC61_06720
ERR1913306.771269__1.771269	165179__D1PDT3__PREVCOP_05375
ERR1913306.771512__1.771512	40518__R5DPE0__DXD86_06515
ERR1913306.771761__1.771761	47678__A5ZLX1__C5Z00_04825
ERR1913306.771950__1.771950	165179__D1PGU8__PREVCOP_06463
ERR1913306.771966__1.771966	40518__R5E1J2__DXD93_04070
ERR1913306.771967__1.771967	823__A0A355XFH7__ERS852513_00769
ERR1913306.772029__1.772029	165179__D1PCT4__DXB80_09470
ERR1913306.772153__1.772153	1302__A8AXW4__A6J85_07850
ERR1913306.772237__1.772237	1501391__GCA_000786575.1_00105
ERR1913306.772244__1.772244	28117__B0MXG8__ALIPUT_01814
ERR1913306.772508__1.772508	165179__A0A3E5EDS1__DXC61_03115
ERR1913306.772708__1.772708	39485__C4Z208__ywiB
ERR1913306.772711__1.772711	165179__A0A3E4SB80__DXC61_12880
ERR1913306.772761__1.772761	39485__A0A174YMI9__cph2_5
ERR1913306.773167__1.773167	165179__A0A3E4SID1__DXB80_01945
ERR1913306.773232__1.773232	1535__A7VYJ0__CLOLEP_03668
ERR1913306.773344__1.773344	165179__D1PAJ7__PREVCOP_04222
ERR1913306.773448__1.773448	301302__A0A0M6WJW1__ERS852420_02245
ERR1913306.773616__1.773616	853__A0A3E2V168__FAEPRAM212_00929
ERR1913306.773835__1.773835	33043__A0A174B5C6__acm_3
ERR1913306.773878__1.773878	626940__E8LE59__HMPREF9443_01130
ERR1913306.773935__1.773935	853__E2ZJT1__C4N23_03535
ERR1913306.773982__1.773982	820__A0A173W419__DXC68_17760
ERR1913306.773985__1.773985	28117__B0MTS2__ALIPUT_00159
ERR1913306.774163__1.774163	33043__D5HIC8__vspIM
ERR1913306.774174__1.774174	33043__D5HIL5__ERS852445_01761
ERR1913306.774919__1.774919	33043__A0A374K1H3__ykoD_2
ERR1913306.775170__1.775170	853__A0A2A7A4A9__C4N21_14870
ERR1913306.775238__1.775238	1378168__V2YA11__N510_02528
ERR1913306.775329__1.775329	823__A0A395YRX4__ERS852513_03444
ERR1913306.775333__1.775333	821__C3RB94__DXC03_15585
ERR1913306.775341__1.775341	165179__A0A3E5EA83__DXC61_07750
ERR1913306.775618__1.775618	1262886__R6QAT8__BN563_00993
ERR1913306.775654__1.775654	165179__A0A3E5EB26__CFT61_02800
ERR1913306.775658__1.775658	1150298__A0A174LE54__cysA
ERR1913306.775687__1.775687	28111__E5WUE9__NCTC11155_01729
ERR1913306.775859__1.775859	446660__GCA_003428235.1_00249
ERR1913306.776001__1.776001	387090__S0F8B2__BACCOPRO_02129
ERR1913306.775988__1.775988	28117__B0MVL5__BHV66_01660
ERR1913306.776084__1.776084	33043__D5HHY4__luxQ_1
ERR1913306.776836__1.776836	1262959__R5XX65__BN680_00785
ERR1913306.777257__1.777257	820__A0A174I980__gldH
ERR1913306.777667__1.777667	329854__R7DQV0__DXD57_13335
ERR1913306.777880__1.777880	1263000__R5EF60__BN466_01316
ERR1913306.778083__1.778083	2049043__A0A316N0H3__DBY37_03490
ERR1913306.778092__1.778092	820__A0A174QT76__B5G17_18060
ERR1913306.778128__1.778128	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.778408__1.778408	301302__A0A0M6WB38__ERS852420_00286
ERR1913306.778562__1.778562	40518__R5DN55__RBATCC27255_01652
ERR1913306.778627__1.778627	39485__A0A174Z7G5__EUBELI_01168
ERR1913306.778632__1.778632	823__A0A174L7J4__CF162_00380
ERR1913306.778976__1.778976	165179__D1PAJ7__PREVCOP_04222
ERR1913306.779318__1.779318	1501391__GCA_000786575.1_00024
ERR1913306.779626__1.779626	301302__A0A0M6WYL6__ERS852420_02628
ERR1913306.779865__1.779865	1150298__A0A174D6N6__accB
ERR1913306.780025__1.780025	165179__D1PGU8__PREVCOP_06463
ERR1913306.780050__1.780050	33043__A0A174DVD4__prkC_7
ERR1913306.780281__1.780281	165179__A0A3E5EBY9__CFT61_01220
ERR1913306.780308__1.780308	626940__E8LF81__HMPREF9443_01521
ERR1913306.780434__1.780434	165179__A0A3E5DX15__DXC61_00345
ERR1913306.780657__1.780657	33043__D5HFA0__glfT2
ERR1913306.780707__1.780707	1262959__R5YGW0__BN680_01511
ERR1913306.780965__1.780965	291644__I9HF91__ERS852428_01588
ERR1913306.781011__1.781011	1262889__R7HBR7__BN634_00170
ERR1913306.781206__1.781206	33043__A0A174AEP1__apr
ERR1913306.781216__1.781216	46228__V8CB83__RUMLAC_02479
ERR1913306.781233__1.781233	165179__A0A3E4S980__PREVCOP_04626
ERR1913306.781340__1.781340	33043__D5HF43__ERS852445_00477
ERR1913306.781335__1.781335	39496__A5Z5I2__EUBVEN_00963
ERR1913306.781600__1.781600	1501391__GCA_000786575.1_00056
ERR1913306.781885__1.781885	2049043__A0A316MJD2__DBY37_11430
ERR1913306.781836__1.781836	43675__A0A0T9QQC4__CO690_06025
ERR1913306.781860__1.781860	33043__A0A173YEP6__ERS852575_00888
ERR1913306.781887__1.781887	28118__F9Z3G8__B5F99_01835
ERR1913306.782167__1.782167	39485__C4Z434__tilS
ERR1913306.782233__1.782233	418240__C6JAJ8__ERS852478_03436
ERR1913306.782578__1.782578	39485__A0A174ZKZ4__spoIIQ_1
ERR1913306.782862__1.782862	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.782922__1.782922	33043__A8SWL7__ERS852386_02506
ERR1913306.783024__1.783024	40518__R5DVR2__RBL236_00303
ERR1913306.783065__1.783065	165179__A0A229I9X5__CFT61_01205
ERR1913306.783153__1.783153	1263011__R6E182__BN553_01399
ERR1913306.783226__1.783226	820__A0A174M9V5__M093_0237
ERR1913306.783358__1.783358	46228__V8BRH7__RUMLAC_01261
ERR1913306.783683__1.783683	33043__A0A173YSY7__tilS
ERR1913306.783781__1.783781	301301__A0A173ZW33__RHOM_02600
ERR1913306.784106__1.784106	40518__R5E6Y7__DXD83_08230
ERR1913306.784128__1.784128	165179__D1PHD6__DXC61_03380
ERR1913306.784239__1.784239	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913306.784567__1.784567	853__C7H7F5__DWZ46_01780
ERR1913306.784790__1.784790	165179__A0A174W369__PREVCOP_04548
ERR1913306.784840__1.784840	821__A0A396F9T7__M097_3427
ERR1913306.784804__1.784804	1501391__GCA_000786575.1_00003
ERR1913306.785181__1.785181	820__A0A3E4VZT7__DXB48_16145
ERR1913306.785274__1.785274	40518__R5DZI2__DXD93_06940
ERR1913306.785404__1.785404	100884__E7GFK3__DXB26_14415
ERR1913306.785589__1.785589	165179__A0A3E5A554__DXB80_13805
ERR1913306.785551__1.785551	33043__A8SWI7__bcrC
ERR1913306.785830__1.785830	338188__R6S638__HMPREF1057_04127
ERR1913306.785802__1.785802	853__A0A329UEG4__CHR60_00585
ERR1913306.786425__1.786425	165179__A0A3E5EAT2__DXC61_07585
ERR1913306.786566__1.786566	820__A0A174LJB2__HMPREF1072_04112
ERR1913306.786649__1.786649	165179__A0A3E5EDP4__DXB80_05800
ERR1913306.786742__1.786742	2049043__A0A316MZ91__DBY37_03760
ERR1913306.786747__1.786747	33043__D5HJ22__ERS852575_02302
ERR1913306.786780__1.786780	165179__D1P8K1__DXB80_06045
ERR1913306.787204__1.787204	165179__A0A3E5AER8__DXB80_07075
ERR1913306.787866__1.787866	2137880__A0A316P1D7__DBY21_02035
ERR1913306.788228__1.788228	165179__R6CJG8__DXC61_09290
ERR1913306.788309__1.788309	165179__R6CNX7__DXB80_02200
ERR1913306.788325__1.788325	47678__R5UFW6__ERS852558_01575
ERR1913306.788590__1.788590	40518__R5E4Y8__RBATCC27255_01448
ERR1913306.788700__1.788700	47678__R5V127__HMPREF1061_04334
ERR1913306.788882__1.788882	28117__B0N028__BHV66_05935
ERR1913306.789555__1.789555	28117__B0MSS9__BHV66_06085
ERR1913306.789752__1.789752	552398__T5S086__HMPREF0866_01580
ERR1913306.789719__1.789719	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.789929__1.789929	820__R9I324__HMPREF2141_02414
ERR1913306.790002__1.790002	47678__A5ZF31__DXB67_11050
ERR1913306.790017__1.790017	165179__A0A3E5EBQ2__DXC61_01930
ERR1913306.790210__1.790210	820__A0A174Q0F0__DXB48_08080
ERR1913306.790081__1.790081	33043__A8SWZ6__ERS852386_02582
ERR1913306.790271__1.790271	33039__A0A174XW11__RTO_07780
ERR1913306.790366__1.790366	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913306.790518__1.790518	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.790676__1.790676	1501391__GCA_000786575.1_00128
ERR1913306.790751__1.790751	40518__R5E0G0__RBATCC27255_01787
ERR1913306.790752__1.790752	33043__D5HIS6__ERS852575_02019
ERR1913306.790685__1.790685	33043__A0A374K1H3__ykoD_2
ERR1913306.790688__1.790688	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.790692__1.790692	328814__GCA_004558275.1_01741
ERR1913306.791460__1.791460	2049043__A0A316MZY2__DBY37_04975
ERR1913306.791615__1.791615	1263000__R5EI35__BN466_01649
ERR1913306.791540__1.791540	74426__sufB
ERR1913306.791902__1.791902	165179__A0A3E5E189__PREVCOP_06699
ERR1913306.792294__1.792294	1535__A7VTE8__CH238_00020
ERR1913306.792311__1.792311	28117__B0MT73__ALIPUT_00412
ERR1913306.792446__1.792446	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.793174__1.793174	820__A0A174LJB2__HMPREF1072_04112
ERR1913306.793121__1.793121	821__A0A174WBC9__ERS852556_03145
ERR1913306.793389__1.793389	39485__C4Z2X2__ERS852492_01808
ERR1913306.793396__1.793396	823__A0A173VS36__M091_4727
ERR1913306.793454__1.793454	165179__A0A174MTF2__DXC61_13200
ERR1913306.793554__1.793554	33043__A0A173YYE7__ERS852445_00670
ERR1913306.793851__1.793851	165179__A0A3E5E4P9__DXB80_07930
ERR1913306.793864__1.793864	291644__R5JR56__HMPREF1532_03512
ERR1913306.793922__1.793922	28117__B0MY41__BHV66_05165
ERR1913306.794057__1.794057	28117__B0MYI9__BHV66_05415
ERR1913306.794286__1.794286	165179__D1PCT4__DXB80_09470
ERR1913306.794741__1.794741	33043__A0A173R1J6__rpfG_1
ERR1913306.794735__1.794735	28117__B0MZ14__ALIPUT_02383
ERR1913306.794901__1.794901	387090__S0F7Y3__BACCOPRO_02028
ERR1913306.794962__1.794962	853__A0A173T0Y8__CGS54_07215
ERR1913306.795097__1.795097	165179__D1PDT3__PREVCOP_05375
ERR1913306.795132__1.795132	214856__E4MF20__Alfi_0697
ERR1913306.795249__1.795249	853__A0A173XRA8__CGS56_09290
ERR1913306.795289__1.795289	28117__B0N028__BHV66_05935
ERR1913306.795447__1.795447	165179__D1PES9__DXB80_11585
ERR1913306.795521__1.795521	33043__D5HEE1__ERS852386_01671
ERR1913306.795702__1.795702	291644__I8YIC6__HMPREF1532_03668
ERR1913306.795804__1.795804	33043__D5HFE3__lacR
ERR1913306.795828__1.795828	301301__A0A395V8E1__RHOM_11160
ERR1913306.796003__1.796003	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913306.796234__1.796234	2173__A5UJ58__BK798_03985
ERR1913306.796390__1.796390	204516__U6RAM4__HMPREF1534_03439
ERR1913306.796571__1.796571	28117__B0MWP2__ALIPUT_01468
ERR1913306.796518__1.796518	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.796594__1.796594	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913306.796678__1.796678	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913306.796691__1.796691	33043__A0A173ZXG0__ERS852400_00169
ERR1913306.796859__1.796859	33043__A0A173WU55__ganB_2
ERR1913306.796880__1.796880	28117__R7JPX7__BHV66_00900
ERR1913306.796886__1.796886	1501391__GCA_000786575.1_00092
ERR1913306.797120__1.797120	46228__V8BLW9__DXD17_14090
ERR1913306.797180__1.797180	820__A7V049__DXB48_04755
ERR1913306.797226__1.797226	33043__A0A173XM20__ERS852445_01573
ERR1913306.797355__1.797355	165179__A0A3E5AEF7__DXC61_05000
ERR1913306.797497__1.797497	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913306.798147__1.798147	33043__A0A173WPI1__ERS852400_02100
ERR1913306.798151__1.798151	291644__R5JCR7__HMPREF1071_01119
ERR1913306.798246__1.798246	33043__D5HFA1__ERS852400_02183
ERR1913306.798272__1.798272	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913306.798390__1.798390	33043__A0A174AEP1__apr
ERR1913306.798792__1.798792	165179__A0A174UTZ7__DXC61_06705
ERR1913306.798861__1.798861	820__A0A139K8N1__ERS852554_00951
ERR1913306.799224__1.799224	1262959__R5XVE1__BN680_00085
ERR1913306.799231__1.799231	1262736__R5Y652__BN496_00300
ERR1913306.799383__1.799383	626940__E8LFB8__HMPREF9443_01558
ERR1913306.799414__1.799414	116085__D4J5C8__DW747_06720
ERR1913306.799613__1.799613	165179__A0A3E4SEG4__DXC61_11235
ERR1913306.799743__1.799743	1703337__A0A2U0U7Q7__C7379_11089
ERR1913306.799870__1.799870	33043__A8SQU6__ERS852386_01237
ERR1913306.799989__1.799989	165179__D1PC26__PREVCOP_04756
ERR1913306.800054__1.800054	626940__E8LBR4__BHW43_02255
ERR1913306.800149__1.800149	165179__A0A3E5DRF6__DXC61_00200
ERR1913306.800326__1.800326	33043__A8SPT5__yfiN_2
ERR1913306.800637__1.800637	823__A0A173UDF6__CEQ22_003270
ERR1913306.800863__1.800863	1501391__GCA_000786575.1_00147
ERR1913306.801038__1.801038	28117__B0MXW9__ALIPUT_01981
ERR1913306.801062__1.801062	544645__A0A1U7LAX1__DXC42_11235
ERR1913306.801384__1.801384	1501391__GCA_000786575.1_00052
ERR1913306.801415__1.801415	2049043__A0A316MS55__DBY37_06885
ERR1913306.801470__1.801470	1501391__GCA_000786575.1_00036
ERR1913306.801541__1.801541	1501391__GCA_000786575.1_00057
ERR1913306.801890__1.801890	165179__D1PES9__DXB80_11585
ERR1913306.801899__1.801899	1262911__R6GSH8__BN557_00939
ERR1913306.801970__1.801970	33043__A0A173YQY3__ERS852445_01438
ERR1913306.802222__1.802222	165179__D1P9T6__PREVCOP_04016
ERR1913306.802288__1.802288	100884__E7GFK8__HMPREF9488_03551
ERR1913306.802437__1.802437	2049043__A0A316N079__DBY37_03435
ERR1913306.802446__1.802446	165179__D1P9T6__PREVCOP_04016
ERR1913306.802473__1.802473	165179__A0A229I2W6__PREVCOP_04332
ERR1913306.802480__1.802480	165179__A0A3E5A832__DXC61_13685
ERR1913306.802715__1.802715	626940__E8LCB1__BHW43_07535
ERR1913306.803032__1.803032	165179__D1PE06__DXC61_05975
ERR1913306.803048__1.803048	291644__I8Y6K6__HMPREF1532_02843
ERR1913306.803062__1.803062	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913306.803169__1.803169	338188__R6RPM1__BACFIN_05401
ERR1913306.803289__1.803289	33043__D5HFA1__ERS852400_02183
ERR1913306.803326__1.803326	165179__A0A174W369__PREVCOP_04548
ERR1913306.803454__1.803454	28117__B0N007__BHV66_10275
ERR1913306.803470__1.803470	821__D4VD59__BHV80_04260
ERR1913306.803530__1.803530	1501391__GCA_000786575.1_00051
ERR1913306.803700__1.803700	1262911__R6GPM2__BN557_00937
ERR1913306.803704__1.803704	1535__A7VTI7__CLOLEP_01879
ERR1913306.804211__1.804211	165179__A0A3E5E2B6__DXB80_02820
ERR1913306.804544__1.804544	387090__S0FBK4__BACCOPRO_01365
ERR1913306.804596__1.804596	165179__D1PGU8__PREVCOP_06463
ERR1913306.804830__1.804830	28117__B0MTV3__BHV66_06405
ERR1913306.805006__1.805006	328814__GCA_004558275.1_01006
ERR1913306.805250__1.805250	626940__E8LE65__HMPREF9443_01136
ERR1913306.805268__1.805268	39485__A0A174YJA4__EUBELI_20421
ERR1913306.805484__1.805484	165179__A0A3E5A832__DXC61_13685
ERR1913306.805509__1.805509	39485__C4Z6V7__walK
ERR1913306.805518__1.805518	1535__A7VNQ0__CLOLEP_01787
ERR1913306.805667__1.805667	1263000__R5F0H4__BN466_00249
ERR1913306.805786__1.805786	2173__A0A1D2WU48__Msm_1454
ERR1913306.805792__1.805792	165179__A0A174IYW3__DXC61_01235
ERR1913306.805828__1.805828	329854__A0A3E4KRK8__DXK01_03500
ERR1913306.806399__1.806399	33043__A0A173ZEP9__araC_1
ERR1913306.806643__1.806643	1262886__R6Q6Q1__BN563_00546
ERR1913306.806689__1.806689	165179__D1PE06__DXC61_05975
ERR1913306.806724__1.806724	39485__A0A174YMC1__recN
ERR1913306.807007__1.807007	39485__A0A174YSS6__trxB_2
ERR1913306.807040__1.807040	28117__B0MY82__BHV66_04755
ERR1913306.807084__1.807084	1501391__GCA_000786575.1_00118
ERR1913306.807158__1.807158	33039__R6P0F1__ERS852424_02256
ERR1913306.807453__1.807453	884684__GCA_002892425.1_01408
ERR1913306.807599__1.807599	1262886__R6QND3__BN563_00539
ERR1913306.807645__1.807645	328814__GCA_004558275.1_00076
ERR1913306.807795__1.807795	626940__E8LBQ4__DCQ00_10225
ERR1913306.807816__1.807816	40518__R5DZM6__lytR_3
ERR1913306.807933__1.807933	33043__D5HHE4__ERS852445_02332
ERR1913306.807951__1.807951	39485__A0A174Z1A6__EUBELI_00220
ERR1913306.807985__1.807985	165179__A0A3E5EBQ2__DXC61_01930
ERR1913306.808023__1.808023	1263006__R6LRT3__BN515_00657
ERR1913306.808193__1.808193	671267__R9ICM6__C802_00589
ERR1913306.808204__1.808204	1262889__R7HEG5__BN634_01757
ERR1913306.808240__1.808240	33043__D5HJ22__ERS852575_02302
ERR1913306.808987__1.808987	165179__A0A229I2W6__PREVCOP_04332
ERR1913306.809097__1.809097	1262961__R6DWK7__BN710_00104
ERR1913306.809203__1.809203	165179__D1PGD2__DXC61_10875
ERR1913306.809223__1.809223	33043__A0A173S5P8__ERS852445_00566
ERR1913306.809299__1.809299	165179__A0A3E5E9I4__DXB80_09745
ERR1913306.809366__1.809366	165179__A0A3E4SEG4__DXC61_11235
ERR1913306.809884__1.809884	818__A0A3E5HXH0__NCTC13706_02166
ERR1913306.810009__1.810009	33043__A0A173WCG7__ERS852575_01602
ERR1913306.810110__1.810110	853__A0A174C5M1__CGS58_04460
ERR1913306.810112__1.810112	165179__A0A3E5A5E5__DXC61_13965
ERR1913306.810311__1.810311	1262959__R5Y2L2__BN680_00081
ERR1913306.810461__1.810461	853__A0A174AML0__FPR_08640
ERR1913306.810576__1.810576	39485__C4Z6J9__ERS852492_02049
ERR1913306.810513__1.810513	821__A0A174RA14__M099_1655
ERR1913306.810586__1.810586	33043__D5HJ22__ERS852575_02302
ERR1913306.810720__1.810720	28117__B0MUY3__BHV66_00515
ERR1913306.810797__1.810797	28117__B0MTV0__BHV66_06395
ERR1913306.810781__1.810781	301302__A0A173T3P5__ERS852420_01836
ERR1913306.811047__1.811047	28118__R6F891__NCTC10826_02656
ERR1913306.811299__1.811299	165179__A0A3E5DZ45__DXC61_02820
ERR1913306.811622__1.811622	823__A0A174UR44__M095_2641
ERR1913306.811791__1.811791	33043__D5HIL5__ERS852445_01761
ERR1913306.811875__1.811875	216816__E8MW20__DD674_07905
ERR1913306.811986__1.811986	172901__A0A2U1ARD1__C8D82_12318
ERR1913306.812137__1.812137	39491__A0A395V5R3__EUBREC_1883
ERR1913306.812365__1.812365	572010__tgt
ERR1913306.812661__1.812661	1262959__R5YGY6__BN680_01546
ERR1913306.812703__1.812703	165179__R6PU83__CFT61_14275
ERR1913306.812781__1.812781	33043__A0A173R1J6__rpfG_1
ERR1913306.812787__1.812787	165179__R6XIF8__DXC61_07265
ERR1913306.812892__1.812892	33043__A0A173ZEP9__araC_1
ERR1913306.812915__1.812915	47678__R5U8Y1__BACCAC_02615
