ERR1913205.32__1.32	649756__D4MXW8__gpr
ERR1913205.1065854__1.1065854	1262882__R5MF51__BN519_00287
ERR1913205.1065910__1.1065910	1501391__GCA_000786575.1_00102
ERR1913205.1065942__1.1065942	214856__R5UN64__ERS852447_02669
ERR1913205.1066150__1.1066150	310298__B3JFI7__BACCOP_00636
ERR1913205.1066227__1.1066227	214856__R6XKW1__ERS852559_01141
ERR1913205.1066195__1.1066195	487174__K0WV96__HMPREF9448_01901
ERR1913205.1066373__1.1066373	487174__K0XRP0__DDY40_09260
ERR1913205.1066413__1.1066413	214856__A0A175A6T5__ERS852447_02658
ERR1913205.1066440__1.1066440	214856__A0A173Z1B0__ERS852447_00765
ERR1913205.1066679__1.1066679	214856__I3YPQ3__Alfi_2711
ERR1913205.1066727__1.1066727	214856__I3YMC8__ERS852447_02666
ERR1913205.1066815__1.1066815	214856__R6YC22__ERS852447_01215
ERR1913205.1066860__1.1066860	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1066936__1.1066936	214856__R5UN64__ERS852447_02669
ERR1913205.1066947__1.1066947	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1066989__1.1066989	214856__I3YPR5__ERS852447_01364
ERR1913205.1067111__1.1067111	214856__I3YK71__ERS852559_02472
ERR1913205.1067134__1.1067134	39492__B0MP07__ERS852540_02083
ERR1913205.1067274__1.1067274	214856__I3YPP3__Alfi_2701
ERR1913205.1067283__1.1067283	214856__R6Y6H8__ERS852447_01719
ERR1913205.1067421__1.1067421	1965629__A0A1Y4BZ96__B5F88_08420
ERR1913205.1067465__1.1067465	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1067496__1.1067496	214856__A0A174EQR4__rsmA
ERR1913205.1067509__1.1067509	239935__A0A2N8I1R3__CXU05_06075
ERR1913205.1067595__1.1067595	1262882__R5MYP8__BN519_00439
ERR1913205.1067841__1.1067841	214856__R6Y8K1__ERS852447_02509
ERR1913205.1067878__1.1067878	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913205.1067887__1.1067887	214856__R6Z3P8__ERS852559_01737
ERR1913205.1068107__1.1068107	1262882__R5MYI1__BN519_00416
ERR1913205.1068188__1.1068188	487174__K0WTV8__DIT83_04385
ERR1913205.1068194__1.1068194	214856__R6XKT4__ERS852559_01719
ERR1913205.1068236__1.1068236	214856__R6Z7Q9__ERS852447_02172
ERR1913205.1068202__1.1068202	239935__A0A2N8IVR0__CXT87_07115
ERR1913205.1068252__1.1068252	214856__I3YPP9__Alfi_2707
ERR1913205.1068479__1.1068479	214856__R6XS02__ERS852447_01685
ERR1913205.1068530__1.1068530	47678__R5U2B3__ERS852558_04029
ERR1913205.1068709__1.1068709	1378168__V2YA11__N510_02528
ERR1913205.1068752__1.1068752	214856__I3YPP3__Alfi_2701
ERR1913205.1068848__1.1068848	239935__A0A2N8I8X8__B5G29_00185
ERR1913205.1069017__1.1069017	301302__R5USZ5__dus_2
ERR1913205.1068988__1.1068988	214856__R6XKW1__ERS852559_01141
ERR1913205.1069095__1.1069095	239935__A0A2N8IVR0__CXT87_07115
ERR1913205.1069223__1.1069223	1965604__A0A1Y4ESK1__B5F54_08490
ERR1913205.1069292__1.1069292	214856__R6XNE7__ERS852447_02267
ERR1913205.1069476__1.1069476	2108523__A0A2P2F3I9__LAWASA_555
ERR1913205.1069504__1.1069504	214856__R6Z5D0__resA_4
ERR1913205.1069645__1.1069645	214856__I3YPQ0__ERS852447_01379
ERR1913205.1069664__1.1069664	47678__A5ZG68__ERS852494_02968
ERR1913205.1069839__1.1069839	328814__GCA_004558275.1_00078
ERR1913205.1069795__1.1069795	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1069888__1.1069888	328814__GCA_004558275.1_00986
ERR1913205.1069914__1.1069914	1849041__A0A3E2T008__nagA
ERR1913205.1069903__1.1069903	214856__R6Y7P0__ERS852447_00307
ERR1913205.1069940__1.1069940	47678__A5ZL09__BACCAC_03608
ERR1913205.1070060__1.1070060	239935__R6J4Y4__CXU17_09810
ERR1913205.1070065__1.1070065	649756__R5Z9G3__ERS852571_02234
ERR1913205.1070274__1.1070274	487174__K0X1H0__DDY40_11080
ERR1913205.1070301__1.1070301	1262882__R5MIP9__BN519_01028
ERR1913205.1070318__1.1070318	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1913205.1070367__1.1070367	328814__GCA_004558275.1_00236
ERR1913205.1070413__1.1070413	47678__R5UU99__C5Z00_11925
ERR1913205.1070541__1.1070541	1150298__A0A174DSD1__dacB_3
ERR1913205.1070486__1.1070486	1262882__R5N4F5__BN519_01266
ERR1913205.1070496__1.1070496	239935__A0A2N8HL91__holA
ERR1913205.1070517__1.1070517	214856__R6XQX8__ERS852559_02550
ERR1913205.1070594__1.1070594	301302__R5UKP4__cbiT
ERR1913205.1070611__1.1070611	214856__I3YMB7__Alfi_1811
ERR1913205.1070703__1.1070703	291645__I8WZT8__HMPREF1068_04327
ERR1913205.1070768__1.1070768	410072__A0A173WD04__penA_2
ERR1913205.1070856__1.1070856	214856__R6Z7Q9__ERS852447_02172
ERR1913205.1070894__1.1070894	28118__F9ZAB2__SAMEA44545918_01079
ERR1913205.1070993__1.1070993	1262882__R5MYP8__BN519_00439
ERR1913205.1071010__1.1071010	2173__R7PWI5__rplJ
ERR1913205.1071014__1.1071014	818__A0A3E5HN77__HMPREF2534_00072
ERR1913205.1071046__1.1071046	239935__A0A2N8I3Z7__CXU05_10555
ERR1913205.1071117__1.1071117	47678__R5U6B9__BACCAC_01372
ERR1913205.1071122__1.1071122	1262882__R5N1N6__BN519_00968
ERR1913205.1071127__1.1071127	239935__B2URG6__CXU02_00030
ERR1913205.1071300__1.1071300	214856__R6XS46__ERS852559_00812
ERR1913205.1071308__1.1071308	1262911__R6HIJ8__BN557_01742
ERR1913205.1071269__1.1071269	239935__R6J9N8__CXT96_07990
ERR1913205.1071458__1.1071458	214856__R6XP73__ERS852447_00886
ERR1913205.1071495__1.1071495	1897011__A0A1Q6RD61__BHW41_05790
ERR1913205.1071570__1.1071570	214856__R6XKT4__ERS852559_01719
ERR1913205.1071595__1.1071595	214856__I3YPQ9__ERS852447_01370
ERR1913205.1071704__1.1071704	1150298__R7JRK4__ERS852406_01648
ERR1913205.1071705__1.1071705	214856__A0A175A6T5__ERS852447_02658
ERR1913205.1071895__1.1071895	214856__I3YPR6__Alfi_2724
ERR1913205.1072024__1.1072024	239935__A0A139TMG9__CXU07_10650
ERR1913205.1072097__1.1072097	214856__R6Y1K2__ERS852447_02306
ERR1913205.1072073__1.1072073	47678__A5ZH12__DXB67_04890
ERR1913205.1072193__1.1072193	1262882__R5N3H1__BN519_01121
ERR1913205.1072232__1.1072232	1262882__R5N4G2__BN519_01273
ERR1913205.1072269__1.1072269	39488__R6GWX1__EUBHAL_01710
ERR1913205.1072272__1.1072272	214856__I3YPP3__Alfi_2701
ERR1913205.1072604__1.1072604	47678__R5U8Y1__BACCAC_02615
ERR1913205.1072634__1.1072634	1235835__R9LCU2__C814_02677
ERR1913205.1072667__1.1072667	328814__GCA_004558275.1_00834
ERR1913205.1072899__1.1072899	818__A0A139KMC9__C799_02694
ERR1913205.1072862__1.1072862	47678__R5U3A7__ERS852494_02965
ERR1913205.1072940__1.1072940	214856__R5UN64__ERS852447_02669
ERR1913205.1073223__1.1073223	47678__A5ZL09__BACCAC_03608
ERR1913205.1073335__1.1073335	214856__R6Z7Q9__ERS852447_02172
ERR1913205.1073353__1.1073353	1501391__GCA_000786575.1_00103
ERR1913205.1073543__1.1073543	1262882__R5MMD8__BN519_01576
ERR1913205.1073646__1.1073646	1965604__A0A1Y4EU04__B5F54_04550
ERR1913205.1073622__1.1073622	357276__B6VT86__IY41_22515
ERR1913205.1073671__1.1073671	487174__K0X694__DIT83_09060
ERR1913205.1073706__1.1073706	239935__A0A2N8ILG3__CXT93_10135
ERR1913205.1073734__1.1073734	214856__R5UN64__ERS852447_02669
ERR1913205.1073778__1.1073778	1501391__GCA_000786575.1_00141
ERR1913205.1073780__1.1073780	1501391__GCA_000786575.1_00002
ERR1913205.1073837__1.1073837	214856__R6Y6H8__ERS852447_01719
ERR1913205.1073911__1.1073911	214856__R6Y8K1__ERS852447_02509
ERR1913205.1073980__1.1073980	1262882__R5MK03__BN519_01277
ERR1913205.1074007__1.1074007	1160721__A0A1C6DCM8__RBI_I01997
ERR1913205.1074545__1.1074545	1262882__R5MIW5__BN519_00945
ERR1913205.1074747__1.1074747	1262882__R5MLA4__BN519_01536
ERR1913205.1074828__1.1074828	1262882__R5MEI8__BN519_00283
ERR1913205.1074841__1.1074841	214856__R6YD52__ERS852447_02171
ERR1913205.1074907__1.1074907	214856__I3YPP0__ERS852447_01388
ERR1913205.1074948__1.1074948	291645__I8WZT8__HMPREF1068_04327
ERR1913205.1075082__1.1075082	1262882__R5MJZ4__BN519_01269
ERR1913205.1075083__1.1075083	214856__R6Z590__ERS852447_01059
ERR1913205.1075087__1.1075087	301302__A0A173TWC1__phoR_7
ERR1913205.1075092__1.1075092	214856__I3YPP0__ERS852447_01388
ERR1913205.1075438__1.1075438	214856__R6XP73__ERS852447_00886
ERR1913205.1075474__1.1075474	39492__D4JTI1__EUBSIR_01463
ERR1913205.1075722__1.1075722	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.1075733__1.1075733	1501391__GCA_000786575.1_00068
ERR1913205.1075820__1.1075820	47678__R5UG30__ERS852558_03525
ERR1913205.1076058__1.1076058	1965604__A0A1Y4EPS9__B5F54_11500
ERR1913205.1076165__1.1076165	239935__R7E524__CXT91_06180
ERR1913205.1076242__1.1076242	214856__I3YPP0__ERS852447_01388
ERR1913205.1076828__1.1076828	214856__A0A173YXX1__ERS852559_01651
ERR1913205.1076841__1.1076841	371601__F7LYI1__BN891_45470
ERR1913205.1076998__1.1076998	214856__R6XP73__ERS852447_00886
ERR1913205.1076999__1.1076999	214856__R6XP73__ERS852447_00886
ERR1913205.1077056__1.1077056	1262882__R5MT42__BN519_01729
ERR1913205.1077206__1.1077206	487174__K0X3A6__HMPREF9448_02725
ERR1913205.1077292__1.1077292	301302__R5VFU2__xynA1
ERR1913205.1077272__1.1077272	239935__A0A2N8IFA0__CXT92_02050
ERR1913205.1077815__1.1077815	214856__I3YPP1__Alfi_2699
ERR1913205.1077905__1.1077905	39492__D4JX05__EUBSIR_01678
ERR1913205.1077874__1.1077874	214856__R6Z590__ERS852447_01059
ERR1913205.1078181__1.1078181	1965576__A0A1Y4LM34__B5F19_03815
ERR1913205.1078378__1.1078378	818__A0A139JW76__BJP75_002555
ERR1913205.1078383__1.1078383	301302__A0A0M6W9I4__M72_19871
ERR1913205.1078568__1.1078568	487174__K0XES7__HMPREF9448_00566
ERR1913205.1078636__1.1078636	1262882__R5MYP8__BN519_00439
ERR1913205.1078647__1.1078647	214856__R5UN64__ERS852447_02669
ERR1913205.1078663__1.1078663	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.1078807__1.1078807	1262882__R5N3A4__BN519_01270
ERR1913205.1078910__1.1078910	214856__R6XP73__ERS852447_00886
ERR1913205.1079284__1.1079284	1262911__R6GY22__BN557_00023
ERR1913205.1079512__1.1079512	214856__I3YPQ3__Alfi_2711
ERR1913205.1079540__1.1079540	818__A0A174VV39__BT_3492
ERR1913205.1079670__1.1079670	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913205.1079704__1.1079704	1262882__R5N5J6__BN519_01504
ERR1913205.1079763__1.1079763	853__A0A2A7B1Y7__C7K05_11930
ERR1913205.1079899__1.1079899	39492__D4JUS6__accD5
ERR1913205.1079910__1.1079910	1501391__GCA_000786575.1_00113
ERR1913205.1079927__1.1079927	1262882__R5N3T7__BN519_01188
ERR1913205.1080050__1.1080050	818__Q8A3R2__C799_03293
ERR1913205.1080129__1.1080129	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1080138__1.1080138	1501391__GCA_000786575.1_00029
ERR1913205.1080119__1.1080119	214856__A0A174ZD89__ERS852559_00526
ERR1913205.1080156__1.1080156	239935__A0A139TPU7__CXT91_06575
ERR1913205.1080203__1.1080203	214856__I3YPI7__pepD_1
ERR1913205.1080204__1.1080204	214856__A0A173Z1B0__ERS852447_00765
ERR1913205.1080256__1.1080256	214856__R5UN64__ERS852447_02669
ERR1913205.1080631__1.1080631	1262882__R5MQ63__BN519_01173
ERR1913205.1080604__1.1080604	214856__E4MFP6__ERS852447_01708
ERR1913205.1080705__1.1080705	821__A0A174WBC9__ERS852556_03145
ERR1913205.1081136__1.1081136	487174__K0X7X4__DIT83_09125
ERR1913205.1081329__1.1081329	214856__I3YMN6__Alfi_1938
ERR1913205.1081419__1.1081419	818__A0A0P0FLV3__ERS852430_01650
ERR1913205.1081646__1.1081646	214856__I3YPP3__Alfi_2701
ERR1913205.1082009__1.1082009	410072__A0A174AQ98__COPCOM_03377
ERR1913205.1081991__1.1081991	1501391__GCA_000786575.1_00065
ERR1913205.1082042__1.1082042	214856__R5UN64__ERS852447_02669
ERR1913205.1082237__1.1082237	214856__R6Y7P0__ERS852447_00307
ERR1913205.1082265__1.1082265	47678__R5U8Y1__BACCAC_02615
ERR1913205.1082414__1.1082414	328814__GCA_004558275.1_00998
ERR1913205.1082685__1.1082685	214856__R6XNE7__ERS852447_02267
ERR1913205.1082736__1.1082736	214856__R6Z7Q9__ERS852447_02172
ERR1913205.1082738__1.1082738	214856__A0A174EQR4__rsmA
ERR1913205.1083268__1.1083268	239935__A0A139TPG3__CXT86_08810
ERR1913205.1083284__1.1083284	1262882__R5MPY4__BN519_01128
ERR1913205.1083423__1.1083423	818__R9HBA6__HMPREF2534_04317
ERR1913205.1083599__1.1083599	214856__I3YPP9__Alfi_2707
ERR1913205.1083605__1.1083605	214856__I3YK71__ERS852559_02472
ERR1913205.1083835__1.1083835	301302__A0A173UAS4__M72_15061
ERR1913205.1083839__1.1083839	214856__R6XKT4__ERS852559_01719
ERR1913205.1083852__1.1083852	1262744__R6FST0__BN744_00381
ERR1913205.1083938__1.1083938	39492__D4JUT9__ERS852540_01449
ERR1913205.1083995__1.1083995	214856__R6Z288__ERS852447_00734
ERR1913205.1084065__1.1084065	1501391__GCA_000786575.1_00103
ERR1913205.1084175__1.1084175	1262882__R5MJJ3__BN519_01027
ERR1913205.1084269__1.1084269	818__A0A0P0F7K1__ERS852461_02719
ERR1913205.1084350__1.1084350	487174__R5F4K8__HMPREF9448_01532
ERR1913205.1084361__1.1084361	214856__R6Y1K2__ERS852447_02306
ERR1913205.1084427__1.1084427	214856__I3YPP2__Alfi_2700
ERR1913205.1084544__1.1084544	47678__R5U8Y1__BACCAC_02615
ERR1913205.1084643__1.1084643	1501391__GCA_000786575.1_00081
ERR1913205.1084697__1.1084697	214856__R6Z186__ERS852447_00718
ERR1913205.1084790__1.1084790	1262882__R5N1M9__BN519_00768
ERR1913205.1084803__1.1084803	1262882__R5MPJ1__BN519_01023
ERR1913205.1084850__1.1084850	487174__K0WYI1__DDY40_08675
ERR1913205.1084886__1.1084886	1262882__R5N5D7__BN519_01676
ERR1913205.1084986__1.1084986	214856__A0A174ZLX0__ERS852559_00738
ERR1913205.1085194__1.1085194	214856__R5UN64__ERS852447_02669
ERR1913205.1085210__1.1085210	214856__R6Y1K2__ERS852447_02306
ERR1913205.1085316__1.1085316	1262882__R5MIC9__BN519_00834
ERR1913205.1085415__1.1085415	1150298__A0A174R918__ERS852535_01749
ERR1913205.1085391__1.1085391	239935__A0A2N8HT18__CXT93_06135
ERR1913205.1085446__1.1085446	214856__A0A174AYS4__ERS852447_01192
ERR1913205.1085482__1.1085482	1262882__R5MJJ9__BN519_01035
ERR1913205.1085522__1.1085522	1262882__R5MT08__BN519_01706
ERR1913205.1085554__1.1085554	214856__R6XP73__ERS852447_00886
ERR1913205.1085625__1.1085625	39492__D4JX05__EUBSIR_01678
ERR1913205.1085775__1.1085775	214856__I3YPQ9__ERS852447_01370
ERR1913205.1085827__1.1085827	214856__I3YPI7__pepD_1
ERR1913205.1085852__1.1085852	214856__R5UN64__ERS852447_02669
ERR1913205.1085888__1.1085888	1262882__R5N345__BN519_01034
ERR1913205.1085946__1.1085946	214856__I3YPQ9__ERS852447_01370
ERR1913205.1085961__1.1085961	214856__R6Y1K2__ERS852447_02306
ERR1913205.1086066__1.1086066	39491__A0A173RJ81__DXB76_01570
ERR1913205.1086106__1.1086106	487174__K0X1H0__DDY40_11080
ERR1913205.1086291__1.1086291	487174__K0XG81__HMPREF9448_02274
ERR1913205.1086649__1.1086649	1262911__R6GMZ7__BN557_01741
ERR1913205.1086848__1.1086848	47678__A5ZI88__BACCAC_02617
ERR1913205.1086819__1.1086819	214856__I3YPN0__ERS852447_01398
ERR1913205.1086907__1.1086907	1262882__R5MYI1__BN519_00416
ERR1913205.1086909__1.1086909	1235835__R9LCU2__C814_02677
ERR1913205.1087130__1.1087130	1262882__R5MJZ4__BN519_01269
ERR1913205.1087228__1.1087228	39496__A5Z5I2__EUBVEN_00963
ERR1913205.1087325__1.1087325	214856__I3YPQ3__Alfi_2711
ERR1913205.1087493__1.1087493	239935__A0A2N8HT44__CXT84_11035
ERR1913205.1087512__1.1087512	239935__A0A139TPG3__CXT86_08810
ERR1913205.1087729__1.1087729	239935__A0A2N8HL50__CXT98_09135
ERR1913205.1087932__1.1087932	214856__R6YC22__ERS852447_01215
ERR1913205.1088151__1.1088151	39492__D4JTF2__mutS2
ERR1913205.1088475__1.1088475	301302__A0A0M6WJW1__ERS852420_02245
ERR1913205.1088556__1.1088556	821__R7P1Q7__M099_2990
ERR1913205.1089080__1.1089080	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1089083__1.1089083	1628085__A0A2U1B8S0__C7386_11465
ERR1913205.1089128__1.1089128	214856__R6Y6H8__ERS852447_01719
ERR1913205.1089224__1.1089224	1262744__R6FST0__BN744_00381
ERR1913205.1089327__1.1089327	1262911__R6H212__BN557_01031
ERR1913205.1089348__1.1089348	214856__I3YPR6__Alfi_2724
ERR1913205.1089518__1.1089518	239935__R7DVL7__CXT93_01180
ERR1913205.1089593__1.1089593	1262882__R5N1T9__BN519_00804
ERR1913205.1089600__1.1089600	214856__I3YPP2__Alfi_2700
ERR1913205.1089626__1.1089626	214856__R6XTZ7__ERS852447_02314
ERR1913205.1089811__1.1089811	214856__I3YPP0__ERS852447_01388
ERR1913205.1089873__1.1089873	853__A0A2A7B1Y7__C7K05_11930
ERR1913205.1089920__1.1089920	487174__K0X4Y9__DDY40_09115
ERR1913205.1090118__1.1090118	214856__I3YPN3__ERS852447_01395
ERR1913205.1090224__1.1090224	487174__K0XRL3__HMPREF9448_00669
ERR1913205.1090277__1.1090277	39492__D4JQP0__ypeB
ERR1913205.1090652__1.1090652	301302__R5UM41__M72_15921
ERR1913205.1090663__1.1090663	88431__A0A3E5GJ50__DORLON_02273
ERR1913205.1090696__1.1090696	1262882__R5N2A9__BN519_00921
ERR1913205.1090798__1.1090798	818__Q8A3A6__Btheta7330_00071
ERR1913205.1091038__1.1091038	1262882__R5N0C3__BN519_00731
ERR1913205.1091071__1.1091071	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1091257__1.1091257	328814__GCA_004558275.1_01621
ERR1913205.1091299__1.1091299	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913205.1091335__1.1091335	214856__R6Z5D0__resA_4
ERR1913205.1091489__1.1091489	328814__GCA_004558275.1_01000
ERR1913205.1091548__1.1091548	239935__A0A2N8I6R6__CXU04_04335
ERR1913205.1091699__1.1091699	1262882__R5MFK5__BN519_00378
ERR1913205.1091753__1.1091753	820__A0A139K1Y6__DXB48_02610
ERR1913205.1091938__1.1091938	649756__A0A173RGN8__DO83_04830
ERR1913205.1091964__1.1091964	47678__R5U9S9__BACCAC_01855
ERR1913205.1092017__1.1092017	487174__K0WZU9__HMPREF9448_01159
ERR1913205.1092238__1.1092238	1897011__A0A1Q6RI45__BHW41_00970
ERR1913205.1092309__1.1092309	214856__I3YPP3__Alfi_2701
ERR1913205.1092336__1.1092336	1262882__R5MEK3__BN519_00296
ERR1913205.1092391__1.1092391	1262882__R5MJM8__BN519_01064
ERR1913205.1092418__1.1092418	853__A0A173YYY4__DWZ04_09420
ERR1913205.1092433__1.1092433	239935__A0A2N8IIB9__CXU04_01970
ERR1913205.1092509__1.1092509	1262882__R5N1L4__BN519_00757
ERR1913205.1092817__1.1092817	1262911__R6GN99__BN557_01784
ERR1913205.1092880__1.1092880	1262882__R5MJM8__BN519_01064
ERR1913205.1092927__1.1092927	214856__I3YPQ0__ERS852447_01379
ERR1913205.1093064__1.1093064	47678__R5UAG4__DW706_17045
ERR1913205.1093133__1.1093133	818__A0A174L0X1__NCTC10582_00394
ERR1913205.1093266__1.1093266	214856__I3YPP0__ERS852447_01388
ERR1913205.1093298__1.1093298	214856__R6XYY8__ERS852447_01722
ERR1913205.1093305__1.1093305	487174__K0X5U7__DDY40_04950
ERR1913205.1093363__1.1093363	1262882__R5MM69__BN519_00075
ERR1913205.1093316__1.1093316	88431__A0A174EDE9__yxeP_2
ERR1913205.1093325__1.1093325	214856__R5UN64__ERS852447_02669
ERR1913205.1093401__1.1093401	1262882__R5MHQ8__BN519_00707
ERR1913205.1093413__1.1093413	1262743__R5C054__BN727_01980
ERR1913205.1093562__1.1093562	214856__I3YPR6__Alfi_2724
ERR1913205.1093567__1.1093567	214856__R6XP73__ERS852447_00886
ERR1913205.1093637__1.1093637	39488__A0A285PPV7__DXD91_14610
ERR1913205.1093657__1.1093657	39492__D4MMZ8__ERS852540_01407
ERR1913205.1093734__1.1093734	301302__A0A0M6W9I4__M72_19871
ERR1913205.1093890__1.1093890	214856__A0A173YDP1__ERS852559_00120
ERR1913205.1093905__1.1093905	214856__R6YC22__ERS852447_01215
ERR1913205.1093949__1.1093949	884684__GCA_002892425.1_01416
ERR1913205.1094125__1.1094125	214856__I3YMC8__ERS852447_02666
ERR1913205.1094231__1.1094231	214856__R6XP73__ERS852447_00886
ERR1913205.1094300__1.1094300	1262882__R5MKU2__BN519_01271
ERR1913205.1094329__1.1094329	214856__R6XNE7__ERS852447_02267
ERR1913205.1094332__1.1094332	214856__I3YMN6__Alfi_1938
ERR1913205.1094395__1.1094395	214856__A0A174EJT5__mnmA
ERR1913205.1094489__1.1094489	487174__K0WUM9__HMPREF9448_02608
ERR1913205.1094585__1.1094585	487174__K0WZA7__DDY40_11890
ERR1913205.1094586__1.1094586	2108523__A0A2P2F3W3__LAWASA_692
ERR1913205.1094662__1.1094662	1262882__R5MDR8__BN519_00124
ERR1913205.1094839__1.1094839	1262882__R5MY46__BN519_00355
ERR1913205.1094962__1.1094962	371601__W6P7Q9__BN890_32770
ERR1913205.1094977__1.1094977	487174__K0X068__DDY40_07105
ERR1913205.1095080__1.1095080	1262882__R5N4D8__BN519_01497
ERR1913205.1095160__1.1095160	214856__I3YPN5__Alfi_2693
ERR1913205.1095360__1.1095360	1262882__R5N526__BN519_01603
ERR1913205.1095957__1.1095957	1160721__W0U309__BHW50_02320
ERR1913205.1095958__1.1095958	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1096004__1.1096004	1262882__R5MM96__BN519_01545
ERR1913205.1096032__1.1096032	214856__I3YPP0__ERS852447_01388
ERR1913205.1096047__1.1096047	487174__K0X3V7__DIT83_01400
ERR1913205.1096072__1.1096072	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.1096084__1.1096084	214856__I3YPR6__Alfi_2724
ERR1913205.1096119__1.1096119	39491__A0A396FQ67__DXB99_07505
ERR1913205.1096168__1.1096168	1262882__R5MKF5__BN519_00316
ERR1913205.1096230__1.1096230	214856__I3YMN6__Alfi_1938
ERR1913205.1096202__1.1096202	487174__K0X3L3__DDY40_11345
ERR1913205.1096216__1.1096216	1262882__R5MIC9__BN519_00834
ERR1913205.1096336__1.1096336	214856__I3YPP9__Alfi_2707
ERR1913205.1096478__1.1096478	214856__I3YMC8__ERS852447_02666
ERR1913205.1096652__1.1096652	214856__I3YPN0__ERS852447_01398
ERR1913205.1096653__1.1096653	214856__A0A173Z1B0__ERS852447_00765
ERR1913205.1096673__1.1096673	214856__I3YK71__ERS852559_02472
ERR1913205.1096758__1.1096758	214856__R6Z186__ERS852447_00718
ERR1913205.1096812__1.1096812	39492__D4JT87__clpC
ERR1913205.1096900__1.1096900	487174__K0X773__DIT83_07170
ERR1913205.1096980__1.1096980	487174__K0X250__DDY40_03675
ERR1913205.1096998__1.1096998	487174__R5FN40__HMPREF9448_01366
ERR1913205.1097091__1.1097091	33025__A0A395J947__C8D73_11315
ERR1913205.1097103__1.1097103	214856__I3YPP0__ERS852447_01388
ERR1913205.1097236__1.1097236	214856__R6Y6H8__ERS852447_01719
ERR1913205.1097250__1.1097250	214856__R6Z288__ERS852447_00734
ERR1913205.1097394__1.1097394	1501391__GCA_000786575.1_00075
ERR1913205.1097364__1.1097364	214856__A0A173YXX1__ERS852559_01651
ERR1913205.1097574__1.1097574	214856__R6Y1K2__ERS852447_02306
ERR1913205.1097615__1.1097615	214856__I3YPP0__ERS852447_01388
ERR1913205.1097651__1.1097651	214856__I3YMB7__Alfi_1811
ERR1913205.1097774__1.1097774	189722__E0NQU7__HMPREF0658_0548
ERR1913205.1097795__1.1097795	1262882__R5MEN9__BN519_00201
ERR1913205.1097801__1.1097801	214856__R6XUN2__rcsC_1
ERR1913205.1097860__1.1097860	1262882__R5N2A9__BN519_00921
ERR1913205.1098002__1.1098002	821__A0A0P0LNX8__ERS852509_03015
ERR1913205.1098022__1.1098022	214856__R6Z590__ERS852447_01059
ERR1913205.1098042__1.1098042	214856__R6YBX3__msbA_2
ERR1913205.1098052__1.1098052	853__A0A173XRA8__CGS56_09290
ERR1913205.1098167__1.1098167	410072__A0A174M202__COPCOM_00641
