ERR1913221.832__1.832	33043__A0A173X520__ERS852575_01617
ERR1913221.2010167__1.2010167	165179__A0A3E5E643__DXB80_06030
ERR1913221.2010176__1.2010176	39485__A0A174ZQ05__EUBELI_01606
ERR1913221.2010206__1.2010206	1262761__R6RP99__BN606_00488
ERR1913221.2010625__1.2010625	165179__D1PEZ7__DXC61_06515
ERR1913221.2010644__1.2010644	1262760__R5LCK1__BN758_01101
ERR1913221.2010725__1.2010725	45851__D4RWZ9__murF
ERR1913221.2010799__1.2010799	39491__A0A395UYL9__ERS852417_00624
ERR1913221.2010882__1.2010882	39485__A0A174YSS6__trxB_2
ERR1913221.2010979__1.2010979	45851__R5LRY3__BUTYVIB_01906
ERR1913221.2011509__1.2011509	2173__A5ULD0__BK798_05990
ERR1913221.2011715__1.2011715	1262924__R7HRJ9__BN585_00557
ERR1913221.2011872__1.2011872	1262961__R6DWQ2__BN710_01824
ERR1913221.2011923__1.2011923	100886__E2NW15__CATMIT_02805
ERR1913221.2012184__1.2012184	1262816__R6C9F2__BN687_00236
ERR1913221.2012295__1.2012295	45851__R5LRK0__BUTYVIB_00520
ERR1913221.2012306__1.2012306	45851__D4S0B1__BHV86_10120
ERR1913221.2012447__1.2012447	1262761__R6QTF1__BN606_01445
ERR1913221.2013094__1.2013094	45851__D4RXN5__BUTYVIB_00586
ERR1913221.2013653__1.2013653	39485__C4Z390__EUBELI_01689
ERR1913221.2013663__1.2013663	39485__C4Z0G6__spoIVB
ERR1913221.2013684__1.2013684	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913221.2013764__1.2013764	853__A0A173XRA8__CGS56_09290
ERR1913221.2014087__1.2014087	45851__D4S0D7__BUTYVIB_01556
ERR1913221.2014189__1.2014189	100886__E2NSF9__rpoB
ERR1913221.2014309__1.2014309	39485__R5ZRN3__ERS852490_00208
ERR1913221.2014545__1.2014545	1262882__R5N4P6__BN519_01346
ERR1913221.2014773__1.2014773	45851__D4S2F2__BHV86_00830
ERR1913221.2014831__1.2014831	45851__R5LL35__BUTYVIB_01928
ERR1913221.2014924__1.2014924	45851__D4RWC1__BHV86_06985
ERR1913221.2015081__1.2015081	45851__R5LRK0__BUTYVIB_00520
ERR1913221.2015092__1.2015092	39491__A0A396FMF1__EUR_28700
ERR1913221.2015100__1.2015100	45851__D4S1E0__BUTYVIB_01910
ERR1913221.2015132__1.2015132	39485__C4Z6Z5__EUBELI_20593
ERR1913221.2015158__1.2015158	487174__K0X429__HMPREF9448_00932
ERR1913221.2015428__1.2015428	45851__D4RYU0__BHV86_05340
ERR1913221.2015634__1.2015634	1262760__R5L4T1__BN758_00546
ERR1913221.2015655__1.2015655	45851__D4S141__BHV86_05760
ERR1913221.2015828__1.2015828	45851__D4RX09__BUTYVIB_00360
ERR1913221.2015799__1.2015799	821__A0A3E4XY72__NCTC10583_01067
ERR1913221.2016069__1.2016069	165179__D1P9T6__PREVCOP_04016
ERR1913221.2016090__1.2016090	1262930__R6AVH6__BN693_02127
ERR1913221.2016141__1.2016141	853__A0A173XRA8__CGS56_09290
ERR1913221.2016513__1.2016513	45851__D4S0B1__BHV86_10120
ERR1913221.2016611__1.2016611	1897011__A0A1Q6RFG3__BHW41_03700
ERR1913221.2016674__1.2016674	1262743__R5C054__BN727_01980
ERR1913221.2016724__1.2016724	61171__B9Y5T8__HOLDEFILI_01170
ERR1913221.2016865__1.2016865	45851__D4S0T7__BHV86_09275
ERR1913221.2016966__1.2016966	39491__A0A396FUZ3__phoR_1
ERR1913221.2017111__1.2017111	165179__A0A174W369__PREVCOP_04548
ERR1913221.2017170__1.2017170	39485__A0A174YR79__EUBELI_20418
ERR1913221.2017289__1.2017289	39485__A0A174ZKZ4__spoIIQ_1
ERR1913221.2017602__1.2017602	45851__D4S2J5__BUTYVIB_02317
ERR1913221.2017951__1.2017951	45851__D4RWC5__BHV86_07005
ERR1913221.2017974__1.2017974	45851__D4RXC9__BUTYVIB_00480
ERR1913221.2018038__1.2018038	165179__A0A229I1J2__DXB80_03950
ERR1913221.2017989__1.2017989	33043__D5HHE4__ERS852445_02332
ERR1913221.2018126__1.2018126	1150298__A0A174QS63__ERS852406_03087
ERR1913221.2018317__1.2018317	45851__D4S2J5__BUTYVIB_02317
ERR1913221.2018455__1.2018455	33043__A0A173WWJ5__ERS852386_00339
ERR1913221.2018536__1.2018536	39491__C4ZEW3__T1815_18241
ERR1913221.2018603__1.2018603	33043__D5HIS6__ERS852575_02019
ERR1913221.2018682__1.2018682	626929__K9EMN2__SAMN05444376_2987
ERR1913221.2018884__1.2018884	165179__D1P9T6__PREVCOP_04016
ERR1913221.2018947__1.2018947	45851__D4RW36__BUTYVIB_00166
ERR1913221.2018926__1.2018926	45851__D4RWZ9__murF
ERR1913221.2019016__1.2019016	1262761__R6QZJ9__BN606_00492
ERR1913221.2019250__1.2019250	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913221.2019445__1.2019445	45851__D4RWR5__BHV86_06295
ERR1913221.2019468__1.2019468	45851__D4RYQ2__BUTYVIB_00960
ERR1913221.2019489__1.2019489	165179__D1P8Q2__trpF
ERR1913221.2019500__1.2019500	28111__E5WUH3__BACEGG_02112
ERR1913221.2019553__1.2019553	40520__A0A174MPS0__DXD81_10450
ERR1913221.2019626__1.2019626	88431__A0A174NWK4__DORLON_02346
ERR1913221.2019722__1.2019722	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913221.2019848__1.2019848	821__A0A173WG51__BVU_2549
ERR1913221.2019866__1.2019866	33043__D5HEL7__ERS852400_00347
ERR1913221.2019906__1.2019906	45851__D4RWN6__BUTYVIB_00072
ERR1913221.2020070__1.2020070	39485__A0A174ZJ13__ssuB
ERR1913221.2020111__1.2020111	2173__A0A1D2WW41__BK798_07915
ERR1913221.2020363__1.2020363	165179__A0A3E5DZ45__DXC61_02820
ERR1913221.2021126__1.2021126	165179__D1PE06__DXC61_05975
ERR1913221.2021225__1.2021225	45851__R5LYV2__BHV86_00590
ERR1913221.2021417__1.2021417	45851__D4S0T7__BHV86_09275
ERR1913221.2021471__1.2021471	1263107__GCA_000436995.1_00024
ERR1913221.2021510__1.2021510	165179__R6XIF8__DXC61_07265
ERR1913221.2021732__1.2021732	1262959__R5Y1G1__BN680_01725
ERR1913221.2021901__1.2021901	45851__R5LTE7__BHV86_04805
ERR1913221.2022573__1.2022573	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913221.2022775__1.2022775	46503__R6WQ01__PARMER_03826
ERR1913221.2022712__1.2022712	61171__B9Y5T9__HOLDEFILI_01171
ERR1913221.2022848__1.2022848	39485__A0A174YSS6__trxB_2
ERR1913221.2022951__1.2022951	338188__R6RPM5__bglX_6
ERR1913221.2023195__1.2023195	33043__A0A173XX37__ERS852445_02100
ERR1913221.2023350__1.2023350	1897011__A0A1Q6RCY0__BHW41_05945
ERR1913221.2023679__1.2023679	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913221.2024080__1.2024080	544645__A0A3E4T917__DXC42_08350
ERR1913221.2024082__1.2024082	39491__C4ZHS4__EUR_24420
ERR1913221.2024175__1.2024175	45851__D4S0T7__BHV86_09275
ERR1913221.2024309__1.2024309	74426__group_4808
ERR1913221.2024676__1.2024676	45851__D4S069__spoIVA
ERR1913221.2024812__1.2024812	1262825__R5EK39__BN724_02341
ERR1913221.2025207__1.2025207	45851__D4RW73__BHV86_06745
ERR1913221.2025894__1.2025894	1262760__R5L6L4__BN758_00893
ERR1913221.2025919__1.2025919	39485__R5ZT06__EUBELI_20526
ERR1913221.2026228__1.2026228	39485__C4Z6U7__EUBELI_20545
ERR1913221.2026186__1.2026186	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913221.2026370__1.2026370	1262886__R6REZ5__BN563_01087
ERR1913221.2026518__1.2026518	45851__D4RW43__BUTYVIB_00173
ERR1913221.2026953__1.2026953	821__A0A395VIK7__BVU_1225
ERR1913221.2026960__1.2026960	651822__GCA_000210715.1_00753
ERR1913221.2027260__1.2027260	165179__A0A174IYW3__DXC61_01235
ERR1913221.2027979__1.2027979	1262882__R5MFA5__BN519_00331
ERR1913221.2028011__1.2028011	116085__D4J9P4__DW747_03450
ERR1913221.2028149__1.2028149	33039__A0A174Z5I4__ERS852424_00154
ERR1913221.2028384__1.2028384	100886__E2NP62__nagE
ERR1913221.2028409__1.2028409	45851__R5LHP6__BUTYVIB_00994
ERR1913221.2028478__1.2028478	33039__A0A174Z8F8__ERS852530_05419
ERR1913221.2028531__1.2028531	40520__A0A174HHX4__RUMOBE_03561
ERR1913221.2028602__1.2028602	45851__D4S0T7__BHV86_09275
ERR1913221.2028870__1.2028870	39485__A0A174Z1A6__EUBELI_00220
ERR1913221.2028895__1.2028895	45851__D4RZC5__BUTYVIB_01191
ERR1913221.2029076__1.2029076	33043__A0A174CV49__ERS852386_02395
ERR1913221.2029093__1.2029093	28116__D4WJ30__DHW41_06080
ERR1913221.2029159__1.2029159	821__A0A0P0M2J4__DXD46_10295
ERR1913221.2029405__1.2029405	1263027__R6ZKG4__BN699_02109
ERR1913221.2029697__1.2029697	1262886__R6Q7C7__BN563_00709
ERR1913221.2030051__1.2030051	45851__D4S2F2__BHV86_00830
ERR1913221.2030479__1.2030479	39485__A0A175A403__EUBELI_20577
ERR1913221.2030581__1.2030581	33039__D4M1J4__ERS852390_02215
ERR1913221.2030670__1.2030670	45851__D4RYZ4__BHV86_03155
ERR1913221.2030701__1.2030701	39491__A0A174EQV2__DXB69_10230
ERR1913221.2030707__1.2030707	1262886__R6QP39__BN563_00737
ERR1913221.2031208__1.2031208	165179__D1PDG7__DXB80_11180
ERR1913221.2031291__1.2031291	1262761__R6RU22__BN606_01110
ERR1913221.2031302__1.2031302	39485__A0A174Z851__cdaR_1
ERR1913221.2031305__1.2031305	33043__A0A173WU55__ganB_2
ERR1913221.2031400__1.2031400	1262761__R6QJJ2__BN606_00358
ERR1913221.2031453__1.2031453	45851__D4RY62__BHV86_05035
ERR1913221.2031535__1.2031535	387661__K5Z6I9__HMPREF1077_01442
ERR1913221.2031644__1.2031644	1262882__R5MEW7__BN519_00010
ERR1913221.2031857__1.2031857	39485__A0A174Z2N7__EUBELI_02062
ERR1913221.2032133__1.2032133	853__A0A173XRA8__CGS56_09290
ERR1913221.2032216__1.2032216	2173__A0A1D2WU72__BK798_05485
ERR1913221.2032275__1.2032275	2022527__A0A264Y4Z2__CHL74_12125
ERR1913221.2032343__1.2032343	45851__D4RYR7__BHV86_05495
ERR1913221.2032558__1.2032558	1680__R5GMB5__AD0028_1137
ERR1913221.2032708__1.2032708	165179__D1PAJ7__PREVCOP_04222
ERR1913221.2032741__1.2032741	45851__D4S0D7__BUTYVIB_01556
ERR1913221.2032882__1.2032882	1262825__R5E9U6__BN724_00394
ERR1913221.2032894__1.2032894	821__A0A174V2F3__NCTC10583_01474
ERR1913221.2032933__1.2032933	329854__R5LZK1__DXD27_00590
ERR1913221.2033085__1.2033085	45851__D4RYA4__BHV86_02030
ERR1913221.2033135__1.2033135	45851__D4RYG8__BUTYVIB_00874
ERR1913221.2033303__1.2033303	1262741__R6CXE4__BN697_02447
ERR1913221.2033650__1.2033650	45851__D4RWC1__BHV86_06985
ERR1913221.2033656__1.2033656	1897011__A0A1Q6RE67__BHW41_04635
ERR1913221.2033631__1.2033631	1299998__GCA_001494635.1_00282
ERR1913221.2033811__1.2033811	45851__D4RWN6__BUTYVIB_00072
ERR1913221.2034005__1.2034005	45851__D4RYD2__BUTYVIB_00837
ERR1913221.2034048__1.2034048	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913221.2034162__1.2034162	1150298__A0A174R4D7__tmpC_2
ERR1913221.2034166__1.2034166	39491__A0A395ZHW3__ERS852417_01359
ERR1913221.2034314__1.2034314	45851__D4S0P6__BUTYVIB_01665
ERR1913221.2034727__1.2034727	39485__R5ZSI4__ERS852492_00875
ERR1913221.2034747__1.2034747	45851__R5LYV2__BHV86_00590
ERR1913221.2034860__1.2034860	45851__D4RYS4__BHV86_05460
ERR1913221.2034936__1.2034936	2173__A0A1D2WTN6__METSMIALI_01091
ERR1913221.2034897__1.2034897	165179__A0A174SA26__PREVCOP_05758
ERR1913221.2035110__1.2035110	45851__D4RYS4__BHV86_05460
ERR1913221.2035552__1.2035552	39485__C4Z6R3__mcp2_1
ERR1913221.2035597__1.2035597	1262924__R7HL71__BN585_01341
ERR1913221.2035675__1.2035675	39485__R5ZRT8__gmr_6
ERR1913221.2036532__1.2036532	39485__A0A174ZA72__glgB_1
ERR1913221.2036711__1.2036711	45851__D4S141__BHV86_05760
ERR1913221.2036837__1.2036837	45851__D4RZK8__BUTYVIB_01274
ERR1913221.2036877__1.2036877	246787__A0A0P0G372__BcellWH2_03657
ERR1913221.2036844__1.2036844	1263006__R6LU28__BN515_01365
ERR1913221.2036851__1.2036851	165179__D1PC26__PREVCOP_04756
ERR1913221.2037019__1.2037019	166486__D4KWW1__ERS852572_01795
ERR1913221.2037200__1.2037200	45851__D4RYG8__BUTYVIB_00874
ERR1913221.2037215__1.2037215	100886__E2NWG2__CATMIT_02957
ERR1913221.2037276__1.2037276	853__C7H7F5__DWZ46_01780
ERR1913221.2037336__1.2037336	165179__R6BQP4__DXC61_02015
ERR1913221.2037394__1.2037394	1897011__A0A1Q6RI37__BHW41_00895
ERR1913221.2037484__1.2037484	1262825__R5E4S3__BN724_00120
ERR1913221.2037503__1.2037503	45851__D4S366__BUTYVIB_02552
ERR1913221.2037691__1.2037691	1262886__R6Q7C7__BN563_00709
ERR1913221.2038051__1.2038051	821__C6Z451__BHV80_04265
ERR1913221.2038206__1.2038206	1263000__R5EKG2__BN466_02040
ERR1913221.2038239__1.2038239	39491__C4Z9Y3__ERS852417_01808
ERR1913221.2038366__1.2038366	2022527__A0A264YB35__CHL74_00015
ERR1913221.2039389__1.2039389	1263000__R5EGP9__BN466_01419
ERR1913221.2039692__1.2039692	45851__D4S184__BUTYVIB_01854
ERR1913221.2039762__1.2039762	901__B6WV59__feoB
ERR1913221.2040026__1.2040026	821__A0A3E4HP25__SAMN04487923_102450
ERR1913221.2040034__1.2040034	47678__R5U7T0__CGC64_00755
ERR1913221.2040344__1.2040344	45851__D4RW33__ylbJ
ERR1913221.2040568__1.2040568	39485__A0A174Z1T6__sfp
ERR1913221.2040659__1.2040659	45851__D4S1P9__BUTYVIB_02021
ERR1913221.2041005__1.2041005	39485__A0A174ZPJ9__tig_2
ERR1913221.2041017__1.2041017	1263006__R6LXG0__BN515_01067
ERR1913221.2041019__1.2041019	1262961__R6DMJ8__BN710_00674
ERR1913221.2041107__1.2041107	166486__D4L3V9__ROSINTL182_07680
ERR1913221.2041125__1.2041125	45851__D4RW33__ylbJ
ERR1913221.2041143__1.2041143	384638__B7AT21__BACPEC_01289
ERR1913221.2041228__1.2041228	39485__A0A1Q6PGI7__pehX_3
ERR1913221.2041255__1.2041255	1680__A0A173Y6N7__yhaH
ERR1913221.2041299__1.2041299	1262760__R5LV11__BN758_01893
ERR1913221.2041694__1.2041694	371601__I9URB1__HMPREF1074_03344
ERR1913221.2041911__1.2041911	39485__A0A174YJA4__EUBELI_20421
ERR1913221.2041930__1.2041930	572010__aspS
ERR1913221.2041996__1.2041996	1262961__R6DNV8__BN710_00831
ERR1913221.2042419__1.2042419	2293125__A0A374BN09__DW917_16245
ERR1913221.2042513__1.2042513	1262825__R5EHM5__BN724_01843
ERR1913221.2042757__1.2042757	853__A0A174C5M1__CGS58_04460
ERR1913221.2042873__1.2042873	45851__D4S317__BUTYVIB_02469
ERR1913221.2042920__1.2042920	165179__A0A3E5DX33__PREVCOP_05190
ERR1913221.2043137__1.2043137	45851__D4RZ69__BUTYVIB_01134
ERR1913221.2043259__1.2043259	45851__D4RXL5__BHV86_02950
ERR1913221.2043346__1.2043346	1262825__R5EAJ1__BN724_00766
ERR1913221.2043402__1.2043402	33039__A0A174XW11__RTO_07780
ERR1913221.2043561__1.2043561	1150298__A0A174I056__ERS852535_01387
ERR1913221.2043546__1.2043546	45851__D4S2J5__BUTYVIB_02317
ERR1913221.2043600__1.2043600	1262886__R6QCG3__BN563_00145
ERR1913221.2044158__1.2044158	1262930__R6AVH6__BN693_02127
ERR1913221.2044382__1.2044382	1150298__A0A174DU21__toxA_3
ERR1913221.2044536__1.2044536	1262825__R5EDF8__BN724_01499
ERR1913221.2044666__1.2044666	1262760__R5L6L4__BN758_00893
ERR1913221.2044697__1.2044697	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913221.2044715__1.2044715	40520__R7D800__DXB81_00095
ERR1913221.2044813__1.2044813	1262882__R5MFY4__BN519_00529
ERR1913221.2045327__1.2045327	39491__A0A396FMF1__EUR_28700
ERR1913221.2045358__1.2045358	45851__D4RZK8__BUTYVIB_01274
ERR1913221.2045380__1.2045380	45851__R5LYV2__BHV86_00590
ERR1913221.2045657__1.2045657	45851__D4S366__BUTYVIB_02552
ERR1913221.2046325__1.2046325	33043__D5HFA0__glfT2
ERR1913221.2046407__1.2046407	1897011__A0A1Q6RE92__BHW41_04980
ERR1913221.2046423__1.2046423	216816__C5E9N8__DD678_02795
ERR1913221.2046391__1.2046391	165179__A0A3E5E2S3__DXB80_03455
ERR1913221.2046498__1.2046498	1547597__A0A0C3REH3__IE90_13310
ERR1913221.2046449__1.2046449	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913221.2046467__1.2046467	39485__C4Z1Y9__EUBELI_00143
ERR1913221.2046489__1.2046489	1262961__R6E2Q9__BN710_01022
ERR1913221.2046651__1.2046651	28130__A0A096AJ88__speB_4
ERR1913221.2046725__1.2046725	45851__D4RWR5__BHV86_06295
ERR1913221.2047104__1.2047104	1262961__R6DV64__BN710_01224
ERR1913221.2047246__1.2047246	33043__A8SQU6__ERS852386_01237
ERR1913221.2047513__1.2047513	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913221.2047531__1.2047531	39485__A0A174ZTY8__ycfH
ERR1913221.2047580__1.2047580	45851__D4RYU0__BHV86_05340
ERR1913221.2047785__1.2047785	45851__D4RXC9__BUTYVIB_00480
ERR1913221.2047904__1.2047904	45851__D4S1I1__BHV86_08605
ERR1913221.2047862__1.2047862	1262760__R5LFS9__BN758_01687
ERR1913221.2048026__1.2048026	39485__A0A174Z7G5__EUBELI_01168
ERR1913221.2048163__1.2048163	328814__GCA_004558275.1_01621
ERR1913221.2048218__1.2048218	2022527__A0A264YB35__CHL74_00015
ERR1913221.2048183__1.2048183	2022527__A0A264Y9E9__CHL74_03710
ERR1913221.2048492__1.2048492	1297617__A0A0S2W8Q3__BIV19_11155
ERR1913221.2048495__1.2048495	853__A0A174C5M1__CGS58_04460
ERR1913221.2048984__1.2048984	39491__D6DXZ8__DXB72_15035
ERR1913221.2049040__1.2049040	1262761__R6QUP0__BN606_01674
ERR1913221.2049047__1.2049047	1262761__R6QW09__BN606_00873
ERR1913221.2049110__1.2049110	55565__G9PCS0__CJ186_04420
ERR1913221.2049349__1.2049349	45851__D4S1R9__BHV86_08150
ERR1913221.2049300__1.2049300	1735__B7CCQ4__EUBIFOR_01982
ERR1913221.2049707__1.2049707	28132__D9RV83__HMPREF0660_00835
ERR1913221.2049712__1.2049712	45851__D4RWZ9__murF
ERR1913221.2049796__1.2049796	1262761__R6QJJ2__BN606_00358
ERR1913221.2049857__1.2049857	45851__R5LGC3__BHV86_03695
ERR1913221.2049976__1.2049976	88431__A0A174EMW0__thiD_1
ERR1913221.2050223__1.2050223	33039__D4M325__ERS852390_01663
ERR1913221.2050230__1.2050230	45851__D4RXC9__BUTYVIB_00480
ERR1913221.2050249__1.2050249	45851__D4RWZ9__murF
ERR1913221.2050283__1.2050283	45851__D4RY08__BUTYVIB_00711
ERR1913221.2050368__1.2050368	1262761__R6R8R4__BN606_01561
ERR1913221.2050814__1.2050814	45851__D4RW73__BHV86_06745
ERR1913221.2051044__1.2051044	100886__E2NWG3__CATMIT_02958
ERR1913221.2051254__1.2051254	1262760__R5LFS9__BN758_01687
ERR1913221.2051289__1.2051289	301302__R5UK77__M72_08681
ERR1913221.2051517__1.2051517	100886__E2NPA5__CATMIT_00396
ERR1913221.2051823__1.2051823	46503__R6WWC9__PARMER_03215
ERR1913221.2051788__1.2051788	2173__A0A1D2WXY3__BK798_04185
ERR1913221.2051865__1.2051865	165179__D1PE06__DXC61_05975
ERR1913221.2052059__1.2052059	45851__D4S0B1__BHV86_10120
ERR1913221.2052177__1.2052177	1263006__R6LMV4__BN515_01401
ERR1913221.2052457__1.2052457	28116__A0A1Y4P7B7__M088_2098
ERR1913221.2052517__1.2052517	1150298__A0A174CCD5__ERS852406_01310
ERR1913221.2052518__1.2052518	2173__A5ULV3__Msm_0976
ERR1913221.2052614__1.2052614	1263006__R6MLL2__BN515_00946
ERR1913221.2052716__1.2052716	39491__A0A395ZE48__DXB76_02395
ERR1913221.2052833__1.2052833	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913221.2052956__1.2052956	45851__D4RWR5__BHV86_06295
ERR1913221.2052972__1.2052972	45851__D4RWC3__BUTYVIB_00254
ERR1913221.2053041__1.2053041	1262761__R6QRP2__BN606_00241
ERR1913221.2053070__1.2053070	1262761__R6QHJ4__BN606_00427
ERR1913221.2053086__1.2053086	1262825__R5ELY8__BN724_02320
ERR1913221.2053089__1.2053089	2022527__A0A264Y6S5__CHL74_08455
ERR1913221.2053090__1.2053090	165179__D1PGU8__PREVCOP_06463
ERR1913221.2053209__1.2053209	45851__D4RY62__BHV86_05035
ERR1913221.2053284__1.2053284	45851__D4S1R7__BUTYVIB_02039
ERR1913221.2053436__1.2053436	45851__R5LJL1__BHV86_09305
ERR1913221.2053447__1.2053447	100886__A0A174PHR7__CATMIT_02609
ERR1913221.2053645__1.2053645	1262825__R5ECD0__BN724_02208
ERR1913221.2053668__1.2053668	1262959__R5Y0V4__BN680_01500
ERR1913221.2053714__1.2053714	853__A0A2A7A4A9__C4N21_14870
ERR1913221.2053862__1.2053862	357276__I9QBT7__BSEG_03340
ERR1913221.2053995__1.2053995	39491__A0A396FMF1__EUR_28700
ERR1913221.2054086__1.2054086	45851__D4RYA4__BHV86_02030
ERR1913221.2054177__1.2054177	39485__A0A174Z851__cdaR_1
ERR1913221.2054154__1.2054154	301302__A0A173RYX5__ERS852420_00973
ERR1913221.2054221__1.2054221	39485__A0A174ZA72__glgB_1
ERR1913221.2054223__1.2054223	45851__D4RWC1__BHV86_06985
ERR1913221.2054402__1.2054402	45851__D4RWZ9__murF
ERR1913221.2054569__1.2054569	1150298__R7JTX5__ERS852535_01291
ERR1913221.2054631__1.2054631	28116__R6JIR4__DXA80_14190
ERR1913221.2054670__1.2054670	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913221.2054828__1.2054828	410072__C0BBL7__ERS852389_00531
ERR1913221.2054885__1.2054885	1262886__R6QP39__BN563_00737
ERR1913221.2054891__1.2054891	1680__A0A174BEE7__BSTER_1311
ERR1913221.2054979__1.2054979	1263000__R5EI35__BN466_01649
ERR1913221.2055339__1.2055339	45851__D4RWI2__BHV86_07325
ERR1913221.2055447__1.2055447	2022527__A0A264Y6D2__CHL74_09380
ERR1913221.2055575__1.2055575	165179__A0A174SA26__PREVCOP_05758
ERR1913221.2055581__1.2055581	165179__A0A3E5E920__DXB80_11625
ERR1913221.2055698__1.2055698	165179__A0A3E5E2C8__folA
ERR1913221.2055850__1.2055850	165179__D1PEQ5__PREVCOP_05711
ERR1913221.2055940__1.2055940	1262929__R6ETI0__BN691_00865
ERR1913221.2055980__1.2055980	39485__A0A174Z4K7__dosC_2
ERR1913221.2056023__1.2056023	45851__D4S069__spoIVA
ERR1913221.2056108__1.2056108	45851__D4RX09__BUTYVIB_00360
ERR1913221.2056161__1.2056161	165179__D1P9T6__PREVCOP_04016
ERR1913221.2056300__1.2056300	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913221.2056529__1.2056529	45851__D4RXL7__BUTYVIB_00568
ERR1913221.2056558__1.2056558	165179__R6C5D6__PREVCOP_04658
ERR1913221.2056663__1.2056663	28111__E5WZI3__NCTC11155_00586
ERR1913221.2056671__1.2056671	45851__D4S1N9__BHV86_08300
ERR1913221.2056974__1.2056974	1262825__R5E1G0__BN724_01308
ERR1913221.2057130__1.2057130	1660__A0A2I1I252__ACTODO_01094
ERR1913221.2057157__1.2057157	45851__D4S283__BUTYVIB_02205
ERR1913221.2057211__1.2057211	905__D2RJ24__Acfer_0684
ERR1913221.2057218__1.2057218	2022527__A0A264YA19__CHL74_03075
ERR1913221.2057340__1.2057340	39491__A0A396FBR6__DXC13_08575
ERR1913221.2057553__1.2057553	1262741__R6CV46__BN697_00111
ERR1913221.2057735__1.2057735	1262825__R5E8Y7__BN724_02314
ERR1913221.2057769__1.2057769	39485__R5ZVC3__ERS852490_00250
ERR1913221.2057836__1.2057836	45851__D4RYS4__BHV86_05460
ERR1913221.2057901__1.2057901	1262760__R5L619__BN758_00730
ERR1913221.2057944__1.2057944	165179__A0A3E5AI09__DXC61_05815
ERR1913221.2057963__1.2057963	1680__A0A0C2YNK5__BADO_0780
ERR1913221.2058192__1.2058192	2173__A0A1D2WRY2__Msm_1736
ERR1913221.2058216__1.2058216	1262760__R5LAB5__BN758_01528
ERR1913221.2058319__1.2058319	338188__R6RT73__HMPREF1057_02828
ERR1913221.2058775__1.2058775	39485__C4Z6R3__mcp2_1
ERR1913221.2058874__1.2058874	1262761__R6QKZ0__BN606_00913
ERR1913221.2059080__1.2059080	1628085__A0A1C5ZVV6__C7386_11323
ERR1913221.2059150__1.2059150	45851__D4RYD1__ytvI
ERR1913221.2059209__1.2059209	821__A0A397WGD6__M098_0084
ERR1913221.2059246__1.2059246	28052__R5HJU0__ERS852451_00148
ERR1913221.2059343__1.2059343	821__A0A174NM17__lacZ_6
ERR1913221.2059463__1.2059463	45851__D4S0Q4__lepB
ERR1913221.2059704__1.2059704	61171__B9Y5T8__HOLDEFILI_01170
ERR1913221.2059855__1.2059855	2173__P22350__Msm_0089
ERR1913221.2060032__1.2060032	1262760__R5LAS3__BN758_00722
ERR1913221.2060138__1.2060138	45851__D4S0D7__BUTYVIB_01556
ERR1913221.2060407__1.2060407	1262825__R5EGZ8__BN724_01767
ERR1913221.2060864__1.2060864	39491__A0A395ZG74__licR
ERR1913221.2060988__1.2060988	1262825__R5DZG9__BN724_01005
ERR1913221.2061165__1.2061165	45851__D4RWZ9__murF
ERR1913221.2061418__1.2061418	45851__D4RYC7__BUTYVIB_00832
ERR1913221.2061464__1.2061464	45851__D4RYZ4__BHV86_03155
ERR1913221.2061557__1.2061557	39485__A0A1Q6PH92__cbbX
ERR1913221.2061697__1.2061697	1150298__R7JND0__ERS852498_02814
ERR1913221.2061788__1.2061788	45851__D4S1J8__BUTYVIB_01969
ERR1913221.2061966__1.2061966	1150298__A0A174F5Z9__cpsB
ERR1913221.2062078__1.2062078	100886__A0A174IRJ7__argD
