ERR1913040.45__1.45	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913040.1651743__1.1651743	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.1651746__1.1651746	40518__R5DNY7__RBATCC27255_00367
ERR1913040.1651784__1.1651784	204516__U6RFU0__HMPREF1534_02545
ERR1913040.1651785__1.1651785	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1651787__1.1651787	39485__A0A174Z8V5__fliU_2
ERR1913040.1651796__1.1651796	40518__R5DUU0__DXD93_03985
ERR1913040.1651954__1.1651954	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1651984__1.1651984	39485__C4Z6R3__mcp2_1
ERR1913040.1652174__1.1652174	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1652176__1.1652176	165179__A0A229I3Z6__PREVCOP_03666
ERR1913040.1652249__1.1652249	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1652326__1.1652326	1262924__R7HLK0__BN585_01496
ERR1913040.1652361__1.1652361	2293125__A0A374CIC9__DW917_02045
ERR1913040.1652468__1.1652468	853__D4KAK8__C4N21_13380
ERR1913040.1652477__1.1652477	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.1652528__1.1652528	1042156__F7V3A8__HipB
ERR1913040.1652590__1.1652590	821__A0A0P0LFP6__C5Z04_13890
ERR1913040.1652680__1.1652680	1150298__A0A174PHI0__ERS852498_00826
ERR1913040.1652749__1.1652749	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1652824__1.1652824	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1652992__1.1652992	39492__D4JX50__EUBSIR_00410
ERR1913040.1653070__1.1653070	2293125__A0A374BLR6__DW917_15555
ERR1913040.1653071__1.1653071	165179__A0A229I7F5__DXB80_02650
ERR1913040.1653199__1.1653199	487173__H1D020__HMPREF9453_00958
ERR1913040.1653166__1.1653166	1262924__R7HTW9__BN585_00609
ERR1913040.1653239__1.1653239	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1653244__1.1653244	1262992__R5D7H2__BN795_00443
ERR1913040.1653214__1.1653214	28117__B0MY40__BHV66_05170
ERR1913040.1653217__1.1653217	165179__D1PHD6__DXC61_03380
ERR1913040.1653266__1.1653266	204516__U6RF58__HMPREF1534_02095
ERR1913040.1653272__1.1653272	1262924__R7HQ73__BN585_02030
ERR1913040.1653469__1.1653469	39485__A0A174ZG70__ERS852492_00929
ERR1913040.1653487__1.1653487	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913040.1653601__1.1653601	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1653743__1.1653743	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1653889__1.1653889	39485__R5ZII6__EUBELI_00986
ERR1913040.1653931__1.1653931	410072__C0BBP9__ERS852525_00825
ERR1913040.1653910__1.1653910	410072__A0A3E4GPD6__DXD67_10205
ERR1913040.1653967__1.1653967	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1654049__1.1654049	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1654085__1.1654085	88431__A0A174G8Q6__ERS852526_02711
ERR1913040.1654114__1.1654114	310298__B3JK97__BACCOP_02326
ERR1913040.1654163__1.1654163	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1654454__1.1654454	1680__A1A0V3__C8077_03025
ERR1913040.1654465__1.1654465	1262924__R7HNT3__BN585_00018
ERR1913040.1654472__1.1654472	204516__U6RR96__HMPREF1534_00277
ERR1913040.1654483__1.1654483	371601__D7K8P3__SAMN05216250_10395
ERR1913040.1654614__1.1654614	820__A0A174GYA8__DXB64_07370
ERR1913040.1654771__1.1654771	39491__A0A395ZHW3__ERS852417_01359
ERR1913040.1654774__1.1654774	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1654844__1.1654844	39485__R5ZNS8__rsmG
ERR1913040.1654890__1.1654890	301302__A0A173SCU7__M72_12871
ERR1913040.1654992__1.1654992	39485__C4Z6V7__walK
ERR1913040.1655015__1.1655015	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913040.1655028__1.1655028	1262929__R6EYU3__BN691_00676
ERR1913040.1655125__1.1655125	39485__R5ZPP8__EUBELI_20334
ERR1913040.1655309__1.1655309	39485__A0A175A023__yhhT
ERR1913040.1655327__1.1655327	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1655331__1.1655331	853__A0A3E2V168__FAEPRAM212_00929
ERR1913040.1655417__1.1655417	28118__F9ZAE1__DF785_04930
ERR1913040.1655424__1.1655424	40518__R5E304__thiT
ERR1913040.1655386__1.1655386	820__E5VA63__DXC80_01025
ERR1913040.1655394__1.1655394	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1655467__1.1655467	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1655491__1.1655491	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1655602__1.1655602	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1655654__1.1655654	820__A0A374QGD2__ERS852421_02382
ERR1913040.1655626__1.1655626	143393__X8K3C4__ADJ67_05475
ERR1913040.1655639__1.1655639	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1655768__1.1655768	39485__A0A174YNW2__cph2_3
ERR1913040.1655828__1.1655828	28118__R6FBE6__DHW44_11635
ERR1913040.1655917__1.1655917	165179__A0A174SA26__PREVCOP_05758
ERR1913040.1656004__1.1656004	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1656073__1.1656073	165179__A0A3E5AGH1__DXB80_05820
ERR1913040.1656159__1.1656159	47678__R5UUQ0__C5Z00_15605
ERR1913040.1656201__1.1656201	28117__B0MY41__BHV66_05165
ERR1913040.1656327__1.1656327	371601__D4WBK5__BN891_3970
ERR1913040.1656356__1.1656356	39485__A0A174YRS0__ERS852492_00307
ERR1913040.1656365__1.1656365	1735__B7CDP2__carA
ERR1913040.1656431__1.1656431	310298__B3JPN8__BACCOP_03837
ERR1913040.1656507__1.1656507	261299__B0ABD3__SAMN02745147_0596
ERR1913040.1656572__1.1656572	165179__D1PHC0__PREVCOP_06640
ERR1913040.1656650__1.1656650	39492__D4JX05__EUBSIR_01678
ERR1913040.1656681__1.1656681	204516__U6RFV1__HMPREF1534_02560
ERR1913040.1656682__1.1656682	39491__C4ZCV7__ERE_23110
ERR1913040.1656814__1.1656814	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1656870__1.1656870	39491__C4ZF05__vpr
ERR1913040.1656880__1.1656880	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1656966__1.1656966	371601__D0TUU4__BXY_31970
ERR1913040.1657095__1.1657095	204516__U6R7Y8__HMPREF1534_03942
ERR1913040.1657097__1.1657097	165179__D1PHC0__PREVCOP_06640
ERR1913040.1657280__1.1657280	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913040.1657367__1.1657367	28118__R6FCJ1__mro_4
ERR1913040.1657379__1.1657379	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1657496__1.1657496	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1657558__1.1657558	1550024__A0A3B9WEL2__TQ39_11090
ERR1913040.1657674__1.1657674	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1657687__1.1657687	28116__E5C3S2__HMPREF1070_02476
ERR1913040.1657778__1.1657778	410072__C0B801__mucD
ERR1913040.1657776__1.1657776	39485__C4Z6J9__ERS852492_02049
ERR1913040.1657814__1.1657814	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1658020__1.1658020	39485__A0A174ZQT9__EUBELI_20278
ERR1913040.1658036__1.1658036	165179__A0A3E5A554__DXB80_13805
ERR1913040.1658066__1.1658066	47678__R5UMC3__CGC64_08380
ERR1913040.1658079__1.1658079	33039__A0A174XLA4__araR
ERR1913040.1658135__1.1658135	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1658162__1.1658162	1262924__R7HQV3__BN585_00017
ERR1913040.1658225__1.1658225	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1658505__1.1658505	1680__A0A087DLC6__C8077_00815
ERR1913040.1658529__1.1658529	1262924__R7HQB3__BN585_00435
ERR1913040.1658624__1.1658624	820__R9I2U8__DXC68_09590
ERR1913040.1658662__1.1658662	40518__R5DXI4__DXD86_07420
ERR1913040.1658823__1.1658823	853__A0A329UEG4__CHR60_00585
ERR1913040.1658947__1.1658947	28117__B0MTY2__BHV66_06485
ERR1913040.1658949__1.1658949	821__U6RDC2__DXD46_15675
ERR1913040.1658978__1.1658978	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1659043__1.1659043	165179__D1PHD6__DXC61_03380
ERR1913040.1659044__1.1659044	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1659347__1.1659347	310298__B3JGJ2__BACCOP_00994
ERR1913040.1659382__1.1659382	820__A0A3E4HWJ4__DXD40_05945
ERR1913040.1659624__1.1659624	39485__A0A174Z8V5__fliU_2
ERR1913040.1659591__1.1659591	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1659608__1.1659608	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1659720__1.1659720	204516__U6RHM5__HMPREF1534_02096
ERR1913040.1659729__1.1659729	301301__A0A395V3Q5__sufB
ERR1913040.1659755__1.1659755	39485__A0A174ZTY8__ycfH
ERR1913040.1659890__1.1659890	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1659907__1.1659907	820__A0A3E4G8F8__ERS852421_01645
ERR1913040.1660082__1.1660082	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1660140__1.1660140	39485__C4Z355__ERS852490_01971
ERR1913040.1660199__1.1660199	853__A0A174BA00__DW905_01145
ERR1913040.1660313__1.1660313	2293125__A0A374BLR6__DW917_15555
ERR1913040.1660517__1.1660517	165179__A0A229I443__DXB80_10950
ERR1913040.1660540__1.1660540	39485__R5ZPP8__EUBELI_20334
ERR1913040.1660565__1.1660565	820__A0A139KJ23__celCCA
ERR1913040.1660674__1.1660674	310298__B3JFK4__BACCOP_00654
ERR1913040.1660704__1.1660704	671230__F5TBY0__dprA
ERR1913040.1660741__1.1660741	216816__A0A133L1E2__ptsP
ERR1913040.1660766__1.1660766	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1660889__1.1660889	820__A0A139KJ23__celCCA
ERR1913040.1660876__1.1660876	1262929__R6F6C8__BN691_01344
ERR1913040.1660971__1.1660971	1262924__R7HU74__BN585_00690
ERR1913040.1661138__1.1661138	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913040.1661142__1.1661142	820__A0A139JRS5__HMPREF1073_04025
ERR1913040.1661225__1.1661225	204516__U6R7Y8__HMPREF1534_03942
ERR1913040.1661226__1.1661226	88431__A0A3D0EZT9__ERS852423_01745
ERR1913040.1661256__1.1661256	40518__R5DRG6__ylbJ
ERR1913040.1661363__1.1661363	40518__R5E6K4__RB5AMG_02070
ERR1913040.1661496__1.1661496	40518__R5DVL2__penA
ERR1913040.1661467__1.1661467	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1661476__1.1661476	165179__W1I4H6__DXB80_13655
ERR1913040.1661590__1.1661590	1262743__R5C3A8__BN727_00457
ERR1913040.1661762__1.1661762	165179__A0A229I7F5__DXB80_02650
ERR1913040.1661763__1.1661763	40519__U2LZV0__RUMCAL_01736
ERR1913040.1661895__1.1661895	310298__B3JK99__BACCOP_02328
ERR1913040.1661864__1.1661864	1262929__R6EYU3__BN691_00676
ERR1913040.1661962__1.1661962	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1661991__1.1661991	556259__E5C8S0__BSGG_1769
ERR1913040.1661997__1.1661997	820__A0A3E4W9D9__B5G17_12400
ERR1913040.1662070__1.1662070	853__A0A173T751__C4N24_10280
ERR1913040.1662202__1.1662202	487173__H1D0A3__HMPREF9453_01041
ERR1913040.1662208__1.1662208	1262913__R7JJ21__BN646_02190
ERR1913040.1662231__1.1662231	853__A8S882__C4N23_07600
ERR1913040.1662335__1.1662335	39491__A0A395ZHW3__ERS852417_01359
ERR1913040.1662513__1.1662513	1262963__R6D9I4__BN718_00461
ERR1913040.1662547__1.1662547	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1662609__1.1662609	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1662639__1.1662639	28117__B0MXU0__BHV66_07550
ERR1913040.1662715__1.1662715	487173__H1D187__HMPREF9453_01375
ERR1913040.1662703__1.1662703	40518__R5DZ88__DXD93_06320
ERR1913040.1662779__1.1662779	39485__A0A174YMI9__cph2_5
ERR1913040.1662887__1.1662887	39485__R6A1W2__ERS852490_01584
ERR1913040.1662921__1.1662921	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1663007__1.1663007	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1663022__1.1663022	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1663023__1.1663023	39491__A0A395ZL98__DXB99_00620
ERR1913040.1663062__1.1663062	853__A0A174CVG7__CGS58_09335
ERR1913040.1663239__1.1663239	39491__D4JMW8__ERS852497_01971
ERR1913040.1663318__1.1663318	1160721__W0U2E1__RBI_I00200
ERR1913040.1663519__1.1663519	33033__A0A0B4RZZ3__PEPMIC_00636
ERR1913040.1663689__1.1663689	47678__R5UST1__ERS852558_03505
ERR1913040.1663732__1.1663732	28117__B0MTY2__BHV66_06485
ERR1913040.1663832__1.1663832	165179__A0A3E5EB26__CFT61_02800
ERR1913040.1663837__1.1663837	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1663819__1.1663819	39488__A0A173URV1__DXD91_07100
ERR1913040.1663945__1.1663945	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1664003__1.1664003	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1664077__1.1664077	40518__R5DYU1__DXD86_01160
ERR1913040.1664081__1.1664081	39485__A0A174YJA4__EUBELI_20421
ERR1913040.1664323__1.1664323	39485__R6AET9__EUBELI_01205
ERR1913040.1664403__1.1664403	39491__A0A395ZG96__DXB69_15120
ERR1913040.1664438__1.1664438	1262924__R7HRT1__BN585_00630
ERR1913040.1664450__1.1664450	310298__B3JH76__BACCOP_01230
ERR1913040.1664460__1.1664460	1262911__R6GZX7__BN557_00838
ERR1913040.1664512__1.1664512	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1664566__1.1664566	410072__C0B4V0__ERS852481_02420
ERR1913040.1664624__1.1664624	301302__R5UNC5__M72_02681
ERR1913040.1664711__1.1664711	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1664910__1.1664910	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1664916__1.1664916	1735__B7C799__EUBIFOR_00046
ERR1913040.1664984__1.1664984	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.1665292__1.1665292	39491__A0A173U130__ERE_16110
ERR1913040.1665322__1.1665322	301302__A0A0M6X0D2__cpsB_2
ERR1913040.1665433__1.1665433	853__A0A173T8T3__DW882_06555
ERR1913040.1665447__1.1665447	88431__A0A174EDE9__yxeP_2
ERR1913040.1665493__1.1665493	40518__R5E6K5__speA
ERR1913040.1665504__1.1665504	820__A7V8C2__ERS852554_01338
ERR1913040.1665521__1.1665521	853__A0A173T751__C4N24_10280
ERR1913040.1665562__1.1665562	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1665547__1.1665547	853__A0A173T751__C4N24_10280
ERR1913040.1665690__1.1665690	310298__B3JFQ2__BACCOP_00703
ERR1913040.1665818__1.1665818	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1665852__1.1665852	39485__A0A174YMI9__cph2_5
ERR1913040.1665911__1.1665911	301302__R5UK77__M72_08681
ERR1913040.1665993__1.1665993	487173__H1CYN8__HMPREF9453_00476
ERR1913040.1666036__1.1666036	204516__U6RGK1__HMPREF1534_01924
ERR1913040.1666072__1.1666072	487175__F3QI79__HMPREF9439_00626
ERR1913040.1666147__1.1666147	47678__A5ZH12__DXB67_04890
ERR1913040.1666216__1.1666216	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1666464__1.1666464	165179__D1PHM6__DXC61_06700
ERR1913040.1666561__1.1666561	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1666617__1.1666617	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1666658__1.1666658	39491__C4Z8B6__ERE_17960
ERR1913040.1666699__1.1666699	165179__A0A3E5AGH1__DXB80_05820
ERR1913040.1666771__1.1666771	39492__B0MM26__ERS852540_00640
ERR1913040.1666870__1.1666870	1160721__R6TC37__BHW50_00820
ERR1913040.1666891__1.1666891	28117__B0MU53__ALIPUT_00569
ERR1913040.1666895__1.1666895	165179__A0A3E5AAM8__DXB80_10240
ERR1913040.1666997__1.1666997	165179__A0A3E5AGH1__DXB80_05820
ERR1913040.1667140__1.1667140	40518__R5DZ16__DXD86_01455
ERR1913040.1667155__1.1667155	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1667243__1.1667243	204516__U6RSX5__HMPREF1534_00314
ERR1913040.1667247__1.1667247	39485__R5ZX10__ERS852492_02330
ERR1913040.1667252__1.1667252	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1667290__1.1667290	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1667279__1.1667279	1262924__R7HM72__BN585_01169
ERR1913040.1667285__1.1667285	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913040.1667357__1.1667357	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1667430__1.1667430	165179__D1PCT4__DXB80_09470
ERR1913040.1667464__1.1667464	28139__A0A379ND44__NCTC11190_02421
ERR1913040.1667768__1.1667768	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1667788__1.1667788	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1667831__1.1667831	301301__A0A395V7P2__ERS852391_05080
ERR1913040.1667834__1.1667834	487174__R5FN40__HMPREF9448_01366
ERR1913040.1668011__1.1668011	39491__A0A174G6M3__DXD13_14470
ERR1913040.1668040__1.1668040	204516__U6RFU0__HMPREF1534_02545
ERR1913040.1668126__1.1668126	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1668128__1.1668128	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913040.1668238__1.1668238	204516__U6R7Y8__HMPREF1534_03942
ERR1913040.1668263__1.1668263	1262924__R7HRJ9__BN585_00557
ERR1913040.1668276__1.1668276	1262924__R7HQD9__BN585_00129
ERR1913040.1668357__1.1668357	1262924__R7HNZ2__BN585_02017
ERR1913040.1668416__1.1668416	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1668434__1.1668434	1262911__R6GPL1__BN557_00927
ERR1913040.1668510__1.1668510	165179__A0A3E5A554__DXB80_13805
ERR1913040.1668547__1.1668547	310298__B3JGJ2__BACCOP_00994
ERR1913040.1668679__1.1668679	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1668700__1.1668700	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1668725__1.1668725	1160721__R6TH82__BHW50_00835
ERR1913040.1668735__1.1668735	853__A0A173TAZ8__DWZ46_14590
ERR1913040.1668836__1.1668836	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913040.1668890__1.1668890	214856__R6XNE7__ERS852447_02267
ERR1913040.1668892__1.1668892	40518__R5DLU0__fmt
ERR1913040.1668985__1.1668985	165179__A0A229I1J2__DXB80_03950
ERR1913040.1668991__1.1668991	74426__argF
ERR1913040.1669078__1.1669078	820__A7VAR9__ERS852421_00197
ERR1913040.1669080__1.1669080	1262743__R5C3A8__BN727_00457
ERR1913040.1669107__1.1669107	1262924__R7HRW7__BN585_01894
ERR1913040.1669117__1.1669117	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1669178__1.1669178	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1669182__1.1669182	1262924__R7HQL9__BN585_00607
ERR1913040.1669253__1.1669253	853__A0A174AML0__FPR_08640
ERR1913040.1669393__1.1669393	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1669623__1.1669623	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1669686__1.1669686	204516__U6RA51__HMPREF1534_03959
ERR1913040.1669784__1.1669784	1262743__R5C054__BN727_01980
ERR1913040.1669886__1.1669886	1263107__GCA_000436995.1_00137
ERR1913040.1669901__1.1669901	28117__B0MYW7__ALIPUT_02336
ERR1913040.1670018__1.1670018	28117__R7JR95__ALIPUT_01367
ERR1913040.1670158__1.1670158	165179__A0A3E5DN34__DXC61_07865
ERR1913040.1670214__1.1670214	1262924__R7HMN2__BN585_01573
ERR1913040.1670288__1.1670288	165179__A0A174IPI3__CFT61_10940
ERR1913040.1670289__1.1670289	371601__A0A1C7H1B8__BN890_22320
ERR1913040.1670326__1.1670326	28117__B0MXR1__BHV66_08035
ERR1913040.1670382__1.1670382	39485__A0A174YNW2__cph2_3
ERR1913040.1670483__1.1670483	1262913__R7JF62__BN646_02078
ERR1913040.1670505__1.1670505	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1670568__1.1670568	40518__R5DMC7__blaR1
ERR1913040.1670572__1.1670572	165179__D1PGU8__PREVCOP_06463
ERR1913040.1670592__1.1670592	1262743__R5C054__BN727_01980
ERR1913040.1670934__1.1670934	410072__A0A174PW62__DXD67_02115
ERR1913040.1671006__1.1671006	39485__A0A174ZUV1__tig_3
ERR1913040.1671042__1.1671042	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1671162__1.1671162	1680__A0A087DLC6__C8077_00815
ERR1913040.1671262__1.1671262	47678__R5UGC2__ERS852494_02070
ERR1913040.1671410__1.1671410	487173__H1D2K8__HMPREF9453_01846
ERR1913040.1671551__1.1671551	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913040.1671729__1.1671729	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913040.1671832__1.1671832	1262924__R7HPY0__BN585_01950
ERR1913040.1671913__1.1671913	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1671993__1.1671993	39492__D4JQU6__ERS852540_02194
ERR1913040.1671995__1.1671995	29363__A0A1B8RTI6__ERS852472_00754
ERR1913040.1671996__1.1671996	28117__R7JJM9__ALIPUT_00662
ERR1913040.1672046__1.1672046	204516__U6R7Y8__HMPREF1534_03942
ERR1913040.1672067__1.1672067	853__A0A173YYY4__DWZ04_09420
ERR1913040.1672199__1.1672199	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1672314__1.1672314	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913040.1672441__1.1672441	487173__H1D020__HMPREF9453_00958
ERR1913040.1672638__1.1672638	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1672727__1.1672727	39485__C4Z685__EUBELI_20332
ERR1913040.1672765__1.1672765	47678__A5ZEP5__CGC64_03450
ERR1913040.1672773__1.1672773	40518__R5DXH2__DXD83_10135
ERR1913040.1672841__1.1672841	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913040.1672843__1.1672843	1262924__R7HQ03__BN585_01295
ERR1913040.1672948__1.1672948	28118__F9Z8Y7__DHW44_02235
ERR1913040.1673048__1.1673048	168384__C6LK80__BRYFOR_09067
ERR1913040.1673090__1.1673090	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1673270__1.1673270	39485__C4Z0G6__spoIVB
ERR1913040.1673284__1.1673284	40518__R5DYU1__DXD86_01160
ERR1913040.1673295__1.1673295	165179__A0A229I3Z6__PREVCOP_03666
ERR1913040.1673368__1.1673368	165179__A0A3E5DR10__DXC61_03505
ERR1913040.1673460__1.1673460	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913040.1673510__1.1673510	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1673600__1.1673600	165179__A0A3E5E4T9__DXB80_08030
ERR1913040.1673728__1.1673728	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1673805__1.1673805	39491__A0A395V0H3__ERS852417_01192
ERR1913040.1673820__1.1673820	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1673893__1.1673893	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1673976__1.1673976	165179__W1I4H6__DXB80_13655
ERR1913040.1673991__1.1673991	165179__A0A174SA26__PREVCOP_05758
ERR1913040.1674003__1.1674003	39491__C4Z8B6__ERE_17960
ERR1913040.1674060__1.1674060	1262924__R7HLJ5__BN585_01491
ERR1913040.1674112__1.1674112	310298__B3JQR0__BACCOP_04272
ERR1913040.1674131__1.1674131	1150298__A0A174HXS4__ERS852498_00503
ERR1913040.1674314__1.1674314	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1674397__1.1674397	39491__C4ZHS4__EUR_24420
ERR1913040.1674586__1.1674586	39492__D4JW28__spoVFA
ERR1913040.1674656__1.1674656	1262929__R6EYU3__BN691_00676
ERR1913040.1674661__1.1674661	204516__U6RHM5__HMPREF1534_02096
ERR1913040.1674749__1.1674749	28117__B0MXG8__ALIPUT_01814
ERR1913040.1674805__1.1674805	204516__U6R8Z4__HMPREF1534_03879
ERR1913040.1674845__1.1674845	820__I9A4U7__DHU98_12785
ERR1913040.1674863__1.1674863	39485__C4Z1Y9__EUBELI_00143
ERR1913040.1674864__1.1674864	165179__A0A3E5AFJ9__CFT61_15180
ERR1913040.1674930__1.1674930	39491__A0A396FFW0__ERE_10580
ERR1913040.1674943__1.1674943	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913040.1674898__1.1674898	165179__A0A3E5EA43__DXC61_07775
ERR1913040.1674954__1.1674954	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1675014__1.1675014	204516__U6RPN2__HMPREF1534_00368
ERR1913040.1675054__1.1675054	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1675083__1.1675083	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1675180__1.1675180	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1675188__1.1675188	820__A0A3E4W6P0__gmhA
ERR1913040.1675599__1.1675599	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1675613__1.1675613	39491__C4ZD70__LD38_03510
ERR1913040.1675691__1.1675691	204516__U6R8I1__HMPREF1534_03341
ERR1913040.1675715__1.1675715	310298__B3JJ24__BACCOP_01886
ERR1913040.1675756__1.1675756	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913040.1675829__1.1675829	820__A0A139KHD8__ERS417307_00569
ERR1913040.1675851__1.1675851	39485__A0A174YVL0__xynZ_2
ERR1913040.1675943__1.1675943	40518__R5DTJ1__DXD86_03635
ERR1913040.1675957__1.1675957	39491__C4Z8Y4__ERS852417_00909
ERR1913040.1676070__1.1676070	165179__A0A3E5E9I4__DXB80_09745
