ERR1913022.106__1.106	454154__G5SMG6__HMPREF9441_00541
ERR1913022.6940184__1.6940184	39488__A0A285PVH6__EUBHAL_00530
ERR1913022.6940646__1.6940646	1547597__A0A0C3RGB5__BA92_05965
ERR1913022.6940712__1.6940712	46228__V8BYF1__HMPREF1202_02029
ERR1913022.6940767__1.6940767	328814__GCA_004558275.1_00007
ERR1913022.6940875__1.6940875	357276__I9FGI3__EL88_12385
ERR1913022.6940842__1.6940842	46506__A0A3E4TL81__HMPREF1181_01022
ERR1913022.6940900__1.6940900	1262886__R6QAM6__BN563_01696
ERR1913022.6941165__1.6941165	39492__D4JUY6__ERS852540_01913
ERR1913022.6941183__1.6941183	1262743__R5C054__BN727_01980
ERR1913022.6941344__1.6941344	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913022.6941405__1.6941405	487174__K0X2W8__HMPREF9448_02611
ERR1913022.6941413__1.6941413	454155__F3QX42__HMPREF9442_02776
ERR1913022.6941492__1.6941492	1263000__R5EB82__BN466_00644
ERR1913022.6941534__1.6941534	46228__V8BSG0__RUMLAC_01955
ERR1913022.6942094__1.6942094	821__A0A0P0M2J4__DXD46_10295
ERR1913022.6942109__1.6942109	821__I9R3W6__DXC16_12455
ERR1913022.6942185__1.6942185	239935__A0A2N8IMD6__CXU03_05585
ERR1913022.6942412__1.6942412	454155__F3QU38__HMPREF9442_01709
ERR1913022.6942493__1.6942493	821__D4VD59__BHV80_04260
ERR1913022.6942620__1.6942620	28111__E5WUE9__NCTC11155_01729
ERR1913022.6942762__1.6942762	46228__V8CG89__RUMLAC_00663
ERR1913022.6942861__1.6942861	823__A0A173UDF6__CEQ22_003270
ERR1913022.6942916__1.6942916	2293125__A0A374BSW4__DW917_13420
ERR1913022.6943078__1.6943078	246787__A0A0P0G6F2__BcellWH2_02369
ERR1913022.6943227__1.6943227	47678__R5UES3__CGC64_00760
ERR1913022.6943246__1.6943246	357276__A0A0K2HJA6__DXD47_07320
ERR1913022.6943445__1.6943445	371601__E5CE41__ERS852396_04351
ERR1913022.6943563__1.6943563	1262945__R6YVH0__BN600_01659
ERR1913022.6943621__1.6943621	301301__A0A395VFD3__ERS852391_02492
ERR1913022.6943775__1.6943775	487174__K0X3L3__DDY40_11345
ERR1913022.6943845__1.6943845	291644__R5JS80__HMPREF1532_00848
ERR1913022.6943978__1.6943978	820__A0A1T4IYF4__mprA_1
ERR1913022.6943942__1.6943942	821__A6L0C7__ERS852556_03520
ERR1913022.6943943__1.6943943	357276__I8VN30__HMPREF1065_03051
ERR1913022.6944051__1.6944051	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913022.6944095__1.6944095	357276__I8WBQ9__HMPREF1065_03212
ERR1913022.6944111__1.6944111	487174__K0WR72__HMPREF9448_02610
ERR1913022.6944143__1.6944143	487173__H1CXZ3__HMPREF9453_00231
ERR1913022.6944313__1.6944313	820__A0A3E4G3J9__ERS852459_02265
ERR1913022.6944325__1.6944325	46228__B5CS18__RUMLAC_02269
ERR1913022.6944533__1.6944533	820__A0A3E4G3J9__ERS852459_02265
ERR1913022.6944691__1.6944691	357276__I9FGI3__EL88_12385
ERR1913022.6944694__1.6944694	169435__A0A174SI83__B5F10_10780
ERR1913022.6944919__1.6944919	487174__K0WXG8__DIT83_09300
ERR1913022.6945353__1.6945353	46228__V8BM45__DXD17_14355
ERR1913022.6945375__1.6945375	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.6945583__1.6945583	454155__F3QT57__HMPREF9442_01374
ERR1913022.6945645__1.6945645	1796613__A0A1V0QDA8__A4V03_02465
ERR1913022.6945654__1.6945654	39496__A5Z776__EUBVEN_01559
ERR1913022.6945739__1.6945739	28111__E5WXQ8__NCTC11155_03183
ERR1913022.6946207__1.6946207	47678__R5UMC3__CGC64_08380
ERR1913022.6946274__1.6946274	823__A0A355XEX9__ERS852560_03521
ERR1913022.6946424__1.6946424	28116__A0A1Y4PWN5__M088_3731
ERR1913022.6946552__1.6946552	28111__R5K5V1__NCTC11155_02461
ERR1913022.6946843__1.6946843	1897011__A0A1Q6REX7__BHW41_04490
ERR1913022.6946898__1.6946898	1262825__R5EN22__BN724_00572
ERR1913022.6946969__1.6946969	28118__R6FA80__DHW44_06470
ERR1913022.6947063__1.6947063	357276__I9RD92__BACDOR_04262
ERR1913022.6947774__1.6947774	291644__I8Y2A3__HMPREF1532_03851
ERR1913022.6947923__1.6947923	1897011__A0A1Q6RGB6__BHW41_02790
ERR1913022.6948182__1.6948182	46506__R6AEP1__HMPREF1181_01415
ERR1913022.6948527__1.6948527	357276__A0A076J8M3__ABI39_13695
ERR1913022.6948577__1.6948577	1262825__R5EGM6__BN724_01636
ERR1913022.6948683__1.6948683	821__U6RDC2__DXD46_15675
ERR1913022.6948745__1.6948745	1262889__R7H9H9__BN634_02436
ERR1913022.6948986__1.6948986	357276__D1JZM4__HMPREF1065_01278
ERR1913022.6949057__1.6949057	291644__R5JG91__HMPREF1532_01961
ERR1913022.6949127__1.6949127	820__A0A1Y3V743__M093_0235
ERR1913022.6949133__1.6949133	39492__D4JWT3__ERS852540_00301
ERR1913022.6949141__1.6949141	1262886__R6QJF6__BN563_01169
ERR1913022.6949218__1.6949218	1160721__W0U3D5__BHW50_00380
ERR1913022.6949445__1.6949445	821__A6L0C7__ERS852556_03520
ERR1913022.6949695__1.6949695	823__A6LHK0__M090_1297
ERR1913022.6949848__1.6949848	1262825__R5ECQ2__BN724_02313
ERR1913022.6949893__1.6949893	820__A0A374Q351__DXD40_05850
ERR1913022.6949974__1.6949974	46503__K5ZBF7__DD461_15285
ERR1913022.6950087__1.6950087	291644__I8Z2C6__HMPREF1071_00595
ERR1913022.6950200__1.6950200	649756__D4MXQ3__DO83_00245
ERR1913022.6950252__1.6950252	821__A0A0P0M3U7__DXB90_14325
ERR1913022.6950404__1.6950404	357276__I9R994__BACDOR_04044
ERR1913022.6950560__1.6950560	291644__I9SIM2__evgS_11
ERR1913022.6950694__1.6950694	820__A0A3E4GA19__SAMN05444418_10562
ERR1913022.6950720__1.6950720	820__R7E9Z4__DXC68_06065
ERR1913022.6950815__1.6950815	165179__A0A174SA26__PREVCOP_05758
ERR1913022.6951005__1.6951005	1262935__R5GU54__BN773_00232
ERR1913022.6951033__1.6951033	46228__V8C6B2__DXD17_09805
ERR1913022.6951144__1.6951144	291644__I9SIM2__evgS_11
ERR1913022.6951151__1.6951151	487174__K0X7X4__DIT83_09125
ERR1913022.6951259__1.6951259	39486__G1WLK1__DXD50_02145
ERR1913022.6951342__1.6951342	46506__R5JSP7__AA415_01143
ERR1913022.6951423__1.6951423	204516__U6RFU0__HMPREF1534_02545
ERR1913022.6951527__1.6951527	28118__R6F5X8__DF785_07935
ERR1913022.6951686__1.6951686	28118__F9ZB36__B5F99_17235
ERR1913022.6951808__1.6951808	853__A0A3E2V168__FAEPRAM212_00929
ERR1913022.6951828__1.6951828	165179__A0A174SA26__PREVCOP_05758
ERR1913022.6952022__1.6952022	487174__K0X551__HMPREF9448_02151
ERR1913022.6952617__1.6952617	1160721__R6T2A6__RBI_I00395
ERR1913022.6952744__1.6952744	820__A0A174LJB2__HMPREF1072_04112
ERR1913022.6952964__1.6952964	357276__D1K3K9__EL88_23995
ERR1913022.6953031__1.6953031	357276__B6VXX7__HMPREF1063_02683
ERR1913022.6953223__1.6953223	357276__A0A1Y3Z6X3__GV66_07715
ERR1913022.6953299__1.6953299	821__A0A174JYD3__ERS852457_02610
ERR1913022.6953435__1.6953435	1150298__A0A174SLE6__mlc_1
ERR1913022.6953804__1.6953804	1299998__GCA_001494635.1_00464
ERR1913022.6954264__1.6954264	39492__B0MPL6__EUBSIR_01779
ERR1913022.6954247__1.6954247	1262992__R5D546__BN795_00726
ERR1913022.6954259__1.6954259	821__A0A3E4HP25__SAMN04487923_102450
ERR1913022.6954428__1.6954428	33039__A0A173VTT4__frdB_1
ERR1913022.6954619__1.6954619	1262886__R6QHD5__BN563_00547
ERR1913022.6954648__1.6954648	46228__V8CC10__RUMLAC_01472
ERR1913022.6954850__1.6954850	1680__R5GMB5__AD0028_1137
ERR1913022.6955133__1.6955133	2293125__A0A374BSW4__DW917_13420
ERR1913022.6955246__1.6955246	357276__C3R9Y0__HMPREF1064_01889
ERR1913022.6955315__1.6955315	1263006__R6LTR6__BN515_01217
ERR1913022.6955979__1.6955979	40518__R5DV66__DXD83_04215
ERR1913022.6955984__1.6955984	1262889__R7HBI6__BN634_00794
ERR1913022.6956234__1.6956234	1160721__W0U8M9__RBI_II00386
ERR1913022.6956237__1.6956237	1262886__R6QBM7__BN563_01264
ERR1913022.6956486__1.6956486	291644__R5JDR3__HMPREF1071_02272
ERR1913022.6956527__1.6956527	39488__A0A173RU01__EUBHAL_00881
ERR1913022.6956874__1.6956874	357276__A6L053__ABI39_04450
ERR1913022.6957014__1.6957014	291644__I9I0P6__HMPREF1532_01982
ERR1913022.6957340__1.6957340	823__A0A3E4PAQ2__DDY96_18275
ERR1913022.6957362__1.6957362	371601__D6D5Q9__BN890_35020
ERR1913022.6957669__1.6957669	165179__A0A174SA26__PREVCOP_05758
ERR1913022.6957643__1.6957643	1262935__R5GCS7__BN773_00941
ERR1913022.6957709__1.6957709	884684__GCA_002892425.1_01408
ERR1913022.6957752__1.6957752	46228__V8C484__HMPREF1202_01707
ERR1913022.6957791__1.6957791	47678__R5U7M7__CGC64_14730
ERR1913022.6957824__1.6957824	39492__D4JRZ7__smc
ERR1913022.6958066__1.6958066	39490__U2PDU4__LG34_06530
ERR1913022.6958100__1.6958100	28132__D9RV83__HMPREF0660_00835
ERR1913022.6958115__1.6958115	357276__A0A0K2HNG3__HMPREF1064_03004
ERR1913022.6958243__1.6958243	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.6958382__1.6958382	39488__A0A173SKK4__ERS852578_01024
ERR1913022.6958586__1.6958586	357276__A0A076IS73__GV66_00410
ERR1913022.6958655__1.6958655	820__A0A173W419__DXC68_17760
ERR1913022.6959077__1.6959077	39492__D4JVC7__yfgF
ERR1913022.6959186__1.6959186	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.6959461__1.6959461	487174__R5EUJ8__DDY40_00460
ERR1913022.6959394__1.6959394	1262736__R5YKN2__BN496_01817
ERR1913022.6959396__1.6959396	1262886__R6QIV0__BN563_00982
ERR1913022.6959615__1.6959615	384638__B7AVU0__BACPEC_02840
ERR1913022.6959850__1.6959850	487174__K0WX70__DDY40_01710
ERR1913022.6959967__1.6959967	821__E5UPR6__SAMN04487923_101768
ERR1913022.6960052__1.6960052	357276__A0A076ISD9__EL88_07480
ERR1913022.6960317__1.6960317	823__A0A174U5E4__BDI_3390
ERR1913022.6960415__1.6960415	166486__D4L301__ROSINTL182_06234
ERR1913022.6960443__1.6960443	1262935__R5GLU4__BN773_00763
ERR1913022.6960640__1.6960640	46506__A0A108TBL0__BACSTE_01998
ERR1913022.6960716__1.6960716	821__A0A3E4XY72__NCTC10583_01067
ERR1913022.6960776__1.6960776	821__A0A395VIK7__BVU_1225
ERR1913022.6960750__1.6960750	357276__C3R9Y0__HMPREF1064_01889
ERR1913022.6960882__1.6960882	46228__V8BQP5__HMPREF1202_02378
ERR1913022.6961038__1.6961038	2293125__A0A374BSW4__DW917_13420
ERR1913022.6961242__1.6961242	39492__R6RYB8__ERS852540_00322
ERR1913022.6961419__1.6961419	1501391__GCA_000786575.1_00129
ERR1913022.6961701__1.6961701	454155__G5SN36__HMPREF9442_01813
ERR1913022.6961887__1.6961887	291644__I8Z4N9__HMPREF1532_01310
ERR1913022.6961985__1.6961985	357276__I9RD92__BACDOR_04262
ERR1913022.6962239__1.6962239	1262888__R6QDU9__BN582_00609
ERR1913022.6962261__1.6962261	1262935__R5GM63__BN773_00882
ERR1913022.6962262__1.6962262	357276__A6L053__ABI39_04450
ERR1913022.6962305__1.6962305	820__R9HP61__DXC91_01090
ERR1913022.6962441__1.6962441	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913022.6962536__1.6962536	357276__A0A0K2HDP3__IY41_00705
ERR1913022.6962615__1.6962615	39492__A0A174ZG93__EUBSIR_00254
ERR1913022.6962744__1.6962744	357276__A0A076IS46__BACDOR_03265
ERR1913022.6962785__1.6962785	2293125__A0A374BSW4__DW917_13420
ERR1913022.6962788__1.6962788	165179__A0A3E5DWZ6__DXC61_10880
ERR1913022.6963032__1.6963032	204516__U6RFV1__HMPREF1534_02560
ERR1913022.6963036__1.6963036	39491__A0A396FFW0__ERE_10580
ERR1913022.6963204__1.6963204	28117__B0MUL5__ALIPUT_00722
ERR1913022.6963350__1.6963350	357276__A0A076IRV2__BACDOR_02822
ERR1913022.6963471__1.6963471	1262825__R5ED22__BN724_01434
ERR1913022.6963530__1.6963530	544645__A0A3E4SY66__DXC42_15635
ERR1913022.6963635__1.6963635	357276__A0A0K2HG61__BACDOR_02028
ERR1913022.6963653__1.6963653	487174__K0WX10__DIT83_10030
ERR1913022.6963710__1.6963710	410072__C0BC38__ERS852574_02017
ERR1913022.6963717__1.6963717	1262935__R5GEV7__BN773_01835
ERR1913022.6963724__1.6963724	33039__D4M6I1__nadB_2
ERR1913022.6963808__1.6963808	46503__R6WTP2__HMPREF1078_03512
ERR1913022.6963998__1.6963998	357276__A0A076IIL0__EL88_03065
ERR1913022.6964288__1.6964288	821__R9HFW2__DXD01_00365
ERR1913022.6964765__1.6964765	1262889__R7HAY6__BN634_02225
ERR1913022.6964841__1.6964841	291644__R5J7N0__HMPREF1532_02343
ERR1913022.6964849__1.6964849	1160721__W0U3J7__RBI_I00948
ERR1913022.6964985__1.6964985	823__A0A174UI22__CF162_13840
ERR1913022.6965611__1.6965611	410072__A0A174IE93__DXD67_12120
ERR1913022.6965855__1.6965855	1262889__R7HBV1__BN634_00200
ERR1913022.6965858__1.6965858	821__A0A174NM17__lacZ_6
ERR1913022.6966392__1.6966392	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913022.6966415__1.6966415	371601__A0A1Y4VA23__SAMN04487924_1246
ERR1913022.6966428__1.6966428	821__C6Z451__BHV80_04265
ERR1913022.6966435__1.6966435	1262935__R5GU54__BN773_00232
ERR1913022.6966844__1.6966844	820__A7V470__HMPREF1072_02076
ERR1913022.6967036__1.6967036	246787__A0A0P0GET5__AA416_04410
ERR1913022.6967045__1.6967045	357276__I9QDB8__B5F95_08105
ERR1913022.6967109__1.6967109	39491__A0A395ZHV7__ykvU
ERR1913022.6967296__1.6967296	1262825__R5E511__BN724_01711
ERR1913022.6967352__1.6967352	821__A0A174WBC9__ERS852556_03145
ERR1913022.6967488__1.6967488	820__A0A3E4GA19__SAMN05444418_10562
ERR1913022.6967669__1.6967669	28118__F9Z6D0__DHW44_12795
ERR1913022.6967673__1.6967673	1263006__R6LPZ5__BN515_02090
ERR1913022.6967814__1.6967814	821__U6RDC2__DXD46_15675
ERR1913022.6967908__1.6967908	454155__F3QYC9__HMPREF9442_03223
ERR1913022.6967997__1.6967997	291644__I9I0P6__HMPREF1532_01982
ERR1913022.6968269__1.6968269	1262935__R5GSZ0__BN773_01827
ERR1913022.6968342__1.6968342	28118__F9Z750__Odosp_3044
ERR1913022.6968431__1.6968431	39492__D4JWA3__ERS852540_01332
ERR1913022.6968525__1.6968525	1262888__R6PJD5__BN582_01695
ERR1913022.6968706__1.6968706	818__Q8A112__BT_3859
ERR1913022.6968718__1.6968718	821__A0A396F598__CUU_3259
ERR1913022.6968769__1.6968769	821__A0A3E4XY72__NCTC10583_01067
ERR1913022.6968851__1.6968851	823__C7XA51__BDI_0499
ERR1913022.6968918__1.6968918	1150298__A0A174SLE6__mlc_1
ERR1913022.6969084__1.6969084	823__A0A174XJM9__CEQ22_007230
ERR1913022.6969378__1.6969378	357276__A0A076IYG1__B5F95_22465
ERR1913022.6969725__1.6969725	204516__U6RN30__HMPREF1534_00370
ERR1913022.6969952__1.6969952	47678__A0A174TQR6__CGC64_14735
ERR1913022.6969980__1.6969980	357276__D1JZM4__HMPREF1065_01278
ERR1913022.6970100__1.6970100	40518__R5DLJ7__lytR_4
ERR1913022.6970241__1.6970241	291644__I8YN61__ERS852428_04093
ERR1913022.6970261__1.6970261	820__A0A3E4XM43__DXC91_13960
ERR1913022.6970390__1.6970390	357276__A0A0P0M2G3__BACDOR_03913
ERR1913022.6970605__1.6970605	39492__A0A174ZHV5__msbA_2
ERR1913022.6970851__1.6970851	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.6970870__1.6970870	1262935__R5GCS7__BN773_00941
ERR1913022.6970940__1.6970940	39492__R6SA81__EUBSIR_00402
ERR1913022.6971356__1.6971356	823__D7IKW8__DXD05_10310
ERR1913022.6971670__1.6971670	357276__A0A076IS26__EL88_15950
ERR1913022.6971925__1.6971925	357276__A0A076ITU4__EL88_22160
ERR1913022.6972041__1.6972041	40520__A0A3E5EE58__RUMOBE_02861
ERR1913022.6972090__1.6972090	821__I9R3W6__DXC16_12455
ERR1913022.6972278__1.6972278	147206__GCF_000156215.1_01777
ERR1913022.6972293__1.6972293	28118__F9Z856__macA_2
ERR1913022.6972341__1.6972341	820__A7V780__adaA_3
ERR1913022.6972351__1.6972351	1262777__R5W3H1__BN512_01087
ERR1913022.6972393__1.6972393	2293125__A0A374BMK9__DW917_16190
ERR1913022.6972361__1.6972361	820__R9I324__HMPREF2141_02414
ERR1913022.6972407__1.6972407	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913022.6972434__1.6972434	1262886__R6QNV6__BN563_00627
ERR1913022.6972621__1.6972621	357276__C3RA36__HMPREF1065_03270
ERR1913022.6972629__1.6972629	823__A0A078SYK6__DXB14_02485
ERR1913022.6972725__1.6972725	823__K6AMD2__B5F32_04565
ERR1913022.6972770__1.6972770	454154__G5STF9__HMPREF9441_02662
ERR1913022.6972842__1.6972842	1263000__R5ERG7__BN466_00390
ERR1913022.6972907__1.6972907	487174__K0WV63__DIT83_11035
ERR1913022.6972962__1.6972962	28111__R5K222__bglX_7
ERR1913022.6972996__1.6972996	823__A6LHK0__M090_1297
ERR1913022.6973115__1.6973115	291644__R5JG91__HMPREF1532_01961
ERR1913022.6973207__1.6973207	821__C6Z451__BHV80_04265
ERR1913022.6973267__1.6973267	47678__R5UAI1__BACCAC_01922
ERR1913022.6973396__1.6973396	1262889__R7HAP4__BN634_00533
ERR1913022.6973515__1.6973515	1262889__R7HGV8__BN634_01881
ERR1913022.6973538__1.6973538	246787__A0A108TBH4__BACCELL_02980
ERR1913022.6973554__1.6973554	1263000__R5EI35__BN466_01649
ERR1913022.6973562__1.6973562	39492__B0MM84__lgt
ERR1913022.6973601__1.6973601	2293125__A0A374BSW4__DW917_13420
ERR1913022.6973759__1.6973759	28111__E5WUH3__BACEGG_02112
ERR1913022.6973773__1.6973773	871325__A0A1M4ZBV2__SAMN05444349_11256
ERR1913022.6973812__1.6973812	1262889__R7HC51__BN634_01378
ERR1913022.6973815__1.6973815	821__E5UMZ6__BVU_1450
ERR1913022.6974223__1.6974223	357276__B6W5Q9__HMPREF1063_03125
ERR1913022.6974393__1.6974393	246787__R6LGA6__tmoS_11
ERR1913022.6974669__1.6974669	821__A0A174JYD3__ERS852457_02610
ERR1913022.6974694__1.6974694	28118__R6F390__ypdA_1
ERR1913022.6974714__1.6974714	1262911__R6GR13__BN557_00618
ERR1913022.6974722__1.6974722	853__A0A2A7B9I6__DW855_13690
ERR1913022.6974784__1.6974784	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913022.6974809__1.6974809	39492__D4JWM0__atpF
ERR1913022.6974885__1.6974885	357276__A0A1Y3ZD00__B5F00_16730
ERR1913022.6975013__1.6975013	204516__U6R9E0__HMPREF1534_03742
ERR1913022.6975028__1.6975028	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913022.6975039__1.6975039	28118__F9ZCN9__DHW44_07820
ERR1913022.6975095__1.6975095	47678__R5U3L4__C5Z00_12600
ERR1913022.6975143__1.6975143	1680__R5GRA4__ERS852382_01548
ERR1913022.6975176__1.6975176	821__A0A174WBC9__ERS852556_03145
ERR1913022.6975490__1.6975490	291644__R5JAW4__HMPREF1071_01744
ERR1913022.6975529__1.6975529	357276__I9FU68__HMPREF1063_00557
ERR1913022.6976270__1.6976270	46506__R6A5T2__DXC41_10795
ERR1913022.6976288__1.6976288	821__I9R3W6__DXC16_12455
ERR1913022.6976330__1.6976330	1262935__R5GGB1__BN773_00342
ERR1913022.6976333__1.6976333	357276__B6W5Q9__HMPREF1063_03125
ERR1913022.6976373__1.6976373	821__A0A395UNT8__DXD64_15275
ERR1913022.6976457__1.6976457	28111__E5X120__NCTC11155_02427
ERR1913022.6976463__1.6976463	166486__C7G6A9__ROSINTL182_05422
ERR1913022.6976538__1.6976538	823__A6LFW2__M095_1860
ERR1913022.6976601__1.6976601	246787__I8V2S2__BACCELL_02524
ERR1913022.6976826__1.6976826	28111__E5X3F5__BACEGG_02868
ERR1913022.6977065__1.6977065	1262743__R5C054__BN727_01980
ERR1913022.6977098__1.6977098	40518__R5DT16__ysdC_2
ERR1913022.6977266__1.6977266	1262888__R6PFB0__BN582_00266
ERR1913022.6977384__1.6977384	1099853__U5CA60__NSB1T_01535
ERR1913022.6977459__1.6977459	291644__I8Z302__HMPREF1532_01182
ERR1913022.6977494__1.6977494	357276__I9RCD3__IY41_15070
ERR1913022.6977520__1.6977520	1262935__R5GDB4__BN773_01091
ERR1913022.6977534__1.6977534	821__A0A173WG51__BVU_2549
ERR1913022.6977723__1.6977723	371601__A0A173ZG72__SAMN04487924_11442
ERR1913022.6977851__1.6977851	1262989__R6YP31__BN815_01593
ERR1913022.6977967__1.6977967	357276__I8WPR6__EL88_06675
ERR1913022.6978105__1.6978105	1262886__R6QJF6__BN563_01169
ERR1913022.6978324__1.6978324	821__A0A396F9T7__M097_3427
ERR1913022.6978331__1.6978331	47678__R5U3A7__ERS852494_02965
ERR1913022.6978494__1.6978494	39492__D4JTW6__ERS852540_00220
ERR1913022.6978520__1.6978520	821__A0A396EVC9__DXB90_03525
ERR1913022.6978529__1.6978529	357276__A0A1Y3Z6X3__GV66_07715
ERR1913022.6978630__1.6978630	39492__D4JRV7__EUBSIR_01513
ERR1913022.6978711__1.6978711	1262935__R5GEF5__BN773_00089
ERR1913022.6978712__1.6978712	357276__C3R9Y0__HMPREF1064_01889
ERR1913022.6978767__1.6978767	291644__R5IZM2__HMPREF1071_04522
ERR1913022.6979005__1.6979005	818__C6IIW4__dapH_1
ERR1913022.6979103__1.6979103	39491__A0A396FKG5__DXB76_07455
ERR1913022.6979311__1.6979311	487174__K0X773__DIT83_07170
ERR1913022.6979353__1.6979353	357276__A0A076INK2__BSEG_04225
ERR1913022.6979371__1.6979371	39488__C0EYJ6__ERS852578_01971
ERR1913022.6979398__1.6979398	357276__A0A0K2HG61__BACDOR_02028
ERR1913022.6979403__1.6979403	39491__A0A174K9A3__DXB69_07785
ERR1913022.6979538__1.6979538	1262893__R5GR06__BN782_01741
ERR1913022.6979780__1.6979780	39488__A0A374NNE4__ERS852450_02639
ERR1913022.6979854__1.6979854	28116__A7M0W7__SAMN05444282_11172
ERR1913022.6980006__1.6980006	2293125__A0A374BSW4__DW917_13420
ERR1913022.6980035__1.6980035	818__A0A3E5HY51__rpfC_2
ERR1913022.6980172__1.6980172	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913022.6980608__1.6980608	357276__A0A076ISD9__EL88_07480
ERR1913022.6980751__1.6980751	246787__A0A0P0GM08__BcellWH2_01845
ERR1913022.6980890__1.6980890	821__A0A174TD86__C800_00949
ERR1913022.6980947__1.6980947	357276__A0A0K2HJA6__DXD47_07320
ERR1913022.6981004__1.6981004	823__A0A174XJM9__CEQ22_007230
ERR1913022.6981022__1.6981022	1262935__R5GT62__BN773_01738
ERR1913022.6981032__1.6981032	1547597__A0A0C3R5L5__BA92_08485
ERR1913022.6981185__1.6981185	649756__A0A174B2V7__ERS852475_01064
ERR1913022.6981549__1.6981549	291644__I8Z302__HMPREF1532_01182
ERR1913022.6981655__1.6981655	357276__I9R994__BACDOR_04044
ERR1913022.6981707__1.6981707	820__A0A139K2N9__DXB62_12420
ERR1913022.6981719__1.6981719	821__A0A0P0L8F8__ERS852509_03705
ERR1913022.6982235__1.6982235	821__A0A0P0LH09__ERS852457_03390
ERR1913022.6982314__1.6982314	28118__R6F2P2__NCTC10826_02131
ERR1913022.6982434__1.6982434	357276__I9FRW5__B5F95_21685
ERR1913022.6982512__1.6982512	143393__X8K7Z7__ADJ67_02485
ERR1913022.6982535__1.6982535	1262911__R6GPB5__BN557_00842
ERR1913022.6982632__1.6982632	556259__I0PYL9__BSGG_5205
ERR1913022.6982655__1.6982655	357276__I9R2M6__BSEG_03499
ERR1913022.6982803__1.6982803	487174__R5FMM3__DDY40_00820
ERR1913022.6983002__1.6983002	357276__A0A0M1W657__HMPREF1064_04629
ERR1913022.6983173__1.6983173	820__A7V780__adaA_3
ERR1913022.6983188__1.6983188	821__A0A396F9T7__M097_3427
ERR1913022.6983245__1.6983245	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.6983455__1.6983455	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913022.6983528__1.6983528	291644__I9TEJ3__luxQ_1
ERR1913022.6983542__1.6983542	291644__I9TLE2__HMPREF1071_00556
ERR1913022.6983673__1.6983673	823__A0A355XKQ8__DHP27_04010
ERR1913022.6984591__1.6984591	47678__A5ZEP5__CGC64_03450
ERR1913022.6984631__1.6984631	357276__A0A076J8D4__HMPREF1064_00553
ERR1913022.6984713__1.6984713	291644__I8Y2A3__HMPREF1532_03851
ERR1913022.6984728__1.6984728	246787__A0A120A2E7__HMPREF1062_06329
ERR1913022.6985194__1.6985194	1262873__R6W6D9__BN605_02180
ERR1913022.6985290__1.6985290	1262886__R6QCM9__BN563_01508
ERR1913022.6985304__1.6985304	371601__D4WBK5__BN891_3970
ERR1913022.6985330__1.6985330	357276__I9FTR0__HMPREF1065_02861
ERR1913022.6985356__1.6985356	291644__I8Y2A3__HMPREF1532_03851
ERR1913022.6985680__1.6985680	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913022.6985730__1.6985730	28117__R7JJM9__ALIPUT_00662
ERR1913022.6985743__1.6985743	360807__C0G083__ROSEINA2194_04432
ERR1913022.6985948__1.6985948	821__A0A3E4WAR6__DXD64_10735
ERR1913022.6986128__1.6986128	214856__I3YPQ4__Alfi_2712
ERR1913022.6986340__1.6986340	1897011__A0A1Q6RGA1__BHW41_02610
