ERR1913139.199__1.199	901__B6WW26__DESPIG_02294
ERR1913139.2538047__1.2538047	43675__D2NSN3__RMDY18_08270
ERR1913139.2538327__1.2538327	28118__R6F1R3__NCTC10826_00739
ERR1913139.2538375__1.2538375	1262936__R7J5M6__BN799_00272
ERR1913139.2538505__1.2538505	165179__W1I4H6__DXB80_13655
ERR1913139.2538514__1.2538514	165179__A0A3E5E4P9__DXB80_07930
ERR1913139.2538549__1.2538549	165179__D1PCL6__DXB80_13435
ERR1913139.2538597__1.2538597	562__A0A377AAV3__CDL32_10800
ERR1913139.2538693__1.2538693	165179__A0A174W369__PREVCOP_04548
ERR1913139.2538760__1.2538760	165179__R6C3K4__PREVCOP_05795
ERR1913139.2538789__1.2538789	1263000__R5EGY6__BN466_00973
ERR1913139.2538798__1.2538798	33043__A0A174DAG8__dapF
ERR1913139.2538972__1.2538972	165179__W1I4H6__DXB80_13655
ERR1913139.2538991__1.2538991	1262936__R7J5X5__BN799_00356
ERR1913139.2539035__1.2539035	1263000__R5EGY6__BN466_00973
ERR1913139.2539061__1.2539061	360807__A0A1Q6T326__appA_1
ERR1913139.2539201__1.2539201	821__A0A0P0L8F8__ERS852509_03705
ERR1913139.2539202__1.2539202	821__A0A396F598__CUU_3259
ERR1913139.2539235__1.2539235	214856__A0A174FWM7__ERS852559_00590
ERR1913139.2539244__1.2539244	227940__GeneID:1260616
ERR1913139.2539303__1.2539303	820__A0A139KG60__M094_2679
ERR1913139.2539320__1.2539320	33043__D5HIK4__ERS852400_01112
ERR1913139.2539497__1.2539497	563769__GeneID:6973158
ERR1913139.2539789__1.2539789	39486__R6SAN5__DXB12_03855
ERR1913139.2539964__1.2539964	39491__A0A395ZBW8__DXC13_08840
ERR1913139.2540024__1.2540024	165179__A0A3E5DZ45__DXC61_02820
ERR1913139.2540173__1.2540173	562__C6EBU6__ESQG_00710
ERR1913139.2540187__1.2540187	28116__A0A139LD88__CUY_2408
ERR1913139.2540295__1.2540295	166486__D4L458__ROSINTL182_07088
ERR1913139.2540526__1.2540526	39492__D4JX50__EUBSIR_00410
ERR1913139.2540499__1.2540499	165179__A0A3E5AEF7__DXC61_05000
ERR1913139.2540532__1.2540532	165179__A0A3E4SG51__DXC61_10575
ERR1913139.2540558__1.2540558	360807__C0FZM4__RIL183_06871
ERR1913139.2540598__1.2540598	562__P77294__fimG
ERR1913139.2540867__1.2540867	165179__A0A3E5EDP4__DXB80_05800
ERR1913139.2541293__1.2541293	1263107__GCA_000436995.1_00140
ERR1913139.2541512__1.2541512	39488__A0A174DGL6__EUBHAL_03262
ERR1913139.2541597__1.2541597	820__A0A174QLF0__SAMN05444418_109151
ERR1913139.2541790__1.2541790	357276__B6W1Y1__BSEG_03960
ERR1913139.2541968__1.2541968	1262936__R7IYW8__BN799_00842
ERR1913139.2541973__1.2541973	166486__D4KJ39__ERS852572_02622
ERR1913139.2542179__1.2542179	1262959__R5XW32__BN680_00386
ERR1913139.2542223__1.2542223	1262911__R6H2J2__BN557_01228
ERR1913139.2542254__1.2542254	1262741__R6CDD9__BN697_01333
ERR1913139.2542383__1.2542383	626940__E8LCL8__DCQ00_09880
ERR1913139.2542461__1.2542461	360807__C0FYV5__comEA
ERR1913139.2542581__1.2542581	821__R6F3Y1__SAMN04487923_104318
ERR1913139.2542604__1.2542604	165179__A0A174IPI3__CFT61_10940
ERR1913139.2542657__1.2542657	1357825__GeneID:17494415
ERR1913139.2542939__1.2542939	1262886__R6QSD9__BN563_01679
ERR1913139.2542948__1.2542948	214856__R6XTZ7__ERS852447_02314
ERR1913139.2543014__1.2543014	33043__D5HIE6__ERS852445_01796
ERR1913139.2543082__1.2543082	626940__E8LB62__BHW43_02905
ERR1913139.2543224__1.2543224	227940__GeneID:1260616
ERR1913139.2543472__1.2543472	2293125__A0A374C0K0__DW917_10610
ERR1913139.2543538__1.2543538	1262886__R6Q946__BN563_00499
ERR1913139.2543689__1.2543689	1262936__R7J012__BN799_01235
ERR1913139.2543725__1.2543725	1262936__R7J1I2__BN799_01776
ERR1913139.2544077__1.2544077	562__A0A377AAV3__CDL32_10800
ERR1913139.2544155__1.2544155	626940__R6XX39__DCQ00_06610
ERR1913139.2544187__1.2544187	39492__D4JRR5__ERS852540_02089
ERR1913139.2544217__1.2544217	165179__A0A229I1J2__DXB80_03950
ERR1913139.2544258__1.2544258	39491__A0A395V0H6__ERS852580_02570
ERR1913139.2544420__1.2544420	2292352__A0A374UML6__DXC23_09355
ERR1913139.2544506__1.2544506	39486__B0G5I5__DXD50_01395
ERR1913139.2544535__1.2544535	1318__I1ZJB7__HMPREF8577_1638
ERR1913139.2544650__1.2544650	626940__E8LCB1__BHW43_07535
ERR1913139.2544693__1.2544693	410072__A0A173S248__ERS852525_02992
ERR1913139.2544793__1.2544793	2108523__A0A2P2FAD2__LAWASA_3010
ERR1913139.2544913__1.2544913	562__A0A377AAV3__CDL32_10800
ERR1913139.2544914__1.2544914	165179__R6C3K4__PREVCOP_05795
ERR1913139.2544970__1.2544970	1262992__R5D3W6__BN795_00533
ERR1913139.2545010__1.2545010	1262936__R7J2T4__BN799_01966
ERR1913139.2545171__1.2545171	165179__A0A3E5DV57__DXB80_11400
ERR1913139.2545235__1.2545235	39492__D4JQS6__ykoD
ERR1913139.2545259__1.2545259	1262882__R5N2E1__BN519_01117
ERR1913139.2545541__1.2545541	823__A0A355XLQ9__DXC05_02185
ERR1913139.2545544__1.2545544	227940__GeneID:1260616
ERR1913139.2545596__1.2545596	821__A0A395UNT8__DXD64_15275
ERR1913139.2545645__1.2545645	823__A0A073I5R7__cloSI
ERR1913139.2546081__1.2546081	165179__R6B8D8__DXC61_09245
ERR1913139.2546236__1.2546236	166486__A0A1Q6SA53__ROSINTL182_05714
ERR1913139.2546213__1.2546213	165179__A0A3E5AG99__DXB80_04390
ERR1913139.2546383__1.2546383	39490__A0A173U8I1__LG34_05080
ERR1913139.2546400__1.2546400	165179__D1PAJ7__PREVCOP_04222
ERR1913139.2546595__1.2546595	1262911__R6GPM2__BN557_00937
ERR1913139.2546876__1.2546876	10680__GeneID:1261099
ERR1913139.2546986__1.2546986	39491__C4ZAT2__ERE_28440
ERR1913139.2546996__1.2546996	410072__A0A174AQ98__COPCOM_03377
ERR1913139.2547015__1.2547015	165179__A0A174W369__PREVCOP_04548
ERR1913139.2547087__1.2547087	1262911__R6GPM2__BN557_00937
ERR1913139.2547163__1.2547163	2293125__A0A374BLR6__DW917_15555
ERR1913139.2547254__1.2547254	165179__D1PEQ5__PREVCOP_05711
ERR1913139.2547605__1.2547605	2292352__A0A374UL63__DXC23_08410
ERR1913139.2547569__1.2547569	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913139.2547581__1.2547581	214856__A0A175A6T5__ERS852447_02658
ERR1913139.2547590__1.2547590	410072__A0A3E4GPD6__DXD67_10205
ERR1913139.2547756__1.2547756	544645__A0A3E4TA73__DXC42_07740
ERR1913139.2547855__1.2547855	901__B6WPV2__DHV46_04070
ERR1913139.2547884__1.2547884	39486__B0G7B0__DXC93_14415
ERR1913139.2548364__1.2548364	39485__A0A175A403__EUBELI_20577
ERR1913139.2548405__1.2548405	823__D7IRG1__NCTC11152_02276
ERR1913139.2548435__1.2548435	39491__A0A173TFQ1__rsmF
ERR1913139.2548472__1.2548472	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913139.2548563__1.2548563	410072__A0A173SHF2__COPCOM_03201
ERR1913139.2548659__1.2548659	820__A0A174CG08__DXB62_13215
ERR1913139.2548686__1.2548686	165179__A0A3E5E8M8__DXB80_11580
ERR1913139.2548714__1.2548714	820__A0A374Q854__HMPREF1073_03281
ERR1913139.2548740__1.2548740	360807__A0A396AK01__RIL183_20461
ERR1913139.2548743__1.2548743	165179__R6CNX7__DXB80_02200
ERR1913139.2548906__1.2548906	853__C7H7F5__DWZ46_01780
ERR1913139.2548938__1.2548938	544645__A0A3E4T884__DXC42_09175
ERR1913139.2548941__1.2548941	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913139.2548882__1.2548882	39485__A0A174YJA4__EUBELI_20421
ERR1913139.2549089__1.2549089	166486__C7G7A6__ROSINTL182_05773
ERR1913139.2549162__1.2549162	1897011__A0A1Q6RG95__BHW41_02720
ERR1913139.2549178__1.2549178	10680__GeneID:1261099
ERR1913139.2549327__1.2549327	165179__D1P8K1__DXB80_06045
ERR1913139.2549715__1.2549715	901__B6WPV2__DHV46_04070
ERR1913139.2549736__1.2549736	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913139.2549780__1.2549780	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913139.2549954__1.2549954	39491__A0A395UYA6__EUBREC_0408
ERR1913139.2549961__1.2549961	1262882__R5MRS7__BN519_01490
ERR1913139.2549977__1.2549977	10761__GeneID:2716653
ERR1913139.2549996__1.2549996	165179__R6CNX7__DXB80_02200
ERR1913139.2550094__1.2550094	1263000__R5EXT3__BN466_02213
ERR1913139.2550251__1.2550251	821__C6ZAA5__ERS852556_00403
ERR1913139.2550312__1.2550312	626940__E8LGA6__BHW43_03960
ERR1913139.2550356__1.2550356	1262911__R6GSH8__BN557_00939
ERR1913139.2550414__1.2550414	820__A0A174F0C1__nreB
ERR1913139.2550471__1.2550471	33043__A0A173X520__ERS852575_01617
ERR1913139.2550822__1.2550822	39491__A0A396FMT0__EUBREC_3020
ERR1913139.2551186__1.2551186	563769__GeneID:6973157
ERR1913139.2551203__1.2551203	901__B6WTR9__DESPIG_01476
ERR1913139.2551581__1.2551581	39485__A0A174YMM2__ERS852490_01019
ERR1913139.2551582__1.2551582	165179__A0A3E5EA83__DXC61_07750
ERR1913139.2551611__1.2551611	901__B6WVE1__DESPIGER_2036
ERR1913139.2551679__1.2551679	562__P0AEK1__CR916_15790
ERR1913139.2551855__1.2551855	820__A0A3E4G3J9__ERS852459_02265
ERR1913139.2551966__1.2551966	39491__A0A396FPV7__ERS852580_01177
ERR1913139.2552022__1.2552022	39492__D4JT87__clpC
ERR1913139.2552024__1.2552024	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913139.2552068__1.2552068	1318__I1ZMJ9__HMPREF9626_0795
ERR1913139.2552186__1.2552186	214856__R6YBX3__msbA_2
ERR1913139.2552326__1.2552326	165179__D1P9T6__PREVCOP_04016
ERR1913139.2552341__1.2552341	328814__GCA_004558275.1_00062
ERR1913139.2552381__1.2552381	1262911__R6GT76__BN557_01150
ERR1913139.2552401__1.2552401	39490__U2QSI3__LG34_04240
ERR1913139.2552454__1.2552454	1262992__R5DC57__BN795_01509
ERR1913139.2552491__1.2552491	1262882__R5MFM2__BN519_00460
ERR1913139.2552570__1.2552570	562__Q8XBR9__G770_00628
ERR1913139.2552632__1.2552632	165179__R6XIF8__DXC61_07265
ERR1913139.2552669__1.2552669	487175__F3QMT1__HMPREF9439_02260
ERR1913139.2553048__1.2553048	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.2553176__1.2553176	165179__D1PE06__DXC61_05975
ERR1913139.2553253__1.2553253	33043__D5HFD3__ybbD
ERR1913139.2553439__1.2553439	1262959__R5Y2C7__BN680_01940
ERR1913139.2553506__1.2553506	165179__A0A3E5EB26__CFT61_02800
ERR1913139.2553720__1.2553720	1628085__A0A1C6ALV9__C7386_101366
ERR1913139.2553953__1.2553953	360807__A0A0M6WLX3__RIL183_21751
ERR1913139.2554220__1.2554220	626940__R6X4D9__HMPREF9443_00471
ERR1913139.2554304__1.2554304	39491__A0A396FP46__cobD_2
ERR1913139.2554460__1.2554460	74426__purL
ERR1913139.2554558__1.2554558	357276__I9QWD4__DXD47_15075
ERR1913139.2554571__1.2554571	165179__R6CNX7__DXB80_02200
ERR1913139.2554717__1.2554717	166486__D4L456__rpfG_10
ERR1913139.2554742__1.2554742	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913139.2554986__1.2554986	165179__A0A174X1C3__DXB80_12745
ERR1913139.2555025__1.2555025	33039__A0A173VTT4__frdB_1
ERR1913139.2554997__1.2554997	10680__GeneID:1261100
ERR1913139.2555079__1.2555079	1147152__GeneID:14181982
ERR1913139.2555171__1.2555171	1263000__R5EJ76__BN466_01936
ERR1913139.2555224__1.2555224	40519__U2JPH4__RUMCAL_03150
ERR1913139.2555353__1.2555353	165179__D1PAJ7__PREVCOP_04222
ERR1913139.2555414__1.2555414	820__A0A174F696__macB_13
ERR1913139.2555641__1.2555641	165179__A0A3E5DZD8__DXB80_09150
ERR1913139.2555688__1.2555688	1263000__R5EXF8__BN466_01942
ERR1913139.2555753__1.2555753	820__A0A174F0C1__nreB
ERR1913139.2555893__1.2555893	165179__A0A3E5A832__DXC61_13685
ERR1913139.2556066__1.2556066	28117__B0MST8__ALIPUT_00310
ERR1913139.2556068__1.2556068	165179__A0A229I2W6__PREVCOP_04332
ERR1913139.2556070__1.2556070	165179__A0A174PS14__DXC61_13945
ERR1913139.2556156__1.2556156	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.2556176__1.2556176	39492__D4JRM9__bglB_2
ERR1913139.2556217__1.2556217	28116__A0A1Y4PWN5__M088_3731
ERR1913139.2556290__1.2556290	626940__E8LC65__HMPREF9443_00431
ERR1913139.2556680__1.2556680	905__D2RLV1__SAMN05216495_11033
ERR1913139.2556693__1.2556693	1318__W1VC28__HMPREF9962_1236
ERR1913139.2556704__1.2556704	165179__A0A3E5DX15__DXC61_00345
ERR1913139.2556739__1.2556739	328814__GCA_004558275.1_00073
ERR1913139.2556764__1.2556764	1897011__A0A1Q6RF88__BHW41_03295
ERR1913139.2556861__1.2556861	901__B6WVE2__DHV46_05785
ERR1913139.2556899__1.2556899	1357825__GeneID:17494397
ERR1913139.2556996__1.2556996	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913139.2557220__1.2557220	33043__A0A174E9K7__sigF_1
ERR1913139.2557286__1.2557286	820__A0A173WZS4__DXD90_10250
ERR1913139.2557299__1.2557299	10680__GeneID:1261099
ERR1913139.2557669__1.2557669	1262741__R6CK48__BN697_00486
ERR1913139.2557815__1.2557815	1689__D2Q6N2__SAMN05192536_1570
ERR1913139.2558139__1.2558139	626940__E8LG62__HMPREF9443_01863
ERR1913139.2558296__1.2558296	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.2558253__1.2558253	626940__R6XX39__DCQ00_06610
ERR1913139.2558312__1.2558312	39491__A0A395V5R3__EUBREC_1883
ERR1913139.2558319__1.2558319	165179__A0A3E5DN34__DXC61_07865
ERR1913139.2558320__1.2558320	10680__GeneID:1261099
ERR1913139.2558344__1.2558344	39491__A0A395V5R3__EUBREC_1883
ERR1913139.2558351__1.2558351	39485__C4Z6K2__ERS852490_00407
ERR1913139.2558485__1.2558485	39491__A0A396FPV7__ERS852580_01177
ERR1913139.2558629__1.2558629	33043__D5HED4__ERS852575_01589
ERR1913139.2558601__1.2558601	33043__D5HED4__ERS852575_01589
ERR1913139.2558808__1.2558808	204516__U6RFV1__HMPREF1534_02560
ERR1913139.2558849__1.2558849	1262911__R6GPL1__BN557_00927
ERR1913139.2558876__1.2558876	10754__GeneID:1262836
ERR1913139.2559226__1.2559226	165179__A0A3E5E4T9__DXB80_08030
ERR1913139.2559309__1.2559309	821__A6L0C7__ERS852556_03520
ERR1913139.2559438__1.2559438	626940__R6WNN9__BHW43_04575
ERR1913139.2559684__1.2559684	1262936__R7J3N4__BN799_00434
ERR1913139.2559688__1.2559688	1262936__R7J049__BN799_01347
ERR1913139.2559689__1.2559689	166486__R6AZI2__ydaF
ERR1913139.2559729__1.2559729	28117__B0MUY3__BHV66_00515
ERR1913139.2559739__1.2559739	853__A0A174BA00__DW905_01145
ERR1913139.2559874__1.2559874	28117__B0MTS2__ALIPUT_00159
ERR1913139.2560078__1.2560078	1393034__GCA_001552785.1_00728
ERR1913139.2560086__1.2560086	357276__B6W5Q7__DXD47_13945
ERR1913139.2560131__1.2560131	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913139.2560120__1.2560120	1262936__R7J5M6__BN799_00272
ERR1913139.2560181__1.2560181	1897011__A0A1Q6RDN7__BHW41_05650
ERR1913139.2560226__1.2560226	1262824__R6RTN9__BN719_01242
ERR1913139.2560236__1.2560236	1262936__R7IYY7__BN799_00701
ERR1913139.2560398__1.2560398	165179__A0A3E5DZA5__DXB80_12550
ERR1913139.2560400__1.2560400	820__A0A3E4G826__C801_01612
ERR1913139.2560498__1.2560498	1262882__R5MLE6__BN519_01423
ERR1913139.2560719__1.2560719	165179__A0A3E5EAT2__DXC61_07585
ERR1913139.2560691__1.2560691	357276__A0A076IS73__GV66_00410
ERR1913139.2560869__1.2560869	214856__A0A175A4V2__resA_6
ERR1913139.2561038__1.2561038	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913139.2561027__1.2561027	187979__A0A174A2K7__yjcC_2
ERR1913139.2561236__1.2561236	853__A0A173XRA8__CGS56_09290
ERR1913139.2561455__1.2561455	1897011__A0A1Q6REW8__BHW41_04435
ERR1913139.2561540__1.2561540	1262936__R7IYW6__BN799_00686
ERR1913139.2561553__1.2561553	166486__C7GAX1__ERS852572_03188
ERR1913139.2561602__1.2561602	853__A0A174BZY1__xerD_1
ERR1913139.2561753__1.2561753	820__A7V049__DXB48_04755
ERR1913139.2561798__1.2561798	33043__A0A3A6J8T3__yvhJ
ERR1913139.2561883__1.2561883	562__P77789__fimF_3
ERR1913139.2561851__1.2561851	1262936__R7J1I2__BN799_01776
ERR1913139.2561861__1.2561861	214856__R6YC22__ERS852447_01215
ERR1913139.2561909__1.2561909	39492__A0A175A133__cycB_1
ERR1913139.2561902__1.2561902	10680__GeneID:1261100
ERR1913139.2562025__1.2562025	33043__A0A174B6N5__ERS852445_02414
ERR1913139.2561977__1.2561977	165179__R6BQP4__DXC61_02015
ERR1913139.2562286__1.2562286	1739406__A0A1S1EEZ5__HMPREF2902_09500
ERR1913139.2562617__1.2562617	165179__A0A3E5E4T9__DXB80_08030
ERR1913139.2562660__1.2562660	39492__D4JRZ7__smc
ERR1913139.2562750__1.2562750	1262992__R5DCV6__BN795_00412
ERR1913139.2562761__1.2562761	562__P26458__cydB
ERR1913139.2562813__1.2562813	821__D4VD59__BHV80_04260
ERR1913139.2563072__1.2563072	1090133__GeneID:14008340
ERR1913139.2563406__1.2563406	166486__A0A173T114__ROSINTL182_05085
ERR1913139.2563448__1.2563448	853__A0A173SUU8__CGS54_06840
ERR1913139.2563474__1.2563474	901__B6WY50__DESPIGER_1446
ERR1913139.2563537__1.2563537	78345__A0A087BJK4__SAMN02745589_1497
ERR1913139.2563542__1.2563542	1297617__A0A0S2W645__BIV19_07320
ERR1913139.2563622__1.2563622	1263000__R5EXT3__BN466_02213
ERR1913139.2563989__1.2563989	39491__A0A395UYA6__EUBREC_0408
ERR1913139.2564047__1.2564047	823__A0A174MNW4__M091_0199
ERR1913139.2564100__1.2564100	410072__A0A174K1W4__apxIB
ERR1913139.2564158__1.2564158	823__A0A173W1W2__M095_4076
ERR1913139.2564205__1.2564205	853__A8SB03__C4Q21_07960
ERR1913139.2564215__1.2564215	165179__A0A3E5E4P9__DXB80_07930
ERR1913139.2564227__1.2564227	853__A0A2A7B9I6__DW855_13690
ERR1913139.2564575__1.2564575	165179__A0A3E4SB80__DXC61_12880
ERR1913139.2564687__1.2564687	1090133__GeneID:14008340
ERR1913139.2564919__1.2564919	1262948__R7EC83__BN671_00625
ERR1913139.2565030__1.2565030	562__A0A377AAV3__CDL32_10800
ERR1913139.2565290__1.2565290	823__D7ILK2__ERS852380_00031
ERR1913139.2565327__1.2565327	1147152__GeneID:14181982
ERR1913139.2565388__1.2565388	1263000__R5EXT3__BN466_02213
ERR1913139.2565487__1.2565487	165179__R6BPK1__DXB80_04445
ERR1913139.2565567__1.2565567	901__B6WXK8__DESPIG_02835
ERR1913139.2565639__1.2565639	1262882__R5MHZ2__BN519_00742
ERR1913139.2565641__1.2565641	1304__A0A2A5QD73__DDY67_01275
ERR1913139.2565753__1.2565753	1263109__GCA_000438135.1_01183
ERR1913139.2566060__1.2566060	165179__A0A3E5E2C8__folA
ERR1913139.2566062__1.2566062	626940__R6X1L5__HMPREF9443_00059
ERR1913139.2566343__1.2566343	28118__F9Z410__NCTC10826_01196
ERR1913139.2566304__1.2566304	39496__A5Z5I2__EUBVEN_00963
ERR1913139.2566502__1.2566502	28117__B0MY82__BHV66_04755
ERR1913139.2566478__1.2566478	166486__D4KXA6__ROSINTL182_05897
ERR1913139.2566496__1.2566496	901__B6WXT8__DESPIGER_1543
ERR1913139.2566566__1.2566566	1262936__R7J5M6__BN799_00272
ERR1913139.2566671__1.2566671	155148__GeneID:921005
ERR1913139.2566630__1.2566630	1262911__R6GS52__BN557_00834
ERR1913139.2567182__1.2567182	10680__GeneID:1261099
ERR1913139.2567328__1.2567328	371601__A0A174LAP7__BN891_21300
ERR1913139.2567347__1.2567347	28116__A7LS02__DXF98_24100
ERR1913139.2567395__1.2567395	1263044__GCA_000433375.1_00023
ERR1913139.2567477__1.2567477	905__D2RIW7__SAMN05216495_103138
ERR1913139.2567558__1.2567558	33043__A0A173YSY7__tilS
ERR1913139.2567623__1.2567623	1262959__R5YUC0__BN680_01238
ERR1913139.2567716__1.2567716	165179__A0A3E5DY64__CFT61_10025
ERR1913139.2567795__1.2567795	820__A0A174LJB2__HMPREF1072_04112
ERR1913139.2567808__1.2567808	360807__R5HHK5__ROSEINA2194_02134
ERR1913139.2567823__1.2567823	328814__GCA_004558275.1_01621
ERR1913139.2567891__1.2567891	905__D2RNA8__Acfer_0125
ERR1913139.2568137__1.2568137	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913139.2568609__1.2568609	165179__A0A3E5DRF6__DXC61_00200
ERR1913139.2568871__1.2568871	1262886__R6QD45__BN563_01703
ERR1913139.2568929__1.2568929	165179__A0A3E5AEF7__DXC61_05000
ERR1913139.2569172__1.2569172	10680__GeneID:1261099
ERR1913139.2569457__1.2569457	165179__A0A229I9X5__CFT61_01205
ERR1913139.2569516__1.2569516	166486__R6AY46__ROSINTL182_06128
ERR1913139.2569614__1.2569614	165179__D1PAJ7__PREVCOP_04222
ERR1913139.2569756__1.2569756	39491__A0A173SH34__EUR_24920
ERR1913139.2569813__1.2569813	853__A0A173RZ39__C4N22_01650
ERR1913139.2569931__1.2569931	165179__A0A174WGF6__PREVCOP_04095
ERR1913139.2569959__1.2569959	821__A0A396F9T7__M097_3427
ERR1913139.2569985__1.2569985	165179__A0A174W369__PREVCOP_04548
ERR1913139.2569993__1.2569993	1262936__R7J144__BN799_01386
ERR1913139.2570026__1.2570026	165179__A0A174PS14__DXC61_13945
ERR1913139.2570299__1.2570299	33043__A0A174B6N5__ERS852445_02414
ERR1913139.2570392__1.2570392	853__A0A173T6P2__DWZ46_14595
ERR1913139.2570435__1.2570435	165179__A0A229I4J4__proA
ERR1913139.2570494__1.2570494	165179__D1PC26__PREVCOP_04756
ERR1913139.2570567__1.2570567	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913139.2570724__1.2570724	33043__A0A374K1H3__ykoD_2
ERR1913139.2570779__1.2570779	2292352__A0A374UKE7__DXC23_09500
ERR1913139.2570846__1.2570846	418240__A0A173YIF6__ypdA_1
ERR1913139.2570895__1.2570895	1262936__R7J0S3__BN799_01459
ERR1913139.2570910__1.2570910	165179__A0A174W369__PREVCOP_04548
ERR1913139.2570981__1.2570981	1263000__R5EXT3__BN466_02213
ERR1913139.2571242__1.2571242	166486__D4KZA5__ERS852572_03317
ERR1913139.2571275__1.2571275	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.2571313__1.2571313	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.2571448__1.2571448	1262936__R7J0N1__BN799_01252
ERR1913139.2571526__1.2571526	1262988__R7N906__BN816_00547
ERR1913139.2571560__1.2571560	227940__GeneID:1260637
ERR1913139.2571574__1.2571574	905__R7M489__Acfer_0485
ERR1913139.2571747__1.2571747	155148__GeneID:921005
ERR1913139.2571978__1.2571978	165179__A0A174W369__PREVCOP_04548
ERR1913139.2571997__1.2571997	821__A6L0C7__ERS852556_03520
ERR1913139.2572154__1.2572154	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913139.2572283__1.2572283	820__A0A3E4W980__M093_3873
ERR1913139.2572366__1.2572366	884684__GCA_002892425.1_01408
ERR1913139.2572514__1.2572514	33043__A0A3A6J8T3__yvhJ
ERR1913139.2572963__1.2572963	74426__purL
ERR1913139.2572969__1.2572969	39492__D4JUP6__ERS852540_01404
ERR1913139.2572993__1.2572993	820__A0A174TRB5__DXD40_11305
ERR1913139.2573027__1.2573027	1262988__R7N2N0__BN816_00043
ERR1913139.2573304__1.2573304	165179__A0A3E5EDS1__DXC61_03115
ERR1913139.2573370__1.2573370	1262886__R6Q805__BN563_00926
ERR1913139.2573568__1.2573568	626940__E8LG07__BHW43_10200
ERR1913139.2573649__1.2573649	905__D2RLV1__SAMN05216495_11033
ERR1913139.2573744__1.2573744	39492__D4JU94__ispE
ERR1913139.2573804__1.2573804	165179__A0A3E5E8M8__DXB80_11580
ERR1913139.2574057__1.2574057	1262936__R7IY33__BN799_00622
ERR1913139.2574071__1.2574071	227940__GeneID:1260616
ERR1913139.2574180__1.2574180	823__D7IUM6__M091_1082
ERR1913139.2574323__1.2574323	33039__A0A174ZCB2__ERS852577_04014
ERR1913139.2574337__1.2574337	33043__A0A374K1H3__ykoD_2
ERR1913139.2574514__1.2574514	2292352__A0A374UIX0__DXC23_12260
ERR1913139.2574556__1.2574556	116085__D4J9Y4__rsmB
ERR1913139.2574622__1.2574622	165179__A0A3E5ED28__PREVCOP_06655
ERR1913139.2574670__1.2574670	165179__A0A3E5E189__PREVCOP_06699
ERR1913139.2574874__1.2574874	165179__D1PFV4__PREVCOP_06112
ERR1913139.2574901__1.2574901	155148__GeneID:920998
ERR1913139.2574916__1.2574916	165179__W1I4H6__DXB80_13655
ERR1913139.2574925__1.2574925	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913139.2574938__1.2574938	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913139.2574970__1.2574970	33043__D5HIS6__ERS852575_02019
ERR1913139.2574975__1.2574975	1262936__R7J2M9__BN799_00249
