ERR1913163.20__1.20	47678__R5UU99__C5Z00_11925
ERR1913163.4825422__1.4825422	28111__E5WXQ8__NCTC11155_03183
ERR1913163.4825535__1.4825535	28111__E5WUX1__HMPREF1016_00548
ERR1913163.4825541__1.4825541	820__A0A139K5A6__DXB48_12175
ERR1913163.4825669__1.4825669	28111__E5WWI4__HMPREF1016_01032
ERR1913163.4825690__1.4825690	214856__I3YPQ6__Alfi_2714
ERR1913163.4825862__1.4825862	544644__GCA_001915615.1_00514
ERR1913163.4825992__1.4825992	28111__E5X124__NCTC11155_02431
ERR1913163.4826037__1.4826037	820__A0A139JRS5__HMPREF1073_04025
ERR1913163.4826058__1.4826058	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913163.4826157__1.4826157	39490__U2Q0B0__LG34_01570
ERR1913163.4826211__1.4826211	28111__E5X120__NCTC11155_02427
ERR1913163.4826225__1.4826225	821__A0A174NVL6__NCTC10583_01782
ERR1913163.4826410__1.4826410	817__A0A1C0WW19__macB_12
ERR1913163.4826535__1.4826535	511969__GeneID:3959334
ERR1913163.4826649__1.4826649	823__D0TC25__B5F32_04575
ERR1913163.4826685__1.4826685	47678__A5ZHL2__DXB67_12495
ERR1913163.4827121__1.4827121	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.4827228__1.4827228	28111__E5WV85__BACEGG_02306
ERR1913163.4827206__1.4827206	1262911__R6GUP7__BN557_01578
ERR1913163.4827335__1.4827335	820__A0A3E4G3J9__ERS852459_02265
ERR1913163.4827338__1.4827338	28111__E5X120__NCTC11155_02427
ERR1913163.4827415__1.4827415	214856__A0A174ZD89__ERS852559_00526
ERR1913163.4827630__1.4827630	47678__R5U2W6__CGC64_03455
ERR1913163.4827659__1.4827659	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913163.4827733__1.4827733	357276__I9QBT7__BSEG_03340
ERR1913163.4827813__1.4827813	28116__R6K4N7__ERS852555_03750
ERR1913163.4827862__1.4827862	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4828002__1.4828002	818__A0A174VDI6__BSIG_1023
ERR1913163.4828025__1.4828025	821__A0A0P0M5Z6__BVU_0429
ERR1913163.4828105__1.4828105	40520__A0A174DSM3__ycjP_5
ERR1913163.4828134__1.4828134	818__A0A0P0F391__BJP75_009470
ERR1913163.4828148__1.4828148	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4828425__1.4828425	28111__E5X237__NCTC11155_00628
ERR1913163.4828570__1.4828570	374840__GeneID:2546403
ERR1913163.4828589__1.4828589	487175__D9Y2L5__HMPREF9439_02565
ERR1913163.4828601__1.4828601	28111__E5X118__NCTC11155_02425
ERR1913163.4828709__1.4828709	821__U6RDC2__DXD46_15675
ERR1913163.4828793__1.4828793	47678__R5UU99__C5Z00_11925
ERR1913163.4828840__1.4828840	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913163.4829019__1.4829019	374840__GeneID:2546403
ERR1913163.4829033__1.4829033	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4829122__1.4829122	28116__E5CHV5__B5F02_08530
ERR1913163.4829149__1.4829149	292800__A0A1C7FKU8__B5F52_03705
ERR1913163.4829174__1.4829174	821__C6ZAA5__ERS852556_00403
ERR1913163.4829175__1.4829175	820__A0A1T4IYF4__mprA_1
ERR1913163.4829282__1.4829282	214856__A0A174ZLW6__ERS852559_01424
ERR1913163.4829371__1.4829371	820__A0A374QGD2__ERS852421_02382
ERR1913163.4829428__1.4829428	820__A0A174QT76__B5G17_18060
ERR1913163.4829708__1.4829708	28111__E5X0X9__HMPREF1016_02597
ERR1913163.4830016__1.4830016	371601__A0A1C7H1B8__BN890_22320
ERR1913163.4830197__1.4830197	214856__R6Z7Q9__ERS852447_02172
ERR1913163.4830346__1.4830346	47678__R5UES3__CGC64_00760
ERR1913163.4830388__1.4830388	821__D4VD59__BHV80_04260
ERR1913163.4830426__1.4830426	818__Q8A3A6__Btheta7330_00071
ERR1913163.4830487__1.4830487	820__A0A3E4PYB0__yejM
ERR1913163.4830496__1.4830496	47678__R5UT83__DW706_09750
ERR1913163.4830600__1.4830600	821__U6RDC2__DXD46_15675
ERR1913163.4830751__1.4830751	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913163.4830819__1.4830819	214856__I3YPN3__ERS852447_01395
ERR1913163.4830820__1.4830820	28111__R5K5Y3__BACEGG_03205
ERR1913163.4830988__1.4830988	1550024__G9RPS1__TQ39_05000
ERR1913163.4831033__1.4831033	818__A0A3E5HGN6__Btheta7330_00798
ERR1913163.4831179__1.4831179	820__A0A3E4WCX3__C801_02709
ERR1913163.4831253__1.4831253	292800__A0A174V693__HMPREF9460_03050
ERR1913163.4831366__1.4831366	1262924__R7HM98__BN585_01697
ERR1913163.4831441__1.4831441	28116__A0A1Y4PVG3__imd
ERR1913163.4831458__1.4831458	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913163.4831729__1.4831729	820__A0A139KIL9__DXC68_05945
ERR1913163.4831756__1.4831756	820__A0A174CG08__DXB62_13215
ERR1913163.4831821__1.4831821	214856__I3YPP2__Alfi_2700
ERR1913163.4831954__1.4831954	374844__GeneID:1260912
ERR1913163.4832018__1.4832018	626932__G5H705__HMPREF9450_00848
ERR1913163.4832103__1.4832103	46506__A0A108TBL0__BACSTE_01998
ERR1913163.4832276__1.4832276	214856__A0A173YDP1__ERS852559_00120
ERR1913163.4832328__1.4832328	28111__E5X118__NCTC11155_02425
ERR1913163.4832595__1.4832595	818__A0A0P0FPQ9__BT_4391
ERR1913163.4832557__1.4832557	33039__A0A174YCL2__ERS852424_00029
ERR1913163.4832631__1.4832631	28111__E5X205__NCTC11155_00661
ERR1913163.4832637__1.4832637	214856__D4IMT6__Alfi_1830
ERR1913163.4832727__1.4832727	28111__E5WYP5__BACEGG_00185
ERR1913163.4832830__1.4832830	28111__R5JTT9__BACEGG_01644
ERR1913163.4832846__1.4832846	292800__A0A174NR23__ADH75_11365
ERR1913163.4832916__1.4832916	214856__R5UN64__ERS852447_02669
ERR1913163.4832962__1.4832962	544644__GCA_001915615.1_02007
ERR1913163.4833003__1.4833003	214856__I3YPP3__Alfi_2701
ERR1913163.4833011__1.4833011	1263064__GCA_000431175.1_01869
ERR1913163.4833208__1.4833208	28116__A0A1Y4PWN5__M088_3731
ERR1913163.4833275__1.4833275	821__A6L0C7__ERS852556_03520
ERR1913163.4833375__1.4833375	1262911__R6HIJ8__BN557_01742
ERR1913163.4833454__1.4833454	821__A0A396F9T7__M097_3427
ERR1913163.4833517__1.4833517	291645__I9S3B8__HMPREF1068_02655
ERR1913163.4833520__1.4833520	1550024__G9RWQ7__ASJ35_03880
ERR1913163.4833600__1.4833600	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4833890__1.4833890	214856__R6YD52__ERS852447_02171
ERR1913163.4833935__1.4833935	821__C6Z087__DXB90_00750
ERR1913163.4833956__1.4833956	820__A0A139K0J1__HMPREF2141_03205
ERR1913163.4834336__1.4834336	28111__E5WUE7__BACEGG_02087
ERR1913163.4834263__1.4834263	821__E5UMZ6__BVU_1450
ERR1913163.4834367__1.4834367	626933__H1DGX0__HMPREF9449_01506
ERR1913163.4834521__1.4834521	28111__E5X333__NCTC11155_03016
ERR1913163.4834698__1.4834698	823__D0TCC2__HMPREF1075_01590
ERR1913163.4834799__1.4834799	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913163.4834829__1.4834829	820__A0A174QT76__B5G17_18060
ERR1913163.4834761__1.4834761	820__A0A3E4WCX3__C801_02709
ERR1913163.4834781__1.4834781	28111__E5X237__NCTC11155_00628
ERR1913163.4834783__1.4834783	1112008__GeneID:12978706
ERR1913163.4834855__1.4834855	820__A0A396EUU8__luxQ_3
ERR1913163.4834870__1.4834870	28111__E5X237__NCTC11155_00628
ERR1913163.4834977__1.4834977	820__A0A3E4RU03__M093_0563
ERR1913163.4835064__1.4835064	820__A0A3E5BMG9__DXD40_05130
ERR1913163.4835114__1.4835114	291645__I9S0N1__HMPREF1068_02854
ERR1913163.4835205__1.4835205	28111__E5WUE9__NCTC11155_01729
ERR1913163.4835382__1.4835382	47678__R5UU99__C5Z00_11925
ERR1913163.4835383__1.4835383	28116__A7M0E3__AA414_00536
ERR1913163.4835476__1.4835476	820__R9I3N4__M093_0061
ERR1913163.4835540__1.4835540	189722__E0NQU7__HMPREF0658_0548
ERR1913163.4835625__1.4835625	28111__E5X123__BACEGG_03115
ERR1913163.4835678__1.4835678	28111__E5X121__BACEGG_03113
ERR1913163.4835705__1.4835705	214856__R6YC22__ERS852447_01215
ERR1913163.4835836__1.4835836	821__A0A3E4XY72__NCTC10583_01067
ERR1913163.4835845__1.4835845	28111__E5WZR2__HMPREF1016_02168
ERR1913163.4835868__1.4835868	1796652__rpoC
ERR1913163.4835934__1.4835934	820__A0A173WUD7__DXB48_08055
ERR1913163.4836019__1.4836019	820__A0A139K5A6__DXB48_12175
ERR1913163.4836044__1.4836044	292800__A0A173ZLU6__A4U99_17975
ERR1913163.4836096__1.4836096	1262924__R7HQD9__BN585_00129
ERR1913163.4836178__1.4836178	28116__A7M0E3__AA414_00536
ERR1913163.4836226__1.4836226	820__A0A139JRS5__HMPREF1073_04025
ERR1913163.4836287__1.4836287	28116__A0A3D2LPA1__CUY_3388
ERR1913163.4836466__1.4836466	1112008__GeneID:10324253
ERR1913163.4836508__1.4836508	28116__D4WLZ3__C5Z02_24105
ERR1913163.4836626__1.4836626	1796652__fusA_2
ERR1913163.4837157__1.4837157	28116__A0A139L6N6__HMPREF2532_02529
ERR1913163.4837207__1.4837207	820__A0A3E4W6P0__gmhA
ERR1913163.4837326__1.4837326	1262743__R5C054__BN727_01980
ERR1913163.4837379__1.4837379	28111__E5WYC3__NCTC11155_03517
ERR1913163.4837384__1.4837384	820__A0A174CK74__DXB48_07060
ERR1913163.4837443__1.4837443	820__A0A139K1Y6__DXB48_02610
ERR1913163.4837454__1.4837454	820__A0A3E5E9Y8__DXD90_09110
ERR1913163.4837539__1.4837539	1262743__R5C054__BN727_01980
ERR1913163.4837768__1.4837768	28111__E5WWI4__HMPREF1016_01032
ERR1913163.4837826__1.4837826	47678__R5UHH8__HMPREF1061_02584
ERR1913163.4837908__1.4837908	47678__R5U325__HMPREF1061_03209
ERR1913163.4837948__1.4837948	47678__A5ZHP9__bioD1
ERR1913163.4837975__1.4837975	28111__E5WYP5__BACEGG_00185
ERR1913163.4838053__1.4838053	820__A0A374Q1D8__SAMN05444418_112114
ERR1913163.4838229__1.4838229	28111__R5JUJ8__nanA_2
ERR1913163.4838481__1.4838481	544645__A0A3E4T917__DXC42_08350
ERR1913163.4838466__1.4838466	820__A0A3E4W9W8__C801_01069
ERR1913163.4838772__1.4838772	820__A0A3E4W984__pssA
ERR1913163.4838914__1.4838914	820__A0A3E4RU03__M093_0563
ERR1913163.4838919__1.4838919	1796613__A0A1V0QDA8__A4V03_02465
ERR1913163.4839142__1.4839142	46506__B0NM94__HMPREF1181_03250
ERR1913163.4839168__1.4839168	204516__U6RAM4__HMPREF1534_03439
ERR1913163.4839193__1.4839193	47678__R5UAF6__ERS852494_02966
ERR1913163.4839224__1.4839224	820__A0A3E4IBC1__M094_0628
ERR1913163.4839269__1.4839269	821__A0A3E4WAR6__DXD64_10735
ERR1913163.4839313__1.4839313	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4839388__1.4839388	28111__R5K222__bglX_7
ERR1913163.4839501__1.4839501	28116__A0A1G6G396__DXD69_22115
ERR1913163.4839591__1.4839591	820__A0A3E4W4Y7__B5G17_02055
ERR1913163.4839607__1.4839607	1262924__R7HPX8__BN585_00310
ERR1913163.4839776__1.4839776	47678__R5USS6__C5Z00_03300
ERR1913163.4839973__1.4839973	28116__I8Y7V6__HMPREF1017_02728
ERR1913163.4840127__1.4840127	28111__R5JPF7__BACEGG_02051
ERR1913163.4840223__1.4840223	820__I9TWZ7__DXC80_10550
ERR1913163.4840314__1.4840314	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913163.4840410__1.4840410	820__A0A173WUD7__DXB48_08055
ERR1913163.4840555__1.4840555	820__A0A3E4RU03__M093_0563
ERR1913163.4840673__1.4840673	292800__G9YWZ8__A4U99_12635
ERR1913163.4840680__1.4840680	1550024__G9RNN5__TQ39_03430
ERR1913163.4840726__1.4840726	46506__R5K437__DXC34_00685
ERR1913163.4840735__1.4840735	28116__A7M0E3__AA414_00536
ERR1913163.4840952__1.4840952	28111__E5X237__NCTC11155_00628
ERR1913163.4841062__1.4841062	1262924__R7HRJ9__BN585_00557
ERR1913163.4841064__1.4841064	28111__E5X205__NCTC11155_00661
ERR1913163.4841241__1.4841241	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913163.4841248__1.4841248	821__A6L0C7__ERS852556_03520
ERR1913163.4841374__1.4841374	821__A6L0C7__ERS852556_03520
ERR1913163.4841478__1.4841478	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4841599__1.4841599	28111__E5X0Y0__HMPREF1016_02598
ERR1913163.4841640__1.4841640	28111__E5WUE9__NCTC11155_01729
ERR1913163.4841828__1.4841828	28111__E5WYC3__NCTC11155_03517
ERR1913163.4841831__1.4841831	1112008__GeneID:12978608
ERR1913163.4841930__1.4841930	823__A6LBY1__ERS852380_00510
ERR1913163.4842070__1.4842070	820__A0A139JRS5__HMPREF1073_04025
ERR1913163.4842081__1.4842081	28111__R5K5X6__NCTC11155_02508
ERR1913163.4842191__1.4842191	511969__GeneID:3959334
ERR1913163.4842368__1.4842368	1235835__R9LCU2__C814_02677
ERR1913163.4842717__1.4842717	106588__A6NXS6__BACCAP_03021
ERR1913163.4842792__1.4842792	28111__R5JUK8__NCTC11155_02515
ERR1913163.4842856__1.4842856	820__A0A139K4T0__ERS852510_03146
ERR1913163.4842887__1.4842887	821__A0A173XDD3__DXB82_17180
ERR1913163.4842921__1.4842921	487175__R5DYU5__HMPREF9439_02354
ERR1913163.4843036__1.4843036	821__A0A174NSU0__BVU_3144
ERR1913163.4843219__1.4843219	821__A0A396F598__CUU_3259
ERR1913163.4843398__1.4843398	820__A0A174VD39__DXD90_12235
ERR1913163.4843400__1.4843400	28111__R5K5Y3__BACEGG_03205
ERR1913163.4843526__1.4843526	818__A0A3E5HNR9__BSIG_1712
ERR1913163.4843604__1.4843604	821__R9HFW2__DXD01_00365
ERR1913163.4843783__1.4843783	1550024__G9RWE0__TQ39_04155
ERR1913163.4843869__1.4843869	47678__R5UXJ2__DW706_08325
ERR1913163.4844332__1.4844332	28111__E5X119__NCTC11155_02426
ERR1913163.4844561__1.4844561	28111__R5JN40__HMPREF1016_01803
ERR1913163.4844659__1.4844659	818__A0A3E5HVB7__Btheta7330_02386
ERR1913163.4844981__1.4844981	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4844998__1.4844998	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913163.4845054__1.4845054	821__A0A174WBC9__ERS852556_03145
ERR1913163.4845070__1.4845070	292800__A0A174N232__ADH75_10840
ERR1913163.4845524__1.4845524	820__A0A3E4WA06__ERS852554_03404
ERR1913163.4845557__1.4845557	47678__A5ZHJ2__DXB67_12405
ERR1913163.4845627__1.4845627	820__A0A396EXA7__DXB37_15530
ERR1913163.4845756__1.4845756	823__A6LEF3__ERS852560_01356
ERR1913163.4845734__1.4845734	820__A0A3E4VXP2__yesR
ERR1913163.4845940__1.4845940	544644__GCA_001915615.1_02344
ERR1913163.4845996__1.4845996	511969__GeneID:3959334
ERR1913163.4846010__1.4846010	28116__A0A1Y4Q112__evgS_13
ERR1913163.4846171__1.4846171	214856__R6Y6H8__ERS852447_01719
ERR1913163.4846252__1.4846252	28111__R5K5X6__NCTC11155_02508
ERR1913163.4846474__1.4846474	821__A0A0P0M3U7__DXB90_14325
ERR1913163.4846431__1.4846431	292800__H1C6M9__ERS852518_00105
ERR1913163.4846437__1.4846437	387090__S0F7Y3__BACCOPRO_02028
ERR1913163.4846495__1.4846495	47678__R5UER2__CGC64_00710
ERR1913163.4846598__1.4846598	820__A0A3E4G3J9__ERS852459_02265
ERR1913163.4846785__1.4846785	818__A0A0N7IB02__BT_3500
ERR1913163.4846861__1.4846861	374840__GeneID:2546403
ERR1913163.4847080__1.4847080	821__A0A174NSU0__BVU_3144
ERR1913163.4847081__1.4847081	821__A0A174NSU0__BVU_3144
ERR1913163.4847149__1.4847149	47678__A5ZG68__ERS852494_02968
ERR1913163.4847178__1.4847178	487175__R6A8J0__HMPREF9439_01209
ERR1913163.4847209__1.4847209	46506__R6AEZ1__BACSTE_01801
ERR1913163.4847476__1.4847476	28116__A7LXT7__HMPREF1070_00356
ERR1913163.4847441__1.4847441	47678__R5UU99__C5Z00_11925
ERR1913163.4847972__1.4847972	820__R9HVB9__DXC68_17285
ERR1913163.4847927__1.4847927	47678__R5UMC3__CGC64_08380
ERR1913163.4847990__1.4847990	1262924__R7HRI6__BN585_00824
ERR1913163.4848015__1.4848015	1112008__GeneID:12978697
ERR1913163.4848155__1.4848155	511969__GeneID:3959334
ERR1913163.4848552__1.4848552	820__A7V049__DXB48_04755
ERR1913163.4848604__1.4848604	47678__R5U7P3__DXB67_08985
ERR1913163.4848634__1.4848634	1262924__R7HML0__BN585_01508
ERR1913163.4848690__1.4848690	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.4848740__1.4848740	28111__E5WVZ4__NCTC11155_02635
ERR1913163.4848853__1.4848853	46506__S3YS03__DXC34_03445
ERR1913163.4848926__1.4848926	820__A0A3E4VZY4__ERS852554_01211
ERR1913163.4849039__1.4849039	214856__R6Y1K2__ERS852447_02306
ERR1913163.4849060__1.4849060	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4849371__1.4849371	47678__R5U3D5__DW706_05635
ERR1913163.4849481__1.4849481	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913163.4849647__1.4849647	47678__A5ZHL2__DXB67_12495
ERR1913163.4849715__1.4849715	820__A0A1Q6IDS8__chtA
ERR1913163.4849730__1.4849730	1550024__G9RPP6__ASJ35_08860
ERR1913163.4849738__1.4849738	28111__E5WYC3__NCTC11155_03517
ERR1913163.4849802__1.4849802	214856__A0A175A6T5__ERS852447_02658
ERR1913163.4849868__1.4849868	1099853__G9S612__NSB1T_01470
ERR1913163.4849925__1.4849925	47678__R5USS6__C5Z00_03300
ERR1913163.4850037__1.4850037	820__A0A173YYG4__evgS_3
ERR1913163.4850068__1.4850068	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913163.4850186__1.4850186	487175__R5DYL5__HMPREF9439_02351
ERR1913163.4850166__1.4850166	28111__E5X118__NCTC11155_02425
ERR1913163.4850172__1.4850172	47678__A5ZEA3__ERS852558_00257
ERR1913163.4850360__1.4850360	820__A0A174R952__DXB48_02570
ERR1913163.4850552__1.4850552	820__A0A139K5A6__DXB48_12175
ERR1913163.4850582__1.4850582	821__A0A0P0M6M0__M097_4734
ERR1913163.4850594__1.4850594	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.4850650__1.4850650	292800__H1C6M9__ERS852518_00105
ERR1913163.4850784__1.4850784	821__A0A395UNT8__DXD64_15275
ERR1913163.4850819__1.4850819	1262924__R7HNT3__BN585_00018
ERR1913163.4850839__1.4850839	28116__A0A1G6G428__SAMN05444282_1278
ERR1913163.4850875__1.4850875	328814__GCA_004558275.1_00100
ERR1913163.4851047__1.4851047	47678__I9EFP9__DXB67_08530
ERR1913163.4851064__1.4851064	47678__R5UUS9__ERS852558_01432
ERR1913163.4851170__1.4851170	28111__R5JSC9__HMPREF1016_01677
ERR1913163.4851187__1.4851187	47678__A5ZEA3__ERS852558_00257
ERR1913163.4851239__1.4851239	821__A0A174RA14__M099_1655
ERR1913163.4851291__1.4851291	28111__E5WYC3__NCTC11155_03517
ERR1913163.4851303__1.4851303	28116__A7LXU0__HMPREF1070_00358
ERR1913163.4851487__1.4851487	47678__I9EFP9__DXB67_08530
ERR1913163.4851494__1.4851494	820__A0A3E4PYB0__yejM
ERR1913163.4851498__1.4851498	820__A0A374QGD2__ERS852421_02382
ERR1913163.4851615__1.4851615	28111__E5WYC3__NCTC11155_03517
ERR1913163.4851703__1.4851703	823__A0A174PLE5__DXD05_03010
ERR1913163.4851718__1.4851718	28111__E5WZR2__HMPREF1016_02168
ERR1913163.4851778__1.4851778	820__A0A139K9Q2__DXD40_08795
ERR1913163.4851792__1.4851792	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.4851837__1.4851837	1262743__R5C054__BN727_01980
ERR1913163.4851874__1.4851874	214856__R6XUN2__rcsC_1
ERR1913163.4851975__1.4851975	820__A0A396EUU8__luxQ_3
ERR1913163.4851978__1.4851978	820__A0A3E4VZY4__ERS852554_01211
ERR1913163.4852034__1.4852034	214856__I3YPI7__pepD_1
ERR1913163.4852057__1.4852057	246787__A0A0P0GCR8__xynD_3
ERR1913163.4852088__1.4852088	292800__A0A174P641__tap_4
ERR1913163.4852143__1.4852143	820__A0A3E4W4Y7__B5G17_02055
ERR1913163.4852272__1.4852272	820__A0A3E4W9D9__B5G17_12400
ERR1913163.4852276__1.4852276	28111__E5X120__NCTC11155_02427
ERR1913163.4852277__1.4852277	820__R9I3N4__M093_0061
ERR1913163.4852352__1.4852352	47678__A5ZF31__DXB67_11050
ERR1913163.4852402__1.4852402	820__A0A174R952__DXB48_02570
ERR1913163.4852479__1.4852479	28111__E5X120__NCTC11155_02427
ERR1913163.4852673__1.4852673	28111__R5K5Y3__BACEGG_03205
ERR1913163.4852844__1.4852844	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4852941__1.4852941	46506__R6LDN0__HMPREF1181_03103
ERR1913163.4852963__1.4852963	28116__F7M1Q5__CUY_1584
ERR1913163.4853128__1.4853128	1550024__A0A0W7TUB9__TQ39_04420
ERR1913163.4853180__1.4853180	820__A0A173YYG4__evgS_3
ERR1913163.4853319__1.4853319	28111__E5WVZ4__NCTC11155_02635
ERR1913163.4853321__1.4853321	821__A0A174AYT0__DXC02_03530
ERR1913163.4853478__1.4853478	820__A0A174CG08__DXB62_13215
ERR1913163.4853971__1.4853971	820__A0A3E4RTP0__C801_01067
ERR1913163.4854074__1.4854074	28111__R5JTT9__BACEGG_01644
ERR1913163.4853995__1.4853995	1681__A0A0H2PRA3__DXC55_01735
ERR1913163.4854249__1.4854249	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.4854353__1.4854353	820__A7V9F9__B5G17_14640
ERR1913163.4854584__1.4854584	820__A0A3E4G3J9__ERS852459_02265
ERR1913163.4854585__1.4854585	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4854630__1.4854630	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4854810__1.4854810	820__A0A174F0C1__nreB
ERR1913163.4854767__1.4854767	1099853__U5CNI5__NSB1T_06225
ERR1913163.4854936__1.4854936	39490__U2PBH7__HMPREF0373_03331
ERR1913163.4855599__1.4855599	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4855611__1.4855611	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4855617__1.4855617	821__A0A174NM17__lacZ_6
ERR1913163.4855642__1.4855642	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4855658__1.4855658	1550024__A0A0D8IY45__ASJ35_05575
ERR1913163.4855689__1.4855689	1112008__GeneID:2777686
ERR1913163.4855819__1.4855819	821__A0A0P0LFP6__C5Z04_13890
ERR1913163.4855853__1.4855853	28111__R5JN40__HMPREF1016_01803
ERR1913163.4855880__1.4855880	1112008__GeneID:12978656
ERR1913163.4855916__1.4855916	818__D7IK38__ERS852430_03017
ERR1913163.4855930__1.4855930	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4856050__1.4856050	28111__E5WUU3__HMPREF1016_00520
ERR1913163.4856058__1.4856058	47678__R5U8Y1__BACCAC_02615
ERR1913163.4856171__1.4856171	821__A0A3E4HP25__SAMN04487923_102450
ERR1913163.4856272__1.4856272	820__A0A078STJ8__DXC68_04690
ERR1913163.4856309__1.4856309	28111__E5WYY8__HMPREF1016_01893
ERR1913163.4856374__1.4856374	820__A0A174QLF0__SAMN05444418_109151
ERR1913163.4856454__1.4856454	357276__I8WEY2__ABI39_04185
ERR1913163.4856548__1.4856548	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913163.4856608__1.4856608	820__A0A174KKV6__DXC07_02635
ERR1913163.4856624__1.4856624	544644__GCA_001915615.1_01853
ERR1913163.4856761__1.4856761	1262743__R5C054__BN727_01980
ERR1913163.4856738__1.4856738	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913163.4856789__1.4856789	821__A0A396F9T7__M097_3427
ERR1913163.4856946__1.4856946	28116__C3QN68__BACOVA_04250
ERR1913163.4857088__1.4857088	28111__E5X0X9__HMPREF1016_02597
ERR1913163.4857314__1.4857314	626932__G5H871__HMPREF9450_01131
ERR1913163.4857464__1.4857464	28111__R5JTT9__BACEGG_01644
ERR1913163.4857503__1.4857503	820__A0A3E4IBC1__M094_0628
ERR1913163.4857810__1.4857810	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4857938__1.4857938	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.4858070__1.4858070	1660__A7BB71__HMPREF0970_02152
ERR1913163.4858150__1.4858150	821__A0A0P0M6M0__M097_4734
ERR1913163.4858093__1.4858093	10726__GeneID:2777589
ERR1913163.4858342__1.4858342	821__A0A396F598__CUU_3259
ERR1913163.4858402__1.4858402	820__A0A3E4QZJ7__C801_01798
ERR1913163.4858434__1.4858434	820__A0A174CK74__DXB48_07060
ERR1913163.4858564__1.4858564	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4858585__1.4858585	544644__GCA_001915615.1_00447
ERR1913163.4858588__1.4858588	821__A0A3E4HP25__SAMN04487923_102450
ERR1913163.4858633__1.4858633	821__A0A174WBC9__ERS852556_03145
ERR1913163.4858688__1.4858688	28116__A7LS06__HMPREF2532_04668
ERR1913163.4858704__1.4858704	820__A0A173YYG4__evgS_3
ERR1913163.4858758__1.4858758	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913163.4858821__1.4858821	821__A0A173WG51__BVU_2549
ERR1913163.4858897__1.4858897	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4858887__1.4858887	820__A7V049__DXB48_04755
ERR1913163.4858912__1.4858912	820__A0A374MMF0__HMPREF1073_03811
ERR1913163.4859227__1.4859227	28111__E5WYC3__NCTC11155_03517
ERR1913163.4859243__1.4859243	544644__GCA_001915615.1_01030
ERR1913163.4859349__1.4859349	46506__A0A108TDB0__DXC34_12240
