ERR1913291.5__1.5	823__A0A174W1A8__panE
ERR1913291.631830__1.631830	1262882__R5MIQ8__BN519_01036
ERR1913291.631843__1.631843	821__A0A0P0LFP6__C5Z04_13890
ERR1913291.631967__1.631967	39491__A0A395ZF49__DXB69_05290
ERR1913291.631969__1.631969	28116__D4WJ30__DHW41_06080
ERR1913291.632103__1.632103	28117__R7JJM9__ALIPUT_00662
ERR1913291.632256__1.632256	39491__C4ZD70__LD38_03510
ERR1913291.632272__1.632272	820__A0A3E4RUC4__DHU98_02635
ERR1913291.632292__1.632292	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913291.632645__1.632645	28116__A7M344__BACOV975_04644
ERR1913291.632666__1.632666	28116__A0A1Y4PEX5__DXF98_25295
ERR1913291.632672__1.632672	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913291.632687__1.632687	246787__A0A3D6AQP8__AA416_04153
ERR1913291.632771__1.632771	1628085__A0A2U1B477__C7386_12136
ERR1913291.632790__1.632790	817__D1JSR5__M071_2945
ERR1913291.632750__1.632750	820__A7UYX8__DXD40_11635
ERR1913291.632894__1.632894	821__C6ZAA5__ERS852556_00403
ERR1913291.633079__1.633079	1263044__GCA_000433375.1_01436
ERR1913291.633095__1.633095	239935__A0A2N8I7W6__CXT90_04245
ERR1913291.633125__1.633125	301301__G2SZ66__RHOM_00485
ERR1913291.633274__1.633274	357276__A0A0M1W9N4__GV66_05135
ERR1913291.633327__1.633327	328814__GCA_004558275.1_02278
ERR1913291.633395__1.633395	821__A0A173XDD3__DXB82_17180
ERR1913291.633432__1.633432	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913291.633364__1.633364	28116__A0A1Y4PWN5__M088_3731
ERR1913291.633490__1.633490	821__A0A174JYD3__ERS852457_02610
ERR1913291.633534__1.633534	28116__R6DIL2__DXD69_10970
ERR1913291.633660__1.633660	28117__R7JH62__BHV66_05735
ERR1913291.633829__1.633829	821__A0A396FEL8__C5Z04_06030
ERR1913291.633746__1.633746	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.633877__1.633877	28116__I9TDA4__BACOV975_03134
ERR1913291.634158__1.634158	371601__A0A1H4AKU1__BXY_45200
ERR1913291.634205__1.634205	821__A0A174AYT0__DXC02_03530
ERR1913291.634304__1.634304	28116__F7L4N5__BACOVA_00137
ERR1913291.634553__1.634553	28116__E5CH94__NCTC11153_03344
ERR1913291.634570__1.634570	28116__I9SW74__BACOVA_04237
ERR1913291.634585__1.634585	821__A0A395UNT8__DXD64_15275
ERR1913291.634671__1.634671	821__A0A395UNT8__DXD64_15275
ERR1913291.634928__1.634928	487174__K0X393__DDY40_02525
ERR1913291.634952__1.634952	28116__A0A0J9IIV5__M089_5519
ERR1913291.635052__1.635052	853__A0A3E2V168__FAEPRAM212_00929
ERR1913291.635121__1.635121	28116__A0A1Y4PEX5__DXF98_25295
ERR1913291.635184__1.635184	166486__D4KUE4__ROSINTL182_08606
ERR1913291.635257__1.635257	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913291.635338__1.635338	821__A0A396ER29__ERS852457_02298
ERR1913291.635355__1.635355	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.635362__1.635362	28116__F7L4X5__M089_2857
ERR1913291.635374__1.635374	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913291.635470__1.635470	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.635706__1.635706	28116__A0A1Y4PH15__DXA80_17985
ERR1913291.635797__1.635797	39492__D4JTW7__EUBSIR_00859
ERR1913291.635730__1.635730	821__A0A396F9T7__M097_3427
ERR1913291.635890__1.635890	817__A0A0I9S4K8__AC141_04970
ERR1913291.635972__1.635972	371601__A0A1H4GP73__B5E50_17960
ERR1913291.636114__1.636114	674529__A0A174VGI6__DXB21_24075
ERR1913291.636166__1.636166	28116__A0A1Y4PVG3__imd
ERR1913291.636171__1.636171	28116__E5CH90__M089_2359
ERR1913291.636271__1.636271	821__A0A395UNT8__DXD64_15275
ERR1913291.636272__1.636272	28116__A7LUQ0__CUY_2205
ERR1913291.636437__1.636437	2108523__A0A2P2F4H9__LAWASA_905
ERR1913291.636795__1.636795	821__A0A174V2F3__NCTC10583_01474
ERR1913291.637005__1.637005	214856__A0A175A6T5__ERS852447_02658
ERR1913291.637028__1.637028	821__A0A395US34__C5Z04_18975
ERR1913291.637076__1.637076	556259__I0PYL9__BSGG_5205
ERR1913291.637139__1.637139	556259__E5C6L5__BSGG_0298
ERR1913291.637281__1.637281	33025__A0A395JA92__C8D73_108100
ERR1913291.637223__1.637223	1262743__R5C054__BN727_01980
ERR1913291.637398__1.637398	1263044__GCA_000433375.1_02948
ERR1913291.637405__1.637405	817__Q64W68__M125_1923
ERR1913291.637557__1.637557	28116__A7M019__HMPREF1070_01109
ERR1913291.637644__1.637644	1150298__A0A174MDL5__ERS852406_00648
ERR1913291.637658__1.637658	674529__R6VF01__DXB21_13480
ERR1913291.637665__1.637665	46503__R6WY21__DXB85_01605
ERR1913291.637761__1.637761	39492__D4JRM9__bglB_2
ERR1913291.637815__1.637815	821__A0A0P0M2J4__DXD46_10295
ERR1913291.637945__1.637945	28116__A0A1Y4Q119__DXD69_10975
ERR1913291.638040__1.638040	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913291.638055__1.638055	371601__A0A1H4GP73__B5E50_17960
ERR1913291.638144__1.638144	674529__A0A174PUY5__SAMN05444400_103201
ERR1913291.639012__1.639012	28116__A0A395W0G7__NCTC11153_02716
ERR1913291.639132__1.639132	28116__A0A395VZB9__Bovatus_03205
ERR1913291.639141__1.639141	820__A0A139K337__ERS852459_02375
ERR1913291.639259__1.639259	821__A0A174K302__CUU_3129
ERR1913291.639553__1.639553	357276__B6W1J2__BACDOR_03380
ERR1913291.639558__1.639558	371601__F7LA63__HMPREF1074_04288
ERR1913291.639930__1.639930	821__A0A174T998__DXB82_10860
ERR1913291.640364__1.640364	39491__A0A174LTW7__DXD13_08720
ERR1913291.640333__1.640333	418240__C6JFB3__ERS852523_02503
ERR1913291.640582__1.640582	39491__A0A395UZZ5__htpG_1
ERR1913291.640760__1.640760	1262882__R5MH81__BN519_00748
ERR1913291.640823__1.640823	39492__D4JQL8__ywpJ
ERR1913291.640831__1.640831	820__A0A139KH21__DXC80_01780
ERR1913291.640955__1.640955	338188__R6RT73__HMPREF1057_02828
ERR1913291.641151__1.641151	820__A0A3E4G3J9__ERS852459_02265
ERR1913291.641158__1.641158	28116__F7L8I3__M089_1421
ERR1913291.641232__1.641232	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913291.641361__1.641361	1796613__A0A1C7H6N8__ADH74_01350
ERR1913291.641430__1.641430	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913291.641548__1.641548	246787__A0A0P0GM17__BACCELL_03224
ERR1913291.641745__1.641745	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913291.641766__1.641766	357276__I9RHT4__EL88_09235
ERR1913291.641900__1.641900	387090__S0F8B2__BACCOPRO_02129
ERR1913291.641943__1.641943	166486__A0A173VSA0__ROSINTL182_06124
ERR1913291.641852__1.641852	821__A0A3E4WAR6__DXD64_10735
ERR1913291.641957__1.641957	1150298__A0A174QSP7__ERS852406_03088
ERR1913291.642074__1.642074	1262743__R5C054__BN727_01980
ERR1913291.642127__1.642127	487174__K0WTV8__DIT83_04385
ERR1913291.642191__1.642191	28116__R6JIR4__DXA80_14190
ERR1913291.642528__1.642528	360807__C0FVL1__ERS852392_00394
ERR1913291.642554__1.642554	28116__A0A1Y4Q112__evgS_13
ERR1913291.642636__1.642636	28116__I9ST00__M088_5588
ERR1913291.642810__1.642810	821__A0A174V2F3__NCTC10583_01474
ERR1913291.643055__1.643055	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913291.643194__1.643194	28116__I8YA07__C5Z02_15915
ERR1913291.643552__1.643552	46503__R6X3F9__DCY29_09585
ERR1913291.643637__1.643637	821__A0A173XDD3__DXB82_17180
ERR1913291.643619__1.643619	214856__R5UN64__ERS852447_02669
ERR1913291.643623__1.643623	1263044__GCA_000433375.1_01168
ERR1913291.643698__1.643698	487174__K0X3V7__DIT83_01400
ERR1913291.643892__1.643892	28117__B0MTY2__BHV66_06485
ERR1913291.643968__1.643968	28116__I9TDA4__BACOV975_03134
ERR1913291.643975__1.643975	28116__A0A395VZB9__Bovatus_03205
ERR1913291.644292__1.644292	28116__C3QMW5__M089_4133
ERR1913291.644310__1.644310	39492__D4JUR4__ERS852540_01427
ERR1913291.644464__1.644464	820__A0A174A6K0__M093_0079
ERR1913291.644793__1.644793	28116__R6JI94__ERS852555_01222
ERR1913291.644948__1.644948	1897011__A0A1Q6REU8__BHW41_04300
ERR1913291.644993__1.644993	246787__R6KUE5__BcellWH2_01117
ERR1913291.645232__1.645232	28116__F7LC60__AA414_00422
ERR1913291.645311__1.645311	28116__R6JI94__ERS852555_01222
ERR1913291.645407__1.645407	817__A0A2M9UV73__HMPREF1018_04087
ERR1913291.645393__1.645393	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913291.645550__1.645550	214856__A0A174ZZS1__ERS852559_01484
ERR1913291.645644__1.645644	821__R9HFW2__DXD01_00365
ERR1913291.645736__1.645736	246787__A0A0P0GR24__BcellWH2_03263
ERR1913291.646029__1.646029	28116__D7J6A7__NCTC11153_02798
ERR1913291.646132__1.646132	28116__I9ST00__M088_5588
ERR1913291.646204__1.646204	28116__A7M4E1__NCTC11153_01558
ERR1913291.646354__1.646354	39492__D4JRV7__EUBSIR_01513
ERR1913291.646450__1.646450	28116__I9ST00__M088_5588
ERR1913291.646591__1.646591	28116__E5CEE4__SAMN05444282_12363
ERR1913291.646667__1.646667	674529__A0A174P1K0__SAMN05444400_14316
ERR1913291.646668__1.646668	28116__A0A1Y4Q119__DXD69_10975
ERR1913291.647028__1.647028	28116__A7LXT7__HMPREF1070_00356
ERR1913291.647102__1.647102	39491__A0A395ZJZ1__LD38_01870
ERR1913291.647118__1.647118	1262911__R6GJ95__BN557_01617
ERR1913291.647204__1.647204	820__A0A3E4WA06__ERS852554_03404
ERR1913291.647154__1.647154	820__A0A174M9V5__M093_0237
ERR1913291.647237__1.647237	39492__D4JX40__EUBSIR_00020
ERR1913291.647260__1.647260	28116__C3QMW4__BACOVA_04147
ERR1913291.647305__1.647305	28116__F7L4N5__BACOVA_00137
ERR1913291.647314__1.647314	28116__A0A1Y4Q112__evgS_13
ERR1913291.647318__1.647318	291645__I9SGK8__HMPREF1068_00004
ERR1913291.647321__1.647321	214856__R6YBX3__msbA_2
ERR1913291.647435__1.647435	246787__A0A108TE61__HMPREF1062_02205
ERR1913291.647574__1.647574	1263107__GCA_000436995.1_00213
ERR1913291.647662__1.647662	28118__R6FY14__NCTC10826_00745
ERR1913291.647705__1.647705	28116__A7LXU0__HMPREF1070_00358
ERR1913291.647779__1.647779	387090__S0F7Y3__BACCOPRO_02028
ERR1913291.648048__1.648048	1150298__R7JQR1__sipW
ERR1913291.648165__1.648165	246787__A0A3D6AV26__BcellWH2_02579
ERR1913291.648199__1.648199	1262882__R5MHQ8__BN519_00707
ERR1913291.648253__1.648253	246787__A0A3D6AV26__BcellWH2_02579
ERR1913291.648349__1.648349	246787__A0A3D6AWJ7__AA416_00506
ERR1913291.648472__1.648472	39492__D4JSS9__btuF
ERR1913291.648476__1.648476	823__E1YSG0__DHP27_00465
ERR1913291.648551__1.648551	1965660__A0A1Y3SFA7__B5G34_05840
ERR1913291.648820__1.648820	333367__C0D6P1__CLOSTASPAR_04938
ERR1913291.648795__1.648795	820__A0A174QLF0__SAMN05444418_109151
ERR1913291.648896__1.648896	301301__A0A395V7P2__ERS852391_05080
ERR1913291.648930__1.648930	28116__A0A395W0G7__NCTC11153_02716
ERR1913291.648943__1.648943	39485__R5ZZA6__ERS852490_00168
ERR1913291.649028__1.649028	371601__C3R2J2__ERS852396_04353
ERR1913291.649045__1.649045	410072__A0A174QX27__murE_2
ERR1913291.649130__1.649130	28116__I8YA52__M088_0798
ERR1913291.649151__1.649151	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913291.649320__1.649320	28116__A0A1Y4PWE4__M089_4352
ERR1913291.649337__1.649337	821__A0A174JYD3__ERS852457_02610
ERR1913291.649341__1.649341	387090__S0F7Y3__BACCOPRO_02028
ERR1913291.649351__1.649351	28116__A0A1Y4Q119__DXD69_10975
ERR1913291.649859__1.649859	246787__R6K7I2__BcellWH2_03256
ERR1913291.649951__1.649951	817__D1JUF9__M116_3651
ERR1913291.649916__1.649916	204516__U6RAM4__HMPREF1534_03439
ERR1913291.650169__1.650169	28116__F7LC60__AA414_00422
ERR1913291.650212__1.650212	1262743__R5C054__BN727_01980
ERR1913291.650265__1.650265	28116__A0A395W017__HMPREF1017_03721
ERR1913291.650328__1.650328	28116__A7LYG5__M089_5828
ERR1913291.650340__1.650340	39492__D4JQX3__EUBSIR_01310
ERR1913291.650384__1.650384	28117__B0MXL6__ALIPUT_01851
ERR1913291.650490__1.650490	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.650512__1.650512	28116__I9SW74__BACOVA_04237
ERR1913291.650521__1.650521	821__A0A397WGD6__M098_0084
ERR1913291.650579__1.650579	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913291.650634__1.650634	28116__A7LUQ0__CUY_2205
ERR1913291.650662__1.650662	823__A0A395Z0N9__DHW69_05890
ERR1913291.650683__1.650683	39492__B0MM84__lgt
ERR1913291.650718__1.650718	28116__C3QMW5__M089_4133
ERR1913291.650738__1.650738	1150298__A0A174GJF6__bglX_2
ERR1913291.650786__1.650786	1897011__A0A1Q6RE83__BHW41_04925
ERR1913291.650957__1.650957	821__A0A395UNT8__DXD64_15275
ERR1913291.650976__1.650976	28116__A7LS02__DXF98_24100
ERR1913291.651041__1.651041	1263044__GCA_000433375.1_03553
ERR1913291.651153__1.651153	1099853__R7DGD2__NSB1T_01240
ERR1913291.651192__1.651192	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913291.651253__1.651253	410072__A0A174AQ98__COPCOM_03377
ERR1913291.651413__1.651413	387090__S0F7Y3__BACCOPRO_02028
ERR1913291.651427__1.651427	28116__A0A3D2LWY1__ERS852555_01619
ERR1913291.651453__1.651453	204516__U6RAM4__HMPREF1534_03439
ERR1913291.651512__1.651512	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913291.651560__1.651560	28116__I8YA52__M088_0798
ERR1913291.651577__1.651577	28117__R7JIJ8__BHV66_01635
ERR1913291.651607__1.651607	28116__I9SW74__BACOVA_04237
ERR1913291.651657__1.651657	239935__A0A2N8IXN0__CXT95_01765
ERR1913291.651730__1.651730	28118__R6F891__NCTC10826_02656
ERR1913291.651703__1.651703	301301__G2T5Z5__RHOM_15985
ERR1913291.651776__1.651776	28116__F7L4N5__BACOVA_00137
ERR1913291.651895__1.651895	820__A0A174FUG6__DXC91_11265
ERR1913291.651968__1.651968	1262743__R5C054__BN727_01980
ERR1913291.652075__1.652075	821__A0A3E4HP25__SAMN04487923_102450
ERR1913291.652112__1.652112	28116__A7M344__BACOV975_04644
ERR1913291.652286__1.652286	487174__K0X4Y9__DDY40_09115
ERR1913291.652321__1.652321	106588__A6NUL8__BACCAP_01900
ERR1913291.652433__1.652433	1897011__A0A1Q6RGB6__BHW41_02790
ERR1913291.652448__1.652448	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913291.652514__1.652514	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.652548__1.652548	28116__A0A1Y4PIA6__BACOV975_04529
ERR1913291.652558__1.652558	301301__A0A395V8E1__RHOM_11160
ERR1913291.652624__1.652624	821__A0A396F1N0__M099_1553
ERR1913291.652638__1.652638	39491__A0A396FKI6__mltF
ERR1913291.652654__1.652654	28116__A7M019__HMPREF1070_01109
ERR1913291.652812__1.652812	28116__F7M1Q5__CUY_1584
ERR1913291.652889__1.652889	1263044__GCA_000433375.1_02948
ERR1913291.652922__1.652922	817__Q64RY5__M122_2555
ERR1913291.653041__1.653041	820__A0A174F696__macB_13
ERR1913291.653080__1.653080	823__D7IT19__DHP27_03495
ERR1913291.653128__1.653128	817__A0A1C0W965__HMPREF1056_03052
ERR1913291.653291__1.653291	1262743__R5C054__BN727_01980
ERR1913291.653460__1.653460	28116__C3QMW5__M089_4133
ERR1913291.653486__1.653486	33025__A0A395J8P0__C8D73_1144
ERR1913291.653582__1.653582	214856__R6YD52__ERS852447_02171
ERR1913291.653639__1.653639	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.653670__1.653670	823__A0A355XPA0__DXB14_05710
ERR1913291.653707__1.653707	39491__A0A396FJJ9__DXB76_11995
ERR1913291.653691__1.653691	853__A0A174BZY1__xerD_1
ERR1913291.654074__1.654074	1262882__R5N048__BN519_00502
ERR1913291.654128__1.654128	487174__K0X3L3__DDY40_11345
ERR1913291.654488__1.654488	1897011__A0A1Q6RE59__BHW41_04605
ERR1913291.654498__1.654498	487174__K0XDI7__DIT83_12065
ERR1913291.654554__1.654554	821__A0A173XDD3__DXB82_17180
ERR1913291.654716__1.654716	674529__R6V7P0__SAMN05444400_102331
ERR1913291.654764__1.654764	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913291.654786__1.654786	28116__I8YA07__C5Z02_15915
ERR1913291.654837__1.654837	214856__R6Z5D0__resA_4
ERR1913291.655005__1.655005	28116__R6JI94__ERS852555_01222
ERR1913291.654947__1.654947	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913291.655031__1.655031	1150298__A0A174R918__ERS852535_01749
ERR1913291.655036__1.655036	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913291.655348__1.655348	28116__A0A1Y4PWE4__M089_4352
ERR1913291.655447__1.655447	410072__C0B733__ERS852525_00482
ERR1913291.655506__1.655506	28116__D4WPD7__HMPREF1069_02183
ERR1913291.655515__1.655515	39492__A0A174ZG93__EUBSIR_00254
ERR1913291.655583__1.655583	28116__C3QMW5__M089_4133
ERR1913291.655727__1.655727	371601__F7LYR1__DXD03_13150
ERR1913291.655748__1.655748	39492__D4JVZ6__truB
ERR1913291.655894__1.655894	818__A0A139JW76__BJP75_002555
ERR1913291.655976__1.655976	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.655928__1.655928	820__A0A174TRB5__DXD40_11305
ERR1913291.656014__1.656014	39492__R6RT40__prkC_3
ERR1913291.656171__1.656171	28117__B0MXU6__ALIPUT_01958
ERR1913291.656193__1.656193	371601__F7LA63__HMPREF1074_04288
ERR1913291.656273__1.656273	371601__C3R2J2__ERS852396_04353
ERR1913291.656464__1.656464	820__A0A174QT76__B5G17_18060
ERR1913291.656486__1.656486	28116__A0A139KS89__HMPREF2532_04387
ERR1913291.656495__1.656495	28116__A0A395W0G7__NCTC11153_02716
ERR1913291.656686__1.656686	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913291.656695__1.656695	28116__A7M0H0__DXA80_15290
ERR1913291.656727__1.656727	28116__A0A395VUS9__DXD69_03560
ERR1913291.656933__1.656933	1262911__R6H2J2__BN557_01228
ERR1913291.657106__1.657106	1262743__R5C054__BN727_01980
ERR1913291.657191__1.657191	28116__C3QMW5__M089_4133
ERR1913291.657214__1.657214	28116__A0A1Y4Q367__ERS852555_04706
ERR1913291.657408__1.657408	1262882__R5MQ68__BN519_01178
ERR1913291.657530__1.657530	1897011__A0A1Q6RD70__BHW41_05845
ERR1913291.657976__1.657976	817__A0A149NCG3__M134_4715
ERR1913291.658027__1.658027	310298__B3JQJ5__BACCOP_04231
ERR1913291.658031__1.658031	821__A0A174WBC9__ERS852556_03145
ERR1913291.658002__1.658002	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913291.658117__1.658117	28116__A0A078QF71__HMPREF1070_01231
ERR1913291.658123__1.658123	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.658288__1.658288	371601__F7LYR1__DXD03_13150
ERR1913291.658604__1.658604	28116__A7M4E1__NCTC11153_01558
ERR1913291.658606__1.658606	818__D7IK38__ERS852430_03017
ERR1913291.658664__1.658664	301301__A0A173YZL6__RHOM_00815
ERR1913291.658649__1.658649	823__A0A355XJ56__DDY96_07685
ERR1913291.658738__1.658738	239935__R6J5N6__CXT99_10770
ERR1913291.658978__1.658978	28116__A7LS06__HMPREF2532_04668
ERR1913291.659013__1.659013	246787__E2N7G0__resA_6
ERR1913291.659020__1.659020	39492__D4JR58__EUBSIR_02090
ERR1913291.659051__1.659051	239935__A0A2N8IUK0__CXU01_07370
ERR1913291.659104__1.659104	28116__A7M018__M089_5540
ERR1913291.659124__1.659124	28116__F7LC60__AA414_00422
ERR1913291.659166__1.659166	214856__I3YMB7__Alfi_1811
ERR1913291.659201__1.659201	360807__A0A173SE91__murR
ERR1913291.659206__1.659206	239935__A0A2N8IVK9__CXU08_03750
ERR1913291.659275__1.659275	28116__E5C5U2__HMPREF2532_02418
ERR1913291.659259__1.659259	821__U6RDC2__DXD46_15675
ERR1913291.659534__1.659534	821__D4VD59__BHV80_04260
ERR1913291.659707__1.659707	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913291.659834__1.659834	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913291.660065__1.660065	28116__R6DIL2__DXD69_10970
ERR1913291.660104__1.660104	821__A0A0P0LQT3__DXC03_05050
ERR1913291.660267__1.660267	360807__A0A0M6X0S9__RIL183_10591
ERR1913291.660347__1.660347	853__A0A173YYY4__DWZ04_09420
ERR1913291.660416__1.660416	817__A0A016CCS1__CQW33_01259
ERR1913291.660371__1.660371	823__A0A355XJ56__DDY96_07685
ERR1913291.660508__1.660508	1796613__A0A1C7H6N8__ADH74_01350
ERR1913291.660447__1.660447	821__A0A173XDD3__DXB82_17180
ERR1913291.660565__1.660565	33025__A0A395J8P0__C8D73_1144
ERR1913291.660770__1.660770	1262743__R5C054__BN727_01980
ERR1913291.660800__1.660800	1262992__R5D224__BN795_00203
ERR1913291.660779__1.660779	357276__A0A076ISJ4__B5F95_19420
ERR1913291.660851__1.660851	371601__G1UK36__HMPREF1074_03496
ERR1913291.660890__1.660890	820__A0A174F0C1__nreB
ERR1913291.660904__1.660904	39492__B0MNL5__phoR_1
ERR1913291.660911__1.660911	214856__I3YMB7__Alfi_1811
ERR1913291.660977__1.660977	823__A0A355XLT7__HMPREF1075_03402
ERR1913291.661034__1.661034	28116__A7LXU0__HMPREF1070_00358
ERR1913291.661129__1.661129	28116__A7LYG5__M089_5828
ERR1913291.661176__1.661176	821__A0A0P0L952__M097_4235
ERR1913291.661208__1.661208	214856__I3YMC8__ERS852447_02666
ERR1913291.661228__1.661228	1262911__R6HIJ8__BN557_01742
ERR1913291.661255__1.661255	371601__F7LYR1__DXD03_13150
ERR1913291.661338__1.661338	556259__E5C8S0__BSGG_1769
ERR1913291.661350__1.661350	821__C6ZAA5__ERS852556_00403
ERR1913291.661359__1.661359	28116__A7LS06__HMPREF2532_04668
ERR1913291.661388__1.661388	357276__I9R994__BACDOR_04044
ERR1913291.661518__1.661518	39492__D4MIY5__EUBSIR_00233
ERR1913291.661601__1.661601	39491__A0A396FP46__cobD_2
ERR1913291.661622__1.661622	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.661692__1.661692	39492__D4MIY5__EUBSIR_00233
ERR1913291.661711__1.661711	823__A0A355XF06__B5F32_11480
ERR1913291.661929__1.661929	1550024__A0A3B9WEL2__TQ39_11090
ERR1913291.662014__1.662014	853__A0A2A7ATM9__DWZ89_13645
ERR1913291.662267__1.662267	1262992__R5D5B1__BN795_00105
ERR1913291.662367__1.662367	28116__A0A139LKF7__DXA80_16100
ERR1913291.662488__1.662488	817__Q64N43__HMPREF1205_01348
ERR1913291.662712__1.662712	28116__E5CEE4__SAMN05444282_12363
ERR1913291.662829__1.662829	821__A0A396F9T7__M097_3427
ERR1913291.662835__1.662835	33025__A0A395JEP7__C8D73_10844
ERR1913291.662883__1.662883	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913291.663029__1.663029	40520__A0A395ZVL9__DXD81_13855
ERR1913291.663043__1.663043	39492__D4JRM9__bglB_2
ERR1913291.663089__1.663089	74426__nifJ
ERR1913291.663149__1.663149	410072__A0A174IE93__DXD67_12120
ERR1913291.663155__1.663155	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913291.663401__1.663401	28116__I8YA52__M088_0798
ERR1913291.663536__1.663536	1150298__A0A174J629__ERS852498_00833
ERR1913291.663684__1.663684	823__A0A174GGT1__queG
ERR1913291.663687__1.663687	853__A0A173XRA8__CGS56_09290
ERR1913291.663826__1.663826	371601__A0A139LNL6__ERS852396_04350
ERR1913291.663904__1.663904	28116__A0A1Y4Q112__evgS_13
ERR1913291.663995__1.663995	853__A8SGX8__C4N21_08625
ERR1913291.664048__1.664048	28116__E5C5U2__HMPREF2532_02418
ERR1913291.664090__1.664090	28116__A7LXT4__DXF98_03755
ERR1913291.664098__1.664098	28116__I9TDA4__BACOV975_03134
ERR1913291.664067__1.664067	1263000__R5EC87__BN466_00713
ERR1913291.664264__1.664264	39492__D4JRM9__bglB_2
ERR1913291.664314__1.664314	28116__A0A396DFW5__C5Z02_07010
ERR1913291.664341__1.664341	487174__K0X6A4__HMPREF9448_00105
ERR1913291.664492__1.664492	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.664510__1.664510	817__E1WUT9__M130_1844
ERR1913291.664613__1.664613	820__A0A139KH21__DXC80_01780
ERR1913291.664775__1.664775	820__A0A174R952__DXB48_02570
