ERR1913279.29__1.29	363265__G6AYV3__HMPREF0673_01814
ERR1913279.728241__1.728241	28117__B0MUB3__ALIPUT_00727
ERR1913279.728318__1.728318	39492__D4JRV7__EUBSIR_01513
ERR1913279.728453__1.728453	1263006__R6LJG8__BN515_01754
ERR1913279.728539__1.728539	1550024__G9RP69__ASJ35_11625
ERR1913279.728632__1.728632	1680__A0A173YLK6__BAD_0868
ERR1913279.728727__1.728727	1680__A0A0C2VBJ4__birA
ERR1913279.728782__1.728782	1262911__R6HG37__BN557_01341
ERR1913279.728799__1.728799	630129__A0A087AYI4__BBKW_1921
ERR1913279.728834__1.728834	39492__D4JVC7__yfgF
ERR1913279.728917__1.728917	239935__A0A2N8IRL2__CXU06_01170
ERR1913279.729166__1.729166	1550024__G9RZG5__TQ39_11180
ERR1913279.729308__1.729308	626940__E8LGB4__DCQ00_00235
ERR1913279.729450__1.729450	1262736__R5YCY9__BN496_00487
ERR1913279.729462__1.729462	216816__D6DCR3__APC1464_1142
ERR1913279.729543__1.729543	820__A0A3E4WA06__ERS852554_03404
ERR1913279.729576__1.729576	394340__yghB
ERR1913279.729724__1.729724	820__R7E9Z4__DXC68_06065
ERR1913279.729758__1.729758	214856__A0A174G1M7__ERS852559_00594
ERR1913279.730023__1.730023	214856__I3YPP0__ERS852447_01388
ERR1913279.730052__1.730052	28117__B0MVL5__BHV66_01660
ERR1913279.730059__1.730059	28117__B0MSR5__BHV66_02095
ERR1913279.730279__1.730279	74426__sufB
ERR1913279.730356__1.730356	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913279.730360__1.730360	214856__A0A174FW22__ERS852447_02437
ERR1913279.730395__1.730395	214856__A0A174A1J3__ERS852447_01000
ERR1913279.730465__1.730465	246787__I8V2S2__BACCELL_02524
ERR1913279.730525__1.730525	823__D0TJX4__M095_1560
ERR1913279.730571__1.730571	1262743__R5C054__BN727_01980
ERR1913279.730669__1.730669	239935__A0A2N8ITX2__CXT86_11265
ERR1913279.730841__1.730841	28026__A0A267WNN6__menA
ERR1913279.730872__1.730872	1680__A0A1X2ZFB6__AD0028_0856
ERR1913279.730902__1.730902	28117__R7JIJ8__BHV66_01635
ERR1913279.730996__1.730996	357276__A0A076J0Y3__IY41_06810
ERR1913279.731040__1.731040	40518__R5E2F3__artQ
ERR1913279.731098__1.731098	28117__R7JG17__ALIPUT_01859
ERR1913279.731133__1.731133	820__A0A374QGD2__ERS852421_02382
ERR1913279.731172__1.731172	1262924__R7HPZ6__BN585_00681
ERR1913279.731221__1.731221	820__A0A374MMF0__HMPREF1073_03811
ERR1913279.731231__1.731231	1965537__A0A1Y4WMR9__B5E42_08475
ERR1913279.731288__1.731288	28117__B0MU58__BHV66_05630
ERR1913279.731349__1.731349	817__A0A0E2SZL0__M100_0905
ERR1913279.731312__1.731312	28116__A7LYG5__M089_5828
ERR1913279.731378__1.731378	1263006__R6LLP6__BN515_01041
ERR1913279.731452__1.731452	1262989__R6ZIJ7__BN815_01511
ERR1913279.731519__1.731519	47678__A5ZI88__BACCAC_02617
ERR1913279.731597__1.731597	39491__A0A395ZEN3__DXD95_12655
ERR1913279.731642__1.731642	28117__B0MYI9__BHV66_05415
ERR1913279.731774__1.731774	357276__A0A076INK2__BSEG_04225
ERR1913279.731875__1.731875	626932__G5H6M5__HMPREF9450_00585
ERR1913279.732000__1.732000	360807__A0A0M6X184__ERS852392_03203
ERR1913279.732028__1.732028	626932__G5H617__HMPREF9450_00377
ERR1913279.732039__1.732039	40518__R5DUU0__DXD93_03985
ERR1913279.732221__1.732221	172901__A0A2U1AVU0__C8D82_11776
ERR1913279.732339__1.732339	1550024__A0A0W7TTG8__TQ39_11315
ERR1913279.732363__1.732363	39492__D4JSS2__EUBSIR_00553
ERR1913279.732648__1.732648	39491__D6E118__DXB69_05765
ERR1913279.732813__1.732813	116085__D4J6Y2__DW747_12995
ERR1913279.732978__1.732978	1680__A7A4N3__ERS852382_00779
ERR1913279.733049__1.733049	214856__I3YPQ0__ERS852447_01379
ERR1913279.733218__1.733218	214856__I3YPP0__ERS852447_01388
ERR1913279.733400__1.733400	357276__I8WPR6__EL88_06675
ERR1913279.733436__1.733436	46228__V8BLW9__DXD17_14090
ERR1913279.733453__1.733453	649756__D4MTX1__DCR88_05080
ERR1913279.733682__1.733682	1262911__R6GPX9__BN557_00406
ERR1913279.733780__1.733780	487174__K0XF08__DDY40_09050
ERR1913279.733828__1.733828	28117__B0MSS1__ALIPUT_00273
ERR1913279.733971__1.733971	39492__D4JUD7__EUBSIR_01877
ERR1913279.733935__1.733935	39492__D4JU67__EUBSIR_00791
ERR1913279.734017__1.734017	820__R9HXK9__DXB62_08265
ERR1913279.734029__1.734029	626940__E8LE57__HMPREF9443_01128
ERR1913279.734049__1.734049	214856__A0A174A257__ERS852447_01007
ERR1913279.734498__1.734498	1262989__R6YRY7__BN815_00276
ERR1913279.734512__1.734512	28116__A0A1Y4PNX5__DXF98_26515
ERR1913279.734521__1.734521	301302__A0A173TNM6__luxQ
ERR1913279.734583__1.734583	214856__I3YPN3__ERS852447_01395
ERR1913279.734625__1.734625	214856__I3YPP0__ERS852447_01388
ERR1913279.734786__1.734786	39492__D4JX40__EUBSIR_00020
ERR1913279.734824__1.734824	820__A0A374Q854__HMPREF1073_03281
ERR1913279.734887__1.734887	1262924__R7HKP8__BN585_01113
ERR1913279.734928__1.734928	2108523__A0A2P2F3W3__LAWASA_692
ERR1913279.735082__1.735082	817__E1WPG4__M133_4264
ERR1913279.735128__1.735128	626940__E8LFV0__DCQ00_04535
ERR1913279.735478__1.735478	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913279.735764__1.735764	39492__A0A174ZHV5__msbA_2
ERR1913279.735783__1.735783	820__A0A139K1Y6__DXB48_02610
ERR1913279.735983__1.735983	28117__B0MXU6__ALIPUT_01958
ERR1913279.735910__1.735910	1235835__R9LCU2__C814_02677
ERR1913279.735932__1.735932	214856__A0A174A0R8__ERS852447_00998
ERR1913279.736296__1.736296	39492__D4JV38__EUBSIR_01205
ERR1913279.736353__1.736353	28117__B0MU76__ALIPUT_00202
ERR1913279.736369__1.736369	28117__B0MY40__BHV66_05170
ERR1913279.736396__1.736396	165179__A0A3E5DX33__PREVCOP_05190
ERR1913279.736454__1.736454	28117__B0MZ50__ALIPUT_02424
ERR1913279.736717__1.736717	820__A0A3E4G8F8__ERS852421_01645
ERR1913279.737076__1.737076	818__A0A0P0F2P7__BT_1771
ERR1913279.737322__1.737322	821__E5UY21__C800_02204
ERR1913279.737468__1.737468	818__A0A174VV39__BT_3492
ERR1913279.737513__1.737513	28052__R7NAP6__ERS852499_01969
ERR1913279.737666__1.737666	371601__A0A1H4GP73__B5E50_17960
ERR1913279.737726__1.737726	28117__B0MT86__BHV66_02450
ERR1913279.737803__1.737803	28116__A0A078Q626__HMPREF1070_02735
ERR1913279.737839__1.737839	1550024__G9RZN9__ASJ35_05735
ERR1913279.737953__1.737953	817__A0A015NVK9__HMPREF1204_01972
ERR1913279.737974__1.737974	47678__R5UER2__CGC64_00710
ERR1913279.738124__1.738124	1262882__R5N1N6__BN519_00968
ERR1913279.738320__1.738320	1262743__R5C054__BN727_01980
ERR1913279.738381__1.738381	214856__I3YMN6__Alfi_1938
ERR1913279.738555__1.738555	28117__B0MXG8__ALIPUT_01814
ERR1913279.738624__1.738624	823__A0A173RD26__B5F32_03910
ERR1913279.738702__1.738702	626940__E8LCR5__BN587_00836
ERR1913279.738714__1.738714	820__A0A078STJ8__DXC68_04690
ERR1913279.738751__1.738751	487174__K0WYC5__HMPREF9448_01493
ERR1913279.738763__1.738763	671232__A0A0E2J836__Q615_SPAC00113G0300
ERR1913279.738779__1.738779	328814__GCA_004558275.1_00235
ERR1913279.738801__1.738801	28117__B0MU76__ALIPUT_00202
ERR1913279.738960__1.738960	10680__GeneID:1261100
ERR1913279.739070__1.739070	239935__A0A2N8IU14__ADH72_05655
ERR1913279.739132__1.739132	40520__A0A3E4FDF5__DXD81_16960
ERR1913279.739345__1.739345	46228__V8CF50__tig
ERR1913279.739427__1.739427	820__I9TWZ7__DXC80_10550
ERR1913279.739816__1.739816	1432052__A0A1E3UEK7__BEI62_21360
ERR1913279.739946__1.739946	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913279.740029__1.740029	39492__D4JW28__spoVFA
ERR1913279.740132__1.740132	214856__A0A174ZEW0__ERS852447_00985
ERR1913279.740135__1.740135	820__A0A174CG08__DXB62_13215
ERR1913279.740145__1.740145	28117__B0MTD2__ALIPUT_00428
ERR1913279.740243__1.740243	39492__D4JT87__clpC
ERR1913279.740386__1.740386	1262929__R6F594__BN691_01450
ERR1913279.740389__1.740389	818__Q8A3A6__Btheta7330_00071
ERR1913279.740433__1.740433	820__A0A3E4G2R7__DXC07_00510
ERR1913279.740625__1.740625	458033__GCA_001482755.1_02203
ERR1913279.740951__1.740951	47678__A5ZB44__C5Z00_17730
ERR1913279.741477__1.741477	820__A0A3E4FWC8__DXC91_14635
ERR1913279.741625__1.741625	28117__B0MUL5__ALIPUT_00722
ERR1913279.741578__1.741578	33039__D4M1V4__RTO_04530
ERR1913279.741662__1.741662	374840__GeneID:2546403
ERR1913279.741888__1.741888	28117__B0MUL5__ALIPUT_00722
ERR1913279.741895__1.741895	328814__GCA_004558275.1_00018
ERR1913279.741965__1.741965	1550024__A0A0D8IVH7__TQ39_18980
ERR1913279.742142__1.742142	39492__D4JS87__EUBSIR_02328
ERR1913279.742148__1.742148	39491__A0A396FGM9__fliU_1
ERR1913279.742555__1.742555	46228__V8CAY6__HMPREF1202_00567
ERR1913279.742624__1.742624	363265__R6F4I0__HMPREF0673_00778
ERR1913279.742636__1.742636	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913279.742858__1.742858	214856__A0A174H3U9__ERS852559_00612
ERR1913279.742923__1.742923	165179__R6CNX7__DXB80_02200
ERR1913279.742946__1.742946	823__A0A069S0G2__DXB14_03195
ERR1913279.742961__1.742961	39492__R6RT40__prkC_3
ERR1913279.743082__1.743082	165179__A0A3E5DZD8__DXB80_09150
ERR1913279.743148__1.743148	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913279.743183__1.743183	216816__E8MW20__DD674_07905
ERR1913279.743396__1.743396	387661__R6WWH2__HMPREF1077_01384
ERR1913279.743408__1.743408	74426__group_4808
ERR1913279.743546__1.743546	47678__A5ZI88__BACCAC_02617
ERR1913279.743715__1.743715	214856__I3YPP2__Alfi_2700
ERR1913279.743995__1.743995	458033__GCA_001482755.1_02203
ERR1913279.743996__1.743996	88431__A0A3D0EYE9__rafA
ERR1913279.744149__1.744149	39485__A0A174Z2N7__EUBELI_02062
ERR1913279.744174__1.744174	239935__A0A2N8I3G2__CXT89_00720
ERR1913279.744295__1.744295	1550024__A0A0W7TTG8__TQ39_11315
ERR1913279.744547__1.744547	820__A0A139K8X8__DXC80_17665
ERR1913279.744730__1.744730	1965576__A0A1Y4LGY5__B5F19_11080
ERR1913279.744741__1.744741	1262889__R7HE38__BN634_00931
ERR1913279.744831__1.744831	853__A0A2A7B1Y7__C7K05_11930
ERR1913279.744938__1.744938	820__A0A3E4G3J9__ERS852459_02265
ERR1913279.745126__1.745126	214856__R6XS46__ERS852559_00812
ERR1913279.745230__1.745230	1262929__R6EUZ3__BN691_01356
ERR1913279.745262__1.745262	556259__I0PYM3__BSGG_5385
ERR1913279.745295__1.745295	1262929__R6EU29__BN691_01068
ERR1913279.745318__1.745318	82688__A0A0R1Q9F4__FD45_GL001286
ERR1913279.745461__1.745461	28117__B0MWH8__BHV66_01330
ERR1913279.745542__1.745542	139870__GeneID:2717121
ERR1913279.745555__1.745555	28116__A0A3D2LPA1__CUY_3388
ERR1913279.745567__1.745567	820__A0A139K1Y6__DXB48_02610
ERR1913279.745640__1.745640	301302__A0A173TZN3__M72_00321
ERR1913279.745674__1.745674	28117__B0MTY2__BHV66_06485
ERR1913279.745680__1.745680	39492__D4JRZ7__smc
ERR1913279.745632__1.745632	165179__A0A174W369__PREVCOP_04548
ERR1913279.745719__1.745719	820__A0A3E4G2R7__DXC07_00510
ERR1913279.745748__1.745748	40518__R5DY73__DXD86_02865
ERR1913279.745806__1.745806	214856__A0A174ZJU0__ERS852559_00619
ERR1913279.745833__1.745833	39492__A0A174ZYY6__EUBSIR_02510
ERR1913279.745852__1.745852	147206__GCF_000156215.1_01776
ERR1913279.745960__1.745960	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913279.745969__1.745969	1160721__A0A1C6DCM8__RBI_I01997
ERR1913279.746006__1.746006	818__A0A1H7S810__BJP75_003270
ERR1913279.746089__1.746089	328814__GCA_004558275.1_00036
ERR1913279.746116__1.746116	328814__GCA_004558275.1_01000
ERR1913279.746126__1.746126	820__A0A3E4RUC4__DHU98_02635
ERR1913279.746502__1.746502	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913279.746682__1.746682	818__Q8A112__BT_3859
ERR1913279.746687__1.746687	214856__R6Z186__ERS852447_00718
ERR1913279.746761__1.746761	357276__A0A076IKP2__HMPREF1063_00218
ERR1913279.746865__1.746865	1680__A0A1X3AAI9__BADO_1163
ERR1913279.747011__1.747011	40518__R5DU28__DXD86_07960
ERR1913279.747194__1.747194	357276__I8WC65__EL88_00520
ERR1913279.747269__1.747269	1160721__W0U436__BHW50_10710
ERR1913279.747297__1.747297	544644__GCA_001915615.1_00036
ERR1913279.747348__1.747348	165179__D1P9T6__PREVCOP_04016
ERR1913279.747386__1.747386	626932__G5H5E0__HMPREF9450_00150
ERR1913279.747474__1.747474	40518__R5E5W1__RBL263_01034
ERR1913279.747534__1.747534	487174__K0WV96__HMPREF9448_01901
ERR1913279.747672__1.747672	817__D1JRG3__M076_0507
ERR1913279.747871__1.747871	820__A0A374Q854__HMPREF1073_03281
ERR1913279.747976__1.747976	328814__GCA_004558275.1_01002
ERR1913279.748084__1.748084	40518__R5E1X3__clcA
ERR1913279.748520__1.748520	28117__B0MYI9__BHV66_05415
ERR1913279.748549__1.748549	33039__D4M1B1__ERS852577_03971
ERR1913279.748660__1.748660	820__A0A139K4T0__ERS852510_03146
ERR1913279.748829__1.748829	214856__A0A174ZLY7__ERS852447_02456
ERR1913279.748899__1.748899	39492__A0A174ZL16__EUBSIR_01269
ERR1913279.748919__1.748919	214856__A0A174FW22__ERS852447_02437
ERR1913279.748970__1.748970	33039__A0A174XM16__ERS852530_05348
ERR1913279.749024__1.749024	328814__GCA_004558275.1_00986
ERR1913279.749000__1.749000	47678__R5U6J0__ERS852558_00310
ERR1913279.749089__1.749089	216816__B3DR71__CE159_04070
ERR1913279.749690__1.749690	1262746__R5SS80__BN750_02125
ERR1913279.750008__1.750008	214856__A0A174ZEW0__ERS852447_00985
ERR1913279.750130__1.750130	165179__R6C3K4__PREVCOP_05795
ERR1913279.750161__1.750161	214856__A0A174A0R8__ERS852447_00998
ERR1913279.750333__1.750333	823__A0A395YY84__DXC05_19515
ERR1913279.750349__1.750349	820__A0A173YYG4__evgS_3
ERR1913279.750387__1.750387	387090__S0F8B2__BACCOPRO_02129
ERR1913279.750581__1.750581	40518__R5DW64__RBL236_01394
ERR1913279.750666__1.750666	1628085__A0A2U1BEZ3__C7386_103130
ERR1913279.750667__1.750667	1305__A3CQU1__HMPREF9382_1962
ERR1913279.750674__1.750674	1263006__R6LY37__BN515_01224
ERR1913279.750785__1.750785	28116__R6DIL2__DXD69_10970
ERR1913279.751073__1.751073	1303__A0A0T9H0C6__B7715_09305
ERR1913279.751266__1.751266	821__A0A174T998__DXB82_10860
ERR1913279.751276__1.751276	28117__B0MXW9__ALIPUT_01981
ERR1913279.751475__1.751475	387661__K6ACM8__HMPREF1077_00750
ERR1913279.751727__1.751727	39488__A0A173SK21__EUBHAL_00799
ERR1913279.751785__1.751785	1965604__A0A1Y4ESI0__B5F54_09960
ERR1913279.751853__1.751853	47678__R5UES3__CGC64_00760
ERR1913279.751996__1.751996	823__A0A395YVY3__ERS852513_03204
ERR1913279.752165__1.752165	1150298__A0A174EBT8__ERS852406_01739
ERR1913279.752221__1.752221	487174__R5FN40__HMPREF9448_01366
ERR1913279.752504__1.752504	1378168__V2YA11__N510_02528
ERR1913279.752611__1.752611	28117__B0MXD0__ALIPUT_01669
ERR1913279.752805__1.752805	387661__K6AET8__HMPREF1077_00420
ERR1913279.752824__1.752824	214856__R6Y8K1__ERS852447_02509
ERR1913279.752879__1.752879	674081__GeneID:9006645
ERR1913279.752940__1.752940	820__A0A174CG08__DXB62_13215
ERR1913279.752946__1.752946	39492__D4JRZ7__smc
ERR1913279.752983__1.752983	74426__pflB_2
ERR1913279.753381__1.753381	214856__R6Z590__ERS852447_01059
ERR1913279.753569__1.753569	820__A0A174F0C1__nreB
ERR1913279.753640__1.753640	216816__V6XWW6__RY67_1738
ERR1913279.753913__1.753913	410072__C0BF75__ERS852389_02248
ERR1913279.753994__1.753994	626940__E8LE63__BN587_02212
ERR1913279.754172__1.754172	74426__rpoC
ERR1913279.754413__1.754413	410072__A0A3E4GMB7__COPCOM_03357
ERR1913279.754504__1.754504	301302__A0A173T1J1__M72_18951
ERR1913279.754576__1.754576	165179__A0A174MTF2__DXC61_13200
ERR1913279.754543__1.754543	214856__A0A174FY07__ERS852447_02457
ERR1913279.754725__1.754725	214856__R6XNE7__ERS852447_02267
ERR1913279.754767__1.754767	1262911__R6H0U7__BN557_01104
ERR1913279.754862__1.754862	216816__A0A133L1E2__ptsP
ERR1913279.754922__1.754922	214856__A0A174H3U9__ERS852559_00612
ERR1913279.755194__1.755194	246787__A0A3D6AWM8__BACCELL_01963
ERR1913279.755286__1.755286	33039__R6P9A7__ERS852424_01559
ERR1913279.755263__1.755263	487174__K0X250__DDY40_03675
ERR1913279.755338__1.755338	1262929__R6F0P0__BN691_00563
ERR1913279.755355__1.755355	387661__K5ZPK6__HMPREF1077_00748
ERR1913279.755358__1.755358	820__A0A139K1Y6__DXB48_02610
ERR1913279.755441__1.755441	820__A0A139KJ23__celCCA
ERR1913279.755447__1.755447	328814__GCA_004558275.1_01004
ERR1913279.755469__1.755469	1262948__R7EG87__BN671_00624
ERR1913279.755606__1.755606	214856__A0A174ZEW0__ERS852447_00985
ERR1913279.755691__1.755691	46228__V8BSG0__RUMLAC_01955
ERR1913279.755804__1.755804	47678__R5UES3__CGC64_00760
ERR1913279.755930__1.755930	626940__R6X1L5__HMPREF9443_00059
ERR1913279.756278__1.756278	46503__R6Y901__HMPREF1060_01754
ERR1913279.756365__1.756365	820__A0A139JRS5__HMPREF1073_04025
ERR1913279.756478__1.756478	216816__C2GUV2__APC1478_0430
ERR1913279.756781__1.756781	820__A0A174CK74__DXB48_07060
ERR1913279.756718__1.756718	1680__A0A076JNS9__BIFADO_02309
ERR1913279.756812__1.756812	820__A0A3E4W984__pssA
ERR1913279.757044__1.757044	39491__A0A395V0E5__ERE_31370
ERR1913279.757075__1.757075	674081__GeneID:8683388
ERR1913279.757159__1.757159	40518__R5DVL2__penA
ERR1913279.757113__1.757113	823__A0A078SYK6__DXB14_02485
ERR1913279.757136__1.757136	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913279.757398__1.757398	28117__B0MXU6__ALIPUT_01958
ERR1913279.757540__1.757540	28117__R7JN92__BHV66_00550
ERR1913279.757543__1.757543	28117__B0MTY2__BHV66_06485
ERR1913279.757587__1.757587	39491__A0A396FBR6__DXC13_08575
ERR1913279.757702__1.757702	1262911__R6GN99__BN557_01784
ERR1913279.757743__1.757743	28117__B0N007__BHV66_10275
ERR1913279.757817__1.757817	1262929__R6EZP7__BN691_00230
ERR1913279.757851__1.757851	28117__B0MTI4__ALIPUT_00084
ERR1913279.757830__1.757830	1262924__R7HKP8__BN585_01113
ERR1913279.758207__1.758207	214856__A0A174FWM7__ERS852559_00590
ERR1913279.758272__1.758272	357276__I9QBT7__BSEG_03340
ERR1913279.758301__1.758301	39491__C4ZHS4__EUR_24420
ERR1913279.758310__1.758310	544644__GCA_001915615.1_01854
ERR1913279.758339__1.758339	626940__E8LGC1__HMPREF9443_01937
ERR1913279.758433__1.758433	821__A0A174ALF2__BvMPK_3016
ERR1913279.758654__1.758654	360807__A0A396AJN5__ERS852392_00126
ERR1913279.758766__1.758766	1897011__A0A1Q6REU8__BHW41_04300
ERR1913279.758774__1.758774	1262736__R5Z142__BN496_00440
ERR1913279.758788__1.758788	410072__A0A173RMJ4__ydfH_1
ERR1913279.758876__1.758876	1965576__A0A1Y4LFI5__B5F19_08625
ERR1913279.759201__1.759201	147206__GCF_000156215.1_01776
ERR1913279.759232__1.759232	214856__A0A174FWM7__ERS852559_00590
ERR1913279.759594__1.759594	216816__E5XYF2__APC1480_0509
ERR1913279.759681__1.759681	214856__I3YPP9__Alfi_2707
ERR1913279.759950__1.759950	823__A0A395YZ10__NCTC11152_02955
ERR1913279.760053__1.760053	239935__A0A2N8I1R3__CXU05_06075
ERR1913279.760145__1.760145	1160721__R6THY9__RBI_II00075
ERR1913279.760231__1.760231	214856__R5UN64__ERS852447_02669
ERR1913279.760345__1.760345	820__A0A139K1Y6__DXB48_02610
ERR1913279.760404__1.760404	357276__A0A0K2HJA6__DXD47_07320
ERR1913279.760759__1.760759	487174__K0X5U7__DDY40_04950
ERR1913279.760884__1.760884	1680__A0A0C2YNK5__BADO_0780
ERR1913279.761062__1.761062	1232426__hgdC_1
ERR1913279.761079__1.761079	28117__B0MWZ9__ALIPUT_01735
ERR1913279.761167__1.761167	821__R7P1Q7__M099_2990
ERR1913279.761331__1.761331	28052__A0A174MLS2__ERS852451_02445
ERR1913279.761504__1.761504	360807__A0A0M6WXW8__ERS852392_01614
ERR1913279.761505__1.761505	214856__R6XKW1__ERS852559_01141
ERR1913279.761594__1.761594	28117__B0MXU0__BHV66_07550
ERR1913279.761650__1.761650	328814__GCA_004558275.1_01000
ERR1913279.761734__1.761734	28116__I8YA07__C5Z02_15915
ERR1913279.761739__1.761739	214856__A0A174G1M7__ERS852559_00594
ERR1913279.761886__1.761886	817__A0A149NCG3__M134_4715
ERR1913279.761945__1.761945	216816__Q8G4X6__DXD52_09895
ERR1913279.762063__1.762063	28117__B0MY40__BHV66_05170
ERR1913279.762076__1.762076	487174__K0WUJ8__DIT83_08050
ERR1913279.762198__1.762198	818__A0A139L1D5__BT_2967
ERR1913279.762214__1.762214	1262929__R6F820__BN691_00328
ERR1913279.762312__1.762312	28117__R7JPX7__BHV66_00900
ERR1913279.762313__1.762313	165179__A0A3E5E2S3__DXB80_03455
ERR1913279.762420__1.762420	820__A7V8C2__ERS852554_01338
ERR1913279.762371__1.762371	1633__C2ESP3__FC58_GL000979
ERR1913279.762652__1.762652	74426__rpoB
ERR1913279.762895__1.762895	387661__B7BG55__B5F96_17505
ERR1913279.762836__1.762836	820__R9HP61__DXC91_01090
ERR1913279.762997__1.762997	239935__A0A139TPD4__CXT86_06450
ERR1913279.763084__1.763084	410072__A0A174QU55__luxQ
ERR1913279.763157__1.763157	39492__D4JTF2__mutS2
ERR1913279.763197__1.763197	39492__D4JVT0__EUBSIR_00059
ERR1913279.763376__1.763376	165179__R6CNX7__DXB80_02200
ERR1913279.763462__1.763462	820__A0A139K024__B5G17_02060
ERR1913279.763465__1.763465	33039__A0A174YIE5__soxS_4
ERR1913279.763479__1.763479	820__A0A139K4T0__ERS852510_03146
ERR1913279.763690__1.763690	214856__A0A174G1M7__ERS852559_00594
ERR1913279.763989__1.763989	1262992__R5CXM7__BN795_01016
ERR1913279.764027__1.764027	78535__A0A0P0N865__NCTC1080_00873
ERR1913279.764037__1.764037	1263000__R5EFJ5__BN466_01372
ERR1913279.764114__1.764114	487174__R5EP60__DIT83_09045
ERR1913279.764381__1.764381	214856__A0A175A6T5__ERS852447_02658
ERR1913279.764415__1.764415	357276__B6W5Q7__DXD47_13945
ERR1913279.764524__1.764524	216816__E8MFM6__DXC54_08560
ERR1913279.764556__1.764556	820__A0A173WUD7__DXB48_08055
ERR1913279.764558__1.764558	214856__A0A174G1M7__ERS852559_00594
ERR1913279.764595__1.764595	626940__E8LCB1__BHW43_07535
ERR1913279.764717__1.764717	1262736__R5Y2P0__BN496_01097
ERR1913279.764936__1.764936	820__A7V470__HMPREF1072_02076
ERR1913279.765123__1.765123	39491__A0A3E4YFT8__DXB69_10940
ERR1913279.765195__1.765195	214856__R6Y6H8__ERS852447_01719
ERR1913279.765247__1.765247	820__A0A174KKV6__DXC07_02635
ERR1913279.765251__1.765251	46228__V8BLY3__RUMLAC_01802
ERR1913279.765306__1.765306	214856__A0A174FWM7__ERS852559_00590
ERR1913279.765371__1.765371	214856__A0A174ZD89__ERS852559_00526
ERR1913279.765372__1.765372	357276__A0A076IXE0__HMPREF1064_04364
ERR1913279.765448__1.765448	214856__R6Z320__ERS852447_02148
ERR1913279.765527__1.765527	1262924__R7HTA4__BN585_00391
ERR1913279.765644__1.765644	853__A0A173T751__C4N24_10280
ERR1913279.766400__1.766400	820__A0A078STJ8__DXC68_04690
ERR1913279.766407__1.766407	214856__I3YPQ8__ERS852447_01371
ERR1913279.766424__1.766424	410072__C0B4V0__ERS852481_02420
ERR1913279.766494__1.766494	363265__G6AWQ3__HMPREF0673_01051
ERR1913279.766536__1.766536	47678__R5UER2__CGC64_00710
