ERR1913264.104__1.104	487174__K0X079__DIT83_00640
ERR1913264.900976__1.900976	39491__A0A396FM36__DXB99_00820
ERR1913264.900983__1.900983	328814__GCA_004558275.1_00094
ERR1913264.901156__1.901156	487174__K0X068__DDY40_07105
ERR1913264.901272__1.901272	1262989__R6ZDI0__BN815_00876
ERR1913264.901430__1.901430	487174__K0WZU9__HMPREF9448_01159
ERR1913264.901478__1.901478	39491__C4Z9K7__EUBREC_0050
ERR1913264.901540__1.901540	44742__A0A0X8JKR9__AXF13_10335
ERR1913264.901605__1.901605	39491__D6E408__EUBREC_1466
ERR1913264.901883__1.901883	28117__B0MWC6__BHV66_00965
ERR1913264.901982__1.901982	487174__K0WUZ1__DIT83_10815
ERR1913264.902048__1.902048	39491__A0A395ZHW3__ERS852417_01359
ERR1913264.902226__1.902226	544644__GCA_001915615.1_01034
ERR1913264.902292__1.902292	1262922__R6EEP0__BN487_01314
ERR1913264.902373__1.902373	1262922__R6ECP0__BN487_01268
ERR1913264.902375__1.902375	1263000__R5ESM1__BN466_01440
ERR1913264.902474__1.902474	28117__B0MWC6__BHV66_00965
ERR1913264.902488__1.902488	1262746__R5SS80__BN750_02125
ERR1913264.902501__1.902501	39492__R6RYB8__ERS852540_00322
ERR1913264.902785__1.902785	39491__A0A395ZEN3__DXD95_12655
ERR1913264.902888__1.902888	39491__A0A174M1X5__DXB99_18695
ERR1913264.903047__1.903047	1262922__R6E9U7__BN487_01899
ERR1913264.903150__1.903150	487174__K0WUJ8__DIT83_08050
ERR1913264.903305__1.903305	39491__D4JM76__DXC13_02150
ERR1913264.903606__1.903606	39491__A0A396FJJ9__DXB76_11995
ERR1913264.903816__1.903816	39491__A0A395V5L2__ERE_28270
ERR1913264.903858__1.903858	39491__A0A173U130__ERE_16110
ERR1913264.904268__1.904268	1262922__R6E9Q9__BN487_00767
ERR1913264.904335__1.904335	823__A0A174KUS4__araC_7
ERR1913264.904586__1.904586	1160721__W0U1Y5__BHW50_01965
ERR1913264.904895__1.904895	487174__K0XLC3__HMPREF9448_01065
ERR1913264.905042__1.905042	28118__F9Z8Y8__B5F99_07140
ERR1913264.905357__1.905357	821__A0A174RA14__M099_1655
ERR1913264.905390__1.905390	39491__C4ZF05__vpr
ERR1913264.905556__1.905556	322505__xre_3
ERR1913264.905727__1.905727	39491__A0A3E4YFT8__DXB69_10940
ERR1913264.905868__1.905868	28117__B0MXX2__ALIPUT_01984
ERR1913264.905912__1.905912	1262922__R6E9Q9__BN487_00767
ERR1913264.905917__1.905917	39491__A0A396FPV7__ERS852580_01177
ERR1913264.905927__1.905927	1150298__A0A174S4G4__dacB_1
ERR1913264.906354__1.906354	39491__A0A395ZG96__DXB69_15120
ERR1913264.906443__1.906443	823__A0A069S0G2__DXB14_03195
ERR1913264.906735__1.906735	1262922__R6EEP0__BN487_01314
ERR1913264.906739__1.906739	1465754__A0A1H3Y1G9__SAMN05444145_101413
ERR1913264.906824__1.906824	853__A0A173XRA8__CGS56_09290
ERR1913264.907069__1.907069	1262922__R6E195__BN487_00989
ERR1913264.907297__1.907297	39491__A0A396FP46__cobD_2
ERR1913264.907300__1.907300	1262922__R6ECX9__BN487_01332
ERR1913264.907329__1.907329	821__A0A0P0LFP6__C5Z04_13890
ERR1913264.907541__1.907541	1262922__R6E5H3__BN487_01250
ERR1913264.907584__1.907584	214856__E4MFP6__ERS852447_01708
ERR1913264.907704__1.907704	1262824__R6S5T1__BN719_00762
ERR1913264.907852__1.907852	1262922__R6E9C2__BN487_00401
ERR1913264.908087__1.908087	1262922__R6E5H3__BN487_01250
ERR1913264.908136__1.908136	853__A0A173T6P2__DWZ46_14595
ERR1913264.908148__1.908148	39491__R6UMS6__DXD13_07035
ERR1913264.908401__1.908401	39491__A0A396FVC0__ERE_15900
ERR1913264.908458__1.908458	39491__A0A395V6A3__DXB69_00505
ERR1913264.908731__1.908731	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913264.908747__1.908747	2108523__A0A2P2FCZ3__LAWASA_3939
ERR1913264.908873__1.908873	418240__A0A174MZV1__ERS852523_01489
ERR1913264.908910__1.908910	1263000__R5EKR4__BN466_01609
ERR1913264.909116__1.909116	1262992__R5DCV6__BN795_00412
ERR1913264.909117__1.909117	649756__D4MTV5__sorC
ERR1913264.909178__1.909178	1262756__R5XAX6__BN568_01960
ERR1913264.909371__1.909371	1262922__R6EA90__BN487_00523
ERR1913264.909378__1.909378	1262922__R6EAK5__BN487_00566
ERR1913264.909466__1.909466	39491__A0A396FFW0__ERE_10580
ERR1913264.909610__1.909610	28118__R6F6F1__B5F93_10805
ERR1913264.909630__1.909630	1150298__A0A174DU21__toxA_3
ERR1913264.909609__1.909609	2137880__A0A316NNA8__DBY21_07440
ERR1913264.909752__1.909752	2108523__A0A2P2FCH7__LAWASA_3739
ERR1913264.909789__1.909789	823__K6AMD2__B5F32_04565
ERR1913264.909976__1.909976	28118__R6F512__B5F99_07700
ERR1913264.910126__1.910126	360807__A0A173WJE3__mcp4_4
ERR1913264.910128__1.910128	1262933__R7P7T4__BN736_00948
ERR1913264.910196__1.910196	823__A0A355XN73__DXC05_07000
ERR1913264.910442__1.910442	1262922__R6E3T0__BN487_00967
ERR1913264.910563__1.910563	1262922__R6DZZ7__BN487_00771
ERR1913264.910575__1.910575	28117__B0MU76__ALIPUT_00202
ERR1913264.911014__1.911014	1099853__G9S3N8__NSB1T_07330
ERR1913264.911203__1.911203	1965588__A0A1Y4HAD7__B5F36_01590
ERR1913264.911257__1.911257	28117__B0MWC6__BHV66_00965
ERR1913264.911504__1.911504	46228__B5CR74__HMPREF1202_02190
ERR1913264.911549__1.911549	39491__A0A395UVM9__DXB76_04540
ERR1913264.911638__1.911638	1262922__R6EAM2__BN487_00919
ERR1913264.911650__1.911650	39491__C4Z872__LD38_07250
ERR1913264.911747__1.911747	853__A0A173T0Y8__CGS54_07215
ERR1913264.911749__1.911749	39491__A0A395ZKJ0__DXD13_11010
ERR1913264.911787__1.911787	39491__A0A395ZGE4__ERS852497_01269
ERR1913264.912018__1.912018	1262933__R7PE73__BN736_00490
ERR1913264.912463__1.912463	214856__I3YMN6__Alfi_1938
ERR1913264.912823__1.912823	821__C3RB94__DXC03_15585
ERR1913264.912867__1.912867	853__R6QDR1__C4N27_08170
ERR1913264.912869__1.912869	39491__A0A173RA59__EUR_24800
ERR1913264.912909__1.912909	1262933__R7PAV0__BN736_01209
ERR1913264.912938__1.912938	1263000__R5EC87__BN466_00713
ERR1913264.913081__1.913081	28118__F9ZBV2__NCTC10826_00352
ERR1913264.913085__1.913085	46503__R6WTN6__PARMER_00136
ERR1913264.913319__1.913319	1262922__R6EDI1__BN487_01092
ERR1913264.913343__1.913343	818__A0A0P0FKC9__Btheta7330_01050
ERR1913264.913388__1.913388	1262922__R6ECX9__BN487_01332
ERR1913264.913402__1.913402	823__C7XA51__BDI_0499
ERR1913264.913513__1.913513	1262922__R6F3R3__BN487_01995
ERR1913264.913479__1.913479	39491__A0A396FKI0__DXC13_11560
ERR1913264.913753__1.913753	823__A6L9D3__ERS852560_03374
ERR1913264.913876__1.913876	1501391__GCA_000786575.1_00052
ERR1913264.914224__1.914224	823__A0A174PLE5__DXD05_03010
ERR1913264.914268__1.914268	28117__B0MXU0__BHV66_07550
ERR1913264.914357__1.914357	1262922__R6EXS9__BN487_01090
ERR1913264.914391__1.914391	671267__R9IB12__C802_00696
ERR1913264.914472__1.914472	328814__GCA_004558275.1_00056
ERR1913264.914750__1.914750	1150298__A0A174DX06__ERS852498_00491
ERR1913264.914856__1.914856	160404__A0A1M6PZM2__B5G26_08165
ERR1913264.914963__1.914963	821__A0A3E4WAR6__DXD64_10735
ERR1913264.914999__1.914999	418240__A0A173WPF0__spoIIIAE
ERR1913264.915043__1.915043	1099853__U5CA60__NSB1T_01535
ERR1913264.915106__1.915106	1262933__R7PB58__BN736_00832
ERR1913264.915302__1.915302	1262922__R6E682__BN487_01726
ERR1913264.915338__1.915338	1262933__R7P7D6__BN736_01401
ERR1913264.915526__1.915526	1965537__A0A1Y4WF77__B5E42_14375
ERR1913264.915488__1.915488	39496__A5ZA25__EUBVEN_02572
ERR1913264.915613__1.915613	823__A0A073I748__M096_3057
ERR1913264.915685__1.915685	1262922__R6EG11__BN487_01517
ERR1913264.915698__1.915698	1262824__R6S169__BN719_01928
ERR1913264.915793__1.915793	1262933__R7PDW8__BN736_00399
ERR1913264.915875__1.915875	39491__C4ZCH3__EUR_17560
ERR1913264.915996__1.915996	39491__C4ZCV7__ERE_23110
ERR1913264.916208__1.916208	39491__A0A396FFW0__ERE_10580
ERR1913264.916249__1.916249	39491__A0A396FMF1__EUR_28700
ERR1913264.916299__1.916299	28117__R7JIJ8__BHV66_01635
ERR1913264.916477__1.916477	39491__A0A395V2Y7__DXB72_13970
ERR1913264.916527__1.916527	1150298__A0A174E950__ERS852498_02096
ERR1913264.916617__1.916617	39485__C4Z5L8__ERS852490_00665
ERR1913264.916739__1.916739	1263000__R5EQY7__BN466_01150
ERR1913264.916752__1.916752	40518__R5DR72__RBL236_02110
ERR1913264.916794__1.916794	28117__B0MXX3__BHV66_07695
ERR1913264.916812__1.916812	39491__C4ZEW3__T1815_18241
ERR1913264.916844__1.916844	1262922__R6E3T8__BN487_00972
ERR1913264.916927__1.916927	39491__A0A395UZZ5__htpG_1
ERR1913264.917309__1.917309	39491__A0A395UVM9__DXB76_04540
ERR1913264.917402__1.917402	39491__D4JMW8__ERS852497_01971
ERR1913264.917501__1.917501	28052__A0A174KBY5__slyD
ERR1913264.917841__1.917841	39491__A0A395ZGE4__ERS852497_01269
ERR1913264.917856__1.917856	328814__GCA_004558275.1_00133
ERR1913264.917882__1.917882	28117__R7JJM9__ALIPUT_00662
ERR1913264.917925__1.917925	1262922__R6DZZ7__BN487_00771
ERR1913264.918006__1.918006	853__A0A173T6P2__DWZ46_14595
ERR1913264.918214__1.918214	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913264.918466__1.918466	39485__A0A174ZI57__ERS852490_00285
ERR1913264.918593__1.918593	39491__A0A396FJJ9__DXB76_11995
ERR1913264.918594__1.918594	39491__C4Z9K7__EUBREC_0050
ERR1913264.918705__1.918705	357276__A0A076ISJ4__B5F95_19420
ERR1913264.918802__1.918802	28117__B0MZ50__ALIPUT_02424
ERR1913264.918842__1.918842	556259__I0PYM3__BSGG_5385
ERR1913264.919037__1.919037	1262922__R6EEP0__BN487_01314
ERR1913264.919278__1.919278	39491__A0A173VYV1__DXC13_02710
ERR1913264.919319__1.919319	39491__R6UMS6__DXD13_07035
ERR1913264.919297__1.919297	39491__C4Z8Y4__ERS852417_00909
ERR1913264.919493__1.919493	28117__B0MVL5__BHV66_01660
ERR1913264.919714__1.919714	1965538__A0A1Y4W1Z1__B5E43_11860
ERR1913264.920008__1.920008	823__A0A173W8N5__ERS852513_00780
ERR1913264.919971__1.919971	28118__R6FBE6__DHW44_11635
ERR1913264.919977__1.919977	871324__A0A1M6L7K8__SAMN05444350_1455
ERR1913264.919989__1.919989	39485__C4Z1W5__ERS852492_01530
ERR1913264.920484__1.920484	1034346__A0A2V2F2A2__DES51_10783
ERR1913264.920497__1.920497	1262922__R6E290__BN487_01114
ERR1913264.920614__1.920614	328814__GCA_004558275.1_00100
ERR1913264.920881__1.920881	823__A0A174PAQ4__ERS852429_04218
ERR1913264.920903__1.920903	39491__A0A174M1X5__DXB99_18695
ERR1913264.920939__1.920939	39492__D4JQS6__ykoD
ERR1913264.921240__1.921240	853__A8SGX8__C4N21_08625
ERR1913264.921225__1.921225	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913264.921397__1.921397	28118__F9Z7M2__B5F99_10065
ERR1913264.921502__1.921502	1262922__R6E5U1__BN487_01344
ERR1913264.921517__1.921517	1965537__A0A1Y4WKR4__B5E42_05465
ERR1913264.921544__1.921544	1262922__R6E3T8__BN487_00972
ERR1913264.921590__1.921590	28117__R7JJM9__ALIPUT_00662
ERR1913264.921617__1.921617	39491__A0A395ZBQ4__cph2_2
ERR1913264.921712__1.921712	1262922__R6E9C2__BN487_00401
ERR1913264.921747__1.921747	821__D4VD59__BHV80_04260
ERR1913264.921850__1.921850	39491__A0A174EQV2__DXB69_10230
ERR1913264.922023__1.922023	44742__A0A109W4N3__AXF13_11495
ERR1913264.922234__1.922234	39491__A0A395V1R3__T1815_08181
ERR1913264.922644__1.922644	821__D4VD59__BHV80_04260
ERR1913264.922662__1.922662	1262922__R6ECP0__BN487_01268
ERR1913264.922776__1.922776	39491__A0A395UZ89__DXB72_12805
ERR1913264.923044__1.923044	39485__A0A174YMM2__ERS852490_01019
ERR1913264.923129__1.923129	1262922__R6E5U1__BN487_01344
ERR1913264.923231__1.923231	39491__C4Z8S1__DXB76_06750
ERR1913264.923252__1.923252	2108523__A0A2P2FCY3__LAWASA_3926
ERR1913264.923294__1.923294	39491__A0A173SH34__EUR_24920
ERR1913264.923350__1.923350	487174__K0WTV8__DIT83_04385
ERR1913264.923401__1.923401	28117__B0MUB3__ALIPUT_00727
ERR1913264.923763__1.923763	39491__A0A396FGM9__fliU_1
ERR1913264.923785__1.923785	1262933__R7PDM3__BN736_00294
ERR1913264.923887__1.923887	39491__A0A173VYV1__DXC13_02710
ERR1913264.923981__1.923981	46503__R6Y8M7__ERS852463_01228
ERR1913264.923993__1.923993	1262922__R6EDI1__BN487_01092
ERR1913264.924000__1.924000	39491__C4ZCH3__EUR_17560
ERR1913264.924045__1.924045	360807__C0FTG2__RIL183_32211
ERR1913264.924161__1.924161	28116__F7L4X5__M089_2857
ERR1913264.924590__1.924590	39491__A0A395ZBW8__DXC13_08840
ERR1913264.924778__1.924778	1628085__A0A374VPL1__C7386_10315
ERR1913264.924797__1.924797	39491__A0A396FEW6__T1815_18721
ERR1913264.924804__1.924804	39491__D6E558__DXB69_00810
ERR1913264.924815__1.924815	823__A0A355XLH0__fepA_1
ERR1913264.924818__1.924818	28117__B0N007__BHV66_10275
ERR1913264.924843__1.924843	39491__C4ZGN3__DXB99_14175
ERR1913264.924844__1.924844	487174__R5F4K8__HMPREF9448_01532
ERR1913264.924850__1.924850	1262922__R6E0Y8__BN487_00893
ERR1913264.925161__1.925161	28118__F9Z3U6__B5F99_03365
ERR1913264.925448__1.925448	853__A0A2A7B1Y7__C7K05_11930
ERR1913264.925788__1.925788	39491__C4ZC33__DXC13_11585
ERR1913264.925728__1.925728	39483__U2PD17__B5G15_04095
ERR1913264.925740__1.925740	39492__D4JX50__EUBSIR_00410
ERR1913264.926049__1.926049	1150298__A0A174AP40__ERS852535_01165
ERR1913264.926059__1.926059	39491__D6E4H2__DXB99_00485
ERR1913264.926103__1.926103	39491__C4Z9D4__DXD95_00055
ERR1913264.926143__1.926143	1262922__R6E9U7__BN487_01899
ERR1913264.926292__1.926292	1262922__R6EBP8__BN487_00770
ERR1913264.926300__1.926300	2137880__A0A316NQX2__DBY21_08720
ERR1913264.926563__1.926563	46228__V8C8L7__RUMLAC_00949
ERR1913264.926743__1.926743	39491__C4Z8B6__ERE_17960
ERR1913264.926944__1.926944	39491__A0A395UUN5__EUBREC_0291
ERR1913264.926982__1.926982	39491__C4Z9K7__EUBREC_0050
ERR1913264.927099__1.927099	1150298__R7JUW7__ERS852406_02089
ERR1913264.927870__1.927870	39491__A0A396FUZ3__phoR_1
ERR1913264.927786__1.927786	823__A0A355XLH0__fepA_1
ERR1913264.928469__1.928469	1550024__G9RPK6__TQ39_05330
ERR1913264.928686__1.928686	39491__C4Z9Y3__ERS852417_01808
ERR1913264.928818__1.928818	39491__A0A395ZDC6__addB
ERR1913264.928922__1.928922	39491__A0A173VYV1__DXC13_02710
ERR1913264.928984__1.928984	1262922__R6F3P6__BN487_01980
ERR1913264.929069__1.929069	1263000__R5EHB0__BN466_01647
ERR1913264.929121__1.929121	1262933__R7PAQ0__BN736_01876
ERR1913264.929190__1.929190	871324__A0A1M6KPF9__SAMN05444350_13931
ERR1913264.929225__1.929225	39491__C4ZCH3__EUR_17560
ERR1913264.929249__1.929249	1501391__GCA_000786575.1_00018
ERR1913264.929289__1.929289	39491__A0A396FUZ3__phoR_1
ERR1913264.929365__1.929365	46228__V8BLW9__DXD17_14090
ERR1913264.929424__1.929424	823__A0A174EFT7__luxQ_5
ERR1913264.929392__1.929392	1262922__R6E5U1__BN487_01344
ERR1913264.929330__1.929330	1965629__A0A1Y4B8Y3__B5F88_18835
ERR1913264.929578__1.929578	40518__R5DQR9__DXD83_00030
ERR1913264.929582__1.929582	1262922__R6E9C2__BN487_00401
ERR1913264.929765__1.929765	39491__A0A174EQV2__DXB69_10230
ERR1913264.929793__1.929793	1262922__R6E290__BN487_01114
ERR1913264.929839__1.929839	821__A0A174RA14__M099_1655
ERR1913264.929849__1.929849	39491__D4JMW8__ERS852497_01971
ERR1913264.929886__1.929886	39491__A0A396FVC0__ERE_15900
ERR1913264.930234__1.930234	39491__A0A395UZ82__EUR_31520
ERR1913264.930309__1.930309	1262922__R6ECX9__BN487_01332
ERR1913264.930465__1.930465	1465754__A0A1H4G0C0__SAMN05444145_11416
ERR1913264.930510__1.930510	823__A0A174DZM1__DDY96_10310
ERR1913264.930511__1.930511	853__D4JY61__C4N21_10560
ERR1913264.930525__1.930525	39491__A0A395ZG74__licR
ERR1913264.930745__1.930745	2108523__A0A2P2FCF6__LAWASA_3740
ERR1913264.930778__1.930778	1262922__R6EG11__BN487_01517
ERR1913264.931126__1.931126	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913264.931279__1.931279	1262922__R6E8C9__BN487_00223
ERR1913264.931361__1.931361	1263064__GCA_000431175.1_02920
ERR1913264.931537__1.931537	1262933__R7PE99__BN736_00515
ERR1913264.931611__1.931611	28118__R6FET8__DHW44_06635
ERR1913264.931761__1.931761	39491__A0A395UXH0__EUBREC_0021
ERR1913264.931766__1.931766	1263000__R5EQI3__BN466_00125
ERR1913264.932027__1.932027	39491__A0A396FGM9__fliU_1
ERR1913264.932202__1.932202	214856__I3YK71__ERS852559_02472
ERR1913264.932296__1.932296	40518__R5DXH2__DXD83_10135
ERR1913264.932455__1.932455	1262933__R7P835__BN736_01586
ERR1913264.932471__1.932471	1465754__A0A1H3XMX0__SAMN05444145_101273
ERR1913264.932488__1.932488	1262933__R7PBZ0__BN736_00523
ERR1913264.932561__1.932561	39491__A0A396FNY7__LD38_16155
ERR1913264.932722__1.932722	39485__C4Z434__tilS
ERR1913264.932727__1.932727	39491__A0A396FEV5__EUR_24750
ERR1913264.932740__1.932740	821__I9R3W6__DXC16_12455
ERR1913264.932774__1.932774	28118__F9ZAB2__SAMEA44545918_01079
ERR1913264.932803__1.932803	328814__GCA_004558275.1_00061
ERR1913264.932981__1.932981	328812__A0A0F5J7C2__C803_01687
ERR1913264.933020__1.933020	160404__R7BAF1__B5G26_10590
ERR1913264.933518__1.933518	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913264.933560__1.933560	29348__B1BZB7__B5E91_02905
ERR1913264.933716__1.933716	1150298__A0A174KDX3__ERS852498_01212
ERR1913264.933836__1.933836	39491__A0A395UWZ1__DXC13_02175
ERR1913264.934042__1.934042	46228__V8CDM9__HMPREF1202_00303
ERR1913264.934385__1.934385	40518__R5DNY7__RBATCC27255_00367
ERR1913264.934495__1.934495	1150298__A0A174BR70__ERS852535_01666
ERR1913264.934675__1.934675	39491__A0A395UYA6__EUBREC_0408
ERR1913264.934832__1.934832	39491__A0A396FNY7__LD38_16155
ERR1913264.934907__1.934907	820__A0A139K9Q2__DXD40_08795
ERR1913264.934860__1.934860	28117__B0N028__BHV66_05935
ERR1913264.934981__1.934981	39491__A0A395ZG74__licR
ERR1913264.935006__1.935006	39491__A0A396FM36__DXB99_00820
ERR1913264.935054__1.935054	39491__C4Z9K0__DXD95_07445
ERR1913264.935148__1.935148	2108523__A0A2P2FDD8__LAWASA_4079
ERR1913264.935089__1.935089	1150298__A0A174DU21__toxA_3
ERR1913264.935107__1.935107	39485__A0A174YWE7__EUBELI_00979
ERR1913264.935349__1.935349	1262922__R6E8Y1__BN487_01778
ERR1913264.935303__1.935303	2137880__A0A316NXQ0__DBY21_05020
ERR1913264.935311__1.935311	39491__D6DXZ8__DXB72_15035
ERR1913264.935528__1.935528	487174__R5F5Z4__DIT83_00635
ERR1913264.935588__1.935588	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913264.935881__1.935881	39491__A0A173QT73__alaS_2
ERR1913264.935848__1.935848	1262922__R6E9Q9__BN487_00767
ERR1913264.935938__1.935938	301302__R5UU15__ERS852420_02998
ERR1913264.935947__1.935947	1150298__R7JRU1__degA_3
ERR1913264.935905__1.935905	821__E5UPR6__SAMN04487923_101768
ERR1913264.936198__1.936198	1262980__R5C0H7__BN814_00054
ERR1913264.936208__1.936208	39491__A0A174EQV2__DXB69_10230
ERR1913264.936181__1.936181	39491__A0A395ZKJ0__DXD13_11010
ERR1913264.936241__1.936241	39491__A0A396FP46__cobD_2
ERR1913264.936315__1.936315	1965537__A0A1Y4WMM6__B5E42_03355
ERR1913264.936665__1.936665	28118__F9Z5N6__SAMEA44545918_01718
ERR1913264.936724__1.936724	46503__R6X8Q3__fepA_2
ERR1913264.936904__1.936904	853__A0A2J4JL53__CRH10_10795
ERR1913264.936926__1.936926	39491__C4ZGN3__DXB99_14175
ERR1913264.937205__1.937205	1263000__R5ES99__BN466_01121
ERR1913264.937612__1.937612	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913264.937722__1.937722	214856__I3YK71__ERS852559_02472
ERR1913264.937888__1.937888	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913264.937923__1.937923	1262922__R6E4W9__BN487_01554
ERR1913264.938192__1.938192	357276__C3R9Y0__HMPREF1064_01889
ERR1913264.938312__1.938312	823__A0A395YZ10__NCTC11152_02955
ERR1913264.938673__1.938673	1965537__A0A1Y4WKA2__B5E42_09355
ERR1913264.938913__1.938913	487174__K0WR72__HMPREF9448_02610
ERR1913264.938935__1.938935	821__A0A396FEL8__C5Z04_06030
ERR1913264.938955__1.938955	1262922__R6E9C2__BN487_00401
ERR1913264.938897__1.938897	1262933__R7P8L6__BN736_01776
ERR1913264.939012__1.939012	1262922__R6E5H3__BN487_01250
ERR1913264.939076__1.939076	823__E1YT73__NCTC11152_02675
ERR1913264.939292__1.939292	39491__A0A0M6WWT1__dus_2
ERR1913264.939331__1.939331	46228__V8BYF1__HMPREF1202_02029
ERR1913264.939476__1.939476	821__A0A396F9T7__M097_3427
ERR1913264.939595__1.939595	1262889__R7H8G9__BN634_00198
ERR1913264.939657__1.939657	28117__B0MTW8__ALIPUT_00502
ERR1913264.939733__1.939733	1262933__R7PDE9__BN736_00222
ERR1913264.939817__1.939817	1262922__R6EG11__BN487_01517
ERR1913264.939878__1.939878	39491__R6UMS6__DXD13_07035
ERR1913264.940304__1.940304	28117__B0MSS9__BHV66_06085
ERR1913264.940403__1.940403	360807__A0A0M6WHB7__ERS852444_00092
ERR1913264.940590__1.940590	328814__GCA_004558275.1_00034
ERR1913264.940637__1.940637	28117__R7JPX7__BHV66_00900
ERR1913264.940697__1.940697	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913264.940731__1.940731	28118__R6FX99__Odosp_1660
ERR1913264.940735__1.940735	823__A0A355XP97__M092_2525
ERR1913264.941207__1.941207	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913264.941262__1.941262	39491__A0A395UVM9__DXB76_04540
ERR1913264.941352__1.941352	1262933__R7P8U6__BN736_01079
ERR1913264.941360__1.941360	1262873__R6XQ62__BN605_01798
ERR1913264.941457__1.941457	487174__K0X250__DDY40_03675
ERR1913264.941492__1.941492	1262922__R6EA90__BN487_00523
ERR1913264.941935__1.941935	1263000__R5EHI3__BN466_01684
ERR1913264.941946__1.941946	29361__B6FRT6__CLONEX_02860
ERR1913264.942113__1.942113	1262824__R6RLS2__BN719_02323
ERR1913264.942096__1.942096	1262922__R6E6V1__BN487_00270
ERR1913264.942153__1.942153	1150298__R7JRC9__ERS852535_00719
ERR1913264.942699__1.942699	39491__C4Z8S1__DXB76_06750
ERR1913264.942889__1.942889	39491__A0A396FF66__DXD95_01810
ERR1913264.942918__1.942918	1262933__R7P8U6__BN736_01079
ERR1913264.943149__1.943149	823__D0T9E4__DHW69_09115
ERR1913264.943182__1.943182	823__A0A395YVY3__ERS852513_03204
ERR1913264.943223__1.943223	39491__A0A395ZDC6__addB
ERR1913264.943378__1.943378	1262873__R6WVT4__BN605_01570
ERR1913264.943433__1.943433	160404__A0A1Y3TZC4__SAMN02745138_01776
ERR1913264.943470__1.943470	28117__B0MXG8__ALIPUT_01814
ERR1913264.943563__1.943563	40518__R5E0F2__RBATCC27255_01890
ERR1913264.943773__1.943773	39491__A0A396FTE5__ERS852417_01346
ERR1913264.943789__1.943789	2137880__A0A316NPY5__DBY21_08940
ERR1913264.943836__1.943836	823__A0A173VS36__M091_4727
ERR1913264.943874__1.943874	1262922__R6E5U1__BN487_01344
ERR1913264.943965__1.943965	301301__A0A395VG30__RHOM_05975
ERR1913264.944042__1.944042	39491__A0A396FUZ3__phoR_1
ERR1913264.944063__1.944063	39485__R5ZZA6__ERS852490_00168
ERR1913264.944131__1.944131	1262922__R6ECX9__BN487_01332
