ERR1913293.45__1.45	216816__B3DQ11__APC1466_1528
ERR1913293.926525__1.926525	1262917__R5AWQ2__BN456_01907
ERR1913293.926737__1.926737	1897011__A0A1Q6RH97__BHW41_01945
ERR1913293.926709__1.926709	1262917__R5AWQ2__BN456_01907
ERR1913293.926846__1.926846	454154__G5SUF2__HMPREF9441_03012
ERR1913293.927057__1.927057	1262917__R5ARP6__BN456_01765
ERR1913293.927349__1.927349	820__A0A3E4FZM1__adaA_2
ERR1913293.927325__1.927325	1897011__A0A1Q6RH12__BHW41_01505
ERR1913293.927624__1.927624	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913293.927745__1.927745	39491__A0A395UVM9__DXB76_04540
ERR1913293.927766__1.927766	214856__R5UN64__ERS852447_02669
ERR1913293.928305__1.928305	556259__E5C690__BSGG_1431
ERR1913293.928533__1.928533	1263000__R5ENX5__BN466_00466
ERR1913293.928664__1.928664	39491__D4JM76__DXC13_02150
ERR1913293.928981__1.928981	1262917__R5APN9__BN456_02126
ERR1913293.929089__1.929089	820__A0A173W419__DXC68_17760
ERR1913293.929175__1.929175	901__B6WYD7__DESPIG_03118
ERR1913293.929218__1.929218	1262917__R5AWT2__BN456_01401
ERR1913293.929461__1.929461	1263000__R5EAV7__BN466_00502
ERR1913293.929640__1.929640	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913293.929843__1.929843	820__A0A139KJ23__celCCA
ERR1913293.929892__1.929892	28118__F9Z9Z6__DHW44_15190
ERR1913293.929919__1.929919	39491__A0A395ZGU6__ERS852417_01456
ERR1913293.930120__1.930120	39491__A0A395ZG74__licR
ERR1913293.930133__1.930133	1263000__R5EFY3__BN466_01416
ERR1913293.930090__1.930090	357276__I8WPR6__EL88_06675
ERR1913293.930097__1.930097	239935__A0A2N8HQR1__Amuc_0287
ERR1913293.930235__1.930235	1262917__R5AKQ6__BN456_02122
ERR1913293.930249__1.930249	418240__A0A173YKG4__ycjO_4
ERR1913293.930253__1.930253	820__A0A374QGD2__ERS852421_02382
ERR1913293.930258__1.930258	572010__dnaK2
ERR1913293.930321__1.930321	1262917__R5ALK4__BN456_02039
ERR1913293.930323__1.930323	1262917__R5AMT3__BN456_00047
ERR1913293.930465__1.930465	39491__A0A173VYV1__DXC13_02710
ERR1913293.930516__1.930516	116085__D4J8F8__DW747_09060
ERR1913293.930836__1.930836	1262917__R5AJ42__BN456_01672
ERR1913293.930855__1.930855	1308__A0A0P6UXR1__T303_02640
ERR1913293.930816__1.930816	1262917__R5AXK0__BN456_02133
ERR1913293.931131__1.931131	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913293.931291__1.931291	853__D4JY61__C4N21_10560
ERR1913293.931786__1.931786	1263000__R5EKG2__BN466_02040
ERR1913293.931814__1.931814	1262917__R5ARE2__BN456_00150
ERR1913293.931831__1.931831	1897011__A0A1Q6RE54__BHW41_04745
ERR1913293.932033__1.932033	1262917__R5AN63__BN456_00147
ERR1913293.932037__1.932037	1897011__A0A1Q6RE76__BHW41_04850
ERR1913293.932104__1.932104	820__A0A174F0C1__nreB
ERR1913293.932761__1.932761	39485__A0A174Z7G5__EUBELI_01168
ERR1913293.932688__1.932688	40518__R5DPE0__DXD86_06515
ERR1913293.932707__1.932707	39491__A0A396FEV5__EUR_24750
ERR1913293.932924__1.932924	40518__R5DYM0__DXD86_08165
ERR1913293.933075__1.933075	1262917__R5AM67__BN456_00686
ERR1913293.933201__1.933201	820__A0A3E5E0T0__ERS852554_00312
ERR1913293.933510__1.933510	1263000__R5EZ76__BN466_00319
ERR1913293.933545__1.933545	1262917__R5AIW0__BN456_01592
ERR1913293.933607__1.933607	45851__D4RYC7__BUTYVIB_00832
ERR1913293.934157__1.934157	410072__C0B733__ERS852525_00482
ERR1913293.934295__1.934295	1262917__R5ARE2__BN456_00150
ERR1913293.934327__1.934327	28116__A7M344__BACOV975_04644
ERR1913293.934411__1.934411	1262917__R5ALP9__BN456_02079
ERR1913293.934420__1.934420	823__A0A174VHT1__DHP27_04775
ERR1913293.934583__1.934583	1099853__G9S127__NSB1T_01845
ERR1913293.934612__1.934612	820__A7VAS1__HMPREF2141_03259
ERR1913293.934816__1.934816	1262917__R5AZ23__BN456_00687
ERR1913293.935196__1.935196	28117__B0MXR4__BHV66_08025
ERR1913293.935571__1.935571	28117__B0MXR4__BHV66_08025
ERR1913293.935688__1.935688	1262917__R5AJI3__BN456_01440
ERR1913293.935824__1.935824	1262893__R5GK54__BN782_01557
ERR1913293.936030__1.936030	454155__F3QTG9__HMPREF9442_01487
ERR1913293.936036__1.936036	487174__K0XES7__HMPREF9448_00566
ERR1913293.936060__1.936060	1262917__R5AJI3__BN456_01440
ERR1913293.936130__1.936130	1262917__R5AQG6__BN456_00469
ERR1913293.936238__1.936238	1262911__R6GTZ0__BN557_01437
ERR1913293.936503__1.936503	847__C3X837__OFBG_00391
ERR1913293.936463__1.936463	301301__A0A395VA63__sbcC
ERR1913293.936475__1.936475	1262917__R5AWS1__BN456_01932
ERR1913293.936537__1.936537	1263000__R5EIH8__BN466_01210
ERR1913293.936770__1.936770	1263000__R5EXT3__BN466_02213
ERR1913293.936833__1.936833	1262917__R5AJI3__BN456_01440
ERR1913293.936955__1.936955	626933__H1DGX0__HMPREF9449_01506
ERR1913293.936970__1.936970	1262911__R6GTG0__BN557_01247
ERR1913293.937140__1.937140	33043__D5HI09__ERS852575_02656
ERR1913293.937508__1.937508	74426__pflB_2
ERR1913293.937698__1.937698	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913293.937990__1.937990	853__A0A173YYY4__DWZ04_09420
ERR1913293.937967__1.937967	165179__A0A3E5E3D6__DXC61_05750
ERR1913293.938034__1.938034	1897011__A0A1Q6RH35__BHW41_01705
ERR1913293.938232__1.938232	1262917__R5B0J7__BN456_01197
ERR1913293.938350__1.938350	1262917__R5AR82__BN456_01624
ERR1913293.938442__1.938442	328814__GCA_004558275.1_02279
ERR1913293.938476__1.938476	1262917__R5APL3__BN456_01119
ERR1913293.938625__1.938625	820__A0A174M9V5__M093_0237
ERR1913293.938821__1.938821	39491__A0A174M1X5__DXB99_18695
ERR1913293.938915__1.938915	1262917__R5AJ42__BN456_01672
ERR1913293.939065__1.939065	901__B6WTR4__DESPIGER_1248
ERR1913293.939174__1.939174	1263000__R5EQL2__BN466_00892
ERR1913293.939226__1.939226	46503__A7AGD9__HMPREF1078_01631
ERR1913293.939265__1.939265	454155__F3QT57__HMPREF9442_01374
ERR1913293.939339__1.939339	1262917__R5AK62__BN456_00212
ERR1913293.939345__1.939345	1897011__A0A1Q6RET2__BHW41_04000
ERR1913293.939462__1.939462	1263000__R5ESM1__BN466_01440
ERR1913293.939530__1.939530	1262917__R5AYV2__BN456_00612
ERR1913293.939546__1.939546	39491__C4ZCV5__DXB99_11855
ERR1913293.939621__1.939621	820__A0A139KA34__B5G17_05520
ERR1913293.939708__1.939708	1262736__R5Y2T3__BN496_01142
ERR1913293.940066__1.940066	1628085__A0A3E2Y1H5__C7386_101314
ERR1913293.940794__1.940794	46503__R6X3F9__DCY29_09585
ERR1913293.940879__1.940879	1262743__R5C054__BN727_01980
ERR1913293.941008__1.941008	40518__R5DLU0__fmt
ERR1913293.941031__1.941031	1897011__A0A1Q6REX8__BHW41_04475
ERR1913293.941162__1.941162	39491__A0A396FP46__cobD_2
ERR1913293.941281__1.941281	1262917__R5AQ31__BN456_01284
ERR1913293.941243__1.941243	1099853__R7DGQ8__NSB1T_04905
ERR1913293.941318__1.941318	1263044__GCA_000433375.1_01729
ERR1913293.941538__1.941538	820__A0A1T4IY71__HMPREF2141_02402
ERR1913293.941597__1.941597	1262917__R5AP58__BN456_01384
ERR1913293.941637__1.941637	1262917__R5AIW0__BN456_01592
ERR1913293.941985__1.941985	1150298__A0A174R4D7__tmpC_2
ERR1913293.942296__1.942296	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913293.942457__1.942457	28118__R6FBL5__B5F93_09165
ERR1913293.943046__1.943046	39485__R5ZVC3__ERS852490_00250
ERR1913293.943071__1.943071	1263000__R5ESM1__BN466_01440
ERR1913293.943088__1.943088	40518__R5DXI4__DXD86_07420
ERR1913293.943289__1.943289	1262917__R5B0J7__BN456_01197
ERR1913293.943531__1.943531	1263000__R5F0Q6__BN466_00318
ERR1913293.943551__1.943551	1262917__R5AIW0__BN456_01592
ERR1913293.943741__1.943741	239935__R6JCH3__CXT95_08205
ERR1913293.943764__1.943764	165179__A0A174IPI3__CFT61_10940
ERR1913293.943780__1.943780	820__A0A374QGD2__ERS852421_02382
ERR1913293.943989__1.943989	39486__B0G542__DXB36_08545
ERR1913293.944177__1.944177	28118__F9Z4Y7__DF785_06945
ERR1913293.944461__1.944461	1262700__R5XBD0__BN695_00459
ERR1913293.944488__1.944488	818__A0A0N7I9H8__ERS852461_00040
ERR1913293.944533__1.944533	1263011__R6DQ79__BN553_01057
ERR1913293.944552__1.944552	39491__C4ZEW3__T1815_18241
ERR1913293.944589__1.944589	1263030__R5D423__BN705_00808
ERR1913293.944600__1.944600	40518__R5DUJ5__DXD83_01635
ERR1913293.944708__1.944708	1897011__A0A1Q6REW8__BHW41_04435
ERR1913293.944929__1.944929	1262917__R5AK62__BN456_00212
ERR1913293.945029__1.945029	1262917__R5ATI8__BN456_00325
ERR1913293.945056__1.945056	1262917__R5AXP5__BN456_02173
ERR1913293.945090__1.945090	454155__F3QQQ8__HMPREF9442_00500
ERR1913293.945497__1.945497	1203556__S2ZHP4__HMPREF1478_00551
ERR1913293.945617__1.945617	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913293.945912__1.945912	1262917__R5AN63__BN456_00147
ERR1913293.946399__1.946399	1262917__R5AP58__BN456_01384
ERR1913293.946442__1.946442	1262917__R5B101__BN456_01330
ERR1913293.946447__1.946447	33043__A0A174EI47__inlJ
ERR1913293.946645__1.946645	1262917__R5B074__BN456_00067
ERR1913293.947091__1.947091	310298__B3JFK5__BACCOP_00655
ERR1913293.947261__1.947261	1263000__R5EUM2__BN466_01747
ERR1913293.947295__1.947295	1262917__R5AJ42__BN456_01672
ERR1913293.947381__1.947381	33043__D5HF09__ERS852575_02732
ERR1913293.947633__1.947633	328814__GCA_004558275.1_01000
ERR1913293.947667__1.947667	28118__F9ZB36__B5F99_17235
ERR1913293.947715__1.947715	1262917__R5AYV2__BN456_00612
ERR1913293.948310__1.948310	1472761__GCA_002159295.1_01419
ERR1913293.948425__1.948425	384638__B7APN3__BACPEC_00639
ERR1913293.948433__1.948433	820__A0A3E4WA06__ERS852554_03404
ERR1913293.948556__1.948556	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913293.949167__1.949167	853__E2ZGD9__C7J97_11715
ERR1913293.949287__1.949287	1262917__R5AQX1__BN456_00592
ERR1913293.949481__1.949481	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913293.949440__1.949440	40519__U2KYR7__RUMCAL_00225
ERR1913293.949716__1.949716	1262743__R5C054__BN727_01980
ERR1913293.949721__1.949721	40518__R5DY98__mepA_5
ERR1913293.949742__1.949742	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913293.950086__1.950086	454155__F3QX42__HMPREF9442_02776
ERR1913293.950137__1.950137	45851__D4S2U9__BHV86_05685
ERR1913293.950344__1.950344	33043__D5HHY4__luxQ_1
ERR1913293.950437__1.950437	47678__R5U7X5__ERS852558_01354
ERR1913293.950453__1.950453	33043__D5HIK4__ERS852400_01112
ERR1913293.950537__1.950537	1262917__R5APN9__BN456_02126
ERR1913293.950640__1.950640	1262917__R5ASX8__BN456_01240
ERR1913293.950572__1.950572	820__A0A3E4G8F8__ERS852421_01645
ERR1913293.950986__1.950986	1262736__R5YJ29__BN496_01288
ERR1913293.951045__1.951045	28117__B0MXW9__ALIPUT_01981
ERR1913293.951103__1.951103	820__A0A3E4W9D9__B5G17_12400
ERR1913293.951060__1.951060	45851__D4S283__BUTYVIB_02205
ERR1913293.951722__1.951722	310298__B3JPN8__BACCOP_03837
ERR1913293.951802__1.951802	1262911__R6GZX7__BN557_00838
ERR1913293.951850__1.951850	239935__A0A2N8IRH4__CXT92_05605
ERR1913293.952291__1.952291	1628085__A0A374VSS7__C7386_101299
ERR1913293.952669__1.952669	1262917__R5ALK4__BN456_02039
ERR1913293.952900__1.952900	818__R7KLE6__BJP75_004275
ERR1913293.953066__1.953066	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913293.953101__1.953101	820__A0A3E4VZT7__DXB48_16145
ERR1913293.953319__1.953319	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913293.953556__1.953556	454155__F3QTM3__HMPREF9442_01541
ERR1913293.954684__1.954684	328814__GCA_004558275.1_00034
ERR1913293.954838__1.954838	1263000__R5F0H4__BN466_00249
ERR1913293.954996__1.954996	301301__A0A395V6Z6__ERS852391_00966
ERR1913293.955707__1.955707	39491__D6DXZ8__DXB72_15035
ERR1913293.955788__1.955788	40518__R5DW64__RBL236_01394
ERR1913293.955843__1.955843	301301__G2SZM1__RHOM_00740
ERR1913293.956013__1.956013	1262917__R5APN9__BN456_02126
ERR1913293.956034__1.956034	820__A0A396EXA7__DXB37_15530
ERR1913293.957044__1.957044	1262917__R5ASX8__BN456_01240
ERR1913293.957117__1.957117	1262911__R6GPC5__BN557_00852
ERR1913293.957205__1.957205	28111__R5JUK8__NCTC11155_02515
ERR1913293.957506__1.957506	301301__G2SX00__RHOM_09015
ERR1913293.957509__1.957509	39491__A0A396FSN2__EUBREC_0707
ERR1913293.957586__1.957586	39485__A0A174ZG70__ERS852492_00929
ERR1913293.957686__1.957686	410072__A0A174DFS8__ERS852574_01251
ERR1913293.957689__1.957689	1262917__R5ASX8__BN456_01240
ERR1913293.957747__1.957747	45851__D4RWG7__BUTYVIB_00298
ERR1913293.957821__1.957821	572010__lepA
ERR1913293.958025__1.958025	706562__GCA_900112995.1_02127
ERR1913293.958233__1.958233	901__B6WYA9__DHV46_06795
ERR1913293.958400__1.958400	1262917__R5AN63__BN456_00147
ERR1913293.958466__1.958466	820__A0A374MMF0__HMPREF1073_03811
ERR1913293.958593__1.958593	40518__R5DY98__mepA_5
ERR1913293.958596__1.958596	1262917__R5AK62__BN456_00212
ERR1913293.958747__1.958747	1263000__R5EC30__BN466_00683
ERR1913293.959133__1.959133	823__A0A395YZ10__NCTC11152_02955
ERR1913293.959540__1.959540	1263000__R5EFA7__BN466_01197
ERR1913293.959665__1.959665	1262917__R5AJD3__BN456_01751
ERR1913293.959780__1.959780	357276__U6R8F9__DXD47_04035
ERR1913293.959988__1.959988	1897011__A0A1Q6REW8__BHW41_04435
ERR1913293.960078__1.960078	1262917__R5ANC5__BN456_00076
ERR1913293.960131__1.960131	45851__D4RWI2__BHV86_07325
ERR1913293.960201__1.960201	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913293.960253__1.960253	1263044__GCA_000433375.1_01133
ERR1913293.960738__1.960738	46503__K5ZKR1__dnaB
ERR1913293.960775__1.960775	310297__B5CUD7__BHV76_11070
ERR1913293.960778__1.960778	1897011__A0A1Q6RF20__BHW41_02930
ERR1913293.961051__1.961051	39491__C4Z9E9__T1815_12341
ERR1913293.961054__1.961054	1262917__R5AK62__BN456_00212
ERR1913293.961356__1.961356	1262917__R5AR82__BN456_01624
ERR1913293.961485__1.961485	1263000__R5F0L3__BN466_00284
ERR1913293.961533__1.961533	28117__R7JJM9__ALIPUT_00662
ERR1913293.961788__1.961788	1262917__R5AP34__BN456_00216
ERR1913293.962121__1.962121	1262917__R5AYV2__BN456_00612
ERR1913293.962068__1.962068	1262917__R5ALK4__BN456_02039
ERR1913293.962294__1.962294	1262917__R5AK62__BN456_00212
ERR1913293.962311__1.962311	853__A0A174BZY1__xerD_1
ERR1913293.962493__1.962493	1262911__R6H2J2__BN557_01228
ERR1913293.962753__1.962753	487174__K0XG81__HMPREF9448_02274
ERR1913293.962762__1.962762	1608898__E1W1C5__HMPREF3279_09625
ERR1913293.962846__1.962846	1262917__R5AQ31__BN456_01284
ERR1913293.962888__1.962888	821__R7P1Q7__M099_2990
ERR1913293.962998__1.962998	1262917__R5ARG0__BN456_01693
ERR1913293.963005__1.963005	357276__B6W1Y1__BSEG_03960
ERR1913293.963307__1.963307	239935__A0A139TMG9__CXU07_10650
ERR1913293.963680__1.963680	1262917__R5AQA1__BN456_01377
ERR1913293.963723__1.963723	1262988__R7N4G5__BN816_01692
ERR1913293.963869__1.963869	1897011__A0A1Q6RI93__BHW41_01175
ERR1913293.963942__1.963942	1262988__R7N6C8__BN816_02368
ERR1913293.964048__1.964048	74426__purL
ERR1913293.964051__1.964051	1897011__A0A1Q6RGD4__BHW41_02905
ERR1913293.964073__1.964073	1263030__R5D6I2__BN705_00664
ERR1913293.964076__1.964076	28118__F9Z750__Odosp_3044
ERR1913293.964127__1.964127	165179__A0A3E5A554__DXB80_13805
ERR1913293.964227__1.964227	165179__D1P9T6__PREVCOP_04016
ERR1913293.964189__1.964189	820__A0A396EUU8__luxQ_3
ERR1913293.964294__1.964294	458033__GCA_001482755.1_02203
ERR1913293.964565__1.964565	40518__R5E0G0__RBATCC27255_01787
ERR1913293.964581__1.964581	1262917__R5AZJ8__BN456_00840
ERR1913293.964903__1.964903	544645__A0A3E4TBU3__DXC42_07745
ERR1913293.965257__1.965257	1150298__A0A174PLY5__ERS852406_01056
ERR1913293.965276__1.965276	1897011__A0A1Q6REW8__BHW41_04435
ERR1913293.965358__1.965358	1262917__R5AMV7__BN456_01591
ERR1913293.965644__1.965644	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913293.965971__1.965971	310298__B3JED9__BACCOP_00230
ERR1913293.966090__1.966090	1262917__R5ASX8__BN456_01240
ERR1913293.966138__1.966138	357276__A0A076IRX4__ABI39_13585
ERR1913293.966183__1.966183	214856__R6Z3P8__ERS852559_01737
ERR1913293.966226__1.966226	1262917__R5AM07__BN456_02175
ERR1913293.966241__1.966241	1262917__R5AKS2__BN456_02142
ERR1913293.966378__1.966378	147206__GCF_000156215.1_01776
ERR1913293.966398__1.966398	572010__dnaK2
ERR1913293.967171__1.967171	47678__R5UBT0__CGC64_12195
ERR1913293.967345__1.967345	1262917__R5AM07__BN456_02175
ERR1913293.967311__1.967311	454155__F3QTV1__HMPREF9442_01620
ERR1913293.967787__1.967787	820__A0A3E4W9W8__C801_01069
ERR1913293.967791__1.967791	487174__K0XKB7__DDY40_03475
ERR1913293.967998__1.967998	820__A0A174CG08__DXB62_13215
ERR1913293.968078__1.968078	1263000__R5EDV4__BN466_01097
ERR1913293.968106__1.968106	853__A0A174BA00__DW905_01145
ERR1913293.968403__1.968403	1262917__R5B101__BN456_01330
ERR1913293.968482__1.968482	39491__A0A396FMF1__EUR_28700
ERR1913293.968721__1.968721	1263000__R5EKR3__BN466_00099
ERR1913293.968826__1.968826	853__A0A329UEG4__CHR60_00585
ERR1913293.969334__1.969334	28118__R6F6F1__B5F93_10805
ERR1913293.969477__1.969477	40518__R5DLW4__thiN
ERR1913293.969514__1.969514	2108523__A0A2P2F3W3__LAWASA_692
ERR1913293.969530__1.969530	39491__C4ZAT2__ERE_28440
ERR1913293.969634__1.969634	820__A0A139KJ23__celCCA
ERR1913293.969691__1.969691	40518__R5DZI2__DXD93_06940
ERR1913293.969957__1.969957	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913293.970170__1.970170	116085__D4J7V4__DW747_05820
ERR1913293.970348__1.970348	239935__R7E524__CXT91_06180
ERR1913293.970424__1.970424	1262911__R6GTZ4__BN557_01440
ERR1913293.970488__1.970488	1262917__R5AWT2__BN456_01401
ERR1913293.970623__1.970623	1263000__R5EMU9__BN466_00667
ERR1913293.971223__1.971223	45851__D4RXL7__BUTYVIB_00568
ERR1913293.971207__1.971207	820__A0A374Q351__DXD40_05850
ERR1913293.971306__1.971306	1262917__R5AVJ4__BN456_00135
ERR1913293.971366__1.971366	1263011__R6EMM3__BN553_01949
ERR1913293.971396__1.971396	1262917__R5AKS2__BN456_02142
ERR1913293.971437__1.971437	1262917__R5AS64__BN456_00169
ERR1913293.971541__1.971541	39491__R6TQ09__DXC13_03010
ERR1913293.972028__1.972028	45851__D4RYC5__BHV86_01930
ERR1913293.972261__1.972261	39491__A0A396FFW0__ERE_10580
ERR1913293.972228__1.972228	1262917__R5AZ23__BN456_00687
ERR1913293.972377__1.972377	40518__R5E2F3__artQ
ERR1913293.972745__1.972745	116085__D4JBM5__DW747_01240
ERR1913293.972951__1.972951	39491__A0A396FNY7__LD38_16155
ERR1913293.972924__1.972924	39491__A0A395ZG74__licR
ERR1913293.973191__1.973191	1263000__R5EBJ6__BN466_00543
ERR1913293.973257__1.973257	1262911__R6HJZ1__BN557_00331
ERR1913293.973240__1.973240	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913293.973317__1.973317	39491__C4ZF05__vpr
ERR1913293.973622__1.973622	853__A0A173T6P2__DWZ46_14595
ERR1913293.973902__1.973902	1262917__R5AMM7__BN456_01546
ERR1913293.974205__1.974205	1262917__R5ANC5__BN456_00076
ERR1913293.974233__1.974233	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913293.974592__1.974592	1262736__R5YCL2__BN496_00379
ERR1913293.974722__1.974722	301301__A0A395V8E1__RHOM_11160
ERR1913293.974783__1.974783	729__A0A369YF74__PARA_07910
ERR1913293.974874__1.974874	239935__R6IZU4__CXT87_08085
ERR1913293.974989__1.974989	1263000__R5EFY3__BN466_01416
ERR1913293.975213__1.975213	310297__R5VA64__DXD04_05100
ERR1913293.975226__1.975226	1262917__R5AXK0__BN456_02133
ERR1913293.975412__1.975412	853__A0A174UDE9__C4N25_12775
ERR1913293.975435__1.975435	853__A0A173RZ39__C4N22_01650
ERR1913293.976437__1.976437	1304__J7SI29__DL08_08910
ERR1913293.976456__1.976456	239935__R6J5N6__CXT99_10770
ERR1913293.976730__1.976730	901__B6WVE0__DESPIG_02056
ERR1913293.976732__1.976732	853__E2ZGD9__C7J97_11715
ERR1913293.976733__1.976733	820__A0A174DZ97__SAMN05444418_101240
ERR1913293.976749__1.976749	1628085__A0A396MGZ2__C7386_12111
ERR1913293.976760__1.976760	454155__F3QS51__HMPREF9442_01006
ERR1913293.976953__1.976953	1262917__R5B074__BN456_00067
ERR1913293.977140__1.977140	1262917__R5AIW0__BN456_01592
ERR1913293.977299__1.977299	1262911__R6H2J2__BN557_01228
ERR1913293.977632__1.977632	116085__D4J7I3__DW747_10245
ERR1913293.977887__1.977887	853__A0A173XRA8__CGS56_09290
ERR1913293.977894__1.977894	301301__A0A395V654__RHOM_11910
ERR1913293.978150__1.978150	1262917__R5B0J7__BN456_01197
ERR1913293.978245__1.978245	1262917__R5AR72__BN456_01614
ERR1913293.978266__1.978266	39486__A0A3E4M8R7__mobB
ERR1913293.978402__1.978402	821__A0A395VIK7__BVU_1225
ERR1913293.978604__1.978604	1263000__R5ECE2__BN466_00896
ERR1913293.978987__1.978987	1263011__R6DQB4__BN553_01080
ERR1913293.979093__1.979093	1262917__R5AP34__BN456_00216
ERR1913293.979442__1.979442	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913293.979520__1.979520	301301__A0A395VCJ3__cbiT
ERR1913293.979534__1.979534	1262911__R6GT12__BN557_01070
ERR1913293.979537__1.979537	239935__A0A2N8IMC9__CXU09_02095
ERR1913293.979726__1.979726	853__A0A2A7A628__CGS57_13755
ERR1913293.979872__1.979872	1897011__A0A1Q6RH35__BHW41_01705
ERR1913293.980296__1.980296	1150298__R7JPB1__corA
ERR1913293.980863__1.980863	1263000__R5EZ76__BN466_00319
ERR1913293.980874__1.980874	1262917__R5AXP5__BN456_02173
ERR1913293.981018__1.981018	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913293.981141__1.981141	33039__D4M6R8__bglB_8
ERR1913293.981230__1.981230	45851__D4RXN5__BUTYVIB_00586
ERR1913293.981341__1.981341	1263000__R5EKR4__BN466_01609
ERR1913293.981351__1.981351	1262917__R5AXS0__BN456_02198
ERR1913293.981544__1.981544	1263000__R5EGP9__BN466_01419
ERR1913293.981557__1.981557	410072__A0A174JCL9__tee6
ERR1913293.981595__1.981595	901__B6WYC9__DHV46_00060
ERR1913293.981741__1.981741	1680__A0A2R4G1K8__BBMN23_0315
ERR1913293.982084__1.982084	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913293.982085__1.982085	40518__R5DS37__DXD93_01965
ERR1913293.982580__1.982580	853__A0A2A7B9I6__DW855_13690
ERR1913293.982606__1.982606	1262917__R5APL3__BN456_01119
ERR1913293.982664__1.982664	214856__A0A175A6T5__ERS852447_02658
ERR1913293.982765__1.982765	1263000__R5ES99__BN466_01121
ERR1913293.982792__1.982792	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913293.982815__1.982815	1263000__R5EFY3__BN466_01416
ERR1913293.982894__1.982894	1897011__A0A1Q6RH35__BHW41_01705
ERR1913293.983005__1.983005	820__A0A139K426__B5G17_09115
ERR1913293.983207__1.983207	454154__G5SLB1__HMPREF9441_00130
